year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_hc_gov_rse_t
2008,NUTS,2010,PL2,1,0.0696
2009,NUTS,2010,PL2,1,0.0839
2011,NUTS,2010,PL2,1,0.0821
2013,NUTS,2010,PL2,1,0.0851
2014,NUTS,2010,PL2,1,0.0842
2015,NUTS,2010,PL2,1,0.0939
2016,NUTS,2010,PL2,1,0.0221
2017,NUTS,2010,PL2,1,0.039
2018,NUTS,2010,PL2,1,0.0388
2019,NUTS,2010,PL2,1,0.0205
2000,NUTS,2010,PL21,2,0.0667
2001,NUTS,2010,PL21,2,0.0697
2002,NUTS,2010,PL21,2,0.09
2003,NUTS,2010,PL21,2,0.0861
2004,NUTS,2010,PL21,2,0.0947
2005,NUTS,2010,PL21,2,0.0849
2006,NUTS,2010,PL21,2,0.0938
2007,NUTS,2010,PL21,2,0.1115
2008,NUTS,2010,PL21,2,0.0838
2009,NUTS,2010,PL21,2,0.1057
2015,NUTS,2010,PL21,2,0.1244
2016,NUTS,2010,PL21,2,0.0332
2017,NUTS,2010,PL21,2,0.0665
2018,NUTS,2010,PL21,2,0.07
2019,NUTS,2010,PL21,2,0.038
2000,NUTS,2010,PL22,2,0.0498
2001,NUTS,2010,PL22,2,0.0305
2002,NUTS,2010,PL22,2,0.0809
2003,NUTS,2010,PL22,2,0.066
2004,NUTS,2010,PL22,2,0.062
2005,NUTS,2010,PL22,2,0.0486
2006,NUTS,2010,PL22,2,0.0393
2007,NUTS,2010,PL22,2,0.0412
2008,NUTS,2010,PL22,2,0.0593
2009,NUTS,2010,PL22,2,0.0687
2010,NUTS,2010,PL22,2,0.0609
2012,NUTS,2010,PL22,2,0.0742
2015,NUTS,2010,PL22,2,0.0719
2016,NUTS,2010,PL22,2,0.0138
2017,NUTS,2010,PL22,2,0.0183
2018,NUTS,2010,PL22,2,0.0149
2019,NUTS,2010,PL22,2,0.0069
2000,NUTS,2010,PL3,1,0.0227
2001,NUTS,2010,PL3,1,0.0166
2002,NUTS,2010,PL3,1,0.0158
2003,NUTS,2010,PL3,1,0.0202
2004,NUTS,2010,PL3,1,0.0184
2005,NUTS,2010,PL3,1,0.0167
2006,NUTS,2010,PL3,1,0.019
2007,NUTS,2010,PL3,1,0.0281
2008,NUTS,2010,PL3,1,0.0246
2009,NUTS,2010,PL3,1,0.015
2010,NUTS,2010,PL3,1,0.0183
2000,NUTS,2010,PL31,2,0.0413
2001,NUTS,2010,PL31,2,0.043
2002,NUTS,2010,PL31,2,0.0426
2003,NUTS,2010,PL31,2,0.0553
2004,NUTS,2010,PL31,2,0.0474
2005,NUTS,2010,PL31,2,0.0431
2006,NUTS,2010,PL31,2,0.0457
2007,NUTS,2010,PL31,2,0.0662
2008,NUTS,2010,PL31,2,0.0691
2009,NUTS,2010,PL31,2,0.0418
2011,NUTS,2010,PL31,2,0.0526
2012,NUTS,2010,PL31,2,0.0511
2013,NUTS,2010,PL31,2,0.0437
2014,NUTS,2010,PL31,2,0.0404
2015,NUTS,2010,PL31,2,0.0303
2000,NUTS,2010,PL32,2,0.0172
2001,NUTS,2010,PL32,2,0.0008
2003,NUTS,2010,PL32,2,0.0008
2004,NUTS,2010,PL32,2,0.0014
2005,NUTS,2010,PL32,2,0.0005
2006,NUTS,2010,PL32,2,0.0076
2007,NUTS,2010,PL32,2,0.0149
2008,NUTS,2010,PL32,2,0.0016
2012,NUTS,2010,PL32,2,0.0061
2008,NUTS,2010,PL33,2,0.0003
2012,NUTS,2010,PL33,2,0.0009
2008,NUTS,2010,PL34,2,0.0056
2013,NUTS,2010,PL34,2,0.011
2000,NUTS,2010,PL4,1,0.029
2001,NUTS,2010,PL4,1,0.03
2002,NUTS,2010,PL4,1,0.0415
2003,NUTS,2010,PL4,1,0.038
2004,NUTS,2010,PL4,1,0.0377
2005,NUTS,2010,PL4,1,0.0369
2006,NUTS,2010,PL4,1,0.0368
2007,NUTS,2010,PL4,1,0.0351
2008,NUTS,2010,PL4,1,0.0494
2009,NUTS,2010,PL4,1,0.0377
2013,NUTS,2010,PL4,1,0.0459
2014,NUTS,2010,PL4,1,0.0537
2015,NUTS,2010,PL4,1,0.048
2016,NUTS,2010,PL4,1,0.0037
2017,NUTS,2010,PL4,1,0.0075
2018,NUTS,2010,PL4,1,0.0113
2019,NUTS,2010,PL4,1,0.0125
2000,NUTS,2010,PL41,2,0.0474
2001,NUTS,2010,PL41,2,0.0516
2002,NUTS,2010,PL41,2,0.0697
2003,NUTS,2010,PL41,2,0.0621
2004,NUTS,2010,PL41,2,0.0628
2005,NUTS,2010,PL41,2,0.063
2006,NUTS,2010,PL41,2,0.0623
2007,NUTS,2010,PL41,2,0.0565
2008,NUTS,2010,PL41,2,0.081
2009,NUTS,2010,PL41,2,0.0664
2010,NUTS,2010,PL41,2,0.0846
2011,NUTS,2010,PL41,2,0.0888
2012,NUTS,2010,PL41,2,0.0799
2017,NUTS,2010,PL41,2,0.0082
2018,NUTS,2010,PL41,2,0.0125
2019,NUTS,2010,PL41,2,0.0138
2005,NUTS,2010,PL42,2,0.0
2008,NUTS,2010,PL42,2,0.0129
2011,NUTS,2010,PL42,2,0.0
2016,NUTS,2010,PL42,2,0.0018
2008,NUTS,2010,PL43,2,0.0007
2010,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2000,NUTS,2010,PL5,1,0.0209
2001,NUTS,2010,PL5,1,0.0215
2002,NUTS,2010,PL5,1,0.0469
2003,NUTS,2010,PL5,1,0.0322
2004,NUTS,2010,PL5,1,0.0271
2005,NUTS,2010,PL5,1,0.0257
2006,NUTS,2010,PL5,1,0.0319
2007,NUTS,2010,PL5,1,0.0243
2008,NUTS,2010,PL5,1,0.026
2010,NUTS,2010,PL5,1,0.0368
2011,NUTS,2010,PL5,1,0.0355
2012,NUTS,2010,PL5,1,0.0433
2013,NUTS,2010,PL5,1,0.0496
2014,NUTS,2010,PL5,1,0.0447
2016,NUTS,2010,PL5,1,0.0067
2017,NUTS,2010,PL5,1,0.0109
2018,NUTS,2010,PL5,1,0.012
2019,NUTS,2010,PL5,1,0.0148
2000,NUTS,2010,PL51,2,0.0263
2001,NUTS,2010,PL51,2,0.0275
2003,NUTS,2010,PL51,2,0.033
2004,NUTS,2010,PL51,2,0.0247
2005,NUTS,2010,PL51,2,0.0267
2008,NUTS,2010,PL51,2,0.026
2009,NUTS,2010,PL51,2,0.0358
2012,NUTS,2010,PL51,2,0.0445
2000,NUTS,2010,PL52,2,0.0081
2001,NUTS,2010,PL52,2,0.0076
2003,NUTS,2010,PL52,2,0.0297
2004,NUTS,2010,PL52,2,0.0343
2008,NUTS,2010,PL52,2,0.0262
2012,NUTS,2010,PL52,2,0.0396
2000,NUTS,2010,PL6,1,0.0281
2001,NUTS,2010,PL6,1,0.027
2002,NUTS,2010,PL6,1,0.0246
2003,NUTS,2010,PL6,1,0.0335
2004,NUTS,2010,PL6,1,0.0322
2005,NUTS,2010,PL6,1,0.0266
2006,NUTS,2010,PL6,1,0.0334
2007,NUTS,2010,PL6,1,0.0292
2008,NUTS,2010,PL6,1,0.032
2010,NUTS,2010,PL6,1,0.0248
2011,NUTS,2010,PL6,1,0.0252
2015,NUTS,2010,PL6,1,0.0226
2016,NUTS,2010,PL6,1,0.0057
2017,NUTS,2010,PL6,1,0.0093
2018,NUTS,2010,PL6,1,0.0123
2019,NUTS,2010,PL6,1,0.0114
2003,NUTS,2010,PL61,2,0.0004
2004,NUTS,2010,PL61,2,0.0003
2005,NUTS,2010,PL61,2,0.0
2008,NUTS,2010,PL61,2,0.0126
2013,NUTS,2010,PL61,2,0.0095
2015,NUTS,2010,PL61,2,0.0083
2018,NUTS,2010,PL61,2,0.0091
2019,NUTS,2010,PL61,2,0.0085
2003,NUTS,2010,PL62,2,0.0433
2004,NUTS,2010,PL62,2,0.0346
2005,NUTS,2010,PL62,2,0.0329
2006,NUTS,2010,PL62,2,0.0306
2008,NUTS,2010,PL62,2,0.0248
2009,NUTS,2010,PL62,2,0.024
2010,NUTS,2010,PL62,2,0.0257
2012,NUTS,2010,PL62,2,0.0324
2014,NUTS,2010,PL62,2,0.0366
2015,NUTS,2010,PL62,2,0.0329
2016,NUTS,2010,PL62,2,0.0097
2018,NUTS,2010,PL62,2,0.0108
2019,NUTS,2010,PL62,2,0.0034
2000,NUTS,2010,PL63,2,0.055
2001,NUTS,2010,PL63,2,0.0503
2002,NUTS,2010,PL63,2,0.0502
2003,NUTS,2010,PL63,2,0.064
2004,NUTS,2010,PL63,2,0.0674
2005,NUTS,2010,PL63,2,0.0506
2006,NUTS,2010,PL63,2,0.0706
2007,NUTS,2010,PL63,2,0.0552
2008,NUTS,2010,PL63,2,0.055
2009,NUTS,2010,PL63,2,0.0423
2011,NUTS,2010,PL63,2,0.0369
2013,NUTS,2010,PL63,2,0.0393
2014,NUTS,2010,PL63,2,0.0326
2015,NUTS,2010,PL63,2,0.029
2017,NUTS,2010,PL63,2,0.0075
2018,NUTS,2010,PL63,2,0.0159
2019,NUTS,2010,PL63,2,0.0181
2016,NUTS,2010,PL7,1,0.0202
2017,NUTS,2010,PL7,1,0.0283
2018,NUTS,2010,PL7,1,0.0293
2019,NUTS,2010,PL7,1,0.0252
2018,NUTS,2010,PL71,2,0.0342
2018,NUTS,2010,PL72,2,0.0185
2016,NUTS,2010,PL8,1,0.0077
2017,NUTS,2010,PL8,1,0.0107
2018,NUTS,2010,PL8,1,0.0097
2019,NUTS,2010,PL8,1,0.0105
2016,NUTS,2010,PL81,2,0.0106
2018,NUTS,2010,PL81,2,0.0106
2019,NUTS,2010,PL81,2,0.0152
2016,NUTS,2010,PL82,2,0.0024
2019,NUTS,2010,PL82,2,0.0048
2016,NUTS,2010,PL84,2,0.0116
2019,NUTS,2010,PL84,2,0.0118
2016,NUTS,2010,PL9,1,0.0982
2017,NUTS,2010,PL9,1,0.1278
2018,NUTS,2010,PL9,1,0.0919
2019,NUTS,2010,PL9,1,0.0831
2019,NUTS,2010,PL91,2,0.1363
2019,NUTS,2010,PL92,2,0.0043
1993,NUTS,2010,PT,0,0.0676
1994,NUTS,2010,PT,0,0.071
1995,NUTS,2010,PT,0,0.0747
1996,NUTS,2010,PT,0,0.0773
1997,NUTS,2010,PT,0,0.0785
1998,NUTS,2010,PT,0,0.0951
1999,NUTS,2010,PT,0,0.1155
2000,NUTS,2010,PT,0,0.1115
2001,NUTS,2010,PT,0,0.1084
2002,NUTS,2010,PT,0,0.1063
2003,NUTS,2010,PT,0,0.1055
2004,NUTS,2010,PT,0,0.112
2005,NUTS,2010,PT,0,0.1186
2006,NUTS,2010,PT,0,0.1074
2007,NUTS,2010,PT,0,0.0969
2008,NUTS,2010,PT,0,0.0924
2009,NUTS,2010,PT,0,0.1
2010,NUTS,2010,PT,0,0.1169
2011,NUTS,2010,PT,0,0.1404
2012,NUTS,2010,PT,0,0.1163
2013,NUTS,2010,PT,0,0.1017
2014,NUTS,2010,PT,0,0.1085
2015,NUTS,2010,PT,0,0.1091
2016,NUTS,2010,PT,0,0.1072
2017,NUTS,2010,PT,0,0.1195
2018,NUTS,2010,PT,0,0.1203
2019,NUTS,2010,PT,0,0.1266
2020,NUTS,2010,PT,0,0.132
2000,NUTS,2010,PT1,1,0.1056
2001,NUTS,2010,PT1,1,0.1016
2002,NUTS,2010,PT1,1,0.0996
2003,NUTS,2010,PT1,1,0.0998
2004,NUTS,2010,PT1,1,0.1065
2005,NUTS,2010,PT1,1,0.1131
2006,NUTS,2010,PT1,1,0.1025
2007,NUTS,2010,PT1,1,0.0923
2008,NUTS,2010,PT1,1,0.0886
2009,NUTS,2010,PT1,1,0.091
2010,NUTS,2010,PT1,1,0.1061
2011,NUTS,2010,PT1,1,0.1279
2012,NUTS,2010,PT1,1,0.1046
2013,NUTS,2010,PT1,1,0.0937
2014,NUTS,2010,PT1,1,0.1011
2015,NUTS,2010,PT1,1,0.1024
2016,NUTS,2010,PT1,1,0.1009
2017,NUTS,2010,PT1,1,0.1129
2018,NUTS,2010,PT1,1,0.1149
2019,NUTS,2010,PT1,1,0.1203
2020,NUTS,2010,PT1,1,0.1248
2000,NUTS,2010,PT11,2,0.048
2001,NUTS,2010,PT11,2,0.0456
2002,NUTS,2010,PT11,2,0.0403
2003,NUTS,2010,PT11,2,0.036
2004,NUTS,2010,PT11,2,0.0399
2005,NUTS,2010,PT11,2,0.0437
2006,NUTS,2010,PT11,2,0.0398
2007,NUTS,2010,PT11,2,0.0363
2008,NUTS,2010,PT11,2,0.0351
2009,NUTS,2010,PT11,2,0.0441
2010,NUTS,2010,PT11,2,0.0641
2011,NUTS,2010,PT11,2,0.0841
2012,NUTS,2010,PT11,2,0.0605
2013,NUTS,2010,PT11,2,0.0622
2014,NUTS,2010,PT11,2,0.074
2015,NUTS,2010,PT11,2,0.0881
2016,NUTS,2010,PT11,2,0.0921
2017,NUTS,2010,PT11,2,0.1082
2018,NUTS,2010,PT11,2,0.1132
2019,NUTS,2010,PT11,2,0.1263
2020,NUTS,2010,PT11,2,0.1242
2000,NUTS,2010,PT15,2,0.0506
2001,NUTS,2010,PT15,2,0.052
2002,NUTS,2010,PT15,2,0.0378
2003,NUTS,2010,PT15,2,0.0252
2004,NUTS,2010,PT15,2,0.0191
2005,NUTS,2010,PT15,2,0.0138
2006,NUTS,2010,PT15,2,0.017
2007,NUTS,2010,PT15,2,0.0204
2008,NUTS,2010,PT15,2,0.0135
2009,NUTS,2010,PT15,2,0.0284
2010,NUTS,2010,PT15,2,0.0639
2011,NUTS,2010,PT15,2,0.0624
2012,NUTS,2010,PT15,2,0.095
2013,NUTS,2010,PT15,2,0.0658
2014,NUTS,2010,PT15,2,0.0278
2015,NUTS,2010,PT15,2,0.0196
2016,NUTS,2010,PT15,2,0.0261
2017,NUTS,2010,PT15,2,0.0345
2018,NUTS,2010,PT15,2,0.0369
2019,NUTS,2010,PT15,2,0.0374
2020,NUTS,2010,PT15,2,0.0599
2000,NUTS,2010,PT16,2,0.0408
2001,NUTS,2010,PT16,2,0.0326
2002,NUTS,2010,PT16,2,0.0368
2003,NUTS,2010,PT16,2,0.0417
2004,NUTS,2010,PT16,2,0.0585
2005,NUTS,2010,PT16,2,0.0753
2006,NUTS,2010,PT16,2,0.0553
2007,NUTS,2010,PT16,2,0.0356
2008,NUTS,2010,PT16,2,0.0348
2009,NUTS,2010,PT16,2,0.0423
2010,NUTS,2010,PT16,2,0.0578
2011,NUTS,2010,PT16,2,0.0744
2012,NUTS,2010,PT16,2,0.0573
2013,NUTS,2010,PT16,2,0.0486
2014,NUTS,2010,PT16,2,0.0597
2015,NUTS,2010,PT16,2,0.0658
2016,NUTS,2010,PT16,2,0.0674
2017,NUTS,2010,PT16,2,0.0719
2018,NUTS,2010,PT16,2,0.0692
2019,NUTS,2010,PT16,2,0.0777
2020,NUTS,2010,PT16,2,0.0747
2000,NUTS,2010,PT17,2,0.274
2001,NUTS,2010,PT17,2,0.2691
2002,NUTS,2010,PT17,2,0.2695
2003,NUTS,2010,PT17,2,0.2729
2004,NUTS,2010,PT17,2,0.2778
2005,NUTS,2010,PT17,2,0.2837
2006,NUTS,2010,PT17,2,0.2691
2007,NUTS,2010,PT17,2,0.2527
2008,NUTS,2010,PT17,2,0.2371
2009,NUTS,2010,PT17,2,0.229
2010,NUTS,2010,PT17,2,0.2392
2011,NUTS,2010,PT17,2,0.2769
2012,NUTS,2010,PT17,2,0.2365
2013,NUTS,2010,PT17,2,0.2065
2014,NUTS,2010,PT17,2,0.211
2015,NUTS,2010,PT17,2,0.1905
2016,NUTS,2010,PT17,2,0.1764
2017,NUTS,2010,PT17,2,0.1946
2018,NUTS,2010,PT17,2,0.1955
2019,NUTS,2010,PT17,2,0.1895
2020,NUTS,2010,PT17,2,0.207
2000,NUTS,2010,PT18,2,0.0469
2001,NUTS,2010,PT18,2,0.0428
2002,NUTS,2010,PT18,2,0.0463
2003,NUTS,2010,PT18,2,0.0506
2004,NUTS,2010,PT18,2,0.0441
2005,NUTS,2010,PT18,2,0.0378
2006,NUTS,2010,PT18,2,0.0357
2007,NUTS,2010,PT18,2,0.0342
2008,NUTS,2010,PT18,2,0.0421
2009,NUTS,2010,PT18,2,0.0239
2010,NUTS,2010,PT18,2,0.0219
2011,NUTS,2010,PT18,2,0.013
2012,NUTS,2010,PT18,2,0.0072
2013,NUTS,2010,PT18,2,0.0057
2014,NUTS,2010,PT18,2,0.0055
2015,NUTS,2010,PT18,2,0.0063
2016,NUTS,2010,PT18,2,0.0056
2017,NUTS,2010,PT18,2,0.0013
2018,NUTS,2010,PT18,2,0.0012
2019,NUTS,2010,PT18,2,0.0006
2020,NUTS,2010,PT18,2,0.0009
2000,NUTS,2010,PT2,1,0.0694
2001,NUTS,2010,PT2,1,0.0682
2002,NUTS,2010,PT2,1,0.065
2003,NUTS,2010,PT2,1,0.0648
2004,NUTS,2010,PT2,1,0.0561
2005,NUTS,2010,PT2,1,0.0492
2006,NUTS,2010,PT2,1,0.0519
2007,NUTS,2010,PT2,1,0.0556
2008,NUTS,2010,PT2,1,0.0377
2009,NUTS,2010,PT2,1,0.042
2010,NUTS,2010,PT2,1,0.0401
2011,NUTS,2010,PT2,1,0.0705
2012,NUTS,2010,PT2,1,0.1542
2013,NUTS,2010,PT2,1,0.0837
2014,NUTS,2010,PT2,1,0.1081
2015,NUTS,2010,PT2,1,0.0984
2016,NUTS,2010,PT2,1,0.0867
2017,NUTS,2010,PT2,1,0.0836
2018,NUTS,2010,PT2,1,0.0564
2019,NUTS,2010,PT2,1,0.0668
2020,NUTS,2010,PT2,1,0.0993
2000,NUTS,2010,PT20,2,0.0694
2001,NUTS,2010,PT20,2,0.0682
2002,NUTS,2010,PT20,2,0.065
2003,NUTS,2010,PT20,2,0.0648
2004,NUTS,2010,PT20,2,0.0561
2005,NUTS,2010,PT20,2,0.0492
2006,NUTS,2010,PT20,2,0.0519
2007,NUTS,2010,PT20,2,0.0556
2008,NUTS,2010,PT20,2,0.0377
2009,NUTS,2010,PT20,2,0.042
2010,NUTS,2010,PT20,2,0.0401
2011,NUTS,2010,PT20,2,0.0705
2012,NUTS,2010,PT20,2,0.1542
2013,NUTS,2010,PT20,2,0.0837
2014,NUTS,2010,PT20,2,0.1081
2015,NUTS,2010,PT20,2,0.0984
2016,NUTS,2010,PT20,2,0.0867
2017,NUTS,2010,PT20,2,0.0836
2018,NUTS,2010,PT20,2,0.0564
2019,NUTS,2010,PT20,2,0.0668
2020,NUTS,2010,PT20,2,0.0993
2000,NUTS,2010,PT3,1,0.1237
2001,NUTS,2010,PT3,1,0.1426
2002,NUTS,2010,PT3,1,0.1052
2003,NUTS,2010,PT3,1,0.0757
2004,NUTS,2010,PT3,1,0.0798
2005,NUTS,2010,PT3,1,0.083
2006,NUTS,2010,PT3,1,0.0656
2007,NUTS,2010,PT3,1,0.0484
2008,NUTS,2010,PT3,1,0.0439
2009,NUTS,2010,PT3,1,0.0583
2010,NUTS,2010,PT3,1,0.0863
2011,NUTS,2010,PT3,1,0.1781
2012,NUTS,2010,PT3,1,0.0843
2013,NUTS,2010,PT3,1,0.0588
2014,NUTS,2010,PT3,1,0.0591
2015,NUTS,2010,PT3,1,0.0738
2016,NUTS,2010,PT3,1,0.0865
2017,NUTS,2010,PT3,1,0.1035
2018,NUTS,2010,PT3,1,0.0961
2019,NUTS,2010,PT3,1,0.1115
2020,NUTS,2010,PT3,1,0.1198
2000,NUTS,2010,PT30,2,0.1237
2001,NUTS,2010,PT30,2,0.1426
2002,NUTS,2010,PT30,2,0.1052
2003,NUTS,2010,PT30,2,0.0757
2004,NUTS,2010,PT30,2,0.0798
2005,NUTS,2010,PT30,2,0.083
2006,NUTS,2010,PT30,2,0.0656
2007,NUTS,2010,PT30,2,0.0484
2008,NUTS,2010,PT30,2,0.0439
2009,NUTS,2010,PT30,2,0.0583
2010,NUTS,2010,PT30,2,0.0863
2011,NUTS,2010,PT30,2,0.1781
2012,NUTS,2010,PT30,2,0.0843
2013,NUTS,2010,PT30,2,0.0588
2014,NUTS,2010,PT30,2,0.0591
2015,NUTS,2010,PT30,2,0.0738
2016,NUTS,2010,PT30,2,0.0865
2017,NUTS,2010,PT30,2,0.1035
2018,NUTS,2010,PT30,2,0.0961
2019,NUTS,2010,PT30,2,0.1115
2020,NUTS,2010,PT30,2,0.1198
1998,NUTS,2010,RO,0,0.0691
1999,NUTS,2010,RO,0,0.061
2000,NUTS,2010,RO,0,0.0562
2001,NUTS,2010,RO,0,0.0605
2002,NUTS,2010,RO,0,0.0689
2003,NUTS,2010,RO,0,0.0729
2004,NUTS,2010,RO,0,0.0763
2005,NUTS,2010,RO,0,0.084
2006,NUTS,2010,RO,0,0.0663
2007,NUTS,2010,RO,0,0.069
2008,NUTS,2010,RO,0,0.0736
2009,NUTS,2010,RO,0,0.0808
2010,NUTS,2010,RO,0,0.0811
2011,NUTS,2010,RO,0,0.0859
2012,NUTS,2010,RO,0,0.0928
2013,NUTS,2010,RO,0,0.0958
2014,NUTS,2010,RO,0,0.0937
2015,NUTS,2010,RO,0,0.0956
2016,NUTS,2010,RO,0,0.0952
2017,NUTS,2010,RO,0,0.0903
2018,NUTS,2010,RO,0,0.0925
2019,NUTS,2010,RO,0,0.0945
2002,NUTS,2010,RO1,1,0.0109
2003,NUTS,2010,RO1,1,0.0154
2004,NUTS,2010,RO1,1,0.0079
2005,NUTS,2010,RO1,1,0.0072
2006,NUTS,2010,RO1,1,0.0158
2007,NUTS,2010,RO1,1,0.0171
2008,NUTS,2010,RO1,1,0.0155
2009,NUTS,2010,RO1,1,0.0182
2010,NUTS,2010,RO1,1,0.01
2011,NUTS,2010,RO1,1,0.0161
2012,NUTS,2010,RO1,1,0.0289
2013,NUTS,2010,RO1,1,0.0294
2014,NUTS,2010,RO1,1,0.028
2015,NUTS,2010,RO1,1,0.0303
2016,NUTS,2010,RO1,1,0.0279
2017,NUTS,2010,RO1,1,0.0264
2018,NUTS,2010,RO1,1,0.0287
2019,NUTS,2010,RO1,1,0.0305
2002,NUTS,2010,RO11,2,0.0166
2003,NUTS,2010,RO11,2,0.0249
2004,NUTS,2010,RO11,2,0.0111
2005,NUTS,2010,RO11,2,0.011
2006,NUTS,2010,RO11,2,0.0278
2007,NUTS,2010,RO11,2,0.0283
2008,NUTS,2010,RO11,2,0.0261
2009,NUTS,2010,RO11,2,0.0306
2010,NUTS,2010,RO11,2,0.0131
2011,NUTS,2010,RO11,2,0.0201
2012,NUTS,2010,RO11,2,0.0424
2013,NUTS,2010,RO11,2,0.0426
2014,NUTS,2010,RO11,2,0.0388
2015,NUTS,2010,RO11,2,0.0441
2016,NUTS,2010,RO11,2,0.0404
2017,NUTS,2010,RO11,2,0.0388
2018,NUTS,2010,RO11,2,0.0417
2019,NUTS,2010,RO11,2,0.0427
2002,NUTS,2010,RO12,2,0.0045
2003,NUTS,2010,RO12,2,0.0048
2004,NUTS,2010,RO12,2,0.0042
2005,NUTS,2010,RO12,2,0.0028
2006,NUTS,2010,RO12,2,0.0024
2007,NUTS,2010,RO12,2,0.0044
2008,NUTS,2010,RO12,2,0.004
2009,NUTS,2010,RO12,2,0.0045
2010,NUTS,2010,RO12,2,0.006
2011,NUTS,2010,RO12,2,0.011
2012,NUTS,2010,RO12,2,0.0111
2013,NUTS,2010,RO12,2,0.012
2014,NUTS,2010,RO12,2,0.0138
2015,NUTS,2010,RO12,2,0.0126
2016,NUTS,2010,RO12,2,0.0125
2017,NUTS,2010,RO12,2,0.0109
2018,NUTS,2010,RO12,2,0.0118
2019,NUTS,2010,RO12,2,0.0149
2002,NUTS,2010,RO2,1,0.0161
2003,NUTS,2010,RO2,1,0.0159
2004,NUTS,2010,RO2,1,0.02
2005,NUTS,2010,RO2,1,0.0195
2006,NUTS,2010,RO2,1,0.0211
2007,NUTS,2010,RO2,1,0.0209
2008,NUTS,2010,RO2,1,0.0217
2009,NUTS,2010,RO2,1,0.0197
2010,NUTS,2010,RO2,1,0.0237
2011,NUTS,2010,RO2,1,0.0297
2012,NUTS,2010,RO2,1,0.0275
2013,NUTS,2010,RO2,1,0.0268
2014,NUTS,2010,RO2,1,0.028
2015,NUTS,2010,RO2,1,0.029
2016,NUTS,2010,RO2,1,0.0295
2017,NUTS,2010,RO2,1,0.0281
2018,NUTS,2010,RO2,1,0.0286
2019,NUTS,2010,RO2,1,0.0304
2002,NUTS,2010,RO21,2,0.0219
2003,NUTS,2010,RO21,2,0.0222
2004,NUTS,2010,RO21,2,0.0277
2005,NUTS,2010,RO21,2,0.0268
2006,NUTS,2010,RO21,2,0.0303
2007,NUTS,2010,RO21,2,0.0284
2008,NUTS,2010,RO21,2,0.0297
2009,NUTS,2010,RO21,2,0.0264
2010,NUTS,2010,RO21,2,0.029
2011,NUTS,2010,RO21,2,0.0331
2012,NUTS,2010,RO21,2,0.0323
2013,NUTS,2010,RO21,2,0.0314
2014,NUTS,2010,RO21,2,0.033
2015,NUTS,2010,RO21,2,0.0334
2016,NUTS,2010,RO21,2,0.035
2017,NUTS,2010,RO21,2,0.0323
2018,NUTS,2010,RO21,2,0.0328
2019,NUTS,2010,RO21,2,0.0348
2002,NUTS,2010,RO22,2,0.0075
2003,NUTS,2010,RO22,2,0.0069
2004,NUTS,2010,RO22,2,0.0086
2005,NUTS,2010,RO22,2,0.0086
2006,NUTS,2010,RO22,2,0.0081
2007,NUTS,2010,RO22,2,0.0099
2008,NUTS,2010,RO22,2,0.01
2009,NUTS,2010,RO22,2,0.0099
2010,NUTS,2010,RO22,2,0.0158
2011,NUTS,2010,RO22,2,0.0246
2012,NUTS,2010,RO22,2,0.0201
2013,NUTS,2010,RO22,2,0.0197
2014,NUTS,2010,RO22,2,0.02
2015,NUTS,2010,RO22,2,0.0219
2016,NUTS,2010,RO22,2,0.0204
2017,NUTS,2010,RO22,2,0.0211
2018,NUTS,2010,RO22,2,0.0217
2019,NUTS,2010,RO22,2,0.0229
2002,NUTS,2010,RO3,1,0.2028
2003,NUTS,2010,RO3,1,0.2122
2004,NUTS,2010,RO3,1,0.2227
2005,NUTS,2010,RO3,1,0.258
2006,NUTS,2010,RO3,1,0.1814
2007,NUTS,2010,RO3,1,0.1869
2008,NUTS,2010,RO3,1,0.202
2009,NUTS,2010,RO3,1,0.1847
2010,NUTS,2010,RO3,1,0.1866
2011,NUTS,2010,RO3,1,0.1957
2012,NUTS,2010,RO3,1,0.2141
2013,NUTS,2010,RO3,1,0.2173
2014,NUTS,2010,RO3,1,0.2156
2015,NUTS,2010,RO3,1,0.22
2016,NUTS,2010,RO3,1,0.2225
2017,NUTS,2010,RO3,1,0.2106
2018,NUTS,2010,RO3,1,0.2137
2019,NUTS,2010,RO3,1,0.2174
2002,NUTS,2010,RO31,2,0.0011
2006,NUTS,2010,RO31,2,0.001
2007,NUTS,2010,RO31,2,0.0063
2008,NUTS,2010,RO31,2,0.0048
2009,NUTS,2010,RO31,2,0.0038
2010,NUTS,2010,RO31,2,0.0016
2011,NUTS,2010,RO31,2,0.0122
2012,NUTS,2010,RO31,2,0.0118
2013,NUTS,2010,RO31,2,0.0115
2014,NUTS,2010,RO31,2,0.0113
2015,NUTS,2010,RO31,2,0.0116
2016,NUTS,2010,RO31,2,0.0121
2017,NUTS,2010,RO31,2,0.0102
2018,NUTS,2010,RO31,2,0.0087
2019,NUTS,2010,RO31,2,0.0084
2002,NUTS,2010,RO32,2,0.532
2003,NUTS,2010,RO32,2,0.5632
2004,NUTS,2010,RO32,2,0.5652
2005,NUTS,2010,RO32,2,0.636
2006,NUTS,2010,RO32,2,0.4348
2007,NUTS,2010,RO32,2,0.4473
2008,NUTS,2010,RO32,2,0.4856
2009,NUTS,2010,RO32,2,0.4358
2010,NUTS,2010,RO32,2,0.4246
