year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_hc_rse_t
2011,NUTS,2010,PT11,2,0.0731
2012,NUTS,2010,PT11,2,0.0508
2013,NUTS,2010,PT11,2,0.0515
2014,NUTS,2010,PT11,2,0.063
2015,NUTS,2010,PT11,2,0.076
2016,NUTS,2010,PT11,2,0.081
2017,NUTS,2010,PT11,2,0.0976
2018,NUTS,2010,PT11,2,0.105
2019,NUTS,2010,PT11,2,0.1179
2020,NUTS,2010,PT11,2,0.1158
2011,NUTS,2010,PT15,2,0.0528
2012,NUTS,2010,PT15,2,0.0783
2013,NUTS,2010,PT15,2,0.0547
2014,NUTS,2010,PT15,2,0.0238
2015,NUTS,2010,PT15,2,0.0171
2016,NUTS,2010,PT15,2,0.0237
2017,NUTS,2010,PT15,2,0.0319
2018,NUTS,2010,PT15,2,0.0345
2019,NUTS,2010,PT15,2,0.0348
2020,NUTS,2010,PT15,2,0.0549
2011,NUTS,2010,PT16,2,0.067
2012,NUTS,2010,PT16,2,0.0506
2013,NUTS,2010,PT16,2,0.0431
2014,NUTS,2010,PT16,2,0.0533
2015,NUTS,2010,PT16,2,0.0598
2016,NUTS,2010,PT16,2,0.0617
2017,NUTS,2010,PT16,2,0.067
2018,NUTS,2010,PT16,2,0.0653
2019,NUTS,2010,PT16,2,0.0739
2020,NUTS,2010,PT16,2,0.0706
2011,NUTS,2010,PT17,2,0.2378
2012,NUTS,2010,PT17,2,0.195
2013,NUTS,2010,PT17,2,0.1684
2014,NUTS,2010,PT17,2,0.1796
2015,NUTS,2010,PT17,2,0.1656
2016,NUTS,2010,PT17,2,0.1555
2017,NUTS,2010,PT17,2,0.1762
2018,NUTS,2010,PT17,2,0.1809
2019,NUTS,2010,PT17,2,0.176
2020,NUTS,2010,PT17,2,0.1911
2011,NUTS,2010,PT18,2,0.0114
2012,NUTS,2010,PT18,2,0.006
2013,NUTS,2010,PT18,2,0.0047
2014,NUTS,2010,PT18,2,0.0047
2015,NUTS,2010,PT18,2,0.0054
2016,NUTS,2010,PT18,2,0.005
2017,NUTS,2010,PT18,2,0.0012
2018,NUTS,2010,PT18,2,0.0012
2019,NUTS,2010,PT18,2,0.0006
2020,NUTS,2010,PT18,2,0.0009
2011,NUTS,2010,PT2,1,0.0625
2012,NUTS,2010,PT2,1,0.1308
2013,NUTS,2010,PT2,1,0.0695
2014,NUTS,2010,PT2,1,0.0905
2015,NUTS,2010,PT2,1,0.0859
2016,NUTS,2010,PT2,1,0.077
2017,NUTS,2010,PT2,1,0.0761
2018,NUTS,2010,PT2,1,0.0515
2019,NUTS,2010,PT2,1,0.0616
2020,NUTS,2010,PT2,1,0.0932
2011,NUTS,2010,PT20,2,0.0625
2012,NUTS,2010,PT20,2,0.1308
2013,NUTS,2010,PT20,2,0.0695
2014,NUTS,2010,PT20,2,0.0905
2015,NUTS,2010,PT20,2,0.0859
2016,NUTS,2010,PT20,2,0.077
2017,NUTS,2010,PT20,2,0.0761
2018,NUTS,2010,PT20,2,0.0515
2019,NUTS,2010,PT20,2,0.0616
2020,NUTS,2010,PT20,2,0.0932
2011,NUTS,2010,PT3,1,0.154
2012,NUTS,2010,PT3,1,0.0698
2013,NUTS,2010,PT3,1,0.0482
2014,NUTS,2010,PT3,1,0.0502
2015,NUTS,2010,PT3,1,0.063
2016,NUTS,2010,PT3,1,0.0754
2017,NUTS,2010,PT3,1,0.0928
2018,NUTS,2010,PT3,1,0.0877
2019,NUTS,2010,PT3,1,0.1038
2020,NUTS,2010,PT3,1,0.1104
2011,NUTS,2010,PT30,2,0.154
2012,NUTS,2010,PT30,2,0.0698
2013,NUTS,2010,PT30,2,0.0482
2014,NUTS,2010,PT30,2,0.0502
2015,NUTS,2010,PT30,2,0.063
2016,NUTS,2010,PT30,2,0.0754
2017,NUTS,2010,PT30,2,0.0928
2018,NUTS,2010,PT30,2,0.0877
2019,NUTS,2010,PT30,2,0.1038
2020,NUTS,2010,PT30,2,0.1104
2011,NUTS,2010,RO,0,0.078
2012,NUTS,2010,RO,0,0.0846
2013,NUTS,2010,RO,0,0.0871
2014,NUTS,2010,RO,0,0.0855
2015,NUTS,2010,RO,0,0.0875
2016,NUTS,2010,RO,0,0.0882
2017,NUTS,2010,RO,0,0.0847
2018,NUTS,2010,RO,0,0.0876
2019,NUTS,2010,RO,0,0.0898
2011,NUTS,2010,RO1,1,0.0149
2012,NUTS,2010,RO1,1,0.027
2013,NUTS,2010,RO1,1,0.0275
2014,NUTS,2010,RO1,1,0.0263
2015,NUTS,2010,RO1,1,0.0285
2016,NUTS,2010,RO1,1,0.0266
2017,NUTS,2010,RO1,1,0.0254
2018,NUTS,2010,RO1,1,0.0277
2019,NUTS,2010,RO1,1,0.0293
2011,NUTS,2010,RO11,2,0.0191
2012,NUTS,2010,RO11,2,0.0405
2013,NUTS,2010,RO11,2,0.0409
2014,NUTS,2010,RO11,2,0.0373
2015,NUTS,2010,RO11,2,0.0421
2016,NUTS,2010,RO11,2,0.0387
2017,NUTS,2010,RO11,2,0.0374
2018,NUTS,2010,RO11,2,0.0405
2019,NUTS,2010,RO11,2,0.0414
2011,NUTS,2010,RO12,2,0.0098
2012,NUTS,2010,RO12,2,0.01
2013,NUTS,2010,RO12,2,0.0109
2014,NUTS,2010,RO12,2,0.0125
2015,NUTS,2010,RO12,2,0.0117
2016,NUTS,2010,RO12,2,0.0118
2017,NUTS,2010,RO12,2,0.0105
2018,NUTS,2010,RO12,2,0.0113
2019,NUTS,2010,RO12,2,0.0141
2011,NUTS,2010,RO2,1,0.0277
2012,NUTS,2010,RO2,1,0.0258
2013,NUTS,2010,RO2,1,0.0251
2014,NUTS,2010,RO2,1,0.0262
2015,NUTS,2010,RO2,1,0.0274
2016,NUTS,2010,RO2,1,0.0281
2017,NUTS,2010,RO2,1,0.0269
2018,NUTS,2010,RO2,1,0.0275
2019,NUTS,2010,RO2,1,0.0292
2011,NUTS,2010,RO21,2,0.0315
2012,NUTS,2010,RO21,2,0.031
2013,NUTS,2010,RO21,2,0.03
2014,NUTS,2010,RO21,2,0.0316
2015,NUTS,2010,RO21,2,0.0321
2016,NUTS,2010,RO21,2,0.034
2017,NUTS,2010,RO21,2,0.0313
2018,NUTS,2010,RO21,2,0.032
2019,NUTS,2010,RO21,2,0.0341
2011,NUTS,2010,RO22,2,0.0223
2012,NUTS,2010,RO22,2,0.0182
2013,NUTS,2010,RO22,2,0.0178
2014,NUTS,2010,RO22,2,0.0179
2015,NUTS,2010,RO22,2,0.0199
2016,NUTS,2010,RO22,2,0.0188
2017,NUTS,2010,RO22,2,0.0197
2018,NUTS,2010,RO22,2,0.0204
2019,NUTS,2010,RO22,2,0.0215
2011,NUTS,2010,RO3,1,0.18
2012,NUTS,2010,RO3,1,0.1966
2013,NUTS,2010,RO3,1,0.198
2014,NUTS,2010,RO3,1,0.1979
2015,NUTS,2010,RO3,1,0.2023
2016,NUTS,2010,RO3,1,0.2069
2017,NUTS,2010,RO3,1,0.1987
2018,NUTS,2010,RO3,1,0.2038
2019,NUTS,2010,RO3,1,0.2095
2011,NUTS,2010,RO31,2,0.011
2012,NUTS,2010,RO31,2,0.0107
2013,NUTS,2010,RO31,2,0.0104
2014,NUTS,2010,RO31,2,0.0103
2015,NUTS,2010,RO31,2,0.0104
2016,NUTS,2010,RO31,2,0.011
2017,NUTS,2010,RO31,2,0.0095
2018,NUTS,2010,RO31,2,0.0083
2019,NUTS,2010,RO31,2,0.008
2011,NUTS,2010,RO32,2,0.3865
2012,NUTS,2010,RO32,2,0.429
2013,NUTS,2010,RO32,2,0.4382
2014,NUTS,2010,RO32,2,0.4359
2015,NUTS,2010,RO32,2,0.4398
2016,NUTS,2010,RO32,2,0.4387
2017,NUTS,2010,RO32,2,0.4203
2018,NUTS,2010,RO32,2,0.4288
2019,NUTS,2010,RO32,2,0.4388
2011,NUTS,2010,RO4,1,0.0275
2012,NUTS,2010,RO4,1,0.0203
2013,NUTS,2010,RO4,1,0.0274
2014,NUTS,2010,RO4,1,0.0216
2015,NUTS,2010,RO4,1,0.0286
2016,NUTS,2010,RO4,1,0.0302
2017,NUTS,2010,RO4,1,0.0287
2018,NUTS,2010,RO4,1,0.0309
2019,NUTS,2010,RO4,1,0.0327
2011,NUTS,2010,RO41,2,0.0245
2012,NUTS,2010,RO41,2,0.014
2013,NUTS,2010,RO41,2,0.0272
2014,NUTS,2010,RO41,2,0.0156
2015,NUTS,2010,RO41,2,0.0291
2016,NUTS,2010,RO41,2,0.029
2017,NUTS,2010,RO41,2,0.0272
2018,NUTS,2010,RO41,2,0.0298
2019,NUTS,2010,RO41,2,0.0303
2011,NUTS,2010,RO42,2,0.0313
2012,NUTS,2010,RO42,2,0.0282
2013,NUTS,2010,RO42,2,0.0277
2014,NUTS,2010,RO42,2,0.0289
2015,NUTS,2010,RO42,2,0.028
2016,NUTS,2010,RO42,2,0.0316
2017,NUTS,2010,RO42,2,0.0304
2018,NUTS,2010,RO42,2,0.0322
2019,NUTS,2010,RO42,2,0.0355
2011,NUTS,2010,RS,0,0.0979
2012,NUTS,2010,RS,0,0.1028
2013,NUTS,2010,RS,0,0.1042
2014,NUTS,2010,RS,0,0.0969
2015,NUTS,2010,RS,0,0.1086
2016,NUTS,2010,RS,0,0.0997
2017,NUTS,2010,RS,0,0.1002
2018,NUTS,2010,RS,0,0.1023
2019,NUTS,2010,RS,0,0.1094
2020,NUTS,2010,RS,0,0.1152
2018,NUTS,2010,RS1,1,0.1841
2019,NUTS,2010,RS1,1,0.1944
2020,NUTS,2010,RS1,1,0.1999
2018,NUTS,2010,RS11,2,0.3447
2019,NUTS,2010,RS11,2,0.3613
2020,NUTS,2010,RS11,2,0.3682
2018,NUTS,2010,RS12,2,0.03
2019,NUTS,2010,RS12,2,0.0349
2020,NUTS,2010,RS12,2,0.0377
2018,NUTS,2010,RS2,1,0.0047
2019,NUTS,2010,RS2,1,0.0052
2020,NUTS,2010,RS2,1,0.0097
2018,NUTS,2010,RS21,2,0.0022
2019,NUTS,2010,RS21,2,0.0022
2020,NUTS,2010,RS21,2,0.0077
2018,NUTS,2010,RS22,2,0.0082
2019,NUTS,2010,RS22,2,0.0093
2020,NUTS,2010,RS22,2,0.0126
2011,NUTS,2010,RU,0,0.1699
2012,NUTS,2010,RU,0,0.1804
2011,NUTS,2010,SE,0,0.1321
2013,NUTS,2010,SE,0,0.1937
2015,NUTS,2010,SE,0,0.2447
2017,NUTS,2010,SE,0,0.2603
2019,NUTS,2010,SE,0,0.2185
2011,NUTS,2010,SE1,1,0.0993
2013,NUTS,2010,SE1,1,0.2649
2015,NUTS,2010,SE1,1,0.3118
2017,NUTS,2010,SE1,1,0.2813
2019,NUTS,2010,SE1,1,0.2667
2011,NUTS,2010,SE11,2,0.0752
2013,NUTS,2010,SE11,2,0.3036
2015,NUTS,2010,SE11,2,0.3209
2017,NUTS,2010,SE11,2,0.2095
2019,NUTS,2010,SE11,2,0.2018
2011,NUTS,2010,SE12,2,0.1344
2013,NUTS,2010,SE12,2,0.2074
2015,NUTS,2010,SE12,2,0.2981
2017,NUTS,2010,SE12,2,0.3895
2019,NUTS,2010,SE12,2,0.3651
2011,NUTS,2010,SE2,1,0.1613
2013,NUTS,2010,SE2,1,0.1307
2015,NUTS,2010,SE2,1,0.1811
2017,NUTS,2010,SE2,1,0.2514
2019,NUTS,2010,SE2,1,0.1759
2011,NUTS,2010,SE21,2,0.0182
2013,NUTS,2010,SE21,2,0.0431
2015,NUTS,2010,SE21,2,0.0699
2017,NUTS,2010,SE21,2,0.0601
2019,NUTS,2010,SE21,2,0.056
2011,NUTS,2010,SE22,2,0.01
2013,NUTS,2010,SE22,2,0.0319
2015,NUTS,2010,SE22,2,0.0621
2017,NUTS,2010,SE22,2,0.3184
2019,NUTS,2010,SE22,2,0.1336
2011,NUTS,2010,SE23,2,0.3308
2013,NUTS,2010,SE23,2,0.2381
2015,NUTS,2010,SE23,2,0.3139
2017,NUTS,2010,SE23,2,0.2822
2019,NUTS,2010,SE23,2,0.2544
2011,NUTS,2010,SE3,1,0.1073
2013,NUTS,2010,SE3,1,0.1425
2015,NUTS,2010,SE3,1,0.1826
2017,NUTS,2010,SE3,1,0.1619
2019,NUTS,2010,SE3,1,0.1487
2011,NUTS,2010,SE31,2,0.058
2013,NUTS,2010,SE31,2,0.1413
2015,NUTS,2010,SE31,2,0.1466
2017,NUTS,2010,SE31,2,0.1385
2019,NUTS,2010,SE31,2,0.1382
2011,NUTS,2010,SE32,2,0.0069
2013,NUTS,2010,SE32,2,0.0414
2015,NUTS,2010,SE32,2,0.0402
2017,NUTS,2010,SE32,2,0.0556
2019,NUTS,2010,SE32,2,0.0384
2011,NUTS,2010,SE33,2,0.2598
2013,NUTS,2010,SE33,2,0.2166
2015,NUTS,2010,SE33,2,0.3403
2017,NUTS,2010,SE33,2,0.2746
2019,NUTS,2010,SE33,2,0.2471
2011,NUTS,2010,SI,0,0.2177
2012,NUTS,2010,SI,0,0.2195
2013,NUTS,2010,SI,0,0.2205
2014,NUTS,2010,SI,0,0.2113
2015,NUTS,2010,SI,0,0.1958
2016,NUTS,2010,SI,0,0.201
2017,NUTS,2010,SI,0,0.2164
2018,NUTS,2010,SI,0,0.2267
2019,NUTS,2010,SI,0,0.2306
2011,NUTS,2010,SI0,1,0.2112
2012,NUTS,2010,SI0,1,0.214
2013,NUTS,2010,SI0,1,0.2148
2014,NUTS,2010,SI0,1,0.2047
2015,NUTS,2010,SI0,1,0.1912
2016,NUTS,2010,SI0,1,0.1969
2017,NUTS,2010,SI0,1,0.2114
2018,NUTS,2010,SI0,1,0.2207
2019,NUTS,2010,SI0,1,0.2258
2013,NUTS,2010,SI03,2,0.0331
2014,NUTS,2010,SI03,2,0.0157
2015,NUTS,2010,SI03,2,0.0092
2016,NUTS,2010,SI03,2,0.0073
2013,NUTS,2010,SI04,2,0.4195
2014,NUTS,2010,SI04,2,0.4206
2015,NUTS,2010,SI04,2,0.3959
2016,NUTS,2010,SI04,2,0.407
2011,NUTS,2010,SK,0,0.1284
2012,NUTS,2010,SK,0,0.1331
2013,NUTS,2010,SK,0,0.1197
2014,NUTS,2010,SK,0,0.1429
2015,NUTS,2010,SK,0,0.1416
2016,NUTS,2010,SK,0,0.1571
2017,NUTS,2010,SK,0,0.1573
2018,NUTS,2010,SK,0,0.1659
2019,NUTS,2010,SK,0,0.1693
2020,NUTS,2010,SK,0,0.1782
2011,NUTS,2010,SK01,2,0.7977
2012,NUTS,2010,SK01,2,0.796
2013,NUTS,2010,SK01,2,0.7793
2014,NUTS,2010,SK01,2,0.8391
2015,NUTS,2010,SK01,2,0.8233
2016,NUTS,2010,SK01,2,0.9056
2017,NUTS,2010,SK01,2,0.9334
2018,NUTS,2010,SK01,2,0.9805
2019,NUTS,2010,SK01,2,1.0428
2020,NUTS,2010,SK01,2,1.1154
2011,NUTS,2010,SK02,2,0.0265
2012,NUTS,2010,SK02,2,0.03
2013,NUTS,2010,SK02,2,0.0111
2014,NUTS,2010,SK02,2,0.0459
2015,NUTS,2010,SK02,2,0.0401
2016,NUTS,2010,SK02,2,0.0388
2017,NUTS,2010,SK02,2,0.0339
2018,NUTS,2010,SK02,2,0.0372
2019,NUTS,2010,SK02,2,0.0288
2020,NUTS,2010,SK02,2,0.0256
2011,NUTS,2010,SK03,2,0.0267
2012,NUTS,2010,SK03,2,0.0385
2013,NUTS,2010,SK03,2,0.0179
2014,NUTS,2010,SK03,2,0.0237
2015,NUTS,2010,SK03,2,0.0451
2016,NUTS,2010,SK03,2,0.0505
2017,NUTS,2010,SK03,2,0.0423
2018,NUTS,2010,SK03,2,0.0484
2019,NUTS,2010,SK03,2,0.0378
2020,NUTS,2010,SK03,2,0.0443
2011,NUTS,2010,SK04,2,0.0579
2012,NUTS,2010,SK04,2,0.0595
2013,NUTS,2010,SK04,2,0.0619
2014,NUTS,2010,SK04,2,0.0736
2015,NUTS,2010,SK04,2,0.0632
2016,NUTS,2010,SK04,2,0.0679
2017,NUTS,2010,SK04,2,0.0667
2018,NUTS,2010,SK04,2,0.0612
2019,NUTS,2010,SK04,2,0.0556
2020,NUTS,2010,SK04,2,0.0538
2011,NUTS,2010,TR,0,0.0274
2012,NUTS,2010,TR,0,0.0279
2013,NUTS,2010,TR,0,0.026
2014,NUTS,2010,TR,0,0.0258
2015,NUTS,2010,TR,0,0.0249
2016,NUTS,2010,TR,0,0.0251
2017,NUTS,2010,TR,0,0.024
2018,NUTS,2010,TR,0,0.0241
2019,NUTS,2010,TR,0,0.021
2020,NUTS,2010,TR,0,0.0232
2011,NUTS,2010,UK,0,0.0278
2012,NUTS,2010,UK,0,0.0281
2013,NUTS,2010,UK,0,0.0278
2014,NUTS,2010,UK,0,0.0281
2015,NUTS,2010,UK,0,0.0264
2016,NUTS,2010,UK,0,0.0258
2017,NUTS,2010,UK,0,0.0262
2018,NUTS,2010,UK,0,0.0251
2011,NUTS,2010,UKC,1,0.0001
2012,NUTS,2010,UKC,1,0.0001
2013,NUTS,2010,UKC,1,0.0001
2014,NUTS,2010,UKC,1,0.0001
2015,NUTS,2010,UKC,1,0.0001
2016,NUTS,2010,UKC,1,0.0002
2017,NUTS,2010,UKC,1,0.0004
2018,NUTS,2010,UKC,1,0.0006
2011,NUTS,2010,UKC1,2,0.0002
2012,NUTS,2010,UKC1,2,0.0002
2013,NUTS,2010,UKC1,2,0.0002
2014,NUTS,2010,UKC1,2,0.0002
2015,NUTS,2010,UKC1,2,0.0002
2016,NUTS,2010,UKC1,2,0.0002
2017,NUTS,2010,UKC1,2,0.0005
2018,NUTS,2010,UKC1,2,0.0005
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,0.0003
2017,NUTS,2010,UKC2,2,0.0004
2018,NUTS,2010,UKC2,2,0.0006
2011,NUTS,2010,UKD,1,0.0088
2012,NUTS,2010,UKD,1,0.0087
2013,NUTS,2010,UKD,1,0.0093
2014,NUTS,2010,UKD,1,0.01
2015,NUTS,2010,UKD,1,0.0101
2016,NUTS,2010,UKD,1,0.0103
2017,NUTS,2010,UKD,1,0.011
2018,NUTS,2010,UKD,1,0.0102
2011,NUTS,2010,UKD1,2,0.0006
2012,NUTS,2010,UKD1,2,0.0007
2013,NUTS,2010,UKD1,2,0.0011
2014,NUTS,2010,UKD1,2,0.0015
2015,NUTS,2010,UKD1,2,0.0016
2016,NUTS,2010,UKD1,2,0.0016
2017,NUTS,2010,UKD1,2,0.0013
2018,NUTS,2010,UKD1,2,0.0012
2011,NUTS,2010,UKD3,2,0.0012
2012,NUTS,2010,UKD3,2,0.0031
2013,NUTS,2010,UKD3,2,0.0032
2014,NUTS,2010,UKD3,2,0.0038
2015,NUTS,2010,UKD3,2,0.003
2016,NUTS,2010,UKD3,2,0.0032
2017,NUTS,2010,UKD3,2,0.0142
2018,NUTS,2010,UKD3,2,0.0036
2011,NUTS,2010,UKD4,2,0.0087
2012,NUTS,2010,UKD4,2,0.0076
2013,NUTS,2010,UKD4,2,0.0077
2014,NUTS,2010,UKD4,2,0.008
2015,NUTS,2010,UKD4,2,0.0081
2016,NUTS,2010,UKD4,2,0.0078
2017,NUTS,2010,UKD4,2,0.0068
2018,NUTS,2010,UKD4,2,0.0074
2011,NUTS,2010,UKD6,2,0.031
2012,NUTS,2010,UKD6,2,0.029
2013,NUTS,2010,UKD6,2,0.0294
2014,NUTS,2010,UKD6,2,0.0323
2015,NUTS,2010,UKD6,2,0.0363
2016,NUTS,2010,UKD6,2,0.0383
2017,NUTS,2010,UKD6,2,0.0125
2018,NUTS,2010,UKD6,2,0.0393
2011,NUTS,2010,UKD7,2,0.012
2012,NUTS,2010,UKD7,2,0.01
2013,NUTS,2010,UKD7,2,0.0122
2014,NUTS,2010,UKD7,2,0.0121
2015,NUTS,2010,UKD7,2,0.0122
2016,NUTS,2010,UKD7,2,0.0119
2017,NUTS,2010,UKD7,2,0.0117
2018,NUTS,2010,UKD7,2,0.0107
2011,NUTS,2010,UKE,1,0.0081
2012,NUTS,2010,UKE,1,0.0088
2013,NUTS,2010,UKE,1,0.0105
2014,NUTS,2010,UKE,1,0.0105
2015,NUTS,2010,UKE,1,0.0035
2016,NUTS,2010,UKE,1,0.003
2017,NUTS,2010,UKE,1,0.0036
2018,NUTS,2010,UKE,1,0.0037
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0002
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0002
2011,NUTS,2010,UKE2,2,0.0435
2012,NUTS,2010,UKE2,2,0.0476
2013,NUTS,2010,UKE2,2,0.0587
2014,NUTS,2010,UKE2,2,0.0575
2015,NUTS,2010,UKE2,2,0.0105
2016,NUTS,2010,UKE2,2,0.0057
2017,NUTS,2010,UKE2,2,0.0085
2018,NUTS,2010,UKE2,2,0.0075
2011,NUTS,2010,UKE3,2,0.0046
2012,NUTS,2010,UKE3,2,0.0045
2013,NUTS,2010,UKE3,2,0.005
2014,NUTS,2010,UKE3,2,0.0061
2015,NUTS,2010,UKE3,2,0.0061
2016,NUTS,2010,UKE3,2,0.0069
2017,NUTS,2010,UKE3,2,0.0074
2018,NUTS,2010,UKE3,2,0.0084
2011,NUTS,2010,UKE4,2,0.0004
2012,NUTS,2010,UKE4,2,0.0004
2013,NUTS,2010,UKE4,2,0.0008
2014,NUTS,2010,UKE4,2,0.0005
2015,NUTS,2010,UKE4,2,0.0006
2016,NUTS,2010,UKE4,2,0.001
2017,NUTS,2010,UKE4,2,0.0009
2018,NUTS,2010,UKE4,2,0.0009
2011,NUTS,2010,UKF,1,0.0154
2012,NUTS,2010,UKF,1,0.0143
2013,NUTS,2010,UKF,1,0.0142
2014,NUTS,2010,UKF,1,0.0146
2015,NUTS,2010,UKF,1,0.015
2016,NUTS,2010,UKF,1,0.013
2017,NUTS,2010,UKF,1,0.0128
2018,NUTS,2010,UKF,1,0.01
2011,NUTS,2010,UKF1,2,0.0293
2012,NUTS,2010,UKF1,2,0.0262
2013,NUTS,2010,UKF1,2,0.0257
2014,NUTS,2010,UKF1,2,0.0265
2015,NUTS,2010,UKF1,2,0.0261
2016,NUTS,2010,UKF1,2,0.0226
2017,NUTS,2010,UKF1,2,0.023
2018,NUTS,2010,UKF1,2,0.0216
2011,NUTS,2010,UKF2,2,0.0056
2012,NUTS,2010,UKF2,2,0.0058
2013,NUTS,2010,UKF2,2,0.0064
2014,NUTS,2010,UKF2,2,0.0071
2015,NUTS,2010,UKF2,2,0.0074
2016,NUTS,2010,UKF2,2,0.0064
2017,NUTS,2010,UKF2,2,0.0055
2018,NUTS,2010,UKF2,2,0.0002
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0007
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,0.0002
2012,NUTS,2010,UKG,1,0.0003
2013,NUTS,2010,UKG,1,0.0005
2014,NUTS,2010,UKG,1,0.0004
2015,NUTS,2010,UKG,1,0.0008
2016,NUTS,2010,UKG,1,0.0004
2017,NUTS,2010,UKG,1,0.0004
2018,NUTS,2010,UKG,1,0.0004
2011,NUTS,2010,UKG1,2,0.0003
2012,NUTS,2010,UKG1,2,0.0002
2013,NUTS,2010,UKG1,2,0.0004
2014,NUTS,2010,UKG1,2,0.0003
2015,NUTS,2010,UKG1,2,0.0004
2016,NUTS,2010,UKG1,2,0.0003
2017,NUTS,2010,UKG1,2,0.0004
2018,NUTS,2010,UKG1,2,0.0003
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2014,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2016,NUTS,2010,UKG2,2,0.0002
2017,NUTS,2010,UKG2,2,0.0002
2018,NUTS,2010,UKG2,2,0.0001
2011,NUTS,2010,UKG3,2,0.0003
2012,NUTS,2010,UKG3,2,0.0005
2013,NUTS,2010,UKG3,2,0.0008
2014,NUTS,2010,UKG3,2,0.0008
2015,NUTS,2010,UKG3,2,0.0016
2016,NUTS,2010,UKG3,2,0.0005
2017,NUTS,2010,UKG3,2,0.0005
2018,NUTS,2010,UKG3,2,0.0007
2011,NUTS,2010,UKH,1,0.0252
2012,NUTS,2010,UKH,1,0.0273
2013,NUTS,2010,UKH,1,0.0265
2014,NUTS,2010,UKH,1,0.0273
2015,NUTS,2010,UKH,1,0.028
2016,NUTS,2010,UKH,1,0.0284
2017,NUTS,2010,UKH,1,0.0252
2018,NUTS,2010,UKH,1,0.0227
2011,NUTS,2010,UKH1,2,0.0581
2012,NUTS,2010,UKH1,2,0.0646
2013,NUTS,2010,UKH1,2,0.0637
2014,NUTS,2010,UKH1,2,0.064
2015,NUTS,2010,UKH1,2,0.0667
2016,NUTS,2010,UKH1,2,0.0636
2017,NUTS,2010,UKH1,2,0.0569
2018,NUTS,2010,UKH1,2,0.0534
2011,NUTS,2010,UKH2,2,0.005
2012,NUTS,2010,UKH2,2,0.0035
2013,NUTS,2010,UKH2,2,0.0029
2014,NUTS,2010,UKH2,2,0.0031
2015,NUTS,2010,UKH2,2,0.003
2016,NUTS,2010,UKH2,2,0.0082
2017,NUTS,2010,UKH2,2,0.0082
2018,NUTS,2010,UKH2,2,0.0042
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.0272
2012,NUTS,2010,UKI,1,0.0299
2013,NUTS,2010,UKI,1,0.0285
2014,NUTS,2010,UKI,1,0.029
2015,NUTS,2010,UKI,1,0.0227
2016,NUTS,2010,UKI,1,0.0218
2017,NUTS,2010,UKI,1,0.0213
2018,NUTS,2010,UKI,1,0.0251
2011,NUTS,2010,UKI3,2,0.1395
2012,NUTS,2010,UKI3,2,0.1528
2013,NUTS,2010,UKI3,2,0.1479
2014,NUTS,2010,UKI3,2,0.1435
2015,NUTS,2010,UKI3,2,0.1478
2016,NUTS,2010,UKI3,2,0.1437
2017,NUTS,2010,UKI3,2,0.1486
2018,NUTS,2010,UKI3,2,0.1357
2011,NUTS,2010,UKI4,2,0.0028
2012,NUTS,2010,UKI4,2,0.0031
2013,NUTS,2010,UKI4,2,0.0028
2014,NUTS,2010,UKI4,2,0.0029
2015,NUTS,2010,UKI4,2,0.0029
2016,NUTS,2010,UKI4,2,0.0019
2017,NUTS,2010,UKI4,2,0.002
2018,NUTS,2010,UKI4,2,0.0167
2011,NUTS,2010,UKI5,2,0.0003
2012,NUTS,2010,UKI5,2,0.0003
2013,NUTS,2010,UKI5,2,0.0003
2014,NUTS,2010,UKI5,2,0.0003
2015,NUTS,2010,UKI5,2,0.0001
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0087
2012,NUTS,2010,UKI6,2,0.0089
