year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_mge
2012,NUTS,2010,UKD31,3,1.465
2011,NUTS,2010,UKD4,2,0.822
2011,NUTS,2010,UKD43,3,1.026
2011,NUTS,2010,UKD6,2,0.544
2012,NUTS,2010,UKD6,2,1.084
2011,NUTS,2010,UKD62,3,0.541
2012,NUTS,2010,UKD62,3,0.888
2011,NUTS,2010,UKD63,3,0.88
2012,NUTS,2010,UKD63,3,1.971
2011,NUTS,2010,UKD7,2,1.55
2012,NUTS,2010,UKD7,2,0.113
2011,NUTS,2010,UKD71,3,4.477
2012,NUTS,2010,UKD72,3,0.364
2011,NUTS,2010,UKD74,3,1.033
2011,NUTS,2010,UKE,1,1.461
2012,NUTS,2010,UKE,1,0.268
2011,NUTS,2010,UKE1,2,0.545
2011,NUTS,2010,UKE12,3,1.496
2011,NUTS,2010,UKE2,2,5.901
2012,NUTS,2010,UKE2,2,1.149
2011,NUTS,2010,UKE21,3,10.183
2012,NUTS,2010,UKE21,3,3.369
2011,NUTS,2010,UKE22,3,4.499
2012,NUTS,2010,UKE22,3,0.415
2011,NUTS,2010,UKE3,2,1.868
2012,NUTS,2010,UKE3,2,0.185
2011,NUTS,2010,UKE32,3,4.56
2012,NUTS,2010,UKE32,3,0.451
2012,NUTS,2010,UKE4,2,0.112
2012,NUTS,2010,UKE42,3,0.331
2011,NUTS,2010,UKF,1,1.53
2012,NUTS,2010,UKF,1,1.149
2011,NUTS,2010,UKF1,2,1.269
2012,NUTS,2010,UKF1,2,1.904
2011,NUTS,2010,UKF13,3,0.509
2012,NUTS,2010,UKF13,3,0.345
2011,NUTS,2010,UKF14,3,6.627
2012,NUTS,2010,UKF14,3,11.982
2011,NUTS,2010,UKF16,3,1.257
2012,NUTS,2010,UKF16,3,0.596
2011,NUTS,2010,UKF2,2,2.2
2012,NUTS,2010,UKF2,2,0.698
2011,NUTS,2010,UKF22,3,1.34
2012,NUTS,2010,UKF22,3,0.289
2011,NUTS,2010,UKF24,3,6.672
2012,NUTS,2010,UKF24,3,2.648
2011,NUTS,2010,UKF25,3,1.043
2011,NUTS,2010,UKF3,2,0.701
2011,NUTS,2010,UKF30,3,0.701
2011,NUTS,2010,UKG,1,1.199
2012,NUTS,2010,UKG,1,0.803
2011,NUTS,2010,UKG1,2,1.043
2012,NUTS,2010,UKG1,2,0.654
2011,NUTS,2010,UKG12,3,0.884
2012,NUTS,2010,UKG12,3,0.44
2011,NUTS,2010,UKG13,3,1.559
2012,NUTS,2010,UKG13,3,1.096
2011,NUTS,2010,UKG2,2,0.217
2012,NUTS,2010,UKG2,2,1.06
2012,NUTS,2010,UKG22,3,3.25
2011,NUTS,2010,UKG24,3,0.401
2012,NUTS,2010,UKG24,3,0.787
2011,NUTS,2010,UKG3,2,1.834
2012,NUTS,2010,UKG3,2,0.727
2011,NUTS,2010,UKG31,3,3.231
2012,NUTS,2010,UKG31,3,0.926
2011,NUTS,2010,UKG32,3,1.21
2011,NUTS,2010,UKG33,3,1.591
2012,NUTS,2010,UKG33,3,3.125
2011,NUTS,2010,UKG39,3,3.216
2011,NUTS,2010,UKH,1,5.296
2012,NUTS,2010,UKH,1,5.246
2011,NUTS,2010,UKH1,2,9.715
2012,NUTS,2010,UKH1,2,8.148
2011,NUTS,2010,UKH11,3,1.092
2011,NUTS,2010,UKH12,3,32.282
2012,NUTS,2010,UKH12,3,27.073
2011,NUTS,2010,UKH13,3,2.336
2012,NUTS,2010,UKH13,3,1.16
2011,NUTS,2010,UKH14,3,1.375
2012,NUTS,2010,UKH14,3,2.284
2011,NUTS,2010,UKH2,2,3.406
2012,NUTS,2010,UKH2,2,5.013
2011,NUTS,2010,UKH23,3,3.852
2012,NUTS,2010,UKH23,3,5.558
2011,NUTS,2010,UKH24,3,10.054
2012,NUTS,2010,UKH24,3,10.536
2012,NUTS,2010,UKH25,3,3.22
2011,NUTS,2010,UKH3,2,1.079
2012,NUTS,2010,UKH3,2,1.452
2011,NUTS,2010,UKH33,3,1.335
2012,NUTS,2010,UKH33,3,1.798
2011,NUTS,2010,UKI,1,3.279
2012,NUTS,2010,UKI,1,2.749
2011,NUTS,2010,UKI1,2,7.086
2012,NUTS,2010,UKI1,2,5.222
2011,NUTS,2010,UKI11,3,14.981
2012,NUTS,2010,UKI11,3,12.704
2011,NUTS,2010,UKI12,3,3.031
2012,NUTS,2010,UKI12,3,1.423
2011,NUTS,2010,UKI2,2,0.542
2012,NUTS,2010,UKI2,2,1.135
2012,NUTS,2010,UKI21,3,0.607
2011,NUTS,2010,UKI22,3,0.221
2012,NUTS,2010,UKI22,3,1.684
2011,NUTS,2010,UKI23,3,1.231
2012,NUTS,2010,UKI23,3,1.268
2011,NUTS,2010,UKJ,1,3.414
2012,NUTS,2010,UKJ,1,3.207
2011,NUTS,2010,UKJ1,2,8.482
2012,NUTS,2010,UKJ1,2,8.37
2011,NUTS,2010,UKJ11,3,1.162
2012,NUTS,2010,UKJ11,3,4.865
2011,NUTS,2010,UKJ12,3,2.019
2012,NUTS,2010,UKJ12,3,1.991
2012,NUTS,2010,UKJ13,3,1.139
2011,NUTS,2010,UKJ14,3,27.173
2012,NUTS,2010,UKJ14,3,21.025
2011,NUTS,2010,UKJ2,2,2.451
2012,NUTS,2010,UKJ2,2,2.149
2012,NUTS,2010,UKJ22,3,0.472
2011,NUTS,2010,UKJ23,3,5.457
2012,NUTS,2010,UKJ23,3,4.976
2011,NUTS,2010,UKJ24,3,0.658
2011,NUTS,2010,UKJ3,2,1.23
2012,NUTS,2010,UKJ3,2,1.478
2011,NUTS,2010,UKJ31,3,5.881
2012,NUTS,2010,UKJ32,3,0.589
2011,NUTS,2010,UKJ33,3,0.858
2012,NUTS,2010,UKJ33,3,2.021
2011,NUTS,2010,UKJ4,2,0.679
2011,NUTS,2010,UKJ42,3,0.802
2011,NUTS,2010,UKK,1,0.99
2012,NUTS,2010,UKK,1,1.912
2011,NUTS,2010,UKK1,2,2.092
2012,NUTS,2010,UKK1,2,2.926
2011,NUTS,2010,UKK12,3,1.874
2012,NUTS,2010,UKK12,3,4.65
2012,NUTS,2010,UKK13,3,0.833
2011,NUTS,2010,UKK15,3,7.835
2012,NUTS,2010,UKK15,3,7.17
2011,NUTS,2010,UKK2,2,0.259
2012,NUTS,2010,UKK2,2,2.154
2012,NUTS,2010,UKK21,3,2.279
2012,NUTS,2010,UKK22,3,4.826
2011,NUTS,2010,UKK23,3,0.623
2012,NUTS,2010,UKK3,2,0.929
2012,NUTS,2010,UKK30,3,0.929
2011,NUTS,2010,UKL,1,1.403
2012,NUTS,2010,UKL,1,0.896
2011,NUTS,2010,UKL1,2,0.487
2012,NUTS,2010,UKL1,2,0.904
2011,NUTS,2010,UKL13,3,0.957
2011,NUTS,2010,UKL14,3,0.892
2012,NUTS,2010,UKL14,3,4.574
2011,NUTS,2010,UKL18,3,1.681
2011,NUTS,2010,UKL2,2,2.965
2012,NUTS,2010,UKL2,2,0.883
2011,NUTS,2010,UKL22,3,4.979
2012,NUTS,2010,UKL22,3,2.111
2011,NUTS,2010,UKL24,3,7.522
2011,NUTS,2010,UKM,1,2.551
2012,NUTS,2010,UKM,1,2.501
2011,NUTS,2010,UKM2,2,5.133
2012,NUTS,2010,UKM2,2,1.602
2011,NUTS,2010,UKM21,3,4.573
2012,NUTS,2010,UKM21,3,2.844
2011,NUTS,2010,UKM22,3,4.358
2011,NUTS,2010,UKM23,3,17.269
2012,NUTS,2010,UKM23,3,10.858
2011,NUTS,2010,UKM25,3,7.343
2011,NUTS,2010,UKM26,3,1.606
2012,NUTS,2010,UKM26,3,1.597
2011,NUTS,2010,UKM27,3,1.906
2012,NUTS,2010,UKM27,3,1.051
2011,NUTS,2010,UKM3,2,0.486
2012,NUTS,2010,UKM3,2,1.115
2011,NUTS,2010,UKM34,3,1.238
2012,NUTS,2010,UKM34,3,4.376
2011,NUTS,2010,UKM38,3,1.276
2011,NUTS,2010,UKM5,2,4.223
2012,NUTS,2010,UKM5,2,0.878
2011,NUTS,2010,UKM50,3,4.223
2012,NUTS,2010,UKM50,3,0.878
2012,NUTS,2010,UKM6,2,15.011
2012,NUTS,2010,UKM62,3,35.398
2011,NUTS,2010,UKN,1,3.526
2012,NUTS,2010,UKN,1,0.77
2011,NUTS,2010,UKN0,2,3.526
2012,NUTS,2010,UKN0,2,0.77
2011,NUTS,2010,UKN01,3,2.173
2011,NUTS,2010,UKN02,3,4.047
2011,NUTS,2010,UKN03,3,6.139
2012,NUTS,2010,UKN03,3,0.907
2011,NUTS,2010,UKN04,3,2.598
