year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_mge
2011,NUTS,2010,AT,0,7.102
2012,NUTS,2010,AT,0,4.86
2011,NUTS,2010,AT1,1,9.005
2012,NUTS,2010,AT1,1,6.787
2011,NUTS,2010,AT11,2,1.757
2011,NUTS,2010,AT112,3,3.344
2011,NUTS,2010,AT12,2,5.033
2012,NUTS,2010,AT12,2,5.253
2011,NUTS,2010,AT123,3,18.011
2011,NUTS,2010,AT124,3,2.415
2011,NUTS,2010,AT126,3,11.566
2012,NUTS,2010,AT126,3,15.347
2011,NUTS,2010,AT127,3,4.27
2012,NUTS,2010,AT127,3,11.653
2011,NUTS,2010,AT13,2,13.971
2012,NUTS,2010,AT13,2,9.359
2011,NUTS,2010,AT130,3,13.971
2012,NUTS,2010,AT130,3,9.359
2011,NUTS,2010,AT2,1,6.454
2012,NUTS,2010,AT2,1,2.884
2011,NUTS,2010,AT21,2,1.114
2012,NUTS,2010,AT21,2,0.809
2011,NUTS,2010,AT211,3,1.449
2012,NUTS,2010,AT211,3,1.625
2011,NUTS,2010,AT213,3,1.437
2011,NUTS,2010,AT22,2,8.918
2012,NUTS,2010,AT22,2,3.839
2011,NUTS,2010,AT221,3,25.272
2012,NUTS,2010,AT221,3,10.95
2011,NUTS,2010,AT222,3,2.763
2011,NUTS,2010,AT224,3,1.499
2012,NUTS,2010,AT224,3,0.75
2011,NUTS,2010,AT3,1,5.151
2012,NUTS,2010,AT3,1,3.711
2011,NUTS,2010,AT31,2,1.56
2012,NUTS,2010,AT31,2,0.983
2011,NUTS,2010,AT312,3,4.005
2012,NUTS,2010,AT312,3,1.358
2012,NUTS,2010,AT313,3,2.449
2012,NUTS,2010,AT315,3,0.609
2011,NUTS,2010,AT32,2,4.168
2012,NUTS,2010,AT32,2,2.511
2011,NUTS,2010,AT323,3,6.383
2012,NUTS,2010,AT323,3,3.842
2011,NUTS,2010,AT33,2,15.731
2012,NUTS,2010,AT33,2,10.54
2011,NUTS,2010,AT332,3,27.169
2012,NUTS,2010,AT332,3,14.536
2011,NUTS,2010,AT334,3,33.633
2012,NUTS,2010,AT335,3,13.744
2012,NUTS,2010,AT34,2,2.696
2012,NUTS,2010,AT342,3,3.533
2011,NUTS,2010,BE,0,6.227
2012,NUTS,2010,BE,0,4.107
2011,NUTS,2010,BE1,1,3.809
2012,NUTS,2010,BE1,1,1.501
2011,NUTS,2010,BE10,2,3.809
2012,NUTS,2010,BE10,2,1.501
2011,NUTS,2010,BE100,3,3.809
2012,NUTS,2010,BE100,3,1.501
2011,NUTS,2010,BE2,1,6.651
2012,NUTS,2010,BE2,1,4.748
2011,NUTS,2010,BE21,2,1.872
2012,NUTS,2010,BE21,2,2.54
2011,NUTS,2010,BE211,3,2.657
2012,NUTS,2010,BE211,3,2.744
2011,NUTS,2010,BE212,3,1.982
2012,NUTS,2010,BE212,3,3.029
2012,NUTS,2010,BE213,3,1.712
2011,NUTS,2010,BE22,2,1.275
2012,NUTS,2010,BE22,2,1.925
2011,NUTS,2010,BE221,3,0.605
2012,NUTS,2010,BE221,3,2.14
2012,NUTS,2010,BE222,3,3.18
2011,NUTS,2010,BE223,3,4.163
2011,NUTS,2010,BE23,2,18.731
2012,NUTS,2010,BE23,2,9.613
2011,NUTS,2010,BE231,3,3.899
2012,NUTS,2010,BE231,3,2.4
2011,NUTS,2010,BE232,3,3.602
2012,NUTS,2010,BE232,3,2.555
2011,NUTS,2010,BE233,3,9.064
2011,NUTS,2010,BE234,3,37.648
2012,NUTS,2010,BE234,3,20.656
2011,NUTS,2010,BE235,3,26.761
2012,NUTS,2010,BE235,3,12.355
2011,NUTS,2010,BE236,3,5.213
2012,NUTS,2010,BE236,3,1.035
2011,NUTS,2010,BE24,2,7.762
2012,NUTS,2010,BE24,2,8.558
2011,NUTS,2010,BE241,3,2.415
2012,NUTS,2010,BE241,3,3.221
2011,NUTS,2010,BE242,3,14.334
2012,NUTS,2010,BE242,3,15.129
2011,NUTS,2010,BE25,2,1.781
2012,NUTS,2010,BE25,2,0.571
2012,NUTS,2010,BE251,3,1.182
2011,NUTS,2010,BE252,3,4.997
2011,NUTS,2010,BE254,3,5.3
2011,NUTS,2010,BE255,3,2.163
2012,NUTS,2010,BE257,3,3.611
2011,NUTS,2010,BE3,1,6.176
2012,NUTS,2010,BE3,1,3.781
2011,NUTS,2010,BE31,2,29.741
2012,NUTS,2010,BE31,2,11.581
2011,NUTS,2010,BE310,3,29.741
2012,NUTS,2010,BE310,3,11.581
2011,NUTS,2010,BE32,2,5.327
2012,NUTS,2010,BE32,2,3.219
2011,NUTS,2010,BE322,3,5.254
2011,NUTS,2010,BE323,3,5.754
2012,NUTS,2010,BE323,3,7.847
2011,NUTS,2010,BE324,3,41.058
2012,NUTS,2010,BE324,3,7.168
2011,NUTS,2010,BE325,3,0.705
2012,NUTS,2010,BE325,3,2.157
2011,NUTS,2010,BE327,3,1.375
2012,NUTS,2010,BE327,3,9.104
2011,NUTS,2010,BE33,2,2.911
2012,NUTS,2010,BE33,2,2.156
2011,NUTS,2010,BE331,3,6.136
2012,NUTS,2010,BE331,3,0.908
2011,NUTS,2010,BE332,3,3.495
2012,NUTS,2010,BE332,3,2.027
2011,NUTS,2010,BE336,3,4.458
2012,NUTS,2010,BE336,3,13.023
2012,NUTS,2010,BE34,2,0.362
2012,NUTS,2010,BE342,3,2.161
2011,NUTS,2010,BE35,2,0.522
2012,NUTS,2010,BE35,2,4.696
2011,NUTS,2010,BE352,3,0.82
2012,NUTS,2010,BE352,3,7.378
2011,NUTS,2010,CH,0,7.743
2012,NUTS,2010,CH,0,4.821
2011,NUTS,2010,CH0,1,7.711
2012,NUTS,2010,CH0,1,4.778
2011,NUTS,2010,CH01,2,12.172
2012,NUTS,2010,CH01,2,4.257
2011,NUTS,2010,CH011,3,18.45
2012,NUTS,2010,CH011,3,5.965
2011,NUTS,2010,CH012,3,4.893
2011,NUTS,2010,CH013,3,7.363
2012,NUTS,2010,CH013,3,4.495
2011,NUTS,2010,CH02,2,5.684
2012,NUTS,2010,CH02,2,2.022
2011,NUTS,2010,CH021,3,2.756
2012,NUTS,2010,CH021,3,2.112
2011,NUTS,2010,CH022,3,3.878
2012,NUTS,2010,CH022,3,3.513
2011,NUTS,2010,CH023,3,1.293
2011,NUTS,2010,CH024,3,34.053
2012,NUTS,2010,CH024,3,2.887
2011,NUTS,2010,CH03,2,14.4
2012,NUTS,2010,CH03,2,10.223
2011,NUTS,2010,CH031,3,49.635
2012,NUTS,2010,CH031,3,41.556
2011,NUTS,2010,CH032,3,14.686
2012,NUTS,2010,CH032,3,4.322
2011,NUTS,2010,CH033,3,3.598
2012,NUTS,2010,CH033,3,3.413
2011,NUTS,2010,CH04,2,9.453
2012,NUTS,2010,CH04,2,5.939
2011,NUTS,2010,CH040,3,9.453
2012,NUTS,2010,CH040,3,5.939
2011,NUTS,2010,CH05,2,1.432
2012,NUTS,2010,CH05,2,1.724
2012,NUTS,2010,CH051,3,12.75
2011,NUTS,2010,CH052,3,6.548
2011,NUTS,2010,CH055,3,0.689
2012,NUTS,2010,CH055,3,0.517
2012,NUTS,2010,CH056,3,5.171
2011,NUTS,2010,CH057,3,2.979
2012,NUTS,2010,CH057,3,0.675
2011,NUTS,2010,CH06,2,2.588
2012,NUTS,2010,CH06,2,6.561
2011,NUTS,2010,CH061,3,1.774
2012,NUTS,2010,CH061,3,1.309
2011,NUTS,2010,CH063,3,4.703
2012,NUTS,2010,CH063,3,3.381
2012,NUTS,2010,CH064,3,4.737
2011,NUTS,2010,CH066,3,5.128
2012,NUTS,2010,CH066,3,33.014
2011,NUTS,2010,CH07,2,2.247
2012,NUTS,2010,CH07,2,5.431
2011,NUTS,2010,CH070,3,2.247
2012,NUTS,2010,CH070,3,5.431
2011,NUTS,2010,CZ,0,0.334
2012,NUTS,2010,CZ,0,0.114
2011,NUTS,2010,CZ0,1,0.334
2012,NUTS,2010,CZ0,1,0.114
2011,NUTS,2010,CZ01,2,0.405
2012,NUTS,2010,CZ01,2,0.564
2011,NUTS,2010,CZ010,3,0.405
2012,NUTS,2010,CZ010,3,0.564
2011,NUTS,2010,CZ02,2,0.198
2012,NUTS,2010,CZ02,2,0.391
2011,NUTS,2010,CZ020,3,0.198
2012,NUTS,2010,CZ020,3,0.391
2011,NUTS,2010,CZ04,2,0.291
2011,NUTS,2010,CZ042,3,0.398
2011,NUTS,2010,CZ05,2,0.219
2011,NUTS,2010,CZ053,3,0.639
2011,NUTS,2010,CZ06,2,0.644
2011,NUTS,2010,CZ064,3,0.928
2011,NUTS,2010,CZ07,2,0.814
2011,NUTS,2010,CZ071,3,1.565
2011,NUTS,2010,DE,0,5.194
2012,NUTS,2010,DE,0,4.177
2011,NUTS,2010,DE1,1,4.477
2012,NUTS,2010,DE1,1,5.354
2011,NUTS,2010,DE11,2,0.849
2012,NUTS,2010,DE11,2,1.96
2011,NUTS,2010,DE111,3,1.649
2012,NUTS,2010,DE111,3,4.956
2011,NUTS,2010,DE112,3,3.15
2012,NUTS,2010,DE112,3,2.229
2011,NUTS,2010,DE113,3,1.904
2012,NUTS,2010,DE113,3,2.572
2011,NUTS,2010,DE115,3,0.483
2012,NUTS,2010,DE115,3,4.165
2012,NUTS,2010,DE118,3,1.521
2011,NUTS,2010,DE12,2,10.4
2012,NUTS,2010,DE12,2,9.848
2012,NUTS,2010,DE121,3,18.362
2011,NUTS,2010,DE122,3,3.596
2012,NUTS,2010,DE122,3,8.673
2011,NUTS,2010,DE123,3,3.979
2012,NUTS,2010,DE123,3,3.972
2011,NUTS,2010,DE124,3,1.984
2011,NUTS,2010,DE125,3,80.034
2012,NUTS,2010,DE125,3,78.793
2011,NUTS,2010,DE126,3,15.135
2012,NUTS,2010,DE126,3,7.144
2011,NUTS,2010,DE128,3,14.266
2012,NUTS,2010,DE128,3,14.412
2011,NUTS,2010,DE12A,3,6.358
2011,NUTS,2010,DE12B,3,0.567
2011,NUTS,2010,DE13,2,5.875
2012,NUTS,2010,DE13,2,6.026
2011,NUTS,2010,DE131,3,29.127
2012,NUTS,2010,DE131,3,34.607
2011,NUTS,2010,DE132,3,5.253
2012,NUTS,2010,DE132,3,11.929
2011,NUTS,2010,DE133,3,14.083
2012,NUTS,2010,DE133,3,2.835
2011,NUTS,2010,DE134,3,0.599
2012,NUTS,2010,DE135,3,1.225
2011,NUTS,2010,DE138,3,3.584
2012,NUTS,2010,DE138,3,4.741
2011,NUTS,2010,DE139,3,7.096
2012,NUTS,2010,DE139,3,1.791
2011,NUTS,2010,DE14,2,1.814
2012,NUTS,2010,DE14,2,5.24
2011,NUTS,2010,DE141,3,1.78
2011,NUTS,2010,DE142,3,6.01
2012,NUTS,2010,DE142,3,26.489
2011,NUTS,2010,DE144,3,4.072
2012,NUTS,2010,DE144,3,12.937
2011,NUTS,2010,DE145,3,2.636
2012,NUTS,2010,DE145,3,1.738
2011,NUTS,2010,DE146,3,2.377
2012,NUTS,2010,DE146,3,3.957
2012,NUTS,2010,DE147,3,1.573
2012,NUTS,2010,DE148,3,2.087
2011,NUTS,2010,DE2,1,4.772
2012,NUTS,2010,DE2,1,5.141
2011,NUTS,2010,DE21,2,10.207
2012,NUTS,2010,DE21,2,10.032
2011,NUTS,2010,DE212,3,10.257
2012,NUTS,2010,DE212,3,13.532
2011,NUTS,2010,DE214,3,3.064
2012,NUTS,2010,DE214,3,4.907
2012,NUTS,2010,DE215,3,3.204
2011,NUTS,2010,DE216,3,37.52
2012,NUTS,2010,DE216,3,20.271
2011,NUTS,2010,DE218,3,10.991
2012,NUTS,2010,DE218,3,10.702
2012,NUTS,2010,DE21A,3,1.092
2011,NUTS,2010,DE21B,3,33.719
2012,NUTS,2010,DE21B,3,7.492
2011,NUTS,2010,DE21C,3,8.165
2012,NUTS,2010,DE21C,3,5.514
2011,NUTS,2010,DE21D,3,2.317
2012,NUTS,2010,DE21D,3,6.121
2011,NUTS,2010,DE21E,3,0.872
2012,NUTS,2010,DE21E,3,4.34
2011,NUTS,2010,DE21G,3,2.992
2011,NUTS,2010,DE21H,3,4.86
2012,NUTS,2010,DE21H,3,15.337
2011,NUTS,2010,DE21J,3,17.04
2011,NUTS,2010,DE21K,3,4.004
2012,NUTS,2010,DE21K,3,4.102
2011,NUTS,2010,DE21L,3,3.838
2012,NUTS,2010,DE21L,3,4.712
2011,NUTS,2010,DE21M,3,3.46
2012,NUTS,2010,DE21M,3,9.95
2011,NUTS,2010,DE21N,3,83.714
2012,NUTS,2010,DE21N,3,69.338
2011,NUTS,2010,DE22,2,0.37
2012,NUTS,2010,DE22,2,1.031
2011,NUTS,2010,DE223,3,7.424
2011,NUTS,2010,DE226,3,0.972
2012,NUTS,2010,DE227,3,2.209
2012,NUTS,2010,DE229,3,5.099
2012,NUTS,2010,DE22A,3,4.237
2011,NUTS,2010,DE23,2,3.644
2012,NUTS,2010,DE23,2,7.757
2011,NUTS,2010,DE232,3,19.259
2012,NUTS,2010,DE232,3,29.141
2011,NUTS,2010,DE236,3,2.583
2012,NUTS,2010,DE238,3,13.092
2012,NUTS,2010,DE239,3,6.997
2011,NUTS,2010,DE23A,3,13.369
2012,NUTS,2010,DE23A,3,13.454
2011,NUTS,2010,DE24,2,2.203
2012,NUTS,2010,DE24,2,1.874
2011,NUTS,2010,DE242,3,15.272
2012,NUTS,2010,DE242,3,20.517
2011,NUTS,2010,DE245,3,5.201
2012,NUTS,2010,DE246,3,4.729
2011,NUTS,2010,DE24B,3,6.712
2011,NUTS,2010,DE25,2,3.085
2012,NUTS,2010,DE25,2,1.041
2011,NUTS,2010,DE252,3,8.236
2012,NUTS,2010,DE252,3,2.351
2011,NUTS,2010,DE254,3,1.978
2011,NUTS,2010,DE256,3,11.116
2011,NUTS,2010,DE257,3,10.803
2012,NUTS,2010,DE257,3,11.662
2011,NUTS,2010,DE26,2,1.328
2012,NUTS,2010,DE26,2,1.947
2011,NUTS,2010,DE263,3,0.822
2012,NUTS,2010,DE263,3,6.203
2011,NUTS,2010,DE264,3,1.448
2012,NUTS,2010,DE264,3,1.917
2011,NUTS,2010,DE265,3,3.164
2011,NUTS,2010,DE266,3,3.98
2012,NUTS,2010,DE268,3,1.584
2011,NUTS,2010,DE269,3,1.325
2011,NUTS,2010,DE26B,3,2.92
2011,NUTS,2010,DE26C,3,1.377
2012,NUTS,2010,DE26C,3,7.822
2011,NUTS,2010,DE27,2,0.74
2012,NUTS,2010,DE27,2,2.42
2011,NUTS,2010,DE275,3,9.144
2012,NUTS,2010,DE275,3,2.569
2011,NUTS,2010,DE276,3,0.625
2012,NUTS,2010,DE27C,3,29.469
2011,NUTS,2010,DE3,1,8.92
2012,NUTS,2010,DE3,1,9.018
2011,NUTS,2010,DE30,2,8.92
2012,NUTS,2010,DE30,2,9.018
2011,NUTS,2010,DE300,3,8.92
2012,NUTS,2010,DE300,3,9.018
2011,NUTS,2010,DE4,1,2.916
2012,NUTS,2010,DE4,1,2.753
2011,NUTS,2010,DE40,2,2.916
2012,NUTS,2010,DE40,2,2.753
2011,NUTS,2010,DE404,3,19.12
2012,NUTS,2010,DE404,3,13.404
2011,NUTS,2010,DE406,3,3.276
2012,NUTS,2010,DE406,3,3.095
2011,NUTS,2010,DE409,3,4.094
2011,NUTS,2010,DE40A,3,0.985
2012,NUTS,2010,DE40B,3,16.663
2011,NUTS,2010,DE40C,3,1.795
2012,NUTS,2010,DE40C,3,8.206
2011,NUTS,2010,DE40E,3,5.462
2012,NUTS,2010,DE40E,3,1.215
2011,NUTS,2010,DE40H,3,6.196
2011,NUTS,2010,DE40I,3,2.544
2012,NUTS,2010,DE40I,3,3.901
2011,NUTS,2010,DE5,1,5.403
2012,NUTS,2010,DE5,1,0.378
2011,NUTS,2010,DE50,2,5.403
2012,NUTS,2010,DE50,2,0.378
2011,NUTS,2010,DE501,3,6.522
2012,NUTS,2010,DE501,3,0.456
2011,NUTS,2010,DE6,1,5.234
2012,NUTS,2010,DE6,1,2.079
2011,NUTS,2010,DE60,2,5.234
2012,NUTS,2010,DE60,2,2.079
2011,NUTS,2010,DE600,3,5.234
2012,NUTS,2010,DE600,3,2.079
2011,NUTS,2010,DE7,1,6.638
2012,NUTS,2010,DE7,1,4.201
2011,NUTS,2010,DE71,2,6.929
2012,NUTS,2010,DE71,2,5.123
2011,NUTS,2010,DE711,3,19.183
2012,NUTS,2010,DE711,3,15.699
2011,NUTS,2010,DE712,3,7.563
2012,NUTS,2010,DE712,3,5.466
2011,NUTS,2010,DE714,3,7.283
2011,NUTS,2010,DE715,3,10.204
2012,NUTS,2010,DE715,3,8.942
2011,NUTS,2010,DE716,3,14.592
2012,NUTS,2010,DE716,3,7.62
2012,NUTS,2010,DE717,3,3.228
2011,NUTS,2010,DE718,3,3.474
2012,NUTS,2010,DE718,3,9.11
2011,NUTS,2010,DE719,3,7.244
2012,NUTS,2010,DE719,3,3.847
2011,NUTS,2010,DE71A,3,3.43
2012,NUTS,2010,DE71A,3,0.744
2011,NUTS,2010,DE71C,3,5.413
2012,NUTS,2010,DE71C,3,1.47
2011,NUTS,2010,DE71D,3,2.457
2012,NUTS,2010,DE71D,3,3.658
2011,NUTS,2010,DE71E,3,9.228
2012,NUTS,2010,DE71E,3,10.522
2011,NUTS,2010,DE72,2,12.706
2012,NUTS,2010,DE72,2,5.29
2011,NUTS,2010,DE721,3,9.241
2012,NUTS,2010,DE721,3,1.943
2011,NUTS,2010,DE722,3,5.245
2012,NUTS,2010,DE722,3,1.98
2011,NUTS,2010,DE723,3,1.933
2011,NUTS,2010,DE724,3,36.642
2012,NUTS,2010,DE724,3,17.938
2011,NUTS,2010,DE73,2,0.549
2012,NUTS,2010,DE73,2,0.37
2011,NUTS,2010,DE731,3,1.688
2011,NUTS,2010,DE733,3,2.7
2012,NUTS,2010,DE735,3,2.479
2011,NUTS,2010,DE8,1,2.119
2012,NUTS,2010,DE8,1,0.734
2011,NUTS,2010,DE80,2,2.119
2012,NUTS,2010,DE80,2,0.734
2011,NUTS,2010,DE801,3,12.269
2012,NUTS,2010,DE801,3,6.539
2011,NUTS,2010,DE803,3,3.305
2011,NUTS,2010,DE806,3,22.524
2011,NUTS,2010,DE807,3,2.816
2011,NUTS,2010,DE809,3,3.334
2012,NUTS,2010,DE80D,3,3.155
2011,NUTS,2010,DE80E,3,2.844
2012,NUTS,2010,DE80E,3,4.339
2011,NUTS,2010,DE80I,3,1.941
2011,NUTS,2010,DE9,1,3.963
2012,NUTS,2010,DE9,1,2.209
2011,NUTS,2010,DE91,2,7.748
2012,NUTS,2010,DE91,2,6.756
2011,NUTS,2010,DE911,3,21.578
2012,NUTS,2010,DE911,3,7.224
2011,NUTS,2010,DE915,3,14.985
2012,NUTS,2010,DE915,3,20.839
2011,NUTS,2010,DE918,3,2.876
2012,NUTS,2010,DE918,3,18.161
2012,NUTS,2010,DE91A,3,2.518
2011,NUTS,2010,DE91B,3,23.189
2012,NUTS,2010,DE91B,3,6.823
2011,NUTS,2010,DE92,2,5.658
2012,NUTS,2010,DE92,2,2.4
2011,NUTS,2010,DE923,3,1.298
2011,NUTS,2010,DE926,3,5.871
2012,NUTS,2010,DE926,3,4.971
2011,NUTS,2010,DE929,3,10.131
2012,NUTS,2010,DE929,3,4.19
2011,NUTS,2010,DE93,2,1.152
2012,NUTS,2010,DE93,2,0.414
2012,NUTS,2010,DE932,3,1.003
2011,NUTS,2010,DE933,3,6.765
2012,NUTS,2010,DE933,3,1.008
2011,NUTS,2010,DE936,3,2.592
2012,NUTS,2010,DE936,3,2.238
2011,NUTS,2010,DE94,2,1.965
2012,NUTS,2010,DE94,2,0.323
2011,NUTS,2010,DE943,3,0.863
2011,NUTS,2010,DE944,3,2.376
2012,NUTS,2010,DE944,3,2.424
2011,NUTS,2010,DE946,3,8.474
2012,NUTS,2010,DE946,3,1.683
2011,NUTS,2010,DE948,3,11.568
2012,NUTS,2010,DE94B,3,1.484
2011,NUTS,2010,DE94E,3,2.808
2011,NUTS,2010,DE94F,3,3.693
2011,NUTS,2010,DEA,1,6.991
2012,NUTS,2010,DEA,1,4.894
2011,NUTS,2010,DEA1,2,8.832
2012,NUTS,2010,DEA1,2,5.78
2011,NUTS,2010,DEA11,3,19.228
2012,NUTS,2010,DEA11,3,13.927
2011,NUTS,2010,DEA12,3,2.043
2011,NUTS,2010,DEA13,3,4.594
2012,NUTS,2010,DEA13,3,5.162
2012,NUTS,2010,DEA14,3,2.133
2011,NUTS,2010,DEA15,3,1.279
2012,NUTS,2010,DEA15,3,0.933
2011,NUTS,2010,DEA19,3,2.626
2012,NUTS,2010,DEA19,3,10.019
2011,NUTS,2010,DEA1A,3,3.06
2012,NUTS,2010,DEA1A,3,3.176
2011,NUTS,2010,DEA1B,3,3.249
2012,NUTS,2010,DEA1B,3,7.141
2011,NUTS,2010,DEA1C,3,47.561
2012,NUTS,2010,DEA1C,3,21.438
2011,NUTS,2010,DEA1D,3,7.061
2012,NUTS,2010,DEA1D,3,1.239
2011,NUTS,2010,DEA1E,3,3.229
2012,NUTS,2010,DEA1E,3,2.668
2011,NUTS,2010,DEA1F,3,0.363
2012,NUTS,2010,DEA1F,3,2.14
2011,NUTS,2010,DEA2,2,8.402
2012,NUTS,2010,DEA2,2,5.779
2011,NUTS,2010,DEA22,3,18.036
2012,NUTS,2010,DEA22,3,9.454
2011,NUTS,2010,DEA23,3,12.203
2012,NUTS,2010,DEA23,3,7.265
2011,NUTS,2010,DEA24,3,1.244
2012,NUTS,2010,DEA24,3,2.047
2011,NUTS,2010,DEA26,3,1.793
2012,NUTS,2010,DEA26,3,4.156
2011,NUTS,2010,DEA27,3,0.668
2012,NUTS,2010,DEA27,3,1.933
2011,NUTS,2010,DEA28,3,0.89
2012,NUTS,2010,DEA28,3,1.049
2012,NUTS,2010,DEA29,3,2.63
2011,NUTS,2010,DEA2A,3,1.78
2011,NUTS,2010,DEA2B,3,14.769
2012,NUTS,2010,DEA2B,3,9.233
2011,NUTS,2010,DEA2C,3,4.91
2012,NUTS,2010,DEA2C,3,2.631
2011,NUTS,2010,DEA2D,3,17.818
2012,NUTS,2010,DEA2D,3,13.496
2011,NUTS,2010,DEA3,2,7.301
2012,NUTS,2010,DEA3,2,6.175
2011,NUTS,2010,DEA33,3,29.128
2012,NUTS,2010,DEA33,3,31.979
2011,NUTS,2010,DEA34,3,0.379
2011,NUTS,2010,DEA35,3,11.147
2012,NUTS,2010,DEA35,3,5.072
2011,NUTS,2010,DEA36,3,10.289
2012,NUTS,2010,DEA36,3,6.65
2011,NUTS,2010,DEA37,3,3.135
2012,NUTS,2010,DEA37,3,2.464
2011,NUTS,2010,DEA38,3,1.186
2012,NUTS,2010,DEA38,3,1.191
2011,NUTS,2010,DEA4,2,4.715
2012,NUTS,2010,DEA4,2,4.174
2011,NUTS,2010,DEA41,3,7.115
2012,NUTS,2010,DEA41,3,8.194
2011,NUTS,2010,DEA42,3,8.706
2012,NUTS,2010,DEA42,3,7.05
2012,NUTS,2010,DEA43,3,4.036
2011,NUTS,2010,DEA45,3,1.424
2012,NUTS,2010,DEA45,3,2.864
2011,NUTS,2010,DEA46,3,7.958
2012,NUTS,2010,DEA46,3,3.203
2011,NUTS,2010,DEA47,3,4.103
2012,NUTS,2010,DEA47,3,1.096
2011,NUTS,2010,DEA5,2,3.748
2012,NUTS,2010,DEA5,2,2.06
2011,NUTS,2010,DEA51,3,11.475
2012,NUTS,2010,DEA51,3,11.846
2011,NUTS,2010,DEA52,3,8.39
2012,NUTS,2010,DEA52,3,2.066
2012,NUTS,2010,DEA53,3,0.747
2012,NUTS,2010,DEA54,3,2.746
2011,NUTS,2010,DEA55,3,1.214
2012,NUTS,2010,DEA55,3,2.009
2011,NUTS,2010,DEA56,3,5.881
2012,NUTS,2010,DEA56,3,1.304
2011,NUTS,2010,DEA58,3,0.186
2011,NUTS,2010,DEA5B,3,2.729
2011,NUTS,2010,DEA5C,3,3.594
2012,NUTS,2010,DEA5C,3,1.172
2011,NUTS,2010,DEB,1,5.417
2012,NUTS,2010,DEB,1,2.616
2012,NUTS,2010,DEB1,2,0.609
2012,NUTS,2010,DEB14,3,2.574
2012,NUTS,2010,DEB18,3,2.77
2011,NUTS,2010,DEB2,2,2.28
2011,NUTS,2010,DEB21,3,1.615
2011,NUTS,2010,DEB22,3,9.003
2011,NUTS,2010,DEB3,2,10.23
2012,NUTS,2010,DEB3,2,4.759
2011,NUTS,2010,DEB32,3,1.714
2012,NUTS,2010,DEB32,3,2.505
2011,NUTS,2010,DEB34,3,11.865
2011,NUTS,2010,DEB35,3,15.76
2012,NUTS,2010,DEB35,3,3.633
2011,NUTS,2010,DEB36,3,29.893
2012,NUTS,2010,DEB36,3,9.444
2011,NUTS,2010,DEB38,3,26.476
2012,NUTS,2010,DEB38,3,7.794
2011,NUTS,2010,DEB39,3,16.272
2012,NUTS,2010,DEB39,3,3.05
2012,NUTS,2010,DEB3B,3,7.224
2011,NUTS,2010,DEB3C,3,8.436
2012,NUTS,2010,DEB3C,3,13.52
2012,NUTS,2010,DEB3E,3,2.64
2011,NUTS,2010,DEB3F,3,5.691
2012,NUTS,2010,DEB3F,3,4.78
2011,NUTS,2010,DEB3H,3,2.294
2011,NUTS,2010,DEB3I,3,27.951
2012,NUTS,2010,DEB3I,3,8.858
2011,NUTS,2010,DEB3J,3,24.319
2012,NUTS,2010,DEB3J,3,10.35
2012,NUTS,2010,DEB3K,3,5.096
2011,NUTS,2010,DEC,1,3.784
2012,NUTS,2010,DEC,1,4.914
2011,NUTS,2010,DED,1,4.391
2012,NUTS,2010,DED,1,2.879
2011,NUTS,2010,DED2,2,5.44
2012,NUTS,2010,DED2,2,4.051
2011,NUTS,2010,DED21,3,15.906
2012,NUTS,2010,DED21,3,10.061
2012,NUTS,2010,DED2C,3,3.139
2011,NUTS,2010,DED2D,3,0.397
2012,NUTS,2010,DED2D,3,0.914
2011,NUTS,2010,DED2E,3,1.304
2011,NUTS,2010,DED2F,3,0.317
2011,NUTS,2010,DED4,2,0.872
2012,NUTS,2010,DED4,2,0.218
2011,NUTS,2010,DED43,3,2.528
2012,NUTS,2010,DED43,3,1.016
2011,NUTS,2010,DED45,3,1.462
2011,NUTS,2010,DED5,2,8.068
2012,NUTS,2010,DED5,2,4.984
2011,NUTS,2010,DED51,3,11.59
2012,NUTS,2010,DED51,3,7.127
2011,NUTS,2010,DED52,3,7.404
2012,NUTS,2010,DED52,3,3.28
2012,NUTS,2010,DED53,3,1.616
2011,NUTS,2010,DEE,1,4.424
2012,NUTS,2010,DEE,1,1.911
2011,NUTS,2010,DEE0,2,4.424
2012,NUTS,2010,DEE0,2,1.911
2011,NUTS,2010,DEE01,3,2.877
2011,NUTS,2010,DEE02,3,12.448
2012,NUTS,2010,DEE02,3,7.83
2011,NUTS,2010,DEE03,3,2.894
2012,NUTS,2010,DEE05,3,4.591
2011,NUTS,2010,DEE06,3,5.195
2011,NUTS,2010,DEE08,3,1.287
2011,NUTS,2010,DEE09,3,16.872
2012,NUTS,2010,DEE09,3,3.622
2011,NUTS,2010,DEE0A,3,0.665
2012,NUTS,2010,DEE0A,3,4.728
2012,NUTS,2010,DEE0B,3,1.281
2011,NUTS,2010,DEE0C,3,8.35
2011,NUTS,2010,DEF,1,1.387
2012,NUTS,2010,DEF,1,1.614
2011,NUTS,2010,DEF0,2,1.387
2012,NUTS,2010,DEF0,2,1.614
2011,NUTS,2010,DEF01,3,11.266
2012,NUTS,2010,DEF02,3,0.702
2011,NUTS,2010,DEF03,3,1.57
2012,NUTS,2010,DEF05,3,14.918
2012,NUTS,2010,DEF06,3,2.668
2011,NUTS,2010,DEF07,3,0.846
2011,NUTS,2010,DEF09,3,3.295
