year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_hrstc
2015,NUTS,2010,FRF2,2,88.0
2016,NUTS,2010,FRF2,2,80.4
2017,NUTS,2010,FRF2,2,92.8
2018,NUTS,2010,FRF2,2,101.2
2019,NUTS,2010,FRF2,2,100.2
2020,NUTS,2010,FRF2,2,91.1
2011,NUTS,2010,FRF3,2,197.2
2012,NUTS,2010,FRF3,2,195.6
2013,NUTS,2010,FRF3,2,207.2
2014,NUTS,2010,FRF3,2,188.3
2015,NUTS,2010,FRF3,2,201.1
2016,NUTS,2010,FRF3,2,214.6
2017,NUTS,2010,FRF3,2,211.2
2018,NUTS,2010,FRF3,2,193.8
2019,NUTS,2010,FRF3,2,226.0
2020,NUTS,2010,FRF3,2,219.8
2011,NUTS,2010,FRG,1,289.3
2012,NUTS,2010,FRG,1,315.3
2013,NUTS,2010,FRG,1,314.1
2014,NUTS,2010,FRG,1,328.1
2015,NUTS,2010,FRG,1,357.7
2016,NUTS,2010,FRG,1,361.3
2017,NUTS,2010,FRG,1,378.2
2018,NUTS,2010,FRG,1,365.0
2019,NUTS,2010,FRG,1,373.6
2020,NUTS,2010,FRG,1,390.7
2011,NUTS,2010,FRG0,2,289.3
2012,NUTS,2010,FRG0,2,315.3
2013,NUTS,2010,FRG0,2,314.1
2014,NUTS,2010,FRG0,2,328.1
2015,NUTS,2010,FRG0,2,357.7
2016,NUTS,2010,FRG0,2,361.3
2017,NUTS,2010,FRG0,2,378.2
2018,NUTS,2010,FRG0,2,365.0
2019,NUTS,2010,FRG0,2,373.6
2020,NUTS,2010,FRG0,2,390.7
2011,NUTS,2010,FRH,1,276.3
2012,NUTS,2010,FRH,1,314.4
2013,NUTS,2010,FRH,1,335.7
2014,NUTS,2010,FRH,1,325.9
2015,NUTS,2010,FRH,1,309.9
2016,NUTS,2010,FRH,1,301.8
2017,NUTS,2010,FRH,1,311.9
2018,NUTS,2010,FRH,1,338.5
2019,NUTS,2010,FRH,1,334.7
2020,NUTS,2010,FRH,1,359.4
2011,NUTS,2010,FRH0,2,276.3
2012,NUTS,2010,FRH0,2,314.4
2013,NUTS,2010,FRH0,2,335.7
2014,NUTS,2010,FRH0,2,325.9
2015,NUTS,2010,FRH0,2,309.9
2016,NUTS,2010,FRH0,2,301.8
2017,NUTS,2010,FRH0,2,311.9
2018,NUTS,2010,FRH0,2,338.5
2019,NUTS,2010,FRH0,2,334.7
2020,NUTS,2010,FRH0,2,359.4
2011,NUTS,2010,FRI,1,424.4
2012,NUTS,2010,FRI,1,464.9
2013,NUTS,2010,FRI,1,469.1
2014,NUTS,2010,FRI,1,507.8
2015,NUTS,2010,FRI,1,524.0
2016,NUTS,2010,FRI,1,525.5
2017,NUTS,2010,FRI,1,539.4
2018,NUTS,2010,FRI,1,582.7
2019,NUTS,2010,FRI,1,582.1
2020,NUTS,2010,FRI,1,585.1
2011,NUTS,2010,FRI1,2,257.9
2012,NUTS,2010,FRI1,2,270.5
2013,NUTS,2010,FRI1,2,285.2
2014,NUTS,2010,FRI1,2,315.4
2015,NUTS,2010,FRI1,2,330.4
2016,NUTS,2010,FRI1,2,318.8
2017,NUTS,2010,FRI1,2,330.1
2018,NUTS,2010,FRI1,2,351.2
2019,NUTS,2010,FRI1,2,339.2
2020,NUTS,2010,FRI1,2,332.4
2011,NUTS,2010,FRI2,2,61.9
2012,NUTS,2010,FRI2,2,70.5
2013,NUTS,2010,FRI2,2,59.9
2014,NUTS,2010,FRI2,2,59.3
2015,NUTS,2010,FRI2,2,61.1
2016,NUTS,2010,FRI2,2,67.9
2017,NUTS,2010,FRI2,2,65.5
2018,NUTS,2010,FRI2,2,66.9
2019,NUTS,2010,FRI2,2,70.1
2020,NUTS,2010,FRI2,2,69.2
2011,NUTS,2010,FRI3,2,104.5
2012,NUTS,2010,FRI3,2,123.9
2013,NUTS,2010,FRI3,2,124.0
2014,NUTS,2010,FRI3,2,133.1
2015,NUTS,2010,FRI3,2,132.5
2016,NUTS,2010,FRI3,2,138.7
2017,NUTS,2010,FRI3,2,143.8
2018,NUTS,2010,FRI3,2,164.6
2019,NUTS,2010,FRI3,2,172.8
2020,NUTS,2010,FRI3,2,183.5
2011,NUTS,2010,FRJ,1,560.9
2012,NUTS,2010,FRJ,1,551.6
2013,NUTS,2010,FRJ,1,568.9
2014,NUTS,2010,FRJ,1,573.9
2015,NUTS,2010,FRJ,1,570.4
2016,NUTS,2010,FRJ,1,595.9
2017,NUTS,2010,FRJ,1,579.5
2018,NUTS,2010,FRJ,1,645.8
2019,NUTS,2010,FRJ,1,645.4
2020,NUTS,2010,FRJ,1,701.3
2011,NUTS,2010,FRJ1,2,192.5
2012,NUTS,2010,FRJ1,2,189.8
2013,NUTS,2010,FRJ1,2,211.3
2014,NUTS,2010,FRJ1,2,213.1
2015,NUTS,2010,FRJ1,2,226.1
2016,NUTS,2010,FRJ1,2,238.8
2017,NUTS,2010,FRJ1,2,236.8
2018,NUTS,2010,FRJ1,2,246.5
2019,NUTS,2010,FRJ1,2,253.7
2020,NUTS,2010,FRJ1,2,315.9
2011,NUTS,2010,FRJ2,2,368.4
2012,NUTS,2010,FRJ2,2,361.7
2013,NUTS,2010,FRJ2,2,357.6
2014,NUTS,2010,FRJ2,2,360.9
2015,NUTS,2010,FRJ2,2,344.3
2016,NUTS,2010,FRJ2,2,357.0
2017,NUTS,2010,FRJ2,2,342.7
2018,NUTS,2010,FRJ2,2,399.3
2019,NUTS,2010,FRJ2,2,391.7
2020,NUTS,2010,FRJ2,2,385.4
2011,NUTS,2010,FRK,1,699.6
2012,NUTS,2010,FRK,1,762.4
2013,NUTS,2010,FRK,1,782.7
2014,NUTS,2010,FRK,1,807.3
2015,NUTS,2010,FRK,1,849.0
2016,NUTS,2010,FRK,1,877.1
2017,NUTS,2010,FRK,1,905.0
2018,NUTS,2010,FRK,1,944.0
2019,NUTS,2010,FRK,1,977.0
2020,NUTS,2010,FRK,1,974.2
2011,NUTS,2010,FRK1,2,104.3
2012,NUTS,2010,FRK1,2,118.6
2013,NUTS,2010,FRK1,2,109.9
2014,NUTS,2010,FRK1,2,98.1
2015,NUTS,2010,FRK1,2,104.6
2016,NUTS,2010,FRK1,2,122.1
2017,NUTS,2010,FRK1,2,113.6
2018,NUTS,2010,FRK1,2,121.8
2019,NUTS,2010,FRK1,2,131.7
2020,NUTS,2010,FRK1,2,111.1
2011,NUTS,2010,FRK2,2,595.3
2012,NUTS,2010,FRK2,2,643.8
2013,NUTS,2010,FRK2,2,672.8
2014,NUTS,2010,FRK2,2,709.2
2015,NUTS,2010,FRK2,2,744.4
2016,NUTS,2010,FRK2,2,755.0
2017,NUTS,2010,FRK2,2,791.3
2018,NUTS,2010,FRK2,2,822.3
2019,NUTS,2010,FRK2,2,845.3
2020,NUTS,2010,FRK2,2,863.1
2011,NUTS,2010,FRL,1,444.2
2012,NUTS,2010,FRL,1,462.2
2013,NUTS,2010,FRL,1,473.2
2014,NUTS,2010,FRL,1,489.7
2015,NUTS,2010,FRL,1,494.8
2016,NUTS,2010,FRL,1,508.6
2017,NUTS,2010,FRL,1,506.8
2018,NUTS,2010,FRL,1,504.9
2019,NUTS,2010,FRL,1,525.0
2020,NUTS,2010,FRL,1,536.5
2011,NUTS,2010,FRL0,2,444.2
2012,NUTS,2010,FRL0,2,462.2
2013,NUTS,2010,FRL0,2,473.2
2014,NUTS,2010,FRL0,2,489.7
2015,NUTS,2010,FRL0,2,494.8
2016,NUTS,2010,FRL0,2,508.6
2017,NUTS,2010,FRL0,2,506.8
2018,NUTS,2010,FRL0,2,504.9
2019,NUTS,2010,FRL0,2,525.0
2020,NUTS,2010,FRL0,2,536.5
2011,NUTS,2010,FRM,1,14.8
2012,NUTS,2010,FRM,1,14.2
2013,NUTS,2010,FRM,1,10.8
2014,NUTS,2010,FRM,1,13.9
2015,NUTS,2010,FRM,1,18.0
2016,NUTS,2010,FRM,1,21.3
2017,NUTS,2010,FRM,1,24.6
2018,NUTS,2010,FRM,1,14.8
2019,NUTS,2010,FRM,1,20.1
2020,NUTS,2010,FRM,1,35.9
2011,NUTS,2010,FRM0,2,14.8
2012,NUTS,2010,FRM0,2,14.2
2013,NUTS,2010,FRM0,2,10.8
2014,NUTS,2010,FRM0,2,13.9
2015,NUTS,2010,FRM0,2,18.0
2016,NUTS,2010,FRM0,2,21.3
2017,NUTS,2010,FRM0,2,24.6
2018,NUTS,2010,FRM0,2,14.8
2019,NUTS,2010,FRM0,2,20.1
2020,NUTS,2010,FRM0,2,35.9
2011,NUTS,2010,FRY,1,100.7
2012,NUTS,2010,FRY,1,101.2
2013,NUTS,2010,FRY,1,116.3
2014,NUTS,2010,FRY,1,105.0
2015,NUTS,2010,FRY,1,133.0
2016,NUTS,2010,FRY,1,128.7
2017,NUTS,2010,FRY,1,127.2
2018,NUTS,2010,FRY,1,130.3
2019,NUTS,2010,FRY,1,134.8
2020,NUTS,2010,FRY,1,136.3
2011,NUTS,2010,FRY1,2,20.3
2012,NUTS,2010,FRY1,2,19.2
2013,NUTS,2010,FRY1,2,22.9
2014,NUTS,2010,FRY1,2,21.5
2015,NUTS,2010,FRY1,2,24.9
2016,NUTS,2010,FRY1,2,23.6
2017,NUTS,2010,FRY1,2,24.0
2018,NUTS,2010,FRY1,2,23.4
2019,NUTS,2010,FRY1,2,25.9
2020,NUTS,2010,FRY1,2,22.7
2011,NUTS,2010,FRY2,2,24.6
2012,NUTS,2010,FRY2,2,25.6
2013,NUTS,2010,FRY2,2,25.5
2014,NUTS,2010,FRY2,2,21.4
2015,NUTS,2010,FRY2,2,31.0
2016,NUTS,2010,FRY2,2,28.7
2017,NUTS,2010,FRY2,2,24.2
2018,NUTS,2010,FRY2,2,25.6
2019,NUTS,2010,FRY2,2,27.2
2020,NUTS,2010,FRY2,2,30.0
2011,NUTS,2010,FRY3,2,10.4
2012,NUTS,2010,FRY3,2,10.2
2013,NUTS,2010,FRY3,2,12.2
2014,NUTS,2010,FRY3,2,10.8
2015,NUTS,2010,FRY3,2,14.2
2016,NUTS,2010,FRY3,2,13.6
2017,NUTS,2010,FRY3,2,14.4
2018,NUTS,2010,FRY3,2,16.0
2019,NUTS,2010,FRY3,2,16.1
2020,NUTS,2010,FRY3,2,15.6
2011,NUTS,2010,FRY4,2,45.4
2012,NUTS,2010,FRY4,2,46.2
2013,NUTS,2010,FRY4,2,48.5
2014,NUTS,2010,FRY4,2,46.0
2015,NUTS,2010,FRY4,2,56.6
2016,NUTS,2010,FRY4,2,55.7
2017,NUTS,2010,FRY4,2,57.3
2018,NUTS,2010,FRY4,2,58.3
2019,NUTS,2010,FRY4,2,57.7
2020,NUTS,2010,FRY4,2,60.4
2013,NUTS,2010,FRY5,2,7.1
2014,NUTS,2010,FRY5,2,5.2
2015,NUTS,2010,FRY5,2,6.2
2016,NUTS,2010,FRY5,2,7.0
2017,NUTS,2010,FRY5,2,7.2
2018,NUTS,2010,FRY5,2,7.0
2019,NUTS,2010,FRY5,2,7.9
2020,NUTS,2010,FRY5,2,7.7
2011,NUTS,2010,HR,0,265.8
2012,NUTS,2010,HR,0,271.5
2013,NUTS,2010,HR,0,291.4
2014,NUTS,2010,HR,0,321.1
2015,NUTS,2010,HR,0,331.6
2016,NUTS,2010,HR,0,336.2
2017,NUTS,2010,HR,0,350.5
2018,NUTS,2010,HR,0,371.2
2019,NUTS,2010,HR,0,371.2
2020,NUTS,2010,HR,0,378.9
2011,NUTS,2010,HR0,1,265.8
2012,NUTS,2010,HR0,1,271.5
2013,NUTS,2010,HR0,1,291.4
2014,NUTS,2010,HR0,1,321.1
2015,NUTS,2010,HR0,1,331.6
2016,NUTS,2010,HR0,1,336.2
2017,NUTS,2010,HR0,1,350.5
2018,NUTS,2010,HR0,1,371.2
2019,NUTS,2010,HR0,1,371.2
2020,NUTS,2010,HR0,1,378.9
2011,NUTS,2010,HR03,2,89.3
2012,NUTS,2010,HR03,2,91.2
2013,NUTS,2010,HR03,2,95.3
2014,NUTS,2010,HR03,2,99.7
2015,NUTS,2010,HR03,2,107.3
2016,NUTS,2010,HR03,2,96.8
2017,NUTS,2010,HR03,2,106.1
2018,NUTS,2010,HR03,2,111.6
2019,NUTS,2010,HR03,2,119.5
2020,NUTS,2010,HR03,2,121.1
2011,NUTS,2010,HR04,2,176.5
2012,NUTS,2010,HR04,2,180.4
2013,NUTS,2010,HR04,2,196.0
2014,NUTS,2010,HR04,2,221.4
2015,NUTS,2010,HR04,2,224.3
2016,NUTS,2010,HR04,2,239.4
2017,NUTS,2010,HR04,2,244.5
2018,NUTS,2010,HR04,2,259.6
2019,NUTS,2010,HR04,2,251.8
2020,NUTS,2010,HR04,2,257.8
2011,NUTS,2010,HU,0,712.1
2012,NUTS,2010,HU,0,750.2
2013,NUTS,2010,HU,0,776.8
2014,NUTS,2010,HU,0,811.8
2015,NUTS,2010,HU,0,836.9
2016,NUTS,2010,HU,0,837.3
2017,NUTS,2010,HU,0,848.8
2018,NUTS,2010,HU,0,881.8
2019,NUTS,2010,HU,0,937.3
2020,NUTS,2010,HU,0,997.7
2011,NUTS,2010,HU1,1,331.7
2012,NUTS,2010,HU1,1,349.9
2013,NUTS,2010,HU1,1,367.5
2014,NUTS,2010,HU1,1,394.2
2015,NUTS,2010,HU1,1,411.6
2016,NUTS,2010,HU1,1,408.2
2017,NUTS,2010,HU1,1,409.3
2018,NUTS,2010,HU1,1,435.9
2019,NUTS,2010,HU1,1,461.4
2020,NUTS,2010,HU1,1,500.9
2011,NUTS,2010,HU10,2,331.7
2012,NUTS,2010,HU10,2,349.9
2013,NUTS,2010,HU11,2,270.6
2014,NUTS,2010,HU11,2,289.9
2015,NUTS,2010,HU11,2,303.3
2016,NUTS,2010,HU11,2,292.5
2017,NUTS,2010,HU11,2,291.5
2018,NUTS,2010,HU11,2,319.2
2019,NUTS,2010,HU11,2,335.8
2020,NUTS,2010,HU11,2,359.3
2013,NUTS,2010,HU12,2,96.9
2014,NUTS,2010,HU12,2,104.3
2015,NUTS,2010,HU12,2,108.3
2016,NUTS,2010,HU12,2,115.6
2017,NUTS,2010,HU12,2,117.8
2018,NUTS,2010,HU12,2,116.7
2019,NUTS,2010,HU12,2,125.6
2020,NUTS,2010,HU12,2,141.6
2011,NUTS,2010,HU2,1,167.5
2012,NUTS,2010,HU2,1,181.3
2013,NUTS,2010,HU2,1,184.1
2014,NUTS,2010,HU2,1,188.2
2015,NUTS,2010,HU2,1,189.9
2016,NUTS,2010,HU2,1,187.7
2017,NUTS,2010,HU2,1,204.9
2018,NUTS,2010,HU2,1,200.0
2019,NUTS,2010,HU2,1,222.2
2020,NUTS,2010,HU2,1,248.9
2011,NUTS,2010,HU21,2,59.0
2012,NUTS,2010,HU21,2,66.4
2013,NUTS,2010,HU21,2,69.7
2014,NUTS,2010,HU21,2,68.2
2015,NUTS,2010,HU21,2,68.7
2016,NUTS,2010,HU21,2,65.5
2017,NUTS,2010,HU21,2,76.3
2018,NUTS,2010,HU21,2,78.5
2019,NUTS,2010,HU21,2,89.0
2020,NUTS,2010,HU21,2,93.7
2011,NUTS,2010,HU22,2,56.7
2012,NUTS,2010,HU22,2,60.3
2013,NUTS,2010,HU22,2,56.0
2014,NUTS,2010,HU22,2,64.7
2015,NUTS,2010,HU22,2,65.8
2016,NUTS,2010,HU22,2,61.8
2017,NUTS,2010,HU22,2,71.9
2018,NUTS,2010,HU22,2,66.8
2019,NUTS,2010,HU22,2,75.9
2020,NUTS,2010,HU22,2,96.1
2011,NUTS,2010,HU23,2,51.8
2012,NUTS,2010,HU23,2,54.6
2013,NUTS,2010,HU23,2,58.3
2014,NUTS,2010,HU23,2,55.3
2015,NUTS,2010,HU23,2,55.4
2016,NUTS,2010,HU23,2,60.4
2017,NUTS,2010,HU23,2,56.8
2018,NUTS,2010,HU23,2,54.7
2019,NUTS,2010,HU23,2,57.3
2020,NUTS,2010,HU23,2,59.1
2011,NUTS,2010,HU3,1,212.9
2012,NUTS,2010,HU3,1,219.0
2013,NUTS,2010,HU3,1,225.3
2014,NUTS,2010,HU3,1,229.4
2015,NUTS,2010,HU3,1,235.4
2016,NUTS,2010,HU3,1,241.5
2017,NUTS,2010,HU3,1,234.6
2018,NUTS,2010,HU3,1,246.0
2019,NUTS,2010,HU3,1,253.7
2020,NUTS,2010,HU3,1,247.9
2011,NUTS,2010,HU31,2,62.3
2012,NUTS,2010,HU31,2,57.2
2013,NUTS,2010,HU31,2,61.8
2014,NUTS,2010,HU31,2,63.2
2015,NUTS,2010,HU31,2,66.9
2016,NUTS,2010,HU31,2,68.4
2017,NUTS,2010,HU31,2,68.2
2018,NUTS,2010,HU31,2,68.2
2019,NUTS,2010,HU31,2,64.5
2020,NUTS,2010,HU31,2,61.8
2011,NUTS,2010,HU32,2,78.2
2012,NUTS,2010,HU32,2,85.6
2013,NUTS,2010,HU32,2,86.2
2014,NUTS,2010,HU32,2,86.6
2015,NUTS,2010,HU32,2,84.9
2016,NUTS,2010,HU32,2,85.5
2017,NUTS,2010,HU32,2,83.9
2018,NUTS,2010,HU32,2,86.9
2019,NUTS,2010,HU32,2,92.2
2020,NUTS,2010,HU32,2,92.5
2011,NUTS,2010,HU33,2,72.4
2012,NUTS,2010,HU33,2,76.2
2013,NUTS,2010,HU33,2,77.2
2014,NUTS,2010,HU33,2,79.6
2015,NUTS,2010,HU33,2,83.6
2016,NUTS,2010,HU33,2,87.6
2017,NUTS,2010,HU33,2,82.5
2018,NUTS,2010,HU33,2,90.9
2019,NUTS,2010,HU33,2,97.0
2020,NUTS,2010,HU33,2,93.6
2011,NUTS,2010,IE,0,497.3
2012,NUTS,2010,IE,0,519.1
2013,NUTS,2010,IE,0,538.2
2014,NUTS,2010,IE,0,541.9
2015,NUTS,2010,IE,0,575.8
2016,NUTS,2010,IE,0,594.3
2017,NUTS,2010,IE,0,617.8
2018,NUTS,2010,IE,0,636.1
2019,NUTS,2010,IE,0,655.7
2020,NUTS,2010,IE,0,698.6
2011,NUTS,2010,IE0,1,497.3
2012,NUTS,2010,IE0,1,519.1
2013,NUTS,2010,IE0,1,538.2
2014,NUTS,2010,IE0,1,541.9
2015,NUTS,2010,IE0,1,575.8
2016,NUTS,2010,IE0,1,594.3
2017,NUTS,2010,IE0,1,617.8
2018,NUTS,2010,IE0,1,636.1
2019,NUTS,2010,IE0,1,655.7
2020,NUTS,2010,IE0,1,698.6
2011,NUTS,2010,IE01,2,107.2
2011,NUTS,2010,IE02,2,390.1
2012,NUTS,2010,IE04,2,76.2
2013,NUTS,2010,IE04,2,82.5
2014,NUTS,2010,IE04,2,81.0
2015,NUTS,2010,IE04,2,84.0
2016,NUTS,2010,IE04,2,86.7
2017,NUTS,2010,IE04,2,90.3
2018,NUTS,2010,IE04,2,91.6
2019,NUTS,2010,IE04,2,91.9
2020,NUTS,2010,IE04,2,99.6
2012,NUTS,2010,IE05,2,149.3
2013,NUTS,2010,IE05,2,153.8
2014,NUTS,2010,IE05,2,150.4
2015,NUTS,2010,IE05,2,164.9
2016,NUTS,2010,IE05,2,172.8
2017,NUTS,2010,IE05,2,178.9
2018,NUTS,2010,IE05,2,175.1
2019,NUTS,2010,IE05,2,175.1
2020,NUTS,2010,IE05,2,192.1
2012,NUTS,2010,IE06,2,293.7
2013,NUTS,2010,IE06,2,301.8
2014,NUTS,2010,IE06,2,310.5
2015,NUTS,2010,IE06,2,326.9
2016,NUTS,2010,IE06,2,334.8
2017,NUTS,2010,IE06,2,348.6
2018,NUTS,2010,IE06,2,369.4
2019,NUTS,2010,IE06,2,388.7
2020,NUTS,2010,IE06,2,406.9
2011,NUTS,2010,IS,0,37.5
2012,NUTS,2010,IS,0,36.8
2013,NUTS,2010,IS,0,39.7
2014,NUTS,2010,IS,0,41.4
2015,NUTS,2010,IS,0,43.8
2016,NUTS,2010,IS,0,48.1
2017,NUTS,2010,IS,0,51.4
2018,NUTS,2010,IS,0,53.4
2019,NUTS,2010,IS,0,55.6
2020,NUTS,2010,IS,0,52.9
2011,NUTS,2010,IS0,1,37.5
2012,NUTS,2010,IS0,1,36.8
2013,NUTS,2010,IS0,1,39.7
2014,NUTS,2010,IS0,1,41.4
2015,NUTS,2010,IS0,1,43.8
2016,NUTS,2010,IS0,1,48.1
2017,NUTS,2010,IS0,1,51.4
2018,NUTS,2010,IS0,1,53.4
2019,NUTS,2010,IS0,1,55.6
2020,NUTS,2010,IS0,1,52.9
2011,NUTS,2010,IS00,2,37.5
2012,NUTS,2010,IS00,2,36.8
2013,NUTS,2010,IS00,2,39.7
2014,NUTS,2010,IS00,2,41.4
2015,NUTS,2010,IS00,2,43.8
2016,NUTS,2010,IS00,2,48.1
2017,NUTS,2010,IS00,2,51.4
2018,NUTS,2010,IS00,2,53.4
2019,NUTS,2010,IS00,2,55.6
2020,NUTS,2010,IS00,2,52.9
2011,NUTS,2010,IT,0,3046.9
2012,NUTS,2010,IT,0,3191.7
2013,NUTS,2010,IT,0,3329.7
2014,NUTS,2010,IT,0,3445.9
2015,NUTS,2010,IT,0,3552.5
2016,NUTS,2010,IT,0,3659.2
2017,NUTS,2010,IT,0,3865.2
2018,NUTS,2010,IT,0,3999.2
2019,NUTS,2010,IT,0,4103.5
2020,NUTS,2010,IT,0,4168.8
2011,NUTS,2010,ITC,1,897.0
2012,NUTS,2010,ITC,1,949.1
2013,NUTS,2010,ITC,1,1012.8
2014,NUTS,2010,ITC,1,1040.5
2015,NUTS,2010,ITC,1,1091.5
2016,NUTS,2010,ITC,1,1108.9
2017,NUTS,2010,ITC,1,1180.2
2018,NUTS,2010,ITC,1,1235.3
2019,NUTS,2010,ITC,1,1245.2
2020,NUTS,2010,ITC,1,1255.0
2011,NUTS,2010,ITC1,2,226.8
2012,NUTS,2010,ITC1,2,241.0
2013,NUTS,2010,ITC1,2,253.1
2014,NUTS,2010,ITC1,2,253.8
2015,NUTS,2010,ITC1,2,253.7
2016,NUTS,2010,ITC1,2,261.0
2017,NUTS,2010,ITC1,2,281.5
2018,NUTS,2010,ITC1,2,298.0
2019,NUTS,2010,ITC1,2,296.8
2020,NUTS,2010,ITC1,2,300.3
2011,NUTS,2010,ITC2,2,5.6
2012,NUTS,2010,ITC2,2,6.9
2013,NUTS,2010,ITC2,2,7.4
2014,NUTS,2010,ITC2,2,6.8
2015,NUTS,2010,ITC2,2,6.8
2016,NUTS,2010,ITC2,2,7.1
2017,NUTS,2010,ITC2,2,7.8
2018,NUTS,2010,ITC2,2,8.4
2019,NUTS,2010,ITC2,2,8.8
2020,NUTS,2010,ITC2,2,8.4
2011,NUTS,2010,ITC3,2,95.5
2012,NUTS,2010,ITC3,2,102.4
2013,NUTS,2010,ITC3,2,106.7
2014,NUTS,2010,ITC3,2,99.6
2015,NUTS,2010,ITC3,2,105.3
2016,NUTS,2010,ITC3,2,106.3
2017,NUTS,2010,ITC3,2,103.2
2018,NUTS,2010,ITC3,2,113.1
2019,NUTS,2010,ITC3,2,117.6
2020,NUTS,2010,ITC3,2,119.6
2011,NUTS,2010,ITC4,2,569.1
2012,NUTS,2010,ITC4,2,598.8
2013,NUTS,2010,ITC4,2,645.7
2014,NUTS,2010,ITC4,2,680.4
2015,NUTS,2010,ITC4,2,725.7
2016,NUTS,2010,ITC4,2,734.6
2017,NUTS,2010,ITC4,2,787.7
2018,NUTS,2010,ITC4,2,815.8
2019,NUTS,2010,ITC4,2,822.0
2020,NUTS,2010,ITC4,2,826.7
2011,NUTS,2010,ITF,1,563.2
2012,NUTS,2010,ITF,1,610.7
2013,NUTS,2010,ITF,1,633.9
2014,NUTS,2010,ITF,1,619.7
2015,NUTS,2010,ITF,1,628.1
2016,NUTS,2010,ITF,1,636.7
2017,NUTS,2010,ITF,1,660.0
2018,NUTS,2010,ITF,1,675.4
2019,NUTS,2010,ITF,1,701.7
2020,NUTS,2010,ITF,1,721.1
2011,NUTS,2010,ITF1,2,76.2
2012,NUTS,2010,ITF1,2,72.6
2013,NUTS,2010,ITF1,2,73.5
2014,NUTS,2010,ITF1,2,64.3
2015,NUTS,2010,ITF1,2,66.8
2016,NUTS,2010,ITF1,2,69.7
2017,NUTS,2010,ITF1,2,78.7
2018,NUTS,2010,ITF1,2,84.6
2019,NUTS,2010,ITF1,2,86.9
2020,NUTS,2010,ITF1,2,89.0
2011,NUTS,2010,ITF2,2,13.7
2012,NUTS,2010,ITF2,2,15.0
2013,NUTS,2010,ITF2,2,14.9
2014,NUTS,2010,ITF2,2,14.6
2015,NUTS,2010,ITF2,2,16.6
2016,NUTS,2010,ITF2,2,16.9
2017,NUTS,2010,ITF2,2,18.5
2018,NUTS,2010,ITF2,2,19.2
2019,NUTS,2010,ITF2,2,19.9
2020,NUTS,2010,ITF2,2,16.8
2011,NUTS,2010,ITF3,2,226.1
2012,NUTS,2010,ITF3,2,255.0
2013,NUTS,2010,ITF3,2,274.0
2014,NUTS,2010,ITF3,2,256.7
2015,NUTS,2010,ITF3,2,270.7
2016,NUTS,2010,ITF3,2,279.5
2017,NUTS,2010,ITF3,2,283.1
2018,NUTS,2010,ITF3,2,279.9
2019,NUTS,2010,ITF3,2,279.4
2020,NUTS,2010,ITF3,2,294.5
2011,NUTS,2010,ITF4,2,149.1
2012,NUTS,2010,ITF4,2,162.8
2013,NUTS,2010,ITF4,2,168.1
2014,NUTS,2010,ITF4,2,174.2
2015,NUTS,2010,ITF4,2,163.0
2016,NUTS,2010,ITF4,2,161.8
2017,NUTS,2010,ITF4,2,168.5
2018,NUTS,2010,ITF4,2,187.7
2019,NUTS,2010,ITF4,2,199.2
2020,NUTS,2010,ITF4,2,199.7
2011,NUTS,2010,ITF5,2,22.1
2012,NUTS,2010,ITF5,2,24.5
2013,NUTS,2010,ITF5,2,27.0
2014,NUTS,2010,ITF5,2,26.8
2015,NUTS,2010,ITF5,2,27.9
2016,NUTS,2010,ITF5,2,27.8
2017,NUTS,2010,ITF5,2,28.5
2018,NUTS,2010,ITF5,2,26.5
2019,NUTS,2010,ITF5,2,27.3
2020,NUTS,2010,ITF5,2,29.7
2011,NUTS,2010,ITF6,2,76.0
2012,NUTS,2010,ITF6,2,80.8
2013,NUTS,2010,ITF6,2,76.4
2014,NUTS,2010,ITF6,2,83.1
2015,NUTS,2010,ITF6,2,83.1
2016,NUTS,2010,ITF6,2,80.9
2017,NUTS,2010,ITF6,2,82.7
2018,NUTS,2010,ITF6,2,77.5
2019,NUTS,2010,ITF6,2,89.1
2020,NUTS,2010,ITF6,2,91.4
2011,NUTS,2010,ITG,1,273.0
2012,NUTS,2010,ITG,1,279.9
2013,NUTS,2010,ITG,1,274.7
2014,NUTS,2010,ITG,1,269.9
2015,NUTS,2010,ITG,1,289.1
2016,NUTS,2010,ITG,1,295.9
2017,NUTS,2010,ITG,1,306.5
2018,NUTS,2010,ITG,1,302.7
2019,NUTS,2010,ITG,1,315.3
2020,NUTS,2010,ITG,1,331.6
2011,NUTS,2010,ITG1,2,194.4
2012,NUTS,2010,ITG1,2,198.7
2013,NUTS,2010,ITG1,2,200.6
2014,NUTS,2010,ITG1,2,196.5
2015,NUTS,2010,ITG1,2,201.1
2016,NUTS,2010,ITG1,2,206.0
2017,NUTS,2010,ITG1,2,215.7
2018,NUTS,2010,ITG1,2,217.2
2019,NUTS,2010,ITG1,2,218.5
2020,NUTS,2010,ITG1,2,231.5
2011,NUTS,2010,ITG2,2,78.6
2012,NUTS,2010,ITG2,2,81.2
2013,NUTS,2010,ITG2,2,74.1
2014,NUTS,2010,ITG2,2,73.5
2015,NUTS,2010,ITG2,2,88.0
2016,NUTS,2010,ITG2,2,89.9
2017,NUTS,2010,ITG2,2,90.8
2018,NUTS,2010,ITG2,2,85.5
2019,NUTS,2010,ITG2,2,96.8
