year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_hes_rse_t
2011,NUTS,2010,ME,0,918.0
2013,NUTS,2010,ME,0,950.0
2014,NUTS,2010,ME,0,1069.0
2015,NUTS,2010,ME,0,1001.0
2016,NUTS,2010,ME,0,1006.0
2017,NUTS,2010,ME,0,911.0
2018,NUTS,2010,ME,0,886.0
2019,NUTS,2010,ME,0,858.0
2005,NUTS,2010,MK,0,1553.0
2006,NUTS,2010,MK,0,1345.0
2007,NUTS,2010,MK,0,1360.0
2008,NUTS,2010,MK,0,1189.0
2009,NUTS,2010,MK,0,1088.0
2010,NUTS,2010,MK,0,1256.0
2011,NUTS,2010,MK,0,1383.0
2012,NUTS,2010,MK,0,1658.0
2015,NUTS,2010,MK,0,2965.0
2016,NUTS,2010,MK,0,2765.0
2017,NUTS,2010,MK,0,2465.0
2018,NUTS,2010,MK,0,2581.0
2019,NUTS,2010,MK,0,2466.0
2002,NUTS,2010,MT,0,609.0
2003,NUTS,2010,MT,0,639.0
2004,NUTS,2010,MT,0,648.0
2005,NUTS,2010,MT,0,676.0
2006,NUTS,2010,MT,0,714.0
2007,NUTS,2010,MT,0,709.0
2008,NUTS,2010,MT,0,768.0
2009,NUTS,2010,MT,0,621.0
2010,NUTS,2010,MT,0,671.0
2011,NUTS,2010,MT,0,665.0
2012,NUTS,2010,MT,0,756.0
2013,NUTS,2010,MT,0,806.0
2014,NUTS,2010,MT,0,849.0
2015,NUTS,2010,MT,0,863.0
2016,NUTS,2010,MT,0,853.0
2017,NUTS,2010,MT,0,923.0
2018,NUTS,2010,MT,0,945.0
2019,NUTS,2010,MT,0,1017.0
1999,NUTS,2010,NL,0,18149.0
2000,NUTS,2010,NL,0,18774.0
2001,NUTS,2010,NL,0,19115.0
2002,NUTS,2010,NL,0,19399.0
2003,NUTS,2010,NL,0,20144.0
2004,NUTS,2010,NL,0,20778.0
2005,NUTS,2010,NL,0,20754.0
2006,NUTS,2010,NL,0,20852.0
2007,NUTS,2010,NL,0,21023.0
2008,NUTS,2010,NL,0,21677.0
2009,NUTS,2010,NL,0,22557.0
2010,NUTS,2010,NL,0,23450.0
2011,NUTS,2010,NL,0,24385.0
2012,NUTS,2010,NL,0,24403.0
2013,NUTS,2010,NL,0,24590.0
2014,NUTS,2010,NL,0,25396.0
2015,NUTS,2010,NL,0,25810.0
2016,NUTS,2010,NL,0,25563.0
2017,NUTS,2010,NL,0,26100.0
2018,NUTS,2010,NL,0,26357.0
2019,NUTS,2010,NL,0,27766.0
2002,NUTS,2010,NL1,1,1178.0
2002,NUTS,2010,NL11,2,1178.0
2002,NUTS,2010,NL2,1,2364.0
2002,NUTS,2010,NL21,2,529.0
2002,NUTS,2010,NL22,2,1835.0
2002,NUTS,2010,NL3,1,7587.0
2005,NUTS,2010,NL3,1,12180.0
2007,NUTS,2010,NL3,1,12422.0
2009,NUTS,2010,NL3,1,13349.0
2011,NUTS,2010,NL3,1,13843.0
2012,NUTS,2010,NL3,1,13845.0
2002,NUTS,2010,NL31,2,1747.0
2002,NUTS,2010,NL32,2,2618.0
2002,NUTS,2010,NL33,2,3222.0
2002,NUTS,2010,NL4,1,1524.0
2002,NUTS,2010,NL41,2,832.0
2002,NUTS,2010,NL42,2,692.0
1993,NUTS,2010,NO,0,9348.0
1995,NUTS,2010,NO,0,12652.0
1997,NUTS,2010,NO,0,13785.0
1999,NUTS,2010,NO,0,14364.0
2001,NUTS,2010,NO,0,15164.0
2003,NUTS,2010,NO,0,16216.0
2005,NUTS,2010,NO,0,18087.0
2007,NUTS,2010,NO,0,19812.0
2008,NUTS,2010,NO,0,20590.0
2009,NUTS,2010,NO,0,21315.0
2010,NUTS,2010,NO,0,21643.0
2011,NUTS,2010,NO,0,21812.0
2012,NUTS,2010,NO,0,21901.0
2013,NUTS,2010,NO,0,22588.0
2014,NUTS,2010,NO,0,23404.0
2015,NUTS,2010,NO,0,24604.0
2016,NUTS,2010,NO,0,25538.0
2017,NUTS,2010,NO,0,27093.0
2018,NUTS,2010,NO,0,27843.0
2019,NUTS,2010,NO,0,28821.0
1993,NUTS,2010,NO0,1,9348.0
1995,NUTS,2010,NO0,1,12652.0
1997,NUTS,2010,NO0,1,13785.0
1999,NUTS,2010,NO0,1,14364.0
2001,NUTS,2010,NO0,1,15164.0
2003,NUTS,2010,NO0,1,16216.0
2005,NUTS,2010,NO0,1,18087.0
2007,NUTS,2010,NO0,1,19812.0
2008,NUTS,2010,NO0,1,20590.0
2009,NUTS,2010,NO0,1,21315.0
2010,NUTS,2010,NO0,1,21643.0
2011,NUTS,2010,NO0,1,21812.0
2012,NUTS,2010,NO0,1,21901.0
2013,NUTS,2010,NO0,1,22588.0
2014,NUTS,2010,NO0,1,23404.0
2015,NUTS,2010,NO0,1,24604.0
2017,NUTS,2010,NO0,1,27093.0
2018,NUTS,2010,NO0,1,27843.0
2019,NUTS,2010,NO0,1,28821.0
2001,NUTS,2010,NO01,2,5847.0
2003,NUTS,2010,NO01,2,6088.0
2005,NUTS,2010,NO01,2,6559.0
2007,NUTS,2010,NO01,2,7094.0
2008,NUTS,2010,NO01,2,7290.0
2009,NUTS,2010,NO01,2,7729.0
2010,NUTS,2010,NO01,2,7735.0
2011,NUTS,2010,NO01,2,7698.0
2012,NUTS,2010,NO01,2,7682.0
2013,NUTS,2010,NO01,2,7965.0
2014,NUTS,2010,NO01,2,8390.0
2015,NUTS,2010,NO01,2,8821.0
2017,NUTS,2010,NO01,2,9577.0
2018,NUTS,2010,NO01,2,9772.0
2019,NUTS,2010,NO01,2,10133.0
2001,NUTS,2010,NO02,2,401.0
2003,NUTS,2010,NO02,2,401.0
2005,NUTS,2010,NO02,2,461.0
2007,NUTS,2010,NO02,2,544.0
2008,NUTS,2010,NO02,2,587.0
2009,NUTS,2010,NO02,2,581.0
2010,NUTS,2010,NO02,2,620.0
2011,NUTS,2010,NO02,2,629.0
2012,NUTS,2010,NO02,2,637.0
2013,NUTS,2010,NO02,2,703.0
2014,NUTS,2010,NO02,2,742.0
2015,NUTS,2010,NO02,2,775.0
2017,NUTS,2010,NO02,2,771.0
2018,NUTS,2010,NO02,2,794.0
2019,NUTS,2010,NO02,2,829.0
2001,NUTS,2010,NO03,2,812.0
2003,NUTS,2010,NO03,2,843.0
2005,NUTS,2010,NO03,2,908.0
2007,NUTS,2010,NO03,2,1019.0
2008,NUTS,2010,NO03,2,1087.0
2009,NUTS,2010,NO03,2,1076.0
2010,NUTS,2010,NO03,2,1119.0
2011,NUTS,2010,NO03,2,1129.0
2012,NUTS,2010,NO03,2,1165.0
2013,NUTS,2010,NO03,2,1182.0
2014,NUTS,2010,NO03,2,1209.0
2015,NUTS,2010,NO03,2,1300.0
2017,NUTS,2010,NO03,2,1448.0
2018,NUTS,2010,NO03,2,1521.0
2019,NUTS,2010,NO03,2,1572.0
2001,NUTS,2010,NO04,2,974.0
2003,NUTS,2010,NO04,2,1033.0
2005,NUTS,2010,NO04,2,1159.0
2007,NUTS,2010,NO04,2,1338.0
2008,NUTS,2010,NO04,2,1440.0
2009,NUTS,2010,NO04,2,1552.0
2010,NUTS,2010,NO04,2,1544.0
2011,NUTS,2010,NO04,2,1499.0
2012,NUTS,2010,NO04,2,1596.0
2013,NUTS,2010,NO04,2,1652.0
2014,NUTS,2010,NO04,2,1699.0
2015,NUTS,2010,NO04,2,1836.0
2017,NUTS,2010,NO04,2,2101.0
2018,NUTS,2010,NO04,2,2093.0
2019,NUTS,2010,NO04,2,2198.0
2001,NUTS,2010,NO05,2,2766.0
2003,NUTS,2010,NO05,2,3064.0
2005,NUTS,2010,NO05,2,3501.0
2007,NUTS,2010,NO05,2,4131.0
2008,NUTS,2010,NO05,2,4199.0
2009,NUTS,2010,NO05,2,4107.0
2010,NUTS,2010,NO05,2,4101.0
2011,NUTS,2010,NO05,2,4182.0
2012,NUTS,2010,NO05,2,4296.0
2013,NUTS,2010,NO05,2,4278.0
2014,NUTS,2010,NO05,2,4431.0
2015,NUTS,2010,NO05,2,4554.0
2017,NUTS,2010,NO05,2,5000.0
2018,NUTS,2010,NO05,2,5211.0
2019,NUTS,2010,NO05,2,5415.0
2001,NUTS,2010,NO06,2,2667.0
2003,NUTS,2010,NO06,2,2988.0
2005,NUTS,2010,NO06,2,3453.0
2007,NUTS,2010,NO06,2,3415.0
2008,NUTS,2010,NO06,2,3586.0
2009,NUTS,2010,NO06,2,3832.0
2010,NUTS,2010,NO06,2,4031.0
2011,NUTS,2010,NO06,2,4205.0
2012,NUTS,2010,NO06,2,4001.0
2013,NUTS,2010,NO06,2,4187.0
2014,NUTS,2010,NO06,2,4256.0
2015,NUTS,2010,NO06,2,4469.0
2017,NUTS,2010,NO06,2,5033.0
2018,NUTS,2010,NO06,2,5221.0
2019,NUTS,2010,NO06,2,5402.0
2001,NUTS,2010,NO07,2,1697.0
2003,NUTS,2010,NO07,2,1799.0
2005,NUTS,2010,NO07,2,2046.0
2007,NUTS,2010,NO07,2,2271.0
2008,NUTS,2010,NO07,2,2401.0
2009,NUTS,2010,NO07,2,2438.0
2010,NUTS,2010,NO07,2,2493.0
2011,NUTS,2010,NO07,2,2470.0
2012,NUTS,2010,NO07,2,2524.0
2013,NUTS,2010,NO07,2,2621.0
2014,NUTS,2010,NO07,2,2677.0
2015,NUTS,2010,NO07,2,2849.0
2017,NUTS,2010,NO07,2,3163.0
2018,NUTS,2010,NO07,2,3231.0
2019,NUTS,2010,NO07,2,3272.0
1994,NUTS,2010,PL,0,46788.0
1995,NUTS,2010,PL,0,50564.0
1996,NUTS,2010,PL,0,56654.0
1997,NUTS,2010,PL,0,58919.0
1998,NUTS,2010,PL,0,60363.0
1999,NUTS,2010,PL,0,61604.0
2000,NUTS,2010,PL,0,63997.0
2001,NUTS,2010,PL,0,66217.0
2002,NUTS,2010,PL,0,68587.0
2003,NUTS,2010,PL,0,70969.0
2004,NUTS,2010,PL,0,71906.0
2005,NUTS,2010,PL,0,72261.0
2006,NUTS,2010,PL,0,70331.0
2007,NUTS,2010,PL,0,70723.0
2008,NUTS,2010,PL,0,70371.0
2009,NUTS,2010,PL,0,70592.0
2010,NUTS,2010,PL,0,70829.0
2011,NUTS,2010,PL,0,70235.0
2012,NUTS,2010,PL,0,68923.0
2013,NUTS,2010,PL,0,69027.0
2014,NUTS,2010,PL,0,70771.0
2015,NUTS,2010,PL,0,70658.0
2016,NUTS,2010,PL,0,79010.0
2017,NUTS,2010,PL,0,111163.0
2018,NUTS,2010,PL,0,112754.0
2019,NUTS,2010,PL,0,110004.0
2000,NUTS,2010,PL1,1,14395.0
2001,NUTS,2010,PL1,1,14384.0
2002,NUTS,2010,PL1,1,14643.0
2003,NUTS,2010,PL1,1,15306.0
2004,NUTS,2010,PL1,1,15764.0
2005,NUTS,2010,PL1,1,15940.0
2006,NUTS,2010,PL1,1,15921.0
2007,NUTS,2010,PL1,1,16626.0
2008,NUTS,2010,PL1,1,16456.0
2009,NUTS,2010,PL1,1,16678.0
2011,NUTS,2010,PL1,1,16641.0
2012,NUTS,2010,PL1,1,16875.0
2013,NUTS,2010,PL1,1,16098.0
2014,NUTS,2010,PL1,1,16512.0
2015,NUTS,2010,PL1,1,16854.0
2000,NUTS,2010,PL11,2,4874.0
2001,NUTS,2010,PL11,2,4551.0
2002,NUTS,2010,PL11,2,4337.0
2003,NUTS,2010,PL11,2,4292.0
2004,NUTS,2010,PL11,2,4470.0
2005,NUTS,2010,PL11,2,4603.0
2006,NUTS,2010,PL11,2,4769.0
2007,NUTS,2010,PL11,2,5182.0
2008,NUTS,2010,PL11,2,4914.0
2009,NUTS,2010,PL11,2,5261.0
2011,NUTS,2010,PL11,2,4810.0
2012,NUTS,2010,PL11,2,5530.0
2013,NUTS,2010,PL11,2,4645.0
2014,NUTS,2010,PL11,2,4632.0
2015,NUTS,2010,PL11,2,4734.0
2000,NUTS,2010,PL12,2,9521.0
2001,NUTS,2010,PL12,2,9833.0
2002,NUTS,2010,PL12,2,10306.0
2003,NUTS,2010,PL12,2,11014.0
2004,NUTS,2010,PL12,2,11294.0
2005,NUTS,2010,PL12,2,11337.0
2006,NUTS,2010,PL12,2,11152.0
2007,NUTS,2010,PL12,2,11444.0
2008,NUTS,2010,PL12,2,11542.0
2009,NUTS,2010,PL12,2,11417.0
2010,NUTS,2010,PL12,2,11985.0
2011,NUTS,2010,PL12,2,11831.0
2012,NUTS,2010,PL12,2,11345.0
2013,NUTS,2010,PL12,2,11453.0
2014,NUTS,2010,PL12,2,11880.0
2015,NUTS,2010,PL12,2,12120.0
2000,NUTS,2010,PL2,1,14045.0
2001,NUTS,2010,PL2,1,15024.0
2002,NUTS,2010,PL2,1,17262.0
2003,NUTS,2010,PL2,1,17757.0
2004,NUTS,2010,PL2,1,17881.0
2005,NUTS,2010,PL2,1,17893.0
2006,NUTS,2010,PL2,1,16609.0
2007,NUTS,2010,PL2,1,16201.0
2008,NUTS,2010,PL2,1,16273.0
2009,NUTS,2010,PL2,1,16023.0
2010,NUTS,2010,PL2,1,16026.0
2011,NUTS,2010,PL2,1,16296.0
2012,NUTS,2010,PL2,1,16129.0
2013,NUTS,2010,PL2,1,16215.0
2014,NUTS,2010,PL2,1,16983.0
2015,NUTS,2010,PL2,1,16833.0
2016,NUTS,2010,PL2,1,18573.0
2017,NUTS,2010,PL2,1,25621.0
2018,NUTS,2010,PL2,1,26301.0
2019,NUTS,2010,PL2,1,27608.0
2000,NUTS,2010,PL21,2,8916.0
2001,NUTS,2010,PL21,2,8603.0
2002,NUTS,2010,PL21,2,10966.0
2003,NUTS,2010,PL21,2,10827.0
2004,NUTS,2010,PL21,2,10906.0
2005,NUTS,2010,PL21,2,10582.0
2006,NUTS,2010,PL21,2,9331.0
2007,NUTS,2010,PL21,2,9181.0
2008,NUTS,2010,PL21,2,9302.0
2009,NUTS,2010,PL21,2,9571.0
2010,NUTS,2010,PL21,2,9410.0
2011,NUTS,2010,PL21,2,9507.0
2012,NUTS,2010,PL21,2,9356.0
2013,NUTS,2010,PL21,2,9545.0
2014,NUTS,2010,PL21,2,10105.0
2015,NUTS,2010,PL21,2,10045.0
2016,NUTS,2010,PL21,2,11044.0
2017,NUTS,2010,PL21,2,16507.0
2018,NUTS,2010,PL21,2,16910.0
2019,NUTS,2010,PL21,2,15862.0
2000,NUTS,2010,PL22,2,5129.0
2001,NUTS,2010,PL22,2,6421.0
2002,NUTS,2010,PL22,2,6296.0
2003,NUTS,2010,PL22,2,6930.0
2004,NUTS,2010,PL22,2,6975.0
2005,NUTS,2010,PL22,2,7311.0
2006,NUTS,2010,PL22,2,7278.0
2007,NUTS,2010,PL22,2,7020.0
2008,NUTS,2010,PL22,2,6971.0
2009,NUTS,2010,PL22,2,6452.0
2010,NUTS,2010,PL22,2,6616.0
2011,NUTS,2010,PL22,2,6789.0
2012,NUTS,2010,PL22,2,6773.0
2013,NUTS,2010,PL22,2,6670.0
2014,NUTS,2010,PL22,2,6878.0
2015,NUTS,2010,PL22,2,6788.0
2016,NUTS,2010,PL22,2,7529.0
2017,NUTS,2010,PL22,2,9114.0
2018,NUTS,2010,PL22,2,9391.0
2019,NUTS,2010,PL22,2,11746.0
2000,NUTS,2010,PL3,1,8677.0
2001,NUTS,2010,PL3,1,9774.0
2002,NUTS,2010,PL3,1,9205.0
2003,NUTS,2010,PL3,1,9547.0
2004,NUTS,2010,PL3,1,9769.0
2005,NUTS,2010,PL3,1,10296.0
2006,NUTS,2010,PL3,1,9919.0
2007,NUTS,2010,PL3,1,9865.0
2008,NUTS,2010,PL3,1,10459.0
2009,NUTS,2010,PL3,1,10294.0
2011,NUTS,2010,PL3,1,10002.0
2012,NUTS,2010,PL3,1,9446.0
2013,NUTS,2010,PL3,1,9830.0
2014,NUTS,2010,PL3,1,10040.0
2015,NUTS,2010,PL3,1,9891.0
2000,NUTS,2010,PL31,2,4827.0
2001,NUTS,2010,PL31,2,4942.0
2002,NUTS,2010,PL31,2,4845.0
2003,NUTS,2010,PL31,2,4909.0
2004,NUTS,2010,PL31,2,5146.0
2005,NUTS,2010,PL31,2,5270.0
2006,NUTS,2010,PL31,2,5218.0
2007,NUTS,2010,PL31,2,5050.0
2008,NUTS,2010,PL31,2,5205.0
2009,NUTS,2010,PL31,2,5199.0
2010,NUTS,2010,PL31,2,5076.0
2011,NUTS,2010,PL31,2,5048.0
2012,NUTS,2010,PL31,2,5212.0
2013,NUTS,2010,PL31,2,4804.0
2014,NUTS,2010,PL31,2,4916.0
2015,NUTS,2010,PL31,2,4751.0
2000,NUTS,2010,PL32,2,1289.0
2004,NUTS,2010,PL32,2,1672.0
2005,NUTS,2010,PL32,2,1697.0
2006,NUTS,2010,PL32,2,1682.0
2007,NUTS,2010,PL32,2,1782.0
2008,NUTS,2010,PL32,2,1892.0
2009,NUTS,2010,PL32,2,1899.0
2010,NUTS,2010,PL32,2,2032.0
2011,NUTS,2010,PL32,2,1942.0
2012,NUTS,2010,PL32,2,1975.0
2013,NUTS,2010,PL32,2,2109.0
2014,NUTS,2010,PL32,2,2149.0
2015,NUTS,2010,PL32,2,2149.0
2007,NUTS,2010,PL33,2,1075.0
2008,NUTS,2010,PL33,2,1254.0
2012,NUTS,2010,PL33,2,323.0
2013,NUTS,2010,PL33,2,927.0
2001,NUTS,2010,PL34,2,1922.0
2002,NUTS,2010,PL34,2,1893.0
2007,NUTS,2010,PL34,2,1958.0
2008,NUTS,2010,PL34,2,2108.0
2009,NUTS,2010,PL34,2,2078.0
2010,NUTS,2010,PL34,2,1945.0
2012,NUTS,2010,PL34,2,1936.0
2013,NUTS,2010,PL34,2,1990.0
2000,NUTS,2010,PL4,1,10461.0
2001,NUTS,2010,PL4,1,10367.0
2002,NUTS,2010,PL4,1,10678.0
2003,NUTS,2010,PL4,1,10594.0
2004,NUTS,2010,PL4,1,10694.0
2005,NUTS,2010,PL4,1,10812.0
2006,NUTS,2010,PL4,1,10749.0
2007,NUTS,2010,PL4,1,10778.0
2008,NUTS,2010,PL4,1,10634.0
2009,NUTS,2010,PL4,1,10844.0
2011,NUTS,2010,PL4,1,10734.0
2012,NUTS,2010,PL4,1,10070.0
2013,NUTS,2010,PL4,1,10106.0
2014,NUTS,2010,PL4,1,10491.0
2015,NUTS,2010,PL4,1,10315.0
2016,NUTS,2010,PL4,1,10967.0
2017,NUTS,2010,PL4,1,14690.0
2018,NUTS,2010,PL4,1,14329.0
2019,NUTS,2010,PL4,1,12247.0
2000,NUTS,2010,PL41,2,6290.0
2001,NUTS,2010,PL41,2,6268.0
2002,NUTS,2010,PL41,2,6709.0
2003,NUTS,2010,PL41,2,6703.0
2004,NUTS,2010,PL41,2,6828.0
2005,NUTS,2010,PL41,2,6830.0
2006,NUTS,2010,PL41,2,7095.0
2007,NUTS,2010,PL41,2,7076.0
2008,NUTS,2010,PL41,2,7073.0
2009,NUTS,2010,PL41,2,7325.0
2010,NUTS,2010,PL41,2,7284.0
2011,NUTS,2010,PL41,2,7051.0
2012,NUTS,2010,PL41,2,6316.0
2013,NUTS,2010,PL41,2,6427.0
2014,NUTS,2010,PL41,2,6711.0
2015,NUTS,2010,PL41,2,6579.0
2016,NUTS,2010,PL41,2,7275.0
2017,NUTS,2010,PL41,2,9384.0
2018,NUTS,2010,PL41,2,9376.0
2019,NUTS,2010,PL41,2,8046.0
2001,NUTS,2010,PL42,2,2992.0
2005,NUTS,2010,PL42,2,2928.0
2007,NUTS,2010,PL42,2,2801.0
2008,NUTS,2010,PL42,2,2672.0
2009,NUTS,2010,PL42,2,2702.0
2010,NUTS,2010,PL42,2,2679.0
2011,NUTS,2010,PL42,2,2803.0
2012,NUTS,2010,PL42,2,2893.0
2014,NUTS,2010,PL42,2,2917.0
2015,NUTS,2010,PL42,2,2892.0
2016,NUTS,2010,PL42,2,2878.0
2017,NUTS,2010,PL42,2,4157.0
2001,NUTS,2010,PL43,2,1107.0
2007,NUTS,2010,PL43,2,901.0
2008,NUTS,2010,PL43,2,889.0
2012,NUTS,2010,PL43,2,861.0
2014,NUTS,2010,PL43,2,863.0
2015,NUTS,2010,PL43,2,844.0
2016,NUTS,2010,PL43,2,814.0
2017,NUTS,2010,PL43,2,1149.0
2000,NUTS,2010,PL5,1,7654.0
2001,NUTS,2010,PL5,1,7883.0
2002,NUTS,2010,PL5,1,7805.0
2003,NUTS,2010,PL5,1,8132.0
2004,NUTS,2010,PL5,1,8048.0
2005,NUTS,2010,PL5,1,7678.0
2006,NUTS,2010,PL5,1,7294.0
2007,NUTS,2010,PL5,1,7442.0
2008,NUTS,2010,PL5,1,7226.0
2009,NUTS,2010,PL5,1,7176.0
2011,NUTS,2010,PL5,1,7117.0
2012,NUTS,2010,PL5,1,7024.0
2013,NUTS,2010,PL5,1,7252.0
2014,NUTS,2010,PL5,1,7036.0
2015,NUTS,2010,PL5,1,7212.0
2016,NUTS,2010,PL5,1,7779.0
2017,NUTS,2010,PL5,1,10999.0
2018,NUTS,2010,PL5,1,10792.0
2019,NUTS,2010,PL5,1,10094.0
2005,NUTS,2010,PL51,2,6598.0
2007,NUTS,2010,PL51,2,6277.0
2008,NUTS,2010,PL51,2,6168.0
2009,NUTS,2010,PL51,2,6083.0
2010,NUTS,2010,PL51,2,6039.0
2012,NUTS,2010,PL51,2,5942.0
2013,NUTS,2010,PL51,2,6184.0
2014,NUTS,2010,PL51,2,5910.0
2015,NUTS,2010,PL51,2,6118.0
2016,NUTS,2010,PL51,2,6739.0
2017,NUTS,2010,PL51,2,9554.0
2018,NUTS,2010,PL51,2,9535.0
2019,NUTS,2010,PL51,2,8952.0
2007,NUTS,2010,PL52,2,1165.0
2008,NUTS,2010,PL52,2,1058.0
2009,NUTS,2010,PL52,2,1093.0
2012,NUTS,2010,PL52,2,1082.0
2013,NUTS,2010,PL52,2,1068.0
2014,NUTS,2010,PL52,2,1126.0
2015,NUTS,2010,PL52,2,1094.0
2016,NUTS,2010,PL52,2,1040.0
2017,NUTS,2010,PL52,2,1445.0
2018,NUTS,2010,PL52,2,1257.0
2019,NUTS,2010,PL52,2,1142.0
2000,NUTS,2010,PL6,1,8765.0
2001,NUTS,2010,PL6,1,8785.0
2002,NUTS,2010,PL6,1,8994.0
2003,NUTS,2010,PL6,1,9633.0
2004,NUTS,2010,PL6,1,9750.0
2005,NUTS,2010,PL6,1,9642.0
2006,NUTS,2010,PL6,1,9839.0
2007,NUTS,2010,PL6,1,9811.0
2008,NUTS,2010,PL6,1,9323.0
2009,NUTS,2010,PL6,1,9577.0
2011,NUTS,2010,PL6,1,9445.0
2012,NUTS,2010,PL6,1,9379.0
2013,NUTS,2010,PL6,1,9526.0
2014,NUTS,2010,PL6,1,9709.0
2015,NUTS,2010,PL6,1,9553.0
2016,NUTS,2010,PL6,1,10018.0
2017,NUTS,2010,PL6,1,14124.0
2018,NUTS,2010,PL6,1,14219.0
2019,NUTS,2010,PL6,1,14152.0
2005,NUTS,2010,PL61,2,3537.0
2006,NUTS,2010,PL61,2,3531.0
2007,NUTS,2010,PL61,2,3741.0
2008,NUTS,2010,PL61,2,3124.0
2009,NUTS,2010,PL61,2,3119.0
2010,NUTS,2010,PL61,2,3154.0
2012,NUTS,2010,PL61,2,3160.0
2013,NUTS,2010,PL61,2,3186.0
2014,NUTS,2010,PL61,2,3301.0
2015,NUTS,2010,PL61,2,3253.0
2016,NUTS,2010,PL61,2,3295.0
2017,NUTS,2010,PL61,2,5230.0
2005,NUTS,2010,PL62,2,1718.0
2006,NUTS,2010,PL62,2,1720.0
2007,NUTS,2010,PL62,2,1733.0
2008,NUTS,2010,PL62,2,1845.0
2012,NUTS,2010,PL62,2,1820.0
2013,NUTS,2010,PL62,2,1835.0
2014,NUTS,2010,PL62,2,1933.0
2015,NUTS,2010,PL62,2,1893.0
2016,NUTS,2010,PL62,2,2019.0
2017,NUTS,2010,PL62,2,2466.0
2000,NUTS,2010,PL63,2,4224.0
2001,NUTS,2010,PL63,2,4116.0
2002,NUTS,2010,PL63,2,4067.0
2003,NUTS,2010,PL63,2,4572.0
2004,NUTS,2010,PL63,2,4559.0
2005,NUTS,2010,PL63,2,4387.0
2006,NUTS,2010,PL63,2,4588.0
2007,NUTS,2010,PL63,2,4337.0
2008,NUTS,2010,PL63,2,4354.0
2009,NUTS,2010,PL63,2,4708.0
2010,NUTS,2010,PL63,2,4633.0
2011,NUTS,2010,PL63,2,4476.0
2012,NUTS,2010,PL63,2,4399.0
2013,NUTS,2010,PL63,2,4505.0
2014,NUTS,2010,PL63,2,4475.0
2015,NUTS,2010,PL63,2,4407.0
2016,NUTS,2010,PL63,2,4704.0
2017,NUTS,2010,PL63,2,6428.0
2018,NUTS,2010,PL63,2,6616.0
2019,NUTS,2010,PL63,2,6212.0
2016,NUTS,2010,PL7,1,6214.0
2017,NUTS,2010,PL7,1,9209.0
2018,NUTS,2010,PL7,1,8219.0
2019,NUTS,2010,PL7,1,8422.0
2017,NUTS,2010,PL71,2,7614.0
2018,NUTS,2010,PL71,2,6614.0
2019,NUTS,2010,PL71,2,6889.0
2017,NUTS,2010,PL72,2,1595.0
2018,NUTS,2010,PL72,2,1605.0
2019,NUTS,2010,PL72,2,1533.0
2016,NUTS,2010,PL8,1,9323.0
2017,NUTS,2010,PL8,1,12665.0
2018,NUTS,2010,PL8,1,13720.0
2019,NUTS,2010,PL8,1,12373.0
2016,NUTS,2010,PL81,2,5177.0
2017,NUTS,2010,PL81,2,7517.0
2018,NUTS,2010,PL81,2,8794.0
2019,NUTS,2010,PL81,2,7279.0
2016,NUTS,2010,PL82,2,2158.0
2017,NUTS,2010,PL82,2,2415.0
2018,NUTS,2010,PL82,2,2163.0
2019,NUTS,2010,PL82,2,2240.0
2016,NUTS,2010,PL84,2,1988.0
2017,NUTS,2010,PL84,2,2733.0
2018,NUTS,2010,PL84,2,2763.0
2019,NUTS,2010,PL84,2,2854.0
2016,NUTS,2010,PL9,1,16136.0
2017,NUTS,2010,PL9,1,23855.0
2018,NUTS,2010,PL9,1,25174.0
2019,NUTS,2010,PL9,1,25108.0
2016,NUTS,2010,PL91,2,15297.0
2017,NUTS,2010,PL91,2,22847.0
2018,NUTS,2010,PL91,2,24127.0
2019,NUTS,2010,PL91,2,24190.0
2016,NUTS,2010,PL92,2,839.0
2017,NUTS,2010,PL92,2,1008.0
2018,NUTS,2010,PL92,2,1047.0
2019,NUTS,2010,PL92,2,918.0
1982,NUTS,2010,PT,0,2316.0
1983,NUTS,2010,PT,0,2861.0
1984,NUTS,2010,PT,0,3405.0
1985,NUTS,2010,PT,0,4287.0
1986,NUTS,2010,PT,0,5168.0
1987,NUTS,2010,PT,0,5640.0
1988,NUTS,2010,PT,0,6111.0
1989,NUTS,2010,PT,0,6713.0
1990,NUTS,2010,PT,0,7315.0
1991,NUTS,2010,PT,0,8362.0
1992,NUTS,2010,PT,0,9408.0
1993,NUTS,2010,PT,0,9774.0
1994,NUTS,2010,PT,0,10385.0
1995,NUTS,2010,PT,0,11001.0
1996,NUTS,2010,PT,0,12197.0
1997,NUTS,2010,PT,0,13393.0
1998,NUTS,2010,PT,0,14755.0
1999,NUTS,2010,PT,0,16117.0
2000,NUTS,2010,PT,0,16697.0
2001,NUTS,2010,PT,0,17276.0
2002,NUTS,2010,PT,0,18591.0
2003,NUTS,2010,PT,0,19906.0
2004,NUTS,2010,PT,0,20645.0
2005,NUTS,2010,PT,0,21384.0
2006,NUTS,2010,PT,0,24044.0
2007,NUTS,2010,PT,0,26703.0
2008,NUTS,2010,PT,0,46456.0
2009,NUTS,2010,PT,0,46717.0
2010,NUTS,2010,PT,0,48677.0
2011,NUTS,2010,PT,0,47017.0
2012,NUTS,2010,PT,0,48007.0
2013,NUTS,2010,PT,0,52827.0
2014,NUTS,2010,PT,0,51924.0
