year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_hes_rse_t
2015,NUTS,2010,PT,0,52325.0
2016,NUTS,2010,PT,0,54248.0
2017,NUTS,2010,PT,0,54307.0
2018,NUTS,2010,PT,0,57532.0
2019,NUTS,2010,PT,0,57416.0
2020,NUTS,2010,PT,0,55476.0
2000,NUTS,2010,PT1,1,16202.0
2001,NUTS,2010,PT1,1,16836.0
2002,NUTS,2010,PT1,1,18144.0
2003,NUTS,2010,PT1,1,19451.0
2004,NUTS,2010,PT1,1,20198.0
2005,NUTS,2010,PT1,1,20945.0
2006,NUTS,2010,PT1,1,23587.0
2007,NUTS,2010,PT1,1,26229.0
2008,NUTS,2010,PT1,1,45597.0
2009,NUTS,2010,PT1,1,46057.0
2010,NUTS,2010,PT1,1,48007.0
2011,NUTS,2010,PT1,1,46396.0
2012,NUTS,2010,PT1,1,47423.0
2013,NUTS,2010,PT1,1,52157.0
2014,NUTS,2010,PT1,1,51189.0
2015,NUTS,2010,PT1,1,51613.0
2016,NUTS,2010,PT1,1,53514.0
2017,NUTS,2010,PT1,1,53579.0
2018,NUTS,2010,PT1,1,56790.0
2019,NUTS,2010,PT1,1,56718.0
2020,NUTS,2010,PT1,1,54809.0
2000,NUTS,2010,PT11,2,4060.0
2001,NUTS,2010,PT11,2,4211.0
2002,NUTS,2010,PT11,2,4762.0
2003,NUTS,2010,PT11,2,5312.0
2004,NUTS,2010,PT11,2,5449.0
2005,NUTS,2010,PT11,2,5586.0
2006,NUTS,2010,PT11,2,6453.0
2007,NUTS,2010,PT11,2,7320.0
2008,NUTS,2010,PT11,2,12898.0
2009,NUTS,2010,PT11,2,13804.0
2010,NUTS,2010,PT11,2,13867.0
2011,NUTS,2010,PT11,2,14382.0
2012,NUTS,2010,PT11,2,14054.0
2013,NUTS,2010,PT11,2,16215.0
2014,NUTS,2010,PT11,2,15578.0
2015,NUTS,2010,PT11,2,15625.0
2016,NUTS,2010,PT11,2,16668.0
2017,NUTS,2010,PT11,2,16798.0
2018,NUTS,2010,PT11,2,17756.0
2019,NUTS,2010,PT11,2,18041.0
2020,NUTS,2010,PT11,2,17761.0
2000,NUTS,2010,PT15,2,450.0
2001,NUTS,2010,PT15,2,460.0
2002,NUTS,2010,PT15,2,531.0
2003,NUTS,2010,PT15,2,601.0
2004,NUTS,2010,PT15,2,608.0
2005,NUTS,2010,PT15,2,614.0
2006,NUTS,2010,PT15,2,806.0
2007,NUTS,2010,PT15,2,998.0
2008,NUTS,2010,PT15,2,1598.0
2009,NUTS,2010,PT15,2,1522.0
2010,NUTS,2010,PT15,2,1398.0
2011,NUTS,2010,PT15,2,1356.0
2012,NUTS,2010,PT15,2,1226.0
2013,NUTS,2010,PT15,2,1185.0
2014,NUTS,2010,PT15,2,1195.0
2015,NUTS,2010,PT15,2,1253.0
2016,NUTS,2010,PT15,2,1189.0
2017,NUTS,2010,PT15,2,1083.0
2018,NUTS,2010,PT15,2,1134.0
2019,NUTS,2010,PT15,2,1222.0
2020,NUTS,2010,PT15,2,1184.0
2000,NUTS,2010,PT16,2,3839.0
2001,NUTS,2010,PT16,2,4079.0
2002,NUTS,2010,PT16,2,4274.0
2003,NUTS,2010,PT16,2,4469.0
2004,NUTS,2010,PT16,2,4623.0
2005,NUTS,2010,PT16,2,4777.0
2006,NUTS,2010,PT16,2,5300.0
2007,NUTS,2010,PT16,2,5823.0
2008,NUTS,2010,PT16,2,10051.0
2009,NUTS,2010,PT16,2,9542.0
2010,NUTS,2010,PT16,2,10388.0
2011,NUTS,2010,PT16,2,10144.0
2012,NUTS,2010,PT16,2,10170.0
2013,NUTS,2010,PT16,2,10681.0
2014,NUTS,2010,PT16,2,10415.0
2015,NUTS,2010,PT16,2,10318.0
2016,NUTS,2010,PT16,2,10868.0
2017,NUTS,2010,PT16,2,10929.0
2018,NUTS,2010,PT16,2,11743.0
2019,NUTS,2010,PT16,2,11685.0
2020,NUTS,2010,PT16,2,11400.0
2000,NUTS,2010,PT17,2,6945.0
2001,NUTS,2010,PT17,2,7139.0
2002,NUTS,2010,PT17,2,7521.0
2003,NUTS,2010,PT17,2,7902.0
2004,NUTS,2010,PT17,2,8332.0
2005,NUTS,2010,PT17,2,8762.0
2006,NUTS,2010,PT17,2,9765.0
2007,NUTS,2010,PT17,2,10768.0
2008,NUTS,2010,PT17,2,19057.0
2009,NUTS,2010,PT17,2,19180.0
2010,NUTS,2010,PT17,2,20650.0
2011,NUTS,2010,PT17,2,19035.0
2012,NUTS,2010,PT17,2,20327.0
2013,NUTS,2010,PT17,2,22580.0
2014,NUTS,2010,PT17,2,22508.0
2015,NUTS,2010,PT17,2,22939.0
2016,NUTS,2010,PT17,2,23175.0
2017,NUTS,2010,PT17,2,23097.0
2018,NUTS,2010,PT17,2,24457.0
2019,NUTS,2010,PT17,2,24065.0
2020,NUTS,2010,PT17,2,22873.0
2000,NUTS,2010,PT18,2,908.0
2001,NUTS,2010,PT18,2,947.0
2002,NUTS,2010,PT18,2,1057.0
2003,NUTS,2010,PT18,2,1167.0
2004,NUTS,2010,PT18,2,1187.0
2005,NUTS,2010,PT18,2,1206.0
2006,NUTS,2010,PT18,2,1263.0
2007,NUTS,2010,PT18,2,1320.0
2008,NUTS,2010,PT18,2,1993.0
2009,NUTS,2010,PT18,2,2009.0
2010,NUTS,2010,PT18,2,1704.0
2011,NUTS,2010,PT18,2,1479.0
2012,NUTS,2010,PT18,2,1646.0
2013,NUTS,2010,PT18,2,1496.0
2014,NUTS,2010,PT18,2,1493.0
2015,NUTS,2010,PT18,2,1478.0
2016,NUTS,2010,PT18,2,1614.0
2017,NUTS,2010,PT18,2,1672.0
2018,NUTS,2010,PT18,2,1700.0
2019,NUTS,2010,PT18,2,1705.0
2020,NUTS,2010,PT18,2,1591.0
2000,NUTS,2010,PT2,1,328.0
2001,NUTS,2010,PT2,1,314.0
2002,NUTS,2010,PT2,1,312.0
2003,NUTS,2010,PT2,1,310.0
2004,NUTS,2010,PT2,1,293.0
2005,NUTS,2010,PT2,1,276.0
2006,NUTS,2010,PT2,1,274.0
2007,NUTS,2010,PT2,1,272.0
2008,NUTS,2010,PT2,1,436.0
2009,NUTS,2010,PT2,1,377.0
2010,NUTS,2010,PT2,1,357.0
2011,NUTS,2010,PT2,1,381.0
2012,NUTS,2010,PT2,1,342.0
2013,NUTS,2010,PT2,1,368.0
2014,NUTS,2010,PT2,1,389.0
2015,NUTS,2010,PT2,1,362.0
2016,NUTS,2010,PT2,1,382.0
2017,NUTS,2010,PT2,1,399.0
2018,NUTS,2010,PT2,1,363.0
2019,NUTS,2010,PT2,1,338.0
2020,NUTS,2010,PT2,1,325.0
2000,NUTS,2010,PT20,2,328.0
2001,NUTS,2010,PT20,2,314.0
2002,NUTS,2010,PT20,2,312.0
2003,NUTS,2010,PT20,2,310.0
2004,NUTS,2010,PT20,2,293.0
2005,NUTS,2010,PT20,2,276.0
2006,NUTS,2010,PT20,2,274.0
2007,NUTS,2010,PT20,2,272.0
2008,NUTS,2010,PT20,2,436.0
2009,NUTS,2010,PT20,2,377.0
2010,NUTS,2010,PT20,2,357.0
2011,NUTS,2010,PT20,2,381.0
2012,NUTS,2010,PT20,2,342.0
2013,NUTS,2010,PT20,2,368.0
2014,NUTS,2010,PT20,2,389.0
2015,NUTS,2010,PT20,2,362.0
2016,NUTS,2010,PT20,2,382.0
2017,NUTS,2010,PT20,2,399.0
2018,NUTS,2010,PT20,2,363.0
2019,NUTS,2010,PT20,2,338.0
2020,NUTS,2010,PT20,2,325.0
2000,NUTS,2010,PT3,1,167.0
2001,NUTS,2010,PT3,1,126.0
2002,NUTS,2010,PT3,1,136.0
2003,NUTS,2010,PT3,1,145.0
2004,NUTS,2010,PT3,1,154.0
2005,NUTS,2010,PT3,1,163.0
2006,NUTS,2010,PT3,1,183.0
2007,NUTS,2010,PT3,1,202.0
2008,NUTS,2010,PT3,1,423.0
2009,NUTS,2010,PT3,1,283.0
2010,NUTS,2010,PT3,1,313.0
2011,NUTS,2010,PT3,1,240.0
2012,NUTS,2010,PT3,1,242.0
2013,NUTS,2010,PT3,1,302.0
2014,NUTS,2010,PT3,1,346.0
2015,NUTS,2010,PT3,1,350.0
2016,NUTS,2010,PT3,1,352.0
2017,NUTS,2010,PT3,1,329.0
2018,NUTS,2010,PT3,1,379.0
2019,NUTS,2010,PT3,1,360.0
2020,NUTS,2010,PT3,1,342.0
2000,NUTS,2010,PT30,2,167.0
2001,NUTS,2010,PT30,2,126.0
2002,NUTS,2010,PT30,2,136.0
2003,NUTS,2010,PT30,2,145.0
2004,NUTS,2010,PT30,2,154.0
2005,NUTS,2010,PT30,2,163.0
2006,NUTS,2010,PT30,2,183.0
2007,NUTS,2010,PT30,2,202.0
2008,NUTS,2010,PT30,2,423.0
2009,NUTS,2010,PT30,2,283.0
2010,NUTS,2010,PT30,2,313.0
2011,NUTS,2010,PT30,2,240.0
2012,NUTS,2010,PT30,2,242.0
2013,NUTS,2010,PT30,2,302.0
2014,NUTS,2010,PT30,2,346.0
2015,NUTS,2010,PT30,2,350.0
2016,NUTS,2010,PT30,2,352.0
2017,NUTS,2010,PT30,2,329.0
2018,NUTS,2010,PT30,2,379.0
2019,NUTS,2010,PT30,2,360.0
2020,NUTS,2010,PT30,2,342.0
1993,NUTS,2010,RO,0,2597.0
1994,NUTS,2010,RO,0,2116.0
1995,NUTS,2010,RO,0,2740.0
1996,NUTS,2010,RO,0,3489.0
1997,NUTS,2010,RO,0,3868.0
1998,NUTS,2010,RO,0,4299.0
1999,NUTS,2010,RO,0,4358.0
2000,NUTS,2010,RO,0,4515.0
2001,NUTS,2010,RO,0,6177.0
2002,NUTS,2010,RO,0,7544.0
2003,NUTS,2010,RO,0,9526.0
2004,NUTS,2010,RO,0,11218.0
2005,NUTS,2010,RO,0,11492.0
2006,NUTS,2010,RO,0,14597.0
2007,NUTS,2010,RO,0,16510.0
2008,NUTS,2010,RO,0,17579.0
2009,NUTS,2010,RO,0,18137.0
2010,NUTS,2010,RO,0,18540.0
2011,NUTS,2010,RO,0,15086.0
2012,NUTS,2010,RO,0,15569.0
2013,NUTS,2010,RO,0,14884.0
2014,NUTS,2010,RO,0,14743.0
2015,NUTS,2010,RO,0,15057.0
2016,NUTS,2010,RO,0,15083.0
2017,NUTS,2010,RO,0,15523.0
2018,NUTS,2010,RO,0,15111.0
2019,NUTS,2010,RO,0,14867.0
2002,NUTS,2010,RO1,1,1547.0
2003,NUTS,2010,RO1,1,1056.0
2004,NUTS,2010,RO1,1,1940.0
2005,NUTS,2010,RO1,1,2084.0
2006,NUTS,2010,RO1,1,3455.0
2007,NUTS,2010,RO1,1,3516.0
2008,NUTS,2010,RO1,1,4324.0
2009,NUTS,2010,RO1,1,4273.0
2010,NUTS,2010,RO1,1,4240.0
2011,NUTS,2010,RO1,1,3530.0
2012,NUTS,2010,RO1,1,2672.0
2013,NUTS,2010,RO1,1,2459.0
2014,NUTS,2010,RO1,1,2686.0
2015,NUTS,2010,RO1,1,2724.0
2016,NUTS,2010,RO1,1,2723.0
2017,NUTS,2010,RO1,1,2779.0
2018,NUTS,2010,RO1,1,2598.0
2019,NUTS,2010,RO1,1,2898.0
2002,NUTS,2010,RO11,2,256.0
2003,NUTS,2010,RO11,2,83.0
2004,NUTS,2010,RO11,2,995.0
2005,NUTS,2010,RO11,2,1087.0
2006,NUTS,2010,RO11,2,1694.0
2007,NUTS,2010,RO11,2,1633.0
2008,NUTS,2010,RO11,2,2152.0
2009,NUTS,2010,RO11,2,2123.0
2010,NUTS,2010,RO11,2,2242.0
2011,NUTS,2010,RO11,2,2019.0
2012,NUTS,2010,RO11,2,1269.0
2013,NUTS,2010,RO11,2,1175.0
2014,NUTS,2010,RO11,2,1409.0
2015,NUTS,2010,RO11,2,1486.0
2016,NUTS,2010,RO11,2,1464.0
2017,NUTS,2010,RO11,2,1550.0
2018,NUTS,2010,RO11,2,1452.0
2019,NUTS,2010,RO11,2,1780.0
2002,NUTS,2010,RO12,2,1291.0
2003,NUTS,2010,RO12,2,973.0
2004,NUTS,2010,RO12,2,945.0
2005,NUTS,2010,RO12,2,997.0
2006,NUTS,2010,RO12,2,1761.0
2007,NUTS,2010,RO12,2,1883.0
2008,NUTS,2010,RO12,2,2172.0
2009,NUTS,2010,RO12,2,2150.0
2010,NUTS,2010,RO12,2,1998.0
2011,NUTS,2010,RO12,2,1511.0
2012,NUTS,2010,RO12,2,1403.0
2013,NUTS,2010,RO12,2,1284.0
2014,NUTS,2010,RO12,2,1277.0
2015,NUTS,2010,RO12,2,1238.0
2016,NUTS,2010,RO12,2,1259.0
2017,NUTS,2010,RO12,2,1229.0
2018,NUTS,2010,RO12,2,1146.0
2019,NUTS,2010,RO12,2,1118.0
2002,NUTS,2010,RO2,1,2188.0
2003,NUTS,2010,RO2,1,1989.0
2004,NUTS,2010,RO2,1,2015.0
2005,NUTS,2010,RO2,1,2623.0
2006,NUTS,2010,RO2,1,3135.0
2007,NUTS,2010,RO2,1,3518.0
2008,NUTS,2010,RO2,1,3289.0
2009,NUTS,2010,RO2,1,3288.0
2010,NUTS,2010,RO2,1,2894.0
2011,NUTS,2010,RO2,1,3229.0
2012,NUTS,2010,RO2,1,3305.0
2013,NUTS,2010,RO2,1,3344.0
2014,NUTS,2010,RO2,1,3542.0
2015,NUTS,2010,RO2,1,3764.0
2016,NUTS,2010,RO2,1,3607.0
2017,NUTS,2010,RO2,1,3650.0
2018,NUTS,2010,RO2,1,3594.0
2019,NUTS,2010,RO2,1,3374.0
2002,NUTS,2010,RO21,2,1365.0
2003,NUTS,2010,RO21,2,1128.0
2004,NUTS,2010,RO21,2,1140.0
2005,NUTS,2010,RO21,2,1767.0
2006,NUTS,2010,RO21,2,2113.0
2007,NUTS,2010,RO21,2,2436.0
2008,NUTS,2010,RO21,2,2613.0
2009,NUTS,2010,RO21,2,2456.0
2010,NUTS,2010,RO21,2,2096.0
2011,NUTS,2010,RO21,2,2397.0
2012,NUTS,2010,RO21,2,2454.0
2013,NUTS,2010,RO21,2,2487.0
2014,NUTS,2010,RO21,2,2585.0
2015,NUTS,2010,RO21,2,2672.0
2016,NUTS,2010,RO21,2,2435.0
2017,NUTS,2010,RO21,2,2327.0
2018,NUTS,2010,RO21,2,2103.0
2019,NUTS,2010,RO21,2,2085.0
2002,NUTS,2010,RO22,2,823.0
2003,NUTS,2010,RO22,2,861.0
2004,NUTS,2010,RO22,2,875.0
2005,NUTS,2010,RO22,2,856.0
2006,NUTS,2010,RO22,2,1022.0
2007,NUTS,2010,RO22,2,1082.0
2008,NUTS,2010,RO22,2,676.0
2009,NUTS,2010,RO22,2,832.0
2010,NUTS,2010,RO22,2,798.0
2011,NUTS,2010,RO22,2,832.0
2012,NUTS,2010,RO22,2,851.0
2013,NUTS,2010,RO22,2,857.0
2014,NUTS,2010,RO22,2,957.0
2015,NUTS,2010,RO22,2,1092.0
2016,NUTS,2010,RO22,2,1172.0
2017,NUTS,2010,RO22,2,1323.0
2018,NUTS,2010,RO22,2,1491.0
2019,NUTS,2010,RO22,2,1289.0
2002,NUTS,2010,RO3,1,2027.0
2003,NUTS,2010,RO3,1,3182.0
2004,NUTS,2010,RO3,1,4012.0
2005,NUTS,2010,RO3,1,4706.0
2006,NUTS,2010,RO3,1,5892.0
2007,NUTS,2010,RO3,1,6679.0
2008,NUTS,2010,RO3,1,7270.0
2009,NUTS,2010,RO3,1,6970.0
2010,NUTS,2010,RO3,1,7198.0
2011,NUTS,2010,RO3,1,4987.0
2012,NUTS,2010,RO3,1,5860.0
2013,NUTS,2010,RO3,1,5326.0
2014,NUTS,2010,RO3,1,5026.0
2015,NUTS,2010,RO3,1,5175.0
2016,NUTS,2010,RO3,1,5466.0
2017,NUTS,2010,RO3,1,5725.0
2018,NUTS,2010,RO3,1,6727.0
2019,NUTS,2010,RO3,1,6501.0
2002,NUTS,2010,RO31,2,115.0
2003,NUTS,2010,RO31,2,171.0
2004,NUTS,2010,RO31,2,148.0
2005,NUTS,2010,RO31,2,591.0
2006,NUTS,2010,RO31,2,843.0
2007,NUTS,2010,RO31,2,907.0
2008,NUTS,2010,RO31,2,1091.0
2009,NUTS,2010,RO31,2,929.0
2010,NUTS,2010,RO31,2,879.0
2011,NUTS,2010,RO31,2,760.0
2012,NUTS,2010,RO31,2,756.0
2013,NUTS,2010,RO31,2,743.0
2014,NUTS,2010,RO31,2,680.0
2015,NUTS,2010,RO31,2,624.0
2016,NUTS,2010,RO31,2,637.0
2017,NUTS,2010,RO31,2,544.0
2018,NUTS,2010,RO31,2,568.0
2019,NUTS,2010,RO31,2,555.0
2002,NUTS,2010,RO32,2,1912.0
2003,NUTS,2010,RO32,2,3011.0
2004,NUTS,2010,RO32,2,3864.0
2005,NUTS,2010,RO32,2,4115.0
2006,NUTS,2010,RO32,2,5049.0
2007,NUTS,2010,RO32,2,5772.0
2008,NUTS,2010,RO32,2,6179.0
2009,NUTS,2010,RO32,2,6041.0
2010,NUTS,2010,RO32,2,6319.0
2011,NUTS,2010,RO32,2,4227.0
2012,NUTS,2010,RO32,2,5104.0
2013,NUTS,2010,RO32,2,4583.0
2014,NUTS,2010,RO32,2,4346.0
2015,NUTS,2010,RO32,2,4551.0
2016,NUTS,2010,RO32,2,4829.0
2017,NUTS,2010,RO32,2,5181.0
2018,NUTS,2010,RO32,2,6159.0
2019,NUTS,2010,RO32,2,5946.0
2002,NUTS,2010,RO4,1,1782.0
2003,NUTS,2010,RO4,1,3299.0
2004,NUTS,2010,RO4,1,3251.0
2005,NUTS,2010,RO4,1,2079.0
2006,NUTS,2010,RO4,1,2115.0
2007,NUTS,2010,RO4,1,2797.0
2008,NUTS,2010,RO4,1,2696.0
2009,NUTS,2010,RO4,1,3606.0
2010,NUTS,2010,RO4,1,4208.0
2011,NUTS,2010,RO4,1,3340.0
2012,NUTS,2010,RO4,1,3732.0
2013,NUTS,2010,RO4,1,3755.0
2014,NUTS,2010,RO4,1,3489.0
2015,NUTS,2010,RO4,1,3394.0
2016,NUTS,2010,RO4,1,3287.0
2017,NUTS,2010,RO4,1,3369.0
2018,NUTS,2010,RO4,1,2192.0
2019,NUTS,2010,RO4,1,2094.0
2002,NUTS,2010,RO41,2,1215.0
2003,NUTS,2010,RO41,2,1481.0
2004,NUTS,2010,RO41,2,1452.0
2005,NUTS,2010,RO41,2,1496.0
2006,NUTS,2010,RO41,2,1507.0
2007,NUTS,2010,RO41,2,1557.0
2008,NUTS,2010,RO41,2,1565.0
2009,NUTS,2010,RO41,2,1594.0
2010,NUTS,2010,RO41,2,1734.0
2011,NUTS,2010,RO41,2,1383.0
2012,NUTS,2010,RO41,2,1346.0
2013,NUTS,2010,RO41,2,1322.0
2014,NUTS,2010,RO41,2,1297.0
2015,NUTS,2010,RO41,2,1303.0
2016,NUTS,2010,RO41,2,1313.0
2017,NUTS,2010,RO41,2,1308.0
2018,NUTS,2010,RO41,2,691.0
2019,NUTS,2010,RO41,2,694.0
2002,NUTS,2010,RO42,2,567.0
2003,NUTS,2010,RO42,2,1818.0
2004,NUTS,2010,RO42,2,1799.0
2005,NUTS,2010,RO42,2,583.0
2006,NUTS,2010,RO42,2,608.0
2007,NUTS,2010,RO42,2,1240.0
2008,NUTS,2010,RO42,2,1131.0
2009,NUTS,2010,RO42,2,2012.0
2010,NUTS,2010,RO42,2,2474.0
2011,NUTS,2010,RO42,2,1957.0
2012,NUTS,2010,RO42,2,2386.0
2013,NUTS,2010,RO42,2,2433.0
2014,NUTS,2010,RO42,2,2192.0
2015,NUTS,2010,RO42,2,2091.0
2016,NUTS,2010,RO42,2,1974.0
2017,NUTS,2010,RO42,2,2061.0
2018,NUTS,2010,RO42,2,1501.0
2019,NUTS,2010,RO42,2,1400.0
2008,NUTS,2010,RS,0,8412.0
2009,NUTS,2010,RS,0,8546.0
2010,NUTS,2010,RS,0,9668.0
2011,NUTS,2010,RS,0,10506.0
2012,NUTS,2010,RS,0,9879.0
2013,NUTS,2010,RS,0,11015.0
2014,NUTS,2010,RS,0,10769.0
2015,NUTS,2010,RS,0,11630.0
2016,NUTS,2010,RS,0,11502.0
2017,NUTS,2010,RS,0,11536.0
2018,NUTS,2010,RS,0,11833.0
2019,NUTS,2010,RS,0,11621.0
2020,NUTS,2010,RS,0,11695.0
2018,NUTS,2010,RS1,1,8894.0
2019,NUTS,2010,RS1,1,8803.0
2020,NUTS,2010,RS1,1,8981.0
2018,NUTS,2010,RS11,2,5472.0
2019,NUTS,2010,RS11,2,5567.0
2020,NUTS,2010,RS11,2,5617.0
2018,NUTS,2010,RS12,2,3422.0
2019,NUTS,2010,RS12,2,3236.0
2020,NUTS,2010,RS12,2,3364.0
2018,NUTS,2010,RS2,1,2939.0
2019,NUTS,2010,RS2,1,2818.0
2020,NUTS,2010,RS2,1,2714.0
2018,NUTS,2010,RS21,2,1311.0
2019,NUTS,2010,RS21,2,1156.0
2020,NUTS,2010,RS21,2,1185.0
2018,NUTS,2010,RS22,2,1628.0
2019,NUTS,2010,RS22,2,1662.0
2020,NUTS,2010,RS22,2,1529.0
1989,NUTS,2010,RU,0,113800.0
1990,NUTS,2010,RU,0,87100.0
1991,NUTS,2010,RU,0,74300.0
1992,NUTS,2010,RU,0,63000.0
1993,NUTS,2010,RU,0,46800.0
1994,NUTS,2010,RU,0,38190.0
1995,NUTS,2010,RU,0,35508.0
1996,NUTS,2010,RU,0,33172.0
1997,NUTS,2010,RU,0,31653.0
1998,NUTS,2010,RU,0,28320.0
1999,NUTS,2010,RU,0,28175.0
2000,NUTS,2010,RU,0,28325.0
2001,NUTS,2010,RU,0,29333.0
2002,NUTS,2010,RU,0,29583.0
2003,NUTS,2010,RU,0,29346.0
2004,NUTS,2010,RU,0,29670.0
2005,NUTS,2010,RU,0,30111.0
2006,NUTS,2010,RU,0,30793.0
2007,NUTS,2010,RU,0,34162.0
2008,NUTS,2010,RU,0,33160.0
2009,NUTS,2010,RU,0,33847.0
2010,NUTS,2010,RU,0,38640.0
2011,NUTS,2010,RU,0,43121.0
2012,NUTS,2010,RU,0,43024.0
2013,NUTS,2010,RU,0,42605.0
2014,NUTS,2010,RU,0,44342.0
2015,NUTS,2010,RU,0,45967.0
2017,NUTS,2010,RU,0,42113.0
2018,NUTS,2010,RU,0,44489.0
2019,NUTS,2010,RU,0,48429.0
1997,NUTS,2010,SE,0,31099.0
1999,NUTS,2010,SE,0,29513.0
2001,NUTS,2010,SE,0,36538.0
2003,NUTS,2010,SE,0,37580.0
2005,NUTS,2010,SE,0,34942.0
2007,NUTS,2010,SE,0,35162.0
2009,NUTS,2010,SE,0,37566.0
2011,NUTS,2010,SE,0,40855.0
2013,NUTS,2010,SE,0,42894.0
2015,NUTS,2010,SE,0,43911.0
2017,NUTS,2010,SE,0,33495.0
2019,NUTS,2010,SE,0,36183.0
2001,NUTS,2010,SE1,1,17560.0
2007,NUTS,2010,SE1,1,16687.0
2009,NUTS,2010,SE1,1,18083.0
2011,NUTS,2010,SE1,1,19193.0
2013,NUTS,2010,SE1,1,20502.0
2015,NUTS,2010,SE1,1,21192.0
2017,NUTS,2010,SE1,1,16599.0
2019,NUTS,2010,SE1,1,17823.0
2001,NUTS,2010,SE11,2,9275.0
2007,NUTS,2010,SE11,2,8985.0
2009,NUTS,2010,SE11,2,9868.0
2011,NUTS,2010,SE11,2,10350.0
2013,NUTS,2010,SE11,2,11186.0
2015,NUTS,2010,SE11,2,11587.0
2017,NUTS,2010,SE11,2,9322.0
2019,NUTS,2010,SE11,2,9729.0
2001,NUTS,2010,SE12,2,8285.0
2007,NUTS,2010,SE12,2,7702.0
2009,NUTS,2010,SE12,2,8215.0
2011,NUTS,2010,SE12,2,8843.0
2013,NUTS,2010,SE12,2,9316.0
2015,NUTS,2010,SE12,2,9605.0
2017,NUTS,2010,SE12,2,7276.0
2019,NUTS,2010,SE12,2,8094.0
2001,NUTS,2010,SE2,1,13371.0
2007,NUTS,2010,SE2,1,13018.0
2009,NUTS,2010,SE2,1,13725.0
2011,NUTS,2010,SE2,1,15295.0
2013,NUTS,2010,SE2,1,15883.0
2015,NUTS,2010,SE2,1,16352.0
2017,NUTS,2010,SE2,1,12403.0
2019,NUTS,2010,SE2,1,13604.0
2001,NUTS,2010,SE21,2,1233.0
2007,NUTS,2010,SE21,2,1723.0
2009,NUTS,2010,SE21,2,1804.0
2011,NUTS,2010,SE21,2,1917.0
2013,NUTS,2010,SE21,2,1856.0
2015,NUTS,2010,SE21,2,1916.0
2017,NUTS,2010,SE21,2,1353.0
2019,NUTS,2010,SE21,2,1485.0
2001,NUTS,2010,SE22,2,5554.0
2007,NUTS,2010,SE22,2,5238.0
2009,NUTS,2010,SE22,2,5444.0
2011,NUTS,2010,SE22,2,6220.0
2013,NUTS,2010,SE22,2,6783.0
2015,NUTS,2010,SE22,2,6730.0
2017,NUTS,2010,SE22,2,4952.0
2019,NUTS,2010,SE22,2,5564.0
2001,NUTS,2010,SE23,2,6584.0
2007,NUTS,2010,SE23,2,6057.0
2009,NUTS,2010,SE23,2,6477.0
2011,NUTS,2010,SE23,2,7158.0
2013,NUTS,2010,SE23,2,7244.0
2015,NUTS,2010,SE23,2,7706.0
2017,NUTS,2010,SE23,2,6098.0
2019,NUTS,2010,SE23,2,6554.0
2001,NUTS,2010,SE3,1,5664.0
2007,NUTS,2010,SE3,1,5457.0
2009,NUTS,2010,SE3,1,5758.0
2011,NUTS,2010,SE3,1,6366.0
2013,NUTS,2010,SE3,1,6455.0
2015,NUTS,2010,SE3,1,6367.0
2017,NUTS,2010,SE3,1,4493.0
2019,NUTS,2010,SE3,1,4739.0
2001,NUTS,2010,SE31,2,1388.0
2007,NUTS,2010,SE31,2,1550.0
2009,NUTS,2010,SE31,2,1624.0
2011,NUTS,2010,SE31,2,1835.0
2013,NUTS,2010,SE31,2,1852.0
2015,NUTS,2010,SE31,2,1810.0
2017,NUTS,2010,SE31,2,1240.0
2019,NUTS,2010,SE31,2,1209.0
2001,NUTS,2010,SE32,2,583.0
2007,NUTS,2010,SE32,2,542.0
2009,NUTS,2010,SE32,2,595.0
2011,NUTS,2010,SE32,2,695.0
2013,NUTS,2010,SE32,2,673.0
2015,NUTS,2010,SE32,2,649.0
2017,NUTS,2010,SE32,2,443.0
2019,NUTS,2010,SE32,2,494.0
2001,NUTS,2010,SE33,2,3693.0
2007,NUTS,2010,SE33,2,3365.0
2009,NUTS,2010,SE33,2,3539.0
2011,NUTS,2010,SE33,2,3836.0
2013,NUTS,2010,SE33,2,3930.0
2015,NUTS,2010,SE33,2,3908.0
2017,NUTS,2010,SE33,2,2810.0
2019,NUTS,2010,SE33,2,3037.0
1993,NUTS,2010,SI,0,1950.0
1994,NUTS,2010,SI,0,2474.0
1995,NUTS,2010,SI,0,2651.0
1996,NUTS,2010,SI,0,2909.0
1997,NUTS,2010,SI,0,2499.0
1998,NUTS,2010,SI,0,2718.0
1999,NUTS,2010,SI,0,2918.0
2000,NUTS,2010,SI,0,2954.0
2001,NUTS,2010,SI,0,2999.0
2002,NUTS,2010,SI,0,3056.0
2003,NUTS,2010,SI,0,2501.0
2004,NUTS,2010,SI,0,2571.0
2005,NUTS,2010,SI,0,3564.0
2006,NUTS,2010,SI,0,3609.0
2007,NUTS,2010,SI,0,3623.0
2008,NUTS,2010,SI,0,4164.0
2009,NUTS,2010,SI,0,4231.0
2010,NUTS,2010,SI,0,4696.0
2011,NUTS,2010,SI,0,4938.0
2012,NUTS,2010,SI,0,4695.0
2013,NUTS,2010,SI,0,4310.0
2014,NUTS,2010,SI,0,4376.0
2015,NUTS,2010,SI,0,4186.0
2016,NUTS,2010,SI,0,3776.0
2017,NUTS,2010,SI,0,4374.0
2018,NUTS,2010,SI,0,4737.0
