year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_avi
2011,NUTS,2010,DE40,2,0.399
2012,NUTS,2010,DE40,2,0.1
2010,NUTS,2010,DE402,3,4.918
2002,NUTS,2010,DE404,3,3.833
2008,NUTS,2010,DE404,3,3.978
2001,NUTS,2010,DE406,3,3.145
2002,NUTS,2010,DE406,3,1.567
2003,NUTS,2010,DE406,3,12.506
2004,NUTS,2010,DE406,3,3.122
2005,NUTS,2010,DE406,3,3.102
2008,NUTS,2010,DE406,3,6.184
2009,NUTS,2010,DE406,3,12.385
2011,NUTS,2010,DE406,3,6.18
2004,NUTS,2010,DE408,3,1.109
2007,NUTS,2010,DE408,3,6.435
2009,NUTS,2010,DE408,3,2.901
2010,NUTS,2010,DE408,3,1.097
2012,NUTS,2010,DE408,3,1.611
2006,NUTS,2010,DE409,3,2.603
2007,NUTS,2010,DE40A,3,2.484
2009,NUTS,2010,DE40A,3,1.236
2006,NUTS,2010,DE40C,3,1.73
2008,NUTS,2010,DE40C,3,1.064
2005,NUTS,2010,DE40D,3,2.296
2009,NUTS,2010,DE40D,3,3.149
2005,NUTS,2010,DE40E,3,1.234
2006,NUTS,2010,DE40E,3,1.229
2007,NUTS,2010,DE40E,3,1.225
2008,NUTS,2010,DE40E,3,2.445
2009,NUTS,2010,DE40E,3,2.448
2009,NUTS,2010,DE40F,3,3.915
2000,NUTS,2010,DE40H,3,6.316
2003,NUTS,2010,DE40H,3,18.667
2004,NUTS,2010,DE40H,3,3.103
2006,NUTS,2010,DE40H,3,6.177
2007,NUTS,2010,DE40H,3,6.158
2008,NUTS,2010,DE40H,3,18.482
2009,NUTS,2010,DE40H,3,6.17
2000,NUTS,2010,DE5,1,2.519
2001,NUTS,2010,DE5,1,1.015
2002,NUTS,2010,DE5,1,1.774
2003,NUTS,2010,DE5,1,13.291
2004,NUTS,2010,DE5,1,13.828
2005,NUTS,2010,DE5,1,18.652
2006,NUTS,2010,DE5,1,14.62
2007,NUTS,2010,DE5,1,6.401
2008,NUTS,2010,DE5,1,13.724
2009,NUTS,2010,DE5,1,25.609
2010,NUTS,2010,DE5,1,9.793
2011,NUTS,2010,DE5,1,16.482
2012,NUTS,2010,DE5,1,8.544
2000,NUTS,2010,DE50,2,2.519
2001,NUTS,2010,DE50,2,1.015
2002,NUTS,2010,DE50,2,1.774
2003,NUTS,2010,DE50,2,13.291
2004,NUTS,2010,DE50,2,13.828
2005,NUTS,2010,DE50,2,18.652
2006,NUTS,2010,DE50,2,14.62
2007,NUTS,2010,DE50,2,6.401
2008,NUTS,2010,DE50,2,13.724
2009,NUTS,2010,DE50,2,25.609
2010,NUTS,2010,DE50,2,9.793
2011,NUTS,2010,DE50,2,16.482
2012,NUTS,2010,DE50,2,8.544
2000,NUTS,2010,DE501,3,3.091
2001,NUTS,2010,DE501,3,1.242
2002,NUTS,2010,DE501,3,2.163
2003,NUTS,2010,DE501,3,16.207
2004,NUTS,2010,DE501,3,16.83
2005,NUTS,2010,DE501,3,19.911
2006,NUTS,2010,DE501,3,17.738
2007,NUTS,2010,DE501,3,7.756
2008,NUTS,2010,DE501,3,16.613
2009,NUTS,2010,DE501,3,29.14
2010,NUTS,2010,DE501,3,11.832
2011,NUTS,2010,DE501,3,19.896
2012,NUTS,2010,DE501,3,10.304
2005,NUTS,2010,DE502,3,12.79
2009,NUTS,2010,DE502,3,8.733
2000,NUTS,2010,DE6,1,3.443
2001,NUTS,2010,DE6,1,0.484
2002,NUTS,2010,DE6,1,4.634
2003,NUTS,2010,DE6,1,12.003
2004,NUTS,2010,DE6,1,15.195
2005,NUTS,2010,DE6,1,23.818
2006,NUTS,2010,DE6,1,19.775
2007,NUTS,2010,DE6,1,24.541
2008,NUTS,2010,DE6,1,27.177
2009,NUTS,2010,DE6,1,24.88
2010,NUTS,2010,DE6,1,19.084
2011,NUTS,2010,DE6,1,23.835
2012,NUTS,2010,DE6,1,30.648
2000,NUTS,2010,DE60,2,3.443
2001,NUTS,2010,DE60,2,0.484
2002,NUTS,2010,DE60,2,4.634
2003,NUTS,2010,DE60,2,12.003
2004,NUTS,2010,DE60,2,15.195
2005,NUTS,2010,DE60,2,23.818
2006,NUTS,2010,DE60,2,19.775
2007,NUTS,2010,DE60,2,24.541
2008,NUTS,2010,DE60,2,27.177
2009,NUTS,2010,DE60,2,24.88
2010,NUTS,2010,DE60,2,19.084
2011,NUTS,2010,DE60,2,23.835
2012,NUTS,2010,DE60,2,30.648
2000,NUTS,2010,DE600,3,3.443
2001,NUTS,2010,DE600,3,0.484
2002,NUTS,2010,DE600,3,4.634
2003,NUTS,2010,DE600,3,12.003
2004,NUTS,2010,DE600,3,15.195
2005,NUTS,2010,DE600,3,23.818
2006,NUTS,2010,DE600,3,19.775
2007,NUTS,2010,DE600,3,24.541
2008,NUTS,2010,DE600,3,27.177
2009,NUTS,2010,DE600,3,24.88
2010,NUTS,2010,DE600,3,19.084
2011,NUTS,2010,DE600,3,23.835
2012,NUTS,2010,DE600,3,30.648
2000,NUTS,2010,DE7,1,1.71
2001,NUTS,2010,DE7,1,0.605
2002,NUTS,2010,DE7,1,1.81
2003,NUTS,2010,DE7,1,0.804
2004,NUTS,2010,DE7,1,1.207
2005,NUTS,2010,DE7,1,0.328
2006,NUTS,2010,DE7,1,0.287
2007,NUTS,2010,DE7,1,1.001
2008,NUTS,2010,DE7,1,0.359
2009,NUTS,2010,DE7,1,0.976
2010,NUTS,2010,DE7,1,1.216
2011,NUTS,2010,DE7,1,0.92
2012,NUTS,2010,DE7,1,2.042
2000,NUTS,2010,DE71,2,1.6
2001,NUTS,2010,DE71,2,0.714
2002,NUTS,2010,DE71,2,2.402
2003,NUTS,2010,DE71,2,1.303
2004,NUTS,2010,DE71,2,0.638
2005,NUTS,2010,DE71,2,0.53
2007,NUTS,2010,DE71,2,1.346
2008,NUTS,2010,DE71,2,0.272
2009,NUTS,2010,DE71,2,0.772
2010,NUTS,2010,DE71,2,0.888
2011,NUTS,2010,DE71,2,0.612
2012,NUTS,2010,DE71,2,1.173
2002,NUTS,2010,DE711,3,4.839
2003,NUTS,2010,DE711,3,2.375
2007,NUTS,2010,DE711,3,2.336
2008,NUTS,2010,DE711,3,3.516
2012,NUTS,2010,DE711,3,6.709
2005,NUTS,2010,DE712,3,1.546
2007,NUTS,2010,DE712,3,1.272
2010,NUTS,2010,DE712,3,1.042
2012,NUTS,2010,DE712,3,1.446
2000,NUTS,2010,DE714,3,3.535
2001,NUTS,2010,DE714,3,2.48
2002,NUTS,2010,DE714,3,9.223
2005,NUTS,2010,DE714,3,3.649
2009,NUTS,2010,DE714,3,2.421
2012,NUTS,2010,DE714,3,1.793
2000,NUTS,2010,DE715,3,3.808
2007,NUTS,2010,DE715,3,1.245
2001,NUTS,2010,DE716,3,1.743
2003,NUTS,2010,DE716,3,2.865
2004,NUTS,2010,DE716,3,3.446
2007,NUTS,2010,DE716,3,0.863
2009,NUTS,2010,DE716,3,3.464
2010,NUTS,2010,DE716,3,1.731
2002,NUTS,2010,DE717,3,3.314
2003,NUTS,2010,DE717,3,5.277
2001,NUTS,2010,DE718,3,4.432
2002,NUTS,2010,DE718,3,13.234
2008,NUTS,2010,DE718,3,0.885
2012,NUTS,2010,DE718,3,2.19
2000,NUTS,2010,DE719,3,3.091
2001,NUTS,2010,DE719,3,1.232
2003,NUTS,2010,DE719,3,1.636
2010,NUTS,2010,DE719,3,0.418
2000,NUTS,2010,DE71A,3,4.584
2003,NUTS,2010,DE71A,3,3.006
2000,NUTS,2010,DE71C,3,2.25
2003,NUTS,2010,DE71C,3,0.207
2007,NUTS,2010,DE71C,3,3.952
2008,NUTS,2010,DE71C,3,0.98
2009,NUTS,2010,DE71C,3,0.742
2010,NUTS,2010,DE71C,3,5.932
2011,NUTS,2010,DE71C,3,2.958
2012,NUTS,2010,DE71C,3,2.94
2000,NUTS,2010,DE71D,3,5.425
2004,NUTS,2010,DE71D,3,2.156
2009,NUTS,2010,DE71D,3,5.45
2002,NUTS,2010,DE71E,3,6.755
2003,NUTS,2010,DE71E,3,3.357
2004,NUTS,2010,DE71E,3,3.356
2007,NUTS,2010,DE71E,3,6.691
2011,NUTS,2010,DE71E,3,4.463
2012,NUTS,2010,DE71E,3,1.675
2004,NUTS,2010,DE72,2,2.112
2008,NUTS,2010,DE72,2,0.949
2009,NUTS,2010,DE72,2,1.907
2011,NUTS,2010,DE72,2,0.96
2012,NUTS,2010,DE72,2,3.068
2004,NUTS,2010,DE721,3,7.81
2012,NUTS,2010,DE721,3,7.77
2008,NUTS,2010,DE722,3,3.875
2011,NUTS,2010,DE722,3,3.944
2012,NUTS,2010,DE722,3,4.713
2004,NUTS,2010,DE723,3,1.422
2009,NUTS,2010,DE724,3,7.943
2000,NUTS,2010,DE73,2,3.467
2001,NUTS,2010,DE73,2,0.789
2002,NUTS,2010,DE73,2,1.58
2004,NUTS,2010,DE73,2,2.141
2006,NUTS,2010,DE73,2,1.397
2007,NUTS,2010,DE73,2,0.803
2008,NUTS,2010,DE73,2,0.113
2009,NUTS,2010,DE73,2,0.812
2010,NUTS,2010,DE73,2,3.266
2011,NUTS,2010,DE73,2,1.844
2012,NUTS,2010,DE73,2,3.903
2000,NUTS,2010,DE731,3,10.193
2001,NUTS,2010,DE731,3,5.134
2002,NUTS,2010,DE731,3,10.27
2004,NUTS,2010,DE731,3,5.146
2006,NUTS,2010,DE731,3,2.572
2007,NUTS,2010,DE731,3,3.462
2010,NUTS,2010,DE731,3,7.701
2011,NUTS,2010,DE731,3,5.984
2012,NUTS,2010,DE731,3,9.312
2011,NUTS,2010,DE732,3,1.151
2012,NUTS,2010,DE732,3,1.154
2004,NUTS,2010,DE733,3,7.781
2000,NUTS,2010,DE734,3,4.886
2006,NUTS,2010,DE734,3,2.051
2007,NUTS,2010,DE734,3,1.363
2009,NUTS,2010,DE734,3,4.18
2010,NUTS,2010,DE734,3,6.303
2011,NUTS,2010,DE734,3,3.502
2012,NUTS,2010,DE734,3,9.18
2000,NUTS,2010,DE735,3,5.172
2006,NUTS,2010,DE735,3,3.949
2004,NUTS,2010,DE736,3,1.179
2008,NUTS,2010,DE736,3,0.843
2000,NUTS,2010,DE737,3,1.739
2004,NUTS,2010,DE737,3,4.487
2010,NUTS,2010,DE737,3,9.562
2012,NUTS,2010,DE737,3,4.849
2000,NUTS,2010,DE8,1,0.559
2002,NUTS,2010,DE8,1,0.71
2004,NUTS,2010,DE8,1,0.577
2006,NUTS,2010,DE8,1,0.779
2008,NUTS,2010,DE8,1,0.101
2009,NUTS,2010,DE8,1,0.403
2010,NUTS,2010,DE8,1,1.229
2012,NUTS,2010,DE8,1,0.122
2000,NUTS,2010,DE80,2,0.559
2002,NUTS,2010,DE80,2,0.71
2004,NUTS,2010,DE80,2,0.577
2006,NUTS,2010,DE80,2,0.779
2008,NUTS,2010,DE80,2,0.101
2009,NUTS,2010,DE80,2,0.403
2010,NUTS,2010,DE80,2,1.229
2012,NUTS,2010,DE80,2,0.122
2002,NUTS,2010,DE803,3,1.257
2012,NUTS,2010,DE803,3,0.979
2004,NUTS,2010,DE804,3,1.74
2006,NUTS,2010,DE804,3,10.346
2010,NUTS,2010,DE804,3,21.359
2004,NUTS,2010,DE806,3,10.938
2004,NUTS,2010,DE807,3,2.758
2006,NUTS,2010,DE807,3,2.752
2009,NUTS,2010,DE807,3,5.673
2002,NUTS,2010,DE80A,3,7.617
2008,NUTS,2010,DE80A,3,1.348
2000,NUTS,2010,DE80B,3,11.3
2000,NUTS,2010,DE9,1,2.441
2001,NUTS,2010,DE9,1,1.845
2002,NUTS,2010,DE9,1,1.624
2003,NUTS,2010,DE9,1,4.17
2004,NUTS,2010,DE9,1,4.441
2005,NUTS,2010,DE9,1,3.328
2006,NUTS,2010,DE9,1,3.95
2007,NUTS,2010,DE9,1,5.528
2008,NUTS,2010,DE9,1,6.134
2009,NUTS,2010,DE9,1,5.305
2010,NUTS,2010,DE9,1,5.131
2011,NUTS,2010,DE9,1,3.078
2012,NUTS,2010,DE9,1,4.605
2000,NUTS,2010,DE91,2,0.12
2001,NUTS,2010,DE91,2,2.397
2003,NUTS,2010,DE91,2,1.801
2004,NUTS,2010,DE91,2,0.601
2005,NUTS,2010,DE91,2,2.007
2006,NUTS,2010,DE91,2,1.363
2007,NUTS,2010,DE91,2,1.035
2008,NUTS,2010,DE91,2,1.531
2009,NUTS,2010,DE91,2,3.775
2010,NUTS,2010,DE91,2,2.517
2011,NUTS,2010,DE91,2,2.641
2012,NUTS,2010,DE91,2,2.26
2001,NUTS,2010,DE911,3,8.136
2006,NUTS,2010,DE911,3,4.077
2008,NUTS,2010,DE911,3,2.034
2009,NUTS,2010,DE911,3,15.162
2010,NUTS,2010,DE911,3,13.622
2011,NUTS,2010,DE911,3,13.059
2012,NUTS,2010,DE911,3,11.055
2010,NUTS,2010,DE913,3,1.404
2012,NUTS,2010,DE913,3,3.018
2000,NUTS,2010,DE914,3,1.176
2008,NUTS,2010,DE914,3,2.867
2009,NUTS,2010,DE914,3,1.151
2001,NUTS,2010,DE915,3,1.243
2003,NUTS,2010,DE915,3,3.774
2004,NUTS,2010,DE915,3,3.784
2005,NUTS,2010,DE915,3,5.045
2006,NUTS,2010,DE915,3,0.954
2007,NUTS,2010,DE915,3,0.765
2008,NUTS,2010,DE915,3,5.741
2009,NUTS,2010,DE915,3,3.848
2011,NUTS,2010,DE915,3,2.904
2003,NUTS,2010,DE916,3,9.7
2007,NUTS,2010,DE916,3,3.341
2001,NUTS,2010,DE917,3,3.299
2005,NUTS,2010,DE917,3,10.155
2010,NUTS,2010,DE917,3,2.13
2005,NUTS,2010,DE91A,3,7.435
2006,NUTS,2010,DE91A,3,7.43
2007,NUTS,2010,DE91A,3,7.453
2009,NUTS,2010,DE91A,3,7.541
2010,NUTS,2010,DE91A,3,2.499
2001,NUTS,2010,DE91B,3,10.497
2003,NUTS,2010,DE91B,3,3.935
2009,NUTS,2010,DE91B,3,1.617
2011,NUTS,2010,DE91B,3,2.049
2012,NUTS,2010,DE91B,3,4.111
2000,NUTS,2010,DE92,2,0.697
2001,NUTS,2010,DE92,2,0.347
2002,NUTS,2010,DE92,2,1.386
2003,NUTS,2010,DE92,2,1.259
2004,NUTS,2010,DE92,2,2.686
2005,NUTS,2010,DE92,2,1.052
2006,NUTS,2010,DE92,2,0.846
2007,NUTS,2010,DE92,2,1.736
2008,NUTS,2010,DE92,2,1.892
2009,NUTS,2010,DE92,2,3.829
2010,NUTS,2010,DE92,2,2.539
2011,NUTS,2010,DE92,2,0.444
2012,NUTS,2010,DE92,2,2.957
2000,NUTS,2010,DE922,3,7.143
2001,NUTS,2010,DE922,3,3.551
2002,NUTS,2010,DE922,3,10.199
2003,NUTS,2010,DE922,3,12.759
2004,NUTS,2010,DE922,3,25.514
2005,NUTS,2010,DE922,3,10.591
2006,NUTS,2010,DE922,3,8.49
2007,NUTS,2010,DE922,3,17.409
2008,NUTS,2010,DE922,3,17.43
2009,NUTS,2010,DE922,3,29.061
2010,NUTS,2010,DE922,3,14.979
2011,NUTS,2010,DE922,3,4.448
2012,NUTS,2010,DE922,3,18.37
2008,NUTS,2010,DE925,3,1.143
2009,NUTS,2010,DE925,3,6.977
2012,NUTS,2010,DE925,3,0.391
2004,NUTS,2010,DE927,3,2.618
2010,NUTS,2010,DE928,3,6.183
2002,NUTS,2010,DE929,3,0.74
2010,NUTS,2010,DE929,3,1.097
2012,NUTS,2010,DE929,3,2.007
2000,NUTS,2010,DE93,2,8.581
2001,NUTS,2010,DE93,2,5.28
2002,NUTS,2010,DE93,2,3.909
2003,NUTS,2010,DE93,2,12.103
2004,NUTS,2010,DE93,2,14.584
2005,NUTS,2010,DE93,2,9.701
2006,NUTS,2010,DE93,2,12.763
2007,NUTS,2010,DE93,2,19.29
2008,NUTS,2010,DE93,2,22.614
2009,NUTS,2010,DE93,2,13.303
2010,NUTS,2010,DE93,2,16.072
2011,NUTS,2010,DE93,2,10.619
2012,NUTS,2010,DE93,2,14.298
2004,NUTS,2010,DE931,3,1.807
2010,NUTS,2010,DE931,3,5.579
2004,NUTS,2010,DE932,3,2.421
2005,NUTS,2010,DE932,3,1.212
2012,NUTS,2010,DE932,3,2.507
2000,NUTS,2010,DE933,3,9.436
2001,NUTS,2010,DE933,3,6.443
2002,NUTS,2010,DE933,3,12.76
2003,NUTS,2010,DE933,3,14.039
2004,NUTS,2010,DE933,3,19.926
2005,NUTS,2010,DE933,3,15.293
2006,NUTS,2010,DE933,3,10.007
2007,NUTS,2010,DE933,3,21.751
2008,NUTS,2010,DE933,3,16.401
2009,NUTS,2010,DE933,3,26.038
2010,NUTS,2010,DE933,3,34.524
2011,NUTS,2010,DE933,3,25.317
2012,NUTS,2010,DE933,3,29.719
2007,NUTS,2010,DE935,3,11.37
2008,NUTS,2010,DE935,3,5.667
2012,NUTS,2010,DE935,3,6.57
2001,NUTS,2010,DE936,3,4.522
2002,NUTS,2010,DE936,3,2.96
2003,NUTS,2010,DE936,3,2.947
2004,NUTS,2010,DE936,3,10.4
2005,NUTS,2010,DE936,3,9.575
2006,NUTS,2010,DE936,3,7.362
2007,NUTS,2010,DE936,3,4.445
2008,NUTS,2010,DE936,3,15.886
2009,NUTS,2010,DE936,3,20.714
2010,NUTS,2010,DE936,3,6.248
2011,NUTS,2010,DE936,3,4.469
2012,NUTS,2010,DE936,3,11.905
2003,NUTS,2010,DE937,3,8.559
2005,NUTS,2010,DE937,3,2.001
2006,NUTS,2010,DE937,3,9.098
2007,NUTS,2010,DE937,3,21.218
2008,NUTS,2010,DE937,3,5.392
2009,NUTS,2010,DE937,3,4.253
2010,NUTS,2010,DE937,3,10.179
2011,NUTS,2010,DE937,3,1.221
2012,NUTS,2010,DE937,3,10.555
2004,NUTS,2010,DE938,3,4.063
2006,NUTS,2010,DE938,3,1.752
2007,NUTS,2010,DE938,3,1.758
2008,NUTS,2010,DE938,3,3.529
2010,NUTS,2010,DE938,3,2.856
2000,NUTS,2010,DE939,3,55.471
2001,NUTS,2010,DE939,3,33.909
2002,NUTS,2010,DE939,3,16.842
2003,NUTS,2010,DE939,3,74.347
2004,NUTS,2010,DE939,3,80.626
2005,NUTS,2010,DE939,3,45.625
2006,NUTS,2010,DE939,3,73.801
2007,NUTS,2010,DE939,3,104.352
2008,NUTS,2010,DE939,3,139.327
2009,NUTS,2010,DE939,3,58.408
2010,NUTS,2010,DE939,3,70.931
2011,NUTS,2010,DE939,3,52.503
2012,NUTS,2010,DE939,3,48.856
2000,NUTS,2010,DE93B,3,11.339
2001,NUTS,2010,DE93B,3,2.485
2003,NUTS,2010,DE93B,3,7.48
2004,NUTS,2010,DE93B,3,12.684
2005,NUTS,2010,DE93B,3,16.758
2006,NUTS,2010,DE93B,3,16.781
2007,NUTS,2010,DE93B,3,5.598
2008,NUTS,2010,DE93B,3,21.156
2009,NUTS,2010,DE93B,3,12.504
2010,NUTS,2010,DE93B,3,7.5
2011,NUTS,2010,DE93B,3,5.024
2012,NUTS,2010,DE93B,3,18.191
2000,NUTS,2010,DE94,2,1.378
2001,NUTS,2010,DE94,2,0.424
2002,NUTS,2010,DE94,2,1.364
2003,NUTS,2010,DE94,2,2.88
2004,NUTS,2010,DE94,2,1.59
2005,NUTS,2010,DE94,2,1.82
2006,NUTS,2010,DE94,2,2.323
2007,NUTS,2010,DE94,2,2.353
2008,NUTS,2010,DE94,2,1.548
2009,NUTS,2010,DE94,2,2.111
2010,NUTS,2010,DE94,2,1.595
2011,NUTS,2010,DE94,2,0.484
2012,NUTS,2010,DE94,2,0.939
2003,NUTS,2010,DE941,3,4.337
2004,NUTS,2010,DE941,3,15.398
2005,NUTS,2010,DE941,3,3.285
2006,NUTS,2010,DE941,3,3.293
2007,NUTS,2010,DE941,3,17.658
2008,NUTS,2010,DE941,3,4.525
2010,NUTS,2010,DE941,3,10.065
2005,NUTS,2010,DE943,3,3.157
2006,NUTS,2010,DE943,3,6.307
2007,NUTS,2010,DE943,3,9.43
2008,NUTS,2010,DE943,3,7.834
2009,NUTS,2010,DE943,3,10.419
2010,NUTS,2010,DE943,3,3.099
2011,NUTS,2010,DE943,3,3.083
2012,NUTS,2010,DE943,3,2.031
2005,NUTS,2010,DE944,3,6.079
2006,NUTS,2010,DE944,3,6.104
2009,NUTS,2010,DE945,3,4.054
2003,NUTS,2010,DE946,3,4.418
2004,NUTS,2010,DE946,3,5.064
2006,NUTS,2010,DE946,3,2.157
2007,NUTS,2010,DE946,3,2.83
2010,NUTS,2010,DE946,3,2.808
2000,NUTS,2010,DE947,3,10.751
2002,NUTS,2010,DE947,3,15.927
2003,NUTS,2010,DE947,3,10.583
2004,NUTS,2010,DE947,3,5.273
2009,NUTS,2010,DE947,3,1.743
2003,NUTS,2010,DE948,3,21.865
2006,NUTS,2010,DE948,3,6.425
2002,NUTS,2010,DE949,3,1.083
2012,NUTS,2010,DE949,3,0.797
2004,NUTS,2010,DE94A,3,3.246
2006,NUTS,2010,DE94A,3,2.465
2008,NUTS,2010,DE94A,3,2.481
2009,NUTS,2010,DE94A,3,6.679
2005,NUTS,2010,DE94C,3,1.52
2000,NUTS,2010,DE94D,3,6.957
2001,NUTS,2010,DE94D,3,4.38
2003,NUTS,2010,DE94D,3,7.275
2004,NUTS,2010,DE94D,3,6.663
2005,NUTS,2010,DE94D,3,19.972
2006,NUTS,2010,DE94D,3,11.93
2007,NUTS,2010,DE94D,3,21.199
2008,NUTS,2010,DE94D,3,5.946
2009,NUTS,2010,DE94D,3,13.736
2010,NUTS,2010,DE94D,3,10.824
2011,NUTS,2010,DE94D,3,5.5
2012,NUTS,2010,DE94D,3,13.715
2008,NUTS,2010,DE94F,3,7.44
2010,NUTS,2010,DE94F,3,3.708
2000,NUTS,2010,DE94G,3,5.312
2001,NUTS,2010,DE94G,3,5.314
2006,NUTS,2010,DE94G,3,5.335
2008,NUTS,2010,DE94G,3,2.699
2009,NUTS,2010,DE94G,3,5.437
2010,NUTS,2010,DE94G,3,5.481
2000,NUTS,2010,DEA,1,0.667
2001,NUTS,2010,DEA,1,0.468
2002,NUTS,2010,DEA,1,0.628
2003,NUTS,2010,DEA,1,0.65
2004,NUTS,2010,DEA,1,0.68
2005,NUTS,2010,DEA,1,0.286
2006,NUTS,2010,DEA,1,0.538
2007,NUTS,2010,DEA,1,0.33
2008,NUTS,2010,DEA,1,0.398
2009,NUTS,2010,DEA,1,0.376
2010,NUTS,2010,DEA,1,0.372
2011,NUTS,2010,DEA,1,0.458
2012,NUTS,2010,DEA,1,0.303
2000,NUTS,2010,DEA1,2,0.304
2002,NUTS,2010,DEA1,2,0.333
2003,NUTS,2010,DEA1,2,0.191
2004,NUTS,2010,DEA1,2,0.875
2005,NUTS,2010,DEA1,2,0.128
2006,NUTS,2010,DEA1,2,1.161
2007,NUTS,2010,DEA1,2,0.255
2008,NUTS,2010,DEA1,2,0.384
2009,NUTS,2010,DEA1,2,0.193
2010,NUTS,2010,DEA1,2,0.483
2012,NUTS,2010,DEA1,2,0.078
2003,NUTS,2010,DEA11,3,1.749
2004,NUTS,2010,DEA11,3,3.004
2005,NUTS,2010,DEA11,3,0.576
2006,NUTS,2010,DEA11,3,0.87
2007,NUTS,2010,DEA11,3,0.571
2009,NUTS,2010,DEA11,3,1.712
2010,NUTS,2010,DEA11,3,1.706
2010,NUTS,2010,DEA12,3,1.016
2004,NUTS,2010,DEA13,3,0.56
2006,NUTS,2010,DEA13,3,3.416
2004,NUTS,2010,DEA15,3,0.762
2006,NUTS,2010,DEA15,3,1.53
2004,NUTS,2010,DEA16,3,2.928
2004,NUTS,2010,DEA17,3,2.272
2008,NUTS,2010,DEA18,3,8.777
2002,NUTS,2010,DEA19,3,3.03
2012,NUTS,2010,DEA1A,3,0.572
2006,NUTS,2010,DEA1B,3,3.25
2000,NUTS,2010,DEA1C,3,1.974
2002,NUTS,2010,DEA1C,3,1.965
2006,NUTS,2010,DEA1C,3,2.97
2007,NUTS,2010,DEA1C,3,0.993
2012,NUTS,2010,DEA1C,3,0.404
2000,NUTS,2010,DEA1D,3,1.354
2002,NUTS,2010,DEA1D,3,0.561
2004,NUTS,2010,DEA1D,3,1.86
2005,NUTS,2010,DEA1D,3,0.739
2006,NUTS,2010,DEA1D,3,1.505
2010,NUTS,2010,DEA1D,3,1.128
2004,NUTS,2010,DEA1F,3,1.047
2007,NUTS,2010,DEA1F,3,1.052
2008,NUTS,2010,DEA1F,3,2.11
2010,NUTS,2010,DEA1F,3,1.063
2000,NUTS,2010,DEA2,2,1.032
2001,NUTS,2010,DEA2,2,0.701
2002,NUTS,2010,DEA2,2,0.638
2003,NUTS,2010,DEA2,2,0.115
2004,NUTS,2010,DEA2,2,1.005
2005,NUTS,2010,DEA2,2,0.534
2006,NUTS,2010,DEA2,2,0.148
2007,NUTS,2010,DEA2,2,0.655
2008,NUTS,2010,DEA2,2,0.114
2009,NUTS,2010,DEA2,2,0.684
2010,NUTS,2010,DEA2,2,0.114
2011,NUTS,2010,DEA2,2,0.569
2012,NUTS,2010,DEA2,2,0.454
2001,NUTS,2010,DEA22,3,3.309
2007,NUTS,2010,DEA22,3,0.541
2011,NUTS,2010,DEA22,3,6.156
2000,NUTS,2010,DEA23,3,1.247
2001,NUTS,2010,DEA23,3,1.039
2005,NUTS,2010,DEA23,3,0.856
2006,NUTS,2010,DEA23,3,0.254
2007,NUTS,2010,DEA23,3,0.374
2009,NUTS,2010,DEA23,3,1.005
2012,NUTS,2010,DEA23,3,1.18
2000,NUTS,2010,DEA24,3,1.243
2007,NUTS,2010,DEA24,3,1.054
2012,NUTS,2010,DEA24,3,1.241
2000,NUTS,2010,DEA26,3,2.514
2002,NUTS,2010,DEA27,3,1.091
2004,NUTS,2010,DEA27,3,7.947
2002,NUTS,2010,DEA28,3,2.624
2004,NUTS,2010,DEA28,3,1.298
2007,NUTS,2010,DEA28,3,5.176
2001,NUTS,2010,DEA29,3,3.994
2002,NUTS,2010,DEA29,3,3.964
2005,NUTS,2010,DEA2A,3,4.301
2002,NUTS,2010,DEA2B,3,1.808
2005,NUTS,2010,DEA2B,3,0.895
2008,NUTS,2010,DEA2B,3,1.796
2009,NUTS,2010,DEA2B,3,3.602
2010,NUTS,2010,DEA2B,3,1.804
2000,NUTS,2010,DEA2C,3,1.746
2002,NUTS,2010,DEA2C,3,0.429
2004,NUTS,2010,DEA2C,3,0.758
2006,NUTS,2010,DEA2C,3,0.669
2007,NUTS,2010,DEA2C,3,0.284
2009,NUTS,2010,DEA2C,3,1.672
2012,NUTS,2010,DEA2C,3,0.333
2011,NUTS,2010,DEA2D,3,0.884
2012,NUTS,2010,DEA2D,3,0.706
2002,NUTS,2010,DEA3,2,0.698
2003,NUTS,2010,DEA3,2,1.333
2004,NUTS,2010,DEA3,2,0.05
2005,NUTS,2010,DEA3,2,0.316
2008,NUTS,2010,DEA3,2,0.191
2009,NUTS,2010,DEA3,2,0.192
2010,NUTS,2010,DEA3,2,0.192
2002,NUTS,2010,DEA31,3,4.14
2008,NUTS,2010,DEA31,3,4.216
2009,NUTS,2010,DEA31,3,4.246
2005,NUTS,2010,DEA32,3,1.851
2003,NUTS,2010,DEA33,3,3.718
2005,NUTS,2010,DEA33,3,1.222
2002,NUTS,2010,DEA37,3,3.04
2003,NUTS,2010,DEA37,3,4.544
2010,NUTS,2010,DEA37,3,1.127
2003,NUTS,2010,DEA38,3,1.766
2004,NUTS,2010,DEA38,3,0.459
2000,NUTS,2010,DEA4,2,1.303
2001,NUTS,2010,DEA4,2,1.012
2002,NUTS,2010,DEA4,2,0.727
2003,NUTS,2010,DEA4,2,1.126
2004,NUTS,2010,DEA4,2,0.362
2005,NUTS,2010,DEA4,2,0.241
