year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_bes_rse_pc_emp_hc
2011,NUTS,2010,HU22,2,0.1487
2012,NUTS,2010,HU22,2,0.1653
2013,NUTS,2010,HU22,2,0.2062
2014,NUTS,2010,HU22,2,0.1726
2015,NUTS,2010,HU22,2,0.1522
2016,NUTS,2010,HU22,2,0.1475
2017,NUTS,2010,HU22,2,0.1802
2018,NUTS,2010,HU22,2,0.2432
2019,NUTS,2010,HU22,2,0.2467
1999,NUTS,2010,HU23,2,0.0207
2000,NUTS,2010,HU23,2,0.0163
2001,NUTS,2010,HU23,2,0.0248
2002,NUTS,2010,HU23,2,0.0302
2003,NUTS,2010,HU23,2,0.0423
2004,NUTS,2010,HU23,2,0.0388
2005,NUTS,2010,HU23,2,0.0433
2006,NUTS,2010,HU23,2,0.0545
2007,NUTS,2010,HU23,2,0.065
2008,NUTS,2010,HU23,2,0.0736
2009,NUTS,2010,HU23,2,0.0907
2010,NUTS,2010,HU23,2,0.108
2011,NUTS,2010,HU23,2,0.1204
2012,NUTS,2010,HU23,2,0.1192
2013,NUTS,2010,HU23,2,0.1355
2014,NUTS,2010,HU23,2,0.0927
2015,NUTS,2010,HU23,2,0.0684
2016,NUTS,2010,HU23,2,0.0731
2017,NUTS,2010,HU23,2,0.0978
2018,NUTS,2010,HU23,2,0.1516
2019,NUTS,2010,HU23,2,0.1842
1999,NUTS,2010,HU3,1,0.0501
2000,NUTS,2010,HU3,1,0.0544
2001,NUTS,2010,HU3,1,0.0468
2002,NUTS,2010,HU3,1,0.0484
2003,NUTS,2010,HU3,1,0.0511
2004,NUTS,2010,HU3,1,0.0575
2005,NUTS,2010,HU3,1,0.0685
2006,NUTS,2010,HU3,1,0.0849
2007,NUTS,2010,HU3,1,0.1047
2008,NUTS,2010,HU3,1,0.1109
2009,NUTS,2010,HU3,1,0.149
2010,NUTS,2010,HU3,1,0.1606
2011,NUTS,2010,HU3,1,0.1687
2012,NUTS,2010,HU3,1,0.1745
2013,NUTS,2010,HU3,1,0.1745
2014,NUTS,2010,HU3,1,0.1499
2015,NUTS,2010,HU3,1,0.1309
2016,NUTS,2010,HU3,1,0.1291
2017,NUTS,2010,HU3,1,0.1576
2018,NUTS,2010,HU3,1,0.176
2019,NUTS,2010,HU3,1,0.1943
1999,NUTS,2010,HU31,2,0.0364
2000,NUTS,2010,HU31,2,0.0401
2001,NUTS,2010,HU31,2,0.0394
2002,NUTS,2010,HU31,2,0.0415
2003,NUTS,2010,HU31,2,0.0428
2004,NUTS,2010,HU31,2,0.0544
2005,NUTS,2010,HU31,2,0.0604
2006,NUTS,2010,HU31,2,0.0778
2007,NUTS,2010,HU31,2,0.0939
2008,NUTS,2010,HU31,2,0.0995
2009,NUTS,2010,HU31,2,0.1377
2010,NUTS,2010,HU31,2,0.1635
2011,NUTS,2010,HU31,2,0.1495
2012,NUTS,2010,HU31,2,0.1668
2013,NUTS,2010,HU31,2,0.1609
2014,NUTS,2010,HU31,2,0.1268
2015,NUTS,2010,HU31,2,0.1129
2016,NUTS,2010,HU31,2,0.1018
2017,NUTS,2010,HU31,2,0.138
2018,NUTS,2010,HU31,2,0.1475
2019,NUTS,2010,HU31,2,0.1756
1999,NUTS,2010,HU32,2,0.0578
2000,NUTS,2010,HU32,2,0.0554
2001,NUTS,2010,HU32,2,0.0417
2002,NUTS,2010,HU32,2,0.0418
2003,NUTS,2010,HU32,2,0.0496
2004,NUTS,2010,HU32,2,0.0559
2005,NUTS,2010,HU32,2,0.0626
2006,NUTS,2010,HU32,2,0.0675
2007,NUTS,2010,HU32,2,0.0959
2008,NUTS,2010,HU32,2,0.1174
2009,NUTS,2010,HU32,2,0.145
2010,NUTS,2010,HU32,2,0.1472
2011,NUTS,2010,HU32,2,0.1529
2012,NUTS,2010,HU32,2,0.1587
2013,NUTS,2010,HU32,2,0.144
2014,NUTS,2010,HU32,2,0.1134
2015,NUTS,2010,HU32,2,0.1136
2016,NUTS,2010,HU32,2,0.1122
2017,NUTS,2010,HU32,2,0.1337
2018,NUTS,2010,HU32,2,0.1454
2019,NUTS,2010,HU32,2,0.145
1999,NUTS,2010,HU33,2,0.0536
2000,NUTS,2010,HU33,2,0.0654
2001,NUTS,2010,HU33,2,0.0582
2002,NUTS,2010,HU33,2,0.0613
2003,NUTS,2010,HU33,2,0.0603
2004,NUTS,2010,HU33,2,0.0618
2005,NUTS,2010,HU33,2,0.0818
2006,NUTS,2010,HU33,2,0.1098
2007,NUTS,2010,HU33,2,0.1234
2008,NUTS,2010,HU33,2,0.1137
2009,NUTS,2010,HU33,2,0.1628
2010,NUTS,2010,HU33,2,0.1723
2011,NUTS,2010,HU33,2,0.2016
2012,NUTS,2010,HU33,2,0.198
2013,NUTS,2010,HU33,2,0.2195
2014,NUTS,2010,HU33,2,0.2108
2015,NUTS,2010,HU33,2,0.1659
2016,NUTS,2010,HU33,2,0.1711
2017,NUTS,2010,HU33,2,0.2015
2018,NUTS,2010,HU33,2,0.2355
2019,NUTS,2010,HU33,2,0.2667
2001,NUTS,2010,IE,0,0.3878
2002,NUTS,2010,IE,0,0.3626
2003,NUTS,2010,IE,0,0.3572
2004,NUTS,2010,IE,0,0.3724
2005,NUTS,2010,IE,0,0.3846
2006,NUTS,2010,IE,0,0.3813
2007,NUTS,2010,IE,0,0.3786
2008,NUTS,2010,IE,0,0.4109
2009,NUTS,2010,IE,0,0.4548
2010,NUTS,2010,IE,0,0.4865
2011,NUTS,2010,IE,0,0.5774
2013,NUTS,2010,IE,0,0.7294
2015,NUTS,2010,IE,0,0.7112
2017,NUTS,2010,IE,0,0.735
2019,NUTS,2010,IE,0,0.7431
2001,NUTS,2010,IE0,1,0.4029
2002,NUTS,2010,IE0,1,0.3731
2003,NUTS,2010,IE0,1,0.3686
2004,NUTS,2010,IE0,1,0.3878
2005,NUTS,2010,IE0,1,0.3943
2006,NUTS,2010,IE0,1,0.3899
2007,NUTS,2010,IE0,1,0.371
2008,NUTS,2010,IE0,1,0.4021
2009,NUTS,2010,IE0,1,0.4446
2010,NUTS,2010,IE0,1,0.4745
2011,NUTS,2010,IE0,1,0.5623
2013,NUTS,2010,IE0,1,0.7096
2015,NUTS,2010,IE0,1,0.689
2017,NUTS,2010,IE0,1,0.7112
2002,NUTS,2010,IE01,2,0.2011
2003,NUTS,2010,IE01,2,0.1978
2004,NUTS,2010,IE01,2,0.3199
2005,NUTS,2010,IE01,2,0.4533
2006,NUTS,2010,IE01,2,0.3809
2007,NUTS,2010,IE01,2,0.2995
2008,NUTS,2010,IE01,2,0.3266
2009,NUTS,2010,IE01,2,0.3551
2010,NUTS,2010,IE01,2,0.3794
2011,NUTS,2010,IE01,2,0.4711
2013,NUTS,2010,IE01,2,0.5458
2015,NUTS,2010,IE01,2,0.4845
2017,NUTS,2010,IE01,2,1.052
2002,NUTS,2010,IE02,2,0.4299
2003,NUTS,2010,IE02,2,0.4257
2004,NUTS,2010,IE02,2,0.411
2005,NUTS,2010,IE02,2,0.3739
2006,NUTS,2010,IE02,2,0.3931
2007,NUTS,2010,IE02,2,0.3957
2008,NUTS,2010,IE02,2,0.4281
2009,NUTS,2010,IE02,2,0.4752
2010,NUTS,2010,IE02,2,0.5069
2011,NUTS,2010,IE02,2,0.5933
2013,NUTS,2010,IE02,2,0.7658
2015,NUTS,2010,IE02,2,0.7582
2017,NUTS,2010,IE02,2,0.6626
2003,NUTS,2010,IS,0,0.855
2005,NUTS,2010,IS,0,0.9344
2006,NUTS,2010,IS,0,1.0233
2007,NUTS,2010,IS,0,0.9265
2008,NUTS,2010,IS,0,0.9625
2009,NUTS,2010,IS,0,0.6731
2011,NUTS,2010,IS,0,0.8668
2013,NUTS,2010,IS,0,0.7745
2015,NUTS,2010,IS,0,0.8172
2016,NUTS,2010,IS,0,0.79
2017,NUTS,2010,IS,0,0.7399
2018,NUTS,2010,IS,0,0.7202
1997,NUTS,2010,IT,0,0.1495
1998,NUTS,2010,IT,0,0.1523
1999,NUTS,2010,IT,0,0.1451
2000,NUTS,2010,IT,0,0.1431
2001,NUTS,2010,IT,0,0.1387
2002,NUTS,2010,IT,0,0.1492
2003,NUTS,2010,IT,0,0.1405
2004,NUTS,2010,IT,0,0.1439
2005,NUTS,2010,IT,0,0.1427
2006,NUTS,2010,IT,0,0.1579
2007,NUTS,2010,IT,0,0.1811
2008,NUTS,2010,IT,0,0.1957
2009,NUTS,2010,IT,0,0.2071
2010,NUTS,2010,IT,0,0.209
2011,NUTS,2010,IT,0,0.217
2012,NUTS,2010,IT,0,0.2282
2013,NUTS,2010,IT,0,0.2461
2014,NUTS,2010,IT,0,0.2527
2015,NUTS,2010,IT,0,0.2874
2016,NUTS,2010,IT,0,0.33
2017,NUTS,2010,IT,0,0.3703
2018,NUTS,2010,IT,0,0.431
2019,NUTS,2010,IT,0,0.4607
2000,NUTS,2010,ITC,1,0.2573
2003,NUTS,2010,ITC,1,0.2382
2004,NUTS,2010,ITC,1,0.245
2005,NUTS,2010,ITC,1,0.2456
2007,NUTS,2010,ITC,1,0.2844
2008,NUTS,2010,ITC,1,0.2953
2009,NUTS,2010,ITC,1,0.3096
2010,NUTS,2010,ITC,1,0.3059
2011,NUTS,2010,ITC,1,0.3233
2012,NUTS,2010,ITC,1,0.3338
2013,NUTS,2010,ITC,1,0.3385
2014,NUTS,2010,ITC,1,0.358
2015,NUTS,2010,ITC,1,0.3944
2016,NUTS,2010,ITC,1,0.4496
2017,NUTS,2010,ITC,1,0.4768
2018,NUTS,2010,ITC,1,0.5489
2019,NUTS,2010,ITC,1,0.5883
2000,NUTS,2010,ITC1,2,0.2951
2003,NUTS,2010,ITC1,2,0.3034
2004,NUTS,2010,ITC1,2,0.326
2005,NUTS,2010,ITC1,2,0.3104
2007,NUTS,2010,ITC1,2,0.3581
2008,NUTS,2010,ITC1,2,0.358
2009,NUTS,2010,ITC1,2,0.4005
2010,NUTS,2010,ITC1,2,0.3934
2011,NUTS,2010,ITC1,2,0.407
2012,NUTS,2010,ITC1,2,0.4003
2013,NUTS,2010,ITC1,2,0.4217
2014,NUTS,2010,ITC1,2,0.4869
2015,NUTS,2010,ITC1,2,0.5075
2016,NUTS,2010,ITC1,2,0.5519
2017,NUTS,2010,ITC1,2,0.5624
2018,NUTS,2010,ITC1,2,0.6181
2019,NUTS,2010,ITC1,2,0.6424
2000,NUTS,2010,ITC2,2,0.3752
2003,NUTS,2010,ITC2,2,0.1511
2004,NUTS,2010,ITC2,2,0.1243
2005,NUTS,2010,ITC2,2,0.1416
2007,NUTS,2010,ITC2,2,0.1391
2008,NUTS,2010,ITC2,2,0.2324
2009,NUTS,2010,ITC2,2,0.2571
2010,NUTS,2010,ITC2,2,0.2491
2011,NUTS,2010,ITC2,2,0.205
2012,NUTS,2010,ITC2,2,0.278
2013,NUTS,2010,ITC2,2,0.1901
2014,NUTS,2010,ITC2,2,0.2123
2015,NUTS,2010,ITC2,2,0.2117
2016,NUTS,2010,ITC2,2,0.3511
2017,NUTS,2010,ITC2,2,0.2852
2018,NUTS,2010,ITC2,2,0.2927
2019,NUTS,2010,ITC2,2,0.2749
2000,NUTS,2010,ITC3,2,0.2114
2003,NUTS,2010,ITC3,2,0.2046
2004,NUTS,2010,ITC3,2,0.227
2005,NUTS,2010,ITC3,2,0.2446
2007,NUTS,2010,ITC3,2,0.2086
2008,NUTS,2010,ITC3,2,0.2802
2009,NUTS,2010,ITC3,2,0.2773
2010,NUTS,2010,ITC3,2,0.2686
2011,NUTS,2010,ITC3,2,0.263
2012,NUTS,2010,ITC3,2,0.2376
2013,NUTS,2010,ITC3,2,0.2353
2014,NUTS,2010,ITC3,2,0.2065
2015,NUTS,2010,ITC3,2,0.2596
2016,NUTS,2010,ITC3,2,0.3117
2017,NUTS,2010,ITC3,2,0.3001
2018,NUTS,2010,ITC3,2,0.3736
2019,NUTS,2010,ITC3,2,0.4926
2000,NUTS,2010,ITC4,2,0.2454
2003,NUTS,2010,ITC4,2,0.2152
2004,NUTS,2010,ITC4,2,0.214
2005,NUTS,2010,ITC4,2,0.2189
2007,NUTS,2010,ITC4,2,0.2657
2008,NUTS,2010,ITC4,2,0.271
2009,NUTS,2010,ITC4,2,0.2756
2010,NUTS,2010,ITC4,2,0.2742
2011,NUTS,2010,ITC4,2,0.2971
2012,NUTS,2010,ITC4,2,0.3199
2013,NUTS,2010,ITC4,2,0.3202
2014,NUTS,2010,ITC4,2,0.3274
2015,NUTS,2010,ITC4,2,0.3683
2016,NUTS,2010,ITC4,2,0.4274
2017,NUTS,2010,ITC4,2,0.468
2018,NUTS,2010,ITC4,2,0.5476
2019,NUTS,2010,ITC4,2,0.5832
2000,NUTS,2010,ITF,1,0.0718
2003,NUTS,2010,ITF,1,0.0736
2004,NUTS,2010,ITF,1,0.0725
2005,NUTS,2010,ITF,1,0.0735
2007,NUTS,2010,ITF,1,0.0838
2008,NUTS,2010,ITF,1,0.0813
2009,NUTS,2010,ITF,1,0.083
2010,NUTS,2010,ITF,1,0.0799
2011,NUTS,2010,ITF,1,0.087
2012,NUTS,2010,ITF,1,0.0995
2013,NUTS,2010,ITF,1,0.1122
2014,NUTS,2010,ITF,1,0.1158
2015,NUTS,2010,ITF,1,0.151
2016,NUTS,2010,ITF,1,0.1569
2017,NUTS,2010,ITF,1,0.181
2018,NUTS,2010,ITF,1,0.2183
2019,NUTS,2010,ITF,1,0.2527
2000,NUTS,2010,ITF1,2,0.1539
2003,NUTS,2010,ITF1,2,0.1446
2004,NUTS,2010,ITF1,2,0.1306
2005,NUTS,2010,ITF1,2,0.1294
2007,NUTS,2010,ITF1,2,0.1608
2008,NUTS,2010,ITF1,2,0.151
2009,NUTS,2010,ITF1,2,0.1596
2010,NUTS,2010,ITF1,2,0.1501
2011,NUTS,2010,ITF1,2,0.122
2012,NUTS,2010,ITF1,2,0.0867
2013,NUTS,2010,ITF1,2,0.0899
2014,NUTS,2010,ITF1,2,0.0981
2015,NUTS,2010,ITF1,2,0.1218
2016,NUTS,2010,ITF1,2,0.1506
2017,NUTS,2010,ITF1,2,0.1582
2018,NUTS,2010,ITF1,2,0.1887
2019,NUTS,2010,ITF1,2,0.2169
2000,NUTS,2010,ITF2,2,0.0073
2003,NUTS,2010,ITF2,2,0.0009
2004,NUTS,2010,ITF2,2,0.0045
2005,NUTS,2010,ITF2,2,0.015
2007,NUTS,2010,ITF2,2,0.0171
2008,NUTS,2010,ITF2,2,0.0097
2009,NUTS,2010,ITF2,2,0.0156
2010,NUTS,2010,ITF2,2,0.0141
2011,NUTS,2010,ITF2,2,0.0115
2012,NUTS,2010,ITF2,2,0.0133
2013,NUTS,2010,ITF2,2,0.1339
2014,NUTS,2010,ITF2,2,0.1133
2015,NUTS,2010,ITF2,2,0.3755
2016,NUTS,2010,ITF2,2,0.3639
2017,NUTS,2010,ITF2,2,0.3346
2018,NUTS,2010,ITF2,2,0.3467
2019,NUTS,2010,ITF2,2,0.4486
2000,NUTS,2010,ITF3,2,0.0842
2003,NUTS,2010,ITF3,2,0.11
2004,NUTS,2010,ITF3,2,0.1089
2005,NUTS,2010,ITF3,2,0.1067
2007,NUTS,2010,ITF3,2,0.1177
2008,NUTS,2010,ITF3,2,0.1125
2009,NUTS,2010,ITF3,2,0.116
2010,NUTS,2010,ITF3,2,0.1082
2011,NUTS,2010,ITF3,2,0.1397
2012,NUTS,2010,ITF3,2,0.1785
2013,NUTS,2010,ITF3,2,0.1753
2014,NUTS,2010,ITF3,2,0.1737
2015,NUTS,2010,ITF3,2,0.2104
2016,NUTS,2010,ITF3,2,0.1957
2017,NUTS,2010,ITF3,2,0.2261
2018,NUTS,2010,ITF3,2,0.285
2019,NUTS,2010,ITF3,2,0.346
2000,NUTS,2010,ITF4,2,0.0438
2003,NUTS,2010,ITF4,2,0.032
2004,NUTS,2010,ITF4,2,0.0342
2005,NUTS,2010,ITF4,2,0.0372
2007,NUTS,2010,ITF4,2,0.0462
2008,NUTS,2010,ITF4,2,0.0443
2009,NUTS,2010,ITF4,2,0.0465
2010,NUTS,2010,ITF4,2,0.0529
2011,NUTS,2010,ITF4,2,0.0515
2012,NUTS,2010,ITF4,2,0.0564
2013,NUTS,2010,ITF4,2,0.0857
2014,NUTS,2010,ITF4,2,0.1006
2015,NUTS,2010,ITF4,2,0.1255
2016,NUTS,2010,ITF4,2,0.1412
2017,NUTS,2010,ITF4,2,0.1692
2018,NUTS,2010,ITF4,2,0.1958
2019,NUTS,2010,ITF4,2,0.2155
2000,NUTS,2010,ITF5,2,0.1825
2003,NUTS,2010,ITF5,2,0.0899
2004,NUTS,2010,ITF5,2,0.0888
2005,NUTS,2010,ITF5,2,0.0941
2007,NUTS,2010,ITF5,2,0.0875
2008,NUTS,2010,ITF5,2,0.0742
2009,NUTS,2010,ITF5,2,0.0585
2010,NUTS,2010,ITF5,2,0.0575
2011,NUTS,2010,ITF5,2,0.0362
2012,NUTS,2010,ITF5,2,0.023
2013,NUTS,2010,ITF5,2,0.0185
2014,NUTS,2010,ITF5,2,0.0148
2015,NUTS,2010,ITF5,2,0.0228
2016,NUTS,2010,ITF5,2,0.0447
2017,NUTS,2010,ITF5,2,0.078
2018,NUTS,2010,ITF5,2,0.0936
2019,NUTS,2010,ITF5,2,0.0738
2000,NUTS,2010,ITF6,2,0.0051
2003,NUTS,2010,ITF6,2,0.0114
2004,NUTS,2010,ITF6,2,0.0066
2005,NUTS,2010,ITF6,2,0.0099
2007,NUTS,2010,ITF6,2,0.0133
2008,NUTS,2010,ITF6,2,0.0287
2009,NUTS,2010,ITF6,2,0.0247
2010,NUTS,2010,ITF6,2,0.0183
2011,NUTS,2010,ITF6,2,0.0186
2012,NUTS,2010,ITF6,2,0.0226
2013,NUTS,2010,ITF6,2,0.0278
2014,NUTS,2010,ITF6,2,0.0285
2015,NUTS,2010,ITF6,2,0.0567
2016,NUTS,2010,ITF6,2,0.077
2017,NUTS,2010,ITF6,2,0.0941
2018,NUTS,2010,ITF6,2,0.1109
2019,NUTS,2010,ITF6,2,0.1119
2000,NUTS,2010,ITG,1,0.0361
2003,NUTS,2010,ITG,1,0.0352
2004,NUTS,2010,ITG,1,0.0358
2005,NUTS,2010,ITG,1,0.0396
2007,NUTS,2010,ITG,1,0.0538
2008,NUTS,2010,ITG,1,0.0533
2009,NUTS,2010,ITG,1,0.0581
2010,NUTS,2010,ITG,1,0.0691
2011,NUTS,2010,ITG,1,0.0811
2012,NUTS,2010,ITG,1,0.0843
2013,NUTS,2010,ITG,1,0.0856
2014,NUTS,2010,ITG,1,0.0966
2015,NUTS,2010,ITG,1,0.0857
2016,NUTS,2010,ITG,1,0.0953
2017,NUTS,2010,ITG,1,0.1194
2018,NUTS,2010,ITG,1,0.1363
2019,NUTS,2010,ITG,1,0.1535
2000,NUTS,2010,ITG1,2,0.0357
2003,NUTS,2010,ITG1,2,0.0359
2004,NUTS,2010,ITG1,2,0.0406
2005,NUTS,2010,ITG1,2,0.0451
2007,NUTS,2010,ITG1,2,0.0572
2008,NUTS,2010,ITG1,2,0.0635
2009,NUTS,2010,ITG1,2,0.0677
2010,NUTS,2010,ITG1,2,0.0869
2011,NUTS,2010,ITG1,2,0.1039
2012,NUTS,2010,ITG1,2,0.1087
2013,NUTS,2010,ITG1,2,0.1116
2014,NUTS,2010,ITG1,2,0.1233
2015,NUTS,2010,ITG1,2,0.1008
2016,NUTS,2010,ITG1,2,0.1064
2017,NUTS,2010,ITG1,2,0.1303
2018,NUTS,2010,ITG1,2,0.1523
2019,NUTS,2010,ITG1,2,0.1822
2000,NUTS,2010,ITG2,2,0.0371
2003,NUTS,2010,ITG2,2,0.0333
2004,NUTS,2010,ITG2,2,0.0243
2005,NUTS,2010,ITG2,2,0.026
2007,NUTS,2010,ITG2,2,0.0454
2008,NUTS,2010,ITG2,2,0.0284
2009,NUTS,2010,ITG2,2,0.0341
2010,NUTS,2010,ITG2,2,0.0252
2011,NUTS,2010,ITG2,2,0.0256
2012,NUTS,2010,ITG2,2,0.0259
2013,NUTS,2010,ITG2,2,0.0221
2014,NUTS,2010,ITG2,2,0.0321
2015,NUTS,2010,ITG2,2,0.0494
2016,NUTS,2010,ITG2,2,0.0687
2017,NUTS,2010,ITG2,2,0.0928
2018,NUTS,2010,ITG2,2,0.0986
2019,NUTS,2010,ITG2,2,0.0872
2000,NUTS,2010,ITH,1,0.1158
2003,NUTS,2010,ITH,1,0.1216
2004,NUTS,2010,ITH,1,0.133
2005,NUTS,2010,ITH,1,0.1253
2007,NUTS,2010,ITH,1,0.2059
2008,NUTS,2010,ITH,1,0.2525
2009,NUTS,2010,ITH,1,0.2611
2010,NUTS,2010,ITH,1,0.2644
2011,NUTS,2010,ITH,1,0.2624
2012,NUTS,2010,ITH,1,0.2715
2013,NUTS,2010,ITH,1,0.306
2014,NUTS,2010,ITH,1,0.3022
2015,NUTS,2010,ITH,1,0.3392
2016,NUTS,2010,ITH,1,0.4078
2017,NUTS,2010,ITH,1,0.4714
2018,NUTS,2010,ITH,1,0.5349
2019,NUTS,2010,ITH,1,0.5408
2003,NUTS,2010,ITH1,2,0.0714
2004,NUTS,2010,ITH1,2,0.0597
2005,NUTS,2010,ITH1,2,0.0662
2007,NUTS,2010,ITH1,2,0.2058
2008,NUTS,2010,ITH1,2,0.1324
2009,NUTS,2010,ITH1,2,0.1732
2010,NUTS,2010,ITH1,2,0.1445
2011,NUTS,2010,ITH1,2,0.1623
2012,NUTS,2010,ITH1,2,0.1346
2013,NUTS,2010,ITH1,2,0.1453
2014,NUTS,2010,ITH1,2,0.1979
2015,NUTS,2010,ITH1,2,0.1897
2016,NUTS,2010,ITH1,2,0.2475
2017,NUTS,2010,ITH1,2,0.2035
2018,NUTS,2010,ITH1,2,0.2199
2019,NUTS,2010,ITH1,2,0.2355
2003,NUTS,2010,ITH2,2,0.0544
2004,NUTS,2010,ITH2,2,0.0506
2005,NUTS,2010,ITH2,2,0.0586
2007,NUTS,2010,ITH2,2,0.1353
2008,NUTS,2010,ITH2,2,0.1463
2009,NUTS,2010,ITH2,2,0.1574
2010,NUTS,2010,ITH2,2,0.2052
2011,NUTS,2010,ITH2,2,0.2352
2012,NUTS,2010,ITH2,2,0.276
2013,NUTS,2010,ITH2,2,0.291
2014,NUTS,2010,ITH2,2,0.3196
2015,NUTS,2010,ITH2,2,0.3492
2016,NUTS,2010,ITH2,2,0.3573
2017,NUTS,2010,ITH2,2,0.3614
2018,NUTS,2010,ITH2,2,0.4041
2019,NUTS,2010,ITH2,2,0.4177
2000,NUTS,2010,ITH3,2,0.0817
2003,NUTS,2010,ITH3,2,0.0812
2004,NUTS,2010,ITH3,2,0.0907
2005,NUTS,2010,ITH3,2,0.0964
2007,NUTS,2010,ITH3,2,0.1757
2008,NUTS,2010,ITH3,2,0.2274
2009,NUTS,2010,ITH3,2,0.2588
2010,NUTS,2010,ITH3,2,0.2161
2011,NUTS,2010,ITH3,2,0.2222
2012,NUTS,2010,ITH3,2,0.2185
2013,NUTS,2010,ITH3,2,0.2503
2014,NUTS,2010,ITH3,2,0.2481
2015,NUTS,2010,ITH3,2,0.2555
2016,NUTS,2010,ITH3,2,0.3371
2017,NUTS,2010,ITH3,2,0.3896
2018,NUTS,2010,ITH3,2,0.461
2019,NUTS,2010,ITH3,2,0.4618
2000,NUTS,2010,ITH4,2,0.1175
2003,NUTS,2010,ITH4,2,0.1048
2004,NUTS,2010,ITH4,2,0.1337
2005,NUTS,2010,ITH4,2,0.1267
2007,NUTS,2010,ITH4,2,0.2266
2008,NUTS,2010,ITH4,2,0.3801
2009,NUTS,2010,ITH4,2,0.385
2010,NUTS,2010,ITH4,2,0.3813
2011,NUTS,2010,ITH4,2,0.3915
2012,NUTS,2010,ITH4,2,0.4554
2013,NUTS,2010,ITH4,2,0.3792
2014,NUTS,2010,ITH4,2,0.3308
2015,NUTS,2010,ITH4,2,0.338
2016,NUTS,2010,ITH4,2,0.4005
2017,NUTS,2010,ITH4,2,0.4611
2018,NUTS,2010,ITH4,2,0.4806
2019,NUTS,2010,ITH4,2,0.4825
2005,NUTS,2010,ITH5,2,0.1718
2007,NUTS,2010,ITH5,2,0.2414
2008,NUTS,2010,ITH5,2,0.2727
2009,NUTS,2010,ITH5,2,0.2541
2010,NUTS,2010,ITH5,2,0.3083
2011,NUTS,2010,ITH5,2,0.288
2012,NUTS,2010,ITH5,2,0.2981
2013,NUTS,2010,ITH5,2,0.369
2014,NUTS,2010,ITH5,2,0.3643
2015,NUTS,2010,ITH5,2,0.4467
2016,NUTS,2010,ITH5,2,0.5109
2017,NUTS,2010,ITH5,2,0.6098
2018,NUTS,2010,ITH5,2,0.6835
2019,NUTS,2010,ITH5,2,0.6931
2000,NUTS,2010,ITI,1,0.1132
2003,NUTS,2010,ITI,1,0.1153
2004,NUTS,2010,ITI,1,0.1144
2005,NUTS,2010,ITI,1,0.1126
2007,NUTS,2010,ITI,1,0.1387
2008,NUTS,2010,ITI,1,0.1432
2009,NUTS,2010,ITI,1,0.1549
2010,NUTS,2010,ITI,1,0.162
2011,NUTS,2010,ITI,1,0.165
2012,NUTS,2010,ITI,1,0.175
2013,NUTS,2010,ITI,1,0.1915
2014,NUTS,2010,ITI,1,0.1867
2015,NUTS,2010,ITI,1,0.2303
2016,NUTS,2010,ITI,1,0.2664
2017,NUTS,2010,ITI,1,0.3116
2018,NUTS,2010,ITI,1,0.3788
2019,NUTS,2010,ITI,1,0.4107
2000,NUTS,2010,ITI1,2,0.0659
2003,NUTS,2010,ITI1,2,0.0856
2004,NUTS,2010,ITI1,2,0.0902
2005,NUTS,2010,ITI1,2,0.0878
2007,NUTS,2010,ITI1,2,0.1239
2008,NUTS,2010,ITI1,2,0.1229
2009,NUTS,2010,ITI1,2,0.1627
2010,NUTS,2010,ITI1,2,0.1666
2011,NUTS,2010,ITI1,2,0.1678
2012,NUTS,2010,ITI1,2,0.2002
2013,NUTS,2010,ITI1,2,0.2205
2014,NUTS,2010,ITI1,2,0.2053
2015,NUTS,2010,ITI1,2,0.2657
2016,NUTS,2010,ITI1,2,0.3057
2017,NUTS,2010,ITI1,2,0.3687
2018,NUTS,2010,ITI1,2,0.4708
2019,NUTS,2010,ITI1,2,0.4933
2000,NUTS,2010,ITI2,2,0.0467
2003,NUTS,2010,ITI2,2,0.0649
2004,NUTS,2010,ITI2,2,0.0483
2005,NUTS,2010,ITI2,2,0.056
2007,NUTS,2010,ITI2,2,0.0827
2008,NUTS,2010,ITI2,2,0.0896
2009,NUTS,2010,ITI2,2,0.0955
2010,NUTS,2010,ITI2,2,0.1337
2011,NUTS,2010,ITI2,2,0.1038
2012,NUTS,2010,ITI2,2,0.123
2013,NUTS,2010,ITI2,2,0.1281
2014,NUTS,2010,ITI2,2,0.1483
2015,NUTS,2010,ITI2,2,0.1307
2016,NUTS,2010,ITI2,2,0.1544
2017,NUTS,2010,ITI2,2,0.2227
2018,NUTS,2010,ITI2,2,0.2617
2019,NUTS,2010,ITI2,2,0.2648
2005,NUTS,2010,ITI3,2,0.0803
2007,NUTS,2010,ITI3,2,0.1243
2008,NUTS,2010,ITI3,2,0.1266
2009,NUTS,2010,ITI3,2,0.1186
2010,NUTS,2010,ITI3,2,0.1217
2011,NUTS,2010,ITI3,2,0.1536
2012,NUTS,2010,ITI3,2,0.1392
2013,NUTS,2010,ITI3,2,0.1587
2014,NUTS,2010,ITI3,2,0.186
2015,NUTS,2010,ITI3,2,0.1682
2016,NUTS,2010,ITI3,2,0.2414
2017,NUTS,2010,ITI3,2,0.3184
2018,NUTS,2010,ITI3,2,0.3411
2019,NUTS,2010,ITI3,2,0.3384
2000,NUTS,2010,ITI4,2,0.1813
2003,NUTS,2010,ITI4,2,0.1564
2004,NUTS,2010,ITI4,2,0.154
