year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_hc_rse_hes
2005,NUTS,2010,NO04,2,0.3005
2007,NUTS,2010,NO04,2,0.3365
2008,NUTS,2010,NO04,2,0.3515
2009,NUTS,2010,NO04,2,0.3933
2010,NUTS,2010,NO04,2,0.3895
2011,NUTS,2010,NO04,2,0.3676
2012,NUTS,2010,NO04,2,0.3796
2013,NUTS,2010,NO04,2,0.393
2014,NUTS,2010,NO04,2,0.4166
2001,NUTS,2010,NO05,2,0.5205
2003,NUTS,2010,NO05,2,0.5751
2005,NUTS,2010,NO05,2,0.7031
2007,NUTS,2010,NO05,2,0.8273
2008,NUTS,2010,NO05,2,0.8355
2009,NUTS,2010,NO05,2,0.8479
2010,NUTS,2010,NO05,2,0.8689
2011,NUTS,2010,NO05,2,0.8667
2012,NUTS,2010,NO05,2,0.9161
2013,NUTS,2010,NO05,2,0.9316
2014,NUTS,2010,NO05,2,0.9688
2001,NUTS,2010,NO06,2,0.8393
2003,NUTS,2010,NO06,2,1.0262
2005,NUTS,2010,NO06,2,1.1985
2007,NUTS,2010,NO06,2,1.1776
2008,NUTS,2010,NO06,2,1.2857
2009,NUTS,2010,NO06,2,1.3936
2010,NUTS,2010,NO06,2,1.4545
2011,NUTS,2010,NO06,2,1.56
2012,NUTS,2010,NO06,2,1.5138
2013,NUTS,2010,NO06,2,1.5839
2014,NUTS,2010,NO06,2,1.5921
2001,NUTS,2010,NO07,2,0.5528
2003,NUTS,2010,NO07,2,0.6387
2005,NUTS,2010,NO07,2,0.7879
2007,NUTS,2010,NO07,2,0.9
2008,NUTS,2010,NO07,2,0.9444
2009,NUTS,2010,NO07,2,0.9599
2010,NUTS,2010,NO07,2,0.9948
2011,NUTS,2010,NO07,2,0.9703
2012,NUTS,2010,NO07,2,1.0537
2013,NUTS,2010,NO07,2,1.0982
2014,NUTS,2010,NO07,2,1.1302
2000,NUTS,2010,PL,0,0.3193
2003,NUTS,2010,PL,0,0.3765
2004,NUTS,2010,PL,0,0.3803
2005,NUTS,2010,PL,0,0.386
2006,NUTS,2010,PL,0,0.3863
2007,NUTS,2010,PL,0,0.3935
2008,NUTS,2010,PL,0,0.3868
2009,NUTS,2010,PL,0,0.3975
2010,NUTS,2010,PL,0,0.4039
2011,NUTS,2010,PL,0,0.3979
2012,NUTS,2010,PL,0,0.39
2013,NUTS,2010,PL,0,0.3949
2014,NUTS,2010,PL,0,0.4038
2015,NUTS,2010,PL,0,0.4052
2016,NUTS,2010,PL,0,0.4572
2017,NUTS,2010,PL,0,0.6713
2018,NUTS,2010,PL,0,0.6933
2019,NUTS,2010,PL,0,0.6887
2000,NUTS,2010,PL1,1,0.4894
2003,NUTS,2010,PL1,1,0.5739
2004,NUTS,2010,PL1,1,0.5826
2005,NUTS,2010,PL1,1,0.5904
2006,NUTS,2010,PL1,1,0.5758
2007,NUTS,2010,PL1,1,0.5781
2008,NUTS,2010,PL1,1,0.5471
2009,NUTS,2010,PL1,1,0.5606
2010,NUTS,2010,PL1,1,0.6144
2011,NUTS,2010,PL1,1,0.5664
2012,NUTS,2010,PL1,1,0.5892
2013,NUTS,2010,PL1,1,0.3733
2014,NUTS,2010,PL1,1,0.3653
2015,NUTS,2010,PL1,1,0.3692
2000,NUTS,2010,PL11,2,0.2911
2003,NUTS,2010,PL11,2,0.309
2004,NUTS,2010,PL11,2,0.3206
2005,NUTS,2010,PL11,2,0.317
2006,NUTS,2010,PL11,2,0.3461
2007,NUTS,2010,PL11,2,0.3721
2008,NUTS,2010,PL11,2,0.3426
2009,NUTS,2010,PL11,2,0.3892
2010,NUTS,2010,PL11,2,0.3966
2011,NUTS,2010,PL11,2,0.3683
2012,NUTS,2010,PL11,2,0.4343
2013,NUTS,2010,PL11,2,0.3448
2014,NUTS,2010,PL11,2,0.3461
2015,NUTS,2010,PL11,2,0.3695
2000,NUTS,2010,PL12,2,0.3109
2003,NUTS,2010,PL12,2,0.3923
2004,NUTS,2010,PL12,2,0.3973
2005,NUTS,2010,PL12,2,0.4027
2006,NUTS,2010,PL12,2,0.3817
2007,NUTS,2010,PL12,2,0.3737
2008,NUTS,2010,PL12,2,0.3624
2009,NUTS,2010,PL12,2,0.3631
2010,NUTS,2010,PL12,2,0.4062
2011,NUTS,2010,PL12,2,0.379
2012,NUTS,2010,PL12,2,0.3708
2013,NUTS,2010,PL12,2,0.3884
2014,NUTS,2010,PL12,2,0.3747
2015,NUTS,2010,PL12,2,0.3691
2000,NUTS,2010,PL2,1,0.3697
2003,NUTS,2010,PL2,1,0.458
2004,NUTS,2010,PL2,1,0.4382
2005,NUTS,2010,PL2,1,0.4476
2006,NUTS,2010,PL2,1,0.4258
2007,NUTS,2010,PL2,1,0.4267
2008,NUTS,2010,PL2,1,0.421
2009,NUTS,2010,PL2,1,0.4147
2010,NUTS,2010,PL2,1,0.4207
2011,NUTS,2010,PL2,1,0.4109
2012,NUTS,2010,PL2,1,0.4103
2013,NUTS,2010,PL2,1,0.4146
2014,NUTS,2010,PL2,1,0.4463
2015,NUTS,2010,PL2,1,0.4774
2016,NUTS,2010,PL2,1,0.5088
2017,NUTS,2010,PL2,1,0.7251
2018,NUTS,2010,PL2,1,0.756
2019,NUTS,2010,PL2,1,0.8474
2000,NUTS,2010,PL21,2,0.4876
2003,NUTS,2010,PL21,2,0.6157
2004,NUTS,2010,PL21,2,0.6254
2005,NUTS,2010,PL21,2,0.6202
2006,NUTS,2010,PL21,2,0.5133
2007,NUTS,2010,PL21,2,0.5185
2008,NUTS,2010,PL21,2,0.5217
2009,NUTS,2010,PL21,2,0.5674
2010,NUTS,2010,PL21,2,0.5657
2011,NUTS,2010,PL21,2,0.5407
2012,NUTS,2010,PL21,2,0.542
2013,NUTS,2010,PL21,2,0.5603
2014,NUTS,2010,PL21,2,0.605
2015,NUTS,2010,PL21,2,0.6521
2016,NUTS,2010,PL21,2,0.6891
2017,NUTS,2010,PL21,2,1.0839
2018,NUTS,2010,PL21,2,1.1325
2019,NUTS,2010,PL21,2,1.0805
2000,NUTS,2010,PL22,2,0.2561
2003,NUTS,2010,PL22,2,0.3284
2004,NUTS,2010,PL22,2,0.3
2005,NUTS,2010,PL22,2,0.3272
2006,NUTS,2010,PL22,2,0.3582
2007,NUTS,2010,PL22,2,0.3564
2008,NUTS,2010,PL22,2,0.3453
2009,NUTS,2010,PL22,2,0.3061
2010,NUTS,2010,PL22,2,0.3185
2011,NUTS,2010,PL22,2,0.3193
2012,NUTS,2010,PL22,2,0.3184
2013,NUTS,2010,PL22,2,0.3134
2014,NUTS,2010,PL22,2,0.3335
2015,NUTS,2010,PL22,2,0.3523
2016,NUTS,2010,PL22,2,0.3767
2017,NUTS,2010,PL22,2,0.4579
2018,NUTS,2010,PL22,2,0.4713
2019,NUTS,2010,PL22,2,0.6695
2000,NUTS,2010,PL3,1,0.2455
2003,NUTS,2010,PL3,1,0.2958
2004,NUTS,2010,PL3,1,0.3222
2005,NUTS,2010,PL3,1,0.324
2006,NUTS,2010,PL3,1,0.3238
2007,NUTS,2010,PL3,1,0.3149
2008,NUTS,2010,PL3,1,0.3319
2009,NUTS,2010,PL3,1,0.3205
2012,NUTS,2010,PL3,1,0.3089
2013,NUTS,2010,PL3,1,0.3284
2014,NUTS,2010,PL3,1,0.3326
2015,NUTS,2010,PL3,1,0.3273
2000,NUTS,2010,PL31,2,0.3898
2003,NUTS,2010,PL31,2,0.4616
2004,NUTS,2010,PL31,2,0.4899
2005,NUTS,2010,PL31,2,0.4921
2006,NUTS,2010,PL31,2,0.5077
2007,NUTS,2010,PL31,2,0.4715
2008,NUTS,2010,PL31,2,0.4867
2009,NUTS,2010,PL31,2,0.4882
2010,NUTS,2010,PL31,2,0.4762
2011,NUTS,2010,PL31,2,0.4883
2012,NUTS,2010,PL31,2,0.5189
2013,NUTS,2010,PL31,2,0.4669
2014,NUTS,2010,PL31,2,0.4642
2015,NUTS,2010,PL31,2,0.4444
2000,NUTS,2010,PL32,2,0.1049
2004,NUTS,2010,PL32,2,0.1707
2005,NUTS,2010,PL32,2,0.1568
2006,NUTS,2010,PL32,2,0.163
2007,NUTS,2010,PL32,2,0.1703
2008,NUTS,2010,PL32,2,0.1787
2009,NUTS,2010,PL32,2,0.173
2010,NUTS,2010,PL32,2,0.1916
2012,NUTS,2010,PL32,2,0.1892
2013,NUTS,2010,PL32,2,0.2077
2014,NUTS,2010,PL32,2,0.2226
2007,NUTS,2010,PL33,2,0.168
2008,NUTS,2010,PL33,2,0.2072
2011,NUTS,2010,PL33,2,0.1639
2012,NUTS,2010,PL33,2,0.0339
2013,NUTS,2010,PL33,2,0.1633
2014,NUTS,2010,PL33,2,0.1596
2003,NUTS,2010,PL34,2,0.3741
2007,NUTS,2010,PL34,2,0.4214
2008,NUTS,2010,PL34,2,0.437
2009,NUTS,2010,PL34,2,0.4328
2010,NUTS,2010,PL34,2,0.4132
2011,NUTS,2010,PL34,2,0.4193
2012,NUTS,2010,PL34,2,0.4418
2013,NUTS,2010,PL34,2,0.4563
2014,NUTS,2010,PL34,2,0.4503
2015,NUTS,2010,PL34,2,0.46
2000,NUTS,2010,PL4,1,0.3129
2003,NUTS,2010,PL4,1,0.3497
2004,NUTS,2010,PL4,1,0.3658
2005,NUTS,2010,PL4,1,0.3763
2006,NUTS,2010,PL4,1,0.3997
2007,NUTS,2010,PL4,1,0.4245
2008,NUTS,2010,PL4,1,0.4241
2009,NUTS,2010,PL4,1,0.4174
2012,NUTS,2010,PL4,1,0.3785
2013,NUTS,2010,PL4,1,0.3851
2014,NUTS,2010,PL4,1,0.4183
2015,NUTS,2010,PL4,1,0.4254
2016,NUTS,2010,PL4,1,0.3897
2017,NUTS,2010,PL4,1,0.5516
2018,NUTS,2010,PL4,1,0.5347
2019,NUTS,2010,PL4,1,0.4514
2000,NUTS,2010,PL41,2,0.3204
2003,NUTS,2010,PL41,2,0.3937
2004,NUTS,2010,PL41,2,0.4234
2005,NUTS,2010,PL41,2,0.4315
2006,NUTS,2010,PL41,2,0.4785
2007,NUTS,2010,PL41,2,0.5011
2008,NUTS,2010,PL41,2,0.5123
2009,NUTS,2010,PL41,2,0.5119
2010,NUTS,2010,PL41,2,0.4924
2012,NUTS,2010,PL41,2,0.4025
2013,NUTS,2010,PL41,2,0.4168
2014,NUTS,2010,PL41,2,0.4589
2016,NUTS,2010,PL41,2,0.4347
2017,NUTS,2010,PL41,2,0.5845
2018,NUTS,2010,PL41,2,0.5813
2019,NUTS,2010,PL41,2,0.4881
2005,NUTS,2010,PL42,2,0.3806
2007,NUTS,2010,PL42,2,0.4448
2008,NUTS,2010,PL42,2,0.4068
2009,NUTS,2010,PL42,2,0.394
2010,NUTS,2010,PL42,2,0.4096
2011,NUTS,2010,PL42,2,0.4499
2012,NUTS,2010,PL42,2,0.4631
2013,NUTS,2010,PL42,2,0.4547
2015,NUTS,2010,PL42,2,0.4958
2016,NUTS,2010,PL42,2,0.4226
2017,NUTS,2010,PL42,2,0.6545
2007,NUTS,2010,PL43,2,0.1737
2008,NUTS,2010,PL43,2,0.1753
2012,NUTS,2010,PL43,2,0.1825
2013,NUTS,2010,PL43,2,0.1819
2016,NUTS,2010,PL43,2,0.1757
2017,NUTS,2010,PL43,2,0.2599
2000,NUTS,2010,PL5,1,0.3546
2003,NUTS,2010,PL5,1,0.4228
2004,NUTS,2010,PL5,1,0.404
2005,NUTS,2010,PL5,1,0.3782
2006,NUTS,2010,PL5,1,0.3843
2007,NUTS,2010,PL5,1,0.3994
2008,NUTS,2010,PL5,1,0.3846
2009,NUTS,2010,PL5,1,0.3718
2012,NUTS,2010,PL5,1,0.3895
2013,NUTS,2010,PL5,1,0.4276
2014,NUTS,2010,PL5,1,0.3995
2015,NUTS,2010,PL5,1,0.403
2016,NUTS,2010,PL5,1,0.4295
2017,NUTS,2010,PL5,1,0.6311
2018,NUTS,2010,PL5,1,0.612
2019,NUTS,2010,PL5,1,0.5945
2005,NUTS,2010,PL51,2,0.428
2007,NUTS,2010,PL51,2,0.4414
2008,NUTS,2010,PL51,2,0.4331
2009,NUTS,2010,PL51,2,0.4191
2010,NUTS,2010,PL51,2,0.425
2011,NUTS,2010,PL51,2,0.4429
2013,NUTS,2010,PL51,2,0.4791
2014,NUTS,2010,PL51,2,0.4448
2016,NUTS,2010,PL51,2,0.4864
2017,NUTS,2010,PL51,2,0.7193
2018,NUTS,2010,PL51,2,0.7142
2019,NUTS,2010,PL51,2,0.6845
2007,NUTS,2010,PL52,2,0.2612
2008,NUTS,2010,PL52,2,0.2322
2009,NUTS,2010,PL52,2,0.2264
2013,NUTS,2010,PL52,2,0.2625
2014,NUTS,2010,PL52,2,0.2623
2016,NUTS,2010,PL52,2,0.2429
2017,NUTS,2010,PL52,2,0.3423
2018,NUTS,2010,PL52,2,0.2841
2019,NUTS,2010,PL52,2,0.2863
2000,NUTS,2010,PL6,1,0.3041
2003,NUTS,2010,PL6,1,0.3383
2004,NUTS,2010,PL6,1,0.36
2005,NUTS,2010,PL6,1,0.3726
2006,NUTS,2010,PL6,1,0.4094
2007,NUTS,2010,PL6,1,0.4128
2008,NUTS,2010,PL6,1,0.3949
2009,NUTS,2010,PL6,1,0.3937
2011,NUTS,2010,PL6,1,0.4023
2012,NUTS,2010,PL6,1,0.3832
2013,NUTS,2010,PL6,1,0.3836
2014,NUTS,2010,PL6,1,0.3991
2015,NUTS,2010,PL6,1,0.3743
2016,NUTS,2010,PL6,1,0.3975
2017,NUTS,2010,PL6,1,0.6079
2018,NUTS,2010,PL6,1,0.6219
2019,NUTS,2010,PL6,1,0.6194
2005,NUTS,2010,PL61,2,0.3695
2006,NUTS,2010,PL61,2,0.3955
2007,NUTS,2010,PL61,2,0.451
2008,NUTS,2010,PL61,2,0.3933
2009,NUTS,2010,PL61,2,0.3347
2010,NUTS,2010,PL61,2,0.3581
2012,NUTS,2010,PL61,2,0.3528
2013,NUTS,2010,PL61,2,0.3604
2014,NUTS,2010,PL61,2,0.3762
2015,NUTS,2010,PL61,2,0.3597
2016,NUTS,2010,PL61,2,0.3681
2017,NUTS,2010,PL61,2,0.6766
2005,NUTS,2010,PL62,2,0.2589
2006,NUTS,2010,PL62,2,0.2708
2007,NUTS,2010,PL62,2,0.2807
2008,NUTS,2010,PL62,2,0.2942
2012,NUTS,2010,PL62,2,0.328
2013,NUTS,2010,PL62,2,0.3105
2014,NUTS,2010,PL62,2,0.3435
2015,NUTS,2010,PL62,2,0.3179
2016,NUTS,2010,PL62,2,0.3651
2017,NUTS,2010,PL62,2,0.4756
2000,NUTS,2010,PL63,2,0.4391
2003,NUTS,2010,PL63,2,0.1687
2004,NUTS,2010,PL63,2,0.1933
2005,NUTS,2010,PL63,2,0.4593
2006,NUTS,2010,PL63,2,0.5331
2007,NUTS,2010,PL63,2,0.4708
2008,NUTS,2010,PL63,2,0.4664
2009,NUTS,2010,PL63,2,0.5366
2010,NUTS,2010,PL63,2,0.4929
2011,NUTS,2010,PL63,2,0.4939
2012,NUTS,2010,PL63,2,0.4441
2013,NUTS,2010,PL63,2,0.4477
2014,NUTS,2010,PL63,2,0.453
2015,NUTS,2010,PL63,2,0.4198
2016,NUTS,2010,PL63,2,0.4414
2017,NUTS,2010,PL63,2,0.6232
2018,NUTS,2010,PL63,2,0.6805
2019,NUTS,2010,PL63,2,0.6162
2016,NUTS,2010,PL7,1,0.3828
2017,NUTS,2010,PL7,1,0.5996
2018,NUTS,2010,PL7,1,0.5475
2019,NUTS,2010,PL7,1,0.545
2016,NUTS,2010,PL71,2,0.4681
2017,NUTS,2010,PL71,2,0.7164
2019,NUTS,2010,PL71,2,0.6548
2016,NUTS,2010,PL72,2,0.1972
2017,NUTS,2010,PL72,2,0.3449
2019,NUTS,2010,PL72,2,0.3066
2016,NUTS,2010,PL8,1,0.419
2017,NUTS,2010,PL8,1,0.5789
2018,NUTS,2010,PL8,1,0.6612
2019,NUTS,2010,PL8,1,0.6028
2016,NUTS,2010,PL81,2,0.5905
2017,NUTS,2010,PL81,2,0.8855
2018,NUTS,2010,PL81,2,1.0469
2019,NUTS,2010,PL81,2,0.8785
2016,NUTS,2010,PL82,2,0.2235
2017,NUTS,2010,PL82,2,0.2415
2019,NUTS,2010,PL82,2,0.2539
2016,NUTS,2010,PL84,2,0.4492
2017,NUTS,2010,PL84,2,0.6309
2019,NUTS,2010,PL84,2,0.7017
2016,NUTS,2010,PL9,1,0.5421
2017,NUTS,2010,PL9,1,0.8294
2018,NUTS,2010,PL9,1,0.9082
2019,NUTS,2010,PL9,1,0.9082
2016,NUTS,2010,PL91,2,0.8903
2017,NUTS,2010,PL91,2,1.3705
2018,NUTS,2010,PL91,2,1.4542
2019,NUTS,2010,PL91,2,1.4181
2016,NUTS,2010,PL92,2,0.0672
2017,NUTS,2010,PL92,2,0.0861
2018,NUTS,2010,PL92,2,0.0951
2019,NUTS,2010,PL92,2,0.083
1997,NUTS,2010,PT,0,0.2787
1998,NUTS,2010,PT,0,0.299
1999,NUTS,2010,PT,0,0.3258
2000,NUTS,2010,PT,0,0.3319
2001,NUTS,2010,PT,0,0.3387
2002,NUTS,2010,PT,0,0.3623
2003,NUTS,2010,PT,0,0.3855
2004,NUTS,2010,PT,0,0.4015
2005,NUTS,2010,PT,0,0.4139
2006,NUTS,2010,PT,0,0.4659
2007,NUTS,2010,PT,0,0.5169
2008,NUTS,2010,PT,0,0.8693
2009,NUTS,2010,PT,0,0.9567
2010,NUTS,2010,PT,0,0.972
2011,NUTS,2010,PT,0,0.9356
2012,NUTS,2010,PT,0,0.9793
2013,NUTS,2010,PT,0,1.0653
2014,NUTS,2010,PT,0,1.0352
2015,NUTS,2010,PT,0,1.0538
2016,NUTS,2010,PT,0,1.0977
2017,NUTS,2010,PT,0,1.1
2018,NUTS,2010,PT,0,1.1647
2019,NUTS,2010,PT,0,1.162
2020,NUTS,2010,PT,0,1.1435
2000,NUTS,2010,PT1,1,0.3178
2001,NUTS,2010,PT1,1,0.3238
2002,NUTS,2010,PT1,1,0.3466
2003,NUTS,2010,PT1,1,0.3677
2004,NUTS,2010,PT1,1,0.3884
2005,NUTS,2010,PT1,1,0.3981
2006,NUTS,2010,PT1,1,0.4495
2007,NUTS,2010,PT1,1,0.4986
2008,NUTS,2010,PT1,1,0.8393
2009,NUTS,2010,PT1,1,0.8846
2010,NUTS,2010,PT1,1,0.9052
2011,NUTS,2010,PT1,1,0.899
2012,NUTS,2010,PT1,1,0.9409
2013,NUTS,2010,PT1,1,1.034
2014,NUTS,2010,PT1,1,1.0151
2015,NUTS,2010,PT1,1,1.038
2016,NUTS,2010,PT1,1,1.086
2017,NUTS,2010,PT1,1,1.0897
2018,NUTS,2010,PT1,1,1.155
2019,NUTS,2010,PT1,1,1.1515
2020,NUTS,2010,PT1,1,1.1372
2000,NUTS,2010,PT11,2,0.2211
2001,NUTS,2010,PT11,2,0.219
2002,NUTS,2010,PT11,2,0.2504
2003,NUTS,2010,PT11,2,0.2773
2004,NUTS,2010,PT11,2,0.2864
2005,NUTS,2010,PT11,2,0.2835
2006,NUTS,2010,PT11,2,0.3301
2007,NUTS,2010,PT11,2,0.379
2008,NUTS,2010,PT11,2,0.6675
2009,NUTS,2010,PT11,2,0.7434
2010,NUTS,2010,PT11,2,0.7288
2011,NUTS,2010,PT11,2,0.7779
2012,NUTS,2010,PT11,2,0.7766
2013,NUTS,2010,PT11,2,0.9119
2014,NUTS,2010,PT11,2,0.8726
2015,NUTS,2010,PT11,2,0.8829
2016,NUTS,2010,PT11,2,0.963
2017,NUTS,2010,PT11,2,0.9623
2018,NUTS,2010,PT11,2,1.0238
2019,NUTS,2010,PT11,2,1.0442
2020,NUTS,2010,PT11,2,1.0271
2000,NUTS,2010,PT15,2,0.2747
2001,NUTS,2010,PT15,2,0.289
2002,NUTS,2010,PT15,2,0.3008
2003,NUTS,2010,PT15,2,0.3228
2004,NUTS,2010,PT15,2,0.346
2005,NUTS,2010,PT15,2,0.3611
2006,NUTS,2010,PT15,2,0.4426
2007,NUTS,2010,PT15,2,0.53
2008,NUTS,2010,PT15,2,0.7849
2009,NUTS,2010,PT15,2,0.7811
2010,NUTS,2010,PT15,2,0.6795
2011,NUTS,2010,PT15,2,0.6475
2012,NUTS,2010,PT15,2,0.5727
2013,NUTS,2010,PT15,2,0.5673
2014,NUTS,2010,PT15,2,0.5562
2015,NUTS,2010,PT15,2,0.5923
2016,NUTS,2010,PT15,2,0.5506
2017,NUTS,2010,PT15,2,0.4871
2018,NUTS,2010,PT15,2,0.5375
2019,NUTS,2010,PT15,2,0.5927
2020,NUTS,2010,PT15,2,0.5987
2000,NUTS,2010,PT16,2,0.2703
2001,NUTS,2010,PT16,2,0.2943
2002,NUTS,2010,PT16,2,0.3042
2003,NUTS,2010,PT16,2,0.313
2004,NUTS,2010,PT16,2,0.3276
2005,NUTS,2010,PT16,2,0.3364
2006,NUTS,2010,PT16,2,0.3767
2007,NUTS,2010,PT16,2,0.4126
2008,NUTS,2010,PT16,2,0.7155
2009,NUTS,2010,PT16,2,0.7078
2010,NUTS,2010,PT16,2,0.7699
2011,NUTS,2010,PT16,2,0.8467
2012,NUTS,2010,PT16,2,0.8672
2013,NUTS,2010,PT16,2,0.91
2014,NUTS,2010,PT16,2,0.9045
2015,NUTS,2010,PT16,2,0.904
2016,NUTS,2010,PT16,2,0.9666
2017,NUTS,2010,PT16,2,0.994
2018,NUTS,2010,PT16,2,1.0613
2019,NUTS,2010,PT16,2,1.0545
2020,NUTS,2010,PT16,2,1.0688
2000,NUTS,2010,PT17,2,0.5035
2001,NUTS,2010,PT17,2,0.5018
2002,NUTS,2010,PT17,2,0.5329
2003,NUTS,2010,PT17,2,0.5594
2004,NUTS,2010,PT17,2,0.6054
2005,NUTS,2010,PT17,2,0.6357
2006,NUTS,2010,PT17,2,0.7089
2007,NUTS,2010,PT17,2,0.7612
2008,NUTS,2010,PT17,2,1.2442
2009,NUTS,2010,PT17,2,1.3118
2010,NUTS,2010,PT17,2,1.3947
2011,NUTS,2010,PT17,2,1.2456
2012,NUTS,2010,PT17,2,1.3749
2013,NUTS,2010,PT17,2,1.5054
2014,NUTS,2010,PT17,2,1.4907
2015,NUTS,2010,PT17,2,1.5427
2016,NUTS,2010,PT17,2,1.5449
2017,NUTS,2010,PT17,2,1.5466
2018,NUTS,2010,PT17,2,1.6326
2019,NUTS,2010,PT17,2,1.5853
2020,NUTS,2010,PT17,2,1.5534
2000,NUTS,2010,PT18,2,0.2728
2001,NUTS,2010,PT18,2,0.2822
2002,NUTS,2010,PT18,2,0.2914
2003,NUTS,2010,PT18,2,0.3165
2004,NUTS,2010,PT18,2,0.3218
2005,NUTS,2010,PT18,2,0.3263
2006,NUTS,2010,PT18,2,0.342
2007,NUTS,2010,PT18,2,0.3716
2008,NUTS,2010,PT18,2,0.5706
2009,NUTS,2010,PT18,2,0.6024
2010,NUTS,2010,PT18,2,0.5021
2011,NUTS,2010,PT18,2,0.448
2012,NUTS,2010,PT18,2,0.5099
2013,NUTS,2010,PT18,2,0.4417
2014,NUTS,2010,PT18,2,0.4395
2015,NUTS,2010,PT18,2,0.4542
2016,NUTS,2010,PT18,2,0.5025
2017,NUTS,2010,PT18,2,0.5263
2018,NUTS,2010,PT18,2,0.5225
2019,NUTS,2010,PT18,2,0.522
2020,NUTS,2010,PT18,2,0.4966
2000,NUTS,2010,PT2,1,0.4249
2001,NUTS,2010,PT2,1,0.4113
2002,NUTS,2010,PT2,1,0.4005
2003,NUTS,2010,PT2,1,0.4094
2004,NUTS,2010,PT2,1,0.3759
2005,NUTS,2010,PT2,1,0.3534
2006,NUTS,2010,PT2,1,0.326
2007,NUTS,2010,PT2,1,0.2998
2008,NUTS,2010,PT2,1,0.4759
2009,NUTS,2010,PT2,1,0.3753
2010,NUTS,2010,PT2,1,0.3527
2011,NUTS,2010,PT2,1,0.3633
2012,NUTS,2010,PT2,1,0.3109
2013,NUTS,2010,PT2,1,0.3327
2014,NUTS,2010,PT2,1,0.3462
2015,NUTS,2010,PT2,1,0.3187
2016,NUTS,2010,PT2,1,0.337
2017,NUTS,2010,PT2,1,0.3404
2018,NUTS,2010,PT2,1,0.3058
2019,NUTS,2010,PT2,1,0.2826
2020,NUTS,2010,PT2,1,0.298
2000,NUTS,2010,PT20,2,0.4249
2001,NUTS,2010,PT20,2,0.4113
2002,NUTS,2010,PT20,2,0.4005
2003,NUTS,2010,PT20,2,0.4094
2004,NUTS,2010,PT20,2,0.3759
2005,NUTS,2010,PT20,2,0.3534
2006,NUTS,2010,PT20,2,0.326
2007,NUTS,2010,PT20,2,0.2998
2008,NUTS,2010,PT20,2,0.4759
2009,NUTS,2010,PT20,2,0.3753
2010,NUTS,2010,PT20,2,0.3527
2011,NUTS,2010,PT20,2,0.3633
2012,NUTS,2010,PT20,2,0.3109
2013,NUTS,2010,PT20,2,0.3327
2014,NUTS,2010,PT20,2,0.3462
2015,NUTS,2010,PT20,2,0.3187
2016,NUTS,2010,PT20,2,0.337
2017,NUTS,2010,PT20,2,0.3404
2018,NUTS,2010,PT20,2,0.3058
2019,NUTS,2010,PT20,2,0.2826
2020,NUTS,2010,PT20,2,0.298
2000,NUTS,2010,PT3,1,0.1594
2001,NUTS,2010,PT3,1,0.1187
2002,NUTS,2010,PT3,1,0.1176
2003,NUTS,2010,PT3,1,0.1241
2004,NUTS,2010,PT3,1,0.1319
2005,NUTS,2010,PT3,1,0.1356
2006,NUTS,2010,PT3,1,0.1479
2007,NUTS,2010,PT3,1,0.1558
2008,NUTS,2010,PT3,1,0.3206
2009,NUTS,2010,PT3,1,0.2021
2010,NUTS,2010,PT3,1,0.2093
2011,NUTS,2010,PT3,1,0.1817
2012,NUTS,2010,PT3,1,0.1824
2013,NUTS,2010,PT3,1,0.2098
2014,NUTS,2010,PT3,1,0.2331
2015,NUTS,2010,PT3,1,0.242
2016,NUTS,2010,PT3,1,0.25
2017,NUTS,2010,PT3,1,0.2527
2018,NUTS,2010,PT3,1,0.2707
2019,NUTS,2010,PT3,1,0.2431
2020,NUTS,2010,PT3,1,0.2395
2000,NUTS,2010,PT30,2,0.1594
2001,NUTS,2010,PT30,2,0.1187
2002,NUTS,2010,PT30,2,0.1176
2003,NUTS,2010,PT30,2,0.1241
2004,NUTS,2010,PT30,2,0.1319
2005,NUTS,2010,PT30,2,0.1356
2006,NUTS,2010,PT30,2,0.1479
2007,NUTS,2010,PT30,2,0.1558
2008,NUTS,2010,PT30,2,0.3206
2009,NUTS,2010,PT30,2,0.2021
2010,NUTS,2010,PT30,2,0.2093
2011,NUTS,2010,PT30,2,0.1817
2012,NUTS,2010,PT30,2,0.1824
2013,NUTS,2010,PT30,2,0.2098
2014,NUTS,2010,PT30,2,0.2331
2015,NUTS,2010,PT30,2,0.242
2016,NUTS,2010,PT30,2,0.25
2017,NUTS,2010,PT30,2,0.2527
2018,NUTS,2010,PT30,2,0.2707
2019,NUTS,2010,PT30,2,0.2431
2020,NUTS,2010,PT30,2,0.2395
1998,NUTS,2010,RO,0,0.0319
1999,NUTS,2010,RO,0,0.0326
2000,NUTS,2010,RO,0,0.0344
2001,NUTS,2010,RO,0,0.0522
2002,NUTS,2010,RO,0,0.0698
2003,NUTS,2010,RO,0,0.0922
2004,NUTS,2010,RO,0,0.1047
2005,NUTS,2010,RO,0,0.1126
2006,NUTS,2010,RO,0,0.1504
2007,NUTS,2010,RO,0,0.1757
2008,NUTS,2010,RO,0,0.1887
2009,NUTS,2010,RO,0,0.2452
2010,NUTS,2010,RO,0,0.2479
2011,NUTS,2010,RO,0,0.2177
2012,NUTS,2010,RO,0,0.2194
2013,NUTS,2010,RO,0,0.211
2014,NUTS,2010,RO,0,0.209
2015,NUTS,2010,RO,0,0.2188
