year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_rse_pc_emp_hc_f
2018,NUTS,2010,ITF5,2,0.0029
2019,NUTS,2010,ITF5,2,0.0043
2011,NUTS,2010,ITF6,2,0.0052
2015,NUTS,2010,ITF6,2,0.0037
2016,NUTS,2010,ITF6,2,0.0062
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,0.0015
2019,NUTS,2010,ITF6,2,0.0005
2011,NUTS,2010,ITG,1,0.0147
2012,NUTS,2010,ITG,1,0.0154
2013,NUTS,2010,ITG,1,0.0141
2014,NUTS,2010,ITG,1,0.0146
2015,NUTS,2010,ITG,1,0.0153
2016,NUTS,2010,ITG,1,0.0163
2017,NUTS,2010,ITG,1,0.0158
2018,NUTS,2010,ITG,1,0.0127
2019,NUTS,2010,ITG,1,0.0131
2011,NUTS,2010,ITG1,2,0.0204
2012,NUTS,2010,ITG1,2,0.0221
2013,NUTS,2010,ITG1,2,0.0198
2014,NUTS,2010,ITG1,2,0.0204
2015,NUTS,2010,ITG1,2,0.0209
2016,NUTS,2010,ITG1,2,0.0215
2017,NUTS,2010,ITG1,2,0.0211
2018,NUTS,2010,ITG1,2,0.0172
2019,NUTS,2010,ITG1,2,0.0177
2011,NUTS,2010,ITG2,2,0.0029
2012,NUTS,2010,ITG2,2,0.0017
2013,NUTS,2010,ITG2,2,0.0022
2014,NUTS,2010,ITG2,2,0.0027
2015,NUTS,2010,ITG2,2,0.0038
2016,NUTS,2010,ITG2,2,0.0056
2017,NUTS,2010,ITG2,2,0.0043
2018,NUTS,2010,ITG2,2,0.0037
2019,NUTS,2010,ITG2,2,0.0043
2011,NUTS,2010,ITH,1,0.0093
2012,NUTS,2010,ITH,1,0.0108
2013,NUTS,2010,ITH,1,0.0128
2014,NUTS,2010,ITH,1,0.0213
2015,NUTS,2010,ITH,1,0.0234
2016,NUTS,2010,ITH,1,0.0216
2017,NUTS,2010,ITH,1,0.0219
2018,NUTS,2010,ITH,1,0.0215
2019,NUTS,2010,ITH,1,0.0268
2011,NUTS,2010,ITH1,2,0.001
2012,NUTS,2010,ITH1,2,0.0018
2013,NUTS,2010,ITH1,2,0.0009
2014,NUTS,2010,ITH1,2,0.1579
2015,NUTS,2010,ITH1,2,0.1572
2016,NUTS,2010,ITH1,2,0.1287
2017,NUTS,2010,ITH1,2,0.1677
2018,NUTS,2010,ITH1,2,0.1352
2019,NUTS,2010,ITH1,2,0.1533
2011,NUTS,2010,ITH2,2,0.0456
2012,NUTS,2010,ITH2,2,0.0441
2013,NUTS,2010,ITH2,2,0.0413
2014,NUTS,2010,ITH2,2,0.0424
2015,NUTS,2010,ITH2,2,0.0356
2016,NUTS,2010,ITH2,2,0.0362
2017,NUTS,2010,ITH2,2,0.0307
2018,NUTS,2010,ITH2,2,0.0271
2019,NUTS,2010,ITH2,2,0.025
2011,NUTS,2010,ITH3,2,0.0114
2012,NUTS,2010,ITH3,2,0.0117
2013,NUTS,2010,ITH3,2,0.0145
2014,NUTS,2010,ITH3,2,0.0145
2015,NUTS,2010,ITH3,2,0.0183
2016,NUTS,2010,ITH3,2,0.0177
2017,NUTS,2010,ITH3,2,0.0146
2018,NUTS,2010,ITH3,2,0.0164
2019,NUTS,2010,ITH3,2,0.0306
2011,NUTS,2010,ITH4,2,0.0144
2012,NUTS,2010,ITH4,2,0.0214
2013,NUTS,2010,ITH4,2,0.0227
2014,NUTS,2010,ITH4,2,0.0252
2015,NUTS,2010,ITH4,2,0.0296
2016,NUTS,2010,ITH4,2,0.0216
2017,NUTS,2010,ITH4,2,0.0229
2018,NUTS,2010,ITH4,2,0.0248
2019,NUTS,2010,ITH4,2,0.0221
2011,NUTS,2010,ITH5,2,0.0028
2012,NUTS,2010,ITH5,2,0.0046
2013,NUTS,2010,ITH5,2,0.0069
2014,NUTS,2010,ITH5,2,0.0072
2015,NUTS,2010,ITH5,2,0.0084
2016,NUTS,2010,ITH5,2,0.0102
2017,NUTS,2010,ITH5,2,0.0095
2018,NUTS,2010,ITH5,2,0.0105
2019,NUTS,2010,ITH5,2,0.0081
2011,NUTS,2010,ITI,1,0.0382
2012,NUTS,2010,ITI,1,0.0385
2013,NUTS,2010,ITI,1,0.0401
2014,NUTS,2010,ITI,1,0.0421
2017,NUTS,2010,ITI,1,0.0489
2018,NUTS,2010,ITI,1,0.0466
2019,NUTS,2010,ITI,1,0.064
2011,NUTS,2010,ITI1,2,0.0184
2012,NUTS,2010,ITI1,2,0.022
2013,NUTS,2010,ITI1,2,0.0224
2014,NUTS,2010,ITI1,2,0.0245
2015,NUTS,2010,ITI1,2,0.032
2016,NUTS,2010,ITI1,2,0.0329
2017,NUTS,2010,ITI1,2,0.0273
2018,NUTS,2010,ITI1,2,0.0281
2019,NUTS,2010,ITI1,2,0.0306
2011,NUTS,2010,ITI2,2,0.0019
2012,NUTS,2010,ITI2,2,0.0013
2013,NUTS,2010,ITI2,2,0.0013
2014,NUTS,2010,ITI2,2,0.0013
2017,NUTS,2010,ITI2,2,0.0019
2018,NUTS,2010,ITI2,2,0.0032
2019,NUTS,2010,ITI2,2,0.0031
2011,NUTS,2010,ITI3,2,0.0007
2012,NUTS,2010,ITI3,2,0.0007
2013,NUTS,2010,ITI3,2,0.0007
2014,NUTS,2010,ITI3,2,0.0018
2015,NUTS,2010,ITI3,2,0.0007
2016,NUTS,2010,ITI3,2,0.0015
2017,NUTS,2010,ITI3,2,0.006
2018,NUTS,2010,ITI3,2,0.005
2019,NUTS,2010,ITI3,2,0.005
2011,NUTS,2010,ITI4,2,0.0692
2012,NUTS,2010,ITI4,2,0.0669
2013,NUTS,2010,ITI4,2,0.0698
2014,NUTS,2010,ITI4,2,0.0712
2015,NUTS,2010,ITI4,2,0.0734
2016,NUTS,2010,ITI4,2,0.0655
2017,NUTS,2010,ITI4,2,0.082
2018,NUTS,2010,ITI4,2,0.0769
2019,NUTS,2010,ITI4,2,0.112
2011,NUTS,2010,KR,0,0.0166
2012,NUTS,2010,KR,0,0.0091
2013,NUTS,2010,KR,0,0.0119
2011,NUTS,2010,ME,0,0.0059
2013,NUTS,2010,ME,0,0.0178
2014,NUTS,2010,ME,0,0.0156
2015,NUTS,2010,ME,0,0.0364
2017,NUTS,2010,ME,0,0.0172
2018,NUTS,2010,ME,0,0.0196
2019,NUTS,2010,ME,0,0.0152
2015,NUTS,2010,MK,0,0.0032
2016,NUTS,2010,MK,0,0.0139
2017,NUTS,2010,MK,0,0.0142
2018,NUTS,2010,MK,0,0.0108
2019,NUTS,2010,MK,0,0.0079
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.0005
2012,NUTS,2010,PL,0,0.0012
2013,NUTS,2010,PL,0,0.001
2014,NUTS,2010,PL,0,0.0012
2015,NUTS,2010,PL,0,0.0011
2016,NUTS,2010,PL,0,0.0052
2017,NUTS,2010,PL,0,0.011
2018,NUTS,2010,PL,0,0.011
2019,NUTS,2010,PL,0,0.0111
2011,NUTS,2010,PL1,1,0.0018
2012,NUTS,2010,PL1,1,0.0036
2013,NUTS,2010,PL1,1,0.0023
2014,NUTS,2010,PL1,1,0.0021
2015,NUTS,2010,PL1,1,0.0021
2012,NUTS,2010,PL11,2,0.0018
2012,NUTS,2010,PL12,2,0.0028
2011,NUTS,2010,PL2,1,0.0006
2013,NUTS,2010,PL2,1,0.0014
2014,NUTS,2010,PL2,1,0.0013
2015,NUTS,2010,PL2,1,0.0005
2016,NUTS,2010,PL2,1,0.0055
2017,NUTS,2010,PL2,1,0.0088
2018,NUTS,2010,PL2,1,0.0084
2019,NUTS,2010,PL2,1,0.0075
2011,NUTS,2010,PL21,2,0.0014
2015,NUTS,2010,PL21,2,0.0012
2017,NUTS,2010,PL21,2,0.0119
2018,NUTS,2010,PL21,2,0.0085
2019,NUTS,2010,PL21,2,0.0126
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0065
2018,NUTS,2010,PL22,2,0.0083
2019,NUTS,2010,PL22,2,0.0037
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.0
2013,NUTS,2010,PL4,1,0.0003
2016,NUTS,2010,PL4,1,0.0026
2017,NUTS,2010,PL4,1,0.0054
2018,NUTS,2010,PL4,1,0.0025
2011,NUTS,2010,PL41,2,0.0
2017,NUTS,2010,PL41,2,0.0083
2018,NUTS,2010,PL41,2,0.0038
2019,NUTS,2010,PL41,2,0.0044
2014,NUTS,2010,PL42,2,0.0019
2018,NUTS,2010,PL42,2,0.001
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL5,1,0.0005
2016,NUTS,2010,PL5,1,0.0032
2017,NUTS,2010,PL5,1,0.0025
2018,NUTS,2010,PL5,1,0.0081
2015,NUTS,2010,PL51,2,0.0012
2019,NUTS,2010,PL51,2,0.011
2011,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.001
2017,NUTS,2010,PL6,1,0.0117
2018,NUTS,2010,PL6,1,0.0074
2019,NUTS,2010,PL6,1,0.0074
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2018,NUTS,2010,PL63,2,0.0077
2019,NUTS,2010,PL63,2,0.0068
2016,NUTS,2010,PL7,1,0.0029
2017,NUTS,2010,PL7,1,0.0031
2018,NUTS,2010,PL7,1,0.0184
2019,NUTS,2010,PL7,1,0.0231
2016,NUTS,2010,PL71,2,0.0041
2016,NUTS,2010,PL8,1,0.0014
2017,NUTS,2010,PL8,1,0.0011
2018,NUTS,2010,PL8,1,0.0061
2019,NUTS,2010,PL8,1,0.0028
2019,NUTS,2010,PL81,2,0.0013
2016,NUTS,2010,PL9,1,0.0166
2017,NUTS,2010,PL9,1,0.0358
2018,NUTS,2010,PL9,1,0.026
2019,NUTS,2010,PL9,1,0.0258
2018,NUTS,2010,PL91,2,0.0428
2019,NUTS,2010,PL91,2,0.0412
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,0.1697
2012,NUTS,2010,PT,0,0.1624
2013,NUTS,2010,PT,0,0.0169
2014,NUTS,2010,PT,0,0.0167
2015,NUTS,2010,PT,0,0.0137
2016,NUTS,2010,PT,0,0.0141
2017,NUTS,2010,PT,0,0.0141
2018,NUTS,2010,PT,0,0.0152
2019,NUTS,2010,PT,0,0.0157
2020,NUTS,2010,PT,0,0.0234
2011,NUTS,2010,PT1,1,0.1608
2012,NUTS,2010,PT1,1,0.1536
2013,NUTS,2010,PT1,1,0.0163
2014,NUTS,2010,PT1,1,0.0163
2015,NUTS,2010,PT1,1,0.0134
2016,NUTS,2010,PT1,1,0.0139
2017,NUTS,2010,PT1,1,0.0138
2018,NUTS,2010,PT1,1,0.0149
2019,NUTS,2010,PT1,1,0.0157
2020,NUTS,2010,PT1,1,0.0233
2011,NUTS,2010,PT11,2,0.1482
2012,NUTS,2010,PT11,2,0.1544
2013,NUTS,2010,PT11,2,0.0022
2014,NUTS,2010,PT11,2,0.002
2015,NUTS,2010,PT11,2,0.0021
2016,NUTS,2010,PT11,2,0.0028
2017,NUTS,2010,PT11,2,0.0033
2018,NUTS,2010,PT11,2,0.0029
2019,NUTS,2010,PT11,2,0.0048
2020,NUTS,2010,PT11,2,0.0122
2011,NUTS,2010,PT15,2,0.0032
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.006
2011,NUTS,2010,PT16,2,0.1294
2012,NUTS,2010,PT16,2,0.125
2013,NUTS,2010,PT16,2,0.0022
2014,NUTS,2010,PT16,2,0.0022
2015,NUTS,2010,PT16,2,0.0022
2016,NUTS,2010,PT16,2,0.002
2017,NUTS,2010,PT16,2,0.0026
2018,NUTS,2010,PT16,2,0.0034
2019,NUTS,2010,PT16,2,0.0041
2020,NUTS,2010,PT16,2,0.0147
2011,NUTS,2010,PT17,2,0.2655
2012,NUTS,2010,PT17,2,0.237
2013,NUTS,2010,PT17,2,0.0533
2014,NUTS,2010,PT17,2,0.0519
2015,NUTS,2010,PT17,2,0.0417
2016,NUTS,2010,PT17,2,0.0417
2017,NUTS,2010,PT17,2,0.041
2018,NUTS,2010,PT17,2,0.0447
2019,NUTS,2010,PT17,2,0.0442
2020,NUTS,2010,PT17,2,0.0495
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0007
2017,NUTS,2010,PT18,2,0.0007
2018,NUTS,2010,PT18,2,0.0007
2019,NUTS,2010,PT18,2,0.0007
2020,NUTS,2010,PT18,2,0.0098
2011,NUTS,2010,PT2,1,0.0941
2012,NUTS,2010,PT2,1,0.0847
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,0.0
2020,NUTS,2010,PT2,1,0.0095
2011,NUTS,2010,PT20,2,0.0941
2012,NUTS,2010,PT20,2,0.0847
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,0.0
2020,NUTS,2010,PT20,2,0.0095
2011,NUTS,2010,PT3,1,0.0341
2012,NUTS,2010,PT3,1,0.0214
2013,NUTS,2010,PT3,1,0.0037
2014,NUTS,2010,PT3,1,0.0089
2015,NUTS,2010,PT3,1,0.0071
2016,NUTS,2010,PT3,1,0.007
2017,NUTS,2010,PT3,1,0.0086
2018,NUTS,2010,PT3,1,0.0081
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.0016
2011,NUTS,2010,PT30,2,0.0341
2012,NUTS,2010,PT30,2,0.0214
2013,NUTS,2010,PT30,2,0.0037
2014,NUTS,2010,PT30,2,0.0089
2015,NUTS,2010,PT30,2,0.0071
2016,NUTS,2010,PT30,2,0.007
2017,NUTS,2010,PT30,2,0.0086
2018,NUTS,2010,PT30,2,0.0081
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.0016
2011,NUTS,2010,RO,0,0.0024
2012,NUTS,2010,RO,0,0.0028
2013,NUTS,2010,RO,0,0.0016
2014,NUTS,2010,RO,0,0.0019
2015,NUTS,2010,RO,0,0.0038
2016,NUTS,2010,RO,0,0.0041
2017,NUTS,2010,RO,0,0.0013
2018,NUTS,2010,RO,0,0.002
2019,NUTS,2010,RO,0,0.0027
2011,NUTS,2010,RO1,1,0.001
2012,NUTS,2010,RO1,1,0.0013
2013,NUTS,2010,RO1,1,0.0011
2014,NUTS,2010,RO1,1,0.001
2015,NUTS,2010,RO1,1,0.001
2016,NUTS,2010,RO1,1,0.0006
2017,NUTS,2010,RO1,1,0.0008
2018,NUTS,2010,RO1,1,0.0011
2019,NUTS,2010,RO1,1,0.0007
2011,NUTS,2010,RO11,2,0.0018
2012,NUTS,2010,RO11,2,0.0023
2013,NUTS,2010,RO11,2,0.0019
2014,NUTS,2010,RO11,2,0.0015
2015,NUTS,2010,RO11,2,0.0006
2016,NUTS,2010,RO11,2,0.001
2017,NUTS,2010,RO11,2,0.0013
2018,NUTS,2010,RO11,2,0.0019
2019,NUTS,2010,RO11,2,0.0012
2014,NUTS,2010,RO12,2,0.0003
2015,NUTS,2010,RO12,2,0.0016
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0052
2012,NUTS,2010,RO2,1,0.0002
2014,NUTS,2010,RO2,1,0.0003
2015,NUTS,2010,RO2,1,0.0004
2016,NUTS,2010,RO2,1,0.0005
2017,NUTS,2010,RO2,1,0.0006
2018,NUTS,2010,RO2,1,0.0024
2019,NUTS,2010,RO2,1,0.0053
2011,NUTS,2010,RO21,2,0.0082
2012,NUTS,2010,RO21,2,0.0001
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0001
2018,NUTS,2010,RO21,2,0.0032
2019,NUTS,2010,RO21,2,0.0079
2011,NUTS,2010,RO22,2,0.0002
2012,NUTS,2010,RO22,2,0.0002
2014,NUTS,2010,RO22,2,0.0008
2015,NUTS,2010,RO22,2,0.0013
2016,NUTS,2010,RO22,2,0.0013
2017,NUTS,2010,RO22,2,0.0016
2018,NUTS,2010,RO22,2,0.0008
2019,NUTS,2010,RO22,2,0.0005
2011,NUTS,2010,RO3,1,0.0002
2012,NUTS,2010,RO3,1,0.0067
2013,NUTS,2010,RO3,1,0.0035
2014,NUTS,2010,RO3,1,0.0041
2015,NUTS,2010,RO3,1,0.0096
2016,NUTS,2010,RO3,1,0.0112
2017,NUTS,2010,RO3,1,0.0026
2018,NUTS,2010,RO3,1,0.0026
2019,NUTS,2010,RO3,1,0.0022
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0002
2019,NUTS,2010,RO31,2,0.0002
2011,NUTS,2010,RO32,2,0.0004
2012,NUTS,2010,RO32,2,0.0142
2013,NUTS,2010,RO32,2,0.0075
2014,NUTS,2010,RO32,2,0.0089
2015,NUTS,2010,RO32,2,0.0196
2016,NUTS,2010,RO32,2,0.0221
2017,NUTS,2010,RO32,2,0.0052
2018,NUTS,2010,RO32,2,0.0049
2019,NUTS,2010,RO32,2,0.0041
2011,NUTS,2010,RO4,1,0.0004
2014,NUTS,2010,RO4,1,0.0003
2015,NUTS,2010,RO4,1,0.0003
2016,NUTS,2010,RO4,1,0.0002
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,0.0005
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.0003
2014,NUTS,2010,RO42,2,0.0006
2015,NUTS,2010,RO42,2,0.0007
2016,NUTS,2010,RO42,2,0.0003
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.0009
2012,NUTS,2010,RS,0,0.0001
2013,NUTS,2010,RS,0,0.0003
2014,NUTS,2010,RS,0,0.0004
2015,NUTS,2010,RS,0,0.0004
2016,NUTS,2010,RS,0,0.0005
2017,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS,0,0.0002
2019,NUTS,2010,RS,0,0.0003
2020,NUTS,2010,RS,0,0.0003
2018,NUTS,2010,RS1,1,0.0003
2019,NUTS,2010,RS1,1,0.0004
2020,NUTS,2010,RS1,1,0.0004
2018,NUTS,2010,RS11,2,0.0006
2019,NUTS,2010,RS11,2,0.0009
2020,NUTS,2010,RS11,2,0.0009
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,0.0008
2012,NUTS,2010,RU,0,0.0008
2011,NUTS,2010,SE,0,0.0054
2013,NUTS,2010,SE,0,0.0096
2015,NUTS,2010,SE,0,0.0052
2011,NUTS,2010,SI,0,0.0022
2012,NUTS,2010,SI,0,0.0012
2013,NUTS,2010,SI,0,0.0012
2014,NUTS,2010,SI,0,0.0002
2015,NUTS,2010,SI,0,0.0005
2016,NUTS,2010,SI,0,0.0002
2017,NUTS,2010,SI,0,0.0046
2018,NUTS,2010,SI,0,0.0075
2019,NUTS,2010,SI,0,0.0149
2011,NUTS,2010,SI0,1,0.0021
2012,NUTS,2010,SI0,1,0.0012
2013,NUTS,2010,SI0,1,0.0012
2014,NUTS,2010,SI0,1,0.0002
2015,NUTS,2010,SI0,1,0.0005
2016,NUTS,2010,SI0,1,0.0002
2017,NUTS,2010,SI0,1,0.0045
2018,NUTS,2010,SI0,1,0.0073
2019,NUTS,2010,SI0,1,0.0147
2013,NUTS,2010,SI03,2,0.0005
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2013,NUTS,2010,SI04,2,0.002
2014,NUTS,2010,SI04,2,0.0005
2015,NUTS,2010,SI04,2,0.001
2016,NUTS,2010,SI04,2,0.0005
2011,NUTS,2010,SK,0,0.0057
2012,NUTS,2010,SK,0,0.0048
2013,NUTS,2010,SK,0,0.0025
2014,NUTS,2010,SK,0,0.0021
2015,NUTS,2010,SK,0,0.0028
2016,NUTS,2010,SK,0,0.0041
2017,NUTS,2010,SK,0,0.004
2018,NUTS,2010,SK,0,0.0034
2019,NUTS,2010,SK,0,0.0012
2020,NUTS,2010,SK,0,0.001
2011,NUTS,2010,SK01,2,0.0165
2012,NUTS,2010,SK01,2,0.0039
2013,NUTS,2010,SK01,2,0.0053
2014,NUTS,2010,SK01,2,0.004
2015,NUTS,2010,SK01,2,0.0112
2016,NUTS,2010,SK01,2,0.0124
2017,NUTS,2010,SK01,2,0.0168
2018,NUTS,2010,SK01,2,0.015
2019,NUTS,2010,SK01,2,0.0048
2020,NUTS,2010,SK01,2,0.0037
2011,NUTS,2010,SK02,2,0.0011
2012,NUTS,2010,SK02,2,0.0022
2013,NUTS,2010,SK02,2,0.0025
2014,NUTS,2010,SK02,2,0.0038
2015,NUTS,2010,SK02,2,0.0019
2016,NUTS,2010,SK02,2,0.0015
2017,NUTS,2010,SK02,2,0.0
2018,NUTS,2010,SK02,2,0.0002
2019,NUTS,2010,SK02,2,0.0002
2020,NUTS,2010,SK02,2,0.001
2011,NUTS,2010,SK03,2,0.0028
2012,NUTS,2010,SK03,2,0.0052
2013,NUTS,2010,SK03,2,0.0032
2014,NUTS,2010,SK03,2,0.0004
2015,NUTS,2010,SK03,2,0.0008
2016,NUTS,2010,SK03,2,0.0048
2017,NUTS,2010,SK03,2,0.004
2018,NUTS,2010,SK03,2,0.0036
2019,NUTS,2010,SK03,2,0.0007
2020,NUTS,2010,SK03,2,0.0007
2011,NUTS,2010,SK04,2,0.0098
2012,NUTS,2010,SK04,2,0.0095
2013,NUTS,2010,SK04,2,0.0007
2014,NUTS,2010,SK04,2,0.0007
2015,NUTS,2010,SK04,2,0.0021
2016,NUTS,2010,SK04,2,0.0031
2017,NUTS,2010,SK04,2,0.0033
2018,NUTS,2010,SK04,2,0.002
2019,NUTS,2010,SK04,2,0.0013
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,0.0143
2012,NUTS,2010,UK,0,0.0148
2013,NUTS,2010,UK,0,0.0114
2014,NUTS,2010,UK,0,0.0119
2015,NUTS,2010,UK,0,0.0177
2016,NUTS,2010,UK,0,0.0184
2017,NUTS,2010,UK,0,0.0151
2018,NUTS,2010,UK,0,0.016
2011,NUTS,2010,UKC,1,0.0008
2013,NUTS,2010,UKC,1,0.0043
2015,NUTS,2010,UKC,1,0.005
2017,NUTS,2010,UKC,1,0.0042
2011,NUTS,2010,UKC1,2,0.0017
2013,NUTS,2010,UKC1,2,0.0069
2015,NUTS,2010,UKC1,2,0.0105
2017,NUTS,2010,UKC1,2,0.0086
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0023
2015,NUTS,2010,UKC2,2,0.0006
2017,NUTS,2010,UKC2,2,0.0006
2011,NUTS,2010,UKD,1,0.0005
2013,NUTS,2010,UKD,1,0.0006
2015,NUTS,2010,UKD,1,0.0004
2017,NUTS,2010,UKD,1,0.0003
2011,NUTS,2010,UKD1,2,0.0
2013,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2017,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.0
2013,NUTS,2010,UKD3,2,0.0004
2015,NUTS,2010,UKD3,2,0.0003
2017,NUTS,2010,UKD3,2,0.0003
2011,NUTS,2010,UKD4,2,0.001
2013,NUTS,2010,UKD4,2,0.0003
2015,NUTS,2010,UKD4,2,0.0
2017,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.0
2013,NUTS,2010,UKD6,2,0.0
2015,NUTS,2010,UKD6,2,0.0
2017,NUTS,2010,UKD6,2,0.0
2011,NUTS,2010,UKD7,2,0.0013
2013,NUTS,2010,UKD7,2,0.0015
2015,NUTS,2010,UKD7,2,0.0012
2017,NUTS,2010,UKD7,2,0.0011
2011,NUTS,2010,UKE,1,0.0005
2013,NUTS,2010,UKE,1,0.0002
2015,NUTS,2010,UKE,1,0.0011
2017,NUTS,2010,UKE,1,0.001
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.0
2015,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,0.0018
2013,NUTS,2010,UKE3,2,0.0009
2015,NUTS,2010,UKE3,2,0.0031
2017,NUTS,2010,UKE3,2,0.0028
2011,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,0.0
2015,NUTS,2010,UKE4,2,0.0008
2017,NUTS,2010,UKE4,2,0.0007
2011,NUTS,2010,UKF,1,0.0006
2013,NUTS,2010,UKF,1,0.0018
2015,NUTS,2010,UKF,1,0.0009
2017,NUTS,2010,UKF,1,0.0007
2011,NUTS,2010,UKF1,2,0.0
2013,NUTS,2010,UKF1,2,0.0001
2015,NUTS,2010,UKF1,2,0.0
