year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_hc_bes_rse
2019,NUTS,2010,ITI1,2,0.2311
2003,NUTS,2010,ITI2,2,0.0416
2004,NUTS,2010,ITI2,2,0.0337
2005,NUTS,2010,ITI2,2,0.0376
2007,NUTS,2010,ITI2,2,0.0447
2008,NUTS,2010,ITI2,2,0.0408
2009,NUTS,2010,ITI2,2,0.0476
2010,NUTS,2010,ITI2,2,0.0608
2011,NUTS,2010,ITI2,2,0.0441
2012,NUTS,2010,ITI2,2,0.0812
2013,NUTS,2010,ITI2,2,0.0811
2014,NUTS,2010,ITI2,2,0.0997
2015,NUTS,2010,ITI2,2,0.0466
2016,NUTS,2010,ITI2,2,0.0565
2017,NUTS,2010,ITI2,2,0.079
2018,NUTS,2010,ITI2,2,0.0974
2019,NUTS,2010,ITI2,2,0.113
2005,NUTS,2010,ITI3,2,0.0213
2007,NUTS,2010,ITI3,2,0.0429
2008,NUTS,2010,ITI3,2,0.0328
2009,NUTS,2010,ITI3,2,0.0394
2010,NUTS,2010,ITI3,2,0.0378
2011,NUTS,2010,ITI3,2,0.0376
2012,NUTS,2010,ITI3,2,0.0428
2013,NUTS,2010,ITI3,2,0.0465
2014,NUTS,2010,ITI3,2,0.0492
2015,NUTS,2010,ITI3,2,0.0531
2016,NUTS,2010,ITI3,2,0.0733
2017,NUTS,2010,ITI3,2,0.1028
2018,NUTS,2010,ITI3,2,0.1191
2019,NUTS,2010,ITI3,2,0.1238
2003,NUTS,2010,ITI4,2,0.0752
2004,NUTS,2010,ITI4,2,0.0812
2005,NUTS,2010,ITI4,2,0.0809
2007,NUTS,2010,ITI4,2,0.0893
2008,NUTS,2010,ITI4,2,0.0986
2009,NUTS,2010,ITI4,2,0.0925
2010,NUTS,2010,ITI4,2,0.0943
2011,NUTS,2010,ITI4,2,0.0989
2012,NUTS,2010,ITI4,2,0.0971
2013,NUTS,2010,ITI4,2,0.1062
2014,NUTS,2010,ITI4,2,0.1033
2015,NUTS,2010,ITI4,2,0.1356
2016,NUTS,2010,ITI4,2,0.1572
2017,NUTS,2010,ITI4,2,0.1601
2018,NUTS,2010,ITI4,2,0.1931
2019,NUTS,2010,ITI4,2,0.2198
1997,NUTS,2010,KR,0,0.0465
1998,NUTS,2010,KR,0,0.0436
1999,NUTS,2010,KR,0,0.0495
2000,NUTS,2010,KR,0,0.0807
2001,NUTS,2010,KR,0,0.1098
2002,NUTS,2010,KR,0,0.1184
2003,NUTS,2010,KR,0,0.1194
2004,NUTS,2010,KR,0,0.1331
2005,NUTS,2010,KR,0,0.1621
2006,NUTS,2010,KR,0,0.1799
2007,NUTS,2010,KR,0,0.1994
2008,NUTS,2010,KR,0,0.2183
2009,NUTS,2010,KR,0,0.2385
2010,NUTS,2010,KR,0,0.2622
2011,NUTS,2010,KR,0,0.307
2000,NUTS,2010,LT,0,0.0189
2001,NUTS,2010,LT,0,0.0312
2002,NUTS,2010,LT,0,0.0143
2003,NUTS,2010,LT,0,0.0235
2004,NUTS,2010,LT,0,0.0253
2005,NUTS,2010,LT,0,0.0365
2006,NUTS,2010,LT,0,0.0487
2007,NUTS,2010,LT,0,0.059
2008,NUTS,2010,LT,0,0.0727
2009,NUTS,2010,LT,0,0.0614
2010,NUTS,2010,LT,0,0.0716
2011,NUTS,2010,LT,0,0.0852
2012,NUTS,2010,LT,0,0.0867
2013,NUTS,2010,LT,0,0.1054
2014,NUTS,2010,LT,0,0.1812
2015,NUTS,2010,LT,0,0.1134
2016,NUTS,2010,LT,0,0.1316
2017,NUTS,2010,LT,0,0.1675
2018,NUTS,2010,LT,0,0.1781
2019,NUTS,2010,LT,0,0.2186
2015,NUTS,2010,LT01,2,0.2687
2016,NUTS,2010,LT01,2,0.2967
2017,NUTS,2010,LT01,2,0.3287
2018,NUTS,2010,LT01,2,0.3386
2019,NUTS,2010,LT01,2,0.4294
2015,NUTS,2010,LT02,2,0.0425
2016,NUTS,2010,LT02,2,0.0512
2017,NUTS,2010,LT02,2,0.0817
2018,NUTS,2010,LT02,2,0.0911
2019,NUTS,2010,LT02,2,0.1093
2003,NUTS,2010,LU,0,0.2886
2005,NUTS,2010,LU,0,0.3012
2007,NUTS,2010,LU,0,0.3415
2009,NUTS,2010,LU,0,0.201
2011,NUTS,2010,LU,0,0.1864
2013,NUTS,2010,LU,0,0.1027
2015,NUTS,2010,LU,0,0.1178
2017,NUTS,2010,LU,0,0.1781
2019,NUTS,2010,LU,0,0.1434
1997,NUTS,2010,LV,0,0.0149
1998,NUTS,2010,LV,0,0.0135
1999,NUTS,2010,LV,0,0.0137
2000,NUTS,2010,LV,0,0.1071
2001,NUTS,2010,LV,0,0.1002
2002,NUTS,2010,LV,0,0.106
2003,NUTS,2010,LV,0,0.0725
2004,NUTS,2010,LV,0,0.0532
2005,NUTS,2010,LV,0,0.0539
2006,NUTS,2010,LV,0,0.0605
2007,NUTS,2010,LV,0,0.1125
2008,NUTS,2010,LV,0,0.103
2009,NUTS,2010,LV,0,0.0439
2010,NUTS,2010,LV,0,0.0697
2011,NUTS,2010,LV,0,0.102
2012,NUTS,2010,LV,0,0.1067
2013,NUTS,2010,LV,0,0.0945
2015,NUTS,2010,LV,0,0.1025
2016,NUTS,2010,LV,0,0.0876
2017,NUTS,2010,LV,0,0.1008
2018,NUTS,2010,LV,0,0.0972
2019,NUTS,2010,LV,0,0.1054
2011,NUTS,2010,ME,0,0.0443
2013,NUTS,2010,ME,0,0.0429
2014,NUTS,2010,ME,0,0.0385
2015,NUTS,2010,ME,0,0.0358
2017,NUTS,2010,ME,0,0.0319
2018,NUTS,2010,ME,0,0.0595
2019,NUTS,2010,ME,0,0.0528
2006,NUTS,2010,MK,0,0.0125
2007,NUTS,2010,MK,0,0.0132
2008,NUTS,2010,MK,0,0.0152
2009,NUTS,2010,MK,0,0.018
2010,NUTS,2010,MK,0,0.0203
2011,NUTS,2010,MK,0,0.0278
2012,NUTS,2010,MK,0,0.0253
2015,NUTS,2010,MK,0,0.0574
2016,NUTS,2010,MK,0,0.0624
2017,NUTS,2010,MK,0,0.0675
2018,NUTS,2010,MK,0,0.0757
2019,NUTS,2010,MK,0,0.0817
2004,NUTS,2010,MT,0,0.0878
2005,NUTS,2010,MT,0,0.118
2006,NUTS,2010,MT,0,0.1216
2007,NUTS,2010,MT,0,0.1111
2008,NUTS,2010,MT,0,0.1123
2009,NUTS,2010,MT,0,0.1259
2010,NUTS,2010,MT,0,0.1283
2011,NUTS,2010,MT,0,0.1937
2012,NUTS,2010,MT,0,0.2507
2013,NUTS,2010,MT,0,0.2
2014,NUTS,2010,MT,0,0.1397
2015,NUTS,2010,MT,0,0.1333
2016,NUTS,2010,MT,0,0.1512
2017,NUTS,2010,MT,0,0.1615
2018,NUTS,2010,MT,0,0.138
2019,NUTS,2010,MT,0,0.141
2001,NUTS,2010,NL,0,0.0735
2003,NUTS,2010,NL,0,0.0573
2005,NUTS,2010,NL,0,0.0799
2007,NUTS,2010,NL,0,0.1076
2009,NUTS,2010,NL,0,0.0837
2011,NUTS,2010,NL,0,0.1858
2012,NUTS,2010,NL,0,0.2599
2013,NUTS,2010,NL,0,0.3609
2014,NUTS,2010,NL,0,0.3758
2015,NUTS,2010,NL,0,0.3784
2016,NUTS,2010,NL,0,0.4286
2017,NUTS,2010,NL,0,0.4294
2018,NUTS,2010,NL,0,0.4688
2019,NUTS,2010,NL,0,0.5035
2001,NUTS,2010,NL1,1,0.0433
2003,NUTS,2010,NL1,1,0.026
2005,NUTS,2010,NL1,1,0.0247
2007,NUTS,2010,NL1,1,0.0214
2009,NUTS,2010,NL1,1,0.0269
2001,NUTS,2010,NL11,2,0.0543
2003,NUTS,2010,NL11,2,0.0341
2005,NUTS,2010,NL11,2,0.0314
2007,NUTS,2010,NL11,2,0.0228
2009,NUTS,2010,NL11,2,0.0386
2001,NUTS,2010,NL12,2,0.0284
2003,NUTS,2010,NL12,2,0.0186
2005,NUTS,2010,NL12,2,0.022
2007,NUTS,2010,NL12,2,0.021
2009,NUTS,2010,NL12,2,0.014
2001,NUTS,2010,NL13,2,0.05
2003,NUTS,2010,NL13,2,0.0271
2005,NUTS,2010,NL13,2,0.0201
2007,NUTS,2010,NL13,2,0.0202
2009,NUTS,2010,NL13,2,0.0297
2001,NUTS,2010,NL2,1,0.0839
2003,NUTS,2010,NL2,1,0.0627
2005,NUTS,2010,NL2,1,0.0556
2007,NUTS,2010,NL2,1,0.0677
2009,NUTS,2010,NL2,1,0.0823
2001,NUTS,2010,NL21,2,0.0719
2003,NUTS,2010,NL21,2,0.0501
2005,NUTS,2010,NL21,2,0.0272
2007,NUTS,2010,NL21,2,0.0291
2009,NUTS,2010,NL21,2,0.0763
2001,NUTS,2010,NL22,2,0.0991
2003,NUTS,2010,NL22,2,0.0742
2005,NUTS,2010,NL22,2,0.0675
2007,NUTS,2010,NL22,2,0.0847
2009,NUTS,2010,NL22,2,0.0908
2001,NUTS,2010,NL23,2,0.0323
2003,NUTS,2010,NL23,2,0.0365
2005,NUTS,2010,NL23,2,0.0741
2007,NUTS,2010,NL23,2,0.092
2009,NUTS,2010,NL23,2,0.057
2001,NUTS,2010,NL3,1,0.0691
2003,NUTS,2010,NL3,1,0.0564
2005,NUTS,2010,NL3,1,0.0883
2007,NUTS,2010,NL3,1,0.1269
2009,NUTS,2010,NL3,1,0.0908
2001,NUTS,2010,NL31,2,0.0817
2003,NUTS,2010,NL31,2,0.0692
2005,NUTS,2010,NL31,2,0.1165
2007,NUTS,2010,NL31,2,0.1886
2009,NUTS,2010,NL31,2,0.1214
2001,NUTS,2010,NL32,2,0.0837
2003,NUTS,2010,NL32,2,0.0529
2005,NUTS,2010,NL32,2,0.0919
2007,NUTS,2010,NL32,2,0.1328
2009,NUTS,2010,NL32,2,0.09
2001,NUTS,2010,NL33,2,0.0534
2003,NUTS,2010,NL33,2,0.0561
2005,NUTS,2010,NL33,2,0.0791
2007,NUTS,2010,NL33,2,0.1038
2009,NUTS,2010,NL33,2,0.0843
2001,NUTS,2010,NL34,2,0.0692
2003,NUTS,2010,NL34,2,0.0396
2005,NUTS,2010,NL34,2,0.0513
2007,NUTS,2010,NL34,2,0.0796
2009,NUTS,2010,NL34,2,0.0455
2001,NUTS,2010,NL4,1,0.0865
2003,NUTS,2010,NL4,1,0.0673
2005,NUTS,2010,NL4,1,0.1078
2007,NUTS,2010,NL4,1,0.1407
2009,NUTS,2010,NL4,1,0.1059
2001,NUTS,2010,NL41,2,0.0906
2003,NUTS,2010,NL41,2,0.0736
2005,NUTS,2010,NL41,2,0.1111
2007,NUTS,2010,NL41,2,0.1689
2009,NUTS,2010,NL41,2,0.1204
2001,NUTS,2010,NL42,2,0.0776
2003,NUTS,2010,NL42,2,0.0535
2005,NUTS,2010,NL42,2,0.1007
2007,NUTS,2010,NL42,2,0.0775
2009,NUTS,2010,NL42,2,0.0733
1997,NUTS,2010,NO,0,0.216
1999,NUTS,2010,NO,0,0.2308
2001,NUTS,2010,NO,0,0.2807
2003,NUTS,2010,NO,0,0.2452
2004,NUTS,2010,NO,0,0.2538
2005,NUTS,2010,NO,0,0.2473
2007,NUTS,2010,NO,0,0.2863
2008,NUTS,2010,NO,0,0.3136
2009,NUTS,2010,NO,0,0.3231
2010,NUTS,2010,NO,0,0.3188
2011,NUTS,2010,NO,0,0.3294
2012,NUTS,2010,NO,0,0.3374
2013,NUTS,2010,NO,0,0.345
2014,NUTS,2010,NO,0,0.3836
2015,NUTS,2010,NO,0,0.3834
2016,NUTS,2010,NO,0,0.4141
2017,NUTS,2010,NO,0,0.4619
2018,NUTS,2010,NO,0,0.4841
2019,NUTS,2010,NO,0,0.4828
1999,NUTS,2010,NO0,1,0.2267
2001,NUTS,2010,NO0,1,0.2756
2003,NUTS,2010,NO0,1,0.2407
2004,NUTS,2010,NO0,1,0.2481
2005,NUTS,2010,NO0,1,0.2435
2007,NUTS,2010,NO0,1,0.2811
2008,NUTS,2010,NO0,1,0.3076
2009,NUTS,2010,NO0,1,0.3164
2010,NUTS,2010,NO0,1,0.3118
2011,NUTS,2010,NO0,1,0.3215
2012,NUTS,2010,NO0,1,0.3288
2013,NUTS,2010,NO0,1,0.3362
2014,NUTS,2010,NO0,1,0.3733
2001,NUTS,2010,NO01,2,0.5957
2003,NUTS,2010,NO01,2,0.5242
2005,NUTS,2010,NO01,2,0.5077
2007,NUTS,2010,NO01,2,0.615
2008,NUTS,2010,NO01,2,0.6588
2009,NUTS,2010,NO01,2,0.6839
2010,NUTS,2010,NO01,2,0.6284
2011,NUTS,2010,NO01,2,0.6479
2012,NUTS,2010,NO01,2,0.6269
2013,NUTS,2010,NO01,2,0.6201
2014,NUTS,2010,NO01,2,0.6884
2001,NUTS,2010,NO02,2,0.0706
2003,NUTS,2010,NO02,2,0.0609
2005,NUTS,2010,NO02,2,0.0736
2007,NUTS,2010,NO02,2,0.0486
2008,NUTS,2010,NO02,2,0.0607
2009,NUTS,2010,NO02,2,0.0733
2010,NUTS,2010,NO02,2,0.0647
2011,NUTS,2010,NO02,2,0.0695
2012,NUTS,2010,NO02,2,0.0849
2013,NUTS,2010,NO02,2,0.1014
2014,NUTS,2010,NO02,2,0.1133
2001,NUTS,2010,NO03,2,0.1666
2003,NUTS,2010,NO03,2,0.2383
2005,NUTS,2010,NO03,2,0.2029
2007,NUTS,2010,NO03,2,0.1423
2008,NUTS,2010,NO03,2,0.1522
2009,NUTS,2010,NO03,2,0.1672
2010,NUTS,2010,NO03,2,0.1926
2011,NUTS,2010,NO03,2,0.2238
2012,NUTS,2010,NO03,2,0.2241
2013,NUTS,2010,NO03,2,0.2679
2014,NUTS,2010,NO03,2,0.2926
2001,NUTS,2010,NO04,2,0.2232
2003,NUTS,2010,NO04,2,0.166
2005,NUTS,2010,NO04,2,0.1893
2007,NUTS,2010,NO04,2,0.2184
2008,NUTS,2010,NO04,2,0.2129
2009,NUTS,2010,NO04,2,0.2018
2010,NUTS,2010,NO04,2,0.1868
2011,NUTS,2010,NO04,2,0.1869
2012,NUTS,2010,NO04,2,0.1936
2013,NUTS,2010,NO04,2,0.1855
2014,NUTS,2010,NO04,2,0.2132
2001,NUTS,2010,NO05,2,0.1211
2003,NUTS,2010,NO05,2,0.1156
2005,NUTS,2010,NO05,2,0.1311
2007,NUTS,2010,NO05,2,0.1362
2008,NUTS,2010,NO05,2,0.1593
2009,NUTS,2010,NO05,2,0.153
2010,NUTS,2010,NO05,2,0.1805
2011,NUTS,2010,NO05,2,0.1608
2012,NUTS,2010,NO05,2,0.158
2013,NUTS,2010,NO05,2,0.1595
2014,NUTS,2010,NO05,2,0.2077
2001,NUTS,2010,NO06,2,0.3474
2003,NUTS,2010,NO06,2,0.398
2005,NUTS,2010,NO06,2,0.434
2007,NUTS,2010,NO06,2,0.4363
2008,NUTS,2010,NO06,2,0.4849
2009,NUTS,2010,NO06,2,0.5342
2010,NUTS,2010,NO06,2,0.556
2011,NUTS,2010,NO06,2,0.5696
2012,NUTS,2010,NO06,2,0.703
2013,NUTS,2010,NO06,2,0.6771
2014,NUTS,2010,NO06,2,0.6579
2001,NUTS,2010,NO07,2,0.0599
2003,NUTS,2010,NO07,2,0.0742
2005,NUTS,2010,NO07,2,0.0905
2007,NUTS,2010,NO07,2,0.0791
2008,NUTS,2010,NO07,2,0.1262
2009,NUTS,2010,NO07,2,0.1134
2010,NUTS,2010,NO07,2,0.1104
2011,NUTS,2010,NO07,2,0.1187
2012,NUTS,2010,NO07,2,0.1162
2013,NUTS,2010,NO07,2,0.1289
2014,NUTS,2010,NO07,2,0.151
2000,NUTS,2010,PL,0,0.0427
2003,NUTS,2010,PL,0,0.0279
2004,NUTS,2010,PL,0,0.0335
2005,NUTS,2010,PL,0,0.0394
2006,NUTS,2010,PL,0,0.0375
2007,NUTS,2010,PL,0,0.039
2008,NUTS,2010,PL,0,0.0424
2009,NUTS,2010,PL,0,0.0357
2010,NUTS,2010,PL,0,0.0362
2011,NUTS,2010,PL,0,0.038
2012,NUTS,2010,PL,0,0.0493
2013,NUTS,2010,PL,0,0.0664
2014,NUTS,2010,PL,0,0.0728
2015,NUTS,2010,PL,0,0.0859
2016,NUTS,2010,PL,0,0.1464
2017,NUTS,2010,PL,0,0.2263
2018,NUTS,2010,PL,0,0.2316
2019,NUTS,2010,PL,0,0.2502
2000,NUTS,2010,PL1,1,0.1641
2003,NUTS,2010,PL1,1,0.1009
2004,NUTS,2010,PL1,1,0.1296
2005,NUTS,2010,PL1,1,0.1579
2006,NUTS,2010,PL1,1,0.1399
2007,NUTS,2010,PL1,1,0.1338
2008,NUTS,2010,PL1,1,0.1515
2009,NUTS,2010,PL1,1,0.1131
2010,NUTS,2010,PL1,1,0.0939
2011,NUTS,2010,PL1,1,0.0871
2012,NUTS,2010,PL1,1,0.1195
2013,NUTS,2010,PL1,1,0.1173
2014,NUTS,2010,PL1,1,0.1206
2015,NUTS,2010,PL1,1,0.1339
2000,NUTS,2010,PL11,2,0.0492
2003,NUTS,2010,PL11,2,0.0331
2004,NUTS,2010,PL11,2,0.0348
2005,NUTS,2010,PL11,2,0.0303
2006,NUTS,2010,PL11,2,0.0368
2007,NUTS,2010,PL11,2,0.0335
2008,NUTS,2010,PL11,2,0.0414
2009,NUTS,2010,PL11,2,0.0353
2010,NUTS,2010,PL11,2,0.0355
2011,NUTS,2010,PL11,2,0.0314
2012,NUTS,2010,PL11,2,0.0407
2013,NUTS,2010,PL11,2,0.0479
2014,NUTS,2010,PL11,2,0.0484
2015,NUTS,2010,PL11,2,0.0648
2000,NUTS,2010,PL12,2,0.1339
2003,NUTS,2010,PL12,2,0.0814
2004,NUTS,2010,PL12,2,0.1094
2005,NUTS,2010,PL12,2,0.14
2006,NUTS,2010,PL12,2,0.1193
2007,NUTS,2010,PL12,2,0.1154
2008,NUTS,2010,PL12,2,0.1292
2009,NUTS,2010,PL12,2,0.0952
2010,NUTS,2010,PL12,2,0.0753
2011,NUTS,2010,PL12,2,0.0711
2012,NUTS,2010,PL12,2,0.099
2013,NUTS,2010,PL12,2,0.1542
2014,NUTS,2010,PL12,2,0.1561
2015,NUTS,2010,PL12,2,0.1657
2000,NUTS,2010,PL2,1,0.0483
2003,NUTS,2010,PL2,1,0.0248
2004,NUTS,2010,PL2,1,0.0241
2005,NUTS,2010,PL2,1,0.0286
2006,NUTS,2010,PL2,1,0.0291
2007,NUTS,2010,PL2,1,0.0326
2008,NUTS,2010,PL2,1,0.0317
2009,NUTS,2010,PL2,1,0.0259
2010,NUTS,2010,PL2,1,0.0275
2011,NUTS,2010,PL2,1,0.0322
2012,NUTS,2010,PL2,1,0.0437
2013,NUTS,2010,PL2,1,0.0584
2014,NUTS,2010,PL2,1,0.0635
2015,NUTS,2010,PL2,1,0.0876
2016,NUTS,2010,PL2,1,0.1413
2017,NUTS,2010,PL2,1,0.1954
2018,NUTS,2010,PL2,1,0.2148
2019,NUTS,2010,PL2,1,0.2451
2000,NUTS,2010,PL21,2,0.0367
2003,NUTS,2010,PL21,2,0.0374
2004,NUTS,2010,PL21,2,0.039
2005,NUTS,2010,PL21,2,0.039
2006,NUTS,2010,PL21,2,0.0381
2007,NUTS,2010,PL21,2,0.0431
2008,NUTS,2010,PL21,2,0.0526
2009,NUTS,2010,PL21,2,0.0399
2010,NUTS,2010,PL21,2,0.0436
2011,NUTS,2010,PL21,2,0.0528
2012,NUTS,2010,PL21,2,0.0763
2013,NUTS,2010,PL21,2,0.104
2014,NUTS,2010,PL21,2,0.1032
2015,NUTS,2010,PL21,2,0.1423
2016,NUTS,2010,PL21,2,0.2194
2017,NUTS,2010,PL21,2,0.2976
2018,NUTS,2010,PL21,2,0.3061
2019,NUTS,2010,PL21,2,0.3591
2000,NUTS,2010,PL22,2,0.0595
2003,NUTS,2010,PL22,2,0.0145
2004,NUTS,2010,PL22,2,0.0132
2005,NUTS,2010,PL22,2,0.0213
2006,NUTS,2010,PL22,2,0.0221
2007,NUTS,2010,PL22,2,0.0246
2008,NUTS,2010,PL22,2,0.0159
2009,NUTS,2010,PL22,2,0.0159
2010,NUTS,2010,PL22,2,0.0161
2011,NUTS,2010,PL22,2,0.0176
2012,NUTS,2010,PL22,2,0.0209
2013,NUTS,2010,PL22,2,0.0267
2014,NUTS,2010,PL22,2,0.0352
2015,NUTS,2010,PL22,2,0.0485
2016,NUTS,2010,PL22,2,0.0841
2017,NUTS,2010,PL22,2,0.1193
2018,NUTS,2010,PL22,2,0.1458
2019,NUTS,2010,PL22,2,0.1582
2000,NUTS,2010,PL3,1,0.013
2003,NUTS,2010,PL3,1,0.0155
2004,NUTS,2010,PL3,1,0.018
2005,NUTS,2010,PL3,1,0.0181
2006,NUTS,2010,PL3,1,0.0168
2007,NUTS,2010,PL3,1,0.0163
2008,NUTS,2010,PL3,1,0.0178
2009,NUTS,2010,PL3,1,0.0207
2011,NUTS,2010,PL3,1,0.0356
2012,NUTS,2010,PL3,1,0.0407
2013,NUTS,2010,PL3,1,0.0526
2014,NUTS,2010,PL3,1,0.0538
2015,NUTS,2010,PL3,1,0.0627
2000,NUTS,2010,PL31,2,0.0151
2003,NUTS,2010,PL31,2,0.0129
2004,NUTS,2010,PL31,2,0.019
2005,NUTS,2010,PL31,2,0.0194
2006,NUTS,2010,PL31,2,0.0211
2007,NUTS,2010,PL31,2,0.0188
2008,NUTS,2010,PL31,2,0.0095
2009,NUTS,2010,PL31,2,0.0194
2010,NUTS,2010,PL31,2,0.0105
2011,NUTS,2010,PL31,2,0.0119
2012,NUTS,2010,PL31,2,0.0124
2013,NUTS,2010,PL31,2,0.0205
2014,NUTS,2010,PL31,2,0.0179
2015,NUTS,2010,PL31,2,0.0341
2000,NUTS,2010,PL32,2,0.021
2003,NUTS,2010,PL32,2,0.0314
2004,NUTS,2010,PL32,2,0.0329
2005,NUTS,2010,PL32,2,0.0334
2006,NUTS,2010,PL32,2,0.027
2007,NUTS,2010,PL32,2,0.0242
2008,NUTS,2010,PL32,2,0.0375
2009,NUTS,2010,PL32,2,0.0379
2010,NUTS,2010,PL32,2,0.1067
2011,NUTS,2010,PL32,2,0.0962
2012,NUTS,2010,PL32,2,0.1062
2013,NUTS,2010,PL32,2,0.1344
2014,NUTS,2010,PL32,2,0.1487
2015,NUTS,2010,PL32,2,0.1553
2005,NUTS,2010,PL33,2,0.0047
2006,NUTS,2010,PL33,2,0.0059
2007,NUTS,2010,PL33,2,0.0083
2008,NUTS,2010,PL33,2,0.009
2009,NUTS,2010,PL33,2,0.0125
2010,NUTS,2010,PL33,2,0.0145
2011,NUTS,2010,PL33,2,0.0138
2012,NUTS,2010,PL33,2,0.0171
2013,NUTS,2010,PL33,2,0.0183
2015,NUTS,2010,PL33,2,0.0207
2005,NUTS,2010,PL34,2,0.0035
2006,NUTS,2010,PL34,2,0.0023
2007,NUTS,2010,PL34,2,0.0067
2008,NUTS,2010,PL34,2,0.0104
2009,NUTS,2010,PL34,2,0.0012
2011,NUTS,2010,PL34,2,0.003
2012,NUTS,2010,PL34,2,0.0097
2013,NUTS,2010,PL34,2,0.0141
2015,NUTS,2010,PL34,2,0.0184
2000,NUTS,2010,PL4,1,0.016
2003,NUTS,2010,PL4,1,0.0107
2004,NUTS,2010,PL4,1,0.0133
2005,NUTS,2010,PL4,1,0.0122
2006,NUTS,2010,PL4,1,0.0097
2007,NUTS,2010,PL4,1,0.0173
2008,NUTS,2010,PL4,1,0.0168
2009,NUTS,2010,PL4,1,0.0138
2010,NUTS,2010,PL4,1,0.0159
2011,NUTS,2010,PL4,1,0.0158
2012,NUTS,2010,PL4,1,0.0249
2013,NUTS,2010,PL4,1,0.0279
2014,NUTS,2010,PL4,1,0.0326
2015,NUTS,2010,PL4,1,0.0452
2016,NUTS,2010,PL4,1,0.0602
2017,NUTS,2010,PL4,1,0.0823
2018,NUTS,2010,PL4,1,0.0935
2019,NUTS,2010,PL4,1,0.0992
2000,NUTS,2010,PL41,2,0.0254
2003,NUTS,2010,PL41,2,0.0173
2004,NUTS,2010,PL41,2,0.0212
2005,NUTS,2010,PL41,2,0.0186
2006,NUTS,2010,PL41,2,0.016
2007,NUTS,2010,PL41,2,0.0281
2008,NUTS,2010,PL41,2,0.0281
2009,NUTS,2010,PL41,2,0.0226
2010,NUTS,2010,PL41,2,0.0251
2011,NUTS,2010,PL41,2,0.0236
2012,NUTS,2010,PL41,2,0.0374
2013,NUTS,2010,PL41,2,0.0415
2014,NUTS,2010,PL41,2,0.0468
2015,NUTS,2010,PL41,2,0.0651
2016,NUTS,2010,PL41,2,0.088
2017,NUTS,2010,PL41,2,0.1062
2018,NUTS,2010,PL41,2,0.1191
2019,NUTS,2010,PL41,2,0.1281
2005,NUTS,2010,PL42,2,0.0022
2006,NUTS,2010,PL42,2,0.0003
2007,NUTS,2010,PL42,2,0.0007
2008,NUTS,2010,PL42,2,0.0021
2009,NUTS,2010,PL42,2,0.0017
2010,NUTS,2010,PL42,2,0.0042
2011,NUTS,2010,PL42,2,0.0033
2013,NUTS,2010,PL42,2,0.0092
2016,NUTS,2010,PL42,2,0.0223
2017,NUTS,2010,PL42,2,0.0498
2018,NUTS,2010,PL42,2,0.052
2019,NUTS,2010,PL42,2,0.0467
2005,NUTS,2010,PL43,2,0.007
2006,NUTS,2010,PL43,2,0.0028
2007,NUTS,2010,PL43,2,0.0069
2008,NUTS,2010,PL43,2,0.003
2009,NUTS,2010,PL43,2,0.0044
2010,NUTS,2010,PL43,2,0.0042
2011,NUTS,2010,PL43,2,0.0077
2013,NUTS,2010,PL43,2,0.0095
2016,NUTS,2010,PL43,2,0.0215
2017,NUTS,2010,PL43,2,0.0479
2018,NUTS,2010,PL43,2,0.0671
2019,NUTS,2010,PL43,2,0.0768
2000,NUTS,2010,PL5,1,0.0249
2003,NUTS,2010,PL5,1,0.0172
2004,NUTS,2010,PL5,1,0.0227
2005,NUTS,2010,PL5,1,0.0222
2006,NUTS,2010,PL5,1,0.0247
2007,NUTS,2010,PL5,1,0.0289
2008,NUTS,2010,PL5,1,0.0336
2009,NUTS,2010,PL5,1,0.0283
2010,NUTS,2010,PL5,1,0.0288
2011,NUTS,2010,PL5,1,0.0338
2012,NUTS,2010,PL5,1,0.0422
2013,NUTS,2010,PL5,1,0.0532
2014,NUTS,2010,PL5,1,0.0763
2015,NUTS,2010,PL5,1,0.0866
2016,NUTS,2010,PL5,1,0.1241
2017,NUTS,2010,PL5,1,0.1889
2018,NUTS,2010,PL5,1,0.1928
2019,NUTS,2010,PL5,1,0.22
2003,NUTS,2010,PL51,2,0.0177
2004,NUTS,2010,PL51,2,0.0244
2005,NUTS,2010,PL51,2,0.0232
2006,NUTS,2010,PL51,2,0.0274
2007,NUTS,2010,PL51,2,0.0358
2008,NUTS,2010,PL51,2,0.0397
2009,NUTS,2010,PL51,2,0.0357
2010,NUTS,2010,PL51,2,0.0326
2011,NUTS,2010,PL51,2,0.0389
2012,NUTS,2010,PL51,2,0.0507
2013,NUTS,2010,PL51,2,0.0636
2014,NUTS,2010,PL51,2,0.0945
2015,NUTS,2010,PL51,2,0.1043
2016,NUTS,2010,PL51,2,0.1324
2017,NUTS,2010,PL51,2,0.2075
2019,NUTS,2010,PL51,2,0.2551
2003,NUTS,2010,PL52,2,0.0156
2004,NUTS,2010,PL52,2,0.017
2005,NUTS,2010,PL52,2,0.0191
2006,NUTS,2010,PL52,2,0.0156
2007,NUTS,2010,PL52,2,0.0063
2008,NUTS,2010,PL52,2,0.0145
2009,NUTS,2010,PL52,2,0.0059
2010,NUTS,2010,PL52,2,0.0162
2011,NUTS,2010,PL52,2,0.0174
2012,NUTS,2010,PL52,2,0.0149
2013,NUTS,2010,PL52,2,0.0196
2014,NUTS,2010,PL52,2,0.0213
