year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_emp_hc_rse_t
2013,NUTS,2010,DEB2,2,0.0118
2014,NUTS,2010,DEB2,2,0.0096
2015,NUTS,2010,DEB2,2,0.0076
2016,NUTS,2010,DEB2,2,0.0068
2017,NUTS,2010,DEB2,2,0.0077
2018,NUTS,2010,DEB2,2,0.0088
2019,NUTS,2010,DEB2,2,0.0223
2011,NUTS,2010,DEB3,2,0.1326
2012,NUTS,2010,DEB3,2,0.122
2013,NUTS,2010,DEB3,2,0.1221
2014,NUTS,2010,DEB3,2,0.1055
2015,NUTS,2010,DEB3,2,0.1115
2016,NUTS,2010,DEB3,2,0.1183
2017,NUTS,2010,DEB3,2,0.1277
2018,NUTS,2010,DEB3,2,0.1328
2019,NUTS,2010,DEB3,2,0.1415
2011,NUTS,2010,DEC,1,0.1786
2012,NUTS,2010,DEC,1,0.1843
2013,NUTS,2010,DEC,1,0.1869
2014,NUTS,2010,DEC,1,0.1647
2015,NUTS,2010,DEC,1,0.1844
2016,NUTS,2010,DEC,1,0.1845
2017,NUTS,2010,DEC,1,0.1648
2018,NUTS,2010,DEC,1,0.1652
2019,NUTS,2010,DEC,1,0.211
2011,NUTS,2010,DEC0,2,0.1786
2012,NUTS,2010,DEC0,2,0.1843
2013,NUTS,2010,DEC0,2,0.1869
2014,NUTS,2010,DEC0,2,0.1647
2015,NUTS,2010,DEC0,2,0.1844
2016,NUTS,2010,DEC0,2,0.1845
2017,NUTS,2010,DEC0,2,0.1648
2018,NUTS,2010,DEC0,2,0.1652
2019,NUTS,2010,DEC0,2,0.211
2011,NUTS,2010,DED,1,0.2821
2012,NUTS,2010,DED,1,0.2912
2013,NUTS,2010,DED,1,0.2896
2014,NUTS,2010,DED,1,0.2457
2015,NUTS,2010,DED,1,0.2659
2016,NUTS,2010,DED,1,0.257
2017,NUTS,2010,DED,1,0.2619
2018,NUTS,2010,DED,1,0.2788
2019,NUTS,2010,DED,1,0.2892
2011,NUTS,2010,DED2,2,0.4195
2012,NUTS,2010,DED2,2,0.4231
2013,NUTS,2010,DED2,2,0.2111
2014,NUTS,2010,DED2,2,0.359
2015,NUTS,2010,DED2,2,0.3797
2016,NUTS,2010,DED2,2,0.3674
2017,NUTS,2010,DED2,2,0.3676
2018,NUTS,2010,DED2,2,0.3887
2019,NUTS,2010,DED2,2,0.4016
2011,NUTS,2010,DED4,2,0.0878
2012,NUTS,2010,DED4,2,0.0912
2013,NUTS,2010,DED4,2,0.3751
2014,NUTS,2010,DED4,2,0.0793
2015,NUTS,2010,DED4,2,0.0926
2016,NUTS,2010,DED4,2,0.0903
2017,NUTS,2010,DED4,2,0.0889
2018,NUTS,2010,DED4,2,0.0961
2019,NUTS,2010,DED4,2,0.1007
2011,NUTS,2010,DED5,2,0.3498
2012,NUTS,2010,DED5,2,0.3732
2013,NUTS,2010,DED5,2,0.2885
2014,NUTS,2010,DED5,2,0.3108
2015,NUTS,2010,DED5,2,0.332
2016,NUTS,2010,DED5,2,0.3215
2017,NUTS,2010,DED5,2,0.3396
2018,NUTS,2010,DED5,2,0.3569
2019,NUTS,2010,DED5,2,0.3666
2011,NUTS,2010,DEE,1,0.1523
2012,NUTS,2010,DEE,1,0.174
2013,NUTS,2010,DEE,1,0.1702
2014,NUTS,2010,DEE,1,0.1598
2015,NUTS,2010,DEE,1,0.1599
2016,NUTS,2010,DEE,1,0.1572
2017,NUTS,2010,DEE,1,0.1658
2018,NUTS,2010,DEE,1,0.1765
2019,NUTS,2010,DEE,1,0.1752
2011,NUTS,2010,DEE0,2,0.1523
2012,NUTS,2010,DEE0,2,0.174
2013,NUTS,2010,DEE0,2,0.1702
2014,NUTS,2010,DEE0,2,0.1598
2015,NUTS,2010,DEE0,2,0.1599
2016,NUTS,2010,DEE0,2,0.1572
2017,NUTS,2010,DEE0,2,0.1658
2018,NUTS,2010,DEE0,2,0.1765
2019,NUTS,2010,DEE0,2,0.1752
2011,NUTS,2010,DEF,1,0.1128
2012,NUTS,2010,DEF,1,0.1203
2013,NUTS,2010,DEF,1,0.1261
2014,NUTS,2010,DEF,1,0.131
2015,NUTS,2010,DEF,1,0.104
2016,NUTS,2010,DEF,1,0.1004
2017,NUTS,2010,DEF,1,0.1099
2018,NUTS,2010,DEF,1,0.1051
2019,NUTS,2010,DEF,1,0.1032
2011,NUTS,2010,DEF0,2,0.1128
2012,NUTS,2010,DEF0,2,0.1203
2013,NUTS,2010,DEF0,2,0.1261
2014,NUTS,2010,DEF0,2,0.131
2015,NUTS,2010,DEF0,2,0.104
2016,NUTS,2010,DEF0,2,0.1004
2017,NUTS,2010,DEF0,2,0.1099
2018,NUTS,2010,DEF0,2,0.1051
2019,NUTS,2010,DEF0,2,0.1032
2011,NUTS,2010,DEG,1,0.1666
2012,NUTS,2010,DEG,1,0.171
2013,NUTS,2010,DEG,1,0.163
2014,NUTS,2010,DEG,1,0.1479
2015,NUTS,2010,DEG,1,0.1518
2016,NUTS,2010,DEG,1,0.1481
2017,NUTS,2010,DEG,1,0.1544
2018,NUTS,2010,DEG,1,0.1674
2019,NUTS,2010,DEG,1,0.1665
2011,NUTS,2010,DEG0,2,0.1666
2012,NUTS,2010,DEG0,2,0.171
2013,NUTS,2010,DEG0,2,0.163
2014,NUTS,2010,DEG0,2,0.1479
2015,NUTS,2010,DEG0,2,0.1518
2016,NUTS,2010,DEG0,2,0.1481
2017,NUTS,2010,DEG0,2,0.1544
2018,NUTS,2010,DEG0,2,0.1674
2019,NUTS,2010,DEG0,2,0.1665
2011,NUTS,2010,DK,0,0.0787
2012,NUTS,2010,DK,0,0.0816
2013,NUTS,2010,DK,0,0.0895
2014,NUTS,2010,DK,0,0.0928
2015,NUTS,2010,DK,0,0.0986
2016,NUTS,2010,DK,0,0.0916
2017,NUTS,2010,DK,0,0.0971
2018,NUTS,2010,DK,0,0.1003
2019,NUTS,2010,DK,0,0.0996
2020,NUTS,2010,DK,0,0.1011
2011,NUTS,2010,DK0,1,0.0786
2012,NUTS,2010,DK0,1,0.0791
2013,NUTS,2010,DK0,1,0.0868
2014,NUTS,2010,DK0,1,0.0899
2015,NUTS,2010,DK0,1,0.0954
2016,NUTS,2010,DK0,1,0.0885
2017,NUTS,2010,DK0,1,0.094
2018,NUTS,2010,DK0,1,0.097
2019,NUTS,2010,DK0,1,0.0962
2011,NUTS,2010,DK01,2,0.1413
2012,NUTS,2010,DK01,2,0.1248
2013,NUTS,2010,DK01,2,0.118
2014,NUTS,2010,DK01,2,0.1196
2015,NUTS,2010,DK01,2,0.1169
2016,NUTS,2010,DK01,2,0.1104
2017,NUTS,2010,DK01,2,0.1329
2019,NUTS,2010,DK01,2,0.1475
2011,NUTS,2010,DK02,2,0.0494
2012,NUTS,2010,DK02,2,0.0659
2013,NUTS,2010,DK02,2,0.0982
2014,NUTS,2010,DK02,2,0.1219
2015,NUTS,2010,DK02,2,0.1437
2016,NUTS,2010,DK02,2,0.0799
2017,NUTS,2010,DK02,2,0.077
2019,NUTS,2010,DK02,2,0.0693
2011,NUTS,2010,DK03,2,0.0508
2012,NUTS,2010,DK03,2,0.0564
2013,NUTS,2010,DK03,2,0.0651
2014,NUTS,2010,DK03,2,0.0636
2015,NUTS,2010,DK03,2,0.0661
2016,NUTS,2010,DK03,2,0.0795
2017,NUTS,2010,DK03,2,0.0158
2019,NUTS,2010,DK03,2,0.0168
2011,NUTS,2010,DK04,2,0.0652
2012,NUTS,2010,DK04,2,0.0727
2013,NUTS,2010,DK04,2,0.0868
2014,NUTS,2010,DK04,2,0.0853
2015,NUTS,2010,DK04,2,0.0926
2016,NUTS,2010,DK04,2,0.099
2017,NUTS,2010,DK04,2,0.0933
2019,NUTS,2010,DK04,2,0.0829
2011,NUTS,2010,DK05,2,0.0072
2012,NUTS,2010,DK05,2,0.0118
2013,NUTS,2010,DK05,2,0.0143
2014,NUTS,2010,DK05,2,0.0132
2015,NUTS,2010,DK05,2,0.0258
2016,NUTS,2010,DK05,2,0.0211
2017,NUTS,2010,DK05,2,0.1494
2019,NUTS,2010,DK05,2,0.1543
2011,NUTS,2010,EA19,2,0.1372
2012,NUTS,2010,EA19,2,0.1427
2013,NUTS,2010,EA19,2,0.1431
2014,NUTS,2010,EA19,2,0.1409
2015,NUTS,2010,EA19,2,0.1466
2016,NUTS,2010,EA19,2,0.1476
2017,NUTS,2010,EA19,2,0.1498
2018,NUTS,2010,EA19,2,0.1533
2019,NUTS,2010,EA19,2,0.1556
2011,NUTS,2010,EE,0,0.1253
2012,NUTS,2010,EE,0,0.1214
2013,NUTS,2010,EE,0,0.1242
2014,NUTS,2010,EE,0,0.122
2015,NUTS,2010,EE,0,0.1093
2016,NUTS,2010,EE,0,0.1018
2017,NUTS,2010,EE,0,0.1027
2018,NUTS,2010,EE,0,0.0915
2019,NUTS,2010,EE,0,0.0962
2011,NUTS,2010,EL,0,0.1538
2013,NUTS,2010,EL,0,0.2492
2015,NUTS,2010,EL,0,0.4448
2017,NUTS,2010,EL,0,0.4364
2019,NUTS,2010,EL,0,0.4685
2011,NUTS,2010,EL3,1,0.2079
2013,NUTS,2010,EL3,1,0.349
2015,NUTS,2010,EL3,1,0.6794
2017,NUTS,2010,EL3,1,0.7503
2019,NUTS,2010,EL3,1,0.8245
2011,NUTS,2010,EL30,2,0.2079
2013,NUTS,2010,EL30,2,0.349
2015,NUTS,2010,EL30,2,0.6794
2017,NUTS,2010,EL30,2,0.7503
2019,NUTS,2010,EL30,2,0.8245
2011,NUTS,2010,EL4,1,0.2134
2013,NUTS,2010,EL4,1,0.3194
2015,NUTS,2010,EL4,1,0.3964
2017,NUTS,2010,EL4,1,0.3804
2019,NUTS,2010,EL4,1,0.3181
2011,NUTS,2010,EL41,2,0.0851
2013,NUTS,2010,EL41,2,0.0991
2015,NUTS,2010,EL41,2,0.4231
2017,NUTS,2010,EL41,2,0.2291
2019,NUTS,2010,EL41,2,0.1751
2011,NUTS,2010,EL42,2,0.1224
2013,NUTS,2010,EL42,2,0.1466
2015,NUTS,2010,EL42,2,0.1315
2017,NUTS,2010,EL42,2,0.119
2019,NUTS,2010,EL42,2,0.112
2011,NUTS,2010,EL43,2,0.296
2013,NUTS,2010,EL43,2,0.4856
2015,NUTS,2010,EL43,2,0.5557
2017,NUTS,2010,EL43,2,0.5673
2019,NUTS,2010,EL43,2,0.4688
2011,NUTS,2010,EL5,1,0.097
2013,NUTS,2010,EL5,1,0.1572
2015,NUTS,2010,EL5,1,0.3045
2017,NUTS,2010,EL5,1,0.2916
2019,NUTS,2010,EL5,1,0.3002
2011,NUTS,2010,EL51,2,0.0281
2013,NUTS,2010,EL51,2,0.0672
2015,NUTS,2010,EL51,2,0.0718
2017,NUTS,2010,EL51,2,0.0875
2019,NUTS,2010,EL51,2,0.0843
2011,NUTS,2010,EL52,2,0.101
2013,NUTS,2010,EL52,2,0.2043
2015,NUTS,2010,EL52,2,0.4198
2017,NUTS,2010,EL52,2,0.4024
2019,NUTS,2010,EL52,2,0.4178
2011,NUTS,2010,EL53,2,0.1987
2013,NUTS,2010,EL53,2,0.0986
2015,NUTS,2010,EL53,2,0.2069
2017,NUTS,2010,EL53,2,0.1349
2019,NUTS,2010,EL53,2,0.124
2011,NUTS,2010,EL54,2,0.1164
2013,NUTS,2010,EL54,2,0.1116
2015,NUTS,2010,EL54,2,0.1595
2017,NUTS,2010,EL54,2,0.1568
2019,NUTS,2010,EL54,2,0.1775
2011,NUTS,2010,EL6,1,0.0904
2013,NUTS,2010,EL6,1,0.1428
2015,NUTS,2010,EL6,1,0.2345
2017,NUTS,2010,EL6,1,0.1197
2019,NUTS,2010,EL6,1,0.1338
2011,NUTS,2010,EL61,2,0.1212
2013,NUTS,2010,EL61,2,0.1571
2015,NUTS,2010,EL61,2,0.2006
2017,NUTS,2010,EL61,2,0.1
2019,NUTS,2010,EL61,2,0.0841
2011,NUTS,2010,EL62,2,0.059
2013,NUTS,2010,EL62,2,0.0625
2015,NUTS,2010,EL62,2,0.3068
2017,NUTS,2010,EL62,2,0.1079
2019,NUTS,2010,EL62,2,0.1075
2011,NUTS,2010,EL63,2,0.1005
2013,NUTS,2010,EL63,2,0.2141
2015,NUTS,2010,EL63,2,0.2701
2017,NUTS,2010,EL63,2,0.202
2019,NUTS,2010,EL63,2,0.1826
2011,NUTS,2010,EL64,2,0.0374
2013,NUTS,2010,EL64,2,0.087
2015,NUTS,2010,EL64,2,0.1232
2017,NUTS,2010,EL64,2,0.0628
2019,NUTS,2010,EL64,2,0.1174
2011,NUTS,2010,EL65,2,0.1019
2013,NUTS,2010,EL65,2,0.1312
2015,NUTS,2010,EL65,2,0.3137
2017,NUTS,2010,EL65,2,0.1132
2019,NUTS,2010,EL65,2,0.1684
2011,NUTS,2010,ES,0,0.1821
2012,NUTS,2010,ES,0,0.1842
2013,NUTS,2010,ES,0,0.1824
2014,NUTS,2010,ES,0,0.1807
2015,NUTS,2010,ES,0,0.1827
2016,NUTS,2010,ES,0,0.185
2017,NUTS,2010,ES,0,0.1834
2018,NUTS,2010,ES,0,0.183
2019,NUTS,2010,ES,0,0.1839
2011,NUTS,2010,ES1,1,0.1273
2013,NUTS,2010,ES1,1,0.1248
2014,NUTS,2010,ES1,1,0.1306
2015,NUTS,2010,ES1,1,0.1314
2016,NUTS,2010,ES1,1,0.1391
2017,NUTS,2010,ES1,1,0.1457
2018,NUTS,2010,ES1,1,0.1598
2019,NUTS,2010,ES1,1,0.183
2013,NUTS,2010,ES11,2,0.123
2014,NUTS,2010,ES11,2,0.1264
2015,NUTS,2010,ES11,2,0.1256
2016,NUTS,2010,ES11,2,0.1339
2017,NUTS,2010,ES11,2,0.1506
2018,NUTS,2010,ES11,2,0.1591
2019,NUTS,2010,ES11,2,0.1874
2012,NUTS,2010,ES12,2,0.0969
2013,NUTS,2010,ES12,2,0.0845
2014,NUTS,2010,ES12,2,0.0755
2015,NUTS,2010,ES12,2,0.0792
2016,NUTS,2010,ES12,2,0.0912
2017,NUTS,2010,ES12,2,0.0943
2018,NUTS,2010,ES12,2,0.1084
2019,NUTS,2010,ES12,2,0.1041
2011,NUTS,2010,ES13,2,0.2073
2012,NUTS,2010,ES13,2,0.2092
2013,NUTS,2010,ES13,2,0.1996
2014,NUTS,2010,ES13,2,0.2411
2015,NUTS,2010,ES13,2,0.243
2016,NUTS,2010,ES13,2,0.241
2017,NUTS,2010,ES13,2,0.2096
2018,NUTS,2010,ES13,2,0.2465
2019,NUTS,2010,ES13,2,0.2884
2011,NUTS,2010,ES2,1,0.1706
2012,NUTS,2010,ES2,1,0.1712
2013,NUTS,2010,ES2,1,0.1758
2014,NUTS,2010,ES2,1,0.1723
2016,NUTS,2010,ES2,1,0.1633
2017,NUTS,2010,ES2,1,0.1699
2018,NUTS,2010,ES2,1,0.1835
2019,NUTS,2010,ES2,1,0.1809
2011,NUTS,2010,ES21,2,0.1532
2012,NUTS,2010,ES21,2,0.1399
2013,NUTS,2010,ES21,2,0.144
2014,NUTS,2010,ES21,2,0.1367
2015,NUTS,2010,ES21,2,0.144
2016,NUTS,2010,ES21,2,0.1452
2017,NUTS,2010,ES21,2,0.1477
2018,NUTS,2010,ES21,2,0.161
2019,NUTS,2010,ES21,2,0.1569
2011,NUTS,2010,ES22,2,0.1351
2012,NUTS,2010,ES22,2,0.1566
2013,NUTS,2010,ES22,2,0.1685
2014,NUTS,2010,ES22,2,0.1886
2016,NUTS,2010,ES22,2,0.1873
2017,NUTS,2010,ES22,2,0.1819
2018,NUTS,2010,ES22,2,0.2108
2019,NUTS,2010,ES22,2,0.2042
2011,NUTS,2010,ES23,2,0.2782
2012,NUTS,2010,ES23,2,0.3283
2013,NUTS,2010,ES23,2,0.2964
2014,NUTS,2010,ES23,2,0.2457
2015,NUTS,2010,ES23,2,0.2508
2016,NUTS,2010,ES23,2,0.2753
2017,NUTS,2010,ES23,2,0.3185
2018,NUTS,2010,ES23,2,0.3333
2019,NUTS,2010,ES23,2,0.3115
2011,NUTS,2010,ES24,2,0.1928
2012,NUTS,2010,ES24,2,0.1938
2013,NUTS,2010,ES24,2,0.2042
2014,NUTS,2010,ES24,2,0.2052
2015,NUTS,2010,ES24,2,0.1539
2016,NUTS,2010,ES24,2,0.1545
2017,NUTS,2010,ES24,2,0.1642
2018,NUTS,2010,ES24,2,0.1703
2019,NUTS,2010,ES24,2,0.1765
2011,NUTS,2010,ES3,1,0.2991
2012,NUTS,2010,ES3,1,0.3021
2013,NUTS,2010,ES3,1,0.289
2014,NUTS,2010,ES3,1,0.303
2015,NUTS,2010,ES3,1,0.2918
2016,NUTS,2010,ES3,1,0.3311
2017,NUTS,2010,ES3,1,0.3078
2018,NUTS,2010,ES3,1,0.3009
2019,NUTS,2010,ES3,1,0.3039
2011,NUTS,2010,ES30,2,0.2991
2012,NUTS,2010,ES30,2,0.3021
2013,NUTS,2010,ES30,2,0.289
2014,NUTS,2010,ES30,2,0.303
2015,NUTS,2010,ES30,2,0.2918
2016,NUTS,2010,ES30,2,0.3311
2017,NUTS,2010,ES30,2,0.3078
2018,NUTS,2010,ES30,2,0.3009
2019,NUTS,2010,ES30,2,0.3039
2011,NUTS,2010,ES4,1,0.1255
2013,NUTS,2010,ES4,1,0.1219
2014,NUTS,2010,ES4,1,0.1177
2015,NUTS,2010,ES4,1,0.1237
2016,NUTS,2010,ES4,1,0.1167
2017,NUTS,2010,ES4,1,0.1183
2018,NUTS,2010,ES4,1,0.1304
2019,NUTS,2010,ES4,1,0.1241
2012,NUTS,2010,ES41,2,0.0974
2013,NUTS,2010,ES41,2,0.1014
2014,NUTS,2010,ES41,2,0.1026
2015,NUTS,2010,ES41,2,0.1126
2016,NUTS,2010,ES41,2,0.1006
2017,NUTS,2010,ES41,2,0.0984
2018,NUTS,2010,ES41,2,0.1045
2019,NUTS,2010,ES41,2,0.1009
2013,NUTS,2010,ES42,2,0.1616
2014,NUTS,2010,ES42,2,0.1654
2015,NUTS,2010,ES42,2,0.1579
2016,NUTS,2010,ES42,2,0.1584
2017,NUTS,2010,ES42,2,0.1633
2018,NUTS,2010,ES42,2,0.183
2019,NUTS,2010,ES42,2,0.1687
2011,NUTS,2010,ES43,2,0.095
2012,NUTS,2010,ES43,2,0.0993
2013,NUTS,2010,ES43,2,0.0939
2014,NUTS,2010,ES43,2,0.0608
2015,NUTS,2010,ES43,2,0.0832
2016,NUTS,2010,ES43,2,0.0729
2017,NUTS,2010,ES43,2,0.0753
2018,NUTS,2010,ES43,2,0.086
2019,NUTS,2010,ES43,2,0.0888
2011,NUTS,2010,ES5,1,0.1892
2012,NUTS,2010,ES5,1,0.1891
2013,NUTS,2010,ES5,1,0.1918
2014,NUTS,2010,ES5,1,0.1862
2015,NUTS,2010,ES5,1,0.1757
2016,NUTS,2010,ES5,1,0.1731
2017,NUTS,2010,ES5,1,0.1796
2018,NUTS,2010,ES5,1,0.1785
2019,NUTS,2010,ES5,1,0.1755
2011,NUTS,2010,ES51,2,0.2204
2012,NUTS,2010,ES51,2,0.2304
2013,NUTS,2010,ES51,2,0.2357
2014,NUTS,2010,ES51,2,0.2289
2015,NUTS,2010,ES51,2,0.2248
2016,NUTS,2010,ES51,2,0.2141
2017,NUTS,2010,ES51,2,0.224
2018,NUTS,2010,ES51,2,0.2288
2019,NUTS,2010,ES51,2,0.2273
2011,NUTS,2010,ES52,2,0.1313
2012,NUTS,2010,ES52,2,0.1276
2013,NUTS,2010,ES52,2,0.1296
2014,NUTS,2010,ES52,2,0.1242
2015,NUTS,2010,ES52,2,0.0985
2016,NUTS,2010,ES52,2,0.11
2017,NUTS,2010,ES52,2,0.1062
2018,NUTS,2010,ES52,2,0.1017
2019,NUTS,2010,ES52,2,0.0936
2011,NUTS,2010,ES53,2,0.2096
2012,NUTS,2010,ES53,2,0.1585
2013,NUTS,2010,ES53,2,0.1503
2014,NUTS,2010,ES53,2,0.1499
2015,NUTS,2010,ES53,2,0.1627
2016,NUTS,2010,ES53,2,0.157
2017,NUTS,2010,ES53,2,0.1808
2018,NUTS,2010,ES53,2,0.1568
2019,NUTS,2010,ES53,2,0.1632
2011,NUTS,2010,ES6,1,0.147
2012,NUTS,2010,ES6,1,0.1534
2013,NUTS,2010,ES6,1,0.1529
2014,NUTS,2010,ES6,1,0.1472
2015,NUTS,2010,ES6,1,0.186
2016,NUTS,2010,ES6,1,0.1718
2017,NUTS,2010,ES6,1,0.1635
2018,NUTS,2010,ES6,1,0.1479
2019,NUTS,2010,ES6,1,0.1488
2011,NUTS,2010,ES61,2,0.1525
2012,NUTS,2010,ES61,2,0.1613
2013,NUTS,2010,ES61,2,0.1626
2014,NUTS,2010,ES61,2,0.1571
2015,NUTS,2010,ES61,2,0.204
2016,NUTS,2010,ES61,2,0.1868
2017,NUTS,2010,ES61,2,0.1761
2018,NUTS,2010,ES61,2,0.1575
2019,NUTS,2010,ES61,2,0.1584
2012,NUTS,2010,ES62,2,0.1285
2013,NUTS,2010,ES62,2,0.1198
2014,NUTS,2010,ES62,2,0.1122
2015,NUTS,2010,ES62,2,0.1097
2016,NUTS,2010,ES62,2,0.1128
2017,NUTS,2010,ES62,2,0.1147
2018,NUTS,2010,ES62,2,0.1126
2019,NUTS,2010,ES62,2,0.1132
2011,NUTS,2010,ES7,1,0.1216
2012,NUTS,2010,ES7,1,0.1272
2013,NUTS,2010,ES7,1,0.1166
2014,NUTS,2010,ES7,1,0.1018
2015,NUTS,2010,ES7,1,0.1013
2016,NUTS,2010,ES7,1,0.0959
2017,NUTS,2010,ES7,1,0.0953
2018,NUTS,2010,ES7,1,0.0947
2019,NUTS,2010,ES7,1,0.087
2011,NUTS,2010,ES70,2,0.1216
2012,NUTS,2010,ES70,2,0.1272
2013,NUTS,2010,ES70,2,0.1166
2014,NUTS,2010,ES70,2,0.1018
2015,NUTS,2010,ES70,2,0.1013
2016,NUTS,2010,ES70,2,0.0959
2017,NUTS,2010,ES70,2,0.0953
2018,NUTS,2010,ES70,2,0.0947
2019,NUTS,2010,ES70,2,0.087
2011,NUTS,2010,EU27_2020,7,0.1355
2012,NUTS,2010,EU27_2020,7,0.1393
2013,NUTS,2010,EU27_2020,7,0.1414
2014,NUTS,2010,EU27_2020,7,0.1392
2015,NUTS,2010,EU27_2020,7,0.1448
2016,NUTS,2010,EU27_2020,7,0.1389
2017,NUTS,2010,EU27_2020,7,0.142
2018,NUTS,2010,EU27_2020,7,0.1446
2019,NUTS,2010,EU27_2020,7,0.146
2011,NUTS,2010,FI,0,0.248
2012,NUTS,2010,FI,0,0.2366
2013,NUTS,2010,FI,0,0.2413
2014,NUTS,2010,FI,0,0.2195
2015,NUTS,2010,FI,0,0.2094
2016,NUTS,2010,FI,0,0.1869
2017,NUTS,2010,FI,0,0.2013
2018,NUTS,2010,FI,0,0.1905
2019,NUTS,2010,FI,0,0.1886
2012,NUTS,2010,FI1,1,0.2555
2015,NUTS,2010,FI1,1,0.2304
2016,NUTS,2010,FI1,1,0.2087
2017,NUTS,2010,FI1,1,0.1943
2018,NUTS,2010,FI1,1,0.1836
2019,NUTS,2010,FI1,1,0.1815
2011,NUTS,2010,FI19,2,0.1218
2012,NUTS,2010,FI19,2,0.1127
2013,NUTS,2010,FI19,2,0.1191
2015,NUTS,2010,FI19,2,0.0975
2016,NUTS,2010,FI19,2,0.0981
2017,NUTS,2010,FI19,2,0.0588
2018,NUTS,2010,FI19,2,0.0539
2019,NUTS,2010,FI19,2,0.0512
2011,NUTS,2010,FI1B,2,0.5456
2012,NUTS,2010,FI1B,2,0.5143
2013,NUTS,2010,FI1B,2,0.5216
2015,NUTS,2010,FI1B,2,0.4575
2016,NUTS,2010,FI1B,2,0.4152
2017,NUTS,2010,FI1B,2,0.4066
2018,NUTS,2010,FI1B,2,0.3903
2019,NUTS,2010,FI1B,2,0.3865
2011,NUTS,2010,FI1C,2,0.1064
2012,NUTS,2010,FI1C,2,0.0975
2013,NUTS,2010,FI1C,2,0.1044
2015,NUTS,2010,FI1C,2,0.111
2016,NUTS,2010,FI1C,2,0.0892
2017,NUTS,2010,FI1C,2,0.0675
2018,NUTS,2010,FI1C,2,0.0598
2019,NUTS,2010,FI1C,2,0.0581
2011,NUTS,2010,FI1D,2,0.1799
2012,NUTS,2010,FI1D,2,0.1863
2013,NUTS,2010,FI1D,2,0.1744
2015,NUTS,2010,FI1D,2,0.1484
2016,NUTS,2010,FI1D,2,0.1306
2017,NUTS,2010,FI1D,2,0.1412
2018,NUTS,2010,FI1D,2,0.13
2019,NUTS,2010,FI1D,2,0.1277
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.1049
2012,NUTS,2010,FR,0,0.1065
2013,NUTS,2010,FR,0,0.1084
2014,NUTS,2010,FR,0,0.1079
2016,NUTS,2010,FR,0,0.1143
2017,NUTS,2010,FR,0,0.1143
2018,NUTS,2010,FR,0,0.1141
2011,NUTS,2010,HR,0,0.1831
2012,NUTS,2010,HR,0,0.1889
2013,NUTS,2010,HR,0,0.1861
2014,NUTS,2010,HR,0,0.1674
2015,NUTS,2010,HR,0,0.1589
2016,NUTS,2010,HR,0,0.1622
2017,NUTS,2010,HR,0,0.1702
2018,NUTS,2010,HR,0,0.171
2019,NUTS,2010,HR,0,0.1794
2020,NUTS,2010,HR,0,0.1864
2011,NUTS,2010,HR0,1,0.1785
2012,NUTS,2010,HR0,1,0.1843
2013,NUTS,2010,HR0,1,0.1824
2014,NUTS,2010,HR0,1,0.1649
2015,NUTS,2010,HR0,1,0.1562
2016,NUTS,2010,HR0,1,0.1598
2017,NUTS,2010,HR0,1,0.1679
2018,NUTS,2010,HR0,1,0.1684
2019,NUTS,2010,HR0,1,0.1762
2020,NUTS,2010,HR0,1,0.1834
2011,NUTS,2010,HR03,2,0.0544
2012,NUTS,2010,HR03,2,0.058
2013,NUTS,2010,HR03,2,0.0564
2014,NUTS,2010,HR03,2,0.0242
2015,NUTS,2010,HR03,2,0.0232
2016,NUTS,2010,HR03,2,0.0655
2017,NUTS,2010,HR03,2,0.0645
2018,NUTS,2010,HR03,2,0.0694
2019,NUTS,2010,HR03,2,0.0909
2020,NUTS,2010,HR03,2,0.0837
2011,NUTS,2010,HR04,2,0.2357
2012,NUTS,2010,HR04,2,0.2442
2013,NUTS,2010,HR04,2,0.242
2014,NUTS,2010,HR04,2,0.2335
2015,NUTS,2010,HR04,2,0.2198
2016,NUTS,2010,HR04,2,0.2042
2017,NUTS,2010,HR04,2,0.2183
2018,NUTS,2010,HR04,2,0.2143
2019,NUTS,2010,HR04,2,0.2165
2011,NUTS,2010,HU,0,0.1612
2012,NUTS,2010,HU,0,0.1459
2013,NUTS,2010,HU,0,0.1444
2014,NUTS,2010,HU,0,0.1493
2015,NUTS,2010,HU,0,0.1463
2016,NUTS,2010,HU,0,0.1385
2017,NUTS,2010,HU,0,0.1358
2018,NUTS,2010,HU,0,0.1738
2019,NUTS,2010,HU,0,0.1761
2011,NUTS,2010,HU1,1,0.4203
2012,NUTS,2010,HU1,1,0.3761
2013,NUTS,2010,HU1,1,0.3613
2014,NUTS,2010,HU1,1,0.3672
2015,NUTS,2010,HU1,1,0.3605
2016,NUTS,2010,HU1,1,0.338
