year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_eur_hab
2011,NUTS,2010,FR82,2,595.6
2012,NUTS,2010,FR82,2,678.2
2013,NUTS,2010,FR82,2,754.1
2011,NUTS,2010,FR83,2,94.0
2012,NUTS,2010,FR83,2,75.9
2013,NUTS,2010,FR83,2,77.4
2011,NUTS,2010,HR,0,78.4
2012,NUTS,2010,HR,0,77.2
2013,NUTS,2010,HR,0,83.2
2014,NUTS,2010,HR,0,80.0
2015,NUTS,2010,HR,0,88.7
2016,NUTS,2010,HR,0,96.0
2017,NUTS,2010,HR,0,101.9
2018,NUTS,2010,HR,0,122.2
2019,NUTS,2010,HR,0,147.4
2020,NUTS,2010,HR,0,154.4
2011,NUTS,2010,HR0,1,78.4
2012,NUTS,2010,HR0,1,77.2
2013,NUTS,2010,HR0,1,83.2
2014,NUTS,2010,HR0,1,80.0
2015,NUTS,2010,HR0,1,88.7
2016,NUTS,2010,HR0,1,96.0
2017,NUTS,2010,HR0,1,101.9
2018,NUTS,2010,HR0,1,122.2
2019,NUTS,2010,HR0,1,147.4
2020,NUTS,2010,HR0,1,154.4
2011,NUTS,2010,HR03,2,30.6
2012,NUTS,2010,HR03,2,29.2
2013,NUTS,2010,HR03,2,41.6
2014,NUTS,2010,HR03,2,36.2
2015,NUTS,2010,HR03,2,33.8
2016,NUTS,2010,HR03,2,37.1
2017,NUTS,2010,HR03,2,48.8
2018,NUTS,2010,HR03,2,55.9
2019,NUTS,2010,HR03,2,76.7
2020,NUTS,2010,HR03,2,68.1
2011,NUTS,2010,HR04,2,101.9
2012,NUTS,2010,HR04,2,100.8
2013,NUTS,2010,HR04,2,103.8
2014,NUTS,2010,HR04,2,101.7
2015,NUTS,2010,HR04,2,116.0
2016,NUTS,2010,HR04,2,125.4
2017,NUTS,2010,HR04,2,128.6
2018,NUTS,2010,HR04,2,155.7
2019,NUTS,2010,HR04,2,183.3
2011,NUTS,2010,HU,0,120.6
2012,NUTS,2010,HU,0,126.6
2013,NUTS,2010,HU,0,142.8
2014,NUTS,2010,HU,0,144.7
2015,NUTS,2010,HU,0,153.3
2016,NUTS,2010,HU,0,139.5
2017,NUTS,2010,HU,0,170.8
2018,NUTS,2010,HU,0,209.8
2019,NUTS,2010,HU,0,220.9
2020,NUTS,2010,HU,0,224.8
2011,NUTS,2010,HU1,1,264.1
2012,NUTS,2010,HU1,1,265.0
2013,NUTS,2010,HU1,1,292.3
2014,NUTS,2010,HU1,1,306.7
2015,NUTS,2010,HU1,1,323.4
2016,NUTS,2010,HU1,1,311.6
2017,NUTS,2010,HU1,1,368.0
2018,NUTS,2010,HU1,1,452.2
2019,NUTS,2010,HU1,1,478.2
2011,NUTS,2010,HU10,2,264.1
2012,NUTS,2010,HU10,2,265.0
2013,NUTS,2010,HU10,2,292.3
2014,NUTS,2010,HU10,2,306.7
2015,NUTS,2010,HU10,2,323.4
2016,NUTS,2010,HU10,2,311.6
2017,NUTS,2010,HU11,2,586.4
2018,NUTS,2010,HU11,2,706.0
2019,NUTS,2010,HU11,2,746.6
2017,NUTS,2010,HU12,2,61.3
2018,NUTS,2010,HU12,2,100.2
2019,NUTS,2010,HU12,2,110.6
2011,NUTS,2010,HU2,1,56.4
2012,NUTS,2010,HU2,1,71.0
2013,NUTS,2010,HU2,1,82.0
2014,NUTS,2010,HU2,1,75.3
2015,NUTS,2010,HU2,1,69.1
2016,NUTS,2010,HU2,1,64.9
2017,NUTS,2010,HU2,1,91.3
2018,NUTS,2010,HU2,1,115.1
2019,NUTS,2010,HU2,1,109.5
2011,NUTS,2010,HU21,2,61.0
2012,NUTS,2010,HU21,2,87.5
2013,NUTS,2010,HU21,2,111.3
2014,NUTS,2010,HU21,2,106.6
2015,NUTS,2010,HU21,2,100.1
2016,NUTS,2010,HU21,2,92.7
2017,NUTS,2010,HU21,2,124.9
2018,NUTS,2010,HU21,2,169.1
2019,NUTS,2010,HU21,2,143.6
2011,NUTS,2010,HU22,2,65.7
2012,NUTS,2010,HU22,2,60.7
2013,NUTS,2010,HU22,2,77.5
2014,NUTS,2010,HU22,2,72.4
2015,NUTS,2010,HU22,2,71.0
2016,NUTS,2010,HU22,2,69.4
2017,NUTS,2010,HU22,2,85.0
2018,NUTS,2010,HU22,2,105.1
2019,NUTS,2010,HU22,2,106.3
2011,NUTS,2010,HU23,2,41.1
2012,NUTS,2010,HU23,2,62.6
2013,NUTS,2010,HU23,2,52.7
2014,NUTS,2010,HU23,2,41.7
2015,NUTS,2010,HU23,2,30.8
2016,NUTS,2010,HU23,2,27.5
2017,NUTS,2010,HU23,2,58.6
2018,NUTS,2010,HU23,2,61.9
2019,NUTS,2010,HU23,2,72.0
2011,NUTS,2010,HU3,1,57.6
2012,NUTS,2010,HU3,1,61.7
2013,NUTS,2010,HU3,1,72.7
2014,NUTS,2010,HU3,1,70.6
2015,NUTS,2010,HU3,1,82.8
2016,NUTS,2010,HU3,1,59.0
2017,NUTS,2010,HU3,1,73.4
2018,NUTS,2010,HU3,1,87.5
2019,NUTS,2010,HU3,1,97.8
2011,NUTS,2010,HU31,2,34.7
2012,NUTS,2010,HU31,2,36.3
2013,NUTS,2010,HU31,2,45.7
2014,NUTS,2010,HU31,2,47.9
2015,NUTS,2010,HU31,2,36.3
2016,NUTS,2010,HU31,2,28.7
2017,NUTS,2010,HU31,2,41.5
2018,NUTS,2010,HU31,2,57.9
2019,NUTS,2010,HU31,2,64.3
2011,NUTS,2010,HU32,2,64.9
2012,NUTS,2010,HU32,2,72.9
2013,NUTS,2010,HU32,2,83.4
2014,NUTS,2010,HU32,2,76.5
2015,NUTS,2010,HU32,2,77.6
2016,NUTS,2010,HU32,2,66.0
2017,NUTS,2010,HU32,2,76.9
2018,NUTS,2010,HU32,2,84.6
2019,NUTS,2010,HU32,2,90.0
2011,NUTS,2010,HU33,2,70.2
2012,NUTS,2010,HU33,2,72.2
2013,NUTS,2010,HU33,2,85.3
2014,NUTS,2010,HU33,2,84.6
2015,NUTS,2010,HU33,2,131.5
2016,NUTS,2010,HU33,2,78.7
2017,NUTS,2010,HU33,2,98.3
2018,NUTS,2010,HU33,2,117.9
2019,NUTS,2010,HU33,2,137.5
2011,NUTS,2010,IE,0,583.2
2012,NUTS,2010,IE,0,595.7
2013,NUTS,2010,IE,0,610.3
2014,NUTS,2010,IE,0,639.8
2015,NUTS,2010,IE,0,664.6
2016,NUTS,2010,IE,0,671.8
2017,NUTS,2010,IE,0,779.1
2018,NUTS,2010,IE,0,789.3
2019,NUTS,2010,IE,0,891.2
2020,NUTS,2010,IE,0,925.6
2011,NUTS,2010,IE0,1,583.2
2013,NUTS,2010,IE0,1,597.9
2015,NUTS,2010,IE0,1,669.8
2017,NUTS,2010,IE0,1,765.3
2011,NUTS,2010,IE01,2,402.9
2013,NUTS,2010,IE01,2,399.3
2015,NUTS,2010,IE01,2,478.4
2017,NUTS,2010,IE01,2,421.7
2011,NUTS,2010,IE02,2,650.2
2013,NUTS,2010,IE02,2,671.5
2015,NUTS,2010,IE02,2,739.6
2017,NUTS,2010,IE02,2,890.1
2011,NUTS,2010,IS,0,825.3
2013,NUTS,2010,IS,0,638.0
2014,NUTS,2010,IS,0,801.0
2015,NUTS,2010,IS,0,1047.0
2016,NUTS,2010,IS,0,1193.1
2017,NUTS,2010,IS,0,1350.1
2018,NUTS,2010,IS,0,1276.8
2019,NUTS,2010,IS,0,1444.8
2020,NUTS,2010,IS,0,1291.4
2011,NUTS,2010,IS0,1,825.3
2013,NUTS,2010,IS0,1,638.0
2014,NUTS,2010,IS0,1,801.0
2015,NUTS,2010,IS0,1,1047.0
2016,NUTS,2010,IS0,1,1193.1
2017,NUTS,2010,IS0,1,1350.1
2018,NUTS,2010,IS0,1,1276.8
2019,NUTS,2010,IS0,1,1444.8
2020,NUTS,2010,IS0,1,1291.4
2011,NUTS,2010,IS00,2,825.3
2013,NUTS,2010,IS00,2,638.0
2014,NUTS,2010,IS00,2,801.0
2015,NUTS,2010,IS00,2,1047.0
2016,NUTS,2010,IS00,2,1193.1
2017,NUTS,2010,IS00,2,1350.1
2018,NUTS,2010,IS00,2,1276.8
2019,NUTS,2010,IS00,2,1444.8
2020,NUTS,2010,IS00,2,1291.4
2011,NUTS,2010,IT,0,333.7
2012,NUTS,2010,IT,0,345.2
2013,NUTS,2010,IT,0,351.6
2014,NUTS,2010,IT,0,358.3
2015,NUTS,2010,IT,0,364.5
2016,NUTS,2010,IT,0,382.0
2017,NUTS,2010,IT,0,392.7
2018,NUTS,2010,IT,0,417.2
2019,NUTS,2010,IT,0,439.0
2020,NUTS,2010,IT,0,425.3
2011,NUTS,2010,ITC,1,476.7
2012,NUTS,2010,ITC,1,483.6
2013,NUTS,2010,ITC,1,483.0
2014,NUTS,2010,ITC,1,493.1
2015,NUTS,2010,ITC,1,496.7
2016,NUTS,2010,ITC,1,521.2
2017,NUTS,2010,ITC,1,521.5
2018,NUTS,2010,ITC,1,552.5
2019,NUTS,2010,ITC,1,575.4
2011,NUTS,2010,ITC1,2,543.0
2012,NUTS,2010,ITC1,2,556.5
2013,NUTS,2010,ITC1,2,568.7
2014,NUTS,2010,ITC1,2,619.6
2015,NUTS,2010,ITC1,2,621.5
2016,NUTS,2010,ITC1,2,650.4
2017,NUTS,2010,ITC1,2,631.9
2018,NUTS,2010,ITC1,2,682.7
2019,NUTS,2010,ITC1,2,721.3
2011,NUTS,2010,ITC2,2,202.7
2012,NUTS,2010,ITC2,2,168.2
2013,NUTS,2010,ITC2,2,145.5
2014,NUTS,2010,ITC2,2,162.1
2015,NUTS,2010,ITC2,2,234.6
2016,NUTS,2010,ITC2,2,206.6
2017,NUTS,2010,ITC2,2,195.8
2018,NUTS,2010,ITC2,2,187.4
2019,NUTS,2010,ITC2,2,187.7
2011,NUTS,2010,ITC3,2,404.7
2012,NUTS,2010,ITC3,2,401.8
2013,NUTS,2010,ITC3,2,391.8
2014,NUTS,2010,ITC3,2,404.7
2015,NUTS,2010,ITC3,2,437.3
2016,NUTS,2010,ITC3,2,476.7
2017,NUTS,2010,ITC3,2,442.5
2018,NUTS,2010,ITC3,2,432.1
2019,NUTS,2010,ITC3,2,484.5
2011,NUTS,2010,ITC4,2,462.1
2012,NUTS,2010,ITC4,2,468.2
2013,NUTS,2010,ITC4,2,463.6
2014,NUTS,2010,ITC4,2,455.2
2015,NUTS,2010,ITC4,2,454.3
2016,NUTS,2010,ITC4,2,475.4
2017,NUTS,2010,ITC4,2,489.5
2018,NUTS,2010,ITC4,2,518.9
2019,NUTS,2010,ITC4,2,531.1
2011,NUTS,2010,ITF,1,153.5
2012,NUTS,2010,ITF,1,164.9
2013,NUTS,2010,ITF,1,174.2
2014,NUTS,2010,ITF,1,185.1
2017,NUTS,2010,ITF,1,180.8
2018,NUTS,2010,ITF,1,188.7
2019,NUTS,2010,ITF,1,200.0
2011,NUTS,2010,ITF1,2,198.0
2012,NUTS,2010,ITF1,2,196.3
2013,NUTS,2010,ITF1,2,206.6
2014,NUTS,2010,ITF1,2,225.9
2015,NUTS,2010,ITF1,2,225.1
2016,NUTS,2010,ITF1,2,242.3
2017,NUTS,2010,ITF1,2,239.6
2018,NUTS,2010,ITF1,2,233.5
2019,NUTS,2010,ITF1,2,271.6
2011,NUTS,2010,ITF2,2,91.3
2012,NUTS,2010,ITF2,2,90.1
2013,NUTS,2010,ITF2,2,147.1
2014,NUTS,2010,ITF2,2,125.3
2017,NUTS,2010,ITF2,2,222.2
2018,NUTS,2010,ITF2,2,264.4
2019,NUTS,2010,ITF2,2,251.3
2011,NUTS,2010,ITF3,2,199.1
2012,NUTS,2010,ITF3,2,215.7
2013,NUTS,2010,ITF3,2,225.5
2014,NUTS,2010,ITF3,2,216.0
2015,NUTS,2010,ITF3,2,219.4
2016,NUTS,2010,ITF3,2,217.4
2017,NUTS,2010,ITF3,2,226.8
2018,NUTS,2010,ITF3,2,241.0
2019,NUTS,2010,ITF3,2,250.0
2011,NUTS,2010,ITF4,2,122.6
2012,NUTS,2010,ITF4,2,135.0
2013,NUTS,2010,ITF4,2,143.2
2014,NUTS,2010,ITF4,2,170.2
2015,NUTS,2010,ITF4,2,175.0
2016,NUTS,2010,ITF4,2,148.7
2017,NUTS,2010,ITF4,2,142.6
2018,NUTS,2010,ITF4,2,146.9
2019,NUTS,2010,ITF4,2,156.5
2011,NUTS,2010,ITF5,2,108.1
2012,NUTS,2010,ITF5,2,102.0
2013,NUTS,2010,ITF5,2,106.4
2014,NUTS,2010,ITF5,2,109.6
2015,NUTS,2010,ITF5,2,131.6
2017,NUTS,2010,ITF5,2,141.6
2018,NUTS,2010,ITF5,2,139.7
2019,NUTS,2010,ITF5,2,146.8
2011,NUTS,2010,ITF6,2,76.8
2012,NUTS,2010,ITF6,2,86.7
2013,NUTS,2010,ITF6,2,89.5
2014,NUTS,2010,ITF6,2,128.4
2015,NUTS,2010,ITF6,2,115.9
2016,NUTS,2010,ITF6,2,94.9
2017,NUTS,2010,ITF6,2,88.2
2018,NUTS,2010,ITF6,2,91.9
2019,NUTS,2010,ITF6,2,99.3
2011,NUTS,2010,ITG,1,146.6
2012,NUTS,2010,ITG,1,149.0
2013,NUTS,2010,ITG,1,155.2
2014,NUTS,2010,ITG,1,171.5
2015,NUTS,2010,ITG,1,168.5
2016,NUTS,2010,ITG,1,143.9
2017,NUTS,2010,ITG,1,139.4
2018,NUTS,2010,ITG,1,152.1
2019,NUTS,2010,ITG,1,159.9
2011,NUTS,2010,ITG1,2,142.0
2012,NUTS,2010,ITG1,2,148.9
2013,NUTS,2010,ITG1,2,155.8
2014,NUTS,2010,ITG1,2,178.7
2015,NUTS,2010,ITG1,2,169.4
2016,NUTS,2010,ITG1,2,135.4
2017,NUTS,2010,ITG1,2,133.3
2018,NUTS,2010,ITG1,2,146.2
2019,NUTS,2010,ITG1,2,152.3
2011,NUTS,2010,ITG2,2,160.5
2012,NUTS,2010,ITG2,2,149.2
2013,NUTS,2010,ITG2,2,153.5
2014,NUTS,2010,ITG2,2,149.6
2015,NUTS,2010,ITG2,2,165.7
2016,NUTS,2010,ITG2,2,169.8
2017,NUTS,2010,ITG2,2,158.3
2018,NUTS,2010,ITG2,2,170.1
2019,NUTS,2010,ITG2,2,183.0
2011,NUTS,2010,ITH,1,397.9
2012,NUTS,2010,ITH,1,420.2
2013,NUTS,2010,ITH,1,433.8
2014,NUTS,2010,ITH,1,439.2
2015,NUTS,2010,ITH,1,464.8
2016,NUTS,2010,ITH,1,518.7
2017,NUTS,2010,ITH,1,539.7
2018,NUTS,2010,ITH,1,576.1
2019,NUTS,2010,ITH,1,590.3
2011,NUTS,2010,ITH1,2,235.3
2012,NUTS,2010,ITH1,2,224.9
2013,NUTS,2010,ITH1,2,258.2
2014,NUTS,2010,ITH1,2,287.4
2015,NUTS,2010,ITH1,2,310.7
2016,NUTS,2010,ITH1,2,289.8
2017,NUTS,2010,ITH1,2,312.1
2018,NUTS,2010,ITH1,2,393.8
2019,NUTS,2010,ITH1,2,361.8
2011,NUTS,2010,ITH2,2,597.9
2012,NUTS,2010,ITH2,2,622.6
2013,NUTS,2010,ITH2,2,633.2
2014,NUTS,2010,ITH2,2,625.8
2015,NUTS,2010,ITH2,2,623.0
2016,NUTS,2010,ITH2,2,547.3
2017,NUTS,2010,ITH2,2,564.4
2018,NUTS,2010,ITH2,2,595.5
2019,NUTS,2010,ITH2,2,607.5
2011,NUTS,2010,ITH3,2,316.4
2012,NUTS,2010,ITH3,2,321.9
2013,NUTS,2010,ITH3,2,337.5
2014,NUTS,2010,ITH3,2,324.7
2015,NUTS,2010,ITH3,2,340.0
2016,NUTS,2010,ITH3,2,404.7
2017,NUTS,2010,ITH3,2,429.3
2018,NUTS,2010,ITH3,2,461.4
2019,NUTS,2010,ITH3,2,468.5
2011,NUTS,2010,ITH4,2,435.7
2012,NUTS,2010,ITH4,2,422.5
2013,NUTS,2010,ITH4,2,430.1
2014,NUTS,2010,ITH4,2,444.3
2015,NUTS,2010,ITH4,2,462.0
2016,NUTS,2010,ITH4,2,476.1
2017,NUTS,2010,ITH4,2,481.1
2018,NUTS,2010,ITH4,2,522.2
2019,NUTS,2010,ITH4,2,547.1
2011,NUTS,2010,ITH5,2,473.3
2012,NUTS,2010,ITH5,2,527.6
2013,NUTS,2010,ITH5,2,538.5
2014,NUTS,2010,ITH5,2,559.9
2015,NUTS,2010,ITH5,2,602.5
2016,NUTS,2010,ITH5,2,679.6
2017,NUTS,2010,ITH5,2,701.4
2018,NUTS,2010,ITH5,2,736.4
2019,NUTS,2010,ITH5,2,760.5
2011,NUTS,2010,ITI,1,401.2
2012,NUTS,2010,ITI,1,412.8
2013,NUTS,2010,ITI,1,416.0
2014,NUTS,2010,ITI,1,408.1
2017,NUTS,2010,ITI,1,467.0
2018,NUTS,2010,ITI,1,495.6
2019,NUTS,2010,ITI,1,538.2
2011,NUTS,2010,ITI1,2,347.9
2012,NUTS,2010,ITI1,2,367.5
2013,NUTS,2010,ITI1,2,368.9
2014,NUTS,2010,ITI1,2,376.6
2015,NUTS,2010,ITI1,2,386.6
2016,NUTS,2010,ITI1,2,394.9
2017,NUTS,2010,ITI1,2,445.2
2018,NUTS,2010,ITI1,2,489.2
2019,NUTS,2010,ITI1,2,529.0
2011,NUTS,2010,ITI2,2,215.0
2012,NUTS,2010,ITI2,2,212.3
2013,NUTS,2010,ITI2,2,201.3
2014,NUTS,2010,ITI2,2,223.7
2017,NUTS,2010,ITI2,2,241.3
2018,NUTS,2010,ITI2,2,261.2
2019,NUTS,2010,ITI2,2,270.7
2011,NUTS,2010,ITI3,2,197.7
2012,NUTS,2010,ITI3,2,207.1
2013,NUTS,2010,ITI3,2,208.1
2014,NUTS,2010,ITI3,2,223.8
2015,NUTS,2010,ITI3,2,221.0
2016,NUTS,2010,ITI3,2,271.4
2017,NUTS,2010,ITI3,2,297.3
2018,NUTS,2010,ITI3,2,299.0
2019,NUTS,2010,ITI3,2,301.7
2011,NUTS,2010,ITI4,2,524.1
2012,NUTS,2010,ITI4,2,532.8
2013,NUTS,2010,ITI4,2,539.3
2014,NUTS,2010,ITI4,2,505.2
2015,NUTS,2010,ITI4,2,494.8
2016,NUTS,2010,ITI4,2,531.1
2017,NUTS,2010,ITI4,2,559.2
2018,NUTS,2010,ITI4,2,585.9
2019,NUTS,2010,ITI4,2,646.8
2011,NUTS,2010,LT,0,92.6
2012,NUTS,2010,LT,0,99.3
2013,NUTS,2010,LT,0,111.9
2014,NUTS,2010,LT,0,128.0
2015,NUTS,2010,LT,0,133.4
2016,NUTS,2010,LT,0,113.4
2017,NUTS,2010,LT,0,133.0
2018,NUTS,2010,LT,0,151.8
2019,NUTS,2010,LT,0,173.9
2020,NUTS,2010,LT,0,204.7
2011,NUTS,2010,LT0,1,92.6
2012,NUTS,2010,LT0,1,99.3
2013,NUTS,2010,LT0,1,111.9
2014,NUTS,2010,LT0,1,128.0
2015,NUTS,2010,LT0,1,133.4
2016,NUTS,2010,LT0,1,113.4
2017,NUTS,2010,LT0,1,133.0
2018,NUTS,2010,LT0,1,151.8
2019,NUTS,2010,LT0,1,173.9
2020,NUTS,2010,LT0,1,204.7
2011,NUTS,2010,LT00,2,92.6
2012,NUTS,2010,LT00,2,99.3
2013,NUTS,2010,LT00,2,111.9
2014,NUTS,2010,LT00,2,128.0
2015,NUTS,2010,LT01,2,299.9
2016,NUTS,2010,LT01,2,230.5
2017,NUTS,2010,LT01,2,244.6
2018,NUTS,2010,LT01,2,302.8
2019,NUTS,2010,LT01,2,369.1
2015,NUTS,2010,LT02,2,69.8
2016,NUTS,2010,LT02,2,68.2
2017,NUTS,2010,LT02,2,89.1
2018,NUTS,2010,LT02,2,91.1
2019,NUTS,2010,LT02,2,94.2
2011,NUTS,2010,LU,0,1233.6
2012,NUTS,2010,LU,0,1069.6
2013,NUTS,2010,LU,0,1127.9
2014,NUTS,2010,LU,0,1146.7
2015,NUTS,2010,LU,0,1204.4
2016,NUTS,2010,LU,0,1235.8
2017,NUTS,2010,LU,0,1220.1
2018,NUTS,2010,LU,0,1170.3
2019,NUTS,2010,LU,0,1201.8
2020,NUTS,2010,LU,0,1157.6
2011,NUTS,2010,LU0,1,1233.6
2012,NUTS,2010,LU0,1,1069.6
2013,NUTS,2010,LU0,1,1127.9
2014,NUTS,2010,LU0,1,1146.7
2015,NUTS,2010,LU0,1,1204.4
2016,NUTS,2010,LU0,1,1235.8
2017,NUTS,2010,LU0,1,1220.1
2018,NUTS,2010,LU0,1,1170.3
2019,NUTS,2010,LU0,1,1201.8
2020,NUTS,2010,LU0,1,1157.6
2011,NUTS,2010,LU00,2,1233.6
2012,NUTS,2010,LU00,2,1069.6
2013,NUTS,2010,LU00,2,1127.9
2014,NUTS,2010,LU00,2,1146.7
2015,NUTS,2010,LU00,2,1204.4
2016,NUTS,2010,LU00,2,1235.8
2017,NUTS,2010,LU00,2,1220.1
2018,NUTS,2010,LU00,2,1170.3
2019,NUTS,2010,LU00,2,1201.8
2020,NUTS,2010,LU00,2,1157.6
2011,NUTS,2010,LV,0,67.8
2012,NUTS,2010,LV,0,71.7
2013,NUTS,2010,LV,0,69.1
2014,NUTS,2010,LV,0,81.3
2015,NUTS,2010,LV,0,76.6
2016,NUTS,2010,LV,0,56.1
2017,NUTS,2010,LV,0,70.7
2018,NUTS,2010,LV,0,96.3
2019,NUTS,2010,LV,0,101.7
2020,NUTS,2010,LV,0,109.1
2011,NUTS,2010,LV0,1,67.8
2012,NUTS,2010,LV0,1,71.7
2013,NUTS,2010,LV0,1,69.1
2014,NUTS,2010,LV0,1,81.3
2015,NUTS,2010,LV0,1,76.6
2016,NUTS,2010,LV0,1,56.1
2017,NUTS,2010,LV0,1,70.7
2018,NUTS,2010,LV0,1,96.3
2019,NUTS,2010,LV0,1,101.7
2020,NUTS,2010,LV0,1,109.1
2011,NUTS,2010,LV00,2,67.8
2012,NUTS,2010,LV00,2,71.7
2013,NUTS,2010,LV00,2,69.1
2014,NUTS,2010,LV00,2,81.3
2015,NUTS,2010,LV00,2,76.6
2016,NUTS,2010,LV00,2,56.1
2017,NUTS,2010,LV00,2,70.7
2018,NUTS,2010,LV00,2,96.3
2019,NUTS,2010,LV00,2,101.7
2020,NUTS,2010,LV00,2,109.1
2011,NUTS,2010,ME,0,16.6
2013,NUTS,2010,ME,0,20.3
2014,NUTS,2010,ME,0,20.2
2015,NUTS,2010,ME,0,22.0
2016,NUTS,2010,ME,0,20.6
2017,NUTS,2010,ME,0,24.1
2018,NUTS,2010,ME,0,37.7
2011,NUTS,2010,ME0,1,16.6
2013,NUTS,2010,ME0,1,20.3
2014,NUTS,2010,ME0,1,20.2
2015,NUTS,2010,ME0,1,22.0
2016,NUTS,2010,ME0,1,20.6
2017,NUTS,2010,ME0,1,24.1
2018,NUTS,2010,ME0,1,37.7
2011,NUTS,2010,ME00,2,16.6
2013,NUTS,2010,ME00,2,20.3
2014,NUTS,2010,ME00,2,20.2
2015,NUTS,2010,ME00,2,22.0
2016,NUTS,2010,ME00,2,20.6
2017,NUTS,2010,ME00,2,24.1
2018,NUTS,2010,ME00,2,37.7
2015,NUTS,2010,MK,0,19.5
2016,NUTS,2010,MK,0,20.3
2017,NUTS,2010,MK,0,17.2
2018,NUTS,2010,MK,0,18.8
2019,NUTS,2010,MK,0,19.9
2020,NUTS,2010,MK,0,19.5
2015,NUTS,2010,MK0,1,19.5
2016,NUTS,2010,MK0,1,20.3
2017,NUTS,2010,MK0,1,17.2
2018,NUTS,2010,MK0,1,18.8
2019,NUTS,2010,MK0,1,19.9
2020,NUTS,2010,MK0,1,19.5
2015,NUTS,2010,MK00,2,19.5
2016,NUTS,2010,MK00,2,20.3
2017,NUTS,2010,MK00,2,17.2
2018,NUTS,2010,MK00,2,18.8
2019,NUTS,2010,MK00,2,19.9
2020,NUTS,2010,MK00,2,19.5
2011,NUTS,2010,MT,0,111.0
2012,NUTS,2010,MT,0,141.9
2013,NUTS,2010,MT,0,139.8
2014,NUTS,2010,MT,0,141.0
2015,NUTS,2010,MT,0,162.6
2016,NUTS,2010,MT,0,130.3
2017,NUTS,2010,MT,0,143.2
2018,NUTS,2010,MT,0,156.9
2019,NUTS,2010,MT,0,162.2
2020,NUTS,2010,MT,0,169.4
2011,NUTS,2010,MT0,1,111.0
2012,NUTS,2010,MT0,1,141.9
2013,NUTS,2010,MT0,1,139.8
2014,NUTS,2010,MT0,1,141.0
2015,NUTS,2010,MT0,1,162.6
2016,NUTS,2010,MT0,1,130.3
2017,NUTS,2010,MT0,1,143.2
2018,NUTS,2010,MT0,1,156.9
2019,NUTS,2010,MT0,1,162.2
2020,NUTS,2010,MT0,1,169.4
2011,NUTS,2010,MT00,2,111.0
2012,NUTS,2010,MT00,2,141.9
2013,NUTS,2010,MT00,2,139.8
2014,NUTS,2010,MT00,2,141.0
2015,NUTS,2010,MT00,2,162.6
2016,NUTS,2010,MT00,2,130.3
2017,NUTS,2010,MT00,2,143.2
2018,NUTS,2010,MT00,2,156.9
2019,NUTS,2010,MT00,2,162.2
2020,NUTS,2010,MT00,2,169.4
2011,NUTS,2010,NL,0,734.6
2012,NUTS,2010,NL,0,747.9
2013,NUTS,2010,NL,0,848.7
2014,NUTS,2010,NL,0,867.2
2015,NUTS,2010,NL,0,876.2
2016,NUTS,2010,NL,0,897.3
2017,NUTS,2010,NL,0,941.4
2018,NUTS,2010,NL,0,963.5
2019,NUTS,2010,NL,0,1027.6
2020,NUTS,2010,NL,0,1054.5
2011,NUTS,2010,NL1,1,430.9
2012,NUTS,2010,NL1,1,433.9
2013,NUTS,2010,NL1,1,519.6
2014,NUTS,2010,NL1,1,547.1
2015,NUTS,2010,NL1,1,534.7
2016,NUTS,2010,NL1,1,544.7
2017,NUTS,2010,NL1,1,532.4
2018,NUTS,2010,NL1,1,540.0
2019,NUTS,2010,NL1,1,564.4
2011,NUTS,2010,NL11,2,840.1
2012,NUTS,2010,NL11,2,844.3
2011,NUTS,2010,NL12,2,228.2
2012,NUTS,2010,NL12,2,240.8
2011,NUTS,2010,NL13,2,215.9
2012,NUTS,2010,NL13,2,203.0
2011,NUTS,2010,NL2,1,675.5
2012,NUTS,2010,NL2,1,656.5
2013,NUTS,2010,NL2,1,707.7
2014,NUTS,2010,NL2,1,698.2
2015,NUTS,2010,NL2,1,694.6
2016,NUTS,2010,NL2,1,704.6
2017,NUTS,2010,NL2,1,757.3
2018,NUTS,2010,NL2,1,774.7
2019,NUTS,2010,NL2,1,836.8
2011,NUTS,2010,NL21,2,659.0
2012,NUTS,2010,NL21,2,534.8
2011,NUTS,2010,NL22,2,730.5
2012,NUTS,2010,NL22,2,754.0
2011,NUTS,2010,NL23,2,441.7
2012,NUTS,2010,NL23,2,510.8
2011,NUTS,2010,NL3,1,774.8
2012,NUTS,2010,NL3,1,794.2
2013,NUTS,2010,NL3,1,899.0
2014,NUTS,2010,NL3,1,917.6
2015,NUTS,2010,NL3,1,935.3
2016,NUTS,2010,NL3,1,952.2
2017,NUTS,2010,NL3,1,977.5
2018,NUTS,2010,NL3,1,1007.6
2019,NUTS,2010,NL3,1,1043.9
2011,NUTS,2010,NL31,2,927.4
2012,NUTS,2010,NL31,2,928.0
2011,NUTS,2010,NL32,2,830.3
2012,NUTS,2010,NL32,2,882.1
2011,NUTS,2010,NL33,2,750.3
2012,NUTS,2010,NL33,2,748.5
2011,NUTS,2010,NL34,2,118.7
2012,NUTS,2010,NL34,2,161.1
2011,NUTS,2010,NL4,1,850.8
2012,NUTS,2010,NL4,1,887.0
2013,NUTS,2010,NL4,1,1034.3
2014,NUTS,2010,NL4,1,1075.8
2015,NUTS,2010,NL4,1,1088.0
2016,NUTS,2010,NL4,1,1133.3
