year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_eur_hab
2017,NUTS,2010,DED2,2,1244.1
2019,NUTS,2010,DED2,2,1439.6
2011,NUTS,2010,DED4,2,423.5
2013,NUTS,2010,DED4,2,450.1
2015,NUTS,2010,DED4,2,461.9
2017,NUTS,2010,DED4,2,516.1
2019,NUTS,2010,DED4,2,560.7
2011,NUTS,2010,DED5,2,571.4
2013,NUTS,2010,DED5,2,558.8
2015,NUTS,2010,DED5,2,611.6
2017,NUTS,2010,DED5,2,635.1
2019,NUTS,2010,DED5,2,720.1
2011,NUTS,2010,DEE,1,333.4
2013,NUTS,2010,DEE,1,343.8
2015,NUTS,2010,DEE,1,361.0
2017,NUTS,2010,DEE,1,409.7
2019,NUTS,2010,DEE,1,447.7
2011,NUTS,2010,DEE0,2,333.4
2013,NUTS,2010,DEE0,2,343.8
2015,NUTS,2010,DEE0,2,361.0
2017,NUTS,2010,DEE0,2,409.7
2019,NUTS,2010,DEE0,2,447.7
2011,NUTS,2010,DEF,1,384.8
2013,NUTS,2010,DEF,1,425.9
2015,NUTS,2010,DEF,1,450.5
2017,NUTS,2010,DEF,1,502.1
2019,NUTS,2010,DEF,1,571.5
2011,NUTS,2010,DEF0,2,384.8
2013,NUTS,2010,DEF0,2,425.9
2015,NUTS,2010,DEF0,2,450.5
2017,NUTS,2010,DEF0,2,502.1
2019,NUTS,2010,DEF0,2,571.5
2011,NUTS,2010,DEG,1,491.7
2013,NUTS,2010,DEG,1,532.2
2015,NUTS,2010,DEG,1,547.2
2017,NUTS,2010,DEG,1,629.6
2019,NUTS,2010,DEG,1,693.5
2011,NUTS,2010,DEG0,2,491.7
2013,NUTS,2010,DEG0,2,532.2
2015,NUTS,2010,DEG0,2,547.2
2017,NUTS,2010,DEG0,2,629.6
2019,NUTS,2010,DEG0,2,693.5
2011,NUTS,2010,DK,0,1312.7
2012,NUTS,2010,DK,0,1360.0
2013,NUTS,2010,DK,0,1371.8
2014,NUTS,2010,DK,0,1376.2
2015,NUTS,2010,DK,0,1473.7
2016,NUTS,2010,DK,0,1534.2
2017,NUTS,2010,DK,0,1503.2
2018,NUTS,2010,DK,0,1551.1
2019,NUTS,2010,DK,0,1568.6
2020,NUTS,2010,DK,0,1624.8
2011,NUTS,2010,DK0,1,1314.9
2012,NUTS,2010,DK0,1,1372.0
2013,NUTS,2010,DK0,1,1370.0
2014,NUTS,2010,DK0,1,1376.2
2015,NUTS,2010,DK0,1,1473.7
2016,NUTS,2010,DK0,1,1534.2
2017,NUTS,2010,DK0,1,1503.2
2018,NUTS,2010,DK0,1,1551.1
2019,NUTS,2010,DK0,1,1568.7
2020,NUTS,2010,DK0,1,1624.8
2011,NUTS,2010,DK01,2,2722.0
2012,NUTS,2010,DK01,2,2826.4
2013,NUTS,2010,DK01,2,2748.3
2014,NUTS,2010,DK01,2,2807.7
2015,NUTS,2010,DK01,2,2985.4
2016,NUTS,2010,DK01,2,3117.9
2017,NUTS,2010,DK01,2,3048.3
2019,NUTS,2010,DK01,2,3177.1
2011,NUTS,2010,DK02,2,403.4
2012,NUTS,2010,DK02,2,390.8
2013,NUTS,2010,DK02,2,371.8
2014,NUTS,2010,DK02,2,333.2
2015,NUTS,2010,DK02,2,377.8
2016,NUTS,2010,DK02,2,390.7
2017,NUTS,2010,DK02,2,489.3
2019,NUTS,2010,DK02,2,473.8
2011,NUTS,2010,DK03,2,599.5
2012,NUTS,2010,DK03,2,662.6
2013,NUTS,2010,DK03,2,728.7
2014,NUTS,2010,DK03,2,756.1
2015,NUTS,2010,DK03,2,830.0
2016,NUTS,2010,DK03,2,796.0
2017,NUTS,2010,DK03,2,602.7
2019,NUTS,2010,DK03,2,695.7
2011,NUTS,2010,DK04,2,1065.6
2012,NUTS,2010,DK04,2,1090.3
2013,NUTS,2010,DK04,2,1113.1
2014,NUTS,2010,DK04,2,1021.5
2015,NUTS,2010,DK04,2,1094.8
2016,NUTS,2010,DK04,2,1133.1
2017,NUTS,2010,DK04,2,1144.7
2019,NUTS,2010,DK04,2,1147.2
2011,NUTS,2010,DK05,2,503.1
2012,NUTS,2010,DK05,2,541.0
2013,NUTS,2010,DK05,2,551.0
2014,NUTS,2010,DK05,2,595.4
2015,NUTS,2010,DK05,2,595.8
2016,NUTS,2010,DK05,2,724.5
2017,NUTS,2010,DK05,2,848.0
2019,NUTS,2010,DK05,2,870.7
2011,NUTS,2010,EA19,2,598.0
2012,NUTS,2010,EA19,2,615.6
2013,NUTS,2010,EA19,2,626.0
2014,NUTS,2010,EA19,2,644.1
2015,NUTS,2010,EA19,2,664.8
2016,NUTS,2010,EA19,2,682.1
2017,NUTS,2010,EA19,2,719.3
2018,NUTS,2010,EA19,2,753.5
2019,NUTS,2010,EA19,2,793.2
2020,NUTS,2010,EA19,2,785.5
2011,NUTS,2010,EE,0,289.1
2012,NUTS,2010,EE,0,287.3
2013,NUTS,2010,EE,0,247.0
2014,NUTS,2010,EE,0,217.9
2015,NUTS,2010,EE,0,230.3
2016,NUTS,2010,EE,0,205.4
2017,NUTS,2010,EE,0,231.3
2018,NUTS,2010,EE,0,277.2
2019,NUTS,2010,EE,0,341.9
2020,NUTS,2010,EE,0,361.9
2011,NUTS,2010,EE0,1,289.1
2012,NUTS,2010,EE0,1,287.3
2013,NUTS,2010,EE0,1,247.0
2014,NUTS,2010,EE0,1,217.9
2015,NUTS,2010,EE0,1,230.3
2016,NUTS,2010,EE0,1,205.4
2017,NUTS,2010,EE0,1,231.3
2018,NUTS,2010,EE0,1,277.2
2019,NUTS,2010,EE0,1,341.9
2020,NUTS,2010,EE0,1,361.9
2011,NUTS,2010,EE00,2,289.1
2012,NUTS,2010,EE00,2,287.3
2013,NUTS,2010,EE00,2,247.0
2014,NUTS,2010,EE00,2,217.9
2015,NUTS,2010,EE00,2,230.3
2016,NUTS,2010,EE00,2,205.4
2017,NUTS,2010,EE00,2,231.3
2018,NUTS,2010,EE00,2,277.2
2019,NUTS,2010,EE00,2,341.9
2020,NUTS,2010,EE00,2,361.9
2011,NUTS,2010,EL,0,125.1
2012,NUTS,2010,EL,0,120.7
2013,NUTS,2010,EL,0,133.2
2014,NUTS,2010,EL,0,136.2
2015,NUTS,2010,EL,0,156.9
2016,NUTS,2010,EL,0,162.7
2017,NUTS,2010,EL,0,189.3
2018,NUTS,2010,EL,0,202.9
2019,NUTS,2010,EL,0,218.0
2020,NUTS,2010,EL,0,230.8
2011,NUTS,2010,EL3,1,193.9
2013,NUTS,2010,EL3,1,209.6
2015,NUTS,2010,EL3,1,252.9
2017,NUTS,2010,EL3,1,329.2
2018,NUTS,2010,EL3,1,355.1
2019,NUTS,2010,EL3,1,381.7
2011,NUTS,2010,EL30,2,193.9
2013,NUTS,2010,EL30,2,209.6
2015,NUTS,2010,EL30,2,252.9
2017,NUTS,2010,EL30,2,329.2
2018,NUTS,2010,EL30,2,355.1
2019,NUTS,2010,EL30,2,381.7
2011,NUTS,2010,EL4,1,113.8
2013,NUTS,2010,EL4,1,134.9
2015,NUTS,2010,EL4,1,141.6
2017,NUTS,2010,EL4,1,132.9
2018,NUTS,2010,EL4,1,136.7
2019,NUTS,2010,EL4,1,144.7
2011,NUTS,2010,EL41,2,71.3
2013,NUTS,2010,EL41,2,107.3
2015,NUTS,2010,EL41,2,95.0
2017,NUTS,2010,EL41,2,82.2
2018,NUTS,2010,EL41,2,79.7
2019,NUTS,2010,EL41,2,82.5
2011,NUTS,2010,EL42,2,35.2
2013,NUTS,2010,EL42,2,44.8
2015,NUTS,2010,EL42,2,33.7
2017,NUTS,2010,EL42,2,31.3
2018,NUTS,2010,EL42,2,34.5
2019,NUTS,2010,EL42,2,42.8
2011,NUTS,2010,EL43,2,169.2
2013,NUTS,2010,EL43,2,191.5
2015,NUTS,2010,EL43,2,213.3
2017,NUTS,2010,EL43,2,203.6
2018,NUTS,2010,EL43,2,210.6
2019,NUTS,2010,EL43,2,221.5
2011,NUTS,2010,EL5,1,92.5
2013,NUTS,2010,EL5,1,90.3
2015,NUTS,2010,EL5,1,101.4
2017,NUTS,2010,EL5,1,130.4
2018,NUTS,2010,EL5,1,129.6
2019,NUTS,2010,EL5,1,134.2
2011,NUTS,2010,EL51,2,75.6
2013,NUTS,2010,EL51,2,70.8
2015,NUTS,2010,EL51,2,77.6
2017,NUTS,2010,EL51,2,81.5
2018,NUTS,2010,EL51,2,85.2
2019,NUTS,2010,EL51,2,90.9
2011,NUTS,2010,EL52,2,100.4
2013,NUTS,2010,EL52,2,95.8
2015,NUTS,2010,EL52,2,106.4
2017,NUTS,2010,EL52,2,149.4
2018,NUTS,2010,EL52,2,147.2
2019,NUTS,2010,EL52,2,150.8
2011,NUTS,2010,EL53,2,53.7
2013,NUTS,2010,EL53,2,63.3
2015,NUTS,2010,EL53,2,72.5
2017,NUTS,2010,EL53,2,52.6
2018,NUTS,2010,EL53,2,71.5
2019,NUTS,2010,EL53,2,61.2
2011,NUTS,2010,EL54,2,110.7
2013,NUTS,2010,EL54,2,115.9
2015,NUTS,2010,EL54,2,140.1
2017,NUTS,2010,EL54,2,174.4
2018,NUTS,2010,EL54,2,157.6
2019,NUTS,2010,EL54,2,176.9
2011,NUTS,2010,EL6,1,68.3
2013,NUTS,2010,EL6,1,73.5
2015,NUTS,2010,EL6,1,92.9
2017,NUTS,2010,EL6,1,86.9
2018,NUTS,2010,EL6,1,104.5
2019,NUTS,2010,EL6,1,119.3
2011,NUTS,2010,EL61,2,56.7
2013,NUTS,2010,EL61,2,67.8
2015,NUTS,2010,EL61,2,81.7
2017,NUTS,2010,EL61,2,82.7
2018,NUTS,2010,EL61,2,103.5
2019,NUTS,2010,EL61,2,125.2
2011,NUTS,2010,EL62,2,29.4
2013,NUTS,2010,EL62,2,39.2
2015,NUTS,2010,EL62,2,75.5
2017,NUTS,2010,EL62,2,37.6
2018,NUTS,2010,EL62,2,53.2
2019,NUTS,2010,EL62,2,62.7
2011,NUTS,2010,EL63,2,117.1
2013,NUTS,2010,EL63,2,116.8
2015,NUTS,2010,EL63,2,158.8
2017,NUTS,2010,EL63,2,160.9
2018,NUTS,2010,EL63,2,158.2
2019,NUTS,2010,EL63,2,172.4
2011,NUTS,2010,EL64,2,68.5
2013,NUTS,2010,EL64,2,63.0
2015,NUTS,2010,EL64,2,76.0
2017,NUTS,2010,EL64,2,68.2
2018,NUTS,2010,EL64,2,76.3
2019,NUTS,2010,EL64,2,99.8
2011,NUTS,2010,EL65,2,39.6
2013,NUTS,2010,EL65,2,52.5
2015,NUTS,2010,EL65,2,53.4
2017,NUTS,2010,EL65,2,42.6
2018,NUTS,2010,EL65,2,89.6
2019,NUTS,2010,EL65,2,90.4
2011,NUTS,2010,ES,0,303.9
2012,NUTS,2010,ES,0,286.0
2013,NUTS,2010,ES,0,278.5
2014,NUTS,2010,ES,0,275.6
2015,NUTS,2010,ES,0,283.6
2016,NUTS,2010,ES,0,285.5
2017,NUTS,2010,ES,0,302.2
2018,NUTS,2010,ES,0,320.3
2019,NUTS,2010,ES,0,331.8
2020,NUTS,2010,ES,0,333.1
2011,NUTS,2010,ES1,1,199.6
2012,NUTS,2010,ES1,1,182.5
2013,NUTS,2010,ES1,1,172.5
2014,NUTS,2010,ES1,1,170.9
2015,NUTS,2010,ES1,1,173.5
2016,NUTS,2010,ES1,1,177.5
2017,NUTS,2010,ES1,1,199.5
2018,NUTS,2010,ES1,1,208.0
2019,NUTS,2010,ES1,1,218.9
2011,NUTS,2010,ES11,2,189.8
2012,NUTS,2010,ES11,2,176.0
2013,NUTS,2010,ES11,2,169.7
2014,NUTS,2010,ES11,2,173.7
2015,NUTS,2010,ES11,2,181.7
2016,NUTS,2010,ES11,2,185.3
2017,NUTS,2010,ES11,2,211.1
2018,NUTS,2010,ES11,2,218.6
2019,NUTS,2010,ES11,2,232.2
2011,NUTS,2010,ES12,2,202.7
2012,NUTS,2010,ES12,2,182.3
2013,NUTS,2010,ES12,2,172.1
2014,NUTS,2010,ES12,2,162.1
2015,NUTS,2010,ES12,2,151.4
2016,NUTS,2010,ES12,2,154.7
2017,NUTS,2010,ES12,2,176.9
2018,NUTS,2010,ES12,2,182.9
2019,NUTS,2010,ES12,2,191.7
2011,NUTS,2010,ES13,2,240.0
2012,NUTS,2010,ES13,2,213.0
2013,NUTS,2010,ES13,2,186.5
2014,NUTS,2010,ES13,2,173.3
2015,NUTS,2010,ES13,2,176.0
2016,NUTS,2010,ES13,2,182.0
2017,NUTS,2010,ES13,2,187.4
2018,NUTS,2010,ES13,2,203.0
2019,NUTS,2010,ES13,2,204.6
2011,NUTS,2010,ES2,1,487.1
2012,NUTS,2010,ES2,1,481.1
2013,NUTS,2010,ES2,1,448.2
2014,NUTS,2010,ES2,1,447.6
2015,NUTS,2010,ES2,1,437.2
2016,NUTS,2010,ES2,1,448.7
2017,NUTS,2010,ES2,1,469.3
2018,NUTS,2010,ES2,1,496.5
2019,NUTS,2010,ES2,1,505.6
2011,NUTS,2010,ES21,2,640.0
2012,NUTS,2010,ES21,2,655.1
2013,NUTS,2010,ES21,2,610.1
2014,NUTS,2010,ES21,2,602.8
2015,NUTS,2010,ES21,2,586.1
2016,NUTS,2010,ES21,2,602.1
2017,NUTS,2010,ES21,2,623.3
2018,NUTS,2010,ES21,2,668.4
2019,NUTS,2010,ES21,2,676.8
2011,NUTS,2010,ES22,2,602.5
2012,NUTS,2010,ES22,2,541.7
2013,NUTS,2010,ES22,2,496.4
2014,NUTS,2010,ES22,2,492.8
2015,NUTS,2010,ES22,2,471.4
2016,NUTS,2010,ES22,2,484.7
2017,NUTS,2010,ES22,2,535.6
2018,NUTS,2010,ES22,2,534.3
2019,NUTS,2010,ES22,2,547.7
2011,NUTS,2010,ES23,2,255.0
2012,NUTS,2010,ES23,2,215.9
2013,NUTS,2010,ES23,2,192.3
2014,NUTS,2010,ES23,2,226.4
2015,NUTS,2010,ES23,2,226.4
2016,NUTS,2010,ES23,2,214.2
2017,NUTS,2010,ES23,2,236.7
2018,NUTS,2010,ES23,2,223.7
2019,NUTS,2010,ES23,2,216.9
2011,NUTS,2010,ES24,2,239.6
2012,NUTS,2010,ES24,2,232.8
2013,NUTS,2010,ES24,2,222.7
2014,NUTS,2010,ES24,2,225.9
2015,NUTS,2010,ES24,2,227.7
2016,NUTS,2010,ES24,2,235.1
2017,NUTS,2010,ES24,2,237.8
2018,NUTS,2010,ES24,2,258.9
2019,NUTS,2010,ES24,2,271.8
2011,NUTS,2010,ES3,1,588.5
2012,NUTS,2010,ES3,1,534.4
2013,NUTS,2010,ES3,1,535.4
2014,NUTS,2010,ES3,1,519.3
2015,NUTS,2010,ES3,1,545.2
2016,NUTS,2010,ES3,1,545.6
2017,NUTS,2010,ES3,1,570.5
2018,NUTS,2010,ES3,1,599.0
2019,NUTS,2010,ES3,1,617.5
2011,NUTS,2010,ES30,2,588.5
2012,NUTS,2010,ES30,2,534.4
2013,NUTS,2010,ES30,2,535.4
2014,NUTS,2010,ES30,2,519.3
2015,NUTS,2010,ES30,2,545.2
2016,NUTS,2010,ES30,2,545.6
2017,NUTS,2010,ES30,2,570.5
2018,NUTS,2010,ES30,2,599.0
2019,NUTS,2010,ES30,2,617.5
2011,NUTS,2010,ES4,1,170.1
2012,NUTS,2010,ES4,1,169.9
2013,NUTS,2010,ES4,1,150.9
2014,NUTS,2010,ES4,1,147.5
2015,NUTS,2010,ES4,1,152.0
2016,NUTS,2010,ES4,1,166.2
2017,NUTS,2010,ES4,1,184.7
2018,NUTS,2010,ES4,1,199.9
2019,NUTS,2010,ES4,1,216.6
2011,NUTS,2010,ES41,2,225.7
2012,NUTS,2010,ES41,2,243.3
2013,NUTS,2010,ES41,2,210.8
2014,NUTS,2010,ES41,2,211.1
2015,NUTS,2010,ES41,2,216.3
2016,NUTS,2010,ES41,2,247.3
2017,NUTS,2010,ES41,2,280.4
2018,NUTS,2010,ES41,2,315.5
2019,NUTS,2010,ES41,2,332.7
2011,NUTS,2010,ES42,2,123.6
2012,NUTS,2010,ES42,2,109.5
2013,NUTS,2010,ES42,2,96.2
2014,NUTS,2010,ES42,2,93.0
2015,NUTS,2010,ES42,2,98.4
2016,NUTS,2010,ES42,2,105.4
2017,NUTS,2010,ES42,2,112.2
2018,NUTS,2010,ES42,2,107.7
2019,NUTS,2010,ES42,2,124.3
2011,NUTS,2010,ES43,2,130.5
2012,NUTS,2010,ES43,2,116.3
2013,NUTS,2010,ES43,2,117.7
2014,NUTS,2010,ES43,2,105.8
2015,NUTS,2010,ES43,2,107.2
2016,NUTS,2010,ES43,2,97.7
2017,NUTS,2010,ES43,2,105.8
2018,NUTS,2010,ES43,2,114.0
2019,NUTS,2010,ES43,2,130.5
2011,NUTS,2010,ES5,1,312.4
2012,NUTS,2010,ES5,1,300.1
2013,NUTS,2010,ES5,1,298.0
2014,NUTS,2010,ES5,1,299.1
2015,NUTS,2010,ES5,1,312.7
2016,NUTS,2010,ES5,1,314.3
2017,NUTS,2010,ES5,1,330.5
2018,NUTS,2010,ES5,1,354.1
2019,NUTS,2010,ES5,1,363.8
2011,NUTS,2010,ES51,2,414.2
2012,NUTS,2010,ES51,2,398.0
2013,NUTS,2010,ES51,2,395.8
2014,NUTS,2010,ES51,2,396.1
2015,NUTS,2010,ES51,2,420.0
2016,NUTS,2010,ES51,2,418.9
2017,NUTS,2010,ES51,2,440.2
2018,NUTS,2010,ES51,2,469.1
2019,NUTS,2010,ES51,2,475.4
2011,NUTS,2010,ES52,2,208.9
2012,NUTS,2010,ES52,2,201.2
2013,NUTS,2010,ES52,2,200.2
2014,NUTS,2010,ES52,2,204.0
2015,NUTS,2010,ES52,2,205.1
2016,NUTS,2010,ES52,2,210.4
2017,NUTS,2010,ES52,2,219.2
2018,NUTS,2010,ES52,2,237.4
2019,NUTS,2010,ES52,2,254.1
2011,NUTS,2010,ES53,2,87.8
2012,NUTS,2010,ES53,2,81.7
2013,NUTS,2010,ES53,2,78.4
2014,NUTS,2010,ES53,2,76.5
2015,NUTS,2010,ES53,2,79.1
2016,NUTS,2010,ES53,2,83.7
2017,NUTS,2010,ES53,2,99.0
2018,NUTS,2010,ES53,2,110.5
2019,NUTS,2010,ES53,2,112.8
2011,NUTS,2010,ES6,1,189.5
2012,NUTS,2010,ES6,1,171.0
2013,NUTS,2010,ES6,1,169.5
2014,NUTS,2010,ES6,1,169.9
2015,NUTS,2010,ES6,1,171.7
2016,NUTS,2010,ES6,1,162.5
2017,NUTS,2010,ES6,1,169.7
2018,NUTS,2010,ES6,1,177.7
2019,NUTS,2010,ES6,1,184.9
2011,NUTS,2010,ES61,2,197.8
2012,NUTS,2010,ES61,2,176.7
2013,NUTS,2010,ES61,2,175.3
2014,NUTS,2010,ES61,2,174.7
2015,NUTS,2010,ES61,2,175.7
2016,NUTS,2010,ES61,2,161.8
2017,NUTS,2010,ES61,2,169.2
2018,NUTS,2010,ES61,2,175.9
2019,NUTS,2010,ES61,2,182.5
2011,NUTS,2010,ES62,2,160.4
2012,NUTS,2010,ES62,2,155.8
2013,NUTS,2010,ES62,2,153.7
2014,NUTS,2010,ES62,2,159.9
2015,NUTS,2010,ES62,2,166.7
2016,NUTS,2010,ES62,2,183.4
2017,NUTS,2010,ES62,2,190.1
2018,NUTS,2010,ES62,2,205.3
2019,NUTS,2010,ES62,2,217.1
2011,NUTS,2010,ES63,2,15.3
2012,NUTS,2010,ES63,2,13.5
2013,NUTS,2010,ES63,2,11.7
2014,NUTS,2010,ES63,2,12.0
2015,NUTS,2010,ES63,2,11.8
2011,NUTS,2010,ES64,2,23.3
2012,NUTS,2010,ES64,2,22.9
2013,NUTS,2010,ES64,2,20.9
2014,NUTS,2010,ES64,2,22.3
2015,NUTS,2010,ES64,2,11.8
2011,NUTS,2010,ES7,1,117.7
2012,NUTS,2010,ES7,1,101.4
2013,NUTS,2010,ES7,1,96.5
2014,NUTS,2010,ES7,1,91.3
2015,NUTS,2010,ES7,1,95.0
2016,NUTS,2010,ES7,1,93.2
2017,NUTS,2010,ES7,1,102.1
2018,NUTS,2010,ES7,1,98.8
2019,NUTS,2010,ES7,1,99.7
2011,NUTS,2010,ES70,2,117.7
2012,NUTS,2010,ES70,2,101.4
2013,NUTS,2010,ES70,2,96.5
2014,NUTS,2010,ES70,2,91.3
2015,NUTS,2010,ES70,2,95.0
2016,NUTS,2010,ES70,2,93.2
2017,NUTS,2010,ES70,2,102.1
2018,NUTS,2010,ES70,2,98.8
2019,NUTS,2010,ES70,2,99.7
2011,NUTS,2010,EU27_2020,7,519.0
2012,NUTS,2010,EU27_2020,7,537.2
2013,NUTS,2010,EU27_2020,7,547.3
2014,NUTS,2010,EU27_2020,7,561.2
2015,NUTS,2010,EU27_2020,7,583.2
2016,NUTS,2010,EU27_2020,7,597.4
2017,NUTS,2010,EU27_2020,7,631.7
2018,NUTS,2010,EU27_2020,7,662.8
2019,NUTS,2010,EU27_2020,7,698.6
2020,NUTS,2010,EU27_2020,7,695.6
2011,NUTS,2010,FI,0,1332.7
2012,NUTS,2010,FI,0,1264.9
2013,NUTS,2010,FI,0,1231.7
2014,NUTS,2010,FI,0,1194.6
2015,NUTS,2010,FI,0,1109.5
2016,NUTS,2010,FI,0,1080.0
2017,NUTS,2010,FI,0,1121.7
2018,NUTS,2010,FI,0,1167.7
2019,NUTS,2010,FI,0,1217.0
2020,NUTS,2010,FI,0,1254.7
2011,NUTS,2010,FI1,1,1338.6
2012,NUTS,2010,FI1,1,1270.6
2013,NUTS,2010,FI1,1,1237.5
2015,NUTS,2010,FI1,1,1114.7
2016,NUTS,2010,FI1,1,1084.9
2017,NUTS,2010,FI1,1,1126.9
2018,NUTS,2010,FI1,1,1173.0
2019,NUTS,2010,FI1,1,1222.7
2011,NUTS,2010,FI19,2,1202.9
2012,NUTS,2010,FI19,2,1110.0
2013,NUTS,2010,FI19,2,1092.4
2015,NUTS,2010,FI19,2,976.3
2016,NUTS,2010,FI19,2,887.2
2017,NUTS,2010,FI19,2,893.7
2018,NUTS,2010,FI19,2,956.8
2019,NUTS,2010,FI19,2,1004.3
2011,NUTS,2010,FI1B,2,2024.7
2012,NUTS,2010,FI1B,2,1912.3
2013,NUTS,2010,FI1B,2,1925.5
2015,NUTS,2010,FI1B,2,1823.8
2016,NUTS,2010,FI1B,2,1788.4
2017,NUTS,2010,FI1B,2,1872.2
2018,NUTS,2010,FI1B,2,1919.0
2019,NUTS,2010,FI1B,2,2000.2
2011,NUTS,2010,FI1C,2,875.4
2012,NUTS,2010,FI1C,2,877.2
2013,NUTS,2010,FI1C,2,802.9
2015,NUTS,2010,FI1C,2,671.4
2016,NUTS,2010,FI1C,2,645.2
2017,NUTS,2010,FI1C,2,630.7
2018,NUTS,2010,FI1C,2,653.5
2019,NUTS,2010,FI1C,2,689.1
2011,NUTS,2010,FI1D,2,1083.9
2012,NUTS,2010,FI1D,2,1025.3
2013,NUTS,2010,FI1D,2,949.8
2015,NUTS,2010,FI1D,2,783.1
2016,NUTS,2010,FI1D,2,809.7
2017,NUTS,2010,FI1D,2,877.1
2018,NUTS,2010,FI1D,2,912.9
2019,NUTS,2010,FI1D,2,924.9
2011,NUTS,2010,FI2,1,202.0
2012,NUTS,2010,FI2,1,175.0
2013,NUTS,2010,FI2,1,140.3
2015,NUTS,2010,FI2,1,124.5
2016,NUTS,2010,FI2,1,155.3
2017,NUTS,2010,FI2,1,147.2
2018,NUTS,2010,FI2,1,189.9
2019,NUTS,2010,FI2,1,154.4
2011,NUTS,2010,FI20,2,202.0
2012,NUTS,2010,FI20,2,175.0
2013,NUTS,2010,FI20,2,140.3
2015,NUTS,2010,FI20,2,124.5
2016,NUTS,2010,FI20,2,155.3
2017,NUTS,2010,FI20,2,147.2
2018,NUTS,2010,FI20,2,189.9
2019,NUTS,2010,FI20,2,154.4
2011,NUTS,2010,FR,0,694.3
2012,NUTS,2010,FR,0,712.6
2013,NUTS,2010,FR,0,722.0
2014,NUTS,2010,FR,0,724.2
2015,NUTS,2010,FR,0,736.7
2016,NUTS,2010,FR,0,745.1
2017,NUTS,2010,FR,0,756.1
2018,NUTS,2010,FR,0,774.5
2019,NUTS,2010,FR,0,795.3
2020,NUTS,2010,FR,0,805.6
2011,NUTS,2010,FR1,1,1551.8
2012,NUTS,2010,FR1,1,1547.2
2013,NUTS,2010,FR1,1,1560.6
2011,NUTS,2010,FR10,2,1551.8
2012,NUTS,2010,FR10,2,1547.2
2013,NUTS,2010,FR10,2,1560.6
2011,NUTS,2010,FR2,1,324.3
2012,NUTS,2010,FR2,1,339.6
2013,NUTS,2010,FR2,1,344.3
2011,NUTS,2010,FR21,2,208.3
2012,NUTS,2010,FR21,2,208.1
2013,NUTS,2010,FR21,2,210.3
2011,NUTS,2010,FR22,2,299.5
2012,NUTS,2010,FR22,2,339.3
2013,NUTS,2010,FR22,2,343.1
2011,NUTS,2010,FR23,2,350.8
2012,NUTS,2010,FR23,2,373.8
2013,NUTS,2010,FR23,2,400.1
2011,NUTS,2010,FR24,2,424.1
2012,NUTS,2010,FR24,2,425.3
2013,NUTS,2010,FR24,2,436.8
2011,NUTS,2010,FR25,2,317.4
2012,NUTS,2010,FR25,2,330.4
2013,NUTS,2010,FR25,2,327.7
2011,NUTS,2010,FR26,2,268.7
2012,NUTS,2010,FR26,2,282.9
2013,NUTS,2010,FR26,2,262.7
2011,NUTS,2010,FR3,1,207.4
2012,NUTS,2010,FR3,1,226.8
2013,NUTS,2010,FR3,1,236.2
2011,NUTS,2010,FR30,2,207.4
2012,NUTS,2010,FR30,2,226.8
2013,NUTS,2010,FR30,2,236.2
2011,NUTS,2010,FR4,1,460.3
2012,NUTS,2010,FR4,1,464.4
2013,NUTS,2010,FR4,1,449.2
2011,NUTS,2010,FR41,2,297.4
2012,NUTS,2010,FR41,2,305.1
2013,NUTS,2010,FR41,2,301.8
2011,NUTS,2010,FR42,2,507.7
2012,NUTS,2010,FR42,2,513.2
2013,NUTS,2010,FR42,2,506.4
2011,NUTS,2010,FR43,2,711.9
2012,NUTS,2010,FR43,2,705.5
2013,NUTS,2010,FR43,2,652.0
2011,NUTS,2010,FR5,1,361.3
2012,NUTS,2010,FR5,1,390.4
2013,NUTS,2010,FR5,1,398.8
2011,NUTS,2010,FR51,2,317.2
2012,NUTS,2010,FR51,2,346.6
2013,NUTS,2010,FR51,2,351.3
2011,NUTS,2010,FR52,2,495.2
2012,NUTS,2010,FR52,2,529.6
2013,NUTS,2010,FR52,2,538.5
2011,NUTS,2010,FR53,2,208.5
2012,NUTS,2010,FR53,2,227.3
2013,NUTS,2010,FR53,2,241.9
2011,NUTS,2010,FR6,1,786.8
2012,NUTS,2010,FR6,1,814.1
2013,NUTS,2010,FR6,1,819.3
2011,NUTS,2010,FR61,2,412.4
2012,NUTS,2010,FR61,2,443.4
2013,NUTS,2010,FR61,2,450.0
2011,NUTS,2010,FR62,2,1351.8
2012,NUTS,2010,FR62,2,1373.3
2013,NUTS,2010,FR62,2,1378.0
2011,NUTS,2010,FR63,2,217.3
2012,NUTS,2010,FR63,2,248.2
2013,NUTS,2010,FR63,2,242.6
2011,NUTS,2010,FR7,1,827.4
2012,NUTS,2010,FR7,1,839.1
2013,NUTS,2010,FR7,1,833.7
2011,NUTS,2010,FR71,2,882.5
2012,NUTS,2010,FR71,2,887.8
2013,NUTS,2010,FR71,2,886.5
2011,NUTS,2010,FR72,2,571.1
2012,NUTS,2010,FR72,2,610.8
2013,NUTS,2010,FR72,2,584.8
2011,NUTS,2010,FR8,1,559.5
2012,NUTS,2010,FR8,1,615.0
2013,NUTS,2010,FR8,1,667.1
2011,NUTS,2010,FR81,2,547.8
2012,NUTS,2010,FR81,2,562.5
2013,NUTS,2010,FR81,2,578.4
