year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_gdp_beur
2005,NUTS,2010,FI1D5,3,0.417
2008,NUTS,2010,FI1D5,3,0.092
2000,NUTS,2010,FI1D6,3,8.073
2001,NUTS,2010,FI1D6,3,6.244
2002,NUTS,2010,FI1D6,3,4.926
2003,NUTS,2010,FI1D6,3,4.244
2004,NUTS,2010,FI1D6,3,5.708
2005,NUTS,2010,FI1D6,3,5.78
2006,NUTS,2010,FI1D6,3,5.192
2007,NUTS,2010,FI1D6,3,4.242
2008,NUTS,2010,FI1D6,3,3.769
2009,NUTS,2010,FI1D6,3,3.684
2010,NUTS,2010,FI1D6,3,3.004
2011,NUTS,2010,FI1D6,3,3.413
2012,NUTS,2010,FI1D6,3,3.319
2002,NUTS,2010,FI1D7,3,0.115
2003,NUTS,2010,FI1D7,3,0.227
2009,NUTS,2010,FI1D7,3,0.202
2000,NUTS,2010,FI2,1,1.241
2004,NUTS,2010,FI2,1,0.979
2010,NUTS,2010,FI2,1,0.436
2011,NUTS,2010,FI2,1,1.115
2012,NUTS,2010,FI2,1,0.638
2000,NUTS,2010,FI20,2,1.241
2004,NUTS,2010,FI20,2,0.979
2010,NUTS,2010,FI20,2,0.436
2011,NUTS,2010,FI20,2,1.115
2012,NUTS,2010,FI20,2,0.638
2000,NUTS,2010,FI200,3,1.241
2004,NUTS,2010,FI200,3,0.979
2010,NUTS,2010,FI200,3,0.436
2011,NUTS,2010,FI200,3,1.115
2012,NUTS,2010,FI200,3,0.638
2001,NUTS,2010,FIZ,1,4.274
2002,NUTS,2010,FIZ,1,2.381
2003,NUTS,2010,FIZ,1,8.197
2008,NUTS,2010,FIZ,1,23.857
2012,NUTS,2010,FIZ,1,5.882
2001,NUTS,2010,FIZZ,2,4.274
2002,NUTS,2010,FIZZ,2,2.381
2003,NUTS,2010,FIZZ,2,8.197
2008,NUTS,2010,FIZZ,2,23.857
2012,NUTS,2010,FIZZ,2,5.882
2001,NUTS,2010,FIZZZ,3,4.274
2002,NUTS,2010,FIZZZ,3,2.381
2003,NUTS,2010,FIZZZ,3,8.197
2008,NUTS,2010,FIZZZ,3,23.857
2012,NUTS,2010,FIZZZ,3,5.882
2000,NUTS,2010,FR,0,0.587
2001,NUTS,2010,FR,0,0.566
2002,NUTS,2010,FR,0,0.553
2003,NUTS,2010,FR,0,0.559
2004,NUTS,2010,FR,0,0.489
2005,NUTS,2010,FR,0,0.468
2006,NUTS,2010,FR,0,0.46
2007,NUTS,2010,FR,0,0.425
2008,NUTS,2010,FR,0,0.374
2009,NUTS,2010,FR,0,0.423
2010,NUTS,2010,FR,0,0.361
2011,NUTS,2010,FR,0,0.348
2012,NUTS,2010,FR,0,0.304
2000,NUTS,2010,FR1,1,1.15
2001,NUTS,2010,FR1,1,1.11
2002,NUTS,2010,FR1,1,1.03
2003,NUTS,2010,FR1,1,1.012
2004,NUTS,2010,FR1,1,0.911
2005,NUTS,2010,FR1,1,0.84
2006,NUTS,2010,FR1,1,0.784
2007,NUTS,2010,FR1,1,0.679
2008,NUTS,2010,FR1,1,0.648
2009,NUTS,2010,FR1,1,0.726
2010,NUTS,2010,FR1,1,0.552
2011,NUTS,2010,FR1,1,0.526
2012,NUTS,2010,FR1,1,0.474
2000,NUTS,2010,FR10,2,1.15
2001,NUTS,2010,FR10,2,1.11
2002,NUTS,2010,FR10,2,1.03
2003,NUTS,2010,FR10,2,1.012
2004,NUTS,2010,FR10,2,0.911
2005,NUTS,2010,FR10,2,0.84
2006,NUTS,2010,FR10,2,0.784
2007,NUTS,2010,FR10,2,0.679
2008,NUTS,2010,FR10,2,0.648
2009,NUTS,2010,FR10,2,0.726
2010,NUTS,2010,FR10,2,0.552
2011,NUTS,2010,FR10,2,0.526
2012,NUTS,2010,FR10,2,0.474
2000,NUTS,2010,FR101,3,0.963
2001,NUTS,2010,FR101,3,1.145
2002,NUTS,2010,FR101,3,1.276
2003,NUTS,2010,FR101,3,1.058
2004,NUTS,2010,FR101,3,0.84
2005,NUTS,2010,FR101,3,0.719
2006,NUTS,2010,FR101,3,0.702
2007,NUTS,2010,FR101,3,0.563
2008,NUTS,2010,FR101,3,0.403
2009,NUTS,2010,FR101,3,0.419
2010,NUTS,2010,FR101,3,0.319
2011,NUTS,2010,FR101,3,0.329
2012,NUTS,2010,FR101,3,0.257
2000,NUTS,2010,FR102,3,0.238
2001,NUTS,2010,FR102,3,0.335
2002,NUTS,2010,FR102,3,0.164
2003,NUTS,2010,FR102,3,0.23
2004,NUTS,2010,FR102,3,0.176
2005,NUTS,2010,FR102,3,0.188
2006,NUTS,2010,FR102,3,0.15
2007,NUTS,2010,FR102,3,0.067
2008,NUTS,2010,FR102,3,0.099
2009,NUTS,2010,FR102,3,0.119
2010,NUTS,2010,FR102,3,0.121
2011,NUTS,2010,FR102,3,0.093
2012,NUTS,2010,FR102,3,0.076
2000,NUTS,2010,FR103,3,2.145
2001,NUTS,2010,FR103,3,1.412
2002,NUTS,2010,FR103,3,1.337
2003,NUTS,2010,FR103,3,1.296
2004,NUTS,2010,FR103,3,1.65
2005,NUTS,2010,FR103,3,1.188
2006,NUTS,2010,FR103,3,1.058
2007,NUTS,2010,FR103,3,1.062
2008,NUTS,2010,FR103,3,0.989
2009,NUTS,2010,FR103,3,0.506
2010,NUTS,2010,FR103,3,0.446
2011,NUTS,2010,FR103,3,0.643
2012,NUTS,2010,FR103,3,0.476
2000,NUTS,2010,FR104,3,1.435
2001,NUTS,2010,FR104,3,1.608
2002,NUTS,2010,FR104,3,1.705
2003,NUTS,2010,FR104,3,2.053
2004,NUTS,2010,FR104,3,1.764
2005,NUTS,2010,FR104,3,1.819
2006,NUTS,2010,FR104,3,1.373
2007,NUTS,2010,FR104,3,2.018
2008,NUTS,2010,FR104,3,1.756
2009,NUTS,2010,FR104,3,2.015
2010,NUTS,2010,FR104,3,2.245
2011,NUTS,2010,FR104,3,1.722
2012,NUTS,2010,FR104,3,2.358
2000,NUTS,2010,FR105,3,1.361
2001,NUTS,2010,FR105,3,0.98
2002,NUTS,2010,FR105,3,0.852
2003,NUTS,2010,FR105,3,1.094
2004,NUTS,2010,FR105,3,1.145
2005,NUTS,2010,FR105,3,1.244
2006,NUTS,2010,FR105,3,1.165
2007,NUTS,2010,FR105,3,0.807
2008,NUTS,2010,FR105,3,1.052
2009,NUTS,2010,FR105,3,1.532
2010,NUTS,2010,FR105,3,0.807
2011,NUTS,2010,FR105,3,0.843
2012,NUTS,2010,FR105,3,0.62
2000,NUTS,2010,FR106,3,0.074
2001,NUTS,2010,FR106,3,0.105
2002,NUTS,2010,FR106,3,0.108
2003,NUTS,2010,FR106,3,0.042
2004,NUTS,2010,FR106,3,0.127
2005,NUTS,2010,FR106,3,0.119
2006,NUTS,2010,FR106,3,0.083
2007,NUTS,2010,FR106,3,0.082
2008,NUTS,2010,FR106,3,0.071
2009,NUTS,2010,FR106,3,0.007
2010,NUTS,2010,FR106,3,0.105
2011,NUTS,2010,FR106,3,0.052
2012,NUTS,2010,FR106,3,0.07
2000,NUTS,2010,FR107,3,1.863
2001,NUTS,2010,FR107,3,2.182
2002,NUTS,2010,FR107,3,1.608
2003,NUTS,2010,FR107,3,1.131
2004,NUTS,2010,FR107,3,0.566
2005,NUTS,2010,FR107,3,0.473
2006,NUTS,2010,FR107,3,0.627
2007,NUTS,2010,FR107,3,0.387
2008,NUTS,2010,FR107,3,0.339
2009,NUTS,2010,FR107,3,0.198
2010,NUTS,2010,FR107,3,0.331
2011,NUTS,2010,FR107,3,0.258
2012,NUTS,2010,FR107,3,0.303
2000,NUTS,2010,FR108,3,1.12
2001,NUTS,2010,FR108,3,1.101
2002,NUTS,2010,FR108,3,0.436
2003,NUTS,2010,FR108,3,0.786
2004,NUTS,2010,FR108,3,0.688
2005,NUTS,2010,FR108,3,0.546
2006,NUTS,2010,FR108,3,0.597
2007,NUTS,2010,FR108,3,0.641
2008,NUTS,2010,FR108,3,0.303
2009,NUTS,2010,FR108,3,0.355
2010,NUTS,2010,FR108,3,0.354
2011,NUTS,2010,FR108,3,0.301
2012,NUTS,2010,FR108,3,0.128
2000,NUTS,2010,FR2,1,0.142
2001,NUTS,2010,FR2,1,0.131
2002,NUTS,2010,FR2,1,0.125
2003,NUTS,2010,FR2,1,0.225
2004,NUTS,2010,FR2,1,0.198
2005,NUTS,2010,FR2,1,0.118
2006,NUTS,2010,FR2,1,0.081
2007,NUTS,2010,FR2,1,0.122
2008,NUTS,2010,FR2,1,0.063
2009,NUTS,2010,FR2,1,0.073
2010,NUTS,2010,FR2,1,0.062
2011,NUTS,2010,FR2,1,0.081
2012,NUTS,2010,FR2,1,0.037
2000,NUTS,2010,FR21,2,0.046
2001,NUTS,2010,FR21,2,0.016
2002,NUTS,2010,FR21,2,0.031
2003,NUTS,2010,FR21,2,0.01
2009,NUTS,2010,FR21,2,0.019
2011,NUTS,2010,FR21,2,0.115
2012,NUTS,2010,FR21,2,0.009
2000,NUTS,2010,FR211,3,0.183
2002,NUTS,2010,FR211,3,0.177
2011,NUTS,2010,FR211,3,0.365
2012,NUTS,2010,FR211,3,0.055
2000,NUTS,2010,FR212,3,0.017
2000,NUTS,2010,FR213,3,0.022
2001,NUTS,2010,FR213,3,0.033
2003,NUTS,2010,FR213,3,0.021
2009,NUTS,2010,FR213,3,0.04
2011,NUTS,2010,FR213,3,0.107
2000,NUTS,2010,FR22,2,0.035
2001,NUTS,2010,FR22,2,0.071
2002,NUTS,2010,FR22,2,0.01
2003,NUTS,2010,FR22,2,0.043
2004,NUTS,2010,FR22,2,0.117
2005,NUTS,2010,FR22,2,0.066
2006,NUTS,2010,FR22,2,0.046
2007,NUTS,2010,FR22,2,0.058
2009,NUTS,2010,FR22,2,0.023
2011,NUTS,2010,FR22,2,0.085
2012,NUTS,2010,FR22,2,0.021
2000,NUTS,2010,FR221,3,0.033
2003,NUTS,2010,FR221,3,0.146
2004,NUTS,2010,FR221,3,0.094
2005,NUTS,2010,FR221,3,0.091
2006,NUTS,2010,FR221,3,0.088
2007,NUTS,2010,FR221,3,0.028
2011,NUTS,2010,FR221,3,0.043
2000,NUTS,2010,FR222,3,0.061
2001,NUTS,2010,FR222,3,0.166
2004,NUTS,2010,FR222,3,0.213
2005,NUTS,2010,FR222,3,0.063
2006,NUTS,2010,FR222,3,0.052
2007,NUTS,2010,FR222,3,0.117
2009,NUTS,2010,FR222,3,0.053
2011,NUTS,2010,FR222,3,0.048
2012,NUTS,2010,FR222,3,0.025
2002,NUTS,2010,FR223,3,0.033
2003,NUTS,2010,FR223,3,0.02
2005,NUTS,2010,FR223,3,0.051
2011,NUTS,2010,FR223,3,0.172
2012,NUTS,2010,FR223,3,0.034
2000,NUTS,2010,FR23,2,0.092
2001,NUTS,2010,FR23,2,0.059
2002,NUTS,2010,FR23,2,0.036
2003,NUTS,2010,FR23,2,0.093
2004,NUTS,2010,FR23,2,0.03
2005,NUTS,2010,FR23,2,0.056
2006,NUTS,2010,FR23,2,0.011
2007,NUTS,2010,FR23,2,0.027
2008,NUTS,2010,FR23,2,0.04
2010,NUTS,2010,FR23,2,0.034
2011,NUTS,2010,FR23,2,0.009
2012,NUTS,2010,FR23,2,0.01
2000,NUTS,2010,FR231,3,0.14
2001,NUTS,2010,FR231,3,0.113
2002,NUTS,2010,FR231,3,0.044
2003,NUTS,2010,FR231,3,0.128
2007,NUTS,2010,FR231,3,0.1
2008,NUTS,2010,FR231,3,0.076
2010,NUTS,2010,FR231,3,0.076
2011,NUTS,2010,FR231,3,0.033
2012,NUTS,2010,FR231,3,0.037
2000,NUTS,2010,FR232,3,0.074
2001,NUTS,2010,FR232,3,0.039
2002,NUTS,2010,FR232,3,0.033
2003,NUTS,2010,FR232,3,0.08
2004,NUTS,2010,FR232,3,0.041
2005,NUTS,2010,FR232,3,0.077
2006,NUTS,2010,FR232,3,0.014
2008,NUTS,2010,FR232,3,0.028
2010,NUTS,2010,FR232,3,0.019
2000,NUTS,2010,FR24,2,0.058
2001,NUTS,2010,FR24,2,0.012
2002,NUTS,2010,FR24,2,0.067
2003,NUTS,2010,FR24,2,0.111
2004,NUTS,2010,FR24,2,0.107
2005,NUTS,2010,FR24,2,0.067
2006,NUTS,2010,FR24,2,0.041
2007,NUTS,2010,FR24,2,0.179
2008,NUTS,2010,FR24,2,0.074
2009,NUTS,2010,FR24,2,0.144
2010,NUTS,2010,FR24,2,0.089
2011,NUTS,2010,FR24,2,0.068
2012,NUTS,2010,FR24,2,0.029
2002,NUTS,2010,FR241,3,0.146
2004,NUTS,2010,FR241,3,0.302
2007,NUTS,2010,FR241,3,0.298
2000,NUTS,2010,FR242,3,0.14
2001,NUTS,2010,FR242,3,0.038
2002,NUTS,2010,FR242,3,0.205
2003,NUTS,2010,FR242,3,0.188
2004,NUTS,2010,FR242,3,0.255
2005,NUTS,2010,FR242,3,0.214
2006,NUTS,2010,FR242,3,0.089
2007,NUTS,2010,FR242,3,0.531
2008,NUTS,2010,FR242,3,0.265
2009,NUTS,2010,FR242,3,0.65
2010,NUTS,2010,FR242,3,0.336
2011,NUTS,2010,FR242,3,0.235
2012,NUTS,2010,FR242,3,0.096
2002,NUTS,2010,FR243,3,0.11
2007,NUTS,2010,FR243,3,0.062
2000,NUTS,2010,FR244,3,0.082
2001,NUTS,2010,FR244,3,0.026
2003,NUTS,2010,FR244,3,0.164
2004,NUTS,2010,FR244,3,0.01
2006,NUTS,2010,FR244,3,0.117
2007,NUTS,2010,FR244,3,0.168
2008,NUTS,2010,FR244,3,0.048
2009,NUTS,2010,FR244,3,0.193
2010,NUTS,2010,FR244,3,0.095
2011,NUTS,2010,FR244,3,0.072
2012,NUTS,2010,FR244,3,0.061
2004,NUTS,2010,FR245,3,0.137
2005,NUTS,2010,FR245,3,0.157
2008,NUTS,2010,FR245,3,0.16
2010,NUTS,2010,FR245,3,0.127
2011,NUTS,2010,FR245,3,0.123
2000,NUTS,2010,FR246,3,0.059
2002,NUTS,2010,FR246,3,0.029
2003,NUTS,2010,FR246,3,0.149
2004,NUTS,2010,FR246,3,0.049
2005,NUTS,2010,FR246,3,0.052
2007,NUTS,2010,FR246,3,0.069
2008,NUTS,2010,FR246,3,0.013
2000,NUTS,2010,FR25,2,0.501
2001,NUTS,2010,FR25,2,0.501
2002,NUTS,2010,FR25,2,0.555
2003,NUTS,2010,FR25,2,0.941
2004,NUTS,2010,FR25,2,0.89
2005,NUTS,2010,FR25,2,0.513
2006,NUTS,2010,FR25,2,0.452
2007,NUTS,2010,FR25,2,0.439
2008,NUTS,2010,FR25,2,0.287
2009,NUTS,2010,FR25,2,0.212
2010,NUTS,2010,FR25,2,0.226
2011,NUTS,2010,FR25,2,0.227
2012,NUTS,2010,FR25,2,0.173
2000,NUTS,2010,FR251,3,1.033
2001,NUTS,2010,FR251,3,1.038
2002,NUTS,2010,FR251,3,1.001
2003,NUTS,2010,FR251,3,1.856
2004,NUTS,2010,FR251,3,1.575
2005,NUTS,2010,FR251,3,1.024
2006,NUTS,2010,FR251,3,0.849
2007,NUTS,2010,FR251,3,0.875
2008,NUTS,2010,FR251,3,0.542
2009,NUTS,2010,FR251,3,0.375
2010,NUTS,2010,FR251,3,0.387
2011,NUTS,2010,FR251,3,0.403
2012,NUTS,2010,FR251,3,0.334
2003,NUTS,2010,FR252,3,0.032
2004,NUTS,2010,FR252,3,0.169
2005,NUTS,2010,FR252,3,0.03
2006,NUTS,2010,FR252,3,0.087
2008,NUTS,2010,FR252,3,0.043
2009,NUTS,2010,FR252,3,0.045
2010,NUTS,2010,FR252,3,0.069
2011,NUTS,2010,FR252,3,0.045
2002,NUTS,2010,FR253,3,0.324
2003,NUTS,2010,FR253,3,0.096
2004,NUTS,2010,FR253,3,0.347
2006,NUTS,2010,FR253,3,0.021
2007,NUTS,2010,FR253,3,0.037
2009,NUTS,2010,FR253,3,0.038
2000,NUTS,2010,FR26,2,0.228
2001,NUTS,2010,FR26,2,0.254
2002,NUTS,2010,FR26,2,0.162
2003,NUTS,2010,FR26,2,0.322
2004,NUTS,2010,FR26,2,0.2
2005,NUTS,2010,FR26,2,0.088
2006,NUTS,2010,FR26,2,0.012
2007,NUTS,2010,FR26,2,0.05
2009,NUTS,2010,FR26,2,0.024
2010,NUTS,2010,FR26,2,0.029
2011,NUTS,2010,FR26,2,0.025
2012,NUTS,2010,FR26,2,0.005
2000,NUTS,2010,FR261,3,0.029
2001,NUTS,2010,FR261,3,0.073
2002,NUTS,2010,FR261,3,0.05
2003,NUTS,2010,FR261,3,0.073
2004,NUTS,2010,FR261,3,0.091
2006,NUTS,2010,FR261,3,0.032
2007,NUTS,2010,FR261,3,0.03
2010,NUTS,2010,FR261,3,0.062
2011,NUTS,2010,FR261,3,0.03
2000,NUTS,2010,FR263,3,0.669
2001,NUTS,2010,FR263,3,0.632
2002,NUTS,2010,FR263,3,0.459
2003,NUTS,2010,FR263,3,0.927
2004,NUTS,2010,FR263,3,0.481
2005,NUTS,2010,FR263,3,0.22
2007,NUTS,2010,FR263,3,0.121
2009,NUTS,2010,FR263,3,0.076
2011,NUTS,2010,FR263,3,0.024
2000,NUTS,2010,FR264,3,0.075
2001,NUTS,2010,FR264,3,0.18
2004,NUTS,2010,FR264,3,0.066
2005,NUTS,2010,FR264,3,0.096
2010,NUTS,2010,FR264,3,0.026
2011,NUTS,2010,FR264,3,0.029
2012,NUTS,2010,FR264,3,0.024
2000,NUTS,2010,FR3,1,0.016
2001,NUTS,2010,FR3,1,0.048
2002,NUTS,2010,FR3,1,0.012
2003,NUTS,2010,FR3,1,0.018
2004,NUTS,2010,FR3,1,0.05
2005,NUTS,2010,FR3,1,0.022
2007,NUTS,2010,FR3,1,0.025
2008,NUTS,2010,FR3,1,0.039
2009,NUTS,2010,FR3,1,0.025
2010,NUTS,2010,FR3,1,0.021
2011,NUTS,2010,FR3,1,0.037
2012,NUTS,2010,FR3,1,0.015
2000,NUTS,2010,FR30,2,0.016
2001,NUTS,2010,FR30,2,0.048
2002,NUTS,2010,FR30,2,0.012
2003,NUTS,2010,FR30,2,0.018
2004,NUTS,2010,FR30,2,0.05
2005,NUTS,2010,FR30,2,0.022
2007,NUTS,2010,FR30,2,0.025
2008,NUTS,2010,FR30,2,0.039
2009,NUTS,2010,FR30,2,0.025
2010,NUTS,2010,FR30,2,0.021
2011,NUTS,2010,FR30,2,0.037
2012,NUTS,2010,FR30,2,0.015
2000,NUTS,2010,FR301,3,0.024
2001,NUTS,2010,FR301,3,0.066
2002,NUTS,2010,FR301,3,0.018
2003,NUTS,2010,FR301,3,0.026
2004,NUTS,2010,FR301,3,0.068
2005,NUTS,2010,FR301,3,0.032
2007,NUTS,2010,FR301,3,0.037
2008,NUTS,2010,FR301,3,0.057
2009,NUTS,2010,FR301,3,0.037
2010,NUTS,2010,FR301,3,0.03
2011,NUTS,2010,FR301,3,0.047
2012,NUTS,2010,FR301,3,0.021
2001,NUTS,2010,FR302,3,0.008
2004,NUTS,2010,FR302,3,0.009
2011,NUTS,2010,FR302,3,0.016
2000,NUTS,2010,FR4,1,0.209
2001,NUTS,2010,FR4,1,0.135
2002,NUTS,2010,FR4,1,0.167
2003,NUTS,2010,FR4,1,0.093
2004,NUTS,2010,FR4,1,0.159
2005,NUTS,2010,FR4,1,0.103
2006,NUTS,2010,FR4,1,0.127
2007,NUTS,2010,FR4,1,0.068
2008,NUTS,2010,FR4,1,0.1
2009,NUTS,2010,FR4,1,0.067
2010,NUTS,2010,FR4,1,0.086
2011,NUTS,2010,FR4,1,0.063
2012,NUTS,2010,FR4,1,0.069
2000,NUTS,2010,FR41,2,0.122
2001,NUTS,2010,FR41,2,0.05
2002,NUTS,2010,FR41,2,0.05
2003,NUTS,2010,FR41,2,0.015
2004,NUTS,2010,FR41,2,0.09
2005,NUTS,2010,FR41,2,0.046
2007,NUTS,2010,FR41,2,0.056
2008,NUTS,2010,FR41,2,0.099
2010,NUTS,2010,FR41,2,0.031
2012,NUTS,2010,FR41,2,0.04
2000,NUTS,2010,FR411,3,0.085
2001,NUTS,2010,FR411,3,0.021
2002,NUTS,2010,FR411,3,0.031
2004,NUTS,2010,FR411,3,0.058
2005,NUTS,2010,FR411,3,0.114
2007,NUTS,2010,FR411,3,0.092
2008,NUTS,2010,FR411,3,0.026
2010,NUTS,2010,FR411,3,0.053
2012,NUTS,2010,FR411,3,0.026
2003,NUTS,2010,FR412,3,0.067
2000,NUTS,2010,FR413,3,0.216
2001,NUTS,2010,FR413,3,0.099
2002,NUTS,2010,FR413,3,0.092
2003,NUTS,2010,FR413,3,0.022
2004,NUTS,2010,FR413,3,0.163
2005,NUTS,2010,FR413,3,0.021
2007,NUTS,2010,FR413,3,0.058
2008,NUTS,2010,FR413,3,0.168
2010,NUTS,2010,FR413,3,0.029
2012,NUTS,2010,FR413,3,0.071
2008,NUTS,2010,FR414,3,0.113
2000,NUTS,2010,FR42,2,0.38
2001,NUTS,2010,FR42,2,0.233
2002,NUTS,2010,FR42,2,0.373
2003,NUTS,2010,FR42,2,0.229
2004,NUTS,2010,FR42,2,0.292
2005,NUTS,2010,FR42,2,0.194
2006,NUTS,2010,FR42,2,0.332
2007,NUTS,2010,FR42,2,0.114
2008,NUTS,2010,FR42,2,0.155
2009,NUTS,2010,FR42,2,0.119
2010,NUTS,2010,FR42,2,0.134
2011,NUTS,2010,FR42,2,0.161
2012,NUTS,2010,FR42,2,0.107
2000,NUTS,2010,FR421,3,0.595
2001,NUTS,2010,FR421,3,0.349
2002,NUTS,2010,FR421,3,0.608
2003,NUTS,2010,FR421,3,0.359
2004,NUTS,2010,FR421,3,0.375
2005,NUTS,2010,FR421,3,0.295
2006,NUTS,2010,FR421,3,0.515
2007,NUTS,2010,FR421,3,0.137
2008,NUTS,2010,FR421,3,0.204
2009,NUTS,2010,FR421,3,0.186
2010,NUTS,2010,FR421,3,0.164
2011,NUTS,2010,FR421,3,0.17
2012,NUTS,2010,FR421,3,0.158
2000,NUTS,2010,FR422,3,0.031
2001,NUTS,2010,FR422,3,0.049
2003,NUTS,2010,FR422,3,0.014
2004,NUTS,2010,FR422,3,0.152
2005,NUTS,2010,FR422,3,0.028
2006,NUTS,2010,FR422,3,0.027
2007,NUTS,2010,FR422,3,0.076
2008,NUTS,2010,FR422,3,0.068
2010,NUTS,2010,FR422,3,0.08
2011,NUTS,2010,FR422,3,0.147
2012,NUTS,2010,FR422,3,0.017
2000,NUTS,2010,FR43,2,0.073
2001,NUTS,2010,FR43,2,0.129
2002,NUTS,2010,FR43,2,0.036
2003,NUTS,2010,FR43,2,0.01
2004,NUTS,2010,FR43,2,0.062
2005,NUTS,2010,FR43,2,0.055
2006,NUTS,2010,FR43,2,0.018
2007,NUTS,2010,FR43,2,0.009
2009,NUTS,2010,FR43,2,0.104
2010,NUTS,2010,FR43,2,0.106
2012,NUTS,2010,FR43,2,0.053
2000,NUTS,2010,FR431,3,0.078
2001,NUTS,2010,FR431,3,0.209
2004,NUTS,2010,FR431,3,0.089
2005,NUTS,2010,FR431,3,0.019
2006,NUTS,2010,FR431,3,0.036
2009,NUTS,2010,FR431,3,0.202
2010,NUTS,2010,FR431,3,0.147
2012,NUTS,2010,FR431,3,0.109
2000,NUTS,2010,FR432,3,0.155
2001,NUTS,2010,FR432,3,0.124
2002,NUTS,2010,FR432,3,0.167
2003,NUTS,2010,FR432,3,0.045
2004,NUTS,2010,FR432,3,0.085
2005,NUTS,2010,FR432,3,0.168
2005,NUTS,2010,FR434,3,0.072
2007,NUTS,2010,FR434,3,0.065
2009,NUTS,2010,FR434,3,0.057
2010,NUTS,2010,FR434,3,0.234
2000,NUTS,2010,FR5,1,0.883
2001,NUTS,2010,FR5,1,0.955
2002,NUTS,2010,FR5,1,0.887
2003,NUTS,2010,FR5,1,1.061
2004,NUTS,2010,FR5,1,0.84
2005,NUTS,2010,FR5,1,0.965
2006,NUTS,2010,FR5,1,0.969
2007,NUTS,2010,FR5,1,0.94
2008,NUTS,2010,FR5,1,0.734
2009,NUTS,2010,FR5,1,0.733
2010,NUTS,2010,FR5,1,0.74
2011,NUTS,2010,FR5,1,0.751
2012,NUTS,2010,FR5,1,0.631
2000,NUTS,2010,FR51,2,0.062
2001,NUTS,2010,FR51,2,0.075
2002,NUTS,2010,FR51,2,0.018
2003,NUTS,2010,FR51,2,0.111
2004,NUTS,2010,FR51,2,0.093
2005,NUTS,2010,FR51,2,0.19
2006,NUTS,2010,FR51,2,0.1
2007,NUTS,2010,FR51,2,0.123
2008,NUTS,2010,FR51,2,0.07
2009,NUTS,2010,FR51,2,0.172
2010,NUTS,2010,FR51,2,0.103
2011,NUTS,2010,FR51,2,0.052
2012,NUTS,2010,FR51,2,0.047
2000,NUTS,2010,FR511,3,0.114
2001,NUTS,2010,FR511,3,0.026
2002,NUTS,2010,FR511,3,0.031
2003,NUTS,2010,FR511,3,0.09
2004,NUTS,2010,FR511,3,0.161
2005,NUTS,2010,FR511,3,0.216
2006,NUTS,2010,FR511,3,0.139
2007,NUTS,2010,FR511,3,0.084
2008,NUTS,2010,FR511,3,0.089
2009,NUTS,2010,FR511,3,0.046
2010,NUTS,2010,FR511,3,0.062
2011,NUTS,2010,FR511,3,0.032
2012,NUTS,2010,FR511,3,0.097
2001,NUTS,2010,FR512,3,0.253
2003,NUTS,2010,FR512,3,0.268
2005,NUTS,2010,FR512,3,0.297
2006,NUTS,2010,FR512,3,0.141
2007,NUTS,2010,FR512,3,0.138
2008,NUTS,2010,FR512,3,0.103
2009,NUTS,2010,FR512,3,0.08
2010,NUTS,2010,FR512,3,0.182
2011,NUTS,2010,FR512,3,0.102
2012,NUTS,2010,FR512,3,0.037
2004,NUTS,2010,FR513,3,0.114
2007,NUTS,2010,FR513,3,0.127
2008,NUTS,2010,FR513,3,0.124
2009,NUTS,2010,FR513,3,0.133
2001,NUTS,2010,FR514,3,0.078
2002,NUTS,2010,FR514,3,0.04
2003,NUTS,2010,FR514,3,0.093
2004,NUTS,2010,FR514,3,0.055
2005,NUTS,2010,FR514,3,0.157
2006,NUTS,2010,FR514,3,0.041
2007,NUTS,2010,FR514,3,0.203
2008,NUTS,2010,FR514,3,0.022
2009,NUTS,2010,FR514,3,0.657
2010,NUTS,2010,FR514,3,0.102
2011,NUTS,2010,FR514,3,0.038
2000,NUTS,2010,FR515,3,0.118
2003,NUTS,2010,FR515,3,0.038
2004,NUTS,2010,FR515,3,0.074
2005,NUTS,2010,FR515,3,0.122
2006,NUTS,2010,FR515,3,0.059
2007,NUTS,2010,FR515,3,0.125
2009,NUTS,2010,FR515,3,0.15
2010,NUTS,2010,FR515,3,0.16
2011,NUTS,2010,FR515,3,0.08
2000,NUTS,2010,FR52,2,2.276
2001,NUTS,2010,FR52,2,2.469
2002,NUTS,2010,FR52,2,2.38
2003,NUTS,2010,FR52,2,2.726
2004,NUTS,2010,FR52,2,2.105
2005,NUTS,2010,FR52,2,2.332
2006,NUTS,2010,FR52,2,2.439
2007,NUTS,2010,FR52,2,2.345
2008,NUTS,2010,FR52,2,1.888
2009,NUTS,2010,FR52,2,1.773
2010,NUTS,2010,FR52,2,1.894
2011,NUTS,2010,FR52,2,1.988
2012,NUTS,2010,FR52,2,1.665
2000,NUTS,2010,FR521,3,2.812
2001,NUTS,2010,FR521,3,2.391
2002,NUTS,2010,FR521,3,3.302
2003,NUTS,2010,FR521,3,3.443
2004,NUTS,2010,FR521,3,3.908
2005,NUTS,2010,FR521,3,4.175
2006,NUTS,2010,FR521,3,3.576
2007,NUTS,2010,FR521,3,3.488
2008,NUTS,2010,FR521,3,2.737
2009,NUTS,2010,FR521,3,2.619
2010,NUTS,2010,FR521,3,2.84
2011,NUTS,2010,FR521,3,2.144
2012,NUTS,2010,FR521,3,2.031
