year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_fte_rse_f
2016,NUTS,2010,ES,0,0.0934
2017,NUTS,2010,ES,0,0.0951
2018,NUTS,2010,ES,0,0.0986
2019,NUTS,2010,ES,0,0.1038
2011,NUTS,2010,ES1,1,0.073
2013,NUTS,2010,ES1,1,0.0644
2014,NUTS,2010,ES1,1,0.065
2015,NUTS,2010,ES1,1,0.0675
2016,NUTS,2010,ES1,1,0.0725
2017,NUTS,2010,ES1,1,0.071
2018,NUTS,2010,ES1,1,0.0817
2019,NUTS,2010,ES1,1,0.086
2013,NUTS,2010,ES11,2,0.0631
2014,NUTS,2010,ES11,2,0.061
2015,NUTS,2010,ES11,2,0.061
2016,NUTS,2010,ES11,2,0.065
2017,NUTS,2010,ES11,2,0.0722
2018,NUTS,2010,ES11,2,0.0826
2019,NUTS,2010,ES11,2,0.0851
2012,NUTS,2010,ES12,2,0.0736
2013,NUTS,2010,ES12,2,0.061
2014,NUTS,2010,ES12,2,0.0537
2015,NUTS,2010,ES12,2,0.0596
2016,NUTS,2010,ES12,2,0.0679
2017,NUTS,2010,ES12,2,0.0527
2018,NUTS,2010,ES12,2,0.0606
2019,NUTS,2010,ES12,2,0.0615
2011,NUTS,2010,ES13,2,0.0915
2012,NUTS,2010,ES13,2,0.0928
2013,NUTS,2010,ES13,2,0.0766
2014,NUTS,2010,ES13,2,0.1037
2015,NUTS,2010,ES13,2,0.1122
2016,NUTS,2010,ES13,2,0.1152
2017,NUTS,2010,ES13,2,0.097
2018,NUTS,2010,ES13,2,0.1146
2019,NUTS,2010,ES13,2,0.1335
2011,NUTS,2010,ES2,1,0.0751
2012,NUTS,2010,ES2,1,0.0735
2013,NUTS,2010,ES2,1,0.0796
2014,NUTS,2010,ES2,1,0.0772
2016,NUTS,2010,ES2,1,0.0738
2017,NUTS,2010,ES2,1,0.0787
2018,NUTS,2010,ES2,1,0.0885
2019,NUTS,2010,ES2,1,0.0889
2011,NUTS,2010,ES21,2,0.0483
2012,NUTS,2010,ES21,2,0.053
2013,NUTS,2010,ES21,2,0.064
2014,NUTS,2010,ES21,2,0.0601
2015,NUTS,2010,ES21,2,0.0611
2016,NUTS,2010,ES21,2,0.0571
2017,NUTS,2010,ES21,2,0.058
2018,NUTS,2010,ES21,2,0.067
2019,NUTS,2010,ES21,2,0.0653
2011,NUTS,2010,ES22,2,0.0805
2012,NUTS,2010,ES22,2,0.076
2013,NUTS,2010,ES22,2,0.0859
2014,NUTS,2010,ES22,2,0.079
2016,NUTS,2010,ES22,2,0.0836
2017,NUTS,2010,ES22,2,0.0848
2018,NUTS,2010,ES22,2,0.1055
2019,NUTS,2010,ES22,2,0.1073
2011,NUTS,2010,ES23,2,0.1309
2012,NUTS,2010,ES23,2,0.1328
2013,NUTS,2010,ES23,2,0.1213
2014,NUTS,2010,ES23,2,0.113
2015,NUTS,2010,ES23,2,0.114
2016,NUTS,2010,ES23,2,0.1209
2017,NUTS,2010,ES23,2,0.1368
2018,NUTS,2010,ES23,2,0.1405
2019,NUTS,2010,ES23,2,0.1366
2011,NUTS,2010,ES24,2,0.105
2012,NUTS,2010,ES24,2,0.092
2013,NUTS,2010,ES24,2,0.0921
2014,NUTS,2010,ES24,2,0.0957
2015,NUTS,2010,ES24,2,0.0777
2016,NUTS,2010,ES24,2,0.0854
2017,NUTS,2010,ES24,2,0.0955
2018,NUTS,2010,ES24,2,0.1028
2019,NUTS,2010,ES24,2,0.1074
2011,NUTS,2010,ES3,1,0.2091
2012,NUTS,2010,ES3,1,0.1926
2013,NUTS,2010,ES3,1,0.1818
2014,NUTS,2010,ES3,1,0.1737
2015,NUTS,2010,ES3,1,0.171
2016,NUTS,2010,ES3,1,0.1906
2017,NUTS,2010,ES3,1,0.1934
2018,NUTS,2010,ES3,1,0.1868
2019,NUTS,2010,ES3,1,0.2023
2011,NUTS,2010,ES30,2,0.2091
2012,NUTS,2010,ES30,2,0.1926
2013,NUTS,2010,ES30,2,0.1818
2014,NUTS,2010,ES30,2,0.1737
2015,NUTS,2010,ES30,2,0.171
2016,NUTS,2010,ES30,2,0.1906
2017,NUTS,2010,ES30,2,0.1934
2018,NUTS,2010,ES30,2,0.1868
2019,NUTS,2010,ES30,2,0.2023
2011,NUTS,2010,ES4,1,0.0483
2013,NUTS,2010,ES4,1,0.0352
2014,NUTS,2010,ES4,1,0.0319
2015,NUTS,2010,ES4,1,0.039
2016,NUTS,2010,ES4,1,0.0353
2017,NUTS,2010,ES4,1,0.0366
2018,NUTS,2010,ES4,1,0.0443
2019,NUTS,2010,ES4,1,0.0483
2012,NUTS,2010,ES41,2,0.0403
2013,NUTS,2010,ES41,2,0.0392
2014,NUTS,2010,ES41,2,0.038
2015,NUTS,2010,ES41,2,0.0385
2016,NUTS,2010,ES41,2,0.0376
2017,NUTS,2010,ES41,2,0.04
2018,NUTS,2010,ES41,2,0.0472
2019,NUTS,2010,ES41,2,0.0543
2013,NUTS,2010,ES42,2,0.0277
2014,NUTS,2010,ES42,2,0.0262
2015,NUTS,2010,ES42,2,0.0338
2016,NUTS,2010,ES42,2,0.031
2017,NUTS,2010,ES42,2,0.0306
2018,NUTS,2010,ES42,2,0.0352
2019,NUTS,2010,ES42,2,0.035
2011,NUTS,2010,ES43,2,0.0534
2012,NUTS,2010,ES43,2,0.0495
2013,NUTS,2010,ES43,2,0.0401
2014,NUTS,2010,ES43,2,0.0285
2015,NUTS,2010,ES43,2,0.0506
2016,NUTS,2010,ES43,2,0.0383
2017,NUTS,2010,ES43,2,0.0406
2018,NUTS,2010,ES43,2,0.0557
2019,NUTS,2010,ES43,2,0.0607
2011,NUTS,2010,ES5,1,0.1165
2012,NUTS,2010,ES5,1,0.1121
2013,NUTS,2010,ES5,1,0.1098
2014,NUTS,2010,ES5,1,0.1037
2015,NUTS,2010,ES5,1,0.1023
2016,NUTS,2010,ES5,1,0.1081
2017,NUTS,2010,ES5,1,0.1118
2018,NUTS,2010,ES5,1,0.1158
2019,NUTS,2010,ES5,1,0.1168
2011,NUTS,2010,ES51,2,0.1458
2012,NUTS,2010,ES51,2,0.1453
2013,NUTS,2010,ES51,2,0.1454
2014,NUTS,2010,ES51,2,0.14
2015,NUTS,2010,ES51,2,0.1421
2016,NUTS,2010,ES51,2,0.1448
2017,NUTS,2010,ES51,2,0.1506
2018,NUTS,2010,ES51,2,0.1556
2019,NUTS,2010,ES51,2,0.1545
2011,NUTS,2010,ES52,2,0.081
2012,NUTS,2010,ES52,2,0.0722
2013,NUTS,2010,ES52,2,0.0669
2014,NUTS,2010,ES52,2,0.0587
2015,NUTS,2010,ES52,2,0.0526
2016,NUTS,2010,ES52,2,0.0631
2017,NUTS,2010,ES52,2,0.0601
2018,NUTS,2010,ES52,2,0.064
2019,NUTS,2010,ES52,2,0.067
2011,NUTS,2010,ES53,2,0.0658
2012,NUTS,2010,ES53,2,0.0559
2013,NUTS,2010,ES53,2,0.052
2014,NUTS,2010,ES53,2,0.0473
2015,NUTS,2010,ES53,2,0.0482
2016,NUTS,2010,ES53,2,0.0549
2017,NUTS,2010,ES53,2,0.0692
2018,NUTS,2010,ES53,2,0.0671
2019,NUTS,2010,ES53,2,0.0694
2011,NUTS,2010,ES6,1,0.0637
2012,NUTS,2010,ES6,1,0.0587
2013,NUTS,2010,ES6,1,0.0553
2014,NUTS,2010,ES6,1,0.0544
2015,NUTS,2010,ES6,1,0.0588
2016,NUTS,2010,ES6,1,0.0574
2017,NUTS,2010,ES6,1,0.0555
2018,NUTS,2010,ES6,1,0.0562
2019,NUTS,2010,ES6,1,0.0611
2011,NUTS,2010,ES61,2,0.0659
2012,NUTS,2010,ES61,2,0.06
2013,NUTS,2010,ES61,2,0.0579
2014,NUTS,2010,ES61,2,0.0579
2015,NUTS,2010,ES61,2,0.0633
2016,NUTS,2010,ES61,2,0.0615
2017,NUTS,2010,ES61,2,0.0594
2018,NUTS,2010,ES61,2,0.0601
2019,NUTS,2010,ES61,2,0.0654
2012,NUTS,2010,ES62,2,0.0566
2013,NUTS,2010,ES62,2,0.0456
2014,NUTS,2010,ES62,2,0.0396
2015,NUTS,2010,ES62,2,0.0372
2016,NUTS,2010,ES62,2,0.0388
2017,NUTS,2010,ES62,2,0.0383
2018,NUTS,2010,ES62,2,0.0401
2019,NUTS,2010,ES62,2,0.0432
2011,NUTS,2010,ES7,1,0.0525
2012,NUTS,2010,ES7,1,0.0493
2013,NUTS,2010,ES7,1,0.049
2014,NUTS,2010,ES7,1,0.0434
2015,NUTS,2010,ES7,1,0.0396
2016,NUTS,2010,ES7,1,0.0373
2017,NUTS,2010,ES7,1,0.0382
2018,NUTS,2010,ES7,1,0.0414
2019,NUTS,2010,ES7,1,0.0447
2011,NUTS,2010,ES70,2,0.0525
2012,NUTS,2010,ES70,2,0.0493
2013,NUTS,2010,ES70,2,0.049
2014,NUTS,2010,ES70,2,0.0434
2015,NUTS,2010,ES70,2,0.0396
2016,NUTS,2010,ES70,2,0.0373
2017,NUTS,2010,ES70,2,0.0382
2018,NUTS,2010,ES70,2,0.0414
2019,NUTS,2010,ES70,2,0.0447
2011,NUTS,2010,FR,0,0.0666
2012,NUTS,2010,FR,0,0.0678
2013,NUTS,2010,FR,0,0.0715
2014,NUTS,2010,FR,0,0.069
2016,NUTS,2010,FR,0,0.0727
2017,NUTS,2010,FR,0,0.0736
2011,NUTS,2010,HR,0,0.134
2012,NUTS,2010,HR,0,0.1272
2013,NUTS,2010,HR,0,0.1261
2014,NUTS,2010,HR,0,0.1155
2015,NUTS,2010,HR,0,0.109
2016,NUTS,2010,HR,0,0.1143
2017,NUTS,2010,HR,0,0.1201
2018,NUTS,2010,HR,0,0.1284
2019,NUTS,2010,HR,0,0.1306
2020,NUTS,2010,HR,0,0.1481
2011,NUTS,2010,HR0,1,0.1308
2012,NUTS,2010,HR0,1,0.1247
2013,NUTS,2010,HR0,1,0.1242
2014,NUTS,2010,HR0,1,0.1138
2015,NUTS,2010,HR0,1,0.1076
2016,NUTS,2010,HR0,1,0.1132
2017,NUTS,2010,HR0,1,0.1188
2018,NUTS,2010,HR0,1,0.1268
2019,NUTS,2010,HR0,1,0.1286
2020,NUTS,2010,HR0,1,0.1463
2011,NUTS,2010,HR03,2,0.0272
2012,NUTS,2010,HR03,2,0.0281
2013,NUTS,2010,HR03,2,0.0276
2014,NUTS,2010,HR03,2,0.0206
2015,NUTS,2010,HR03,2,0.0201
2016,NUTS,2010,HR03,2,0.0303
2017,NUTS,2010,HR03,2,0.0312
2018,NUTS,2010,HR03,2,0.0349
2019,NUTS,2010,HR03,2,0.0413
2020,NUTS,2010,HR03,2,0.0474
2011,NUTS,2010,HR04,2,0.178
2012,NUTS,2010,HR04,2,0.1687
2013,NUTS,2010,HR04,2,0.1677
2014,NUTS,2010,HR04,2,0.1599
2015,NUTS,2010,HR04,2,0.1509
2016,NUTS,2010,HR04,2,0.1524
2017,NUTS,2010,HR04,2,0.1612
2018,NUTS,2010,HR04,2,0.1712
2019,NUTS,2010,HR04,2,0.1702
2011,NUTS,2010,HU,0,0.1037
2012,NUTS,2010,HU,0,0.0922
2013,NUTS,2010,HU,0,0.0898
2014,NUTS,2010,HU,0,0.0878
2015,NUTS,2010,HU,0,0.0848
2016,NUTS,2010,HU,0,0.0885
2017,NUTS,2010,HU,0,0.0928
2018,NUTS,2010,HU,0,0.0968
2019,NUTS,2010,HU,0,0.1233
2011,NUTS,2010,HU1,1,0.2886
2012,NUTS,2010,HU1,1,0.2458
2013,NUTS,2010,HU1,1,0.2316
2014,NUTS,2010,HU1,1,0.2184
2015,NUTS,2010,HU1,1,0.2111
2016,NUTS,2010,HU1,1,0.2226
2017,NUTS,2010,HU1,1,0.2396
2018,NUTS,2010,HU1,1,0.2442
2019,NUTS,2010,HU1,1,0.3212
2011,NUTS,2010,HU10,2,0.2886
2012,NUTS,2010,HU10,2,0.2458
2013,NUTS,2010,HU10,2,0.2316
2014,NUTS,2010,HU10,2,0.2184
2015,NUTS,2010,HU10,2,0.2111
2016,NUTS,2010,HU10,2,0.2226
2017,NUTS,2010,HU11,2,0.3476
2018,NUTS,2010,HU11,2,0.3583
2019,NUTS,2010,HU11,2,0.4881
2017,NUTS,2010,HU12,2,0.0703
2018,NUTS,2010,HU12,2,0.0708
2019,NUTS,2010,HU12,2,0.08
2011,NUTS,2010,HU2,1,0.0273
2012,NUTS,2010,HU2,1,0.0313
2013,NUTS,2010,HU2,1,0.0451
2014,NUTS,2010,HU2,1,0.0502
2015,NUTS,2010,HU2,1,0.05
2016,NUTS,2010,HU2,1,0.0496
2017,NUTS,2010,HU2,1,0.0474
2018,NUTS,2010,HU2,1,0.0498
2019,NUTS,2010,HU2,1,0.0477
2011,NUTS,2010,HU21,2,0.0366
2012,NUTS,2010,HU21,2,0.0651
2013,NUTS,2010,HU21,2,0.0785
2014,NUTS,2010,HU21,2,0.0829
2015,NUTS,2010,HU21,2,0.0808
2016,NUTS,2010,HU21,2,0.082
2017,NUTS,2010,HU21,2,0.0824
2018,NUTS,2010,HU21,2,0.1044
2019,NUTS,2010,HU21,2,0.0935
2011,NUTS,2010,HU22,2,0.0149
2012,NUTS,2010,HU22,2,0.0163
2013,NUTS,2010,HU22,2,0.0252
2014,NUTS,2010,HU22,2,0.0241
2015,NUTS,2010,HU22,2,0.0278
2016,NUTS,2010,HU22,2,0.0255
2017,NUTS,2010,HU22,2,0.0191
2018,NUTS,2010,HU22,2,0.0329
2019,NUTS,2010,HU22,2,0.0368
2011,NUTS,2010,HU23,2,0.0298
2012,NUTS,2010,HU23,2,0.0058
2013,NUTS,2010,HU23,2,0.0268
2014,NUTS,2010,HU23,2,0.0401
2015,NUTS,2010,HU23,2,0.0366
2016,NUTS,2010,HU23,2,0.0377
2017,NUTS,2010,HU23,2,0.037
2018,NUTS,2010,HU23,2,0.0017
2019,NUTS,2010,HU23,2,0.0023
2011,NUTS,2010,HU3,1,0.0269
2012,NUTS,2010,HU3,1,0.023
2013,NUTS,2010,HU3,1,0.0184
2014,NUTS,2010,HU3,1,0.0178
2015,NUTS,2010,HU3,1,0.0168
2016,NUTS,2010,HU3,1,0.016
2017,NUTS,2010,HU3,1,0.0156
2018,NUTS,2010,HU3,1,0.0211
2019,NUTS,2010,HU3,1,0.0244
2011,NUTS,2010,HU31,2,0.0088
2012,NUTS,2010,HU31,2,0.0019
2013,NUTS,2010,HU31,2,0.0033
2014,NUTS,2010,HU31,2,0.0009
2015,NUTS,2010,HU31,2,0.0009
2016,NUTS,2010,HU31,2,0.0004
2017,NUTS,2010,HU31,2,0.0009
2018,NUTS,2010,HU31,2,0.0009
2019,NUTS,2010,HU31,2,0.0009
2011,NUTS,2010,HU32,2,0.0174
2012,NUTS,2010,HU32,2,0.0176
2013,NUTS,2010,HU32,2,0.0063
2014,NUTS,2010,HU32,2,0.0131
2015,NUTS,2010,HU32,2,0.0144
2016,NUTS,2010,HU32,2,0.0134
2017,NUTS,2010,HU32,2,0.0118
2018,NUTS,2010,HU32,2,0.0143
2019,NUTS,2010,HU32,2,0.0158
2011,NUTS,2010,HU33,2,0.0535
2012,NUTS,2010,HU33,2,0.0476
2013,NUTS,2010,HU33,2,0.0448
2014,NUTS,2010,HU33,2,0.0379
2015,NUTS,2010,HU33,2,0.033
2016,NUTS,2010,HU33,2,0.032
2017,NUTS,2010,HU33,2,0.0326
2018,NUTS,2010,HU33,2,0.047
2019,NUTS,2010,HU33,2,0.0542
2011,NUTS,2010,IE,0,0.0197
2012,NUTS,2010,IE,0,0.0184
2013,NUTS,2010,IE,0,0.0165
2014,NUTS,2010,IE,0,0.0179
2015,NUTS,2010,IE,0,0.0205
2017,NUTS,2010,IE,0,0.0243
2019,NUTS,2010,IE,0,0.0256
2011,NUTS,2010,IE0,1,0.0194
2012,NUTS,2010,IE0,1,0.0181
2013,NUTS,2010,IE0,1,0.0162
2011,NUTS,2010,IE01,2,0.0114
2012,NUTS,2010,IE01,2,0.0106
2013,NUTS,2010,IE01,2,0.0096
2011,NUTS,2010,IE02,2,0.0221
2012,NUTS,2010,IE02,2,0.0206
2013,NUTS,2010,IE02,2,0.0184
2011,NUTS,2010,IS,0,0.2049
2011,NUTS,2010,IT,0,0.0849
2012,NUTS,2010,IT,0,0.0895
2013,NUTS,2010,IT,0,0.0947
2014,NUTS,2010,IT,0,0.0926
2015,NUTS,2010,IT,0,0.098
2016,NUTS,2010,IT,0,0.0965
2017,NUTS,2010,IT,0,0.0965
2018,NUTS,2010,IT,0,0.0998
2019,NUTS,2010,IT,0,0.1037
2011,NUTS,2010,ITC,1,0.0476
2012,NUTS,2010,ITC,1,0.0541
2013,NUTS,2010,ITC,1,0.0559
2014,NUTS,2010,ITC,1,0.0554
2015,NUTS,2010,ITC,1,0.0607
2016,NUTS,2010,ITC,1,0.0585
2017,NUTS,2010,ITC,1,0.0581
2018,NUTS,2010,ITC,1,0.0598
2019,NUTS,2010,ITC,1,0.0631
2011,NUTS,2010,ITC1,2,0.0244
2012,NUTS,2010,ITC1,2,0.0314
2013,NUTS,2010,ITC1,2,0.0334
2014,NUTS,2010,ITC1,2,0.0295
2015,NUTS,2010,ITC1,2,0.0384
2016,NUTS,2010,ITC1,2,0.0315
2017,NUTS,2010,ITC1,2,0.0342
2018,NUTS,2010,ITC1,2,0.0418
2019,NUTS,2010,ITC1,2,0.0354
2011,NUTS,2010,ITC2,2,0.0808
2012,NUTS,2010,ITC2,2,0.0685
2013,NUTS,2010,ITC2,2,0.0619
2014,NUTS,2010,ITC2,2,0.0404
2015,NUTS,2010,ITC2,2,0.0411
2016,NUTS,2010,ITC2,2,0.0264
2017,NUTS,2010,ITC2,2,0.0996
2018,NUTS,2010,ITC2,2,0.0378
2019,NUTS,2010,ITC2,2,0.0484
2011,NUTS,2010,ITC3,2,0.0834
2012,NUTS,2010,ITC3,2,0.1285
2013,NUTS,2010,ITC3,2,0.1379
2014,NUTS,2010,ITC3,2,0.1441
2015,NUTS,2010,ITC3,2,0.1549
2016,NUTS,2010,ITC3,2,0.1548
2017,NUTS,2010,ITC3,2,0.1537
2018,NUTS,2010,ITC3,2,0.1566
2019,NUTS,2010,ITC3,2,0.1787
2011,NUTS,2010,ITC4,2,0.0524
2012,NUTS,2010,ITC4,2,0.0529
2013,NUTS,2010,ITC4,2,0.0534
2014,NUTS,2010,ITC4,2,0.0538
2015,NUTS,2010,ITC4,2,0.0567
2016,NUTS,2010,ITC4,2,0.0568
2017,NUTS,2010,ITC4,2,0.0543
2018,NUTS,2010,ITC4,2,0.0536
2019,NUTS,2010,ITC4,2,0.058
2011,NUTS,2010,ITF,1,0.0691
2012,NUTS,2010,ITF,1,0.0718
2013,NUTS,2010,ITF,1,0.0796
2014,NUTS,2010,ITF,1,0.0835
2015,NUTS,2010,ITF,1,0.0917
2016,NUTS,2010,ITF,1,0.0825
2017,NUTS,2010,ITF,1,0.0842
2018,NUTS,2010,ITF,1,0.0835
2019,NUTS,2010,ITF,1,0.0915
2011,NUTS,2010,ITF1,2,0.0158
2012,NUTS,2010,ITF1,2,0.0188
2013,NUTS,2010,ITF1,2,0.0241
2014,NUTS,2010,ITF1,2,0.0296
2015,NUTS,2010,ITF1,2,0.0315
2016,NUTS,2010,ITF1,2,0.0336
2017,NUTS,2010,ITF1,2,0.0333
2018,NUTS,2010,ITF1,2,0.0375
2019,NUTS,2010,ITF1,2,0.0433
2011,NUTS,2010,ITF2,2,0.0068
2012,NUTS,2010,ITF2,2,0.0034
2013,NUTS,2010,ITF2,2,0.006
2014,NUTS,2010,ITF2,2,0.0038
2015,NUTS,2010,ITF2,2,0.0145
2016,NUTS,2010,ITF2,2,0.0124
2017,NUTS,2010,ITF2,2,0.0062
2018,NUTS,2010,ITF2,2,0.0151
2019,NUTS,2010,ITF2,2,0.0168
2011,NUTS,2010,ITF3,2,0.1045
2012,NUTS,2010,ITF3,2,0.106
2013,NUTS,2010,ITF3,2,0.1127
2014,NUTS,2010,ITF3,2,0.1177
2015,NUTS,2010,ITF3,2,0.1275
2016,NUTS,2010,ITF3,2,0.116
2017,NUTS,2010,ITF3,2,0.1131
2018,NUTS,2010,ITF3,2,0.1125
2019,NUTS,2010,ITF3,2,0.1237
2011,NUTS,2010,ITF4,2,0.0611
2012,NUTS,2010,ITF4,2,0.0612
2013,NUTS,2010,ITF4,2,0.0666
2014,NUTS,2010,ITF4,2,0.0728
2015,NUTS,2010,ITF4,2,0.0783
2016,NUTS,2010,ITF4,2,0.0707
2017,NUTS,2010,ITF4,2,0.0774
2018,NUTS,2010,ITF4,2,0.0752
2019,NUTS,2010,ITF4,2,0.0799
2011,NUTS,2010,ITF5,2,0.1354
2012,NUTS,2010,ITF5,2,0.1383
2013,NUTS,2010,ITF5,2,0.1477
2014,NUTS,2010,ITF5,2,0.1481
2015,NUTS,2010,ITF5,2,0.168
2016,NUTS,2010,ITF5,2,0.1431
2017,NUTS,2010,ITF5,2,0.1625
2018,NUTS,2010,ITF5,2,0.1576
2019,NUTS,2010,ITF5,2,0.1798
2011,NUTS,2010,ITF6,2,0.0334
2012,NUTS,2010,ITF6,2,0.0385
2013,NUTS,2010,ITF6,2,0.0497
2014,NUTS,2010,ITF6,2,0.0492
2015,NUTS,2010,ITF6,2,0.0607
2016,NUTS,2010,ITF6,2,0.0466
2017,NUTS,2010,ITF6,2,0.0486
2018,NUTS,2010,ITF6,2,0.0467
2019,NUTS,2010,ITF6,2,0.0504
2011,NUTS,2010,ITG,1,0.061
2012,NUTS,2010,ITG,1,0.075
2013,NUTS,2010,ITG,1,0.088
2014,NUTS,2010,ITG,1,0.091
2015,NUTS,2010,ITG,1,0.0866
2016,NUTS,2010,ITG,1,0.0825
2017,NUTS,2010,ITG,1,0.084
2018,NUTS,2010,ITG,1,0.0877
2019,NUTS,2010,ITG,1,0.0876
2011,NUTS,2010,ITG1,2,0.0577
2012,NUTS,2010,ITG1,2,0.0768
2013,NUTS,2010,ITG1,2,0.0908
2014,NUTS,2010,ITG1,2,0.0921
2015,NUTS,2010,ITG1,2,0.0888
2016,NUTS,2010,ITG1,2,0.0876
2017,NUTS,2010,ITG1,2,0.0903
2018,NUTS,2010,ITG1,2,0.097
2019,NUTS,2010,ITG1,2,0.0959
2011,NUTS,2010,ITG2,2,0.0682
2012,NUTS,2010,ITG2,2,0.0709
2013,NUTS,2010,ITG2,2,0.0818
2014,NUTS,2010,ITG2,2,0.0886
2015,NUTS,2010,ITG2,2,0.0818
2016,NUTS,2010,ITG2,2,0.0712
2017,NUTS,2010,ITG2,2,0.0695
2018,NUTS,2010,ITG2,2,0.067
2019,NUTS,2010,ITG2,2,0.0697
2011,NUTS,2010,ITH,1,0.0682
2012,NUTS,2010,ITH,1,0.073
2013,NUTS,2010,ITH,1,0.0792
2014,NUTS,2010,ITH,1,0.076
2015,NUTS,2010,ITH,1,0.0792
2016,NUTS,2010,ITH,1,0.0788
2017,NUTS,2010,ITH,1,0.0774
2018,NUTS,2010,ITH,1,0.0811
2019,NUTS,2010,ITH,1,0.082
2011,NUTS,2010,ITH1,2,0.116
2012,NUTS,2010,ITH1,2,0.1165
2013,NUTS,2010,ITH1,2,0.1271
2014,NUTS,2010,ITH1,2,0.0128
2015,NUTS,2010,ITH1,2,0.0048
2016,NUTS,2010,ITH1,2,0.0097
2017,NUTS,2010,ITH1,2,0.0037
2018,NUTS,2010,ITH1,2,0.04
2019,NUTS,2010,ITH1,2,0.043
2011,NUTS,2010,ITH2,2,0.1841
2012,NUTS,2010,ITH2,2,0.1785
2013,NUTS,2010,ITH2,2,0.2239
2014,NUTS,2010,ITH2,2,0.2092
2015,NUTS,2010,ITH2,2,0.2054
2016,NUTS,2010,ITH2,2,0.2018
2017,NUTS,2010,ITH2,2,0.2062
2018,NUTS,2010,ITH2,2,0.2056
2019,NUTS,2010,ITH2,2,0.1967
2011,NUTS,2010,ITH3,2,0.0292
2012,NUTS,2010,ITH3,2,0.0306
2013,NUTS,2010,ITH3,2,0.0314
2014,NUTS,2010,ITH3,2,0.0326
2015,NUTS,2010,ITH3,2,0.0326
2016,NUTS,2010,ITH3,2,0.034
2017,NUTS,2010,ITH3,2,0.0329
2018,NUTS,2010,ITH3,2,0.038
2019,NUTS,2010,ITH3,2,0.0391
2011,NUTS,2010,ITH4,2,0.1457
2012,NUTS,2010,ITH4,2,0.1371
2013,NUTS,2010,ITH4,2,0.1351
2014,NUTS,2010,ITH4,2,0.1646
2015,NUTS,2010,ITH4,2,0.1744
2016,NUTS,2010,ITH4,2,0.1972
2017,NUTS,2010,ITH4,2,0.1821
2018,NUTS,2010,ITH4,2,0.1706
2019,NUTS,2010,ITH4,2,0.175
2011,NUTS,2010,ITH5,2,0.0691
2012,NUTS,2010,ITH5,2,0.0822
2013,NUTS,2010,ITH5,2,0.0905
2014,NUTS,2010,ITH5,2,0.0904
2015,NUTS,2010,ITH5,2,0.096
2016,NUTS,2010,ITH5,2,0.088
2017,NUTS,2010,ITH5,2,0.0901
2018,NUTS,2010,ITH5,2,0.0934
2019,NUTS,2010,ITH5,2,0.0944
2011,NUTS,2010,ITI,1,0.171
2012,NUTS,2010,ITI,1,0.1693
2013,NUTS,2010,ITI,1,0.1701
2014,NUTS,2010,ITI,1,0.1577
2015,NUTS,2010,ITI,1,0.1654
2016,NUTS,2010,ITI,1,0.1716
2017,NUTS,2010,ITI,1,0.1708
2018,NUTS,2010,ITI,1,0.1773
2019,NUTS,2010,ITI,1,0.1819
2011,NUTS,2010,ITI1,2,0.082
2012,NUTS,2010,ITI1,2,0.0868
2013,NUTS,2010,ITI1,2,0.1034
2014,NUTS,2010,ITI1,2,0.0903
2015,NUTS,2010,ITI1,2,0.0887
2016,NUTS,2010,ITI1,2,0.0921
2017,NUTS,2010,ITI1,2,0.0902
2018,NUTS,2010,ITI1,2,0.0977
2019,NUTS,2010,ITI1,2,0.0965
2011,NUTS,2010,ITI2,2,0.0305
2012,NUTS,2010,ITI2,2,0.0402
2013,NUTS,2010,ITI2,2,0.0375
2014,NUTS,2010,ITI2,2,0.0386
2015,NUTS,2010,ITI2,2,0.0421
2016,NUTS,2010,ITI2,2,0.0455
2017,NUTS,2010,ITI2,2,0.0361
2018,NUTS,2010,ITI2,2,0.0367
2019,NUTS,2010,ITI2,2,0.0506
2011,NUTS,2010,ITI3,2,0.01
2012,NUTS,2010,ITI3,2,0.0119
2013,NUTS,2010,ITI3,2,0.0154
2014,NUTS,2010,ITI3,2,0.016
2015,NUTS,2010,ITI3,2,0.0176
2016,NUTS,2010,ITI3,2,0.0212
2017,NUTS,2010,ITI3,2,0.0196
2018,NUTS,2010,ITI3,2,0.0234
2019,NUTS,2010,ITI3,2,0.0229
2011,NUTS,2010,ITI4,2,0.3025
2012,NUTS,2010,ITI4,2,0.2909
2013,NUTS,2010,ITI4,2,0.2792
2014,NUTS,2010,ITI4,2,0.2586
2015,NUTS,2010,ITI4,2,0.2764
2016,NUTS,2010,ITI4,2,0.2848
2017,NUTS,2010,ITI4,2,0.2847
2018,NUTS,2010,ITI4,2,0.2913
2019,NUTS,2010,ITI4,2,0.3016
2011,NUTS,2010,LT,0,0.0932
2012,NUTS,2010,LT,0,0.093
2013,NUTS,2010,LT,0,0.0981
2014,NUTS,2010,LT,0,0.0988
2015,NUTS,2010,LT,0,0.0961
2016,NUTS,2010,LT,0,0.105
2017,NUTS,2010,LT,0,0.1039
2018,NUTS,2010,LT,0,0.1125
2019,NUTS,2010,LT,0,0.0986
2015,NUTS,2010,LT01,2,0.2606
2016,NUTS,2010,LT01,2,0.2471
2017,NUTS,2010,LT01,2,0.2349
2018,NUTS,2010,LT01,2,0.2577
2019,NUTS,2010,LT01,2,0.2295
2015,NUTS,2010,LT02,2,0.0218
