year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_nac
2016,NUTS,2010,PT3,1,0.113
2017,NUTS,2010,PT3,1,0.168
2018,NUTS,2010,PT3,1,0.067
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.05
2011,NUTS,2010,PT30,2,1.717
2012,NUTS,2010,PT30,2,1.502
2013,NUTS,2010,PT30,2,0.087
2014,NUTS,2010,PT30,2,0.116
2015,NUTS,2010,PT30,2,0.147
2016,NUTS,2010,PT30,2,0.113
2017,NUTS,2010,PT30,2,0.168
2018,NUTS,2010,PT30,2,0.067
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.05
2011,NUTS,2010,RO,0,10.52
2012,NUTS,2010,RO,0,11.39
2013,NUTS,2010,RO,0,9.739
2014,NUTS,2010,RO,0,9.483
2015,NUTS,2010,RO,0,10.392
2016,NUTS,2010,RO,0,8.527
2017,NUTS,2010,RO,0,12.49
2018,NUTS,2010,RO,0,10.532
2019,NUTS,2010,RO,0,10.544
2020,NUTS,2010,RO,0,15.19
2011,NUTS,2010,RO1,1,1.171
2012,NUTS,2010,RO1,1,2.158
2013,NUTS,2010,RO1,1,0.313
2014,NUTS,2010,RO1,1,0.35
2015,NUTS,2010,RO1,1,1.112
2016,NUTS,2010,RO1,1,1.156
2017,NUTS,2010,RO1,1,3.398
2018,NUTS,2010,RO1,1,3.83
2019,NUTS,2010,RO1,1,4.41
2011,NUTS,2010,RO11,2,1.13
2012,NUTS,2010,RO11,2,2.158
2013,NUTS,2010,RO11,2,0.313
2014,NUTS,2010,RO11,2,0.231
2015,NUTS,2010,RO11,2,1.057
2016,NUTS,2010,RO11,2,1.114
2017,NUTS,2010,RO11,2,3.398
2018,NUTS,2010,RO11,2,3.83
2019,NUTS,2010,RO11,2,4.41
2011,NUTS,2010,RO12,2,0.041
2014,NUTS,2010,RO12,2,0.119
2015,NUTS,2010,RO12,2,0.055
2016,NUTS,2010,RO12,2,0.042
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.066
2012,NUTS,2010,RO2,1,0.045
2013,NUTS,2010,RO2,1,0.061
2014,NUTS,2010,RO2,1,0.036
2015,NUTS,2010,RO2,1,0.086
2016,NUTS,2010,RO2,1,0.111
2017,NUTS,2010,RO2,1,0.153
2018,NUTS,2010,RO2,1,0.047
2019,NUTS,2010,RO2,1,0.036
2011,NUTS,2010,RO21,2,0.065
2012,NUTS,2010,RO21,2,0.044
2013,NUTS,2010,RO21,2,0.061
2014,NUTS,2010,RO21,2,0.01
2015,NUTS,2010,RO21,2,0.029
2016,NUTS,2010,RO21,2,0.009
2017,NUTS,2010,RO21,2,0.058
2018,NUTS,2010,RO21,2,0.014
2019,NUTS,2010,RO21,2,0.009
2011,NUTS,2010,RO22,2,0.001
2012,NUTS,2010,RO22,2,0.001
2014,NUTS,2010,RO22,2,0.027
2015,NUTS,2010,RO22,2,0.057
2016,NUTS,2010,RO22,2,0.102
2017,NUTS,2010,RO22,2,0.095
2018,NUTS,2010,RO22,2,0.033
2019,NUTS,2010,RO22,2,0.027
2011,NUTS,2010,RO3,1,2.164
2012,NUTS,2010,RO3,1,9.166
2013,NUTS,2010,RO3,1,9.29
2014,NUTS,2010,RO3,1,8.551
2015,NUTS,2010,RO3,1,8.658
2016,NUTS,2010,RO3,1,6.722
2017,NUTS,2010,RO3,1,8.939
2018,NUTS,2010,RO3,1,6.655
2019,NUTS,2010,RO3,1,6.099
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.002
2019,NUTS,2010,RO31,2,0.002
2011,NUTS,2010,RO32,2,2.164
2012,NUTS,2010,RO32,2,9.166
2013,NUTS,2010,RO32,2,9.29
2014,NUTS,2010,RO32,2,8.551
2015,NUTS,2010,RO32,2,8.658
2016,NUTS,2010,RO32,2,6.722
2017,NUTS,2010,RO32,2,8.939
2018,NUTS,2010,RO32,2,6.653
2019,NUTS,2010,RO32,2,6.096
2011,NUTS,2010,RO4,1,7.12
2012,NUTS,2010,RO4,1,0.02
2013,NUTS,2010,RO4,1,0.075
2014,NUTS,2010,RO4,1,0.546
2015,NUTS,2010,RO4,1,0.537
2016,NUTS,2010,RO4,1,0.539
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,7.11
2013,NUTS,2010,RO41,2,0.021
2014,NUTS,2010,RO41,2,0.018
2015,NUTS,2010,RO41,2,0.017
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.01
2012,NUTS,2010,RO42,2,0.02
2013,NUTS,2010,RO42,2,0.054
2014,NUTS,2010,RO42,2,0.528
2015,NUTS,2010,RO42,2,0.52
2016,NUTS,2010,RO42,2,0.539
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,31.493
2012,NUTS,2010,RS,0,20.199
2013,NUTS,2010,RS,0,8.79
2014,NUTS,2010,RS,0,8.514
2015,NUTS,2010,RS,0,56.8
2016,NUTS,2010,RS,0,40.8
2017,NUTS,2010,RS,0,31.513
2018,NUTS,2010,RS,0,2.74
2019,NUTS,2010,RS,0,2.3
2020,NUTS,2010,RS,0,3.852
2018,NUTS,2010,RS1,1,2.74
2019,NUTS,2010,RS1,1,2.3
2020,NUTS,2010,RS1,1,3.852
2018,NUTS,2010,RS11,2,1.856
2019,NUTS,2010,RS11,2,1.3
2020,NUTS,2010,RS11,2,3.277
2018,NUTS,2010,RS12,2,0.884
2019,NUTS,2010,RS12,2,1.0
2020,NUTS,2010,RS12,2,0.575
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,1067.6
2012,NUTS,2010,RU,0,1269.1
2013,NUTS,2010,RU,0,939.4
2014,NUTS,2010,RU,0,1084.5
2015,NUTS,2010,RU,0,1250.9
2017,NUTS,2010,RU,0,4227.4
2018,NUTS,2010,RU,0,3078.7
2019,NUTS,2010,RU,0,4861.8
2011,NUTS,2010,SE,0,378.0
2012,NUTS,2010,SE,0,354.0
2013,NUTS,2010,SE,0,280.0
2014,NUTS,2010,SE,0,298.0
2015,NUTS,2010,SE,0,254.0
2016,NUTS,2010,SE,0,278.0
2017,NUTS,2010,SE,0,185.0
2018,NUTS,2010,SE,0,181.0
2019,NUTS,2010,SE,0,199.0
2020,NUTS,2010,SE,0,205.0
2011,NUTS,2010,SI,0,0.469
2012,NUTS,2010,SI,0,0.442
2013,NUTS,2010,SI,0,0.374
2014,NUTS,2010,SI,0,0.364
2015,NUTS,2010,SI,0,0.337
2016,NUTS,2010,SI,0,0.201
2017,NUTS,2010,SI,0,1.748
2018,NUTS,2010,SI,0,2.981
2019,NUTS,2010,SI,0,6.069
2020,NUTS,2010,SI,0,7.085
2011,NUTS,2010,SI0,1,0.469
2012,NUTS,2010,SI0,1,0.044
2013,NUTS,2010,SI0,1,0.374
2014,NUTS,2010,SI0,1,0.364
2015,NUTS,2010,SI0,1,0.337
2016,NUTS,2010,SI0,1,0.201
2017,NUTS,2010,SI0,1,1.748
2018,NUTS,2010,SI0,1,2.981
2019,NUTS,2010,SI0,1,6.069
2013,NUTS,2010,SI03,2,0.181
2014,NUTS,2010,SI03,2,0.176
2015,NUTS,2010,SI03,2,0.136
2016,NUTS,2010,SI03,2,0.126
2018,NUTS,2010,SI03,2,0.031
2013,NUTS,2010,SI04,2,0.192
2014,NUTS,2010,SI04,2,0.188
2015,NUTS,2010,SI04,2,0.201
2016,NUTS,2010,SI04,2,0.074
2018,NUTS,2010,SI04,2,2.951
2011,NUTS,2010,SK,0,1.007
2012,NUTS,2010,SK,0,0.6
2013,NUTS,2010,SK,0,0.922
2014,NUTS,2010,SK,0,2.728
2015,NUTS,2010,SK,0,3.673
2016,NUTS,2010,SK,0,3.116
2017,NUTS,2010,SK,0,3.046
2018,NUTS,2010,SK,0,3.185
2019,NUTS,2010,SK,0,0.231
2020,NUTS,2010,SK,0,0.21
2011,NUTS,2010,SK0,1,1.007
2012,NUTS,2010,SK0,1,0.6
2013,NUTS,2010,SK0,1,0.922
2014,NUTS,2010,SK0,1,2.728
2015,NUTS,2010,SK0,1,3.673
2016,NUTS,2010,SK0,1,3.116
2017,NUTS,2010,SK0,1,3.046
2018,NUTS,2010,SK0,1,3.185
2019,NUTS,2010,SK0,1,0.231
2020,NUTS,2010,SK0,1,0.21
2011,NUTS,2010,SK01,2,0.479
2012,NUTS,2010,SK01,2,0.201
2013,NUTS,2010,SK01,2,0.269
2014,NUTS,2010,SK01,2,0.24
2015,NUTS,2010,SK01,2,0.412
2016,NUTS,2010,SK01,2,0.435
2017,NUTS,2010,SK01,2,0.837
2018,NUTS,2010,SK01,2,0.955
2019,NUTS,2010,SK01,2,0.174
2020,NUTS,2010,SK01,2,0.101
2011,NUTS,2010,SK02,2,0.281
2012,NUTS,2010,SK02,2,0.013
2013,NUTS,2010,SK02,2,0.262
2014,NUTS,2010,SK02,2,2.442
2015,NUTS,2010,SK02,2,2.982
2016,NUTS,2010,SK02,2,2.309
2017,NUTS,2010,SK02,2,1.928
2018,NUTS,2010,SK02,2,1.779
2019,NUTS,2010,SK02,2,0.011
2020,NUTS,2010,SK02,2,0.093
2011,NUTS,2010,SK03,2,0.194
2012,NUTS,2010,SK03,2,0.318
2013,NUTS,2010,SK03,2,0.267
2014,NUTS,2010,SK03,2,0.031
2015,NUTS,2010,SK03,2,0.027
2016,NUTS,2010,SK03,2,0.2
2017,NUTS,2010,SK03,2,0.196
2018,NUTS,2010,SK03,2,0.343
2019,NUTS,2010,SK03,2,0.019
2020,NUTS,2010,SK03,2,0.016
2011,NUTS,2010,SK04,2,0.053
2012,NUTS,2010,SK04,2,0.068
2013,NUTS,2010,SK04,2,0.125
2014,NUTS,2010,SK04,2,0.015
2015,NUTS,2010,SK04,2,0.252
2016,NUTS,2010,SK04,2,0.172
2017,NUTS,2010,SK04,2,0.085
2018,NUTS,2010,SK04,2,0.108
2019,NUTS,2010,SK04,2,0.028
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,496.1
2012,NUTS,2010,UK,0,514.8
2013,NUTS,2010,UK,0,518.1
2014,NUTS,2010,UK,0,554.0
2015,NUTS,2010,UK,0,634.5
2016,NUTS,2010,UK,0,698.7
2017,NUTS,2010,UK,0,754.3
2018,NUTS,2010,UK,0,823.4
2019,NUTS,2010,UK,0,899.0
2011,NUTS,2010,UKC,1,21.9
2012,NUTS,2010,UKC,1,22.7
2014,NUTS,2010,UKC,1,16.6
2015,NUTS,2010,UKC,1,34.6
2016,NUTS,2010,UKC,1,38.1
2011,NUTS,2010,UKC1,2,19.5
2012,NUTS,2010,UKC1,2,20.2
2014,NUTS,2010,UKC1,2,14.6
2015,NUTS,2010,UKC1,2,33.6
2016,NUTS,2010,UKC1,2,37.0
2011,NUTS,2010,UKC2,2,2.4
2012,NUTS,2010,UKC2,2,2.5
2014,NUTS,2010,UKC2,2,2.0
2015,NUTS,2010,UKC2,2,1.0
2016,NUTS,2010,UKC2,2,1.1
2011,NUTS,2010,UKD,1,3.7
2012,NUTS,2010,UKD,1,3.8
2014,NUTS,2010,UKD,1,43.6
2015,NUTS,2010,UKD,1,0.8
2016,NUTS,2010,UKD,1,0.9
2011,NUTS,2010,UKD1,2,0.2
2012,NUTS,2010,UKD1,2,0.2
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2016,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.3
2012,NUTS,2010,UKD3,2,0.3
2014,NUTS,2010,UKD3,2,0.2
2015,NUTS,2010,UKD3,2,0.2
2016,NUTS,2010,UKD3,2,0.2
2011,NUTS,2010,UKD4,2,2.1
2012,NUTS,2010,UKD4,2,2.2
2014,NUTS,2010,UKD4,2,0.1
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.6
2012,NUTS,2010,UKD6,2,0.6
2014,NUTS,2010,UKD6,2,0.3
2015,NUTS,2010,UKD6,2,0.3
2016,NUTS,2010,UKD6,2,0.4
2011,NUTS,2010,UKD7,2,0.5
2012,NUTS,2010,UKD7,2,0.5
2014,NUTS,2010,UKD7,2,43.0
2015,NUTS,2010,UKD7,2,0.3
2016,NUTS,2010,UKD7,2,0.3
2011,NUTS,2010,UKE,1,1.4
2012,NUTS,2010,UKE,1,1.5
2013,NUTS,2010,UKE,1,4.3
2014,NUTS,2010,UKE,1,4.6
2015,NUTS,2010,UKE,1,3.7
2016,NUTS,2010,UKE,1,4.0
2017,NUTS,2010,UKE,1,3.1
2018,NUTS,2010,UKE,1,3.4
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.1
2014,NUTS,2010,UKE2,2,0.1
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,1.4
2012,NUTS,2010,UKE3,2,1.5
2013,NUTS,2010,UKE3,2,1.4
2014,NUTS,2010,UKE3,2,1.5
2015,NUTS,2010,UKE3,2,3.6
2016,NUTS,2010,UKE3,2,3.9
2017,NUTS,2010,UKE3,2,3.1
2018,NUTS,2010,UKE3,2,3.3
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2014,NUTS,2010,UKE4,2,3.0
2015,NUTS,2010,UKE4,2,0.1
2016,NUTS,2010,UKE4,2,0.1
2017,NUTS,2010,UKE4,2,0.1
2018,NUTS,2010,UKE4,2,0.1
2011,NUTS,2010,UKF,1,3.6
2012,NUTS,2010,UKF,1,3.7
2013,NUTS,2010,UKF,1,2.2
2014,NUTS,2010,UKF,1,2.4
2015,NUTS,2010,UKF,1,1.7
2016,NUTS,2010,UKF,1,1.8
2017,NUTS,2010,UKF,1,2.2
2018,NUTS,2010,UKF,1,2.4
2011,NUTS,2010,UKF1,2,0.1
2012,NUTS,2010,UKF1,2,0.1
2014,NUTS,2010,UKF1,2,0.1
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,3.5
2012,NUTS,2010,UKF2,2,3.6
2013,NUTS,2010,UKF2,2,2.1
2014,NUTS,2010,UKF2,2,2.3
2015,NUTS,2010,UKF2,2,1.7
2016,NUTS,2010,UKF2,2,1.8
2017,NUTS,2010,UKF2,2,2.2
2018,NUTS,2010,UKF2,2,2.4
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,3.9
2012,NUTS,2010,UKG,1,4.0
2013,NUTS,2010,UKG,1,0.4
2014,NUTS,2010,UKG,1,0.4
2017,NUTS,2010,UKG,1,10.5
2018,NUTS,2010,UKG,1,11.5
2011,NUTS,2010,UKG1,2,2.4
2012,NUTS,2010,UKG1,2,2.5
2014,NUTS,2010,UKG1,2,0.1
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,1.2
2012,NUTS,2010,UKG2,2,1.2
2014,NUTS,2010,UKG2,2,0.2
2018,NUTS,2010,UKG2,2,1.8
2011,NUTS,2010,UKG3,2,0.3
2012,NUTS,2010,UKG3,2,0.3
2014,NUTS,2010,UKG3,2,0.1
2018,NUTS,2010,UKG3,2,9.7
2011,NUTS,2010,UKH,1,217.0
2012,NUTS,2010,UKH,1,225.2
2013,NUTS,2010,UKH,1,259.9
2014,NUTS,2010,UKH,1,277.9
2017,NUTS,2010,UKH,1,230.2
2018,NUTS,2010,UKH,1,251.3
2011,NUTS,2010,UKH1,2,199.1
2012,NUTS,2010,UKH1,2,206.6
2013,NUTS,2010,UKH1,2,191.8
2014,NUTS,2010,UKH1,2,205.1
2018,NUTS,2010,UKH1,2,185.6
2011,NUTS,2010,UKH2,2,17.9
2012,NUTS,2010,UKH2,2,18.6
2014,NUTS,2010,UKH2,2,71.5
2018,NUTS,2010,UKH2,2,65.7
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,1.3
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,116.5
2012,NUTS,2010,UKI,1,120.9
2013,NUTS,2010,UKI,1,147.7
2014,NUTS,2010,UKI,1,157.9
2015,NUTS,2010,UKI,1,190.1
2016,NUTS,2010,UKI,1,209.3
2017,NUTS,2010,UKI,1,322.6
2018,NUTS,2010,UKI,1,352.2
2011,NUTS,2010,UKI3,2,101.9
2012,NUTS,2010,UKI3,2,105.7
2014,NUTS,2010,UKI3,2,95.9
2015,NUTS,2010,UKI3,2,104.7
2016,NUTS,2010,UKI3,2,115.3
2017,NUTS,2010,UKI3,2,177.6
2018,NUTS,2010,UKI3,2,193.9
2011,NUTS,2010,UKI4,2,9.6
2012,NUTS,2010,UKI4,2,10.0
2014,NUTS,2010,UKI4,2,3.0
2015,NUTS,2010,UKI4,2,9.5
2016,NUTS,2010,UKI4,2,10.5
2017,NUTS,2010,UKI4,2,16.2
2018,NUTS,2010,UKI4,2,17.7
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,1.0
2016,NUTS,2010,UKI5,2,1.1
2017,NUTS,2010,UKI5,2,1.8
2018,NUTS,2010,UKI5,2,1.9
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2014,NUTS,2010,UKI6,2,59.0
2015,NUTS,2010,UKI6,2,27.0
2016,NUTS,2010,UKI6,2,29.8
2017,NUTS,2010,UKI6,2,45.9
2018,NUTS,2010,UKI6,2,50.1
2011,NUTS,2010,UKI7,2,5.0
2012,NUTS,2010,UKI7,2,5.2
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,47.8
2016,NUTS,2010,UKI7,2,52.6
2017,NUTS,2010,UKI7,2,81.1
2018,NUTS,2010,UKI7,2,88.6
2011,NUTS,2010,UKJ,1,106.6
2012,NUTS,2010,UKJ,1,110.6
2013,NUTS,2010,UKJ,1,20.6
2014,NUTS,2010,UKJ,1,22.0
2015,NUTS,2010,UKJ,1,87.8
2016,NUTS,2010,UKJ,1,96.7
2017,NUTS,2010,UKJ,1,85.3
2018,NUTS,2010,UKJ,1,93.1
2011,NUTS,2010,UKJ1,2,49.0
2012,NUTS,2010,UKJ1,2,50.8
2013,NUTS,2010,UKJ1,2,8.5
2014,NUTS,2010,UKJ1,2,9.1
2015,NUTS,2010,UKJ1,2,13.1
2016,NUTS,2010,UKJ1,2,14.4
2017,NUTS,2010,UKJ1,2,12.7
2018,NUTS,2010,UKJ1,2,13.9
2011,NUTS,2010,UKJ2,2,57.3
2012,NUTS,2010,UKJ2,2,59.5
2013,NUTS,2010,UKJ2,2,11.4
2014,NUTS,2010,UKJ2,2,12.2
2015,NUTS,2010,UKJ2,2,70.3
2016,NUTS,2010,UKJ2,2,77.4
2017,NUTS,2010,UKJ2,2,68.3
2018,NUTS,2010,UKJ2,2,74.5
2011,NUTS,2010,UKJ3,2,0.3
2012,NUTS,2010,UKJ3,2,0.3
2014,NUTS,2010,UKJ3,2,0.6
2015,NUTS,2010,UKJ3,2,4.4
2016,NUTS,2010,UKJ3,2,4.9
2017,NUTS,2010,UKJ3,2,4.3
2018,NUTS,2010,UKJ3,2,4.7
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2014,NUTS,2010,UKJ4,2,0.1
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,10.5
2012,NUTS,2010,UKK,1,10.9
2013,NUTS,2010,UKK,1,17.3
2014,NUTS,2010,UKK,1,18.5
2015,NUTS,2010,UKK,1,19.2
2016,NUTS,2010,UKK,1,21.2
2017,NUTS,2010,UKK,1,16.3
2018,NUTS,2010,UKK,1,17.8
2011,NUTS,2010,UKK1,2,1.3
2012,NUTS,2010,UKK1,2,1.3
2014,NUTS,2010,UKK1,2,1.2
2015,NUTS,2010,UKK1,2,0.9
2016,NUTS,2010,UKK1,2,0.9
2017,NUTS,2010,UKK1,2,0.7
2018,NUTS,2010,UKK1,2,0.8
2011,NUTS,2010,UKK2,2,0.4
2012,NUTS,2010,UKK2,2,0.5
2014,NUTS,2010,UKK2,2,3.1
2015,NUTS,2010,UKK2,2,2.7
2016,NUTS,2010,UKK2,2,2.9
2017,NUTS,2010,UKK2,2,2.3
2018,NUTS,2010,UKK2,2,2.5
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,8.8
2012,NUTS,2010,UKK4,2,9.1
2013,NUTS,2010,UKK4,2,13.3
2014,NUTS,2010,UKK4,2,14.2
2015,NUTS,2010,UKK4,2,15.7
2016,NUTS,2010,UKK4,2,17.3
2017,NUTS,2010,UKK4,2,13.3
2018,NUTS,2010,UKK4,2,14.6
2011,NUTS,2010,UKL,1,1.8
2012,NUTS,2010,UKL,1,1.9
2013,NUTS,2010,UKL,1,1.5
2014,NUTS,2010,UKL,1,1.6
2011,NUTS,2010,UKL1,2,1.4
2012,NUTS,2010,UKL1,2,1.5
2014,NUTS,2010,UKL1,2,1.5
2011,NUTS,2010,UKL2,2,0.4
2012,NUTS,2010,UKL2,2,0.4
2014,NUTS,2010,UKL2,2,0.1
2011,NUTS,2010,UKM,1,8.9
2012,NUTS,2010,UKM,1,9.2
2013,NUTS,2010,UKM,1,7.8
2014,NUTS,2010,UKM,1,8.4
2015,NUTS,2010,UKM,1,31.9
2016,NUTS,2010,UKM,1,35.1
2017,NUTS,2010,UKM,1,39.5
2018,NUTS,2010,UKM,1,43.1
2011,NUTS,2010,UKM2,2,5.3
2012,NUTS,2010,UKM2,2,5.5
2013,NUTS,2010,UKM2,2,3.7
2014,NUTS,2010,UKM2,2,4.0
2015,NUTS,2010,UKM2,2,4.5
2016,NUTS,2010,UKM2,2,4.9
2017,NUTS,2010,UKM2,2,5.5
2011,NUTS,2010,UKM3,2,0.2
2012,NUTS,2010,UKM3,2,0.2
2014,NUTS,2010,UKM3,2,0.2
2015,NUTS,2010,UKM3,2,24.0
2016,NUTS,2010,UKM3,2,26.4
2017,NUTS,2010,UKM3,2,29.7
2011,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2011,NUTS,2010,UKM6,2,3.4
2012,NUTS,2010,UKM6,2,3.5
2014,NUTS,2010,UKM6,2,4.2
2015,NUTS,2010,UKM6,2,3.4
2016,NUTS,2010,UKM6,2,3.8
2017,NUTS,2010,UKM6,2,4.3
2018,NUTS,2010,UKM6,2,4.6
2014,NUTS,2010,UKM7,2,4.0
2015,NUTS,2010,UKM7,2,4.5
2016,NUTS,2010,UKM7,2,4.9
2017,NUTS,2010,UKM7,2,5.5
2018,NUTS,2010,UKM7,2,6.1
2014,NUTS,2010,UKM8,2,0.2
2015,NUTS,2010,UKM8,2,24.0
2016,NUTS,2010,UKM8,2,26.4
2017,NUTS,2010,UKM8,2,29.7
2018,NUTS,2010,UKM8,2,32.4
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.3
2012,NUTS,2010,UKN,1,0.3
2014,NUTS,2010,UKN,1,0.1
2011,NUTS,2010,UKN0,2,0.3
2012,NUTS,2010,UKN0,2,0.3
2014,NUTS,2010,UKN0,2,0.1
2011,NUTS,2010,US,0,18291.0
2012,NUTS,2010,US,0,17860.0
2013,NUTS,2010,US,0,18681.0
2014,NUTS,2010,US,0,19817.0
2015,NUTS,2010,US,0,20785.0
2016,NUTS,2010,US,0,22851.0
2017,NUTS,2010,US,0,25320.0
2018,NUTS,2010,US,0,26716.0
2019,NUTS,2010,US,0,27954.0
