year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_pps_hab_kp05
1998,NUTS,2010,AT,0,278.7
2002,NUTS,2010,AT,0,381.0
2004,NUTS,2010,AT,0,415.8
2005,NUTS,2010,AT,0,476.4
2006,NUTS,2010,AT,0,491.1
2007,NUTS,2010,AT,0,521.5
2008,NUTS,2010,AT,0,550.7
2009,NUTS,2010,AT,0,524.3
2010,NUTS,2010,AT,0,562.3
2011,NUTS,2010,AT,0,567.8
2012,NUTS,2010,AT,0,636.8
2013,NUTS,2010,AT,0,646.0
2014,NUTS,2010,AT,0,678.7
2015,NUTS,2010,AT,0,673.1
2016,NUTS,2010,AT,0,680.5
2017,NUTS,2010,AT,0,673.6
2018,NUTS,2010,AT,0,694.2
2019,NUTS,2010,AT,0,715.1
2020,NUTS,2010,AT,0,669.4
1998,NUTS,2010,AT1,1,346.5
2002,NUTS,2010,AT1,1,418.6
2004,NUTS,2010,AT1,1,438.4
2006,NUTS,2010,AT1,1,489.1
2007,NUTS,2010,AT1,1,516.3
2009,NUTS,2010,AT1,1,513.9
2011,NUTS,2010,AT1,1,505.3
2013,NUTS,2010,AT1,1,491.5
2015,NUTS,2010,AT1,1,507.2
2017,NUTS,2010,AT1,1,481.9
2019,NUTS,2010,AT1,1,504.8
1998,NUTS,2010,AT11,2,22.3
2002,NUTS,2010,AT11,2,106.5
2004,NUTS,2010,AT11,2,87.2
2006,NUTS,2010,AT11,2,98.2
2007,NUTS,2010,AT11,2,105.6
2009,NUTS,2010,AT11,2,134.1
2011,NUTS,2010,AT11,2,150.0
2013,NUTS,2010,AT11,2,167.2
2015,NUTS,2010,AT11,2,183.3
2017,NUTS,2010,AT11,2,166.2
2019,NUTS,2010,AT11,2,161.2
1998,NUTS,2010,AT12,2,122.6
2002,NUTS,2010,AT12,2,168.1
2004,NUTS,2010,AT12,2,185.3
2006,NUTS,2010,AT12,2,242.1
2007,NUTS,2010,AT12,2,262.6
2009,NUTS,2010,AT12,2,278.0
2011,NUTS,2010,AT12,2,318.8
2013,NUTS,2010,AT12,2,336.8
2015,NUTS,2010,AT12,2,353.5
2017,NUTS,2010,AT12,2,355.0
2019,NUTS,2010,AT12,2,365.9
1998,NUTS,2010,AT13,2,627.3
2002,NUTS,2010,AT13,2,719.7
2004,NUTS,2010,AT13,2,743.5
2006,NUTS,2010,AT13,2,791.3
2007,NUTS,2010,AT13,2,828.1
2009,NUTS,2010,AT13,2,802.9
2011,NUTS,2010,AT13,2,740.9
2013,NUTS,2010,AT13,2,688.6
2015,NUTS,2010,AT13,2,699.1
2017,NUTS,2010,AT13,2,644.5
2019,NUTS,2010,AT13,2,680.7
1998,NUTS,2010,AT2,1,271.7
2002,NUTS,2010,AT2,1,446.8
2004,NUTS,2010,AT2,1,492.0
2006,NUTS,2010,AT2,1,575.6
2007,NUTS,2010,AT2,1,641.8
2009,NUTS,2010,AT2,1,602.6
2011,NUTS,2010,AT2,1,751.8
2013,NUTS,2010,AT2,1,888.5
2015,NUTS,2010,AT2,1,964.5
2017,NUTS,2010,AT2,1,932.1
2019,NUTS,2010,AT2,1,1046.6
1998,NUTS,2010,AT21,2,179.6
2002,NUTS,2010,AT21,2,344.7
2004,NUTS,2010,AT21,2,470.7
2006,NUTS,2010,AT21,2,574.8
2007,NUTS,2010,AT21,2,594.9
2009,NUTS,2010,AT21,2,512.5
2011,NUTS,2010,AT21,2,634.3
2013,NUTS,2010,AT21,2,652.4
2015,NUTS,2010,AT21,2,739.2
2017,NUTS,2010,AT21,2,700.0
2019,NUTS,2010,AT21,2,810.3
1998,NUTS,2010,AT22,2,315.3
2002,NUTS,2010,AT22,2,495.0
2004,NUTS,2010,AT22,2,502.0
2006,NUTS,2010,AT22,2,576.0
2007,NUTS,2010,AT22,2,663.6
2009,NUTS,2010,AT22,2,644.5
2011,NUTS,2010,AT22,2,806.0
2013,NUTS,2010,AT22,2,996.8
2015,NUTS,2010,AT22,2,1067.3
2017,NUTS,2010,AT22,2,1037.4
2019,NUTS,2010,AT22,2,1153.2
1998,NUTS,2010,AT3,1,204.5
2002,NUTS,2010,AT3,1,298.1
2004,NUTS,2010,AT3,1,344.3
2006,NUTS,2010,AT3,1,443.7
2007,NUTS,2010,AT3,1,456.9
2009,NUTS,2010,AT3,1,490.8
2011,NUTS,2010,AT3,1,534.9
2013,NUTS,2010,AT3,1,690.5
2015,NUTS,2010,AT3,1,705.2
2017,NUTS,2010,AT3,1,758.7
2019,NUTS,2010,AT3,1,782.9
1998,NUTS,2010,AT31,2,251.7
2002,NUTS,2010,AT31,2,365.5
2004,NUTS,2010,AT31,2,432.4
2006,NUTS,2010,AT31,2,568.2
2007,NUTS,2010,AT31,2,597.7
2009,NUTS,2010,AT31,2,614.5
2011,NUTS,2010,AT31,2,681.0
2013,NUTS,2010,AT31,2,895.6
2015,NUTS,2010,AT31,2,901.3
2017,NUTS,2010,AT31,2,1020.7
2019,NUTS,2010,AT31,2,1053.6
1998,NUTS,2010,AT32,2,84.5
2002,NUTS,2010,AT32,2,137.2
2004,NUTS,2010,AT32,2,173.6
2006,NUTS,2010,AT32,2,215.0
2007,NUTS,2010,AT32,2,211.9
2009,NUTS,2010,AT32,2,227.3
2011,NUTS,2010,AT32,2,281.8
2013,NUTS,2010,AT32,2,343.2
2015,NUTS,2010,AT32,2,353.9
2017,NUTS,2010,AT32,2,406.0
2019,NUTS,2010,AT32,2,429.4
1998,NUTS,2010,AT33,2,192.9
2002,NUTS,2010,AT33,2,258.1
2004,NUTS,2010,AT33,2,300.5
2006,NUTS,2010,AT33,2,408.3
2007,NUTS,2010,AT33,2,393.0
2009,NUTS,2010,AT33,2,466.8
2011,NUTS,2010,AT33,2,491.6
2013,NUTS,2010,AT33,2,645.6
2015,NUTS,2010,AT33,2,648.7
2017,NUTS,2010,AT33,2,605.1
2019,NUTS,2010,AT33,2,612.0
1998,NUTS,2010,AT34,2,217.6
2002,NUTS,2010,AT34,2,347.0
2004,NUTS,2010,AT34,2,334.0
2006,NUTS,2010,AT34,2,361.7
2007,NUTS,2010,AT34,2,390.7
2009,NUTS,2010,AT34,2,440.2
2011,NUTS,2010,AT34,2,421.9
2013,NUTS,2010,AT34,2,491.9
2015,NUTS,2010,AT34,2,569.6
2017,NUTS,2010,AT34,2,564.8
2019,NUTS,2010,AT34,2,590.2
2012,NUTS,2010,BA,0,9.4
1995,NUTS,2010,BE,0,260.2
1996,NUTS,2010,BE,0,279.9
1997,NUTS,2010,BE,0,300.9
1998,NUTS,2010,BE,0,308.2
1999,NUTS,2010,BE,0,333.1
2000,NUTS,2010,BE,0,353.5
2001,NUTS,2010,BE,0,377.8
2002,NUTS,2010,BE,0,345.6
2003,NUTS,2010,BE,0,332.8
2004,NUTS,2010,BE,0,336.5
2005,NUTS,2010,BE,0,331.9
2006,NUTS,2010,BE,0,350.7
2007,NUTS,2010,BE,0,367.9
2008,NUTS,2010,BE,0,376.8
2009,NUTS,2010,BE,0,365.8
2010,NUTS,2010,BE,0,391.4
2011,NUTS,2010,BE,0,422.9
2012,NUTS,2010,BE,0,451.3
2013,NUTS,2010,BE,0,458.1
2014,NUTS,2010,BE,0,474.6
2015,NUTS,2010,BE,0,494.0
2016,NUTS,2010,BE,0,506.6
2017,NUTS,2010,BE,0,554.9
2018,NUTS,2010,BE,0,616.1
2019,NUTS,2010,BE,0,711.7
2020,NUTS,2010,BE,0,725.2
1995,NUTS,2010,BE1,1,432.7
1996,NUTS,2010,BE1,1,467.1
1997,NUTS,2010,BE1,1,470.1
1998,NUTS,2010,BE1,1,302.4
1999,NUTS,2010,BE1,1,309.0
2000,NUTS,2010,BE1,1,311.6
2001,NUTS,2010,BE1,1,331.2
2002,NUTS,2010,BE1,1,314.8
2003,NUTS,2010,BE1,1,289.0
2004,NUTS,2010,BE1,1,291.2
2005,NUTS,2010,BE1,1,287.3
2006,NUTS,2010,BE1,1,429.1
2007,NUTS,2010,BE1,1,420.0
2008,NUTS,2010,BE1,1,445.4
2009,NUTS,2010,BE1,1,411.4
2010,NUTS,2010,BE1,1,369.5
2011,NUTS,2010,BE1,1,351.8
2012,NUTS,2010,BE1,1,370.0
2013,NUTS,2010,BE1,1,371.2
2014,NUTS,2010,BE1,1,456.2
2015,NUTS,2010,BE1,1,494.1
2016,NUTS,2010,BE1,1,556.8
2017,NUTS,2010,BE1,1,635.1
2018,NUTS,2010,BE1,1,731.4
2019,NUTS,2010,BE1,1,780.6
1995,NUTS,2010,BE10,2,432.7
1996,NUTS,2010,BE10,2,467.1
1997,NUTS,2010,BE10,2,470.1
1998,NUTS,2010,BE10,2,302.4
1999,NUTS,2010,BE10,2,309.0
2000,NUTS,2010,BE10,2,311.6
2001,NUTS,2010,BE10,2,331.2
2002,NUTS,2010,BE10,2,314.8
2003,NUTS,2010,BE10,2,289.0
2004,NUTS,2010,BE10,2,291.2
2005,NUTS,2010,BE10,2,287.3
2006,NUTS,2010,BE10,2,429.1
2007,NUTS,2010,BE10,2,420.0
2008,NUTS,2010,BE10,2,445.4
2009,NUTS,2010,BE10,2,411.4
2010,NUTS,2010,BE10,2,369.5
2011,NUTS,2010,BE10,2,351.8
2012,NUTS,2010,BE10,2,370.0
2013,NUTS,2010,BE10,2,371.2
2014,NUTS,2010,BE10,2,456.2
2015,NUTS,2010,BE10,2,494.1
2016,NUTS,2010,BE10,2,556.8
2017,NUTS,2010,BE10,2,635.1
2018,NUTS,2010,BE10,2,731.4
2019,NUTS,2010,BE10,2,780.6
1995,NUTS,2010,BE2,1,265.4
1996,NUTS,2010,BE2,1,289.6
1997,NUTS,2010,BE2,1,321.2
1998,NUTS,2010,BE2,1,355.4
1999,NUTS,2010,BE2,1,382.8
2000,NUTS,2010,BE2,1,414.6
2001,NUTS,2010,BE2,1,444.7
2002,NUTS,2010,BE2,1,402.7
2003,NUTS,2010,BE2,1,378.6
2004,NUTS,2010,BE2,1,372.2
2005,NUTS,2010,BE2,1,379.5
2006,NUTS,2010,BE2,1,366.2
2007,NUTS,2010,BE2,1,383.3
2008,NUTS,2010,BE2,1,397.4
2009,NUTS,2010,BE2,1,375.9
2010,NUTS,2010,BE2,1,415.8
2011,NUTS,2010,BE2,1,448.6
2012,NUTS,2010,BE2,1,497.0
2013,NUTS,2010,BE2,1,504.8
2014,NUTS,2010,BE2,1,524.1
2015,NUTS,2010,BE2,1,550.1
2016,NUTS,2010,BE2,1,558.5
2017,NUTS,2010,BE2,1,606.3
2018,NUTS,2010,BE2,1,624.0
2019,NUTS,2010,BE2,1,743.6
2010,NUTS,2010,BE21,2,
2011,NUTS,2010,BE21,2,
2012,NUTS,2010,BE21,2,
2013,NUTS,2010,BE21,2,
2014,NUTS,2010,BE21,2,
2015,NUTS,2010,BE21,2,
2016,NUTS,2010,BE21,2,
2017,NUTS,2010,BE21,2,
2018,NUTS,2010,BE21,2,
2019,NUTS,2010,BE21,2,
2010,NUTS,2010,BE22,2,
2011,NUTS,2010,BE22,2,
2012,NUTS,2010,BE22,2,
2013,NUTS,2010,BE22,2,
2014,NUTS,2010,BE22,2,
2015,NUTS,2010,BE22,2,
2016,NUTS,2010,BE22,2,
2017,NUTS,2010,BE22,2,
2018,NUTS,2010,BE22,2,
2019,NUTS,2010,BE22,2,
2010,NUTS,2010,BE23,2,
2011,NUTS,2010,BE23,2,
2012,NUTS,2010,BE23,2,
2013,NUTS,2010,BE23,2,
2014,NUTS,2010,BE23,2,
2015,NUTS,2010,BE23,2,
2016,NUTS,2010,BE23,2,
2017,NUTS,2010,BE23,2,
2018,NUTS,2010,BE23,2,
2019,NUTS,2010,BE23,2,
2010,NUTS,2010,BE24,2,
2011,NUTS,2010,BE24,2,
2012,NUTS,2010,BE24,2,
2013,NUTS,2010,BE24,2,
2014,NUTS,2010,BE24,2,
2015,NUTS,2010,BE24,2,
2016,NUTS,2010,BE24,2,
2017,NUTS,2010,BE24,2,
2018,NUTS,2010,BE24,2,
2019,NUTS,2010,BE24,2,
2010,NUTS,2010,BE25,2,
2011,NUTS,2010,BE25,2,
2012,NUTS,2010,BE25,2,
2013,NUTS,2010,BE25,2,
2014,NUTS,2010,BE25,2,
2015,NUTS,2010,BE25,2,
2016,NUTS,2010,BE25,2,
2017,NUTS,2010,BE25,2,
2018,NUTS,2010,BE25,2,
2019,NUTS,2010,BE25,2,
1995,NUTS,2010,BE3,1,201.5
1996,NUTS,2010,BE3,1,209.0
1997,NUTS,2010,BE3,1,216.5
1998,NUTS,2010,BE3,1,226.0
1999,NUTS,2010,BE3,1,251.7
2000,NUTS,2010,BE3,1,256.7
2001,NUTS,2010,BE3,1,272.3
2002,NUTS,2010,BE3,1,253.0
2003,NUTS,2010,BE3,1,264.3
2004,NUTS,2010,BE3,1,286.3
2005,NUTS,2010,BE3,1,260.3
2006,NUTS,2010,BE3,1,299.6
2007,NUTS,2010,BE3,1,324.7
2008,NUTS,2010,BE3,1,319.2
2009,NUTS,2010,BE3,1,333.7
2010,NUTS,2010,BE3,1,354.5
2011,NUTS,2010,BE3,1,399.9
2012,NUTS,2010,BE3,1,395.9
2013,NUTS,2010,BE3,1,403.0
2014,NUTS,2010,BE3,1,392.0
2015,NUTS,2010,BE3,1,393.4
2016,NUTS,2010,BE3,1,396.6
2017,NUTS,2010,BE3,1,435.8
2018,NUTS,2010,BE3,1,563.6
2019,NUTS,2010,BE3,1,631.1
2010,NUTS,2010,BE31,2,
2011,NUTS,2010,BE31,2,
2012,NUTS,2010,BE31,2,
2013,NUTS,2010,BE31,2,
2014,NUTS,2010,BE31,2,
2015,NUTS,2010,BE31,2,
2016,NUTS,2010,BE31,2,
2017,NUTS,2010,BE31,2,
2018,NUTS,2010,BE31,2,
2019,NUTS,2010,BE31,2,
2010,NUTS,2010,BE32,2,
2011,NUTS,2010,BE32,2,
2012,NUTS,2010,BE32,2,
2013,NUTS,2010,BE32,2,
2014,NUTS,2010,BE32,2,
2015,NUTS,2010,BE32,2,
2016,NUTS,2010,BE32,2,
2017,NUTS,2010,BE32,2,
2018,NUTS,2010,BE32,2,
2019,NUTS,2010,BE32,2,
2010,NUTS,2010,BE33,2,
2011,NUTS,2010,BE33,2,
2012,NUTS,2010,BE33,2,
2013,NUTS,2010,BE33,2,
2014,NUTS,2010,BE33,2,
2015,NUTS,2010,BE33,2,
2016,NUTS,2010,BE33,2,
2017,NUTS,2010,BE33,2,
2018,NUTS,2010,BE33,2,
2019,NUTS,2010,BE33,2,
2010,NUTS,2010,BE34,2,
2011,NUTS,2010,BE34,2,
2012,NUTS,2010,BE34,2,
2013,NUTS,2010,BE34,2,
2014,NUTS,2010,BE34,2,
2015,NUTS,2010,BE34,2,
2016,NUTS,2010,BE34,2,
2017,NUTS,2010,BE34,2,
2018,NUTS,2010,BE34,2,
2019,NUTS,2010,BE34,2,
2010,NUTS,2010,BE35,2,
2011,NUTS,2010,BE35,2,
2012,NUTS,2010,BE35,2,
2013,NUTS,2010,BE35,2,
2014,NUTS,2010,BE35,2,
2015,NUTS,2010,BE35,2,
2016,NUTS,2010,BE35,2,
2017,NUTS,2010,BE35,2,
2018,NUTS,2010,BE35,2,
2019,NUTS,2010,BE35,2,
1995,NUTS,2010,BG,0,13.6
1996,NUTS,2010,BG,0,16.8
1997,NUTS,2010,BG,0,6.3
1998,NUTS,2010,BG,0,5.5
1999,NUTS,2010,BG,0,6.3
2000,NUTS,2010,BG,0,6.3
2001,NUTS,2010,BG,0,5.7
2002,NUTS,2010,BG,0,5.9
2003,NUTS,2010,BG,0,6.8
2004,NUTS,2010,BG,0,8.7
2005,NUTS,2010,BG,0,8.0
2006,NUTS,2010,BG,0,10.2
2007,NUTS,2010,BG,0,13.0
2008,NUTS,2010,BG,0,14.4
2009,NUTS,2010,BG,0,14.9
2010,NUTS,2010,BG,0,29.2
2011,NUTS,2010,BG,0,29.9
2012,NUTS,2010,BG,0,39.1
2013,NUTS,2010,BG,0,41.7
2014,NUTS,2010,BG,0,56.7
2015,NUTS,2010,BG,0,79.1
2016,NUTS,2010,BG,0,66.4
2017,NUTS,2010,BG,0,63.4
2018,NUTS,2010,BG,0,68.4
2019,NUTS,2010,BG,0,73.9
2020,NUTS,2010,BG,0,73.3
2002,NUTS,2010,BG3,1,
2003,NUTS,2010,BG3,1,3.5
2004,NUTS,2010,BG3,1,3.2
2005,NUTS,2010,BG3,1,2.1
2006,NUTS,2010,BG3,1,4.7
2007,NUTS,2010,BG3,1,3.8
2008,NUTS,2010,BG3,1,4.7
2009,NUTS,2010,BG3,1,5.1
2010,NUTS,2010,BG3,1,5.9
2011,NUTS,2010,BG3,1,4.5
2012,NUTS,2010,BG3,1,6.3
2013,NUTS,2010,BG3,1,9.6
2014,NUTS,2010,BG3,1,12.4
2015,NUTS,2010,BG3,1,28.3
2016,NUTS,2010,BG3,1,27.8
2017,NUTS,2010,BG3,1,28.0
2018,NUTS,2010,BG3,1,27.3
2019,NUTS,2010,BG3,1,26.8
2002,NUTS,2010,BG31,2,
2003,NUTS,2010,BG31,2,
2004,NUTS,2010,BG31,2,
2005,NUTS,2010,BG31,2,
2006,NUTS,2010,BG31,2,
2007,NUTS,2010,BG31,2,2.6
2008,NUTS,2010,BG31,2,2.6
2009,NUTS,2010,BG31,2,
2010,NUTS,2010,BG31,2,
2011,NUTS,2010,BG31,2,
2012,NUTS,2010,BG31,2,
2013,NUTS,2010,BG31,2,
2014,NUTS,2010,BG31,2,7.9
2015,NUTS,2010,BG31,2,31.5
2016,NUTS,2010,BG31,2,27.2
2017,NUTS,2010,BG31,2,27.2
2018,NUTS,2010,BG31,2,32.4
2019,NUTS,2010,BG31,2,24.7
2002,NUTS,2010,BG32,2,9.2
2003,NUTS,2010,BG32,2,6.7
2004,NUTS,2010,BG32,2,6.0
2005,NUTS,2010,BG32,2,2.1
2006,NUTS,2010,BG32,2,
2007,NUTS,2010,BG32,2,2.7
2008,NUTS,2010,BG32,2,3.0
2009,NUTS,2010,BG32,2,3.5
2010,NUTS,2010,BG32,2,5.4
2011,NUTS,2010,BG32,2,
2012,NUTS,2010,BG32,2,5.7
2013,NUTS,2010,BG32,2,8.5
2014,NUTS,2010,BG32,2,9.4
2015,NUTS,2010,BG32,2,39.2
2016,NUTS,2010,BG32,2,31.1
2017,NUTS,2010,BG32,2,29.2
2018,NUTS,2010,BG32,2,24.8
2019,NUTS,2010,BG32,2,27.4
2002,NUTS,2010,BG33,2,
2003,NUTS,2010,BG33,2,
2004,NUTS,2010,BG33,2,
2005,NUTS,2010,BG33,2,
2006,NUTS,2010,BG33,2,6.9
2007,NUTS,2010,BG33,2,3.1
2008,NUTS,2010,BG33,2,5.5
2009,NUTS,2010,BG33,2,
2010,NUTS,2010,BG33,2,
2011,NUTS,2010,BG33,2,4.9
2012,NUTS,2010,BG33,2,
2013,NUTS,2010,BG33,2,
2014,NUTS,2010,BG33,2,12.6
2015,NUTS,2010,BG33,2,19.7
2016,NUTS,2010,BG33,2,31.5
2017,NUTS,2010,BG33,2,30.7
2018,NUTS,2010,BG33,2,26.7
2019,NUTS,2010,BG33,2,27.2
2002,NUTS,2010,BG34,2,3.2
2003,NUTS,2010,BG34,2,3.2
2004,NUTS,2010,BG34,2,2.7
2005,NUTS,2010,BG34,2,2.1
2006,NUTS,2010,BG34,2,5.3
2007,NUTS,2010,BG34,2,6.1
2008,NUTS,2010,BG34,2,7.1
2009,NUTS,2010,BG34,2,7.1
2010,NUTS,2010,BG34,2,10.0
2011,NUTS,2010,BG34,2,5.2
2012,NUTS,2010,BG34,2,7.5
2013,NUTS,2010,BG34,2,9.1
2014,NUTS,2010,BG34,2,18.1
2015,NUTS,2010,BG34,2,25.2
2016,NUTS,2010,BG34,2,22.2
2017,NUTS,2010,BG34,2,25.3
2018,NUTS,2010,BG34,2,26.2
2019,NUTS,2010,BG34,2,27.4
2002,NUTS,2010,BG4,1,
2003,NUTS,2010,BG4,1,10.5
2004,NUTS,2010,BG4,1,14.6
2005,NUTS,2010,BG4,1,14.4
2006,NUTS,2010,BG4,1,16.1
2007,NUTS,2010,BG4,1,22.9
2008,NUTS,2010,BG4,1,24.8
2009,NUTS,2010,BG4,1,25.4
2010,NUTS,2010,BG4,1,53.7
2011,NUTS,2010,BG4,1,56.3
2012,NUTS,2010,BG4,1,72.9
2013,NUTS,2010,BG4,1,74.6
2014,NUTS,2010,BG4,1,102.0
2015,NUTS,2010,BG4,1,130.7
2016,NUTS,2010,BG4,1,105.6
2017,NUTS,2010,BG4,1,99.0
2018,NUTS,2010,BG4,1,109.4
2019,NUTS,2010,BG4,1,120.7
1999,NUTS,2010,BG41,2,15.9
2000,NUTS,2010,BG41,2,17.3
2002,NUTS,2010,BG41,2,14.0
2003,NUTS,2010,BG41,2,16.1
2004,NUTS,2010,BG41,2,24.1
2005,NUTS,2010,BG41,2,22.3
2006,NUTS,2010,BG41,2,24.8
2007,NUTS,2010,BG41,2,33.5
2008,NUTS,2010,BG41,2,29.9
2009,NUTS,2010,BG41,2,39.3
2010,NUTS,2010,BG41,2,86.8
2011,NUTS,2010,BG41,2,91.2
2012,NUTS,2010,BG41,2,116.7
2013,NUTS,2010,BG41,2,120.0
2014,NUTS,2010,BG41,2,162.3
2015,NUTS,2010,BG41,2,198.3
2016,NUTS,2010,BG41,2,154.6
2017,NUTS,2010,BG41,2,143.8
2018,NUTS,2010,BG41,2,162.8
2019,NUTS,2010,BG41,2,180.5
2002,NUTS,2010,BG42,2,
2003,NUTS,2010,BG42,2,3.0
2004,NUTS,2010,BG42,2,1.8
2005,NUTS,2010,BG42,2,3.7
2006,NUTS,2010,BG42,2,4.1
2007,NUTS,2010,BG42,2,8.2
2008,NUTS,2010,BG42,2,17.6
2009,NUTS,2010,BG42,2,5.6
2010,NUTS,2010,BG42,2,6.4
2011,NUTS,2010,BG42,2,6.2
2012,NUTS,2010,BG42,2,9.5
2013,NUTS,2010,BG42,2,8.7
2014,NUTS,2010,BG42,2,13.6
2015,NUTS,2010,BG42,2,31.4
2016,NUTS,2010,BG42,2,33.2
2017,NUTS,2010,BG42,2,32.5
2018,NUTS,2010,BG42,2,30.0
2019,NUTS,2010,BG42,2,31.6
1981,NUTS,2010,CH,0,383.9
1983,NUTS,2010,CH,0,380.2
1986,NUTS,2010,CH,0,542.5
1989,NUTS,2010,CH,0,557.4
1992,NUTS,2010,CH,0,491.2
1996,NUTS,2010,CH,0,504.3
2000,NUTS,2010,CH,0,551.7
2004,NUTS,2010,CH,0,642.9
2008,NUTS,2010,CH,0,721.8
2012,NUTS,2010,CH,0,732.0
2015,NUTS,2010,CH,0,784.1
2017,NUTS,2010,CH,0,783.5
2019,NUTS,2010,CH,0,839.5
1981,NUTS,2010,CH0,1,383.9
1983,NUTS,2010,CH0,1,380.2
1986,NUTS,2010,CH0,1,542.5
1989,NUTS,2010,CH0,1,557.4
1992,NUTS,2010,CH0,1,491.2
1996,NUTS,2010,CH0,1,504.3
2000,NUTS,2010,CH0,1,551.7
2004,NUTS,2010,CH0,1,642.9
2008,NUTS,2010,CH0,1,721.8
2012,NUTS,2010,CH0,1,732.0
2015,NUTS,2010,CH0,1,784.1
2017,NUTS,2010,CH0,1,783.5
2019,NUTS,2010,CH0,1,839.5
2008,NUTS,2010,CH01,2,625.8
2012,NUTS,2010,CH01,2,528.9
2015,NUTS,2010,CH01,2,577.2
2008,NUTS,2010,CH02,2,358.1
2012,NUTS,2010,CH02,2,502.0
2015,NUTS,2010,CH02,2,479.0
2008,NUTS,2010,CH03,2,2510.3
2012,NUTS,2010,CH03,2,2690.7
2015,NUTS,2010,CH03,2,3044.8
2008,NUTS,2010,CH04,2,355.9
2012,NUTS,2010,CH04,2,475.6
2015,NUTS,2010,CH04,2,546.3
2008,NUTS,2010,CH05,2,467.4
2012,NUTS,2010,CH05,2,477.6
2015,NUTS,2010,CH05,2,441.5
2008,NUTS,2010,CH06,2,463.3
2012,NUTS,2010,CH06,2,664.9
2015,NUTS,2010,CH06,2,922.8
2008,NUTS,2010,CH07,2,249.2
2012,NUTS,2010,CH07,2,585.7
2015,NUTS,2010,CH07,2,127.6
1998,NUTS,2010,CY,0,5.3
1999,NUTS,2010,CY,0,8.4
2000,NUTS,2010,CY,0,9.7
2001,NUTS,2010,CY,0,9.4
2002,NUTS,2010,CY,0,12.0
2003,NUTS,2010,CY,0,14.6
2004,NUTS,2010,CY,0,15.8
2005,NUTS,2010,CY,0,18.5
2006,NUTS,2010,CY,0,20.6
2007,NUTS,2010,CY,0,22.3
2008,NUTS,2010,CY,0,21.7
2009,NUTS,2010,CY,0,20.7
2010,NUTS,2010,CY,0,17.8
2011,NUTS,2010,CY,0,15.9
2012,NUTS,2010,CY,0,15.5
2013,NUTS,2010,CY,0,18.9
2014,NUTS,2010,CY,0,22.8
2015,NUTS,2010,CY,0,22.6
2016,NUTS,2010,CY,0,42.7
2017,NUTS,2010,CY,0,46.9
2018,NUTS,2010,CY,0,60.5
2019,NUTS,2010,CY,0,77.4
2020,NUTS,2010,CY,0,87.4
1998,NUTS,2010,CY0,1,5.3
1999,NUTS,2010,CY0,1,8.4
2000,NUTS,2010,CY0,1,9.7
2001,NUTS,2010,CY0,1,9.4
2002,NUTS,2010,CY0,1,12.0
2003,NUTS,2010,CY0,1,14.6
2004,NUTS,2010,CY0,1,15.8
2005,NUTS,2010,CY0,1,18.5
2006,NUTS,2010,CY0,1,20.6
2007,NUTS,2010,CY0,1,22.3
2008,NUTS,2010,CY0,1,21.7
2009,NUTS,2010,CY0,1,20.7
2010,NUTS,2010,CY0,1,17.8
2011,NUTS,2010,CY0,1,15.9
2012,NUTS,2010,CY0,1,15.5
2013,NUTS,2010,CY0,1,18.9
2014,NUTS,2010,CY0,1,22.8
2015,NUTS,2010,CY0,1,22.6
2016,NUTS,2010,CY0,1,42.7
2017,NUTS,2010,CY0,1,46.9
2018,NUTS,2010,CY0,1,60.5
2019,NUTS,2010,CY0,1,77.4
2020,NUTS,2010,CY0,1,87.4
1998,NUTS,2010,CY00,2,5.3
1999,NUTS,2010,CY00,2,8.4
2000,NUTS,2010,CY00,2,9.7
2001,NUTS,2010,CY00,2,9.4
2002,NUTS,2010,CY00,2,12.0
2003,NUTS,2010,CY00,2,14.6
2004,NUTS,2010,CY00,2,15.8
2005,NUTS,2010,CY00,2,18.5
2006,NUTS,2010,CY00,2,20.6
2007,NUTS,2010,CY00,2,22.3
2008,NUTS,2010,CY00,2,21.7
2009,NUTS,2010,CY00,2,20.7
2010,NUTS,2010,CY00,2,17.8
2011,NUTS,2010,CY00,2,15.9
2012,NUTS,2010,CY00,2,15.5
2013,NUTS,2010,CY00,2,18.9
2014,NUTS,2010,CY00,2,22.8
2015,NUTS,2010,CY00,2,22.6
2016,NUTS,2010,CY00,2,42.7
2017,NUTS,2010,CY00,2,46.9
2018,NUTS,2010,CY00,2,60.5
2019,NUTS,2010,CY00,2,77.4
2020,NUTS,2010,CY00,2,87.4
1995,NUTS,2010,CZ,0,77.2
1996,NUTS,2010,CZ,0,75.3
1997,NUTS,2010,CZ,0,87.4
1998,NUTS,2010,CZ,0,96.1
1999,NUTS,2010,CZ,0,94.0
2000,NUTS,2010,CZ,0,98.8
2001,NUTS,2010,CZ,0,101.6
2002,NUTS,2010,CZ,0,105.0
2003,NUTS,2010,CZ,0,113.0
2004,NUTS,2010,CZ,0,120.9
2005,NUTS,2010,CZ,0,122.3
2006,NUTS,2010,CZ,0,138.7
2007,NUTS,2010,CZ,0,151.7
2008,NUTS,2010,CZ,0,146.9
2009,NUTS,2010,CZ,0,139.1
2010,NUTS,2010,CZ,0,152.8
2011,NUTS,2010,CZ,0,173.2
2012,NUTS,2010,CZ,0,190.4
2013,NUTS,2010,CZ,0,203.8
2014,NUTS,2010,CZ,0,224.7
