year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_pps_hab_kp05
2015,NUTS,2010,EE0,1,109.5
2016,NUTS,2010,EE0,1,106.9
2017,NUTS,2010,EE0,1,106.5
2018,NUTS,2010,EE0,1,110.1
2019,NUTS,2010,EE0,1,165.7
2020,NUTS,2010,EE0,1,181.3
1998,NUTS,2010,EE00,2,9.4
1999,NUTS,2010,EE00,2,13.8
2000,NUTS,2010,EE00,2,12.5
2001,NUTS,2010,EE00,2,23.1
2002,NUTS,2010,EE00,2,23.1
2003,NUTS,2010,EE00,2,29.7
2004,NUTS,2010,EE00,2,40.6
2005,NUTS,2010,EE00,2,56.1
2006,NUTS,2010,EE00,2,74.2
2007,NUTS,2010,EE00,2,81.0
2008,NUTS,2010,EE00,2,83.5
2009,NUTS,2010,EE00,2,82.5
2010,NUTS,2010,EE00,2,107.4
2011,NUTS,2010,EE00,2,212.4
2012,NUTS,2010,EE00,2,184.6
2013,NUTS,2010,EE00,2,126.6
2014,NUTS,2010,EE00,2,99.0
2015,NUTS,2010,EE00,2,109.5
2016,NUTS,2010,EE00,2,106.9
2017,NUTS,2010,EE00,2,106.5
2018,NUTS,2010,EE00,2,110.1
2019,NUTS,2010,EE00,2,165.7
2020,NUTS,2010,EE00,2,181.3
1995,NUTS,2010,EL,0,18.6
1996,NUTS,2010,EL,0,16.0
1997,NUTS,2010,EL,0,17.6
1999,NUTS,2010,EL,0,27.6
2000,NUTS,2010,EL,0,24.9
2001,NUTS,2010,EL,0,33.4
2002,NUTS,2010,EL,0,33.2
2003,NUTS,2010,EL,0,35.0
2004,NUTS,2010,EL,0,34.3
2005,NUTS,2010,EL,0,37.6
2006,NUTS,2010,EL,0,37.2
2007,NUTS,2010,EL,0,37.5
2008,NUTS,2010,EL,0,46.8
2009,NUTS,2010,EL,0,48.9
2010,NUTS,2010,EL,0,48.5
2011,NUTS,2010,EL,0,43.7
2012,NUTS,2010,EL,0,41.5
2013,NUTS,2010,EL,0,45.5
2014,NUTS,2010,EL,0,48.2
2015,NUTS,2010,EL,0,54.2
2016,NUTS,2010,EL,0,72.3
2017,NUTS,2010,EL,0,97.0
2018,NUTS,2010,EL,0,102.8
2019,NUTS,2010,EL,0,105.5
2020,NUTS,2010,EL,0,113.3
1995,NUTS,2010,EL3,1,32.8
1996,NUTS,2010,EL3,1,28.6
1997,NUTS,2010,EL3,1,31.9
1999,NUTS,2010,EL3,1,48.7
2003,NUTS,2010,EL3,1,68.1
2005,NUTS,2010,EL3,1,84.4
2007,NUTS,2010,EL3,1,87.8
2011,NUTS,2010,EL3,1,91.6
2013,NUTS,2010,EL3,1,101.8
2015,NUTS,2010,EL3,1,124.2
2017,NUTS,2010,EL3,1,210.5
2018,NUTS,2010,EL3,1,224.3
2019,NUTS,2010,EL3,1,232.5
1995,NUTS,2010,EL30,2,32.8
1996,NUTS,2010,EL30,2,28.6
1997,NUTS,2010,EL30,2,31.9
1999,NUTS,2010,EL30,2,48.7
2003,NUTS,2010,EL30,2,68.1
2005,NUTS,2010,EL30,2,84.4
2007,NUTS,2010,EL30,2,87.8
2011,NUTS,2010,EL30,2,91.6
2013,NUTS,2010,EL30,2,101.8
2015,NUTS,2010,EL30,2,124.2
2017,NUTS,2010,EL30,2,210.5
2018,NUTS,2010,EL30,2,224.3
2019,NUTS,2010,EL30,2,232.5
1995,NUTS,2010,EL4,1,3.8
1996,NUTS,2010,EL4,1,3.4
1997,NUTS,2010,EL4,1,4.7
1999,NUTS,2010,EL4,1,4.5
2003,NUTS,2010,EL4,1,2.4
2005,NUTS,2010,EL4,1,7.2
2007,NUTS,2010,EL4,1,4.2
2011,NUTS,2010,EL4,1,6.7
2013,NUTS,2010,EL4,1,5.5
2015,NUTS,2010,EL4,1,9.3
2017,NUTS,2010,EL4,1,12.3
2018,NUTS,2010,EL4,1,13.7
2019,NUTS,2010,EL4,1,12.6
1995,NUTS,2010,EL41,2,8.0
1996,NUTS,2010,EL41,2,3.5
1997,NUTS,2010,EL41,2,2.0
1999,NUTS,2010,EL41,2,1.9
2003,NUTS,2010,EL41,2,0.0
2005,NUTS,2010,EL41,2,1.1
2007,NUTS,2010,EL41,2,0.0
2011,NUTS,2010,EL41,2,3.3
2013,NUTS,2010,EL41,2,2.0
2015,NUTS,2010,EL41,2,5.6
2017,NUTS,2010,EL41,2,4.5
2018,NUTS,2010,EL41,2,5.3
2019,NUTS,2010,EL41,2,6.5
1995,NUTS,2010,EL42,2,3.1
1996,NUTS,2010,EL42,2,1.8
1997,NUTS,2010,EL42,2,1.7
1999,NUTS,2010,EL42,2,2.9
2003,NUTS,2010,EL42,2,2.1
2005,NUTS,2010,EL42,2,2.7
2007,NUTS,2010,EL42,2,0.0
2011,NUTS,2010,EL42,2,2.0
2013,NUTS,2010,EL42,2,0.7
2015,NUTS,2010,EL42,2,0.2
2017,NUTS,2010,EL42,2,0.2
2018,NUTS,2010,EL42,2,1.5
2019,NUTS,2010,EL42,2,1.8
1995,NUTS,2010,EL43,2,2.7
1996,NUTS,2010,EL43,2,4.1
1997,NUTS,2010,EL43,2,7.2
1999,NUTS,2010,EL43,2,6.3
2003,NUTS,2010,EL43,2,4.2
2005,NUTS,2010,EL43,2,10.9
2007,NUTS,2010,EL43,2,7.9
2011,NUTS,2010,EL43,2,10.4
2013,NUTS,2010,EL43,2,9.1
2015,NUTS,2010,EL43,2,15.3
2017,NUTS,2010,EL43,2,21.4
2018,NUTS,2010,EL43,2,23.1
2019,NUTS,2010,EL43,2,20.5
2011,NUTS,2010,EL5,1,19.9
2013,NUTS,2010,EL5,1,14.5
2015,NUTS,2010,EL5,1,16.6
2017,NUTS,2010,EL5,1,52.6
2018,NUTS,2010,EL5,1,46.3
2019,NUTS,2010,EL5,1,38.3
1995,NUTS,2010,EL51,2,9.5
1996,NUTS,2010,EL51,2,5.0
1997,NUTS,2010,EL51,2,7.1
1999,NUTS,2010,EL51,2,12.6
2003,NUTS,2010,EL51,2,14.1
2005,NUTS,2010,EL51,2,2.7
2007,NUTS,2010,EL51,2,1.7
2011,NUTS,2010,EL51,2,22.5
2013,NUTS,2010,EL51,2,16.9
2015,NUTS,2010,EL51,2,9.8
2017,NUTS,2010,EL51,2,25.2
2018,NUTS,2010,EL51,2,23.9
2019,NUTS,2010,EL51,2,20.6
1995,NUTS,2010,EL52,2,12.8
1996,NUTS,2010,EL52,2,11.8
1997,NUTS,2010,EL52,2,13.2
1999,NUTS,2010,EL52,2,15.1
2003,NUTS,2010,EL52,2,28.1
2005,NUTS,2010,EL52,2,24.6
2007,NUTS,2010,EL52,2,18.0
2011,NUTS,2010,EL52,2,24.7
2013,NUTS,2010,EL52,2,16.2
2015,NUTS,2010,EL52,2,21.0
2017,NUTS,2010,EL52,2,67.2
2018,NUTS,2010,EL52,2,60.4
2019,NUTS,2010,EL52,2,50.3
1995,NUTS,2010,EL53,2,19.8
1996,NUTS,2010,EL53,2,8.1
1997,NUTS,2010,EL53,2,8.6
1999,NUTS,2010,EL53,2,1.6
2003,NUTS,2010,EL53,2,11.6
2005,NUTS,2010,EL53,2,0.7
2007,NUTS,2010,EL53,2,0.0
2011,NUTS,2010,EL53,2,2.4
2013,NUTS,2010,EL53,2,3.6
2015,NUTS,2010,EL53,2,8.1
2017,NUTS,2010,EL53,2,7.9
2018,NUTS,2010,EL53,2,18.8
2019,NUTS,2010,EL53,2,13.8
1995,NUTS,2010,EL54,2,3.7
1996,NUTS,2010,EL54,2,8.6
1997,NUTS,2010,EL54,2,6.4
1999,NUTS,2010,EL54,2,3.0
2003,NUTS,2010,EL54,2,0.4
2005,NUTS,2010,EL54,2,0.7
2007,NUTS,2010,EL54,2,2.5
2011,NUTS,2010,EL54,2,3.5
2013,NUTS,2010,EL54,2,10.2
2015,NUTS,2010,EL54,2,10.7
2017,NUTS,2010,EL54,2,56.5
2018,NUTS,2010,EL54,2,30.0
2019,NUTS,2010,EL54,2,22.7
2011,NUTS,2010,EL6,1,17.7
2013,NUTS,2010,EL6,1,18.0
2015,NUTS,2010,EL6,1,18.5
2017,NUTS,2010,EL6,1,26.7
2018,NUTS,2010,EL6,1,37.8
2019,NUTS,2010,EL6,1,47.4
1995,NUTS,2010,EL61,2,8.3
1996,NUTS,2010,EL61,2,7.2
1997,NUTS,2010,EL61,2,6.0
1999,NUTS,2010,EL61,2,7.2
2003,NUTS,2010,EL61,2,9.2
2005,NUTS,2010,EL61,2,0.8
2007,NUTS,2010,EL61,2,0.6
2011,NUTS,2010,EL61,2,1.5
2013,NUTS,2010,EL61,2,5.9
2015,NUTS,2010,EL61,2,3.6
2017,NUTS,2010,EL61,2,13.2
2018,NUTS,2010,EL61,2,25.7
2019,NUTS,2010,EL61,2,34.3
1995,NUTS,2010,EL62,2,0.9
1996,NUTS,2010,EL62,2,2.8
1997,NUTS,2010,EL62,2,2.3
1999,NUTS,2010,EL62,2,0.5
2003,NUTS,2010,EL62,2,0.0
2005,NUTS,2010,EL62,2,0.7
2007,NUTS,2010,EL62,2,0.6
2011,NUTS,2010,EL62,2,1.1
2013,NUTS,2010,EL62,2,0.4
2015,NUTS,2010,EL62,2,4.1
2017,NUTS,2010,EL62,2,4.0
2018,NUTS,2010,EL62,2,14.0
2019,NUTS,2010,EL62,2,16.4
1995,NUTS,2010,EL63,2,6.9
1996,NUTS,2010,EL63,2,8.1
1997,NUTS,2010,EL63,2,7.8
1999,NUTS,2010,EL63,2,12.2
2003,NUTS,2010,EL63,2,4.8
2005,NUTS,2010,EL63,2,20.0
2007,NUTS,2010,EL63,2,25.2
2011,NUTS,2010,EL63,2,17.5
2013,NUTS,2010,EL63,2,18.6
2015,NUTS,2010,EL63,2,23.1
2017,NUTS,2010,EL63,2,29.8
2018,NUTS,2010,EL63,2,34.5
2019,NUTS,2010,EL63,2,40.6
1995,NUTS,2010,EL64,2,28.6
1996,NUTS,2010,EL64,2,23.6
1997,NUTS,2010,EL64,2,20.7
1999,NUTS,2010,EL64,2,34.8
2003,NUTS,2010,EL64,2,10.6
2005,NUTS,2010,EL64,2,15.1
2007,NUTS,2010,EL64,2,9.2
2011,NUTS,2010,EL64,2,51.4
2013,NUTS,2010,EL64,2,45.1
2015,NUTS,2010,EL64,2,51.3
2017,NUTS,2010,EL64,2,58.1
2018,NUTS,2010,EL64,2,59.9
2019,NUTS,2010,EL64,2,84.5
1995,NUTS,2010,EL65,2,11.4
1996,NUTS,2010,EL65,2,7.4
1997,NUTS,2010,EL65,2,11.5
1999,NUTS,2010,EL65,2,57.9
2003,NUTS,2010,EL65,2,14.2
2005,NUTS,2010,EL65,2,0.1
2007,NUTS,2010,EL65,2,0.3
2011,NUTS,2010,EL65,2,12.1
2013,NUTS,2010,EL65,2,13.1
2015,NUTS,2010,EL65,2,5.9
2017,NUTS,2010,EL65,2,18.0
2018,NUTS,2010,EL65,2,44.0
2019,NUTS,2010,EL65,2,46.8
1995,NUTS,2010,ES,0,64.4
1996,NUTS,2010,ES,0,67.5
1997,NUTS,2010,ES,0,69.4
1998,NUTS,2010,ES,0,84.1
1999,NUTS,2010,ES,0,86.3
2000,NUTS,2010,ES,0,98.3
2001,NUTS,2010,ES,0,99.8
2002,NUTS,2010,ES,0,114.4
2003,NUTS,2010,ES,0,122.3
2004,NUTS,2010,ES,0,126.7
2005,NUTS,2010,ES,0,134.8
2006,NUTS,2010,ES,0,152.5
2007,NUTS,2010,ES,0,164.7
2008,NUTS,2010,ES,0,171.1
2009,NUTS,2010,ES,0,158.2
2010,NUTS,2010,ES,0,155.8
2011,NUTS,2010,ES,0,153.0
2012,NUTS,2010,ES,0,146.4
2013,NUTS,2010,ES,0,142.2
2014,NUTS,2010,ES,0,140.7
2015,NUTS,2010,ES,0,142.9
2016,NUTS,2010,ES,0,146.7
2017,NUTS,2010,ES,0,156.8
2018,NUTS,2010,ES,0,168.8
2019,NUTS,2010,ES,0,171.4
2020,NUTS,2010,ES,0,168.6
1995,NUTS,2010,ES1,1,14.6
1996,NUTS,2010,ES1,1,15.4
1997,NUTS,2010,ES1,1,21.1
1998,NUTS,2010,ES1,1,34.3
1999,NUTS,2010,ES1,1,30.2
2000,NUTS,2010,ES1,1,39.9
2001,NUTS,2010,ES1,1,36.5
2002,NUTS,2010,ES1,1,46.8
2003,NUTS,2010,ES1,1,53.0
2004,NUTS,2010,ES1,1,52.8
2005,NUTS,2010,ES1,1,64.1
2006,NUTS,2010,ES1,1,74.5
2007,NUTS,2010,ES1,1,100.5
2008,NUTS,2010,ES1,1,95.3
2009,NUTS,2010,ES1,1,82.7
2010,NUTS,2010,ES1,1,84.3
2011,NUTS,2010,ES1,1,87.0
2012,NUTS,2010,ES1,1,80.8
2013,NUTS,2010,ES1,1,76.3
2014,NUTS,2010,ES1,1,77.3
2015,NUTS,2010,ES1,1,72.7
2016,NUTS,2010,ES1,1,76.8
2017,NUTS,2010,ES1,1,93.0
2018,NUTS,2010,ES1,1,98.6
2019,NUTS,2010,ES1,1,104.6
1995,NUTS,2010,ES11,2,13.9
1996,NUTS,2010,ES11,2,14.6
1997,NUTS,2010,ES11,2,19.0
1998,NUTS,2010,ES11,2,24.5
1999,NUTS,2010,ES11,2,24.8
2000,NUTS,2010,ES11,2,32.2
2001,NUTS,2010,ES11,2,30.5
2002,NUTS,2010,ES11,2,49.9
2003,NUTS,2010,ES11,2,57.6
2004,NUTS,2010,ES11,2,56.2
2005,NUTS,2010,ES11,2,68.8
2006,NUTS,2010,ES11,2,74.3
2007,NUTS,2010,ES11,2,111.0
2008,NUTS,2010,ES11,2,98.6
2009,NUTS,2010,ES11,2,81.1
2010,NUTS,2010,ES11,2,83.4
2011,NUTS,2010,ES11,2,88.7
2012,NUTS,2010,ES11,2,78.2
2013,NUTS,2010,ES11,2,74.9
2014,NUTS,2010,ES11,2,79.8
2015,NUTS,2010,ES11,2,78.2
2016,NUTS,2010,ES11,2,84.0
2017,NUTS,2010,ES11,2,100.3
2018,NUTS,2010,ES11,2,102.1
2019,NUTS,2010,ES11,2,112.5
1995,NUTS,2010,ES12,2,17.4
1996,NUTS,2010,ES12,2,18.4
1997,NUTS,2010,ES12,2,25.6
1998,NUTS,2010,ES12,2,37.6
1999,NUTS,2010,ES12,2,39.0
2000,NUTS,2010,ES12,2,68.4
2001,NUTS,2010,ES12,2,48.5
2002,NUTS,2010,ES12,2,41.8
2003,NUTS,2010,ES12,2,50.3
2004,NUTS,2010,ES12,2,53.0
2005,NUTS,2010,ES12,2,65.7
2006,NUTS,2010,ES12,2,84.7
2007,NUTS,2010,ES12,2,89.7
2008,NUTS,2010,ES12,2,89.5
2009,NUTS,2010,ES12,2,84.4
2010,NUTS,2010,ES12,2,87.7
2011,NUTS,2010,ES12,2,88.3
2012,NUTS,2010,ES12,2,91.4
2013,NUTS,2010,ES12,2,87.1
2014,NUTS,2010,ES12,2,81.0
2015,NUTS,2010,ES12,2,64.9
2016,NUTS,2010,ES12,2,68.0
2017,NUTS,2010,ES12,2,89.4
2018,NUTS,2010,ES12,2,102.5
2019,NUTS,2010,ES12,2,102.6
1995,NUTS,2010,ES13,2,12.4
1996,NUTS,2010,ES13,2,13.1
1997,NUTS,2010,ES13,2,23.0
1998,NUTS,2010,ES13,2,76.9
1999,NUTS,2010,ES13,2,39.8
2000,NUTS,2010,ES13,2,21.9
2001,NUTS,2010,ES13,2,42.8
2002,NUTS,2010,ES13,2,41.0
2003,NUTS,2010,ES13,2,35.3
2004,NUTS,2010,ES13,2,35.5
2005,NUTS,2010,ES13,2,38.1
2006,NUTS,2010,ES13,2,56.3
2007,NUTS,2010,ES13,2,70.2
2008,NUTS,2010,ES13,2,90.3
2009,NUTS,2010,ES13,2,87.4
2010,NUTS,2010,ES13,2,82.9
2011,NUTS,2010,ES13,2,76.6
2012,NUTS,2010,ES13,2,74.0
2013,NUTS,2010,ES13,2,63.1
2014,NUTS,2010,ES13,2,59.1
2015,NUTS,2010,ES13,2,59.0
2016,NUTS,2010,ES13,2,59.1
2017,NUTS,2010,ES13,2,64.9
2018,NUTS,2010,ES13,2,75.4
2019,NUTS,2010,ES13,2,71.2
1995,NUTS,2010,ES2,1,116.9
1996,NUTS,2010,ES2,1,122.9
1997,NUTS,2010,ES2,1,124.0
1998,NUTS,2010,ES2,1,153.1
1999,NUTS,2010,ES2,1,153.6
2000,NUTS,2010,ES2,1,162.1
2001,NUTS,2010,ES2,1,182.4
2002,NUTS,2010,ES2,1,187.6
2003,NUTS,2010,ES2,1,210.0
2004,NUTS,2010,ES2,1,240.2
2005,NUTS,2010,ES2,1,242.4
2006,NUTS,2010,ES2,1,278.6
2007,NUTS,2010,ES2,1,325.7
2008,NUTS,2010,ES2,1,347.9
2009,NUTS,2010,ES2,1,337.9
2010,NUTS,2010,ES2,1,320.9
2011,NUTS,2010,ES2,1,332.3
2012,NUTS,2010,ES2,1,327.9
2013,NUTS,2010,ES2,1,302.5
2014,NUTS,2010,ES2,1,303.8
2015,NUTS,2010,ES2,1,288.1
2016,NUTS,2010,ES2,1,298.1
2017,NUTS,2010,ES2,1,312.1
2018,NUTS,2010,ES2,1,327.5
2019,NUTS,2010,ES2,1,329.2
1995,NUTS,2010,ES21,2,174.4
1996,NUTS,2010,ES21,2,183.6
1997,NUTS,2010,ES21,2,188.1
1998,NUTS,2010,ES21,2,218.4
1999,NUTS,2010,ES21,2,208.2
2000,NUTS,2010,ES21,2,223.4
2001,NUTS,2010,ES21,2,259.6
2002,NUTS,2010,ES21,2,252.4
2003,NUTS,2010,ES21,2,281.5
2004,NUTS,2010,ES21,2,324.5
2005,NUTS,2010,ES21,2,324.3
2006,NUTS,2010,ES21,2,361.7
2007,NUTS,2010,ES21,2,457.7
2008,NUTS,2010,ES21,2,487.9
2009,NUTS,2010,ES21,2,460.7
2010,NUTS,2010,ES21,2,434.9
2011,NUTS,2010,ES21,2,471.2
2012,NUTS,2010,ES21,2,480.1
2013,NUTS,2010,ES21,2,440.2
2014,NUTS,2010,ES21,2,434.1
2015,NUTS,2010,ES21,2,415.2
2016,NUTS,2010,ES21,2,432.6
2017,NUTS,2010,ES21,2,441.6
2018,NUTS,2010,ES21,2,474.2
2019,NUTS,2010,ES21,2,475.4
1995,NUTS,2010,ES22,2,87.0
1996,NUTS,2010,ES22,2,90.9
1997,NUTS,2010,ES22,2,89.3
1998,NUTS,2010,ES22,2,120.2
1999,NUTS,2010,ES22,2,143.0
2000,NUTS,2010,ES22,2,146.1
2001,NUTS,2010,ES22,2,180.3
2002,NUTS,2010,ES22,2,193.5
2003,NUTS,2010,ES22,2,259.9
2004,NUTS,2010,ES22,2,320.6
2005,NUTS,2010,ES22,2,309.7
2006,NUTS,2010,ES22,2,371.1
2007,NUTS,2010,ES22,2,359.7
2008,NUTS,2010,ES22,2,388.1
2009,NUTS,2010,ES22,2,411.7
2010,NUTS,2010,ES22,2,386.5
2011,NUTS,2010,ES22,2,402.5
2012,NUTS,2010,ES22,2,358.3
2013,NUTS,2010,ES22,2,328.1
2014,NUTS,2010,ES22,2,327.6
2015,NUTS,2010,ES22,2,307.5
2016,NUTS,2010,ES22,2,316.5
2017,NUTS,2010,ES22,2,352.3
2018,NUTS,2010,ES22,2,337.4
2019,NUTS,2010,ES22,2,337.0
1995,NUTS,2010,ES23,2,36.4
1996,NUTS,2010,ES23,2,38.1
1997,NUTS,2010,ES23,2,33.5
1998,NUTS,2010,ES23,2,59.9
1999,NUTS,2010,ES23,2,53.2
2000,NUTS,2010,ES23,2,79.3
2001,NUTS,2010,ES23,2,62.4
2002,NUTS,2010,ES23,2,74.4
2003,NUTS,2010,ES23,2,94.4
2004,NUTS,2010,ES23,2,102.4
2005,NUTS,2010,ES23,2,104.4
2006,NUTS,2010,ES23,2,170.6
2007,NUTS,2010,ES23,2,183.3
2008,NUTS,2010,ES23,2,139.6
2009,NUTS,2010,ES23,2,141.1
2010,NUTS,2010,ES23,2,126.7
2011,NUTS,2010,ES23,2,131.0
2012,NUTS,2010,ES23,2,108.9
2013,NUTS,2010,ES23,2,91.5
2014,NUTS,2010,ES23,2,120.4
2015,NUTS,2010,ES23,2,104.0
2016,NUTS,2010,ES23,2,97.8
2017,NUTS,2010,ES23,2,117.8
2018,NUTS,2010,ES23,2,98.3
2019,NUTS,2010,ES23,2,93.9
1995,NUTS,2010,ES24,2,47.5
1996,NUTS,2010,ES24,2,49.9
1997,NUTS,2010,ES24,2,48.2
1998,NUTS,2010,ES24,2,75.3
1999,NUTS,2010,ES24,2,86.1
2000,NUTS,2010,ES24,2,81.8
2001,NUTS,2010,ES24,2,77.3
2002,NUTS,2010,ES24,2,99.5
2003,NUTS,2010,ES24,2,91.7
2004,NUTS,2010,ES24,2,91.8
2005,NUTS,2010,ES24,2,105.6
2006,NUTS,2010,ES24,2,122.4
2007,NUTS,2010,ES24,2,125.3
2008,NUTS,2010,ES24,2,150.7
2009,NUTS,2010,ES24,2,151.6
2010,NUTS,2010,ES24,2,151.5
2011,NUTS,2010,ES24,2,121.4
2012,NUTS,2010,ES24,2,118.3
2013,NUTS,2010,ES24,2,116.5
2014,NUTS,2010,ES24,2,123.8
2015,NUTS,2010,ES24,2,115.7
2016,NUTS,2010,ES24,2,116.0
2017,NUTS,2010,ES24,2,125.5
2018,NUTS,2010,ES24,2,134.2
2019,NUTS,2010,ES24,2,139.4
1995,NUTS,2010,ES3,1,182.0
1996,NUTS,2010,ES3,1,189.8
1997,NUTS,2010,ES3,1,184.1
1998,NUTS,2010,ES3,1,203.3
1999,NUTS,2010,ES3,1,215.6
2000,NUTS,2010,ES3,1,232.1
2001,NUTS,2010,ES3,1,253.6
2002,NUTS,2010,ES3,1,287.8
2003,NUTS,2010,ES3,1,272.0
2004,NUTS,2010,ES3,1,265.7
2005,NUTS,2010,ES3,1,303.6
2006,NUTS,2010,ES3,1,356.6
2007,NUTS,2010,ES3,1,344.4
2008,NUTS,2010,ES3,1,347.7
2009,NUTS,2010,ES3,1,326.1
2010,NUTS,2010,ES3,1,317.7
2011,NUTS,2010,ES3,1,311.8
2012,NUTS,2010,ES3,1,283.7
2013,NUTS,2010,ES3,1,292.0
2014,NUTS,2010,ES3,1,278.3
2015,NUTS,2010,ES3,1,300.3
2016,NUTS,2010,ES3,1,296.7
2017,NUTS,2010,ES3,1,310.0
2018,NUTS,2010,ES3,1,328.3
2019,NUTS,2010,ES3,1,332.4
1995,NUTS,2010,ES30,2,182.0
1996,NUTS,2010,ES30,2,189.8
1997,NUTS,2010,ES30,2,184.1
1998,NUTS,2010,ES30,2,203.3
1999,NUTS,2010,ES30,2,215.6
2000,NUTS,2010,ES30,2,232.1
2001,NUTS,2010,ES30,2,253.6
2002,NUTS,2010,ES30,2,287.8
2003,NUTS,2010,ES30,2,272.0
2004,NUTS,2010,ES30,2,265.7
2005,NUTS,2010,ES30,2,303.6
2006,NUTS,2010,ES30,2,356.6
2007,NUTS,2010,ES30,2,344.4
2008,NUTS,2010,ES30,2,347.7
2009,NUTS,2010,ES30,2,326.1
2010,NUTS,2010,ES30,2,317.7
2011,NUTS,2010,ES30,2,311.8
2012,NUTS,2010,ES30,2,283.7
2013,NUTS,2010,ES30,2,292.0
2014,NUTS,2010,ES30,2,278.3
2015,NUTS,2010,ES30,2,300.3
2016,NUTS,2010,ES30,2,296.7
2017,NUTS,2010,ES30,2,310.0
2018,NUTS,2010,ES30,2,328.3
2019,NUTS,2010,ES30,2,332.4
1995,NUTS,2010,ES4,1,25.1
1996,NUTS,2010,ES4,1,26.4
1997,NUTS,2010,ES4,1,29.3
1998,NUTS,2010,ES4,1,28.1
1999,NUTS,2010,ES4,1,29.9
2000,NUTS,2010,ES4,1,45.2
2001,NUTS,2010,ES4,1,45.0
2002,NUTS,2010,ES4,1,49.8
2003,NUTS,2010,ES4,1,54.2
2004,NUTS,2010,ES4,1,61.5
2005,NUTS,2010,ES4,1,63.0
2006,NUTS,2010,ES4,1,71.5
2007,NUTS,2010,ES4,1,87.7
2008,NUTS,2010,ES4,1,109.0
2009,NUTS,2010,ES4,1,80.3
2010,NUTS,2010,ES4,1,82.3
2011,NUTS,2010,ES4,1,82.0
2012,NUTS,2010,ES4,1,92.8
2013,NUTS,2010,ES4,1,74.6
2014,NUTS,2010,ES4,1,72.7
2015,NUTS,2010,ES4,1,69.8
2016,NUTS,2010,ES4,1,87.6
2017,NUTS,2010,ES4,1,101.3
2018,NUTS,2010,ES4,1,111.4
2019,NUTS,2010,ES4,1,117.8
1995,NUTS,2010,ES41,2,25.1
1996,NUTS,2010,ES41,2,26.5
1997,NUTS,2010,ES41,2,26.3
1998,NUTS,2010,ES41,2,26.5
1999,NUTS,2010,ES41,2,41.4
2000,NUTS,2010,ES41,2,48.4
2001,NUTS,2010,ES41,2,79.7
2002,NUTS,2010,ES41,2,82.1
2003,NUTS,2010,ES41,2,90.4
2004,NUTS,2010,ES41,2,102.3
2005,NUTS,2010,ES41,2,103.7
2006,NUTS,2010,ES41,2,117.5
2007,NUTS,2010,ES41,2,144.1
2008,NUTS,2010,ES41,2,174.6
2009,NUTS,2010,ES41,2,126.3
2010,NUTS,2010,ES41,2,123.4
2011,NUTS,2010,ES41,2,118.4
2012,NUTS,2010,ES41,2,145.2
2013,NUTS,2010,ES41,2,114.0
2014,NUTS,2010,ES41,2,109.5
2015,NUTS,2010,ES41,2,111.5
2016,NUTS,2010,ES41,2,141.4
2017,NUTS,2010,ES41,2,170.1
2018,NUTS,2010,ES41,2,192.8
2019,NUTS,2010,ES41,2,199.9
1995,NUTS,2010,ES42,2,38.3
1996,NUTS,2010,ES42,2,40.0
1997,NUTS,2010,ES42,2,50.7
1998,NUTS,2010,ES42,2,42.9
1999,NUTS,2010,ES42,2,26.0
2000,NUTS,2010,ES42,2,56.9
2001,NUTS,2010,ES42,2,19.0
2002,NUTS,2010,ES42,2,28.9
2003,NUTS,2010,ES42,2,30.1
2004,NUTS,2010,ES42,2,31.3
2005,NUTS,2010,ES42,2,31.4
2006,NUTS,2010,ES42,2,40.4
2007,NUTS,2010,ES42,2,53.3
2008,NUTS,2010,ES42,2,71.0
2009,NUTS,2010,ES42,2,56.7
2010,NUTS,2010,ES42,2,62.1
2011,NUTS,2010,ES42,2,67.8
2012,NUTS,2010,ES42,2,66.5
2013,NUTS,2010,ES42,2,54.1
2014,NUTS,2010,ES42,2,54.9
2015,NUTS,2010,ES42,2,47.4
2016,NUTS,2010,ES42,2,60.2
2017,NUTS,2010,ES42,2,61.1
2018,NUTS,2010,ES42,2,59.6
2019,NUTS,2010,ES42,2,67.8
1995,NUTS,2010,ES43,2,4.1
1996,NUTS,2010,ES43,2,4.3
1997,NUTS,2010,ES43,2,2.1
1998,NUTS,2010,ES43,2,7.8
1999,NUTS,2010,ES43,2,9.3
2000,NUTS,2010,ES43,2,18.3
2001,NUTS,2010,ES43,2,7.6
2002,NUTS,2010,ES43,2,9.6
2003,NUTS,2010,ES43,2,11.0
2004,NUTS,2010,ES43,2,19.0
2005,NUTS,2010,ES43,2,23.7
2006,NUTS,2010,ES43,2,20.2
2007,NUTS,2010,ES43,2,19.4
2008,NUTS,2010,ES43,2,26.8
2009,NUTS,2010,ES43,2,17.9
2010,NUTS,2010,ES43,2,25.3
2011,NUTS,2010,ES43,2,24.7
2012,NUTS,2010,ES43,2,22.5
2013,NUTS,2010,ES43,2,23.5
2014,NUTS,2010,ES43,2,22.8
2015,NUTS,2010,ES43,2,17.6
2016,NUTS,2010,ES43,2,17.6
2017,NUTS,2010,ES43,2,21.9
2018,NUTS,2010,ES43,2,26.1
2019,NUTS,2010,ES43,2,27.6
1995,NUTS,2010,ES5,1,71.3
1996,NUTS,2010,ES5,1,74.5
1997,NUTS,2010,ES5,1,80.2
1998,NUTS,2010,ES5,1,101.6
