year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mact_ht
2010,NUTS,2010,DEC,1,36.828
2011,NUTS,2010,DEC,1,27.685
2012,NUTS,2010,DEC,1,24.205
1999,NUTS,2010,DED,1,25.766
2000,NUTS,2010,DED,1,57.965
2001,NUTS,2010,DED,1,56.095
2002,NUTS,2010,DED,1,44.798
2003,NUTS,2010,DED,1,30.184
2004,NUTS,2010,DED,1,27.542
2005,NUTS,2010,DED,1,38.059
2006,NUTS,2010,DED,1,34.593
2007,NUTS,2010,DED,1,42.033
2008,NUTS,2010,DED,1,40.719
2009,NUTS,2010,DED,1,37.194
2010,NUTS,2010,DED,1,48.807
2011,NUTS,2010,DED,1,39.849
2012,NUTS,2010,DED,1,29.16
2000,NUTS,2010,DED2,2,122.582
2001,NUTS,2010,DED2,2,125.775
2002,NUTS,2010,DED2,2,96.222
2003,NUTS,2010,DED2,2,58.217
2004,NUTS,2010,DED2,2,58.258
2005,NUTS,2010,DED2,2,78.576
2006,NUTS,2010,DED2,2,68.995
2007,NUTS,2010,DED2,2,69.881
2008,NUTS,2010,DED2,2,70.733
2009,NUTS,2010,DED2,2,62.563
2010,NUTS,2010,DED2,2,78.267
2011,NUTS,2010,DED2,2,71.726
2012,NUTS,2010,DED2,2,46.762
2005,NUTS,2010,DED4,2,13.153
2006,NUTS,2010,DED4,2,13.195
2007,NUTS,2010,DED4,2,20.544
2008,NUTS,2010,DED4,2,11.894
2009,NUTS,2010,DED4,2,13.871
2010,NUTS,2010,DED4,2,27.654
2011,NUTS,2010,DED4,2,17.266
2012,NUTS,2010,DED4,2,12.669
2005,NUTS,2010,DED5,2,11.566
2006,NUTS,2010,DED5,2,12.747
2007,NUTS,2010,DED5,2,30.082
2008,NUTS,2010,DED5,2,36.677
2009,NUTS,2010,DED5,2,32.055
2010,NUTS,2010,DED5,2,33.103
2011,NUTS,2010,DED5,2,22.344
2012,NUTS,2010,DED5,2,25.418
1999,NUTS,2010,DEE,1,19.024
2000,NUTS,2010,DEE,1,20.694
2001,NUTS,2010,DEE,1,23.066
2002,NUTS,2010,DEE,1,27.41
2003,NUTS,2010,DEE,1,21.672
2004,NUTS,2010,DEE,1,14.378
2005,NUTS,2010,DEE,1,14.069
2006,NUTS,2010,DEE,1,23.657
2007,NUTS,2010,DEE,1,14.069
2008,NUTS,2010,DEE,1,11.639
2009,NUTS,2010,DEE,1,10.841
2010,NUTS,2010,DEE,1,11.27
2011,NUTS,2010,DEE,1,13.98
2012,NUTS,2010,DEE,1,7.87
1999,NUTS,2010,DEE0,2,19.024
2000,NUTS,2010,DEE0,2,20.694
2001,NUTS,2010,DEE0,2,23.066
2002,NUTS,2010,DEE0,2,27.41
2003,NUTS,2010,DEE0,2,21.672
2004,NUTS,2010,DEE0,2,14.378
2005,NUTS,2010,DEE0,2,14.069
2006,NUTS,2010,DEE0,2,23.657
2007,NUTS,2010,DEE0,2,14.069
2008,NUTS,2010,DEE0,2,11.639
2009,NUTS,2010,DEE0,2,10.841
2010,NUTS,2010,DEE0,2,11.27
2011,NUTS,2010,DEE0,2,13.98
2012,NUTS,2010,DEE0,2,7.87
1999,NUTS,2010,DEF,1,35.46
2000,NUTS,2010,DEF,1,38.951
2001,NUTS,2010,DEF,1,26.83
2002,NUTS,2010,DEF,1,39.714
2003,NUTS,2010,DEF,1,41.553
2004,NUTS,2010,DEF,1,29.767
2005,NUTS,2010,DEF,1,27.855
2006,NUTS,2010,DEF,1,31.159
2007,NUTS,2010,DEF,1,27.505
2008,NUTS,2010,DEF,1,31.254
2009,NUTS,2010,DEF,1,23.263
2010,NUTS,2010,DEF,1,29.045
2011,NUTS,2010,DEF,1,29.647
2012,NUTS,2010,DEF,1,30.153
1999,NUTS,2010,DEF0,2,35.46
2000,NUTS,2010,DEF0,2,38.951
2001,NUTS,2010,DEF0,2,26.83
2002,NUTS,2010,DEF0,2,39.714
2003,NUTS,2010,DEF0,2,41.553
2004,NUTS,2010,DEF0,2,29.767
2005,NUTS,2010,DEF0,2,27.855
2006,NUTS,2010,DEF0,2,31.159
2007,NUTS,2010,DEF0,2,27.505
2008,NUTS,2010,DEF0,2,31.254
2009,NUTS,2010,DEF0,2,23.263
2010,NUTS,2010,DEF0,2,29.045
2011,NUTS,2010,DEF0,2,29.647
2012,NUTS,2010,DEF0,2,30.153
1999,NUTS,2010,DEG,1,19.834
2000,NUTS,2010,DEG,1,39.707
2001,NUTS,2010,DEG,1,32.027
2002,NUTS,2010,DEG,1,37.677
2003,NUTS,2010,DEG,1,36.516
2004,NUTS,2010,DEG,1,46.062
2005,NUTS,2010,DEG,1,34.399
2006,NUTS,2010,DEG,1,34.739
2007,NUTS,2010,DEG,1,37.696
2008,NUTS,2010,DEG,1,45.098
2009,NUTS,2010,DEG,1,46.859
2010,NUTS,2010,DEG,1,36.417
2011,NUTS,2010,DEG,1,31.401
2012,NUTS,2010,DEG,1,34.235
1999,NUTS,2010,DEG0,2,19.834
2000,NUTS,2010,DEG0,2,39.707
2001,NUTS,2010,DEG0,2,32.027
2002,NUTS,2010,DEG0,2,37.677
2003,NUTS,2010,DEG0,2,36.516
2004,NUTS,2010,DEG0,2,46.062
2005,NUTS,2010,DEG0,2,34.399
2006,NUTS,2010,DEG0,2,34.739
2007,NUTS,2010,DEG0,2,37.696
2008,NUTS,2010,DEG0,2,45.098
2009,NUTS,2010,DEG0,2,46.859
2010,NUTS,2010,DEG0,2,36.417
2011,NUTS,2010,DEG0,2,31.401
2012,NUTS,2010,DEG0,2,34.235
1999,NUTS,2010,DK,0,85.95
2000,NUTS,2010,DK,0,96.248
2001,NUTS,2010,DK,0,89.585
2002,NUTS,2010,DK,0,89.619
2003,NUTS,2010,DK,0,98.527
2004,NUTS,2010,DK,0,95.648
2005,NUTS,2010,DK,0,89.474
2006,NUTS,2010,DK,0,83.05
2007,NUTS,2010,DK,0,82.92
2008,NUTS,2010,DK,0,81.487
2009,NUTS,2010,DK,0,71.308
2010,NUTS,2010,DK,0,76.34
2011,NUTS,2010,DK,0,89.675
2012,NUTS,2010,DK,0,60.896
1999,NUTS,2010,DK0,1,85.95
2000,NUTS,2010,DK0,1,95.85
2001,NUTS,2010,DK0,1,88.809
2002,NUTS,2010,DK0,1,89.109
2003,NUTS,2010,DK0,1,98.527
2004,NUTS,2010,DK0,1,95.216
2005,NUTS,2010,DK0,1,88.738
2006,NUTS,2010,DK0,1,83.05
2007,NUTS,2010,DK0,1,81.657
2008,NUTS,2010,DK0,1,80.98
2009,NUTS,2010,DK0,1,71.223
2010,NUTS,2010,DK0,1,76.214
2011,NUTS,2010,DK0,1,89.248
2012,NUTS,2010,DK0,1,59.586
2007,NUTS,2010,DK01,2,169.951
2008,NUTS,2010,DK01,2,172.507
2009,NUTS,2010,DK01,2,151.173
2010,NUTS,2010,DK01,2,165.007
2011,NUTS,2010,DK01,2,188.944
2012,NUTS,2010,DK01,2,121.525
2007,NUTS,2010,DK02,2,29.143
2008,NUTS,2010,DK02,2,35.398
2009,NUTS,2010,DK02,2,36.115
2010,NUTS,2010,DK02,2,47.197
2011,NUTS,2010,DK02,2,26.235
2012,NUTS,2010,DK02,2,38.78
2007,NUTS,2010,DK03,2,16.367
2008,NUTS,2010,DK03,2,26.816
2009,NUTS,2010,DK03,2,25.012
2010,NUTS,2010,DK03,2,9.211
2011,NUTS,2010,DK03,2,23.096
2012,NUTS,2010,DK03,2,15.586
2007,NUTS,2010,DK04,2,57.358
2008,NUTS,2010,DK04,2,45.999
2009,NUTS,2010,DK04,2,45.952
2010,NUTS,2010,DK04,2,35.862
2011,NUTS,2010,DK04,2,58.897
2012,NUTS,2010,DK04,2,36.555
2007,NUTS,2010,DK05,2,76.267
2008,NUTS,2010,DK05,2,53.691
2009,NUTS,2010,DK05,2,25.495
2010,NUTS,2010,DK05,2,63.661
2011,NUTS,2010,DK05,2,64.764
2012,NUTS,2010,DK05,2,32.155
1999,NUTS,2010,EE,0,2.668
2000,NUTS,2010,EE,0,0.251
2001,NUTS,2010,EE,0,6.222
2002,NUTS,2010,EE,0,1.988
2003,NUTS,2010,EE,0,10.564
2004,NUTS,2010,EE,0,2.971
2005,NUTS,2010,EE,0,7.276
2006,NUTS,2010,EE,0,17.208
2007,NUTS,2010,EE,0,20.749
2008,NUTS,2010,EE,0,24.427
2009,NUTS,2010,EE,0,21.426
2010,NUTS,2010,EE,0,19.255
2011,NUTS,2010,EE,0,19.433
2012,NUTS,2010,EE,0,6.833
1999,NUTS,2010,EE0,1,2.668
2000,NUTS,2010,EE0,1,0.251
2001,NUTS,2010,EE0,1,5.715
2002,NUTS,2010,EE0,1,1.988
2003,NUTS,2010,EE0,1,10.564
2004,NUTS,2010,EE0,1,2.971
2005,NUTS,2010,EE0,1,7.276
2006,NUTS,2010,EE0,1,17.208
2007,NUTS,2010,EE0,1,20.749
2008,NUTS,2010,EE0,1,24.427
2009,NUTS,2010,EE0,1,21.426
2010,NUTS,2010,EE0,1,19.255
2011,NUTS,2010,EE0,1,19.433
2012,NUTS,2010,EE0,1,6.833
1999,NUTS,2010,EE00,2,2.668
2000,NUTS,2010,EE00,2,0.251
2001,NUTS,2010,EE00,2,5.715
2002,NUTS,2010,EE00,2,1.988
2003,NUTS,2010,EE00,2,10.564
2004,NUTS,2010,EE00,2,2.971
2005,NUTS,2010,EE00,2,7.276
2006,NUTS,2010,EE00,2,17.208
2007,NUTS,2010,EE00,2,20.749
2008,NUTS,2010,EE00,2,24.427
2009,NUTS,2010,EE00,2,21.426
2010,NUTS,2010,EE00,2,19.255
2011,NUTS,2010,EE00,2,19.433
2012,NUTS,2010,EE00,2,6.833
1999,NUTS,2010,EL,0,2.112
2000,NUTS,2010,EL,0,2.657
2001,NUTS,2010,EL,0,2.675
2002,NUTS,2010,EL,0,4.137
2003,NUTS,2010,EL,0,4.699
2004,NUTS,2010,EL,0,3.024
2005,NUTS,2010,EL,0,3.077
2006,NUTS,2010,EL,0,2.806
2007,NUTS,2010,EL,0,2.597
2008,NUTS,2010,EL,0,2.885
2009,NUTS,2010,EL,0,2.319
2010,NUTS,2010,EL,0,1.507
2011,NUTS,2010,EL,0,2.279
2012,NUTS,2010,EL,0,2.579
2000,NUTS,2010,EL1,1,0.677
2002,NUTS,2010,EL1,1,2.398
2003,NUTS,2010,EL1,1,1.096
2004,NUTS,2010,EL1,1,1.29
2005,NUTS,2010,EL1,1,1.343
2007,NUTS,2010,EL1,1,1.569
2008,NUTS,2010,EL1,1,0.487
2009,NUTS,2010,EL1,1,1.296
2000,NUTS,2010,EL12,2,1.277
2002,NUTS,2010,EL12,2,4.522
2003,NUTS,2010,EL12,2,2.041
2004,NUTS,2010,EL12,2,2.443
2005,NUTS,2010,EL12,2,2.269
2007,NUTS,2010,EL12,2,2.898
2008,NUTS,2010,EL12,2,0.301
2009,NUTS,2010,EL12,2,2.427
2005,NUTS,2010,EL14,2,0.6
2008,NUTS,2010,EL14,2,1.507
1999,NUTS,2010,EL2,1,0.765
2000,NUTS,2010,EL2,1,1.164
2001,NUTS,2010,EL2,1,1.127
2002,NUTS,2010,EL2,1,1.249
2003,NUTS,2010,EL2,1,3.322
2004,NUTS,2010,EL2,1,0.5
2005,NUTS,2010,EL2,1,0.364
2006,NUTS,2010,EL2,1,0.449
2007,NUTS,2010,EL2,1,1.017
2008,NUTS,2010,EL2,1,0.241
2009,NUTS,2010,EL2,1,0.48
1999,NUTS,2010,EL21,2,3.311
2003,NUTS,2010,EL21,2,2.259
2005,NUTS,2010,EL21,2,2.573
1999,NUTS,2010,EL23,2,1.11
2000,NUTS,2010,EL23,2,3.339
2001,NUTS,2010,EL23,2,2.653
2002,NUTS,2010,EL23,2,1.728
2003,NUTS,2010,EL23,2,6.911
2004,NUTS,2010,EL23,2,1.734
2006,NUTS,2010,EL23,2,1.601
2007,NUTS,2010,EL23,2,2.903
2009,NUTS,2010,EL23,2,1.695
2002,NUTS,2010,EL24,2,2.161
2003,NUTS,2010,EL24,2,0.207
2008,NUTS,2010,EL24,2,1.036
2000,NUTS,2010,EL25,2,0.754
2001,NUTS,2010,EL25,2,1.377
2002,NUTS,2010,EL25,2,1.018
2003,NUTS,2010,EL25,2,3.994
2007,NUTS,2010,EL25,2,0.778
1999,NUTS,2010,EL3,1,4.892
2000,NUTS,2010,EL3,1,4.521
2001,NUTS,2010,EL3,1,5.776
2002,NUTS,2010,EL3,1,7.747
2003,NUTS,2010,EL3,1,8.992
2004,NUTS,2010,EL3,1,6.361
2005,NUTS,2010,EL3,1,6.371
2006,NUTS,2010,EL3,1,6.605
2007,NUTS,2010,EL3,1,4.651
2008,NUTS,2010,EL3,1,6.509
2009,NUTS,2010,EL3,1,4.247
2010,NUTS,2010,EL3,1,2.389
2011,NUTS,2010,EL3,1,3.503
2012,NUTS,2010,EL3,1,2.738
1999,NUTS,2010,EL30,2,4.892
2000,NUTS,2010,EL30,2,4.521
2001,NUTS,2010,EL30,2,5.776
2002,NUTS,2010,EL30,2,7.747
2003,NUTS,2010,EL30,2,8.992
2004,NUTS,2010,EL30,2,6.361
2005,NUTS,2010,EL30,2,6.371
2006,NUTS,2010,EL30,2,6.605
2007,NUTS,2010,EL30,2,4.651
2008,NUTS,2010,EL30,2,6.509
2009,NUTS,2010,EL30,2,4.247
2010,NUTS,2010,EL30,2,2.389
2011,NUTS,2010,EL30,2,3.503
2012,NUTS,2010,EL30,2,2.738
1999,NUTS,2010,EL4,1,2.122
2000,NUTS,2010,EL4,1,5.653
2001,NUTS,2010,EL4,1,3.066
2002,NUTS,2010,EL4,1,2.353
2003,NUTS,2010,EL4,1,2.692
2004,NUTS,2010,EL4,1,0.998
2005,NUTS,2010,EL4,1,1.635
2006,NUTS,2010,EL4,1,1.962
2007,NUTS,2010,EL4,1,1.306
2010,NUTS,2010,EL4,1,0.718
2012,NUTS,2010,EL4,1,2.408
2000,NUTS,2010,EL42,2,7.949
2004,NUTS,2010,EL42,2,3.465
1999,NUTS,2010,EL43,2,3.638
2000,NUTS,2010,EL43,2,6.033
2001,NUTS,2010,EL43,2,5.308
2002,NUTS,2010,EL43,2,4.212
2003,NUTS,2010,EL43,2,4.81
2005,NUTS,2010,EL43,2,2.919
2006,NUTS,2010,EL43,2,3.449
2007,NUTS,2010,EL43,2,2.329
2010,NUTS,2010,EL43,2,1.283
2012,NUTS,2010,EL43,2,4.41
1999,NUTS,2010,ES,0,6.74
2000,NUTS,2010,ES,0,7.477
2001,NUTS,2010,ES,0,8.777
2002,NUTS,2010,ES,0,7.615
2003,NUTS,2010,ES,0,7.047
2004,NUTS,2010,ES,0,7.374
2005,NUTS,2010,ES,0,8.403
2006,NUTS,2010,ES,0,9.525
2007,NUTS,2010,ES,0,9.876
2008,NUTS,2010,ES,0,11.164
2009,NUTS,2010,ES,0,12.012
2010,NUTS,2010,ES,0,11.744
2011,NUTS,2010,ES,0,12.267
2012,NUTS,2010,ES,0,10.33
1999,NUTS,2010,ES1,1,1.071
2000,NUTS,2010,ES1,1,1.276
2001,NUTS,2010,ES1,1,4.376
2002,NUTS,2010,ES1,1,1.926
2003,NUTS,2010,ES1,1,2.291
2004,NUTS,2010,ES1,1,1.736
2005,NUTS,2010,ES1,1,2.658
2006,NUTS,2010,ES1,1,3.377
2007,NUTS,2010,ES1,1,2.796
2008,NUTS,2010,ES1,1,6.673
2009,NUTS,2010,ES1,1,4.768
2010,NUTS,2010,ES1,1,5.356
2011,NUTS,2010,ES1,1,6.415
2012,NUTS,2010,ES1,1,2.786
1999,NUTS,2010,ES11,2,1.041
2000,NUTS,2010,ES11,2,0.846
2001,NUTS,2010,ES11,2,1.729
2002,NUTS,2010,ES11,2,1.711
2003,NUTS,2010,ES11,2,3.452
2004,NUTS,2010,ES11,2,1.598
2005,NUTS,2010,ES11,2,3.341
2006,NUTS,2010,ES11,2,3.903
2007,NUTS,2010,ES11,2,2.324
2008,NUTS,2010,ES11,2,4.563
2009,NUTS,2010,ES11,2,5.305
2010,NUTS,2010,ES11,2,8.333
2011,NUTS,2010,ES11,2,10.178
2012,NUTS,2010,ES11,2,3.203
1999,NUTS,2010,ES12,2,1.706
2000,NUTS,2010,ES12,2,3.141
2001,NUTS,2010,ES12,2,11.643
2002,NUTS,2010,ES12,2,3.629
2005,NUTS,2010,ES12,2,1.563
2006,NUTS,2010,ES12,2,2.126
2007,NUTS,2010,ES12,2,5.705
2008,NUTS,2010,ES12,2,16.045
2009,NUTS,2010,ES12,2,3.048
2010,NUTS,2010,ES12,2,0.51
2012,NUTS,2010,ES12,2,2.777
2001,NUTS,2010,ES13,2,5.221
2003,NUTS,2010,ES13,2,0.527
2004,NUTS,2010,ES13,2,5.406
2005,NUTS,2010,ES13,2,1.252
2006,NUTS,2010,ES13,2,3.083
2009,NUTS,2010,ES13,2,5.254
2012,NUTS,2010,ES13,2,0.878
1999,NUTS,2010,ES2,1,1.388
2000,NUTS,2010,ES2,1,4.775
2001,NUTS,2010,ES2,1,6.491
2002,NUTS,2010,ES2,1,6.481
2003,NUTS,2010,ES2,1,3.968
2004,NUTS,2010,ES2,1,7.439
2005,NUTS,2010,ES2,1,6.428
2006,NUTS,2010,ES2,1,14.79
2007,NUTS,2010,ES2,1,6.235
2008,NUTS,2010,ES2,1,12.016
2009,NUTS,2010,ES2,1,12.054
2010,NUTS,2010,ES2,1,9.994
2011,NUTS,2010,ES2,1,9.99
2012,NUTS,2010,ES2,1,6.407
2000,NUTS,2010,ES21,2,3.639
2001,NUTS,2010,ES21,2,5.158
2002,NUTS,2010,ES21,2,7.28
2003,NUTS,2010,ES21,2,3.945
2004,NUTS,2010,ES21,2,7.906
2005,NUTS,2010,ES21,2,4.616
2006,NUTS,2010,ES21,2,14.231
2007,NUTS,2010,ES21,2,5.995
2008,NUTS,2010,ES21,2,15.085
2009,NUTS,2010,ES21,2,15.527
2010,NUTS,2010,ES21,2,16.616
2011,NUTS,2010,ES21,2,11.797
2012,NUTS,2010,ES21,2,9.18
1999,NUTS,2010,ES22,2,6.112
2000,NUTS,2010,ES22,2,7.937
2001,NUTS,2010,ES22,2,15.717
2002,NUTS,2010,ES22,2,8.621
2003,NUTS,2010,ES22,2,7.427
2004,NUTS,2010,ES22,2,10.985
2005,NUTS,2010,ES22,2,5.678
2006,NUTS,2010,ES22,2,8.259
2007,NUTS,2010,ES22,2,18.059
2008,NUTS,2010,ES22,2,28.77
2009,NUTS,2010,ES22,2,18.734
2011,NUTS,2010,ES22,2,9.357
2012,NUTS,2010,ES22,2,3.134
2003,NUTS,2010,ES23,2,7.675
2005,NUTS,2010,ES23,2,3.272
2009,NUTS,2010,ES23,2,3.086
2010,NUTS,2010,ES23,2,12.492
2012,NUTS,2010,ES23,2,12.571
1999,NUTS,2010,ES24,2,1.986
2000,NUTS,2010,ES24,2,6.425
2001,NUTS,2010,ES24,2,5.89
2002,NUTS,2010,ES24,2,5.503
2003,NUTS,2010,ES24,2,1.482
2004,NUTS,2010,ES24,2,6.656
2005,NUTS,2010,ES24,2,10.652
2006,NUTS,2010,ES24,2,22.585
2007,NUTS,2010,ES24,2,2.537
2008,NUTS,2010,ES24,2,2.104
2009,NUTS,2010,ES24,2,5.522
2010,NUTS,2010,ES24,2,3.414
2011,NUTS,2010,ES24,2,9.779
2012,NUTS,2010,ES24,2,2.084
1999,NUTS,2010,ES3,1,21.56
2000,NUTS,2010,ES3,1,16.086
2001,NUTS,2010,ES3,1,20.569
2002,NUTS,2010,ES3,1,16.006
2003,NUTS,2010,ES3,1,14.661
2004,NUTS,2010,ES3,1,21.622
2005,NUTS,2010,ES3,1,26.69
2006,NUTS,2010,ES3,1,24.02
2007,NUTS,2010,ES3,1,30.522
2008,NUTS,2010,ES3,1,32.288
2009,NUTS,2010,ES3,1,44.212
2010,NUTS,2010,ES3,1,38.894
2011,NUTS,2010,ES3,1,37.503
2012,NUTS,2010,ES3,1,33.421
1999,NUTS,2010,ES30,2,21.56
2000,NUTS,2010,ES30,2,16.086
2001,NUTS,2010,ES30,2,20.569
2002,NUTS,2010,ES30,2,16.006
2003,NUTS,2010,ES30,2,14.661
2004,NUTS,2010,ES30,2,21.622
2005,NUTS,2010,ES30,2,26.69
2006,NUTS,2010,ES30,2,24.02
2007,NUTS,2010,ES30,2,30.522
2008,NUTS,2010,ES30,2,32.288
2009,NUTS,2010,ES30,2,44.212
2010,NUTS,2010,ES30,2,38.894
2011,NUTS,2010,ES30,2,37.503
2012,NUTS,2010,ES30,2,33.421
1999,NUTS,2010,ES4,1,2.766
2000,NUTS,2010,ES4,1,0.602
2001,NUTS,2010,ES4,1,5.633
2002,NUTS,2010,ES4,1,1.088
2003,NUTS,2010,ES4,1,1.65
2004,NUTS,2010,ES4,1,1.456
2005,NUTS,2010,ES4,1,2.066
2006,NUTS,2010,ES4,1,1.436
2007,NUTS,2010,ES4,1,1.21
2008,NUTS,2010,ES4,1,2.642
2009,NUTS,2010,ES4,1,2.037
2010,NUTS,2010,ES4,1,3.139
2011,NUTS,2010,ES4,1,1.885
2012,NUTS,2010,ES4,1,1.457
1999,NUTS,2010,ES41,2,5.516
2000,NUTS,2010,ES41,2,1.272
2001,NUTS,2010,ES41,2,8.951
2002,NUTS,2010,ES41,2,2.308
2003,NUTS,2010,ES41,2,2.586
2004,NUTS,2010,ES41,2,2.813
2005,NUTS,2010,ES41,2,4.026
2006,NUTS,2010,ES41,2,1.382
2007,NUTS,2010,ES41,2,1.819
2008,NUTS,2010,ES41,2,3.64
2009,NUTS,2010,ES41,2,3.203
2010,NUTS,2010,ES41,2,4.393
2011,NUTS,2010,ES41,2,0.259
2012,NUTS,2010,ES41,2,0.949
1999,NUTS,2010,ES42,2,0.406
2001,NUTS,2010,ES42,2,2.211
2003,NUTS,2010,ES42,2,1.303
2004,NUTS,2010,ES42,2,0.435
2005,NUTS,2010,ES42,2,0.587
2006,NUTS,2010,ES42,2,2.25
2007,NUTS,2010,ES42,2,1.067
2008,NUTS,2010,ES42,2,2.739
2009,NUTS,2010,ES42,2,1.651
2010,NUTS,2010,ES42,2,2.704
2011,NUTS,2010,ES42,2,3.075
2012,NUTS,2010,ES42,2,2.777
2001,NUTS,2010,ES43,2,3.286
2010,NUTS,2010,ES43,2,1.002
2011,NUTS,2010,ES43,2,3.348
1999,NUTS,2010,ES5,1,8.807
2000,NUTS,2010,ES5,1,13.099
2001,NUTS,2010,ES5,1,11.171
2002,NUTS,2010,ES5,1,9.92
2003,NUTS,2010,ES5,1,11.487
2004,NUTS,2010,ES5,1,9.36
2005,NUTS,2010,ES5,1,9.129
2006,NUTS,2010,ES5,1,10.303
2007,NUTS,2010,ES5,1,12.041
2008,NUTS,2010,ES5,1,10.814
2009,NUTS,2010,ES5,1,9.158
2010,NUTS,2010,ES5,1,11.045
2011,NUTS,2010,ES5,1,14.209
2012,NUTS,2010,ES5,1,11.992
1999,NUTS,2010,ES51,2,13.183
2000,NUTS,2010,ES51,2,19.003
2001,NUTS,2010,ES51,2,13.359
2002,NUTS,2010,ES51,2,14.201
2003,NUTS,2010,ES51,2,14.479
2004,NUTS,2010,ES51,2,12.999
2005,NUTS,2010,ES51,2,12.612
2006,NUTS,2010,ES51,2,13.998
2007,NUTS,2010,ES51,2,16.082
2008,NUTS,2010,ES51,2,15.739
2009,NUTS,2010,ES51,2,13.46
2010,NUTS,2010,ES51,2,17.14
2011,NUTS,2010,ES51,2,21.655
2012,NUTS,2010,ES51,2,17.833
1999,NUTS,2010,ES52,2,3.315
2000,NUTS,2010,ES52,2,5.941
2001,NUTS,2010,ES52,2,10.063
2002,NUTS,2010,ES52,2,5.221
2003,NUTS,2010,ES52,2,9.248
2004,NUTS,2010,ES52,2,4.837
2005,NUTS,2010,ES52,2,5.56
2006,NUTS,2010,ES52,2,6.636
2007,NUTS,2010,ES52,2,7.465
2008,NUTS,2010,ES52,2,5.586
2009,NUTS,2010,ES52,2,3.705
2010,NUTS,2010,ES52,2,4.069
2011,NUTS,2010,ES52,2,5.598
2012,NUTS,2010,ES52,2,5.345
1999,NUTS,2010,ES53,2,0.373
2000,NUTS,2010,ES53,2,1.468
2001,NUTS,2010,ES53,2,0.187
2004,NUTS,2010,ES53,2,3.402
2005,NUTS,2010,ES53,2,0.14
2006,NUTS,2010,ES53,2,0.624
2007,NUTS,2010,ES53,2,4.244
2009,NUTS,2010,ES53,2,3.898
2011,NUTS,2010,ES53,2,0.554
2012,NUTS,2010,ES53,2,1.596
1999,NUTS,2010,ES6,1,3.03
2000,NUTS,2010,ES6,1,3.332
2001,NUTS,2010,ES6,1,3.529
2002,NUTS,2010,ES6,1,6.813
2003,NUTS,2010,ES6,1,2.73
2004,NUTS,2010,ES6,1,1.193
2005,NUTS,2010,ES6,1,2.434
2006,NUTS,2010,ES6,1,3.967
2007,NUTS,2010,ES6,1,2.77
2008,NUTS,2010,ES6,1,4.098
2009,NUTS,2010,ES6,1,3.245
2010,NUTS,2010,ES6,1,3.456
2011,NUTS,2010,ES6,1,2.489
2012,NUTS,2010,ES6,1,3.464
1999,NUTS,2010,ES61,2,3.58
2000,NUTS,2010,ES61,2,3.32
2001,NUTS,2010,ES61,2,3.339
2002,NUTS,2010,ES61,2,7.362
2003,NUTS,2010,ES61,2,3.264
2004,NUTS,2010,ES61,2,1.432
2005,NUTS,2010,ES61,2,2.485
2006,NUTS,2010,ES61,2,4.34
2007,NUTS,2010,ES61,2,2.387
2008,NUTS,2010,ES61,2,3.756
2009,NUTS,2010,ES61,2,3.595
2010,NUTS,2010,ES61,2,3.079
2011,NUTS,2010,ES61,2,2.792
2012,NUTS,2010,ES61,2,3.718
2000,NUTS,2010,ES62,2,3.787
2001,NUTS,2010,ES62,2,4.945
2002,NUTS,2010,ES62,2,4.233
2005,NUTS,2010,ES62,2,2.379
2006,NUTS,2010,ES62,2,2.278
2007,NUTS,2010,ES62,2,5.074
2008,NUTS,2010,ES62,2,6.295
2009,NUTS,2010,ES62,2,1.63
2010,NUTS,2010,ES62,2,5.83
2011,NUTS,2010,ES62,2,1.075
2012,NUTS,2010,ES62,2,2.402
2000,NUTS,2010,ES7,1,1.29
2003,NUTS,2010,ES7,1,1.17
2006,NUTS,2010,ES7,1,1.028
2007,NUTS,2010,ES7,1,1.256
2008,NUTS,2010,ES7,1,1.97
2009,NUTS,2010,ES7,1,2.225
2010,NUTS,2010,ES7,1,0.943
2011,NUTS,2010,ES7,1,2.76
2012,NUTS,2010,ES7,1,1.134
2000,NUTS,2010,ES70,2,1.29
2003,NUTS,2010,ES70,2,1.17
2006,NUTS,2010,ES70,2,1.028
2007,NUTS,2010,ES70,2,1.256
2008,NUTS,2010,ES70,2,1.97
2009,NUTS,2010,ES70,2,2.225
2010,NUTS,2010,ES70,2,0.943
2011,NUTS,2010,ES70,2,2.76
2012,NUTS,2010,ES70,2,1.134
1999,NUTS,2010,FI,0,249.211
2000,NUTS,2010,FI,0,240.209
2001,NUTS,2010,FI,0,242.784
2002,NUTS,2010,FI,0,230.29
2003,NUTS,2010,FI,0,223.641
2004,NUTS,2010,FI,0,256.735
2005,NUTS,2010,FI,0,234.818
2006,NUTS,2010,FI,0,214.778
2007,NUTS,2010,FI,0,177.918
2008,NUTS,2010,FI,0,163.27
2009,NUTS,2010,FI,0,146.77
2010,NUTS,2010,FI,0,157.411
2011,NUTS,2010,FI,0,140.822
2012,NUTS,2010,FI,0,133.382
1999,NUTS,2010,FI1,1,248.781
2000,NUTS,2010,FI1,1,240.714
2001,NUTS,2010,FI1,1,243.46
2002,NUTS,2010,FI1,1,231.046
2003,NUTS,2010,FI1,1,224.678
2004,NUTS,2010,FI1,1,257.526
2005,NUTS,2010,FI1,1,236.088
2006,NUTS,2010,FI1,1,215.369
2007,NUTS,2010,FI1,1,178.908
