year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_hc_total_total
2012,NUTS,2010,ITH1,2,0.5682
2013,NUTS,2010,ITH1,2,0.5805
2014,NUTS,2010,ITH1,2,0.5009
2015,NUTS,2010,ITH1,2,0.6229
2016,NUTS,2010,ITH1,2,0.7413
2017,NUTS,2010,ITH1,2,0.7913
2018,NUTS,2010,ITH1,2,0.8788
2019,NUTS,2010,ITH1,2,0.8984
2003,NUTS,2010,ITH2,2,1.1041
2004,NUTS,2010,ITH2,2,1.1271
2005,NUTS,2010,ITH2,2,1.0802
2007,NUTS,2010,ITH2,2,1.4168
2008,NUTS,2010,ITH2,2,1.6251
2009,NUTS,2010,ITH2,2,1.6919
2010,NUTS,2010,ITH2,2,1.5386
2011,NUTS,2010,ITH2,2,1.5992
2012,NUTS,2010,ITH2,2,1.6757
2013,NUTS,2010,ITH2,2,1.8516
2014,NUTS,2010,ITH2,2,1.8332
2015,NUTS,2010,ITH2,2,1.9321
2016,NUTS,2010,ITH2,2,1.8545
2017,NUTS,2010,ITH2,2,2.0509
2018,NUTS,2010,ITH2,2,2.1372
2019,NUTS,2010,ITH2,2,2.0949
2003,NUTS,2010,ITH3,2,0.6069
2004,NUTS,2010,ITH3,2,0.6194
2005,NUTS,2010,ITH3,2,0.7172
2007,NUTS,2010,ITH3,2,1.0241
2008,NUTS,2010,ITH3,2,1.0821
2009,NUTS,2010,ITH3,2,1.1205
2010,NUTS,2010,ITH3,2,1.0863
2011,NUTS,2010,ITH3,2,1.0857
2012,NUTS,2010,ITH3,2,1.1357
2013,NUTS,2010,ITH3,2,1.1344
2014,NUTS,2010,ITH3,2,1.0711
2015,NUTS,2010,ITH3,2,1.1752
2016,NUTS,2010,ITH3,2,1.3503
2017,NUTS,2010,ITH3,2,1.4608
2018,NUTS,2010,ITH3,2,1.5921
2019,NUTS,2010,ITH3,2,1.6078
2003,NUTS,2010,ITH4,2,1.169
2004,NUTS,2010,ITH4,2,1.3001
2005,NUTS,2010,ITH4,2,1.4319
2007,NUTS,2010,ITH4,2,1.3795
2008,NUTS,2010,ITH4,2,1.3738
2009,NUTS,2010,ITH4,2,1.4632
2010,NUTS,2010,ITH4,2,1.1295
2011,NUTS,2010,ITH4,2,1.197
2012,NUTS,2010,ITH4,2,1.2517
2013,NUTS,2010,ITH4,2,1.2275
2014,NUTS,2010,ITH4,2,1.294
2015,NUTS,2010,ITH4,2,1.3238
2016,NUTS,2010,ITH4,2,1.2999
2017,NUTS,2010,ITH4,2,1.4725
2018,NUTS,2010,ITH4,2,1.5156
2019,NUTS,2010,ITH4,2,1.5354
2005,NUTS,2010,ITH5,2,1.1971
2007,NUTS,2010,ITH5,2,1.4911
2008,NUTS,2010,ITH5,2,1.3831
2009,NUTS,2010,ITH5,2,1.4176
2010,NUTS,2010,ITH5,2,1.4426
2011,NUTS,2010,ITH5,2,1.4478
2012,NUTS,2010,ITH5,2,1.5463
2013,NUTS,2010,ITH5,2,1.5771
2014,NUTS,2010,ITH5,2,1.5392
2015,NUTS,2010,ITH5,2,1.5889
2016,NUTS,2010,ITH5,2,1.7719
2017,NUTS,2010,ITH5,2,1.926
2018,NUTS,2010,ITH5,2,2.0497
2019,NUTS,2010,ITH5,2,2.0124
2003,NUTS,2010,ITI,1,1.34
2004,NUTS,2010,ITI,1,1.3354
2005,NUTS,2010,ITI,1,1.4764
2007,NUTS,2010,ITI,1,1.5991
2008,NUTS,2010,ITI,1,1.5195
2009,NUTS,2010,ITI,1,1.5537
2010,NUTS,2010,ITI,1,1.5239
2011,NUTS,2010,ITI,1,1.4997
2012,NUTS,2010,ITI,1,1.5207
2013,NUTS,2010,ITI,1,1.5273
2014,NUTS,2010,ITI,1,1.4602
2017,NUTS,2010,ITI,1,1.6722
2018,NUTS,2010,ITI,1,1.7658
2019,NUTS,2010,ITI,1,1.8969
2003,NUTS,2010,ITI1,2,1.0024
2004,NUTS,2010,ITI1,2,1.0396
2005,NUTS,2010,ITI1,2,1.1403
2007,NUTS,2010,ITI1,2,1.2883
2008,NUTS,2010,ITI1,2,1.2981
2009,NUTS,2010,ITI1,2,1.3015
2010,NUTS,2010,ITI1,2,1.2273
2011,NUTS,2010,ITI1,2,1.3123
2012,NUTS,2010,ITI1,2,1.3731
2013,NUTS,2010,ITI1,2,1.3957
2014,NUTS,2010,ITI1,2,1.3146
2015,NUTS,2010,ITI1,2,1.3884
2016,NUTS,2010,ITI1,2,1.4488
2017,NUTS,2010,ITI1,2,1.5845
2018,NUTS,2010,ITI1,2,1.7337
2019,NUTS,2010,ITI1,2,1.8331
2003,NUTS,2010,ITI2,2,1.0416
2004,NUTS,2010,ITI2,2,1.0686
2005,NUTS,2010,ITI2,2,1.2096
2007,NUTS,2010,ITI2,2,1.2278
2008,NUTS,2010,ITI2,2,1.1211
2009,NUTS,2010,ITI2,2,1.1185
2010,NUTS,2010,ITI2,2,1.106
2011,NUTS,2010,ITI2,2,1.1466
2012,NUTS,2010,ITI2,2,1.1694
2013,NUTS,2010,ITI2,2,1.145
2014,NUTS,2010,ITI2,2,1.2272
2017,NUTS,2010,ITI2,2,1.2273
2018,NUTS,2010,ITI2,2,1.3994
2019,NUTS,2010,ITI2,2,1.4079
2005,NUTS,2010,ITI3,2,0.6192
2007,NUTS,2010,ITI3,2,0.8885
2008,NUTS,2010,ITI3,2,0.8237
2009,NUTS,2010,ITI3,2,0.8253
2010,NUTS,2010,ITI3,2,0.8542
2011,NUTS,2010,ITI3,2,0.8063
2012,NUTS,2010,ITI3,2,0.8348
2013,NUTS,2010,ITI3,2,0.8816
2014,NUTS,2010,ITI3,2,0.9055
2015,NUTS,2010,ITI3,2,0.9249
2016,NUTS,2010,ITI3,2,1.0259
2017,NUTS,2010,ITI3,2,1.2037
2018,NUTS,2010,ITI3,2,1.1955
2019,NUTS,2010,ITI3,2,1.2397
2003,NUTS,2010,ITI4,2,1.8759
2004,NUTS,2010,ITI4,2,1.8354
2005,NUTS,2010,ITI4,2,2.0079
2007,NUTS,2010,ITI4,2,2.1075
2008,NUTS,2010,ITI4,2,1.9519
2009,NUTS,2010,ITI4,2,2.0207
2010,NUTS,2010,ITI4,2,1.9888
2011,NUTS,2010,ITI4,2,1.8888
2012,NUTS,2010,ITI4,2,1.8724
2013,NUTS,2010,ITI4,2,1.8558
2014,NUTS,2010,ITI4,2,1.7409
2015,NUTS,2010,ITI4,2,1.858
2016,NUTS,2010,ITI4,2,1.9095
2017,NUTS,2010,ITI4,2,1.9203
2018,NUTS,2010,ITI4,2,1.9894
2019,NUTS,2010,ITI4,2,2.1906
2001,NUTS,2010,KR,0,0.4553
2002,NUTS,2010,KR,0,0.4987
2003,NUTS,2010,KR,0,0.5268
2004,NUTS,2010,KR,0,0.5522
2005,NUTS,2010,KR,0,0.5987
2006,NUTS,2010,KR,0,0.6538
2007,NUTS,2010,KR,0,0.8564
2008,NUTS,2010,KR,0,0.9098
2009,NUTS,2010,KR,0,0.9978
2010,NUTS,2010,KR,0,1.0802
2011,NUTS,2010,KR,0,1.1596
2000,NUTS,2010,LT,0,0.9048
2001,NUTS,2010,LT,0,1.0118
2002,NUTS,2010,LT,0,0.9205
2003,NUTS,2010,LT,0,0.9783
2004,NUTS,2010,LT,0,1.1391
2005,NUTS,2010,LT,0,1.1476
2006,NUTS,2010,LT,0,1.1942
2007,NUTS,2010,LT,0,1.3677
2008,NUTS,2010,LT,0,1.3697
2009,NUTS,2010,LT,0,1.3412
2010,NUTS,2010,LT,0,1.3357
2011,NUTS,2010,LT,0,1.6582
2012,NUTS,2010,LT,0,1.6621
2013,NUTS,2010,LT,0,1.6951
2014,NUTS,2010,LT,0,1.7468
2015,NUTS,2010,LT,0,1.5811
2016,NUTS,2010,LT,0,1.6369
2017,NUTS,2010,LT,0,1.6862
2018,NUTS,2010,LT,0,1.7193
2019,NUTS,2010,LT,0,1.732
2015,NUTS,2010,LT01,2,2.6549
2016,NUTS,2010,LT01,2,2.5413
2017,NUTS,2010,LT01,2,2.4675
2018,NUTS,2010,LT01,2,2.5106
2019,NUTS,2010,LT01,2,2.5646
2015,NUTS,2010,LT02,2,1.0639
2016,NUTS,2010,LT02,2,1.1533
2017,NUTS,2010,LT02,2,1.2252
2018,NUTS,2010,LT02,2,1.2454
2019,NUTS,2010,LT02,2,1.2505
2003,NUTS,2010,LU,0,1.2
2005,NUTS,2010,LU,0,1.2419
2007,NUTS,2010,LU,0,2.1479
2009,NUTS,2010,LU,0,1.6495
2011,NUTS,2010,LU,0,1.5039
2013,NUTS,2010,LU,0,1.2607
2014,NUTS,2010,LU,0,1.013
2015,NUTS,2010,LU,0,1.353
2017,NUTS,2010,LU,0,1.3539
2019,NUTS,2010,LU,0,1.3829
1997,NUTS,2010,LV,0,0.5435
1998,NUTS,2010,LV,0,0.5739
1999,NUTS,2010,LV,0,0.62
2000,NUTS,2010,LV,0,0.8127
2001,NUTS,2010,LV,0,0.8872
2002,NUTS,2010,LV,0,0.9649
2003,NUTS,2010,LV,0,0.8338
2004,NUTS,2010,LV,0,0.8581
2005,NUTS,2010,LV,0,0.9541
2006,NUTS,2010,LV,0,1.0444
2007,NUTS,2010,LV,0,1.1439
2008,NUTS,2010,LV,0,1.1065
2009,NUTS,2010,LV,0,0.9233
2010,NUTS,2010,LV,0,0.8823
2011,NUTS,2010,LV,0,1.0772
2012,NUTS,2010,LV,0,1.1696
2013,NUTS,2010,LV,0,1.1099
2015,NUTS,2010,LV,0,1.2578
2016,NUTS,2010,LV,0,1.2625
2017,NUTS,2010,LV,0,1.3193
2018,NUTS,2010,LV,0,1.3779
2019,NUTS,2010,LV,0,1.4567
2011,NUTS,2010,ME,0,1.0962
2013,NUTS,2010,ME,0,1.1063
2014,NUTS,2010,ME,0,1.0521
2015,NUTS,2010,ME,0,0.995
2017,NUTS,2010,ME,0,1.0311
2018,NUTS,2010,ME,0,1.0851
2019,NUTS,2010,ME,0,1.0344
2006,NUTS,2010,MK,0,0.4522
2007,NUTS,2010,MK,0,0.4449
2008,NUTS,2010,MK,0,0.42
2009,NUTS,2010,MK,0,0.3721
2010,NUTS,2010,MK,0,0.4197
2011,NUTS,2010,MK,0,0.342
2012,NUTS,2010,MK,0,0.4213
2015,NUTS,2010,MK,0,0.5804
2016,NUTS,2010,MK,0,0.6201
2017,NUTS,2010,MK,0,0.5751
2018,NUTS,2010,MK,0,0.5919
2019,NUTS,2010,MK,0,0.5504
2004,NUTS,2010,MT,0,0.7531
2005,NUTS,2010,MT,0,0.852
2006,NUTS,2010,MT,0,0.8882
2007,NUTS,2010,MT,0,0.7833
2008,NUTS,2010,MT,0,0.8754
2009,NUTS,2010,MT,0,0.8259
2010,NUTS,2010,MT,0,0.8983
2011,NUTS,2010,MT,0,0.9714
2012,NUTS,2010,MT,0,1.0551
2013,NUTS,2010,MT,0,0.9767
2014,NUTS,2010,MT,0,0.9269
2015,NUTS,2010,MT,0,0.9321
2016,NUTS,2010,MT,0,0.8849
2017,NUTS,2010,MT,0,0.944
2018,NUTS,2010,MT,0,0.89
2019,NUTS,2010,MT,0,0.8743
2001,NUTS,2010,NL,0,0.7425
2003,NUTS,2010,NL,0,0.7263
2005,NUTS,2010,NL,0,0.7893
2007,NUTS,2010,NL,0,0.837
2009,NUTS,2010,NL,0,0.7628
2011,NUTS,2010,NL,0,1.0572
2012,NUTS,2010,NL,0,1.1559
2013,NUTS,2010,NL,0,1.1987
2014,NUTS,2010,NL,0,1.2209
2015,NUTS,2010,NL,0,1.2526
2016,NUTS,2010,NL,0,1.3215
2017,NUTS,2010,NL,0,1.3333
2018,NUTS,2010,NL,0,1.393
2019,NUTS,2010,NL,0,1.4799
2011,NUTS,2010,NL1,1,0.8738
2012,NUTS,2010,NL1,1,0.7968
2011,NUTS,2010,NL11,2,1.4698
2012,NUTS,2010,NL11,2,1.503
2011,NUTS,2010,NL12,2,0.4181
2012,NUTS,2010,NL12,2,0.4416
2011,NUTS,2010,NL13,2,0.7412
2012,NUTS,2010,NL13,2,0.4055
2011,NUTS,2010,NL2,1,0.9826
2012,NUTS,2010,NL2,1,1.1408
2011,NUTS,2010,NL21,2,0.7853
2012,NUTS,2010,NL21,2,0.923
2011,NUTS,2010,NL22,2,1.1447
2012,NUTS,2010,NL22,2,1.324
2011,NUTS,2010,NL23,2,0.7237
2012,NUTS,2010,NL23,2,0.8323
2011,NUTS,2010,NL3,1,1.224
2012,NUTS,2010,NL3,1,1.3106
2011,NUTS,2010,NL31,2,1.3224
2012,NUTS,2010,NL31,2,1.5236
2011,NUTS,2010,NL32,2,1.4092
2012,NUTS,2010,NL32,2,1.5426
2011,NUTS,2010,NL33,2,1.1256
2012,NUTS,2010,NL33,2,1.1492
2011,NUTS,2010,NL34,2,0.3501
2012,NUTS,2010,NL34,2,0.2598
2011,NUTS,2010,NL4,1,0.9789
2012,NUTS,2010,NL4,1,1.1315
2011,NUTS,2010,NL41,2,0.9804
2012,NUTS,2010,NL41,2,1.185
2011,NUTS,2010,NL42,2,0.9755
2012,NUTS,2010,NL42,2,1.0086
2003,NUTS,2010,NO,0,1.5328
2005,NUTS,2010,NO,0,1.6867
2007,NUTS,2010,NO,0,1.8922
2008,NUTS,2010,NO,0,1.9662
2009,NUTS,2010,NO,0,2.0339
2010,NUTS,2010,NO,0,2.0642
2011,NUTS,2010,NO,0,2.082
2012,NUTS,2010,NO,0,2.0941
2013,NUTS,2010,NO,0,2.1728
2014,NUTS,2010,NO,0,2.269
2015,NUTS,2010,NO,0,2.3683
2016,NUTS,2010,NO,0,2.4689
2017,NUTS,2010,NO,0,2.6524
2018,NUTS,2010,NO,0,2.7118
2019,NUTS,2010,NO,0,2.7383
2003,NUTS,2010,NO0,1,1.5051
2005,NUTS,2010,NO0,1,1.6607
2007,NUTS,2010,NO0,1,1.8581
2008,NUTS,2010,NO0,1,1.9285
2009,NUTS,2010,NO0,1,1.9923
2010,NUTS,2010,NO0,1,2.0186
2011,NUTS,2010,NO0,1,2.032
2012,NUTS,2010,NO0,1,2.0404
2013,NUTS,2010,NO0,1,2.1173
2014,NUTS,2010,NO0,1,2.2081
2001,NUTS,2010,NO01,2,1.7882
2007,NUTS,2010,NO01,2,3.433
2008,NUTS,2010,NO01,2,3.4834
2009,NUTS,2010,NO01,2,3.6194
2010,NUTS,2010,NO01,2,3.5338
2011,NUTS,2010,NO01,2,3.537
2012,NUTS,2010,NO01,2,3.4987
2013,NUTS,2010,NO01,2,3.5199
2014,NUTS,2010,NO01,2,3.6572
2001,NUTS,2010,NO02,2,0.2514
2007,NUTS,2010,NO02,2,0.4661
2008,NUTS,2010,NO02,2,0.5842
2009,NUTS,2010,NO02,2,0.5589
2010,NUTS,2010,NO02,2,0.6083
2011,NUTS,2010,NO02,2,0.6788
2012,NUTS,2010,NO02,2,0.6516
2013,NUTS,2010,NO02,2,0.7492
2014,NUTS,2010,NO02,2,0.7898
2001,NUTS,2010,NO03,2,0.3252
2007,NUTS,2010,NO03,2,0.6478
2008,NUTS,2010,NO03,2,0.7152
2009,NUTS,2010,NO03,2,0.6779
2010,NUTS,2010,NO03,2,0.785
2011,NUTS,2010,NO03,2,0.8003
2012,NUTS,2010,NO03,2,0.8099
2013,NUTS,2010,NO03,2,0.8729
2014,NUTS,2010,NO03,2,0.9496
2001,NUTS,2010,NO04,2,0.4929
2007,NUTS,2010,NO04,2,0.9191
2008,NUTS,2010,NO04,2,0.9258
2009,NUTS,2010,NO04,2,0.9701
2010,NUTS,2010,NO04,2,0.9476
2011,NUTS,2010,NO04,2,0.9338
2012,NUTS,2010,NO04,2,0.9615
2013,NUTS,2010,NO04,2,0.9868
2014,NUTS,2010,NO04,2,1.0704
2001,NUTS,2010,NO05,2,0.7381
2007,NUTS,2010,NO05,2,1.817
2008,NUTS,2010,NO05,2,1.867
2009,NUTS,2010,NO05,2,1.9076
2010,NUTS,2010,NO05,2,1.9821
2011,NUTS,2010,NO05,2,1.8979
2012,NUTS,2010,NO05,2,1.9347
2013,NUTS,2010,NO05,2,1.9963
2014,NUTS,2010,NO05,2,2.21
2001,NUTS,2010,NO06,2,1.3203
2007,NUTS,2010,NO06,2,2.8958
2008,NUTS,2010,NO06,2,3.1467
2009,NUTS,2010,NO06,2,3.3186
2010,NUTS,2010,NO06,2,3.425
2011,NUTS,2010,NO06,2,3.6513
2012,NUTS,2010,NO06,2,3.7039
2013,NUTS,2010,NO06,2,4.0387
2014,NUTS,2010,NO06,2,3.6597
2001,NUTS,2010,NO07,2,0.7086
2007,NUTS,2010,NO07,2,1.7573
2008,NUTS,2010,NO07,2,1.8535
2009,NUTS,2010,NO07,2,1.9468
2010,NUTS,2010,NO07,2,1.9887
2011,NUTS,2010,NO07,2,1.9584
2012,NUTS,2010,NO07,2,2.1021
2013,NUTS,2010,NO07,2,2.1202
2014,NUTS,2010,NO07,2,2.2274
2000,NUTS,2010,PL,0,0.6959
2003,NUTS,2010,PL,0,0.7239
2004,NUTS,2010,PL,0,0.7228
2005,NUTS,2010,PL,0,0.6853
2006,NUTS,2010,PL,0,0.6831
2007,NUTS,2010,PL,0,0.6888
2008,NUTS,2010,PL,0,0.67
2009,NUTS,2010,PL,0,0.6749
2010,NUTS,2010,PL,0,0.7268
2011,NUTS,2010,PL,0,0.7336
2012,NUTS,2010,PL,0,0.7458
2013,NUTS,2010,PL,0,0.7696
2014,NUTS,2010,PL,0,0.7951
2015,NUTS,2010,PL,0,0.8108
2016,NUTS,2010,PL,0,0.8875
2017,NUTS,2010,PL,0,1.2626
2018,NUTS,2010,PL,0,1.3858
2019,NUTS,2010,PL,0,1.4209
2000,NUTS,2010,PL1,1,1.8174
2003,NUTS,2010,PL1,1,1.8351
2004,NUTS,2010,PL1,1,1.8067
2005,NUTS,2010,PL1,1,1.7234
2006,NUTS,2010,PL1,1,1.6646
2007,NUTS,2010,PL1,1,1.6037
2008,NUTS,2010,PL1,1,1.4588
2009,NUTS,2010,PL1,1,1.4501
2010,NUTS,2010,PL1,1,1.6392
2011,NUTS,2010,PL1,1,1.5537
2012,NUTS,2010,PL1,1,1.5534
2013,NUTS,2010,PL1,1,1.0605
2014,NUTS,2010,PL1,1,1.0525
2015,NUTS,2010,PL1,1,1.0542
2000,NUTS,2010,PL11,2,0.6272
2003,NUTS,2010,PL11,2,0.613
2004,NUTS,2010,PL11,2,0.6175
2005,NUTS,2010,PL11,2,0.591
2006,NUTS,2010,PL11,2,0.6137
2007,NUTS,2010,PL11,2,0.6433
2008,NUTS,2010,PL11,2,0.5374
2009,NUTS,2010,PL11,2,0.6065
2010,NUTS,2010,PL11,2,0.6335
2011,NUTS,2010,PL11,2,0.6394
2012,NUTS,2010,PL11,2,0.729
2013,NUTS,2010,PL11,2,0.6351
2014,NUTS,2010,PL11,2,0.6389
2015,NUTS,2010,PL11,2,0.6883
2000,NUTS,2010,PL12,2,1.433
2003,NUTS,2010,PL12,2,1.4749
2004,NUTS,2010,PL12,2,1.4498
2005,NUTS,2010,PL12,2,1.3736
2006,NUTS,2010,PL12,2,1.3205
2007,NUTS,2010,PL12,2,1.2502
2008,NUTS,2010,PL12,2,1.1691
2009,NUTS,2010,PL12,2,1.1423
2010,NUTS,2010,PL12,2,1.3065
2011,NUTS,2010,PL12,2,1.2282
2012,NUTS,2010,PL12,2,1.1869
2013,NUTS,2010,PL12,2,1.2867
2014,NUTS,2010,PL12,2,1.256
2015,NUTS,2010,PL12,2,1.2223
2000,NUTS,2010,PL2,1,0.7497
2003,NUTS,2010,PL2,1,0.8148
2004,NUTS,2010,PL2,1,0.772
2005,NUTS,2010,PL2,1,0.6692
2006,NUTS,2010,PL2,1,0.6238
2007,NUTS,2010,PL2,1,0.6392
2008,NUTS,2010,PL2,1,0.6246
2009,NUTS,2010,PL2,1,0.6064
2010,NUTS,2010,PL2,1,0.6635
2011,NUTS,2010,PL2,1,0.6667
2012,NUTS,2010,PL2,1,0.7159
2013,NUTS,2010,PL2,1,0.7151
2014,NUTS,2010,PL2,1,0.7542
2015,NUTS,2010,PL2,1,0.8269
2016,NUTS,2010,PL2,1,0.8335
2017,NUTS,2010,PL2,1,1.1999
2018,NUTS,2010,PL2,1,1.3283
2019,NUTS,2010,PL2,1,1.4336
2000,NUTS,2010,PL21,2,0.9533
2003,NUTS,2010,PL21,2,1.0391
2004,NUTS,2010,PL21,2,1.0485
2005,NUTS,2010,PL21,2,0.9291
2006,NUTS,2010,PL21,2,0.7506
2007,NUTS,2010,PL21,2,0.7987
2008,NUTS,2010,PL21,2,0.7825
2009,NUTS,2010,PL21,2,0.8107
2010,NUTS,2010,PL21,2,0.9081
2011,NUTS,2010,PL21,2,0.8957
2012,NUTS,2010,PL21,2,1.0062
2013,NUTS,2010,PL21,2,1.0005
2014,NUTS,2010,PL21,2,1.0671
2015,NUTS,2010,PL21,2,1.189
2016,NUTS,2010,PL21,2,1.1891
2017,NUTS,2010,PL21,2,1.8189
2018,NUTS,2010,PL21,2,1.9202
2019,NUTS,2010,PL21,2,1.9228
2000,NUTS,2010,PL22,2,0.5537
2003,NUTS,2010,PL22,2,0.6305
2004,NUTS,2010,PL22,2,0.5679
2005,NUTS,2010,PL22,2,0.4879
2006,NUTS,2010,PL22,2,0.5259
2007,NUTS,2010,PL22,2,0.517
2008,NUTS,2010,PL22,2,0.5057
2009,NUTS,2010,PL22,2,0.4612
2010,NUTS,2010,PL22,2,0.4911
2011,NUTS,2010,PL22,2,0.5051
2012,NUTS,2010,PL22,2,0.5134
2013,NUTS,2010,PL22,2,0.5168
2014,NUTS,2010,PL22,2,0.5318
2015,NUTS,2010,PL22,2,0.5677
2016,NUTS,2010,PL22,2,0.5727
2017,NUTS,2010,PL22,2,0.7389
2018,NUTS,2010,PL22,2,0.8807
2019,NUTS,2010,PL22,2,1.0602
2000,NUTS,2010,PL3,1,0.3724
2003,NUTS,2010,PL3,1,0.4108
2004,NUTS,2010,PL3,1,0.4372
2005,NUTS,2010,PL3,1,0.4235
2006,NUTS,2010,PL3,1,0.4356
2007,NUTS,2010,PL3,1,0.4195
2008,NUTS,2010,PL3,1,0.4413
2009,NUTS,2010,PL3,1,0.419
2010,NUTS,2010,PL3,1,0.4714
2011,NUTS,2010,PL3,1,0.4863
2012,NUTS,2010,PL3,1,0.5026
2013,NUTS,2010,PL3,1,0.5437
2014,NUTS,2010,PL3,1,0.5557
2015,NUTS,2010,PL3,1,0.5589
2000,NUTS,2010,PL31,2,0.5833
2003,NUTS,2010,PL31,2,0.651
2004,NUTS,2010,PL31,2,0.6807
2005,NUTS,2010,PL31,2,0.6762
2006,NUTS,2010,PL31,2,0.7036
2007,NUTS,2010,PL31,2,0.6521
2008,NUTS,2010,PL31,2,0.6677
2009,NUTS,2010,PL31,2,0.6415
2010,NUTS,2010,PL31,2,0.6793
2011,NUTS,2010,PL31,2,0.6642
2012,NUTS,2010,PL31,2,0.7735
2013,NUTS,2010,PL31,2,0.7336
2014,NUTS,2010,PL31,2,0.7412
2015,NUTS,2010,PL31,2,0.7205
2000,NUTS,2010,PL32,2,0.1821
2003,NUTS,2010,PL32,2,0.2329
2004,NUTS,2010,PL32,2,0.2542
2005,NUTS,2010,PL32,2,0.2444
2006,NUTS,2010,PL32,2,0.2569
2007,NUTS,2010,PL32,2,0.251
2008,NUTS,2010,PL32,2,0.2759
2009,NUTS,2010,PL32,2,0.2713
2010,NUTS,2010,PL32,2,0.4135
2011,NUTS,2010,PL32,2,0.4492
2012,NUTS,2010,PL32,2,0.4792
2013,NUTS,2010,PL32,2,0.5226
2014,NUTS,2010,PL32,2,0.5591
2015,NUTS,2010,PL32,2,0.5639
2000,NUTS,2010,PL33,2,0.1431
2003,NUTS,2010,PL33,2,0.208
2004,NUTS,2010,PL33,2,0.1689
2005,NUTS,2010,PL33,2,0.2
2006,NUTS,2010,PL33,2,0.1706
2007,NUTS,2010,PL33,2,0.1987
2008,NUTS,2010,PL33,2,0.2348
2009,NUTS,2010,PL33,2,0.2031
2010,NUTS,2010,PL33,2,0.1934
2012,NUTS,2010,PL33,2,0.0699
2013,NUTS,2010,PL33,2,0.2203
2014,NUTS,2010,PL33,2,0.2296
2015,NUTS,2010,PL33,2,0.2417
2000,NUTS,2010,PL34,2,0.5211
2003,NUTS,2010,PL34,2,0.4723
2004,NUTS,2010,PL34,2,0.5562
2005,NUTS,2010,PL34,2,0.4799
2006,NUTS,2010,PL34,2,0.5391
2007,NUTS,2010,PL34,2,0.4969
2008,NUTS,2010,PL34,2,0.5194
2009,NUTS,2010,PL34,2,0.5019
2010,NUTS,2010,PL34,2,0.4981
2012,NUTS,2010,PL34,2,0.533
2013,NUTS,2010,PL34,2,0.576
2014,NUTS,2010,PL34,2,0.5545
2015,NUTS,2010,PL34,2,0.5872
2000,NUTS,2010,PL4,1,0.5845
2003,NUTS,2010,PL4,1,0.6115
2004,NUTS,2010,PL4,1,0.6434
2005,NUTS,2010,PL4,1,0.6311
2006,NUTS,2010,PL4,1,0.6656
2007,NUTS,2010,PL4,1,0.7011
2008,NUTS,2010,PL4,1,0.7207
2009,NUTS,2010,PL4,1,0.682
2010,NUTS,2010,PL4,1,0.7078
2011,NUTS,2010,PL4,1,0.7291
2012,NUTS,2010,PL4,1,0.7013
2013,NUTS,2010,PL4,1,0.7034
2014,NUTS,2010,PL4,1,0.7626
2015,NUTS,2010,PL4,1,0.7951
2016,NUTS,2010,PL4,1,0.6788
2017,NUTS,2010,PL4,1,0.9148
2018,NUTS,2010,PL4,1,1.0385
2019,NUTS,2010,PL4,1,0.9466
2000,NUTS,2010,PL41,2,0.7079
2003,NUTS,2010,PL41,2,0.7898
2004,NUTS,2010,PL41,2,0.8359
2005,NUTS,2010,PL41,2,0.8094
2006,NUTS,2010,PL41,2,0.9153
2007,NUTS,2010,PL41,2,0.9449
2008,NUTS,2010,PL41,2,0.993
2009,NUTS,2010,PL41,2,0.9572
2010,NUTS,2010,PL41,2,0.9823
2011,NUTS,2010,PL41,2,0.9772
2012,NUTS,2010,PL41,2,0.9022
2013,NUTS,2010,PL41,2,0.9173
2014,NUTS,2010,PL41,2,1.0055
2015,NUTS,2010,PL41,2,1.0567
2016,NUTS,2010,PL41,2,0.8795
2017,NUTS,2010,PL41,2,1.0866
2018,NUTS,2010,PL41,2,1.2778
2019,NUTS,2010,PL41,2,1.103
2000,NUTS,2010,PL42,2,0.5091
2003,NUTS,2010,PL42,2,0.4685
2004,NUTS,2010,PL42,2,0.5109
2005,NUTS,2010,PL42,2,0.5151
2006,NUTS,2010,PL42,2,0.4617
2007,NUTS,2010,PL42,2,0.5306
2008,NUTS,2010,PL42,2,0.4919
2009,NUTS,2010,PL42,2,0.4391
2012,NUTS,2010,PL42,2,0.5804
2013,NUTS,2010,PL42,2,0.5545
2014,NUTS,2010,PL42,2,0.5952
2015,NUTS,2010,PL42,2,0.6228
2016,NUTS,2010,PL42,2,0.5231
2017,NUTS,2010,PL42,2,0.8378
2018,NUTS,2010,PL42,2,0.8642
2019,NUTS,2010,PL42,2,0.9155
2000,NUTS,2010,PL43,2,0.246
2003,NUTS,2010,PL43,2,0.2293
2004,NUTS,2010,PL43,2,0.2338
2005,NUTS,2010,PL43,2,0.2469
2006,NUTS,2010,PL43,2,0.1765
2007,NUTS,2010,PL43,2,0.2028
2008,NUTS,2010,PL43,2,0.2052
2009,NUTS,2010,PL43,2,0.1903
2012,NUTS,2010,PL43,2,0.2095
2013,NUTS,2010,PL43,2,0.2089
2014,NUTS,2010,PL43,2,0.2201
2015,NUTS,2010,PL43,2,0.2232
2016,NUTS,2010,PL43,2,0.2112
2017,NUTS,2010,PL43,2,0.4093
2018,NUTS,2010,PL43,2,0.4303
2019,NUTS,2010,PL43,2,0.4006
2000,NUTS,2010,PL5,1,0.5532
