year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_hc_total_total
2008,NUTS,2010,FR,0,1.085
2009,NUTS,2010,FR,0,1.0719
2010,NUTS,2010,FR,0,1.0835
2011,NUTS,2010,FR,0,1.1155
2012,NUTS,2010,FR,0,1.1432
2013,NUTS,2010,FR,0,1.157
2014,NUTS,2010,FR,0,1.2256
2016,NUTS,2010,FR,0,1.3473
2017,NUTS,2010,FR,0,1.392
2002,NUTS,2010,HR,0,1.0234
2003,NUTS,2010,HR,0,1.0732
2004,NUTS,2010,HR,0,1.1726
2005,NUTS,2010,HR,0,0.9622
2006,NUTS,2010,HR,0,0.9884
2007,NUTS,2010,HR,0,0.9966
2008,NUTS,2010,HR,0,1.0153
2009,NUTS,2010,HR,0,1.0348
2010,NUTS,2010,HR,0,1.0783
2011,NUTS,2010,HR,0,1.0496
2012,NUTS,2010,HR,0,1.0278
2013,NUTS,2010,HR,0,1.0204
2014,NUTS,2010,HR,0,0.9609
2015,NUTS,2010,HR,0,1.0137
2016,NUTS,2010,HR,0,1.1253
2017,NUTS,2010,HR,0,1.1941
2018,NUTS,2010,HR,0,1.286
2019,NUTS,2010,HR,0,1.4406
2020,NUTS,2010,HR,0,1.5517
2002,NUTS,2010,HR0,1,0.9984
2003,NUTS,2010,HR0,1,1.0523
2004,NUTS,2010,HR0,1,1.1221
2005,NUTS,2010,HR0,1,0.929
2006,NUTS,2010,HR0,1,0.9505
2007,NUTS,2010,HR0,1,0.9727
2008,NUTS,2010,HR0,1,0.9875
2009,NUTS,2010,HR0,1,1.0073
2010,NUTS,2010,HR0,1,1.0524
2011,NUTS,2010,HR0,1,1.0242
2012,NUTS,2010,HR0,1,1.0073
2014,NUTS,2010,HR0,1,0.9475
2015,NUTS,2010,HR0,1,0.9999
2016,NUTS,2010,HR0,1,1.114
2017,NUTS,2010,HR0,1,1.1807
2018,NUTS,2010,HR0,1,1.2702
2019,NUTS,2010,HR0,1,1.4192
2020,NUTS,2010,HR0,1,1.5329
2008,NUTS,2010,HR03,2,0.7059
2009,NUTS,2010,HR03,2,0.7198
2010,NUTS,2010,HR03,2,0.7584
2011,NUTS,2010,HR03,2,0.7809
2012,NUTS,2010,HR03,2,0.7771
2014,NUTS,2010,HR03,2,0.6762
2015,NUTS,2010,HR03,2,0.6668
2016,NUTS,2010,HR03,2,0.7548
2017,NUTS,2010,HR03,2,0.8229
2018,NUTS,2010,HR03,2,0.8792
2019,NUTS,2010,HR03,2,1.0661
2020,NUTS,2010,HR03,2,1.146
2008,NUTS,2010,HR04,2,1.115
2009,NUTS,2010,HR04,2,1.1387
2010,NUTS,2010,HR04,2,1.189
2011,NUTS,2010,HR04,2,1.135
2012,NUTS,2010,HR04,2,1.1124
2014,NUTS,2010,HR04,2,1.0814
2015,NUTS,2010,HR04,2,1.1648
2016,NUTS,2010,HR04,2,1.2838
2017,NUTS,2010,HR04,2,1.354
2018,NUTS,2010,HR04,2,1.4592
2019,NUTS,2010,HR04,2,1.5874
2000,NUTS,2010,HU,0,1.1213
2001,NUTS,2010,HU,0,1.1177
2002,NUTS,2010,HU,0,1.2018
2003,NUTS,2010,HU,0,1.1931
2004,NUTS,2010,HU,0,1.2464
2005,NUTS,2010,HU,0,1.209
2006,NUTS,2010,HU,0,1.1588
2007,NUTS,2010,HU,0,1.1268
2008,NUTS,2010,HU,0,1.1426
2009,NUTS,2010,HU,0,1.0717
2010,NUTS,2010,HU,0,1.0658
2011,NUTS,2010,HU,0,1.0695
2012,NUTS,2010,HU,0,1.0556
2013,NUTS,2010,HU,0,1.0638
2014,NUTS,2010,HU,0,1.0172
2015,NUTS,2010,HU,0,1.005
2016,NUTS,2010,HU,0,0.9463
2017,NUTS,2010,HU,0,1.0296
2018,NUTS,2010,HU,0,1.1797
2019,NUTS,2010,HU,0,1.3677
2000,NUTS,2010,HU1,1,2.0639
2001,NUTS,2010,HU1,1,2.0384
2002,NUTS,2010,HU1,1,2.1639
2003,NUTS,2010,HU1,1,2.1178
2004,NUTS,2010,HU1,1,2.0764
2005,NUTS,2010,HU1,1,1.9798
2006,NUTS,2010,HU1,1,1.9672
2007,NUTS,2010,HU1,1,2.042
2008,NUTS,2010,HU1,1,1.9879
2009,NUTS,2010,HU1,1,2.0137
2010,NUTS,2010,HU1,1,2.0457
2011,NUTS,2010,HU1,1,2.019
2012,NUTS,2010,HU1,1,1.9005
2013,NUTS,2010,HU1,1,1.9312
2014,NUTS,2010,HU1,1,1.884
2015,NUTS,2010,HU1,1,1.9404
2016,NUTS,2010,HU1,1,1.7529
2017,NUTS,2010,HU1,1,1.9376
2018,NUTS,2010,HU1,1,2.2902
2019,NUTS,2010,HU1,1,2.6192
2000,NUTS,2010,HU10,2,2.0639
2001,NUTS,2010,HU10,2,2.0384
2002,NUTS,2010,HU10,2,2.1639
2003,NUTS,2010,HU10,2,2.1178
2004,NUTS,2010,HU10,2,2.0764
2005,NUTS,2010,HU10,2,1.9798
2006,NUTS,2010,HU10,2,1.9672
2007,NUTS,2010,HU10,2,2.042
2008,NUTS,2010,HU10,2,1.9879
2009,NUTS,2010,HU10,2,2.0137
2010,NUTS,2010,HU10,2,2.0457
2011,NUTS,2010,HU10,2,2.019
2012,NUTS,2010,HU10,2,1.9005
2013,NUTS,2010,HU10,2,1.9312
2014,NUTS,2010,HU10,2,1.884
2015,NUTS,2010,HU10,2,1.9404
2016,NUTS,2010,HU10,2,1.7529
2017,NUTS,2010,HU11,2,2.8306
2018,NUTS,2010,HU11,2,3.41
2019,NUTS,2010,HU11,2,4.0529
2017,NUTS,2010,HU12,2,0.5369
2018,NUTS,2010,HU12,2,0.5878
2019,NUTS,2010,HU12,2,0.5469
2000,NUTS,2010,HU2,1,0.6283
2001,NUTS,2010,HU2,1,0.6341
2002,NUTS,2010,HU2,1,0.6285
2003,NUTS,2010,HU2,1,0.6473
2004,NUTS,2010,HU2,1,0.8118
2005,NUTS,2010,HU2,1,0.7298
2006,NUTS,2010,HU2,1,0.712
2007,NUTS,2010,HU2,1,0.5218
2008,NUTS,2010,HU2,1,0.6337
2009,NUTS,2010,HU2,1,0.5995
2010,NUTS,2010,HU2,1,0.5587
2011,NUTS,2010,HU2,1,0.5579
2012,NUTS,2010,HU2,1,0.5963
2013,NUTS,2010,HU2,1,0.5946
2014,NUTS,2010,HU2,1,0.5396
2015,NUTS,2010,HU2,1,0.5142
2016,NUTS,2010,HU2,1,0.5007
2017,NUTS,2010,HU2,1,0.5883
2018,NUTS,2010,HU2,1,0.664
2019,NUTS,2010,HU2,1,0.7318
2000,NUTS,2010,HU21,2,0.5902
2001,NUTS,2010,HU21,2,0.524
2002,NUTS,2010,HU21,2,0.5526
2003,NUTS,2010,HU21,2,0.5256
2004,NUTS,2010,HU21,2,0.5606
2005,NUTS,2010,HU21,2,0.5429
2006,NUTS,2010,HU21,2,0.5002
2007,NUTS,2010,HU21,2,0.3996
2008,NUTS,2010,HU21,2,0.4026
2009,NUTS,2010,HU21,2,0.4064
2010,NUTS,2010,HU21,2,0.4138
2011,NUTS,2010,HU21,2,0.405
2012,NUTS,2010,HU21,2,0.5707
2013,NUTS,2010,HU21,2,0.5195
2014,NUTS,2010,HU21,2,0.4884
2015,NUTS,2010,HU21,2,0.4747
2016,NUTS,2010,HU21,2,0.4712
2017,NUTS,2010,HU21,2,0.4614
2018,NUTS,2010,HU21,2,0.5068
2019,NUTS,2010,HU21,2,0.5805
2000,NUTS,2010,HU22,2,0.4149
2001,NUTS,2010,HU22,2,0.5803
2002,NUTS,2010,HU22,2,0.5483
2003,NUTS,2010,HU22,2,0.553
2004,NUTS,2010,HU22,2,0.4481
2005,NUTS,2010,HU22,2,0.4383
2006,NUTS,2010,HU22,2,0.4578
2007,NUTS,2010,HU22,2,0.4516
2008,NUTS,2010,HU22,2,0.4829
2009,NUTS,2010,HU22,2,0.5245
2010,NUTS,2010,HU22,2,0.5378
2011,NUTS,2010,HU22,2,0.5273
2012,NUTS,2010,HU22,2,0.4235
2013,NUTS,2010,HU22,2,0.4772
2014,NUTS,2010,HU22,2,0.4221
2015,NUTS,2010,HU22,2,0.3744
2016,NUTS,2010,HU22,2,0.3557
2017,NUTS,2010,HU22,2,0.4125
2018,NUTS,2010,HU22,2,0.5123
2019,NUTS,2010,HU22,2,0.5789
2000,NUTS,2010,HU23,2,0.9299
2001,NUTS,2010,HU23,2,0.8333
2002,NUTS,2010,HU23,2,0.82
2003,NUTS,2010,HU23,2,0.9115
2004,NUTS,2010,HU23,2,1.559
2005,NUTS,2010,HU23,2,1.3024
2006,NUTS,2010,HU23,2,1.2782
2007,NUTS,2010,HU23,2,0.769
2008,NUTS,2010,HU23,2,1.1103
2009,NUTS,2010,HU23,2,0.9303
2010,NUTS,2010,HU23,2,0.7569
2011,NUTS,2010,HU23,2,0.7894
2012,NUTS,2010,HU23,2,0.839
2013,NUTS,2010,HU23,2,0.8264
2014,NUTS,2010,HU23,2,0.7383
2015,NUTS,2010,HU23,2,0.7262
2016,NUTS,2010,HU23,2,0.7045
2017,NUTS,2010,HU23,2,0.9564
2018,NUTS,2010,HU23,2,1.0435
2019,NUTS,2010,HU23,2,1.1177
2000,NUTS,2010,HU3,1,0.7139
2001,NUTS,2010,HU3,1,0.7691
2002,NUTS,2010,HU3,1,0.8842
2003,NUTS,2010,HU3,1,0.8779
2004,NUTS,2010,HU3,1,0.8926
2005,NUTS,2010,HU3,1,0.9206
2006,NUTS,2010,HU3,1,0.8195
2007,NUTS,2010,HU3,1,0.816
2008,NUTS,2010,HU3,1,0.8104
2009,NUTS,2010,HU3,1,0.8514
2010,NUTS,2010,HU3,1,0.8314
2011,NUTS,2010,HU3,1,0.8676
2012,NUTS,2010,HU3,1,0.8613
2013,NUTS,2010,HU3,1,0.8667
2014,NUTS,2010,HU3,1,0.7922
2015,NUTS,2010,HU3,1,0.7403
2016,NUTS,2010,HU3,1,0.7345
2017,NUTS,2010,HU3,1,0.7377
2018,NUTS,2010,HU3,1,0.7995
2019,NUTS,2010,HU3,1,0.941
2000,NUTS,2010,HU31,2,0.3775
2001,NUTS,2010,HU31,2,0.4284
2002,NUTS,2010,HU31,2,0.5073
2003,NUTS,2010,HU31,2,0.4372
2004,NUTS,2010,HU31,2,0.4512
2005,NUTS,2010,HU31,2,0.4022
2006,NUTS,2010,HU31,2,0.4258
2007,NUTS,2010,HU31,2,0.4368
2008,NUTS,2010,HU31,2,0.4023
2009,NUTS,2010,HU31,2,0.4628
2010,NUTS,2010,HU31,2,0.4296
2011,NUTS,2010,HU31,2,0.4334
2012,NUTS,2010,HU31,2,0.4054
2013,NUTS,2010,HU31,2,0.4667
2014,NUTS,2010,HU31,2,0.3715
2015,NUTS,2010,HU31,2,0.3536
2016,NUTS,2010,HU31,2,0.3332
2017,NUTS,2010,HU31,2,0.3526
2018,NUTS,2010,HU31,2,0.3815
2019,NUTS,2010,HU31,2,0.4993
2000,NUTS,2010,HU32,2,0.8952
2001,NUTS,2010,HU32,2,0.8476
2002,NUTS,2010,HU32,2,0.881
2003,NUTS,2010,HU32,2,0.9044
2004,NUTS,2010,HU32,2,0.9444
2005,NUTS,2010,HU32,2,0.9714
2006,NUTS,2010,HU32,2,0.8121
2007,NUTS,2010,HU32,2,0.884
2008,NUTS,2010,HU32,2,0.8714
2009,NUTS,2010,HU32,2,0.8939
2010,NUTS,2010,HU32,2,0.9005
2011,NUTS,2010,HU32,2,0.903
2012,NUTS,2010,HU32,2,0.9251
2013,NUTS,2010,HU32,2,0.8498
2014,NUTS,2010,HU32,2,0.8125
2015,NUTS,2010,HU32,2,0.7679
2016,NUTS,2010,HU32,2,0.7707
2017,NUTS,2010,HU32,2,0.7703
2018,NUTS,2010,HU32,2,0.7849
2019,NUTS,2010,HU32,2,0.871
2000,NUTS,2010,HU33,2,0.826
2001,NUTS,2010,HU33,2,0.9818
2002,NUTS,2010,HU33,2,1.2273
2003,NUTS,2010,HU33,2,1.2655
2004,NUTS,2010,HU33,2,1.2425
2005,NUTS,2010,HU33,2,1.327
2006,NUTS,2010,HU33,2,1.1825
2007,NUTS,2010,HU33,2,1.0784
2008,NUTS,2010,HU33,2,1.0985
2009,NUTS,2010,HU33,2,1.1426
2010,NUTS,2010,HU33,2,1.1075
2011,NUTS,2010,HU33,2,1.2162
2012,NUTS,2010,HU33,2,1.1863
2013,NUTS,2010,HU33,2,1.2236
2014,NUTS,2010,HU33,2,1.13
2015,NUTS,2010,HU33,2,1.0388
2016,NUTS,2010,HU33,2,1.0294
2017,NUTS,2010,HU33,2,1.0315
2018,NUTS,2010,HU33,2,1.1881
2019,NUTS,2010,HU33,2,1.3969
2002,NUTS,2010,IE,0,0.9806
2003,NUTS,2010,IE,0,1.0055
2004,NUTS,2010,IE,0,1.0334
2005,NUTS,2010,IE,0,1.0878
2006,NUTS,2010,IE,0,1.1431
2007,NUTS,2010,IE,0,1.1341
2008,NUTS,2010,IE,0,1.1468
2009,NUTS,2010,IE,0,1.2599
2010,NUTS,2010,IE,0,1.2678
2011,NUTS,2010,IE,0,1.2932
2012,NUTS,2010,IE,0,1.0981
2013,NUTS,2010,IE,0,1.649
2015,NUTS,2010,IE,0,1.5822
2017,NUTS,2010,IE,0,1.7253
2019,NUTS,2010,IE,0,1.6922
2002,NUTS,2010,IE0,1,1.0296
2003,NUTS,2010,IE0,1,1.0558
2004,NUTS,2010,IE0,1,1.0969
2005,NUTS,2010,IE0,1,1.1297
2006,NUTS,2010,IE0,1,1.1889
2007,NUTS,2010,IE0,1,1.121
2008,NUTS,2010,IE0,1,1.1338
2009,NUTS,2010,IE0,1,1.243
2010,NUTS,2010,IE0,1,1.2488
2011,NUTS,2010,IE0,1,1.2733
2013,NUTS,2010,IE0,1,1.3437
2017,NUTS,2010,IE0,1,1.6396
2002,NUTS,2010,IE01,2,0.7969
2003,NUTS,2010,IE01,2,0.7751
2004,NUTS,2010,IE01,2,0.8645
2005,NUTS,2010,IE01,2,1.0555
2006,NUTS,2010,IE01,2,1.0864
2007,NUTS,2010,IE01,2,0.9569
2008,NUTS,2010,IE01,2,0.9303
2009,NUTS,2010,IE01,2,0.805
2010,NUTS,2010,IE01,2,0.8184
2011,NUTS,2010,IE01,2,0.8491
2013,NUTS,2010,IE01,2,0.8286
2017,NUTS,2010,IE01,2,2.6833
2002,NUTS,2010,IE02,2,1.1028
2003,NUTS,2010,IE02,2,1.1456
2004,NUTS,2010,IE02,2,1.1725
2005,NUTS,2010,IE02,2,1.1539
2006,NUTS,2010,IE02,2,1.2222
2007,NUTS,2010,IE02,2,1.1755
2008,NUTS,2010,IE02,2,1.2023
2009,NUTS,2010,IE02,2,1.3894
2010,NUTS,2010,IE02,2,1.3919
2011,NUTS,2010,IE02,2,1.4163
2013,NUTS,2010,IE02,2,1.5197
2017,NUTS,2010,IE02,2,1.4926
2003,NUTS,2010,IS,0,3.2055
2005,NUTS,2010,IS,0,3.148
2006,NUTS,2010,IS,0,3.2479
2007,NUTS,2010,IS,0,2.7671
2008,NUTS,2010,IS,0,2.8555
2009,NUTS,2010,IS,0,2.7543
2011,NUTS,2010,IS,0,2.3524
2015,NUTS,2010,IS,0,2.846
2016,NUTS,2010,IS,0,3.0648
2017,NUTS,2010,IS,0,2.8865
2018,NUTS,2010,IS,0,2.8544
1998,NUTS,2010,IT,0,0.7922
1999,NUTS,2010,IT,0,0.7992
2000,NUTS,2010,IT,0,0.8556
2001,NUTS,2010,IT,0,0.8865
2002,NUTS,2010,IT,0,0.9493
2003,NUTS,2010,IT,0,0.9498
2004,NUTS,2010,IT,0,0.9599
2005,NUTS,2010,IT,0,1.0686
2006,NUTS,2010,IT,0,1.1639
2007,NUTS,2010,IT,0,1.2509
2008,NUTS,2010,IT,0,1.2517
2009,NUTS,2010,IT,0,1.2739
2010,NUTS,2010,IT,0,1.2433
2011,NUTS,2010,IT,0,1.237
2012,NUTS,2010,IT,0,1.2589
2013,NUTS,2010,IT,0,1.2642
2014,NUTS,2010,IT,0,1.2333
2015,NUTS,2010,IT,0,1.3079
2016,NUTS,2010,IT,0,1.3646
2017,NUTS,2010,IT,0,1.4498
2018,NUTS,2010,IT,0,1.5572
2019,NUTS,2010,IT,0,1.6373
2003,NUTS,2010,ITC,1,0.8473
2004,NUTS,2010,ITC,1,0.9021
2005,NUTS,2010,ITC,1,0.9763
2007,NUTS,2010,ITC,1,1.1944
2008,NUTS,2010,ITC,1,1.2442
2009,NUTS,2010,ITC,1,1.238
2010,NUTS,2010,ITC,1,1.239
2011,NUTS,2010,ITC,1,1.2302
2012,NUTS,2010,ITC,1,1.256
2013,NUTS,2010,ITC,1,1.195
2014,NUTS,2010,ITC,1,1.1674
2015,NUTS,2010,ITC,1,1.2422
2016,NUTS,2010,ITC,1,1.3276
2017,NUTS,2010,ITC,1,1.3978
2018,NUTS,2010,ITC,1,1.5295
2019,NUTS,2010,ITC,1,1.597
2003,NUTS,2010,ITC1,2,0.69
2004,NUTS,2010,ITC1,2,0.7687
2005,NUTS,2010,ITC1,2,0.8504
2007,NUTS,2010,ITC1,2,0.9963
2008,NUTS,2010,ITC1,2,0.9224
2009,NUTS,2010,ITC1,2,0.9862
2010,NUTS,2010,ITC1,2,0.9326
2011,NUTS,2010,ITC1,2,0.9143
2012,NUTS,2010,ITC1,2,1.0054
2013,NUTS,2010,ITC1,2,1.0723
2014,NUTS,2010,ITC1,2,1.0179
2015,NUTS,2010,ITC1,2,1.1688
2016,NUTS,2010,ITC1,2,1.1536
2017,NUTS,2010,ITC1,2,1.2106
2018,NUTS,2010,ITC1,2,1.3339
2019,NUTS,2010,ITC1,2,1.3599
2003,NUTS,2010,ITC2,2,0.384
2004,NUTS,2010,ITC2,2,0.4472
2005,NUTS,2010,ITC2,2,0.4857
2007,NUTS,2010,ITC2,2,0.6443
2008,NUTS,2010,ITC2,2,0.4766
2009,NUTS,2010,ITC2,2,0.5853
2010,NUTS,2010,ITC2,2,0.5513
2011,NUTS,2010,ITC2,2,0.6015
2012,NUTS,2010,ITC2,2,0.5751
2013,NUTS,2010,ITC2,2,0.6044
2014,NUTS,2010,ITC2,2,0.44
2015,NUTS,2010,ITC2,2,0.4655
2016,NUTS,2010,ITC2,2,0.5688
2017,NUTS,2010,ITC2,2,0.7101
2018,NUTS,2010,ITC2,2,0.6475
2019,NUTS,2010,ITC2,2,0.6022
2003,NUTS,2010,ITC3,2,0.9088
2004,NUTS,2010,ITC3,2,0.9231
2005,NUTS,2010,ITC3,2,0.9549
2007,NUTS,2010,ITC3,2,1.0069
2008,NUTS,2010,ITC3,2,1.174
2009,NUTS,2010,ITC3,2,1.3913
2010,NUTS,2010,ITC3,2,1.3635
2011,NUTS,2010,ITC3,2,1.4365
2012,NUTS,2010,ITC3,2,1.4156
2013,NUTS,2010,ITC3,2,1.2254
2014,NUTS,2010,ITC3,2,1.1376
2015,NUTS,2010,ITC3,2,1.2231
2016,NUTS,2010,ITC3,2,1.2586
2017,NUTS,2010,ITC3,2,1.2714
2018,NUTS,2010,ITC3,2,1.2513
2019,NUTS,2010,ITC3,2,1.3981
2003,NUTS,2010,ITC4,2,0.919
2004,NUTS,2010,ITC4,2,0.9656
2005,NUTS,2010,ITC4,2,1.0429
2007,NUTS,2010,ITC4,2,1.3206
2008,NUTS,2010,ITC4,2,1.4131
2009,NUTS,2010,ITC4,2,1.3372
2010,NUTS,2010,ITC4,2,1.3692
2011,NUTS,2010,ITC4,2,1.355
2012,NUTS,2010,ITC4,2,1.3557
2013,NUTS,2010,ITC4,2,1.2522
2014,NUTS,2010,ITC4,2,1.2478
2015,NUTS,2010,ITC4,2,1.2883
2016,NUTS,2010,ITC4,2,1.4248
2017,NUTS,2010,ITC4,2,1.5072
2018,NUTS,2010,ITC4,2,1.6669
2019,NUTS,2010,ITC4,2,1.7412
2003,NUTS,2010,ITF,1,0.7674
2004,NUTS,2010,ITF,1,0.7613
2005,NUTS,2010,ITF,1,0.8597
2007,NUTS,2010,ITF,1,0.9995
2008,NUTS,2010,ITF,1,1.0305
2009,NUTS,2010,ITF,1,1.0349
2010,NUTS,2010,ITF,1,0.9495
2011,NUTS,2010,ITF,1,0.9305
2012,NUTS,2010,ITF,1,0.9146
2013,NUTS,2010,ITF,1,0.9573
2014,NUTS,2010,ITF,1,0.9577
2017,NUTS,2010,ITF,1,1.0656
2018,NUTS,2010,ITF,1,1.1449
2019,NUTS,2010,ITF,1,1.2438
2003,NUTS,2010,ITF1,2,0.8738
2004,NUTS,2010,ITF1,2,0.8839
2005,NUTS,2010,ITF1,2,0.8967
2007,NUTS,2010,ITF1,2,0.9725
2008,NUTS,2010,ITF1,2,0.9021
2009,NUTS,2010,ITF1,2,0.9285
2010,NUTS,2010,ITF1,2,0.889
2011,NUTS,2010,ITF1,2,0.8668
2012,NUTS,2010,ITF1,2,0.8401
2013,NUTS,2010,ITF1,2,0.9526
2014,NUTS,2010,ITF1,2,0.8794
2015,NUTS,2010,ITF1,2,0.9452
2016,NUTS,2010,ITF1,2,0.9469
2017,NUTS,2010,ITF1,2,1.0243
2018,NUTS,2010,ITF1,2,1.0497
2019,NUTS,2010,ITF1,2,1.0662
2003,NUTS,2010,ITF2,2,0.5622
2004,NUTS,2010,ITF2,2,0.5556
2005,NUTS,2010,ITF2,2,0.8105
2007,NUTS,2010,ITF2,2,0.7103
2008,NUTS,2010,ITF2,2,0.6612
2009,NUTS,2010,ITF2,2,0.7113
2010,NUTS,2010,ITF2,2,0.6816
2012,NUTS,2010,ITF2,2,0.7277
2013,NUTS,2010,ITF2,2,0.8913
2014,NUTS,2010,ITF2,2,0.8623
2017,NUTS,2010,ITF2,2,1.0299
2018,NUTS,2010,ITF2,2,1.1616
2019,NUTS,2010,ITF2,2,1.166
2003,NUTS,2010,ITF3,2,0.9882
2004,NUTS,2010,ITF3,2,0.9186
2005,NUTS,2010,ITF3,2,1.0231
2007,NUTS,2010,ITF3,2,1.1795
2008,NUTS,2010,ITF3,2,1.3821
2009,NUTS,2010,ITF3,2,1.4251
2010,NUTS,2010,ITF3,2,1.2511
2011,NUTS,2010,ITF3,2,1.2062
2012,NUTS,2010,ITF3,2,1.1542
2013,NUTS,2010,ITF3,2,1.1499
2014,NUTS,2010,ITF3,2,1.1996
2015,NUTS,2010,ITF3,2,1.2628
2016,NUTS,2010,ITF3,2,1.2288
2017,NUTS,2010,ITF3,2,1.2529
2018,NUTS,2010,ITF3,2,1.3806
2019,NUTS,2010,ITF3,2,1.5284
2003,NUTS,2010,ITF4,2,0.7347
2004,NUTS,2010,ITF4,2,0.7199
2005,NUTS,2010,ITF4,2,0.8792
2007,NUTS,2010,ITF4,2,1.0747
2008,NUTS,2010,ITF4,2,0.9391
2009,NUTS,2010,ITF4,2,0.9188
2010,NUTS,2010,ITF4,2,0.8656
2011,NUTS,2010,ITF4,2,0.8787
2012,NUTS,2010,ITF4,2,0.8924
2013,NUTS,2010,ITF4,2,0.8982
2014,NUTS,2010,ITF4,2,0.8826
2015,NUTS,2010,ITF4,2,0.9509
2016,NUTS,2010,ITF4,2,0.9355
2017,NUTS,2010,ITF4,2,1.0015
2018,NUTS,2010,ITF4,2,1.0507
2019,NUTS,2010,ITF4,2,1.1499
2003,NUTS,2010,ITF5,2,0.4811
2004,NUTS,2010,ITF5,2,0.4768
2005,NUTS,2010,ITF5,2,0.5255
2007,NUTS,2010,ITF5,2,0.6396
2008,NUTS,2010,ITF5,2,0.617
2009,NUTS,2010,ITF5,2,0.5682
2010,NUTS,2010,ITF5,2,0.5879
2012,NUTS,2010,ITF5,2,0.6621
2013,NUTS,2010,ITF5,2,0.6032
2014,NUTS,2010,ITF5,2,0.6219
2015,NUTS,2010,ITF5,2,0.6866
2017,NUTS,2010,ITF5,2,0.699
2018,NUTS,2010,ITF5,2,0.7392
2019,NUTS,2010,ITF5,2,0.7671
2003,NUTS,2010,ITF6,2,0.3367
2004,NUTS,2010,ITF6,2,0.4092
2005,NUTS,2010,ITF6,2,0.4609
2007,NUTS,2010,ITF6,2,0.5581
2008,NUTS,2010,ITF6,2,0.6035
2009,NUTS,2010,ITF6,2,0.5574
2010,NUTS,2010,ITF6,2,0.5618
2011,NUTS,2010,ITF6,2,0.5052
2012,NUTS,2010,ITF6,2,0.4877
2013,NUTS,2010,ITF6,2,0.6409
2014,NUTS,2010,ITF6,2,0.6162
2015,NUTS,2010,ITF6,2,0.7186
2016,NUTS,2010,ITF6,2,0.6348
2017,NUTS,2010,ITF6,2,0.8067
2018,NUTS,2010,ITF6,2,0.8617
2019,NUTS,2010,ITF6,2,0.9175
2003,NUTS,2010,ITG,1,0.8659
2004,NUTS,2010,ITG,1,0.8611
2005,NUTS,2010,ITG,1,0.956
2007,NUTS,2010,ITG,1,1.0014
2008,NUTS,2010,ITG,1,0.9866
2009,NUTS,2010,ITG,1,0.9754
2010,NUTS,2010,ITG,1,0.9701
2011,NUTS,2010,ITG,1,0.995
2012,NUTS,2010,ITG,1,0.9514
2013,NUTS,2010,ITG,1,1.013
2014,NUTS,2010,ITG,1,0.995
2015,NUTS,2010,ITG,1,0.9907
2016,NUTS,2010,ITG,1,0.8964
2017,NUTS,2010,ITG,1,0.9132
2018,NUTS,2010,ITG,1,0.9406
2019,NUTS,2010,ITG,1,1.0316
2003,NUTS,2010,ITG1,2,0.8638
2004,NUTS,2010,ITG1,2,0.8967
2005,NUTS,2010,ITG1,2,0.9891
2007,NUTS,2010,ITG1,2,1.0589
2008,NUTS,2010,ITG1,2,1.0279
2009,NUTS,2010,ITG1,2,1.0325
2010,NUTS,2010,ITG1,2,1.0284
2011,NUTS,2010,ITG1,2,1.0074
2012,NUTS,2010,ITG1,2,0.945
2013,NUTS,2010,ITG1,2,0.9856
2014,NUTS,2010,ITG1,2,0.9953
2015,NUTS,2010,ITG1,2,0.9699
2016,NUTS,2010,ITG1,2,0.9145
2017,NUTS,2010,ITG1,2,0.9257
2018,NUTS,2010,ITG1,2,0.985
2019,NUTS,2010,ITG1,2,1.1092
2003,NUTS,2010,ITG2,2,0.871
2004,NUTS,2010,ITG2,2,0.7825
2005,NUTS,2010,ITG2,2,0.8783
2007,NUTS,2010,ITG2,2,0.869
2008,NUTS,2010,ITG2,2,0.8954
2009,NUTS,2010,ITG2,2,0.8503
2010,NUTS,2010,ITG2,2,0.8456
2011,NUTS,2010,ITG2,2,0.9686
2012,NUTS,2010,ITG2,2,0.9656
2013,NUTS,2010,ITG2,2,1.0744
2014,NUTS,2010,ITG2,2,0.9943
2015,NUTS,2010,ITG2,2,1.0353
2016,NUTS,2010,ITG2,2,0.856
2017,NUTS,2010,ITG2,2,0.8845
2018,NUTS,2010,ITG2,2,0.8409
2019,NUTS,2010,ITG2,2,0.8653
2003,NUTS,2010,ITH,1,0.8333
2004,NUTS,2010,ITH,1,0.8664
2005,NUTS,2010,ITH,1,0.9796
2007,NUTS,2010,ITH,1,1.2406
2008,NUTS,2010,ITH,1,1.2271
2009,NUTS,2010,ITH,1,1.2721
2010,NUTS,2010,ITH,1,1.227
2011,NUTS,2010,ITH,1,1.2412
2012,NUTS,2010,ITH,1,1.3094
2013,NUTS,2010,ITH,1,1.3283
2014,NUTS,2010,ITH,1,1.2871
2015,NUTS,2010,ITH,1,1.3653
2016,NUTS,2010,ITH,1,1.5089
2017,NUTS,2010,ITH,1,1.6425
2018,NUTS,2010,ITH,1,1.7553
2019,NUTS,2010,ITH,1,1.7496
2003,NUTS,2010,ITH1,2,0.3143
2004,NUTS,2010,ITH1,2,0.3675
2005,NUTS,2010,ITH1,2,0.313
2007,NUTS,2010,ITH1,2,0.4914
2008,NUTS,2010,ITH1,2,0.4641
2009,NUTS,2010,ITH1,2,0.5195
2010,NUTS,2010,ITH1,2,0.5205
2011,NUTS,2010,ITH1,2,0.5796
