year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_nac
2016,NUTS,2010,NO01,2,13310.4
2017,NUTS,2010,NO01,2,14216.9
2018,NUTS,2010,NO01,2,14384.5
2019,NUTS,2010,NO01,2,15693.0
2011,NUTS,2010,NO02,2,478.7
2012,NUTS,2010,NO02,2,465.4
2013,NUTS,2010,NO02,2,611.4
2014,NUTS,2010,NO02,2,627.2
2015,NUTS,2010,NO02,2,667.3
2016,NUTS,2010,NO02,2,718.3
2017,NUTS,2010,NO02,2,824.1
2018,NUTS,2010,NO02,2,860.3
2019,NUTS,2010,NO02,2,804.6
2011,NUTS,2010,NO03,2,3552.9
2012,NUTS,2010,NO03,2,3734.6
2013,NUTS,2010,NO03,2,4277.0
2014,NUTS,2010,NO03,2,4738.7
2015,NUTS,2010,NO03,2,4965.8
2016,NUTS,2010,NO03,2,5131.5
2017,NUTS,2010,NO03,2,5268.6
2018,NUTS,2010,NO03,2,5663.2
2019,NUTS,2010,NO03,2,5937.0
2011,NUTS,2010,NO04,2,2103.3
2012,NUTS,2010,NO04,2,2420.3
2013,NUTS,2010,NO04,2,2812.1
2014,NUTS,2010,NO04,2,3030.7
2015,NUTS,2010,NO04,2,3390.1
2016,NUTS,2010,NO04,2,3921.0
2017,NUTS,2010,NO04,2,4131.9
2018,NUTS,2010,NO04,2,4277.5
2019,NUTS,2010,NO04,2,4447.3
2011,NUTS,2010,NO05,2,2282.7
2012,NUTS,2010,NO05,2,2438.5
2013,NUTS,2010,NO05,2,2553.0
2014,NUTS,2010,NO05,2,3060.1
2015,NUTS,2010,NO05,2,3555.4
2016,NUTS,2010,NO05,2,3656.6
2017,NUTS,2010,NO05,2,4490.9
2018,NUTS,2010,NO05,2,4979.4
2019,NUTS,2010,NO05,2,5503.4
2011,NUTS,2010,NO06,2,3974.4
2012,NUTS,2010,NO06,2,5004.0
2013,NUTS,2010,NO06,2,5027.8
2014,NUTS,2010,NO06,2,5344.1
2015,NUTS,2010,NO06,2,6050.6
2016,NUTS,2010,NO06,2,5764.4
2017,NUTS,2010,NO06,2,6107.3
2018,NUTS,2010,NO06,2,5864.3
2019,NUTS,2010,NO06,2,6854.9
2011,NUTS,2010,NO07,2,496.3
2012,NUTS,2010,NO07,2,645.0
2013,NUTS,2010,NO07,2,628.5
2014,NUTS,2010,NO07,2,801.3
2015,NUTS,2010,NO07,2,973.2
2016,NUTS,2010,NO07,2,1241.3
2017,NUTS,2010,NO07,2,1352.9
2018,NUTS,2010,NO07,2,1463.9
2019,NUTS,2010,NO07,2,1474.8
2011,NUTS,2010,PL,0,3521.6
2012,NUTS,2010,PL,0,5341.1
2013,NUTS,2010,PL,0,6291.2
2014,NUTS,2010,PL,0,7532.1
2015,NUTS,2010,PL,0,8411.4
2016,NUTS,2010,PL,0,11782.5
2017,NUTS,2010,PL,0,13271.9
2018,NUTS,2010,PL,0,16950.842
2019,NUTS,2010,PL,0,19030.893
2020,NUTS,2010,PL,0,20359.1
2011,NUTS,2010,PL1,1,1313.7
2012,NUTS,2010,PL1,1,1871.456
2013,NUTS,2010,PL1,1,2563.9
2014,NUTS,2010,PL1,1,3314.3
2015,NUTS,2010,PL1,1,3277.5
2011,NUTS,2010,PL11,2,102.3
2012,NUTS,2010,PL11,2,185.781
2013,NUTS,2010,PL11,2,166.8
2014,NUTS,2010,PL11,2,213.2
2015,NUTS,2010,PL11,2,297.9
2011,NUTS,2010,PL12,2,1211.4
2012,NUTS,2010,PL12,2,1685.675
2013,NUTS,2010,PL12,2,2397.2
2014,NUTS,2010,PL12,2,3101.0
2015,NUTS,2010,PL12,2,2979.6
2011,NUTS,2010,PL2,1,702.4
2012,NUTS,2010,PL2,1,1313.884
2013,NUTS,2010,PL2,1,1364.4
2014,NUTS,2010,PL2,1,1432.8
2015,NUTS,2010,PL2,1,1687.6
2016,NUTS,2010,PL2,1,3255.6
2017,NUTS,2010,PL2,1,2883.2
2018,NUTS,2010,PL2,1,3730.312
2019,NUTS,2010,PL2,1,4124.716
2011,NUTS,2010,PL21,2,305.1
2012,NUTS,2010,PL21,2,613.995
2013,NUTS,2010,PL21,2,707.4
2014,NUTS,2010,PL21,2,863.8
2015,NUTS,2010,PL21,2,943.9
2016,NUTS,2010,PL21,2,2458.1
2017,NUTS,2010,PL21,2,1874.4
2018,NUTS,2010,PL21,2,2427.351
2019,NUTS,2010,PL21,2,2520.224
2011,NUTS,2010,PL22,2,397.3
2012,NUTS,2010,PL22,2,699.89
2013,NUTS,2010,PL22,2,657.1
2014,NUTS,2010,PL22,2,569.0
2015,NUTS,2010,PL22,2,743.6
2016,NUTS,2010,PL22,2,797.5
2017,NUTS,2010,PL22,2,1008.7
2018,NUTS,2010,PL22,2,1302.961
2019,NUTS,2010,PL22,2,1604.492
2011,NUTS,2010,PL3,1,486.0
2012,NUTS,2010,PL3,1,685.401
2013,NUTS,2010,PL3,1,825.7
2014,NUTS,2010,PL3,1,917.1
2015,NUTS,2010,PL3,1,1057.9
2011,NUTS,2010,PL31,2,76.0
2012,NUTS,2010,PL31,2,108.322
2013,NUTS,2010,PL31,2,80.3
2014,NUTS,2010,PL31,2,104.4
2015,NUTS,2010,PL31,2,178.0
2011,NUTS,2010,PL32,2,320.2
2012,NUTS,2010,PL32,2,460.35
2013,NUTS,2010,PL32,2,643.9
2014,NUTS,2010,PL32,2,713.9
2015,NUTS,2010,PL32,2,675.6
2012,NUTS,2010,PL33,2,84.351
2013,NUTS,2010,PL33,2,57.6
2014,NUTS,2010,PL33,2,49.7
2015,NUTS,2010,PL33,2,114.6
2012,NUTS,2010,PL34,2,32.377
2013,NUTS,2010,PL34,2,43.9
2014,NUTS,2010,PL34,2,49.1
2015,NUTS,2010,PL34,2,89.7
2011,NUTS,2010,PL4,1,263.7
2012,NUTS,2010,PL4,1,336.4
2013,NUTS,2010,PL4,1,421.0
2014,NUTS,2010,PL4,1,439.1
2015,NUTS,2010,PL4,1,619.2
2016,NUTS,2010,PL4,1,716.7
2017,NUTS,2010,PL4,1,934.4
2018,NUTS,2010,PL4,1,1140.834
2019,NUTS,2010,PL4,1,1322.524
2011,NUTS,2010,PL41,2,203.2
2012,NUTS,2010,PL41,2,264.279
2013,NUTS,2010,PL41,2,342.8
2014,NUTS,2010,PL41,2,346.2
2015,NUTS,2010,PL41,2,476.9
2016,NUTS,2010,PL41,2,563.7
2017,NUTS,2010,PL41,2,648.0
2018,NUTS,2010,PL41,2,786.686
2019,NUTS,2010,PL41,2,944.398
2012,NUTS,2010,PL42,2,45.323
2014,NUTS,2010,PL42,2,57.2
2015,NUTS,2010,PL42,2,85.6
2016,NUTS,2010,PL42,2,97.3
2017,NUTS,2010,PL42,2,161.8
2018,NUTS,2010,PL42,2,183.962
2012,NUTS,2010,PL43,2,26.798
2014,NUTS,2010,PL43,2,35.8
2015,NUTS,2010,PL43,2,56.7
2016,NUTS,2010,PL43,2,55.7
2017,NUTS,2010,PL43,2,124.6
2018,NUTS,2010,PL43,2,170.186
2011,NUTS,2010,PL5,1,379.3
2012,NUTS,2010,PL5,1,521.614
2013,NUTS,2010,PL5,1,512.4
2014,NUTS,2010,PL5,1,665.5
2015,NUTS,2010,PL5,1,796.6
2016,NUTS,2010,PL5,1,783.0
2017,NUTS,2010,PL5,1,1075.6
2018,NUTS,2010,PL5,1,1402.242
2019,NUTS,2010,PL5,1,1635.534
2011,NUTS,2010,PL51,2,328.9
2012,NUTS,2010,PL51,2,494.503
2013,NUTS,2010,PL51,2,484.3
2014,NUTS,2010,PL51,2,630.7
2015,NUTS,2010,PL51,2,744.6
2016,NUTS,2010,PL51,2,714.6
2017,NUTS,2010,PL51,2,953.7
2018,NUTS,2010,PL51,2,1197.728
2019,NUTS,2010,PL51,2,1492.281
2011,NUTS,2010,PL52,2,50.4
2012,NUTS,2010,PL52,2,27.111
2013,NUTS,2010,PL52,2,28.1
2014,NUTS,2010,PL52,2,34.8
2015,NUTS,2010,PL52,2,52.0
2016,NUTS,2010,PL52,2,68.4
2017,NUTS,2010,PL52,2,121.9
2018,NUTS,2010,PL52,2,204.514
2019,NUTS,2010,PL52,2,143.253
2011,NUTS,2010,PL6,1,376.4
2012,NUTS,2010,PL6,1,612.315
2013,NUTS,2010,PL6,1,603.7
2014,NUTS,2010,PL6,1,763.3
2015,NUTS,2010,PL6,1,972.5
2016,NUTS,2010,PL6,1,1142.9
2017,NUTS,2010,PL6,1,1303.5
2018,NUTS,2010,PL6,1,1860.476
2019,NUTS,2010,PL6,1,2255.654
2011,NUTS,2010,PL61,2,55.8
2012,NUTS,2010,PL61,2,116.3
2013,NUTS,2010,PL61,2,86.1
2014,NUTS,2010,PL61,2,139.7
2015,NUTS,2010,PL61,2,237.7
2016,NUTS,2010,PL61,2,190.0
2017,NUTS,2010,PL61,2,289.8
2018,NUTS,2010,PL61,2,395.66
2011,NUTS,2010,PL62,2,23.6
2012,NUTS,2010,PL62,2,80.642
2013,NUTS,2010,PL62,2,30.4
2014,NUTS,2010,PL62,2,26.0
2015,NUTS,2010,PL62,2,30.4
2016,NUTS,2010,PL62,2,71.6
2017,NUTS,2010,PL62,2,131.4
2018,NUTS,2010,PL62,2,129.651
2011,NUTS,2010,PL63,2,297.1
2012,NUTS,2010,PL63,2,415.373
2013,NUTS,2010,PL63,2,487.2
2014,NUTS,2010,PL63,2,597.5
2015,NUTS,2010,PL63,2,704.5
2016,NUTS,2010,PL63,2,881.3
2017,NUTS,2010,PL63,2,882.3
2018,NUTS,2010,PL63,2,1335.165
2019,NUTS,2010,PL63,2,1595.709
2016,NUTS,2010,PL7,1,409.7
2017,NUTS,2010,PL7,1,549.2
2018,NUTS,2010,PL7,1,809.112
2019,NUTS,2010,PL7,1,739.604
2016,NUTS,2010,PL71,2,338.1
2017,NUTS,2010,PL71,2,439.7
2018,NUTS,2010,PL71,2,611.628
2019,NUTS,2010,PL71,2,579.604
2016,NUTS,2010,PL72,2,71.6
2017,NUTS,2010,PL72,2,109.5
2018,NUTS,2010,PL72,2,197.484
2019,NUTS,2010,PL72,2,160.0
2016,NUTS,2010,PL8,1,800.8
2017,NUTS,2010,PL8,1,938.4
2018,NUTS,2010,PL8,1,1180.868
2019,NUTS,2010,PL8,1,1373.931
2016,NUTS,2010,PL81,2,172.0
2017,NUTS,2010,PL81,2,192.7
2018,NUTS,2010,PL81,2,287.091
2019,NUTS,2010,PL81,2,350.134
2016,NUTS,2010,PL82,2,572.0
2017,NUTS,2010,PL82,2,667.2
2018,NUTS,2010,PL82,2,761.493
2019,NUTS,2010,PL82,2,870.762
2016,NUTS,2010,PL84,2,56.7
2017,NUTS,2010,PL84,2,78.5
2018,NUTS,2010,PL84,2,132.284
2019,NUTS,2010,PL84,2,153.036
2016,NUTS,2010,PL9,1,4673.8
2017,NUTS,2010,PL9,1,5587.6
2018,NUTS,2010,PL9,1,6826.998
2019,NUTS,2010,PL9,1,7578.93
2016,NUTS,2010,PL91,2,4446.0
2017,NUTS,2010,PL91,2,5320.1
2018,NUTS,2010,PL91,2,6426.518
2019,NUTS,2010,PL91,2,7091.638
2016,NUTS,2010,PL92,2,227.9
2017,NUTS,2010,PL92,2,267.6
2018,NUTS,2010,PL92,2,400.48
2019,NUTS,2010,PL92,2,487.292
2011,NUTS,2010,PT,0,1216.346
2012,NUTS,2010,PT,0,1153.332
2013,NUTS,2010,PT,0,1072.909
2014,NUTS,2010,PT,0,1035.966
2015,NUTS,2010,PT,0,1036.532
2016,NUTS,2010,PT,0,1156.466
2017,NUTS,2010,PT,0,1303.484
2018,NUTS,2010,PT,0,1424.578
2019,NUTS,2010,PT,0,1570.51
2020,NUTS,2010,PT,0,1843.559
2011,NUTS,2010,PT1,1,1213.224
2012,NUTS,2010,PT1,1,1146.642
2013,NUTS,2010,PT1,1,1067.49
2014,NUTS,2010,PT1,1,1031.446
2015,NUTS,2010,PT1,1,1031.473
2016,NUTS,2010,PT1,1,1152.521
2017,NUTS,2010,PT1,1,1297.265
2018,NUTS,2010,PT1,1,1416.598
2019,NUTS,2010,PT1,1,1559.337
2020,NUTS,2010,PT1,1,1831.033
2011,NUTS,2010,PT11,2,327.359
2012,NUTS,2010,PT11,2,368.534
2013,NUTS,2010,PT11,2,358.476
2014,NUTS,2010,PT11,2,356.616
2015,NUTS,2010,PT11,2,354.113
2016,NUTS,2010,PT11,2,373.277
2017,NUTS,2010,PT11,2,464.549
2018,NUTS,2010,PT11,2,500.873
2019,NUTS,2010,PT11,2,518.549
2020,NUTS,2010,PT11,2,656.437
2011,NUTS,2010,PT15,2,3.957
2012,NUTS,2010,PT15,2,3.912
2013,NUTS,2010,PT15,2,3.101
2014,NUTS,2010,PT15,2,3.888
2015,NUTS,2010,PT15,2,5.745
2016,NUTS,2010,PT15,2,4.907
2017,NUTS,2010,PT15,2,4.869
2018,NUTS,2010,PT15,2,5.394
2019,NUTS,2010,PT15,2,10.919
2020,NUTS,2010,PT15,2,13.818
2011,NUTS,2010,PT16,2,176.511
2012,NUTS,2010,PT16,2,192.191
2013,NUTS,2010,PT16,2,190.253
2014,NUTS,2010,PT16,2,211.353
2015,NUTS,2010,PT16,2,198.014
2016,NUTS,2010,PT16,2,232.594
2017,NUTS,2010,PT16,2,256.774
2018,NUTS,2010,PT16,2,261.345
2019,NUTS,2010,PT16,2,299.485
2020,NUTS,2010,PT16,2,311.207
2011,NUTS,2010,PT17,2,683.623
2012,NUTS,2010,PT17,2,556.382
2013,NUTS,2010,PT17,2,493.8
2014,NUTS,2010,PT17,2,435.345
2015,NUTS,2010,PT17,2,442.888
2016,NUTS,2010,PT17,2,509.031
2017,NUTS,2010,PT17,2,531.83
2018,NUTS,2010,PT17,2,598.224
2019,NUTS,2010,PT17,2,662.383
2020,NUTS,2010,PT17,2,776.818
2011,NUTS,2010,PT18,2,21.775
2012,NUTS,2010,PT18,2,25.623
2013,NUTS,2010,PT18,2,21.86
2014,NUTS,2010,PT18,2,24.244
2015,NUTS,2010,PT18,2,30.713
2016,NUTS,2010,PT18,2,32.713
2017,NUTS,2010,PT18,2,39.243
2018,NUTS,2010,PT18,2,50.763
2019,NUTS,2010,PT18,2,68.002
2020,NUTS,2010,PT18,2,72.752
2011,NUTS,2010,PT2,1,1.42
2012,NUTS,2010,PT2,1,3.844
2013,NUTS,2010,PT2,1,1.659
2014,NUTS,2010,PT2,1,0.733
2015,NUTS,2010,PT2,1,1.32
2016,NUTS,2010,PT2,1,0.874
2017,NUTS,2010,PT2,1,1.646
2018,NUTS,2010,PT2,1,1.869
2019,NUTS,2010,PT2,1,1.984
2020,NUTS,2010,PT2,1,2.241
2011,NUTS,2010,PT20,2,1.42
2012,NUTS,2010,PT20,2,3.844
2013,NUTS,2010,PT20,2,1.659
2014,NUTS,2010,PT20,2,0.733
2015,NUTS,2010,PT20,2,1.32
2016,NUTS,2010,PT20,2,0.874
2017,NUTS,2010,PT20,2,1.646
2018,NUTS,2010,PT20,2,1.869
2019,NUTS,2010,PT20,2,1.984
2020,NUTS,2010,PT20,2,2.241
2011,NUTS,2010,PT3,1,1.702
2012,NUTS,2010,PT3,1,2.847
2013,NUTS,2010,PT3,1,3.759
2014,NUTS,2010,PT3,1,3.787
2015,NUTS,2010,PT3,1,3.739
2016,NUTS,2010,PT3,1,3.071
2017,NUTS,2010,PT3,1,4.573
2018,NUTS,2010,PT3,1,6.11
2019,NUTS,2010,PT3,1,9.189
2020,NUTS,2010,PT3,1,10.286
2011,NUTS,2010,PT30,2,1.702
2012,NUTS,2010,PT30,2,2.847
2013,NUTS,2010,PT30,2,3.759
2014,NUTS,2010,PT30,2,3.787
2015,NUTS,2010,PT30,2,3.739
2016,NUTS,2010,PT30,2,3.071
2017,NUTS,2010,PT30,2,4.573
2018,NUTS,2010,PT30,2,6.11
2019,NUTS,2010,PT30,2,9.189
2020,NUTS,2010,PT30,2,10.286
2011,NUTS,2010,RO,0,1004.536
2012,NUTS,2010,RO,0,1119.435
2013,NUTS,2010,RO,0,755.71
2014,NUTS,2010,RO,0,1059.424
2015,NUTS,2010,RO,0,1529.866
2016,NUTS,2010,RO,0,2028.243
2017,NUTS,2010,RO,0,2448.526
2018,NUTS,2010,RO,0,2830.203
2019,NUTS,2010,RO,0,2927.692
2020,NUTS,2010,RO,0,2929.174
2011,NUTS,2010,RO1,1,187.178
2012,NUTS,2010,RO1,1,173.817
2013,NUTS,2010,RO1,1,83.822
2014,NUTS,2010,RO1,1,251.147
2015,NUTS,2010,RO1,1,295.434
2016,NUTS,2010,RO1,1,305.648
2017,NUTS,2010,RO1,1,305.437
2018,NUTS,2010,RO1,1,372.722
2019,NUTS,2010,RO1,1,362.962
2011,NUTS,2010,RO11,2,140.755
2012,NUTS,2010,RO11,2,85.005
2013,NUTS,2010,RO11,2,36.355
2014,NUTS,2010,RO11,2,67.147
2015,NUTS,2010,RO11,2,104.662
2016,NUTS,2010,RO11,2,70.159
2017,NUTS,2010,RO11,2,87.06
2018,NUTS,2010,RO11,2,75.98
2019,NUTS,2010,RO11,2,39.101
2011,NUTS,2010,RO12,2,46.423
2012,NUTS,2010,RO12,2,88.812
2013,NUTS,2010,RO12,2,47.466
2014,NUTS,2010,RO12,2,184.0
2015,NUTS,2010,RO12,2,190.772
2016,NUTS,2010,RO12,2,235.489
2017,NUTS,2010,RO12,2,218.377
2018,NUTS,2010,RO12,2,296.742
2019,NUTS,2010,RO12,2,323.861
2011,NUTS,2010,RO2,1,21.438
2012,NUTS,2010,RO2,1,78.209
2013,NUTS,2010,RO2,1,56.743
2014,NUTS,2010,RO2,1,46.543
2015,NUTS,2010,RO2,1,46.041
2016,NUTS,2010,RO2,1,38.511
2017,NUTS,2010,RO2,1,36.377
2018,NUTS,2010,RO2,1,35.886
2019,NUTS,2010,RO2,1,162.129
2011,NUTS,2010,RO21,2,19.648
2012,NUTS,2010,RO21,2,62.223
2013,NUTS,2010,RO21,2,50.471
2014,NUTS,2010,RO21,2,39.704
2015,NUTS,2010,RO21,2,31.708
2016,NUTS,2010,RO21,2,30.156
2017,NUTS,2010,RO21,2,31.382
2018,NUTS,2010,RO21,2,35.886
2019,NUTS,2010,RO21,2,158.176
2011,NUTS,2010,RO22,2,1.789
2012,NUTS,2010,RO22,2,15.987
2013,NUTS,2010,RO22,2,6.271
2014,NUTS,2010,RO22,2,6.839
2015,NUTS,2010,RO22,2,14.333
2016,NUTS,2010,RO22,2,8.355
2017,NUTS,2010,RO22,2,4.995
2018,NUTS,2010,RO22,2,0.0
2019,NUTS,2010,RO22,2,3.953
2011,NUTS,2010,RO3,1,749.022
2012,NUTS,2010,RO3,1,806.509
2013,NUTS,2010,RO3,1,550.588
2014,NUTS,2010,RO3,1,727.646
2015,NUTS,2010,RO3,1,997.809
2016,NUTS,2010,RO3,1,1428.167
2017,NUTS,2010,RO3,1,1877.6
2018,NUTS,2010,RO3,1,2062.519
2019,NUTS,2010,RO3,1,2114.954
2011,NUTS,2010,RO31,2,232.987
2012,NUTS,2010,RO31,2,294.679
2013,NUTS,2010,RO31,2,236.636
2014,NUTS,2010,RO31,2,270.28
2015,NUTS,2010,RO31,2,267.836
2016,NUTS,2010,RO31,2,314.506
2017,NUTS,2010,RO31,2,309.6
2018,NUTS,2010,RO31,2,321.147
2019,NUTS,2010,RO31,2,398.903
2011,NUTS,2010,RO32,2,516.036
2012,NUTS,2010,RO32,2,511.83
2013,NUTS,2010,RO32,2,313.952
2014,NUTS,2010,RO32,2,457.366
2015,NUTS,2010,RO32,2,729.974
2016,NUTS,2010,RO32,2,1113.661
2017,NUTS,2010,RO32,2,1568.001
2018,NUTS,2010,RO32,2,1741.372
2019,NUTS,2010,RO32,2,1716.051
2011,NUTS,2010,RO4,1,46.898
2012,NUTS,2010,RO4,1,60.901
2013,NUTS,2010,RO4,1,64.558
2014,NUTS,2010,RO4,1,34.088
2015,NUTS,2010,RO4,1,190.582
2016,NUTS,2010,RO4,1,255.918
2017,NUTS,2010,RO4,1,229.112
2018,NUTS,2010,RO4,1,359.076
2019,NUTS,2010,RO4,1,287.648
2011,NUTS,2010,RO41,2,26.481
2012,NUTS,2010,RO41,2,18.864
2013,NUTS,2010,RO41,2,12.075
2014,NUTS,2010,RO41,2,8.624
2015,NUTS,2010,RO41,2,8.739
2016,NUTS,2010,RO41,2,8.989
2017,NUTS,2010,RO41,2,23.519
2018,NUTS,2010,RO41,2,84.531
2019,NUTS,2010,RO41,2,18.138
2011,NUTS,2010,RO42,2,20.417
2012,NUTS,2010,RO42,2,42.036
2013,NUTS,2010,RO42,2,52.483
2014,NUTS,2010,RO42,2,25.464
2015,NUTS,2010,RO42,2,181.843
2016,NUTS,2010,RO42,2,246.928
2017,NUTS,2010,RO42,2,205.594
2018,NUTS,2010,RO42,2,274.545
2019,NUTS,2010,RO42,2,269.51
2011,NUTS,2010,RS,0,2316.558
2012,NUTS,2010,RS,0,8115.127
2013,NUTS,2010,RS,0,3737.99
2014,NUTS,2010,RS,0,8921.503
2015,NUTS,2010,RS,0,11103.9
2016,NUTS,2010,RS,0,14239.4
2017,NUTS,2010,RS,0,15230.986
2018,NUTS,2010,RS,0,18229.009
2019,NUTS,2010,RS,0,19004.1
2020,NUTS,2010,RS,0,19440.794
2018,NUTS,2010,RS1,1,17765.168
2019,NUTS,2010,RS1,1,18017.6
2020,NUTS,2010,RS1,1,18695.554
2018,NUTS,2010,RS11,2,12363.057
2019,NUTS,2010,RS11,2,14573.6
2020,NUTS,2010,RS11,2,15435.915
2018,NUTS,2010,RS12,2,5402.111
2019,NUTS,2010,RS12,2,3444.0
2020,NUTS,2010,RS12,2,3259.639
2018,NUTS,2010,RS2,1,463.841
2019,NUTS,2010,RS2,1,986.5
2020,NUTS,2010,RS2,1,745.24
2018,NUTS,2010,RS21,2,112.388
2019,NUTS,2010,RS21,2,522.0
2020,NUTS,2010,RS21,2,380.356
2018,NUTS,2010,RS22,2,351.453
2019,NUTS,2010,RS22,2,464.5
2020,NUTS,2010,RS22,2,364.884
2011,NUTS,2010,RU,0,372088.9
2012,NUTS,2010,RU,0,408284.4
2013,NUTS,2010,RU,0,454409.3
2014,NUTS,2010,RU,0,505210.3
2015,NUTS,2010,RU,0,541533.1
2017,NUTS,2010,RU,0,612960.7
2018,NUTS,2010,RU,0,571633.1
2019,NUTS,2010,RU,0,688349.5
2011,NUTS,2010,SE,0,82066.0
2012,NUTS,2010,SE,0,81963.0
2013,NUTS,2010,SE,0,85934.0
2014,NUTS,2010,SE,0,83031.0
2015,NUTS,2010,SE,0,95576.0
2016,NUTS,2010,SE,0,99761.0
2017,NUTS,2010,SE,0,110933.0
2018,NUTS,2010,SE,0,113771.0
2019,NUTS,2010,SE,0,122651.0
2020,NUTS,2010,SE,0,127207.0
2011,NUTS,2010,SE1,1,40987.0
2013,NUTS,2010,SE1,1,46324.0
2015,NUTS,2010,SE1,1,51920.0
2017,NUTS,2010,SE1,1,53264.0
2019,NUTS,2010,SE1,1,56347.0
2011,NUTS,2010,SE11,2,28620.0
2013,NUTS,2010,SE11,2,33347.0
2015,NUTS,2010,SE11,2,37844.0
2017,NUTS,2010,SE11,2,39580.0
2019,NUTS,2010,SE11,2,39182.0
2011,NUTS,2010,SE12,2,12367.0
2013,NUTS,2010,SE12,2,12977.0
2015,NUTS,2010,SE12,2,14076.0
2017,NUTS,2010,SE12,2,13684.0
2019,NUTS,2010,SE12,2,17165.0
2011,NUTS,2010,SE2,1,37537.0
2013,NUTS,2010,SE2,1,35014.0
2015,NUTS,2010,SE2,1,38618.0
2017,NUTS,2010,SE2,1,52633.0
2011,NUTS,2010,SE21,2,2983.0
2013,NUTS,2010,SE21,2,3330.0
2015,NUTS,2010,SE21,2,3846.0
2011,NUTS,2010,SE22,2,14570.0
2013,NUTS,2010,SE22,2,12188.0
2015,NUTS,2010,SE22,2,10831.0
2017,NUTS,2010,SE22,2,12020.0
2019,NUTS,2010,SE22,2,15865.0
2011,NUTS,2010,SE23,2,19983.0
2013,NUTS,2010,SE23,2,19497.0
2015,NUTS,2010,SE23,2,23942.0
2017,NUTS,2010,SE23,2,35978.0
2019,NUTS,2010,SE23,2,41390.0
2011,NUTS,2010,SE3,1,3543.0
2013,NUTS,2010,SE3,1,4597.0
2015,NUTS,2010,SE3,1,5037.0
2017,NUTS,2010,SE3,1,5038.0
2011,NUTS,2010,SE31,2,2018.0
2013,NUTS,2010,SE31,2,2907.0
2015,NUTS,2010,SE31,2,3051.0
2017,NUTS,2010,SE31,2,3040.0
2019,NUTS,2010,SE31,2,3452.0
2011,NUTS,2010,SE32,2,710.0
2013,NUTS,2010,SE32,2,622.0
2015,NUTS,2010,SE32,2,664.0
2011,NUTS,2010,SE33,2,816.0
2013,NUTS,2010,SE33,2,1068.0
2015,NUTS,2010,SE33,2,1321.0
2017,NUTS,2010,SE33,2,1244.0
2019,NUTS,2010,SE33,2,1795.0
2011,NUTS,2010,SI,0,660.484
2012,NUTS,2010,SI,0,703.098
2013,NUTS,2010,SI,0,715.538
2014,NUTS,2010,SI,0,688.518
2015,NUTS,2010,SI,0,650.579
2016,NUTS,2010,SI,0,614.67
2017,NUTS,2010,SI,0,599.976
2018,NUTS,2010,SI,0,662.442
2019,NUTS,2010,SI,0,731.256
2020,NUTS,2010,SI,0,738.583
2011,NUTS,2010,SI0,1,660.5
2012,NUTS,2010,SI0,1,703.1
2013,NUTS,2010,SI0,1,715.538
2014,NUTS,2010,SI0,1,688.518
2015,NUTS,2010,SI0,1,650.579
2016,NUTS,2010,SI0,1,614.67
2017,NUTS,2010,SI0,1,599.976
2018,NUTS,2010,SI0,1,662.442
2019,NUTS,2010,SI0,1,731.256
2013,NUTS,2010,SI03,2,307.009
2014,NUTS,2010,SI03,2,303.067
2015,NUTS,2010,SI03,2,259.634
2016,NUTS,2010,SI03,2,247.943
2017,NUTS,2010,SI03,2,245.574
2018,NUTS,2010,SI03,2,275.212
2019,NUTS,2010,SI03,2,313.196
2013,NUTS,2010,SI04,2,408.529
2014,NUTS,2010,SI04,2,385.451
2015,NUTS,2010,SI04,2,390.945
2016,NUTS,2010,SI04,2,366.727
2017,NUTS,2010,SI04,2,354.402
2018,NUTS,2010,SI04,2,387.229
2019,NUTS,2010,SI04,2,418.059
2011,NUTS,2010,SK,0,174.145
2012,NUTS,2010,SK,0,241.979
2013,NUTS,2010,SK,0,282.609
2014,NUTS,2010,SK,0,246.678
2015,NUTS,2010,SK,0,259.189
2016,NUTS,2010,SK,0,322.72
2017,NUTS,2010,SK,0,405.321
2018,NUTS,2010,SK,0,406.077
2019,NUTS,2010,SK,0,425.823
2020,NUTS,2010,SK,0,453.666
2011,NUTS,2010,SK0,1,174.145
2012,NUTS,2010,SK0,1,241.979
2013,NUTS,2010,SK0,1,282.609
2014,NUTS,2010,SK0,1,246.678
2015,NUTS,2010,SK0,1,259.189
2016,NUTS,2010,SK0,1,322.72
2017,NUTS,2010,SK0,1,405.321
2018,NUTS,2010,SK0,1,406.077
2019,NUTS,2010,SK0,1,425.823
2020,NUTS,2010,SK0,1,453.666
2011,NUTS,2010,SK01,2,71.628
2012,NUTS,2010,SK01,2,132.475
2013,NUTS,2010,SK01,2,171.519
2014,NUTS,2010,SK01,2,99.137
2015,NUTS,2010,SK01,2,107.873
2016,NUTS,2010,SK01,2,152.892
2017,NUTS,2010,SK01,2,187.605
2018,NUTS,2010,SK01,2,160.257
2019,NUTS,2010,SK01,2,172.863
2020,NUTS,2010,SK01,2,173.524
2011,NUTS,2010,SK02,2,54.313
2012,NUTS,2010,SK02,2,49.248
2013,NUTS,2010,SK02,2,49.43
2014,NUTS,2010,SK02,2,80.619
2015,NUTS,2010,SK02,2,86.616
2016,NUTS,2010,SK02,2,81.849
2017,NUTS,2010,SK02,2,124.55
