year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_nac
2018,NUTS,2010,SK02,2,143.527
2019,NUTS,2010,SK02,2,134.974
2020,NUTS,2010,SK02,2,142.512
2011,NUTS,2010,SK03,2,25.787
2012,NUTS,2010,SK03,2,32.775
2013,NUTS,2010,SK03,2,32.727
2014,NUTS,2010,SK03,2,45.332
2015,NUTS,2010,SK03,2,46.336
2016,NUTS,2010,SK03,2,48.938
2017,NUTS,2010,SK03,2,51.213
2018,NUTS,2010,SK03,2,57.574
2019,NUTS,2010,SK03,2,68.383
2020,NUTS,2010,SK03,2,63.469
2011,NUTS,2010,SK04,2,22.418
2012,NUTS,2010,SK04,2,27.481
2013,NUTS,2010,SK04,2,28.934
2014,NUTS,2010,SK04,2,21.59
2015,NUTS,2010,SK04,2,18.364
2016,NUTS,2010,SK04,2,39.043
2017,NUTS,2010,SK04,2,41.953
2018,NUTS,2010,SK04,2,44.718
2019,NUTS,2010,SK04,2,49.603
2020,NUTS,2010,SK04,2,74.161
2011,NUTS,2010,TR,0,4817.273
2012,NUTS,2010,TR,0,5891.215
2013,NUTS,2010,TR,0,7031.519
2014,NUTS,2010,TR,0,8760.02
2015,NUTS,2010,TR,0,10308.738
2016,NUTS,2010,TR,0,13359.012
2017,NUTS,2010,TR,0,16980.836
2018,NUTS,2010,TR,0,23289.37
2019,NUTS,2010,TR,0,29500.71
2020,NUTS,2010,TR,0,35623.33
2011,NUTS,2010,UK,0,17408.2
2012,NUTS,2010,UK,0,17106.7
2013,NUTS,2010,UK,0,18447.8
2014,NUTS,2010,UK,0,19934.9
2015,NUTS,2010,UK,0,20885.2
2016,NUTS,2010,UK,0,22224.5
2017,NUTS,2010,UK,0,23684.8
2018,NUTS,2010,UK,0,25048.3
2019,NUTS,2010,UK,0,26490.0
2011,NUTS,2010,UKC,1,258.0
2012,NUTS,2010,UKC,1,281.9
2013,NUTS,2010,UKC,1,308.6
2014,NUTS,2010,UKC,1,283.2
2015,NUTS,2010,UKC,1,306.0
2016,NUTS,2010,UKC,1,301.7
2017,NUTS,2010,UKC,1,384.1
2018,NUTS,2010,UKC,1,443.3
2011,NUTS,2010,UKC1,2,109.0
2012,NUTS,2010,UKC1,2,115.8
2013,NUTS,2010,UKC1,2,132.7
2014,NUTS,2010,UKC1,2,121.2
2015,NUTS,2010,UKC1,2,127.0
2016,NUTS,2010,UKC1,2,97.5
2017,NUTS,2010,UKC1,2,134.7
2018,NUTS,2010,UKC1,2,186.0
2011,NUTS,2010,UKC2,2,149.0
2012,NUTS,2010,UKC2,2,166.1
2013,NUTS,2010,UKC2,2,175.9
2014,NUTS,2010,UKC2,2,162.0
2015,NUTS,2010,UKC2,2,179.0
2016,NUTS,2010,UKC2,2,204.2
2017,NUTS,2010,UKC2,2,249.4
2018,NUTS,2010,UKC2,2,257.3
2011,NUTS,2010,UKD,1,2260.0
2012,NUTS,2010,UKD,1,1783.7
2013,NUTS,2010,UKD,1,1783.8
2014,NUTS,2010,UKD,1,1798.0
2015,NUTS,2010,UKD,1,2113.5
2016,NUTS,2010,UKD,1,2345.6
2017,NUTS,2010,UKD,1,2173.9
2018,NUTS,2010,UKD,1,2030.7
2011,NUTS,2010,UKD1,2,106.0
2012,NUTS,2010,UKD1,2,73.5
2013,NUTS,2010,UKD1,2,64.7
2014,NUTS,2010,UKD1,2,108.0
2015,NUTS,2010,UKD1,2,133.5
2016,NUTS,2010,UKD1,2,133.9
2017,NUTS,2010,UKD1,2,140.8
2018,NUTS,2010,UKD1,2,160.6
2011,NUTS,2010,UKD3,2,231.0
2012,NUTS,2010,UKD3,2,240.5
2013,NUTS,2010,UKD3,2,206.6
2014,NUTS,2010,UKD3,2,244.7
2015,NUTS,2010,UKD3,2,287.4
2016,NUTS,2010,UKD3,2,332.0
2017,NUTS,2010,UKD3,2,345.0
2018,NUTS,2010,UKD3,2,378.4
2011,NUTS,2010,UKD4,2,224.0
2012,NUTS,2010,UKD4,2,200.7
2013,NUTS,2010,UKD4,2,203.6
2014,NUTS,2010,UKD4,2,214.0
2015,NUTS,2010,UKD4,2,230.1
2016,NUTS,2010,UKD4,2,289.6
2017,NUTS,2010,UKD4,2,254.2
2018,NUTS,2010,UKD4,2,266.5
2011,NUTS,2010,UKD6,2,1504.0
2012,NUTS,2010,UKD6,2,1051.6
2013,NUTS,2010,UKD6,2,1058.2
2014,NUTS,2010,UKD6,2,955.9
2015,NUTS,2010,UKD6,2,1165.0
2016,NUTS,2010,UKD6,2,1146.6
2017,NUTS,2010,UKD6,2,943.3
2018,NUTS,2010,UKD6,2,773.0
2011,NUTS,2010,UKD7,2,195.0
2012,NUTS,2010,UKD7,2,217.4
2013,NUTS,2010,UKD7,2,250.7
2014,NUTS,2010,UKD7,2,275.4
2015,NUTS,2010,UKD7,2,297.4
2016,NUTS,2010,UKD7,2,443.5
2017,NUTS,2010,UKD7,2,490.6
2018,NUTS,2010,UKD7,2,452.2
2011,NUTS,2010,UKE,1,542.0
2012,NUTS,2010,UKE,1,602.6
2013,NUTS,2010,UKE,1,644.0
2014,NUTS,2010,UKE,1,678.6
2015,NUTS,2010,UKE,1,779.1
2016,NUTS,2010,UKE,1,750.0
2017,NUTS,2010,UKE,1,937.8
2018,NUTS,2010,UKE,1,921.2
2011,NUTS,2010,UKE1,2,93.0
2012,NUTS,2010,UKE1,2,103.6
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,127.7
2015,NUTS,2010,UKE1,2,145.0
2016,NUTS,2010,UKE1,2,152.5
2017,NUTS,2010,UKE1,2,171.3
2018,NUTS,2010,UKE1,2,183.8
2011,NUTS,2010,UKE2,2,173.0
2012,NUTS,2010,UKE2,2,187.6
2013,NUTS,2010,UKE2,2,265.7
2014,NUTS,2010,UKE2,2,156.2
2015,NUTS,2010,UKE2,2,215.9
2016,NUTS,2010,UKE2,2,192.1
2017,NUTS,2010,UKE2,2,213.6
2018,NUTS,2010,UKE2,2,231.8
2011,NUTS,2010,UKE3,2,83.0
2012,NUTS,2010,UKE3,2,87.4
2013,NUTS,2010,UKE3,2,86.9
2014,NUTS,2010,UKE3,2,94.9
2015,NUTS,2010,UKE3,2,115.1
2016,NUTS,2010,UKE3,2,102.4
2017,NUTS,2010,UKE3,2,149.9
2018,NUTS,2010,UKE3,2,126.5
2011,NUTS,2010,UKE4,2,193.0
2012,NUTS,2010,UKE4,2,224.0
2013,NUTS,2010,UKE4,2,291.4
2014,NUTS,2010,UKE4,2,299.8
2015,NUTS,2010,UKE4,2,303.0
2016,NUTS,2010,UKE4,2,303.0
2017,NUTS,2010,UKE4,2,403.0
2018,NUTS,2010,UKE4,2,379.1
2011,NUTS,2010,UKF,1,1149.0
2012,NUTS,2010,UKF,1,1202.6
2013,NUTS,2010,UKF,1,1369.1
2014,NUTS,2010,UKF,1,1474.2
2015,NUTS,2010,UKF,1,1515.0
2016,NUTS,2010,UKF,1,1655.0
2017,NUTS,2010,UKF,1,1520.6
2018,NUTS,2010,UKF,1,1769.4
2011,NUTS,2010,UKF1,2,766.0
2012,NUTS,2010,UKF1,2,865.1
2013,NUTS,2010,UKF1,2,967.8
2014,NUTS,2010,UKF1,2,1059.5
2015,NUTS,2010,UKF1,2,1115.5
2016,NUTS,2010,UKF1,2,1203.3
2017,NUTS,2010,UKF1,2,1067.7
2018,NUTS,2010,UKF1,2,1296.1
2011,NUTS,2010,UKF2,2,336.0
2012,NUTS,2010,UKF2,2,302.2
2013,NUTS,2010,UKF2,2,360.4
2014,NUTS,2010,UKF2,2,371.1
2015,NUTS,2010,UKF2,2,356.7
2016,NUTS,2010,UKF2,2,397.7
2017,NUTS,2010,UKF2,2,391.2
2018,NUTS,2010,UKF2,2,414.9
2011,NUTS,2010,UKF3,2,47.0
2012,NUTS,2010,UKF3,2,35.3
2013,NUTS,2010,UKF3,2,40.9
2014,NUTS,2010,UKF3,2,43.6
2015,NUTS,2010,UKF3,2,42.9
2016,NUTS,2010,UKF3,2,54.1
2017,NUTS,2010,UKF3,2,61.7
2018,NUTS,2010,UKF3,2,58.4
2011,NUTS,2010,UKG,1,1237.0
2012,NUTS,2010,UKG,1,1460.8
2013,NUTS,2010,UKG,1,1697.2
2014,NUTS,2010,UKG,1,1967.3
2015,NUTS,2010,UKG,1,2166.4
2016,NUTS,2010,UKG,1,2302.7
2017,NUTS,2010,UKG,1,2467.4
2018,NUTS,2010,UKG,1,2743.8
2011,NUTS,2010,UKG1,2,700.0
2012,NUTS,2010,UKG1,2,823.4
2013,NUTS,2010,UKG1,2,838.9
2014,NUTS,2010,UKG1,2,1034.7
2015,NUTS,2010,UKG1,2,1171.4
2016,NUTS,2010,UKG1,2,1134.8
2017,NUTS,2010,UKG1,2,1550.4
2018,NUTS,2010,UKG1,2,1651.0
2011,NUTS,2010,UKG2,2,151.0
2012,NUTS,2010,UKG2,2,155.5
2013,NUTS,2010,UKG2,2,177.8
2014,NUTS,2010,UKG2,2,178.1
2015,NUTS,2010,UKG2,2,194.1
2016,NUTS,2010,UKG2,2,237.3
2017,NUTS,2010,UKG2,2,214.1
2018,NUTS,2010,UKG2,2,286.1
2011,NUTS,2010,UKG3,2,386.0
2012,NUTS,2010,UKG3,2,481.9
2013,NUTS,2010,UKG3,2,680.5
2014,NUTS,2010,UKG3,2,754.5
2015,NUTS,2010,UKG3,2,800.9
2016,NUTS,2010,UKG3,2,930.7
2017,NUTS,2010,UKG3,2,702.9
2018,NUTS,2010,UKG3,2,806.8
2011,NUTS,2010,UKH,1,3638.0
2012,NUTS,2010,UKH,1,3449.5
2013,NUTS,2010,UKH,1,4071.0
2014,NUTS,2010,UKH,1,4231.3
2015,NUTS,2010,UKH,1,4178.3
2016,NUTS,2010,UKH,1,4392.9
2017,NUTS,2010,UKH,1,4676.7
2018,NUTS,2010,UKH,1,5141.1
2011,NUTS,2010,UKH1,2,1687.0
2012,NUTS,2010,UKH1,2,1782.0
2013,NUTS,2010,UKH1,2,1840.0
2014,NUTS,2010,UKH1,2,2120.7
2015,NUTS,2010,UKH1,2,2003.1
2016,NUTS,2010,UKH1,2,2000.7
2017,NUTS,2010,UKH1,2,2199.7
2018,NUTS,2010,UKH1,2,2721.0
2011,NUTS,2010,UKH2,2,1178.0
2012,NUTS,2010,UKH2,2,1127.0
2013,NUTS,2010,UKH2,2,1675.1
2014,NUTS,2010,UKH2,2,1510.8
2015,NUTS,2010,UKH2,2,1556.5
2016,NUTS,2010,UKH2,2,1720.6
2017,NUTS,2010,UKH2,2,1770.3
2018,NUTS,2010,UKH2,2,1727.9
2011,NUTS,2010,UKH3,2,773.0
2012,NUTS,2010,UKH3,2,540.5
2013,NUTS,2010,UKH3,2,555.9
2014,NUTS,2010,UKH3,2,599.8
2015,NUTS,2010,UKH3,2,618.8
2016,NUTS,2010,UKH3,2,671.5
2017,NUTS,2010,UKH3,2,706.7
2018,NUTS,2010,UKH3,2,692.1
2011,NUTS,2010,UKI,1,1143.0
2012,NUTS,2010,UKI,1,1477.3
2013,NUTS,2010,UKI,1,1316.6
2014,NUTS,2010,UKI,1,1826.2
2015,NUTS,2010,UKI,1,1912.4
2016,NUTS,2010,UKI,1,2295.7
2017,NUTS,2010,UKI,1,2795.7
2018,NUTS,2010,UKI,1,2905.9
2011,NUTS,2010,UKI3,2,646.3
2012,NUTS,2010,UKI3,2,741.3
2013,NUTS,2010,UKI3,2,745.7
2014,NUTS,2010,UKI3,2,947.1
2015,NUTS,2010,UKI3,2,900.0
2016,NUTS,2010,UKI3,2,843.0
2017,NUTS,2010,UKI3,2,1261.3
2018,NUTS,2010,UKI3,2,1408.7
2011,NUTS,2010,UKI4,2,130.7
2012,NUTS,2010,UKI4,2,114.5
2013,NUTS,2010,UKI4,2,202.2
2014,NUTS,2010,UKI4,2,310.9
2015,NUTS,2010,UKI4,2,331.4
2016,NUTS,2010,UKI4,2,334.1
2017,NUTS,2010,UKI4,2,408.6
2018,NUTS,2010,UKI4,2,497.6
2011,NUTS,2010,UKI5,2,40.8
2012,NUTS,2010,UKI5,2,41.2
2013,NUTS,2010,UKI5,2,35.9
2014,NUTS,2010,UKI5,2,38.7
2015,NUTS,2010,UKI5,2,47.2
2016,NUTS,2010,UKI5,2,55.7
2017,NUTS,2010,UKI5,2,47.6
2018,NUTS,2010,UKI5,2,51.8
2011,NUTS,2010,UKI6,2,108.5
2012,NUTS,2010,UKI6,2,76.5
2013,NUTS,2010,UKI6,2,80.8
2014,NUTS,2010,UKI6,2,83.9
2015,NUTS,2010,UKI6,2,52.0
2016,NUTS,2010,UKI6,2,62.1
2017,NUTS,2010,UKI6,2,69.9
2018,NUTS,2010,UKI6,2,52.1
2011,NUTS,2010,UKI7,2,216.7
2012,NUTS,2010,UKI7,2,503.8
2013,NUTS,2010,UKI7,2,252.0
2014,NUTS,2010,UKI7,2,445.6
2015,NUTS,2010,UKI7,2,581.8
2016,NUTS,2010,UKI7,2,1000.9
2017,NUTS,2010,UKI7,2,1008.2
2018,NUTS,2010,UKI7,2,895.8
2011,NUTS,2010,UKJ,1,4527.0
2012,NUTS,2010,UKJ,1,4086.3
2013,NUTS,2010,UKJ,1,4194.8
2014,NUTS,2010,UKJ,1,4405.2
2015,NUTS,2010,UKJ,1,4708.6
2016,NUTS,2010,UKJ,1,4692.5
2017,NUTS,2010,UKJ,1,4860.0
2018,NUTS,2010,UKJ,1,5030.7
2011,NUTS,2010,UKJ1,2,1541.0
2012,NUTS,2010,UKJ1,2,1690.7
2013,NUTS,2010,UKJ1,2,1846.4
2014,NUTS,2010,UKJ1,2,2091.6
2015,NUTS,2010,UKJ1,2,2166.4
2016,NUTS,2010,UKJ1,2,2289.8
2017,NUTS,2010,UKJ1,2,2421.2
2018,NUTS,2010,UKJ1,2,2485.9
2011,NUTS,2010,UKJ2,2,963.0
2012,NUTS,2010,UKJ2,2,964.5
2013,NUTS,2010,UKJ2,2,973.9
2014,NUTS,2010,UKJ2,2,956.6
2015,NUTS,2010,UKJ2,2,1108.2
2016,NUTS,2010,UKJ2,2,1054.6
2017,NUTS,2010,UKJ2,2,1211.8
2018,NUTS,2010,UKJ2,2,1188.7
2011,NUTS,2010,UKJ3,2,991.0
2012,NUTS,2010,UKJ3,2,881.7
2013,NUTS,2010,UKJ3,2,996.0
2014,NUTS,2010,UKJ3,2,946.2
2015,NUTS,2010,UKJ3,2,989.2
2016,NUTS,2010,UKJ3,2,872.4
2017,NUTS,2010,UKJ3,2,742.8
2018,NUTS,2010,UKJ3,2,802.2
2011,NUTS,2010,UKJ4,2,1032.0
2012,NUTS,2010,UKJ4,2,549.4
2013,NUTS,2010,UKJ4,2,378.5
2014,NUTS,2010,UKJ4,2,410.8
2015,NUTS,2010,UKJ4,2,444.8
2016,NUTS,2010,UKJ4,2,475.7
2017,NUTS,2010,UKJ4,2,484.2
2018,NUTS,2010,UKJ4,2,553.9
2011,NUTS,2010,UKK,1,1358.0
2012,NUTS,2010,UKK,1,1363.8
2013,NUTS,2010,UKK,1,1452.5
2014,NUTS,2010,UKK,1,1616.4
2015,NUTS,2010,UKK,1,1471.9
2016,NUTS,2010,UKK,1,1500.4
2017,NUTS,2010,UKK,1,1652.5
2018,NUTS,2010,UKK,1,1751.9
2011,NUTS,2010,UKK1,2,1109.0
2012,NUTS,2010,UKK1,2,1108.8
2013,NUTS,2010,UKK1,2,1131.5
2014,NUTS,2010,UKK1,2,1266.1
2015,NUTS,2010,UKK1,2,1096.7
2016,NUTS,2010,UKK1,2,1126.4
2017,NUTS,2010,UKK1,2,1252.5
2018,NUTS,2010,UKK1,2,1319.3
2011,NUTS,2010,UKK2,2,183.0
2012,NUTS,2010,UKK2,2,188.0
2013,NUTS,2010,UKK2,2,218.9
2014,NUTS,2010,UKK2,2,227.3
2015,NUTS,2010,UKK2,2,229.4
2016,NUTS,2010,UKK2,2,224.5
2017,NUTS,2010,UKK2,2,225.6
2018,NUTS,2010,UKK2,2,248.5
2011,NUTS,2010,UKK3,2,19.0
2012,NUTS,2010,UKK3,2,19.3
2013,NUTS,2010,UKK3,2,19.2
2014,NUTS,2010,UKK3,2,23.4
2015,NUTS,2010,UKK3,2,25.2
2016,NUTS,2010,UKK3,2,26.3
2017,NUTS,2010,UKK3,2,29.8
2018,NUTS,2010,UKK3,2,27.4
2011,NUTS,2010,UKK4,2,47.0
2012,NUTS,2010,UKK4,2,47.7
2013,NUTS,2010,UKK4,2,82.9
2014,NUTS,2010,UKK4,2,99.6
2015,NUTS,2010,UKK4,2,120.6
2016,NUTS,2010,UKK4,2,123.2
2017,NUTS,2010,UKK4,2,144.6
2018,NUTS,2010,UKK4,2,156.7
2011,NUTS,2010,UKL,1,254.0
2012,NUTS,2010,UKL,1,271.6
2013,NUTS,2010,UKL,1,369.1
2014,NUTS,2010,UKL,1,396.8
2015,NUTS,2010,UKL,1,361.7
2016,NUTS,2010,UKL,1,434.9
2017,NUTS,2010,UKL,1,457.1
2018,NUTS,2010,UKL,1,430.3
2011,NUTS,2010,UKL1,2,75.0
2012,NUTS,2010,UKL1,2,60.6
2013,NUTS,2010,UKL1,2,63.8
2014,NUTS,2010,UKL1,2,149.4
2015,NUTS,2010,UKL1,2,165.9
2016,NUTS,2010,UKL1,2,183.6
2017,NUTS,2010,UKL1,2,233.9
2018,NUTS,2010,UKL1,2,217.7
2011,NUTS,2010,UKL2,2,179.0
2012,NUTS,2010,UKL2,2,211.0
2013,NUTS,2010,UKL2,2,305.3
2014,NUTS,2010,UKL2,2,247.4
2015,NUTS,2010,UKL2,2,195.9
2016,NUTS,2010,UKL2,2,251.3
2017,NUTS,2010,UKL2,2,223.2
2018,NUTS,2010,UKL2,2,212.7
2011,NUTS,2010,UKM,1,690.0
2012,NUTS,2010,UKM,1,706.8
2013,NUTS,2010,UKM,1,797.7
2014,NUTS,2010,UKM,1,905.3
2015,NUTS,2010,UKM,1,870.9
2016,NUTS,2010,UKM,1,1072.1
2017,NUTS,2010,UKM,1,1247.3
2018,NUTS,2010,UKM,1,1355.9
2011,NUTS,2010,UKM2,2,349.0
2012,NUTS,2010,UKM2,2,385.7
2013,NUTS,2010,UKM2,2,414.4
2014,NUTS,2010,UKM2,2,454.1
2015,NUTS,2010,UKM2,2,479.0
2016,NUTS,2010,UKM2,2,552.5
2017,NUTS,2010,UKM2,2,691.2
2011,NUTS,2010,UKM3,2,183.0
2012,NUTS,2010,UKM3,2,191.4
2013,NUTS,2010,UKM3,2,247.2
2014,NUTS,2010,UKM3,2,218.0
2015,NUTS,2010,UKM3,2,227.6
2016,NUTS,2010,UKM3,2,292.0
2017,NUTS,2010,UKM3,2,366.7
2011,NUTS,2010,UKM5,2,105.0
2012,NUTS,2010,UKM5,2,85.8
2013,NUTS,2010,UKM5,2,97.4
2014,NUTS,2010,UKM5,2,201.2
2015,NUTS,2010,UKM5,2,133.1
2016,NUTS,2010,UKM5,2,193.8
2017,NUTS,2010,UKM5,2,160.5
2018,NUTS,2010,UKM5,2,171.2
2011,NUTS,2010,UKM6,2,53.0
2012,NUTS,2010,UKM6,2,43.9
2013,NUTS,2010,UKM6,2,38.7
2014,NUTS,2010,UKM6,2,32.0
2015,NUTS,2010,UKM6,2,31.2
2016,NUTS,2010,UKM6,2,33.8
2017,NUTS,2010,UKM6,2,28.9
2018,NUTS,2010,UKM6,2,24.8
2014,NUTS,2010,UKM7,2,454.1
2015,NUTS,2010,UKM7,2,479.0
2016,NUTS,2010,UKM7,2,552.5
2017,NUTS,2010,UKM7,2,691.2
2018,NUTS,2010,UKM7,2,789.3
2014,NUTS,2010,UKM8,2,184.7
2015,NUTS,2010,UKM8,2,192.8
2016,NUTS,2010,UKM8,2,247.3
2017,NUTS,2010,UKM8,2,310.6
2018,NUTS,2010,UKM8,2,313.9
2014,NUTS,2010,UKM9,2,33.3
2015,NUTS,2010,UKM9,2,34.8
2016,NUTS,2010,UKM9,2,44.7
2017,NUTS,2010,UKM9,2,56.1
2018,NUTS,2010,UKM9,2,56.7
2011,NUTS,2010,UKN,1,352.0
2012,NUTS,2010,UKN,1,419.9
2013,NUTS,2010,UKN,1,443.2
2014,NUTS,2010,UKN,1,352.1
2015,NUTS,2010,UKN,1,501.5
2016,NUTS,2010,UKN,1,480.8
2017,NUTS,2010,UKN,1,511.6
2018,NUTS,2010,UKN,1,524.1
2011,NUTS,2010,UKN0,2,352.0
2012,NUTS,2010,UKN0,2,419.9
2013,NUTS,2010,UKN0,2,443.2
2014,NUTS,2010,UKN0,2,352.1
2015,NUTS,2010,UKN0,2,501.5
2016,NUTS,2010,UKN0,2,480.8
2017,NUTS,2010,UKN0,2,511.6
2018,NUTS,2010,UKN0,2,524.1
2011,NUTS,2010,US,0,294092.0
2012,NUTS,2010,US,0,302251.0
2013,NUTS,2010,US,0,322528.0
2014,NUTS,2010,US,0,340728.0
2015,NUTS,2010,US,0,355821.0
2016,NUTS,2010,US,0,379528.0
2017,NUTS,2010,US,0,405791.0
2018,NUTS,2010,US,0,445637.0
2019,NUTS,2010,US,0,485826.0
