year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_emp_hc_f
2014,NUTS,2010,TR,0,0.2244
2015,NUTS,2010,TR,0,0.2334
2016,NUTS,2010,TR,0,0.2477
2017,NUTS,2010,TR,0,0.2968
2018,NUTS,2010,TR,0,0.3446
2019,NUTS,2010,TR,0,0.3828
2020,NUTS,2010,TR,0,0.4644
2011,NUTS,2010,UK,0,0.3398
2012,NUTS,2010,UK,0,0.3428
2013,NUTS,2010,UK,0,0.415
2014,NUTS,2010,UK,0,0.4341
2015,NUTS,2010,UK,0,0.4722
2016,NUTS,2010,UK,0,0.4999
2017,NUTS,2010,UK,0,0.5535
2018,NUTS,2010,UK,0,0.5889
2011,NUTS,2010,UKC,1,0.1898
2013,NUTS,2010,UKC,1,0.2857
2015,NUTS,2010,UKC,1,0.2727
2017,NUTS,2010,UKC,1,0.3364
2011,NUTS,2010,UKC1,2,0.1676
2013,NUTS,2010,UKC1,2,0.3474
2015,NUTS,2010,UKC1,2,0.2305
2017,NUTS,2010,UKC1,2,0.2589
2011,NUTS,2010,UKC2,2,0.2077
2013,NUTS,2010,UKC2,2,0.2383
2015,NUTS,2010,UKC2,2,0.3058
2017,NUTS,2010,UKC2,2,0.3993
2011,NUTS,2010,UKD,1,0.2926
2013,NUTS,2010,UKD,1,0.3167
2015,NUTS,2010,UKD,1,0.3904
2017,NUTS,2010,UKD,1,0.4221
2011,NUTS,2010,UKD1,2,0.3824
2013,NUTS,2010,UKD1,2,0.2978
2015,NUTS,2010,UKD1,2,0.5344
2017,NUTS,2010,UKD1,2,0.573
2011,NUTS,2010,UKD3,2,0.1909
2013,NUTS,2010,UKD3,2,0.205
2015,NUTS,2010,UKD3,2,0.2811
2017,NUTS,2010,UKD3,2,0.3148
2011,NUTS,2010,UKD4,2,0.2593
2013,NUTS,2010,UKD4,2,0.3145
2015,NUTS,2010,UKD4,2,0.3335
2017,NUTS,2010,UKD4,2,0.3542
2011,NUTS,2010,UKD6,2,0.7557
2013,NUTS,2010,UKD6,2,0.8114
2015,NUTS,2010,UKD6,2,0.9131
2017,NUTS,2010,UKD6,2,0.8069
2011,NUTS,2010,UKD7,2,0.1812
2013,NUTS,2010,UKD7,2,0.2137
2015,NUTS,2010,UKD7,2,0.2719
2017,NUTS,2010,UKD7,2,0.4038
2011,NUTS,2010,UKE,1,0.2502
2013,NUTS,2010,UKE,1,0.3183
2015,NUTS,2010,UKE,1,0.3461
2017,NUTS,2010,UKE,1,0.4554
2013,NUTS,2010,UKE1,2,0.2919
2015,NUTS,2010,UKE1,2,0.3241
2017,NUTS,2010,UKE1,2,0.4193
2011,NUTS,2010,UKE2,2,0.6814
2013,NUTS,2010,UKE2,2,0.4589
2015,NUTS,2010,UKE2,2,0.5343
2017,NUTS,2010,UKE2,2,0.6087
2011,NUTS,2010,UKE3,2,0.182
2013,NUTS,2010,UKE3,2,0.2051
2015,NUTS,2010,UKE3,2,0.2348
2017,NUTS,2010,UKE3,2,0.354
2011,NUTS,2010,UKE4,2,0.2421
2013,NUTS,2010,UKE4,2,0.344
2015,NUTS,2010,UKE4,2,0.3461
2017,NUTS,2010,UKE4,2,0.4686
2011,NUTS,2010,UKF,1,0.3188
2013,NUTS,2010,UKF,1,0.3881
2015,NUTS,2010,UKF,1,0.4034
2017,NUTS,2010,UKF,1,0.4812
2011,NUTS,2010,UKF1,2,0.4787
2013,NUTS,2010,UKF1,2,0.595
2015,NUTS,2010,UKF1,2,0.5972
2017,NUTS,2010,UKF1,2,0.7303
2011,NUTS,2010,UKF2,2,0.2259
2013,NUTS,2010,UKF2,2,0.2537
2015,NUTS,2010,UKF2,2,0.2673
2017,NUTS,2010,UKF2,2,0.3185
2011,NUTS,2010,UKF3,2,0.0936
2013,NUTS,2010,UKF3,2,0.1051
2015,NUTS,2010,UKF3,2,0.1306
2017,NUTS,2010,UKF3,2,0.154
2011,NUTS,2010,UKG,1,0.2035
2013,NUTS,2010,UKG,1,0.2634
2015,NUTS,2010,UKG,1,0.3477
2017,NUTS,2010,UKG,1,0.4338
2011,NUTS,2010,UKG1,2,0.3903
2013,NUTS,2010,UKG1,2,0.4916
2015,NUTS,2010,UKG1,2,0.6636
2017,NUTS,2010,UKG1,2,0.9355
2011,NUTS,2010,UKG2,2,0.1171
2013,NUTS,2010,UKG2,2,0.1248
2015,NUTS,2010,UKG2,2,0.1608
2017,NUTS,2010,UKG2,2,0.1962
2011,NUTS,2010,UKG3,2,0.1527
2013,NUTS,2010,UKG3,2,0.2245
2015,NUTS,2010,UKG3,2,0.2916
2017,NUTS,2010,UKG3,2,0.3154
2011,NUTS,2010,UKH,1,0.7291
2013,NUTS,2010,UKH,1,0.7401
2015,NUTS,2010,UKH,1,0.8023
2017,NUTS,2010,UKH,1,0.9068
2011,NUTS,2010,UKH1,2,0.8558
2013,NUTS,2010,UKH1,2,0.8674
2015,NUTS,2010,UKH1,2,1.0133
2017,NUTS,2010,UKH1,2,1.2176
2011,NUTS,2010,UKH2,2,0.6944
2013,NUTS,2010,UKH2,2,0.858
2015,NUTS,2010,UKH2,2,0.8422
2017,NUTS,2010,UKH2,2,0.9373
2011,NUTS,2010,UKH3,2,0.5838
2013,NUTS,2010,UKH3,2,0.4364
2015,NUTS,2010,UKH3,2,0.4599
2017,NUTS,2010,UKH3,2,0.4554
2011,NUTS,2010,UKI,1,0.2074
2013,NUTS,2010,UKI,1,0.3028
2015,NUTS,2010,UKI,1,0.4085
2017,NUTS,2010,UKI,1,0.5384
2011,NUTS,2010,UKI3,2,0.7355
2013,NUTS,2010,UKI3,2,0.9718
2015,NUTS,2010,UKI3,2,1.3061
2017,NUTS,2010,UKI3,2,2.0398
2011,NUTS,2010,UKI4,2,0.1286
2013,NUTS,2010,UKI4,2,0.2172
2015,NUTS,2010,UKI4,2,0.2739
2017,NUTS,2010,UKI4,2,0.3315
2011,NUTS,2010,UKI5,2,0.049
2013,NUTS,2010,UKI5,2,0.0664
2015,NUTS,2010,UKI5,2,0.0786
2017,NUTS,2010,UKI5,2,0.0728
2011,NUTS,2010,UKI6,2,0.1413
2013,NUTS,2010,UKI6,2,0.0994
2015,NUTS,2010,UKI6,2,0.1224
2017,NUTS,2010,UKI6,2,0.1656
2011,NUTS,2010,UKI7,2,0.1935
2013,NUTS,2010,UKI7,2,0.34
2015,NUTS,2010,UKI7,2,0.5142
2017,NUTS,2010,UKI7,2,0.6445
2011,NUTS,2010,UKJ,1,0.554
2013,NUTS,2010,UKJ,1,0.7088
2015,NUTS,2010,UKJ,1,0.7471
2017,NUTS,2010,UKJ,1,0.7541
2011,NUTS,2010,UKJ1,2,0.872
2013,NUTS,2010,UKJ1,2,1.2699
2015,NUTS,2010,UKJ1,2,1.3097
2017,NUTS,2010,UKJ1,2,1.4064
2011,NUTS,2010,UKJ2,2,0.3754
2013,NUTS,2010,UKJ2,2,0.4857
2015,NUTS,2010,UKJ2,2,0.5301
2017,NUTS,2010,UKJ2,2,0.5452
2011,NUTS,2010,UKJ3,2,0.6003
2013,NUTS,2010,UKJ3,2,0.7258
2015,NUTS,2010,UKJ3,2,0.7314
2017,NUTS,2010,UKJ3,2,0.6532
2011,NUTS,2010,UKJ4,2,0.3446
2013,NUTS,2010,UKJ4,2,0.2742
2015,NUTS,2010,UKJ4,2,0.3028
2017,NUTS,2010,UKJ4,2,0.3054
2011,NUTS,2010,UKK,1,0.2284
2013,NUTS,2010,UKK,1,0.2903
2015,NUTS,2010,UKK,1,0.3323
2017,NUTS,2010,UKK,1,0.3928
2011,NUTS,2010,UKK1,2,0.3852
2013,NUTS,2010,UKK1,2,0.5001
2015,NUTS,2010,UKK1,2,0.5155
2017,NUTS,2010,UKK1,2,0.6076
2011,NUTS,2010,UKK2,2,0.1476
2013,NUTS,2010,UKK2,2,0.1709
2015,NUTS,2010,UKK2,2,0.2342
2017,NUTS,2010,UKK2,2,0.2633
2011,NUTS,2010,UKK3,2,0.0621
2013,NUTS,2010,UKK3,2,0.0653
2015,NUTS,2010,UKK3,2,0.1034
2017,NUTS,2010,UKK3,2,0.1391
2011,NUTS,2010,UKK4,2,0.0562
2013,NUTS,2010,UKK4,2,0.0747
2015,NUTS,2010,UKK4,2,0.1473
2017,NUTS,2010,UKK4,2,0.1891
2011,NUTS,2010,UKL,1,0.2096
2013,NUTS,2010,UKL,1,0.1979
2015,NUTS,2010,UKL,1,0.2393
2017,NUTS,2010,UKL,1,0.3662
2011,NUTS,2010,UKL1,2,0.1106
2013,NUTS,2010,UKL1,2,0.0842
2015,NUTS,2010,UKL1,2,0.2064
2017,NUTS,2010,UKL1,2,0.3201
2011,NUTS,2010,UKL2,2,0.3653
2013,NUTS,2010,UKL2,2,0.3765
2015,NUTS,2010,UKL2,2,0.2929
2017,NUTS,2010,UKL2,2,0.4365
2011,NUTS,2010,UKM,1,0.2084
2013,NUTS,2010,UKM,1,0.3038
2015,NUTS,2010,UKM,1,0.325
2017,NUTS,2010,UKM,1,0.4578
2013,NUTS,2010,UKM2,2,0.0938
2015,NUTS,2010,UKM2,2,0.4623
2017,NUTS,2010,UKM2,2,0.6217
2013,NUTS,2010,UKM3,2,0.3723
2015,NUTS,2010,UKM3,2,0.2457
2017,NUTS,2010,UKM3,2,0.3189
2013,NUTS,2010,UKM5,2,1.1455
2015,NUTS,2010,UKM5,2,0.4161
2017,NUTS,2010,UKM5,2,0.7325
2013,NUTS,2010,UKM6,2,0.1209
2015,NUTS,2010,UKM6,2,0.1107
2017,NUTS,2010,UKM6,2,0.171
2011,NUTS,2010,UKN,1,0.2961
2013,NUTS,2010,UKN,1,0.3501
2015,NUTS,2010,UKN,1,0.4926
2017,NUTS,2010,UKN,1,0.5173
2011,NUTS,2010,UKN0,2,0.2961
2013,NUTS,2010,UKN0,2,0.3501
2015,NUTS,2010,UKN0,2,0.4926
2017,NUTS,2010,UKN0,2,0.5173
