year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_pc_emp_hc_f
2015,NUTS,2010,UKC,1,0.0
2017,NUTS,2010,UKC,1,0.0007
2011,NUTS,2010,UKC1,2,0.0
2013,NUTS,2010,UKC1,2,0.0
2015,NUTS,2010,UKC1,2,0.0
2017,NUTS,2010,UKC1,2,0.0008
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2017,NUTS,2010,UKC2,2,0.0007
2011,NUTS,2010,UKD,1,0.0156
2013,NUTS,2010,UKD,1,0.0164
2015,NUTS,2010,UKD,1,0.0185
2017,NUTS,2010,UKD,1,0.0192
2011,NUTS,2010,UKD1,2,0.001
2013,NUTS,2010,UKD1,2,0.0019
2015,NUTS,2010,UKD1,2,0.0026
2017,NUTS,2010,UKD1,2,0.0023
2011,NUTS,2010,UKD3,2,0.0022
2013,NUTS,2010,UKD3,2,0.0059
2015,NUTS,2010,UKD3,2,0.0059
2017,NUTS,2010,UKD3,2,0.0062
2011,NUTS,2010,UKD4,2,0.015
2013,NUTS,2010,UKD4,2,0.0138
2015,NUTS,2010,UKD4,2,0.0146
2017,NUTS,2010,UKD4,2,0.0132
2011,NUTS,2010,UKD6,2,0.0545
2013,NUTS,2010,UKD6,2,0.0511
2015,NUTS,2010,UKD6,2,0.0661
2017,NUTS,2010,UKD6,2,0.0764
2011,NUTS,2010,UKD7,2,0.0207
2013,NUTS,2010,UKD7,2,0.0208
2015,NUTS,2010,UKD7,2,0.021
2017,NUTS,2010,UKD7,2,0.0205
2011,NUTS,2010,UKE,1,0.0144
2013,NUTS,2010,UKE,1,0.019
2015,NUTS,2010,UKE,1,0.0063
2017,NUTS,2010,UKE,1,0.0064
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0781
2013,NUTS,2010,UKE2,2,0.1003
2015,NUTS,2010,UKE2,2,0.0187
2017,NUTS,2010,UKE2,2,0.0148
2011,NUTS,2010,UKE3,2,0.0083
2013,NUTS,2010,UKE3,2,0.0093
2015,NUTS,2010,UKE3,2,0.0115
2017,NUTS,2010,UKE3,2,0.0135
2011,NUTS,2010,UKE4,2,0.0007
2013,NUTS,2010,UKE4,2,0.0015
2015,NUTS,2010,UKE4,2,0.0012
2017,NUTS,2010,UKE4,2,0.0016
2011,NUTS,2010,UKF,1,0.0275
2013,NUTS,2010,UKF,1,0.0252
2015,NUTS,2010,UKF,1,0.0275
2017,NUTS,2010,UKF,1,0.0226
2011,NUTS,2010,UKF1,2,0.0521
2013,NUTS,2010,UKF1,2,0.0448
2015,NUTS,2010,UKF1,2,0.047
2017,NUTS,2010,UKF1,2,0.0412
2011,NUTS,2010,UKF2,2,0.0102
2013,NUTS,2010,UKF2,2,0.0117
2015,NUTS,2010,UKF2,2,0.0135
2017,NUTS,2010,UKF2,2,0.0097
2011,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,0.0003
2013,NUTS,2010,UKG,1,0.0009
2015,NUTS,2010,UKG,1,0.0015
2017,NUTS,2010,UKG,1,0.0007
2011,NUTS,2010,UKG1,2,0.0005
2013,NUTS,2010,UKG1,2,0.0007
2015,NUTS,2010,UKG1,2,0.0007
2017,NUTS,2010,UKG1,2,0.0006
2011,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2017,NUTS,2010,UKG2,2,0.0003
2011,NUTS,2010,UKG3,2,0.0005
2013,NUTS,2010,UKG3,2,0.0017
2015,NUTS,2010,UKG3,2,0.003
2017,NUTS,2010,UKG3,2,0.001
2011,NUTS,2010,UKH,1,0.0443
2013,NUTS,2010,UKH,1,0.0468
2015,NUTS,2010,UKH,1,0.0508
2017,NUTS,2010,UKH,1,0.0443
2011,NUTS,2010,UKH1,2,0.1012
2013,NUTS,2010,UKH1,2,0.1114
2015,NUTS,2010,UKH1,2,0.1206
2017,NUTS,2010,UKH1,2,0.0999
2011,NUTS,2010,UKH2,2,0.0087
2013,NUTS,2010,UKH2,2,0.0051
2015,NUTS,2010,UKH2,2,0.0056
2017,NUTS,2010,UKH2,2,0.0145
2011,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.0507
2013,NUTS,2010,UKI,1,0.0528
2015,NUTS,2010,UKI,1,0.0436
2017,NUTS,2010,UKI,1,0.0396
2011,NUTS,2010,UKI3,2,0.2734
2013,NUTS,2010,UKI3,2,0.2605
2015,NUTS,2010,UKI3,2,0.2835
2017,NUTS,2010,UKI3,2,0.2878
2011,NUTS,2010,UKI4,2,0.0052
2013,NUTS,2010,UKI4,2,0.0054
2015,NUTS,2010,UKI4,2,0.0056
2017,NUTS,2010,UKI4,2,0.0037
2011,NUTS,2010,UKI5,2,0.0005
2013,NUTS,2010,UKI5,2,0.0006
2015,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0151
2013,NUTS,2010,UKI6,2,0.0148
2015,NUTS,2010,UKI6,2,0.0038
2017,NUTS,2010,UKI6,2,0.0035
2011,NUTS,2010,UKI7,2,0.0493
2013,NUTS,2010,UKI7,2,0.0531
2015,NUTS,2010,UKI7,2,0.0116
2017,NUTS,2010,UKI7,2,0.0074
2011,NUTS,2010,UKJ,1,0.1198
2013,NUTS,2010,UKJ,1,0.1238
2015,NUTS,2010,UKJ,1,0.1247
2017,NUTS,2010,UKJ,1,0.1148
2011,NUTS,2010,UKJ1,2,0.1875
2013,NUTS,2010,UKJ1,2,0.1825
2015,NUTS,2010,UKJ1,2,0.213
2017,NUTS,2010,UKJ1,2,0.2188
2011,NUTS,2010,UKJ2,2,0.0536
2013,NUTS,2010,UKJ2,2,0.066
2015,NUTS,2010,UKJ2,2,0.0361
2017,NUTS,2010,UKJ2,2,0.0335
2011,NUTS,2010,UKJ3,2,0.1501
2013,NUTS,2010,UKJ3,2,0.1781
2015,NUTS,2010,UKJ3,2,0.1864
2017,NUTS,2010,UKJ3,2,0.1582
2011,NUTS,2010,UKJ4,2,0.0994
2013,NUTS,2010,UKJ4,2,0.0762
2015,NUTS,2010,UKJ4,2,0.071
2017,NUTS,2010,UKJ4,2,0.056
2011,NUTS,2010,UKK,1,0.098
2013,NUTS,2010,UKK,1,0.0874
2015,NUTS,2010,UKK,1,0.0831
2017,NUTS,2010,UKK,1,0.0903
2011,NUTS,2010,UKK1,2,0.18
2013,NUTS,2010,UKK1,2,0.1899
2015,NUTS,2010,UKK1,2,0.1782
2017,NUTS,2010,UKK1,2,0.1958
2011,NUTS,2010,UKK2,2,0.0047
2013,NUTS,2010,UKK2,2,0.005
2015,NUTS,2010,UKK2,2,0.0045
2017,NUTS,2010,UKK2,2,0.0028
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0008
2011,NUTS,2010,UKK4,2,0.0702
2013,NUTS,2010,UKK4,2,0.0012
2015,NUTS,2010,UKK4,2,0.0007
2017,NUTS,2010,UKK4,2,0.0008
2011,NUTS,2010,UKL,1,0.0141
2013,NUTS,2010,UKL,1,0.015
2015,NUTS,2010,UKL,1,0.008
2017,NUTS,2010,UKL,1,0.0085
2011,NUTS,2010,UKL1,2,0.0052
2013,NUTS,2010,UKL1,2,0.0073
2015,NUTS,2010,UKL1,2,0.0065
2017,NUTS,2010,UKL1,2,0.0076
2011,NUTS,2010,UKL2,2,0.0281
2013,NUTS,2010,UKL2,2,0.0269
2015,NUTS,2010,UKL2,2,0.0106
2017,NUTS,2010,UKL2,2,0.0098
2011,NUTS,2010,UKM,1,0.0654
2013,NUTS,2010,UKM,1,0.0533
2015,NUTS,2010,UKM,1,0.0651
2017,NUTS,2010,UKM,1,0.0678
2013,NUTS,2010,UKM2,2,0.0768
2015,NUTS,2010,UKM2,2,0.0839
2017,NUTS,2010,UKM2,2,0.089
2013,NUTS,2010,UKM3,2,0.0084
2015,NUTS,2010,UKM3,2,0.0092
2017,NUTS,2010,UKM3,2,0.0091
2013,NUTS,2010,UKM5,2,0.2073
2015,NUTS,2010,UKM5,2,0.2904
2017,NUTS,2010,UKM5,2,0.3142
2013,NUTS,2010,UKM6,2,0.0079
2015,NUTS,2010,UKM6,2,0.0089
2017,NUTS,2010,UKM6,2,0.012
2011,NUTS,2010,UKN,1,0.0156
2013,NUTS,2010,UKN,1,0.0178
2015,NUTS,2010,UKN,1,0.0119
2017,NUTS,2010,UKN,1,0.015
2011,NUTS,2010,UKN0,2,0.0156
2013,NUTS,2010,UKN0,2,0.0178
2015,NUTS,2010,UKN0,2,0.0119
2017,NUTS,2010,UKN0,2,0.015
