year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_pc_act_hc_f
2013,NUTS,2010,UKC1,2,0.0
2015,NUTS,2010,UKC1,2,0.0
2017,NUTS,2010,UKC1,2,0.0008
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2017,NUTS,2010,UKC2,2,0.0007
2011,NUTS,2010,UKD,1,0.0145
2013,NUTS,2010,UKD,1,0.0153
2015,NUTS,2010,UKD,1,0.0175
2017,NUTS,2010,UKD,1,0.0184
2011,NUTS,2010,UKD1,2,0.001
2013,NUTS,2010,UKD1,2,0.0018
2015,NUTS,2010,UKD1,2,0.0025
2017,NUTS,2010,UKD1,2,0.0022
2011,NUTS,2010,UKD3,2,0.002
2013,NUTS,2010,UKD3,2,0.0054
2015,NUTS,2010,UKD3,2,0.0055
2017,NUTS,2010,UKD3,2,0.006
2011,NUTS,2010,UKD4,2,0.0141
2013,NUTS,2010,UKD4,2,0.0128
2015,NUTS,2010,UKD4,2,0.0138
2017,NUTS,2010,UKD4,2,0.0128
2011,NUTS,2010,UKD6,2,0.0517
2013,NUTS,2010,UKD6,2,0.0484
2015,NUTS,2010,UKD6,2,0.0633
2017,NUTS,2010,UKD6,2,0.0741
2011,NUTS,2010,UKD7,2,0.0188
2013,NUTS,2010,UKD7,2,0.0192
2015,NUTS,2010,UKD7,2,0.02
2017,NUTS,2010,UKD7,2,0.0195
2011,NUTS,2010,UKE,1,0.0133
2013,NUTS,2010,UKE,1,0.0175
2015,NUTS,2010,UKE,1,0.0059
2017,NUTS,2010,UKE,1,0.0061
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.073
2013,NUTS,2010,UKE2,2,0.0974
2015,NUTS,2010,UKE2,2,0.0183
2017,NUTS,2010,UKE2,2,0.0142
2011,NUTS,2010,UKE3,2,0.0075
2013,NUTS,2010,UKE3,2,0.0083
2015,NUTS,2010,UKE3,2,0.0107
2017,NUTS,2010,UKE3,2,0.0128
2011,NUTS,2010,UKE4,2,0.0007
2013,NUTS,2010,UKE4,2,0.0014
2015,NUTS,2010,UKE4,2,0.0011
2017,NUTS,2010,UKE4,2,0.0015
2011,NUTS,2010,UKF,1,0.0252
2013,NUTS,2010,UKF,1,0.0234
2015,NUTS,2010,UKF,1,0.0263
2017,NUTS,2010,UKF,1,0.0217
2011,NUTS,2010,UKF1,2,0.0474
2013,NUTS,2010,UKF1,2,0.0419
2015,NUTS,2010,UKF1,2,0.045
2017,NUTS,2010,UKF1,2,0.0397
2011,NUTS,2010,UKF2,2,0.0094
2013,NUTS,2010,UKF2,2,0.0108
2015,NUTS,2010,UKF2,2,0.0129
2017,NUTS,2010,UKF2,2,0.0093
2011,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,0.0003
2013,NUTS,2010,UKG,1,0.0008
2015,NUTS,2010,UKG,1,0.0014
2017,NUTS,2010,UKG,1,0.0007
2011,NUTS,2010,UKG1,2,0.0005
2013,NUTS,2010,UKG1,2,0.0007
2015,NUTS,2010,UKG1,2,0.0006
2017,NUTS,2010,UKG1,2,0.0006
2011,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2017,NUTS,2010,UKG2,2,0.0003
2011,NUTS,2010,UKG3,2,0.0004
2013,NUTS,2010,UKG3,2,0.0015
2015,NUTS,2010,UKG3,2,0.0028
2017,NUTS,2010,UKG3,2,0.0009
2011,NUTS,2010,UKH,1,0.0415
2013,NUTS,2010,UKH,1,0.0441
2015,NUTS,2010,UKH,1,0.0488
2017,NUTS,2010,UKH,1,0.0426
2011,NUTS,2010,UKH1,2,0.0955
2013,NUTS,2010,UKH1,2,0.1055
2015,NUTS,2010,UKH1,2,0.1152
2017,NUTS,2010,UKH1,2,0.0964
2011,NUTS,2010,UKH2,2,0.0081
2013,NUTS,2010,UKH2,2,0.0048
2015,NUTS,2010,UKH2,2,0.0054
2017,NUTS,2010,UKH2,2,0.014
2011,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.0457
2013,NUTS,2010,UKI,1,0.0482
2015,NUTS,2010,UKI,1,0.0406
2017,NUTS,2010,UKI,1,0.0374
2011,NUTS,2010,UKI3,2,0.2503
2013,NUTS,2010,UKI3,2,0.244
2015,NUTS,2010,UKI3,2,0.2677
2017,NUTS,2010,UKI3,2,0.267
2011,NUTS,2010,UKI4,2,0.0046
2013,NUTS,2010,UKI4,2,0.0049
2015,NUTS,2010,UKI4,2,0.0052
2017,NUTS,2010,UKI4,2,0.0035
2011,NUTS,2010,UKI5,2,0.0004
2013,NUTS,2010,UKI5,2,0.0005
2015,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0138
2013,NUTS,2010,UKI6,2,0.0137
2015,NUTS,2010,UKI6,2,0.0036
2017,NUTS,2010,UKI6,2,0.0033
2011,NUTS,2010,UKI7,2,0.0454
2013,NUTS,2010,UKI7,2,0.0484
2015,NUTS,2010,UKI7,2,0.011
2017,NUTS,2010,UKI7,2,0.007
2011,NUTS,2010,UKJ,1,0.1128
2013,NUTS,2010,UKJ,1,0.117
2015,NUTS,2010,UKJ,1,0.1195
2017,NUTS,2010,UKJ,1,0.111
2011,NUTS,2010,UKJ1,2,0.1768
2013,NUTS,2010,UKJ1,2,0.174
2015,NUTS,2010,UKJ1,2,0.2051
2017,NUTS,2010,UKJ1,2,0.2124
2011,NUTS,2010,UKJ2,2,0.0509
2013,NUTS,2010,UKJ2,2,0.0624
2015,NUTS,2010,UKJ2,2,0.0348
2017,NUTS,2010,UKJ2,2,0.0324
2011,NUTS,2010,UKJ3,2,0.1426
2013,NUTS,2010,UKJ3,2,0.1685
2015,NUTS,2010,UKJ3,2,0.1792
2017,NUTS,2010,UKJ3,2,0.1529
2011,NUTS,2010,UKJ4,2,0.091
2013,NUTS,2010,UKJ4,2,0.0709
2015,NUTS,2010,UKJ4,2,0.0666
2017,NUTS,2010,UKJ4,2,0.0538
2011,NUTS,2010,UKK,1,0.0925
2013,NUTS,2010,UKK,1,0.0826
2015,NUTS,2010,UKK,1,0.0797
2017,NUTS,2010,UKK,1,0.0868
2011,NUTS,2010,UKK1,2,0.1698
2013,NUTS,2010,UKK1,2,0.1792
2015,NUTS,2010,UKK1,2,0.1712
2017,NUTS,2010,UKK1,2,0.1875
2011,NUTS,2010,UKK2,2,0.0044
2013,NUTS,2010,UKK2,2,0.0047
2015,NUTS,2010,UKK2,2,0.0043
2017,NUTS,2010,UKK2,2,0.0028
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0007
2011,NUTS,2010,UKK4,2,0.0667
2013,NUTS,2010,UKK4,2,0.0011
2015,NUTS,2010,UKK4,2,0.0007
2017,NUTS,2010,UKK4,2,0.0008
2011,NUTS,2010,UKL,1,0.0132
2013,NUTS,2010,UKL,1,0.0139
2015,NUTS,2010,UKL,1,0.0077
2017,NUTS,2010,UKL,1,0.0081
2011,NUTS,2010,UKL1,2,0.0048
2013,NUTS,2010,UKL1,2,0.0068
2015,NUTS,2010,UKL1,2,0.0061
2017,NUTS,2010,UKL1,2,0.0073
2011,NUTS,2010,UKL2,2,0.0268
2013,NUTS,2010,UKL2,2,0.0249
2015,NUTS,2010,UKL2,2,0.0103
2017,NUTS,2010,UKL2,2,0.0095
2011,NUTS,2010,UKM,1,0.0609
2013,NUTS,2010,UKM,1,0.0498
2015,NUTS,2010,UKM,1,0.0617
2017,NUTS,2010,UKM,1,0.0654
2013,NUTS,2010,UKM2,2,0.0716
2015,NUTS,2010,UKM2,2,0.0792
2017,NUTS,2010,UKM2,2,0.0861
2013,NUTS,2010,UKM3,2,0.0078
2015,NUTS,2010,UKM3,2,0.0087
2017,NUTS,2010,UKM3,2,0.0087
2013,NUTS,2010,UKM5,2,0.1956
2015,NUTS,2010,UKM5,2,0.2816
2017,NUTS,2010,UKM5,2,0.3019
2013,NUTS,2010,UKM6,2,0.0077
2015,NUTS,2010,UKM6,2,0.0086
2017,NUTS,2010,UKM6,2,0.0118
2011,NUTS,2010,UKN,1,0.0148
2013,NUTS,2010,UKN,1,0.0169
2015,NUTS,2010,UKN,1,0.0113
2017,NUTS,2010,UKN,1,0.0146
2011,NUTS,2010,UKN0,2,0.0148
2013,NUTS,2010,UKN0,2,0.0169
2015,NUTS,2010,UKN0,2,0.0113
2017,NUTS,2010,UKN0,2,0.0146
