year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_pc_emp_fte
2003,NUTS,2010,IE02,2,0.0263
2004,NUTS,2010,IE02,2,0.0275
2005,NUTS,2010,IE02,2,0.0214
2006,NUTS,2010,IE02,2,0.0242
2007,NUTS,2010,IE02,2,0.0224
2008,NUTS,2010,IE02,2,0.0237
2009,NUTS,2010,IE02,2,0.022
2010,NUTS,2010,IE02,2,0.0242
2011,NUTS,2010,IE02,2,0.0252
2012,NUTS,2010,IE02,2,0.0235
2013,NUTS,2010,IE02,2,0.0209
2003,NUTS,2010,IS,0,0.219
2005,NUTS,2010,IS,0,0.257
2006,NUTS,2010,IS,0,0.2699
2007,NUTS,2010,IS,0,0.2343
2008,NUTS,2010,IS,0,0.2417
2009,NUTS,2010,IS,0,0.2908
2011,NUTS,2010,IS,0,0.2182
1998,NUTS,2010,IT,0,0.0649
2003,NUTS,2010,IT,0,0.0643
2004,NUTS,2010,IT,0,0.0645
2005,NUTS,2010,IT,0,0.0645
2006,NUTS,2010,IT,0,0.0753
2007,NUTS,2010,IT,0,0.0829
2008,NUTS,2010,IT,0,0.0729
2009,NUTS,2010,IT,0,0.0799
2010,NUTS,2010,IT,0,0.0853
2011,NUTS,2010,IT,0,0.094
2012,NUTS,2010,IT,0,0.1018
2013,NUTS,2010,IT,0,0.1092
2014,NUTS,2010,IT,0,0.1076
2015,NUTS,2010,IT,0,0.1124
2016,NUTS,2010,IT,0,0.1107
2017,NUTS,2010,IT,0,0.1104
2018,NUTS,2010,IT,0,0.1133
2019,NUTS,2010,IT,0,0.1167
2003,NUTS,2010,ITC,1,0.0315
2004,NUTS,2010,ITC,1,0.0349
2005,NUTS,2010,ITC,1,0.0343
2007,NUTS,2010,ITC,1,0.0424
2008,NUTS,2010,ITC,1,0.0398
2009,NUTS,2010,ITC,1,0.0429
2010,NUTS,2010,ITC,1,0.0516
2011,NUTS,2010,ITC,1,0.0513
2012,NUTS,2010,ITC,1,0.0596
2013,NUTS,2010,ITC,1,0.0618
2014,NUTS,2010,ITC,1,0.0615
2015,NUTS,2010,ITC,1,0.067
2016,NUTS,2010,ITC,1,0.0645
2017,NUTS,2010,ITC,1,0.0636
2018,NUTS,2010,ITC,1,0.0651
2019,NUTS,2010,ITC,1,0.0685
2003,NUTS,2010,ITC1,2,0.0161
2004,NUTS,2010,ITC1,2,0.0268
2005,NUTS,2010,ITC1,2,0.0213
2007,NUTS,2010,ITC1,2,0.0271
2008,NUTS,2010,ITC1,2,0.0177
2009,NUTS,2010,ITC1,2,0.0231
2010,NUTS,2010,ITC1,2,0.0285
2011,NUTS,2010,ITC1,2,0.0266
2012,NUTS,2010,ITC1,2,0.0351
2013,NUTS,2010,ITC1,2,0.0375
2014,NUTS,2010,ITC1,2,0.0335
2015,NUTS,2010,ITC1,2,0.0428
2016,NUTS,2010,ITC1,2,0.0349
2017,NUTS,2010,ITC1,2,0.0381
2018,NUTS,2010,ITC1,2,0.0459
2019,NUTS,2010,ITC1,2,0.039
2003,NUTS,2010,ITC2,2,0.038
2004,NUTS,2010,ITC2,2,0.0213
2005,NUTS,2010,ITC2,2,0.0213
2007,NUTS,2010,ITC2,2,0.056
2008,NUTS,2010,ITC2,2,0.0029
2009,NUTS,2010,ITC2,2,0.0475
2010,NUTS,2010,ITC2,2,0.02
2011,NUTS,2010,ITC2,2,0.0853
2012,NUTS,2010,ITC2,2,0.0736
2013,NUTS,2010,ITC2,2,0.0673
2014,NUTS,2010,ITC2,2,0.044
2015,NUTS,2010,ITC2,2,0.0447
2016,NUTS,2010,ITC2,2,0.029
2017,NUTS,2010,ITC2,2,0.1078
2018,NUTS,2010,ITC2,2,0.0407
2019,NUTS,2010,ITC2,2,0.0521
2003,NUTS,2010,ITC3,2,0.0855
2004,NUTS,2010,ITC3,2,0.0769
2005,NUTS,2010,ITC3,2,0.077
2007,NUTS,2010,ITC3,2,0.1217
2008,NUTS,2010,ITC3,2,0.1256
2009,NUTS,2010,ITC3,2,0.1218
2010,NUTS,2010,ITC3,2,0.1222
2011,NUTS,2010,ITC3,2,0.0898
2012,NUTS,2010,ITC3,2,0.1432
2013,NUTS,2010,ITC3,2,0.1548
2014,NUTS,2010,ITC3,2,0.1632
2015,NUTS,2010,ITC3,2,0.1711
2016,NUTS,2010,ITC3,2,0.1749
2017,NUTS,2010,ITC3,2,0.1738
2018,NUTS,2010,ITC3,2,0.1783
2019,NUTS,2010,ITC3,2,0.2038
2003,NUTS,2010,ITC4,2,0.0303
2004,NUTS,2010,ITC4,2,0.0325
2005,NUTS,2010,ITC4,2,0.0338
2007,NUTS,2010,ITC4,2,0.0367
2008,NUTS,2010,ITC4,2,0.0371
2009,NUTS,2010,ITC4,2,0.0394
2010,NUTS,2010,ITC4,2,0.0516
2011,NUTS,2010,ITC4,2,0.0561
2012,NUTS,2010,ITC4,2,0.0577
2013,NUTS,2010,ITC4,2,0.0585
2014,NUTS,2010,ITC4,2,0.059
2015,NUTS,2010,ITC4,2,0.0622
2016,NUTS,2010,ITC4,2,0.0622
2017,NUTS,2010,ITC4,2,0.0588
2018,NUTS,2010,ITC4,2,0.0577
2019,NUTS,2010,ITC4,2,0.0622
2003,NUTS,2010,ITF,1,0.0494
2004,NUTS,2010,ITF,1,0.0473
2005,NUTS,2010,ITF,1,0.0481
2007,NUTS,2010,ITF,1,0.0524
2008,NUTS,2010,ITF,1,0.0646
2009,NUTS,2010,ITF,1,0.0692
2010,NUTS,2010,ITF,1,0.0709
2011,NUTS,2010,ITF,1,0.0823
2012,NUTS,2010,ITF,1,0.0891
2013,NUTS,2010,ITF,1,0.1015
2014,NUTS,2010,ITF,1,0.1093
2015,NUTS,2010,ITF,1,0.1166
2016,NUTS,2010,ITF,1,0.1059
2017,NUTS,2010,ITF,1,0.1078
2018,NUTS,2010,ITF,1,0.1052
2019,NUTS,2010,ITF,1,0.1137
2003,NUTS,2010,ITF1,2,0.0164
2004,NUTS,2010,ITF1,2,0.0209
2005,NUTS,2010,ITF1,2,0.0201
2007,NUTS,2010,ITF1,2,0.0151
2008,NUTS,2010,ITF1,2,0.0129
2009,NUTS,2010,ITF1,2,0.0159
2010,NUTS,2010,ITF1,2,0.0165
2011,NUTS,2010,ITF1,2,0.0176
2012,NUTS,2010,ITF1,2,0.0217
2013,NUTS,2010,ITF1,2,0.0272
2014,NUTS,2010,ITF1,2,0.0348
2015,NUTS,2010,ITF1,2,0.0373
2016,NUTS,2010,ITF1,2,0.0396
2017,NUTS,2010,ITF1,2,0.0394
2018,NUTS,2010,ITF1,2,0.0439
2019,NUTS,2010,ITF1,2,0.0501
2003,NUTS,2010,ITF2,2,0.0204
2004,NUTS,2010,ITF2,2,0.0237
2005,NUTS,2010,ITF2,2,0.0262
2007,NUTS,2010,ITF2,2,0.024
2008,NUTS,2010,ITF2,2,0.0117
2009,NUTS,2010,ITF2,2,0.0167
2010,NUTS,2010,ITF2,2,0.0087
2011,NUTS,2010,ITF2,2,0.0077
2012,NUTS,2010,ITF2,2,0.004
2013,NUTS,2010,ITF2,2,0.0071
2014,NUTS,2010,ITF2,2,0.0045
2015,NUTS,2010,ITF2,2,0.017
2016,NUTS,2010,ITF2,2,0.0145
2017,NUTS,2010,ITF2,2,0.0072
2018,NUTS,2010,ITF2,2,0.0178
2019,NUTS,2010,ITF2,2,0.0197
2003,NUTS,2010,ITF3,2,0.0717
2004,NUTS,2010,ITF3,2,0.0684
2005,NUTS,2010,ITF3,2,0.0652
2007,NUTS,2010,ITF3,2,0.0736
2008,NUTS,2010,ITF3,2,0.0997
2009,NUTS,2010,ITF3,2,0.1084
2010,NUTS,2010,ITF3,2,0.1019
2011,NUTS,2010,ITF3,2,0.1288
2012,NUTS,2010,ITF3,2,0.1365
2013,NUTS,2010,ITF3,2,0.1478
2014,NUTS,2010,ITF3,2,0.1575
2015,NUTS,2010,ITF3,2,0.1656
2016,NUTS,2010,ITF3,2,0.1518
2017,NUTS,2010,ITF3,2,0.1489
2018,NUTS,2010,ITF3,2,0.1468
2019,NUTS,2010,ITF3,2,0.1602
2003,NUTS,2010,ITF4,2,0.0516
2004,NUTS,2010,ITF4,2,0.0417
2005,NUTS,2010,ITF4,2,0.0498
2007,NUTS,2010,ITF4,2,0.0457
2008,NUTS,2010,ITF4,2,0.0605
2009,NUTS,2010,ITF4,2,0.0671
2010,NUTS,2010,ITF4,2,0.0787
2011,NUTS,2010,ITF4,2,0.0735
2012,NUTS,2010,ITF4,2,0.0752
2013,NUTS,2010,ITF4,2,0.0868
2014,NUTS,2010,ITF4,2,0.0976
2015,NUTS,2010,ITF4,2,0.1002
2016,NUTS,2010,ITF4,2,0.0915
2017,NUTS,2010,ITF4,2,0.0994
2018,NUTS,2010,ITF4,2,0.0925
2019,NUTS,2010,ITF4,2,0.0969
2003,NUTS,2010,ITF5,2,0.0466
2004,NUTS,2010,ITF5,2,0.0412
2005,NUTS,2010,ITF5,2,0.0478
2007,NUTS,2010,ITF5,2,0.1017
2008,NUTS,2010,ITF5,2,0.101
2009,NUTS,2010,ITF5,2,0.0814
2010,NUTS,2010,ITF5,2,0.116
2011,NUTS,2010,ITF5,2,0.1559
2012,NUTS,2010,ITF5,2,0.1615
2013,NUTS,2010,ITF5,2,0.1732
2014,NUTS,2010,ITF5,2,0.1764
2015,NUTS,2010,ITF5,2,0.1997
2016,NUTS,2010,ITF5,2,0.169
2017,NUTS,2010,ITF5,2,0.1907
2018,NUTS,2010,ITF5,2,0.184
2019,NUTS,2010,ITF5,2,0.2063
2003,NUTS,2010,ITF6,2,0.0267
2004,NUTS,2010,ITF6,2,0.0269
2005,NUTS,2010,ITF6,2,0.0291
2007,NUTS,2010,ITF6,2,0.0331
2008,NUTS,2010,ITF6,2,0.0302
2009,NUTS,2010,ITF6,2,0.0287
2010,NUTS,2010,ITF6,2,0.0259
2011,NUTS,2010,ITF6,2,0.0385
2012,NUTS,2010,ITF6,2,0.0489
2013,NUTS,2010,ITF6,2,0.0652
2014,NUTS,2010,ITF6,2,0.0669
2015,NUTS,2010,ITF6,2,0.0795
2016,NUTS,2010,ITF6,2,0.0632
2017,NUTS,2010,ITF6,2,0.0641
2018,NUTS,2010,ITF6,2,0.0622
2019,NUTS,2010,ITF6,2,0.065
2003,NUTS,2010,ITG,1,0.0458
2004,NUTS,2010,ITG,1,0.0467
2005,NUTS,2010,ITG,1,0.0449
2007,NUTS,2010,ITG,1,0.0382
2008,NUTS,2010,ITG,1,0.044
2009,NUTS,2010,ITG,1,0.0468
2010,NUTS,2010,ITG,1,0.0591
2011,NUTS,2010,ITG,1,0.0729
2012,NUTS,2010,ITG,1,0.0925
2013,NUTS,2010,ITG,1,0.1115
2014,NUTS,2010,ITG,1,0.1175
2015,NUTS,2010,ITG,1,0.11
2016,NUTS,2010,ITG,1,0.1059
2017,NUTS,2010,ITG,1,0.1071
2018,NUTS,2010,ITG,1,0.1116
2019,NUTS,2010,ITG,1,0.1097
2003,NUTS,2010,ITG1,2,0.0416
2004,NUTS,2010,ITG1,2,0.0447
2005,NUTS,2010,ITG1,2,0.0426
2007,NUTS,2010,ITG1,2,0.0375
2008,NUTS,2010,ITG1,2,0.0446
2009,NUTS,2010,ITG1,2,0.0481
2010,NUTS,2010,ITG1,2,0.0654
2011,NUTS,2010,ITG1,2,0.0695
2012,NUTS,2010,ITG1,2,0.0966
2013,NUTS,2010,ITG1,2,0.1178
2014,NUTS,2010,ITG1,2,0.1215
2015,NUTS,2010,ITG1,2,0.1149
2016,NUTS,2010,ITG1,2,0.1152
2017,NUTS,2010,ITG1,2,0.1179
2018,NUTS,2010,ITG1,2,0.128
2019,NUTS,2010,ITG1,2,0.1239
2003,NUTS,2010,ITG2,2,0.055
2004,NUTS,2010,ITG2,2,0.0508
2005,NUTS,2010,ITG2,2,0.05
2007,NUTS,2010,ITG2,2,0.0397
2008,NUTS,2010,ITG2,2,0.0427
2009,NUTS,2010,ITG2,2,0.0439
2010,NUTS,2010,ITG2,2,0.046
2011,NUTS,2010,ITG2,2,0.0798
2012,NUTS,2010,ITG2,2,0.0842
2013,NUTS,2010,ITG2,2,0.0985
2014,NUTS,2010,ITG2,2,0.1094
2015,NUTS,2010,ITG2,2,0.1001
2016,NUTS,2010,ITG2,2,0.0866
2017,NUTS,2010,ITG2,2,0.0839
2018,NUTS,2010,ITG2,2,0.0789
2019,NUTS,2010,ITG2,2,0.0822
2003,NUTS,2010,ITH,1,0.0286
2004,NUTS,2010,ITH,1,0.0349
2005,NUTS,2010,ITH,1,0.0365
2007,NUTS,2010,ITH,1,0.0803
2008,NUTS,2010,ITH,1,0.0564
2009,NUTS,2010,ITH,1,0.0566
2010,NUTS,2010,ITH,1,0.064
2011,NUTS,2010,ITH,1,0.0726
2012,NUTS,2010,ITH,1,0.079
2013,NUTS,2010,ITH,1,0.0873
2014,NUTS,2010,ITH,1,0.0838
2015,NUTS,2010,ITH,1,0.0867
2016,NUTS,2010,ITH,1,0.0856
2017,NUTS,2010,ITH,1,0.0838
2018,NUTS,2010,ITH,1,0.0874
2019,NUTS,2010,ITH,1,0.088
2003,NUTS,2010,ITH1,2,0.0
2004,NUTS,2010,ITH1,2,0.0236
2005,NUTS,2010,ITH1,2,0.0193
2007,NUTS,2010,ITH1,2,0.0217
2008,NUTS,2010,ITH1,2,0.0279
2009,NUTS,2010,ITH1,2,0.0314
2010,NUTS,2010,ITH1,2,0.0928
2011,NUTS,2010,ITH1,2,0.1206
2012,NUTS,2010,ITH1,2,0.1225
2013,NUTS,2010,ITH1,2,0.1338
2014,NUTS,2010,ITH1,2,0.0134
2015,NUTS,2010,ITH1,2,0.005
2016,NUTS,2010,ITH1,2,0.0101
2017,NUTS,2010,ITH1,2,0.0039
2018,NUTS,2010,ITH1,2,0.0412
2019,NUTS,2010,ITH1,2,0.0444
2003,NUTS,2010,ITH2,2,0.1734
2004,NUTS,2010,ITH2,2,0.2067
2005,NUTS,2010,ITH2,2,0.1964
2007,NUTS,2010,ITH2,2,0.2115
2008,NUTS,2010,ITH2,2,0.1643
2009,NUTS,2010,ITH2,2,0.1895
2010,NUTS,2010,ITH2,2,0.1786
2011,NUTS,2010,ITH2,2,0.1938
2012,NUTS,2010,ITH2,2,0.1916
2013,NUTS,2010,ITH2,2,0.2431
2014,NUTS,2010,ITH2,2,0.2275
2015,NUTS,2010,ITH2,2,0.2216
2016,NUTS,2010,ITH2,2,0.2172
2017,NUTS,2010,ITH2,2,0.2187
2018,NUTS,2010,ITH2,2,0.2173
2019,NUTS,2010,ITH2,2,0.2096
2003,NUTS,2010,ITH3,2,0.0149
2004,NUTS,2010,ITH3,2,0.0151
2005,NUTS,2010,ITH3,2,0.0147
2007,NUTS,2010,ITH3,2,0.0247
2008,NUTS,2010,ITH3,2,0.0185
2009,NUTS,2010,ITH3,2,0.0277
2010,NUTS,2010,ITH3,2,0.0264
2011,NUTS,2010,ITH3,2,0.0311
2012,NUTS,2010,ITH3,2,0.0332
2013,NUTS,2010,ITH3,2,0.0348
2014,NUTS,2010,ITH3,2,0.0362
2015,NUTS,2010,ITH3,2,0.0358
2016,NUTS,2010,ITH3,2,0.037
2017,NUTS,2010,ITH3,2,0.0357
2018,NUTS,2010,ITH3,2,0.0412
2019,NUTS,2010,ITH3,2,0.0422
2003,NUTS,2010,ITH4,2,0.0223
2004,NUTS,2010,ITH4,2,0.0338
2005,NUTS,2010,ITH4,2,0.0397
2007,NUTS,2010,ITH4,2,0.0338
2008,NUTS,2010,ITH4,2,0.0544
2009,NUTS,2010,ITH4,2,0.0537
2010,NUTS,2010,ITH4,2,0.0814
2011,NUTS,2010,ITH4,2,0.1558
2012,NUTS,2010,ITH4,2,0.1492
2013,NUTS,2010,ITH4,2,0.1488
2014,NUTS,2010,ITH4,2,0.1806
2015,NUTS,2010,ITH4,2,0.193
2016,NUTS,2010,ITH4,2,0.2177
2017,NUTS,2010,ITH4,2,0.1982
2018,NUTS,2010,ITH4,2,0.1857
2019,NUTS,2010,ITH4,2,0.19
2005,NUTS,2010,ITH5,2,0.0426
2007,NUTS,2010,ITH5,2,0.1406
2008,NUTS,2010,ITH5,2,0.0872
2009,NUTS,2010,ITH5,2,0.0741
2010,NUTS,2010,ITH5,2,0.0808
2011,NUTS,2010,ITH5,2,0.0737
2012,NUTS,2010,ITH5,2,0.0892
2013,NUTS,2010,ITH5,2,0.1002
2014,NUTS,2010,ITH5,2,0.0999
2015,NUTS,2010,ITH5,2,0.1056
2016,NUTS,2010,ITH5,2,0.0956
2017,NUTS,2010,ITH5,2,0.0979
2018,NUTS,2010,ITH5,2,0.1007
2019,NUTS,2010,ITH5,2,0.1011
2003,NUTS,2010,ITI,1,0.1656
2004,NUTS,2010,ITI,1,0.1566
2005,NUTS,2010,ITI,1,0.1549
2007,NUTS,2010,ITI,1,0.1808
2008,NUTS,2010,ITI,1,0.1515
2009,NUTS,2010,ITI,1,0.172
2010,NUTS,2010,ITI,1,0.1698
2011,NUTS,2010,ITI,1,0.1874
2012,NUTS,2010,ITI,1,0.19
2013,NUTS,2010,ITI,1,0.1933
2014,NUTS,2010,ITI,1,0.1803
2015,NUTS,2010,ITI,1,0.1865
2016,NUTS,2010,ITI,1,0.1934
2017,NUTS,2010,ITI,1,0.1919
2018,NUTS,2010,ITI,1,0.198
2019,NUTS,2010,ITI,1,0.2011
2003,NUTS,2010,ITI1,2,0.05
2004,NUTS,2010,ITI1,2,0.0544
2005,NUTS,2010,ITI1,2,0.0611
2007,NUTS,2010,ITI1,2,0.0613
2008,NUTS,2010,ITI1,2,0.0565
2009,NUTS,2010,ITI1,2,0.0629
2010,NUTS,2010,ITI1,2,0.0671
2011,NUTS,2010,ITI1,2,0.0888
2012,NUTS,2010,ITI1,2,0.0959
2013,NUTS,2010,ITI1,2,0.1151
2014,NUTS,2010,ITI1,2,0.1024
2015,NUTS,2010,ITI1,2,0.0983
2016,NUTS,2010,ITI1,2,0.1033
2017,NUTS,2010,ITI1,2,0.0996
2018,NUTS,2010,ITI1,2,0.1067
2019,NUTS,2010,ITI1,2,0.1046
2003,NUTS,2010,ITI2,2,0.0143
2004,NUTS,2010,ITI2,2,0.0154
2005,NUTS,2010,ITI2,2,0.0163
2007,NUTS,2010,ITI2,2,0.0414
2008,NUTS,2010,ITI2,2,0.032
2009,NUTS,2010,ITI2,2,0.0212
2010,NUTS,2010,ITI2,2,0.0231
2011,NUTS,2010,ITI2,2,0.0331
2012,NUTS,2010,ITI2,2,0.0453
2013,NUTS,2010,ITI2,2,0.0424
2014,NUTS,2010,ITI2,2,0.0441
2015,NUTS,2010,ITI2,2,0.0479
2016,NUTS,2010,ITI2,2,0.0509
2017,NUTS,2010,ITI2,2,0.0409
2018,NUTS,2010,ITI2,2,0.0413
2019,NUTS,2010,ITI2,2,0.0562
2005,NUTS,2010,ITI3,2,0.0175
2007,NUTS,2010,ITI3,2,0.0186
2008,NUTS,2010,ITI3,2,0.0143
2009,NUTS,2010,ITI3,2,0.0102
2010,NUTS,2010,ITI3,2,0.0107
2011,NUTS,2010,ITI3,2,0.0109
2012,NUTS,2010,ITI3,2,0.0133
2013,NUTS,2010,ITI3,2,0.0176
2014,NUTS,2010,ITI3,2,0.0182
2015,NUTS,2010,ITI3,2,0.0198
2016,NUTS,2010,ITI3,2,0.024
2017,NUTS,2010,ITI3,2,0.0224
2018,NUTS,2010,ITI3,2,0.0259
2019,NUTS,2010,ITI3,2,0.0257
2003,NUTS,2010,ITI4,2,0.3282
2004,NUTS,2010,ITI4,2,0.2983
2005,NUTS,2010,ITI4,2,0.2867
2007,NUTS,2010,ITI4,2,0.3451
2008,NUTS,2010,ITI4,2,0.2849
2009,NUTS,2010,ITI4,2,0.327
2010,NUTS,2010,ITI4,2,0.3148
2011,NUTS,2010,ITI4,2,0.3349
2012,NUTS,2010,ITI4,2,0.3303
2013,NUTS,2010,ITI4,2,0.3218
2014,NUTS,2010,ITI4,2,0.2978
2015,NUTS,2010,ITI4,2,0.3151
2016,NUTS,2010,ITI4,2,0.3221
2017,NUTS,2010,ITI4,2,0.3221
2018,NUTS,2010,ITI4,2,0.3306
2019,NUTS,2010,ITI4,2,0.3367
1998,NUTS,2010,KR,0,0.0065
2000,NUTS,2010,LT,0,0.1705
2001,NUTS,2010,LT,0,0.1618
2002,NUTS,2010,LT,0,0.1309
2003,NUTS,2010,LT,0,0.1227
2004,NUTS,2010,LT,0,0.114
2005,NUTS,2010,LT,0,0.1337
2006,NUTS,2010,LT,0,0.1238
2007,NUTS,2010,LT,0,0.1236
2008,NUTS,2010,LT,0,0.1255
2009,NUTS,2010,LT,0,0.138
2010,NUTS,2010,LT,0,0.1223
2011,NUTS,2010,LT,0,0.1072
2012,NUTS,2010,LT,0,0.1055
2013,NUTS,2010,LT,0,0.1098
2014,NUTS,2010,LT,0,0.109
2015,NUTS,2010,LT,0,0.105
2016,NUTS,2010,LT,0,0.1128
2017,NUTS,2010,LT,0,0.1102
2018,NUTS,2010,LT,0,0.1192
2019,NUTS,2010,LT,0,0.1045
2015,NUTS,2010,LT01,2,0.2772
2016,NUTS,2010,LT01,2,0.2596
2017,NUTS,2010,LT01,2,0.2438
2018,NUTS,2010,LT01,2,0.2683
2019,NUTS,2010,LT01,2,0.2383
2015,NUTS,2010,LT02,2,0.024
2016,NUTS,2010,LT02,2,0.0391
2017,NUTS,2010,LT02,2,0.0383
2018,NUTS,2010,LT02,2,0.0388
2019,NUTS,2010,LT02,2,0.0351
2002,NUTS,2010,LU,0,0.1224
2003,NUTS,2010,LU,0,0.1124
2005,NUTS,2010,LU,0,0.1301
2006,NUTS,2010,LU,0,0.166
2007,NUTS,2010,LU,0,0.202
2009,NUTS,2010,LU,0,0.2232
2010,NUTS,2010,LU,0,0.241
2011,NUTS,2010,LU,0,0.2705
2012,NUTS,2010,LU,0,0.2579
2013,NUTS,2010,LU,0,0.2661
2014,NUTS,2010,LU,0,0.2498
2015,NUTS,2010,LU,0,0.2147
2017,NUTS,2010,LU,0,0.1829
2019,NUTS,2010,LU,0,0.1906
1997,NUTS,2010,LV,0,0.1133
1998,NUTS,2010,LV,0,0.097
1999,NUTS,2010,LV,0,0.0944
2000,NUTS,2010,LV,0,0.0786
2001,NUTS,2010,LV,0,0.0727
2002,NUTS,2010,LV,0,0.0662
2003,NUTS,2010,LV,0,0.0623
2004,NUTS,2010,LV,0,0.0582
2005,NUTS,2010,LV,0,0.0708
2006,NUTS,2010,LV,0,0.0698
2007,NUTS,2010,LV,0,0.0825
2008,NUTS,2010,LV,0,0.0856
2009,NUTS,2010,LV,0,0.082
2010,NUTS,2010,LV,0,0.0823
2011,NUTS,2010,LV,0,0.0935
2012,NUTS,2010,LV,0,0.0917
2013,NUTS,2010,LV,0,0.0881
2014,NUTS,2010,LV,0,0.0863
2015,NUTS,2010,LV,0,0.0892
2016,NUTS,2010,LV,0,0.0821
2017,NUTS,2010,LV,0,0.07
2018,NUTS,2010,LV,0,0.0703
2019,NUTS,2010,LV,0,0.0679
2011,NUTS,2010,ME,0,0.0673
2013,NUTS,2010,ME,0,0.0572
2014,NUTS,2010,ME,0,0.0589
2015,NUTS,2010,ME,0,0.0518
2017,NUTS,2010,ME,0,0.0599
2018,NUTS,2010,ME,0,0.0592
2019,NUTS,2010,ME,0,0.0926
2006,NUTS,2010,MK,0,0.1097
2007,NUTS,2010,MK,0,0.1035
2008,NUTS,2010,MK,0,0.1026
2009,NUTS,2010,MK,0,0.0882
2010,NUTS,2010,MK,0,0.0927
2011,NUTS,2010,MK,0,0.0547
2012,NUTS,2010,MK,0,0.0913
2015,NUTS,2010,MK,0,0.0348
2016,NUTS,2010,MK,0,0.0413
2017,NUTS,2010,MK,0,0.0381
2018,NUTS,2010,MK,0,0.0392
2019,NUTS,2010,MK,0,0.0353
2002,NUTS,2010,MT,0,0.0044
2003,NUTS,2010,MT,0,0.0044
2004,NUTS,2010,MT,0,0.0394
2005,NUTS,2010,MT,0,0.0181
2006,NUTS,2010,MT,0,0.0283
2007,NUTS,2010,MT,0,0.0127
2008,NUTS,2010,MT,0,0.0308
2009,NUTS,2010,MT,0,0.0277
2010,NUTS,2010,MT,0,0.0179
2011,NUTS,2010,MT,0,0.0172
2012,NUTS,2010,MT,0,0.0094
2013,NUTS,2010,MT,0,0.0087
2014,NUTS,2010,MT,0,0.0077
2015,NUTS,2010,MT,0,0.0049
2016,NUTS,2010,MT,0,0.0041
2017,NUTS,2010,MT,0,0.0026
2018,NUTS,2010,MT,0,0.0045
2019,NUTS,2010,MT,0,0.0023
2011,NUTS,2010,NL,0,0.0568
2012,NUTS,2010,NL,0,0.0865
2011,NUTS,2010,NL1,1,
2012,NUTS,2010,NL1,1,
2011,NUTS,2010,NL11,2,
2012,NUTS,2010,NL11,2,
2011,NUTS,2010,NL12,2,
2012,NUTS,2010,NL12,2,
2011,NUTS,2010,NL13,2,
2012,NUTS,2010,NL13,2,
2011,NUTS,2010,NL2,1,
2012,NUTS,2010,NL2,1,
2011,NUTS,2010,NL21,2,
2012,NUTS,2010,NL21,2,
2011,NUTS,2010,NL22,2,
2012,NUTS,2010,NL22,2,
2011,NUTS,2010,NL23,2,
2012,NUTS,2010,NL23,2,
2011,NUTS,2010,NL3,1,
2012,NUTS,2010,NL3,1,
2011,NUTS,2010,NL31,2,
2012,NUTS,2010,NL31,2,
2011,NUTS,2010,NL32,2,
2012,NUTS,2010,NL32,2,
2011,NUTS,2010,NL33,2,
2012,NUTS,2010,NL33,2,
2011,NUTS,2010,NL34,2,
2012,NUTS,2010,NL34,2,
2011,NUTS,2010,NL4,1,
2012,NUTS,2010,NL4,1,
2011,NUTS,2010,NL41,2,
2012,NUTS,2010,NL41,2,
2011,NUTS,2010,NL42,2,
2012,NUTS,2010,NL42,2,
2000,NUTS,2010,PL,0,0.0833
2003,NUTS,2010,PL,0,0.0834
2004,NUTS,2010,PL,0,0.0817
2005,NUTS,2010,PL,0,0.0791
2006,NUTS,2010,PL,0,0.0787
2007,NUTS,2010,PL,0,0.0777
2008,NUTS,2010,PL,0,0.07
2009,NUTS,2010,PL,0,0.0784
2010,NUTS,2010,PL,0,0.0861
2011,NUTS,2010,PL,0,0.0795
2012,NUTS,2010,PL,0,0.0836
2013,NUTS,2010,PL,0,0.0851
2014,NUTS,2010,PL,0,0.0843
2015,NUTS,2010,PL,0,0.0805
2016,NUTS,2010,PL,0,0.0184
2017,NUTS,2010,PL,0,0.0248
2018,NUTS,2010,PL,0,0.0218
2019,NUTS,2010,PL,0,0.0184
2000,NUTS,2010,PL1,1,0.4034
2003,NUTS,2010,PL1,1,0.44
2004,NUTS,2010,PL1,1,0.4214
2005,NUTS,2010,PL1,1,0.4024
2006,NUTS,2010,PL1,1,0.3874
2007,NUTS,2010,PL1,1,0.3581
2008,NUTS,2010,PL1,1,0.2964
2009,NUTS,2010,PL1,1,0.3178
2010,NUTS,2010,PL1,1,
2011,NUTS,2010,PL1,1,0.3177
2012,NUTS,2010,PL1,1,
2013,NUTS,2010,PL1,1,0.2043
2014,NUTS,2010,PL1,1,0.1979
2015,NUTS,2010,PL1,1,0.1909
2000,NUTS,2010,PL11,2,0.0614
2003,NUTS,2010,PL11,2,0.0766
2004,NUTS,2010,PL11,2,0.0716
2005,NUTS,2010,PL11,2,0.0721
2006,NUTS,2010,PL11,2,0.0775
2007,NUTS,2010,PL11,2,0.0759
2008,NUTS,2010,PL11,2,0.0543
2009,NUTS,2010,PL11,2,0.0781
2010,NUTS,2010,PL11,2,
2011,NUTS,2010,PL11,2,
2012,NUTS,2010,PL11,2,
2013,NUTS,2010,PL11,2,0.073
2014,NUTS,2010,PL11,2,0.0682
2015,NUTS,2010,PL11,2,
2000,NUTS,2010,PL12,2,0.367
2003,NUTS,2010,PL12,2,0.3985
