year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_rse_fte
1993,NUTS,2010,PT,0,9865.0
1994,NUTS,2010,PT,0,10331.0
1995,NUTS,2010,PT,0,11599.0
1996,NUTS,2010,PT,0,12621.0
1997,NUTS,2010,PT,0,13642.0
1998,NUTS,2010,PT,0,14697.0
1999,NUTS,2010,PT,0,15752.0
2000,NUTS,2010,PT,0,16738.0
2001,NUTS,2010,PT,0,17725.0
2002,NUTS,2010,PT,0,18984.0
2003,NUTS,2010,PT,0,20242.0
2004,NUTS,2010,PT,0,20684.0
2005,NUTS,2010,PT,0,21126.0
2006,NUTS,2010,PT,0,24651.0
2007,NUTS,2010,PT,0,28176.0
2008,NUTS,2010,PT,0,40408.0
2009,NUTS,2010,PT,0,39834.0
2010,NUTS,2010,PT,0,41523.0
2011,NUTS,2010,PT,0,44056.0
2012,NUTS,2010,PT,0,42498.0
2013,NUTS,2010,PT,0,37813.0
2014,NUTS,2010,PT,0,38155.0
2015,NUTS,2010,PT,0,38672.0
2016,NUTS,2010,PT,0,41349.0
2017,NUTS,2010,PT,0,44938.0
2018,NUTS,2010,PT,0,47652.0
2019,NUTS,2010,PT,0,50166.0
2020,NUTS,2010,PT,0,53174.0
2000,NUTS,2010,PT1,1,16299.0
2001,NUTS,2010,PT1,1,17277.0
2002,NUTS,2010,PT1,1,18548.0
2003,NUTS,2010,PT1,1,19819.0
2004,NUTS,2010,PT1,1,20242.0
2005,NUTS,2010,PT1,1,20664.0
2006,NUTS,2010,PT1,1,24179.0
2007,NUTS,2010,PT1,1,27694.0
2008,NUTS,2010,PT1,1,39748.0
2009,NUTS,2010,PT1,1,39276.0
2010,NUTS,2010,PT1,1,40998.0
2011,NUTS,2010,PT1,1,43416.0
2012,NUTS,2010,PT1,1,41952.0
2013,NUTS,2010,PT1,1,37340.0
2014,NUTS,2010,PT1,1,37665.0
2015,NUTS,2010,PT1,1,38174.0
2016,NUTS,2010,PT1,1,40837.0
2017,NUTS,2010,PT1,1,44350.0
2018,NUTS,2010,PT1,1,46974.0
2019,NUTS,2010,PT1,1,49523.0
2020,NUTS,2010,PT1,1,52524.0
2000,NUTS,2010,PT11,2,3920.0
2001,NUTS,2010,PT11,2,4111.0
2002,NUTS,2010,PT11,2,4510.0
2003,NUTS,2010,PT11,2,4908.0
2004,NUTS,2010,PT11,2,4993.0
2005,NUTS,2010,PT11,2,5078.0
2006,NUTS,2010,PT11,2,6067.0
2007,NUTS,2010,PT11,2,7056.0
2008,NUTS,2010,PT11,2,10515.0
2009,NUTS,2010,PT11,2,10932.0
2010,NUTS,2010,PT11,2,11641.0
2011,NUTS,2010,PT11,2,13044.0
2012,NUTS,2010,PT11,2,12657.0
2013,NUTS,2010,PT11,2,11882.0
2014,NUTS,2010,PT11,2,12354.0
2015,NUTS,2010,PT11,2,12452.0
2016,NUTS,2010,PT11,2,13523.0
2017,NUTS,2010,PT11,2,15167.0
2018,NUTS,2010,PT11,2,16025.0
2019,NUTS,2010,PT11,2,17579.0
2020,NUTS,2010,PT11,2,19645.0
2000,NUTS,2010,PT15,2,326.0
2001,NUTS,2010,PT15,2,345.0
2002,NUTS,2010,PT15,2,382.0
2003,NUTS,2010,PT15,2,418.0
2004,NUTS,2010,PT15,2,414.0
2005,NUTS,2010,PT15,2,409.0
2006,NUTS,2010,PT15,2,466.0
2007,NUTS,2010,PT15,2,524.0
2008,NUTS,2010,PT15,2,895.0
2009,NUTS,2010,PT15,2,877.0
2010,NUTS,2010,PT15,2,784.0
2011,NUTS,2010,PT15,2,811.0
2012,NUTS,2010,PT15,2,769.0
2013,NUTS,2010,PT15,2,664.0
2014,NUTS,2010,PT15,2,689.0
2015,NUTS,2010,PT15,2,667.0
2016,NUTS,2010,PT15,2,674.0
2017,NUTS,2010,PT15,2,613.0
2018,NUTS,2010,PT15,2,642.0
2019,NUTS,2010,PT15,2,767.0
2020,NUTS,2010,PT15,2,812.0
2000,NUTS,2010,PT16,2,3005.0
2001,NUTS,2010,PT16,2,3147.0
2002,NUTS,2010,PT16,2,3349.0
2003,NUTS,2010,PT16,2,3551.0
2004,NUTS,2010,PT16,2,3723.0
2005,NUTS,2010,PT16,2,3894.0
2006,NUTS,2010,PT16,2,4502.0
2007,NUTS,2010,PT16,2,5110.0
2008,NUTS,2010,PT16,2,7454.0
2009,NUTS,2010,PT16,2,7378.0
2010,NUTS,2010,PT16,2,7967.0
2011,NUTS,2010,PT16,2,8728.0
2012,NUTS,2010,PT16,2,8558.0
2013,NUTS,2010,PT16,2,7595.0
2014,NUTS,2010,PT16,2,7710.0
2015,NUTS,2010,PT16,2,7546.0
2016,NUTS,2010,PT16,2,8063.0
2017,NUTS,2010,PT16,2,9005.0
2018,NUTS,2010,PT16,2,9735.0
2019,NUTS,2010,PT16,2,10053.0
2020,NUTS,2010,PT16,2,10187.0
2000,NUTS,2010,PT17,2,8479.0
2001,NUTS,2010,PT17,2,9044.0
2002,NUTS,2010,PT17,2,9634.0
2003,NUTS,2010,PT17,2,10223.0
2004,NUTS,2010,PT17,2,10396.0
2005,NUTS,2010,PT17,2,10570.0
2006,NUTS,2010,PT17,2,12379.0
2007,NUTS,2010,PT17,2,14188.0
2008,NUTS,2010,PT17,2,19343.0
2009,NUTS,2010,PT17,2,19023.0
2010,NUTS,2010,PT17,2,19755.0
2011,NUTS,2010,PT17,2,19924.0
2012,NUTS,2010,PT17,2,19040.0
2013,NUTS,2010,PT17,2,16384.0
2014,NUTS,2010,PT17,2,16093.0
2015,NUTS,2010,PT17,2,16611.0
2016,NUTS,2010,PT17,2,17513.0
2017,NUTS,2010,PT17,2,18360.0
2018,NUTS,2010,PT17,2,19264.0
2019,NUTS,2010,PT17,2,19720.0
2020,NUTS,2010,PT17,2,20378.0
2000,NUTS,2010,PT18,2,571.0
2001,NUTS,2010,PT18,2,629.0
2002,NUTS,2010,PT18,2,674.0
2003,NUTS,2010,PT18,2,719.0
2004,NUTS,2010,PT18,2,716.0
2005,NUTS,2010,PT18,2,714.0
2006,NUTS,2010,PT18,2,765.0
2007,NUTS,2010,PT18,2,816.0
2008,NUTS,2010,PT18,2,1541.0
2009,NUTS,2010,PT18,2,1066.0
2010,NUTS,2010,PT18,2,850.0
2011,NUTS,2010,PT18,2,908.0
2012,NUTS,2010,PT18,2,929.0
2013,NUTS,2010,PT18,2,815.0
2014,NUTS,2010,PT18,2,819.0
2015,NUTS,2010,PT18,2,898.0
2016,NUTS,2010,PT18,2,1064.0
2017,NUTS,2010,PT18,2,1205.0
2018,NUTS,2010,PT18,2,1307.0
2019,NUTS,2010,PT18,2,1404.0
2020,NUTS,2010,PT18,2,1501.0
2000,NUTS,2010,PT2,1,251.0
2001,NUTS,2010,PT2,1,257.0
2002,NUTS,2010,PT2,1,259.0
2003,NUTS,2010,PT2,1,262.0
2004,NUTS,2010,PT2,1,274.0
2005,NUTS,2010,PT2,1,285.0
2006,NUTS,2010,PT2,1,275.0
2007,NUTS,2010,PT2,1,266.0
2008,NUTS,2010,PT2,1,364.0
2009,NUTS,2010,PT2,1,323.0
2010,NUTS,2010,PT2,1,288.0
2011,NUTS,2010,PT2,1,338.0
2012,NUTS,2010,PT2,1,298.0
2013,NUTS,2010,PT2,1,237.0
2014,NUTS,2010,PT2,1,249.0
2015,NUTS,2010,PT2,1,231.0
2016,NUTS,2010,PT2,1,230.0
2017,NUTS,2010,PT2,1,256.0
2018,NUTS,2010,PT2,1,270.0
2019,NUTS,2010,PT2,1,260.0
2020,NUTS,2010,PT2,1,252.0
2000,NUTS,2010,PT20,2,251.0
2001,NUTS,2010,PT20,2,257.0
2002,NUTS,2010,PT20,2,259.0
2003,NUTS,2010,PT20,2,262.0
2004,NUTS,2010,PT20,2,274.0
2005,NUTS,2010,PT20,2,285.0
2006,NUTS,2010,PT20,2,275.0
2007,NUTS,2010,PT20,2,266.0
2008,NUTS,2010,PT20,2,364.0
2009,NUTS,2010,PT20,2,323.0
2010,NUTS,2010,PT20,2,288.0
2011,NUTS,2010,PT20,2,338.0
2012,NUTS,2010,PT20,2,298.0
2013,NUTS,2010,PT20,2,237.0
2014,NUTS,2010,PT20,2,249.0
2015,NUTS,2010,PT20,2,231.0
2016,NUTS,2010,PT20,2,230.0
2017,NUTS,2010,PT20,2,256.0
2018,NUTS,2010,PT20,2,270.0
2019,NUTS,2010,PT20,2,260.0
2020,NUTS,2010,PT20,2,252.0
2000,NUTS,2010,PT3,1,188.0
2001,NUTS,2010,PT3,1,191.0
2002,NUTS,2010,PT3,1,176.0
2003,NUTS,2010,PT3,1,161.0
2004,NUTS,2010,PT3,1,169.0
2005,NUTS,2010,PT3,1,177.0
2006,NUTS,2010,PT3,1,196.0
2007,NUTS,2010,PT3,1,216.0
2008,NUTS,2010,PT3,1,295.0
2009,NUTS,2010,PT3,1,235.0
2010,NUTS,2010,PT3,1,237.0
2011,NUTS,2010,PT3,1,303.0
2012,NUTS,2010,PT3,1,248.0
2013,NUTS,2010,PT3,1,237.0
2014,NUTS,2010,PT3,1,241.0
2015,NUTS,2010,PT3,1,267.0
2016,NUTS,2010,PT3,1,283.0
2017,NUTS,2010,PT3,1,331.0
2018,NUTS,2010,PT3,1,408.0
2019,NUTS,2010,PT3,1,384.0
2020,NUTS,2010,PT3,1,399.0
2000,NUTS,2010,PT30,2,188.0
2001,NUTS,2010,PT30,2,191.0
2002,NUTS,2010,PT30,2,176.0
2003,NUTS,2010,PT30,2,161.0
2004,NUTS,2010,PT30,2,169.0
2005,NUTS,2010,PT30,2,177.0
2006,NUTS,2010,PT30,2,196.0
2007,NUTS,2010,PT30,2,216.0
2008,NUTS,2010,PT30,2,295.0
2009,NUTS,2010,PT30,2,235.0
2010,NUTS,2010,PT30,2,237.0
2011,NUTS,2010,PT30,2,303.0
2012,NUTS,2010,PT30,2,248.0
2013,NUTS,2010,PT30,2,237.0
2014,NUTS,2010,PT30,2,241.0
2015,NUTS,2010,PT30,2,267.0
2016,NUTS,2010,PT30,2,283.0
2017,NUTS,2010,PT30,2,331.0
2018,NUTS,2010,PT30,2,408.0
2019,NUTS,2010,PT30,2,384.0
2020,NUTS,2010,PT30,2,399.0
1993,NUTS,2010,RO,0,38612.0
1994,NUTS,2010,RO,0,33751.0
1995,NUTS,2010,RO,0,32780.0
1996,NUTS,2010,RO,0,30303.0
1997,NUTS,2010,RO,0,28431.0
1998,NUTS,2010,RO,0,27494.0
1999,NUTS,2010,RO,0,23473.0
2000,NUTS,2010,RO,0,20476.0
2001,NUTS,2010,RO,0,19726.0
2002,NUTS,2010,RO,0,20286.0
2003,NUTS,2010,RO,0,20965.0
2004,NUTS,2010,RO,0,21257.0
2005,NUTS,2010,RO,0,22958.0
2006,NUTS,2010,RO,0,19021.0
2007,NUTS,2010,RO,0,18808.0
2008,NUTS,2010,RO,0,19394.0
2009,NUTS,2010,RO,0,19271.0
2010,NUTS,2010,RO,0,19780.0
2011,NUTS,2010,RO,0,16080.0
2012,NUTS,2010,RO,0,18016.0
2013,NUTS,2010,RO,0,18576.0
2014,NUTS,2010,RO,0,18109.0
2015,NUTS,2010,RO,0,17459.0
2016,NUTS,2010,RO,0,18046.0
2017,NUTS,2010,RO,0,17518.0
2018,NUTS,2010,RO,0,17213.0
2019,NUTS,2010,RO,0,17350.0
2020,NUTS,2010,RO,0,18331.0
2002,NUTS,2010,RO1,1,2760.0
2003,NUTS,2010,RO1,1,2938.0
2004,NUTS,2010,RO1,1,2635.0
2005,NUTS,2010,RO1,1,2167.0
2006,NUTS,2010,RO1,1,2445.0
2007,NUTS,2010,RO1,1,2091.0
2008,NUTS,2010,RO1,1,2881.0
2009,NUTS,2010,RO1,1,3396.0
2010,NUTS,2010,RO1,1,4105.0
2011,NUTS,2010,RO1,1,2581.0
2012,NUTS,2010,RO1,1,3029.0
2013,NUTS,2010,RO1,1,2499.0
2014,NUTS,2010,RO1,1,2738.0
2015,NUTS,2010,RO1,1,2441.0
2016,NUTS,2010,RO1,1,2486.0
2017,NUTS,2010,RO1,1,2267.0
2018,NUTS,2010,RO1,1,2534.0
2019,NUTS,2010,RO1,1,2647.0
2002,NUTS,2010,RO11,2,921.0
2003,NUTS,2010,RO11,2,872.0
2004,NUTS,2010,RO11,2,1284.0
2005,NUTS,2010,RO11,2,1084.0
2006,NUTS,2010,RO11,2,1582.0
2007,NUTS,2010,RO11,2,1254.0
2008,NUTS,2010,RO11,2,1829.0
2009,NUTS,2010,RO11,2,2005.0
2010,NUTS,2010,RO11,2,1946.0
2011,NUTS,2010,RO11,2,1273.0
2012,NUTS,2010,RO11,2,1551.0
2013,NUTS,2010,RO11,2,1236.0
2014,NUTS,2010,RO11,2,1453.0
2015,NUTS,2010,RO11,2,1270.0
2016,NUTS,2010,RO11,2,1235.0
2017,NUTS,2010,RO11,2,1161.0
2018,NUTS,2010,RO11,2,1279.0
2019,NUTS,2010,RO11,2,1323.0
2002,NUTS,2010,RO12,2,1839.0
2003,NUTS,2010,RO12,2,2066.0
2004,NUTS,2010,RO12,2,1351.0
2005,NUTS,2010,RO12,2,1083.0
2006,NUTS,2010,RO12,2,863.0
2007,NUTS,2010,RO12,2,837.0
2008,NUTS,2010,RO12,2,1052.0
2009,NUTS,2010,RO12,2,1391.0
2010,NUTS,2010,RO12,2,2159.0
2011,NUTS,2010,RO12,2,1308.0
2012,NUTS,2010,RO12,2,1477.0
2013,NUTS,2010,RO12,2,1263.0
2014,NUTS,2010,RO12,2,1285.0
2015,NUTS,2010,RO12,2,1171.0
2016,NUTS,2010,RO12,2,1251.0
2017,NUTS,2010,RO12,2,1106.0
2018,NUTS,2010,RO12,2,1255.0
2019,NUTS,2010,RO12,2,1324.0
2002,NUTS,2010,RO2,1,2947.0
2003,NUTS,2010,RO2,1,2487.0
2004,NUTS,2010,RO2,1,2740.0
2005,NUTS,2010,RO2,1,2352.0
2006,NUTS,2010,RO2,1,2495.0
2007,NUTS,2010,RO2,1,2638.0
2008,NUTS,2010,RO2,1,2723.0
2009,NUTS,2010,RO2,1,2553.0
2010,NUTS,2010,RO2,1,2275.0
2011,NUTS,2010,RO2,1,2076.0
2012,NUTS,2010,RO2,1,2212.0
2013,NUTS,2010,RO2,1,2229.0
2014,NUTS,2010,RO2,1,2165.0
2015,NUTS,2010,RO2,1,2258.0
2016,NUTS,2010,RO2,1,2199.0
2017,NUTS,2010,RO2,1,2193.0
2018,NUTS,2010,RO2,1,2131.0
2019,NUTS,2010,RO2,1,2510.0
2002,NUTS,2010,RO21,2,2139.0
2003,NUTS,2010,RO21,2,1722.0
2004,NUTS,2010,RO21,2,1926.0
2005,NUTS,2010,RO21,2,1578.0
2006,NUTS,2010,RO21,2,1724.0
2007,NUTS,2010,RO21,2,1632.0
2008,NUTS,2010,RO21,2,1977.0
2009,NUTS,2010,RO21,2,1804.0
2010,NUTS,2010,RO21,2,1606.0
2011,NUTS,2010,RO21,2,1572.0
2012,NUTS,2010,RO21,2,1668.0
2013,NUTS,2010,RO21,2,1775.0
2014,NUTS,2010,RO21,2,1730.0
2015,NUTS,2010,RO21,2,1786.0
2016,NUTS,2010,RO21,2,1667.0
2017,NUTS,2010,RO21,2,1607.0
2018,NUTS,2010,RO21,2,1501.0
2019,NUTS,2010,RO21,2,1940.0
2002,NUTS,2010,RO22,2,808.0
2003,NUTS,2010,RO22,2,765.0
2004,NUTS,2010,RO22,2,814.0
2005,NUTS,2010,RO22,2,774.0
2006,NUTS,2010,RO22,2,771.0
2007,NUTS,2010,RO22,2,1006.0
2008,NUTS,2010,RO22,2,746.0
2009,NUTS,2010,RO22,2,749.0
2010,NUTS,2010,RO22,2,669.0
2011,NUTS,2010,RO22,2,503.0
2012,NUTS,2010,RO22,2,543.0
2013,NUTS,2010,RO22,2,454.0
2014,NUTS,2010,RO22,2,435.0
2015,NUTS,2010,RO22,2,472.0
2016,NUTS,2010,RO22,2,532.0
2017,NUTS,2010,RO22,2,586.0
2018,NUTS,2010,RO22,2,630.0
2019,NUTS,2010,RO22,2,570.0
2002,NUTS,2010,RO3,1,12338.0
2003,NUTS,2010,RO3,1,12896.0
2004,NUTS,2010,RO3,1,13134.0
2005,NUTS,2010,RO3,1,16479.0
2006,NUTS,2010,RO3,1,12141.0
2007,NUTS,2010,RO3,1,11881.0
2008,NUTS,2010,RO3,1,11921.0
2009,NUTS,2010,RO3,1,11137.0
2010,NUTS,2010,RO3,1,10867.0
2011,NUTS,2010,RO3,1,8619.0
2012,NUTS,2010,RO3,1,10178.0
2013,NUTS,2010,RO3,1,10969.0
2014,NUTS,2010,RO3,1,10653.0
2015,NUTS,2010,RO3,1,10351.0
2016,NUTS,2010,RO3,1,11098.0
2017,NUTS,2010,RO3,1,10880.0
2018,NUTS,2010,RO3,1,10377.0
2019,NUTS,2010,RO3,1,10040.0
2002,NUTS,2010,RO31,2,1994.0
2003,NUTS,2010,RO31,2,1883.0
2004,NUTS,2010,RO31,2,1739.0
2005,NUTS,2010,RO31,2,1715.0
2006,NUTS,2010,RO31,2,1766.0
2007,NUTS,2010,RO31,2,2074.0
2008,NUTS,2010,RO31,2,1928.0
2009,NUTS,2010,RO31,2,1711.0
2010,NUTS,2010,RO31,2,1691.0
2011,NUTS,2010,RO31,2,736.0
2012,NUTS,2010,RO31,2,1221.0
2013,NUTS,2010,RO31,2,1787.0
2014,NUTS,2010,RO31,2,1594.0
2015,NUTS,2010,RO31,2,1119.0
2016,NUTS,2010,RO31,2,1185.0
2017,NUTS,2010,RO31,2,1000.0
2018,NUTS,2010,RO31,2,966.0
2019,NUTS,2010,RO31,2,954.0
2002,NUTS,2010,RO32,2,10344.0
2003,NUTS,2010,RO32,2,11013.0
2004,NUTS,2010,RO32,2,11395.0
2005,NUTS,2010,RO32,2,14764.0
2006,NUTS,2010,RO32,2,10375.0
2007,NUTS,2010,RO32,2,9807.0
2008,NUTS,2010,RO32,2,9993.0
2009,NUTS,2010,RO32,2,9426.0
2010,NUTS,2010,RO32,2,9176.0
2011,NUTS,2010,RO32,2,7883.0
2012,NUTS,2010,RO32,2,8958.0
2013,NUTS,2010,RO32,2,9182.0
2014,NUTS,2010,RO32,2,9059.0
2015,NUTS,2010,RO32,2,9232.0
2016,NUTS,2010,RO32,2,9913.0
2017,NUTS,2010,RO32,2,9880.0
2018,NUTS,2010,RO32,2,9411.0
2019,NUTS,2010,RO32,2,9086.0
2002,NUTS,2010,RO4,1,2241.0
2003,NUTS,2010,RO4,1,2644.0
2004,NUTS,2010,RO4,1,2748.0
2005,NUTS,2010,RO4,1,1960.0
2006,NUTS,2010,RO4,1,1940.0
2007,NUTS,2010,RO4,1,2198.0
2008,NUTS,2010,RO4,1,1869.0
2009,NUTS,2010,RO4,1,2185.0
2010,NUTS,2010,RO4,1,2533.0
2011,NUTS,2010,RO4,1,2804.0
2012,NUTS,2010,RO4,1,2598.0
2013,NUTS,2010,RO4,1,2879.0
2014,NUTS,2010,RO4,1,2553.0
2015,NUTS,2010,RO4,1,2409.0
2016,NUTS,2010,RO4,1,2263.0
2017,NUTS,2010,RO4,1,2178.0
2018,NUTS,2010,RO4,1,2171.0
2019,NUTS,2010,RO4,1,2153.0
2002,NUTS,2010,RO41,2,1238.0
2003,NUTS,2010,RO41,2,1163.0
2004,NUTS,2010,RO41,2,1183.0
2005,NUTS,2010,RO41,2,1032.0
2006,NUTS,2010,RO41,2,1071.0
2007,NUTS,2010,RO41,2,1120.0
2008,NUTS,2010,RO41,2,973.0
2009,NUTS,2010,RO41,2,951.0
2010,NUTS,2010,RO41,2,840.0
2011,NUTS,2010,RO41,2,1347.0
2012,NUTS,2010,RO41,2,1243.0
2013,NUTS,2010,RO41,2,1254.0
2014,NUTS,2010,RO41,2,934.0
2015,NUTS,2010,RO41,2,1018.0
2016,NUTS,2010,RO41,2,978.0
2017,NUTS,2010,RO41,2,1013.0
2018,NUTS,2010,RO41,2,484.0
2019,NUTS,2010,RO41,2,466.0
2002,NUTS,2010,RO42,2,1003.0
2003,NUTS,2010,RO42,2,1481.0
2004,NUTS,2010,RO42,2,1565.0
2005,NUTS,2010,RO42,2,928.0
2006,NUTS,2010,RO42,2,869.0
2007,NUTS,2010,RO42,2,1078.0
2008,NUTS,2010,RO42,2,896.0
2009,NUTS,2010,RO42,2,1234.0
2010,NUTS,2010,RO42,2,1693.0
2011,NUTS,2010,RO42,2,1457.0
2012,NUTS,2010,RO42,2,1355.0
2013,NUTS,2010,RO42,2,1626.0
2014,NUTS,2010,RO42,2,1619.0
2015,NUTS,2010,RO42,2,1391.0
2016,NUTS,2010,RO42,2,1285.0
2017,NUTS,2010,RO42,2,1165.0
2018,NUTS,2010,RO42,2,1687.0
2019,NUTS,2010,RO42,2,1687.0
2008,NUTS,2010,RS,0,9978.0
2009,NUTS,2010,RS,0,10444.0
2010,NUTS,2010,RS,0,10985.0
2011,NUTS,2010,RS,0,11720.0
2012,NUTS,2010,RS,0,11802.0
2013,NUTS,2010,RS,0,12342.0
2014,NUTS,2010,RS,0,13026.0
2015,NUTS,2010,RS,0,14657.0
2016,NUTS,2010,RS,0,15015.0
2017,NUTS,2010,RS,0,14557.0
2018,NUTS,2010,RS,0,14535.0
2019,NUTS,2010,RS,0,14535.0
2020,NUTS,2010,RS,0,14891.0
2018,NUTS,2010,RS1,1,11760.0
2019,NUTS,2010,RS1,1,11891.0
2020,NUTS,2010,RS1,1,12223.0
2018,NUTS,2010,RS11,2,8408.0
2019,NUTS,2010,RS11,2,8660.0
2020,NUTS,2010,RS11,2,8989.0
2018,NUTS,2010,RS12,2,3352.0
2019,NUTS,2010,RS12,2,3232.0
2020,NUTS,2010,RS12,2,3235.0
2018,NUTS,2010,RS2,1,2775.0
2019,NUTS,2010,RS2,1,2644.0
2020,NUTS,2010,RS2,1,2668.0
2018,NUTS,2010,RS21,2,1082.0
2019,NUTS,2010,RS21,2,933.0
2020,NUTS,2010,RS21,2,1038.0
2018,NUTS,2010,RS22,2,1694.0
2019,NUTS,2010,RS22,2,1711.0
2020,NUTS,2010,RS22,2,1630.0
1994,NUTS,2010,RU,0,621790.0
1995,NUTS,2010,RU,0,610357.0
1996,NUTS,2010,RU,0,562070.0
1997,NUTS,2010,RU,0,532469.0
1998,NUTS,2010,RU,0,492494.0
1999,NUTS,2010,RU,0,497030.0
2000,NUTS,2010,RU,0,506420.0
2001,NUTS,2010,RU,0,505778.0
2002,NUTS,2010,RU,0,491944.0
2003,NUTS,2010,RU,0,487477.0
2004,NUTS,2010,RU,0,477647.0
2005,NUTS,2010,RU,0,464577.0
2006,NUTS,2010,RU,0,464357.0
2007,NUTS,2010,RU,0,469076.0
2008,NUTS,2010,RU,0,451213.0
2009,NUTS,2010,RU,0,442263.0
2010,NUTS,2010,RU,0,442071.0
2011,NUTS,2010,RU,0,447579.0
2012,NUTS,2010,RU,0,443269.0
2013,NUTS,2010,RU,0,440581.0
2014,NUTS,2010,RU,0,444865.0
2015,NUTS,2010,RU,0,449180.0
2017,NUTS,2010,RU,0,410617.0
2018,NUTS,2010,RU,0,405772.0
2019,NUTS,2010,RU,0,400663.0
1981,NUTS,2010,SE,0,17896.0
1983,NUTS,2010,SE,0,19181.0
1985,NUTS,2010,SE,0,21899.0
1987,NUTS,2010,SE,0,22725.0
1989,NUTS,2010,SE,0,25585.0
1991,NUTS,2010,SE,0,26515.0
1993,NUTS,2010,SE,0,29252.0
1995,NUTS,2010,SE,0,33665.0
1997,NUTS,2010,SE,0,36878.0
1999,NUTS,2010,SE,0,39921.0
2001,NUTS,2010,SE,0,45995.0
2003,NUTS,2010,SE,0,48186.0
2004,NUTS,2010,SE,0,48784.0
2005,NUTS,2010,SE,0,55001.0
2006,NUTS,2010,SE,0,55729.0
2007,NUTS,2010,SE,0,45812.0
2008,NUTS,2010,SE,0,50220.0
2009,NUTS,2010,SE,0,47308.0
2010,NUTS,2010,SE,0,49312.0
2011,NUTS,2010,SE,0,48702.0
2012,NUTS,2010,SE,0,49280.0
2013,NUTS,2010,SE,0,64194.0
2014,NUTS,2010,SE,0,66643.0
2015,NUTS,2010,SE,0,66734.0
2016,NUTS,2010,SE,0,70372.0
2017,NUTS,2010,SE,0,73132.0
2018,NUTS,2010,SE,0,75151.0
2019,NUTS,2010,SE,0,78629.0
2020,NUTS,2010,SE,0,80089.0
2005,NUTS,2010,SE1,1,27887.0
2007,NUTS,2010,SE1,1,22692.0
2009,NUTS,2010,SE1,1,24357.0
2011,NUTS,2010,SE1,1,24452.0
2013,NUTS,2010,SE1,1,32021.0
2015,NUTS,2010,SE1,1,34996.0
2017,NUTS,2010,SE1,1,35883.0
2019,NUTS,2010,SE1,1,37525.0
2005,NUTS,2010,SE11,2,18454.0
2007,NUTS,2010,SE11,2,15725.0
2009,NUTS,2010,SE11,2,15311.0
2011,NUTS,2010,SE11,2,14934.0
2013,NUTS,2010,SE11,2,20260.0
2015,NUTS,2010,SE11,2,22246.0
2017,NUTS,2010,SE11,2,24871.0
2019,NUTS,2010,SE11,2,24559.0
2005,NUTS,2010,SE12,2,9433.0
2007,NUTS,2010,SE12,2,6967.0
2009,NUTS,2010,SE12,2,9045.0
2011,NUTS,2010,SE12,2,9518.0
2013,NUTS,2010,SE12,2,11760.0
2015,NUTS,2010,SE12,2,12746.0
2017,NUTS,2010,SE12,2,11010.0
2019,NUTS,2010,SE12,2,12966.0
2005,NUTS,2010,SE2,1,22178.0
2007,NUTS,2010,SE2,1,18976.0
2009,NUTS,2010,SE2,1,18546.0
2011,NUTS,2010,SE2,1,19430.0
2013,NUTS,2010,SE2,1,24863.0
2015,NUTS,2010,SE2,1,24967.0
2017,NUTS,2010,SE2,1,30927.0
2019,NUTS,2010,SE2,1,
2005,NUTS,2010,SE21,2,1593.0
2007,NUTS,2010,SE21,2,2385.0
2009,NUTS,2010,SE21,2,1888.0
2011,NUTS,2010,SE21,2,1665.0
2013,NUTS,2010,SE21,2,2326.0
2015,NUTS,2010,SE21,2,2042.0
2017,NUTS,2010,SE21,2,
2019,NUTS,2010,SE21,2,
2005,NUTS,2010,SE22,2,8651.0
2007,NUTS,2010,SE22,2,6972.0
2009,NUTS,2010,SE22,2,6071.0
2011,NUTS,2010,SE22,2,5518.0
2013,NUTS,2010,SE22,2,9134.0
2015,NUTS,2010,SE22,2,9070.0
2017,NUTS,2010,SE22,2,9066.0
2019,NUTS,2010,SE22,2,11780.0
2005,NUTS,2010,SE23,2,11934.0
2007,NUTS,2010,SE23,2,9618.0
2009,NUTS,2010,SE23,2,10587.0
2011,NUTS,2010,SE23,2,12248.0
2013,NUTS,2010,SE23,2,13402.0
2015,NUTS,2010,SE23,2,13858.0
2017,NUTS,2010,SE23,2,19546.0
2019,NUTS,2010,SE23,2,20659.0
2005,NUTS,2010,SE3,1,4916.0
2007,NUTS,2010,SE3,1,4079.0
2009,NUTS,2010,SE3,1,4314.0
2011,NUTS,2010,SE3,1,4626.0
2013,NUTS,2010,SE3,1,5147.0
2015,NUTS,2010,SE3,1,5243.0
2017,NUTS,2010,SE3,1,5121.0
2019,NUTS,2010,SE3,1,
2005,NUTS,2010,SE31,2,1987.0
2007,NUTS,2010,SE31,2,1570.0
2009,NUTS,2010,SE31,2,1400.0
2011,NUTS,2010,SE31,2,1503.0
2013,NUTS,2010,SE31,2,1998.0
2015,NUTS,2010,SE31,2,2181.0
2017,NUTS,2010,SE31,2,1947.0
2019,NUTS,2010,SE31,2,1715.0
2005,NUTS,2010,SE32,2,581.0
2007,NUTS,2010,SE32,2,332.0
2009,NUTS,2010,SE32,2,508.0
2011,NUTS,2010,SE32,2,536.0
2013,NUTS,2010,SE32,2,550.0
2015,NUTS,2010,SE32,2,487.0
2017,NUTS,2010,SE32,2,
2019,NUTS,2010,SE32,2,
2005,NUTS,2010,SE33,2,2348.0
