year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_rse_fte
2011,NUTS,2010,EL42,2,305.0
2013,NUTS,2010,EL42,2,323.0
2015,NUTS,2010,EL42,2,289.0
2017,NUTS,2010,EL42,2,288.0
2019,NUTS,2010,EL42,2,248.0
2003,NUTS,2010,EL43,2,971.0
2005,NUTS,2010,EL43,2,1072.0
2011,NUTS,2010,EL43,2,2489.0
2013,NUTS,2010,EL43,2,2718.0
2015,NUTS,2010,EL43,2,2498.0
2017,NUTS,2010,EL43,2,2386.0
2019,NUTS,2010,EL43,2,2586.0
2011,NUTS,2010,EL5,1,6666.0
2013,NUTS,2010,EL5,1,7692.0
2015,NUTS,2010,EL5,1,8788.0
2017,NUTS,2010,EL5,1,8197.0
2019,NUTS,2010,EL5,1,9488.0
2003,NUTS,2010,EL51,2,489.0
2005,NUTS,2010,EL51,2,601.0
2011,NUTS,2010,EL51,2,945.0
2013,NUTS,2010,EL51,2,1338.0
2015,NUTS,2010,EL51,2,1126.0
2017,NUTS,2010,EL51,2,1195.0
2019,NUTS,2010,EL51,2,1290.0
2003,NUTS,2010,EL52,2,2669.0
2005,NUTS,2010,EL52,2,3456.0
2011,NUTS,2010,EL52,2,4560.0
2013,NUTS,2010,EL52,2,5189.0
2015,NUTS,2010,EL52,2,5958.0
2017,NUTS,2010,EL52,2,5521.0
2019,NUTS,2010,EL52,2,6500.0
2003,NUTS,2010,EL53,2,106.0
2005,NUTS,2010,EL53,2,98.0
2011,NUTS,2010,EL53,2,261.0
2013,NUTS,2010,EL53,2,308.0
2015,NUTS,2010,EL53,2,418.0
2017,NUTS,2010,EL53,2,428.0
2019,NUTS,2010,EL53,2,440.0
2003,NUTS,2010,EL54,2,455.0
2005,NUTS,2010,EL54,2,656.0
2011,NUTS,2010,EL54,2,900.0
2013,NUTS,2010,EL54,2,856.0
2015,NUTS,2010,EL54,2,1286.0
2017,NUTS,2010,EL54,2,1052.0
2019,NUTS,2010,EL54,2,1258.0
2011,NUTS,2010,EL6,1,3628.0
2013,NUTS,2010,EL6,1,4364.0
2015,NUTS,2010,EL6,1,5536.0
2017,NUTS,2010,EL6,1,6048.0
2019,NUTS,2010,EL6,1,6717.0
2003,NUTS,2010,EL61,2,604.0
2005,NUTS,2010,EL61,2,515.0
2011,NUTS,2010,EL61,2,1070.0
2013,NUTS,2010,EL61,2,1356.0
2015,NUTS,2010,EL61,2,1467.0
2017,NUTS,2010,EL61,2,1471.0
2019,NUTS,2010,EL61,2,1957.0
2003,NUTS,2010,EL62,2,73.0
2005,NUTS,2010,EL62,2,99.0
2011,NUTS,2010,EL62,2,70.0
2013,NUTS,2010,EL62,2,224.0
2015,NUTS,2010,EL62,2,719.0
2017,NUTS,2010,EL62,2,598.0
2019,NUTS,2010,EL62,2,610.0
2003,NUTS,2010,EL63,2,1219.0
2005,NUTS,2010,EL63,2,1223.0
2011,NUTS,2010,EL63,2,1747.0
2013,NUTS,2010,EL63,2,1735.0
2015,NUTS,2010,EL63,2,2021.0
2017,NUTS,2010,EL63,2,2926.0
2019,NUTS,2010,EL63,2,2865.0
2003,NUTS,2010,EL64,2,104.0
2005,NUTS,2010,EL64,2,233.0
2011,NUTS,2010,EL64,2,331.0
2013,NUTS,2010,EL64,2,508.0
2015,NUTS,2010,EL64,2,510.0
2017,NUTS,2010,EL64,2,554.0
2019,NUTS,2010,EL64,2,599.0
2003,NUTS,2010,EL65,2,66.0
2005,NUTS,2010,EL65,2,312.0
2011,NUTS,2010,EL65,2,411.0
2013,NUTS,2010,EL65,2,542.0
2015,NUTS,2010,EL65,2,820.0
2017,NUTS,2010,EL65,2,498.0
2019,NUTS,2010,EL65,2,686.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,19268.0
1982,NUTS,2010,ES,0,18782.0
1983,NUTS,2010,ES,0,19450.0
1984,NUTS,2010,ES,0,20506.0
1985,NUTS,2010,ES,0,21455.0
1986,NUTS,2010,ES,0,24525.0
1987,NUTS,2010,ES,0,26463.0
1988,NUTS,2010,ES,0,31170.0
1989,NUTS,2010,ES,0,32914.0
1990,NUTS,2010,ES,0,37676.0
1991,NUTS,2010,ES,0,40642.0
1992,NUTS,2010,ES,0,41681.0
1993,NUTS,2010,ES,0,43367.0
1994,NUTS,2010,ES,0,47867.0
1995,NUTS,2010,ES,0,47342.0
1996,NUTS,2010,ES,0,51633.0
1997,NUTS,2010,ES,0,53883.0
1998,NUTS,2010,ES,0,60269.0
1999,NUTS,2010,ES,0,61568.0
2000,NUTS,2010,ES,0,76670.0
2001,NUTS,2010,ES,0,80081.0
2002,NUTS,2010,ES,0,83318.0
2003,NUTS,2010,ES,0,92523.0
2004,NUTS,2010,ES,0,100994.0
2005,NUTS,2010,ES,0,109720.0
2006,NUTS,2010,ES,0,115798.0
2007,NUTS,2010,ES,0,122624.0
2008,NUTS,2010,ES,0,130986.0
2009,NUTS,2010,ES,0,133803.0
2010,NUTS,2010,ES,0,134653.0
2011,NUTS,2010,ES,0,130235.0
2012,NUTS,2010,ES,0,126778.0
2013,NUTS,2010,ES,0,123225.0
2014,NUTS,2010,ES,0,122235.0
2015,NUTS,2010,ES,0,122437.0
2016,NUTS,2010,ES,0,126633.0
2017,NUTS,2010,ES,0,133213.0
2018,NUTS,2010,ES,0,140120.0
2019,NUTS,2010,ES,0,143974.0
2020,NUTS,2010,ES,0,145372.0
2000,NUTS,2010,ES1,1,6657.0
2001,NUTS,2010,ES1,1,7005.0
2003,NUTS,2010,ES1,1,6887.0
2004,NUTS,2010,ES1,1,7988.0
2005,NUTS,2010,ES1,1,8325.0
2006,NUTS,2010,ES1,1,8199.0
2007,NUTS,2010,ES1,1,8634.0
2008,NUTS,2010,ES1,1,9464.0
2009,NUTS,2010,ES1,1,9935.0
2010,NUTS,2010,ES1,1,10581.0
2011,NUTS,2010,ES1,1,9987.0
2012,NUTS,2010,ES1,1,8911.0
2013,NUTS,2010,ES1,1,8703.0
2014,NUTS,2010,ES1,1,8540.0
2015,NUTS,2010,ES1,1,8496.0
2016,NUTS,2010,ES1,1,8984.0
2017,NUTS,2010,ES1,1,9434.0
2018,NUTS,2010,ES1,1,10014.0
2019,NUTS,2010,ES1,1,10596.0
2000,NUTS,2010,ES11,2,3982.0
2001,NUTS,2010,ES11,2,4254.0
2003,NUTS,2010,ES11,2,4835.0
2004,NUTS,2010,ES11,2,5630.0
2005,NUTS,2010,ES11,2,5851.0
2006,NUTS,2010,ES11,2,5191.0
2007,NUTS,2010,ES11,2,5414.0
2008,NUTS,2010,ES11,2,5765.0
2009,NUTS,2010,ES11,2,6079.0
2010,NUTS,2010,ES11,2,6683.0
2011,NUTS,2010,ES11,2,6225.0
2012,NUTS,2010,ES11,2,5443.0
2013,NUTS,2010,ES11,2,5397.0
2014,NUTS,2010,ES11,2,5473.0
2015,NUTS,2010,ES11,2,5368.0
2016,NUTS,2010,ES11,2,5783.0
2017,NUTS,2010,ES11,2,6128.0
2018,NUTS,2010,ES11,2,6530.0
2019,NUTS,2010,ES11,2,6724.0
2000,NUTS,2010,ES12,2,2106.0
2001,NUTS,2010,ES12,2,2037.0
2003,NUTS,2010,ES12,2,1587.0
2004,NUTS,2010,ES12,2,1676.0
2005,NUTS,2010,ES12,2,1791.0
2006,NUTS,2010,ES12,2,1886.0
2007,NUTS,2010,ES12,2,2013.0
2008,NUTS,2010,ES12,2,2440.0
2009,NUTS,2010,ES12,2,2562.0
2010,NUTS,2010,ES12,2,2591.0
2011,NUTS,2010,ES12,2,2478.0
2012,NUTS,2010,ES12,2,2271.0
2013,NUTS,2010,ES12,2,2235.0
2014,NUTS,2010,ES12,2,2032.0
2015,NUTS,2010,ES12,2,2029.0
2016,NUTS,2010,ES12,2,2077.0
2017,NUTS,2010,ES12,2,2225.0
2018,NUTS,2010,ES12,2,2300.0
2019,NUTS,2010,ES12,2,2633.0
2000,NUTS,2010,ES13,2,570.0
2001,NUTS,2010,ES13,2,715.0
2003,NUTS,2010,ES13,2,465.0
2004,NUTS,2010,ES13,2,682.0
2005,NUTS,2010,ES13,2,683.0
2006,NUTS,2010,ES13,2,1122.0
2007,NUTS,2010,ES13,2,1207.0
2008,NUTS,2010,ES13,2,1260.0
2009,NUTS,2010,ES13,2,1293.0
2010,NUTS,2010,ES13,2,1308.0
2011,NUTS,2010,ES13,2,1284.0
2012,NUTS,2010,ES13,2,1197.0
2013,NUTS,2010,ES13,2,1071.0
2014,NUTS,2010,ES13,2,1036.0
2015,NUTS,2010,ES13,2,1099.0
2016,NUTS,2010,ES13,2,1124.0
2017,NUTS,2010,ES13,2,1082.0
2018,NUTS,2010,ES13,2,1184.0
2019,NUTS,2010,ES13,2,1239.0
2000,NUTS,2010,ES2,1,8925.0
2001,NUTS,2010,ES2,1,9715.0
2003,NUTS,2010,ES2,1,12997.0
2004,NUTS,2010,ES2,1,13770.0
2005,NUTS,2010,ES2,1,15194.0
2006,NUTS,2010,ES2,1,16452.0
2007,NUTS,2010,ES2,1,17975.0
2008,NUTS,2010,ES2,1,19358.0
2009,NUTS,2010,ES2,1,19556.0
2010,NUTS,2010,ES2,1,19605.0
2011,NUTS,2010,ES2,1,19802.0
2012,NUTS,2010,ES2,1,19968.0
2013,NUTS,2010,ES2,1,19126.0
2014,NUTS,2010,ES2,1,19119.0
2015,NUTS,2010,ES2,1,18976.0
2016,NUTS,2010,ES2,1,19544.0
2017,NUTS,2010,ES2,1,20208.0
2018,NUTS,2010,ES2,1,21146.0
2019,NUTS,2010,ES2,1,21297.0
2000,NUTS,2010,ES21,2,5039.0
2001,NUTS,2010,ES21,2,5563.0
2003,NUTS,2010,ES21,2,7020.0
2004,NUTS,2010,ES21,2,7242.0
2005,NUTS,2010,ES21,2,8165.0
2006,NUTS,2010,ES21,2,8629.0
2007,NUTS,2010,ES21,2,9816.0
2008,NUTS,2010,ES21,2,10374.0
2009,NUTS,2010,ES21,2,10518.0
2010,NUTS,2010,ES21,2,10578.0
2011,NUTS,2010,ES21,2,11212.0
2012,NUTS,2010,ES21,2,11801.0
2013,NUTS,2010,ES21,2,11635.0
2014,NUTS,2010,ES21,2,11623.0
2015,NUTS,2010,ES21,2,11524.0
2016,NUTS,2010,ES21,2,11748.0
2017,NUTS,2010,ES21,2,12460.0
2018,NUTS,2010,ES21,2,13201.0
2019,NUTS,2010,ES21,2,13310.0
2000,NUTS,2010,ES22,2,1601.0
2001,NUTS,2010,ES22,2,1656.0
2003,NUTS,2010,ES22,2,2591.0
2004,NUTS,2010,ES22,2,2726.0
2005,NUTS,2010,ES22,2,2997.0
2006,NUTS,2010,ES22,2,3374.0
2007,NUTS,2010,ES22,2,2983.0
2008,NUTS,2010,ES22,2,3492.0
2009,NUTS,2010,ES22,2,3388.0
2010,NUTS,2010,ES22,2,3315.0
2011,NUTS,2010,ES22,2,3283.0
2012,NUTS,2010,ES22,2,3173.0
2013,NUTS,2010,ES22,2,2994.0
2014,NUTS,2010,ES22,2,2973.0
2015,NUTS,2010,ES22,2,3087.0
2016,NUTS,2010,ES22,2,3095.0
2017,NUTS,2010,ES22,2,3051.0
2018,NUTS,2010,ES22,2,3077.0
2019,NUTS,2010,ES22,2,3024.0
2000,NUTS,2010,ES23,2,337.0
2001,NUTS,2010,ES23,2,399.0
2003,NUTS,2010,ES23,2,448.0
2004,NUTS,2010,ES23,2,507.0
2005,NUTS,2010,ES23,2,482.0
2006,NUTS,2010,ES23,2,525.0
2007,NUTS,2010,ES23,2,627.0
2008,NUTS,2010,ES23,2,749.0
2009,NUTS,2010,ES23,2,767.0
2010,NUTS,2010,ES23,2,858.0
2011,NUTS,2010,ES23,2,845.0
2012,NUTS,2010,ES23,2,900.0
2013,NUTS,2010,ES23,2,799.0
2014,NUTS,2010,ES23,2,852.0
2015,NUTS,2010,ES23,2,809.0
2016,NUTS,2010,ES23,2,909.0
2017,NUTS,2010,ES23,2,806.0
2018,NUTS,2010,ES23,2,818.0
2019,NUTS,2010,ES23,2,798.0
2000,NUTS,2010,ES24,2,1948.0
2001,NUTS,2010,ES24,2,2096.0
2003,NUTS,2010,ES24,2,2937.0
2004,NUTS,2010,ES24,2,3295.0
2005,NUTS,2010,ES24,2,3550.0
2006,NUTS,2010,ES24,2,3924.0
2007,NUTS,2010,ES24,2,4549.0
2008,NUTS,2010,ES24,2,4743.0
2009,NUTS,2010,ES24,2,4884.0
2010,NUTS,2010,ES24,2,4853.0
2011,NUTS,2010,ES24,2,4462.0
2012,NUTS,2010,ES24,2,4094.0
2013,NUTS,2010,ES24,2,3699.0
2014,NUTS,2010,ES24,2,3671.0
2015,NUTS,2010,ES24,2,3556.0
2016,NUTS,2010,ES24,2,3792.0
2017,NUTS,2010,ES24,2,3891.0
2018,NUTS,2010,ES24,2,4049.0
2019,NUTS,2010,ES24,2,4165.0
2000,NUTS,2010,ES3,1,20715.0
2001,NUTS,2010,ES3,1,19775.0
2003,NUTS,2010,ES3,1,21624.0
2004,NUTS,2010,ES3,1,23662.0
2005,NUTS,2010,ES3,1,26553.0
2006,NUTS,2010,ES3,1,28100.0
2007,NUTS,2010,ES3,1,29497.0
2008,NUTS,2010,ES3,1,31663.0
2009,NUTS,2010,ES3,1,32164.0
2010,NUTS,2010,ES3,1,31966.0
2011,NUTS,2010,ES3,1,30442.0
2012,NUTS,2010,ES3,1,29402.0
2013,NUTS,2010,ES3,1,28631.0
2014,NUTS,2010,ES3,1,28371.0
2015,NUTS,2010,ES3,1,28202.0
2016,NUTS,2010,ES3,1,29287.0
2017,NUTS,2010,ES3,1,31674.0
2018,NUTS,2010,ES3,1,34016.0
2019,NUTS,2010,ES3,1,35050.0
2000,NUTS,2010,ES30,2,20715.0
2001,NUTS,2010,ES30,2,19775.0
2003,NUTS,2010,ES30,2,21624.0
2004,NUTS,2010,ES30,2,23662.0
2005,NUTS,2010,ES30,2,26553.0
2006,NUTS,2010,ES30,2,28100.0
2007,NUTS,2010,ES30,2,29497.0
2008,NUTS,2010,ES30,2,31663.0
2009,NUTS,2010,ES30,2,32164.0
2010,NUTS,2010,ES30,2,31966.0
2011,NUTS,2010,ES30,2,30442.0
2012,NUTS,2010,ES30,2,29402.0
2013,NUTS,2010,ES30,2,28631.0
2014,NUTS,2010,ES30,2,28371.0
2015,NUTS,2010,ES30,2,28202.0
2016,NUTS,2010,ES30,2,29287.0
2017,NUTS,2010,ES30,2,31674.0
2018,NUTS,2010,ES30,2,34016.0
2019,NUTS,2010,ES30,2,35050.0
2000,NUTS,2010,ES4,1,6226.0
2001,NUTS,2010,ES4,1,7078.0
2003,NUTS,2010,ES4,1,7686.0
2004,NUTS,2010,ES4,1,7579.0
2005,NUTS,2010,ES4,1,8179.0
2006,NUTS,2010,ES4,1,8609.0
2007,NUTS,2010,ES4,1,9138.0
2008,NUTS,2010,ES4,1,9717.0
2009,NUTS,2010,ES4,1,9876.0
2010,NUTS,2010,ES4,1,9636.0
2011,NUTS,2010,ES4,1,9435.0
2012,NUTS,2010,ES4,1,8980.0
2013,NUTS,2010,ES4,1,8533.0
2014,NUTS,2010,ES4,1,8488.0
2015,NUTS,2010,ES4,1,8679.0
2016,NUTS,2010,ES4,1,8795.0
2017,NUTS,2010,ES4,1,9280.0
2018,NUTS,2010,ES4,1,9505.0
2019,NUTS,2010,ES4,1,10271.0
2000,NUTS,2010,ES41,2,3992.0
2001,NUTS,2010,ES41,2,4988.0
2003,NUTS,2010,ES41,2,5229.0
2004,NUTS,2010,ES41,2,5461.0
2005,NUTS,2010,ES41,2,5786.0
2006,NUTS,2010,ES41,2,6066.0
2007,NUTS,2010,ES41,2,6227.0
2008,NUTS,2010,ES41,2,6538.0
2009,NUTS,2010,ES41,2,6653.0
2010,NUTS,2010,ES41,2,6228.0
2011,NUTS,2010,ES41,2,6129.0
2012,NUTS,2010,ES41,2,5975.0
2013,NUTS,2010,ES41,2,5809.0
2014,NUTS,2010,ES41,2,5721.0
2015,NUTS,2010,ES41,2,5917.0
2016,NUTS,2010,ES41,2,5837.0
2017,NUTS,2010,ES41,2,6191.0
2018,NUTS,2010,ES41,2,6436.0
2019,NUTS,2010,ES41,2,6647.0
2000,NUTS,2010,ES42,2,1070.0
2001,NUTS,2010,ES42,2,953.0
2003,NUTS,2010,ES42,2,1257.0
2004,NUTS,2010,ES42,2,1199.0
2005,NUTS,2010,ES42,2,1336.0
2006,NUTS,2010,ES42,2,1310.0
2007,NUTS,2010,ES42,2,1649.0
2008,NUTS,2010,ES42,2,1790.0
2009,NUTS,2010,ES42,2,1850.0
2010,NUTS,2010,ES42,2,1964.0
2011,NUTS,2010,ES42,2,1961.0
2012,NUTS,2010,ES42,2,1740.0
2013,NUTS,2010,ES42,2,1430.0
2014,NUTS,2010,ES42,2,1531.0
2015,NUTS,2010,ES42,2,1463.0
2016,NUTS,2010,ES42,2,1703.0
2017,NUTS,2010,ES42,2,1748.0
2018,NUTS,2010,ES42,2,1642.0
2019,NUTS,2010,ES42,2,1746.0
2000,NUTS,2010,ES43,2,1163.0
2001,NUTS,2010,ES43,2,1137.0
2003,NUTS,2010,ES43,2,1199.0
2004,NUTS,2010,ES43,2,919.0
2005,NUTS,2010,ES43,2,1056.0
2006,NUTS,2010,ES43,2,1233.0
2007,NUTS,2010,ES43,2,1261.0
2008,NUTS,2010,ES43,2,1389.0
2009,NUTS,2010,ES43,2,1373.0
2010,NUTS,2010,ES43,2,1445.0
2011,NUTS,2010,ES43,2,1345.0
2012,NUTS,2010,ES43,2,1265.0
2013,NUTS,2010,ES43,2,1294.0
2014,NUTS,2010,ES43,2,1236.0
2015,NUTS,2010,ES43,2,1299.0
2016,NUTS,2010,ES43,2,1255.0
2017,NUTS,2010,ES43,2,1341.0
2018,NUTS,2010,ES43,2,1427.0
2019,NUTS,2010,ES43,2,1878.0
2000,NUTS,2010,ES5,1,21373.0
2001,NUTS,2010,ES5,1,21483.0
2003,NUTS,2010,ES5,1,27339.0
2004,NUTS,2010,ES5,1,30573.0
2005,NUTS,2010,ES5,1,32332.0
2006,NUTS,2010,ES5,1,34846.0
2007,NUTS,2010,ES5,1,36860.0
2008,NUTS,2010,ES5,1,39652.0
2009,NUTS,2010,ES5,1,40286.0
2010,NUTS,2010,ES5,1,40679.0
2011,NUTS,2010,ES5,1,39163.0
2012,NUTS,2010,ES5,1,38600.0
2013,NUTS,2010,ES5,1,38068.0
2014,NUTS,2010,ES5,1,38294.0
2015,NUTS,2010,ES5,1,38698.0
2016,NUTS,2010,ES5,1,40689.0
2017,NUTS,2010,ES5,1,42413.0
2018,NUTS,2010,ES5,1,44452.0
2019,NUTS,2010,ES5,1,45345.0
2000,NUTS,2010,ES51,2,14812.0
2001,NUTS,2010,ES51,2,14654.0
2003,NUTS,2010,ES51,2,18387.0
2004,NUTS,2010,ES51,2,20747.0
2005,NUTS,2010,ES51,2,22240.0
2006,NUTS,2010,ES51,2,24477.0
2007,NUTS,2010,ES51,2,25063.0
2008,NUTS,2010,ES51,2,26398.0
2009,NUTS,2010,ES51,2,26932.0
2010,NUTS,2010,ES51,2,27058.0
2011,NUTS,2010,ES51,2,25474.0
2012,NUTS,2010,ES51,2,25520.0
2013,NUTS,2010,ES51,2,25503.0
2014,NUTS,2010,ES51,2,25474.0
2015,NUTS,2010,ES51,2,26403.0
2016,NUTS,2010,ES51,2,27544.0
2017,NUTS,2010,ES51,2,28922.0
2018,NUTS,2010,ES51,2,30391.0
2019,NUTS,2010,ES51,2,30331.0
2000,NUTS,2010,ES52,2,6122.0
2001,NUTS,2010,ES52,2,6264.0
2003,NUTS,2010,ES52,2,8340.0
2004,NUTS,2010,ES52,2,9091.0
2005,NUTS,2010,ES52,2,9194.0
2006,NUTS,2010,ES52,2,9386.0
2007,NUTS,2010,ES52,2,10702.0
2008,NUTS,2010,ES52,2,12076.0
2009,NUTS,2010,ES52,2,12116.0
2010,NUTS,2010,ES52,2,12159.0
2011,NUTS,2010,ES52,2,12247.0
2012,NUTS,2010,ES52,2,11653.0
2013,NUTS,2010,ES52,2,11174.0
2014,NUTS,2010,ES52,2,11358.0
2015,NUTS,2010,ES52,2,10949.0
2016,NUTS,2010,ES52,2,11606.0
2017,NUTS,2010,ES52,2,11825.0
2018,NUTS,2010,ES52,2,12159.0
2019,NUTS,2010,ES52,2,13048.0
2000,NUTS,2010,ES53,2,439.0
2001,NUTS,2010,ES53,2,566.0
2003,NUTS,2010,ES53,2,612.0
2004,NUTS,2010,ES53,2,735.0
2005,NUTS,2010,ES53,2,898.0
2006,NUTS,2010,ES53,2,983.0
2007,NUTS,2010,ES53,2,1095.0
2008,NUTS,2010,ES53,2,1178.0
2009,NUTS,2010,ES53,2,1238.0
2010,NUTS,2010,ES53,2,1462.0
2011,NUTS,2010,ES53,2,1442.0
2012,NUTS,2010,ES53,2,1427.0
2013,NUTS,2010,ES53,2,1391.0
2014,NUTS,2010,ES53,2,1462.0
2015,NUTS,2010,ES53,2,1347.0
2016,NUTS,2010,ES53,2,1539.0
2017,NUTS,2010,ES53,2,1666.0
2018,NUTS,2010,ES53,2,1902.0
2019,NUTS,2010,ES53,2,1966.0
2000,NUTS,2010,ES6,1,10395.0
2001,NUTS,2010,ES6,1,12259.0
2003,NUTS,2010,ES6,1,13131.0
2004,NUTS,2010,ES6,1,14282.0
2005,NUTS,2010,ES6,1,15929.0
2006,NUTS,2010,ES6,1,16405.0
2007,NUTS,2010,ES6,1,17265.0
2008,NUTS,2010,ES6,1,17886.0
2009,NUTS,2010,ES6,1,18815.0
2010,NUTS,2010,ES6,1,19276.0
2011,NUTS,2010,ES6,1,18706.0
2012,NUTS,2010,ES6,1,18165.0
2013,NUTS,2010,ES6,1,17620.0
2014,NUTS,2010,ES6,1,16977.0
2015,NUTS,2010,ES6,1,17240.0
2016,NUTS,2010,ES6,1,17086.0
2017,NUTS,2010,ES6,1,17881.0
2018,NUTS,2010,ES6,1,18500.0
2019,NUTS,2010,ES6,1,18842.0
2000,NUTS,2010,ES61,2,9210.0
2001,NUTS,2010,ES61,2,10817.0
2003,NUTS,2010,ES61,2,11089.0
2004,NUTS,2010,ES61,2,11998.0
2005,NUTS,2010,ES61,2,13219.0
2006,NUTS,2010,ES61,2,12624.0
2007,NUTS,2010,ES61,2,13232.0
2008,NUTS,2010,ES61,2,13777.0
2009,NUTS,2010,ES61,2,14666.0
2010,NUTS,2010,ES61,2,15064.0
2011,NUTS,2010,ES61,2,14609.0
2012,NUTS,2010,ES61,2,14280.0
2013,NUTS,2010,ES61,2,13868.0
2014,NUTS,2010,ES61,2,13318.0
2015,NUTS,2010,ES61,2,13507.0
2016,NUTS,2010,ES61,2,13209.0
2017,NUTS,2010,ES61,2,13919.0
2018,NUTS,2010,ES61,2,14347.0
2019,NUTS,2010,ES61,2,14523.0
2000,NUTS,2010,ES62,2,1185.0
2001,NUTS,2010,ES62,2,1443.0
2003,NUTS,2010,ES62,2,2001.0
2004,NUTS,2010,ES62,2,2235.0
2005,NUTS,2010,ES62,2,2663.0
2006,NUTS,2010,ES62,2,3704.0
2007,NUTS,2010,ES62,2,3979.0
2008,NUTS,2010,ES62,2,4035.0
2009,NUTS,2010,ES62,2,4114.0
2010,NUTS,2010,ES62,2,4182.0
2011,NUTS,2010,ES62,2,4066.0
2012,NUTS,2010,ES62,2,3851.0
2013,NUTS,2010,ES62,2,3711.0
2014,NUTS,2010,ES62,2,3622.0
2015,NUTS,2010,ES62,2,3705.0
2016,NUTS,2010,ES62,2,3823.0
2017,NUTS,2010,ES62,2,3899.0
2018,NUTS,2010,ES62,2,4052.0
2019,NUTS,2010,ES62,2,4218.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,41.0
2004,NUTS,2010,ES63,2,23.0
2005,NUTS,2010,ES63,2,24.0
2006,NUTS,2010,ES63,2,34.0
2007,NUTS,2010,ES63,2,22.0
2008,NUTS,2010,ES63,2,32.0
2009,NUTS,2010,ES63,2,13.0
2010,NUTS,2010,ES63,2,11.0
2011,NUTS,2010,ES63,2,12.0
2012,NUTS,2010,ES63,2,12.0
2013,NUTS,2010,ES63,2,14.0
2014,NUTS,2010,ES63,2,16.0
2015,NUTS,2010,ES63,2,12.0
2016,NUTS,2010,ES63,2,
2017,NUTS,2010,ES63,2,
2018,NUTS,2010,ES63,2,
2019,NUTS,2010,ES63,2,
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,
2004,NUTS,2010,ES64,2,25.0
2005,NUTS,2010,ES64,2,23.0
2006,NUTS,2010,ES64,2,43.0
2007,NUTS,2010,ES64,2,32.0
2008,NUTS,2010,ES64,2,42.0
2009,NUTS,2010,ES64,2,22.0
2010,NUTS,2010,ES64,2,18.0
2011,NUTS,2010,ES64,2,19.0
2012,NUTS,2010,ES64,2,22.0
2013,NUTS,2010,ES64,2,27.0
2014,NUTS,2010,ES64,2,21.0
2015,NUTS,2010,ES64,2,15.0
2016,NUTS,2010,ES64,2,
2017,NUTS,2010,ES64,2,
2018,NUTS,2010,ES64,2,
2019,NUTS,2010,ES64,2,
2000,NUTS,2010,ES7,1,2380.0
2001,NUTS,2010,ES7,1,2766.0
2003,NUTS,2010,ES7,1,2861.0
2004,NUTS,2010,ES7,1,3141.0
2005,NUTS,2010,ES7,1,3209.0
2006,NUTS,2010,ES7,1,3187.0
2007,NUTS,2010,ES7,1,3256.0
2008,NUTS,2010,ES7,1,3247.0
2009,NUTS,2010,ES7,1,3173.0
2010,NUTS,2010,ES7,1,2910.0
2011,NUTS,2010,ES7,1,2701.0
2012,NUTS,2010,ES7,1,2751.0
2013,NUTS,2010,ES7,1,2543.0
2014,NUTS,2010,ES7,1,2447.0
2015,NUTS,2010,ES7,1,2147.0
2016,NUTS,2010,ES7,1,2248.0
2017,NUTS,2010,ES7,1,2324.0
2018,NUTS,2010,ES7,1,2487.0
2019,NUTS,2010,ES7,1,2574.0
2000,NUTS,2010,ES70,2,2380.0
2001,NUTS,2010,ES70,2,2766.0
2003,NUTS,2010,ES70,2,2861.0
2004,NUTS,2010,ES70,2,3141.0
2005,NUTS,2010,ES70,2,3209.0
2006,NUTS,2010,ES70,2,3187.0
2007,NUTS,2010,ES70,2,3256.0
2008,NUTS,2010,ES70,2,3247.0
2009,NUTS,2010,ES70,2,3173.0
2010,NUTS,2010,ES70,2,2910.0
2011,NUTS,2010,ES70,2,2701.0
2012,NUTS,2010,ES70,2,2751.0
2013,NUTS,2010,ES70,2,2543.0
2014,NUTS,2010,ES70,2,2447.0
2015,NUTS,2010,ES70,2,2147.0
2016,NUTS,2010,ES70,2,2248.0
2017,NUTS,2010,ES70,2,2324.0
2018,NUTS,2010,ES70,2,2487.0
2019,NUTS,2010,ES70,2,2574.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,959367.0
