year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_fte_total_t
2018,NUTS,2010,UKD4,2,0.4839
2011,NUTS,2010,UKD6,2,2.011
2012,NUTS,2010,UKD6,2,0.0823
2013,NUTS,2010,UKD6,2,0.0924
2014,NUTS,2010,UKD6,2,0.0841
2015,NUTS,2010,UKD6,2,0.1037
2016,NUTS,2010,UKD6,2,0.1063
2017,NUTS,2010,UKD6,2,0.1051
2018,NUTS,2010,UKD6,2,0.1094
2011,NUTS,2010,UKD7,2,0.5667
2012,NUTS,2010,UKD7,2,0.5711
2013,NUTS,2010,UKD7,2,0.6047
2014,NUTS,2010,UKD7,2,0.6399
2015,NUTS,2010,UKD7,2,0.6403
2016,NUTS,2010,UKD7,2,0.6731
2017,NUTS,2010,UKD7,2,0.7158
2018,NUTS,2010,UKD7,2,0.6785
2011,NUTS,2010,UKE,1,0.5926
2012,NUTS,2010,UKE,1,0.5871
2013,NUTS,2010,UKE,1,0.6058
2014,NUTS,2010,UKE,1,0.63
2015,NUTS,2010,UKE,1,0.6607
2016,NUTS,2010,UKE,1,0.6329
2017,NUTS,2010,UKE,1,0.6404
2018,NUTS,2010,UKE,1,0.634
2011,NUTS,2010,UKE1,2,0.2444
2012,NUTS,2010,UKE1,2,0.27
2013,NUTS,2010,UKE1,2,0.2666
2014,NUTS,2010,UKE1,2,0.273
2015,NUTS,2010,UKE1,2,0.27
2016,NUTS,2010,UKE1,2,0.2446
2017,NUTS,2010,UKE1,2,0.2204
2018,NUTS,2010,UKE1,2,0.1863
2011,NUTS,2010,UKE2,2,0.5605
2012,NUTS,2010,UKE2,2,0.5426
2013,NUTS,2010,UKE2,2,0.5816
2014,NUTS,2010,UKE2,2,0.6208
2015,NUTS,2010,UKE2,2,0.6105
2016,NUTS,2010,UKE2,2,0.6114
2017,NUTS,2010,UKE2,2,0.6355
2018,NUTS,2010,UKE2,2,0.6621
2011,NUTS,2010,UKE3,2,0.8354
2012,NUTS,2010,UKE3,2,0.8356
2013,NUTS,2010,UKE3,2,0.853
2014,NUTS,2010,UKE3,2,0.8642
2015,NUTS,2010,UKE3,2,0.9493
2016,NUTS,2010,UKE3,2,0.9189
2017,NUTS,2010,UKE3,2,0.9131
2018,NUTS,2010,UKE3,2,0.8865
2011,NUTS,2010,UKE4,2,0.6121
2012,NUTS,2010,UKE4,2,0.5847
2013,NUTS,2010,UKE4,2,0.6049
2014,NUTS,2010,UKE4,2,0.6343
2015,NUTS,2010,UKE4,2,0.6701
2016,NUTS,2010,UKE4,2,0.633
2017,NUTS,2010,UKE4,2,0.6465
2018,NUTS,2010,UKE4,2,0.6464
2011,NUTS,2010,UKF,1,0.5321
2012,NUTS,2010,UKF,1,0.5413
2013,NUTS,2010,UKF,1,0.5438
2014,NUTS,2010,UKF,1,0.5367
2015,NUTS,2010,UKF,1,0.5387
2016,NUTS,2010,UKF,1,0.5192
2017,NUTS,2010,UKF,1,0.5275
2018,NUTS,2010,UKF,1,0.5112
2011,NUTS,2010,UKF1,2,0.6266
2012,NUTS,2010,UKF1,2,0.6279
2013,NUTS,2010,UKF1,2,0.6509
2014,NUTS,2010,UKF1,2,0.6537
2015,NUTS,2010,UKF1,2,0.6298
2016,NUTS,2010,UKF1,2,0.6173
2017,NUTS,2010,UKF1,2,0.6361
2018,NUTS,2010,UKF1,2,0.6003
2011,NUTS,2010,UKF2,2,0.5955
2012,NUTS,2010,UKF2,2,0.5878
2013,NUTS,2010,UKF2,2,0.5797
2014,NUTS,2010,UKF2,2,0.5646
2015,NUTS,2010,UKF2,2,0.5698
2016,NUTS,2010,UKF2,2,0.5364
2017,NUTS,2010,UKF2,2,0.5347
2018,NUTS,2010,UKF2,2,0.533
2011,NUTS,2010,UKF3,2,0.1132
2012,NUTS,2010,UKF3,2,0.1505
2013,NUTS,2010,UKF3,2,0.1544
2014,NUTS,2010,UKF3,2,0.1568
2015,NUTS,2010,UKF3,2,0.1795
2016,NUTS,2010,UKF3,2,0.1734
2017,NUTS,2010,UKF3,2,0.1849
2018,NUTS,2010,UKF3,2,0.1893
2011,NUTS,2010,UKG,1,0.4051
2012,NUTS,2010,UKG,1,0.3928
2013,NUTS,2010,UKG,1,0.3921
2014,NUTS,2010,UKG,1,0.415
2015,NUTS,2010,UKG,1,0.4213
2016,NUTS,2010,UKG,1,0.4115
2017,NUTS,2010,UKG,1,0.4342
2018,NUTS,2010,UKG,1,0.4348
2011,NUTS,2010,UKG1,2,0.0328
2012,NUTS,2010,UKG1,2,0.0332
2013,NUTS,2010,UKG1,2,0.0337
2014,NUTS,2010,UKG1,2,0.0347
2015,NUTS,2010,UKG1,2,0.0379
2016,NUTS,2010,UKG1,2,0.0385
2017,NUTS,2010,UKG1,2,0.0383
2018,NUTS,2010,UKG1,2,0.0378
2011,NUTS,2010,UKG2,2,0.1261
2012,NUTS,2010,UKG2,2,0.1245
2013,NUTS,2010,UKG2,2,0.1275
2014,NUTS,2010,UKG2,2,0.1479
2015,NUTS,2010,UKG2,2,0.1446
2016,NUTS,2010,UKG2,2,0.14
2017,NUTS,2010,UKG2,2,0.1381
2018,NUTS,2010,UKG2,2,0.124
2011,NUTS,2010,UKG3,2,0.7897
2012,NUTS,2010,UKG3,2,0.7693
2013,NUTS,2010,UKG3,2,0.7704
2014,NUTS,2010,UKG3,2,0.7938
2015,NUTS,2010,UKG3,2,0.8137
2016,NUTS,2010,UKG3,2,0.7862
2017,NUTS,2010,UKG3,2,0.829
2018,NUTS,2010,UKG3,2,0.8298
2011,NUTS,2010,UKH,1,0.5338
2012,NUTS,2010,UKH,1,0.5145
2013,NUTS,2010,UKH,1,0.524
2014,NUTS,2010,UKH,1,0.521
2015,NUTS,2010,UKH,1,0.5201
2016,NUTS,2010,UKH,1,0.5161
2017,NUTS,2010,UKH,1,0.5294
2018,NUTS,2010,UKH,1,0.5078
2011,NUTS,2010,UKH1,2,0.9538
2012,NUTS,2010,UKH1,2,0.9146
2013,NUTS,2010,UKH1,2,0.9655
2014,NUTS,2010,UKH1,2,0.9305
2015,NUTS,2010,UKH1,2,0.9447
2016,NUTS,2010,UKH1,2,0.937
2017,NUTS,2010,UKH1,2,0.9785
2018,NUTS,2010,UKH1,2,0.9352
2011,NUTS,2010,UKH2,2,0.2921
2012,NUTS,2010,UKH2,2,0.2889
2013,NUTS,2010,UKH2,2,0.2716
2014,NUTS,2010,UKH2,2,0.2742
2015,NUTS,2010,UKH2,2,0.2731
2016,NUTS,2010,UKH2,2,0.2721
2017,NUTS,2010,UKH2,2,0.272
2018,NUTS,2010,UKH2,2,0.2615
2011,NUTS,2010,UKH3,2,0.1942
2012,NUTS,2010,UKH3,2,0.1896
2013,NUTS,2010,UKH3,2,0.1826
2014,NUTS,2010,UKH3,2,0.1891
2015,NUTS,2010,UKH3,2,0.1878
2016,NUTS,2010,UKH3,2,0.1789
2017,NUTS,2010,UKH3,2,0.1883
2018,NUTS,2010,UKH3,2,0.1829
2011,NUTS,2010,UKI,1,0.901
2012,NUTS,2010,UKI,1,0.8671
2013,NUTS,2010,UKI,1,0.8618
2014,NUTS,2010,UKI,1,0.8341
2015,NUTS,2010,UKI,1,0.825
2016,NUTS,2010,UKI,1,0.8032
2017,NUTS,2010,UKI,1,0.7929
2018,NUTS,2010,UKI,1,0.7773
2011,NUTS,2010,UKI3,2,4.9676
2012,NUTS,2010,UKI3,2,4.6744
2013,NUTS,2010,UKI3,2,4.8127
2014,NUTS,2010,UKI3,2,4.5416
2015,NUTS,2010,UKI3,2,4.5862
2016,NUTS,2010,UKI3,2,4.3893
2017,NUTS,2010,UKI3,2,4.6478
2018,NUTS,2010,UKI3,2,4.4816
2011,NUTS,2010,UKI4,2,0.4552
2012,NUTS,2010,UKI4,2,0.4356
2013,NUTS,2010,UKI4,2,0.4211
2014,NUTS,2010,UKI4,2,0.408
2015,NUTS,2010,UKI4,2,0.3912
2016,NUTS,2010,UKI4,2,0.384
2017,NUTS,2010,UKI4,2,0.3705
2018,NUTS,2010,UKI4,2,0.3596
2011,NUTS,2010,UKI5,2,0.102
2012,NUTS,2010,UKI5,2,0.0954
2013,NUTS,2010,UKI5,2,0.0984
2014,NUTS,2010,UKI5,2,0.094
2015,NUTS,2010,UKI5,2,0.0839
2016,NUTS,2010,UKI5,2,0.0783
2017,NUTS,2010,UKI5,2,0.0773
2018,NUTS,2010,UKI5,2,0.0697
2011,NUTS,2010,UKI6,2,0.1053
2012,NUTS,2010,UKI6,2,0.0947
2013,NUTS,2010,UKI6,2,0.0896
2014,NUTS,2010,UKI6,2,0.0918
2015,NUTS,2010,UKI6,2,0.0993
2016,NUTS,2010,UKI6,2,0.1013
2017,NUTS,2010,UKI6,2,0.1
2018,NUTS,2010,UKI6,2,0.0978
2011,NUTS,2010,UKI7,2,0.2595
2012,NUTS,2010,UKI7,2,0.2332
2013,NUTS,2010,UKI7,2,0.241
2014,NUTS,2010,UKI7,2,0.2298
2015,NUTS,2010,UKI7,2,0.2213
2016,NUTS,2010,UKI7,2,0.2106
2017,NUTS,2010,UKI7,2,0.2076
2018,NUTS,2010,UKI7,2,0.1991
2011,NUTS,2010,UKJ,1,0.5913
2012,NUTS,2010,UKJ,1,0.5798
2013,NUTS,2010,UKJ,1,0.5869
2014,NUTS,2010,UKJ,1,0.6053
2015,NUTS,2010,UKJ,1,0.6081
2016,NUTS,2010,UKJ,1,0.6008
2017,NUTS,2010,UKJ,1,0.5838
2018,NUTS,2010,UKJ,1,0.5868
2011,NUTS,2010,UKJ1,2,1.0969
2012,NUTS,2010,UKJ1,2,1.0729
2013,NUTS,2010,UKJ1,2,1.1094
2014,NUTS,2010,UKJ1,2,1.1602
2015,NUTS,2010,UKJ1,2,1.1657
2016,NUTS,2010,UKJ1,2,1.1555
2017,NUTS,2010,UKJ1,2,1.1203
2018,NUTS,2010,UKJ1,2,1.1309
2011,NUTS,2010,UKJ2,2,0.3784
2012,NUTS,2010,UKJ2,2,0.3596
2013,NUTS,2010,UKJ2,2,0.3582
2014,NUTS,2010,UKJ2,2,0.3634
2015,NUTS,2010,UKJ2,2,0.3583
2016,NUTS,2010,UKJ2,2,0.3443
2017,NUTS,2010,UKJ2,2,0.342
2018,NUTS,2010,UKJ2,2,0.3586
2011,NUTS,2010,UKJ3,2,0.6064
2012,NUTS,2010,UKJ3,2,0.591
2013,NUTS,2010,UKJ3,2,0.565
2014,NUTS,2010,UKJ3,2,0.5687
2015,NUTS,2010,UKJ3,2,0.5825
2016,NUTS,2010,UKJ3,2,0.5788
2017,NUTS,2010,UKJ3,2,0.556
2018,NUTS,2010,UKJ3,2,0.5255
2011,NUTS,2010,UKJ4,2,0.1859
2012,NUTS,2010,UKJ4,2,0.202
2013,NUTS,2010,UKJ4,2,0.2311
2014,NUTS,2010,UKJ4,2,0.2348
2015,NUTS,2010,UKJ4,2,0.2405
2016,NUTS,2010,UKJ4,2,0.2481
2017,NUTS,2010,UKJ4,2,0.2453
2018,NUTS,2010,UKJ4,2,0.2409
2011,NUTS,2010,UKK,1,0.4232
2012,NUTS,2010,UKK,1,0.4131
2013,NUTS,2010,UKK,1,0.4138
2014,NUTS,2010,UKK,1,0.4127
2015,NUTS,2010,UKK,1,0.4062
2016,NUTS,2010,UKK,1,0.408
2017,NUTS,2010,UKK,1,0.4137
2018,NUTS,2010,UKK,1,0.4125
2011,NUTS,2010,UKK1,2,0.576
2012,NUTS,2010,UKK1,2,0.5537
2013,NUTS,2010,UKK1,2,0.5502
2014,NUTS,2010,UKK1,2,0.5549
2015,NUTS,2010,UKK1,2,0.5492
2016,NUTS,2010,UKK1,2,0.5398
2017,NUTS,2010,UKK1,2,0.5412
2018,NUTS,2010,UKK1,2,0.5312
2011,NUTS,2010,UKK2,2,0.0842
2012,NUTS,2010,UKK2,2,0.0944
2013,NUTS,2010,UKK2,2,0.0939
2014,NUTS,2010,UKK2,2,0.1057
2015,NUTS,2010,UKK2,2,0.1065
2016,NUTS,2010,UKK2,2,0.1155
2017,NUTS,2010,UKK2,2,0.1079
2018,NUTS,2010,UKK2,2,0.1083
2011,NUTS,2010,UKK3,2,0.0639
2012,NUTS,2010,UKK3,2,0.0393
2013,NUTS,2010,UKK3,2,0.0323
2014,NUTS,2010,UKK3,2,0.0301
2015,NUTS,2010,UKK3,2,0.0254
2016,NUTS,2010,UKK3,2,0.0233
2017,NUTS,2010,UKK3,2,0.0307
2018,NUTS,2010,UKK3,2,0.0335
2011,NUTS,2010,UKK4,2,0.628
2012,NUTS,2010,UKK4,2,0.6269
2013,NUTS,2010,UKK4,2,0.6638
2014,NUTS,2010,UKK4,2,0.638
2015,NUTS,2010,UKK4,2,0.6002
2016,NUTS,2010,UKK4,2,0.6175
2017,NUTS,2010,UKK4,2,0.6382
2018,NUTS,2010,UKK4,2,0.6492
2011,NUTS,2010,UKL,1,0.5782
2012,NUTS,2010,UKL,1,0.5536
2013,NUTS,2010,UKL,1,0.54
2014,NUTS,2010,UKL,1,0.5242
2015,NUTS,2010,UKL,1,0.5051
2016,NUTS,2010,UKL,1,0.5159
2017,NUTS,2010,UKL,1,0.53
2018,NUTS,2010,UKL,1,0.5201
2011,NUTS,2010,UKL1,2,0.4664
2012,NUTS,2010,UKL1,2,0.4413
2013,NUTS,2010,UKL1,2,0.4296
2014,NUTS,2010,UKL1,2,0.4301
2015,NUTS,2010,UKL1,2,0.4009
2016,NUTS,2010,UKL1,2,0.4034
2017,NUTS,2010,UKL1,2,0.428
2018,NUTS,2010,UKL1,2,0.4232
2011,NUTS,2010,UKL2,2,0.7525
2012,NUTS,2010,UKL2,2,0.7344
2013,NUTS,2010,UKL2,2,0.7155
2014,NUTS,2010,UKL2,2,0.6738
2015,NUTS,2010,UKL2,2,0.6764
2016,NUTS,2010,UKL2,2,0.7052
2017,NUTS,2010,UKL2,2,0.6893
2018,NUTS,2010,UKL2,2,0.6714
2011,NUTS,2010,UKM,1,0.8392
2012,NUTS,2010,UKM,1,0.826
2013,NUTS,2010,UKM,1,0.8408
2014,NUTS,2010,UKM,1,0.8461
2015,NUTS,2010,UKM,1,0.8502
2016,NUTS,2010,UKM,1,0.8538
2017,NUTS,2010,UKM,1,0.8541
2018,NUTS,2010,UKM,1,0.8531
2012,NUTS,2010,UKM2,2,1.1869
2013,NUTS,2010,UKM2,2,1.2014
2014,NUTS,2010,UKM2,2,1.2023
2015,NUTS,2010,UKM2,2,1.2151
2016,NUTS,2010,UKM2,2,1.2228
2012,NUTS,2010,UKM3,2,0.6972
2013,NUTS,2010,UKM3,2,0.7273
2014,NUTS,2010,UKM3,2,0.7472
2015,NUTS,2010,UKM3,2,0.7553
2016,NUTS,2010,UKM3,2,0.7508
2012,NUTS,2010,UKM5,2,0.8086
2013,NUTS,2010,UKM5,2,0.8427
2014,NUTS,2010,UKM5,2,0.8201
2015,NUTS,2010,UKM5,2,0.7899
2016,NUTS,2010,UKM5,2,0.7787
2017,NUTS,2010,UKM5,2,0.7868
2018,NUTS,2010,UKM5,2,0.8111
2012,NUTS,2010,UKM6,2,0.0365
2013,NUTS,2010,UKM6,2,0.0457
2014,NUTS,2010,UKM6,2,0.0452
2015,NUTS,2010,UKM6,2,0.0339
2016,NUTS,2010,UKM6,2,0.0493
2017,NUTS,2010,UKM6,2,0.0664
2018,NUTS,2010,UKM6,2,0.0751
2014,NUTS,2010,UKM7,2,1.2795
2015,NUTS,2010,UKM7,2,1.284
2016,NUTS,2010,UKM7,2,1.2798
2017,NUTS,2010,UKM7,2,1.1303
2018,NUTS,2010,UKM7,2,1.2154
2014,NUTS,2010,UKM8,2,1.1275
2015,NUTS,2010,UKM8,2,1.0953
2016,NUTS,2010,UKM8,2,1.0826
2017,NUTS,2010,UKM8,2,1.2899
2018,NUTS,2010,UKM8,2,1.1075
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.4315
2012,NUTS,2010,UKN,1,0.403
2013,NUTS,2010,UKN,1,0.3861
2014,NUTS,2010,UKN,1,0.3884
2015,NUTS,2010,UKN,1,0.4032
2016,NUTS,2010,UKN,1,0.3943
2017,NUTS,2010,UKN,1,0.4314
2018,NUTS,2010,UKN,1,0.4324
2011,NUTS,2010,UKN0,2,0.4315
2012,NUTS,2010,UKN0,2,0.403
2013,NUTS,2010,UKN0,2,0.3861
2014,NUTS,2010,UKN0,2,0.3884
2015,NUTS,2010,UKN0,2,0.4032
2016,NUTS,2010,UKN0,2,0.3943
2017,NUTS,2010,UKN0,2,0.4314
2018,NUTS,2010,UKN0,2,0.4324
