year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_p_mact
2011,NUTS,2010,RO42,2,14.293
2012,NUTS,2010,RO42,2,7.588
2011,NUTS,2010,SE,0,558.866
2012,NUTS,2010,SE,0,463.663
2011,NUTS,2010,SE1,1,715.295
2012,NUTS,2010,SE1,1,583.255
2011,NUTS,2010,SE11,2,804.701
2012,NUTS,2010,SE11,2,699.124
2011,NUTS,2010,SE12,2,586.135
2012,NUTS,2010,SE12,2,414.884
2011,NUTS,2010,SE2,1,517.47
2012,NUTS,2010,SE2,1,441.446
2011,NUTS,2010,SE21,2,282.68
2012,NUTS,2010,SE21,2,223.513
2011,NUTS,2010,SE22,2,746.301
2012,NUTS,2010,SE22,2,705.389
2011,NUTS,2010,SE23,2,450.025
2012,NUTS,2010,SE23,2,343.415
2011,NUTS,2010,SE3,1,257.341
2012,NUTS,2010,SE3,1,187.251
2011,NUTS,2010,SE31,2,268.325
2012,NUTS,2010,SE31,2,225.241
2011,NUTS,2010,SE32,2,184.579
2012,NUTS,2010,SE32,2,108.531
2011,NUTS,2010,SE33,2,291.619
2012,NUTS,2010,SE33,2,181.08
2011,NUTS,2010,SI,0,109.015
2012,NUTS,2010,SI,0,98.362
2011,NUTS,2010,SI0,1,108.24
2012,NUTS,2010,SI0,1,96.803
2011,NUTS,2010,SI01,2,71.127
2011,NUTS,2010,SI02,2,149.267
2011,NUTS,2010,SK,0,20.009
2012,NUTS,2010,SK,0,10.662
2011,NUTS,2010,SK0,1,18.92
2012,NUTS,2010,SK0,1,10.292
2011,NUTS,2010,SK01,2,57.704
2012,NUTS,2010,SK01,2,17.061
2011,NUTS,2010,SK02,2,14.004
2012,NUTS,2010,SK02,2,13.705
2011,NUTS,2010,SK03,2,6.546
2012,NUTS,2010,SK03,2,3.819
2011,NUTS,2010,SK04,2,18.771
2012,NUTS,2010,SK04,2,8.832
2011,NUTS,2010,TR,0,14.037
2012,NUTS,2010,TR,0,10.443
2011,NUTS,2010,TR1,1,49.215
2012,NUTS,2010,TR1,1,34.607
2011,NUTS,2010,TR10,2,49.215
2012,NUTS,2010,TR10,2,34.607
2011,NUTS,2010,TR2,1,7.042
2012,NUTS,2010,TR2,1,7.068
2011,NUTS,2010,TR21,2,13.194
2012,NUTS,2010,TR21,2,13.252
2011,NUTS,2010,TR3,1,13.48
2012,NUTS,2010,TR3,1,7.343
2011,NUTS,2010,TR31,2,12.709
2012,NUTS,2010,TR31,2,8.91
2011,NUTS,2010,TR32,2,1.846
2012,NUTS,2010,TR32,2,2.359
2011,NUTS,2010,TR33,2,26.861
2012,NUTS,2010,TR33,2,10.571
2011,NUTS,2010,TR4,1,15.118
2012,NUTS,2010,TR4,1,11.301
2011,NUTS,2010,TR41,2,11.309
2012,NUTS,2010,TR41,2,9.227
2011,NUTS,2010,TR42,2,18.853
2012,NUTS,2010,TR42,2,13.398
2011,NUTS,2010,TR5,1,11.296
2012,NUTS,2010,TR5,1,10.522
2011,NUTS,2010,TR51,2,14.475
2012,NUTS,2010,TR51,2,15.216
2011,NUTS,2010,TR52,2,4.461
2011,NUTS,2010,TR6,1,1.218
2012,NUTS,2010,TR6,1,0.808
2011,NUTS,2010,TR61,2,2.063
2012,NUTS,2010,TR61,2,2.156
2012,NUTS,2010,TR62,2,0.248
2011,NUTS,2010,TR63,2,1.934
2012,NUTS,2010,TR8,1,1.706
2012,NUTS,2010,TR83,2,3.085
2012,NUTS,2010,TR9,1,0.184
2012,NUTS,2010,TR90,2,0.184
2012,NUTS,2010,TRA,1,0.463
2012,NUTS,2010,TRA1,2,1.018
2011,NUTS,2010,TRB,1,0.445
2012,NUTS,2010,TRB,1,0.216
2011,NUTS,2010,TRB1,2,0.887
2012,NUTS,2010,TRB1,2,0.422
2011,NUTS,2010,UK,0,168.75
2012,NUTS,2010,UK,0,132.18
2011,NUTS,2010,UKC,1,149.789
2012,NUTS,2010,UKC,1,100.237
2011,NUTS,2010,UKC1,2,168.756
2012,NUTS,2010,UKC1,2,76.335
2011,NUTS,2010,UKC2,2,134.289
2012,NUTS,2010,UKC2,2,118.909
2011,NUTS,2010,UKD,1,124.065
2012,NUTS,2010,UKD,1,79.111
2011,NUTS,2010,UKD1,2,80.255
2012,NUTS,2010,UKD1,2,70.34
2011,NUTS,2010,UKD3,2,94.721
2012,NUTS,2010,UKD3,2,73.353
2011,NUTS,2010,UKD4,2,84.438
2012,NUTS,2010,UKD4,2,44.79
2011,NUTS,2010,UKD6,2,209.948
2012,NUTS,2010,UKD6,2,117.067
2011,NUTS,2010,UKD7,2,179.688
2012,NUTS,2010,UKD7,2,102.698
2011,NUTS,2010,UKE,1,100.308
2012,NUTS,2010,UKE,1,70.699
2011,NUTS,2010,UKE1,2,87.196
2012,NUTS,2010,UKE1,2,34.15
2011,NUTS,2010,UKE2,2,159.141
2012,NUTS,2010,UKE2,2,103.978
2011,NUTS,2010,UKE3,2,79.531
2012,NUTS,2010,UKE3,2,55.911
2011,NUTS,2010,UKE4,2,96.599
2012,NUTS,2010,UKE4,2,82.215
2011,NUTS,2010,UKF,1,198.911
2012,NUTS,2010,UKF,1,125.243
2011,NUTS,2010,UKF1,2,288.944
2012,NUTS,2010,UKF1,2,134.008
2011,NUTS,2010,UKF2,2,123.177
2012,NUTS,2010,UKF2,2,109.783
2011,NUTS,2010,UKF3,2,131.265
2012,NUTS,2010,UKF3,2,138.314
2011,NUTS,2010,UKG,1,132.477
2012,NUTS,2010,UKG,1,119.91
2011,NUTS,2010,UKG1,2,199.861
2012,NUTS,2010,UKG1,2,115.543
2011,NUTS,2010,UKG2,2,87.23
2012,NUTS,2010,UKG2,2,96.681
2011,NUTS,2010,UKG3,2,126.394
2012,NUTS,2010,UKG3,2,136.385
2011,NUTS,2010,UKH,1,217.825
2012,NUTS,2010,UKH,1,173.054
2011,NUTS,2010,UKH1,2,315.625
2012,NUTS,2010,UKH1,2,248.998
2011,NUTS,2010,UKH2,2,200.421
2012,NUTS,2010,UKH2,2,167.374
2011,NUTS,2010,UKH3,2,100.056
2012,NUTS,2010,UKH3,2,73.095
2011,NUTS,2010,UKI,1,121.854
2012,NUTS,2010,UKI,1,105.474
2011,NUTS,2010,UKI1,2,205.925
2011,NUTS,2010,UKI2,2,59.446
2011,NUTS,2010,UKJ,1,263.763
2012,NUTS,2010,UKJ,1,209.884
2011,NUTS,2010,UKJ1,2,410.703
2012,NUTS,2010,UKJ1,2,294.861
2011,NUTS,2010,UKJ2,2,268.907
2012,NUTS,2010,UKJ2,2,246.633
2011,NUTS,2010,UKJ3,2,218.281
2012,NUTS,2010,UKJ3,2,180.544
2011,NUTS,2010,UKJ4,2,96.462
2012,NUTS,2010,UKJ4,2,58.133
2011,NUTS,2010,UKK,1,215.191
2012,NUTS,2010,UKK,1,183.177
2011,NUTS,2010,UKK1,2,367.868
2012,NUTS,2010,UKK1,2,316.677
2011,NUTS,2010,UKK2,2,126.575
2012,NUTS,2010,UKK2,2,91.612
2011,NUTS,2010,UKK3,2,103.078
2012,NUTS,2010,UKK3,2,64.883
2011,NUTS,2010,UKK4,2,34.274
2012,NUTS,2010,UKK4,2,46.457
2011,NUTS,2010,UKL,1,96.265
2012,NUTS,2010,UKL,1,73.497
2011,NUTS,2010,UKL1,2,71.935
2012,NUTS,2010,UKL1,2,69.312
2011,NUTS,2010,UKL2,2,135.689
2012,NUTS,2010,UKL2,2,80.37
2011,NUTS,2010,UKM,1,119.506
2012,NUTS,2010,UKM,1,96.202
2011,NUTS,2010,UKM2,2,151.348
2012,NUTS,2010,UKM2,2,108.579
2011,NUTS,2010,UKM3,2,54.223
2012,NUTS,2010,UKM3,2,47.04
2011,NUTS,2010,UKM5,2,323.586
2012,NUTS,2010,UKM5,2,290.635
2011,NUTS,2010,UKM6,2,73.788
2012,NUTS,2010,UKM6,2,54.997
2011,NUTS,2010,UKN,1,70.408
2012,NUTS,2010,UKN,1,80.375
2011,NUTS,2010,UKN0,2,70.408
2012,NUTS,2010,UKN0,2,80.375
