year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pps_hab_kp05
2019,NUTS,2010,HR,0,168.2
2020,NUTS,2010,HR,0,179.3
2011,NUTS,2010,HR0,1,96.6
2012,NUTS,2010,HR0,1,94.8
2013,NUTS,2010,HR0,1,102.2
2014,NUTS,2010,HR0,1,98.9
2015,NUTS,2010,HR0,1,109.2
2016,NUTS,2010,HR0,1,117.0
2017,NUTS,2010,HR0,1,121.7
2018,NUTS,2010,HR0,1,142.1
2019,NUTS,2010,HR0,1,168.2
2020,NUTS,2010,HR0,1,179.3
2011,NUTS,2010,HR03,2,37.7
2012,NUTS,2010,HR03,2,35.9
2013,NUTS,2010,HR03,2,51.0
2014,NUTS,2010,HR03,2,44.7
2015,NUTS,2010,HR03,2,41.7
2016,NUTS,2010,HR03,2,45.2
2017,NUTS,2010,HR03,2,58.3
2018,NUTS,2010,HR03,2,65.0
2019,NUTS,2010,HR03,2,87.5
2020,NUTS,2010,HR03,2,79.1
2011,NUTS,2010,HR04,2,125.6
2012,NUTS,2010,HR04,2,123.8
2013,NUTS,2010,HR04,2,127.4
2014,NUTS,2010,HR04,2,125.6
2015,NUTS,2010,HR04,2,142.7
2016,NUTS,2010,HR04,2,152.8
2017,NUTS,2010,HR04,2,153.5
2018,NUTS,2010,HR04,2,181.1
2019,NUTS,2010,HR04,2,209.2
2011,NUTS,2010,HU,0,168.9
2012,NUTS,2010,HU,0,178.4
2013,NUTS,2010,HU,0,200.9
2014,NUTS,2010,HU,0,204.1
2015,NUTS,2010,HU,0,211.3
2016,NUTS,2010,HU,0,190.7
2017,NUTS,2010,HU,0,222.7
2018,NUTS,2010,HU,0,269.1
2019,NUTS,2010,HU,0,275.9
2020,NUTS,2010,HU,0,286.3
2011,NUTS,2010,HU1,1,369.9
2012,NUTS,2010,HU1,1,373.4
2013,NUTS,2010,HU1,1,411.2
2014,NUTS,2010,HU1,1,432.6
2015,NUTS,2010,HU1,1,445.8
2016,NUTS,2010,HU1,1,425.8
2017,NUTS,2010,HU1,1,480.0
2018,NUTS,2010,HU1,1,580.1
2019,NUTS,2010,HU1,1,597.4
2011,NUTS,2010,HU10,2,369.9
2012,NUTS,2010,HU10,2,373.4
2013,NUTS,2010,HU10,2,411.2
2014,NUTS,2010,HU10,2,432.6
2015,NUTS,2010,HU10,2,445.8
2016,NUTS,2010,HU10,2,425.8
2017,NUTS,2010,HU11,2,764.8
2018,NUTS,2010,HU11,2,905.7
2019,NUTS,2010,HU11,2,932.6
2017,NUTS,2010,HU12,2,79.9
2018,NUTS,2010,HU12,2,128.5
2019,NUTS,2010,HU12,2,138.1
2011,NUTS,2010,HU2,1,78.9
2012,NUTS,2010,HU2,1,100.0
2013,NUTS,2010,HU2,1,115.4
2014,NUTS,2010,HU2,1,106.2
2015,NUTS,2010,HU2,1,95.2
2016,NUTS,2010,HU2,1,88.7
2017,NUTS,2010,HU2,1,119.1
2018,NUTS,2010,HU2,1,147.7
2019,NUTS,2010,HU2,1,136.8
2011,NUTS,2010,HU21,2,85.4
2012,NUTS,2010,HU21,2,123.3
2013,NUTS,2010,HU21,2,156.5
2014,NUTS,2010,HU21,2,150.4
2015,NUTS,2010,HU21,2,137.9
2016,NUTS,2010,HU21,2,126.6
2017,NUTS,2010,HU21,2,163.0
2018,NUTS,2010,HU21,2,217.0
2019,NUTS,2010,HU21,2,179.4
2011,NUTS,2010,HU22,2,92.0
2012,NUTS,2010,HU22,2,85.6
2013,NUTS,2010,HU22,2,109.1
2014,NUTS,2010,HU22,2,102.2
2015,NUTS,2010,HU22,2,97.8
2016,NUTS,2010,HU22,2,94.8
2017,NUTS,2010,HU22,2,110.9
2018,NUTS,2010,HU22,2,134.9
2019,NUTS,2010,HU22,2,132.8
2011,NUTS,2010,HU23,2,57.6
2012,NUTS,2010,HU23,2,88.2
2013,NUTS,2010,HU23,2,74.2
2014,NUTS,2010,HU23,2,58.9
2015,NUTS,2010,HU23,2,42.4
2016,NUTS,2010,HU23,2,37.5
2017,NUTS,2010,HU23,2,76.4
2018,NUTS,2010,HU23,2,79.4
2019,NUTS,2010,HU23,2,90.0
2011,NUTS,2010,HU3,1,80.6
2012,NUTS,2010,HU3,1,86.9
2013,NUTS,2010,HU3,1,102.3
2014,NUTS,2010,HU3,1,99.5
2015,NUTS,2010,HU3,1,114.1
2016,NUTS,2010,HU3,1,80.7
2017,NUTS,2010,HU3,1,95.7
2018,NUTS,2010,HU3,1,112.2
2019,NUTS,2010,HU3,1,122.2
2011,NUTS,2010,HU31,2,48.6
2012,NUTS,2010,HU31,2,51.1
2013,NUTS,2010,HU31,2,64.2
2014,NUTS,2010,HU31,2,67.5
2015,NUTS,2010,HU31,2,50.0
2016,NUTS,2010,HU31,2,39.2
2017,NUTS,2010,HU31,2,54.1
2018,NUTS,2010,HU31,2,74.3
2019,NUTS,2010,HU31,2,80.4
2011,NUTS,2010,HU32,2,90.9
2012,NUTS,2010,HU32,2,102.8
2013,NUTS,2010,HU32,2,117.4
2014,NUTS,2010,HU32,2,107.9
2015,NUTS,2010,HU32,2,107.0
2016,NUTS,2010,HU32,2,90.2
2017,NUTS,2010,HU32,2,100.3
2018,NUTS,2010,HU32,2,108.5
2019,NUTS,2010,HU32,2,112.4
2011,NUTS,2010,HU33,2,98.3
2012,NUTS,2010,HU33,2,101.7
2013,NUTS,2010,HU33,2,120.0
2014,NUTS,2010,HU33,2,119.4
2015,NUTS,2010,HU33,2,181.2
2016,NUTS,2010,HU33,2,107.5
2017,NUTS,2010,HU33,2,128.2
2018,NUTS,2010,HU33,2,151.3
2019,NUTS,2010,HU33,2,171.7
2011,NUTS,2010,IE,0,482.6
2012,NUTS,2010,IE,0,481.9
2013,NUTS,2010,IE,0,489.0
2014,NUTS,2010,IE,0,513.0
2015,NUTS,2010,IE,0,494.8
2016,NUTS,2010,IE,0,496.7
2017,NUTS,2010,IE,0,570.7
2018,NUTS,2010,IE,0,574.1
2019,NUTS,2010,IE,0,621.9
2020,NUTS,2010,IE,0,653.8
2011,NUTS,2010,IE0,1,482.6
2013,NUTS,2010,IE0,1,479.2
2015,NUTS,2010,IE0,1,498.7
2017,NUTS,2010,IE0,1,560.6
2011,NUTS,2010,IE01,2,333.4
2013,NUTS,2010,IE01,2,320.0
2015,NUTS,2010,IE01,2,356.2
2017,NUTS,2010,IE01,2,308.9
2011,NUTS,2010,IE02,2,538.0
2013,NUTS,2010,IE02,2,538.2
2015,NUTS,2010,IE02,2,550.6
2017,NUTS,2010,IE02,2,652.0
2011,NUTS,2010,IS,0,737.2
2013,NUTS,2010,IS,0,542.6
2014,NUTS,2010,IS,0,623.9
2015,NUTS,2010,IS,0,726.4
2016,NUTS,2010,IS,0,739.2
2017,NUTS,2010,IS,0,747.7
2018,NUTS,2010,IS,0,730.9
2019,NUTS,2010,IS,0,848.8
2020,NUTS,2010,IS,0,827.8
2011,NUTS,2010,IS0,1,737.2
2013,NUTS,2010,IS0,1,542.6
2014,NUTS,2010,IS0,1,623.9
2015,NUTS,2010,IS0,1,726.4
2016,NUTS,2010,IS0,1,739.2
2017,NUTS,2010,IS0,1,747.7
2018,NUTS,2010,IS0,1,730.9
2019,NUTS,2010,IS0,1,848.8
2020,NUTS,2010,IS0,1,827.8
2011,NUTS,2010,IS00,2,737.2
2013,NUTS,2010,IS00,2,542.6
2014,NUTS,2010,IS00,2,623.9
2015,NUTS,2010,IS00,2,726.4
2016,NUTS,2010,IS00,2,739.2
2017,NUTS,2010,IS00,2,747.7
2018,NUTS,2010,IS00,2,730.9
2019,NUTS,2010,IS00,2,848.8
2020,NUTS,2010,IS00,2,827.8
2011,NUTS,2010,IT,0,287.4
2012,NUTS,2010,IT,0,292.7
2013,NUTS,2010,IT,0,294.7
2014,NUTS,2010,IT,0,297.7
2015,NUTS,2010,IT,0,300.0
2016,NUTS,2010,IT,0,310.9
2017,NUTS,2010,IT,0,317.3
2018,NUTS,2010,IT,0,333.5
2019,NUTS,2010,IT,0,347.8
2020,NUTS,2010,IT,0,333.0
2011,NUTS,2010,ITC,1,410.5
2012,NUTS,2010,ITC,1,410.1
2013,NUTS,2010,ITC,1,404.9
2014,NUTS,2010,ITC,1,409.7
2015,NUTS,2010,ITC,1,408.8
2016,NUTS,2010,ITC,1,424.2
2017,NUTS,2010,ITC,1,421.3
2018,NUTS,2010,ITC,1,441.7
2019,NUTS,2010,ITC,1,455.8
2011,NUTS,2010,ITC1,2,467.6
2012,NUTS,2010,ITC1,2,471.9
2013,NUTS,2010,ITC1,2,476.8
2014,NUTS,2010,ITC1,2,514.8
2015,NUTS,2010,ITC1,2,511.5
2016,NUTS,2010,ITC1,2,529.3
2017,NUTS,2010,ITC1,2,510.6
2018,NUTS,2010,ITC1,2,545.8
2019,NUTS,2010,ITC1,2,571.4
2011,NUTS,2010,ITC2,2,174.6
2012,NUTS,2010,ITC2,2,142.6
2013,NUTS,2010,ITC2,2,122.0
2014,NUTS,2010,ITC2,2,134.7
2015,NUTS,2010,ITC2,2,193.1
2016,NUTS,2010,ITC2,2,168.2
2017,NUTS,2010,ITC2,2,158.2
2018,NUTS,2010,ITC2,2,149.9
2019,NUTS,2010,ITC2,2,148.7
2011,NUTS,2010,ITC3,2,348.5
2012,NUTS,2010,ITC3,2,340.7
2013,NUTS,2010,ITC3,2,328.5
2014,NUTS,2010,ITC3,2,336.2
2015,NUTS,2010,ITC3,2,359.9
2016,NUTS,2010,ITC3,2,388.0
2017,NUTS,2010,ITC3,2,357.5
2018,NUTS,2010,ITC3,2,345.4
2019,NUTS,2010,ITC3,2,383.8
2011,NUTS,2010,ITC4,2,397.9
2012,NUTS,2010,ITC4,2,397.0
2013,NUTS,2010,ITC4,2,388.7
2014,NUTS,2010,ITC4,2,378.2
2015,NUTS,2010,ITC4,2,373.9
2016,NUTS,2010,ITC4,2,386.9
2017,NUTS,2010,ITC4,2,395.5
2018,NUTS,2010,ITC4,2,414.9
2019,NUTS,2010,ITC4,2,420.7
2011,NUTS,2010,ITF,1,132.1
2012,NUTS,2010,ITF,1,139.8
2013,NUTS,2010,ITF,1,146.0
2014,NUTS,2010,ITF,1,153.8
2017,NUTS,2010,ITF,1,146.1
2018,NUTS,2010,ITF,1,150.9
2019,NUTS,2010,ITF,1,158.5
2011,NUTS,2010,ITF1,2,170.5
2012,NUTS,2010,ITF1,2,166.5
2013,NUTS,2010,ITF1,2,173.2
2014,NUTS,2010,ITF1,2,187.7
2015,NUTS,2010,ITF1,2,185.3
2016,NUTS,2010,ITF1,2,197.2
2017,NUTS,2010,ITF1,2,193.6
2018,NUTS,2010,ITF1,2,186.7
2019,NUTS,2010,ITF1,2,215.1
2011,NUTS,2010,ITF2,2,78.6
2012,NUTS,2010,ITF2,2,76.4
2013,NUTS,2010,ITF2,2,123.3
2014,NUTS,2010,ITF2,2,104.1
2017,NUTS,2010,ITF2,2,179.5
2018,NUTS,2010,ITF2,2,211.4
2019,NUTS,2010,ITF2,2,199.1
2011,NUTS,2010,ITF3,2,171.4
2012,NUTS,2010,ITF3,2,182.9
2013,NUTS,2010,ITF3,2,189.1
2014,NUTS,2010,ITF3,2,179.4
2015,NUTS,2010,ITF3,2,180.6
2016,NUTS,2010,ITF3,2,177.0
2017,NUTS,2010,ITF3,2,183.3
2018,NUTS,2010,ITF3,2,192.6
2019,NUTS,2010,ITF3,2,198.1
2011,NUTS,2010,ITF4,2,105.5
2012,NUTS,2010,ITF4,2,114.5
2013,NUTS,2010,ITF4,2,120.1
2014,NUTS,2010,ITF4,2,141.4
2015,NUTS,2010,ITF4,2,144.0
2016,NUTS,2010,ITF4,2,121.0
2017,NUTS,2010,ITF4,2,115.2
2018,NUTS,2010,ITF4,2,117.4
2019,NUTS,2010,ITF4,2,123.9
2011,NUTS,2010,ITF5,2,93.0
2012,NUTS,2010,ITF5,2,86.5
2013,NUTS,2010,ITF5,2,89.2
2014,NUTS,2010,ITF5,2,91.0
2015,NUTS,2010,ITF5,2,108.3
2017,NUTS,2010,ITF5,2,114.4
2018,NUTS,2010,ITF5,2,111.7
2019,NUTS,2010,ITF5,2,116.3
2011,NUTS,2010,ITF6,2,66.2
2012,NUTS,2010,ITF6,2,73.5
2013,NUTS,2010,ITF6,2,75.0
2014,NUTS,2010,ITF6,2,106.7
2015,NUTS,2010,ITF6,2,95.4
2016,NUTS,2010,ITF6,2,77.2
2017,NUTS,2010,ITF6,2,71.2
2018,NUTS,2010,ITF6,2,73.5
2019,NUTS,2010,ITF6,2,78.7
2011,NUTS,2010,ITG,1,126.2
2012,NUTS,2010,ITG,1,126.3
2013,NUTS,2010,ITG,1,130.1
2014,NUTS,2010,ITG,1,142.5
2015,NUTS,2010,ITG,1,138.7
2016,NUTS,2010,ITG,1,117.1
2017,NUTS,2010,ITG,1,112.7
2018,NUTS,2010,ITG,1,121.6
2019,NUTS,2010,ITG,1,126.7
2011,NUTS,2010,ITG1,2,122.3
2012,NUTS,2010,ITG1,2,126.3
2013,NUTS,2010,ITG1,2,130.6
2014,NUTS,2010,ITG1,2,148.5
2015,NUTS,2010,ITG1,2,139.5
2016,NUTS,2010,ITG1,2,110.2
2017,NUTS,2010,ITG1,2,107.7
2018,NUTS,2010,ITG1,2,116.9
2019,NUTS,2010,ITG1,2,120.7
2011,NUTS,2010,ITG2,2,138.2
2012,NUTS,2010,ITG2,2,126.5
2013,NUTS,2010,ITG2,2,128.7
2014,NUTS,2010,ITG2,2,124.3
2015,NUTS,2010,ITG2,2,136.4
2016,NUTS,2010,ITG2,2,138.2
2017,NUTS,2010,ITG2,2,127.9
2018,NUTS,2010,ITG2,2,136.0
2019,NUTS,2010,ITG2,2,145.0
2011,NUTS,2010,ITH,1,342.7
2012,NUTS,2010,ITH,1,356.3
2013,NUTS,2010,ITH,1,363.7
2014,NUTS,2010,ITH,1,364.9
2015,NUTS,2010,ITH,1,382.6
2016,NUTS,2010,ITH,1,422.1
2017,NUTS,2010,ITH,1,436.1
2018,NUTS,2010,ITH,1,460.6
2019,NUTS,2010,ITH,1,467.6
2011,NUTS,2010,ITH1,2,202.7
2012,NUTS,2010,ITH1,2,190.7
2013,NUTS,2010,ITH1,2,216.5
2014,NUTS,2010,ITH1,2,238.8
2015,NUTS,2010,ITH1,2,255.7
2016,NUTS,2010,ITH1,2,235.9
2017,NUTS,2010,ITH1,2,252.2
2018,NUTS,2010,ITH1,2,314.8
2019,NUTS,2010,ITH1,2,286.6
2011,NUTS,2010,ITH2,2,514.9
2012,NUTS,2010,ITH2,2,528.0
2013,NUTS,2010,ITH2,2,530.9
2014,NUTS,2010,ITH2,2,519.9
2015,NUTS,2010,ITH2,2,512.8
2016,NUTS,2010,ITH2,2,445.4
2017,NUTS,2010,ITH2,2,456.0
2018,NUTS,2010,ITH2,2,476.1
2019,NUTS,2010,ITH2,2,481.2
2011,NUTS,2010,ITH3,2,272.4
2012,NUTS,2010,ITH3,2,273.0
2013,NUTS,2010,ITH3,2,282.9
2014,NUTS,2010,ITH3,2,269.7
2015,NUTS,2010,ITH3,2,279.9
2016,NUTS,2010,ITH3,2,329.4
2017,NUTS,2010,ITH3,2,346.9
2018,NUTS,2010,ITH3,2,368.9
2019,NUTS,2010,ITH3,2,371.2
2011,NUTS,2010,ITH4,2,375.2
2012,NUTS,2010,ITH4,2,358.3
2013,NUTS,2010,ITH4,2,360.6
2014,NUTS,2010,ITH4,2,369.1
2015,NUTS,2010,ITH4,2,380.3
2016,NUTS,2010,ITH4,2,387.5
2017,NUTS,2010,ITH4,2,388.7
2018,NUTS,2010,ITH4,2,417.5
2019,NUTS,2010,ITH4,2,433.4
2011,NUTS,2010,ITH5,2,407.6
2012,NUTS,2010,ITH5,2,447.4
2013,NUTS,2010,ITH5,2,451.5
2014,NUTS,2010,ITH5,2,465.2
2015,NUTS,2010,ITH5,2,496.0
2016,NUTS,2010,ITH5,2,553.1
2017,NUTS,2010,ITH5,2,566.7
2018,NUTS,2010,ITH5,2,588.7
2019,NUTS,2010,ITH5,2,602.5
2011,NUTS,2010,ITI,1,345.5
2012,NUTS,2010,ITI,1,350.0
2013,NUTS,2010,ITI,1,348.7
2014,NUTS,2010,ITI,1,339.1
2017,NUTS,2010,ITI,1,377.4
2018,NUTS,2010,ITI,1,396.2
2019,NUTS,2010,ITI,1,426.4
2011,NUTS,2010,ITI1,2,299.6
2012,NUTS,2010,ITI1,2,311.6
2013,NUTS,2010,ITI1,2,309.3
2014,NUTS,2010,ITI1,2,312.8
2015,NUTS,2010,ITI1,2,318.2
2016,NUTS,2010,ITI1,2,321.4
2017,NUTS,2010,ITI1,2,359.7
2018,NUTS,2010,ITI1,2,391.1
2019,NUTS,2010,ITI1,2,419.1
2011,NUTS,2010,ITI2,2,185.2
2012,NUTS,2010,ITI2,2,180.0
2013,NUTS,2010,ITI2,2,168.8
2014,NUTS,2010,ITI2,2,185.9
2017,NUTS,2010,ITI2,2,195.0
2018,NUTS,2010,ITI2,2,208.9
2019,NUTS,2010,ITI2,2,214.4
2011,NUTS,2010,ITI3,2,170.3
2012,NUTS,2010,ITI3,2,175.6
2013,NUTS,2010,ITI3,2,174.4
2014,NUTS,2010,ITI3,2,186.0
2015,NUTS,2010,ITI3,2,181.9
2016,NUTS,2010,ITI3,2,220.9
2017,NUTS,2010,ITI3,2,240.2
2018,NUTS,2010,ITI3,2,239.1
2019,NUTS,2010,ITI3,2,239.0
2011,NUTS,2010,ITI4,2,451.3
2012,NUTS,2010,ITI4,2,451.8
2013,NUTS,2010,ITI4,2,452.1
2014,NUTS,2010,ITI4,2,419.7
2015,NUTS,2010,ITI4,2,407.3
2016,NUTS,2010,ITI4,2,432.2
2017,NUTS,2010,ITI4,2,451.8
2018,NUTS,2010,ITI4,2,468.4
2019,NUTS,2010,ITI4,2,512.4
2011,NUTS,2010,LT,0,131.2
2012,NUTS,2010,LT,0,137.0
2013,NUTS,2010,LT,0,152.4
2014,NUTS,2010,LT,0,172.9
2015,NUTS,2010,LT,0,180.1
2016,NUTS,2010,LT,0,150.7
2017,NUTS,2010,LT,0,169.6
2018,NUTS,2010,LT,0,186.9
2019,NUTS,2010,LT,0,208.6
2020,NUTS,2010,LT,0,242.0
2011,NUTS,2010,LT0,1,131.2
2012,NUTS,2010,LT0,1,137.0
2013,NUTS,2010,LT0,1,152.4
2014,NUTS,2010,LT0,1,172.9
2015,NUTS,2010,LT0,1,180.1
2016,NUTS,2010,LT0,1,150.7
2017,NUTS,2010,LT0,1,169.6
2018,NUTS,2010,LT0,1,186.9
2019,NUTS,2010,LT0,1,208.6
2020,NUTS,2010,LT0,1,242.0
2011,NUTS,2010,LT00,2,131.2
2012,NUTS,2010,LT00,2,137.0
2013,NUTS,2010,LT00,2,152.4
2014,NUTS,2010,LT00,2,172.9
2015,NUTS,2010,LT01,2,404.9
2016,NUTS,2010,LT01,2,306.3
2017,NUTS,2010,LT01,2,311.8
2018,NUTS,2010,LT01,2,372.9
2019,NUTS,2010,LT01,2,442.8
2015,NUTS,2010,LT02,2,94.2
2016,NUTS,2010,LT02,2,90.6
2017,NUTS,2010,LT02,2,113.6
2018,NUTS,2010,LT02,2,112.1
2019,NUTS,2010,LT02,2,113.0
2011,NUTS,2010,LU,0,845.3
2012,NUTS,2010,LU,0,709.7
2013,NUTS,2010,LU,0,731.8
2014,NUTS,2010,LU,0,723.7
2015,NUTS,2010,LU,0,743.6
2016,NUTS,2010,LU,0,771.5
2017,NUTS,2010,LU,0,745.8
2018,NUTS,2010,LU,0,703.1
2019,NUTS,2010,LU,0,718.0
2020,NUTS,2010,LU,0,663.2
2011,NUTS,2010,LU0,1,845.3
2012,NUTS,2010,LU0,1,709.7
2013,NUTS,2010,LU0,1,731.8
2014,NUTS,2010,LU0,1,723.7
2015,NUTS,2010,LU0,1,743.6
2016,NUTS,2010,LU0,1,771.5
2017,NUTS,2010,LU0,1,745.8
2018,NUTS,2010,LU0,1,703.1
2019,NUTS,2010,LU0,1,718.0
2020,NUTS,2010,LU0,1,663.2
2011,NUTS,2010,LU00,2,845.3
2012,NUTS,2010,LU00,2,709.7
2013,NUTS,2010,LU00,2,731.8
2014,NUTS,2010,LU00,2,723.7
2015,NUTS,2010,LU00,2,743.6
2016,NUTS,2010,LU00,2,771.5
2017,NUTS,2010,LU00,2,745.8
2018,NUTS,2010,LU00,2,703.1
2019,NUTS,2010,LU00,2,718.0
2020,NUTS,2010,LU00,2,663.2
2011,NUTS,2010,LV,0,88.1
2012,NUTS,2010,LV,0,88.6
2013,NUTS,2010,LV,0,84.5
2014,NUTS,2010,LV,0,97.8
2015,NUTS,2010,LV,0,92.0
2016,NUTS,2010,LV,0,66.8
2017,NUTS,2010,LV,0,81.8
2018,NUTS,2010,LV,0,107.1
2019,NUTS,2010,LV,0,110.3
2020,NUTS,2010,LV,0,118.5
2011,NUTS,2010,LV0,1,88.1
2012,NUTS,2010,LV0,1,88.6
2013,NUTS,2010,LV0,1,84.5
2014,NUTS,2010,LV0,1,97.8
2015,NUTS,2010,LV0,1,92.0
2016,NUTS,2010,LV0,1,66.8
2017,NUTS,2010,LV0,1,81.8
2018,NUTS,2010,LV0,1,107.1
2019,NUTS,2010,LV0,1,110.3
2020,NUTS,2010,LV0,1,118.5
2011,NUTS,2010,LV00,2,88.1
2012,NUTS,2010,LV00,2,88.6
2013,NUTS,2010,LV00,2,84.5
2014,NUTS,2010,LV00,2,97.8
2015,NUTS,2010,LV00,2,92.0
2016,NUTS,2010,LV00,2,66.8
2017,NUTS,2010,LV00,2,81.8
2018,NUTS,2010,LV00,2,107.1
2019,NUTS,2010,LV00,2,110.3
2020,NUTS,2010,LV00,2,118.5
2015,NUTS,2010,MK,0,38.6
2016,NUTS,2010,MK,0,38.9
2017,NUTS,2010,MK,0,31.9
2018,NUTS,2010,MK,0,33.7
2019,NUTS,2010,MK,0,35.3
2020,NUTS,2010,MK,0,34.2
2015,NUTS,2010,MK0,1,38.6
2016,NUTS,2010,MK0,1,38.9
2017,NUTS,2010,MK0,1,31.9
2018,NUTS,2010,MK0,1,33.7
2019,NUTS,2010,MK0,1,35.3
2020,NUTS,2010,MK0,1,34.2
2015,NUTS,2010,MK00,2,38.6
2016,NUTS,2010,MK00,2,38.9
2017,NUTS,2010,MK00,2,31.9
2018,NUTS,2010,MK00,2,33.7
2019,NUTS,2010,MK00,2,35.3
2020,NUTS,2010,MK00,2,34.2
2011,NUTS,2010,MT,0,138.2
2012,NUTS,2010,MT,0,173.0
2013,NUTS,2010,MT,0,166.6
2014,NUTS,2010,MT,0,164.2
2015,NUTS,2010,MT,0,181.7
2016,NUTS,2010,MT,0,143.0
2017,NUTS,2010,MT,0,154.0
2018,NUTS,2010,MT,0,165.0
2019,NUTS,2010,MT,0,166.7
2020,NUTS,2010,MT,0,171.7
2011,NUTS,2010,MT0,1,138.2
2012,NUTS,2010,MT0,1,173.0
2013,NUTS,2010,MT0,1,166.6
2014,NUTS,2010,MT0,1,164.2
2015,NUTS,2010,MT0,1,181.7
2016,NUTS,2010,MT0,1,143.0
2017,NUTS,2010,MT0,1,154.0
2018,NUTS,2010,MT0,1,165.0
2019,NUTS,2010,MT0,1,166.7
2020,NUTS,2010,MT0,1,171.7
2011,NUTS,2010,MT00,2,138.2
2012,NUTS,2010,MT00,2,173.0
2013,NUTS,2010,MT00,2,166.6
2014,NUTS,2010,MT00,2,164.2
2015,NUTS,2010,MT00,2,181.7
2016,NUTS,2010,MT00,2,143.0
2017,NUTS,2010,MT00,2,154.0
2018,NUTS,2010,MT00,2,165.0
2019,NUTS,2010,MT00,2,166.7
2020,NUTS,2010,MT00,2,171.7
2011,NUTS,2010,NL,0,617.7
2012,NUTS,2010,NL,0,619.9
2013,NUTS,2010,NL,0,694.5
2014,NUTS,2010,NL,0,707.9
2015,NUTS,2010,NL,0,709.7
2016,NUTS,2010,NL,0,723.5
2017,NUTS,2010,NL,0,749.7
2018,NUTS,2010,NL,0,749.0
2019,NUTS,2010,NL,0,775.3
2020,NUTS,2010,NL,0,777.8
2011,NUTS,2010,NL1,1,362.3
2012,NUTS,2010,NL1,1,359.7
2013,NUTS,2010,NL1,1,425.2
2014,NUTS,2010,NL1,1,446.6
2015,NUTS,2010,NL1,1,433.1
2016,NUTS,2010,NL1,1,439.2
2017,NUTS,2010,NL1,1,424.0
2018,NUTS,2010,NL1,1,419.8
2019,NUTS,2010,NL1,1,425.9
2011,NUTS,2010,NL11,2,706.4
2012,NUTS,2010,NL11,2,699.8
2011,NUTS,2010,NL12,2,191.8
2012,NUTS,2010,NL12,2,199.6
2011,NUTS,2010,NL13,2,181.5
2012,NUTS,2010,NL13,2,168.2
2011,NUTS,2010,NL2,1,567.9
2012,NUTS,2010,NL2,1,544.1
2013,NUTS,2010,NL2,1,579.2
2014,NUTS,2010,NL2,1,569.9
2015,NUTS,2010,NL2,1,562.6
2016,NUTS,2010,NL2,1,568.1
2017,NUTS,2010,NL2,1,603.1
2018,NUTS,2010,NL2,1,602.2
2019,NUTS,2010,NL2,1,631.3
2011,NUTS,2010,NL21,2,554.1
2012,NUTS,2010,NL21,2,443.3
2011,NUTS,2010,NL22,2,614.2
2012,NUTS,2010,NL22,2,625.0
2011,NUTS,2010,NL23,2,371.4
2012,NUTS,2010,NL23,2,423.3
2011,NUTS,2010,NL3,1,651.5
2012,NUTS,2010,NL3,1,658.2
2013,NUTS,2010,NL3,1,735.7
2014,NUTS,2010,NL3,1,749.0
2015,NUTS,2010,NL3,1,757.6
2016,NUTS,2010,NL3,1,767.8
2017,NUTS,2010,NL3,1,778.4
2018,NUTS,2010,NL3,1,783.2
2019,NUTS,2010,NL3,1,787.6
2011,NUTS,2010,NL31,2,779.8
2012,NUTS,2010,NL31,2,769.1
2011,NUTS,2010,NL32,2,698.1
2012,NUTS,2010,NL32,2,731.1
2011,NUTS,2010,NL33,2,630.8
2012,NUTS,2010,NL33,2,620.3
2011,NUTS,2010,NL34,2,99.8
2012,NUTS,2010,NL34,2,133.5
2011,NUTS,2010,NL4,1,715.3
2012,NUTS,2010,NL4,1,735.1
2013,NUTS,2010,NL4,1,846.4
2014,NUTS,2010,NL4,1,878.1
2015,NUTS,2010,NL4,1,881.3
2016,NUTS,2010,NL4,1,913.9
2017,NUTS,2010,NL4,1,985.2
2018,NUTS,2010,NL4,1,973.7
2019,NUTS,2010,NL4,1,1055.6
2011,NUTS,2010,NL41,2,795.6
2012,NUTS,2010,NL41,2,840.7
2011,NUTS,2010,NL42,2,539.9
2012,NUTS,2010,NL42,2,503.5
2011,NUTS,2010,NO,0,633.7
2012,NUTS,2010,NO,0,639.8
2013,NUTS,2010,NO,0,650.4
2014,NUTS,2010,NO,0,680.8
2015,NUTS,2010,NO,0,774.4
2016,NUTS,2010,NO,0,819.9
2017,NUTS,2010,NO,0,853.6
2018,NUTS,2010,NO,0,836.1
2019,NUTS,2010,NO,0,881.4
2020,NUTS,2010,NO,0,917.8
2011,NUTS,2010,NO0,1,633.7
2012,NUTS,2010,NO0,1,639.8
2013,NUTS,2010,NO0,1,650.4
2014,NUTS,2010,NO0,1,680.8
2015,NUTS,2010,NO0,1,774.4
2016,NUTS,2010,NO0,1,819.9
2017,NUTS,2010,NO0,1,853.6
2018,NUTS,2010,NO0,1,836.1
2019,NUTS,2010,NO0,1,881.4
2011,NUTS,2010,NO01,2,1245.7
2012,NUTS,2010,NO01,2,1190.9
2013,NUTS,2010,NO01,2,1187.8
2014,NUTS,2010,NO01,2,1215.6
2015,NUTS,2010,NO01,2,1377.8
2016,NUTS,2010,NO01,2,1449.8
2017,NUTS,2010,NO01,2,1475.0
2018,NUTS,2010,NO01,2,1442.5
2019,NUTS,2010,NO01,2,1507.0
2011,NUTS,2010,NO02,2,147.1
2012,NUTS,2010,NO02,2,145.3
