year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pc_gdp
2013,NUTS,2010,NL2,1,2.21
2014,NUTS,2010,NL2,1,2.14
2015,NUTS,2010,NL2,1,2.09
2016,NUTS,2010,NL2,1,2.05
2017,NUTS,2010,NL2,1,2.12
2018,NUTS,2010,NL2,1,2.07
2019,NUTS,2010,NL2,1,2.14
2011,NUTS,2010,NL21,2,2.04
2012,NUTS,2010,NL21,2,1.69
2011,NUTS,2010,NL22,2,2.21
2012,NUTS,2010,NL22,2,2.32
2011,NUTS,2010,NL23,2,1.49
2012,NUTS,2010,NL23,2,1.74
2011,NUTS,2010,NL3,1,1.77
2012,NUTS,2010,NL3,1,1.81
2013,NUTS,2010,NL3,1,2.03
2014,NUTS,2010,NL3,1,2.04
2015,NUTS,2010,NL3,1,2.02
2016,NUTS,2010,NL3,1,2.01
2017,NUTS,2010,NL3,1,2.0
2018,NUTS,2010,NL3,1,1.98
2019,NUTS,2010,NL3,1,1.96
2011,NUTS,2010,NL31,2,1.91
2012,NUTS,2010,NL31,2,1.92
2011,NUTS,2010,NL32,2,1.71
2012,NUTS,2010,NL32,2,1.82
2011,NUTS,2010,NL33,2,1.89
2012,NUTS,2010,NL33,2,1.87
2011,NUTS,2010,NL34,2,0.38
2012,NUTS,2010,NL34,2,0.53
2011,NUTS,2010,NL4,1,2.33
2012,NUTS,2010,NL4,1,2.43
2013,NUTS,2010,NL4,1,2.82
2014,NUTS,2010,NL4,1,2.87
2015,NUTS,2010,NL4,1,2.79
2016,NUTS,2010,NL4,1,2.81
2017,NUTS,2010,NL4,1,2.93
2018,NUTS,2010,NL4,1,2.86
2019,NUTS,2010,NL4,1,3.06
2011,NUTS,2010,NL41,2,2.47
2012,NUTS,2010,NL41,2,2.64
2011,NUTS,2010,NL42,2,1.97
2012,NUTS,2010,NL42,2,1.88
2011,NUTS,2010,NO,0,1.63
2012,NUTS,2010,NO,0,1.62
2013,NUTS,2010,NO,0,1.65
2014,NUTS,2010,NO,0,1.72
2015,NUTS,2010,NO,0,1.94
2016,NUTS,2010,NO,0,2.04
2017,NUTS,2010,NO,0,2.1
2018,NUTS,2010,NO,0,2.05
2019,NUTS,2010,NO,0,2.16
2020,NUTS,2010,NO,0,2.28
2011,NUTS,2010,NO0,1,2.14
2012,NUTS,2010,NO0,1,2.12
2013,NUTS,2010,NO0,1,2.12
2014,NUTS,2010,NO0,1,2.14
2015,NUTS,2010,NO0,1,2.29
2016,NUTS,2010,NO0,1,2.34
2017,NUTS,2010,NO0,1,2.48
2018,NUTS,2010,NO0,1,2.49
2019,NUTS,2010,NO0,1,2.5
2011,NUTS,2010,NO01,2,3.11
2012,NUTS,2010,NO01,2,2.91
2013,NUTS,2010,NO01,2,2.86
2014,NUTS,2010,NO01,2,2.84
2015,NUTS,2010,NO01,2,3.07
2016,NUTS,2010,NO01,2,3.08
2017,NUTS,2010,NO01,2,3.18
2018,NUTS,2010,NO01,2,3.22
2011,NUTS,2010,NO02,2,0.68
2012,NUTS,2010,NO02,2,0.67
2013,NUTS,2010,NO02,2,0.8
2014,NUTS,2010,NO02,2,0.78
2015,NUTS,2010,NO02,2,0.78
2016,NUTS,2010,NO02,2,0.81
2017,NUTS,2010,NO02,2,0.92
2018,NUTS,2010,NO02,2,0.93
2019,NUTS,2010,NO02,2,0.88
2011,NUTS,2010,NO03,2,1.41
2012,NUTS,2010,NO03,2,1.41
2013,NUTS,2010,NO03,2,1.54
2014,NUTS,2010,NO03,2,1.61
2015,NUTS,2010,NO03,2,1.59
2016,NUTS,2010,NO03,2,1.61
2017,NUTS,2010,NO03,2,1.65
2018,NUTS,2010,NO03,2,1.67
2011,NUTS,2010,NO04,2,0.96
2012,NUTS,2010,NO04,2,1.0
2013,NUTS,2010,NO04,2,1.07
2014,NUTS,2010,NO04,2,1.1
2015,NUTS,2010,NO04,2,1.18
2016,NUTS,2010,NO04,2,1.38
2017,NUTS,2010,NO04,2,1.5
2018,NUTS,2010,NO04,2,1.48
2011,NUTS,2010,NO05,2,1.68
2012,NUTS,2010,NO05,2,1.64
2013,NUTS,2010,NO05,2,1.61
2014,NUTS,2010,NO05,2,1.68
2015,NUTS,2010,NO05,2,1.91
2016,NUTS,2010,NO05,2,1.95
2017,NUTS,2010,NO05,2,2.27
2018,NUTS,2010,NO05,2,2.43
2011,NUTS,2010,NO06,2,4.51
2012,NUTS,2010,NO06,2,4.86
2013,NUTS,2010,NO06,2,4.78
2014,NUTS,2010,NO06,2,4.79
2015,NUTS,2010,NO06,2,4.93
2016,NUTS,2010,NO06,2,4.73
2017,NUTS,2010,NO06,2,4.79
2018,NUTS,2010,NO06,2,4.59
2019,NUTS,2010,NO06,2,5.04
2011,NUTS,2010,NO07,2,1.65
2012,NUTS,2010,NO07,2,1.79
2013,NUTS,2010,NO07,2,1.63
2014,NUTS,2010,NO07,2,1.69
2015,NUTS,2010,NO07,2,1.89
2016,NUTS,2010,NO07,2,1.89
2017,NUTS,2010,NO07,2,2.0
2018,NUTS,2010,NO07,2,1.94
2019,NUTS,2010,NO07,2,1.91
2011,NUTS,2010,PL,0,0.75
2012,NUTS,2010,PL,0,0.88
2013,NUTS,2010,PL,0,0.88
2014,NUTS,2010,PL,0,0.94
2015,NUTS,2010,PL,0,1.0
2016,NUTS,2010,PL,0,0.96
2017,NUTS,2010,PL,0,1.03
2018,NUTS,2010,PL,0,1.21
2019,NUTS,2010,PL,0,1.32
2020,NUTS,2010,PL,0,1.39
2011,NUTS,2010,PL1,1,1.21
2012,NUTS,2010,PL1,1,1.24
2013,NUTS,2010,PL1,1,1.36
2014,NUTS,2010,PL1,1,1.48
2015,NUTS,2010,PL1,1,1.51
2011,NUTS,2010,PL11,2,0.61
2012,NUTS,2010,PL11,2,0.77
2013,NUTS,2010,PL11,2,0.67
2014,NUTS,2010,PL11,2,0.67
2015,NUTS,2010,PL11,2,0.67
2011,NUTS,2010,PL12,2,1.37
2012,NUTS,2010,PL12,2,1.37
2013,NUTS,2010,PL12,2,1.55
2014,NUTS,2010,PL12,2,1.7
2015,NUTS,2010,PL12,2,1.74
2011,NUTS,2010,PL2,1,0.7
2012,NUTS,2010,PL2,1,0.89
2013,NUTS,2010,PL2,1,0.88
2014,NUTS,2010,PL2,1,0.89
2015,NUTS,2010,PL2,1,0.95
2016,NUTS,2010,PL2,1,1.17
2017,NUTS,2010,PL2,1,1.11
2018,NUTS,2010,PL2,1,1.28
2019,NUTS,2010,PL2,1,1.42
2011,NUTS,2010,PL21,2,1.0
2012,NUTS,2010,PL21,2,1.32
2013,NUTS,2010,PL21,2,1.31
2014,NUTS,2010,PL21,2,1.39
2015,NUTS,2010,PL21,2,1.49
2016,NUTS,2010,PL21,2,2.15
2017,NUTS,2010,PL21,2,1.85
2018,NUTS,2010,PL21,2,2.14
2019,NUTS,2010,PL21,2,2.22
2011,NUTS,2010,PL22,2,0.51
2012,NUTS,2010,PL22,2,0.63
2013,NUTS,2010,PL22,2,0.62
2014,NUTS,2010,PL22,2,0.57
2015,NUTS,2010,PL22,2,0.61
2016,NUTS,2010,PL22,2,0.53
2017,NUTS,2010,PL22,2,0.63
2018,NUTS,2010,PL22,2,0.72
2019,NUTS,2010,PL22,2,0.89
2011,NUTS,2010,PL3,1,0.61
2012,NUTS,2010,PL3,1,0.76
2013,NUTS,2010,PL3,1,0.74
2014,NUTS,2010,PL3,1,0.93
2015,NUTS,2010,PL3,1,0.99
2011,NUTS,2010,PL31,2,0.61
2012,NUTS,2010,PL31,2,1.01
2013,NUTS,2010,PL31,2,0.61
2014,NUTS,2010,PL31,2,1.03
2015,NUTS,2010,PL31,2,1.07
2011,NUTS,2010,PL32,2,0.89
2012,NUTS,2010,PL32,2,1.01
2013,NUTS,2010,PL32,2,1.22
2014,NUTS,2010,PL32,2,1.38
2015,NUTS,2010,PL32,2,1.29
2011,NUTS,2010,PL33,2,0.36
2012,NUTS,2010,PL33,2,0.3
2013,NUTS,2010,PL33,2,0.35
2014,NUTS,2010,PL33,2,0.34
2015,NUTS,2010,PL33,2,0.61
2011,NUTS,2010,PL34,2,0.39
2012,NUTS,2010,PL34,2,0.38
2013,NUTS,2010,PL34,2,0.55
2014,NUTS,2010,PL34,2,0.6
2015,NUTS,2010,PL34,2,0.76
2011,NUTS,2010,PL4,1,0.48
2012,NUTS,2010,PL4,1,0.66
2013,NUTS,2010,PL4,1,0.5
2014,NUTS,2010,PL4,1,0.49
2015,NUTS,2010,PL4,1,0.57
2016,NUTS,2010,PL4,1,0.46
2017,NUTS,2010,PL4,1,0.55
2018,NUTS,2010,PL4,1,0.66
2019,NUTS,2010,PL4,1,0.72
2011,NUTS,2010,PL41,2,0.62
2012,NUTS,2010,PL41,2,0.88
2013,NUTS,2010,PL41,2,0.63
2014,NUTS,2010,PL41,2,0.64
2015,NUTS,2010,PL41,2,0.74
2016,NUTS,2010,PL41,2,0.59
2017,NUTS,2010,PL41,2,0.63
2018,NUTS,2010,PL41,2,0.75
2019,NUTS,2010,PL41,2,0.82
2011,NUTS,2010,PL42,2,0.33
2012,NUTS,2010,PL42,2,0.37
2013,NUTS,2010,PL42,2,0.3
2014,NUTS,2010,PL42,2,0.28
2015,NUTS,2010,PL42,2,0.33
2016,NUTS,2010,PL42,2,0.27
2017,NUTS,2010,PL42,2,0.45
2018,NUTS,2010,PL42,2,0.55
2019,NUTS,2010,PL42,2,0.61
2011,NUTS,2010,PL43,2,0.16
2012,NUTS,2010,PL43,2,0.2
2013,NUTS,2010,PL43,2,0.26
2014,NUTS,2010,PL43,2,0.18
2015,NUTS,2010,PL43,2,0.22
2016,NUTS,2010,PL43,2,0.2
2017,NUTS,2010,PL43,2,0.38
2018,NUTS,2010,PL43,2,0.48
2019,NUTS,2010,PL43,2,0.48
2011,NUTS,2010,PL5,1,0.48
2012,NUTS,2010,PL5,1,0.6
2013,NUTS,2010,PL5,1,0.57
2014,NUTS,2010,PL5,1,0.66
2015,NUTS,2010,PL5,1,0.74
2016,NUTS,2010,PL5,1,0.63
2017,NUTS,2010,PL5,1,0.82
2018,NUTS,2010,PL5,1,1.0
2019,NUTS,2010,PL5,1,1.11
2011,NUTS,2010,PL51,2,0.54
2012,NUTS,2010,PL51,2,0.7
2013,NUTS,2010,PL51,2,0.65
2014,NUTS,2010,PL51,2,0.74
2015,NUTS,2010,PL51,2,0.85
2016,NUTS,2010,PL51,2,0.69
2017,NUTS,2010,PL51,2,0.91
2018,NUTS,2010,PL51,2,1.09
2019,NUTS,2010,PL51,2,1.25
2011,NUTS,2010,PL52,2,0.25
2012,NUTS,2010,PL52,2,0.19
2013,NUTS,2010,PL52,2,0.23
2014,NUTS,2010,PL52,2,0.34
2015,NUTS,2010,PL52,2,0.32
2016,NUTS,2010,PL52,2,0.36
2017,NUTS,2010,PL52,2,0.46
2018,NUTS,2010,PL52,2,0.63
2019,NUTS,2010,PL52,2,0.54
2011,NUTS,2010,PL6,1,0.5
2012,NUTS,2010,PL6,1,0.73
2013,NUTS,2010,PL6,1,0.62
2014,NUTS,2010,PL6,1,0.64
2015,NUTS,2010,PL6,1,0.72
2016,NUTS,2010,PL6,1,0.7
2017,NUTS,2010,PL6,1,0.77
2018,NUTS,2010,PL6,1,0.97
2019,NUTS,2010,PL6,1,1.19
2011,NUTS,2010,PL61,2,0.27
2012,NUTS,2010,PL61,2,0.42
2013,NUTS,2010,PL61,2,0.31
2014,NUTS,2010,PL61,2,0.34
2015,NUTS,2010,PL61,2,0.46
2016,NUTS,2010,PL61,2,0.35
2017,NUTS,2010,PL61,2,0.5
2018,NUTS,2010,PL61,2,0.65
2019,NUTS,2010,PL61,2,0.73
2011,NUTS,2010,PL62,2,0.47
2012,NUTS,2010,PL62,2,0.48
2013,NUTS,2010,PL62,2,0.36
2014,NUTS,2010,PL62,2,0.27
2015,NUTS,2010,PL62,2,0.32
2016,NUTS,2010,PL62,2,0.33
2017,NUTS,2010,PL62,2,0.51
2018,NUTS,2010,PL62,2,0.56
2019,NUTS,2010,PL62,2,0.8
2011,NUTS,2010,PL63,2,0.7
2012,NUTS,2010,PL63,2,1.07
2013,NUTS,2010,PL63,2,0.99
2014,NUTS,2010,PL63,2,1.06
2015,NUTS,2010,PL63,2,1.11
2016,NUTS,2010,PL63,2,1.14
2017,NUTS,2010,PL63,2,1.08
2018,NUTS,2010,PL63,2,1.4
2019,NUTS,2010,PL63,2,1.68
2016,NUTS,2010,PL7,1,0.53
2017,NUTS,2010,PL7,1,0.6
2018,NUTS,2010,PL7,1,0.84
2019,NUTS,2010,PL7,1,0.86
2016,NUTS,2010,PL71,2,0.62
2017,NUTS,2010,PL71,2,0.72
2018,NUTS,2010,PL71,2,0.94
2019,NUTS,2010,PL71,2,0.98
2016,NUTS,2010,PL72,2,0.31
2017,NUTS,2010,PL72,2,0.31
2018,NUTS,2010,PL72,2,0.57
2019,NUTS,2010,PL72,2,0.53
2016,NUTS,2010,PL8,1,0.84
2017,NUTS,2010,PL8,1,0.87
2018,NUTS,2010,PL8,1,0.98
2019,NUTS,2010,PL8,1,1.09
2016,NUTS,2010,PL81,2,0.87
2017,NUTS,2010,PL81,2,0.88
2018,NUTS,2010,PL81,2,1.01
2019,NUTS,2010,PL81,2,1.15
2016,NUTS,2010,PL82,2,1.05
2017,NUTS,2010,PL82,2,1.03
2018,NUTS,2010,PL82,2,1.1
2019,NUTS,2010,PL82,2,1.19
2016,NUTS,2010,PL84,2,0.43
2017,NUTS,2010,PL84,2,0.59
2018,NUTS,2010,PL84,2,0.71
2019,NUTS,2010,PL84,2,0.81
2016,NUTS,2010,PL9,1,1.66
2017,NUTS,2010,PL9,1,1.79
2018,NUTS,2010,PL9,1,1.99
2019,NUTS,2010,PL9,1,2.08
2016,NUTS,2010,PL91,2,2.08
2017,NUTS,2010,PL91,2,2.23
2018,NUTS,2010,PL91,2,2.45
2019,NUTS,2010,PL91,2,2.56
2016,NUTS,2010,PL92,2,0.31
2017,NUTS,2010,PL92,2,0.34
2018,NUTS,2010,PL92,2,0.45
2019,NUTS,2010,PL92,2,0.48
2011,NUTS,2010,PT,0,1.46
2012,NUTS,2010,PT,0,1.38
2013,NUTS,2010,PT,0,1.32
2014,NUTS,2010,PT,0,1.29
2015,NUTS,2010,PT,0,1.24
2016,NUTS,2010,PT,0,1.28
2017,NUTS,2010,PT,0,1.32
2018,NUTS,2010,PT,0,1.35
2019,NUTS,2010,PT,0,1.4
2020,NUTS,2010,PT,0,1.62
2011,NUTS,2010,PT1,1,1.51
2012,NUTS,2010,PT1,1,1.42
2013,NUTS,2010,PT1,1,1.37
2014,NUTS,2010,PT1,1,1.34
2015,NUTS,2010,PT1,1,1.29
2016,NUTS,2010,PT1,1,1.33
2017,NUTS,2010,PT1,1,1.37
2018,NUTS,2010,PT1,1,1.4
2019,NUTS,2010,PT1,1,1.44
2020,NUTS,2010,PT1,1,1.67
2011,NUTS,2010,PT11,2,1.49
2012,NUTS,2010,PT11,2,1.42
2013,NUTS,2010,PT11,2,1.39
2014,NUTS,2010,PT11,2,1.35
2015,NUTS,2010,PT11,2,1.35
2016,NUTS,2010,PT11,2,1.36
2017,NUTS,2010,PT11,2,1.5
2018,NUTS,2010,PT11,2,1.51
2019,NUTS,2010,PT11,2,1.53
2020,NUTS,2010,PT11,2,1.82
2011,NUTS,2010,PT15,2,0.41
2012,NUTS,2010,PT15,2,0.42
2013,NUTS,2010,PT15,2,0.36
2014,NUTS,2010,PT15,2,0.39
2015,NUTS,2010,PT15,2,0.37
2016,NUTS,2010,PT15,2,0.35
2017,NUTS,2010,PT15,2,0.3
2018,NUTS,2010,PT15,2,0.33
2019,NUTS,2010,PT15,2,0.4
2020,NUTS,2010,PT15,2,0.49
2011,NUTS,2010,PT16,2,1.26
2012,NUTS,2010,PT16,2,1.31
2013,NUTS,2010,PT16,2,1.29
2014,NUTS,2010,PT16,2,1.35
2015,NUTS,2010,PT16,2,1.23
2016,NUTS,2010,PT16,2,1.27
2017,NUTS,2010,PT16,2,1.32
2018,NUTS,2010,PT16,2,1.3
2019,NUTS,2010,PT16,2,1.36
2020,NUTS,2010,PT16,2,1.43
2011,NUTS,2010,PT17,2,1.97
2012,NUTS,2010,PT17,2,1.76
2013,NUTS,2010,PT17,2,1.68
2014,NUTS,2010,PT17,2,1.58
2015,NUTS,2010,PT17,2,1.52
2016,NUTS,2010,PT17,2,1.6
2017,NUTS,2010,PT17,2,1.57
2018,NUTS,2010,PT17,2,1.62
2019,NUTS,2010,PT17,2,1.67
2020,NUTS,2010,PT17,2,1.96
2011,NUTS,2010,PT18,2,0.42
2012,NUTS,2010,PT18,2,0.47
2013,NUTS,2010,PT18,2,0.46
2014,NUTS,2010,PT18,2,0.47
2015,NUTS,2010,PT18,2,0.51
2016,NUTS,2010,PT18,2,0.54
2017,NUTS,2010,PT18,2,0.56
2018,NUTS,2010,PT18,2,0.67
2019,NUTS,2010,PT18,2,0.78
2020,NUTS,2010,PT18,2,0.89
2011,NUTS,2010,PT2,1,0.39
2012,NUTS,2010,PT2,1,0.59
2013,NUTS,2010,PT2,1,0.35
2014,NUTS,2010,PT2,1,0.35
2015,NUTS,2010,PT2,1,0.34
2016,NUTS,2010,PT2,1,0.3
2017,NUTS,2010,PT2,1,0.3
2018,NUTS,2010,PT2,1,0.32
2019,NUTS,2010,PT2,1,0.3
2020,NUTS,2010,PT2,1,0.34
2011,NUTS,2010,PT20,2,0.39
2012,NUTS,2010,PT20,2,0.59
2013,NUTS,2010,PT20,2,0.35
2014,NUTS,2010,PT20,2,0.35
2015,NUTS,2010,PT20,2,0.34
2016,NUTS,2010,PT20,2,0.3
2017,NUTS,2010,PT20,2,0.3
2018,NUTS,2010,PT20,2,0.32
2019,NUTS,2010,PT20,2,0.3
2020,NUTS,2010,PT20,2,0.34
2011,NUTS,2010,PT3,1,0.3
2012,NUTS,2010,PT3,1,0.3
2013,NUTS,2010,PT3,1,0.34
2014,NUTS,2010,PT3,1,0.35
2015,NUTS,2010,PT3,1,0.35
2016,NUTS,2010,PT3,1,0.3
2017,NUTS,2010,PT3,1,0.35
2018,NUTS,2010,PT3,1,0.38
2019,NUTS,2010,PT3,1,0.44
2020,NUTS,2010,PT3,1,0.51
2011,NUTS,2010,PT30,2,0.3
2012,NUTS,2010,PT30,2,0.3
2013,NUTS,2010,PT30,2,0.34
2014,NUTS,2010,PT30,2,0.35
2015,NUTS,2010,PT30,2,0.35
2016,NUTS,2010,PT30,2,0.3
2017,NUTS,2010,PT30,2,0.35
2018,NUTS,2010,PT30,2,0.38
2019,NUTS,2010,PT30,2,0.44
2020,NUTS,2010,PT30,2,0.51
2011,NUTS,2010,RO,0,0.5
2012,NUTS,2010,RO,0,0.49
2013,NUTS,2010,RO,0,0.39
2014,NUTS,2010,RO,0,0.38
2015,NUTS,2010,RO,0,0.49
2016,NUTS,2010,RO,0,0.48
2017,NUTS,2010,RO,0,0.5
2018,NUTS,2010,RO,0,0.5
2019,NUTS,2010,RO,0,0.48
2020,NUTS,2010,RO,0,0.47
2011,NUTS,2010,RO1,1,0.35
2012,NUTS,2010,RO1,1,0.34
2013,NUTS,2010,RO1,1,0.23
2014,NUTS,2010,RO1,1,0.29
2015,NUTS,2010,RO1,1,0.37
2016,NUTS,2010,RO1,1,0.29
2017,NUTS,2010,RO1,1,0.25
2018,NUTS,2010,RO1,1,0.26
2019,NUTS,2010,RO1,1,0.24
2011,NUTS,2010,RO11,2,0.5
2012,NUTS,2010,RO11,2,0.45
2013,NUTS,2010,RO11,2,0.32
2014,NUTS,2010,RO11,2,0.27
2015,NUTS,2010,RO11,2,0.41
2016,NUTS,2010,RO11,2,0.26
2017,NUTS,2010,RO11,2,0.24
2018,NUTS,2010,RO11,2,0.22
2019,NUTS,2010,RO11,2,0.18
2011,NUTS,2010,RO12,2,0.2
2012,NUTS,2010,RO12,2,0.23
2013,NUTS,2010,RO12,2,0.13
2014,NUTS,2010,RO12,2,0.32
2015,NUTS,2010,RO12,2,0.33
2016,NUTS,2010,RO12,2,0.32
2017,NUTS,2010,RO12,2,0.26
2018,NUTS,2010,RO12,2,0.31
2019,NUTS,2010,RO12,2,0.31
2011,NUTS,2010,RO2,1,0.2
2012,NUTS,2010,RO2,1,0.24
2013,NUTS,2010,RO2,1,0.18
2014,NUTS,2010,RO2,1,0.17
2015,NUTS,2010,RO2,1,0.26
2016,NUTS,2010,RO2,1,0.15
2017,NUTS,2010,RO2,1,0.12
2018,NUTS,2010,RO2,1,0.14
2019,NUTS,2010,RO2,1,0.2
2011,NUTS,2010,RO21,2,0.31
2012,NUTS,2010,RO21,2,0.4
2013,NUTS,2010,RO21,2,0.3
2014,NUTS,2010,RO21,2,0.28
2015,NUTS,2010,RO21,2,0.44
2016,NUTS,2010,RO21,2,0.22
2017,NUTS,2010,RO21,2,0.17
2018,NUTS,2010,RO21,2,0.2
2019,NUTS,2010,RO21,2,0.3
2011,NUTS,2010,RO22,2,0.1
2012,NUTS,2010,RO22,2,0.08
2013,NUTS,2010,RO22,2,0.06
2014,NUTS,2010,RO22,2,0.06
2015,NUTS,2010,RO22,2,0.08
2016,NUTS,2010,RO22,2,0.08
2017,NUTS,2010,RO22,2,0.07
2018,NUTS,2010,RO22,2,0.08
2019,NUTS,2010,RO22,2,0.08
2011,NUTS,2010,RO3,1,0.85
2012,NUTS,2010,RO3,1,0.84
2013,NUTS,2010,RO3,1,0.66
2014,NUTS,2010,RO3,1,0.64
2015,NUTS,2010,RO3,1,0.74
2016,NUTS,2010,RO3,1,0.84
2017,NUTS,2010,RO3,1,0.94
2018,NUTS,2010,RO3,1,0.91
2019,NUTS,2010,RO3,1,0.86
2011,NUTS,2010,RO31,2,0.36
2012,NUTS,2010,RO31,2,0.47
2013,NUTS,2010,RO31,2,0.34
2014,NUTS,2010,RO31,2,0.34
2015,NUTS,2010,RO31,2,0.35
2016,NUTS,2010,RO31,2,0.38
2017,NUTS,2010,RO31,2,0.34
2018,NUTS,2010,RO31,2,0.32
2019,NUTS,2010,RO31,2,0.36
2011,NUTS,2010,RO32,2,1.09
2012,NUTS,2010,RO32,2,1.0
2013,NUTS,2010,RO32,2,0.81
2014,NUTS,2010,RO32,2,0.79
2015,NUTS,2010,RO32,2,0.91
2016,NUTS,2010,RO32,2,1.04
2017,NUTS,2010,RO32,2,1.2
2018,NUTS,2010,RO32,2,1.17
2019,NUTS,2010,RO32,2,1.07
2011,NUTS,2010,RO4,1,0.26
2012,NUTS,2010,RO4,1,0.21
2013,NUTS,2010,RO4,1,0.23
2014,NUTS,2010,RO4,1,0.17
2015,NUTS,2010,RO4,1,0.33
2016,NUTS,2010,RO4,1,0.32
2017,NUTS,2010,RO4,1,0.31
2018,NUTS,2010,RO4,1,0.34
2019,NUTS,2010,RO4,1,0.26
2011,NUTS,2010,RO41,2,0.3
2012,NUTS,2010,RO41,2,0.13
2013,NUTS,2010,RO41,2,0.19
2014,NUTS,2010,RO41,2,0.15
2015,NUTS,2010,RO41,2,0.21
2016,NUTS,2010,RO41,2,0.15
2017,NUTS,2010,RO41,2,0.2
2018,NUTS,2010,RO41,2,0.23
2019,NUTS,2010,RO41,2,0.12
2011,NUTS,2010,RO42,2,0.23
2012,NUTS,2010,RO42,2,0.27
2013,NUTS,2010,RO42,2,0.27
2014,NUTS,2010,RO42,2,0.18
2015,NUTS,2010,RO42,2,0.43
2016,NUTS,2010,RO42,2,0.45
2017,NUTS,2010,RO42,2,0.39
2018,NUTS,2010,RO42,2,0.42
2019,NUTS,2010,RO42,2,0.38
2011,NUTS,2010,RS,0,0.68
2012,NUTS,2010,RS,0,0.85
2013,NUTS,2010,RS,0,0.68
2014,NUTS,2010,RS,0,0.72
2015,NUTS,2010,RS,0,0.81
2016,NUTS,2010,RS,0,0.84
2017,NUTS,2010,RS,0,0.87
2018,NUTS,2010,RS,0,0.92
2019,NUTS,2010,RS,0,0.89
2020,NUTS,2010,RS,0,0.91
2018,NUTS,2010,RS1,1,1.27
2019,NUTS,2010,RS1,1,1.21
2018,NUTS,2010,RS11,2,1.51
2019,NUTS,2010,RS11,2,1.55
2018,NUTS,2010,RS12,2,0.89
2019,NUTS,2010,RS12,2,0.67
2018,NUTS,2010,RS2,1,0.2
2019,NUTS,2010,RS2,1,0.2
2018,NUTS,2010,RS21,2,0.13
2019,NUTS,2010,RS21,2,0.17
2018,NUTS,2010,RS22,2,0.29
2019,NUTS,2010,RS22,2,0.24
2011,NUTS,2010,RU,0,1.01
2012,NUTS,2010,RU,0,1.03
2013,NUTS,2010,RU,0,1.03
2014,NUTS,2010,RU,0,1.07
2015,NUTS,2010,RU,0,1.1
2017,NUTS,2010,RU,0,1.11
2018,NUTS,2010,RU,0,0.99
2019,NUTS,2010,RU,0,1.04
2011,NUTS,2010,SE,0,3.19
2012,NUTS,2010,SE,0,3.23
2013,NUTS,2010,SE,0,3.26
2014,NUTS,2010,SE,0,3.1
2015,NUTS,2010,SE,0,3.22
2016,NUTS,2010,SE,0,3.25
2017,NUTS,2010,SE,0,3.36
2018,NUTS,2010,SE,0,3.32
2019,NUTS,2010,SE,0,3.39
2020,NUTS,2010,SE,0,3.53
2011,NUTS,2010,SE1,1,3.6
2013,NUTS,2010,SE1,1,3.83
2015,NUTS,2010,SE1,1,3.77
2017,NUTS,2010,SE1,1,3.67
2019,NUTS,2010,SE1,1,3.52
2011,NUTS,2010,SE11,2,3.48
2013,NUTS,2010,SE11,2,3.82
2015,NUTS,2010,SE11,2,3.72
2017,NUTS,2010,SE11,2,3.73
2019,NUTS,2010,SE11,2,3.34
2011,NUTS,2010,SE12,2,3.87
2013,NUTS,2010,SE12,2,3.86
2015,NUTS,2010,SE12,2,3.88
2017,NUTS,2010,SE12,2,3.54
2019,NUTS,2010,SE12,2,3.9
2011,NUTS,2010,SE2,1,3.42
2013,NUTS,2010,SE2,1,3.24
2015,NUTS,2010,SE2,1,3.16
2017,NUTS,2010,SE2,1,3.7
2011,NUTS,2010,SE21,2,1.32
2013,NUTS,2010,SE21,2,1.45
2015,NUTS,2010,SE21,2,1.5
2011,NUTS,2010,SE22,2,4.2
2013,NUTS,2010,SE22,2,3.75
2015,NUTS,2010,SE22,2,3.19
2017,NUTS,2010,SE22,2,3.18
2019,NUTS,2010,SE22,2,3.64
2011,NUTS,2010,SE23,2,3.71
2013,NUTS,2010,SE23,2,3.59
2015,NUTS,2010,SE23,2,3.75
2017,NUTS,2010,SE23,2,4.81
2019,NUTS,2010,SE23,2,5.1
2011,NUTS,2010,SE3,1,1.39
2013,NUTS,2010,SE3,1,1.58
2015,NUTS,2010,SE3,1,1.61
2017,NUTS,2010,SE3,1,1.49
2011,NUTS,2010,SE31,2,1.04
2013,NUTS,2010,SE31,2,1.34
2015,NUTS,2010,SE31,2,1.29
2017,NUTS,2010,SE31,2,1.21
2019,NUTS,2010,SE31,2,1.27
2011,NUTS,2010,SE32,2,0.82
2013,NUTS,2010,SE32,2,0.79
2015,NUTS,2010,SE32,2,0.74
2011,NUTS,2010,SE33,2,2.24
2013,NUTS,2010,SE33,2,2.46
2015,NUTS,2010,SE33,2,2.66
2017,NUTS,2010,SE33,2,2.33
2019,NUTS,2010,SE33,2,2.48
2011,NUTS,2010,SI,0,2.41
2012,NUTS,2010,SI,0,2.56
2013,NUTS,2010,SI,0,2.56
2014,NUTS,2010,SI,0,2.37
2015,NUTS,2010,SI,0,2.2
2016,NUTS,2010,SI,0,2.01
2017,NUTS,2010,SI,0,1.87
2018,NUTS,2010,SI,0,1.95
2019,NUTS,2010,SI,0,2.05
2020,NUTS,2010,SI,0,2.15
2011,NUTS,2010,SI0,1,2.41
2012,NUTS,2010,SI0,1,2.56
2013,NUTS,2010,SI0,1,2.56
2014,NUTS,2010,SI0,1,2.37
