year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_emp_fte_f
2011,NUTS,2010,ES7,1,0.0264
2012,NUTS,2010,ES7,1,0.0301
2013,NUTS,2010,ES7,1,0.0277
2014,NUTS,2010,ES7,1,0.0247
2015,NUTS,2010,ES7,1,0.0228
2016,NUTS,2010,ES7,1,0.025
2017,NUTS,2010,ES7,1,0.0252
2018,NUTS,2010,ES7,1,0.0396
2019,NUTS,2010,ES7,1,0.0311
2011,NUTS,2010,ES70,2,0.0264
2012,NUTS,2010,ES70,2,0.0301
2013,NUTS,2010,ES70,2,0.0277
2014,NUTS,2010,ES70,2,0.0247
2015,NUTS,2010,ES70,2,0.0228
2016,NUTS,2010,ES70,2,0.025
2017,NUTS,2010,ES70,2,0.0252
2018,NUTS,2010,ES70,2,0.0396
2019,NUTS,2010,ES70,2,0.0311
2011,NUTS,2010,FR,0,0.2364
2012,NUTS,2010,FR,0,0.2494
2013,NUTS,2010,FR,0,0.2599
2014,NUTS,2010,FR,0,0.258
2016,NUTS,2010,FR,0,0.2787
2017,NUTS,2010,FR,0,0.3021
2011,NUTS,2010,FR1,1,0.5431
2012,NUTS,2010,FR1,1,0.5584
2013,NUTS,2010,FR1,1,0.5784
2011,NUTS,2010,FR10,2,0.5431
2012,NUTS,2010,FR10,2,0.5584
2013,NUTS,2010,FR10,2,0.5784
2011,NUTS,2010,FR2,1,0.1168
2012,NUTS,2010,FR2,1,0.1223
2013,NUTS,2010,FR2,1,0.1253
2011,NUTS,2010,FR21,2,0.0723
2012,NUTS,2010,FR21,2,0.0745
2013,NUTS,2010,FR21,2,0.0705
2011,NUTS,2010,FR22,2,0.1086
2012,NUTS,2010,FR22,2,0.1189
2013,NUTS,2010,FR22,2,0.1403
2011,NUTS,2010,FR23,2,0.1473
2012,NUTS,2010,FR23,2,0.1518
2013,NUTS,2010,FR23,2,0.169
2011,NUTS,2010,FR24,2,0.1364
2012,NUTS,2010,FR24,2,0.1356
2013,NUTS,2010,FR24,2,0.1429
2011,NUTS,2010,FR25,2,0.103
2012,NUTS,2010,FR25,2,0.1144
2013,NUTS,2010,FR25,2,0.0909
2011,NUTS,2010,FR26,2,0.1092
2012,NUTS,2010,FR26,2,0.1164
2013,NUTS,2010,FR26,2,0.1057
2011,NUTS,2010,FR3,1,0.0787
2012,NUTS,2010,FR3,1,0.0823
2013,NUTS,2010,FR3,1,0.0784
2011,NUTS,2010,FR30,2,0.0787
2012,NUTS,2010,FR30,2,0.0823
2013,NUTS,2010,FR30,2,0.0784
2011,NUTS,2010,FR4,1,0.1144
2012,NUTS,2010,FR4,1,0.1148
2013,NUTS,2010,FR4,1,0.1218
2011,NUTS,2010,FR41,2,0.0574
2012,NUTS,2010,FR41,2,0.0552
2013,NUTS,2010,FR41,2,0.0614
2011,NUTS,2010,FR42,2,0.1456
2012,NUTS,2010,FR42,2,0.1506
2013,NUTS,2010,FR42,2,0.157
2011,NUTS,2010,FR43,2,0.1728
2012,NUTS,2010,FR43,2,0.1692
2013,NUTS,2010,FR43,2,0.1755
2011,NUTS,2010,FR5,1,0.1271
2012,NUTS,2010,FR5,1,0.1377
2013,NUTS,2010,FR5,1,0.1388
2011,NUTS,2010,FR51,2,0.1159
2012,NUTS,2010,FR51,2,0.1193
2013,NUTS,2010,FR51,2,0.1198
2011,NUTS,2010,FR52,2,0.1812
2012,NUTS,2010,FR52,2,0.2008
2013,NUTS,2010,FR52,2,0.1961
2011,NUTS,2010,FR53,2,0.0513
2012,NUTS,2010,FR53,2,0.0624
2013,NUTS,2010,FR53,2,0.0724
2011,NUTS,2010,FR6,1,0.2456
2012,NUTS,2010,FR6,1,0.2742
2013,NUTS,2010,FR6,1,0.2762
2011,NUTS,2010,FR61,2,0.1294
2012,NUTS,2010,FR61,2,0.1382
2013,NUTS,2010,FR61,2,0.1332
2011,NUTS,2010,FR62,2,0.4147
2012,NUTS,2010,FR62,2,0.4724
2013,NUTS,2010,FR62,2,0.4898
2011,NUTS,2010,FR63,2,0.0606
2012,NUTS,2010,FR63,2,0.0732
2013,NUTS,2010,FR63,2,0.0628
2011,NUTS,2010,FR7,1,0.28
2012,NUTS,2010,FR7,1,0.2883
2013,NUTS,2010,FR7,1,0.2943
2011,NUTS,2010,FR71,2,0.3167
2012,NUTS,2010,FR71,2,0.3233
2013,NUTS,2010,FR71,2,0.3295
2011,NUTS,2010,FR72,2,0.1046
2012,NUTS,2010,FR72,2,0.1133
2013,NUTS,2010,FR72,2,0.1161
2011,NUTS,2010,FR8,1,0.1703
2012,NUTS,2010,FR8,1,0.1931
2013,NUTS,2010,FR8,1,0.2199
2011,NUTS,2010,FR81,2,0.139
2012,NUTS,2010,FR81,2,0.1704
2013,NUTS,2010,FR81,2,0.1719
2011,NUTS,2010,FR82,2,0.1922
2012,NUTS,2010,FR82,2,0.2107
2013,NUTS,2010,FR82,2,0.2506
2011,NUTS,2010,FR83,2,0.0344
2012,NUTS,2010,FR83,2,0.0089
2013,NUTS,2010,FR83,2,0.0156
2011,NUTS,2010,FRA,1,0.0078
2012,NUTS,2010,FRA,1,0.0084
2013,NUTS,2010,FRA,1,0.0153
2011,NUTS,2010,HR,0,0.0719
2012,NUTS,2010,HR,0,0.0769
2013,NUTS,2010,HR,0,0.0632
2014,NUTS,2010,HR,0,0.058
2015,NUTS,2010,HR,0,0.0637
2016,NUTS,2010,HR,0,0.0926
2017,NUTS,2010,HR,0,0.0822
2018,NUTS,2010,HR,0,0.0896
2019,NUTS,2010,HR,0,0.0934
2020,NUTS,2010,HR,0,0.099
2011,NUTS,2010,HR0,1,0.0699
2012,NUTS,2010,HR0,1,0.0751
2013,NUTS,2010,HR0,1,0.062
2014,NUTS,2010,HR0,1,0.0571
2015,NUTS,2010,HR0,1,0.0627
2016,NUTS,2010,HR0,1,0.0915
2017,NUTS,2010,HR0,1,0.0812
2018,NUTS,2010,HR0,1,0.0885
2019,NUTS,2010,HR0,1,0.0918
2020,NUTS,2010,HR0,1,0.0977
2011,NUTS,2010,HR03,2,0.0087
2012,NUTS,2010,HR03,2,0.0095
2013,NUTS,2010,HR03,2,0.0102
2014,NUTS,2010,HR03,2,0.0046
2015,NUTS,2010,HR03,2,0.0075
2016,NUTS,2010,HR03,2,0.0188
2017,NUTS,2010,HR03,2,0.0166
2018,NUTS,2010,HR03,2,0.0155
2019,NUTS,2010,HR03,2,0.0193
2020,NUTS,2010,HR03,2,0.0208
2011,NUTS,2010,HR04,2,0.0979
2012,NUTS,2010,HR04,2,0.106
2013,NUTS,2010,HR04,2,0.0866
2014,NUTS,2010,HR04,2,0.0834
2015,NUTS,2010,HR04,2,0.0901
2016,NUTS,2010,HR04,2,0.1258
2017,NUTS,2010,HR04,2,0.1125
2018,NUTS,2010,HR04,2,0.1234
2019,NUTS,2010,HR04,2,0.1262
2011,NUTS,2010,HU,0,0.1354
2012,NUTS,2010,HU,0,0.1358
2013,NUTS,2010,HU,0,0.1359
2014,NUTS,2010,HU,0,0.1394
2015,NUTS,2010,HU,0,0.1357
2016,NUTS,2010,HU,0,0.13
2017,NUTS,2010,HU,0,0.1498
2018,NUTS,2010,HU,0,0.1786
2019,NUTS,2010,HU,0,0.1892
2011,NUTS,2010,HU1,1,0.3091
2012,NUTS,2010,HU1,1,0.3061
2013,NUTS,2010,HU1,1,0.3102
2014,NUTS,2010,HU1,1,0.3359
2015,NUTS,2010,HU1,1,0.3329
2016,NUTS,2010,HU1,1,0.3175
2017,NUTS,2010,HU1,1,0.3624
2018,NUTS,2010,HU1,1,0.4362
2019,NUTS,2010,HU1,1,0.4451
2011,NUTS,2010,HU10,2,0.3091
2012,NUTS,2010,HU10,2,0.3061
2013,NUTS,2010,HU10,2,0.3102
2014,NUTS,2010,HU10,2,0.3359
2015,NUTS,2010,HU10,2,0.3329
2016,NUTS,2010,HU10,2,0.3175
2017,NUTS,2010,HU11,2,0.551
2018,NUTS,2010,HU11,2,0.662
2019,NUTS,2010,HU11,2,0.6942
2017,NUTS,2010,HU12,2,0.067
2018,NUTS,2010,HU12,2,0.0974
2019,NUTS,2010,HU12,2,0.0864
2011,NUTS,2010,HU2,1,0.0543
2012,NUTS,2010,HU2,1,0.0541
2013,NUTS,2010,HU2,1,0.0585
2014,NUTS,2010,HU2,1,0.0493
2015,NUTS,2010,HU2,1,0.0445
2016,NUTS,2010,HU2,1,0.04
2017,NUTS,2010,HU2,1,0.0538
2018,NUTS,2010,HU2,1,0.0673
2019,NUTS,2010,HU2,1,0.0836
2011,NUTS,2010,HU21,2,0.0607
2012,NUTS,2010,HU21,2,0.0646
2013,NUTS,2010,HU21,2,0.0733
2014,NUTS,2010,HU21,2,0.0644
2015,NUTS,2010,HU21,2,0.0569
2016,NUTS,2010,HU21,2,0.0562
2017,NUTS,2010,HU21,2,0.0719
2018,NUTS,2010,HU21,2,0.0827
2019,NUTS,2010,HU21,2,0.1052
2011,NUTS,2010,HU22,2,0.0442
2012,NUTS,2010,HU22,2,0.044
2013,NUTS,2010,HU22,2,0.0548
2014,NUTS,2010,HU22,2,0.0442
2015,NUTS,2010,HU22,2,0.0389
2016,NUTS,2010,HU22,2,0.0326
2017,NUTS,2010,HU22,2,0.0428
2018,NUTS,2010,HU22,2,0.0504
2019,NUTS,2010,HU22,2,0.07
2011,NUTS,2010,HU23,2,0.0582
2012,NUTS,2010,HU23,2,0.0532
2013,NUTS,2010,HU23,2,0.0446
2014,NUTS,2010,HU23,2,0.0366
2015,NUTS,2010,HU23,2,0.0352
2016,NUTS,2010,HU23,2,0.0284
2017,NUTS,2010,HU23,2,0.0437
2018,NUTS,2010,HU23,2,0.0683
2019,NUTS,2010,HU23,2,0.0723
2011,NUTS,2010,HU3,1,0.0756
2012,NUTS,2010,HU3,1,0.0733
2013,NUTS,2010,HU3,1,0.0685
2014,NUTS,2010,HU3,1,0.0604
2015,NUTS,2010,HU3,1,0.0569
2016,NUTS,2010,HU3,1,0.0551
2017,NUTS,2010,HU3,1,0.0605
2018,NUTS,2010,HU3,1,0.0685
2019,NUTS,2010,HU3,1,0.0699
2011,NUTS,2010,HU31,2,0.0539
2012,NUTS,2010,HU31,2,0.0475
2013,NUTS,2010,HU31,2,0.0521
2014,NUTS,2010,HU31,2,0.0405
2015,NUTS,2010,HU31,2,0.038
2016,NUTS,2010,HU31,2,0.0336
2017,NUTS,2010,HU31,2,0.0376
2018,NUTS,2010,HU31,2,0.0421
2019,NUTS,2010,HU31,2,0.0537
2011,NUTS,2010,HU32,2,0.0886
2012,NUTS,2010,HU32,2,0.0871
2013,NUTS,2010,HU32,2,0.0722
2014,NUTS,2010,HU32,2,0.0569
2015,NUTS,2010,HU32,2,0.0641
2016,NUTS,2010,HU32,2,0.0607
2017,NUTS,2010,HU32,2,0.0668
2018,NUTS,2010,HU32,2,0.0714
2019,NUTS,2010,HU32,2,0.0594
2011,NUTS,2010,HU33,2,0.0797
2012,NUTS,2010,HU33,2,0.0796
2013,NUTS,2010,HU33,2,0.078
2014,NUTS,2010,HU33,2,0.0812
2015,NUTS,2010,HU33,2,0.0649
2016,NUTS,2010,HU33,2,0.0669
2017,NUTS,2010,HU33,2,0.0729
2018,NUTS,2010,HU33,2,0.0886
2019,NUTS,2010,HU33,2,0.0953
2011,NUTS,2010,IE,0,0.2373
2013,NUTS,2010,IE,0,0.2815
2015,NUTS,2010,IE,0,0.2978
2017,NUTS,2010,IE,0,0.3258
2019,NUTS,2010,IE,0,0.343
2011,NUTS,2010,IE0,1,0.233
2013,NUTS,2010,IE0,1,0.2764
2015,NUTS,2010,IE0,1,0.2915
2017,NUTS,2010,IE0,1,0.3187
2013,NUTS,2010,IE01,2,0.2451
2015,NUTS,2010,IE01,2,0.2513
2017,NUTS,2010,IE01,2,0.4159
2013,NUTS,2010,IE02,2,0.2868
2015,NUTS,2010,IE02,2,0.3046
2017,NUTS,2010,IE02,2,0.305
2011,NUTS,2010,IS,0,0.3558
2011,NUTS,2010,IT,0,0.0899
2012,NUTS,2010,IT,0,0.0957
2013,NUTS,2010,IT,0,0.1041
2014,NUTS,2010,IT,0,0.108
2015,NUTS,2010,IT,0,0.1244
2016,NUTS,2010,IT,0,0.134
2017,NUTS,2010,IT,0,0.1436
2018,NUTS,2010,IT,0,0.1705
2019,NUTS,2010,IT,0,0.1852
2011,NUTS,2010,ITC,1,0.1292
2012,NUTS,2010,ITC,1,0.1376
2013,NUTS,2010,ITC,1,0.1389
2014,NUTS,2010,ITC,1,0.1504
2015,NUTS,2010,ITC,1,0.1723
2016,NUTS,2010,ITC,1,0.1784
2017,NUTS,2010,ITC,1,0.1872
2018,NUTS,2010,ITC,1,0.2155
2019,NUTS,2010,ITC,1,0.2352
2011,NUTS,2010,ITC1,2,0.1231
2012,NUTS,2010,ITC1,2,0.1277
2013,NUTS,2010,ITC1,2,0.137
2014,NUTS,2010,ITC1,2,0.1583
2015,NUTS,2010,ITC1,2,0.1773
2016,NUTS,2010,ITC1,2,0.1689
2017,NUTS,2010,ITC1,2,0.1832
2018,NUTS,2010,ITC1,2,0.1956
2019,NUTS,2010,ITC1,2,0.2124
2011,NUTS,2010,ITC2,2,0.0397
2012,NUTS,2010,ITC2,2,0.0433
2013,NUTS,2010,ITC2,2,0.047
2014,NUTS,2010,ITC2,2,0.0484
2015,NUTS,2010,ITC2,2,0.0755
2016,NUTS,2010,ITC2,2,0.1222
2017,NUTS,2010,ITC2,2,0.0753
2018,NUTS,2010,ITC2,2,0.0744
2019,NUTS,2010,ITC2,2,0.0714
2011,NUTS,2010,ITC3,2,0.0904
2012,NUTS,2010,ITC3,2,0.0928
2013,NUTS,2010,ITC3,2,0.0978
2014,NUTS,2010,ITC3,2,0.0881
2015,NUTS,2010,ITC3,2,0.1075
2016,NUTS,2010,ITC3,2,0.1074
2017,NUTS,2010,ITC3,2,0.1012
2018,NUTS,2010,ITC3,2,0.1276
2019,NUTS,2010,ITC3,2,0.1643
2011,NUTS,2010,ITC4,2,0.1393
2012,NUTS,2010,ITC4,2,0.1501
2013,NUTS,2010,ITC4,2,0.1469
2014,NUTS,2010,ITC4,2,0.1574
2015,NUTS,2010,ITC4,2,0.1811
2016,NUTS,2010,ITC4,2,0.1934
2017,NUTS,2010,ITC4,2,0.2023
2018,NUTS,2010,ITC4,2,0.2381
2019,NUTS,2010,ITC4,2,0.2567
2011,NUTS,2010,ITF,1,0.0413
2012,NUTS,2010,ITF,1,0.0542
2013,NUTS,2010,ITF,1,0.0583
2014,NUTS,2010,ITF,1,0.0655
2015,NUTS,2010,ITF,1,0.0801
2016,NUTS,2010,ITF,1,0.0833
2017,NUTS,2010,ITF,1,0.0829
2018,NUTS,2010,ITF,1,0.111
2019,NUTS,2010,ITF,1,0.1345
2011,NUTS,2010,ITF1,2,0.0694
2012,NUTS,2010,ITF1,2,0.0379
2013,NUTS,2010,ITF1,2,0.0409
2014,NUTS,2010,ITF1,2,0.0307
2015,NUTS,2010,ITF1,2,0.0376
2016,NUTS,2010,ITF1,2,0.0492
2017,NUTS,2010,ITF1,2,0.0487
2018,NUTS,2010,ITF1,2,0.0634
2019,NUTS,2010,ITF1,2,0.0668
2011,NUTS,2010,ITF2,2,0.005
2012,NUTS,2010,ITF2,2,0.007
2013,NUTS,2010,ITF2,2,0.0894
2014,NUTS,2010,ITF2,2,0.0665
2015,NUTS,2010,ITF2,2,0.1898
2016,NUTS,2010,ITF2,2,0.1796
2017,NUTS,2010,ITF2,2,0.2135
2018,NUTS,2010,ITF2,2,0.2352
2019,NUTS,2010,ITF2,2,0.3663
2011,NUTS,2010,ITF3,2,0.0613
2012,NUTS,2010,ITF3,2,0.1075
2013,NUTS,2010,ITF3,2,0.0963
2014,NUTS,2010,ITF3,2,0.1077
2015,NUTS,2010,ITF3,2,0.1307
2016,NUTS,2010,ITF3,2,0.1254
2017,NUTS,2010,ITF3,2,0.1122
2018,NUTS,2010,ITF3,2,0.1612
2019,NUTS,2010,ITF3,2,0.2064
2011,NUTS,2010,ITF4,2,0.0255
2012,NUTS,2010,ITF4,2,0.0248
2013,NUTS,2010,ITF4,2,0.0406
2014,NUTS,2010,ITF4,2,0.0584
2015,NUTS,2010,ITF4,2,0.0563
2016,NUTS,2010,ITF4,2,0.0611
2017,NUTS,2010,ITF4,2,0.0744
2018,NUTS,2010,ITF4,2,0.0926
2019,NUTS,2010,ITF4,2,0.1049
2011,NUTS,2010,ITF5,2,0.0316
2012,NUTS,2010,ITF5,2,0.0179
2013,NUTS,2010,ITF5,2,0.0058
2014,NUTS,2010,ITF5,2,0.0093
2015,NUTS,2010,ITF5,2,0.0113
2016,NUTS,2010,ITF5,2,0.0176
2017,NUTS,2010,ITF5,2,0.0201
2018,NUTS,2010,ITF5,2,0.0384
2019,NUTS,2010,ITF5,2,0.0274
2011,NUTS,2010,ITF6,2,0.0077
2012,NUTS,2010,ITF6,2,0.0101
2013,NUTS,2010,ITF6,2,0.0133
2014,NUTS,2010,ITF6,2,0.0131
2015,NUTS,2010,ITF6,2,0.0287
2016,NUTS,2010,ITF6,2,0.0454
2017,NUTS,2010,ITF6,2,0.0425
2018,NUTS,2010,ITF6,2,0.0506
2019,NUTS,2010,ITF6,2,0.0428
2011,NUTS,2010,ITG,1,0.0343
2012,NUTS,2010,ITG,1,0.0321
2013,NUTS,2010,ITG,1,0.0364
2014,NUTS,2010,ITG,1,0.0531
2015,NUTS,2010,ITG,1,0.0375
2016,NUTS,2010,ITG,1,0.0418
2017,NUTS,2010,ITG,1,0.0481
2018,NUTS,2010,ITG,1,0.0595
2019,NUTS,2010,ITG,1,0.0698
2011,NUTS,2010,ITG1,2,0.0442
2012,NUTS,2010,ITG1,2,0.0396
2013,NUTS,2010,ITG1,2,0.0472
2014,NUTS,2010,ITG1,2,0.0713
2015,NUTS,2010,ITG1,2,0.0446
2016,NUTS,2010,ITG1,2,0.0491
2017,NUTS,2010,ITG1,2,0.0553
2018,NUTS,2010,ITG1,2,0.0707
2019,NUTS,2010,ITG1,2,0.0855
2011,NUTS,2010,ITG2,2,0.0138
2012,NUTS,2010,ITG2,2,0.0168
2013,NUTS,2010,ITG2,2,0.0138
2014,NUTS,2010,ITG2,2,0.0154
2015,NUTS,2010,ITG2,2,0.0231
2016,NUTS,2010,ITG2,2,0.0268
2017,NUTS,2010,ITG2,2,0.0327
2018,NUTS,2010,ITG2,2,0.0372
2019,NUTS,2010,ITG2,2,0.039
2011,NUTS,2010,ITH,1,0.0957
2012,NUTS,2010,ITH,1,0.0939
2013,NUTS,2010,ITH,1,0.109
2014,NUTS,2010,ITH,1,0.1029
2015,NUTS,2010,ITH,1,0.1164
2016,NUTS,2010,ITH,1,0.1332
2017,NUTS,2010,ITH,1,0.1503
2018,NUTS,2010,ITH,1,0.1711
2019,NUTS,2010,ITH,1,0.1706
2011,NUTS,2010,ITH1,2,0.0613
2012,NUTS,2010,ITH1,2,0.0325
2013,NUTS,2010,ITH1,2,0.0385
2014,NUTS,2010,ITH1,2,0.0484
2015,NUTS,2010,ITH1,2,0.048
2016,NUTS,2010,ITH1,2,0.0768
2017,NUTS,2010,ITH1,2,0.0612
2018,NUTS,2010,ITH1,2,0.0641
2019,NUTS,2010,ITH1,2,0.0602
2011,NUTS,2010,ITH2,2,0.0603
2012,NUTS,2010,ITH2,2,0.0724
2013,NUTS,2010,ITH2,2,0.0811
2014,NUTS,2010,ITH2,2,0.0828
2015,NUTS,2010,ITH2,2,0.0817
2016,NUTS,2010,ITH2,2,0.1052
2017,NUTS,2010,ITH2,2,0.1087
2018,NUTS,2010,ITH2,2,0.1257
2019,NUTS,2010,ITH2,2,0.1307
2011,NUTS,2010,ITH3,2,0.0884
2012,NUTS,2010,ITH3,2,0.0841
2013,NUTS,2010,ITH3,2,0.0909
2014,NUTS,2010,ITH3,2,0.0867
2015,NUTS,2010,ITH3,2,0.0832
2016,NUTS,2010,ITH3,2,0.1024
2017,NUTS,2010,ITH3,2,0.1158
2018,NUTS,2010,ITH3,2,0.1303
2019,NUTS,2010,ITH3,2,0.1334
2011,NUTS,2010,ITH4,2,0.0918
2012,NUTS,2010,ITH4,2,0.1083
2013,NUTS,2010,ITH4,2,0.0974
2014,NUTS,2010,ITH4,2,0.0876
2015,NUTS,2010,ITH4,2,0.0824
2016,NUTS,2010,ITH4,2,0.0848
2017,NUTS,2010,ITH4,2,0.1146
2018,NUTS,2010,ITH4,2,0.1241
2019,NUTS,2010,ITH4,2,0.127
2011,NUTS,2010,ITH5,2,0.1123
2012,NUTS,2010,ITH5,2,0.1102
2013,NUTS,2010,ITH5,2,0.1421
2014,NUTS,2010,ITH5,2,0.1328
2015,NUTS,2010,ITH5,2,0.1713
2016,NUTS,2010,ITH5,2,0.1857
2017,NUTS,2010,ITH5,2,0.2109
2018,NUTS,2010,ITH5,2,0.2442
2019,NUTS,2010,ITH5,2,0.2378
2011,NUTS,2010,ITI,1,0.0765
2012,NUTS,2010,ITI,1,0.0836
2013,NUTS,2010,ITI,1,0.0949
2014,NUTS,2010,ITI,1,0.0909
2015,NUTS,2010,ITI,1,0.1125
2016,NUTS,2010,ITI,1,0.1246
2017,NUTS,2010,ITI,1,0.1336
2018,NUTS,2010,ITI,1,0.1652
2019,NUTS,2010,ITI,1,0.18
2011,NUTS,2010,ITI1,2,0.0797
2012,NUTS,2010,ITI1,2,0.0968
2013,NUTS,2010,ITI1,2,0.1071
2014,NUTS,2010,ITI1,2,0.0981
2015,NUTS,2010,ITI1,2,0.1305
2016,NUTS,2010,ITI1,2,0.1399
2017,NUTS,2010,ITI1,2,0.1558
2018,NUTS,2010,ITI1,2,0.2018
2019,NUTS,2010,ITI1,2,0.2056
2011,NUTS,2010,ITI2,2,0.0399
2012,NUTS,2010,ITI2,2,0.0627
2013,NUTS,2010,ITI2,2,0.0614
2014,NUTS,2010,ITI2,2,0.0667
2015,NUTS,2010,ITI2,2,0.0368
2016,NUTS,2010,ITI2,2,0.0474
2017,NUTS,2010,ITI2,2,0.0671
2018,NUTS,2010,ITI2,2,0.0833
2019,NUTS,2010,ITI2,2,0.1001
2011,NUTS,2010,ITI3,2,0.0332
2012,NUTS,2010,ITI3,2,0.036
2013,NUTS,2010,ITI3,2,0.0411
2014,NUTS,2010,ITI3,2,0.0449
2015,NUTS,2010,ITI3,2,0.0461
2016,NUTS,2010,ITI3,2,0.0624
2017,NUTS,2010,ITI3,2,0.0905
2018,NUTS,2010,ITI3,2,0.0971
2019,NUTS,2010,ITI3,2,0.1041
2011,NUTS,2010,ITI4,2,0.0931
2012,NUTS,2010,ITI4,2,0.0915
2013,NUTS,2010,ITI4,2,0.1066
2014,NUTS,2010,ITI4,2,0.1022
2015,NUTS,2010,ITI4,2,0.1298
2016,NUTS,2010,ITI4,2,0.1424
2017,NUTS,2010,ITI4,2,0.1393
2018,NUTS,2010,ITI4,2,0.1702
2019,NUTS,2010,ITI4,2,0.1951
2011,NUTS,2010,LT,0,0.0709
2012,NUTS,2010,LT,0,0.0731
2013,NUTS,2010,LT,0,0.0932
2014,NUTS,2010,LT,0,0.114
2015,NUTS,2010,LT,0,0.0866
2016,NUTS,2010,LT,0,0.1024
2017,NUTS,2010,LT,0,0.1234
2018,NUTS,2010,LT,0,0.1224
2019,NUTS,2010,LT,0,0.1562
2015,NUTS,2010,LT01,2,0.213
2016,NUTS,2010,LT01,2,0.2398
2017,NUTS,2010,LT01,2,0.2463
2018,NUTS,2010,LT01,2,0.2425
2019,NUTS,2010,LT01,2,0.3277
2015,NUTS,2010,LT02,2,0.0268
2016,NUTS,2010,LT02,2,0.0335
2017,NUTS,2010,LT02,2,0.0561
2018,NUTS,2010,LT02,2,0.0561
2019,NUTS,2010,LT02,2,0.0659
2011,NUTS,2010,LU,0,0.1732
2013,NUTS,2010,LU,0,0.1053
2015,NUTS,2010,LU,0,0.1075
2017,NUTS,2010,LU,0,0.1674
2019,NUTS,2010,LU,0,0.1266
2011,NUTS,2010,LV,0,0.07
2012,NUTS,2010,LV,0,0.0633
2013,NUTS,2010,LV,0,0.0597
2015,NUTS,2010,LV,0,0.0612
2016,NUTS,2010,LV,0,0.056
2017,NUTS,2010,LV,0,0.067
2018,NUTS,2010,LV,0,0.0653
2019,NUTS,2010,LV,0,0.0672
2011,NUTS,2010,ME,0,0.0392
2013,NUTS,2010,ME,0,0.0312
2014,NUTS,2010,ME,0,0.0261
2015,NUTS,2010,ME,0,0.0194
2017,NUTS,2010,ME,0,0.0146
2018,NUTS,2010,ME,0,0.0245
2019,NUTS,2010,ME,0,0.0187
2011,NUTS,2010,MK,0,0.0376
2012,NUTS,2010,MK,0,0.0365
2015,NUTS,2010,MK,0,0.0675
2016,NUTS,2010,MK,0,0.0745
2017,NUTS,2010,MK,0,0.0777
2018,NUTS,2010,MK,0,0.0864
2019,NUTS,2010,MK,0,0.086
2011,NUTS,2010,MT,0,0.1879
2012,NUTS,2010,MT,0,0.2305
2013,NUTS,2010,MT,0,0.1899
2014,NUTS,2010,MT,0,0.1345
2015,NUTS,2010,MT,0,0.1322
2016,NUTS,2010,MT,0,0.1519
2017,NUTS,2010,MT,0,0.1626
2018,NUTS,2010,MT,0,0.1391
2019,NUTS,2010,MT,0,0.1381
2011,NUTS,2010,NL,0,0.1391
2012,NUTS,2010,NL,0,0.1779
2011,NUTS,2010,PL,0,0.0349
2012,NUTS,2010,PL,0,0.0469
2013,NUTS,2010,PL,0,0.0645
2014,NUTS,2010,PL,0,0.0705
2015,NUTS,2010,PL,0,0.0839
2016,NUTS,2010,PL,0,0.1303
2017,NUTS,2010,PL,0,0.1767
2018,NUTS,2010,PL,0,0.1841
2019,NUTS,2010,PL,0,0.1859
2011,NUTS,2010,PL1,1,0.0699
2012,NUTS,2010,PL1,1,0.1103
2013,NUTS,2010,PL1,1,0.111
2014,NUTS,2010,PL1,1,0.1157
2015,NUTS,2010,PL1,1,0.133
2011,NUTS,2010,PL11,2,0.0262
2012,NUTS,2010,PL11,2,0.0387
2013,NUTS,2010,PL11,2,0.0439
2015,NUTS,2010,PL11,2,0.0622
2011,NUTS,2010,PL12,2,0.0568
2012,NUTS,2010,PL12,2,0.0915
2013,NUTS,2010,PL12,2,0.1453
2015,NUTS,2010,PL12,2,0.165
2011,NUTS,2010,PL2,1,0.0299
2013,NUTS,2010,PL2,1,0.0517
2014,NUTS,2010,PL2,1,0.0583
2015,NUTS,2010,PL2,1,0.081
2016,NUTS,2010,PL2,1,0.1248
2017,NUTS,2010,PL2,1,0.1559
2018,NUTS,2010,PL2,1,0.1566
2019,NUTS,2010,PL2,1,0.1764
2011,NUTS,2010,PL21,2,0.0506
2013,NUTS,2010,PL21,2,0.0905
2014,NUTS,2010,PL21,2,0.0964
2015,NUTS,2010,PL21,2,0.1291
2016,NUTS,2010,PL21,2,0.194
2017,NUTS,2010,PL21,2,0.2443
2018,NUTS,2010,PL21,2,0.2332
2019,NUTS,2010,PL21,2,0.2817
2011,NUTS,2010,PL22,2,0.0151
2012,NUTS,2010,PL22,2,0.0179
2013,NUTS,2010,PL22,2,0.0248
2014,NUTS,2010,PL22,2,0.0313
2015,NUTS,2010,PL22,2,0.0466
2016,NUTS,2010,PL22,2,0.074
2017,NUTS,2010,PL22,2,0.0896
2018,NUTS,2010,PL22,2,0.0984
2019,NUTS,2010,PL22,2,0.0963
2011,NUTS,2010,PL3,1,0.0361
2012,NUTS,2010,PL3,1,0.0388
2013,NUTS,2010,PL3,1,0.0476
2014,NUTS,2010,PL3,1,0.0498
2015,NUTS,2010,PL3,1,0.0554
2011,NUTS,2010,PL31,2,0.0091
2012,NUTS,2010,PL31,2,0.011
2013,NUTS,2010,PL31,2,0.0206
2014,NUTS,2010,PL31,2,0.0168
2015,NUTS,2010,PL31,2,0.0312
2011,NUTS,2010,PL32,2,0.1035
