year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_act_hc_t
2016,NUTS,2010,UKH1,2,1.5041
2017,NUTS,2010,UKH1,2,1.5024
2018,NUTS,2010,UKH1,2,1.5006
2011,NUTS,2010,UKH2,2,0.6268
2012,NUTS,2010,UKH2,2,0.625
2013,NUTS,2010,UKH2,2,0.6003
2014,NUTS,2010,UKH2,2,0.6108
2015,NUTS,2010,UKH2,2,0.5577
2016,NUTS,2010,UKH2,2,0.5676
2017,NUTS,2010,UKH2,2,0.5628
2018,NUTS,2010,UKH2,2,0.5793
2011,NUTS,2010,UKH3,2,0.3621
2012,NUTS,2010,UKH3,2,0.371
2013,NUTS,2010,UKH3,2,0.3516
2014,NUTS,2010,UKH3,2,0.3763
2015,NUTS,2010,UKH3,2,0.3879
2016,NUTS,2010,UKH3,2,0.4005
2017,NUTS,2010,UKH3,2,0.3811
2018,NUTS,2010,UKH3,2,0.3788
2011,NUTS,2010,UKI,1,1.4697
2012,NUTS,2010,UKI,1,1.48
2013,NUTS,2010,UKI,1,1.4352
2014,NUTS,2010,UKI,1,1.454
2015,NUTS,2010,UKI,1,1.4308
2016,NUTS,2010,UKI,1,1.4451
2017,NUTS,2010,UKI,1,1.3865
2018,NUTS,2010,UKI,1,1.3772
2011,NUTS,2010,UKI3,2,8.1251
2012,NUTS,2010,UKI3,2,7.945
2013,NUTS,2010,UKI3,2,7.9274
2014,NUTS,2010,UKI3,2,7.7567
2015,NUTS,2010,UKI3,2,7.5502
2016,NUTS,2010,UKI3,2,7.4745
2017,NUTS,2010,UKI3,2,7.6137
2018,NUTS,2010,UKI3,2,7.3874
2011,NUTS,2010,UKI4,2,0.7102
2012,NUTS,2010,UKI4,2,0.7095
2013,NUTS,2010,UKI4,2,0.671
2014,NUTS,2010,UKI4,2,0.6657
2015,NUTS,2010,UKI4,2,0.7573
2016,NUTS,2010,UKI4,2,0.7676
2017,NUTS,2010,UKI4,2,0.7213
2018,NUTS,2010,UKI4,2,0.7169
2011,NUTS,2010,UKI5,2,0.191
2012,NUTS,2010,UKI5,2,0.2021
2013,NUTS,2010,UKI5,2,0.1923
2014,NUTS,2010,UKI5,2,0.193
2015,NUTS,2010,UKI5,2,0.18
2016,NUTS,2010,UKI5,2,0.1813
2017,NUTS,2010,UKI5,2,0.1677
2018,NUTS,2010,UKI5,2,0.1666
2011,NUTS,2010,UKI6,2,0.2036
2012,NUTS,2010,UKI6,2,0.2055
2013,NUTS,2010,UKI6,2,0.189
2014,NUTS,2010,UKI6,2,0.2021
2015,NUTS,2010,UKI6,2,0.243
2016,NUTS,2010,UKI6,2,0.2468
2017,NUTS,2010,UKI6,2,0.2448
2018,NUTS,2010,UKI6,2,0.2479
2011,NUTS,2010,UKI7,2,0.5007
2012,NUTS,2010,UKI7,2,0.4952
2013,NUTS,2010,UKI7,2,0.5209
2014,NUTS,2010,UKI7,2,0.5229
2015,NUTS,2010,UKI7,2,0.4892
2016,NUTS,2010,UKI7,2,0.4976
2017,NUTS,2010,UKI7,2,0.4764
2018,NUTS,2010,UKI7,2,0.4731
2011,NUTS,2010,UKJ,1,0.9365
2012,NUTS,2010,UKJ,1,0.9545
2013,NUTS,2010,UKJ,1,1.0202
2014,NUTS,2010,UKJ,1,1.0492
2015,NUTS,2010,UKJ,1,1.0665
2016,NUTS,2010,UKJ,1,1.0838
2017,NUTS,2010,UKJ,1,1.0383
2018,NUTS,2010,UKJ,1,1.0586
2011,NUTS,2010,UKJ1,2,1.6084
2012,NUTS,2010,UKJ1,2,1.6244
2013,NUTS,2010,UKJ1,2,1.7672
2014,NUTS,2010,UKJ1,2,1.8076
2015,NUTS,2010,UKJ1,2,1.8496
2016,NUTS,2010,UKJ1,2,1.8903
2017,NUTS,2010,UKJ1,2,1.827
2018,NUTS,2010,UKJ1,2,1.8481
2011,NUTS,2010,UKJ2,2,0.6844
2012,NUTS,2010,UKJ2,2,0.6969
2013,NUTS,2010,UKJ2,2,0.7106
2014,NUTS,2010,UKJ2,2,0.7411
2015,NUTS,2010,UKJ2,2,0.7207
2016,NUTS,2010,UKJ2,2,0.7162
2017,NUTS,2010,UKJ2,2,0.6826
2018,NUTS,2010,UKJ2,2,0.7207
2011,NUTS,2010,UKJ3,2,0.9787
2012,NUTS,2010,UKJ3,2,1.0004
2013,NUTS,2010,UKJ3,2,1.0145
2014,NUTS,2010,UKJ3,2,1.03
2015,NUTS,2010,UKJ3,2,1.0826
2016,NUTS,2010,UKJ3,2,1.1085
2017,NUTS,2010,UKJ3,2,1.0316
2018,NUTS,2010,UKJ3,2,1.0355
2011,NUTS,2010,UKJ4,2,0.3401
2012,NUTS,2010,UKJ4,2,0.3507
2013,NUTS,2010,UKJ4,2,0.4683
2014,NUTS,2010,UKJ4,2,0.4814
2015,NUTS,2010,UKJ4,2,0.4961
2016,NUTS,2010,UKJ4,2,0.5143
2017,NUTS,2010,UKJ4,2,0.5084
2018,NUTS,2010,UKJ4,2,0.5041
2011,NUTS,2010,UKK,1,0.7043
2012,NUTS,2010,UKK,1,0.7216
2013,NUTS,2010,UKK,1,0.7275
2014,NUTS,2010,UKK,1,0.7464
2015,NUTS,2010,UKK,1,0.7383
2016,NUTS,2010,UKK,1,0.7553
2017,NUTS,2010,UKK,1,0.7585
2018,NUTS,2010,UKK,1,0.7617
2011,NUTS,2010,UKK1,2,0.936
2012,NUTS,2010,UKK1,2,0.9527
2013,NUTS,2010,UKK1,2,0.9629
2014,NUTS,2010,UKK1,2,0.9948
2015,NUTS,2010,UKK1,2,0.974
2016,NUTS,2010,UKK1,2,0.9856
2017,NUTS,2010,UKK1,2,0.9648
2018,NUTS,2010,UKK1,2,0.9604
2011,NUTS,2010,UKK2,2,0.1764
2012,NUTS,2010,UKK2,2,0.1835
2013,NUTS,2010,UKK2,2,0.1941
2014,NUTS,2010,UKK2,2,0.2
2015,NUTS,2010,UKK2,2,0.2461
2016,NUTS,2010,UKK2,2,0.2603
2017,NUTS,2010,UKK2,2,0.2719
2018,NUTS,2010,UKK2,2,0.2742
2011,NUTS,2010,UKK3,2,0.0895
2012,NUTS,2010,UKK3,2,0.0899
2013,NUTS,2010,UKK3,2,0.1071
2014,NUTS,2010,UKK3,2,0.1061
2015,NUTS,2010,UKK3,2,0.1097
2016,NUTS,2010,UKK3,2,0.1064
2017,NUTS,2010,UKK3,2,0.1173
2018,NUTS,2010,UKK3,2,0.117
2011,NUTS,2010,UKK4,2,1.0571
2012,NUTS,2010,UKK4,2,1.0892
2013,NUTS,2010,UKK4,2,1.1087
2014,NUTS,2010,UKK4,2,1.1327
2015,NUTS,2010,UKK4,2,1.0595
2016,NUTS,2010,UKK4,2,1.0964
2017,NUTS,2010,UKK4,2,1.1115
2018,NUTS,2010,UKK4,2,1.1373
2011,NUTS,2010,UKL,1,0.906
2012,NUTS,2010,UKL,1,0.93
2013,NUTS,2010,UKL,1,0.9364
2014,NUTS,2010,UKL,1,0.9929
2015,NUTS,2010,UKL,1,0.9421
2016,NUTS,2010,UKL,1,0.9532
2017,NUTS,2010,UKL,1,0.9531
2018,NUTS,2010,UKL,1,0.9386
2011,NUTS,2010,UKL1,2,0.7195
2012,NUTS,2010,UKL1,2,0.7359
2013,NUTS,2010,UKL1,2,0.8008
2014,NUTS,2010,UKL1,2,0.848
2015,NUTS,2010,UKL1,2,0.7766
2016,NUTS,2010,UKL1,2,0.7805
2017,NUTS,2010,UKL1,2,0.8155
2018,NUTS,2010,UKL1,2,0.7973
2011,NUTS,2010,UKL2,2,1.2081
2012,NUTS,2010,UKL2,2,1.2477
2013,NUTS,2010,UKL2,2,1.1528
2014,NUTS,2010,UKL2,2,1.225
2015,NUTS,2010,UKL2,2,1.2195
2016,NUTS,2010,UKL2,2,1.2478
2017,NUTS,2010,UKL2,2,1.169
2018,NUTS,2010,UKL2,2,1.1645
2011,NUTS,2010,UKM,1,1.1814
2012,NUTS,2010,UKM,1,1.2137
2013,NUTS,2010,UKM,1,1.3648
2014,NUTS,2010,UKM,1,1.4062
2015,NUTS,2010,UKM,1,1.4076
2016,NUTS,2010,UKM,1,1.4549
2017,NUTS,2010,UKM,1,1.4451
2018,NUTS,2010,UKM,1,1.4637
2012,NUTS,2010,UKM2,2,1.7432
2013,NUTS,2010,UKM2,2,2.0288
2014,NUTS,2010,UKM2,2,2.1122
2015,NUTS,2010,UKM2,2,2.0633
2016,NUTS,2010,UKM2,2,2.1507
2012,NUTS,2010,UKM3,2,1.0022
2013,NUTS,2010,UKM3,2,1.1053
2014,NUTS,2010,UKM3,2,1.1408
2015,NUTS,2010,UKM3,2,1.1995
2016,NUTS,2010,UKM3,2,1.2191
2012,NUTS,2010,UKM5,2,1.3002
2013,NUTS,2010,UKM5,2,1.355
2014,NUTS,2010,UKM5,2,1.3256
2015,NUTS,2010,UKM5,2,1.2805
2016,NUTS,2010,UKM5,2,1.3361
2017,NUTS,2010,UKM5,2,1.2324
2018,NUTS,2010,UKM5,2,1.2923
2012,NUTS,2010,UKM6,2,0.0509
2013,NUTS,2010,UKM6,2,0.0626
2014,NUTS,2010,UKM6,2,0.0673
2015,NUTS,2010,UKM6,2,0.063
2016,NUTS,2010,UKM6,2,0.0688
2017,NUTS,2010,UKM6,2,0.0859
2018,NUTS,2010,UKM6,2,0.0873
2014,NUTS,2010,UKM7,2,2.2436
2015,NUTS,2010,UKM7,2,2.1801
2016,NUTS,2010,UKM7,2,2.252
2017,NUTS,2010,UKM7,2,2.2512
2018,NUTS,2010,UKM7,2,2.2138
2014,NUTS,2010,UKM8,2,1.7079
2015,NUTS,2010,UKM8,2,1.7316
2016,NUTS,2010,UKM8,2,1.7614
2017,NUTS,2010,UKM8,2,1.7804
2018,NUTS,2010,UKM8,2,1.7608
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.6968
2012,NUTS,2010,UKN,1,0.7132
2013,NUTS,2010,UKN,1,0.6155
2014,NUTS,2010,UKN,1,0.6348
2015,NUTS,2010,UKN,1,0.6324
2016,NUTS,2010,UKN,1,0.6373
2017,NUTS,2010,UKN,1,0.6831
2018,NUTS,2010,UKN,1,0.684
2011,NUTS,2010,UKN0,2,0.6968
2012,NUTS,2010,UKN0,2,0.7132
2013,NUTS,2010,UKN0,2,0.6155
2014,NUTS,2010,UKN0,2,0.6348
2015,NUTS,2010,UKN0,2,0.6324
2016,NUTS,2010,UKN0,2,0.6373
2017,NUTS,2010,UKN0,2,0.6831
2018,NUTS,2010,UKN0,2,0.684
