year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_fte_rse_t
2012,NUTS,2010,DEB1,2,0.0083
2013,NUTS,2010,DEB1,2,0.0135
2014,NUTS,2010,DEB1,2,0.0126
2015,NUTS,2010,DEB1,2,0.0127
2016,NUTS,2010,DEB1,2,0.0133
2017,NUTS,2010,DEB1,2,0.0128
2018,NUTS,2010,DEB1,2,0.0138
2019,NUTS,2010,DEB1,2,0.0171
2011,NUTS,2010,DEB2,2,0.0213
2012,NUTS,2010,DEB2,2,0.0211
2013,NUTS,2010,DEB2,2,0.0095
2014,NUTS,2010,DEB2,2,0.0074
2015,NUTS,2010,DEB2,2,0.006
2016,NUTS,2010,DEB2,2,0.0054
2017,NUTS,2010,DEB2,2,0.0064
2018,NUTS,2010,DEB2,2,0.0075
2019,NUTS,2010,DEB2,2,0.0166
2011,NUTS,2010,DEB3,2,0.1081
2012,NUTS,2010,DEB3,2,0.1035
2013,NUTS,2010,DEB3,2,0.104
2014,NUTS,2010,DEB3,2,0.0919
2015,NUTS,2010,DEB3,2,0.0964
2016,NUTS,2010,DEB3,2,0.1025
2017,NUTS,2010,DEB3,2,0.1115
2018,NUTS,2010,DEB3,2,0.1144
2019,NUTS,2010,DEB3,2,0.1216
2011,NUTS,2010,DEC,1,0.1412
2012,NUTS,2010,DEC,1,0.1447
2013,NUTS,2010,DEC,1,0.1484
2014,NUTS,2010,DEC,1,0.1299
2015,NUTS,2010,DEC,1,0.1468
2016,NUTS,2010,DEC,1,0.1485
2017,NUTS,2010,DEC,1,0.1368
2018,NUTS,2010,DEC,1,0.14
2019,NUTS,2010,DEC,1,0.1741
2011,NUTS,2010,DEC0,2,0.1412
2012,NUTS,2010,DEC0,2,0.1447
2013,NUTS,2010,DEC0,2,0.1484
2014,NUTS,2010,DEC0,2,0.1299
2015,NUTS,2010,DEC0,2,0.1468
2016,NUTS,2010,DEC0,2,0.1485
2017,NUTS,2010,DEC0,2,0.1368
2018,NUTS,2010,DEC0,2,0.14
2019,NUTS,2010,DEC0,2,0.1741
2011,NUTS,2010,DED,1,0.2111
2012,NUTS,2010,DED,1,0.2221
2013,NUTS,2010,DED,1,0.2238
2014,NUTS,2010,DED,1,0.1922
2015,NUTS,2010,DED,1,0.2104
2016,NUTS,2010,DED,1,0.2056
2017,NUTS,2010,DED,1,0.2117
2018,NUTS,2010,DED,1,0.2248
2019,NUTS,2010,DED,1,0.2326
2011,NUTS,2010,DED2,2,0.3167
2012,NUTS,2010,DED2,2,0.3285
2013,NUTS,2010,DED2,2,0.1639
2014,NUTS,2010,DED2,2,0.2837
2015,NUTS,2010,DED2,2,0.306
2016,NUTS,2010,DED2,2,0.2992
2017,NUTS,2010,DED2,2,0.3012
2018,NUTS,2010,DED2,2,0.3177
2019,NUTS,2010,DED2,2,0.3286
2011,NUTS,2010,DED4,2,0.0644
2012,NUTS,2010,DED4,2,0.0692
2013,NUTS,2010,DED4,2,0.2995
2014,NUTS,2010,DED4,2,0.0653
2015,NUTS,2010,DED4,2,0.0774
2016,NUTS,2010,DED4,2,0.076
2017,NUTS,2010,DED4,2,0.0753
2018,NUTS,2010,DED4,2,0.0811
2019,NUTS,2010,DED4,2,0.084
2011,NUTS,2010,DED5,2,0.2581
2012,NUTS,2010,DED5,2,0.2757
2013,NUTS,2010,DED5,2,0.2079
2014,NUTS,2010,DED5,2,0.2314
2015,NUTS,2010,DED5,2,0.2461
2016,NUTS,2010,DED5,2,0.2427
2017,NUTS,2010,DED5,2,0.2627
2018,NUTS,2010,DED5,2,0.2751
2019,NUTS,2010,DED5,2,0.2822
2011,NUTS,2010,DEE,1,0.1133
2012,NUTS,2010,DEE,1,0.1302
2013,NUTS,2010,DEE,1,0.1295
2014,NUTS,2010,DEE,1,0.1212
2015,NUTS,2010,DEE,1,0.1226
2016,NUTS,2010,DEE,1,0.121
2017,NUTS,2010,DEE,1,0.1294
2018,NUTS,2010,DEE,1,0.1381
2019,NUTS,2010,DEE,1,0.1377
2011,NUTS,2010,DEE0,2,0.1133
2012,NUTS,2010,DEE0,2,0.1302
2013,NUTS,2010,DEE0,2,0.1295
2014,NUTS,2010,DEE0,2,0.1212
2015,NUTS,2010,DEE0,2,0.1226
2016,NUTS,2010,DEE0,2,0.121
2017,NUTS,2010,DEE0,2,0.1294
2018,NUTS,2010,DEE0,2,0.1381
2019,NUTS,2010,DEE0,2,0.1377
2011,NUTS,2010,DEF,1,0.0867
2012,NUTS,2010,DEF,1,0.0929
2013,NUTS,2010,DEF,1,0.0985
2014,NUTS,2010,DEF,1,0.105
2015,NUTS,2010,DEF,1,0.0806
2016,NUTS,2010,DEF,1,0.0789
2017,NUTS,2010,DEF,1,0.0858
2018,NUTS,2010,DEF,1,0.0813
2019,NUTS,2010,DEF,1,0.0818
2011,NUTS,2010,DEF0,2,0.0867
2012,NUTS,2010,DEF0,2,0.0929
2013,NUTS,2010,DEF0,2,0.0985
2014,NUTS,2010,DEF0,2,0.105
2015,NUTS,2010,DEF0,2,0.0806
2016,NUTS,2010,DEF0,2,0.0789
2017,NUTS,2010,DEF0,2,0.0858
2018,NUTS,2010,DEF0,2,0.0813
2019,NUTS,2010,DEF0,2,0.0818
2011,NUTS,2010,DEG,1,0.1283
2012,NUTS,2010,DEG,1,0.1333
2013,NUTS,2010,DEG,1,0.1308
2014,NUTS,2010,DEG,1,0.1179
2015,NUTS,2010,DEG,1,0.1202
2016,NUTS,2010,DEG,1,0.1182
2017,NUTS,2010,DEG,1,0.1247
2018,NUTS,2010,DEG,1,0.136
2019,NUTS,2010,DEG,1,0.1359
2011,NUTS,2010,DEG0,2,0.1283
2012,NUTS,2010,DEG0,2,0.1333
2013,NUTS,2010,DEG0,2,0.1308
2014,NUTS,2010,DEG0,2,0.1179
2015,NUTS,2010,DEG0,2,0.1202
2016,NUTS,2010,DEG0,2,0.1182
2017,NUTS,2010,DEG0,2,0.1247
2018,NUTS,2010,DEG0,2,0.136
2019,NUTS,2010,DEG0,2,0.1359
2011,NUTS,2010,DK,0,0.042
2012,NUTS,2010,DK,0,0.0433
2013,NUTS,2010,DK,0,0.0453
2014,NUTS,2010,DK,0,0.0498
2015,NUTS,2010,DK,0,0.0509
2016,NUTS,2010,DK,0,0.049
2017,NUTS,2010,DK,0,0.057
2018,NUTS,2010,DK,0,0.0549
2019,NUTS,2010,DK,0,0.0538
2020,NUTS,2010,DK,0,0.0543
2011,NUTS,2010,DK0,1,0.0423
2012,NUTS,2010,DK0,1,0.0421
2013,NUTS,2010,DK0,1,0.044
2014,NUTS,2010,DK0,1,0.0484
2015,NUTS,2010,DK0,1,0.0494
2016,NUTS,2010,DK0,1,0.0474
2017,NUTS,2010,DK0,1,0.0552
2018,NUTS,2010,DK0,1,0.0532
2019,NUTS,2010,DK0,1,0.0521
2011,NUTS,2010,DK01,2,0.0825
2012,NUTS,2010,DK01,2,0.0749
2013,NUTS,2010,DK01,2,0.0701
2014,NUTS,2010,DK01,2,0.0765
2015,NUTS,2010,DK01,2,0.0687
2016,NUTS,2010,DK01,2,0.0645
2017,NUTS,2010,DK01,2,0.0935
2019,NUTS,2010,DK01,2,0.0934
2011,NUTS,2010,DK02,2,0.0184
2012,NUTS,2010,DK02,2,0.0266
2013,NUTS,2010,DK02,2,0.0308
2014,NUTS,2010,DK02,2,0.0419
2015,NUTS,2010,DK02,2,0.0542
2016,NUTS,2010,DK02,2,0.0334
2017,NUTS,2010,DK02,2,0.04
2019,NUTS,2010,DK02,2,0.0313
2011,NUTS,2010,DK03,2,0.0277
2012,NUTS,2010,DK03,2,0.0228
2013,NUTS,2010,DK03,2,0.025
2014,NUTS,2010,DK03,2,0.0296
2015,NUTS,2010,DK03,2,0.0336
2016,NUTS,2010,DK03,2,0.0382
2017,NUTS,2010,DK03,2,0.0079
2019,NUTS,2010,DK03,2,0.0072
2011,NUTS,2010,DK04,2,0.0307
2012,NUTS,2010,DK04,2,0.0389
2013,NUTS,2010,DK04,2,0.0466
2014,NUTS,2010,DK04,2,0.046
2015,NUTS,2010,DK04,2,0.05
2016,NUTS,2010,DK04,2,0.0552
2017,NUTS,2010,DK04,2,0.0453
2019,NUTS,2010,DK04,2,0.0375
2011,NUTS,2010,DK05,2,0.003
2012,NUTS,2010,DK05,2,0.0049
2013,NUTS,2010,DK05,2,0.0105
2014,NUTS,2010,DK05,2,0.0085
2015,NUTS,2010,DK05,2,0.0095
2016,NUTS,2010,DK05,2,0.0102
2017,NUTS,2010,DK05,2,0.0666
2019,NUTS,2010,DK05,2,0.067
2011,NUTS,2010,EA19,2,0.0985
2012,NUTS,2010,EA19,2,0.1008
2013,NUTS,2010,EA19,2,0.1003
2014,NUTS,2010,EA19,2,0.0976
2015,NUTS,2010,EA19,2,0.099
2016,NUTS,2010,EA19,2,0.0997
2017,NUTS,2010,EA19,2,0.101
2018,NUTS,2010,EA19,2,0.1045
2019,NUTS,2010,EA19,2,0.1069
2020,NUTS,2010,EA19,2,0.1103
2011,NUTS,2010,EE,0,0.0801
2012,NUTS,2010,EE,0,0.082
2013,NUTS,2010,EE,0,0.0837
2014,NUTS,2010,EE,0,0.0816
2015,NUTS,2010,EE,0,0.0786
2016,NUTS,2010,EE,0,0.0767
2017,NUTS,2010,EE,0,0.0827
2018,NUTS,2010,EE,0,0.0737
2019,NUTS,2010,EE,0,0.079
2020,NUTS,2010,EE,0,0.0814
2011,NUTS,2010,EL,0,0.0901
2012,NUTS,2010,EL,0,0.0937
2013,NUTS,2010,EL,0,0.121
2014,NUTS,2010,EL,0,0.1234
2015,NUTS,2010,EL,0,0.1533
2016,NUTS,2010,EL,0,0.1325
2017,NUTS,2010,EL,0,0.153
2018,NUTS,2010,EL,0,0.1671
2019,NUTS,2010,EL,0,0.1758
2020,NUTS,2010,EL,0,0.1909
2011,NUTS,2010,EL3,1,0.1239
2013,NUTS,2010,EL3,1,0.176
2015,NUTS,2010,EL3,1,0.217
2017,NUTS,2010,EL3,1,0.2409
2019,NUTS,2010,EL3,1,0.2903
2011,NUTS,2010,EL30,2,0.1239
2013,NUTS,2010,EL30,2,0.176
2015,NUTS,2010,EL30,2,0.217
2017,NUTS,2010,EL30,2,0.2409
2019,NUTS,2010,EL30,2,0.2903
2011,NUTS,2010,EL4,1,0.1389
2013,NUTS,2010,EL4,1,0.1853
2015,NUTS,2010,EL4,1,0.2061
2017,NUTS,2010,EL4,1,0.2086
2019,NUTS,2010,EL4,1,0.1794
2011,NUTS,2010,EL41,2,0.0443
2013,NUTS,2010,EL41,2,0.046
2015,NUTS,2010,EL41,2,0.1938
2017,NUTS,2010,EL41,2,0.1116
2019,NUTS,2010,EL41,2,0.0939
2011,NUTS,2010,EL42,2,0.0687
2013,NUTS,2010,EL42,2,0.0697
2015,NUTS,2010,EL42,2,0.0675
2017,NUTS,2010,EL42,2,0.0573
2019,NUTS,2010,EL42,2,0.0627
2011,NUTS,2010,EL43,2,0.2008
2013,NUTS,2010,EL43,2,0.2893
2015,NUTS,2010,EL43,2,0.2876
2017,NUTS,2010,EL43,2,0.3198
2019,NUTS,2010,EL43,2,0.2694
2011,NUTS,2010,EL5,1,0.0519
2013,NUTS,2010,EL5,1,0.0632
2015,NUTS,2010,EL5,1,0.0931
2017,NUTS,2010,EL5,1,0.0968
2019,NUTS,2010,EL5,1,0.1158
2011,NUTS,2010,EL51,2,0.0155
2013,NUTS,2010,EL51,2,0.0331
2015,NUTS,2010,EL51,2,0.0302
2017,NUTS,2010,EL51,2,0.0374
2019,NUTS,2010,EL51,2,0.0454
2011,NUTS,2010,EL52,2,0.0527
2013,NUTS,2010,EL52,2,0.0777
2015,NUTS,2010,EL52,2,0.1167
2017,NUTS,2010,EL52,2,0.1267
2019,NUTS,2010,EL52,2,0.1541
2011,NUTS,2010,EL53,2,0.102
2013,NUTS,2010,EL53,2,0.0414
2015,NUTS,2010,EL53,2,0.0812
2017,NUTS,2010,EL53,2,0.0557
2019,NUTS,2010,EL53,2,0.0444
2011,NUTS,2010,EL54,2,0.0714
2013,NUTS,2010,EL54,2,0.0541
2015,NUTS,2010,EL54,2,0.0819
2017,NUTS,2010,EL54,2,0.066
2019,NUTS,2010,EL54,2,0.0835
2011,NUTS,2010,EL6,1,0.0517
2013,NUTS,2010,EL6,1,0.0632
2015,NUTS,2010,EL6,1,0.0924
2017,NUTS,2010,EL6,1,0.0512
2019,NUTS,2010,EL6,1,0.0558
2011,NUTS,2010,EL61,2,0.052
2013,NUTS,2010,EL61,2,0.0598
2015,NUTS,2010,EL61,2,0.0817
2017,NUTS,2010,EL61,2,0.0472
2019,NUTS,2010,EL61,2,0.0388
2011,NUTS,2010,EL62,2,0.0305
2013,NUTS,2010,EL62,2,0.0309
2015,NUTS,2010,EL62,2,0.1206
2017,NUTS,2010,EL62,2,0.0406
2019,NUTS,2010,EL62,2,0.0512
2011,NUTS,2010,EL63,2,0.078
2013,NUTS,2010,EL63,2,0.1018
2015,NUTS,2010,EL63,2,0.0916
2017,NUTS,2010,EL63,2,0.0751
2019,NUTS,2010,EL63,2,0.0687
2011,NUTS,2010,EL64,2,0.022
2013,NUTS,2010,EL64,2,0.0355
2015,NUTS,2010,EL64,2,0.0582
2017,NUTS,2010,EL64,2,0.0271
2019,NUTS,2010,EL64,2,0.041
2011,NUTS,2010,EL65,2,0.0578
2013,NUTS,2010,EL65,2,0.0622
2015,NUTS,2010,EL65,2,0.1303
2017,NUTS,2010,EL65,2,0.0548
2019,NUTS,2010,EL65,2,0.0787
2011,NUTS,2010,ES,0,0.0983
2012,NUTS,2010,ES,0,0.0939
2013,NUTS,2010,ES,0,0.0897
2014,NUTS,2010,ES,0,0.0885
2015,NUTS,2010,ES,0,0.0877
2016,NUTS,2010,ES,0,0.0912
2017,NUTS,2010,ES,0,0.0924
2018,NUTS,2010,ES,0,0.0948
2019,NUTS,2010,ES,0,0.0971
2020,NUTS,2010,ES,0,0.1002
2011,NUTS,2010,ES1,1,0.0638
2013,NUTS,2010,ES1,1,0.0576
2014,NUTS,2010,ES1,1,0.0578
2015,NUTS,2010,ES1,1,0.0592
2016,NUTS,2010,ES1,1,0.0631
2017,NUTS,2010,ES1,1,0.0617
2018,NUTS,2010,ES1,1,0.0691
2019,NUTS,2010,ES1,1,0.0723
2013,NUTS,2010,ES11,2,0.0543
2014,NUTS,2010,ES11,2,0.0545
2015,NUTS,2010,ES11,2,0.0534
2016,NUTS,2010,ES11,2,0.0571
2017,NUTS,2010,ES11,2,0.063
2018,NUTS,2010,ES11,2,0.0691
2019,NUTS,2010,ES11,2,0.0691
2012,NUTS,2010,ES12,2,0.0638
2013,NUTS,2010,ES12,2,0.0536
2014,NUTS,2010,ES12,2,0.0484
2015,NUTS,2010,ES12,2,0.053
2016,NUTS,2010,ES12,2,0.0574
2017,NUTS,2010,ES12,2,0.0458
2018,NUTS,2010,ES12,2,0.0491
2019,NUTS,2010,ES12,2,0.0519
2011,NUTS,2010,ES13,2,0.095
2012,NUTS,2010,ES13,2,0.0945
2013,NUTS,2010,ES13,2,0.0796
2014,NUTS,2010,ES13,2,0.0888
2015,NUTS,2010,ES13,2,0.0966
2016,NUTS,2010,ES13,2,0.0999
2017,NUTS,2010,ES13,2,0.0824
2018,NUTS,2010,ES13,2,0.1026
2019,NUTS,2010,ES13,2,0.1205
2011,NUTS,2010,ES2,1,0.0765
2012,NUTS,2010,ES2,1,0.0777
2013,NUTS,2010,ES2,1,0.0798
2014,NUTS,2010,ES2,1,0.0792
2016,NUTS,2010,ES2,1,0.0766
2017,NUTS,2010,ES2,1,0.0814
2018,NUTS,2010,ES2,1,0.0924
2019,NUTS,2010,ES2,1,0.0913
2011,NUTS,2010,ES21,2,0.0515
2012,NUTS,2010,ES21,2,0.0604
2013,NUTS,2010,ES21,2,0.0641
2014,NUTS,2010,ES21,2,0.0606
2015,NUTS,2010,ES21,2,0.0587
2016,NUTS,2010,ES21,2,0.058
2017,NUTS,2010,ES21,2,0.0618
2018,NUTS,2010,ES21,2,0.0758
2019,NUTS,2010,ES21,2,0.0733
2011,NUTS,2010,ES22,2,0.0865
2012,NUTS,2010,ES22,2,0.0841
2013,NUTS,2010,ES22,2,0.0903
2014,NUTS,2010,ES22,2,0.0896
2016,NUTS,2010,ES22,2,0.095
2017,NUTS,2010,ES22,2,0.0937
2018,NUTS,2010,ES22,2,0.1077
2019,NUTS,2010,ES22,2,0.1082
2011,NUTS,2010,ES23,2,0.108
2012,NUTS,2010,ES23,2,0.1053
2013,NUTS,2010,ES23,2,0.0969
2014,NUTS,2010,ES23,2,0.0876
2015,NUTS,2010,ES23,2,0.0883
2016,NUTS,2010,ES23,2,0.098
2017,NUTS,2010,ES23,2,0.1048
2018,NUTS,2010,ES23,2,0.1138
2019,NUTS,2010,ES23,2,0.1062
2011,NUTS,2010,ES24,2,0.1051
2012,NUTS,2010,ES24,2,0.0957
2013,NUTS,2010,ES24,2,0.0958
2014,NUTS,2010,ES24,2,0.1017
2015,NUTS,2010,ES24,2,0.0851
2016,NUTS,2010,ES24,2,0.0925
2017,NUTS,2010,ES24,2,0.101
2018,NUTS,2010,ES24,2,0.1064
2019,NUTS,2010,ES24,2,0.1082
2011,NUTS,2010,ES3,1,0.202
2012,NUTS,2010,ES3,1,0.1884
2013,NUTS,2010,ES3,1,0.1744
2014,NUTS,2010,ES3,1,0.176
2015,NUTS,2010,ES3,1,0.1721
2016,NUTS,2010,ES3,1,0.1883
2017,NUTS,2010,ES3,1,0.1904
2018,NUTS,2010,ES3,1,0.1835
2019,NUTS,2010,ES3,1,0.1911
2011,NUTS,2010,ES30,2,0.202
2012,NUTS,2010,ES30,2,0.1884
2013,NUTS,2010,ES30,2,0.1744
2014,NUTS,2010,ES30,2,0.176
2015,NUTS,2010,ES30,2,0.1721
2016,NUTS,2010,ES30,2,0.1883
2017,NUTS,2010,ES30,2,0.1904
2018,NUTS,2010,ES30,2,0.1835
2019,NUTS,2010,ES30,2,0.1911
2011,NUTS,2010,ES4,1,0.0434
2013,NUTS,2010,ES4,1,0.0352
2014,NUTS,2010,ES4,1,0.0333
2015,NUTS,2010,ES4,1,0.0372
2016,NUTS,2010,ES4,1,0.0356
2017,NUTS,2010,ES4,1,0.0353
2018,NUTS,2010,ES4,1,0.041
2019,NUTS,2010,ES4,1,0.0406
2012,NUTS,2010,ES41,2,0.0383
2013,NUTS,2010,ES41,2,0.0377
2014,NUTS,2010,ES41,2,0.0375
2015,NUTS,2010,ES41,2,0.0373
2016,NUTS,2010,ES41,2,0.0378
2017,NUTS,2010,ES41,2,0.0387
2018,NUTS,2010,ES41,2,0.0436
2019,NUTS,2010,ES41,2,0.0422
2013,NUTS,2010,ES42,2,0.0307
2014,NUTS,2010,ES42,2,0.031
2015,NUTS,2010,ES42,2,0.0322
2016,NUTS,2010,ES42,2,0.0318
2017,NUTS,2010,ES42,2,0.0299
2018,NUTS,2010,ES42,2,0.032
2019,NUTS,2010,ES42,2,0.0316
2011,NUTS,2010,ES43,2,0.0476
2012,NUTS,2010,ES43,2,0.0436
2013,NUTS,2010,ES43,2,0.0382
2014,NUTS,2010,ES43,2,0.0285
2015,NUTS,2010,ES43,2,0.0468
2016,NUTS,2010,ES43,2,0.0383
2017,NUTS,2010,ES43,2,0.0384
2018,NUTS,2010,ES43,2,0.0531
2019,NUTS,2010,ES43,2,0.0549
2011,NUTS,2010,ES5,1,0.1113
2012,NUTS,2010,ES5,1,0.1076
2013,NUTS,2010,ES5,1,0.1063
2014,NUTS,2010,ES5,1,0.1053
2015,NUTS,2010,ES5,1,0.1015
2016,NUTS,2010,ES5,1,0.1056
2017,NUTS,2010,ES5,1,0.1082
2018,NUTS,2010,ES5,1,0.1099
2019,NUTS,2010,ES5,1,0.1102
2011,NUTS,2010,ES51,2,0.1451
2012,NUTS,2010,ES51,2,0.1455
2013,NUTS,2010,ES51,2,0.1458
2014,NUTS,2010,ES51,2,0.1477
2015,NUTS,2010,ES51,2,0.1459
2016,NUTS,2010,ES51,2,0.1479
2017,NUTS,2010,ES51,2,0.1529
2018,NUTS,2010,ES51,2,0.1549
2019,NUTS,2010,ES51,2,0.1543
2011,NUTS,2010,ES52,2,0.0689
2012,NUTS,2010,ES52,2,0.0609
2013,NUTS,2010,ES52,2,0.058
2014,NUTS,2010,ES52,2,0.0538
2015,NUTS,2010,ES52,2,0.0464
2016,NUTS,2010,ES52,2,0.0542
2017,NUTS,2010,ES52,2,0.0519
2018,NUTS,2010,ES52,2,0.0533
2019,NUTS,2010,ES52,2,0.054
2011,NUTS,2010,ES53,2,0.0634
2012,NUTS,2010,ES53,2,0.0539
2013,NUTS,2010,ES53,2,0.0508
2014,NUTS,2010,ES53,2,0.0449
2015,NUTS,2010,ES53,2,0.0462
2016,NUTS,2010,ES53,2,0.0495
2017,NUTS,2010,ES53,2,0.0559
2018,NUTS,2010,ES53,2,0.0561
2019,NUTS,2010,ES53,2,0.0578
2011,NUTS,2010,ES6,1,0.0648
2012,NUTS,2010,ES6,1,0.0621
2013,NUTS,2010,ES6,1,0.0589
2014,NUTS,2010,ES6,1,0.0566
2015,NUTS,2010,ES6,1,0.0603
2016,NUTS,2010,ES6,1,0.0573
2017,NUTS,2010,ES6,1,0.0555
2018,NUTS,2010,ES6,1,0.0556
2019,NUTS,2010,ES6,1,0.0583
2011,NUTS,2010,ES61,2,0.0681
2012,NUTS,2010,ES61,2,0.0657
2013,NUTS,2010,ES61,2,0.062
2014,NUTS,2010,ES61,2,0.0603
2015,NUTS,2010,ES61,2,0.0654
2016,NUTS,2010,ES61,2,0.0616
2017,NUTS,2010,ES61,2,0.0594
2018,NUTS,2010,ES61,2,0.0592
2019,NUTS,2010,ES61,2,0.0622
2012,NUTS,2010,ES62,2,0.0484
2013,NUTS,2010,ES62,2,0.0479
2014,NUTS,2010,ES62,2,0.0416
2015,NUTS,2010,ES62,2,0.0369
2016,NUTS,2010,ES62,2,0.0391
2017,NUTS,2010,ES62,2,0.0396
2018,NUTS,2010,ES62,2,0.0415
2019,NUTS,2010,ES62,2,0.0429
2011,NUTS,2010,ES7,1,0.0677
2012,NUTS,2010,ES7,1,0.0629
2013,NUTS,2010,ES7,1,0.0614
2014,NUTS,2010,ES7,1,0.0548
2015,NUTS,2010,ES7,1,0.0498
2016,NUTS,2010,ES7,1,0.0499
2017,NUTS,2010,ES7,1,0.0514
2018,NUTS,2010,ES7,1,0.0548
2019,NUTS,2010,ES7,1,0.0573
2011,NUTS,2010,ES70,2,0.0677
2012,NUTS,2010,ES70,2,0.0629
2013,NUTS,2010,ES70,2,0.0614
2014,NUTS,2010,ES70,2,0.0548
2015,NUTS,2010,ES70,2,0.0498
2016,NUTS,2010,ES70,2,0.0499
2017,NUTS,2010,ES70,2,0.0514
2018,NUTS,2010,ES70,2,0.0548
2019,NUTS,2010,ES70,2,0.0573
2011,NUTS,2010,EU27_2020,7,0.0969
2012,NUTS,2010,EU27_2020,7,0.098
2013,NUTS,2010,EU27_2020,7,0.098
2014,NUTS,2010,EU27_2020,7,0.0958
2015,NUTS,2010,EU27_2020,7,0.0973
2016,NUTS,2010,EU27_2020,7,0.0926
2017,NUTS,2010,EU27_2020,7,0.0943
2018,NUTS,2010,EU27_2020,7,0.0977
2019,NUTS,2010,EU27_2020,7,0.0994
2020,NUTS,2010,EU27_2020,7,0.1029
2011,NUTS,2010,FI,0,0.1778
2012,NUTS,2010,FI,0,0.17
2013,NUTS,2010,FI,0,0.1727
2014,NUTS,2010,FI,0,0.1579
2015,NUTS,2010,FI,0,0.1374
2016,NUTS,2010,FI,0,0.1241
2017,NUTS,2010,FI,0,0.1274
2018,NUTS,2010,FI,0,0.1229
2019,NUTS,2010,FI,0,0.1236
2020,NUTS,2010,FI,0,0.127
2012,NUTS,2010,FI1,1,0.1807
2013,NUTS,2010,FI1,1,0.1837
2015,NUTS,2010,FI1,1,0.1489
2016,NUTS,2010,FI1,1,0.1373
2017,NUTS,2010,FI1,1,0.1233
2018,NUTS,2010,FI1,1,0.1187
2019,NUTS,2010,FI1,1,0.1192
2011,NUTS,2010,FI19,2,0.0924
2012,NUTS,2010,FI19,2,0.0866
2013,NUTS,2010,FI19,2,0.0902
2015,NUTS,2010,FI19,2,0.0682
2016,NUTS,2010,FI19,2,0.0705
2017,NUTS,2010,FI19,2,0.0431
2018,NUTS,2010,FI19,2,0.0399
2019,NUTS,2010,FI19,2,0.0396
2011,NUTS,2010,FI1B,2,0.3796
2012,NUTS,2010,FI1B,2,0.3493
2013,NUTS,2010,FI1B,2,0.3585
2015,NUTS,2010,FI1B,2,0.3005
2016,NUTS,2010,FI1B,2,0.2744
2017,NUTS,2010,FI1B,2,0.2626
2018,NUTS,2010,FI1B,2,0.2568
2019,NUTS,2010,FI1B,2,0.2581
2011,NUTS,2010,FI1C,2,0.0772
2012,NUTS,2010,FI1C,2,0.0765
2013,NUTS,2010,FI1C,2,0.0783
2015,NUTS,2010,FI1C,2,0.0626
2016,NUTS,2010,FI1C,2,0.0573
2017,NUTS,2010,FI1C,2,0.0363
2018,NUTS,2010,FI1C,2,0.0324
2019,NUTS,2010,FI1C,2,0.0306
2011,NUTS,2010,FI1D,2,0.1404
2012,NUTS,2010,FI1D,2,0.1426
2013,NUTS,2010,FI1D,2,0.1339
2015,NUTS,2010,FI1D,2,0.0964
2016,NUTS,2010,FI1D,2,0.0835
2017,NUTS,2010,FI1D,2,0.0854
2018,NUTS,2010,FI1D,2,0.0789
2019,NUTS,2010,FI1D,2,0.0781
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.0924
2012,NUTS,2010,FR,0,0.0939
2013,NUTS,2010,FR,0,0.0962
2014,NUTS,2010,FR,0,0.0963
2015,NUTS,2010,FR,0,0.0967
2016,NUTS,2010,FR,0,0.0982
2017,NUTS,2010,FR,0,0.0979
2018,NUTS,2010,FR,0,0.0987
2019,NUTS,2010,FR,0,0.0993
2020,NUTS,2010,FR,0,0.1015
2011,NUTS,2010,FR1,1,0.1757
2012,NUTS,2010,FR1,1,0.1782
2013,NUTS,2010,FR1,1,0.1832
2011,NUTS,2010,FR10,2,0.1757
2012,NUTS,2010,FR10,2,0.1782
2013,NUTS,2010,FR10,2,0.1832
2011,NUTS,2010,FR2,1,0.0192
2012,NUTS,2010,FR2,1,0.0197
2013,NUTS,2010,FR2,1,0.0195
2011,NUTS,2010,FR21,2,0.0045
2012,NUTS,2010,FR21,2,0.0081
2013,NUTS,2010,FR21,2,0.0034
2011,NUTS,2010,FR22,2,0.0129
2012,NUTS,2010,FR22,2,0.0152
2013,NUTS,2010,FR22,2,0.0142
2011,NUTS,2010,FR23,2,0.0045
2012,NUTS,2010,FR23,2,0.005
2013,NUTS,2010,FR23,2,0.0044
2011,NUTS,2010,FR24,2,0.0383
2012,NUTS,2010,FR24,2,0.0367
2013,NUTS,2010,FR24,2,0.0386
2011,NUTS,2010,FR25,2,0.0225
2012,NUTS,2010,FR25,2,0.0215
2013,NUTS,2010,FR25,2,0.023
2011,NUTS,2010,FR26,2,0.0224
2012,NUTS,2010,FR26,2,0.0224
2013,NUTS,2010,FR26,2,0.0225
2011,NUTS,2010,FR3,1,0.0174
2012,NUTS,2010,FR3,1,0.0187
