year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_fte_rse_t
2013,NUTS,2010,FR3,1,0.0229
2011,NUTS,2010,FR30,2,0.0174
2012,NUTS,2010,FR30,2,0.0187
2013,NUTS,2010,FR30,2,0.0229
2011,NUTS,2010,FR4,1,0.0295
2012,NUTS,2010,FR4,1,0.0292
2013,NUTS,2010,FR4,1,0.0309
2011,NUTS,2010,FR41,2,0.0285
2012,NUTS,2010,FR41,2,0.027
2013,NUTS,2010,FR41,2,0.0317
2011,NUTS,2010,FR42,2,0.0455
2012,NUTS,2010,FR42,2,0.047
2013,NUTS,2010,FR42,2,0.0461
2011,NUTS,2010,FR43,2,0.0036
2012,NUTS,2010,FR43,2,0.0034
2013,NUTS,2010,FR43,2,0.0029
2011,NUTS,2010,FR5,1,0.0435
2012,NUTS,2010,FR5,1,0.0445
2013,NUTS,2010,FR5,1,0.0441
2011,NUTS,2010,FR51,2,0.0332
2012,NUTS,2010,FR51,2,0.0369
2013,NUTS,2010,FR51,2,0.0342
2011,NUTS,2010,FR52,2,0.0736
2012,NUTS,2010,FR52,2,0.0725
2013,NUTS,2010,FR52,2,0.0739
2011,NUTS,2010,FR53,2,0.0105
2012,NUTS,2010,FR53,2,0.0104
2013,NUTS,2010,FR53,2,0.0102
2011,NUTS,2010,FR6,1,0.1012
2012,NUTS,2010,FR6,1,0.105
2013,NUTS,2010,FR6,1,0.1045
2011,NUTS,2010,FR61,2,0.0366
2012,NUTS,2010,FR61,2,0.0401
2013,NUTS,2010,FR61,2,0.0423
2011,NUTS,2010,FR62,2,0.1935
2012,NUTS,2010,FR62,2,0.199
2013,NUTS,2010,FR62,2,0.1955
2011,NUTS,2010,FR63,2,0.0052
2012,NUTS,2010,FR63,2,0.0068
2013,NUTS,2010,FR63,2,0.0048
2011,NUTS,2010,FR7,1,0.1145
2012,NUTS,2010,FR7,1,0.1195
2013,NUTS,2010,FR7,1,0.1168
2011,NUTS,2010,FR71,2,0.1276
2012,NUTS,2010,FR71,2,0.1256
2013,NUTS,2010,FR71,2,0.129
2011,NUTS,2010,FR72,2,0.0512
2012,NUTS,2010,FR72,2,0.0892
2013,NUTS,2010,FR72,2,0.0563
2011,NUTS,2010,FR8,1,0.1551
2012,NUTS,2010,FR8,1,0.1513
2013,NUTS,2010,FR8,1,0.1604
2011,NUTS,2010,FR81,2,0.2198
2012,NUTS,2010,FR81,2,0.2394
2013,NUTS,2010,FR81,2,0.2315
2011,NUTS,2010,FR82,2,0.1281
2012,NUTS,2010,FR82,2,0.1118
2013,NUTS,2010,FR82,2,0.1292
2011,NUTS,2010,FR83,2,0.0174
2012,NUTS,2010,FR83,2,0.022
2013,NUTS,2010,FR83,2,0.0265
2011,NUTS,2010,FRA,1,0.0718
2012,NUTS,2010,FRA,1,0.1013
2013,NUTS,2010,FRA,1,0.0968
2011,NUTS,2010,HR,0,0.1112
2012,NUTS,2010,HR,0,0.1077
2013,NUTS,2010,HR,0,0.1074
2014,NUTS,2010,HR,0,0.0994
2015,NUTS,2010,HR,0,0.0941
2016,NUTS,2010,HR,0,0.0954
2017,NUTS,2010,HR,0,0.0995
2018,NUTS,2010,HR,0,0.1051
2019,NUTS,2010,HR,0,0.106
2020,NUTS,2010,HR,0,0.1186
2011,NUTS,2010,HR0,1,0.1088
2012,NUTS,2010,HR0,1,0.1055
2013,NUTS,2010,HR0,1,0.1056
2014,NUTS,2010,HR0,1,0.0981
2015,NUTS,2010,HR0,1,0.0928
2016,NUTS,2010,HR0,1,0.0942
2017,NUTS,2010,HR0,1,0.0982
2018,NUTS,2010,HR0,1,0.1037
2019,NUTS,2010,HR0,1,0.1042
2020,NUTS,2010,HR0,1,0.1167
2011,NUTS,2010,HR03,2,0.0231
2012,NUTS,2010,HR03,2,0.0246
2013,NUTS,2010,HR03,2,0.0244
2014,NUTS,2010,HR03,2,0.0183
2015,NUTS,2010,HR03,2,0.0175
2016,NUTS,2010,HR03,2,0.0261
2017,NUTS,2010,HR03,2,0.0263
2018,NUTS,2010,HR03,2,0.029
2019,NUTS,2010,HR03,2,0.0354
2020,NUTS,2010,HR03,2,0.0392
2011,NUTS,2010,HR04,2,0.148
2012,NUTS,2010,HR04,2,0.143
2013,NUTS,2010,HR04,2,0.1425
2014,NUTS,2010,HR04,2,0.1369
2015,NUTS,2010,HR04,2,0.1292
2016,NUTS,2010,HR04,2,0.1268
2017,NUTS,2010,HR04,2,0.1332
2018,NUTS,2010,HR04,2,0.1389
2019,NUTS,2010,HR04,2,0.1365
2011,NUTS,2010,HU,0,0.1216
2012,NUTS,2010,HU,0,0.1063
2013,NUTS,2010,HU,0,0.1078
2014,NUTS,2010,HU,0,0.1053
2015,NUTS,2010,HU,0,0.1016
2016,NUTS,2010,HU,0,0.1062
2017,NUTS,2010,HU,0,0.1037
2018,NUTS,2010,HU,0,0.1397
2019,NUTS,2010,HU,0,0.1374
2020,NUTS,2010,HU,0,0.1452
2011,NUTS,2010,HU1,1,0.3279
2012,NUTS,2010,HU1,1,0.2736
2013,NUTS,2010,HU1,1,0.2691
2014,NUTS,2010,HU1,1,0.2623
2015,NUTS,2010,HU1,1,0.2534
2016,NUTS,2010,HU1,1,0.2663
2017,NUTS,2010,HU1,1,0.2622
2018,NUTS,2010,HU1,1,0.3489
2019,NUTS,2010,HU1,1,0.3457
2011,NUTS,2010,HU10,2,0.3279
2012,NUTS,2010,HU10,2,0.2736
2013,NUTS,2010,HU10,2,0.2691
2014,NUTS,2010,HU10,2,0.2623
2015,NUTS,2010,HU10,2,0.2534
2016,NUTS,2010,HU10,2,0.2663
2017,NUTS,2010,HU11,2,0.3985
2018,NUTS,2010,HU11,2,0.5543
2019,NUTS,2010,HU11,2,0.5522
2017,NUTS,2010,HU12,2,0.0625
2018,NUTS,2010,HU12,2,0.0586
2019,NUTS,2010,HU12,2,0.0605
2011,NUTS,2010,HU2,1,0.031
2012,NUTS,2010,HU2,1,0.0351
2013,NUTS,2010,HU2,1,0.0515
2014,NUTS,2010,HU2,1,0.0516
2015,NUTS,2010,HU2,1,0.0505
2016,NUTS,2010,HU2,1,0.0508
2017,NUTS,2010,HU2,1,0.0487
2018,NUTS,2010,HU2,1,0.0539
2019,NUTS,2010,HU2,1,0.0492
2011,NUTS,2010,HU21,2,0.0376
2012,NUTS,2010,HU21,2,0.066
2013,NUTS,2010,HU21,2,0.0782
2014,NUTS,2010,HU21,2,0.0777
2015,NUTS,2010,HU21,2,0.0771
2016,NUTS,2010,HU21,2,0.0787
2017,NUTS,2010,HU21,2,0.0786
2018,NUTS,2010,HU21,2,0.1062
2019,NUTS,2010,HU21,2,0.0958
2011,NUTS,2010,HU22,2,0.024
2012,NUTS,2010,HU22,2,0.0252
2013,NUTS,2010,HU22,2,0.0345
2014,NUTS,2010,HU22,2,0.0295
2015,NUTS,2010,HU22,2,0.0308
2016,NUTS,2010,HU22,2,0.0322
2017,NUTS,2010,HU22,2,0.0251
2018,NUTS,2010,HU22,2,0.0421
2019,NUTS,2010,HU22,2,0.0382
2011,NUTS,2010,HU23,2,0.0307
2012,NUTS,2010,HU23,2,0.0065
2013,NUTS,2010,HU23,2,0.0374
2014,NUTS,2010,HU23,2,0.0446
2015,NUTS,2010,HU23,2,0.0393
2016,NUTS,2010,HU23,2,0.0375
2017,NUTS,2010,HU23,2,0.0388
2018,NUTS,2010,HU23,2,0.001
2019,NUTS,2010,HU23,2,0.0018
2011,NUTS,2010,HU3,1,0.0336
2012,NUTS,2010,HU3,1,0.0294
2013,NUTS,2010,HU3,1,0.0252
2014,NUTS,2010,HU3,1,0.0246
2015,NUTS,2010,HU3,1,0.0227
2016,NUTS,2010,HU3,1,0.0215
2017,NUTS,2010,HU3,1,0.0201
2018,NUTS,2010,HU3,1,0.0402
2019,NUTS,2010,HU3,1,0.0351
2011,NUTS,2010,HU31,2,0.0104
2012,NUTS,2010,HU31,2,0.003
2013,NUTS,2010,HU31,2,0.0036
2014,NUTS,2010,HU31,2,0.0021
2015,NUTS,2010,HU31,2,0.0018
2016,NUTS,2010,HU31,2,0.0014
2017,NUTS,2010,HU31,2,0.002
2018,NUTS,2010,HU31,2,0.001
2019,NUTS,2010,HU31,2,0.0056
2011,NUTS,2010,HU32,2,0.0292
2012,NUTS,2010,HU32,2,0.0297
2013,NUTS,2010,HU32,2,0.0205
2014,NUTS,2010,HU32,2,0.0269
2015,NUTS,2010,HU32,2,0.0262
2016,NUTS,2010,HU32,2,0.0242
2017,NUTS,2010,HU32,2,0.0188
2018,NUTS,2010,HU32,2,0.0232
2019,NUTS,2010,HU32,2,0.0224
2011,NUTS,2010,HU33,2,0.059
2012,NUTS,2010,HU33,2,0.0522
2013,NUTS,2010,HU33,2,0.0489
2014,NUTS,2010,HU33,2,0.0412
2015,NUTS,2010,HU33,2,0.0368
2016,NUTS,2010,HU33,2,0.0356
2017,NUTS,2010,HU33,2,0.0373
2018,NUTS,2010,HU33,2,0.0947
2019,NUTS,2010,HU33,2,0.0757
2011,NUTS,2010,IE,0,0.0251
2012,NUTS,2010,IE,0,0.0228
2013,NUTS,2010,IE,0,0.0199
2014,NUTS,2010,IE,0,0.021
2015,NUTS,2010,IE,0,0.0223
2016,NUTS,2010,IE,0,0.0223
2017,NUTS,2010,IE,0,0.0254
2018,NUTS,2010,IE,0,0.0282
2019,NUTS,2010,IE,0,0.027
2020,NUTS,2010,IE,0,0.0278
2011,NUTS,2010,IE0,1,0.0245
2012,NUTS,2010,IE0,1,0.0223
2013,NUTS,2010,IE0,1,0.0195
2015,NUTS,2010,IE0,1,0.0216
2017,NUTS,2010,IE0,1,0.0247
2011,NUTS,2010,IE01,2,0.0144
2012,NUTS,2010,IE01,2,0.013
2013,NUTS,2010,IE01,2,0.0113
2015,NUTS,2010,IE01,2,0.0031
2017,NUTS,2010,IE01,2,0.0189
2011,NUTS,2010,IE02,2,0.028
2012,NUTS,2010,IE02,2,0.0255
2013,NUTS,2010,IE02,2,0.0223
2015,NUTS,2010,IE02,2,0.028
2017,NUTS,2010,IE02,2,0.0255
2011,NUTS,2010,IS,0,0.2404
2013,NUTS,2010,IS,0,0.1033
2015,NUTS,2010,IS,0,0.132
2016,NUTS,2010,IS,0,0.0769
2017,NUTS,2010,IS,0,0.1307
2018,NUTS,2010,IS,0,0.128
2011,NUTS,2010,IT,0,0.0779
2012,NUTS,2010,IT,0,0.0833
2013,NUTS,2010,IT,0,0.087
2014,NUTS,2010,IT,0,0.0853
2015,NUTS,2010,IT,0,0.0877
2016,NUTS,2010,IT,0,0.0872
2017,NUTS,2010,IT,0,0.0884
2018,NUTS,2010,IT,0,0.0907
2019,NUTS,2010,IT,0,0.0932
2020,NUTS,2010,IT,0,0.0949
2011,NUTS,2010,ITC,1,0.0431
2012,NUTS,2010,ITC,1,0.0486
2013,NUTS,2010,ITC,1,0.0495
2014,NUTS,2010,ITC,1,0.0494
2015,NUTS,2010,ITC,1,0.0526
2016,NUTS,2010,ITC,1,0.0519
2017,NUTS,2010,ITC,1,0.0515
2018,NUTS,2010,ITC,1,0.0545
2019,NUTS,2010,ITC,1,0.0574
2011,NUTS,2010,ITC1,2,0.027
2012,NUTS,2010,ITC1,2,0.033
2013,NUTS,2010,ITC1,2,0.0349
2014,NUTS,2010,ITC1,2,0.0322
2015,NUTS,2010,ITC1,2,0.0379
2016,NUTS,2010,ITC1,2,0.0366
2017,NUTS,2010,ITC1,2,0.0382
2018,NUTS,2010,ITC1,2,0.0434
2019,NUTS,2010,ITC1,2,0.0391
2011,NUTS,2010,ITC2,2,0.0644
2012,NUTS,2010,ITC2,2,0.0532
2013,NUTS,2010,ITC2,2,0.052
2014,NUTS,2010,ITC2,2,0.0388
2015,NUTS,2010,ITC2,2,0.041
2016,NUTS,2010,ITC2,2,0.0329
2017,NUTS,2010,ITC2,2,0.0658
2018,NUTS,2010,ITC2,2,0.0438
2019,NUTS,2010,ITC2,2,0.0527
2011,NUTS,2010,ITC3,2,0.0888
2012,NUTS,2010,ITC3,2,0.1221
2013,NUTS,2010,ITC3,2,0.1312
2014,NUTS,2010,ITC3,2,0.1389
2015,NUTS,2010,ITC3,2,0.1481
2016,NUTS,2010,ITC3,2,0.1449
2017,NUTS,2010,ITC3,2,0.1517
2018,NUTS,2010,ITC3,2,0.1652
2019,NUTS,2010,ITC3,2,0.1822
2011,NUTS,2010,ITC4,2,0.043
2012,NUTS,2010,ITC4,2,0.0444
2013,NUTS,2010,ITC4,2,0.0439
2014,NUTS,2010,ITC4,2,0.044
2015,NUTS,2010,ITC4,2,0.0452
2016,NUTS,2010,ITC4,2,0.0452
2017,NUTS,2010,ITC4,2,0.0428
2018,NUTS,2010,ITC4,2,0.0435
2019,NUTS,2010,ITC4,2,0.0473
2011,NUTS,2010,ITF,1,0.0545
2012,NUTS,2010,ITF,1,0.0583
2013,NUTS,2010,ITF,1,0.0639
2014,NUTS,2010,ITF,1,0.0666
2015,NUTS,2010,ITF,1,0.0726
2016,NUTS,2010,ITF,1,0.0661
2017,NUTS,2010,ITF,1,0.0674
2018,NUTS,2010,ITF,1,0.0675
2019,NUTS,2010,ITF,1,0.0717
2011,NUTS,2010,ITF1,2,0.0142
2012,NUTS,2010,ITF1,2,0.0194
2013,NUTS,2010,ITF1,2,0.0241
2014,NUTS,2010,ITF1,2,0.0353
2015,NUTS,2010,ITF1,2,0.0406
2016,NUTS,2010,ITF1,2,0.0412
2017,NUTS,2010,ITF1,2,0.0437
2018,NUTS,2010,ITF1,2,0.0463
2019,NUTS,2010,ITF1,2,0.0485
2011,NUTS,2010,ITF2,2,0.0063
2012,NUTS,2010,ITF2,2,0.0044
2013,NUTS,2010,ITF2,2,0.0058
2014,NUTS,2010,ITF2,2,0.0043
2015,NUTS,2010,ITF2,2,0.0141
2016,NUTS,2010,ITF2,2,0.0119
2017,NUTS,2010,ITF2,2,0.0055
2018,NUTS,2010,ITF2,2,0.0084
2019,NUTS,2010,ITF2,2,0.012
2011,NUTS,2010,ITF3,2,0.0758
2012,NUTS,2010,ITF3,2,0.0815
2013,NUTS,2010,ITF3,2,0.0865
2014,NUTS,2010,ITF3,2,0.0876
2015,NUTS,2010,ITF3,2,0.0941
2016,NUTS,2010,ITF3,2,0.0858
2017,NUTS,2010,ITF3,2,0.0841
2018,NUTS,2010,ITF3,2,0.0841
2019,NUTS,2010,ITF3,2,0.0905
2011,NUTS,2010,ITF4,2,0.0493
2012,NUTS,2010,ITF4,2,0.0497
2013,NUTS,2010,ITF4,2,0.0546
2014,NUTS,2010,ITF4,2,0.0592
2015,NUTS,2010,ITF4,2,0.061
2016,NUTS,2010,ITF4,2,0.056
2017,NUTS,2010,ITF4,2,0.0604
2018,NUTS,2010,ITF4,2,0.0617
2019,NUTS,2010,ITF4,2,0.0642
2011,NUTS,2010,ITF5,2,0.1202
2012,NUTS,2010,ITF5,2,0.1242
2013,NUTS,2010,ITF5,2,0.1311
2014,NUTS,2010,ITF5,2,0.1265
2015,NUTS,2010,ITF5,2,0.134
2016,NUTS,2010,ITF5,2,0.1291
2017,NUTS,2010,ITF5,2,0.14
2018,NUTS,2010,ITF5,2,0.1388
2019,NUTS,2010,ITF5,2,0.1532
2011,NUTS,2010,ITF6,2,0.0264
2012,NUTS,2010,ITF6,2,0.0308
2013,NUTS,2010,ITF6,2,0.0375
2014,NUTS,2010,ITF6,2,0.0376
2015,NUTS,2010,ITF6,2,0.0515
2016,NUTS,2010,ITF6,2,0.0381
2017,NUTS,2010,ITF6,2,0.038
2018,NUTS,2010,ITF6,2,0.0358
2019,NUTS,2010,ITF6,2,0.0362
2011,NUTS,2010,ITG,1,0.0531
2012,NUTS,2010,ITG,1,0.0626
2013,NUTS,2010,ITG,1,0.0708
2014,NUTS,2010,ITG,1,0.0738
2015,NUTS,2010,ITG,1,0.0729
2016,NUTS,2010,ITG,1,0.07
2017,NUTS,2010,ITG,1,0.0734
2018,NUTS,2010,ITG,1,0.0754
2019,NUTS,2010,ITG,1,0.0747
2011,NUTS,2010,ITG1,2,0.0497
2012,NUTS,2010,ITG1,2,0.0613
2013,NUTS,2010,ITG1,2,0.0707
2014,NUTS,2010,ITG1,2,0.0731
2015,NUTS,2010,ITG1,2,0.0724
2016,NUTS,2010,ITG1,2,0.0701
2017,NUTS,2010,ITG1,2,0.0751
2018,NUTS,2010,ITG1,2,0.079
2019,NUTS,2010,ITG1,2,0.077
2011,NUTS,2010,ITG2,2,0.0617
2012,NUTS,2010,ITG2,2,0.0659
2013,NUTS,2010,ITG2,2,0.071
2014,NUTS,2010,ITG2,2,0.0756
2015,NUTS,2010,ITG2,2,0.0742
2016,NUTS,2010,ITG2,2,0.0698
2017,NUTS,2010,ITG2,2,0.0689
2018,NUTS,2010,ITG2,2,0.0662
2019,NUTS,2010,ITG2,2,0.0692
2011,NUTS,2010,ITH,1,0.0747
2012,NUTS,2010,ITH,1,0.0814
2013,NUTS,2010,ITH,1,0.0867
2014,NUTS,2010,ITH,1,0.079
2015,NUTS,2010,ITH,1,0.0789
2016,NUTS,2010,ITH,1,0.0795
2017,NUTS,2010,ITH,1,0.0805
2018,NUTS,2010,ITH,1,0.082
2019,NUTS,2010,ITH,1,0.0824
2011,NUTS,2010,ITH1,2,0.1157
2012,NUTS,2010,ITH1,2,0.1238
2013,NUTS,2010,ITH1,2,0.1349
2014,NUTS,2010,ITH1,2,0.0131
2015,NUTS,2010,ITH1,2,0.0069
2016,NUTS,2010,ITH1,2,0.0113
2017,NUTS,2010,ITH1,2,0.0075
2018,NUTS,2010,ITH1,2,0.041
2019,NUTS,2010,ITH1,2,0.0429
2011,NUTS,2010,ITH2,2,0.2672
2012,NUTS,2010,ITH2,2,0.2705
2013,NUTS,2010,ITH2,2,0.3162
2014,NUTS,2010,ITH2,2,0.2979
2015,NUTS,2010,ITH2,2,0.2748
2016,NUTS,2010,ITH2,2,0.2783
2017,NUTS,2010,ITH2,2,0.2962
2018,NUTS,2010,ITH2,2,0.2876
2019,NUTS,2010,ITH2,2,0.2897
2011,NUTS,2010,ITH3,2,0.031
2012,NUTS,2010,ITH3,2,0.0376
2013,NUTS,2010,ITH3,2,0.0397
2014,NUTS,2010,ITH3,2,0.0363
2015,NUTS,2010,ITH3,2,0.0359
2016,NUTS,2010,ITH3,2,0.0357
2017,NUTS,2010,ITH3,2,0.0355
2018,NUTS,2010,ITH3,2,0.0381
2019,NUTS,2010,ITH3,2,0.0387
2011,NUTS,2010,ITH4,2,0.1357
2012,NUTS,2010,ITH4,2,0.1296
2013,NUTS,2010,ITH4,2,0.1265
2014,NUTS,2010,ITH4,2,0.1475
2015,NUTS,2010,ITH4,2,0.1472
2016,NUTS,2010,ITH4,2,0.1689
2017,NUTS,2010,ITH4,2,0.1719
2018,NUTS,2010,ITH4,2,0.1597
2019,NUTS,2010,ITH4,2,0.1589
2011,NUTS,2010,ITH5,2,0.0786
2012,NUTS,2010,ITH5,2,0.0889
2013,NUTS,2010,ITH5,2,0.0934
2014,NUTS,2010,ITH5,2,0.0889
2015,NUTS,2010,ITH5,2,0.0923
2016,NUTS,2010,ITH5,2,0.0879
2017,NUTS,2010,ITH5,2,0.0888
2018,NUTS,2010,ITH5,2,0.09
2019,NUTS,2010,ITH5,2,0.0903
2011,NUTS,2010,ITI,1,0.1549
2012,NUTS,2010,ITI,1,0.1565
2013,NUTS,2010,ITI,1,0.1556
2014,NUTS,2010,ITI,1,0.1492
2015,NUTS,2010,ITI,1,0.15
2016,NUTS,2010,ITI,1,0.1564
2017,NUTS,2010,ITI,1,0.1581
2018,NUTS,2010,ITI,1,0.1613
2019,NUTS,2010,ITI,1,0.1648
2011,NUTS,2010,ITI1,2,0.0893
2012,NUTS,2010,ITI1,2,0.0949
2013,NUTS,2010,ITI1,2,0.1074
2014,NUTS,2010,ITI1,2,0.1008
2015,NUTS,2010,ITI1,2,0.0973
2016,NUTS,2010,ITI1,2,0.1043
2017,NUTS,2010,ITI1,2,0.1025
2018,NUTS,2010,ITI1,2,0.1089
2019,NUTS,2010,ITI1,2,0.1068
2011,NUTS,2010,ITI2,2,0.0305
2012,NUTS,2010,ITI2,2,0.0392
2013,NUTS,2010,ITI2,2,0.0387
2014,NUTS,2010,ITI2,2,0.0396
2015,NUTS,2010,ITI2,2,0.043
2016,NUTS,2010,ITI2,2,0.0478
2017,NUTS,2010,ITI2,2,0.0381
2018,NUTS,2010,ITI2,2,0.0382
2019,NUTS,2010,ITI2,2,0.0484
2011,NUTS,2010,ITI3,2,0.01
2012,NUTS,2010,ITI3,2,0.0122
2013,NUTS,2010,ITI3,2,0.0169
2014,NUTS,2010,ITI3,2,0.0159
2015,NUTS,2010,ITI3,2,0.0175
2016,NUTS,2010,ITI3,2,0.0174
2017,NUTS,2010,ITI3,2,0.0156
2018,NUTS,2010,ITI3,2,0.0192
2019,NUTS,2010,ITI3,2,0.0187
2011,NUTS,2010,ITI4,2,0.2601
2012,NUTS,2010,ITI4,2,0.2572
2013,NUTS,2010,ITI4,2,0.2435
2014,NUTS,2010,ITI4,2,0.2323
2015,NUTS,2010,ITI4,2,0.2361
2016,NUTS,2010,ITI4,2,0.2435
2017,NUTS,2010,ITI4,2,0.2489
2018,NUTS,2010,ITI4,2,0.2498
2019,NUTS,2010,ITI4,2,0.2581
2011,NUTS,2010,KR,0,0.0845
2011,NUTS,2010,LT,0,0.0947
2012,NUTS,2010,LT,0,0.0952
2013,NUTS,2010,LT,0,0.0971
2014,NUTS,2010,LT,0,0.0969
2015,NUTS,2010,LT,0,0.101
2016,NUTS,2010,LT,0,0.11
2017,NUTS,2010,LT,0,0.1145
2018,NUTS,2010,LT,0,0.1121
2019,NUTS,2010,LT,0,0.1085
2020,NUTS,2010,LT,0,0.1084
2015,NUTS,2010,LT01,2,0.27
2016,NUTS,2010,LT01,2,0.2602
2017,NUTS,2010,LT01,2,0.2625
2018,NUTS,2010,LT01,2,0.2566
2019,NUTS,2010,LT01,2,0.2515
2015,NUTS,2010,LT02,2,0.0278
2016,NUTS,2010,LT02,2,0.0414
2017,NUTS,2010,LT02,2,0.0425
2018,NUTS,2010,LT02,2,0.0394
2019,NUTS,2010,LT02,2,0.0369
2011,NUTS,2010,LU,0,0.319
2012,NUTS,2010,LU,0,0.2977
2013,NUTS,2010,LU,0,0.2922
2014,NUTS,2010,LU,0,0.2743
2015,NUTS,2010,LU,0,0.2251
2016,NUTS,2010,LU,0,0.217
2017,NUTS,2010,LU,0,0.2141
2018,NUTS,2010,LU,0,0.2182
2019,NUTS,2010,LU,0,0.2176
2020,NUTS,2010,LU,0,0.2113
2011,NUTS,2010,LV,0,0.0683
2012,NUTS,2010,LV,0,0.07
2013,NUTS,2010,LV,0,0.0718
2014,NUTS,2010,LV,0,0.0706
2015,NUTS,2010,LV,0,0.0716
2016,NUTS,2010,LV,0,0.0655
2017,NUTS,2010,LV,0,0.0604
2018,NUTS,2010,LV,0,0.0606
2019,NUTS,2010,LV,0,0.0609
2020,NUTS,2010,LV,0,0.0667
2011,NUTS,2010,ME,0,0.0451
2013,NUTS,2010,ME,0,0.0391
2014,NUTS,2010,ME,0,0.037
2015,NUTS,2010,ME,0,0.0355
2016,NUTS,2010,ME,0,0.0272
2017,NUTS,2010,ME,0,0.0373
2018,NUTS,2010,ME,0,0.0376
2019,NUTS,2010,ME,0,0.0632
2011,NUTS,2010,MK,0,0.0247
2012,NUTS,2010,MK,0,0.0416
2013,NUTS,2010,MK,0,0.0362
2014,NUTS,2010,MK,0,0.0371
2015,NUTS,2010,MK,0,0.0199
2016,NUTS,2010,MK,0,0.0234
2017,NUTS,2010,MK,0,0.0199
2018,NUTS,2010,MK,0,0.0195
2019,NUTS,2010,MK,0,0.0185
2020,NUTS,2010,MK,0,0.0182
2011,NUTS,2010,MT,0,0.0135
2012,NUTS,2010,MT,0,0.0148
2013,NUTS,2010,MT,0,0.0089
2014,NUTS,2010,MT,0,0.0089
2015,NUTS,2010,MT,0,0.0097
2016,NUTS,2010,MT,0,0.0076
2017,NUTS,2010,MT,0,0.0065
2018,NUTS,2010,MT,0,0.0066
2019,NUTS,2010,MT,0,0.004
2020,NUTS,2010,MT,0,0.003
2011,NUTS,2010,NL,0,0.0763
2012,NUTS,2010,NL,0,0.0958
2013,NUTS,2010,NL,0,0.0617
2014,NUTS,2010,NL,0,0.0605
2015,NUTS,2010,NL,0,0.0616
2016,NUTS,2010,NL,0,0.0628
2017,NUTS,2010,NL,0,0.0613
2018,NUTS,2010,NL,0,0.0638
2019,NUTS,2010,NL,0,0.0656
2020,NUTS,2010,NL,0,0.0643
2011,NUTS,2010,NL3,1,0.1193
2012,NUTS,2010,NL3,1,0.1345
2011,NUTS,2010,NO,0,0.1809
2012,NUTS,2010,NO,0,0.1798
2013,NUTS,2010,NO,0,0.1802
2014,NUTS,2010,NO,0,0.1759
2015,NUTS,2010,NO,0,0.1779
2016,NUTS,2010,NO,0,0.1791
2017,NUTS,2010,NO,0,0.1784
2018,NUTS,2010,NO,0,0.1711
2019,NUTS,2010,NO,0,0.1663
2020,NUTS,2010,NO,0,0.167
2011,NUTS,2010,NO0,1,0.1756
2012,NUTS,2010,NO0,1,0.1744
2013,NUTS,2010,NO0,1,0.1747
2014,NUTS,2010,NO0,1,0.17
2015,NUTS,2010,NO0,1,0.1716
2016,NUTS,2010,NO0,1,0.173
2017,NUTS,2010,NO0,1,0.1723
2018,NUTS,2010,NO0,1,0.165
2019,NUTS,2010,NO0,1,0.1604
2011,NUTS,2010,NO01,2,0.3968
2012,NUTS,2010,NO01,2,0.393
2013,NUTS,2010,NO01,2,0.3966
2014,NUTS,2010,NO01,2,0.3797
2015,NUTS,2010,NO01,2,0.3888
2016,NUTS,2010,NO01,2,0.3813
2017,NUTS,2010,NO01,2,0.3612
2018,NUTS,2010,NO01,2,0.363
2019,NUTS,2010,NO01,2,0.3564
2011,NUTS,2010,NO02,2,0.0556
2012,NUTS,2010,NO02,2,0.0581
2013,NUTS,2010,NO02,2,0.0593
2014,NUTS,2010,NO02,2,0.0589
2015,NUTS,2010,NO02,2,0.0555
2016,NUTS,2010,NO02,2,0.0607
2017,NUTS,2010,NO02,2,0.0662
2018,NUTS,2010,NO02,2,0.0699
2019,NUTS,2010,NO02,2,0.0585
2011,NUTS,2010,NO03,2,0.0572
2012,NUTS,2010,NO03,2,0.0603
2013,NUTS,2010,NO03,2,0.0604
2014,NUTS,2010,NO03,2,0.058
2015,NUTS,2010,NO03,2,0.061
2016,NUTS,2010,NO03,2,0.065
2017,NUTS,2010,NO03,2,0.0667
2018,NUTS,2010,NO03,2,0.064
2019,NUTS,2010,NO03,2,0.0597
2011,NUTS,2010,NO04,2,0.0309
2012,NUTS,2010,NO04,2,0.0311
2013,NUTS,2010,NO04,2,0.0314
2014,NUTS,2010,NO04,2,0.0319
2015,NUTS,2010,NO04,2,0.0302
2016,NUTS,2010,NO04,2,0.0328
2017,NUTS,2010,NO04,2,0.0368
2018,NUTS,2010,NO04,2,0.0359
2019,NUTS,2010,NO04,2,0.0322
2011,NUTS,2010,NO05,2,0.1895
2012,NUTS,2010,NO05,2,0.1871
2013,NUTS,2010,NO05,2,0.1866
2014,NUTS,2010,NO05,2,0.1805
2015,NUTS,2010,NO05,2,0.1742
2016,NUTS,2010,NO05,2,0.1766
2017,NUTS,2010,NO05,2,0.1823
2018,NUTS,2010,NO05,2,0.1395
2019,NUTS,2010,NO05,2,0.1467
2011,NUTS,2010,NO06,2,0.1459
2012,NUTS,2010,NO06,2,0.1377
2013,NUTS,2010,NO06,2,0.1243
2014,NUTS,2010,NO06,2,0.1216
2015,NUTS,2010,NO06,2,0.1235
2016,NUTS,2010,NO06,2,0.1316
2017,NUTS,2010,NO06,2,0.1383
2018,NUTS,2010,NO06,2,0.1437
