year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_eur_hab
2011,NUTS,2010,ES7,1,0.2
2012,NUTS,2010,ES7,1,0.2
2013,NUTS,2010,ES7,1,0.1
2014,NUTS,2010,ES7,1,0.1
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
2011,NUTS,2010,ES70,2,0.2
2012,NUTS,2010,ES70,2,0.2
2013,NUTS,2010,ES70,2,0.1
2014,NUTS,2010,ES70,2,0.1
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
2011,NUTS,2010,EU27_2020,7,4.0
2012,NUTS,2010,EU27_2020,7,4.0
2013,NUTS,2010,EU27_2020,7,3.7
2014,NUTS,2010,EU27_2020,7,3.9
2015,NUTS,2010,EU27_2020,7,4.1
2016,NUTS,2010,EU27_2020,7,4.0
2017,NUTS,2010,EU27_2020,7,3.5
2018,NUTS,2010,EU27_2020,7,3.7
2019,NUTS,2010,EU27_2020,7,4.1
2020,NUTS,2010,EU27_2020,7,4.4
2011,NUTS,2010,FI,0,9.4
2012,NUTS,2010,FI,0,8.6
2013,NUTS,2010,FI,0,8.7
2014,NUTS,2010,FI,0,9.2
2015,NUTS,2010,FI,0,8.6
2016,NUTS,2010,FI,0,9.3
2017,NUTS,2010,FI,0,9.2
2018,NUTS,2010,FI,0,9.4
2019,NUTS,2010,FI,0,10.8
2020,NUTS,2010,FI,0,10.3
2017,NUTS,2010,FI1,1,9.2
2018,NUTS,2010,FI1,1,9.5
2019,NUTS,2010,FI1,1,10.8
2017,NUTS,2010,FI19,2,8.3
2018,NUTS,2010,FI19,2,9.7
2019,NUTS,2010,FI19,2,10.2
2017,NUTS,2010,FI1B,2,21.7
2018,NUTS,2010,FI1B,2,21.0
2019,NUTS,2010,FI1B,2,24.3
2017,NUTS,2010,FI1C,2,2.6
2018,NUTS,2010,FI1C,2,2.9
2019,NUTS,2010,FI1C,2,3.6
2017,NUTS,2010,FI1D,2,0.5
2018,NUTS,2010,FI1D,2,0.5
2019,NUTS,2010,FI1D,2,0.6
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,8.7
2012,NUTS,2010,FR,0,10.2
2013,NUTS,2010,FR,0,10.6
2014,NUTS,2010,FR,0,11.2
2015,NUTS,2010,FR,0,11.6
2016,NUTS,2010,FR,0,12.2
2017,NUTS,2010,FR,0,11.9
2018,NUTS,2010,FR,0,12.2
2019,NUTS,2010,FR,0,13.1
2020,NUTS,2010,FR,0,14.0
2011,NUTS,2010,FR1,1,22.7
2012,NUTS,2010,FR1,1,24.0
2013,NUTS,2010,FR1,1,23.9
2011,NUTS,2010,FR10,2,22.7
2012,NUTS,2010,FR10,2,24.0
2013,NUTS,2010,FR10,2,23.9
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,HR,0,0.1
2011,NUTS,2010,HR0,1,0.1
2011,NUTS,2010,HR03,2,0.4
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,IS,0,22.7
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IS0,1,22.7
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
2011,NUTS,2010,IS00,2,22.7
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2011,NUTS,2010,IT,0,11.2
2012,NUTS,2010,IT,0,10.2
2013,NUTS,2010,IT,0,10.5
2014,NUTS,2010,IT,0,10.9
2015,NUTS,2010,IT,0,11.6
2016,NUTS,2010,IT,0,9.5
2017,NUTS,2010,IT,0,6.7
2018,NUTS,2010,IT,0,6.6
2019,NUTS,2010,IT,0,7.8
2020,NUTS,2010,IT,0,8.7
2011,NUTS,2010,ITC,1,30.0
2012,NUTS,2010,ITC,1,25.8
2013,NUTS,2010,ITC,1,24.9
2014,NUTS,2010,ITC,1,24.5
2015,NUTS,2010,ITC,1,26.3
2016,NUTS,2010,ITC,1,21.4
2017,NUTS,2010,ITC,1,10.8
2018,NUTS,2010,ITC,1,10.8
2019,NUTS,2010,ITC,1,12.9
2011,NUTS,2010,ITC1,2,15.6
2012,NUTS,2010,ITC1,2,16.3
2013,NUTS,2010,ITC1,2,17.5
2014,NUTS,2010,ITC1,2,17.8
2015,NUTS,2010,ITC1,2,20.3
2016,NUTS,2010,ITC1,2,18.0
2017,NUTS,2010,ITC1,2,11.8
2018,NUTS,2010,ITC1,2,11.5
2019,NUTS,2010,ITC1,2,13.1
2011,NUTS,2010,ITC2,2,17.4
2012,NUTS,2010,ITC2,2,22.9
2013,NUTS,2010,ITC2,2,23.5
2014,NUTS,2010,ITC2,2,22.6
2015,NUTS,2010,ITC2,2,17.9
2016,NUTS,2010,ITC2,2,17.4
2017,NUTS,2010,ITC2,2,18.7
2018,NUTS,2010,ITC2,2,19.5
2019,NUTS,2010,ITC2,2,24.5
2011,NUTS,2010,ITC3,2,10.0
2012,NUTS,2010,ITC3,2,8.7
2013,NUTS,2010,ITC3,2,5.6
2014,NUTS,2010,ITC3,2,5.6
2015,NUTS,2010,ITC3,2,5.9
2016,NUTS,2010,ITC3,2,5.5
2017,NUTS,2010,ITC3,2,4.2
2018,NUTS,2010,ITC3,2,5.1
2019,NUTS,2010,ITC3,2,8.1
2011,NUTS,2010,ITC4,2,40.0
2012,NUTS,2010,ITC4,2,33.0
2013,NUTS,2010,ITC4,2,31.3
2014,NUTS,2010,ITC4,2,30.6
2015,NUTS,2010,ITC4,2,32.3
2016,NUTS,2010,ITC4,2,25.5
2017,NUTS,2010,ITC4,2,11.3
2018,NUTS,2010,ITC4,2,11.3
2019,NUTS,2010,ITC4,2,13.4
2011,NUTS,2010,ITF,1,5.0
2012,NUTS,2010,ITF,1,4.6
2013,NUTS,2010,ITF,1,4.9
2014,NUTS,2010,ITF,1,4.9
2017,NUTS,2010,ITF,1,2.4
2018,NUTS,2010,ITF,1,2.5
2019,NUTS,2010,ITF,1,3.2
2011,NUTS,2010,ITF1,2,0.9
2012,NUTS,2010,ITF1,2,0.8
2013,NUTS,2010,ITF1,2,2.9
2014,NUTS,2010,ITF1,2,2.1
2015,NUTS,2010,ITF1,2,1.3
2016,NUTS,2010,ITF1,2,1.2
2017,NUTS,2010,ITF1,2,0.8
2018,NUTS,2010,ITF1,2,0.7
2019,NUTS,2010,ITF1,2,0.7
2017,NUTS,2010,ITF2,2,0.2
2018,NUTS,2010,ITF2,2,0.4
2019,NUTS,2010,ITF2,2,0.2
2011,NUTS,2010,ITF3,2,6.7
2012,NUTS,2010,ITF3,2,6.2
2013,NUTS,2010,ITF3,2,7.2
2014,NUTS,2010,ITF3,2,7.1
2015,NUTS,2010,ITF3,2,7.3
2016,NUTS,2010,ITF3,2,5.5
2017,NUTS,2010,ITF3,2,3.4
2018,NUTS,2010,ITF3,2,3.8
2019,NUTS,2010,ITF3,2,3.7
2011,NUTS,2010,ITF4,2,7.6
2012,NUTS,2010,ITF4,2,6.8
2013,NUTS,2010,ITF4,2,5.7
2014,NUTS,2010,ITF4,2,5.7
2015,NUTS,2010,ITF4,2,7.0
2016,NUTS,2010,ITF4,2,5.6
2017,NUTS,2010,ITF4,2,3.1
2018,NUTS,2010,ITF4,2,2.9
2019,NUTS,2010,ITF4,2,5.2
2012,NUTS,2010,ITF5,2,0.5
2013,NUTS,2010,ITF5,2,1.7
2015,NUTS,2010,ITF5,2,7.3
2017,NUTS,2010,ITF5,2,1.3
2018,NUTS,2010,ITF5,2,0.4
2019,NUTS,2010,ITF5,2,1.2
2011,NUTS,2010,ITF6,2,0.1
2015,NUTS,2010,ITF6,2,0.1
2016,NUTS,2010,ITF6,2,0.2
2017,NUTS,2010,ITF6,2,0.2
2018,NUTS,2010,ITF6,2,0.3
2019,NUTS,2010,ITF6,2,0.4
2011,NUTS,2010,ITG,1,1.0
2012,NUTS,2010,ITG,1,1.4
2013,NUTS,2010,ITG,1,2.1
2014,NUTS,2010,ITG,1,3.1
2015,NUTS,2010,ITG,1,3.4
2016,NUTS,2010,ITG,1,2.1
2017,NUTS,2010,ITG,1,1.5
2018,NUTS,2010,ITG,1,1.4
2019,NUTS,2010,ITG,1,2.2
2011,NUTS,2010,ITG1,2,1.2
2012,NUTS,2010,ITG1,2,1.7
2013,NUTS,2010,ITG1,2,2.7
2014,NUTS,2010,ITG1,2,4.1
2015,NUTS,2010,ITG1,2,4.3
2016,NUTS,2010,ITG1,2,2.5
2017,NUTS,2010,ITG1,2,1.7
2018,NUTS,2010,ITG1,2,1.6
2019,NUTS,2010,ITG1,2,2.7
2011,NUTS,2010,ITG2,2,0.2
2012,NUTS,2010,ITG2,2,0.3
2013,NUTS,2010,ITG2,2,0.4
2014,NUTS,2010,ITG2,2,0.3
2015,NUTS,2010,ITG2,2,0.6
2016,NUTS,2010,ITG2,2,0.6
2017,NUTS,2010,ITG2,2,0.7
2018,NUTS,2010,ITG2,2,0.7
2019,NUTS,2010,ITG2,2,0.8
2011,NUTS,2010,ITH,1,3.2
2012,NUTS,2010,ITH,1,3.1
2013,NUTS,2010,ITH,1,4.2
2014,NUTS,2010,ITH,1,7.0
2015,NUTS,2010,ITH,1,6.8
2016,NUTS,2010,ITH,1,5.6
2017,NUTS,2010,ITH,1,6.7
2018,NUTS,2010,ITH,1,5.4
2019,NUTS,2010,ITH,1,6.7
2011,NUTS,2010,ITH1,2,0.8
2012,NUTS,2010,ITH1,2,0.6
2013,NUTS,2010,ITH1,2,7.5
2014,NUTS,2010,ITH1,2,66.9
2015,NUTS,2010,ITH1,2,64.0
2016,NUTS,2010,ITH1,2,42.7
2017,NUTS,2010,ITH1,2,71.1
2018,NUTS,2010,ITH1,2,52.5
2019,NUTS,2010,ITH1,2,59.6
2011,NUTS,2010,ITH2,2,13.6
2012,NUTS,2010,ITH2,2,16.2
2013,NUTS,2010,ITH2,2,16.0
2014,NUTS,2010,ITH2,2,13.7
2015,NUTS,2010,ITH2,2,13.8
2016,NUTS,2010,ITH2,2,13.0
2017,NUTS,2010,ITH2,2,5.0
2018,NUTS,2010,ITH2,2,5.2
2019,NUTS,2010,ITH2,2,4.9
2011,NUTS,2010,ITH3,2,3.9
2012,NUTS,2010,ITH3,2,3.0
2013,NUTS,2010,ITH3,2,3.1
2014,NUTS,2010,ITH3,2,3.1
2015,NUTS,2010,ITH3,2,3.8
2016,NUTS,2010,ITH3,2,3.2
2017,NUTS,2010,ITH3,2,3.3
2018,NUTS,2010,ITH3,2,2.9
2019,NUTS,2010,ITH3,2,4.8
2011,NUTS,2010,ITH4,2,3.8
2012,NUTS,2010,ITH4,2,5.3
2013,NUTS,2010,ITH4,2,6.3
2014,NUTS,2010,ITH4,2,6.2
2015,NUTS,2010,ITH4,2,6.3
2016,NUTS,2010,ITH4,2,4.9
2017,NUTS,2010,ITH4,2,5.2
2018,NUTS,2010,ITH4,2,4.6
2019,NUTS,2010,ITH4,2,6.4
2011,NUTS,2010,ITH5,2,1.2
2012,NUTS,2010,ITH5,2,1.5
2013,NUTS,2010,ITH5,2,3.1
2014,NUTS,2010,ITH5,2,3.8
2015,NUTS,2010,ITH5,2,2.8
2016,NUTS,2010,ITH5,2,3.1
2017,NUTS,2010,ITH5,2,3.5
2018,NUTS,2010,ITH5,2,2.8
2019,NUTS,2010,ITH5,2,2.6
2011,NUTS,2010,ITI,1,6.7
2012,NUTS,2010,ITI,1,7.8
2013,NUTS,2010,ITI,1,8.5
2014,NUTS,2010,ITI,1,7.8
2017,NUTS,2010,ITI,1,9.1
2018,NUTS,2010,ITI,1,9.6
2019,NUTS,2010,ITI,1,10.5
2011,NUTS,2010,ITI1,2,2.6
2012,NUTS,2010,ITI1,2,5.5
2013,NUTS,2010,ITI1,2,6.2
2014,NUTS,2010,ITI1,2,4.1
2015,NUTS,2010,ITI1,2,6.8
2016,NUTS,2010,ITI1,2,6.5
2017,NUTS,2010,ITI1,2,6.6
2018,NUTS,2010,ITI1,2,6.7
2019,NUTS,2010,ITI1,2,8.1
2011,NUTS,2010,ITI2,2,0.1
2012,NUTS,2010,ITI2,2,0.1
2013,NUTS,2010,ITI2,2,0.1
2014,NUTS,2010,ITI2,2,0.1
2017,NUTS,2010,ITI2,2,0.1
2018,NUTS,2010,ITI2,2,0.7
2019,NUTS,2010,ITI2,2,0.4
2011,NUTS,2010,ITI3,2,0.1
2012,NUTS,2010,ITI3,2,0.2
2013,NUTS,2010,ITI3,2,0.2
2014,NUTS,2010,ITI3,2,0.2
2015,NUTS,2010,ITI3,2,0.1
2016,NUTS,2010,ITI3,2,0.1
2017,NUTS,2010,ITI3,2,0.2
2018,NUTS,2010,ITI3,2,0.3
2019,NUTS,2010,ITI3,2,0.4
2011,NUTS,2010,ITI4,2,12.3
2012,NUTS,2010,ITI4,2,12.6
2013,NUTS,2010,ITI4,2,13.7
2014,NUTS,2010,ITI4,2,13.4
2015,NUTS,2010,ITI4,2,12.9
2016,NUTS,2010,ITI4,2,11.5
2017,NUTS,2010,ITI4,2,14.4
2018,NUTS,2010,ITI4,2,15.2
2019,NUTS,2010,ITI4,2,16.2
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2011,NUTS,2010,LU0,1,0.0
2012,NUTS,2010,LU0,1,0.0
2011,NUTS,2010,LU00,2,0.0
2012,NUTS,2010,LU00,2,0.0
2011,NUTS,2010,ME,0,0.4
2013,NUTS,2010,ME,0,0.5
2014,NUTS,2010,ME,0,0.6
2015,NUTS,2010,ME,0,0.8
2016,NUTS,2010,ME,0,1.1
2017,NUTS,2010,ME,0,0.5
2018,NUTS,2010,ME,0,0.6
2011,NUTS,2010,ME0,1,0.4
2013,NUTS,2010,ME0,1,0.5
2014,NUTS,2010,ME0,1,0.6
2015,NUTS,2010,ME0,1,0.8
2016,NUTS,2010,ME0,1,1.1
2017,NUTS,2010,ME0,1,0.5
2018,NUTS,2010,ME0,1,0.6
2011,NUTS,2010,ME00,2,0.4
2013,NUTS,2010,ME00,2,0.5
2014,NUTS,2010,ME00,2,0.6
2015,NUTS,2010,ME00,2,0.8
2016,NUTS,2010,ME00,2,1.1
2017,NUTS,2010,ME00,2,0.5
2018,NUTS,2010,ME00,2,0.6
2015,NUTS,2010,MK,0,0.2
2016,NUTS,2010,MK,0,0.5
2017,NUTS,2010,MK,0,0.2
2018,NUTS,2010,MK,0,0.3
2019,NUTS,2010,MK,0,0.3
2020,NUTS,2010,MK,0,0.2
2015,NUTS,2010,MK0,1,0.2
2016,NUTS,2010,MK0,1,0.5
2017,NUTS,2010,MK0,1,0.2
2018,NUTS,2010,MK0,1,0.3
2019,NUTS,2010,MK0,1,0.3
2020,NUTS,2010,MK0,1,0.2
2015,NUTS,2010,MK00,2,0.2
2016,NUTS,2010,MK00,2,0.5
2017,NUTS,2010,MK00,2,0.2
2018,NUTS,2010,MK00,2,0.3
2019,NUTS,2010,MK00,2,0.3
2020,NUTS,2010,MK00,2,0.2
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.2
2012,NUTS,2010,PL,0,0.4
2013,NUTS,2010,PL,0,0.3
2014,NUTS,2010,PL,0,0.3
2015,NUTS,2010,PL,0,0.2
2016,NUTS,2010,PL,0,0.5
2017,NUTS,2010,PL,0,0.4
2018,NUTS,2010,PL,0,0.5
2019,NUTS,2010,PL,0,0.6
2020,NUTS,2010,PL,0,0.5
2014,NUTS,2010,PL1,1,0.5
2015,NUTS,2010,PL1,1,0.6
2014,NUTS,2010,PL11,2,0.0
2011,NUTS,2010,PL12,2,0.6
2012,NUTS,2010,PL12,2,0.8
2013,NUTS,2010,PL12,2,0.8
2014,NUTS,2010,PL12,2,0.7
2013,NUTS,2010,PL2,1,0.4
2014,NUTS,2010,PL2,1,0.5
2015,NUTS,2010,PL2,1,0.0
2016,NUTS,2010,PL2,1,0.5
2019,NUTS,2010,PL2,1,0.9
2015,NUTS,2010,PL21,2,0.1
2017,NUTS,2010,PL21,2,1.0
2018,NUTS,2010,PL21,2,1.0
2019,NUTS,2010,PL21,2,1.7
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2019,NUTS,2010,PL22,2,0.2
2011,NUTS,2010,PL3,1,0.0
2015,NUTS,2010,PL3,1,0.0
2011,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.0
2015,NUTS,2010,PL34,2,0.1
2011,NUTS,2010,PL4,1,0.0
2014,NUTS,2010,PL4,1,0.1
2015,NUTS,2010,PL4,1,0.2
2016,NUTS,2010,PL4,1,0.3
2018,NUTS,2010,PL4,1,0.1
2019,NUTS,2010,PL4,1,0.1
2012,NUTS,2010,PL41,2,0.2
2013,NUTS,2010,PL41,2,0.0
2016,NUTS,2010,PL41,2,0.4
2017,NUTS,2010,PL41,2,0.3
2018,NUTS,2010,PL41,2,0.1
2019,NUTS,2010,PL41,2,0.1
2016,NUTS,2010,PL42,2,0.2
2017,NUTS,2010,PL42,2,0.2
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.0
2012,NUTS,2010,PL5,1,0.0
2013,NUTS,2010,PL5,1,0.1
2014,NUTS,2010,PL5,1,0.0
2015,NUTS,2010,PL5,1,0.1
2016,NUTS,2010,PL5,1,0.6
2011,NUTS,2010,PL51,2,0.1
2012,NUTS,2010,PL51,2,0.1
2017,NUTS,2010,PL51,2,0.1
2018,NUTS,2010,PL51,2,0.1
2019,NUTS,2010,PL51,2,0.2
2011,NUTS,2010,PL6,1,0.1
2013,NUTS,2010,PL6,1,0.1
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.3
2018,NUTS,2010,PL6,1,0.3
2015,NUTS,2010,PL61,2,0.0
2016,NUTS,2010,PL61,2,0.1
2017,NUTS,2010,PL61,2,0.2
2019,NUTS,2010,PL61,2,0.1
2014,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL63,2,0.1
2017,NUTS,2010,PL63,2,0.5
2018,NUTS,2010,PL63,2,0.6
2019,NUTS,2010,PL63,2,0.9
2016,NUTS,2010,PL7,1,0.1
2017,NUTS,2010,PL71,2,0.3
2018,NUTS,2010,PL71,2,0.7
2019,NUTS,2010,PL71,2,0.6
2016,NUTS,2010,PL8,1,0.2
2017,NUTS,2010,PL8,1,0.3
2018,NUTS,2010,PL8,1,0.2
2019,NUTS,2010,PL8,1,0.3
2016,NUTS,2010,PL81,2,0.1
2017,NUTS,2010,PL81,2,0.0
2018,NUTS,2010,PL81,2,0.4
2016,NUTS,2010,PL9,1,1.3
2018,NUTS,2010,PL9,1,1.4
2019,NUTS,2010,PL9,1,1.3
2016,NUTS,2010,PL91,2,2.2
2017,NUTS,2010,PL91,2,2.0
2019,NUTS,2010,PL91,2,2.3
2016,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,21.5
2012,NUTS,2010,PT,0,18.6
2013,NUTS,2010,PT,0,2.9
2014,NUTS,2010,PT,0,3.7
2015,NUTS,2010,PT,0,3.4
2016,NUTS,2010,PT,0,3.7
2017,NUTS,2010,PT,0,3.9
2018,NUTS,2010,PT,0,4.3
2019,NUTS,2010,PT,0,5.6
2020,NUTS,2010,PT,0,6.5
2011,NUTS,2010,PT1,1,22.2
2012,NUTS,2010,PT1,1,19.2
2013,NUTS,2010,PT1,1,3.0
2014,NUTS,2010,PT1,1,3.9
2015,NUTS,2010,PT1,1,3.6
2016,NUTS,2010,PT1,1,3.9
2017,NUTS,2010,PT1,1,4.1
2018,NUTS,2010,PT1,1,4.6
2019,NUTS,2010,PT1,1,5.8
2020,NUTS,2010,PT1,1,6.8
2011,NUTS,2010,PT11,2,20.6
2012,NUTS,2010,PT11,2,17.5
2013,NUTS,2010,PT11,2,0.7
2014,NUTS,2010,PT11,2,0.8
2015,NUTS,2010,PT11,2,0.9
2016,NUTS,2010,PT11,2,1.0
2017,NUTS,2010,PT11,2,1.2
2018,NUTS,2010,PT11,2,1.4
2019,NUTS,2010,PT11,2,1.5
2020,NUTS,2010,PT11,2,3.3
2011,NUTS,2010,PT15,2,0.5
2012,NUTS,2010,PT15,2,0.3
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,2.0
2011,NUTS,2010,PT16,2,11.5
2012,NUTS,2010,PT16,2,14.5
2013,NUTS,2010,PT16,2,0.8
2014,NUTS,2010,PT16,2,1.3
2015,NUTS,2010,PT16,2,1.2
2016,NUTS,2010,PT16,2,1.2
2017,NUTS,2010,PT16,2,1.1
2018,NUTS,2010,PT16,2,1.2
2019,NUTS,2010,PT16,2,1.9
2020,NUTS,2010,PT16,2,2.7
2011,NUTS,2010,PT17,2,42.6
2012,NUTS,2010,PT17,2,33.3
2013,NUTS,2010,PT17,2,9.1
2014,NUTS,2010,PT17,2,11.6
2015,NUTS,2010,PT17,2,10.4
2016,NUTS,2010,PT17,2,11.4
2017,NUTS,2010,PT17,2,11.8
2018,NUTS,2010,PT17,2,13.0
2019,NUTS,2010,PT17,2,16.6
2020,NUTS,2010,PT17,2,16.4
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0
2017,NUTS,2010,PT18,2,0.1
2018,NUTS,2010,PT18,2,0.2
2019,NUTS,2010,PT18,2,0.1
2020,NUTS,2010,PT18,2,1.5
2011,NUTS,2010,PT2,1,7.4
2012,NUTS,2010,PT2,1,10.8
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.3
2018,NUTS,2010,PT2,1,0.3
2019,NUTS,2010,PT2,1,0.6
2020,NUTS,2010,PT2,1,2.8
2011,NUTS,2010,PT20,2,7.4
2012,NUTS,2010,PT20,2,10.8
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.3
2018,NUTS,2010,PT20,2,0.3
2019,NUTS,2010,PT20,2,0.6
2020,NUTS,2010,PT20,2,2.8
2011,NUTS,2010,PT3,1,6.4
2012,NUTS,2010,PT3,1,5.7
2013,NUTS,2010,PT3,1,0.3
2014,NUTS,2010,PT3,1,0.4
2015,NUTS,2010,PT3,1,0.6
2016,NUTS,2010,PT3,1,0.4
2017,NUTS,2010,PT3,1,0.7
2018,NUTS,2010,PT3,1,0.3
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.2
2011,NUTS,2010,PT30,2,6.4
2012,NUTS,2010,PT30,2,5.7
2013,NUTS,2010,PT30,2,0.3
2014,NUTS,2010,PT30,2,0.4
2015,NUTS,2010,PT30,2,0.6
2016,NUTS,2010,PT30,2,0.4
2017,NUTS,2010,PT30,2,0.7
2018,NUTS,2010,PT30,2,0.3
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.2
2011,NUTS,2010,RO,0,0.1
2012,NUTS,2010,RO,0,0.1
2013,NUTS,2010,RO,0,0.1
2014,NUTS,2010,RO,0,0.1
2015,NUTS,2010,RO,0,0.1
2016,NUTS,2010,RO,0,0.1
2017,NUTS,2010,RO,0,0.1
2018,NUTS,2010,RO,0,0.1
2019,NUTS,2010,RO,0,0.1
2020,NUTS,2010,RO,0,0.2
2011,NUTS,2010,RO1,1,0.1
2012,NUTS,2010,RO1,1,0.1
2013,NUTS,2010,RO1,1,0.0
2014,NUTS,2010,RO1,1,0.0
2015,NUTS,2010,RO1,1,0.1
2016,NUTS,2010,RO1,1,0.1
2017,NUTS,2010,RO1,1,0.2
2018,NUTS,2010,RO1,1,0.2
2019,NUTS,2010,RO1,1,0.2
2011,NUTS,2010,RO11,2,0.1
2012,NUTS,2010,RO11,2,0.2
2013,NUTS,2010,RO11,2,0.0
2014,NUTS,2010,RO11,2,0.0
2015,NUTS,2010,RO11,2,0.1
2016,NUTS,2010,RO11,2,0.1
2017,NUTS,2010,RO11,2,0.3
2018,NUTS,2010,RO11,2,0.3
2019,NUTS,2010,RO11,2,0.4
2011,NUTS,2010,RO12,2,0.0
2014,NUTS,2010,RO12,2,0.0
2015,NUTS,2010,RO12,2,0.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0
2012,NUTS,2010,RO2,1,0.0
2013,NUTS,2010,RO2,1,0.0
2014,NUTS,2010,RO2,1,0.0
2015,NUTS,2010,RO2,1,0.0
2016,NUTS,2010,RO2,1,0.0
2017,NUTS,2010,RO2,1,0.0
2018,NUTS,2010,RO2,1,0.0
2019,NUTS,2010,RO2,1,0.0
2011,NUTS,2010,RO21,2,0.0
2012,NUTS,2010,RO21,2,0.0
2013,NUTS,2010,RO21,2,0.0
2014,NUTS,2010,RO21,2,0.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0
2018,NUTS,2010,RO21,2,0.0
2019,NUTS,2010,RO21,2,0.0
2011,NUTS,2010,RO22,2,0.0
2012,NUTS,2010,RO22,2,0.0
2014,NUTS,2010,RO22,2,0.0
2015,NUTS,2010,RO22,2,0.0
2016,NUTS,2010,RO22,2,0.0
