year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_eur_hab
2019,NUTS,2010,BG4,1,0.9
2012,NUTS,2010,BG41,2,1.6
2013,NUTS,2010,BG41,2,0.5
2014,NUTS,2010,BG41,2,1.1
2015,NUTS,2010,BG41,2,1.0
2016,NUTS,2010,BG41,2,0.2
2017,NUTS,2010,BG41,2,1.2
2018,NUTS,2010,BG41,2,0.7
2019,NUTS,2010,BG41,2,0.9
2012,NUTS,2010,BG42,2,0.1
2014,NUTS,2010,BG42,2,0.0
2015,NUTS,2010,BG42,2,0.1
2016,NUTS,2010,BG42,2,0.4
2017,NUTS,2010,BG42,2,0.5
2018,NUTS,2010,BG42,2,0.5
2019,NUTS,2010,BG42,2,0.9
2012,NUTS,2010,CH,0,35.5
2015,NUTS,2010,CH,0,59.5
2017,NUTS,2010,CH,0,56.2
2019,NUTS,2010,CH,0,64.2
2012,NUTS,2010,CH0,1,35.5
2015,NUTS,2010,CH0,1,59.5
2017,NUTS,2010,CH0,1,56.2
2019,NUTS,2010,CH0,1,64.2
2011,NUTS,2010,CY,0,16.5
2012,NUTS,2010,CY,0,12.8
2013,NUTS,2010,CY,0,12.7
2014,NUTS,2010,CY,0,15.8
2015,NUTS,2010,CY,0,14.4
2016,NUTS,2010,CY,0,14.6
2017,NUTS,2010,CY,0,15.1
2018,NUTS,2010,CY,0,17.0
2019,NUTS,2010,CY,0,21.2
2020,NUTS,2010,CY,0,22.5
2011,NUTS,2010,CY0,1,16.5
2012,NUTS,2010,CY0,1,12.8
2013,NUTS,2010,CY0,1,12.7
2014,NUTS,2010,CY0,1,15.8
2015,NUTS,2010,CY0,1,14.4
2016,NUTS,2010,CY0,1,14.6
2017,NUTS,2010,CY0,1,15.1
2018,NUTS,2010,CY0,1,17.0
2019,NUTS,2010,CY0,1,21.2
2020,NUTS,2010,CY0,1,22.5
2011,NUTS,2010,CY00,2,16.5
2012,NUTS,2010,CY00,2,12.8
2013,NUTS,2010,CY00,2,12.7
2014,NUTS,2010,CY00,2,15.8
2015,NUTS,2010,CY00,2,14.4
2016,NUTS,2010,CY00,2,14.6
2017,NUTS,2010,CY00,2,15.1
2018,NUTS,2010,CY00,2,17.0
2019,NUTS,2010,CY00,2,21.2
2020,NUTS,2010,CY00,2,22.5
2011,NUTS,2010,CZ,0,1.3
2012,NUTS,2010,CZ,0,1.4
2013,NUTS,2010,CZ,0,1.0
2014,NUTS,2010,CZ,0,1.2
2015,NUTS,2010,CZ,0,1.2
2016,NUTS,2010,CZ,0,0.7
2017,NUTS,2010,CZ,0,0.9
2018,NUTS,2010,CZ,0,0.8
2019,NUTS,2010,CZ,0,1.2
2020,NUTS,2010,CZ,0,1.2
2011,NUTS,2010,CZ0,1,1.3
2012,NUTS,2010,CZ0,1,1.4
2013,NUTS,2010,CZ0,1,1.0
2014,NUTS,2010,CZ0,1,1.2
2015,NUTS,2010,CZ0,1,1.2
2016,NUTS,2010,CZ0,1,0.7
2017,NUTS,2010,CZ0,1,0.9
2018,NUTS,2010,CZ0,1,0.8
2019,NUTS,2010,CZ0,1,1.2
2020,NUTS,2010,CZ0,1,1.2
2011,NUTS,2010,CZ01,2,5.4
2012,NUTS,2010,CZ01,2,5.7
2013,NUTS,2010,CZ01,2,4.5
2014,NUTS,2010,CZ01,2,4.5
2015,NUTS,2010,CZ01,2,4.2
2016,NUTS,2010,CZ01,2,4.1
2017,NUTS,2010,CZ01,2,4.4
2018,NUTS,2010,CZ01,2,3.7
2019,NUTS,2010,CZ01,2,4.9
2020,NUTS,2010,CZ01,2,4.8
2011,NUTS,2010,CZ02,2,0.1
2012,NUTS,2010,CZ02,2,0.1
2013,NUTS,2010,CZ02,2,0.6
2014,NUTS,2010,CZ02,2,0.3
2015,NUTS,2010,CZ02,2,0.3
2016,NUTS,2010,CZ02,2,0.1
2017,NUTS,2010,CZ02,2,0.2
2018,NUTS,2010,CZ02,2,0.1
2019,NUTS,2010,CZ02,2,0.1
2020,NUTS,2010,CZ02,2,0.1
2011,NUTS,2010,CZ03,2,0.6
2012,NUTS,2010,CZ03,2,1.7
2013,NUTS,2010,CZ03,2,0.3
2014,NUTS,2010,CZ03,2,0.7
2015,NUTS,2010,CZ03,2,2.7
2016,NUTS,2010,CZ03,2,0.9
2017,NUTS,2010,CZ03,2,1.5
2018,NUTS,2010,CZ03,2,1.4
2019,NUTS,2010,CZ03,2,1.1
2020,NUTS,2010,CZ03,2,1.1
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,0.0
2019,NUTS,2010,CZ04,2,0.0
2020,NUTS,2010,CZ04,2,0.0
2011,NUTS,2010,CZ05,2,1.1
2012,NUTS,2010,CZ05,2,0.9
2013,NUTS,2010,CZ05,2,1.1
2014,NUTS,2010,CZ05,2,0.3
2015,NUTS,2010,CZ05,2,0.1
2016,NUTS,2010,CZ05,2,0.1
2017,NUTS,2010,CZ05,2,0.2
2018,NUTS,2010,CZ05,2,0.0
2019,NUTS,2010,CZ05,2,1.7
2020,NUTS,2010,CZ05,2,1.8
2011,NUTS,2010,CZ06,2,1.3
2012,NUTS,2010,CZ06,2,0.6
2013,NUTS,2010,CZ06,2,0.9
2014,NUTS,2010,CZ06,2,0.9
2015,NUTS,2010,CZ06,2,1.7
2016,NUTS,2010,CZ06,2,0.2
2017,NUTS,2010,CZ06,2,0.4
2018,NUTS,2010,CZ06,2,0.6
2019,NUTS,2010,CZ06,2,0.4
2020,NUTS,2010,CZ06,2,0.5
2011,NUTS,2010,CZ07,2,0.4
2012,NUTS,2010,CZ07,2,0.3
2013,NUTS,2010,CZ07,2,0.2
2014,NUTS,2010,CZ07,2,0.4
2015,NUTS,2010,CZ07,2,0.3
2016,NUTS,2010,CZ07,2,0.3
2017,NUTS,2010,CZ07,2,0.2
2018,NUTS,2010,CZ07,2,0.3
2019,NUTS,2010,CZ07,2,0.5
2020,NUTS,2010,CZ07,2,0.6
2011,NUTS,2010,CZ08,2,1.8
2012,NUTS,2010,CZ08,2,2.1
2013,NUTS,2010,CZ08,2,0.1
2014,NUTS,2010,CZ08,2,2.8
2015,NUTS,2010,CZ08,2,0.3
2016,NUTS,2010,CZ08,2,0.1
2017,NUTS,2010,CZ08,2,0.5
2018,NUTS,2010,CZ08,2,0.6
2019,NUTS,2010,CZ08,2,0.5
2020,NUTS,2010,CZ08,2,0.4
2011,NUTS,2010,DK,0,4.8
2012,NUTS,2010,DK,0,5.6
2013,NUTS,2010,DK,0,5.7
2014,NUTS,2010,DK,0,5.6
2015,NUTS,2010,DK,0,5.2
2016,NUTS,2010,DK,0,5.4
2017,NUTS,2010,DK,0,4.6
2018,NUTS,2010,DK,0,5.4
2019,NUTS,2010,DK,0,6.3
2020,NUTS,2010,DK,0,6.9
2011,NUTS,2010,DK0,1,4.8
2012,NUTS,2010,DK0,1,5.6
2013,NUTS,2010,DK0,1,5.7
2014,NUTS,2010,DK0,1,5.6
2015,NUTS,2010,DK0,1,5.2
2016,NUTS,2010,DK0,1,5.4
2017,NUTS,2010,DK0,1,4.6
2018,NUTS,2010,DK0,1,5.4
2019,NUTS,2010,DK0,1,6.3
2020,NUTS,2010,DK0,1,6.9
2011,NUTS,2010,DK01,2,15.5
2012,NUTS,2010,DK01,2,17.6
2013,NUTS,2010,DK01,2,17.9
2014,NUTS,2010,DK01,2,17.6
2015,NUTS,2010,DK01,2,15.8
2016,NUTS,2010,DK01,2,16.4
2017,NUTS,2010,DK01,2,14.2
2019,NUTS,2010,DK01,2,19.7
2011,NUTS,2010,DK02,2,0.7
2012,NUTS,2010,DK02,2,0.7
2013,NUTS,2010,DK02,2,0.6
2014,NUTS,2010,DK02,2,0.7
2015,NUTS,2010,DK02,2,1.5
2016,NUTS,2010,DK02,2,1.3
2017,NUTS,2010,DK02,2,0.6
2019,NUTS,2010,DK02,2,0.8
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,0.5
2013,NUTS,2010,DK03,2,0.5
2014,NUTS,2010,DK03,2,0.3
2015,NUTS,2010,DK03,2,0.3
2016,NUTS,2010,DK03,2,0.3
2017,NUTS,2010,DK03,2,0.3
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,0.7
2011,NUTS,2010,EA19,2,5.0
2012,NUTS,2010,EA19,2,4.9
2013,NUTS,2010,EA19,2,4.6
2014,NUTS,2010,EA19,2,4.9
2015,NUTS,2010,EA19,2,5.1
2016,NUTS,2010,EA19,2,4.9
2017,NUTS,2010,EA19,2,4.4
2018,NUTS,2010,EA19,2,4.6
2019,NUTS,2010,EA19,2,5.1
2020,NUTS,2010,EA19,2,5.5
2011,NUTS,2010,EE,0,2.6
2012,NUTS,2010,EE,0,3.0
2013,NUTS,2010,EE,0,2.6
2014,NUTS,2010,EE,0,2.6
2015,NUTS,2010,EE,0,4.1
2016,NUTS,2010,EE,0,3.2
2017,NUTS,2010,EE,0,3.3
2018,NUTS,2010,EE,0,4.7
2019,NUTS,2010,EE,0,4.0
2020,NUTS,2010,EE,0,5.9
2011,NUTS,2010,EE0,1,2.6
2012,NUTS,2010,EE0,1,3.0
2013,NUTS,2010,EE0,1,2.6
2014,NUTS,2010,EE0,1,2.6
2015,NUTS,2010,EE0,1,4.1
2016,NUTS,2010,EE0,1,3.2
2017,NUTS,2010,EE0,1,3.3
2018,NUTS,2010,EE0,1,4.7
2019,NUTS,2010,EE0,1,4.0
2020,NUTS,2010,EE0,1,5.9
2011,NUTS,2010,EE00,2,2.6
2012,NUTS,2010,EE00,2,3.0
2013,NUTS,2010,EE00,2,2.6
2014,NUTS,2010,EE00,2,2.6
2015,NUTS,2010,EE00,2,4.1
2016,NUTS,2010,EE00,2,3.2
2017,NUTS,2010,EE00,2,3.3
2018,NUTS,2010,EE00,2,4.7
2019,NUTS,2010,EE00,2,4.0
2020,NUTS,2010,EE00,2,5.9
2011,NUTS,2010,EL,0,1.3
2012,NUTS,2010,EL,0,1.2
2013,NUTS,2010,EL,0,1.7
2014,NUTS,2010,EL,0,1.7
2015,NUTS,2010,EL,0,1.8
2016,NUTS,2010,EL,0,1.4
2017,NUTS,2010,EL,0,1.5
2018,NUTS,2010,EL,0,2.2
2019,NUTS,2010,EL,0,1.8
2020,NUTS,2010,EL,0,1.3
2011,NUTS,2010,EL3,1,3.0
2013,NUTS,2010,EL3,1,3.3
2015,NUTS,2010,EL3,1,3.6
2017,NUTS,2010,EL3,1,3.3
2018,NUTS,2010,EL3,1,4.1
2019,NUTS,2010,EL3,1,3.9
2011,NUTS,2010,EL30,2,3.0
2013,NUTS,2010,EL30,2,3.3
2015,NUTS,2010,EL30,2,3.6
2017,NUTS,2010,EL30,2,3.3
2018,NUTS,2010,EL30,2,4.1
2019,NUTS,2010,EL30,2,3.9
2011,NUTS,2010,EL4,1,0.2
2013,NUTS,2010,EL4,1,1.4
2015,NUTS,2010,EL4,1,1.3
2017,NUTS,2010,EL4,1,1.6
2018,NUTS,2010,EL4,1,1.6
2019,NUTS,2010,EL4,1,1.7
2011,NUTS,2010,EL41,2,0.3
2013,NUTS,2010,EL41,2,0.3
2015,NUTS,2010,EL41,2,0.3
2017,NUTS,2010,EL41,2,0.8
2018,NUTS,2010,EL41,2,0.9
2019,NUTS,2010,EL41,2,1.5
2011,NUTS,2010,EL42,2,0.5
2013,NUTS,2010,EL42,2,1.8
2015,NUTS,2010,EL42,2,1.0
2017,NUTS,2010,EL42,2,1.2
2018,NUTS,2010,EL42,2,1.1
2019,NUTS,2010,EL42,2,1.2
2011,NUTS,2010,EL43,2,0.0
2013,NUTS,2010,EL43,2,1.4
2015,NUTS,2010,EL43,2,1.8
2017,NUTS,2010,EL43,2,2.0
2018,NUTS,2010,EL43,2,2.1
2019,NUTS,2010,EL43,2,2.1
2011,NUTS,2010,EL5,1,0.5
2013,NUTS,2010,EL5,1,1.1
2015,NUTS,2010,EL5,1,1.1
2017,NUTS,2010,EL5,1,0.5
2018,NUTS,2010,EL5,1,0.9
2019,NUTS,2010,EL5,1,0.7
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.1
2015,NUTS,2010,EL51,2,0.1
2017,NUTS,2010,EL51,2,0.2
2018,NUTS,2010,EL51,2,0.2
2019,NUTS,2010,EL51,2,0.1
2011,NUTS,2010,EL52,2,0.6
2013,NUTS,2010,EL52,2,1.5
2015,NUTS,2010,EL52,2,1.6
2017,NUTS,2010,EL52,2,0.6
2018,NUTS,2010,EL52,2,1.1
2019,NUTS,2010,EL52,2,1.0
2011,NUTS,2010,EL53,2,0.8
2013,NUTS,2010,EL53,2,0.7
2015,NUTS,2010,EL53,2,0.5
2017,NUTS,2010,EL53,2,0.9
2018,NUTS,2010,EL53,2,1.0
2019,NUTS,2010,EL53,2,0.6
2011,NUTS,2010,EL54,2,0.3
2013,NUTS,2010,EL54,2,0.9
2015,NUTS,2010,EL54,2,0.9
2017,NUTS,2010,EL54,2,0.7
2018,NUTS,2010,EL54,2,0.6
2019,NUTS,2010,EL54,2,0.6
2011,NUTS,2010,EL6,1,0.1
2013,NUTS,2010,EL6,1,0.1
2015,NUTS,2010,EL6,1,0.1
2017,NUTS,2010,EL6,1,0.2
2018,NUTS,2010,EL6,1,1.1
2019,NUTS,2010,EL6,1,0.3
2011,NUTS,2010,EL61,2,0.1
2013,NUTS,2010,EL61,2,0.1
2015,NUTS,2010,EL61,2,0.1
2017,NUTS,2010,EL61,2,0.2
2018,NUTS,2010,EL61,2,0.2
2019,NUTS,2010,EL61,2,0.1
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.0
2018,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.1
2015,NUTS,2010,EL63,2,0.0
2017,NUTS,2010,EL63,2,0.0
2018,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.1
2013,NUTS,2010,EL64,2,0.1
2015,NUTS,2010,EL64,2,0.1
2017,NUTS,2010,EL64,2,0.1
2018,NUTS,2010,EL64,2,0.0
2019,NUTS,2010,EL64,2,0.0
2011,NUTS,2010,EL65,2,0.2
2013,NUTS,2010,EL65,2,0.3
2015,NUTS,2010,EL65,2,0.3
2017,NUTS,2010,EL65,2,0.6
2018,NUTS,2010,EL65,2,5.2
2019,NUTS,2010,EL65,2,1.3
2011,NUTS,2010,ES,0,0.5
2012,NUTS,2010,ES,0,0.5
2013,NUTS,2010,ES,0,0.5
2014,NUTS,2010,ES,0,0.5
2015,NUTS,2010,ES,0,0.6
2016,NUTS,2010,ES,0,0.7
2017,NUTS,2010,ES,0,0.6
2018,NUTS,2010,ES,0,0.8
2019,NUTS,2010,ES,0,0.9
2020,NUTS,2010,ES,0,1.0
2011,NUTS,2010,ES1,1,0.6
2012,NUTS,2010,ES1,1,0.8
2013,NUTS,2010,ES1,1,0.8
2015,NUTS,2010,ES1,1,0.7
2016,NUTS,2010,ES1,1,1.2
2017,NUTS,2010,ES1,1,1.2
2018,NUTS,2010,ES1,1,1.2
2014,NUTS,2010,ES11,2,0.0
2015,NUTS,2010,ES11,2,0.0
2016,NUTS,2010,ES11,2,0.7
2017,NUTS,2010,ES11,2,0.7
2018,NUTS,2010,ES11,2,1.1
2019,NUTS,2010,ES11,2,0.7
2012,NUTS,2010,ES12,2,0.2
2013,NUTS,2010,ES12,2,0.1
2014,NUTS,2010,ES12,2,0.1
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,0.0
2019,NUTS,2010,ES12,2,0.0
2011,NUTS,2010,ES13,2,4.4
2015,NUTS,2010,ES13,2,5.1
2016,NUTS,2010,ES13,2,5.2
2017,NUTS,2010,ES13,2,3.4
2018,NUTS,2010,ES13,2,5.2
2011,NUTS,2010,ES2,1,0.5
2013,NUTS,2010,ES2,1,0.5
2015,NUTS,2010,ES2,1,0.5
2019,NUTS,2010,ES2,1,0.2
2011,NUTS,2010,ES21,2,0.8
2012,NUTS,2010,ES21,2,0.9
2013,NUTS,2010,ES21,2,0.7
2014,NUTS,2010,ES21,2,0.6
2015,NUTS,2010,ES21,2,0.9
2016,NUTS,2010,ES21,2,0.5
2017,NUTS,2010,ES21,2,0.5
2018,NUTS,2010,ES21,2,0.5
2019,NUTS,2010,ES21,2,0.5
2011,NUTS,2010,ES22,2,0.2
2015,NUTS,2010,ES22,2,0.0
2011,NUTS,2010,ES23,2,0.5
2012,NUTS,2010,ES23,2,0.6
2014,NUTS,2010,ES23,2,0.2
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
2011,NUTS,2010,ES24,2,0.2
2012,NUTS,2010,ES24,2,0.3
2013,NUTS,2010,ES24,2,0.2
2014,NUTS,2010,ES24,2,0.0
2015,NUTS,2010,ES24,2,0.0
2016,NUTS,2010,ES24,2,0.0
2017,NUTS,2010,ES24,2,0.0
2018,NUTS,2010,ES24,2,0.0
2011,NUTS,2010,ES3,1,1.0
2012,NUTS,2010,ES3,1,0.9
2013,NUTS,2010,ES3,1,0.8
2014,NUTS,2010,ES3,1,0.7
2015,NUTS,2010,ES3,1,0.8
2016,NUTS,2010,ES3,1,0.8
2017,NUTS,2010,ES3,1,0.9
2018,NUTS,2010,ES3,1,1.5
2019,NUTS,2010,ES3,1,2.3
2011,NUTS,2010,ES30,2,1.0
2012,NUTS,2010,ES30,2,0.9
2013,NUTS,2010,ES30,2,0.8
2014,NUTS,2010,ES30,2,0.7
2015,NUTS,2010,ES30,2,0.8
2016,NUTS,2010,ES30,2,0.8
2017,NUTS,2010,ES30,2,0.9
2018,NUTS,2010,ES30,2,1.5
2019,NUTS,2010,ES30,2,2.3
2011,NUTS,2010,ES4,1,0.1
2013,NUTS,2010,ES4,1,0.1
2014,NUTS,2010,ES4,1,0.1
2015,NUTS,2010,ES4,1,0.2
2016,NUTS,2010,ES4,1,0.2
2018,NUTS,2010,ES4,1,0.2
2019,NUTS,2010,ES4,1,0.2
2012,NUTS,2010,ES41,2,0.1
2013,NUTS,2010,ES41,2,0.1
2014,NUTS,2010,ES41,2,0.1
2015,NUTS,2010,ES41,2,0.0
2017,NUTS,2010,ES41,2,0.0
2018,NUTS,2010,ES41,2,0.0
2019,NUTS,2010,ES41,2,0.0
2013,NUTS,2010,ES42,2,0.0
2014,NUTS,2010,ES42,2,0.0
2015,NUTS,2010,ES42,2,0.0
2017,NUTS,2010,ES42,2,0.0
2011,NUTS,2010,ES43,2,0.1
2013,NUTS,2010,ES43,2,0.1
2014,NUTS,2010,ES43,2,0.1
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,0.0
2011,NUTS,2010,ES5,1,0.7
2012,NUTS,2010,ES5,1,0.7
2013,NUTS,2010,ES5,1,0.6
2014,NUTS,2010,ES5,1,0.7
2015,NUTS,2010,ES5,1,1.1
2016,NUTS,2010,ES5,1,1.3
2017,NUTS,2010,ES5,1,1.1
2018,NUTS,2010,ES5,1,1.3
2011,NUTS,2010,ES51,2,1.1
2012,NUTS,2010,ES51,2,1.2
2013,NUTS,2010,ES51,2,0.9
2014,NUTS,2010,ES51,2,1.1
2015,NUTS,2010,ES51,2,1.9
2016,NUTS,2010,ES51,2,2.2
2017,NUTS,2010,ES51,2,1.9
2018,NUTS,2010,ES51,2,2.1
2019,NUTS,2010,ES51,2,2.2
2011,NUTS,2010,ES52,2,0.2
2012,NUTS,2010,ES52,2,0.1
2013,NUTS,2010,ES52,2,0.1
2014,NUTS,2010,ES52,2,0.2
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,0.4
2019,NUTS,2010,ES52,2,0.0
2011,NUTS,2010,ES53,2,0.2
2012,NUTS,2010,ES53,2,0.2
2013,NUTS,2010,ES53,2,0.2
2014,NUTS,2010,ES53,2,0.2
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
2011,NUTS,2010,ES6,1,0.1
2012,NUTS,2010,ES6,1,0.2
2013,NUTS,2010,ES6,1,0.2
2014,NUTS,2010,ES6,1,0.2
2015,NUTS,2010,ES6,1,0.2
2016,NUTS,2010,ES6,1,0.3
2017,NUTS,2010,ES6,1,0.2
2018,NUTS,2010,ES6,1,0.3
2019,NUTS,2010,ES6,1,0.3
2011,NUTS,2010,ES61,2,0.1
2012,NUTS,2010,ES61,2,0.2
2013,NUTS,2010,ES61,2,0.2
2014,NUTS,2010,ES61,2,0.3
2015,NUTS,2010,ES61,2,0.1
2016,NUTS,2010,ES61,2,0.4
2017,NUTS,2010,ES61,2,0.2
2018,NUTS,2010,ES61,2,0.4
2019,NUTS,2010,ES61,2,0.4
2012,NUTS,2010,ES62,2,0.2
2013,NUTS,2010,ES62,2,0.1
2014,NUTS,2010,ES62,2,0.1
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2015,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES64,2,0.0
