year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrsto_ths
2015,NUTS,2010,EL43,2,40.3
2016,NUTS,2010,EL43,2,46.4
2017,NUTS,2010,EL43,2,49.9
2018,NUTS,2010,EL43,2,48.7
2019,NUTS,2010,EL43,2,49.4
2020,NUTS,2010,EL43,2,51.5
2011,NUTS,2010,EL5,1,257.6
2012,NUTS,2010,EL5,1,242.9
2013,NUTS,2010,EL5,1,229.5
2014,NUTS,2010,EL5,1,231.5
2015,NUTS,2010,EL5,1,234.9
2016,NUTS,2010,EL5,1,246.0
2017,NUTS,2010,EL5,1,250.0
2018,NUTS,2010,EL5,1,258.0
2019,NUTS,2010,EL5,1,255.6
2020,NUTS,2010,EL5,1,266.4
2011,NUTS,2010,EL51,2,41.3
2012,NUTS,2010,EL51,2,37.3
2013,NUTS,2010,EL51,2,35.7
2014,NUTS,2010,EL51,2,36.3
2015,NUTS,2010,EL51,2,35.6
2016,NUTS,2010,EL51,2,38.5
2017,NUTS,2010,EL51,2,38.1
2018,NUTS,2010,EL51,2,39.6
2019,NUTS,2010,EL51,2,39.8
2020,NUTS,2010,EL51,2,36.7
2011,NUTS,2010,EL52,2,173.6
2012,NUTS,2010,EL52,2,163.9
2013,NUTS,2010,EL52,2,149.0
2014,NUTS,2010,EL52,2,151.0
2015,NUTS,2010,EL52,2,156.4
2016,NUTS,2010,EL52,2,164.6
2017,NUTS,2010,EL52,2,167.1
2018,NUTS,2010,EL52,2,167.9
2019,NUTS,2010,EL52,2,163.9
2020,NUTS,2010,EL52,2,179.7
2011,NUTS,2010,EL53,2,17.7
2012,NUTS,2010,EL53,2,16.6
2013,NUTS,2010,EL53,2,18.4
2014,NUTS,2010,EL53,2,18.5
2015,NUTS,2010,EL53,2,18.2
2016,NUTS,2010,EL53,2,16.3
2017,NUTS,2010,EL53,2,18.5
2018,NUTS,2010,EL53,2,19.1
2019,NUTS,2010,EL53,2,19.8
2020,NUTS,2010,EL53,2,19.9
2011,NUTS,2010,EL54,2,25.0
2012,NUTS,2010,EL54,2,25.2
2013,NUTS,2010,EL54,2,26.3
2014,NUTS,2010,EL54,2,25.6
2015,NUTS,2010,EL54,2,24.7
2016,NUTS,2010,EL54,2,26.6
2017,NUTS,2010,EL54,2,26.3
2018,NUTS,2010,EL54,2,31.4
2019,NUTS,2010,EL54,2,32.1
2020,NUTS,2010,EL54,2,30.1
2011,NUTS,2010,EL6,1,194.4
2012,NUTS,2010,EL6,1,174.5
2013,NUTS,2010,EL6,1,167.7
2014,NUTS,2010,EL6,1,160.3
2015,NUTS,2010,EL6,1,172.5
2016,NUTS,2010,EL6,1,169.5
2017,NUTS,2010,EL6,1,189.0
2018,NUTS,2010,EL6,1,198.8
2019,NUTS,2010,EL6,1,201.0
2020,NUTS,2010,EL6,1,201.0
2011,NUTS,2010,EL61,2,55.6
2012,NUTS,2010,EL61,2,54.3
2013,NUTS,2010,EL61,2,50.3
2014,NUTS,2010,EL61,2,45.5
2015,NUTS,2010,EL61,2,48.9
2016,NUTS,2010,EL61,2,47.1
2017,NUTS,2010,EL61,2,60.5
2018,NUTS,2010,EL61,2,67.7
2019,NUTS,2010,EL61,2,67.0
2020,NUTS,2010,EL61,2,61.2
2011,NUTS,2010,EL62,2,14.9
2012,NUTS,2010,EL62,2,11.8
2013,NUTS,2010,EL62,2,13.5
2014,NUTS,2010,EL62,2,13.7
2015,NUTS,2010,EL62,2,14.1
2016,NUTS,2010,EL62,2,13.1
2017,NUTS,2010,EL62,2,11.9
2018,NUTS,2010,EL62,2,13.8
2019,NUTS,2010,EL62,2,15.7
2020,NUTS,2010,EL62,2,13.9
2011,NUTS,2010,EL63,2,54.7
2012,NUTS,2010,EL63,2,45.8
2013,NUTS,2010,EL63,2,42.5
2014,NUTS,2010,EL63,2,43.4
2015,NUTS,2010,EL63,2,46.1
2016,NUTS,2010,EL63,2,43.3
2017,NUTS,2010,EL63,2,46.3
2018,NUTS,2010,EL63,2,43.9
2019,NUTS,2010,EL63,2,39.8
2020,NUTS,2010,EL63,2,45.4
2011,NUTS,2010,EL64,2,34.4
2012,NUTS,2010,EL64,2,30.6
2013,NUTS,2010,EL64,2,28.1
2014,NUTS,2010,EL64,2,26.3
2015,NUTS,2010,EL64,2,28.9
2016,NUTS,2010,EL64,2,29.5
2017,NUTS,2010,EL64,2,33.5
2018,NUTS,2010,EL64,2,33.9
2019,NUTS,2010,EL64,2,35.8
2020,NUTS,2010,EL64,2,36.2
2011,NUTS,2010,EL65,2,34.8
2012,NUTS,2010,EL65,2,32.0
2013,NUTS,2010,EL65,2,33.3
2014,NUTS,2010,EL65,2,31.4
2015,NUTS,2010,EL65,2,34.6
2016,NUTS,2010,EL65,2,36.4
2017,NUTS,2010,EL65,2,36.9
2018,NUTS,2010,EL65,2,39.5
2019,NUTS,2010,EL65,2,42.7
2020,NUTS,2010,EL65,2,44.3
2011,NUTS,2010,ES,0,5021.5
2012,NUTS,2010,ES,0,4913.0
2013,NUTS,2010,ES,0,4882.4
2014,NUTS,2010,ES,0,4958.0
2015,NUTS,2010,ES,0,5096.3
2016,NUTS,2010,ES,0,5312.5
2017,NUTS,2010,ES,0,5471.0
2018,NUTS,2010,ES,0,5624.5
2019,NUTS,2010,ES,0,5896.9
2020,NUTS,2010,ES,0,5971.4
2011,NUTS,2010,ES1,1,455.1
2012,NUTS,2010,ES1,1,439.5
2013,NUTS,2010,ES1,1,432.6
2014,NUTS,2010,ES1,1,443.9
2015,NUTS,2010,ES1,1,442.6
2016,NUTS,2010,ES1,1,458.3
2017,NUTS,2010,ES1,1,471.3
2018,NUTS,2010,ES1,1,491.8
2019,NUTS,2010,ES1,1,502.3
2020,NUTS,2010,ES1,1,507.9
2011,NUTS,2010,ES11,2,278.2
2012,NUTS,2010,ES11,2,268.4
2013,NUTS,2010,ES11,2,260.3
2014,NUTS,2010,ES11,2,267.5
2015,NUTS,2010,ES11,2,277.9
2016,NUTS,2010,ES11,2,287.8
2017,NUTS,2010,ES11,2,287.1
2018,NUTS,2010,ES11,2,300.8
2019,NUTS,2010,ES11,2,312.6
2020,NUTS,2010,ES11,2,316.4
2011,NUTS,2010,ES12,2,115.2
2012,NUTS,2010,ES12,2,109.5
2013,NUTS,2010,ES12,2,112.0
2014,NUTS,2010,ES12,2,113.1
2015,NUTS,2010,ES12,2,105.8
2016,NUTS,2010,ES12,2,105.5
2017,NUTS,2010,ES12,2,117.1
2018,NUTS,2010,ES12,2,125.2
2019,NUTS,2010,ES12,2,123.0
2020,NUTS,2010,ES12,2,125.1
2011,NUTS,2010,ES13,2,61.7
2012,NUTS,2010,ES13,2,61.6
2013,NUTS,2010,ES13,2,60.2
2014,NUTS,2010,ES13,2,63.2
2015,NUTS,2010,ES13,2,58.9
2016,NUTS,2010,ES13,2,65.0
2017,NUTS,2010,ES13,2,67.1
2018,NUTS,2010,ES13,2,65.9
2019,NUTS,2010,ES13,2,66.6
2020,NUTS,2010,ES13,2,66.4
2011,NUTS,2010,ES2,1,567.3
2012,NUTS,2010,ES2,1,550.4
2013,NUTS,2010,ES2,1,535.4
2014,NUTS,2010,ES2,1,538.8
2015,NUTS,2010,ES2,1,542.3
2016,NUTS,2010,ES2,1,564.1
2017,NUTS,2010,ES2,1,576.2
2018,NUTS,2010,ES2,1,581.7
2019,NUTS,2010,ES2,1,600.8
2020,NUTS,2010,ES2,1,611.3
2011,NUTS,2010,ES21,2,303.4
2012,NUTS,2010,ES21,2,297.6
2013,NUTS,2010,ES21,2,289.8
2014,NUTS,2010,ES21,2,290.3
2015,NUTS,2010,ES21,2,289.2
2016,NUTS,2010,ES21,2,301.0
2017,NUTS,2010,ES21,2,306.4
2018,NUTS,2010,ES21,2,307.7
2019,NUTS,2010,ES21,2,313.7
2020,NUTS,2010,ES21,2,324.8
2011,NUTS,2010,ES22,2,78.3
2012,NUTS,2010,ES22,2,72.3
2013,NUTS,2010,ES22,2,73.7
2014,NUTS,2010,ES22,2,73.8
2015,NUTS,2010,ES22,2,78.3
2016,NUTS,2010,ES22,2,80.8
2017,NUTS,2010,ES22,2,84.2
2018,NUTS,2010,ES22,2,84.8
2019,NUTS,2010,ES22,2,90.4
2020,NUTS,2010,ES22,2,92.9
2011,NUTS,2010,ES23,2,34.6
2012,NUTS,2010,ES23,2,32.6
2013,NUTS,2010,ES23,2,32.0
2014,NUTS,2010,ES23,2,34.0
2015,NUTS,2010,ES23,2,35.5
2016,NUTS,2010,ES23,2,36.1
2017,NUTS,2010,ES23,2,35.0
2018,NUTS,2010,ES23,2,35.9
2019,NUTS,2010,ES23,2,34.4
2020,NUTS,2010,ES23,2,34.7
2011,NUTS,2010,ES24,2,151.0
2012,NUTS,2010,ES24,2,148.0
2013,NUTS,2010,ES24,2,139.8
2014,NUTS,2010,ES24,2,140.6
2015,NUTS,2010,ES24,2,139.3
2016,NUTS,2010,ES24,2,146.3
2017,NUTS,2010,ES24,2,150.6
2018,NUTS,2010,ES24,2,153.3
2019,NUTS,2010,ES24,2,162.2
2020,NUTS,2010,ES24,2,159.0
2011,NUTS,2010,ES3,1,1110.0
2012,NUTS,2010,ES3,1,1155.1
2013,NUTS,2010,ES3,1,1129.6
2014,NUTS,2010,ES3,1,1123.1
2015,NUTS,2010,ES3,1,1138.2
2016,NUTS,2010,ES3,1,1158.8
2017,NUTS,2010,ES3,1,1210.8
2018,NUTS,2010,ES3,1,1202.2
2019,NUTS,2010,ES3,1,1257.6
2020,NUTS,2010,ES3,1,1267.6
2011,NUTS,2010,ES30,2,1110.0
2012,NUTS,2010,ES30,2,1155.1
2013,NUTS,2010,ES30,2,1129.6
2014,NUTS,2010,ES30,2,1123.1
2015,NUTS,2010,ES30,2,1138.2
2016,NUTS,2010,ES30,2,1158.8
2017,NUTS,2010,ES30,2,1210.8
2018,NUTS,2010,ES30,2,1202.2
2019,NUTS,2010,ES30,2,1257.6
2020,NUTS,2010,ES30,2,1267.6
2011,NUTS,2010,ES4,1,528.5
2012,NUTS,2010,ES4,1,487.1
2013,NUTS,2010,ES4,1,469.7
2014,NUTS,2010,ES4,1,486.5
2015,NUTS,2010,ES4,1,489.9
2016,NUTS,2010,ES4,1,504.0
2017,NUTS,2010,ES4,1,513.5
2018,NUTS,2010,ES4,1,529.7
2019,NUTS,2010,ES4,1,551.9
2020,NUTS,2010,ES4,1,546.4
2011,NUTS,2010,ES41,2,250.1
2012,NUTS,2010,ES41,2,238.6
2013,NUTS,2010,ES41,2,227.4
2014,NUTS,2010,ES41,2,231.9
2015,NUTS,2010,ES41,2,235.7
2016,NUTS,2010,ES41,2,237.2
2017,NUTS,2010,ES41,2,243.7
2018,NUTS,2010,ES41,2,256.7
2019,NUTS,2010,ES41,2,264.5
2020,NUTS,2010,ES41,2,253.6
2011,NUTS,2010,ES42,2,187.7
2012,NUTS,2010,ES42,2,170.1
2013,NUTS,2010,ES42,2,166.7
2014,NUTS,2010,ES42,2,172.3
2015,NUTS,2010,ES42,2,171.6
2016,NUTS,2010,ES42,2,182.5
2017,NUTS,2010,ES42,2,186.6
2018,NUTS,2010,ES42,2,189.6
2019,NUTS,2010,ES42,2,199.2
2020,NUTS,2010,ES42,2,207.2
2011,NUTS,2010,ES43,2,90.7
2012,NUTS,2010,ES43,2,78.4
2013,NUTS,2010,ES43,2,75.6
2014,NUTS,2010,ES43,2,82.4
2015,NUTS,2010,ES43,2,82.7
2016,NUTS,2010,ES43,2,84.3
2017,NUTS,2010,ES43,2,83.3
2018,NUTS,2010,ES43,2,83.4
2019,NUTS,2010,ES43,2,88.1
2020,NUTS,2010,ES43,2,85.5
2011,NUTS,2010,ES5,1,1379.0
2012,NUTS,2010,ES5,1,1345.8
2013,NUTS,2010,ES5,1,1390.2
2014,NUTS,2010,ES5,1,1417.9
2015,NUTS,2010,ES5,1,1489.9
2016,NUTS,2010,ES5,1,1579.4
2017,NUTS,2010,ES5,1,1622.7
2018,NUTS,2010,ES5,1,1696.8
2019,NUTS,2010,ES5,1,1799.7
2020,NUTS,2010,ES5,1,1825.5
2011,NUTS,2010,ES51,2,832.3
2012,NUTS,2010,ES51,2,820.6
2013,NUTS,2010,ES51,2,840.4
2014,NUTS,2010,ES51,2,862.4
2015,NUTS,2010,ES51,2,887.6
2016,NUTS,2010,ES51,2,943.5
2017,NUTS,2010,ES51,2,977.9
2018,NUTS,2010,ES51,2,1033.8
2019,NUTS,2010,ES51,2,1113.9
2020,NUTS,2010,ES51,2,1109.3
2011,NUTS,2010,ES52,2,453.8
2012,NUTS,2010,ES52,2,430.5
2013,NUTS,2010,ES52,2,439.3
2014,NUTS,2010,ES52,2,447.8
2015,NUTS,2010,ES52,2,492.9
2016,NUTS,2010,ES52,2,521.0
2017,NUTS,2010,ES52,2,522.3
2018,NUTS,2010,ES52,2,547.1
2019,NUTS,2010,ES52,2,554.7
2020,NUTS,2010,ES52,2,564.1
2011,NUTS,2010,ES53,2,92.9
2012,NUTS,2010,ES53,2,94.6
2013,NUTS,2010,ES53,2,110.5
2014,NUTS,2010,ES53,2,107.7
2015,NUTS,2010,ES53,2,109.4
2016,NUTS,2010,ES53,2,115.0
2017,NUTS,2010,ES53,2,122.5
2018,NUTS,2010,ES53,2,115.8
2019,NUTS,2010,ES53,2,131.1
2020,NUTS,2010,ES53,2,152.1
2011,NUTS,2010,ES6,1,818.4
2012,NUTS,2010,ES6,1,786.1
2013,NUTS,2010,ES6,1,773.5
2014,NUTS,2010,ES6,1,796.3
2015,NUTS,2010,ES6,1,834.0
2016,NUTS,2010,ES6,1,863.2
2017,NUTS,2010,ES6,1,889.5
2018,NUTS,2010,ES6,1,935.7
2019,NUTS,2010,ES6,1,969.2
2020,NUTS,2010,ES6,1,987.8
2011,NUTS,2010,ES61,2,670.3
2012,NUTS,2010,ES61,2,647.1
2013,NUTS,2010,ES61,2,637.8
2014,NUTS,2010,ES61,2,662.3
2015,NUTS,2010,ES61,2,692.2
2016,NUTS,2010,ES61,2,716.1
2017,NUTS,2010,ES61,2,736.3
2018,NUTS,2010,ES61,2,774.5
2019,NUTS,2010,ES61,2,800.8
2020,NUTS,2010,ES61,2,810.4
2011,NUTS,2010,ES62,2,134.5
2012,NUTS,2010,ES62,2,127.0
2013,NUTS,2010,ES62,2,124.1
2014,NUTS,2010,ES62,2,122.8
2015,NUTS,2010,ES62,2,129.4
2016,NUTS,2010,ES62,2,132.5
2017,NUTS,2010,ES62,2,138.4
2018,NUTS,2010,ES62,2,146.2
2019,NUTS,2010,ES62,2,153.7
2020,NUTS,2010,ES62,2,159.9
2011,NUTS,2010,ES63,2,6.7
2012,NUTS,2010,ES63,2,6.2
2013,NUTS,2010,ES63,2,5.5
2014,NUTS,2010,ES63,2,5.5
2015,NUTS,2010,ES63,2,7.3
2016,NUTS,2010,ES63,2,8.2
2017,NUTS,2010,ES63,2,7.8
2018,NUTS,2010,ES63,2,7.9
2019,NUTS,2010,ES63,2,7.5
2020,NUTS,2010,ES63,2,7.3
2011,NUTS,2010,ES64,2,7.0
2012,NUTS,2010,ES64,2,5.8
2013,NUTS,2010,ES64,2,6.2
2014,NUTS,2010,ES64,2,5.7
2015,NUTS,2010,ES64,2,5.1
2016,NUTS,2010,ES64,2,6.4
2017,NUTS,2010,ES64,2,7.0
2018,NUTS,2010,ES64,2,7.1
2019,NUTS,2010,ES64,2,7.3
2020,NUTS,2010,ES64,2,10.3
2011,NUTS,2010,ES7,1,163.2
2012,NUTS,2010,ES7,1,148.9
2013,NUTS,2010,ES7,1,151.5
2014,NUTS,2010,ES7,1,151.6
2015,NUTS,2010,ES7,1,159.4
2016,NUTS,2010,ES7,1,184.7
2017,NUTS,2010,ES7,1,187.0
2018,NUTS,2010,ES7,1,186.6
2019,NUTS,2010,ES7,1,215.5
2020,NUTS,2010,ES7,1,224.8
2011,NUTS,2010,ES70,2,163.2
2012,NUTS,2010,ES70,2,148.9
2013,NUTS,2010,ES70,2,151.5
2014,NUTS,2010,ES70,2,151.6
2015,NUTS,2010,ES70,2,159.4
2016,NUTS,2010,ES70,2,184.7
2017,NUTS,2010,ES70,2,187.0
2018,NUTS,2010,ES70,2,186.6
2019,NUTS,2010,ES70,2,215.5
2020,NUTS,2010,ES70,2,224.8
2011,NUTS,2010,EU15,2,59826.7
2012,NUTS,2010,EU15,2,60804.1
2013,NUTS,2010,EU15,2,61510.4
2014,NUTS,2010,EU15,2,62343.1
2015,NUTS,2010,EU15,2,63578.2
2016,NUTS,2010,EU15,2,65417.6
2017,NUTS,2010,EU15,2,66596.9
2018,NUTS,2010,EU15,2,68132.5
2019,NUTS,2010,EU15,2,70028.7
2011,NUTS,2010,EU27_2020,7,61125.7
2012,NUTS,2010,EU27_2020,7,62086.6
2013,NUTS,2010,EU27_2020,7,62694.2
2014,NUTS,2010,EU27_2020,7,63683.5
2015,NUTS,2010,EU27_2020,7,65125.3
2016,NUTS,2010,EU27_2020,7,66829.9
2017,NUTS,2010,EU27_2020,7,68348.6
2018,NUTS,2010,EU27_2020,7,69932.5
2019,NUTS,2010,EU27_2020,7,71694.5
2020,NUTS,2010,EU27_2020,7,72018.9
2011,NUTS,2010,EU28,2,71772.9
2012,NUTS,2010,EU28,2,72907.6
2013,NUTS,2010,EU28,2,73742.2
2014,NUTS,2010,EU28,2,75002.0
2015,NUTS,2010,EU28,2,76597.7
2016,NUTS,2010,EU28,2,78660.1
2017,NUTS,2010,EU28,2,80274.9
2018,NUTS,2010,EU28,2,82146.4
2019,NUTS,2010,EU28,2,84318.0
2011,NUTS,2010,FI,0,942.5
2012,NUTS,2010,FI,0,998.2
2013,NUTS,2010,FI,0,1029.0
2014,NUTS,2010,FI,0,1040.0
2015,NUTS,2010,FI,0,1041.8
2016,NUTS,2010,FI,0,1048.8
2017,NUTS,2010,FI,0,1086.3
2018,NUTS,2010,FI,0,1129.6
2019,NUTS,2010,FI,0,1170.6
2020,NUTS,2010,FI,0,1227.0
2011,NUTS,2010,FI1,1,937.2
2012,NUTS,2010,FI1,1,992.3
2013,NUTS,2010,FI1,1,1022.8
2014,NUTS,2010,FI1,1,1034.3
2015,NUTS,2010,FI1,1,1035.8
2016,NUTS,2010,FI1,1,1041.9
2017,NUTS,2010,FI1,1,1079.8
2018,NUTS,2010,FI1,1,1124.0
2019,NUTS,2010,FI1,1,1165.1
2020,NUTS,2010,FI1,1,1220.5
2011,NUTS,2010,FI19,2,202.4
2012,NUTS,2010,FI19,2,212.9
2013,NUTS,2010,FI19,2,225.7
2014,NUTS,2010,FI19,2,232.7
2015,NUTS,2010,FI19,2,227.1
2016,NUTS,2010,FI19,2,229.1
2017,NUTS,2010,FI19,2,240.6
2018,NUTS,2010,FI19,2,253.8
2019,NUTS,2010,FI19,2,263.9
2020,NUTS,2010,FI19,2,273.6
2011,NUTS,2010,FI1B,2,372.0
2012,NUTS,2010,FI1B,2,399.0
2013,NUTS,2010,FI1B,2,415.2
2014,NUTS,2010,FI1B,2,421.5
2015,NUTS,2010,FI1B,2,425.7
2016,NUTS,2010,FI1B,2,429.0
2017,NUTS,2010,FI1B,2,434.3
2018,NUTS,2010,FI1B,2,452.6
2019,NUTS,2010,FI1B,2,471.4
2020,NUTS,2010,FI1B,2,497.6
2011,NUTS,2010,FI1C,2,174.5
2012,NUTS,2010,FI1C,2,188.1
2013,NUTS,2010,FI1C,2,191.1
2014,NUTS,2010,FI1C,2,189.7
2015,NUTS,2010,FI1C,2,190.3
2016,NUTS,2010,FI1C,2,188.9
2017,NUTS,2010,FI1C,2,196.1
2018,NUTS,2010,FI1C,2,205.5
2019,NUTS,2010,FI1C,2,211.1
2020,NUTS,2010,FI1C,2,225.5
2011,NUTS,2010,FI1D,2,188.2
2012,NUTS,2010,FI1D,2,192.3
2013,NUTS,2010,FI1D,2,190.9
2014,NUTS,2010,FI1D,2,190.3
2015,NUTS,2010,FI1D,2,192.7
2016,NUTS,2010,FI1D,2,194.9
2017,NUTS,2010,FI1D,2,208.8
2018,NUTS,2010,FI1D,2,212.1
2019,NUTS,2010,FI1D,2,218.6
2020,NUTS,2010,FI1D,2,223.8
2011,NUTS,2010,FI2,1,5.3
2012,NUTS,2010,FI2,1,5.9
2013,NUTS,2010,FI2,1,6.2
2014,NUTS,2010,FI2,1,5.8
2015,NUTS,2010,FI2,1,6.0
2016,NUTS,2010,FI2,1,6.9
2017,NUTS,2010,FI2,1,6.5
2018,NUTS,2010,FI2,1,5.5
2019,NUTS,2010,FI2,1,5.6
2020,NUTS,2010,FI2,1,6.5
2011,NUTS,2010,FI20,2,5.3
2012,NUTS,2010,FI20,2,5.9
2013,NUTS,2010,FI20,2,6.2
2014,NUTS,2010,FI20,2,5.8
2015,NUTS,2010,FI20,2,6.0
2016,NUTS,2010,FI20,2,6.9
2017,NUTS,2010,FI20,2,6.5
2018,NUTS,2010,FI20,2,5.5
2019,NUTS,2010,FI20,2,5.6
2020,NUTS,2010,FI20,2,6.5
2011,NUTS,2010,FR,0,9596.1
2012,NUTS,2010,FR,0,9779.1
2013,NUTS,2010,FR,0,9844.5
2014,NUTS,2010,FR,0,9717.4
2015,NUTS,2010,FR,0,9916.2
2016,NUTS,2010,FR,0,10098.8
2017,NUTS,2010,FR,0,10180.5
2018,NUTS,2010,FR,0,10370.5
2019,NUTS,2010,FR,0,10567.1
2020,NUTS,2010,FR,0,10803.7
2011,NUTS,2010,FR1,1,2230.1
2012,NUTS,2010,FR1,1,2270.2
2013,NUTS,2010,FR1,1,2275.8
2014,NUTS,2010,FR1,1,2299.7
2015,NUTS,2010,FR1,1,2356.2
2016,NUTS,2010,FR1,1,2422.6
2017,NUTS,2010,FR1,1,2458.7
2018,NUTS,2010,FR1,1,2493.5
2019,NUTS,2010,FR1,1,2573.4
2020,NUTS,2010,FR1,1,2656.5
2011,NUTS,2010,FR10,2,2230.1
2012,NUTS,2010,FR10,2,2270.2
2013,NUTS,2010,FR10,2,2275.8
2014,NUTS,2010,FR10,2,2299.7
2015,NUTS,2010,FR10,2,2356.2
2016,NUTS,2010,FR10,2,2422.6
2017,NUTS,2010,FR10,2,2458.7
2018,NUTS,2010,FR10,2,2493.5
2019,NUTS,2010,FR10,2,2573.4
2020,NUTS,2010,FR10,2,2656.5
2011,NUTS,2010,FRB,1,342.4
2012,NUTS,2010,FRB,1,342.5
2013,NUTS,2010,FRB,1,354.0
2014,NUTS,2010,FRB,1,330.5
2015,NUTS,2010,FRB,1,337.2
2016,NUTS,2010,FRB,1,348.5
2017,NUTS,2010,FRB,1,332.4
2018,NUTS,2010,FRB,1,351.7
2019,NUTS,2010,FRB,1,349.0
2020,NUTS,2010,FRB,1,352.9
2011,NUTS,2010,FRB0,2,342.4
2012,NUTS,2010,FRB0,2,342.5
2013,NUTS,2010,FRB0,2,354.0
2014,NUTS,2010,FRB0,2,330.5
2015,NUTS,2010,FRB0,2,337.2
2016,NUTS,2010,FRB0,2,348.5
2017,NUTS,2010,FRB0,2,332.4
2018,NUTS,2010,FRB0,2,351.7
2019,NUTS,2010,FRB0,2,349.0
2020,NUTS,2010,FRB0,2,352.9
2011,NUTS,2010,FRC,1,354.7
2012,NUTS,2010,FRC,1,379.0
2013,NUTS,2010,FRC,1,380.3
2014,NUTS,2010,FRC,1,375.0
2015,NUTS,2010,FRC,1,378.7
2016,NUTS,2010,FRC,1,390.2
2017,NUTS,2010,FRC,1,398.1
2018,NUTS,2010,FRC,1,395.7
2019,NUTS,2010,FRC,1,385.2
2020,NUTS,2010,FRC,1,409.6
2011,NUTS,2010,FRC1,2,202.5
2012,NUTS,2010,FRC1,2,212.2
2013,NUTS,2010,FRC1,2,215.0
2014,NUTS,2010,FRC1,2,215.0
2015,NUTS,2010,FRC1,2,225.6
2016,NUTS,2010,FRC1,2,216.3
2017,NUTS,2010,FRC1,2,216.7
2018,NUTS,2010,FRC1,2,224.7
2019,NUTS,2010,FRC1,2,227.1
2020,NUTS,2010,FRC1,2,232.5
2011,NUTS,2010,FRC2,2,152.2
2012,NUTS,2010,FRC2,2,166.8
2013,NUTS,2010,FRC2,2,165.3
2014,NUTS,2010,FRC2,2,159.9
2015,NUTS,2010,FRC2,2,153.1
2016,NUTS,2010,FRC2,2,173.9
2017,NUTS,2010,FRC2,2,181.3
2018,NUTS,2010,FRC2,2,171.0
2019,NUTS,2010,FRC2,2,158.1
2020,NUTS,2010,FRC2,2,177.1
2011,NUTS,2010,FRD,1,443.2
2012,NUTS,2010,FRD,1,441.0
2013,NUTS,2010,FRD,1,444.7
2014,NUTS,2010,FRD,1,435.1
2015,NUTS,2010,FRD,1,443.6
2016,NUTS,2010,FRD,1,443.5
2017,NUTS,2010,FRD,1,421.9
2018,NUTS,2010,FRD,1,436.7
2019,NUTS,2010,FRD,1,433.7
2020,NUTS,2010,FRD,1,477.2
2011,NUTS,2010,FRD1,2,185.8
2012,NUTS,2010,FRD1,2,183.7
2013,NUTS,2010,FRD1,2,188.2
2014,NUTS,2010,FRD1,2,176.9
2015,NUTS,2010,FRD1,2,192.2
2016,NUTS,2010,FRD1,2,194.1
2017,NUTS,2010,FRD1,2,169.2
2018,NUTS,2010,FRD1,2,190.2
2019,NUTS,2010,FRD1,2,177.9
2020,NUTS,2010,FRD1,2,195.5
2011,NUTS,2010,FRD2,2,257.4
2012,NUTS,2010,FRD2,2,257.3
2013,NUTS,2010,FRD2,2,256.5
2014,NUTS,2010,FRD2,2,258.2
2015,NUTS,2010,FRD2,2,251.4
2016,NUTS,2010,FRD2,2,249.4
2017,NUTS,2010,FRD2,2,252.6
2018,NUTS,2010,FRD2,2,246.5
2019,NUTS,2010,FRD2,2,255.8
2020,NUTS,2010,FRD2,2,281.8
2011,NUTS,2010,FRE,1,764.3
2012,NUTS,2010,FRE,1,793.2
2013,NUTS,2010,FRE,1,789.8
2014,NUTS,2010,FRE,1,735.0
2015,NUTS,2010,FRE,1,745.6
2016,NUTS,2010,FRE,1,758.0
2017,NUTS,2010,FRE,1,801.5
2018,NUTS,2010,FRE,1,817.8
2019,NUTS,2010,FRE,1,819.1
2020,NUTS,2010,FRE,1,849.7
2011,NUTS,2010,FRE1,2,523.2
2012,NUTS,2010,FRE1,2,557.3
2013,NUTS,2010,FRE1,2,567.7
2014,NUTS,2010,FRE1,2,522.8
2015,NUTS,2010,FRE1,2,510.2
2016,NUTS,2010,FRE1,2,526.8
2017,NUTS,2010,FRE1,2,557.1
2018,NUTS,2010,FRE1,2,552.7
2019,NUTS,2010,FRE1,2,573.8
2020,NUTS,2010,FRE1,2,590.0
2011,NUTS,2010,FRE2,2,241.1
2012,NUTS,2010,FRE2,2,235.9
2013,NUTS,2010,FRE2,2,222.1
2014,NUTS,2010,FRE2,2,212.2
2015,NUTS,2010,FRE2,2,235.4
2016,NUTS,2010,FRE2,2,231.2
2017,NUTS,2010,FRE2,2,244.4
2018,NUTS,2010,FRE2,2,265.1
2019,NUTS,2010,FRE2,2,245.3
2020,NUTS,2010,FRE2,2,259.8
2011,NUTS,2010,FRF,1,793.0
2012,NUTS,2010,FRF,1,767.4
2013,NUTS,2010,FRF,1,783.1
2014,NUTS,2010,FRF,1,759.3
2015,NUTS,2010,FRF,1,767.2
2016,NUTS,2010,FRF,1,756.4
2017,NUTS,2010,FRF,1,743.9
2018,NUTS,2010,FRF,1,773.4
2019,NUTS,2010,FRF,1,829.6
2020,NUTS,2010,FRF,1,789.0
2011,NUTS,2010,FRF1,2,305.7
2012,NUTS,2010,FRF1,2,296.6
2013,NUTS,2010,FRF1,2,294.7
2014,NUTS,2010,FRF1,2,287.3
2015,NUTS,2010,FRF1,2,308.6
2016,NUTS,2010,FRF1,2,305.7
2017,NUTS,2010,FRF1,2,283.5
2018,NUTS,2010,FRF1,2,310.8
2019,NUTS,2010,FRF1,2,334.5
2020,NUTS,2010,FRF1,2,322.2
