year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_rse_bes
2016,NUTS,2010,PL51,2,3524.0
2017,NUTS,2010,PL51,2,4920.0
2019,NUTS,2010,PL51,2,7016.0
2005,NUTS,2010,PL52,2,122.0
2006,NUTS,2010,PL52,2,120.0
2007,NUTS,2010,PL52,2,70.0
2008,NUTS,2010,PL52,2,81.0
2009,NUTS,2010,PL52,2,48.0
2010,NUTS,2010,PL52,2,67.0
2011,NUTS,2010,PL52,2,73.0
2012,NUTS,2010,PL52,2,70.0
2013,NUTS,2010,PL52,2,110.0
2014,NUTS,2010,PL52,2,114.0
2015,NUTS,2010,PL52,2,194.0
2016,NUTS,2010,PL52,2,422.0
2017,NUTS,2010,PL52,2,644.0
2019,NUTS,2010,PL52,2,611.0
2000,NUTS,2010,PL6,1,1012.0
2001,NUTS,2010,PL6,1,1031.0
2002,NUTS,2010,PL6,1,860.0
2003,NUTS,2010,PL6,1,760.0
2004,NUTS,2010,PL6,1,890.0
2005,NUTS,2010,PL6,1,1351.0
2006,NUTS,2010,PL6,1,1515.0
2007,NUTS,2010,PL6,1,1289.0
2008,NUTS,2010,PL6,1,1121.0
2009,NUTS,2010,PL6,1,1224.0
2010,NUTS,2010,PL6,1,1335.0
2011,NUTS,2010,PL6,1,1709.0
2012,NUTS,2010,PL6,1,2342.0
2013,NUTS,2010,PL6,1,2533.0
2014,NUTS,2010,PL6,1,2983.0
2015,NUTS,2010,PL6,1,3768.0
2016,NUTS,2010,PL6,1,4907.0
2017,NUTS,2010,PL6,1,7056.0
2018,NUTS,2010,PL6,1,8074.0
2019,NUTS,2010,PL6,1,9615.0
2003,NUTS,2010,PL61,2,339.0
2005,NUTS,2010,PL61,2,473.0
2006,NUTS,2010,PL61,2,610.0
2007,NUTS,2010,PL61,2,391.0
2008,NUTS,2010,PL61,2,273.0
2009,NUTS,2010,PL61,2,207.0
2010,NUTS,2010,PL61,2,278.0
2011,NUTS,2010,PL61,2,218.0
2012,NUTS,2010,PL61,2,520.0
2013,NUTS,2010,PL61,2,392.0
2014,NUTS,2010,PL61,2,448.0
2015,NUTS,2010,PL61,2,829.0
2016,NUTS,2010,PL61,2,1143.0
2017,NUTS,2010,PL61,2,1993.0
2018,NUTS,2010,PL61,2,1714.0
2019,NUTS,2010,PL61,2,2221.0
2003,NUTS,2010,PL62,2,15.0
2005,NUTS,2010,PL62,2,52.0
2006,NUTS,2010,PL62,2,13.0
2007,NUTS,2010,PL62,2,34.0
2008,NUTS,2010,PL62,2,20.0
2009,NUTS,2010,PL62,2,31.0
2010,NUTS,2010,PL62,2,22.0
2011,NUTS,2010,PL62,2,31.0
2012,NUTS,2010,PL62,2,63.0
2013,NUTS,2010,PL62,2,95.0
2014,NUTS,2010,PL62,2,104.0
2015,NUTS,2010,PL62,2,152.0
2016,NUTS,2010,PL62,2,400.0
2017,NUTS,2010,PL62,2,706.0
2019,NUTS,2010,PL62,2,746.0
2000,NUTS,2010,PL63,2,533.0
2001,NUTS,2010,PL63,2,608.0
2002,NUTS,2010,PL63,2,452.0
2003,NUTS,2010,PL63,2,406.0
2004,NUTS,2010,PL63,2,456.0
2005,NUTS,2010,PL63,2,826.0
2006,NUTS,2010,PL63,2,892.0
2007,NUTS,2010,PL63,2,864.0
2008,NUTS,2010,PL63,2,828.0
2009,NUTS,2010,PL63,2,986.0
2010,NUTS,2010,PL63,2,1035.0
2011,NUTS,2010,PL63,2,1460.0
2012,NUTS,2010,PL63,2,1759.0
2013,NUTS,2010,PL63,2,2046.0
2014,NUTS,2010,PL63,2,2431.0
2015,NUTS,2010,PL63,2,2787.0
2016,NUTS,2010,PL63,2,3364.0
2017,NUTS,2010,PL63,2,4357.0
2019,NUTS,2010,PL63,2,6648.0
2016,NUTS,2010,PL7,1,2446.0
2017,NUTS,2010,PL7,1,3006.0
2018,NUTS,2010,PL7,1,2904.0
2019,NUTS,2010,PL7,1,3134.0
2016,NUTS,2010,PL71,2,2044.0
2017,NUTS,2010,PL71,2,2472.0
2018,NUTS,2010,PL71,2,2416.0
2019,NUTS,2010,PL71,2,2615.0
2016,NUTS,2010,PL72,2,402.0
2017,NUTS,2010,PL72,2,534.0
2018,NUTS,2010,PL72,2,488.0
2019,NUTS,2010,PL72,2,519.0
2016,NUTS,2010,PL8,1,4882.0
2017,NUTS,2010,PL8,1,5484.0
2018,NUTS,2010,PL8,1,5545.0
2019,NUTS,2010,PL8,1,5885.0
2016,NUTS,2010,PL81,2,937.0
2017,NUTS,2010,PL81,2,1182.0
2018,NUTS,2010,PL81,2,1257.0
2019,NUTS,2010,PL81,2,1152.0
2016,NUTS,2010,PL82,2,3516.0
2017,NUTS,2010,PL82,2,3661.0
2018,NUTS,2010,PL82,2,3617.0
2019,NUTS,2010,PL82,2,3891.0
2016,NUTS,2010,PL84,2,429.0
2017,NUTS,2010,PL84,2,641.0
2018,NUTS,2010,PL84,2,671.0
2019,NUTS,2010,PL84,2,842.0
2016,NUTS,2010,PL9,1,17913.0
2017,NUTS,2010,PL9,1,27747.0
2018,NUTS,2010,PL9,1,29186.0
2019,NUTS,2010,PL9,1,27711.0
2016,NUTS,2010,PL91,2,17311.0
2017,NUTS,2010,PL91,2,26833.0
2018,NUTS,2010,PL91,2,27822.0
2019,NUTS,2010,PL91,2,26551.0
2016,NUTS,2010,PL92,2,602.0
2017,NUTS,2010,PL92,2,914.0
2018,NUTS,2010,PL92,2,1364.0
2019,NUTS,2010,PL92,2,1160.0
1982,NUTS,2010,PT,0,878.0
1983,NUTS,2010,PT,0,1047.0
1984,NUTS,2010,PT,0,1215.0
1985,NUTS,2010,PT,0,1143.0
1986,NUTS,2010,PT,0,1071.0
1987,NUTS,2010,PT,0,1193.0
1988,NUTS,2010,PT,0,1315.0
1989,NUTS,2010,PT,0,1366.0
1990,NUTS,2010,PT,0,1417.0
1991,NUTS,2010,PT,0,1550.0
1992,NUTS,2010,PT,0,1683.0
1993,NUTS,2010,PT,0,1688.0
1994,NUTS,2010,PT,0,1692.0
1995,NUTS,2010,PT,0,1684.0
1996,NUTS,2010,PT,0,1959.0
1997,NUTS,2010,PT,0,2233.0
1998,NUTS,2010,PT,0,2781.0
1999,NUTS,2010,PT,0,3328.0
2000,NUTS,2010,PT,0,3977.0
2001,NUTS,2010,PT,0,4625.0
2002,NUTS,2010,PT,0,5364.0
2003,NUTS,2010,PT,0,6102.0
2004,NUTS,2010,PT,0,6144.0
2005,NUTS,2010,PT,0,6186.0
2006,NUTS,2010,PT,0,10322.0
2007,NUTS,2010,PT,0,14457.0
2008,NUTS,2010,PT,0,18206.0
2009,NUTS,2010,PT,0,18126.0
2010,NUTS,2010,PT,0,19235.0
2011,NUTS,2010,PT,0,21191.0
2012,NUTS,2010,PT,0,21471.0
2013,NUTS,2010,PT,0,20621.0
2014,NUTS,2010,PT,0,21646.0
2015,NUTS,2010,PT,0,23498.0
2016,NUTS,2010,PT,0,26332.0
2017,NUTS,2010,PT,0,29410.0
2018,NUTS,2010,PT,0,32411.0
2019,NUTS,2010,PT,0,36855.0
2020,NUTS,2010,PT,0,42154.0
2000,NUTS,2010,PT1,1,3962.0
2001,NUTS,2010,PT1,1,4609.0
2002,NUTS,2010,PT1,1,5343.0
2003,NUTS,2010,PT1,1,6078.0
2004,NUTS,2010,PT1,1,6115.0
2005,NUTS,2010,PT1,1,6153.0
2006,NUTS,2010,PT1,1,10275.0
2007,NUTS,2010,PT1,1,14397.0
2008,NUTS,2010,PT1,1,18126.0
2009,NUTS,2010,PT1,1,18063.0
2010,NUTS,2010,PT1,1,19151.0
2011,NUTS,2010,PT1,1,21069.0
2012,NUTS,2010,PT1,1,21326.0
2013,NUTS,2010,PT1,1,20538.0
2014,NUTS,2010,PT1,1,21549.0
2015,NUTS,2010,PT1,1,23378.0
2016,NUTS,2010,PT1,1,26220.0
2017,NUTS,2010,PT1,1,29233.0
2018,NUTS,2010,PT1,1,32124.0
2019,NUTS,2010,PT1,1,36555.0
2020,NUTS,2010,PT1,1,41840.0
2000,NUTS,2010,PT11,2,1112.0
2001,NUTS,2010,PT11,2,1171.0
2002,NUTS,2010,PT11,2,1368.0
2003,NUTS,2010,PT11,2,1565.0
2004,NUTS,2010,PT11,2,1578.0
2005,NUTS,2010,PT11,2,1591.0
2006,NUTS,2010,PT11,2,2859.0
2007,NUTS,2010,PT11,2,4126.0
2008,NUTS,2010,PT11,2,5026.0
2009,NUTS,2010,PT11,2,5293.0
2010,NUTS,2010,PT11,2,5829.0
2011,NUTS,2010,PT11,2,6266.0
2012,NUTS,2010,PT11,2,6727.0
2013,NUTS,2010,PT11,2,8226.0
2014,NUTS,2010,PT11,2,8569.0
2015,NUTS,2010,PT11,2,9473.0
2016,NUTS,2010,PT11,2,9269.0
2017,NUTS,2010,PT11,2,10791.0
2018,NUTS,2010,PT11,2,11618.0
2019,NUTS,2010,PT11,2,13524.0
2020,NUTS,2010,PT11,2,16410.0
2000,NUTS,2010,PT15,2,18.0
2001,NUTS,2010,PT15,2,18.0
2002,NUTS,2010,PT15,2,31.0
2003,NUTS,2010,PT15,2,44.0
2004,NUTS,2010,PT15,2,39.0
2005,NUTS,2010,PT15,2,34.0
2006,NUTS,2010,PT15,2,53.0
2007,NUTS,2010,PT15,2,72.0
2008,NUTS,2010,PT15,2,156.0
2009,NUTS,2010,PT15,2,158.0
2010,NUTS,2010,PT15,2,161.0
2011,NUTS,2010,PT15,2,165.0
2012,NUTS,2010,PT15,2,134.0
2013,NUTS,2010,PT15,2,82.0
2014,NUTS,2010,PT15,2,105.0
2015,NUTS,2010,PT15,2,152.0
2016,NUTS,2010,PT15,2,162.0
2017,NUTS,2010,PT15,2,146.0
2018,NUTS,2010,PT15,2,191.0
2019,NUTS,2010,PT15,2,329.0
2020,NUTS,2010,PT15,2,369.0
2000,NUTS,2010,PT16,2,580.0
2001,NUTS,2010,PT16,2,644.0
2002,NUTS,2010,PT16,2,874.0
2003,NUTS,2010,PT16,2,1104.0
2004,NUTS,2010,PT16,2,1174.0
2005,NUTS,2010,PT16,2,1244.0
2006,NUTS,2010,PT16,2,1879.0
2007,NUTS,2010,PT16,2,2515.0
2008,NUTS,2010,PT16,2,3042.0
2009,NUTS,2010,PT16,2,3233.0
2010,NUTS,2010,PT16,2,3339.0
2011,NUTS,2010,PT16,2,4276.0
2012,NUTS,2010,PT16,2,4125.0
2013,NUTS,2010,PT16,2,3723.0
2014,NUTS,2010,PT16,2,4475.0
2015,NUTS,2010,PT16,2,4716.0
2016,NUTS,2010,PT16,2,5445.0
2017,NUTS,2010,PT16,2,6313.0
2018,NUTS,2010,PT16,2,7256.0
2019,NUTS,2010,PT16,2,8078.0
2020,NUTS,2010,PT16,2,8284.0
2000,NUTS,2010,PT17,2,2160.0
2001,NUTS,2010,PT17,2,2678.0
2002,NUTS,2010,PT17,2,2919.0
2003,NUTS,2010,PT17,2,3161.0
2004,NUTS,2010,PT17,2,3113.0
2005,NUTS,2010,PT17,2,3065.0
2006,NUTS,2010,PT17,2,5211.0
2007,NUTS,2010,PT17,2,7357.0
2008,NUTS,2010,PT17,2,8834.0
2009,NUTS,2010,PT17,2,9053.0
2010,NUTS,2010,PT17,2,9538.0
2011,NUTS,2010,PT17,2,9958.0
2012,NUTS,2010,PT17,2,9854.0
2013,NUTS,2010,PT17,2,8101.0
2014,NUTS,2010,PT17,2,7912.0
2015,NUTS,2010,PT17,2,8441.0
2016,NUTS,2010,PT17,2,10525.0
2017,NUTS,2010,PT17,2,10980.0
2018,NUTS,2010,PT17,2,11887.0
2019,NUTS,2010,PT17,2,13216.0
2020,NUTS,2010,PT17,2,15165.0
2000,NUTS,2010,PT18,2,92.0
2001,NUTS,2010,PT18,2,98.0
2002,NUTS,2010,PT18,2,151.0
2003,NUTS,2010,PT18,2,204.0
2004,NUTS,2010,PT18,2,211.0
2005,NUTS,2010,PT18,2,218.0
2006,NUTS,2010,PT18,2,273.0
2007,NUTS,2010,PT18,2,327.0
2008,NUTS,2010,PT18,2,1068.0
2009,NUTS,2010,PT18,2,326.0
2010,NUTS,2010,PT18,2,284.0
2011,NUTS,2010,PT18,2,404.0
2012,NUTS,2010,PT18,2,486.0
2013,NUTS,2010,PT18,2,406.0
2014,NUTS,2010,PT18,2,488.0
2015,NUTS,2010,PT18,2,596.0
2016,NUTS,2010,PT18,2,819.0
2017,NUTS,2010,PT18,2,1003.0
2018,NUTS,2010,PT18,2,1172.0
2019,NUTS,2010,PT18,2,1408.0
2020,NUTS,2010,PT18,2,1612.0
2000,NUTS,2010,PT2,1,2.0
2001,NUTS,2010,PT2,1,0.0
2002,NUTS,2010,PT2,1,4.0
2003,NUTS,2010,PT2,1,8.0
2004,NUTS,2010,PT2,1,5.0
2005,NUTS,2010,PT2,1,3.0
2006,NUTS,2010,PT2,1,5.0
2007,NUTS,2010,PT2,1,7.0
2008,NUTS,2010,PT2,1,23.0
2009,NUTS,2010,PT2,1,14.0
2010,NUTS,2010,PT2,1,36.0
2011,NUTS,2010,PT2,1,42.0
2012,NUTS,2010,PT2,1,60.0
2013,NUTS,2010,PT2,1,24.0
2014,NUTS,2010,PT2,1,40.0
2015,NUTS,2010,PT2,1,52.0
2016,NUTS,2010,PT2,1,62.0
2017,NUTS,2010,PT2,1,83.0
2018,NUTS,2010,PT2,1,110.0
2019,NUTS,2010,PT2,1,102.0
2020,NUTS,2010,PT2,1,97.0
2000,NUTS,2010,PT20,2,2.0
2001,NUTS,2010,PT20,2,0.0
2002,NUTS,2010,PT20,2,4.0
2003,NUTS,2010,PT20,2,8.0
2004,NUTS,2010,PT20,2,5.0
2005,NUTS,2010,PT20,2,3.0
2006,NUTS,2010,PT20,2,5.0
2007,NUTS,2010,PT20,2,7.0
2008,NUTS,2010,PT20,2,23.0
2009,NUTS,2010,PT20,2,14.0
2010,NUTS,2010,PT20,2,36.0
2011,NUTS,2010,PT20,2,42.0
2012,NUTS,2010,PT20,2,60.0
2013,NUTS,2010,PT20,2,24.0
2014,NUTS,2010,PT20,2,40.0
2015,NUTS,2010,PT20,2,52.0
2016,NUTS,2010,PT20,2,62.0
2017,NUTS,2010,PT20,2,83.0
2018,NUTS,2010,PT20,2,110.0
2019,NUTS,2010,PT20,2,102.0
2020,NUTS,2010,PT20,2,97.0
2000,NUTS,2010,PT3,1,13.0
2001,NUTS,2010,PT3,1,16.0
2002,NUTS,2010,PT3,1,16.0
2003,NUTS,2010,PT3,1,16.0
2004,NUTS,2010,PT3,1,23.0
2005,NUTS,2010,PT3,1,30.0
2006,NUTS,2010,PT3,1,42.0
2007,NUTS,2010,PT3,1,53.0
2008,NUTS,2010,PT3,1,57.0
2009,NUTS,2010,PT3,1,49.0
2010,NUTS,2010,PT3,1,48.0
2011,NUTS,2010,PT3,1,80.0
2012,NUTS,2010,PT3,1,85.0
2013,NUTS,2010,PT3,1,59.0
2014,NUTS,2010,PT3,1,57.0
2015,NUTS,2010,PT3,1,68.0
2016,NUTS,2010,PT3,1,50.0
2017,NUTS,2010,PT3,1,94.0
2018,NUTS,2010,PT3,1,177.0
2019,NUTS,2010,PT3,1,198.0
2020,NUTS,2010,PT3,1,217.0
2000,NUTS,2010,PT30,2,13.0
2001,NUTS,2010,PT30,2,16.0
2002,NUTS,2010,PT30,2,16.0
2003,NUTS,2010,PT30,2,16.0
2004,NUTS,2010,PT30,2,23.0
2005,NUTS,2010,PT30,2,30.0
2006,NUTS,2010,PT30,2,42.0
2007,NUTS,2010,PT30,2,53.0
2008,NUTS,2010,PT30,2,57.0
2009,NUTS,2010,PT30,2,49.0
2010,NUTS,2010,PT30,2,48.0
2011,NUTS,2010,PT30,2,80.0
2012,NUTS,2010,PT30,2,85.0
2013,NUTS,2010,PT30,2,59.0
2014,NUTS,2010,PT30,2,57.0
2015,NUTS,2010,PT30,2,68.0
2016,NUTS,2010,PT30,2,50.0
2017,NUTS,2010,PT30,2,94.0
2018,NUTS,2010,PT30,2,177.0
2019,NUTS,2010,PT30,2,198.0
2020,NUTS,2010,PT30,2,217.0
2006,NUTS,2010,PTZ,1,0.0
2006,NUTS,2010,PTZZ,2,0.0
1993,NUTS,2010,RO,0,27527.0
1994,NUTS,2010,RO,0,24193.0
1995,NUTS,2010,RO,0,22897.0
1996,NUTS,2010,RO,0,20695.0
1997,NUTS,2010,RO,0,20323.0
1998,NUTS,2010,RO,0,19683.0
1999,NUTS,2010,RO,0,16279.0
2000,NUTS,2010,RO,0,13274.0
2001,NUTS,2010,RO,0,11656.0
2002,NUTS,2010,RO,0,11010.0
2003,NUTS,2010,RO,0,10086.0
2004,NUTS,2010,RO,0,9264.0
2005,NUTS,2010,RO,0,10644.0
2006,NUTS,2010,RO,0,8036.0
2007,NUTS,2010,RO,0,7971.0
2008,NUTS,2010,RO,0,6623.0
2009,NUTS,2010,RO,0,6389.0
2010,NUTS,2010,RO,0,6182.0
2011,NUTS,2010,RO,0,4122.0
2012,NUTS,2010,RO,0,5451.0
2013,NUTS,2010,RO,0,5738.0
2014,NUTS,2010,RO,0,5848.0
2015,NUTS,2010,RO,0,4923.0
2016,NUTS,2010,RO,0,5402.0
2017,NUTS,2010,RO,0,4852.0
2018,NUTS,2010,RO,0,5119.0
2019,NUTS,2010,RO,0,4809.0
2002,NUTS,2010,RO1,1,2209.0
2003,NUTS,2010,RO1,1,2100.0
2004,NUTS,2010,RO1,1,1299.0
2005,NUTS,2010,RO1,1,1310.0
2006,NUTS,2010,RO1,1,998.0
2007,NUTS,2010,RO1,1,677.0
2008,NUTS,2010,RO1,1,609.0
2009,NUTS,2010,RO1,1,964.0
2010,NUTS,2010,RO1,1,1319.0
2011,NUTS,2010,RO1,1,619.0
2012,NUTS,2010,RO1,1,876.0
2013,NUTS,2010,RO1,1,494.0
2014,NUTS,2010,RO1,1,830.0
2015,NUTS,2010,RO1,1,587.0
2016,NUTS,2010,RO1,1,691.0
2017,NUTS,2010,RO1,1,406.0
2018,NUTS,2010,RO1,1,646.0
2019,NUTS,2010,RO1,1,571.0
2002,NUTS,2010,RO11,2,561.0
2003,NUTS,2010,RO11,2,534.0
2004,NUTS,2010,RO11,2,429.0
2005,NUTS,2010,RO11,2,528.0
2006,NUTS,2010,RO11,2,505.0
2007,NUTS,2010,RO11,2,347.0
2008,NUTS,2010,RO11,2,318.0
2009,NUTS,2010,RO11,2,354.0
2010,NUTS,2010,RO11,2,529.0
2011,NUTS,2010,RO11,2,198.0
2012,NUTS,2010,RO11,2,545.0
2013,NUTS,2010,RO11,2,278.0
2014,NUTS,2010,RO11,2,399.0
2015,NUTS,2010,RO11,2,277.0
2016,NUTS,2010,RO11,2,282.0
2017,NUTS,2010,RO11,2,174.0
2018,NUTS,2010,RO11,2,354.0
2019,NUTS,2010,RO11,2,254.0
2002,NUTS,2010,RO12,2,1648.0
2003,NUTS,2010,RO12,2,1566.0
2004,NUTS,2010,RO12,2,870.0
2005,NUTS,2010,RO12,2,782.0
2006,NUTS,2010,RO12,2,493.0
2007,NUTS,2010,RO12,2,330.0
2008,NUTS,2010,RO12,2,291.0
2009,NUTS,2010,RO12,2,610.0
2010,NUTS,2010,RO12,2,790.0
2011,NUTS,2010,RO12,2,421.0
2012,NUTS,2010,RO12,2,331.0
2013,NUTS,2010,RO12,2,216.0
2014,NUTS,2010,RO12,2,431.0
2015,NUTS,2010,RO12,2,310.0
2016,NUTS,2010,RO12,2,409.0
2017,NUTS,2010,RO12,2,232.0
2018,NUTS,2010,RO12,2,292.0
2019,NUTS,2010,RO12,2,317.0
2002,NUTS,2010,RO2,1,1379.0
2003,NUTS,2010,RO2,1,1146.0
2004,NUTS,2010,RO2,1,1084.0
2005,NUTS,2010,RO2,1,1103.0
2006,NUTS,2010,RO2,1,1044.0
2007,NUTS,2010,RO2,1,930.0
2008,NUTS,2010,RO2,1,752.0
2009,NUTS,2010,RO2,1,727.0
2010,NUTS,2010,RO2,1,723.0
2011,NUTS,2010,RO2,1,196.0
2012,NUTS,2010,RO2,1,403.0
2013,NUTS,2010,RO2,1,445.0
2014,NUTS,2010,RO2,1,299.0
2015,NUTS,2010,RO2,1,313.0
2016,NUTS,2010,RO2,1,292.0
2017,NUTS,2010,RO2,1,248.0
2018,NUTS,2010,RO2,1,214.0
2019,NUTS,2010,RO2,1,530.0
2002,NUTS,2010,RO21,2,834.0
2003,NUTS,2010,RO21,2,629.0
2004,NUTS,2010,RO21,2,617.0
2005,NUTS,2010,RO21,2,602.0
2006,NUTS,2010,RO21,2,592.0
2007,NUTS,2010,RO21,2,350.0
2008,NUTS,2010,RO21,2,277.0
2009,NUTS,2010,RO21,2,341.0
2010,NUTS,2010,RO21,2,382.0
2011,NUTS,2010,RO21,2,178.0
2012,NUTS,2010,RO21,2,324.0
2013,NUTS,2010,RO21,2,404.0
2014,NUTS,2010,RO21,2,237.0
2015,NUTS,2010,RO21,2,261.0
2016,NUTS,2010,RO21,2,238.0
2017,NUTS,2010,RO21,2,218.0
2018,NUTS,2010,RO21,2,195.0
2019,NUTS,2010,RO21,2,520.0
2002,NUTS,2010,RO22,2,545.0
2003,NUTS,2010,RO22,2,517.0
2004,NUTS,2010,RO22,2,467.0
2005,NUTS,2010,RO22,2,501.0
2006,NUTS,2010,RO22,2,452.0
2007,NUTS,2010,RO22,2,580.0
2008,NUTS,2010,RO22,2,475.0
2009,NUTS,2010,RO22,2,386.0
2010,NUTS,2010,RO22,2,341.0
2011,NUTS,2010,RO22,2,18.0
2012,NUTS,2010,RO22,2,80.0
2013,NUTS,2010,RO22,2,40.0
2014,NUTS,2010,RO22,2,62.0
2015,NUTS,2010,RO22,2,52.0
2016,NUTS,2010,RO22,2,54.0
2017,NUTS,2010,RO22,2,30.0
2018,NUTS,2010,RO22,2,19.0
2019,NUTS,2010,RO22,2,10.0
2002,NUTS,2010,RO3,1,6237.0
2003,NUTS,2010,RO3,1,5821.0
2004,NUTS,2010,RO3,1,5822.0
2005,NUTS,2010,RO3,1,7379.0
2006,NUTS,2010,RO3,1,5367.0
2007,NUTS,2010,RO3,1,5617.0
2008,NUTS,2010,RO3,1,4741.0
2009,NUTS,2010,RO3,1,4173.0
2010,NUTS,2010,RO3,1,3755.0
2011,NUTS,2010,RO3,1,3155.0
2012,NUTS,2010,RO3,1,3950.0
2013,NUTS,2010,RO3,1,4519.0
2014,NUTS,2010,RO3,1,4362.0
2015,NUTS,2010,RO3,1,3649.0
2016,NUTS,2010,RO3,1,4079.0
2017,NUTS,2010,RO3,1,3906.0
2018,NUTS,2010,RO3,1,3236.0
2019,NUTS,2010,RO3,1,2698.0
2002,NUTS,2010,RO31,2,1983.0
2003,NUTS,2010,RO31,2,1843.0
2004,NUTS,2010,RO31,2,1710.0
2005,NUTS,2010,RO31,2,1664.0
2006,NUTS,2010,RO31,2,1587.0
2007,NUTS,2010,RO31,2,1671.0
2008,NUTS,2010,RO31,2,1660.0
2009,NUTS,2010,RO31,2,1388.0
2010,NUTS,2010,RO31,2,1441.0
2011,NUTS,2010,RO31,2,408.0
2012,NUTS,2010,RO31,2,916.0
2013,NUTS,2010,RO31,2,1492.0
2014,NUTS,2010,RO31,2,1331.0
2015,NUTS,2010,RO31,2,785.0
2016,NUTS,2010,RO31,2,854.0
2017,NUTS,2010,RO31,2,740.0
2018,NUTS,2010,RO31,2,725.0
2019,NUTS,2010,RO31,2,697.0
2002,NUTS,2010,RO32,2,4254.0
2003,NUTS,2010,RO32,2,3978.0
2004,NUTS,2010,RO32,2,4112.0
2005,NUTS,2010,RO32,2,5715.0
2006,NUTS,2010,RO32,2,3780.0
2007,NUTS,2010,RO32,2,3946.0
2008,NUTS,2010,RO32,2,3081.0
2009,NUTS,2010,RO32,2,2785.0
2010,NUTS,2010,RO32,2,2314.0
2011,NUTS,2010,RO32,2,2747.0
2012,NUTS,2010,RO32,2,3034.0
2013,NUTS,2010,RO32,2,3028.0
2014,NUTS,2010,RO32,2,3030.0
2015,NUTS,2010,RO32,2,2864.0
2016,NUTS,2010,RO32,2,3225.0
2017,NUTS,2010,RO32,2,3166.0
2018,NUTS,2010,RO32,2,2511.0
2019,NUTS,2010,RO32,2,2001.0
2002,NUTS,2010,RO4,1,1185.0
2003,NUTS,2010,RO4,1,1019.0
2004,NUTS,2010,RO4,1,1059.0
2005,NUTS,2010,RO4,1,852.0
2006,NUTS,2010,RO4,1,627.0
2007,NUTS,2010,RO4,1,747.0
2008,NUTS,2010,RO4,1,521.0
2009,NUTS,2010,RO4,1,525.0
2010,NUTS,2010,RO4,1,385.0
2011,NUTS,2010,RO4,1,153.0
2012,NUTS,2010,RO4,1,222.0
2013,NUTS,2010,RO4,1,280.0
2014,NUTS,2010,RO4,1,357.0
2015,NUTS,2010,RO4,1,374.0
2016,NUTS,2010,RO4,1,340.0
2017,NUTS,2010,RO4,1,292.0
2018,NUTS,2010,RO4,1,1023.0
2019,NUTS,2010,RO4,1,1010.0
2002,NUTS,2010,RO41,2,734.0
2003,NUTS,2010,RO41,2,567.0
2004,NUTS,2010,RO41,2,610.0
2005,NUTS,2010,RO41,2,445.0
2006,NUTS,2010,RO41,2,388.0
2007,NUTS,2010,RO41,2,400.0
2008,NUTS,2010,RO41,2,276.0
2009,NUTS,2010,RO41,2,260.0
2010,NUTS,2010,RO41,2,187.0
2011,NUTS,2010,RO41,2,65.0
2012,NUTS,2010,RO41,2,121.0
2013,NUTS,2010,RO41,2,15.0
2014,NUTS,2010,RO41,2,163.0
2015,NUTS,2010,RO41,2,137.0
2016,NUTS,2010,RO41,2,56.0
2017,NUTS,2010,RO41,2,91.0
2018,NUTS,2010,RO41,2,69.0
2019,NUTS,2010,RO41,2,39.0
2002,NUTS,2010,RO42,2,451.0
2003,NUTS,2010,RO42,2,452.0
2004,NUTS,2010,RO42,2,449.0
2005,NUTS,2010,RO42,2,407.0
2006,NUTS,2010,RO42,2,239.0
2007,NUTS,2010,RO42,2,347.0
2008,NUTS,2010,RO42,2,245.0
2009,NUTS,2010,RO42,2,265.0
2010,NUTS,2010,RO42,2,198.0
2011,NUTS,2010,RO42,2,88.0
2012,NUTS,2010,RO42,2,101.0
2013,NUTS,2010,RO42,2,265.0
2014,NUTS,2010,RO42,2,194.0
2015,NUTS,2010,RO42,2,237.0
2016,NUTS,2010,RO42,2,284.0
2017,NUTS,2010,RO42,2,201.0
2018,NUTS,2010,RO42,2,954.0
2019,NUTS,2010,RO42,2,971.0
2008,NUTS,2010,RS,0,372.0
2009,NUTS,2010,RS,0,666.0
2010,NUTS,2010,RS,0,303.0
2011,NUTS,2010,RS,0,165.0
2012,NUTS,2010,RS,0,283.0
2013,NUTS,2010,RS,0,489.0
2014,NUTS,2010,RS,0,1467.0
2015,NUTS,2010,RS,0,1465.0
2016,NUTS,2010,RS,0,2071.0
2017,NUTS,2010,RS,0,1610.0
2018,NUTS,2010,RS,0,1266.0
2019,NUTS,2010,RS,0,1483.0
2020,NUTS,2010,RS,0,1563.0
2018,NUTS,2010,RS1,1,1141.0
2019,NUTS,2010,RS1,1,1306.0
2020,NUTS,2010,RS1,1,1384.0
2018,NUTS,2010,RS11,2,826.0
2019,NUTS,2010,RS11,2,989.0
2020,NUTS,2010,RS11,2,1219.0
2018,NUTS,2010,RS12,2,315.0
2019,NUTS,2010,RS12,2,317.0
2020,NUTS,2010,RS12,2,165.0
2018,NUTS,2010,RS2,1,125.0
2019,NUTS,2010,RS2,1,177.0
2020,NUTS,2010,RS2,1,179.0
2018,NUTS,2010,RS21,2,39.0
2019,NUTS,2010,RS21,2,54.0
2020,NUTS,2010,RS21,2,56.0
2018,NUTS,2010,RS22,2,86.0
2019,NUTS,2010,RS22,2,123.0
2020,NUTS,2010,RS22,2,123.0
1989,NUTS,2010,RU,0,832600.0
1990,NUTS,2010,RU,0,736500.0
