year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_hc_rse_f
2013,NUTS,2010,HU10,2,0.4748
2014,NUTS,2010,HU10,2,0.4579
2015,NUTS,2010,HU10,2,0.4504
2016,NUTS,2010,HU10,2,0.4517
2017,NUTS,2010,HU11,2,0.7382
2018,NUTS,2010,HU11,2,0.9671
2019,NUTS,2010,HU11,2,1.0683
2017,NUTS,2010,HU12,2,0.1316
2018,NUTS,2010,HU12,2,0.1475
2019,NUTS,2010,HU12,2,0.0987
2011,NUTS,2010,HU2,1,0.2368
2012,NUTS,2010,HU2,1,0.2402
2013,NUTS,2010,HU2,1,0.205
2014,NUTS,2010,HU2,1,0.2002
2015,NUTS,2010,HU2,1,0.1911
2016,NUTS,2010,HU2,1,0.1968
2017,NUTS,2010,HU2,1,0.2157
2018,NUTS,2010,HU2,1,0.2549
2019,NUTS,2010,HU2,1,0.2965
2011,NUTS,2010,HU21,2,0.1238
2012,NUTS,2010,HU21,2,0.1336
2013,NUTS,2010,HU21,2,0.1194
2014,NUTS,2010,HU21,2,0.1177
2015,NUTS,2010,HU21,2,0.1074
2016,NUTS,2010,HU21,2,0.1124
2017,NUTS,2010,HU21,2,0.1079
2018,NUTS,2010,HU21,2,0.1226
2019,NUTS,2010,HU21,2,0.1084
2011,NUTS,2010,HU22,2,0.2246
2012,NUTS,2010,HU22,2,0.1934
2013,NUTS,2010,HU22,2,0.2012
2014,NUTS,2010,HU22,2,0.1748
2015,NUTS,2010,HU22,2,0.1624
2016,NUTS,2010,HU22,2,0.1534
2017,NUTS,2010,HU22,2,0.1576
2018,NUTS,2010,HU22,2,0.1755
2019,NUTS,2010,HU22,2,0.2238
2011,NUTS,2010,HU23,2,0.4021
2012,NUTS,2010,HU23,2,0.4419
2013,NUTS,2010,HU23,2,0.3158
2014,NUTS,2010,HU23,2,0.3333
2015,NUTS,2010,HU23,2,0.3355
2016,NUTS,2010,HU23,2,0.3548
2017,NUTS,2010,HU23,2,0.4283
2018,NUTS,2010,HU23,2,0.5251
2019,NUTS,2010,HU23,2,0.6384
2011,NUTS,2010,HU3,1,0.3511
2012,NUTS,2010,HU3,1,0.3356
2013,NUTS,2010,HU3,1,0.3484
2014,NUTS,2010,HU3,1,0.323
2015,NUTS,2010,HU3,1,0.312
2016,NUTS,2010,HU3,1,0.3063
2017,NUTS,2010,HU3,1,0.3155
2018,NUTS,2010,HU3,1,0.3493
2019,NUTS,2010,HU3,1,0.4327
2011,NUTS,2010,HU31,2,0.2228
2012,NUTS,2010,HU31,2,0.2158
2013,NUTS,2010,HU31,2,0.2003
2014,NUTS,2010,HU31,2,0.1855
2015,NUTS,2010,HU31,2,0.1983
2016,NUTS,2010,HU31,2,0.1795
2017,NUTS,2010,HU31,2,0.1896
2018,NUTS,2010,HU31,2,0.1999
2019,NUTS,2010,HU31,2,0.237
2011,NUTS,2010,HU32,2,0.3662
2012,NUTS,2010,HU32,2,0.3625
2013,NUTS,2010,HU32,2,0.3715
2014,NUTS,2010,HU32,2,0.3373
2015,NUTS,2010,HU32,2,0.3093
2016,NUTS,2010,HU32,2,0.3106
2017,NUTS,2010,HU32,2,0.329
2018,NUTS,2010,HU32,2,0.3861
2019,NUTS,2010,HU32,2,0.4707
2011,NUTS,2010,HU33,2,0.4418
2012,NUTS,2010,HU33,2,0.4051
2013,NUTS,2010,HU33,2,0.4465
2014,NUTS,2010,HU33,2,0.4231
2015,NUTS,2010,HU33,2,0.4116
2016,NUTS,2010,HU33,2,0.4073
2017,NUTS,2010,HU33,2,0.4072
2018,NUTS,2010,HU33,2,0.4394
2019,NUTS,2010,HU33,2,0.5542
2011,NUTS,2010,IE,0,0.5455
2012,NUTS,2010,IE,0,0.8963
2013,NUTS,2010,IE,0,0.9128
2014,NUTS,2010,IE,0,0.9257
2015,NUTS,2010,IE,0,0.7782
2016,NUTS,2010,IE,0,0.6324
2017,NUTS,2010,IE,0,0.8473
2019,NUTS,2010,IE,0,0.8888
2011,NUTS,2010,IE0,1,0.5357
2012,NUTS,2010,IE0,1,0.5492
2013,NUTS,2010,IE0,1,0.5492
2014,NUTS,2010,IE0,1,0.8408
2015,NUTS,2010,IE0,1,0.8768
2017,NUTS,2010,IE0,1,0.8291
2011,NUTS,2010,IE01,2,0.2994
2012,NUTS,2010,IE01,2,0.3107
2013,NUTS,2010,IE01,2,0.3076
2014,NUTS,2010,IE01,2,0.4781
2015,NUTS,2010,IE01,2,0.2978
2017,NUTS,2010,IE01,2,1.2451
2011,NUTS,2010,IE02,2,0.6147
2012,NUTS,2010,IE02,2,0.6276
2013,NUTS,2010,IE02,2,0.6296
2014,NUTS,2010,IE02,2,0.9591
2015,NUTS,2010,IE02,2,1.0661
2017,NUTS,2010,IE02,2,0.7708
2011,NUTS,2010,IS,0,0.8039
2013,NUTS,2010,IS,0,1.22
2015,NUTS,2010,IS,0,1.2833
2016,NUTS,2010,IS,0,1.4541
2017,NUTS,2010,IS,0,1.343
2018,NUTS,2010,IS,0,1.3125
2011,NUTS,2010,IT,0,0.321
2012,NUTS,2010,IT,0,0.3324
2013,NUTS,2010,IT,0,0.345
2014,NUTS,2010,IT,0,0.3501
2015,NUTS,2010,IT,0,0.3409
2016,NUTS,2010,IT,0,0.3438
2017,NUTS,2010,IT,0,0.34
2018,NUTS,2010,IT,0,0.3392
2019,NUTS,2010,IT,0,0.3504
2011,NUTS,2010,ITC,1,0.2578
2012,NUTS,2010,ITC,1,0.2631
2013,NUTS,2010,ITC,1,0.2688
2014,NUTS,2010,ITC,1,0.2688
2015,NUTS,2010,ITC,1,0.2666
2016,NUTS,2010,ITC,1,0.2746
2017,NUTS,2010,ITC,1,0.2785
2018,NUTS,2010,ITC,1,0.2748
2019,NUTS,2010,ITC,1,0.2795
2011,NUTS,2010,ITC1,2,0.2213
2012,NUTS,2010,ITC1,2,0.2278
2013,NUTS,2010,ITC1,2,0.2537
2014,NUTS,2010,ITC1,2,0.2391
2015,NUTS,2010,ITC1,2,0.2736
2016,NUTS,2010,ITC1,2,0.2468
2017,NUTS,2010,ITC1,2,0.2479
2018,NUTS,2010,ITC1,2,0.246
2019,NUTS,2010,ITC1,2,0.2505
2011,NUTS,2010,ITC2,2,0.0516
2012,NUTS,2010,ITC2,2,0.0472
2013,NUTS,2010,ITC2,2,0.1116
2014,NUTS,2010,ITC2,2,0.1349
2015,NUTS,2010,ITC2,2,0.0949
2016,NUTS,2010,ITC2,2,0.0913
2017,NUTS,2010,ITC2,2,0.1216
2018,NUTS,2010,ITC2,2,0.093
2019,NUTS,2010,ITC2,2,0.0927
2011,NUTS,2010,ITC3,2,0.2856
2012,NUTS,2010,ITC3,2,0.311
2013,NUTS,2010,ITC3,2,0.3179
2014,NUTS,2010,ITC3,2,0.3075
2015,NUTS,2010,ITC3,2,0.3533
2016,NUTS,2010,ITC3,2,0.3123
2017,NUTS,2010,ITC3,2,0.3256
2018,NUTS,2010,ITC3,2,0.2794
2019,NUTS,2010,ITC3,2,0.302
2011,NUTS,2010,ITC4,2,0.2733
2012,NUTS,2010,ITC4,2,0.2747
2013,NUTS,2010,ITC4,2,0.2702
2014,NUTS,2010,ITC4,2,0.2777
2015,NUTS,2010,ITC4,2,0.253
2016,NUTS,2010,ITC4,2,0.2839
2017,NUTS,2010,ITC4,2,0.2872
2018,NUTS,2010,ITC4,2,0.2887
2019,NUTS,2010,ITC4,2,0.291
2011,NUTS,2010,ITF,1,0.3668
2012,NUTS,2010,ITF,1,0.3727
2013,NUTS,2010,ITF,1,0.3927
2014,NUTS,2010,ITF,1,0.4115
2015,NUTS,2010,ITF,1,0.4087
2016,NUTS,2010,ITF,1,0.4042
2017,NUTS,2010,ITF,1,0.3982
2018,NUTS,2010,ITF,1,0.3837
2019,NUTS,2010,ITF,1,0.4027
2011,NUTS,2010,ITF1,2,0.3102
2012,NUTS,2010,ITF1,2,0.3293
2013,NUTS,2010,ITF1,2,0.3749
2014,NUTS,2010,ITF1,2,0.3849
2015,NUTS,2010,ITF1,2,0.4192
2016,NUTS,2010,ITF1,2,0.4203
2017,NUTS,2010,ITF1,2,0.4566
2018,NUTS,2010,ITF1,2,0.3902
2019,NUTS,2010,ITF1,2,0.3972
2015,NUTS,2010,ITF2,2,0.3975
2016,NUTS,2010,ITF2,2,0.327
2017,NUTS,2010,ITF2,2,0.3217
2018,NUTS,2010,ITF2,2,0.3108
2019,NUTS,2010,ITF2,2,0.2834
2011,NUTS,2010,ITF3,2,0.4421
2012,NUTS,2010,ITF3,2,0.4343
2013,NUTS,2010,ITF3,2,0.4627
2014,NUTS,2010,ITF3,2,0.4956
2015,NUTS,2010,ITF3,2,0.4761
2016,NUTS,2010,ITF3,2,0.4977
2017,NUTS,2010,ITF3,2,0.4813
2018,NUTS,2010,ITF3,2,0.4636
2019,NUTS,2010,ITF3,2,0.4994
2011,NUTS,2010,ITF4,2,0.3927
2012,NUTS,2010,ITF4,2,0.3909
2013,NUTS,2010,ITF4,2,0.3507
2014,NUTS,2010,ITF4,2,0.3572
2015,NUTS,2010,ITF4,2,0.3624
2016,NUTS,2010,ITF4,2,0.3486
2017,NUTS,2010,ITF4,2,0.3426
2018,NUTS,2010,ITF4,2,0.3225
2019,NUTS,2010,ITF4,2,0.3339
2012,NUTS,2010,ITF5,2,0.27
2013,NUTS,2010,ITF5,2,0.2043
2015,NUTS,2010,ITF5,2,0.2217
2016,NUTS,2010,ITF5,2,0.1796
2017,NUTS,2010,ITF5,2,0.1937
2018,NUTS,2010,ITF5,2,0.1948
2019,NUTS,2010,ITF5,2,0.2243
2011,NUTS,2010,ITF6,2,0.2277
2015,NUTS,2010,ITF6,2,0.3739
2016,NUTS,2010,ITF6,2,0.3342
2017,NUTS,2010,ITF6,2,0.3043
2018,NUTS,2010,ITF6,2,0.3583
2019,NUTS,2010,ITF6,2,0.362
2011,NUTS,2010,ITG,1,0.3954
2012,NUTS,2010,ITG,1,0.4164
2013,NUTS,2010,ITG,1,0.4418
2014,NUTS,2010,ITG,1,0.4555
2015,NUTS,2010,ITG,1,0.4376
2016,NUTS,2010,ITG,1,0.3671
2017,NUTS,2010,ITG,1,0.348
2018,NUTS,2010,ITG,1,0.3378
2019,NUTS,2010,ITG,1,0.3424
2011,NUTS,2010,ITG1,2,0.3759
2012,NUTS,2010,ITG1,2,0.3875
2013,NUTS,2010,ITG1,2,0.4232
2014,NUTS,2010,ITG1,2,0.4355
2015,NUTS,2010,ITG1,2,0.4185
2016,NUTS,2010,ITG1,2,0.3787
2017,NUTS,2010,ITG1,2,0.3479
2018,NUTS,2010,ITG1,2,0.3487
2019,NUTS,2010,ITG1,2,0.3587
2011,NUTS,2010,ITG2,2,0.4358
2012,NUTS,2010,ITG2,2,0.4752
2013,NUTS,2010,ITG2,2,0.4805
2014,NUTS,2010,ITG2,2,0.4969
2015,NUTS,2010,ITG2,2,0.4761
2016,NUTS,2010,ITG2,2,0.3431
2017,NUTS,2010,ITG2,2,0.3481
2018,NUTS,2010,ITG2,2,0.3161
2019,NUTS,2010,ITG2,2,0.3107
2011,NUTS,2010,ITH,1,0.2812
2012,NUTS,2010,ITH,1,0.2957
2013,NUTS,2010,ITH,1,0.3158
2014,NUTS,2010,ITH,1,0.3229
2015,NUTS,2010,ITH,1,0.2953
2016,NUTS,2010,ITH,1,0.3129
2017,NUTS,2010,ITH,1,0.3151
2018,NUTS,2010,ITH,1,0.3246
2019,NUTS,2010,ITH,1,0.3342
2011,NUTS,2010,ITH1,2,0.0086
2012,NUTS,2010,ITH1,2,0.0148
2013,NUTS,2010,ITH1,2,0.05
2014,NUTS,2010,ITH1,2,0.0725
2015,NUTS,2010,ITH1,2,0.0616
2016,NUTS,2010,ITH1,2,0.0941
2017,NUTS,2010,ITH1,2,0.1156
2018,NUTS,2010,ITH1,2,0.1259
2019,NUTS,2010,ITH1,2,0.1524
2011,NUTS,2010,ITH2,2,0.215
2012,NUTS,2010,ITH2,2,0.2548
2013,NUTS,2010,ITH2,2,0.3072
2014,NUTS,2010,ITH2,2,0.3176
2015,NUTS,2010,ITH2,2,0.3121
2016,NUTS,2010,ITH2,2,0.3542
2017,NUTS,2010,ITH2,2,0.3312
2018,NUTS,2010,ITH2,2,0.3817
2019,NUTS,2010,ITH2,2,0.3942
2011,NUTS,2010,ITH3,2,0.2368
2012,NUTS,2010,ITH3,2,0.25
2013,NUTS,2010,ITH3,2,0.2719
2014,NUTS,2010,ITH3,2,0.2746
2015,NUTS,2010,ITH3,2,0.276
2016,NUTS,2010,ITH3,2,0.2701
2017,NUTS,2010,ITH3,2,0.2704
2018,NUTS,2010,ITH3,2,0.2821
2019,NUTS,2010,ITH3,2,0.2908
2011,NUTS,2010,ITH4,2,0.329
2012,NUTS,2010,ITH4,2,0.3508
2013,NUTS,2010,ITH4,2,0.3383
2014,NUTS,2010,ITH4,2,0.3557
2015,NUTS,2010,ITH4,2,0.3627
2016,NUTS,2010,ITH4,2,0.339
2017,NUTS,2010,ITH4,2,0.344
2018,NUTS,2010,ITH4,2,0.3578
2019,NUTS,2010,ITH4,2,0.3542
2011,NUTS,2010,ITH5,2,0.3546
2012,NUTS,2010,ITH5,2,0.3673
2013,NUTS,2010,ITH5,2,0.3885
2014,NUTS,2010,ITH5,2,0.397
2015,NUTS,2010,ITH5,2,0.3256
2016,NUTS,2010,ITH5,2,0.3717
2017,NUTS,2010,ITH5,2,0.3769
2018,NUTS,2010,ITH5,2,0.379
2019,NUTS,2010,ITH5,2,0.3899
2011,NUTS,2010,ITI,1,0.3716
2012,NUTS,2010,ITI,1,0.3827
2013,NUTS,2010,ITI,1,0.384
2014,NUTS,2010,ITI,1,0.3794
2015,NUTS,2010,ITI,1,0.3738
2016,NUTS,2010,ITI,1,0.3838
2017,NUTS,2010,ITI,1,0.367
2018,NUTS,2010,ITI,1,0.369
2019,NUTS,2010,ITI,1,0.3826
2011,NUTS,2010,ITI1,2,0.4393
2012,NUTS,2010,ITI1,2,0.4552
2013,NUTS,2010,ITI1,2,0.4008
2014,NUTS,2010,ITI1,2,0.385
2015,NUTS,2010,ITI1,2,0.381
2016,NUTS,2010,ITI1,2,0.3727
2017,NUTS,2010,ITI1,2,0.3643
2018,NUTS,2010,ITI1,2,0.3885
2019,NUTS,2010,ITI1,2,0.3924
2011,NUTS,2010,ITI2,2,0.4514
2012,NUTS,2010,ITI2,2,0.4643
2013,NUTS,2010,ITI2,2,0.4146
2014,NUTS,2010,ITI2,2,0.4264
2015,NUTS,2010,ITI2,2,0.439
2016,NUTS,2010,ITI2,2,0.4177
2017,NUTS,2010,ITI2,2,0.4019
2018,NUTS,2010,ITI2,2,0.4449
2019,NUTS,2010,ITI2,2,0.395
2011,NUTS,2010,ITI3,2,0.2327
2012,NUTS,2010,ITI3,2,0.2349
2013,NUTS,2010,ITI3,2,0.2766
2014,NUTS,2010,ITI3,2,0.28
2015,NUTS,2010,ITI3,2,0.2898
2016,NUTS,2010,ITI3,2,0.3105
2017,NUTS,2010,ITI3,2,0.3414
2018,NUTS,2010,ITI3,2,0.3164
2019,NUTS,2010,ITI3,2,0.3116
2011,NUTS,2010,ITI4,2,0.3513
2012,NUTS,2010,ITI4,2,0.3613
2013,NUTS,2010,ITI4,2,0.3973
2014,NUTS,2010,ITI4,2,0.3955
2015,NUTS,2010,ITI4,2,0.3811
2016,NUTS,2010,ITI4,2,0.4056
2017,NUTS,2010,ITI4,2,0.3702
2018,NUTS,2010,ITI4,2,0.3582
2019,NUTS,2010,ITI4,2,0.3928
2011,NUTS,2010,KR,0,0.2595
2012,NUTS,2010,KR,0,0.2714
2013,NUTS,2010,KR,0,0.269
2011,NUTS,2010,LT,0,1.1846
2012,NUTS,2010,LT,0,1.2078
2013,NUTS,2010,LT,0,1.1851
2014,NUTS,2010,LT,0,1.1424
2015,NUTS,2010,LT,0,1.0544
2016,NUTS,2010,LT,0,1.015
2017,NUTS,2010,LT,0,0.9833
2018,NUTS,2010,LT,0,0.9967
2019,NUTS,2010,LT,0,0.9416
2015,NUTS,2010,LT01,2,1.6215
2016,NUTS,2010,LT01,2,1.4828
2017,NUTS,2010,LT01,2,1.356
2018,NUTS,2010,LT01,2,1.3646
2019,NUTS,2010,LT01,2,1.3152
2015,NUTS,2010,LT02,2,0.7611
2016,NUTS,2010,LT02,2,0.7467
2017,NUTS,2010,LT02,2,0.7465
2018,NUTS,2010,LT02,2,0.7579
2019,NUTS,2010,LT02,2,0.7085
2011,NUTS,2010,LU,0,0.2433
2012,NUTS,2010,LU,0,0.2602
2013,NUTS,2010,LU,0,0.3019
2014,NUTS,2010,LU,0,0.4413
2015,NUTS,2010,LU,0,0.4278
2017,NUTS,2010,LU,0,0.4016
2019,NUTS,2010,LU,0,0.403
2011,NUTS,2010,LV,0,0.6603
2012,NUTS,2010,LV,0,0.7217
2013,NUTS,2010,LV,0,0.66
2014,NUTS,2010,LV,0,0.681
2015,NUTS,2010,LV,0,0.6773
2016,NUTS,2010,LV,0,0.669
2017,NUTS,2010,LV,0,0.6806
2018,NUTS,2010,LV,0,0.6377
2019,NUTS,2010,LV,0,0.6768
2011,NUTS,2010,ME,0,0.5153
2013,NUTS,2010,ME,0,0.5
2014,NUTS,2010,ME,0,0.4979
2015,NUTS,2010,ME,0,0.4505
2017,NUTS,2010,ME,0,0.4121
2018,NUTS,2010,ME,0,0.3882
2019,NUTS,2010,ME,0,0.401
2011,NUTS,2010,MK,0,0.2949
2012,NUTS,2010,MK,0,0.3169
2015,NUTS,2010,MK,0,0.5086
2016,NUTS,2010,MK,0,0.4829
2017,NUTS,2010,MK,0,0.4267
2018,NUTS,2010,MK,0,0.4418
2019,NUTS,2010,MK,0,0.3943
2011,NUTS,2010,MT,0,0.3431
2012,NUTS,2010,MT,0,0.375
2013,NUTS,2010,MT,0,0.3855
2014,NUTS,2010,MT,0,0.3946
2015,NUTS,2010,MT,0,0.3763
2016,NUTS,2010,MT,0,0.3481
2017,NUTS,2010,MT,0,0.3724
2018,NUTS,2010,MT,0,0.3521
2019,NUTS,2010,MT,0,0.3634
2011,NUTS,2010,NL,0,0.2567
2012,NUTS,2010,NL,0,0.2575
2013,NUTS,2010,NL,0,0.2625
2014,NUTS,2010,NL,0,0.2776
2015,NUTS,2010,NL,0,0.281
2016,NUTS,2010,NL,0,0.2777
2017,NUTS,2010,NL,0,0.2796
2018,NUTS,2010,NL,0,0.2798
2019,NUTS,2010,NL,0,0.2889
2011,NUTS,2010,NL3,1,0.3117
2012,NUTS,2010,NL3,1,0.3122
2011,NUTS,2010,NO,0,0.8333
2012,NUTS,2010,NO,0,0.8405
2013,NUTS,2010,NO,0,0.8768
2014,NUTS,2010,NO,0,0.9162
2015,NUTS,2010,NO,0,0.9677
2016,NUTS,2010,NO,0,1.0111
2017,NUTS,2010,NO,0,1.0837
2018,NUTS,2010,NO,0,1.1299
2019,NUTS,2010,NO,0,1.1676
2011,NUTS,2010,NO0,1,0.8127
2012,NUTS,2010,NO0,1,0.8183
2013,NUTS,2010,NO0,1,0.8536
2014,NUTS,2010,NO0,1,0.8912
2011,NUTS,2010,NO01,2,1.2227
2012,NUTS,2010,NO01,2,1.2142
2013,NUTS,2010,NO01,2,1.2614
2014,NUTS,2010,NO01,2,1.3149
2011,NUTS,2010,NO02,2,0.3326
2012,NUTS,2010,NO02,2,0.3134
2013,NUTS,2010,NO02,2,0.3614
2014,NUTS,2010,NO02,2,0.3824
2011,NUTS,2010,NO03,2,0.2476
2012,NUTS,2010,NO03,2,0.2534
2013,NUTS,2010,NO03,2,0.2635
2014,NUTS,2010,NO03,2,0.2736
2011,NUTS,2010,NO04,2,0.3762
2012,NUTS,2010,NO04,2,0.3906
2013,NUTS,2010,NO04,2,0.4048
2014,NUTS,2010,NO04,2,0.4282
2011,NUTS,2010,NO05,2,0.8942
2012,NUTS,2010,NO05,2,0.9396
2013,NUTS,2010,NO05,2,0.9591
2014,NUTS,2010,NO05,2,0.9986
2011,NUTS,2010,NO06,2,1.6175
2012,NUTS,2010,NO06,2,1.5539
2013,NUTS,2010,NO06,2,1.6244
2014,NUTS,2010,NO06,2,1.6501
2011,NUTS,2010,NO07,2,0.9983
2012,NUTS,2010,NO07,2,1.0803
2013,NUTS,2010,NO07,2,1.133
2014,NUTS,2010,NO07,2,1.1709
2011,NUTS,2010,PL,0,0.4458
2012,NUTS,2010,PL,0,0.4395
2013,NUTS,2010,PL,0,0.4459
2014,NUTS,2010,PL,0,0.448
2015,NUTS,2010,PL,0,0.44
2016,NUTS,2010,PL,0,0.4882
2017,NUTS,2010,PL,0,0.7067
2018,NUTS,2010,PL,0,0.7216
2019,NUTS,2010,PL,0,0.7149
2011,NUTS,2010,PL1,1,0.6144
2012,NUTS,2010,PL1,1,0.6405
2013,NUTS,2010,PL1,1,0.4122
2014,NUTS,2010,PL1,1,0.3981
2015,NUTS,2010,PL1,1,0.3955
2011,NUTS,2010,PL11,2,0.4078
2012,NUTS,2010,PL11,2,0.4897
2013,NUTS,2010,PL11,2,0.3906
2014,NUTS,2010,PL11,2,0.3814
2015,NUTS,2010,PL11,2,0.4003
2011,NUTS,2010,PL12,2,0.411
2012,NUTS,2010,PL12,2,0.4031
2013,NUTS,2010,PL12,2,0.4232
2014,NUTS,2010,PL12,2,0.4061
2015,NUTS,2010,PL12,2,0.3934
2011,NUTS,2010,PL2,1,0.4599
2012,NUTS,2010,PL2,1,0.4615
2013,NUTS,2010,PL2,1,0.4675
2014,NUTS,2010,PL2,1,0.4936
2015,NUTS,2010,PL2,1,0.5156
2016,NUTS,2010,PL2,1,0.5389
2017,NUTS,2010,PL2,1,0.7533
2018,NUTS,2010,PL2,1,0.7808
2019,NUTS,2010,PL2,1,0.8739
2011,NUTS,2010,PL21,2,0.6022
2012,NUTS,2010,PL21,2,0.6138
2013,NUTS,2010,PL21,2,0.6336
2014,NUTS,2010,PL21,2,0.6706
2015,NUTS,2010,PL21,2,0.7044
2016,NUTS,2010,PL21,2,0.7298
2017,NUTS,2010,PL21,2,1.1222
2018,NUTS,2010,PL21,2,1.1657
2019,NUTS,2010,PL21,2,1.1157
2011,NUTS,2010,PL22,2,0.3586
2012,NUTS,2010,PL22,2,0.3566
2013,NUTS,2010,PL22,2,0.3527
2014,NUTS,2010,PL22,2,0.3683
2015,NUTS,2010,PL22,2,0.3805
2016,NUTS,2010,PL22,2,0.3989
2017,NUTS,2010,PL22,2,0.4769
2018,NUTS,2010,PL22,2,0.4879
2019,NUTS,2010,PL22,2,0.6899
2012,NUTS,2010,PL3,1,0.3511
2013,NUTS,2010,PL3,1,0.3741
2014,NUTS,2010,PL3,1,0.3759
2015,NUTS,2010,PL3,1,0.3634
2011,NUTS,2010,PL31,2,0.543
2012,NUTS,2010,PL31,2,0.5789
2013,NUTS,2010,PL31,2,0.5223
2014,NUTS,2010,PL31,2,0.519
2015,NUTS,2010,PL31,2,0.4911
2012,NUTS,2010,PL32,2,0.22
2013,NUTS,2010,PL32,2,0.2428
2014,NUTS,2010,PL32,2,0.2605
2011,NUTS,2010,PL33,2,0.1902
2012,NUTS,2010,PL33,2,0.0393
2013,NUTS,2010,PL33,2,0.1886
2014,NUTS,2010,PL33,2,0.1786
2011,NUTS,2010,PL34,2,0.4635
2012,NUTS,2010,PL34,2,0.4895
2013,NUTS,2010,PL34,2,0.5076
2014,NUTS,2010,PL34,2,0.4979
2015,NUTS,2010,PL34,2,0.4938
2012,NUTS,2010,PL4,1,0.4235
2013,NUTS,2010,PL4,1,0.4316
2014,NUTS,2010,PL4,1,0.4596
2015,NUTS,2010,PL4,1,0.4569
2016,NUTS,2010,PL4,1,0.4137
2017,NUTS,2010,PL4,1,0.5716
2018,NUTS,2010,PL4,1,0.5502
2019,NUTS,2010,PL4,1,0.4657
2012,NUTS,2010,PL41,2,0.4516
2013,NUTS,2010,PL41,2,0.4702
2014,NUTS,2010,PL41,2,0.5066
2016,NUTS,2010,PL41,2,0.4591
2017,NUTS,2010,PL41,2,0.6036
2018,NUTS,2010,PL41,2,0.5956
2019,NUTS,2010,PL41,2,0.5036
2011,NUTS,2010,PL42,2,0.5094
2012,NUTS,2010,PL42,2,0.5179
2013,NUTS,2010,PL42,2,0.5025
2015,NUTS,2010,PL42,2,0.5357
2016,NUTS,2010,PL42,2,0.456
2017,NUTS,2010,PL42,2,0.6837
2012,NUTS,2010,PL43,2,0.2025
2013,NUTS,2010,PL43,2,0.2036
2016,NUTS,2010,PL43,2,0.1851
2017,NUTS,2010,PL43,2,0.2693
2012,NUTS,2010,PL5,1,0.4394
2013,NUTS,2010,PL5,1,0.4848
2014,NUTS,2010,PL5,1,0.4406
2015,NUTS,2010,PL5,1,0.4346
2016,NUTS,2010,PL5,1,0.455
2017,NUTS,2010,PL5,1,0.6668
2018,NUTS,2010,PL5,1,0.6344
2019,NUTS,2010,PL5,1,0.616
2011,NUTS,2010,PL51,2,0.4947
2013,NUTS,2010,PL51,2,0.5457
2014,NUTS,2010,PL51,2,0.4912
2016,NUTS,2010,PL51,2,0.5156
2017,NUTS,2010,PL51,2,0.761
2018,NUTS,2010,PL51,2,0.7398
2019,NUTS,2010,PL51,2,0.7091
2013,NUTS,2010,PL52,2,0.2933
2014,NUTS,2010,PL52,2,0.2881
2016,NUTS,2010,PL52,2,0.2567
2017,NUTS,2010,PL52,2,0.3601
2018,NUTS,2010,PL52,2,0.2954
2019,NUTS,2010,PL52,2,0.2971
2011,NUTS,2010,PL6,1,0.453
2012,NUTS,2010,PL6,1,0.4364
2013,NUTS,2010,PL6,1,0.4366
2014,NUTS,2010,PL6,1,0.4449
2015,NUTS,2010,PL6,1,0.4076
2016,NUTS,2010,PL6,1,0.4289
2017,NUTS,2010,PL6,1,0.6436
2018,NUTS,2010,PL6,1,0.649
2019,NUTS,2010,PL6,1,0.6463
2012,NUTS,2010,PL61,2,0.4093
2013,NUTS,2010,PL61,2,0.4205
2014,NUTS,2010,PL61,2,0.43
2015,NUTS,2010,PL61,2,0.3946
2016,NUTS,2010,PL61,2,0.3991
2017,NUTS,2010,PL61,2,0.7147
2012,NUTS,2010,PL62,2,0.374
2013,NUTS,2010,PL62,2,0.3542
2014,NUTS,2010,PL62,2,0.3814
2015,NUTS,2010,PL62,2,0.3554
2016,NUTS,2010,PL62,2,0.4004
2017,NUTS,2010,PL62,2,0.5165
2011,NUTS,2010,PL63,2,0.5434
2012,NUTS,2010,PL63,2,0.4967
2013,NUTS,2010,PL63,2,0.4984
2014,NUTS,2010,PL63,2,0.4949
2015,NUTS,2010,PL63,2,0.4477
2016,NUTS,2010,PL63,2,0.47
2017,NUTS,2010,PL63,2,0.6519
2018,NUTS,2010,PL63,2,0.7014
2019,NUTS,2010,PL63,2,0.6377
2016,NUTS,2010,PL7,1,0.4096
2017,NUTS,2010,PL7,1,0.6315
2018,NUTS,2010,PL7,1,0.5744
2019,NUTS,2010,PL7,1,0.5657
2016,NUTS,2010,PL71,2,0.4954
2017,NUTS,2010,PL71,2,0.7485
2019,NUTS,2010,PL71,2,0.6793
2016,NUTS,2010,PL72,2,0.2163
2017,NUTS,2010,PL72,2,0.3698
2019,NUTS,2010,PL72,2,0.3188
2016,NUTS,2010,PL8,1,0.4558
2017,NUTS,2010,PL8,1,0.6249
2018,NUTS,2010,PL8,1,0.7039
2019,NUTS,2010,PL8,1,0.6367
2016,NUTS,2010,PL81,2,0.6384
2017,NUTS,2010,PL81,2,0.9495
2018,NUTS,2010,PL81,2,1.1199
2019,NUTS,2010,PL81,2,0.9309
2016,NUTS,2010,PL82,2,0.2467
2017,NUTS,2010,PL82,2,0.2659
2019,NUTS,2010,PL82,2,0.2704
2016,NUTS,2010,PL84,2,0.4819
2017,NUTS,2010,PL84,2,0.666
2019,NUTS,2010,PL84,2,0.7265
