year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_hc_rse_f
2016,NUTS,2010,PL9,1,0.5711
2017,NUTS,2010,PL9,1,0.8709
2018,NUTS,2010,PL9,1,0.9386
2019,NUTS,2010,PL9,1,0.9355
2016,NUTS,2010,PL91,2,0.9252
2017,NUTS,2010,PL91,2,1.4178
2018,NUTS,2010,PL91,2,1.4825
2019,NUTS,2010,PL91,2,1.4419
2016,NUTS,2010,PL92,2,0.0722
2017,NUTS,2010,PL92,2,0.0923
2018,NUTS,2010,PL92,2,0.1003
2019,NUTS,2010,PL92,2,0.0873
2011,NUTS,2010,PT,0,1.0872
2012,NUTS,2010,PT,0,1.174
2013,NUTS,2010,PT,0,1.29
2014,NUTS,2010,PT,0,1.2187
2015,NUTS,2010,PT,0,1.2149
2016,NUTS,2010,PT,0,1.2419
2017,NUTS,2010,PT,0,1.2182
2018,NUTS,2010,PT,0,1.2616
2019,NUTS,2010,PT,0,1.2548
2020,NUTS,2010,PT,0,1.2332
2011,NUTS,2010,PT1,1,1.0347
2012,NUTS,2010,PT1,1,1.1142
2013,NUTS,2010,PT1,1,1.2371
2014,NUTS,2010,PT1,1,1.1844
2015,NUTS,2010,PT1,1,1.1898
2016,NUTS,2010,PT1,1,1.2228
2017,NUTS,2010,PT1,1,1.202
2018,NUTS,2010,PT1,1,1.247
2019,NUTS,2010,PT1,1,1.2398
2020,NUTS,2010,PT1,1,1.2234
2011,NUTS,2010,PT11,2,0.9092
2012,NUTS,2010,PT11,2,0.9336
2013,NUTS,2010,PT11,2,1.1118
2014,NUTS,2010,PT11,2,1.0398
2015,NUTS,2010,PT11,2,1.0297
2016,NUTS,2010,PT11,2,1.1016
2017,NUTS,2010,PT11,2,1.0772
2018,NUTS,2010,PT11,2,1.1107
2019,NUTS,2010,PT11,2,1.1288
2020,NUTS,2010,PT11,2,1.106
2011,NUTS,2010,PT15,2,0.7595
2012,NUTS,2010,PT15,2,0.6891
2013,NUTS,2010,PT15,2,0.6736
2014,NUTS,2010,PT15,2,0.6463
2015,NUTS,2010,PT15,2,0.6698
2016,NUTS,2010,PT15,2,0.6012
2017,NUTS,2010,PT15,2,0.5231
2018,NUTS,2010,PT15,2,0.5717
2019,NUTS,2010,PT15,2,0.6378
2020,NUTS,2010,PT15,2,0.6557
2011,NUTS,2010,PT16,2,0.9507
2012,NUTS,2010,PT16,2,0.9933
2013,NUTS,2010,PT16,2,1.032
2014,NUTS,2010,PT16,2,1.0168
2015,NUTS,2010,PT16,2,1.0024
2016,NUTS,2010,PT16,2,1.0613
2017,NUTS,2010,PT16,2,1.0731
2018,NUTS,2010,PT16,2,1.1331
2019,NUTS,2010,PT16,2,1.1165
2020,NUTS,2010,PT16,2,1.1392
2011,NUTS,2010,PT17,2,1.4296
2012,NUTS,2010,PT17,2,1.6328
2013,NUTS,2010,PT17,2,1.8341
2014,NUTS,2010,PT17,2,1.7465
2015,NUTS,2010,PT17,2,1.7737
2016,NUTS,2010,PT17,2,1.7404
2017,NUTS,2010,PT17,2,1.7131
2018,NUTS,2010,PT17,2,1.7709
2019,NUTS,2010,PT17,2,1.7205
2020,NUTS,2010,PT17,2,1.6824
2011,NUTS,2010,PT18,2,0.5174
2012,NUTS,2010,PT18,2,0.6122
2013,NUTS,2010,PT18,2,0.5395
2014,NUTS,2010,PT18,2,0.5129
2015,NUTS,2010,PT18,2,0.5307
2016,NUTS,2010,PT18,2,0.5783
2017,NUTS,2010,PT18,2,0.578
2018,NUTS,2010,PT18,2,0.5648
2019,NUTS,2010,PT18,2,0.5622
2020,NUTS,2010,PT18,2,0.5262
2011,NUTS,2010,PT2,1,0.407
2012,NUTS,2010,PT2,1,0.3593
2013,NUTS,2010,PT2,1,0.3862
2014,NUTS,2010,PT2,1,0.415
2015,NUTS,2010,PT2,1,0.3573
2016,NUTS,2010,PT2,1,0.3735
2017,NUTS,2010,PT2,1,0.3707
2018,NUTS,2010,PT2,1,0.336
2019,NUTS,2010,PT2,1,0.3092
2020,NUTS,2010,PT2,1,0.3162
2011,NUTS,2010,PT20,2,0.407
2012,NUTS,2010,PT20,2,0.3593
2013,NUTS,2010,PT20,2,0.3862
2014,NUTS,2010,PT20,2,0.415
2015,NUTS,2010,PT20,2,0.3573
2016,NUTS,2010,PT20,2,0.3735
2017,NUTS,2010,PT20,2,0.3707
2018,NUTS,2010,PT20,2,0.336
2019,NUTS,2010,PT20,2,0.3092
2020,NUTS,2010,PT20,2,0.3162
2011,NUTS,2010,PT3,1,0.2061
2012,NUTS,2010,PT3,1,0.2139
2013,NUTS,2010,PT3,1,0.2518
2014,NUTS,2010,PT3,1,0.2709
2015,NUTS,2010,PT3,1,0.2814
2016,NUTS,2010,PT3,1,0.2837
2017,NUTS,2010,PT3,1,0.2825
2018,NUTS,2010,PT3,1,0.2956
2019,NUTS,2010,PT3,1,0.2617
2020,NUTS,2010,PT3,1,0.2611
2011,NUTS,2010,PT30,2,0.2061
2012,NUTS,2010,PT30,2,0.2139
2013,NUTS,2010,PT30,2,0.2518
2014,NUTS,2010,PT30,2,0.2709
2015,NUTS,2010,PT30,2,0.2814
2016,NUTS,2010,PT30,2,0.2837
2017,NUTS,2010,PT30,2,0.2825
2018,NUTS,2010,PT30,2,0.2956
2019,NUTS,2010,PT30,2,0.2617
2020,NUTS,2010,PT30,2,0.2611
2011,NUTS,2010,RO,0,0.2383
2012,NUTS,2010,RO,0,0.239
2013,NUTS,2010,RO,0,0.2303
2014,NUTS,2010,RO,0,0.2274
2015,NUTS,2010,RO,0,0.2364
2016,NUTS,2010,RO,0,0.2339
2017,NUTS,2010,RO,0,0.2366
2018,NUTS,2010,RO,0,0.2369
2019,NUTS,2010,RO,0,0.2327
2011,NUTS,2010,RO1,1,0.1915
2012,NUTS,2010,RO1,1,0.1298
2013,NUTS,2010,RO1,1,0.124
2014,NUTS,2010,RO1,1,0.1424
2015,NUTS,2010,RO1,1,0.1465
2016,NUTS,2010,RO1,1,0.1432
2017,NUTS,2010,RO1,1,0.1467
2018,NUTS,2010,RO1,1,0.139
2019,NUTS,2010,RO1,1,0.1533
2011,NUTS,2010,RO11,2,0.2046
2012,NUTS,2010,RO11,2,0.1039
2013,NUTS,2010,RO11,2,0.1046
2014,NUTS,2010,RO11,2,0.1325
2015,NUTS,2010,RO11,2,0.1428
2016,NUTS,2010,RO11,2,0.1416
2017,NUTS,2010,RO11,2,0.1508
2018,NUTS,2010,RO11,2,0.1351
2019,NUTS,2010,RO11,2,0.1652
2011,NUTS,2010,RO12,2,0.1736
2012,NUTS,2010,RO12,2,0.1663
2013,NUTS,2010,RO12,2,0.1512
2014,NUTS,2010,RO12,2,0.1563
2015,NUTS,2010,RO12,2,0.1515
2016,NUTS,2010,RO12,2,0.1453
2017,NUTS,2010,RO12,2,0.1414
2018,NUTS,2010,RO12,2,0.1444
2019,NUTS,2010,RO12,2,0.1373
2011,NUTS,2010,RO2,1,0.1306
2012,NUTS,2010,RO2,1,0.1402
2013,NUTS,2010,RO2,1,0.1413
2014,NUTS,2010,RO2,1,0.1533
2015,NUTS,2010,RO2,1,0.1618
2016,NUTS,2010,RO2,1,0.1566
2017,NUTS,2010,RO2,1,0.1573
2018,NUTS,2010,RO2,1,0.1634
2019,NUTS,2010,RO2,1,0.1568
2011,NUTS,2010,RO21,2,0.1547
2012,NUTS,2010,RO21,2,0.162
2013,NUTS,2010,RO21,2,0.1676
2014,NUTS,2010,RO21,2,0.1758
2015,NUTS,2010,RO21,2,0.1822
2016,NUTS,2010,RO21,2,0.168
2017,NUTS,2010,RO21,2,0.1576
2018,NUTS,2010,RO21,2,0.1406
2019,NUTS,2010,RO21,2,0.1432
2011,NUTS,2010,RO22,2,0.0901
2012,NUTS,2010,RO22,2,0.1027
2013,NUTS,2010,RO22,2,0.0943
2014,NUTS,2010,RO22,2,0.11
2015,NUTS,2010,RO22,2,0.124
2016,NUTS,2010,RO22,2,0.1357
2017,NUTS,2010,RO22,2,0.1566
2018,NUTS,2010,RO22,2,0.2051
2019,NUTS,2010,RO22,2,0.1818
2011,NUTS,2010,RO3,1,0.2439
2012,NUTS,2010,RO3,1,0.2666
2013,NUTS,2010,RO3,1,0.2327
2014,NUTS,2010,RO3,1,0.236
2015,NUTS,2010,RO3,1,0.2517
2016,NUTS,2010,RO3,1,0.2725
2017,NUTS,2010,RO3,1,0.2754
2018,NUTS,2010,RO3,1,0.3227
2019,NUTS,2010,RO3,1,0.3137
2011,NUTS,2010,RO31,2,0.0711
2012,NUTS,2010,RO31,2,0.0688
2013,NUTS,2010,RO31,2,0.0608
2014,NUTS,2010,RO31,2,0.0614
2015,NUTS,2010,RO31,2,0.0634
2016,NUTS,2010,RO31,2,0.0668
2017,NUTS,2010,RO31,2,0.0576
2018,NUTS,2010,RO31,2,0.058
2019,NUTS,2010,RO31,2,0.0598
2011,NUTS,2010,RO32,2,0.4269
2012,NUTS,2010,RO32,2,0.4855
2013,NUTS,2010,RO32,2,0.4299
2014,NUTS,2010,RO32,2,0.4358
2015,NUTS,2010,RO32,2,0.4492
2016,NUTS,2010,RO32,2,0.4728
2017,NUTS,2010,RO32,2,0.4959
2018,NUTS,2010,RO32,2,0.5865
2019,NUTS,2010,RO32,2,0.5553
2011,NUTS,2010,RO4,1,0.2034
2012,NUTS,2010,RO4,1,0.2344
2013,NUTS,2010,RO4,1,0.2588
2014,NUTS,2010,RO4,1,0.2068
2015,NUTS,2010,RO4,1,0.244
2016,NUTS,2010,RO4,1,0.2369
2017,NUTS,2010,RO4,1,0.2358
2018,NUTS,2010,RO4,1,0.159
2019,NUTS,2010,RO4,1,0.1562
2011,NUTS,2010,RO41,2,0.1545
2012,NUTS,2010,RO41,2,0.1528
2013,NUTS,2010,RO41,2,0.1624
2014,NUTS,2010,RO41,2,0.1547
2015,NUTS,2010,RO41,2,0.1892
2016,NUTS,2010,RO41,2,0.1987
2017,NUTS,2010,RO41,2,0.1841
2018,NUTS,2010,RO41,2,0.098
2019,NUTS,2010,RO41,2,0.1033
2011,NUTS,2010,RO42,2,0.2672
2012,NUTS,2010,RO42,2,0.3448
2013,NUTS,2010,RO42,2,0.3785
2014,NUTS,2010,RO42,2,0.2738
2015,NUTS,2010,RO42,2,0.3082
2016,NUTS,2010,RO42,2,0.2807
2017,NUTS,2010,RO42,2,0.2967
2018,NUTS,2010,RO42,2,0.2331
2019,NUTS,2010,RO42,2,0.2179
2011,NUTS,2010,RS,0,0.5386
2012,NUTS,2010,RS,0,0.5157
2013,NUTS,2010,RS,0,0.5615
2014,NUTS,2010,RS,0,0.5128
2015,NUTS,2010,RS,0,0.5512
2016,NUTS,2010,RS,0,0.5166
2017,NUTS,2010,RS,0,0.5058
2018,NUTS,2010,RS,0,0.5148
2019,NUTS,2010,RS,0,0.5019
2020,NUTS,2010,RS,0,0.5211
2018,NUTS,2010,RS1,1,0.6668
2019,NUTS,2010,RS1,1,0.6535
2020,NUTS,2010,RS1,1,0.6869
2018,NUTS,2010,RS11,2,0.7787
2019,NUTS,2010,RS11,2,0.7741
2020,NUTS,2010,RS11,2,0.8188
2018,NUTS,2010,RS12,2,0.5473
2019,NUTS,2010,RS12,2,0.5253
2020,NUTS,2010,RS12,2,0.5474
2018,NUTS,2010,RS2,1,0.258
2019,NUTS,2010,RS2,1,0.2435
2020,NUTS,2010,RS2,1,0.2395
2018,NUTS,2010,RS21,2,0.1988
2019,NUTS,2010,RS21,2,0.1805
2020,NUTS,2010,RS21,2,0.1909
2018,NUTS,2010,RS22,2,0.3439
2019,NUTS,2010,RS22,2,0.3336
2020,NUTS,2010,RS22,2,0.3095
2011,NUTS,2010,RU,0,0.0556
2012,NUTS,2010,RU,0,0.0556
2011,NUTS,2010,SE,0,0.8583
2013,NUTS,2010,SE,0,0.8851
2015,NUTS,2010,SE,0,0.8904
2017,NUTS,2010,SE,0,0.6369
2019,NUTS,2010,SE,0,0.6924
2017,NUTS,2010,SE1,1,0.7501
2019,NUTS,2010,SE1,1,0.7913
2017,NUTS,2010,SE11,2,0.6841
2019,NUTS,2010,SE11,2,0.6968
2017,NUTS,2010,SE12,2,0.8534
2019,NUTS,2010,SE12,2,0.9407
2017,NUTS,2010,SE2,1,0.5231
2019,NUTS,2010,SE2,1,0.5768
2017,NUTS,2010,SE21,2,0.3212
2019,NUTS,2010,SE21,2,0.3577
2017,NUTS,2010,SE22,2,0.6158
2019,NUTS,2010,SE22,2,0.7276
2017,NUTS,2010,SE23,2,0.5395
2019,NUTS,2010,SE23,2,0.5601
2017,NUTS,2010,SE3,1,0.4855
2019,NUTS,2010,SE3,1,0.5432
2017,NUTS,2010,SE31,2,0.3025
2019,NUTS,2010,SE31,2,0.3053
2017,NUTS,2010,SE32,2,0.1995
2019,NUTS,2010,SE32,2,0.2751
2017,NUTS,2010,SE33,2,0.9633
2019,NUTS,2010,SE33,2,1.1496
2011,NUTS,2010,SI,0,0.4952
2012,NUTS,2010,SI,0,0.4729
2013,NUTS,2010,SI,0,0.4564
2014,NUTS,2010,SI,0,0.4616
2015,NUTS,2010,SI,0,0.4447
2016,NUTS,2010,SI,0,0.3786
2017,NUTS,2010,SI,0,0.421
2018,NUTS,2010,SI,0,0.4511
2019,NUTS,2010,SI,0,0.4612
2011,NUTS,2010,SI0,1,0.4802
2012,NUTS,2010,SI0,1,0.4618
2013,NUTS,2010,SI0,1,0.4449
2014,NUTS,2010,SI0,1,0.4467
2015,NUTS,2010,SI0,1,0.4344
2016,NUTS,2010,SI0,1,0.3715
2017,NUTS,2010,SI0,1,0.4122
2018,NUTS,2010,SI0,1,0.4407
2019,NUTS,2010,SI0,1,0.4536
2013,NUTS,2010,SI03,2,0.163
2014,NUTS,2010,SI03,2,0.1626
2015,NUTS,2010,SI03,2,0.1516
2016,NUTS,2010,SI03,2,0.1458
2019,NUTS,2010,SI03,2,0.192
2013,NUTS,2010,SI04,2,0.7414
2014,NUTS,2010,SI04,2,0.7455
2015,NUTS,2010,SI04,2,0.7283
2016,NUTS,2010,SI04,2,0.6045
2019,NUTS,2010,SI04,2,0.7291
2011,NUTS,2010,SK,0,0.7617
2012,NUTS,2010,SK,0,0.7438
2013,NUTS,2010,SK,0,0.7448
2014,NUTS,2010,SK,0,0.7239
2015,NUTS,2010,SK,0,0.6677
2016,NUTS,2010,SK,0,0.6937
2017,NUTS,2010,SK,0,0.6832
2018,NUTS,2010,SK,0,0.708
2019,NUTS,2010,SK,0,0.6907
2020,NUTS,2010,SK,0,0.6877
2011,NUTS,2010,SK01,2,2.756
2012,NUTS,2010,SK01,2,2.518
2013,NUTS,2010,SK01,2,2.3987
2014,NUTS,2010,SK01,2,2.3266
2015,NUTS,2010,SK01,2,2.0367
2016,NUTS,2010,SK01,2,2.2196
2017,NUTS,2010,SK01,2,2.0359
2018,NUTS,2010,SK01,2,2.15
2019,NUTS,2010,SK01,2,2.0719
2020,NUTS,2010,SK01,2,2.1328
2011,NUTS,2010,SK02,2,0.323
2012,NUTS,2010,SK02,2,0.3193
2013,NUTS,2010,SK02,2,0.4252
2014,NUTS,2010,SK02,2,0.4282
2015,NUTS,2010,SK02,2,0.3949
2016,NUTS,2010,SK02,2,0.3608
2017,NUTS,2010,SK02,2,0.3597
2018,NUTS,2010,SK02,2,0.3859
2019,NUTS,2010,SK02,2,0.3713
2020,NUTS,2010,SK02,2,0.3786
2011,NUTS,2010,SK03,2,0.5382
2012,NUTS,2010,SK03,2,0.5765
2013,NUTS,2010,SK03,2,0.5539
2014,NUTS,2010,SK03,2,0.5681
2015,NUTS,2010,SK03,2,0.5183
2016,NUTS,2010,SK03,2,0.5851
2017,NUTS,2010,SK03,2,0.6088
2018,NUTS,2010,SK03,2,0.5855
2019,NUTS,2010,SK03,2,0.519
2020,NUTS,2010,SK03,2,0.4866
2011,NUTS,2010,SK04,2,0.6223
2012,NUTS,2010,SK04,2,0.6414
2013,NUTS,2010,SK04,2,0.6157
2014,NUTS,2010,SK04,2,0.5804
2015,NUTS,2010,SK04,2,0.593
2016,NUTS,2010,SK04,2,0.564
2017,NUTS,2010,SK04,2,0.5858
2018,NUTS,2010,SK04,2,0.6095
2019,NUTS,2010,SK04,2,0.6564
2020,NUTS,2010,SK04,2,0.6419
2011,NUTS,2010,TR,0,0.5717
2012,NUTS,2010,TR,0,0.6283
2013,NUTS,2010,TR,0,0.6325
2014,NUTS,2010,TR,0,0.7102
2015,NUTS,2010,TR,0,0.7211
2016,NUTS,2010,TR,0,0.6569
2017,NUTS,2010,TR,0,0.673
2018,NUTS,2010,TR,0,0.6826
2019,NUTS,2010,TR,0,0.729
2020,NUTS,2010,TR,0,0.7843
2011,NUTS,2010,UK,0,1.0238
2012,NUTS,2010,UK,0,1.0453
2013,NUTS,2010,UK,0,1.0846
2014,NUTS,2010,UK,0,1.0869
2015,NUTS,2010,UK,0,1.1138
2016,NUTS,2010,UK,0,1.1299
2017,NUTS,2010,UK,0,1.1142
2018,NUTS,2010,UK,0,1.1228
2011,NUTS,2010,UKC,1,1.1071
2013,NUTS,2010,UKC,1,1.1556
2015,NUTS,2010,UKC,1,1.2109
2017,NUTS,2010,UKC,1,1.1798
2011,NUTS,2010,UKC1,2,0.9256
2013,NUTS,2010,UKC1,2,0.9838
2015,NUTS,2010,UKC1,2,1.0041
2017,NUTS,2010,UKC1,2,0.9268
2011,NUTS,2010,UKC2,2,1.2533
2013,NUTS,2010,UKC2,2,1.288
2015,NUTS,2010,UKC2,2,1.3726
2017,NUTS,2010,UKC2,2,1.3847
2011,NUTS,2010,UKD,1,0.8316
2013,NUTS,2010,UKD,1,0.9044
2015,NUTS,2010,UKD,1,0.9487
2017,NUTS,2010,UKD,1,0.9527
2011,NUTS,2010,UKD1,2,0.1928
2013,NUTS,2010,UKD1,2,0.1931
2015,NUTS,2010,UKD1,2,0.2165
2017,NUTS,2010,UKD1,2,0.2391
2011,NUTS,2010,UKD3,2,1.1853
2013,NUTS,2010,UKD3,2,1.2047
2015,NUTS,2010,UKD3,2,1.2556
2017,NUTS,2010,UKD3,2,1.1687
2011,NUTS,2010,UKD4,2,0.7172
2013,NUTS,2010,UKD4,2,0.8842
2015,NUTS,2010,UKD4,2,0.8972
2017,NUTS,2010,UKD4,2,0.9114
2011,NUTS,2010,UKD6,2,0.189
2013,NUTS,2010,UKD6,2,0.3003
2015,NUTS,2010,UKD6,2,0.2747
2017,NUTS,2010,UKD6,2,0.2773
2011,NUTS,2010,UKD7,2,0.9583
2013,NUTS,2010,UKD7,2,1.0195
2015,NUTS,2010,UKD7,2,1.125
2017,NUTS,2010,UKD7,2,1.2641
2011,NUTS,2010,UKE,1,1.0185
2013,NUTS,2010,UKE,1,1.0892
2015,NUTS,2010,UKE,1,1.1566
2017,NUTS,2010,UKE,1,1.1719
2011,NUTS,2010,UKE1,2,0.4664
2013,NUTS,2010,UKE1,2,0.5002
2015,NUTS,2010,UKE1,2,0.4669
2017,NUTS,2010,UKE1,2,0.4018
2011,NUTS,2010,UKE2,2,0.9262
2013,NUTS,2010,UKE2,2,1.0124
2015,NUTS,2010,UKE2,2,1.1804
2017,NUTS,2010,UKE2,2,1.1556
2011,NUTS,2010,UKE3,2,1.3916
2013,NUTS,2010,UKE3,2,1.5192
2015,NUTS,2010,UKE3,2,1.6127
2017,NUTS,2010,UKE3,2,1.6405
2011,NUTS,2010,UKE4,2,1.0767
2013,NUTS,2010,UKE4,2,1.1039
2015,NUTS,2010,UKE4,2,1.1539
2017,NUTS,2010,UKE4,2,1.2028
2011,NUTS,2010,UKF,1,0.9341
2013,NUTS,2010,UKF,1,0.9854
2015,NUTS,2010,UKF,1,0.9905
2017,NUTS,2010,UKF,1,0.994
2011,NUTS,2010,UKF1,2,1.0914
2013,NUTS,2010,UKF1,2,1.1374
2015,NUTS,2010,UKF1,2,1.1255
2017,NUTS,2010,UKF1,2,1.1867
2011,NUTS,2010,UKF2,2,1.0232
2013,NUTS,2010,UKF2,2,1.094
2015,NUTS,2010,UKF2,2,1.0466
2017,NUTS,2010,UKF2,2,1.0077
2011,NUTS,2010,UKF3,2,0.2744
2013,NUTS,2010,UKF3,2,0.3031
2015,NUTS,2010,UKF3,2,0.3971
2017,NUTS,2010,UKF3,2,0.3826
2011,NUTS,2010,UKG,1,0.7588
2013,NUTS,2010,UKG,1,0.84
2015,NUTS,2010,UKG,1,0.8928
2017,NUTS,2010,UKG,1,0.9132
2011,NUTS,2010,UKG1,2,0.0678
2013,NUTS,2010,UKG1,2,0.078
2015,NUTS,2010,UKG1,2,0.092
2017,NUTS,2010,UKG1,2,0.0868
2011,NUTS,2010,UKG2,2,0.214
2013,NUTS,2010,UKG2,2,0.2252
2015,NUTS,2010,UKG2,2,0.303
2017,NUTS,2010,UKG2,2,0.3075
2011,NUTS,2010,UKG3,2,1.5174
2013,NUTS,2010,UKG3,2,1.7101
2015,NUTS,2010,UKG3,2,1.7392
2017,NUTS,2010,UKG3,2,1.7407
2011,NUTS,2010,UKH,1,0.868
2013,NUTS,2010,UKH,1,0.9135
2015,NUTS,2010,UKH,1,0.897
2017,NUTS,2010,UKH,1,0.8987
2011,NUTS,2010,UKH1,2,1.3794
2013,NUTS,2010,UKH1,2,1.5227
2015,NUTS,2010,UKH1,2,1.5008
2017,NUTS,2010,UKH1,2,1.5296
2011,NUTS,2010,UKH2,2,0.6312
2013,NUTS,2010,UKH2,2,0.617
2015,NUTS,2010,UKH2,2,0.5591
2017,NUTS,2010,UKH2,2,0.5698
2011,NUTS,2010,UKH3,2,0.3833
2013,NUTS,2010,UKH3,2,0.3683
2015,NUTS,2010,UKH3,2,0.4011
2017,NUTS,2010,UKH3,2,0.3867
2011,NUTS,2010,UKI,1,1.5921
2013,NUTS,2010,UKI,1,1.5451
2015,NUTS,2010,UKI,1,1.533
2017,NUTS,2010,UKI,1,1.4891
2011,NUTS,2010,UKI3,2,9.2651
2013,NUTS,2010,UKI3,2,8.1227
2015,NUTS,2010,UKI3,2,8.1002
2017,NUTS,2010,UKI3,2,8.5376
2011,NUTS,2010,UKI4,2,0.7793
2013,NUTS,2010,UKI4,2,0.7438
2015,NUTS,2010,UKI4,2,0.8179
2017,NUTS,2010,UKI4,2,0.7864
2011,NUTS,2010,UKI5,2,0.2119
2013,NUTS,2010,UKI5,2,0.2089
2015,NUTS,2010,UKI5,2,0.19
2017,NUTS,2010,UKI5,2,0.1762
2011,NUTS,2010,UKI6,2,0.2062
2013,NUTS,2010,UKI6,2,0.1942
2015,NUTS,2010,UKI6,2,0.2601
2017,NUTS,2010,UKI6,2,0.2513
2011,NUTS,2010,UKI7,2,0.5278
2013,NUTS,2010,UKI7,2,0.5669
2015,NUTS,2010,UKI7,2,0.5186
2017,NUTS,2010,UKI7,2,0.5062
2011,NUTS,2010,UKJ,1,0.9513
2013,NUTS,2010,UKJ,1,1.0304
2015,NUTS,2010,UKJ,1,1.0774
2017,NUTS,2010,UKJ,1,1.0513
2011,NUTS,2010,UKJ1,2,1.663
2013,NUTS,2010,UKJ1,2,1.8191
2015,NUTS,2010,UKJ1,2,1.8634
2017,NUTS,2010,UKJ1,2,1.8725
2011,NUTS,2010,UKJ2,2,0.6845
2013,NUTS,2010,UKJ2,2,0.7049
2015,NUTS,2010,UKJ2,2,0.7198
2017,NUTS,2010,UKJ2,2,0.6933
2011,NUTS,2010,UKJ3,2,0.9712
2013,NUTS,2010,UKJ3,2,1.0239
2015,NUTS,2010,UKJ3,2,1.0789
2017,NUTS,2010,UKJ3,2,1.0554
2011,NUTS,2010,UKJ4,2,0.3543
2013,NUTS,2010,UKJ4,2,0.4749
2015,NUTS,2010,UKJ4,2,0.5206
2017,NUTS,2010,UKJ4,2,0.4965
2011,NUTS,2010,UKK,1,0.7128
2013,NUTS,2010,UKK,1,0.7305
2015,NUTS,2010,UKK,1,0.7397
2017,NUTS,2010,UKK,1,0.7684
2011,NUTS,2010,UKK1,2,0.953
2013,NUTS,2010,UKK1,2,0.9869
2015,NUTS,2010,UKK1,2,0.9763
2017,NUTS,2010,UKK1,2,1.002
2011,NUTS,2010,UKK2,2,0.1743
2013,NUTS,2010,UKK2,2,0.1868
2015,NUTS,2010,UKK2,2,0.2499
2017,NUTS,2010,UKK2,2,0.269
2011,NUTS,2010,UKK3,2,0.087
2013,NUTS,2010,UKK3,2,0.1018
2015,NUTS,2010,UKK3,2,0.1084
2017,NUTS,2010,UKK3,2,0.1165
2011,NUTS,2010,UKK4,2,1.0784
2013,NUTS,2010,UKK4,2,1.1235
2015,NUTS,2010,UKK4,2,1.0374
2017,NUTS,2010,UKK4,2,1.085
2011,NUTS,2010,UKL,1,0.93
2013,NUTS,2010,UKL,1,0.9625
2015,NUTS,2010,UKL,1,0.9486
2017,NUTS,2010,UKL,1,0.9726
2011,NUTS,2010,UKL1,2,0.7475
2013,NUTS,2010,UKL1,2,0.8251
2015,NUTS,2010,UKL1,2,0.7876
2017,NUTS,2010,UKL1,2,0.8401
2011,NUTS,2010,UKL2,2,1.2166
2013,NUTS,2010,UKL2,2,1.1779
2015,NUTS,2010,UKL2,2,1.2114
2017,NUTS,2010,UKL2,2,1.1745
2011,NUTS,2010,UKM,1,1.1711
2013,NUTS,2010,UKM,1,1.3527
2015,NUTS,2010,UKM,1,1.3796
2017,NUTS,2010,UKM,1,1.4262
2013,NUTS,2010,UKM2,2,1.9921
2015,NUTS,2010,UKM2,2,2.0591
2013,NUTS,2010,UKM3,2,1.0872
2015,NUTS,2010,UKM3,2,1.1697
2013,NUTS,2010,UKM5,2,1.3899
2015,NUTS,2010,UKM5,2,1.2521
2017,NUTS,2010,UKM5,2,1.2839
2013,NUTS,2010,UKM6,2,0.0641
2015,NUTS,2010,UKM6,2,0.0602
2017,NUTS,2010,UKM6,2,0.0845
2017,NUTS,2010,UKM7,2,2.196
2017,NUTS,2010,UKM8,2,1.7807
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.7009
2013,NUTS,2010,UKN,1,0.6271
2015,NUTS,2010,UKN,1,0.6628
2017,NUTS,2010,UKN,1,0.6953
2011,NUTS,2010,UKN0,2,0.7009
2013,NUTS,2010,UKN0,2,0.6271
2015,NUTS,2010,UKN0,2,0.6628
2017,NUTS,2010,UKN0,2,0.6953
