year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_ht_gdp_beur
2011,NUTS,2010,FR245,3,0.287
2011,NUTS,2010,FR246,3,0.062
2012,NUTS,2010,FR246,3,0.185
2011,NUTS,2010,FR25,2,0.598
2012,NUTS,2010,FR25,2,0.309
2011,NUTS,2010,FR251,3,1.009
2012,NUTS,2010,FR251,3,0.544
2011,NUTS,2010,FR252,3,0.21
2012,NUTS,2010,FR252,3,0.086
2011,NUTS,2010,FR26,2,0.177
2012,NUTS,2010,FR26,2,0.058
2011,NUTS,2010,FR261,3,0.135
2012,NUTS,2010,FR261,3,0.107
2011,NUTS,2010,FR262,3,0.104
2011,NUTS,2010,FR263,3,0.122
2012,NUTS,2010,FR263,3,0.037
2011,NUTS,2010,FR264,3,0.396
2012,NUTS,2010,FR264,3,0.024
2011,NUTS,2010,FR3,1,0.279
2012,NUTS,2010,FR3,1,0.142
2011,NUTS,2010,FR30,2,0.279
2012,NUTS,2010,FR30,2,0.142
2011,NUTS,2010,FR301,3,0.388
2012,NUTS,2010,FR301,3,0.165
2011,NUTS,2010,FR302,3,0.031
2012,NUTS,2010,FR302,3,0.089
2011,NUTS,2010,FR4,1,0.275
2012,NUTS,2010,FR4,1,0.279
2011,NUTS,2010,FR41,2,0.095
2012,NUTS,2010,FR41,2,0.221
2011,NUTS,2010,FR411,3,0.146
2012,NUTS,2010,FR411,3,0.41
2012,NUTS,2010,FR412,3,0.065
2011,NUTS,2010,FR413,3,0.088
2012,NUTS,2010,FR413,3,0.17
2011,NUTS,2010,FR414,3,0.045
2012,NUTS,2010,FR414,3,0.015
2011,NUTS,2010,FR42,2,0.526
2012,NUTS,2010,FR42,2,0.409
2011,NUTS,2010,FR421,3,0.527
2012,NUTS,2010,FR421,3,0.499
2011,NUTS,2010,FR422,3,0.524
2012,NUTS,2010,FR422,3,0.249
2011,NUTS,2010,FR43,2,0.158
2012,NUTS,2010,FR43,2,0.145
2011,NUTS,2010,FR431,3,0.327
2012,NUTS,2010,FR431,3,0.206
2012,NUTS,2010,FR432,3,0.166
2012,NUTS,2010,FR434,3,0.063
2011,NUTS,2010,FR5,1,1.214
2012,NUTS,2010,FR5,1,0.977
2011,NUTS,2010,FR51,2,0.413
2012,NUTS,2010,FR51,2,0.252
2011,NUTS,2010,FR511,3,0.5
2012,NUTS,2010,FR511,3,0.381
2011,NUTS,2010,FR512,3,0.51
2012,NUTS,2010,FR512,3,0.316
2011,NUTS,2010,FR513,3,0.457
2012,NUTS,2010,FR513,3,0.125
2011,NUTS,2010,FR514,3,0.173
2012,NUTS,2010,FR514,3,0.159
2011,NUTS,2010,FR515,3,0.277
2011,NUTS,2010,FR52,2,2.702
2012,NUTS,2010,FR52,2,2.338
2011,NUTS,2010,FR521,3,2.654
2012,NUTS,2010,FR521,3,2.409
2011,NUTS,2010,FR522,3,0.734
2012,NUTS,2010,FR522,3,0.355
2011,NUTS,2010,FR523,3,5.645
2012,NUTS,2010,FR523,3,4.934
2011,NUTS,2010,FR524,3,0.088
2012,NUTS,2010,FR524,3,0.24
2011,NUTS,2010,FR53,2,0.223
2012,NUTS,2010,FR53,2,0.058
2011,NUTS,2010,FR531,3,0.401
2012,NUTS,2010,FR531,3,0.053
2011,NUTS,2010,FR532,3,0.157
2012,NUTS,2010,FR532,3,0.073
2011,NUTS,2010,FR533,3,0.05
2012,NUTS,2010,FR533,3,0.049
2011,NUTS,2010,FR534,3,0.318
2012,NUTS,2010,FR534,3,0.051
2011,NUTS,2010,FR6,1,0.93
2012,NUTS,2010,FR6,1,0.669
2011,NUTS,2010,FR61,2,0.419
2012,NUTS,2010,FR61,2,0.363
2011,NUTS,2010,FR611,3,0.651
2012,NUTS,2010,FR611,3,0.48
2011,NUTS,2010,FR612,3,0.535
2012,NUTS,2010,FR612,3,0.476
2012,NUTS,2010,FR613,3,0.053
2011,NUTS,2010,FR614,3,0.043
2012,NUTS,2010,FR614,3,0.043
2011,NUTS,2010,FR615,3,0.388
2012,NUTS,2010,FR615,3,0.311
2011,NUTS,2010,FR62,2,1.644
2012,NUTS,2010,FR62,2,1.128
2011,NUTS,2010,FR622,3,0.195
2012,NUTS,2010,FR622,3,0.039
2011,NUTS,2010,FR623,3,2.569
2012,NUTS,2010,FR623,3,1.748
2011,NUTS,2010,FR624,3,0.914
2012,NUTS,2010,FR624,3,0.134
2011,NUTS,2010,FR625,3,0.427
2012,NUTS,2010,FR625,3,1.159
2011,NUTS,2010,FR626,3,0.2
2012,NUTS,2010,FR626,3,0.556
2011,NUTS,2010,FR627,3,0.535
2012,NUTS,2010,FR627,3,0.132
2011,NUTS,2010,FR628,3,0.994
2012,NUTS,2010,FR628,3,0.291
2011,NUTS,2010,FR63,2,0.294
2012,NUTS,2010,FR63,2,0.1
2011,NUTS,2010,FR631,3,0.213
2011,NUTS,2010,FR633,3,0.418
2012,NUTS,2010,FR633,3,0.19
2011,NUTS,2010,FR7,1,1.568
2012,NUTS,2010,FR7,1,1.307
2011,NUTS,2010,FR71,2,1.724
2012,NUTS,2010,FR71,2,1.467
2011,NUTS,2010,FR711,3,0.668
2012,NUTS,2010,FR711,3,0.751
2011,NUTS,2010,FR712,3,0.315
2012,NUTS,2010,FR712,3,0.187
2011,NUTS,2010,FR713,3,0.919
2012,NUTS,2010,FR713,3,0.55
2011,NUTS,2010,FR714,3,6.611
2012,NUTS,2010,FR714,3,6.258
2011,NUTS,2010,FR715,3,0.264
2012,NUTS,2010,FR715,3,0.053
2011,NUTS,2010,FR716,3,0.534
2012,NUTS,2010,FR716,3,0.309
2011,NUTS,2010,FR717,3,0.994
2012,NUTS,2010,FR717,3,0.494
2011,NUTS,2010,FR718,3,0.74
2012,NUTS,2010,FR718,3,0.559
2011,NUTS,2010,FR72,2,0.667
2012,NUTS,2010,FR72,2,0.373
2012,NUTS,2010,FR722,3,0.605
2011,NUTS,2010,FR723,3,0.216
2012,NUTS,2010,FR723,3,0.108
2011,NUTS,2010,FR724,3,1.17
2012,NUTS,2010,FR724,3,0.551
2011,NUTS,2010,FR8,1,1.26
2012,NUTS,2010,FR8,1,1.087
2011,NUTS,2010,FR81,2,0.617
2012,NUTS,2010,FR81,2,0.372
2011,NUTS,2010,FR811,3,0.335
2011,NUTS,2010,FR812,3,0.567
2012,NUTS,2010,FR812,3,0.605
2011,NUTS,2010,FR813,3,0.928
2012,NUTS,2010,FR813,3,0.474
2011,NUTS,2010,FR815,3,0.098
2012,NUTS,2010,FR815,3,0.032
2011,NUTS,2010,FR82,2,1.615
2012,NUTS,2010,FR82,2,1.457
2011,NUTS,2010,FR821,3,0.107
2012,NUTS,2010,FR821,3,0.131
2011,NUTS,2010,FR822,3,0.653
2012,NUTS,2010,FR822,3,0.362
2011,NUTS,2010,FR823,3,2.08
2012,NUTS,2010,FR823,3,2.176
2011,NUTS,2010,FR824,3,2.05
2012,NUTS,2010,FR824,3,1.85
2011,NUTS,2010,FR825,3,1.019
2012,NUTS,2010,FR825,3,0.549
2011,NUTS,2010,FR826,3,0.232
2012,NUTS,2010,FR826,3,0.093
2011,NUTS,2010,FR83,2,0.078
2012,NUTS,2010,FR83,2,0.06
2012,NUTS,2010,FR831,3,0.118
2011,NUTS,2010,FR832,3,0.161
2011,NUTS,2010,FRZ,1,0.833
2012,NUTS,2010,FRZ,1,0.311
2011,NUTS,2010,FRZZ,2,0.833
2012,NUTS,2010,FRZZ,2,0.311
2011,NUTS,2010,FRZZZ,3,0.833
2012,NUTS,2010,FRZZZ,3,0.311
2011,NUTS,2010,HR,0,0.015
2012,NUTS,2010,HR,0,0.011
2011,NUTS,2010,HR0,1,0.015
2012,NUTS,2010,HR0,1,0.011
2011,NUTS,2010,HR04,2,0.022
2012,NUTS,2010,HR04,2,0.017
2011,NUTS,2010,HR041,3,0.022
2012,NUTS,2010,HR045,3,0.476
2011,NUTS,2010,HR04A,3,0.353
2011,NUTS,2010,HU,0,0.636
2012,NUTS,2010,HU,0,0.457
2011,NUTS,2010,HU1,1,1.0
2012,NUTS,2010,HU1,1,0.714
2011,NUTS,2010,HU10,2,1.0
2012,NUTS,2010,HU10,2,0.714
2011,NUTS,2010,HU101,3,0.847
2012,NUTS,2010,HU101,3,0.655
2011,NUTS,2010,HU102,3,1.558
2012,NUTS,2010,HU102,3,0.934
2011,NUTS,2010,HU2,1,0.209
2012,NUTS,2010,HU2,1,0.078
2011,NUTS,2010,HU21,2,0.332
2012,NUTS,2010,HU21,2,0.035
2011,NUTS,2010,HU211,3,0.268
2012,NUTS,2010,HU211,3,0.084
2011,NUTS,2010,HU212,3,0.181
2011,NUTS,2010,HU213,3,0.618
2011,NUTS,2010,HU22,2,0.098
2012,NUTS,2010,HU22,2,0.093
2012,NUTS,2010,HU221,3,0.18
2011,NUTS,2010,HU222,3,0.289
2011,NUTS,2010,HU223,3,0.142
2011,NUTS,2010,HU23,2,0.196
2012,NUTS,2010,HU23,2,0.119
2011,NUTS,2010,HU231,3,0.486
2012,NUTS,2010,HU231,3,0.301
2011,NUTS,2010,HU3,1,0.385
2012,NUTS,2010,HU3,1,0.36
2011,NUTS,2010,HU31,2,0.104
2012,NUTS,2010,HU31,2,0.07
2011,NUTS,2010,HU311,3,0.178
2012,NUTS,2010,HU311,3,0.04
2012,NUTS,2010,HU312,3,0.164
2011,NUTS,2010,HU32,2,0.112
2012,NUTS,2010,HU32,2,0.086
2011,NUTS,2010,HU321,3,0.08
2012,NUTS,2010,HU321,3,0.081
2012,NUTS,2010,HU322,3,0.201
2011,NUTS,2010,HU323,3,0.249
2011,NUTS,2010,HU33,2,0.915
2012,NUTS,2010,HU33,2,0.896
2011,NUTS,2010,HU331,3,0.763
2012,NUTS,2010,HU331,3,0.329
2011,NUTS,2010,HU332,3,0.941
2012,NUTS,2010,HU332,3,0.568
2011,NUTS,2010,HU333,3,1.077
2012,NUTS,2010,HU333,3,1.787
2011,NUTS,2010,IE,0,0.677
2012,NUTS,2010,IE,0,0.369
2011,NUTS,2010,IE0,1,0.642
2012,NUTS,2010,IE0,1,0.354
2011,NUTS,2010,IE01,2,0.881
2012,NUTS,2010,IE01,2,0.484
2011,NUTS,2010,IE011,3,0.464
2012,NUTS,2010,IE011,3,0.325
2011,NUTS,2010,IE012,3,0.664
2012,NUTS,2010,IE012,3,0.396
2011,NUTS,2010,IE013,3,1.313
2012,NUTS,2010,IE013,3,0.644
2011,NUTS,2010,IE02,2,0.589
2012,NUTS,2010,IE02,2,0.326
2011,NUTS,2010,IE021,3,0.764
2012,NUTS,2010,IE021,3,0.427
2011,NUTS,2010,IE022,3,0.503
2012,NUTS,2010,IE022,3,0.594
2011,NUTS,2010,IE023,3,0.153
2012,NUTS,2010,IE023,3,0.146
2011,NUTS,2010,IE024,3,0.175
2012,NUTS,2010,IE024,3,0.117
2011,NUTS,2010,IE025,3,0.562
2012,NUTS,2010,IE025,3,0.134
2011,NUTS,2010,IT,0,0.241
2012,NUTS,2010,IT,0,0.181
2011,NUTS,2010,ITC,1,0.35
2012,NUTS,2010,ITC,1,0.238
2011,NUTS,2010,ITC1,2,0.461
2012,NUTS,2010,ITC1,2,0.22
2011,NUTS,2010,ITC11,3,0.568
2012,NUTS,2010,ITC11,3,0.27
2011,NUTS,2010,ITC14,3,0.088
2011,NUTS,2010,ITC15,3,0.961
2012,NUTS,2010,ITC15,3,0.292
2011,NUTS,2010,ITC16,3,0.019
2012,NUTS,2010,ITC16,3,0.115
2011,NUTS,2010,ITC17,3,0.468
2011,NUTS,2010,ITC18,3,0.564
2012,NUTS,2010,ITC18,3,0.37
2011,NUTS,2010,ITC2,2,0.392
2011,NUTS,2010,ITC20,3,0.392
2011,NUTS,2010,ITC3,2,0.67
2012,NUTS,2010,ITC3,2,0.511
2011,NUTS,2010,ITC31,3,0.021
2011,NUTS,2010,ITC32,3,0.457
2012,NUTS,2010,ITC32,3,0.454
2011,NUTS,2010,ITC33,3,0.869
2012,NUTS,2010,ITC33,3,0.687
2011,NUTS,2010,ITC34,3,0.589
2012,NUTS,2010,ITC34,3,0.231
2011,NUTS,2010,ITC4,2,0.267
2012,NUTS,2010,ITC4,2,0.211
2011,NUTS,2010,ITC41,3,0.65
2012,NUTS,2010,ITC41,3,0.367
2011,NUTS,2010,ITC42,3,0.32
2012,NUTS,2010,ITC42,3,0.321
2011,NUTS,2010,ITC43,3,0.427
2012,NUTS,2010,ITC43,3,0.282
2012,NUTS,2010,ITC44,3,0.095
2011,NUTS,2010,ITC46,3,0.15
2012,NUTS,2010,ITC46,3,0.188
2011,NUTS,2010,ITC47,3,0.119
2012,NUTS,2010,ITC47,3,0.045
2011,NUTS,2010,ITC48,3,0.114
2012,NUTS,2010,ITC48,3,0.226
2011,NUTS,2010,ITC49,3,0.175
2012,NUTS,2010,ITC49,3,0.079
2011,NUTS,2010,ITC4A,3,0.049
2012,NUTS,2010,ITC4A,3,0.053
2011,NUTS,2010,ITC4B,3,0.132
2012,NUTS,2010,ITC4B,3,0.085
2011,NUTS,2010,ITC4C,3,0.25
2012,NUTS,2010,ITC4C,3,0.223
2011,NUTS,2010,ITC4D,3,0.585
2012,NUTS,2010,ITC4D,3,0.343
2011,NUTS,2010,ITF,1,0.101
2012,NUTS,2010,ITF,1,0.084
2011,NUTS,2010,ITF1,2,0.052
2012,NUTS,2010,ITF1,2,0.084
2011,NUTS,2010,ITF11,3,0.161
2012,NUTS,2010,ITF11,3,0.066
2012,NUTS,2010,ITF12,3,0.142
2011,NUTS,2010,ITF13,3,0.042
2012,NUTS,2010,ITF13,3,0.084
2011,NUTS,2010,ITF14,3,0.018
2012,NUTS,2010,ITF14,3,0.054
2011,NUTS,2010,ITF2,2,0.026
2011,NUTS,2010,ITF22,3,0.036
2011,NUTS,2010,ITF3,2,0.147
2012,NUTS,2010,ITF3,2,0.159
2011,NUTS,2010,ITF31,3,0.05
2012,NUTS,2010,ITF31,3,0.147
2011,NUTS,2010,ITF33,3,0.164
2012,NUTS,2010,ITF33,3,0.154
2011,NUTS,2010,ITF34,3,0.093
2012,NUTS,2010,ITF34,3,0.628
2011,NUTS,2010,ITF35,3,0.224
2012,NUTS,2010,ITF35,3,0.048
2011,NUTS,2010,ITF4,2,0.094
2012,NUTS,2010,ITF4,2,0.028
2011,NUTS,2010,ITF45,3,0.143
2011,NUTS,2010,ITF46,3,0.032
2012,NUTS,2010,ITF46,3,0.095
2011,NUTS,2010,ITF47,3,0.18
2012,NUTS,2010,ITF47,3,0.039
2011,NUTS,2010,ITF5,2,0.03
2012,NUTS,2010,ITF5,2,0.023
2012,NUTS,2010,ITF51,3,0.032
2011,NUTS,2010,ITF52,3,0.096
2011,NUTS,2010,ITF6,2,0.065
2012,NUTS,2010,ITF6,2,0.01
2011,NUTS,2010,ITF61,3,0.134
2012,NUTS,2010,ITF61,3,0.03
2011,NUTS,2010,ITF63,3,0.098
2011,NUTS,2010,ITG,1,0.118
2012,NUTS,2010,ITG,1,0.033
2011,NUTS,2010,ITG1,2,0.148
2012,NUTS,2010,ITG1,2,0.045
2011,NUTS,2010,ITG12,3,0.045
2011,NUTS,2010,ITG13,3,0.189
2012,NUTS,2010,ITG14,3,0.149
2011,NUTS,2010,ITG15,3,0.032
2011,NUTS,2010,ITG17,3,0.479
2012,NUTS,2010,ITG17,3,0.051
2011,NUTS,2010,ITG18,3,0.072
2012,NUTS,2010,ITG18,3,0.156
2012,NUTS,2010,ITG19,3,0.13
2011,NUTS,2010,ITG2,2,0.038
2011,NUTS,2010,ITG27,3,0.096
2011,NUTS,2010,ITH,1,0.235
2012,NUTS,2010,ITH,1,0.197
2011,NUTS,2010,ITH1,2,0.304
2012,NUTS,2010,ITH1,2,0.216
2011,NUTS,2010,ITH10,3,0.304
2012,NUTS,2010,ITH10,3,0.216
2011,NUTS,2010,ITH2,2,0.174
2012,NUTS,2010,ITH2,2,0.008
2011,NUTS,2010,ITH20,3,0.174
2012,NUTS,2010,ITH20,3,0.008
2011,NUTS,2010,ITH3,2,0.195
2012,NUTS,2010,ITH3,2,0.129
2011,NUTS,2010,ITH31,3,0.042
2012,NUTS,2010,ITH31,3,0.02
2011,NUTS,2010,ITH32,3,0.247
2012,NUTS,2010,ITH32,3,0.152
2012,NUTS,2010,ITH33,3,0.161
2011,NUTS,2010,ITH34,3,0.36
2012,NUTS,2010,ITH34,3,0.103
2011,NUTS,2010,ITH35,3,0.155
2012,NUTS,2010,ITH35,3,0.174
2011,NUTS,2010,ITH36,3,0.264
2012,NUTS,2010,ITH36,3,0.184
2012,NUTS,2010,ITH37,3,0.168
2011,NUTS,2010,ITH4,2,0.283
2012,NUTS,2010,ITH4,2,0.319
2011,NUTS,2010,ITH41,3,0.328
2012,NUTS,2010,ITH41,3,0.399
2011,NUTS,2010,ITH42,3,0.255
2012,NUTS,2010,ITH42,3,0.266
2012,NUTS,2010,ITH43,3,0.38
2011,NUTS,2010,ITH44,3,0.428
2012,NUTS,2010,ITH44,3,0.303
2011,NUTS,2010,ITH5,2,0.262
2012,NUTS,2010,ITH5,2,0.257
2011,NUTS,2010,ITH51,3,0.135
2012,NUTS,2010,ITH51,3,0.115
2011,NUTS,2010,ITH52,3,0.523
2012,NUTS,2010,ITH52,3,0.502
2011,NUTS,2010,ITH53,3,0.182
2012,NUTS,2010,ITH53,3,0.195
2011,NUTS,2010,ITH54,3,0.235
2012,NUTS,2010,ITH54,3,0.278
2011,NUTS,2010,ITH55,3,0.321
2012,NUTS,2010,ITH55,3,0.369
2011,NUTS,2010,ITH56,3,0.242
2012,NUTS,2010,ITH56,3,0.227
2011,NUTS,2010,ITH57,3,0.121
2012,NUTS,2010,ITH57,3,0.108
2011,NUTS,2010,ITH58,3,0.186
2012,NUTS,2010,ITH58,3,0.118
2011,NUTS,2010,ITH59,3,0.232
2011,NUTS,2010,ITI,1,0.203
2012,NUTS,2010,ITI,1,0.183
2011,NUTS,2010,ITI1,2,0.256
2012,NUTS,2010,ITI1,2,0.246
2011,NUTS,2010,ITI11,3,0.093
2012,NUTS,2010,ITI11,3,0.092
2011,NUTS,2010,ITI12,3,0.167
2012,NUTS,2010,ITI12,3,0.071
2011,NUTS,2010,ITI13,3,0.093
2012,NUTS,2010,ITI13,3,0.069
2011,NUTS,2010,ITI14,3,0.136
2012,NUTS,2010,ITI14,3,0.054
2011,NUTS,2010,ITI15,3,0.116
2012,NUTS,2010,ITI15,3,0.518
2011,NUTS,2010,ITI16,3,0.469
2012,NUTS,2010,ITI16,3,0.496
2011,NUTS,2010,ITI17,3,1.014
2012,NUTS,2010,ITI17,3,0.739
2011,NUTS,2010,ITI18,3,0.203
2012,NUTS,2010,ITI18,3,0.054
2011,NUTS,2010,ITI19,3,0.062
2012,NUTS,2010,ITI19,3,0.676
2011,NUTS,2010,ITI1A,3,0.026
2011,NUTS,2010,ITI2,2,0.075
2012,NUTS,2010,ITI2,2,0.104
2011,NUTS,2010,ITI21,3,0.099
2012,NUTS,2010,ITI21,3,0.137
2011,NUTS,2010,ITI3,2,0.217
2012,NUTS,2010,ITI3,2,0.126
2011,NUTS,2010,ITI31,3,0.021
2012,NUTS,2010,ITI31,3,0.11
2011,NUTS,2010,ITI32,3,0.45
2012,NUTS,2010,ITI32,3,0.186
2011,NUTS,2010,ITI33,3,0.15
2011,NUTS,2010,ITI34,3,0.193
2011,NUTS,2010,ITI35,3,0.048
2012,NUTS,2010,ITI35,3,0.356
2011,NUTS,2010,ITI4,2,0.184
2012,NUTS,2010,ITI4,2,0.167
2011,NUTS,2010,ITI42,3,0.106
2012,NUTS,2010,ITI42,3,0.162
2011,NUTS,2010,ITI43,3,0.201
2012,NUTS,2010,ITI43,3,0.19
2011,NUTS,2010,ITI44,3,0.19
2012,NUTS,2010,ITI44,3,0.049
2011,NUTS,2010,ITI45,3,0.074
2012,NUTS,2010,ITI45,3,0.081
2011,NUTS,2010,ITZ,1,1.357
2012,NUTS,2010,ITZ,1,0.779
2011,NUTS,2010,ITZZ,2,1.357
2012,NUTS,2010,ITZZ,2,0.779
2011,NUTS,2010,ITZZZ,3,1.357
2012,NUTS,2010,ITZZZ,3,0.779
2011,NUTS,2010,LT,0,0.176
2012,NUTS,2010,LT,0,0.366
2011,NUTS,2010,LT0,1,0.176
2012,NUTS,2010,LT0,1,0.366
2011,NUTS,2010,LT00,2,0.176
2012,NUTS,2010,LT00,2,0.366
2011,NUTS,2010,LT002,3,0.163
2012,NUTS,2010,LT002,3,0.323
2011,NUTS,2010,LT005,3,0.52
2012,NUTS,2010,LT005,3,0.068
2012,NUTS,2010,LT006,3,0.132
2011,NUTS,2010,LT00A,3,0.295
2012,NUTS,2010,LT00A,3,0.748
2011,NUTS,2010,LU,0,0.11
2012,NUTS,2010,LU,0,0.099
2011,NUTS,2010,LU0,1,0.11
2012,NUTS,2010,LU0,1,0.099
2011,NUTS,2010,LU00,2,0.11
2012,NUTS,2010,LU00,2,0.099
2011,NUTS,2010,LU000,3,0.11
2012,NUTS,2010,LU000,3,0.099
2011,NUTS,2010,LV,0,0.05
2012,NUTS,2010,LV,0,0.333
2011,NUTS,2010,LV0,1,0.05
2012,NUTS,2010,LV0,1,0.334
2011,NUTS,2010,LV00,2,0.05
2012,NUTS,2010,LV00,2,0.334
2012,NUTS,2010,LV006,3,0.483
2011,NUTS,2010,LV007,3,0.336
2012,NUTS,2010,LV007,3,0.521
2012,NUTS,2010,LV009,3,0.06
2011,NUTS,2010,NL,0,1.16
2012,NUTS,2010,NL,0,0.845
2011,NUTS,2010,NL1,1,0.289
2012,NUTS,2010,NL1,1,0.13
2011,NUTS,2010,NL11,2,0.312
2012,NUTS,2010,NL11,2,0.159
2011,NUTS,2010,NL113,3,0.366
2012,NUTS,2010,NL113,3,0.184
2011,NUTS,2010,NL12,2,0.456
2012,NUTS,2010,NL12,2,0.111
2011,NUTS,2010,NL121,3,0.513
2012,NUTS,2010,NL121,3,0.171
2011,NUTS,2010,NL122,3,0.104
2011,NUTS,2010,NL123,3,0.503
2012,NUTS,2010,NL123,3,0.055
2011,NUTS,2010,NL13,2,0.013
2012,NUTS,2010,NL13,2,0.088
2011,NUTS,2010,NL131,3,0.033
2012,NUTS,2010,NL131,3,0.179
2012,NUTS,2010,NL132,3,0.056
2011,NUTS,2010,NL2,1,0.393
2012,NUTS,2010,NL2,1,0.273
2011,NUTS,2010,NL21,2,0.224
2012,NUTS,2010,NL21,2,0.214
2011,NUTS,2010,NL211,3,0.173
2012,NUTS,2010,NL211,3,0.123
2012,NUTS,2010,NL212,3,0.075
2011,NUTS,2010,NL213,3,0.311
2012,NUTS,2010,NL213,3,0.306
2011,NUTS,2010,NL22,2,0.525
2012,NUTS,2010,NL22,2,0.338
2011,NUTS,2010,NL221,3,0.699
2012,NUTS,2010,NL221,3,0.271
2011,NUTS,2010,NL224,3,0.4
2012,NUTS,2010,NL224,3,0.229
2011,NUTS,2010,NL225,3,0.099
2012,NUTS,2010,NL225,3,0.428
2011,NUTS,2010,NL226,3,0.587
2012,NUTS,2010,NL226,3,0.396
2011,NUTS,2010,NL23,2,0.178
2012,NUTS,2010,NL23,2,0.086
2011,NUTS,2010,NL230,3,0.178
2012,NUTS,2010,NL230,3,0.086
2011,NUTS,2010,NL3,1,0.551
2012,NUTS,2010,NL3,1,0.362
2011,NUTS,2010,NL31,2,0.416
2012,NUTS,2010,NL31,2,0.201
2011,NUTS,2010,NL310,3,0.416
2012,NUTS,2010,NL310,3,0.201
2011,NUTS,2010,NL32,2,0.506
2012,NUTS,2010,NL32,2,0.318
2011,NUTS,2010,NL321,3,0.986
2012,NUTS,2010,NL321,3,0.528
2011,NUTS,2010,NL322,3,0.493
2011,NUTS,2010,NL323,3,0.236
2012,NUTS,2010,NL323,3,0.292
2011,NUTS,2010,NL324,3,0.588
2012,NUTS,2010,NL324,3,0.35
2011,NUTS,2010,NL325,3,0.075
2012,NUTS,2010,NL325,3,0.092
2011,NUTS,2010,NL326,3,0.497
2012,NUTS,2010,NL326,3,0.348
2011,NUTS,2010,NL327,3,0.434
2012,NUTS,2010,NL327,3,0.18
2011,NUTS,2010,NL33,2,0.673
2012,NUTS,2010,NL33,2,0.495
2011,NUTS,2010,NL332,3,0.551
2012,NUTS,2010,NL332,3,0.428
2011,NUTS,2010,NL333,3,4.386
2012,NUTS,2010,NL333,3,3.622
2011,NUTS,2010,NL337,3,0.752
2012,NUTS,2010,NL337,3,0.632
2011,NUTS,2010,NL338,3,0.096
2012,NUTS,2010,NL338,3,0.153
2011,NUTS,2010,NL339,3,0.331
2012,NUTS,2010,NL339,3,0.12
2011,NUTS,2010,NL33A,3,0.379
2012,NUTS,2010,NL33A,3,0.355
2011,NUTS,2010,NL34,2,0.258
2012,NUTS,2010,NL34,2,0.033
2011,NUTS,2010,NL342,3,0.382
2012,NUTS,2010,NL342,3,0.048
2011,NUTS,2010,NL4,1,3.776
2012,NUTS,2010,NL4,1,2.906
2011,NUTS,2010,NL41,2,4.724
2012,NUTS,2010,NL41,2,3.486
2011,NUTS,2010,NL411,3,0.571
2012,NUTS,2010,NL411,3,0.656
2011,NUTS,2010,NL412,3,1.023
2012,NUTS,2010,NL412,3,0.669
2011,NUTS,2010,NL413,3,0.408
2012,NUTS,2010,NL413,3,0.348
2011,NUTS,2010,NL414,3,12.886
2012,NUTS,2010,NL414,3,9.424
2011,NUTS,2010,NL42,2,1.213
2012,NUTS,2010,NL42,2,1.311
2011,NUTS,2010,NL421,3,1.851
2012,NUTS,2010,NL421,3,1.306
2011,NUTS,2010,NL422,3,2.012
2012,NUTS,2010,NL422,3,3.704
2011,NUTS,2010,NL423,3,0.637
2012,NUTS,2010,NL423,3,0.448
2011,NUTS,2010,NLZ,1,0.197
2012,NUTS,2010,NLZ,1,0.156
2011,NUTS,2010,NLZZ,2,0.197
2012,NUTS,2010,NLZZ,2,0.156
2011,NUTS,2010,NLZZZ,3,0.197
2012,NUTS,2010,NLZZZ,3,0.156
2011,NUTS,2010,NO,0,0.189
2012,NUTS,2010,NO,0,0.161
2011,NUTS,2010,NO0,1,0.245
2012,NUTS,2010,NO0,1,0.209
2011,NUTS,2010,NO01,2,0.399
2012,NUTS,2010,NO01,2,0.34
2011,NUTS,2010,NO011,3,0.381
2012,NUTS,2010,NO011,3,0.316
2011,NUTS,2010,NO012,3,0.437
2012,NUTS,2010,NO012,3,0.391
2011,NUTS,2010,NO02,2,0.022
2011,NUTS,2010,NO021,3,0.043
2011,NUTS,2010,NO03,2,0.073
2012,NUTS,2010,NO03,2,0.132
2011,NUTS,2010,NO031,3,0.147
2012,NUTS,2010,NO031,3,0.042
2011,NUTS,2010,NO032,3,0.027
2012,NUTS,2010,NO032,3,0.117
2012,NUTS,2010,NO033,3,0.3
2011,NUTS,2010,NO034,3,0.135
2012,NUTS,2010,NO034,3,0.063
2011,NUTS,2010,NO04,2,0.144
2012,NUTS,2010,NO04,2,0.15
2012,NUTS,2010,NO041,3,0.203
2011,NUTS,2010,NO043,3,0.215
2012,NUTS,2010,NO043,3,0.19
2011,NUTS,2010,NO05,2,0.067
2011,NUTS,2010,NO051,3,0.113
2011,NUTS,2010,NO06,2,0.956
2012,NUTS,2010,NO06,2,0.678
2011,NUTS,2010,NO061,3,1.268
2012,NUTS,2010,NO061,3,0.909
2011,NUTS,2010,NO062,3,0.038
2011,NUTS,2010,NO07,2,0.015
2012,NUTS,2010,NO07,2,0.084
2011,NUTS,2010,NO071,3,0.031
2012,NUTS,2010,NO072,3,0.244
2011,NUTS,2010,NOZ,1,0.012
2011,NUTS,2010,NOZZ,2,0.012
2011,NUTS,2010,NOZZZ,3,0.012
2011,NUTS,2010,PL,0,0.158
2012,NUTS,2010,PL,0,0.146
2011,NUTS,2010,PL1,1,0.292
2012,NUTS,2010,PL1,1,0.155
