year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrst_ths
2011,NUTS,2010,PL5,1,640.4
2012,NUTS,2010,PL5,1,668.6
2013,NUTS,2010,PL5,1,673.7
2014,NUTS,2010,PL5,1,736.8
2015,NUTS,2010,PL5,1,761.1
2016,NUTS,2010,PL5,1,818.1
2017,NUTS,2010,PL5,1,839.1
2018,NUTS,2010,PL5,1,856.5
2019,NUTS,2010,PL5,1,891.6
2020,NUTS,2010,PL5,1,928.6
2011,NUTS,2010,PL51,2,505.1
2012,NUTS,2010,PL51,2,524.9
2013,NUTS,2010,PL51,2,528.2
2014,NUTS,2010,PL51,2,573.1
2015,NUTS,2010,PL51,2,581.1
2016,NUTS,2010,PL51,2,641.0
2017,NUTS,2010,PL51,2,660.4
2018,NUTS,2010,PL51,2,678.8
2019,NUTS,2010,PL51,2,714.7
2020,NUTS,2010,PL51,2,745.6
2011,NUTS,2010,PL52,2,135.3
2012,NUTS,2010,PL52,2,143.6
2013,NUTS,2010,PL52,2,145.6
2014,NUTS,2010,PL52,2,163.7
2015,NUTS,2010,PL52,2,180.0
2016,NUTS,2010,PL52,2,177.1
2017,NUTS,2010,PL52,2,178.8
2018,NUTS,2010,PL52,2,177.7
2019,NUTS,2010,PL52,2,176.9
2020,NUTS,2010,PL52,2,182.9
2011,NUTS,2010,PL6,1,891.6
2012,NUTS,2010,PL6,1,946.0
2013,NUTS,2010,PL6,1,995.9
2014,NUTS,2010,PL6,1,993.8
2015,NUTS,2010,PL6,1,1104.0
2016,NUTS,2010,PL6,1,1144.2
2017,NUTS,2010,PL6,1,1177.8
2018,NUTS,2010,PL6,1,1168.9
2019,NUTS,2010,PL6,1,1174.8
2020,NUTS,2010,PL6,1,1216.4
2011,NUTS,2010,PL61,2,300.8
2012,NUTS,2010,PL61,2,318.6
2013,NUTS,2010,PL61,2,318.0
2014,NUTS,2010,PL61,2,315.8
2015,NUTS,2010,PL61,2,352.6
2016,NUTS,2010,PL61,2,377.1
2017,NUTS,2010,PL61,2,382.1
2018,NUTS,2010,PL61,2,387.3
2019,NUTS,2010,PL61,2,377.6
2020,NUTS,2010,PL61,2,401.9
2011,NUTS,2010,PL62,2,211.8
2012,NUTS,2010,PL62,2,203.5
2013,NUTS,2010,PL62,2,229.7
2014,NUTS,2010,PL62,2,238.4
2015,NUTS,2010,PL62,2,255.1
2016,NUTS,2010,PL62,2,248.1
2017,NUTS,2010,PL62,2,246.5
2018,NUTS,2010,PL62,2,241.1
2019,NUTS,2010,PL62,2,247.9
2020,NUTS,2010,PL62,2,254.5
2011,NUTS,2010,PL63,2,379.1
2012,NUTS,2010,PL63,2,423.9
2013,NUTS,2010,PL63,2,448.2
2014,NUTS,2010,PL63,2,439.5
2015,NUTS,2010,PL63,2,496.2
2016,NUTS,2010,PL63,2,519.0
2017,NUTS,2010,PL63,2,549.2
2018,NUTS,2010,PL63,2,540.4
2019,NUTS,2010,PL63,2,549.4
2020,NUTS,2010,PL63,2,560.1
2011,NUTS,2010,PL7,1,738.9
2012,NUTS,2010,PL7,1,775.1
2013,NUTS,2010,PL7,1,814.6
2014,NUTS,2010,PL7,1,839.4
2015,NUTS,2010,PL7,1,834.6
2016,NUTS,2010,PL7,1,762.1
2017,NUTS,2010,PL7,1,781.2
2018,NUTS,2010,PL7,1,786.9
2019,NUTS,2010,PL7,1,762.6
2020,NUTS,2010,PL7,1,785.9
2011,NUTS,2010,PL71,2,510.1
2012,NUTS,2010,PL71,2,532.7
2013,NUTS,2010,PL71,2,555.8
2014,NUTS,2010,PL71,2,577.6
2015,NUTS,2010,PL71,2,580.9
2016,NUTS,2010,PL71,2,524.3
2017,NUTS,2010,PL71,2,540.1
2018,NUTS,2010,PL71,2,546.1
2019,NUTS,2010,PL71,2,518.7
2020,NUTS,2010,PL71,2,530.3
2011,NUTS,2010,PL72,2,228.8
2012,NUTS,2010,PL72,2,242.4
2013,NUTS,2010,PL72,2,258.8
2014,NUTS,2010,PL72,2,261.9
2015,NUTS,2010,PL72,2,253.7
2016,NUTS,2010,PL72,2,237.8
2017,NUTS,2010,PL72,2,241.2
2018,NUTS,2010,PL72,2,240.8
2019,NUTS,2010,PL72,2,243.8
2020,NUTS,2010,PL72,2,255.6
2011,NUTS,2010,PL8,1,918.3
2012,NUTS,2010,PL8,1,939.8
2013,NUTS,2010,PL8,1,988.6
2014,NUTS,2010,PL8,1,1046.0
2015,NUTS,2010,PL8,1,1097.5
2016,NUTS,2010,PL8,1,1049.3
2017,NUTS,2010,PL8,1,1045.5
2018,NUTS,2010,PL8,1,1069.1
2019,NUTS,2010,PL8,1,1101.4
2020,NUTS,2010,PL8,1,1116.7
2011,NUTS,2010,PL81,2,394.5
2012,NUTS,2010,PL81,2,406.8
2013,NUTS,2010,PL81,2,429.3
2014,NUTS,2010,PL81,2,472.3
2015,NUTS,2010,PL81,2,494.2
2016,NUTS,2010,PL81,2,412.3
2017,NUTS,2010,PL81,2,396.9
2018,NUTS,2010,PL81,2,412.9
2019,NUTS,2010,PL81,2,436.4
2020,NUTS,2010,PL81,2,461.6
2011,NUTS,2010,PL82,2,320.2
2012,NUTS,2010,PL82,2,335.2
2013,NUTS,2010,PL82,2,355.3
2014,NUTS,2010,PL82,2,354.4
2015,NUTS,2010,PL82,2,379.4
2016,NUTS,2010,PL82,2,404.3
2017,NUTS,2010,PL82,2,410.0
2018,NUTS,2010,PL82,2,409.0
2019,NUTS,2010,PL82,2,414.6
2020,NUTS,2010,PL82,2,416.1
2011,NUTS,2010,PL84,2,203.6
2012,NUTS,2010,PL84,2,197.8
2013,NUTS,2010,PL84,2,203.9
2014,NUTS,2010,PL84,2,219.3
2015,NUTS,2010,PL84,2,223.9
2016,NUTS,2010,PL84,2,232.6
2017,NUTS,2010,PL84,2,238.6
2018,NUTS,2010,PL84,2,247.2
2019,NUTS,2010,PL84,2,250.4
2020,NUTS,2010,PL84,2,239.1
2011,NUTS,2010,PL9,1,1319.5
2012,NUTS,2010,PL9,1,1373.6
2013,NUTS,2010,PL9,1,1397.6
2014,NUTS,2010,PL9,1,1557.5
2015,NUTS,2010,PL9,1,1650.7
2016,NUTS,2010,PL9,1,1495.4
2017,NUTS,2010,PL9,1,1564.8
2018,NUTS,2010,PL9,1,1630.2
2019,NUTS,2010,PL9,1,1659.7
2020,NUTS,2010,PL9,1,1678.9
2013,NUTS,2010,PL91,2,1023.8
2014,NUTS,2010,PL91,2,1133.8
2015,NUTS,2010,PL91,2,1201.3
2016,NUTS,2010,PL91,2,1081.2
2017,NUTS,2010,PL91,2,1132.4
2018,NUTS,2010,PL91,2,1190.4
2019,NUTS,2010,PL91,2,1210.3
2020,NUTS,2010,PL91,2,1226.5
2013,NUTS,2010,PL92,2,373.8
2014,NUTS,2010,PL92,2,423.7
2015,NUTS,2010,PL92,2,449.4
2016,NUTS,2010,PL92,2,414.2
2017,NUTS,2010,PL92,2,432.4
2018,NUTS,2010,PL92,2,439.8
2019,NUTS,2010,PL92,2,449.5
2020,NUTS,2010,PL92,2,452.4
2011,NUTS,2010,PT,0,1533.1
2012,NUTS,2010,PT,0,1620.4
2013,NUTS,2010,PT,0,1687.8
2014,NUTS,2010,PT,0,1833.4
2015,NUTS,2010,PT,0,1920.7
2016,NUTS,2010,PT,0,1985.1
2017,NUTS,2010,PT,0,2024.4
2018,NUTS,2010,PT,0,2077.6
2019,NUTS,2010,PT,0,2141.8
2020,NUTS,2010,PT,0,2284.8
2011,NUTS,2010,PT1,1,1473.3
2012,NUTS,2010,PT1,1,1555.7
2013,NUTS,2010,PT1,1,1619.4
2014,NUTS,2010,PT1,1,1761.2
2015,NUTS,2010,PT1,1,1843.7
2016,NUTS,2010,PT1,1,1905.9
2017,NUTS,2010,PT1,1,1939.7
2018,NUTS,2010,PT1,1,1994.5
2019,NUTS,2010,PT1,1,2065.4
2020,NUTS,2010,PT1,1,2201.3
2011,NUTS,2010,PT11,2,485.4
2012,NUTS,2010,PT11,2,510.7
2013,NUTS,2010,PT11,2,516.2
2014,NUTS,2010,PT11,2,568.8
2015,NUTS,2010,PT11,2,588.1
2016,NUTS,2010,PT11,2,607.7
2017,NUTS,2010,PT11,2,635.3
2018,NUTS,2010,PT11,2,660.2
2019,NUTS,2010,PT11,2,679.1
2020,NUTS,2010,PT11,2,732.7
2011,NUTS,2010,PT15,2,59.7
2012,NUTS,2010,PT15,2,69.0
2013,NUTS,2010,PT15,2,69.1
2014,NUTS,2010,PT15,2,63.1
2015,NUTS,2010,PT15,2,68.6
2016,NUTS,2010,PT15,2,74.3
2017,NUTS,2010,PT15,2,77.1
2018,NUTS,2010,PT15,2,77.1
2019,NUTS,2010,PT15,2,70.9
2020,NUTS,2010,PT15,2,79.7
2011,NUTS,2010,PT16,2,287.0
2012,NUTS,2010,PT16,2,320.9
2013,NUTS,2010,PT16,2,334.4
2014,NUTS,2010,PT16,2,357.2
2015,NUTS,2010,PT16,2,373.7
2016,NUTS,2010,PT16,2,397.1
2017,NUTS,2010,PT16,2,391.5
2018,NUTS,2010,PT16,2,402.4
2019,NUTS,2010,PT16,2,416.0
2020,NUTS,2010,PT16,2,444.6
2011,NUTS,2010,PT17,2,546.0
2012,NUTS,2010,PT17,2,560.8
2013,NUTS,2010,PT17,2,599.4
2014,NUTS,2010,PT17,2,669.6
2015,NUTS,2010,PT17,2,703.7
2016,NUTS,2010,PT17,2,719.5
2017,NUTS,2010,PT17,2,726.4
2018,NUTS,2010,PT17,2,741.1
2019,NUTS,2010,PT17,2,784.7
2020,NUTS,2010,PT17,2,828.9
2011,NUTS,2010,PT18,2,95.2
2012,NUTS,2010,PT18,2,94.3
2013,NUTS,2010,PT18,2,100.3
2014,NUTS,2010,PT18,2,102.5
2015,NUTS,2010,PT18,2,109.7
2016,NUTS,2010,PT18,2,107.2
2017,NUTS,2010,PT18,2,109.4
2018,NUTS,2010,PT18,2,113.7
2019,NUTS,2010,PT18,2,114.7
2020,NUTS,2010,PT18,2,115.5
2011,NUTS,2010,PT2,1,27.0
2012,NUTS,2010,PT2,1,31.6
2013,NUTS,2010,PT2,1,31.6
2014,NUTS,2010,PT2,1,34.1
2015,NUTS,2010,PT2,1,38.2
2016,NUTS,2010,PT2,1,38.1
2017,NUTS,2010,PT2,1,39.8
2018,NUTS,2010,PT2,1,37.8
2019,NUTS,2010,PT2,1,32.3
2020,NUTS,2010,PT2,1,35.8
2011,NUTS,2010,PT20,2,27.0
2012,NUTS,2010,PT20,2,31.6
2013,NUTS,2010,PT20,2,31.6
2014,NUTS,2010,PT20,2,34.1
2015,NUTS,2010,PT20,2,38.2
2016,NUTS,2010,PT20,2,38.1
2017,NUTS,2010,PT20,2,39.8
2018,NUTS,2010,PT20,2,37.8
2019,NUTS,2010,PT20,2,32.3
2020,NUTS,2010,PT20,2,35.8
2011,NUTS,2010,PT3,1,32.8
2012,NUTS,2010,PT3,1,33.0
2013,NUTS,2010,PT3,1,36.8
2014,NUTS,2010,PT3,1,38.0
2015,NUTS,2010,PT3,1,38.8
2016,NUTS,2010,PT3,1,41.2
2017,NUTS,2010,PT3,1,45.0
2018,NUTS,2010,PT3,1,45.4
2019,NUTS,2010,PT3,1,44.0
2020,NUTS,2010,PT3,1,47.6
2011,NUTS,2010,PT30,2,32.8
2012,NUTS,2010,PT30,2,33.0
2013,NUTS,2010,PT30,2,36.8
2014,NUTS,2010,PT30,2,38.0
2015,NUTS,2010,PT30,2,38.8
2016,NUTS,2010,PT30,2,41.2
2017,NUTS,2010,PT30,2,45.0
2018,NUTS,2010,PT30,2,45.4
2019,NUTS,2010,PT30,2,44.0
2020,NUTS,2010,PT30,2,47.6
2011,NUTS,2010,RO,0,2467.4
2012,NUTS,2010,RO,0,2502.8
2013,NUTS,2010,RO,0,2476.3
2014,NUTS,2010,RO,0,2541.9
2015,NUTS,2010,RO,0,2625.7
2016,NUTS,2010,RO,0,2643.1
2017,NUTS,2010,RO,0,2671.3
2018,NUTS,2010,RO,0,2680.2
2019,NUTS,2010,RO,0,2711.0
2020,NUTS,2010,RO,0,2719.5
2011,NUTS,2010,RO1,1,558.1
2012,NUTS,2010,RO1,1,570.9
2013,NUTS,2010,RO1,1,582.6
2014,NUTS,2010,RO1,1,598.6
2015,NUTS,2010,RO1,1,689.4
2016,NUTS,2010,RO1,1,670.8
2017,NUTS,2010,RO1,1,662.5
2018,NUTS,2010,RO1,1,671.0
2019,NUTS,2010,RO1,1,684.1
2020,NUTS,2010,RO1,1,686.9
2011,NUTS,2010,RO11,2,290.2
2012,NUTS,2010,RO11,2,289.2
2013,NUTS,2010,RO11,2,292.9
2014,NUTS,2010,RO11,2,307.9
2015,NUTS,2010,RO11,2,357.8
2016,NUTS,2010,RO11,2,346.2
2017,NUTS,2010,RO11,2,341.1
2018,NUTS,2010,RO11,2,352.4
2019,NUTS,2010,RO11,2,364.6
2020,NUTS,2010,RO11,2,376.8
2011,NUTS,2010,RO12,2,267.9
2012,NUTS,2010,RO12,2,281.7
2013,NUTS,2010,RO12,2,289.6
2014,NUTS,2010,RO12,2,290.7
2015,NUTS,2010,RO12,2,331.6
2016,NUTS,2010,RO12,2,324.6
2017,NUTS,2010,RO12,2,321.4
2018,NUTS,2010,RO12,2,318.5
2019,NUTS,2010,RO12,2,319.5
2020,NUTS,2010,RO12,2,310.1
2011,NUTS,2010,RO2,1,574.8
2012,NUTS,2010,RO2,1,589.8
2013,NUTS,2010,RO2,1,562.1
2014,NUTS,2010,RO2,1,571.0
2015,NUTS,2010,RO2,1,544.6
2016,NUTS,2010,RO2,1,553.3
2017,NUTS,2010,RO2,1,552.7
2018,NUTS,2010,RO2,1,570.0
2019,NUTS,2010,RO2,1,562.2
2020,NUTS,2010,RO2,1,546.9
2011,NUTS,2010,RO21,2,319.9
2012,NUTS,2010,RO21,2,328.2
2013,NUTS,2010,RO21,2,304.6
2014,NUTS,2010,RO21,2,316.1
2015,NUTS,2010,RO21,2,284.2
2016,NUTS,2010,RO21,2,291.0
2017,NUTS,2010,RO21,2,296.9
2018,NUTS,2010,RO21,2,308.3
2019,NUTS,2010,RO21,2,292.4
2020,NUTS,2010,RO21,2,285.3
2011,NUTS,2010,RO22,2,254.9
2012,NUTS,2010,RO22,2,261.6
2013,NUTS,2010,RO22,2,257.5
2014,NUTS,2010,RO22,2,254.8
2015,NUTS,2010,RO22,2,260.4
2016,NUTS,2010,RO22,2,262.3
2017,NUTS,2010,RO22,2,255.8
2018,NUTS,2010,RO22,2,261.7
2019,NUTS,2010,RO22,2,269.9
2020,NUTS,2010,RO22,2,261.6
2011,NUTS,2010,RO3,1,884.7
2012,NUTS,2010,RO3,1,900.5
2013,NUTS,2010,RO3,1,903.2
2014,NUTS,2010,RO3,1,930.1
2015,NUTS,2010,RO3,1,919.4
2016,NUTS,2010,RO3,1,954.2
2017,NUTS,2010,RO3,1,988.9
2018,NUTS,2010,RO3,1,995.7
2019,NUTS,2010,RO3,1,1025.4
2020,NUTS,2010,RO3,1,1030.6
2011,NUTS,2010,RO31,2,295.3
2012,NUTS,2010,RO31,2,294.0
2013,NUTS,2010,RO31,2,297.3
2014,NUTS,2010,RO31,2,294.5
2015,NUTS,2010,RO31,2,319.6
2016,NUTS,2010,RO31,2,328.0
2017,NUTS,2010,RO31,2,331.2
2018,NUTS,2010,RO31,2,311.4
2019,NUTS,2010,RO31,2,301.3
2020,NUTS,2010,RO31,2,308.1
2011,NUTS,2010,RO32,2,589.4
2012,NUTS,2010,RO32,2,606.5
2013,NUTS,2010,RO32,2,605.8
2014,NUTS,2010,RO32,2,635.5
2015,NUTS,2010,RO32,2,599.8
2016,NUTS,2010,RO32,2,626.2
2017,NUTS,2010,RO32,2,657.6
2018,NUTS,2010,RO32,2,684.3
2019,NUTS,2010,RO32,2,724.1
2020,NUTS,2010,RO32,2,722.5
2011,NUTS,2010,RO4,1,449.8
2012,NUTS,2010,RO4,1,441.6
2013,NUTS,2010,RO4,1,428.5
2014,NUTS,2010,RO4,1,442.3
2015,NUTS,2010,RO4,1,472.4
2016,NUTS,2010,RO4,1,464.8
2017,NUTS,2010,RO4,1,467.2
2018,NUTS,2010,RO4,1,443.6
2019,NUTS,2010,RO4,1,439.3
2020,NUTS,2010,RO4,1,455.1
2011,NUTS,2010,RO41,2,217.7
2012,NUTS,2010,RO41,2,220.3
2013,NUTS,2010,RO41,2,227.8
2014,NUTS,2010,RO41,2,238.7
2015,NUTS,2010,RO41,2,250.8
2016,NUTS,2010,RO41,2,251.2
2017,NUTS,2010,RO41,2,245.4
2018,NUTS,2010,RO41,2,226.9
2019,NUTS,2010,RO41,2,227.5
2020,NUTS,2010,RO41,2,240.6
2011,NUTS,2010,RO42,2,232.1
2012,NUTS,2010,RO42,2,221.3
2013,NUTS,2010,RO42,2,200.7
2014,NUTS,2010,RO42,2,203.6
2015,NUTS,2010,RO42,2,221.6
2016,NUTS,2010,RO42,2,213.6
2017,NUTS,2010,RO42,2,221.8
2018,NUTS,2010,RO42,2,216.7
2019,NUTS,2010,RO42,2,211.8
2020,NUTS,2010,RO42,2,214.4
2011,NUTS,2010,RS,0,831.7
2012,NUTS,2010,RS,0,880.8
2013,NUTS,2010,RS,0,1123.4
2014,NUTS,2010,RS,0,1220.0
2015,NUTS,2010,RS,0,1235.3
2016,NUTS,2010,RS,0,1263.6
2017,NUTS,2010,RS,0,1277.6
2018,NUTS,2010,RS,0,1300.3
2019,NUTS,2010,RS,0,1309.0
2020,NUTS,2010,RS,0,1315.7
2013,NUTS,2010,RS1,1,679.5
2014,NUTS,2010,RS1,1,769.9
2015,NUTS,2010,RS1,1,766.3
2016,NUTS,2010,RS1,1,778.4
2017,NUTS,2010,RS1,1,800.8
2018,NUTS,2010,RS1,1,811.4
2019,NUTS,2010,RS1,1,826.2
2020,NUTS,2010,RS1,1,816.2
2013,NUTS,2010,RS11,2,423.0
2014,NUTS,2010,RS11,2,461.0
2015,NUTS,2010,RS11,2,469.8
2016,NUTS,2010,RS11,2,466.2
2017,NUTS,2010,RS11,2,485.1
2018,NUTS,2010,RS11,2,496.7
2019,NUTS,2010,RS11,2,507.8
2020,NUTS,2010,RS11,2,502.7
2013,NUTS,2010,RS12,2,256.5
2014,NUTS,2010,RS12,2,308.9
2015,NUTS,2010,RS12,2,296.6
2016,NUTS,2010,RS12,2,312.2
2017,NUTS,2010,RS12,2,315.7
2018,NUTS,2010,RS12,2,314.7
2019,NUTS,2010,RS12,2,318.4
2020,NUTS,2010,RS12,2,313.5
2013,NUTS,2010,RS2,1,443.8
2014,NUTS,2010,RS2,1,450.0
2015,NUTS,2010,RS2,1,469.0
2016,NUTS,2010,RS2,1,485.2
2017,NUTS,2010,RS2,1,476.8
2018,NUTS,2010,RS2,1,488.9
2019,NUTS,2010,RS2,1,482.8
2020,NUTS,2010,RS2,1,499.4
2013,NUTS,2010,RS21,2,247.4
2014,NUTS,2010,RS21,2,251.9
2015,NUTS,2010,RS21,2,256.5
2016,NUTS,2010,RS21,2,264.6
2017,NUTS,2010,RS21,2,258.8
2018,NUTS,2010,RS21,2,266.5
2019,NUTS,2010,RS21,2,265.2
2020,NUTS,2010,RS21,2,276.2
2013,NUTS,2010,RS22,2,196.4
2014,NUTS,2010,RS22,2,198.1
2015,NUTS,2010,RS22,2,212.5
2016,NUTS,2010,RS22,2,220.5
2017,NUTS,2010,RS22,2,218.0
2018,NUTS,2010,RS22,2,222.4
2019,NUTS,2010,RS22,2,217.6
2020,NUTS,2010,RS22,2,223.2
2011,NUTS,2010,SE,0,2712.9
2012,NUTS,2010,SE,0,2793.8
2013,NUTS,2010,SE,0,2890.4
2014,NUTS,2010,SE,0,3014.0
2015,NUTS,2010,SE,0,3113.9
2016,NUTS,2010,SE,0,3243.6
2017,NUTS,2010,SE,0,3347.5
2018,NUTS,2010,SE,0,3465.2
2019,NUTS,2010,SE,0,3534.8
2020,NUTS,2010,SE,0,3621.4
2011,NUTS,2010,SE1,1,1178.8
2012,NUTS,2010,SE1,1,1225.0
2013,NUTS,2010,SE1,1,1278.4
2014,NUTS,2010,SE1,1,1335.0
2015,NUTS,2010,SE1,1,1376.6
2016,NUTS,2010,SE1,1,1428.4
2017,NUTS,2010,SE1,1,1472.2
2018,NUTS,2010,SE1,1,1516.0
2019,NUTS,2010,SE1,1,1566.9
2020,NUTS,2010,SE1,1,1610.5
2011,NUTS,2010,SE11,2,772.5
2012,NUTS,2010,SE11,2,793.1
2013,NUTS,2010,SE11,2,828.9
2014,NUTS,2010,SE11,2,864.1
2015,NUTS,2010,SE11,2,888.9
2016,NUTS,2010,SE11,2,924.5
2017,NUTS,2010,SE11,2,956.1
2018,NUTS,2010,SE11,2,983.6
2019,NUTS,2010,SE11,2,1015.2
2020,NUTS,2010,SE11,2,1043.4
2011,NUTS,2010,SE12,2,406.2
2012,NUTS,2010,SE12,2,432.0
2013,NUTS,2010,SE12,2,449.5
2014,NUTS,2010,SE12,2,470.9
2015,NUTS,2010,SE12,2,487.7
2016,NUTS,2010,SE12,2,503.9
2017,NUTS,2010,SE12,2,516.1
2018,NUTS,2010,SE12,2,532.4
2019,NUTS,2010,SE12,2,551.7
2020,NUTS,2010,SE12,2,567.2
2011,NUTS,2010,SE2,1,1128.0
2012,NUTS,2010,SE2,1,1158.8
2013,NUTS,2010,SE2,1,1190.3
2014,NUTS,2010,SE2,1,1240.8
2015,NUTS,2010,SE2,1,1283.5
2016,NUTS,2010,SE2,1,1340.0
2017,NUTS,2010,SE2,1,1382.7
2018,NUTS,2010,SE2,1,1438.3
2019,NUTS,2010,SE2,1,1459.1
2020,NUTS,2010,SE2,1,1495.5
2011,NUTS,2010,SE21,2,187.6
2012,NUTS,2010,SE21,2,190.7
2013,NUTS,2010,SE21,2,195.9
2014,NUTS,2010,SE21,2,205.8
2015,NUTS,2010,SE21,2,213.1
2016,NUTS,2010,SE21,2,221.5
2017,NUTS,2010,SE21,2,228.5
2018,NUTS,2010,SE21,2,242.5
2019,NUTS,2010,SE21,2,248.2
2020,NUTS,2010,SE21,2,249.2
2011,NUTS,2010,SE22,2,406.1
2012,NUTS,2010,SE22,2,410.5
2013,NUTS,2010,SE22,2,421.6
2014,NUTS,2010,SE22,2,436.2
2015,NUTS,2010,SE22,2,461.4
2016,NUTS,2010,SE22,2,489.7
2017,NUTS,2010,SE22,2,504.5
2018,NUTS,2010,SE22,2,523.6
2019,NUTS,2010,SE22,2,527.5
2020,NUTS,2010,SE22,2,530.5
2011,NUTS,2010,SE23,2,534.2
2012,NUTS,2010,SE23,2,557.5
2013,NUTS,2010,SE23,2,572.8
2014,NUTS,2010,SE23,2,598.8
2015,NUTS,2010,SE23,2,608.9
2016,NUTS,2010,SE23,2,628.9
2017,NUTS,2010,SE23,2,649.7
2018,NUTS,2010,SE23,2,672.2
2019,NUTS,2010,SE23,2,683.5
2020,NUTS,2010,SE23,2,715.8
2011,NUTS,2010,SE3,1,406.1
2012,NUTS,2010,SE3,1,410.0
2013,NUTS,2010,SE3,1,421.8
2014,NUTS,2010,SE3,1,438.2
2015,NUTS,2010,SE3,1,453.8
2016,NUTS,2010,SE3,1,475.1
2017,NUTS,2010,SE3,1,492.6
2018,NUTS,2010,SE3,1,510.9
2019,NUTS,2010,SE3,1,508.7
2020,NUTS,2010,SE3,1,515.3
2011,NUTS,2010,SE31,2,184.5
2012,NUTS,2010,SE31,2,188.8
2013,NUTS,2010,SE31,2,190.0
2014,NUTS,2010,SE31,2,195.7
2015,NUTS,2010,SE31,2,206.5
2016,NUTS,2010,SE31,2,220.1
2017,NUTS,2010,SE31,2,225.4
2018,NUTS,2010,SE31,2,232.0
2019,NUTS,2010,SE31,2,231.4
2020,NUTS,2010,SE31,2,236.8
2011,NUTS,2010,SE32,2,88.3
2012,NUTS,2010,SE32,2,88.2
2013,NUTS,2010,SE32,2,93.2
2014,NUTS,2010,SE32,2,96.0
2015,NUTS,2010,SE32,2,97.4
2016,NUTS,2010,SE32,2,99.4
2017,NUTS,2010,SE32,2,108.8
2018,NUTS,2010,SE32,2,111.7
2019,NUTS,2010,SE32,2,113.7
2020,NUTS,2010,SE32,2,114.0
2011,NUTS,2010,SE33,2,133.4
2012,NUTS,2010,SE33,2,133.0
2013,NUTS,2010,SE33,2,138.6
2014,NUTS,2010,SE33,2,146.6
2015,NUTS,2010,SE33,2,149.9
2016,NUTS,2010,SE33,2,155.6
2017,NUTS,2010,SE33,2,158.4
2018,NUTS,2010,SE33,2,167.3
2019,NUTS,2010,SE33,2,163.7
2020,NUTS,2010,SE33,2,164.6
2011,NUTS,2010,SI,0,460.9
2012,NUTS,2010,SI,0,473.5
2013,NUTS,2010,SI,0,487.6
2014,NUTS,2010,SI,0,492.0
2015,NUTS,2010,SI,0,507.6
2016,NUTS,2010,SI,0,515.2
2017,NUTS,2010,SI,0,533.7
2018,NUTS,2010,SI,0,535.1
2019,NUTS,2010,SI,0,540.9
2020,NUTS,2010,SI,0,573.8
2011,NUTS,2010,SI0,1,460.9
2012,NUTS,2010,SI0,1,473.5
2013,NUTS,2010,SI0,1,487.6
2014,NUTS,2010,SI0,1,492.0
2015,NUTS,2010,SI0,1,507.6
2016,NUTS,2010,SI0,1,515.2
2017,NUTS,2010,SI0,1,533.7
2018,NUTS,2010,SI0,1,535.1
2019,NUTS,2010,SI0,1,540.9
2020,NUTS,2010,SI0,1,573.8
2011,NUTS,2010,SI03,2,216.8
2012,NUTS,2010,SI03,2,219.8
2013,NUTS,2010,SI03,2,224.3
2014,NUTS,2010,SI03,2,229.3
2015,NUTS,2010,SI03,2,237.5
2016,NUTS,2010,SI03,2,242.0
2017,NUTS,2010,SI03,2,248.3
2018,NUTS,2010,SI03,2,244.1
2019,NUTS,2010,SI03,2,249.2
2020,NUTS,2010,SI03,2,265.1
2011,NUTS,2010,SI04,2,244.1
2012,NUTS,2010,SI04,2,253.7
2013,NUTS,2010,SI04,2,263.2
2014,NUTS,2010,SI04,2,262.7
2015,NUTS,2010,SI04,2,270.1
2016,NUTS,2010,SI04,2,273.2
2017,NUTS,2010,SI04,2,285.4
2018,NUTS,2010,SI04,2,291.0
2019,NUTS,2010,SI04,2,291.7
2020,NUTS,2010,SI04,2,308.6
2011,NUTS,2010,SK,0,1025.4
2012,NUTS,2010,SK,0,1017.7
2013,NUTS,2010,SK,0,1020.7
2014,NUTS,2010,SK,0,1032.9
2015,NUTS,2010,SK,0,1069.1
2016,NUTS,2010,SK,0,1100.5
2017,NUTS,2010,SK,0,1141.6
2018,NUTS,2010,SK,0,1193.5
2019,NUTS,2010,SK,0,1227.9
2020,NUTS,2010,SK,0,1262.8
2011,NUTS,2010,SK0,1,1025.4
2012,NUTS,2010,SK0,1,1017.7
2013,NUTS,2010,SK0,1,1020.7
2014,NUTS,2010,SK0,1,1032.9
2015,NUTS,2010,SK0,1,1069.1
2016,NUTS,2010,SK0,1,1100.5
2017,NUTS,2010,SK0,1,1141.6
2018,NUTS,2010,SK0,1,1193.5
2019,NUTS,2010,SK0,1,1227.9
2020,NUTS,2010,SK0,1,1262.8
2011,NUTS,2010,SK01,2,221.6
2012,NUTS,2010,SK01,2,223.4
2013,NUTS,2010,SK01,2,217.1
2014,NUTS,2010,SK01,2,223.4
2015,NUTS,2010,SK01,2,218.5
2016,NUTS,2010,SK01,2,219.1
2017,NUTS,2010,SK01,2,242.4
2018,NUTS,2010,SK01,2,241.6
2019,NUTS,2010,SK01,2,251.5
2020,NUTS,2010,SK01,2,252.3
2011,NUTS,2010,SK02,2,309.1
2012,NUTS,2010,SK02,2,304.6
2013,NUTS,2010,SK02,2,303.1
2014,NUTS,2010,SK02,2,298.7
2015,NUTS,2010,SK02,2,328.4
2016,NUTS,2010,SK02,2,360.8
2017,NUTS,2010,SK02,2,362.2
