year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_t_hc_total
1995,NUTS,2010,EL61,2,891.0
1997,NUTS,2010,EL61,2,1133.0
2003,NUTS,2010,EL61,2,2518.0
2005,NUTS,2010,EL61,2,1876.0
2011,NUTS,2010,EL61,2,5499.0
2013,NUTS,2010,EL61,2,3487.0
2015,NUTS,2010,EL61,2,3714.0
2017,NUTS,2010,EL61,2,4467.0
2019,NUTS,2010,EL61,2,4621.0
1989,NUTS,2010,EL62,2,53.0
1991,NUTS,2010,EL62,2,155.0
1993,NUTS,2010,EL62,2,140.0
1995,NUTS,2010,EL62,2,230.0
1997,NUTS,2010,EL62,2,318.0
2003,NUTS,2010,EL62,2,316.0
2005,NUTS,2010,EL62,2,382.0
2011,NUTS,2010,EL62,2,559.0
2013,NUTS,2010,EL62,2,871.0
2015,NUTS,2010,EL62,2,1189.0
2017,NUTS,2010,EL62,2,1079.0
2019,NUTS,2010,EL62,2,1132.0
1989,NUTS,2010,EL63,2,1152.0
1991,NUTS,2010,EL63,2,1368.0
1993,NUTS,2010,EL63,2,2162.0
1995,NUTS,2010,EL63,2,2063.0
1997,NUTS,2010,EL63,2,3242.0
2003,NUTS,2010,EL63,2,4065.0
2005,NUTS,2010,EL63,2,3476.0
2011,NUTS,2010,EL63,2,3980.0
2013,NUTS,2010,EL63,2,5780.0
2015,NUTS,2010,EL63,2,7013.0
2017,NUTS,2010,EL63,2,6604.0
2019,NUTS,2010,EL63,2,6248.0
1989,NUTS,2010,EL64,2,172.0
1991,NUTS,2010,EL64,2,279.0
1993,NUTS,2010,EL64,2,601.0
1995,NUTS,2010,EL64,2,963.0
1997,NUTS,2010,EL64,2,838.0
2003,NUTS,2010,EL64,2,588.0
2005,NUTS,2010,EL64,2,824.0
2011,NUTS,2010,EL64,2,1096.0
2013,NUTS,2010,EL64,2,1557.0
2015,NUTS,2010,EL64,2,1657.0
2017,NUTS,2010,EL64,2,1504.0
2019,NUTS,2010,EL64,2,1802.0
1989,NUTS,2010,EL65,2,66.0
1991,NUTS,2010,EL65,2,199.0
1993,NUTS,2010,EL65,2,208.0
1995,NUTS,2010,EL65,2,493.0
1997,NUTS,2010,EL65,2,1091.0
2003,NUTS,2010,EL65,2,625.0
2005,NUTS,2010,EL65,2,1357.0
2011,NUTS,2010,EL65,2,1538.0
2013,NUTS,2010,EL65,2,1679.0
2015,NUTS,2010,EL65,2,2296.0
2017,NUTS,2010,EL65,2,1552.0
2019,NUTS,2010,EL65,2,2598.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1988,NUTS,2010,ES,0,87797.0
1989,NUTS,2010,ES,0,99819.0
1990,NUTS,2010,ES,0,108546.0
1991,NUTS,2010,ES,0,115274.0
1992,NUTS,2010,ES,0,119440.0
1993,NUTS,2010,ES,0,122275.0
1994,NUTS,2010,ES,0,134587.0
1995,NUTS,2010,ES,0,147046.0
1997,NUTS,2010,ES,0,155117.0
1999,NUTS,2010,ES,0,178189.0
2001,NUTS,2010,ES,0,209011.0
2002,NUTS,2010,ES,0,232019.0
2003,NUTS,2010,ES,0,249969.0
2004,NUTS,2010,ES,0,267943.0
2005,NUTS,2010,ES,0,282804.0
2006,NUTS,2010,ES,0,309893.0
2007,NUTS,2010,ES,0,331192.0
2008,NUTS,2010,ES,0,352611.0
2009,NUTS,2010,ES,0,358803.0
2010,NUTS,2010,ES,0,360229.0
2011,NUTS,2010,ES,0,353911.0
2012,NUTS,2010,ES,0,342901.0
2013,NUTS,2010,ES,0,333134.0
2014,NUTS,2010,ES,0,332871.0
2015,NUTS,2010,ES,0,338179.0
2016,NUTS,2010,ES,0,341809.0
2017,NUTS,2010,ES,0,354333.0
2018,NUTS,2010,ES,0,369291.0
2019,NUTS,2010,ES,0,377862.0
1988,NUTS,2010,ES1,1,4495.0
1989,NUTS,2010,ES1,1,5165.0
1990,NUTS,2010,ES1,1,5791.0
1991,NUTS,2010,ES1,1,6493.0
1992,NUTS,2010,ES1,1,7411.0
1993,NUTS,2010,ES1,1,7249.0
1994,NUTS,2010,ES1,1,8340.0
1995,NUTS,2010,ES1,1,11713.0
1996,NUTS,2010,ES1,1,10307.0
1997,NUTS,2010,ES1,1,12321.0
1998,NUTS,2010,ES1,1,13790.0
1999,NUTS,2010,ES1,1,14004.0
2001,NUTS,2010,ES1,1,17992.0
2002,NUTS,2010,ES1,1,19712.0
2003,NUTS,2010,ES1,1,20749.0
2004,NUTS,2010,ES1,1,22316.0
2005,NUTS,2010,ES1,1,22780.0
2006,NUTS,2010,ES1,1,26063.0
2007,NUTS,2010,ES1,1,28699.0
2008,NUTS,2010,ES1,1,29899.0
2009,NUTS,2010,ES1,1,30176.0
2010,NUTS,2010,ES1,1,29333.0
2011,NUTS,2010,ES1,1,28139.0
2012,NUTS,2010,ES1,1,27604.0
2013,NUTS,2010,ES1,1,27983.0
2014,NUTS,2010,ES1,1,27077.0
2015,NUTS,2010,ES1,1,26569.0
2016,NUTS,2010,ES1,1,26490.0
2017,NUTS,2010,ES1,1,28243.0
2018,NUTS,2010,ES1,1,28629.0
2019,NUTS,2010,ES1,1,30091.0
1988,NUTS,2010,ES11,2,1945.0
1989,NUTS,2010,ES11,2,2544.0
1990,NUTS,2010,ES11,2,2939.0
1991,NUTS,2010,ES11,2,3442.0
1992,NUTS,2010,ES11,2,4490.0
1993,NUTS,2010,ES11,2,4189.0
1994,NUTS,2010,ES11,2,4380.0
1995,NUTS,2010,ES11,2,7352.0
1996,NUTS,2010,ES11,2,6094.0
1997,NUTS,2010,ES11,2,8079.0
1998,NUTS,2010,ES11,2,8750.0
1999,NUTS,2010,ES11,2,9462.0
2001,NUTS,2010,ES11,2,11914.0
2002,NUTS,2010,ES11,2,13383.0
2003,NUTS,2010,ES11,2,14915.0
2004,NUTS,2010,ES11,2,15553.0
2005,NUTS,2010,ES11,2,15954.0
2006,NUTS,2010,ES11,2,17022.0
2007,NUTS,2010,ES11,2,19258.0
2008,NUTS,2010,ES11,2,19632.0
2009,NUTS,2010,ES11,2,19278.0
2010,NUTS,2010,ES11,2,18062.0
2011,NUTS,2010,ES11,2,17151.0
2012,NUTS,2010,ES11,2,17320.0
2013,NUTS,2010,ES11,2,17710.0
2014,NUTS,2010,ES11,2,17332.0
2015,NUTS,2010,ES11,2,16937.0
2016,NUTS,2010,ES11,2,17019.0
2017,NUTS,2010,ES11,2,18502.0
2018,NUTS,2010,ES11,2,19183.0
2019,NUTS,2010,ES11,2,19851.0
1988,NUTS,2010,ES12,2,1557.0
1989,NUTS,2010,ES12,2,1890.0
1990,NUTS,2010,ES12,2,2062.0
1991,NUTS,2010,ES12,2,2083.0
1992,NUTS,2010,ES12,2,1973.0
1993,NUTS,2010,ES12,2,1997.0
1994,NUTS,2010,ES12,2,2603.0
1995,NUTS,2010,ES12,2,3006.0
1996,NUTS,2010,ES12,2,2113.0
1997,NUTS,2010,ES12,2,2764.0
1998,NUTS,2010,ES12,2,2763.0
1999,NUTS,2010,ES12,2,2899.0
2001,NUTS,2010,ES12,2,3920.0
2002,NUTS,2010,ES12,2,4703.0
2003,NUTS,2010,ES12,2,4320.0
2004,NUTS,2010,ES12,2,4834.0
2005,NUTS,2010,ES12,2,4820.0
2006,NUTS,2010,ES12,2,5742.0
2007,NUTS,2010,ES12,2,6056.0
2008,NUTS,2010,ES12,2,6596.0
2009,NUTS,2010,ES12,2,7068.0
2010,NUTS,2010,ES12,2,7285.0
2011,NUTS,2010,ES12,2,7021.0
2012,NUTS,2010,ES12,2,6456.0
2013,NUTS,2010,ES12,2,6688.0
2014,NUTS,2010,ES12,2,6245.0
2015,NUTS,2010,ES12,2,6019.0
2016,NUTS,2010,ES12,2,5799.0
2017,NUTS,2010,ES12,2,6075.0
2018,NUTS,2010,ES12,2,5638.0
2019,NUTS,2010,ES12,2,6387.0
1988,NUTS,2010,ES13,2,993.0
1989,NUTS,2010,ES13,2,731.0
1990,NUTS,2010,ES13,2,790.0
1991,NUTS,2010,ES13,2,969.0
1992,NUTS,2010,ES13,2,949.0
1993,NUTS,2010,ES13,2,1063.0
1994,NUTS,2010,ES13,2,1357.0
1995,NUTS,2010,ES13,2,1355.0
1996,NUTS,2010,ES13,2,2101.0
1997,NUTS,2010,ES13,2,1478.0
1998,NUTS,2010,ES13,2,2276.0
1999,NUTS,2010,ES13,2,1643.0
2001,NUTS,2010,ES13,2,2158.0
2002,NUTS,2010,ES13,2,1626.0
2003,NUTS,2010,ES13,2,1514.0
2004,NUTS,2010,ES13,2,1929.0
2005,NUTS,2010,ES13,2,2006.0
2006,NUTS,2010,ES13,2,3299.0
2007,NUTS,2010,ES13,2,3385.0
2008,NUTS,2010,ES13,2,3671.0
2009,NUTS,2010,ES13,2,3830.0
2010,NUTS,2010,ES13,2,3986.0
2011,NUTS,2010,ES13,2,3967.0
2012,NUTS,2010,ES13,2,3828.0
2013,NUTS,2010,ES13,2,3585.0
2014,NUTS,2010,ES13,2,3500.0
2015,NUTS,2010,ES13,2,3613.0
2016,NUTS,2010,ES13,2,3672.0
2017,NUTS,2010,ES13,2,3666.0
2018,NUTS,2010,ES13,2,3808.0
2019,NUTS,2010,ES13,2,3853.0
1988,NUTS,2010,ES2,1,8891.0
1989,NUTS,2010,ES2,1,10731.0
1990,NUTS,2010,ES2,1,12453.0
1991,NUTS,2010,ES2,1,13485.0
1992,NUTS,2010,ES2,1,13267.0
1993,NUTS,2010,ES2,1,13768.0
1994,NUTS,2010,ES2,1,14608.0
1995,NUTS,2010,ES2,1,17982.0
1996,NUTS,2010,ES2,1,17815.0
1997,NUTS,2010,ES2,1,17895.0
1998,NUTS,2010,ES2,1,19977.0
1999,NUTS,2010,ES2,1,19965.0
2001,NUTS,2010,ES2,1,24584.0
2002,NUTS,2010,ES2,1,27219.0
2003,NUTS,2010,ES2,1,31074.0
2004,NUTS,2010,ES2,1,34657.0
2005,NUTS,2010,ES2,1,35900.0
2006,NUTS,2010,ES2,1,39757.0
2007,NUTS,2010,ES2,1,44044.0
2008,NUTS,2010,ES2,1,47208.0
2009,NUTS,2010,ES2,1,49574.0
2010,NUTS,2010,ES2,1,48384.0
2011,NUTS,2010,ES2,1,49426.0
2012,NUTS,2010,ES2,1,49982.0
2013,NUTS,2010,ES2,1,47922.0
2014,NUTS,2010,ES2,1,47605.0
2015,NUTS,2010,ES2,1,48174.0
2016,NUTS,2010,ES2,1,48029.0
2017,NUTS,2010,ES2,1,49434.0
2018,NUTS,2010,ES2,1,52054.0
2019,NUTS,2010,ES2,1,51766.0
1988,NUTS,2010,ES21,2,6107.0
1989,NUTS,2010,ES21,2,7186.0
1990,NUTS,2010,ES21,2,7449.0
1991,NUTS,2010,ES21,2,7915.0
1992,NUTS,2010,ES21,2,7463.0
1993,NUTS,2010,ES21,2,7690.0
1994,NUTS,2010,ES21,2,7812.0
1995,NUTS,2010,ES21,2,9310.0
1996,NUTS,2010,ES21,2,9172.0
1997,NUTS,2010,ES21,2,10167.0
1998,NUTS,2010,ES21,2,11436.0
1999,NUTS,2010,ES21,2,11206.0
2001,NUTS,2010,ES21,2,14061.0
2002,NUTS,2010,ES21,2,15541.0
2003,NUTS,2010,ES21,2,16972.0
2004,NUTS,2010,ES21,2,19165.0
2005,NUTS,2010,ES21,2,19972.0
2006,NUTS,2010,ES21,2,21180.0
2007,NUTS,2010,ES21,2,24720.0
2008,NUTS,2010,ES21,2,26399.0
2009,NUTS,2010,ES21,2,27909.0
2010,NUTS,2010,ES21,2,27121.0
2011,NUTS,2010,ES21,2,28678.0
2012,NUTS,2010,ES21,2,29870.0
2013,NUTS,2010,ES21,2,28864.0
2014,NUTS,2010,ES21,2,28538.0
2015,NUTS,2010,ES21,2,28965.0
2016,NUTS,2010,ES21,2,28651.0
2017,NUTS,2010,ES21,2,29478.0
2018,NUTS,2010,ES21,2,31415.0
2019,NUTS,2010,ES21,2,31545.0
1988,NUTS,2010,ES22,2,555.0
1989,NUTS,2010,ES22,2,693.0
1990,NUTS,2010,ES22,2,2134.0
1991,NUTS,2010,ES22,2,2577.0
1992,NUTS,2010,ES22,2,2602.0
1993,NUTS,2010,ES22,2,2673.0
1994,NUTS,2010,ES22,2,2929.0
1995,NUTS,2010,ES22,2,3819.0
1996,NUTS,2010,ES22,2,4465.0
1997,NUTS,2010,ES22,2,2573.0
1998,NUTS,2010,ES22,2,3526.0
1999,NUTS,2010,ES22,2,3354.0
2001,NUTS,2010,ES22,2,3827.0
2002,NUTS,2010,ES22,2,4478.0
2003,NUTS,2010,ES22,2,5586.0
2004,NUTS,2010,ES22,2,6015.0
2005,NUTS,2010,ES22,2,6278.0
2006,NUTS,2010,ES22,2,7442.0
2007,NUTS,2010,ES22,2,7198.0
2008,NUTS,2010,ES22,2,7880.0
2009,NUTS,2010,ES22,2,8268.0
2010,NUTS,2010,ES22,2,8173.0
2011,NUTS,2010,ES22,2,7921.0
2012,NUTS,2010,ES22,2,7314.0
2013,NUTS,2010,ES22,2,7072.0
2014,NUTS,2010,ES22,2,6812.0
2015,NUTS,2010,ES22,2,6956.0
2016,NUTS,2010,ES22,2,7060.0
2017,NUTS,2010,ES22,2,7459.0
2018,NUTS,2010,ES22,2,7709.0
2019,NUTS,2010,ES22,2,7175.0
1988,NUTS,2010,ES23,2,86.0
1989,NUTS,2010,ES23,2,106.0
1990,NUTS,2010,ES23,2,125.0
1991,NUTS,2010,ES23,2,146.0
1992,NUTS,2010,ES23,2,136.0
1993,NUTS,2010,ES23,2,368.0
1994,NUTS,2010,ES23,2,272.0
1995,NUTS,2010,ES23,2,702.0
1996,NUTS,2010,ES23,2,612.0
1997,NUTS,2010,ES23,2,654.0
1998,NUTS,2010,ES23,2,617.0
1999,NUTS,2010,ES23,2,655.0
2001,NUTS,2010,ES23,2,1031.0
2002,NUTS,2010,ES23,2,1205.0
2003,NUTS,2010,ES23,2,1489.0
2004,NUTS,2010,ES23,2,1640.0
2005,NUTS,2010,ES23,2,1581.0
2006,NUTS,2010,ES23,2,1973.0
2007,NUTS,2010,ES23,2,2446.0
2008,NUTS,2010,ES23,2,2556.0
2009,NUTS,2010,ES23,2,2814.0
2010,NUTS,2010,ES23,2,2856.0
2011,NUTS,2010,ES23,2,2812.0
2012,NUTS,2010,ES23,2,2724.0
2013,NUTS,2010,ES23,2,2502.0
2014,NUTS,2010,ES23,2,2605.0
2015,NUTS,2010,ES23,2,2573.0
2016,NUTS,2010,ES23,2,2675.0
2017,NUTS,2010,ES23,2,2684.0
2018,NUTS,2010,ES23,2,2565.0
2019,NUTS,2010,ES23,2,2547.0
1988,NUTS,2010,ES24,2,2143.0
1989,NUTS,2010,ES24,2,2745.0
1990,NUTS,2010,ES24,2,2746.0
1991,NUTS,2010,ES24,2,2847.0
1992,NUTS,2010,ES24,2,3066.0
1993,NUTS,2010,ES24,2,3038.0
1994,NUTS,2010,ES24,2,3595.0
1995,NUTS,2010,ES24,2,4151.0
1996,NUTS,2010,ES24,2,3566.0
1997,NUTS,2010,ES24,2,4501.0
1998,NUTS,2010,ES24,2,4398.0
1999,NUTS,2010,ES24,2,4750.0
2001,NUTS,2010,ES24,2,5665.0
2002,NUTS,2010,ES24,2,5995.0
2003,NUTS,2010,ES24,2,7027.0
2004,NUTS,2010,ES24,2,7837.0
2005,NUTS,2010,ES24,2,8068.0
2006,NUTS,2010,ES24,2,9162.0
2007,NUTS,2010,ES24,2,9681.0
2008,NUTS,2010,ES24,2,10373.0
2009,NUTS,2010,ES24,2,10583.0
2010,NUTS,2010,ES24,2,10234.0
2011,NUTS,2010,ES24,2,10014.0
2012,NUTS,2010,ES24,2,10073.0
2013,NUTS,2010,ES24,2,9485.0
2014,NUTS,2010,ES24,2,9650.0
2015,NUTS,2010,ES24,2,9680.0
2016,NUTS,2010,ES24,2,9642.0
2017,NUTS,2010,ES24,2,9812.0
2018,NUTS,2010,ES24,2,10364.0
2019,NUTS,2010,ES24,2,10499.0
1988,NUTS,2010,ES3,1,30235.0
1989,NUTS,2010,ES3,1,34137.0
1990,NUTS,2010,ES3,1,38112.0
1991,NUTS,2010,ES3,1,37997.0
1992,NUTS,2010,ES3,1,38018.0
1993,NUTS,2010,ES3,1,38271.0
1994,NUTS,2010,ES3,1,41012.0
1995,NUTS,2010,ES3,1,43289.0
1996,NUTS,2010,ES3,1,41274.0
1997,NUTS,2010,ES3,1,43644.0
1998,NUTS,2010,ES3,1,43119.0
1999,NUTS,2010,ES3,1,52561.0
2001,NUTS,2010,ES3,1,58632.0
2002,NUTS,2010,ES3,1,62543.0
2003,NUTS,2010,ES3,1,62211.0
2004,NUTS,2010,ES3,1,66378.0
2005,NUTS,2010,ES3,1,70347.0
2006,NUTS,2010,ES3,1,74779.0
2007,NUTS,2010,ES3,1,79981.0
2008,NUTS,2010,ES3,1,83754.0
2009,NUTS,2010,ES3,1,85740.0
2010,NUTS,2010,ES3,1,85858.0
2011,NUTS,2010,ES3,1,82696.0
2012,NUTS,2010,ES3,1,76918.0
2013,NUTS,2010,ES3,1,74808.0
2014,NUTS,2010,ES3,1,74183.0
2015,NUTS,2010,ES3,1,76498.0
2016,NUTS,2010,ES3,1,76440.0
2017,NUTS,2010,ES3,1,77918.0
2018,NUTS,2010,ES3,1,80521.0
2019,NUTS,2010,ES3,1,83433.0
1988,NUTS,2010,ES30,2,30235.0
1989,NUTS,2010,ES30,2,34137.0
1990,NUTS,2010,ES30,2,38112.0
1991,NUTS,2010,ES30,2,37997.0
1992,NUTS,2010,ES30,2,38018.0
1993,NUTS,2010,ES30,2,38271.0
1994,NUTS,2010,ES30,2,41012.0
1995,NUTS,2010,ES30,2,43289.0
1996,NUTS,2010,ES30,2,41274.0
1997,NUTS,2010,ES30,2,43644.0
1998,NUTS,2010,ES30,2,43119.0
1999,NUTS,2010,ES30,2,52561.0
2001,NUTS,2010,ES30,2,58632.0
2002,NUTS,2010,ES30,2,62543.0
2003,NUTS,2010,ES30,2,62211.0
2004,NUTS,2010,ES30,2,66378.0
2005,NUTS,2010,ES30,2,70347.0
2006,NUTS,2010,ES30,2,74779.0
2007,NUTS,2010,ES30,2,79981.0
2008,NUTS,2010,ES30,2,83754.0
2009,NUTS,2010,ES30,2,85740.0
2010,NUTS,2010,ES30,2,85858.0
2011,NUTS,2010,ES30,2,82696.0
2012,NUTS,2010,ES30,2,76918.0
2013,NUTS,2010,ES30,2,74808.0
2014,NUTS,2010,ES30,2,74183.0
2015,NUTS,2010,ES30,2,76498.0
2016,NUTS,2010,ES30,2,76440.0
2017,NUTS,2010,ES30,2,77918.0
2018,NUTS,2010,ES30,2,80521.0
2019,NUTS,2010,ES30,2,83433.0
1988,NUTS,2010,ES4,1,5326.0
1989,NUTS,2010,ES4,1,5784.0
1990,NUTS,2010,ES4,1,5999.0
1991,NUTS,2010,ES4,1,7233.0
1992,NUTS,2010,ES4,1,7928.0
1993,NUTS,2010,ES4,1,9677.0
1994,NUTS,2010,ES4,1,11044.0
1995,NUTS,2010,ES4,1,10863.0
1996,NUTS,2010,ES4,1,14309.0
1997,NUTS,2010,ES4,1,14351.0
1998,NUTS,2010,ES4,1,13902.0
1999,NUTS,2010,ES4,1,16563.0
2001,NUTS,2010,ES4,1,19795.0
2002,NUTS,2010,ES4,1,20646.0
2003,NUTS,2010,ES4,1,21527.0
2004,NUTS,2010,ES4,1,22658.0
2005,NUTS,2010,ES4,1,24481.0
2006,NUTS,2010,ES4,1,26425.0
2007,NUTS,2010,ES4,1,28661.0
2008,NUTS,2010,ES4,1,31651.0
2009,NUTS,2010,ES4,1,31512.0
2010,NUTS,2010,ES4,1,32241.0
2011,NUTS,2010,ES4,1,32415.0
2012,NUTS,2010,ES4,1,30091.0
2013,NUTS,2010,ES4,1,26331.0
2014,NUTS,2010,ES4,1,26100.0
2015,NUTS,2010,ES4,1,26759.0
2016,NUTS,2010,ES4,1,26695.0
2017,NUTS,2010,ES4,1,27905.0
2018,NUTS,2010,ES4,1,29169.0
2019,NUTS,2010,ES4,1,29614.0
1988,NUTS,2010,ES41,2,3878.0
1989,NUTS,2010,ES41,2,4279.0
1990,NUTS,2010,ES41,2,4321.0
1991,NUTS,2010,ES41,2,5222.0
1992,NUTS,2010,ES41,2,5778.0
1993,NUTS,2010,ES41,2,7682.0
1994,NUTS,2010,ES41,2,7920.0
1995,NUTS,2010,ES41,2,7568.0
1996,NUTS,2010,ES41,2,9973.0
1997,NUTS,2010,ES41,2,9472.0
1998,NUTS,2010,ES41,2,8967.0
1999,NUTS,2010,ES41,2,11014.0
2001,NUTS,2010,ES41,2,13258.0
2002,NUTS,2010,ES41,2,13706.0
2003,NUTS,2010,ES41,2,13913.0
2004,NUTS,2010,ES41,2,14819.0
2005,NUTS,2010,ES41,2,15647.0
2006,NUTS,2010,ES41,2,17157.0
2007,NUTS,2010,ES41,2,18193.0
2008,NUTS,2010,ES41,2,19348.0
2009,NUTS,2010,ES41,2,19073.0
2010,NUTS,2010,ES41,2,19333.0
2011,NUTS,2010,ES41,2,19875.0
2012,NUTS,2010,ES41,2,18513.0
2013,NUTS,2010,ES41,2,16613.0
2014,NUTS,2010,ES41,2,16592.0
2015,NUTS,2010,ES41,2,16812.0
2016,NUTS,2010,ES41,2,16618.0
2017,NUTS,2010,ES41,2,17373.0
2018,NUTS,2010,ES41,2,18247.0
2019,NUTS,2010,ES41,2,18845.0
1988,NUTS,2010,ES42,2,551.0
1989,NUTS,2010,ES42,2,603.0
1990,NUTS,2010,ES42,2,734.0
1991,NUTS,2010,ES42,2,950.0
1992,NUTS,2010,ES42,2,970.0
1993,NUTS,2010,ES42,2,912.0
1994,NUTS,2010,ES42,2,1159.0
1995,NUTS,2010,ES42,2,1795.0
1996,NUTS,2010,ES42,2,2550.0
1997,NUTS,2010,ES42,2,2978.0
1998,NUTS,2010,ES42,2,2666.0
1999,NUTS,2010,ES42,2,3557.0
2001,NUTS,2010,ES42,2,4006.0
2002,NUTS,2010,ES42,2,4609.0
2003,NUTS,2010,ES42,2,4843.0
2004,NUTS,2010,ES42,2,5069.0
2005,NUTS,2010,ES42,2,5695.0
2006,NUTS,2010,ES42,2,6024.0
2007,NUTS,2010,ES42,2,6990.0
2008,NUTS,2010,ES42,2,8350.0
2009,NUTS,2010,ES42,2,8598.0
2010,NUTS,2010,ES42,2,8651.0
2011,NUTS,2010,ES42,2,8363.0
2012,NUTS,2010,ES42,2,7607.0
2013,NUTS,2010,ES42,2,5548.0
2014,NUTS,2010,ES42,2,5775.0
2015,NUTS,2010,ES42,2,6149.0
2016,NUTS,2010,ES42,2,6457.0
2017,NUTS,2010,ES42,2,6587.0
2018,NUTS,2010,ES42,2,6861.0
2019,NUTS,2010,ES42,2,7124.0
1988,NUTS,2010,ES43,2,897.0
1989,NUTS,2010,ES43,2,903.0
1990,NUTS,2010,ES43,2,945.0
1991,NUTS,2010,ES43,2,1062.0
1992,NUTS,2010,ES43,2,1180.0
1993,NUTS,2010,ES43,2,1083.0
1994,NUTS,2010,ES43,2,1965.0
1995,NUTS,2010,ES43,2,1500.0
1996,NUTS,2010,ES43,2,1786.0
1997,NUTS,2010,ES43,2,1901.0
1998,NUTS,2010,ES43,2,2269.0
1999,NUTS,2010,ES43,2,1992.0
2001,NUTS,2010,ES43,2,2531.0
2002,NUTS,2010,ES43,2,2331.0
2003,NUTS,2010,ES43,2,2771.0
2004,NUTS,2010,ES43,2,2769.0
2005,NUTS,2010,ES43,2,3140.0
2006,NUTS,2010,ES43,2,3245.0
2007,NUTS,2010,ES43,2,3478.0
2008,NUTS,2010,ES43,2,3953.0
2009,NUTS,2010,ES43,2,3841.0
2010,NUTS,2010,ES43,2,4257.0
2011,NUTS,2010,ES43,2,4177.0
2012,NUTS,2010,ES43,2,3972.0
2013,NUTS,2010,ES43,2,4169.0
2014,NUTS,2010,ES43,2,3733.0
2015,NUTS,2010,ES43,2,3798.0
2016,NUTS,2010,ES43,2,3621.0
2017,NUTS,2010,ES43,2,3946.0
2018,NUTS,2010,ES43,2,4061.0
2019,NUTS,2010,ES43,2,3645.0
1988,NUTS,2010,ES5,1,18843.0
1989,NUTS,2010,ES5,1,21335.0
1990,NUTS,2010,ES5,1,23966.0
1991,NUTS,2010,ES5,1,26102.0
1992,NUTS,2010,ES5,1,27159.0
1993,NUTS,2010,ES5,1,28117.0
1994,NUTS,2010,ES5,1,32230.0
1995,NUTS,2010,ES5,1,39011.0
1996,NUTS,2010,ES5,1,45265.0
1997,NUTS,2010,ES5,1,39348.0
1998,NUTS,2010,ES5,1,46045.0
1999,NUTS,2010,ES5,1,46293.0
2001,NUTS,2010,ES5,1,54531.0
2002,NUTS,2010,ES5,1,65782.0
2003,NUTS,2010,ES5,1,73935.0
2004,NUTS,2010,ES5,1,79564.0
2005,NUTS,2010,ES5,1,82514.0
2006,NUTS,2010,ES5,1,90307.0
2007,NUTS,2010,ES5,1,96461.0
2008,NUTS,2010,ES5,1,104790.0
2009,NUTS,2010,ES5,1,105787.0
2010,NUTS,2010,ES5,1,106185.0
2011,NUTS,2010,ES5,1,103820.0
2012,NUTS,2010,ES5,1,102322.0
2013,NUTS,2010,ES5,1,100535.0
2014,NUTS,2010,ES5,1,103062.0
2015,NUTS,2010,ES5,1,103591.0
2016,NUTS,2010,ES5,1,107424.0
2017,NUTS,2010,ES5,1,111051.0
2018,NUTS,2010,ES5,1,117429.0
2019,NUTS,2010,ES5,1,120695.0
1988,NUTS,2010,ES51,2,14835.0
1989,NUTS,2010,ES51,2,16364.0
1990,NUTS,2010,ES51,2,18501.0
1991,NUTS,2010,ES51,2,19323.0
1992,NUTS,2010,ES51,2,19875.0
1993,NUTS,2010,ES51,2,20464.0
1994,NUTS,2010,ES51,2,21983.0
1995,NUTS,2010,ES51,2,27049.0
1996,NUTS,2010,ES51,2,32188.0
1997,NUTS,2010,ES51,2,26962.0
1998,NUTS,2010,ES51,2,32914.0
1999,NUTS,2010,ES51,2,32109.0
2001,NUTS,2010,ES51,2,35611.0
2002,NUTS,2010,ES51,2,43886.0
2003,NUTS,2010,ES51,2,49909.0
2004,NUTS,2010,ES51,2,53844.0
2005,NUTS,2010,ES51,2,54790.0
2006,NUTS,2010,ES51,2,61299.0
2007,NUTS,2010,ES51,2,64279.0
2008,NUTS,2010,ES51,2,69876.0
2009,NUTS,2010,ES51,2,69870.0
2010,NUTS,2010,ES51,2,69619.0
2011,NUTS,2010,ES51,2,67221.0
2012,NUTS,2010,ES51,2,67801.0
2013,NUTS,2010,ES51,2,66991.0
2014,NUTS,2010,ES51,2,66200.0
2015,NUTS,2010,ES51,2,67225.0
2016,NUTS,2010,ES51,2,69229.0
2017,NUTS,2010,ES51,2,71984.0
2018,NUTS,2010,ES51,2,76277.0
2019,NUTS,2010,ES51,2,78450.0
1988,NUTS,2010,ES52,2,3755.0
1989,NUTS,2010,ES52,2,4600.0
1990,NUTS,2010,ES52,2,5072.0
1991,NUTS,2010,ES52,2,6310.0
1992,NUTS,2010,ES52,2,6887.0
1993,NUTS,2010,ES52,2,7233.0
1994,NUTS,2010,ES52,2,9771.0
1995,NUTS,2010,ES52,2,10951.0
1996,NUTS,2010,ES52,2,11436.0
1997,NUTS,2010,ES52,2,11653.0
1998,NUTS,2010,ES52,2,11857.0
1999,NUTS,2010,ES52,2,13279.0
2001,NUTS,2010,ES52,2,17602.0
2002,NUTS,2010,ES52,2,20613.0
2003,NUTS,2010,ES52,2,22606.0
2004,NUTS,2010,ES52,2,23949.0
2005,NUTS,2010,ES52,2,25654.0
2006,NUTS,2010,ES52,2,26813.0
2007,NUTS,2010,ES52,2,29215.0
2008,NUTS,2010,ES52,2,31778.0
2009,NUTS,2010,ES52,2,32514.0
2010,NUTS,2010,ES52,2,32693.0
2011,NUTS,2010,ES52,2,32880.0
