year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_smc
2004,NUTS,2010,BE,0,42.97
2005,NUTS,2010,BE,0,59.83
2006,NUTS,2010,BE,0,55.93
2007,NUTS,2010,BE,0,49.3
2008,NUTS,2010,BE,0,50.97
2009,NUTS,2010,BE,0,69.39
2010,NUTS,2010,BE,0,51.53
2011,NUTS,2010,BE,0,69.72
2012,NUTS,2010,BE,0,64.93
1982,NUTS,2010,BE1,1,1.0
1993,NUTS,2010,BE1,1,0.92
1994,NUTS,2010,BE1,1,0.33
1995,NUTS,2010,BE1,1,1.5
1996,NUTS,2010,BE1,1,1.0
1997,NUTS,2010,BE1,1,2.92
1998,NUTS,2010,BE1,1,2.57
1999,NUTS,2010,BE1,1,0.75
2000,NUTS,2010,BE1,1,1.72
2001,NUTS,2010,BE1,1,9.5
2002,NUTS,2010,BE1,1,1.25
2003,NUTS,2010,BE1,1,2.17
2004,NUTS,2010,BE1,1,7.36
2005,NUTS,2010,BE1,1,1.17
2006,NUTS,2010,BE1,1,4.45
2007,NUTS,2010,BE1,1,3.17
2008,NUTS,2010,BE1,1,4.45
2009,NUTS,2010,BE1,1,5.67
2010,NUTS,2010,BE1,1,1.51
2011,NUTS,2010,BE1,1,7.43
2012,NUTS,2010,BE1,1,4.88
1982,NUTS,2010,BE10,2,1.0
1993,NUTS,2010,BE10,2,0.92
1994,NUTS,2010,BE10,2,0.33
1995,NUTS,2010,BE10,2,1.5
1996,NUTS,2010,BE10,2,1.0
1997,NUTS,2010,BE10,2,2.92
1998,NUTS,2010,BE10,2,2.57
1999,NUTS,2010,BE10,2,0.75
2000,NUTS,2010,BE10,2,1.72
2001,NUTS,2010,BE10,2,9.5
2002,NUTS,2010,BE10,2,1.25
2003,NUTS,2010,BE10,2,2.17
2004,NUTS,2010,BE10,2,7.36
2005,NUTS,2010,BE10,2,1.17
2006,NUTS,2010,BE10,2,4.45
2007,NUTS,2010,BE10,2,3.17
2008,NUTS,2010,BE10,2,4.45
2009,NUTS,2010,BE10,2,5.67
2010,NUTS,2010,BE10,2,1.51
2011,NUTS,2010,BE10,2,7.43
2012,NUTS,2010,BE10,2,4.88
1982,NUTS,2010,BE100,3,1.0
1993,NUTS,2010,BE100,3,0.92
1994,NUTS,2010,BE100,3,0.33
1995,NUTS,2010,BE100,3,1.5
1996,NUTS,2010,BE100,3,1.0
1997,NUTS,2010,BE100,3,2.92
1998,NUTS,2010,BE100,3,2.57
1999,NUTS,2010,BE100,3,0.75
2000,NUTS,2010,BE100,3,1.72
2001,NUTS,2010,BE100,3,9.5
2002,NUTS,2010,BE100,3,1.25
2003,NUTS,2010,BE100,3,2.17
2004,NUTS,2010,BE100,3,7.36
2005,NUTS,2010,BE100,3,1.17
2006,NUTS,2010,BE100,3,4.45
2007,NUTS,2010,BE100,3,3.17
2008,NUTS,2010,BE100,3,4.45
2009,NUTS,2010,BE100,3,5.67
2010,NUTS,2010,BE100,3,1.51
2011,NUTS,2010,BE100,3,7.43
2012,NUTS,2010,BE100,3,4.88
1978,NUTS,2010,BE2,1,1.0
1979,NUTS,2010,BE2,1,1.0
1981,NUTS,2010,BE2,1,3.0
1982,NUTS,2010,BE2,1,2.0
1983,NUTS,2010,BE2,1,3.0
1984,NUTS,2010,BE2,1,4.0
1985,NUTS,2010,BE2,1,1.25
1986,NUTS,2010,BE2,1,1.0
1987,NUTS,2010,BE2,1,4.0
1988,NUTS,2010,BE2,1,5.32
1989,NUTS,2010,BE2,1,6.04
1990,NUTS,2010,BE2,1,7.0
1991,NUTS,2010,BE2,1,5.25
1992,NUTS,2010,BE2,1,4.33
1993,NUTS,2010,BE2,1,5.83
1994,NUTS,2010,BE2,1,2.71
1995,NUTS,2010,BE2,1,15.13
1996,NUTS,2010,BE2,1,8.48
1997,NUTS,2010,BE2,1,26.83
1998,NUTS,2010,BE2,1,36.7
1999,NUTS,2010,BE2,1,32.8
2000,NUTS,2010,BE2,1,26.61
2001,NUTS,2010,BE2,1,33.95
2002,NUTS,2010,BE2,1,38.84
2003,NUTS,2010,BE2,1,46.5
2004,NUTS,2010,BE2,1,29.95
2005,NUTS,2010,BE2,1,52.43
2006,NUTS,2010,BE2,1,43.68
2007,NUTS,2010,BE2,1,42.0
2008,NUTS,2010,BE2,1,34.51
2009,NUTS,2010,BE2,1,47.95
2010,NUTS,2010,BE2,1,37.09
2011,NUTS,2010,BE2,1,51.14
2012,NUTS,2010,BE2,1,53.57
1978,NUTS,2010,BE21,2,1.0
1981,NUTS,2010,BE21,2,0.2
1982,NUTS,2010,BE21,2,1.17
1983,NUTS,2010,BE21,2,0.5
1984,NUTS,2010,BE21,2,0.33
1985,NUTS,2010,BE21,2,1.0
1988,NUTS,2010,BE21,2,0.2
1990,NUTS,2010,BE21,2,3.5
1991,NUTS,2010,BE21,2,1.0
1993,NUTS,2010,BE21,2,0.92
1994,NUTS,2010,BE21,2,0.57
1995,NUTS,2010,BE21,2,3.12
1996,NUTS,2010,BE21,2,1.67
1997,NUTS,2010,BE21,2,7.0
1998,NUTS,2010,BE21,2,10.97
1999,NUTS,2010,BE21,2,9.33
2000,NUTS,2010,BE21,2,3.87
2001,NUTS,2010,BE21,2,11.84
2002,NUTS,2010,BE21,2,10.33
2003,NUTS,2010,BE21,2,6.87
2004,NUTS,2010,BE21,2,5.33
2005,NUTS,2010,BE21,2,9.07
2006,NUTS,2010,BE21,2,8.13
2007,NUTS,2010,BE21,2,5.1
2008,NUTS,2010,BE21,2,4.67
2009,NUTS,2010,BE21,2,8.92
2010,NUTS,2010,BE21,2,5.5
2011,NUTS,2010,BE21,2,1.92
2012,NUTS,2010,BE21,2,5.42
1978,NUTS,2010,BE211,3,0.75
1982,NUTS,2010,BE211,3,0.83
1983,NUTS,2010,BE211,3,0.5
1984,NUTS,2010,BE211,3,0.33
1985,NUTS,2010,BE211,3,0.75
1990,NUTS,2010,BE211,3,2.57
1991,NUTS,2010,BE211,3,1.0
1993,NUTS,2010,BE211,3,0.67
1994,NUTS,2010,BE211,3,0.57
1995,NUTS,2010,BE211,3,0.5
1996,NUTS,2010,BE211,3,0.62
1997,NUTS,2010,BE211,3,6.17
1998,NUTS,2010,BE211,3,9.53
1999,NUTS,2010,BE211,3,8.83
2000,NUTS,2010,BE211,3,2.83
2001,NUTS,2010,BE211,3,8.25
2002,NUTS,2010,BE211,3,9.33
2003,NUTS,2010,BE211,3,3.42
2004,NUTS,2010,BE211,3,3.5
2005,NUTS,2010,BE211,3,4.28
2006,NUTS,2010,BE211,3,4.63
2007,NUTS,2010,BE211,3,1.79
2008,NUTS,2010,BE211,3,2.42
2009,NUTS,2010,BE211,3,1.0
2010,NUTS,2010,BE211,3,1.83
2011,NUTS,2010,BE211,3,0.25
2012,NUTS,2010,BE211,3,3.67
1982,NUTS,2010,BE212,3,0.33
1985,NUTS,2010,BE212,3,0.25
1988,NUTS,2010,BE212,3,0.2
1993,NUTS,2010,BE212,3,0.25
1996,NUTS,2010,BE212,3,1.06
1997,NUTS,2010,BE212,3,0.5
1998,NUTS,2010,BE212,3,0.58
2000,NUTS,2010,BE212,3,1.03
2001,NUTS,2010,BE212,3,2.15
2002,NUTS,2010,BE212,3,0.5
2003,NUTS,2010,BE212,3,0.2
2004,NUTS,2010,BE212,3,1.33
2005,NUTS,2010,BE212,3,4.04
2006,NUTS,2010,BE212,3,1.0
2007,NUTS,2010,BE212,3,2.83
2008,NUTS,2010,BE212,3,1.17
2009,NUTS,2010,BE212,3,3.67
2010,NUTS,2010,BE212,3,2.0
2011,NUTS,2010,BE212,3,0.5
1978,NUTS,2010,BE213,3,0.25
1981,NUTS,2010,BE213,3,0.2
1990,NUTS,2010,BE213,3,0.93
1995,NUTS,2010,BE213,3,2.62
1997,NUTS,2010,BE213,3,0.33
1998,NUTS,2010,BE213,3,0.86
1999,NUTS,2010,BE213,3,0.5
2001,NUTS,2010,BE213,3,1.44
2002,NUTS,2010,BE213,3,0.5
2003,NUTS,2010,BE213,3,3.25
2004,NUTS,2010,BE213,3,0.5
2005,NUTS,2010,BE213,3,0.75
2006,NUTS,2010,BE213,3,2.5
2007,NUTS,2010,BE213,3,0.48
2008,NUTS,2010,BE213,3,1.08
2009,NUTS,2010,BE213,3,4.25
2010,NUTS,2010,BE213,3,1.67
2011,NUTS,2010,BE213,3,1.17
2012,NUTS,2010,BE213,3,1.75
1981,NUTS,2010,BE22,2,0.2
1984,NUTS,2010,BE22,2,0.5
1988,NUTS,2010,BE22,2,0.25
1989,NUTS,2010,BE22,2,1.0
1990,NUTS,2010,BE22,2,0.17
1992,NUTS,2010,BE22,2,1.0
1994,NUTS,2010,BE22,2,0.33
1995,NUTS,2010,BE22,2,1.09
1996,NUTS,2010,BE22,2,0.67
1998,NUTS,2010,BE22,2,3.77
1999,NUTS,2010,BE22,2,2.25
2000,NUTS,2010,BE22,2,2.42
2001,NUTS,2010,BE22,2,0.4
2002,NUTS,2010,BE22,2,1.0
2003,NUTS,2010,BE22,2,7.64
2004,NUTS,2010,BE22,2,2.0
2006,NUTS,2010,BE22,2,3.33
2007,NUTS,2010,BE22,2,1.12
2008,NUTS,2010,BE22,2,3.52
2009,NUTS,2010,BE22,2,4.04
2010,NUTS,2010,BE22,2,4.67
2011,NUTS,2010,BE22,2,0.66
2012,NUTS,2010,BE22,2,1.58
1984,NUTS,2010,BE221,3,0.5
1988,NUTS,2010,BE221,3,0.25
1989,NUTS,2010,BE221,3,1.0
1994,NUTS,2010,BE221,3,0.33
1995,NUTS,2010,BE221,3,0.89
1998,NUTS,2010,BE221,3,2.13
1999,NUTS,2010,BE221,3,0.25
2000,NUTS,2010,BE221,3,1.58
2001,NUTS,2010,BE221,3,0.4
2002,NUTS,2010,BE221,3,1.0
2003,NUTS,2010,BE221,3,2.0
2004,NUTS,2010,BE221,3,0.5
2006,NUTS,2010,BE221,3,2.17
2007,NUTS,2010,BE221,3,0.64
2008,NUTS,2010,BE221,3,2.82
2009,NUTS,2010,BE221,3,2.83
2010,NUTS,2010,BE221,3,4.42
2011,NUTS,2010,BE221,3,0.66
2012,NUTS,2010,BE221,3,1.25
1995,NUTS,2010,BE222,3,0.2
1996,NUTS,2010,BE222,3,0.33
1998,NUTS,2010,BE222,3,0.85
2000,NUTS,2010,BE222,3,0.5
2003,NUTS,2010,BE222,3,5.44
2004,NUTS,2010,BE222,3,1.5
2006,NUTS,2010,BE222,3,0.5
2007,NUTS,2010,BE222,3,0.33
2008,NUTS,2010,BE222,3,0.25
2009,NUTS,2010,BE222,3,0.92
2012,NUTS,2010,BE222,3,0.33
1981,NUTS,2010,BE223,3,0.2
1990,NUTS,2010,BE223,3,0.17
1992,NUTS,2010,BE223,3,1.0
1996,NUTS,2010,BE223,3,0.33
1998,NUTS,2010,BE223,3,0.79
1999,NUTS,2010,BE223,3,2.0
2000,NUTS,2010,BE223,3,0.33
2003,NUTS,2010,BE223,3,0.2
2006,NUTS,2010,BE223,3,0.67
2007,NUTS,2010,BE223,3,0.14
2008,NUTS,2010,BE223,3,0.45
2009,NUTS,2010,BE223,3,0.29
2010,NUTS,2010,BE223,3,0.25
1982,NUTS,2010,BE23,2,0.17
1984,NUTS,2010,BE23,2,1.17
1985,NUTS,2010,BE23,2,0.25
1987,NUTS,2010,BE23,2,1.0
1989,NUTS,2010,BE23,2,1.0
1992,NUTS,2010,BE23,2,0.5
1993,NUTS,2010,BE23,2,1.5
1994,NUTS,2010,BE23,2,0.33
1995,NUTS,2010,BE23,2,0.4
1996,NUTS,2010,BE23,2,0.84
1997,NUTS,2010,BE23,2,2.0
1998,NUTS,2010,BE23,2,3.18
1999,NUTS,2010,BE23,2,3.25
2000,NUTS,2010,BE23,2,5.53
2001,NUTS,2010,BE23,2,5.65
2002,NUTS,2010,BE23,2,3.57
2003,NUTS,2010,BE23,2,5.2
2004,NUTS,2010,BE23,2,1.25
2005,NUTS,2010,BE23,2,8.5
2006,NUTS,2010,BE23,2,3.12
2007,NUTS,2010,BE23,2,1.78
2008,NUTS,2010,BE23,2,2.5
2009,NUTS,2010,BE23,2,1.33
2010,NUTS,2010,BE23,2,2.2
2011,NUTS,2010,BE23,2,4.33
1987,NUTS,2010,BE231,3,0.33
1989,NUTS,2010,BE231,3,0.25
1993,NUTS,2010,BE231,3,1.0
1997,NUTS,2010,BE231,3,0.5
2000,NUTS,2010,BE231,3,0.53
2001,NUTS,2010,BE231,3,0.2
2002,NUTS,2010,BE231,3,0.14
2003,NUTS,2010,BE231,3,0.25
2005,NUTS,2010,BE231,3,2.25
2006,NUTS,2010,BE231,3,0.25
2007,NUTS,2010,BE231,3,0.5
2008,NUTS,2010,BE231,3,0.92
1984,NUTS,2010,BE232,3,0.33
1998,NUTS,2010,BE232,3,0.67
2000,NUTS,2010,BE232,3,0.2
2002,NUTS,2010,BE232,3,0.25
2005,NUTS,2010,BE232,3,0.25
2006,NUTS,2010,BE232,3,1.0
2009,NUTS,2010,BE232,3,0.5
2011,NUTS,2010,BE232,3,1.0
1993,NUTS,2010,BE233,3,0.5
2000,NUTS,2010,BE233,3,0.13
2001,NUTS,2010,BE233,3,0.67
2011,NUTS,2010,BE233,3,0.17
1987,NUTS,2010,BE234,3,0.67
1989,NUTS,2010,BE234,3,0.75
1992,NUTS,2010,BE234,3,0.5
1994,NUTS,2010,BE234,3,0.33
1995,NUTS,2010,BE234,3,0.4
1996,NUTS,2010,BE234,3,0.69
1997,NUTS,2010,BE234,3,1.5
1998,NUTS,2010,BE234,3,2.37
1999,NUTS,2010,BE234,3,3.25
2000,NUTS,2010,BE234,3,3.36
2001,NUTS,2010,BE234,3,3.67
2002,NUTS,2010,BE234,3,2.98
2003,NUTS,2010,BE234,3,4.37
2004,NUTS,2010,BE234,3,1.25
2005,NUTS,2010,BE234,3,2.5
2006,NUTS,2010,BE234,3,1.17
2007,NUTS,2010,BE234,3,1.28
2008,NUTS,2010,BE234,3,1.0
2009,NUTS,2010,BE234,3,0.83
2010,NUTS,2010,BE234,3,0.2
2011,NUTS,2010,BE234,3,1.33
1984,NUTS,2010,BE235,3,0.83
2000,NUTS,2010,BE235,3,0.33
2001,NUTS,2010,BE235,3,1.12
2003,NUTS,2010,BE235,3,0.33
2005,NUTS,2010,BE235,3,3.5
2006,NUTS,2010,BE235,3,0.7
2008,NUTS,2010,BE235,3,0.58
2010,NUTS,2010,BE235,3,1.5
2011,NUTS,2010,BE235,3,1.0
1982,NUTS,2010,BE236,3,0.17
1985,NUTS,2010,BE236,3,0.25
1996,NUTS,2010,BE236,3,0.14
1998,NUTS,2010,BE236,3,0.14
2000,NUTS,2010,BE236,3,1.0
2002,NUTS,2010,BE236,3,0.2
2003,NUTS,2010,BE236,3,0.25
2010,NUTS,2010,BE236,3,0.5
2011,NUTS,2010,BE236,3,0.83
1979,NUTS,2010,BE24,2,1.0
1981,NUTS,2010,BE24,2,1.6
1982,NUTS,2010,BE24,2,0.67
1983,NUTS,2010,BE24,2,0.5
1984,NUTS,2010,BE24,2,1.5
1986,NUTS,2010,BE24,2,1.0
1987,NUTS,2010,BE24,2,3.0
1988,NUTS,2010,BE24,2,2.87
1989,NUTS,2010,BE24,2,3.79
1990,NUTS,2010,BE24,2,3.33
1991,NUTS,2010,BE24,2,4.25
1992,NUTS,2010,BE24,2,1.83
1993,NUTS,2010,BE24,2,2.5
1994,NUTS,2010,BE24,2,0.67
1995,NUTS,2010,BE24,2,7.6
1996,NUTS,2010,BE24,2,4.97
1997,NUTS,2010,BE24,2,16.83
1998,NUTS,2010,BE24,2,17.08
1999,NUTS,2010,BE24,2,16.13
2000,NUTS,2010,BE24,2,13.57
2001,NUTS,2010,BE24,2,14.36
2002,NUTS,2010,BE24,2,22.63
2003,NUTS,2010,BE24,2,23.45
2004,NUTS,2010,BE24,2,21.37
2005,NUTS,2010,BE24,2,31.03
2006,NUTS,2010,BE24,2,26.82
2007,NUTS,2010,BE24,2,32.25
2008,NUTS,2010,BE24,2,21.57
2009,NUTS,2010,BE24,2,29.67
2010,NUTS,2010,BE24,2,24.23
2011,NUTS,2010,BE24,2,40.73
2012,NUTS,2010,BE24,2,45.57
1981,NUTS,2010,BE241,3,1.0
1987,NUTS,2010,BE241,3,0.33
1988,NUTS,2010,BE241,3,1.0
1989,NUTS,2010,BE241,3,0.5
1995,NUTS,2010,BE241,3,0.33
1998,NUTS,2010,BE241,3,0.2
1999,NUTS,2010,BE241,3,1.17
2000,NUTS,2010,BE241,3,3.25
2001,NUTS,2010,BE241,3,1.33
2002,NUTS,2010,BE241,3,4.06
2003,NUTS,2010,BE241,3,1.33
2004,NUTS,2010,BE241,3,2.0
2005,NUTS,2010,BE241,3,1.58
2006,NUTS,2010,BE241,3,0.7
2007,NUTS,2010,BE241,3,1.48
2008,NUTS,2010,BE241,3,1.33
2009,NUTS,2010,BE241,3,0.95
2010,NUTS,2010,BE241,3,1.35
2011,NUTS,2010,BE241,3,0.45
2012,NUTS,2010,BE241,3,1.67
1979,NUTS,2010,BE242,3,1.0
1981,NUTS,2010,BE242,3,0.6
1982,NUTS,2010,BE242,3,0.67
1983,NUTS,2010,BE242,3,0.5
1984,NUTS,2010,BE242,3,1.5
1986,NUTS,2010,BE242,3,1.0
1987,NUTS,2010,BE242,3,2.67
1988,NUTS,2010,BE242,3,1.87
1989,NUTS,2010,BE242,3,3.29
1990,NUTS,2010,BE242,3,3.33
1991,NUTS,2010,BE242,3,4.25
1992,NUTS,2010,BE242,3,1.83
1993,NUTS,2010,BE242,3,2.5
1994,NUTS,2010,BE242,3,0.67
1995,NUTS,2010,BE242,3,7.26
1996,NUTS,2010,BE242,3,4.97
1997,NUTS,2010,BE242,3,16.83
1998,NUTS,2010,BE242,3,16.88
1999,NUTS,2010,BE242,3,14.96
2000,NUTS,2010,BE242,3,10.32
2001,NUTS,2010,BE242,3,13.02
2002,NUTS,2010,BE242,3,18.57
2003,NUTS,2010,BE242,3,22.12
2004,NUTS,2010,BE242,3,19.37
2005,NUTS,2010,BE242,3,29.44
2006,NUTS,2010,BE242,3,26.12
2007,NUTS,2010,BE242,3,30.77
2008,NUTS,2010,BE242,3,20.24
2009,NUTS,2010,BE242,3,28.72
2010,NUTS,2010,BE242,3,22.88
2011,NUTS,2010,BE242,3,40.28
2012,NUTS,2010,BE242,3,43.9
1981,NUTS,2010,BE25,2,1.0
1983,NUTS,2010,BE25,2,2.0
1984,NUTS,2010,BE25,2,0.5
1988,NUTS,2010,BE25,2,2.0
1989,NUTS,2010,BE25,2,0.25
1992,NUTS,2010,BE25,2,1.0
1993,NUTS,2010,BE25,2,0.92
1994,NUTS,2010,BE25,2,0.81
1995,NUTS,2010,BE25,2,2.93
1996,NUTS,2010,BE25,2,0.33
1997,NUTS,2010,BE25,2,1.0
1998,NUTS,2010,BE25,2,1.7
1999,NUTS,2010,BE25,2,1.83
2000,NUTS,2010,BE25,2,1.23
2001,NUTS,2010,BE25,2,1.7
2002,NUTS,2010,BE25,2,1.31
2003,NUTS,2010,BE25,2,3.34
2005,NUTS,2010,BE25,2,3.83
2006,NUTS,2010,BE25,2,2.28
2007,NUTS,2010,BE25,2,1.75
2008,NUTS,2010,BE25,2,2.25
2009,NUTS,2010,BE25,2,4.0
2010,NUTS,2010,BE25,2,0.5
2011,NUTS,2010,BE25,2,3.5
2012,NUTS,2010,BE25,2,1.0
1981,NUTS,2010,BE251,3,1.0
1983,NUTS,2010,BE251,3,2.0
1988,NUTS,2010,BE251,3,1.0
1992,NUTS,2010,BE251,3,0.5
1993,NUTS,2010,BE251,3,0.58
1994,NUTS,2010,BE251,3,0.81
1995,NUTS,2010,BE251,3,2.4
1996,NUTS,2010,BE251,3,0.33
1997,NUTS,2010,BE251,3,1.0
1998,NUTS,2010,BE251,3,0.79
1999,NUTS,2010,BE251,3,1.0
2000,NUTS,2010,BE251,3,0.7
2001,NUTS,2010,BE251,3,0.5
2002,NUTS,2010,BE251,3,0.22
2006,NUTS,2010,BE251,3,0.58
2007,NUTS,2010,BE251,3,0.5
2009,NUTS,2010,BE251,3,0.5
2011,NUTS,2010,BE251,3,0.5
2002,NUTS,2010,BE252,3,0.22
2003,NUTS,2010,BE252,3,1.08
2007,NUTS,2010,BE252,3,0.25
1993,NUTS,2010,BE253,3,0.33
1995,NUTS,2010,BE253,3,0.33
1998,NUTS,2010,BE253,3,0.58
2002,NUTS,2010,BE253,3,0.22
2005,NUTS,2010,BE253,3,1.0
2006,NUTS,2010,BE253,3,1.0
2011,NUTS,2010,BE253,3,0.33
1989,NUTS,2010,BE254,3,0.25
1992,NUTS,2010,BE254,3,0.5
1995,NUTS,2010,BE254,3,0.2
1998,NUTS,2010,BE254,3,0.33
2000,NUTS,2010,BE254,3,0.13
2003,NUTS,2010,BE254,3,0.25
2005,NUTS,2010,BE254,3,1.17
2006,NUTS,2010,BE254,3,0.2
2007,NUTS,2010,BE254,3,0.75
2008,NUTS,2010,BE254,3,1.75
1999,NUTS,2010,BE255,3,0.83
2000,NUTS,2010,BE255,3,0.4
2001,NUTS,2010,BE255,3,1.2
2002,NUTS,2010,BE255,3,0.2
2003,NUTS,2010,BE255,3,2.01
2005,NUTS,2010,BE255,3,0.67
2006,NUTS,2010,BE255,3,0.5
2009,NUTS,2010,BE255,3,2.0
2010,NUTS,2010,BE255,3,0.5
2011,NUTS,2010,BE255,3,1.67
2012,NUTS,2010,BE255,3,1.0
1984,NUTS,2010,BE256,3,0.5
1988,NUTS,2010,BE256,3,1.0
2007,NUTS,2010,BE256,3,0.25
2008,NUTS,2010,BE256,3,0.5
2009,NUTS,2010,BE256,3,0.5
2002,NUTS,2010,BE257,3,0.44
2005,NUTS,2010,BE257,3,1.0
2009,NUTS,2010,BE257,3,1.0
2011,NUTS,2010,BE257,3,1.0
1980,NUTS,2010,BE3,1,1.0
1981,NUTS,2010,BE3,1,0.5
1982,NUTS,2010,BE3,1,1.0
1983,NUTS,2010,BE3,1,1.0
1984,NUTS,2010,BE3,1,1.0
1985,NUTS,2010,BE3,1,0.5
1988,NUTS,2010,BE3,1,1.0
1989,NUTS,2010,BE3,1,2.0
1990,NUTS,2010,BE3,1,1.17
1993,NUTS,2010,BE3,1,2.13
1994,NUTS,2010,BE3,1,0.67
1995,NUTS,2010,BE3,1,0.14
1999,NUTS,2010,BE3,1,4.4
2000,NUTS,2010,BE3,1,3.07
2001,NUTS,2010,BE3,1,5.4
2002,NUTS,2010,BE3,1,5.92
2003,NUTS,2010,BE3,1,3.67
2004,NUTS,2010,BE3,1,5.67
2005,NUTS,2010,BE3,1,5.98
2006,NUTS,2010,BE3,1,7.79
2007,NUTS,2010,BE3,1,4.13
2008,NUTS,2010,BE3,1,12.02
2009,NUTS,2010,BE3,1,15.77
2010,NUTS,2010,BE3,1,12.43
2011,NUTS,2010,BE3,1,11.14
2012,NUTS,2010,BE3,1,6.48
1982,NUTS,2010,BE31,2,0.33
1988,NUTS,2010,BE31,2,1.0
1989,NUTS,2010,BE31,2,2.0
1990,NUTS,2010,BE31,2,0.5
1993,NUTS,2010,BE31,2,0.73
1994,NUTS,2010,BE31,2,0.67
1995,NUTS,2010,BE31,2,0.14
1999,NUTS,2010,BE31,2,2.17
2000,NUTS,2010,BE31,2,1.07
2001,NUTS,2010,BE31,2,2.25
2002,NUTS,2010,BE31,2,3.27
2003,NUTS,2010,BE31,2,0.33
2004,NUTS,2010,BE31,2,3.33
2005,NUTS,2010,BE31,2,4.53
2006,NUTS,2010,BE31,2,3.21
2007,NUTS,2010,BE31,2,2.23
2008,NUTS,2010,BE31,2,2.68
2009,NUTS,2010,BE31,2,5.95
2010,NUTS,2010,BE31,2,2.39
2011,NUTS,2010,BE31,2,2.42
2012,NUTS,2010,BE31,2,2.9
1982,NUTS,2010,BE310,3,0.33
1988,NUTS,2010,BE310,3,1.0
1989,NUTS,2010,BE310,3,2.0
1990,NUTS,2010,BE310,3,0.5
1993,NUTS,2010,BE310,3,0.73
1994,NUTS,2010,BE310,3,0.67
1995,NUTS,2010,BE310,3,0.14
1999,NUTS,2010,BE310,3,2.17
2000,NUTS,2010,BE310,3,1.07
2001,NUTS,2010,BE310,3,2.25
2002,NUTS,2010,BE310,3,3.27
2003,NUTS,2010,BE310,3,0.33
2004,NUTS,2010,BE310,3,3.33
2005,NUTS,2010,BE310,3,4.53
2006,NUTS,2010,BE310,3,3.21
2007,NUTS,2010,BE310,3,2.23
2008,NUTS,2010,BE310,3,2.68
2009,NUTS,2010,BE310,3,5.95
2010,NUTS,2010,BE310,3,2.39
2011,NUTS,2010,BE310,3,2.42
2012,NUTS,2010,BE310,3,2.9
1980,NUTS,2010,BE32,2,1.0
1993,NUTS,2010,BE32,2,1.0
1999,NUTS,2010,BE32,2,0.7
2003,NUTS,2010,BE32,2,0.67
2005,NUTS,2010,BE32,2,0.13
2006,NUTS,2010,BE32,2,1.0
2008,NUTS,2010,BE32,2,2.33
2009,NUTS,2010,BE32,2,5.5
2010,NUTS,2010,BE32,2,4.0
2011,NUTS,2010,BE32,2,3.92
2012,NUTS,2010,BE32,2,0.85
1993,NUTS,2010,BE321,3,1.0
2003,NUTS,2010,BE321,3,0.33
1980,NUTS,2010,BE322,3,1.0
1999,NUTS,2010,BE322,3,0.2
2006,NUTS,2010,BE322,3,1.0
2008,NUTS,2010,BE322,3,2.33
2009,NUTS,2010,BE322,3,4.0
2010,NUTS,2010,BE322,3,3.0
2011,NUTS,2010,BE322,3,1.92
2011,NUTS,2010,BE323,3,0.33
2012,NUTS,2010,BE323,3,0.14
2003,NUTS,2010,BE325,3,0.33
2009,NUTS,2010,BE325,3,1.5
2012,NUTS,2010,BE325,3,0.17
1999,NUTS,2010,BE326,3,0.5
2005,NUTS,2010,BE326,3,0.13
2010,NUTS,2010,BE326,3,1.0
2011,NUTS,2010,BE326,3,1.33
2011,NUTS,2010,BE327,3,0.33
2012,NUTS,2010,BE327,3,0.54
1983,NUTS,2010,BE33,2,1.0
1985,NUTS,2010,BE33,2,0.5
1990,NUTS,2010,BE33,2,0.67
1993,NUTS,2010,BE33,2,0.2
1999,NUTS,2010,BE33,2,1.33
2000,NUTS,2010,BE33,2,2.0
2001,NUTS,2010,BE33,2,2.65
2002,NUTS,2010,BE33,2,1.3
2003,NUTS,2010,BE33,2,1.0
2004,NUTS,2010,BE33,2,1.67
2005,NUTS,2010,BE33,2,0.5
2006,NUTS,2010,BE33,2,2.0
2007,NUTS,2010,BE33,2,1.4
2008,NUTS,2010,BE33,2,4.5
2009,NUTS,2010,BE33,2,3.62
2010,NUTS,2010,BE33,2,3.29
2011,NUTS,2010,BE33,2,2.31
2012,NUTS,2010,BE33,2,0.89
2005,NUTS,2010,BE331,3,0.5
2010,NUTS,2010,BE331,3,0.33
2011,NUTS,2010,BE331,3,0.14
2012,NUTS,2010,BE331,3,0.25
1993,NUTS,2010,BE332,3,0.2
1999,NUTS,2010,BE332,3,1.33
2000,NUTS,2010,BE332,3,2.0
2001,NUTS,2010,BE332,3,2.0
2002,NUTS,2010,BE332,3,0.6
2003,NUTS,2010,BE332,3,0.67
2004,NUTS,2010,BE332,3,1.67
2006,NUTS,2010,BE332,3,1.0
2007,NUTS,2010,BE332,3,1.0
2008,NUTS,2010,BE332,3,3.07
2009,NUTS,2010,BE332,3,1.5
2010,NUTS,2010,BE332,3,1.67
2011,NUTS,2010,BE332,3,0.67
2012,NUTS,2010,BE332,3,0.5
2001,NUTS,2010,BE334,3,0.2
2002,NUTS,2010,BE334,3,0.6
2003,NUTS,2010,BE334,3,0.33
2006,NUTS,2010,BE334,3,1.0
2008,NUTS,2010,BE334,3,0.53
2009,NUTS,2010,BE334,3,0.33
2011,NUTS,2010,BE334,3,1.0
2012,NUTS,2010,BE334,3,0.14
1983,NUTS,2010,BE335,3,1.0
