year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrst
2012,NUTS,2010,EL5,1,21.1
2013,NUTS,2010,EL5,1,21.3
2014,NUTS,2010,EL5,1,21.8
2015,NUTS,2010,EL5,1,23.0
2016,NUTS,2010,EL5,1,24.8
2017,NUTS,2010,EL5,1,25.2
2018,NUTS,2010,EL5,1,25.7
2019,NUTS,2010,EL5,1,25.3
2020,NUTS,2010,EL5,1,25.7
2011,NUTS,2010,EL51,2,16.1
2012,NUTS,2010,EL51,2,16.5
2013,NUTS,2010,EL51,2,16.5
2014,NUTS,2010,EL51,2,17.9
2015,NUTS,2010,EL51,2,19.2
2016,NUTS,2010,EL51,2,21.0
2017,NUTS,2010,EL51,2,21.3
2018,NUTS,2010,EL51,2,21.2
2019,NUTS,2010,EL51,2,20.5
2020,NUTS,2010,EL51,2,21.0
2011,NUTS,2010,EL52,2,23.3
2012,NUTS,2010,EL52,2,23.5
2013,NUTS,2010,EL52,2,23.4
2014,NUTS,2010,EL52,2,23.7
2015,NUTS,2010,EL52,2,25.0
2016,NUTS,2010,EL52,2,26.8
2017,NUTS,2010,EL52,2,26.9
2018,NUTS,2010,EL52,2,27.2
2019,NUTS,2010,EL52,2,26.9
2020,NUTS,2010,EL52,2,27.5
2011,NUTS,2010,EL53,2,16.8
2012,NUTS,2010,EL53,2,15.9
2013,NUTS,2010,EL53,2,17.6
2014,NUTS,2010,EL53,2,18.7
2015,NUTS,2010,EL53,2,19.1
2016,NUTS,2010,EL53,2,20.3
2017,NUTS,2010,EL53,2,22.1
2018,NUTS,2010,EL53,2,22.1
2019,NUTS,2010,EL53,2,23.1
2020,NUTS,2010,EL53,2,22.2
2011,NUTS,2010,EL54,2,19.1
2012,NUTS,2010,EL54,2,20.1
2013,NUTS,2010,EL54,2,21.3
2014,NUTS,2010,EL54,2,21.0
2015,NUTS,2010,EL54,2,22.0
2016,NUTS,2010,EL54,2,23.8
2017,NUTS,2010,EL54,2,25.2
2018,NUTS,2010,EL54,2,28.1
2019,NUTS,2010,EL54,2,26.5
2020,NUTS,2010,EL54,2,26.4
2011,NUTS,2010,EL6,1,18.0
2012,NUTS,2010,EL6,1,17.6
2013,NUTS,2010,EL6,1,18.4
2014,NUTS,2010,EL6,1,18.7
2015,NUTS,2010,EL6,1,19.5
2016,NUTS,2010,EL6,1,20.0
2017,NUTS,2010,EL6,1,21.7
2018,NUTS,2010,EL6,1,22.2
2019,NUTS,2010,EL6,1,21.8
2020,NUTS,2010,EL6,1,22.6
2011,NUTS,2010,EL61,2,20.4
2012,NUTS,2010,EL61,2,20.6
2013,NUTS,2010,EL61,2,21.2
2014,NUTS,2010,EL61,2,21.7
2015,NUTS,2010,EL61,2,22.4
2016,NUTS,2010,EL61,2,21.9
2017,NUTS,2010,EL61,2,25.3
2018,NUTS,2010,EL61,2,27.6
2019,NUTS,2010,EL61,2,26.8
2020,NUTS,2010,EL61,2,26.5
2011,NUTS,2010,EL62,2,16.6
2012,NUTS,2010,EL62,2,13.8
2013,NUTS,2010,EL62,2,15.5
2014,NUTS,2010,EL62,2,16.6
2015,NUTS,2010,EL62,2,17.6
2016,NUTS,2010,EL62,2,19.6
2017,NUTS,2010,EL62,2,19.8
2018,NUTS,2010,EL62,2,21.2
2019,NUTS,2010,EL62,2,22.6
2020,NUTS,2010,EL62,2,20.5
2011,NUTS,2010,EL63,2,18.5
2012,NUTS,2010,EL63,2,18.1
2013,NUTS,2010,EL63,2,18.9
2014,NUTS,2010,EL63,2,19.5
2015,NUTS,2010,EL63,2,19.6
2016,NUTS,2010,EL63,2,19.8
2017,NUTS,2010,EL63,2,20.4
2018,NUTS,2010,EL63,2,18.8
2019,NUTS,2010,EL63,2,17.4
2020,NUTS,2010,EL63,2,20.5
2011,NUTS,2010,EL64,2,15.8
2012,NUTS,2010,EL64,2,15.6
2013,NUTS,2010,EL64,2,16.1
2014,NUTS,2010,EL64,2,15.7
2015,NUTS,2010,EL64,2,16.8
2016,NUTS,2010,EL64,2,18.3
2017,NUTS,2010,EL64,2,20.1
2018,NUTS,2010,EL64,2,20.4
2019,NUTS,2010,EL64,2,20.2
2020,NUTS,2010,EL64,2,21.5
2011,NUTS,2010,EL65,2,16.6
2012,NUTS,2010,EL65,2,16.4
2013,NUTS,2010,EL65,2,17.3
2014,NUTS,2010,EL65,2,17.7
2015,NUTS,2010,EL65,2,19.1
2016,NUTS,2010,EL65,2,19.5
2017,NUTS,2010,EL65,2,20.7
2018,NUTS,2010,EL65,2,21.6
2019,NUTS,2010,EL65,2,22.1
2020,NUTS,2010,EL65,2,21.8
2011,NUTS,2010,ES,0,29.8
2012,NUTS,2010,ES,0,30.1
2013,NUTS,2010,ES,0,30.8
2014,NUTS,2010,ES,0,31.6
2015,NUTS,2010,ES,0,32.0
2016,NUTS,2010,ES,0,32.7
2017,NUTS,2010,ES,0,33.2
2018,NUTS,2010,ES,0,33.9
2019,NUTS,2010,ES,0,35.0
2020,NUTS,2010,ES,0,35.9
2011,NUTS,2010,ES1,1,30.0
2012,NUTS,2010,ES1,1,30.1
2013,NUTS,2010,ES1,1,30.8
2014,NUTS,2010,ES1,1,31.6
2015,NUTS,2010,ES1,1,32.6
2016,NUTS,2010,ES1,1,33.4
2017,NUTS,2010,ES1,1,33.9
2018,NUTS,2010,ES1,1,34.3
2019,NUTS,2010,ES1,1,35.1
2020,NUTS,2010,ES1,1,36.7
2011,NUTS,2010,ES11,2,28.3
2012,NUTS,2010,ES11,2,28.4
2013,NUTS,2010,ES11,2,28.8
2014,NUTS,2010,ES11,2,29.9
2015,NUTS,2010,ES11,2,31.2
2016,NUTS,2010,ES11,2,31.9
2017,NUTS,2010,ES11,2,32.1
2018,NUTS,2010,ES11,2,32.5
2019,NUTS,2010,ES11,2,33.7
2020,NUTS,2010,ES11,2,35.6
2011,NUTS,2010,ES12,2,32.6
2012,NUTS,2010,ES12,2,32.5
2013,NUTS,2010,ES12,2,34.1
2014,NUTS,2010,ES12,2,34.6
2015,NUTS,2010,ES12,2,35.2
2016,NUTS,2010,ES12,2,35.9
2017,NUTS,2010,ES12,2,37.1
2018,NUTS,2010,ES12,2,37.4
2019,NUTS,2010,ES12,2,37.4
2020,NUTS,2010,ES12,2,38.9
2011,NUTS,2010,ES13,2,32.9
2012,NUTS,2010,ES13,2,33.4
2013,NUTS,2010,ES13,2,34.1
2014,NUTS,2010,ES13,2,34.4
2015,NUTS,2010,ES13,2,34.7
2016,NUTS,2010,ES13,2,35.6
2017,NUTS,2010,ES13,2,36.2
2018,NUTS,2010,ES13,2,36.9
2019,NUTS,2010,ES13,2,37.3
2020,NUTS,2010,ES13,2,38.1
2011,NUTS,2010,ES2,1,36.8
2012,NUTS,2010,ES2,1,37.4
2013,NUTS,2010,ES2,1,37.5
2014,NUTS,2010,ES2,1,37.7
2015,NUTS,2010,ES2,1,37.9
2016,NUTS,2010,ES2,1,38.9
2017,NUTS,2010,ES2,1,39.2
2018,NUTS,2010,ES2,1,39.6
2019,NUTS,2010,ES2,1,40.6
2020,NUTS,2010,ES2,1,42.0
2011,NUTS,2010,ES21,2,40.6
2012,NUTS,2010,ES21,2,41.6
2013,NUTS,2010,ES21,2,41.7
2014,NUTS,2010,ES21,2,41.3
2015,NUTS,2010,ES21,2,42.0
2016,NUTS,2010,ES21,2,42.9
2017,NUTS,2010,ES21,2,43.2
2018,NUTS,2010,ES21,2,43.4
2019,NUTS,2010,ES21,2,44.3
2020,NUTS,2010,ES21,2,46.4
2011,NUTS,2010,ES22,2,36.3
2012,NUTS,2010,ES22,2,36.1
2013,NUTS,2010,ES22,2,36.7
2014,NUTS,2010,ES22,2,37.9
2015,NUTS,2010,ES22,2,37.0
2016,NUTS,2010,ES22,2,38.8
2017,NUTS,2010,ES22,2,39.6
2018,NUTS,2010,ES22,2,39.5
2019,NUTS,2010,ES22,2,41.0
2020,NUTS,2010,ES22,2,42.1
2011,NUTS,2010,ES23,2,30.5
2012,NUTS,2010,ES23,2,31.7
2013,NUTS,2010,ES23,2,32.1
2014,NUTS,2010,ES23,2,33.6
2015,NUTS,2010,ES23,2,35.4
2016,NUTS,2010,ES23,2,34.0
2017,NUTS,2010,ES23,2,33.2
2018,NUTS,2010,ES23,2,34.2
2019,NUTS,2010,ES23,2,34.7
2020,NUTS,2010,ES23,2,35.1
2011,NUTS,2010,ES24,2,32.2
2012,NUTS,2010,ES24,2,32.3
2013,NUTS,2010,ES24,2,32.1
2014,NUTS,2010,ES24,2,32.5
2015,NUTS,2010,ES24,2,32.3
2016,NUTS,2010,ES24,2,33.5
2017,NUTS,2010,ES24,2,33.6
2018,NUTS,2010,ES24,2,34.6
2019,NUTS,2010,ES24,2,35.5
2020,NUTS,2010,ES24,2,36.2
2011,NUTS,2010,ES3,1,41.7
2012,NUTS,2010,ES3,1,42.4
2013,NUTS,2010,ES3,1,43.1
2014,NUTS,2010,ES3,1,44.2
2015,NUTS,2010,ES3,1,43.8
2016,NUTS,2010,ES3,1,43.4
2017,NUTS,2010,ES3,1,44.2
2018,NUTS,2010,ES3,1,43.9
2019,NUTS,2010,ES3,1,45.5
2020,NUTS,2010,ES3,1,45.7
2011,NUTS,2010,ES30,2,41.7
2012,NUTS,2010,ES30,2,42.4
2013,NUTS,2010,ES30,2,43.1
2014,NUTS,2010,ES30,2,44.2
2015,NUTS,2010,ES30,2,43.8
2016,NUTS,2010,ES30,2,43.4
2017,NUTS,2010,ES30,2,44.2
2018,NUTS,2010,ES30,2,43.9
2019,NUTS,2010,ES30,2,45.5
2020,NUTS,2010,ES30,2,45.7
2011,NUTS,2010,ES4,1,26.2
2012,NUTS,2010,ES4,1,26.2
2013,NUTS,2010,ES4,1,26.3
2014,NUTS,2010,ES4,1,27.3
2015,NUTS,2010,ES4,1,27.4
2016,NUTS,2010,ES4,1,27.1
2017,NUTS,2010,ES4,1,27.9
2018,NUTS,2010,ES4,1,28.7
2019,NUTS,2010,ES4,1,29.9
2020,NUTS,2010,ES4,1,30.2
2011,NUTS,2010,ES41,2,29.9
2012,NUTS,2010,ES41,2,30.6
2013,NUTS,2010,ES41,2,30.1
2014,NUTS,2010,ES41,2,30.6
2015,NUTS,2010,ES41,2,31.0
2016,NUTS,2010,ES41,2,30.8
2017,NUTS,2010,ES41,2,31.8
2018,NUTS,2010,ES41,2,32.9
2019,NUTS,2010,ES41,2,34.4
2020,NUTS,2010,ES41,2,34.2
2011,NUTS,2010,ES42,2,23.7
2012,NUTS,2010,ES42,2,23.6
2013,NUTS,2010,ES42,2,24.2
2014,NUTS,2010,ES42,2,25.1
2015,NUTS,2010,ES42,2,25.1
2016,NUTS,2010,ES42,2,25.1
2017,NUTS,2010,ES42,2,25.4
2018,NUTS,2010,ES42,2,26.1
2019,NUTS,2010,ES42,2,27.6
2020,NUTS,2010,ES42,2,28.5
2011,NUTS,2010,ES43,2,22.3
2012,NUTS,2010,ES43,2,21.3
2013,NUTS,2010,ES43,2,22.0
2014,NUTS,2010,ES43,2,23.9
2015,NUTS,2010,ES43,2,23.6
2016,NUTS,2010,ES43,2,22.7
2017,NUTS,2010,ES43,2,23.8
2018,NUTS,2010,ES43,2,24.2
2019,NUTS,2010,ES43,2,24.4
2020,NUTS,2010,ES43,2,24.6
2011,NUTS,2010,ES5,1,28.9
2012,NUTS,2010,ES5,1,29.0
2013,NUTS,2010,ES5,1,30.2
2014,NUTS,2010,ES5,1,31.5
2015,NUTS,2010,ES5,1,32.1
2016,NUTS,2010,ES5,1,33.0
2017,NUTS,2010,ES5,1,33.5
2018,NUTS,2010,ES5,1,34.7
2019,NUTS,2010,ES5,1,35.9
2020,NUTS,2010,ES5,1,36.5
2011,NUTS,2010,ES51,2,30.4
2012,NUTS,2010,ES51,2,30.5
2013,NUTS,2010,ES51,2,32.0
2014,NUTS,2010,ES51,2,33.6
2015,NUTS,2010,ES51,2,34.2
2016,NUTS,2010,ES51,2,35.2
2017,NUTS,2010,ES51,2,35.9
2018,NUTS,2010,ES51,2,37.1
2019,NUTS,2010,ES51,2,38.3
2020,NUTS,2010,ES51,2,38.4
2011,NUTS,2010,ES52,2,27.8
2012,NUTS,2010,ES52,2,27.7
2013,NUTS,2010,ES52,2,28.3
2014,NUTS,2010,ES52,2,29.5
2015,NUTS,2010,ES52,2,30.3
2016,NUTS,2010,ES52,2,31.0
2017,NUTS,2010,ES52,2,30.9
2018,NUTS,2010,ES52,2,32.6
2019,NUTS,2010,ES52,2,33.8
2020,NUTS,2010,ES52,2,34.6
2011,NUTS,2010,ES53,2,23.7
2012,NUTS,2010,ES53,2,24.5
2013,NUTS,2010,ES53,2,26.4
2014,NUTS,2010,ES53,2,26.9
2015,NUTS,2010,ES53,2,26.7
2016,NUTS,2010,ES53,2,27.6
2017,NUTS,2010,ES53,2,29.3
2018,NUTS,2010,ES53,2,28.7
2019,NUTS,2010,ES53,2,30.3
2020,NUTS,2010,ES53,2,33.1
2011,NUTS,2010,ES6,1,23.8
2012,NUTS,2010,ES6,1,24.0
2013,NUTS,2010,ES6,1,24.7
2014,NUTS,2010,ES6,1,24.9
2015,NUTS,2010,ES6,1,25.8
2016,NUTS,2010,ES6,1,26.5
2017,NUTS,2010,ES6,1,27.0
2018,NUTS,2010,ES6,1,27.8
2019,NUTS,2010,ES6,1,28.2
2020,NUTS,2010,ES6,1,29.4
2011,NUTS,2010,ES61,2,23.8
2012,NUTS,2010,ES61,2,24.0
2013,NUTS,2010,ES61,2,24.5
2014,NUTS,2010,ES61,2,24.9
2015,NUTS,2010,ES61,2,25.8
2016,NUTS,2010,ES61,2,26.6
2017,NUTS,2010,ES61,2,27.0
2018,NUTS,2010,ES61,2,27.8
2019,NUTS,2010,ES61,2,28.1
2020,NUTS,2010,ES61,2,29.3
2011,NUTS,2010,ES62,2,24.4
2012,NUTS,2010,ES62,2,24.6
2013,NUTS,2010,ES62,2,26.0
2014,NUTS,2010,ES62,2,25.2
2015,NUTS,2010,ES62,2,26.0
2016,NUTS,2010,ES62,2,26.4
2017,NUTS,2010,ES62,2,27.1
2018,NUTS,2010,ES62,2,28.2
2019,NUTS,2010,ES62,2,28.8
2020,NUTS,2010,ES62,2,30.1
2011,NUTS,2010,ES63,2,18.1
2012,NUTS,2010,ES63,2,19.7
2013,NUTS,2010,ES63,2,20.8
2014,NUTS,2010,ES63,2,20.5
2015,NUTS,2010,ES63,2,25.3
2016,NUTS,2010,ES63,2,26.6
2017,NUTS,2010,ES63,2,24.5
2018,NUTS,2010,ES63,2,25.2
2019,NUTS,2010,ES63,2,21.9
2020,NUTS,2010,ES63,2,23.8
2011,NUTS,2010,ES64,2,24.3
2012,NUTS,2010,ES64,2,24.0
2013,NUTS,2010,ES64,2,23.7
2014,NUTS,2010,ES64,2,23.9
2015,NUTS,2010,ES64,2,23.4
2016,NUTS,2010,ES64,2,23.7
2017,NUTS,2010,ES64,2,25.1
2018,NUTS,2010,ES64,2,26.1
2019,NUTS,2010,ES64,2,26.3
2020,NUTS,2010,ES64,2,31.1
2011,NUTS,2010,ES7,1,23.0
2012,NUTS,2010,ES7,1,24.3
2013,NUTS,2010,ES7,1,25.6
2014,NUTS,2010,ES7,1,24.6
2015,NUTS,2010,ES7,1,24.8
2016,NUTS,2010,ES7,1,27.4
2017,NUTS,2010,ES7,1,27.8
2018,NUTS,2010,ES7,1,28.5
2019,NUTS,2010,ES7,1,31.1
2020,NUTS,2010,ES7,1,31.7
2011,NUTS,2010,ES70,2,23.0
2012,NUTS,2010,ES70,2,24.3
2013,NUTS,2010,ES70,2,25.6
2014,NUTS,2010,ES70,2,24.6
2015,NUTS,2010,ES70,2,24.8
2016,NUTS,2010,ES70,2,27.4
2017,NUTS,2010,ES70,2,27.8
2018,NUTS,2010,ES70,2,28.5
2019,NUTS,2010,ES70,2,31.1
2020,NUTS,2010,ES70,2,31.7
2011,NUTS,2010,EU15,2,31.4
2012,NUTS,2010,EU15,2,32.3
2013,NUTS,2010,EU15,2,33.0
2014,NUTS,2010,EU15,2,33.5
2015,NUTS,2010,EU15,2,34.2
2016,NUTS,2010,EU15,2,34.9
2017,NUTS,2010,EU15,2,35.5
2018,NUTS,2010,EU15,2,36.3
2019,NUTS,2010,EU15,2,37.1
2011,NUTS,2010,EU27_2020,7,28.5
2012,NUTS,2010,EU27_2020,7,29.3
2013,NUTS,2010,EU27_2020,7,29.9
2014,NUTS,2010,EU27_2020,7,30.6
2015,NUTS,2010,EU27_2020,7,31.2
2016,NUTS,2010,EU27_2020,7,31.8
2017,NUTS,2010,EU27_2020,7,32.5
2018,NUTS,2010,EU27_2020,7,33.3
2019,NUTS,2010,EU27_2020,7,34.0
2020,NUTS,2010,EU27_2020,7,34.7
2011,NUTS,2010,EU28,2,29.6
2012,NUTS,2010,EU28,2,30.5
2013,NUTS,2010,EU28,2,31.1
2014,NUTS,2010,EU28,2,31.8
2015,NUTS,2010,EU28,2,32.5
2016,NUTS,2010,EU28,2,33.2
2017,NUTS,2010,EU28,2,33.8
2018,NUTS,2010,EU28,2,34.6
2019,NUTS,2010,EU28,2,35.4
2011,NUTS,2010,FI,0,38.0
2012,NUTS,2010,FI,0,38.7
2013,NUTS,2010,FI,0,39.4
2014,NUTS,2010,FI,0,40.4
2015,NUTS,2010,FI,0,41.1
2016,NUTS,2010,FI,0,41.6
2017,NUTS,2010,FI,0,42.2
2018,NUTS,2010,FI,0,43.4
2019,NUTS,2010,FI,0,44.4
2020,NUTS,2010,FI,0,45.7
2011,NUTS,2010,FI1,1,38.0
2012,NUTS,2010,FI1,1,38.7
2013,NUTS,2010,FI1,1,39.4
2014,NUTS,2010,FI1,1,40.4
2015,NUTS,2010,FI1,1,41.1
2016,NUTS,2010,FI1,1,41.6
2017,NUTS,2010,FI1,1,42.2
2018,NUTS,2010,FI1,1,43.4
2019,NUTS,2010,FI1,1,44.5
2020,NUTS,2010,FI1,1,45.7
2011,NUTS,2010,FI19,2,33.8
2012,NUTS,2010,FI19,2,34.4
2013,NUTS,2010,FI19,2,36.0
2014,NUTS,2010,FI19,2,37.3
2015,NUTS,2010,FI19,2,37.6
2016,NUTS,2010,FI19,2,38.1
2017,NUTS,2010,FI19,2,38.8
2018,NUTS,2010,FI19,2,40.5
2019,NUTS,2010,FI19,2,41.3
2020,NUTS,2010,FI19,2,42.3
2011,NUTS,2010,FI1B,2,49.5
2012,NUTS,2010,FI1B,2,50.0
2013,NUTS,2010,FI1B,2,50.2
2014,NUTS,2010,FI1B,2,50.8
2015,NUTS,2010,FI1B,2,51.6
2016,NUTS,2010,FI1B,2,51.9
2017,NUTS,2010,FI1B,2,52.0
2018,NUTS,2010,FI1B,2,52.8
2019,NUTS,2010,FI1B,2,54.1
2020,NUTS,2010,FI1B,2,55.4
2011,NUTS,2010,FI1C,2,34.0
2012,NUTS,2010,FI1C,2,35.0
2013,NUTS,2010,FI1C,2,35.6
2014,NUTS,2010,FI1C,2,36.6
2015,NUTS,2010,FI1C,2,37.4
2016,NUTS,2010,FI1C,2,37.8
2017,NUTS,2010,FI1C,2,38.5
2018,NUTS,2010,FI1C,2,39.8
2019,NUTS,2010,FI1C,2,40.7
2020,NUTS,2010,FI1C,2,42.4
2011,NUTS,2010,FI1D,2,32.0
2012,NUTS,2010,FI1D,2,32.4
2013,NUTS,2010,FI1D,2,32.8
2014,NUTS,2010,FI1D,2,33.9
2015,NUTS,2010,FI1D,2,34.7
2016,NUTS,2010,FI1D,2,35.1
2017,NUTS,2010,FI1D,2,36.2
2018,NUTS,2010,FI1D,2,37.0
2019,NUTS,2010,FI1D,2,38.1
2020,NUTS,2010,FI1D,2,39.0
2011,NUTS,2010,FI2,1,35.4
2012,NUTS,2010,FI2,1,38.4
2013,NUTS,2010,FI2,1,40.6
2014,NUTS,2010,FI2,1,38.0
2015,NUTS,2010,FI2,1,37.7
2016,NUTS,2010,FI2,1,41.8
2017,NUTS,2010,FI2,1,41.5
2018,NUTS,2010,FI2,1,39.0
2019,NUTS,2010,FI2,1,38.2
2020,NUTS,2010,FI2,1,43.3
2011,NUTS,2010,FI20,2,35.4
2012,NUTS,2010,FI20,2,38.4
2013,NUTS,2010,FI20,2,40.6
2014,NUTS,2010,FI20,2,38.0
2015,NUTS,2010,FI20,2,37.7
2016,NUTS,2010,FI20,2,41.8
2017,NUTS,2010,FI20,2,41.5
2018,NUTS,2010,FI20,2,39.0
2019,NUTS,2010,FI20,2,38.2
2020,NUTS,2010,FI20,2,43.3
2011,NUTS,2010,FR,0,34.1
2012,NUTS,2010,FR,0,34.9
2013,NUTS,2010,FR,0,35.7
2014,NUTS,2010,FR,0,35.4
2015,NUTS,2010,FR,0,35.9
2016,NUTS,2010,FR,0,36.3
2017,NUTS,2010,FR,0,36.7
2018,NUTS,2010,FR,0,37.7
2019,NUTS,2010,FR,0,38.5
2020,NUTS,2010,FR,0,39.6
2011,NUTS,2010,FR1,1,44.5
2012,NUTS,2010,FR1,1,45.0
2013,NUTS,2010,FR1,1,44.6
2014,NUTS,2010,FR1,1,45.7
2015,NUTS,2010,FR1,1,47.0
2016,NUTS,2010,FR1,1,47.4
2017,NUTS,2010,FR1,1,47.9
2018,NUTS,2010,FR1,1,48.9
2019,NUTS,2010,FR1,1,50.2
2020,NUTS,2010,FR1,1,52.5
2011,NUTS,2010,FR10,2,44.5
2012,NUTS,2010,FR10,2,45.0
2013,NUTS,2010,FR10,2,44.6
2014,NUTS,2010,FR10,2,45.7
2015,NUTS,2010,FR10,2,47.0
2016,NUTS,2010,FR10,2,47.4
2017,NUTS,2010,FR10,2,47.9
2018,NUTS,2010,FR10,2,48.9
2019,NUTS,2010,FR10,2,50.2
2020,NUTS,2010,FR10,2,52.5
2011,NUTS,2010,FRB,1,30.0
2012,NUTS,2010,FRB,1,31.5
2013,NUTS,2010,FRB,1,31.2
2014,NUTS,2010,FRB,1,30.1
2015,NUTS,2010,FRB,1,31.9
2016,NUTS,2010,FRB,1,31.9
2017,NUTS,2010,FRB,1,31.6
2018,NUTS,2010,FRB,1,33.1
2019,NUTS,2010,FRB,1,33.2
2020,NUTS,2010,FRB,1,32.9
2011,NUTS,2010,FRB0,2,30.0
2012,NUTS,2010,FRB0,2,31.5
2013,NUTS,2010,FRB0,2,31.2
2014,NUTS,2010,FRB0,2,30.1
2015,NUTS,2010,FRB0,2,31.9
2016,NUTS,2010,FRB0,2,31.9
2017,NUTS,2010,FRB0,2,31.6
2018,NUTS,2010,FRB0,2,33.1
2019,NUTS,2010,FRB0,2,33.2
2020,NUTS,2010,FRB0,2,32.9
2011,NUTS,2010,FRC,1,27.8
2012,NUTS,2010,FRC,1,29.6
2013,NUTS,2010,FRC,1,31.0
2014,NUTS,2010,FRC,1,30.6
2015,NUTS,2010,FRC,1,29.6
2016,NUTS,2010,FRC,1,32.3
2017,NUTS,2010,FRC,1,33.7
2018,NUTS,2010,FRC,1,33.4
2019,NUTS,2010,FRC,1,32.9
2020,NUTS,2010,FRC,1,35.5
2011,NUTS,2010,FRC1,2,28.0
2012,NUTS,2010,FRC1,2,29.5
2013,NUTS,2010,FRC1,2,29.9
2014,NUTS,2010,FRC1,2,30.3
2015,NUTS,2010,FRC1,2,29.8
2016,NUTS,2010,FRC1,2,31.4
2017,NUTS,2010,FRC1,2,32.7
2018,NUTS,2010,FRC1,2,33.3
2019,NUTS,2010,FRC1,2,33.6
2020,NUTS,2010,FRC1,2,35.4
2011,NUTS,2010,FRC2,2,27.5
2012,NUTS,2010,FRC2,2,29.6
2013,NUTS,2010,FRC2,2,32.7
2014,NUTS,2010,FRC2,2,31.0
2015,NUTS,2010,FRC2,2,29.3
2016,NUTS,2010,FRC2,2,33.6
2017,NUTS,2010,FRC2,2,35.1
2018,NUTS,2010,FRC2,2,33.4
2019,NUTS,2010,FRC2,2,31.8
2020,NUTS,2010,FRC2,2,35.5
2011,NUTS,2010,FRD,1,28.2
2012,NUTS,2010,FRD,1,28.9
2013,NUTS,2010,FRD,1,29.1
2014,NUTS,2010,FRD,1,29.0
2015,NUTS,2010,FRD,1,30.4
2016,NUTS,2010,FRD,1,29.8
2017,NUTS,2010,FRD,1,29.1
2018,NUTS,2010,FRD,1,30.3
2019,NUTS,2010,FRD,1,30.6
2020,NUTS,2010,FRD,1,33.0
2011,NUTS,2010,FRD1,2,27.9
2012,NUTS,2010,FRD1,2,28.3
2013,NUTS,2010,FRD1,2,29.2
2014,NUTS,2010,FRD1,2,28.2
2015,NUTS,2010,FRD1,2,29.7
2016,NUTS,2010,FRD1,2,29.0
2017,NUTS,2010,FRD1,2,27.6
2018,NUTS,2010,FRD1,2,31.1
2019,NUTS,2010,FRD1,2,30.5
2020,NUTS,2010,FRD1,2,33.4
2011,NUTS,2010,FRD2,2,28.4
2012,NUTS,2010,FRD2,2,29.4
2013,NUTS,2010,FRD2,2,29.1
2014,NUTS,2010,FRD2,2,29.6
2015,NUTS,2010,FRD2,2,31.0
2016,NUTS,2010,FRD2,2,30.5
2017,NUTS,2010,FRD2,2,30.2
2018,NUTS,2010,FRD2,2,29.7
2019,NUTS,2010,FRD2,2,30.8
2020,NUTS,2010,FRD2,2,32.8
2011,NUTS,2010,FRE,1,27.7
2012,NUTS,2010,FRE,1,28.5
2013,NUTS,2010,FRE,1,29.2
2014,NUTS,2010,FRE,1,28.7
2015,NUTS,2010,FRE,1,29.2
2016,NUTS,2010,FRE,1,29.3
2017,NUTS,2010,FRE,1,30.3
2018,NUTS,2010,FRE,1,31.6
2019,NUTS,2010,FRE,1,31.7
2020,NUTS,2010,FRE,1,32.4
2011,NUTS,2010,FRE1,2,28.2
2012,NUTS,2010,FRE1,2,29.7
2013,NUTS,2010,FRE1,2,30.9
2014,NUTS,2010,FRE1,2,30.5
2015,NUTS,2010,FRE1,2,29.8
2016,NUTS,2010,FRE1,2,30.2
2017,NUTS,2010,FRE1,2,31.1
2018,NUTS,2010,FRE1,2,32.3
2019,NUTS,2010,FRE1,2,32.9
2020,NUTS,2010,FRE1,2,32.8
2011,NUTS,2010,FRE2,2,26.7
2012,NUTS,2010,FRE2,2,25.8
2013,NUTS,2010,FRE2,2,25.4
2014,NUTS,2010,FRE2,2,24.9
2015,NUTS,2010,FRE2,2,27.9
2016,NUTS,2010,FRE2,2,27.3
2017,NUTS,2010,FRE2,2,28.6
2018,NUTS,2010,FRE2,2,30.3
2019,NUTS,2010,FRE2,2,29.2
2020,NUTS,2010,FRE2,2,31.6
2011,NUTS,2010,FRF,1,29.8
2012,NUTS,2010,FRF,1,29.4
2013,NUTS,2010,FRF,1,31.3
2014,NUTS,2010,FRF,1,31.7
2015,NUTS,2010,FRF,1,32.4
2016,NUTS,2010,FRF,1,32.2
2017,NUTS,2010,FRF,1,31.7
2018,NUTS,2010,FRF,1,32.8
2019,NUTS,2010,FRF,1,34.9
2020,NUTS,2010,FRF,1,34.0
2011,NUTS,2010,FRF1,2,33.9
2012,NUTS,2010,FRF1,2,32.5
2013,NUTS,2010,FRF1,2,34.0
2014,NUTS,2010,FRF1,2,34.1
2015,NUTS,2010,FRF1,2,36.6
2016,NUTS,2010,FRF1,2,37.1
2017,NUTS,2010,FRF1,2,34.9
2018,NUTS,2010,FRF1,2,36.4
2019,NUTS,2010,FRF1,2,38.3
2020,NUTS,2010,FRF1,2,39.7
2011,NUTS,2010,FRF2,2,26.0
2012,NUTS,2010,FRF2,2,26.4
2013,NUTS,2010,FRF2,2,27.2
2014,NUTS,2010,FRF2,2,26.9
2015,NUTS,2010,FRF2,2,26.4
2016,NUTS,2010,FRF2,2,25.7
2017,NUTS,2010,FRF2,2,26.1
2018,NUTS,2010,FRF2,2,29.3
2019,NUTS,2010,FRF2,2,29.4
2020,NUTS,2010,FRF2,2,26.9
2011,NUTS,2010,FRF3,2,28.5
