year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_pc_act_fte_rse_hes
2018,NUTS,2010,UKH,1,0.4584
2005,NUTS,2010,UKH1,2,0.7411
2006,NUTS,2010,UKH1,2,0.7827
2007,NUTS,2010,UKH1,2,0.7959
2008,NUTS,2010,UKH1,2,0.7603
2009,NUTS,2010,UKH1,2,0.7913
2010,NUTS,2010,UKH1,2,0.8145
2011,NUTS,2010,UKH1,2,0.7847
2012,NUTS,2010,UKH1,2,0.8088
2013,NUTS,2010,UKH1,2,0.8576
2014,NUTS,2010,UKH1,2,0.8363
2015,NUTS,2010,UKH1,2,0.855
2016,NUTS,2010,UKH1,2,0.8523
2017,NUTS,2010,UKH1,2,0.8892
2018,NUTS,2010,UKH1,2,0.8504
2005,NUTS,2010,UKH2,2,0.2533
2006,NUTS,2010,UKH2,2,0.2716
2007,NUTS,2010,UKH2,2,0.2605
2008,NUTS,2010,UKH2,2,0.2516
2009,NUTS,2010,UKH2,2,0.2531
2010,NUTS,2010,UKH2,2,0.2648
2011,NUTS,2010,UKH2,2,0.2348
2012,NUTS,2010,UKH2,2,0.2353
2013,NUTS,2010,UKH2,2,0.2228
2014,NUTS,2010,UKH2,2,0.2291
2015,NUTS,2010,UKH2,2,0.2286
2016,NUTS,2010,UKH2,2,0.2283
2017,NUTS,2010,UKH2,2,0.2336
2018,NUTS,2010,UKH2,2,0.2252
2005,NUTS,2010,UKH3,2,0.172
2006,NUTS,2010,UKH3,2,0.1634
2007,NUTS,2010,UKH3,2,0.1487
2008,NUTS,2010,UKH3,2,0.1571
2009,NUTS,2010,UKH3,2,0.1697
2010,NUTS,2010,UKH3,2,0.1693
2011,NUTS,2010,UKH3,2,0.1568
2012,NUTS,2010,UKH3,2,0.157
2013,NUTS,2010,UKH3,2,0.1566
2014,NUTS,2010,UKH3,2,0.1637
2015,NUTS,2010,UKH3,2,0.1662
2016,NUTS,2010,UKH3,2,0.1579
2017,NUTS,2010,UKH3,2,0.1664
2018,NUTS,2010,UKH3,2,0.1643
2005,NUTS,2010,UKI,1,0.7136
2006,NUTS,2010,UKI,1,0.7183
2007,NUTS,2010,UKI,1,0.7237
2008,NUTS,2010,UKI,1,0.7311
2009,NUTS,2010,UKI,1,0.76
2010,NUTS,2010,UKI,1,0.7725
2011,NUTS,2010,UKI,1,0.7129
2012,NUTS,2010,UKI,1,0.7118
2013,NUTS,2010,UKI,1,0.7174
2014,NUTS,2010,UKI,1,0.7095
2015,NUTS,2010,UKI,1,0.7063
2016,NUTS,2010,UKI,1,0.6937
2017,NUTS,2010,UKI,1,0.688
2018,NUTS,2010,UKI,1,0.6809
2011,NUTS,2010,UKI3,2,4.0482
2012,NUTS,2010,UKI3,2,3.9425
2013,NUTS,2010,UKI3,2,4.0959
2014,NUTS,2010,UKI3,2,3.9126
2015,NUTS,2010,UKI3,2,3.9879
2016,NUTS,2010,UKI3,2,3.8458
2017,NUTS,2010,UKI3,2,4.0389
2018,NUTS,2010,UKI3,2,3.9212
2011,NUTS,2010,UKI4,2,0.3538
2012,NUTS,2010,UKI4,2,0.3521
2013,NUTS,2010,UKI4,2,0.3467
2014,NUTS,2010,UKI4,2,0.3358
2015,NUTS,2010,UKI4,2,0.3235
2016,NUTS,2010,UKI4,2,0.3192
2017,NUTS,2010,UKI4,2,0.3134
2018,NUTS,2010,UKI4,2,0.3103
2011,NUTS,2010,UKI5,2,0.0756
2012,NUTS,2010,UKI5,2,0.0763
2013,NUTS,2010,UKI5,2,0.0748
2014,NUTS,2010,UKI5,2,0.0733
2015,NUTS,2010,UKI5,2,0.0648
2016,NUTS,2010,UKI5,2,0.0612
2017,NUTS,2010,UKI5,2,0.0604
2018,NUTS,2010,UKI5,2,0.0556
2011,NUTS,2010,UKI6,2,0.0806
2012,NUTS,2010,UKI6,2,0.0776
2013,NUTS,2010,UKI6,2,0.0735
2014,NUTS,2010,UKI6,2,0.0767
2015,NUTS,2010,UKI6,2,0.0815
2016,NUTS,2010,UKI6,2,0.0878
2017,NUTS,2010,UKI6,2,0.0866
2018,NUTS,2010,UKI6,2,0.0852
2011,NUTS,2010,UKI7,2,0.1981
2012,NUTS,2010,UKI7,2,0.1869
2013,NUTS,2010,UKI7,2,0.2027
2014,NUTS,2010,UKI7,2,0.1985
2015,NUTS,2010,UKI7,2,0.1941
2016,NUTS,2010,UKI7,2,0.1848
2017,NUTS,2010,UKI7,2,0.1846
2018,NUTS,2010,UKI7,2,0.1783
2005,NUTS,2010,UKJ,1,0.4741
2006,NUTS,2010,UKJ,1,0.4868
2007,NUTS,2010,UKJ,1,0.4853
2008,NUTS,2010,UKJ,1,0.4859
2009,NUTS,2010,UKJ,1,0.5108
2010,NUTS,2010,UKJ,1,0.5093
2011,NUTS,2010,UKJ,1,0.4906
2012,NUTS,2010,UKJ,1,0.4951
2013,NUTS,2010,UKJ,1,0.5045
2014,NUTS,2010,UKJ,1,0.5308
2015,NUTS,2010,UKJ,1,0.5369
2016,NUTS,2010,UKJ,1,0.5312
2017,NUTS,2010,UKJ,1,0.5162
2018,NUTS,2010,UKJ,1,0.5204
2005,NUTS,2010,UKJ1,2,0.8636
2006,NUTS,2010,UKJ1,2,0.8866
2007,NUTS,2010,UKJ1,2,0.9091
2008,NUTS,2010,UKJ1,2,0.9149
2009,NUTS,2010,UKJ1,2,0.9646
2010,NUTS,2010,UKJ1,2,0.9754
2011,NUTS,2010,UKJ1,2,0.9325
2012,NUTS,2010,UKJ1,2,0.9418
2013,NUTS,2010,UKJ1,2,0.9763
2014,NUTS,2010,UKJ1,2,1.0366
2015,NUTS,2010,UKJ1,2,1.0523
2016,NUTS,2010,UKJ1,2,1.05
2017,NUTS,2010,UKJ1,2,1.0103
2018,NUTS,2010,UKJ1,2,1.0218
2005,NUTS,2010,UKJ2,2,0.3324
2006,NUTS,2010,UKJ2,2,0.3298
2007,NUTS,2010,UKJ2,2,0.3317
2008,NUTS,2010,UKJ2,2,0.3254
2009,NUTS,2010,UKJ2,2,0.3573
2010,NUTS,2010,UKJ2,2,0.3305
2011,NUTS,2010,UKJ2,2,0.3123
2012,NUTS,2010,UKJ2,2,0.3021
2013,NUTS,2010,UKJ2,2,0.305
2014,NUTS,2010,UKJ2,2,0.3133
2015,NUTS,2010,UKJ2,2,0.3101
2016,NUTS,2010,UKJ2,2,0.2941
2017,NUTS,2010,UKJ2,2,0.293
2018,NUTS,2010,UKJ2,2,0.3068
2005,NUTS,2010,UKJ3,2,0.4749
2006,NUTS,2010,UKJ3,2,0.4826
2007,NUTS,2010,UKJ3,2,0.4797
2008,NUTS,2010,UKJ3,2,0.4679
2009,NUTS,2010,UKJ3,2,0.4777
2010,NUTS,2010,UKJ3,2,0.4885
2011,NUTS,2010,UKJ3,2,0.4912
2012,NUTS,2010,UKJ3,2,0.4917
2013,NUTS,2010,UKJ3,2,0.4732
2014,NUTS,2010,UKJ3,2,0.4916
2015,NUTS,2010,UKJ3,2,0.5068
2016,NUTS,2010,UKJ3,2,0.5028
2017,NUTS,2010,UKJ3,2,0.4834
2018,NUTS,2010,UKJ3,2,0.4643
2005,NUTS,2010,UKJ4,2,0.1455
2006,NUTS,2010,UKJ4,2,0.1558
2007,NUTS,2010,UKJ4,2,0.1426
2008,NUTS,2010,UKJ4,2,0.1509
2009,NUTS,2010,UKJ4,2,0.1501
2010,NUTS,2010,UKJ4,2,0.162
2011,NUTS,2010,UKJ4,2,0.1494
2012,NUTS,2010,UKJ4,2,0.1668
2013,NUTS,2010,UKJ4,2,0.1942
2014,NUTS,2010,UKJ4,2,0.202
2015,NUTS,2010,UKJ4,2,0.2051
2016,NUTS,2010,UKJ4,2,0.2155
2017,NUTS,2010,UKJ4,2,0.2172
2018,NUTS,2010,UKJ4,2,0.2133
2005,NUTS,2010,UKK,1,0.3135
2006,NUTS,2010,UKK,1,0.3313
2007,NUTS,2010,UKK,1,0.3431
2008,NUTS,2010,UKK,1,0.357
2009,NUTS,2010,UKK,1,0.3566
2010,NUTS,2010,UKK,1,0.3636
2011,NUTS,2010,UKK,1,0.3396
2012,NUTS,2010,UKK,1,0.3426
2013,NUTS,2010,UKK,1,0.3438
2014,NUTS,2010,UKK,1,0.3481
2015,NUTS,2010,UKK,1,0.348
2016,NUTS,2010,UKK,1,0.3499
2017,NUTS,2010,UKK,1,0.3587
2018,NUTS,2010,UKK,1,0.3608
2005,NUTS,2010,UKK1,2,0.4553
2006,NUTS,2010,UKK1,2,0.4774
2007,NUTS,2010,UKK1,2,0.4797
2008,NUTS,2010,UKK1,2,0.5189
2009,NUTS,2010,UKK1,2,0.4888
2010,NUTS,2010,UKK1,2,0.4913
2011,NUTS,2010,UKK1,2,0.4615
2012,NUTS,2010,UKK1,2,0.4616
2013,NUTS,2010,UKK1,2,0.4604
2014,NUTS,2010,UKK1,2,0.4683
2015,NUTS,2010,UKK1,2,0.4715
2016,NUTS,2010,UKK1,2,0.4636
2017,NUTS,2010,UKK1,2,0.469
2018,NUTS,2010,UKK1,2,0.4648
2005,NUTS,2010,UKK2,2,0.067
2006,NUTS,2010,UKK2,2,0.0785
2007,NUTS,2010,UKK2,2,0.078
2008,NUTS,2010,UKK2,2,0.0749
2009,NUTS,2010,UKK2,2,0.0796
2010,NUTS,2010,UKK2,2,0.0762
2011,NUTS,2010,UKK2,2,0.0633
2012,NUTS,2010,UKK2,2,0.0757
2013,NUTS,2010,UKK2,2,0.0801
2014,NUTS,2010,UKK2,2,0.0908
2015,NUTS,2010,UKK2,2,0.0916
2016,NUTS,2010,UKK2,2,0.0997
2017,NUTS,2010,UKK2,2,0.0943
2018,NUTS,2010,UKK2,2,0.0935
2005,NUTS,2010,UKK3,2,0.0035
2006,NUTS,2010,UKK3,2,0.0041
2007,NUTS,2010,UKK3,2,0.0041
2008,NUTS,2010,UKK3,2,0.0095
2009,NUTS,2010,UKK3,2,0.0269
2010,NUTS,2010,UKK3,2,0.0328
2011,NUTS,2010,UKK3,2,0.0313
2012,NUTS,2010,UKK3,2,0.0304
2013,NUTS,2010,UKK3,2,0.0305
2014,NUTS,2010,UKK3,2,0.0289
2015,NUTS,2010,UKK3,2,0.0242
2016,NUTS,2010,UKK3,2,0.0224
2017,NUTS,2010,UKK3,2,0.0299
2018,NUTS,2010,UKK3,2,0.0327
2005,NUTS,2010,UKK4,2,0.4072
2006,NUTS,2010,UKK4,2,0.4301
2007,NUTS,2010,UKK4,2,0.482
2008,NUTS,2010,UKK4,2,0.478
2009,NUTS,2010,UKK4,2,0.5265
2010,NUTS,2010,UKK4,2,0.5596
2011,NUTS,2010,UKK4,2,0.5169
2012,NUTS,2010,UKK4,2,0.5153
2013,NUTS,2010,UKK4,2,0.5348
2014,NUTS,2010,UKK4,2,0.5312
2015,NUTS,2010,UKK4,2,0.5118
2016,NUTS,2010,UKK4,2,0.5281
2017,NUTS,2010,UKK4,2,0.5459
2018,NUTS,2010,UKK4,2,0.5666
2005,NUTS,2010,UKL,1,0.5061
2006,NUTS,2010,UKL,1,0.5184
2007,NUTS,2010,UKL,1,0.4824
2008,NUTS,2010,UKL,1,0.4539
2009,NUTS,2010,UKL,1,0.4668
2010,NUTS,2010,UKL,1,0.4786
2011,NUTS,2010,UKL,1,0.4441
2012,NUTS,2010,UKL,1,0.4465
2013,NUTS,2010,UKL,1,0.4406
2014,NUTS,2010,UKL,1,0.4327
2015,NUTS,2010,UKL,1,0.424
2016,NUTS,2010,UKL,1,0.4428
2017,NUTS,2010,UKL,1,0.4562
2018,NUTS,2010,UKL,1,0.4515
2005,NUTS,2010,UKL1,2,0.3706
2006,NUTS,2010,UKL1,2,0.3551
2007,NUTS,2010,UKL1,2,0.379
2008,NUTS,2010,UKL1,2,0.3845
2009,NUTS,2010,UKL1,2,0.3742
2010,NUTS,2010,UKL1,2,0.3865
2011,NUTS,2010,UKL1,2,0.3507
2012,NUTS,2010,UKL1,2,0.3513
2013,NUTS,2010,UKL1,2,0.3438
2014,NUTS,2010,UKL1,2,0.3524
2015,NUTS,2010,UKL1,2,0.3316
2016,NUTS,2010,UKL1,2,0.3447
2017,NUTS,2010,UKL1,2,0.3682
2018,NUTS,2010,UKL1,2,0.364
2005,NUTS,2010,UKL2,2,0.7198
2006,NUTS,2010,UKL2,2,0.7772
2007,NUTS,2010,UKL2,2,0.6479
2008,NUTS,2010,UKL2,2,0.5632
2009,NUTS,2010,UKL2,2,0.6113
2010,NUTS,2010,UKL2,2,0.6223
2011,NUTS,2010,UKL2,2,0.5957
2012,NUTS,2010,UKL2,2,0.6024
2013,NUTS,2010,UKL2,2,0.595
2014,NUTS,2010,UKL2,2,0.5614
2015,NUTS,2010,UKL2,2,0.5788
2016,NUTS,2010,UKL2,2,0.6101
2017,NUTS,2010,UKL2,2,0.5941
2018,NUTS,2010,UKL2,2,0.5915
2005,NUTS,2010,UKM,1,0.5721
2006,NUTS,2010,UKM,1,0.5955
2007,NUTS,2010,UKM,1,0.6029
2008,NUTS,2010,UKM,1,0.6223
2009,NUTS,2010,UKM,1,0.6483
2010,NUTS,2010,UKM,1,0.6765
2011,NUTS,2010,UKM,1,0.6503
2012,NUTS,2010,UKM,1,0.6557
2013,NUTS,2010,UKM,1,0.6755
2014,NUTS,2010,UKM,1,0.6928
2015,NUTS,2010,UKM,1,0.7
2016,NUTS,2010,UKM,1,0.7068
2017,NUTS,2010,UKM,1,0.7208
2018,NUTS,2010,UKM,1,0.7239
2012,NUTS,2010,UKM2,2,0.9385
2013,NUTS,2010,UKM2,2,0.9576
2014,NUTS,2010,UKM2,2,0.9823
2015,NUTS,2010,UKM2,2,0.9903
2016,NUTS,2010,UKM2,2,1.0088
2012,NUTS,2010,UKM3,2,0.5531
2013,NUTS,2010,UKM3,2,0.5859
2014,NUTS,2010,UKM3,2,0.611
2015,NUTS,2010,UKM3,2,0.6245
2016,NUTS,2010,UKM3,2,0.6266
2012,NUTS,2010,UKM5,2,0.6691
2013,NUTS,2010,UKM5,2,0.6944
2014,NUTS,2010,UKM5,2,0.6815
2015,NUTS,2010,UKM5,2,0.6634
2016,NUTS,2010,UKM5,2,0.6376
2017,NUTS,2010,UKM5,2,0.6541
2018,NUTS,2010,UKM5,2,0.6795
2012,NUTS,2010,UKM6,2,0.0265
2013,NUTS,2010,UKM6,2,0.0334
2014,NUTS,2010,UKM6,2,0.0331
2015,NUTS,2010,UKM6,2,0.0288
2016,NUTS,2010,UKM6,2,0.0435
2017,NUTS,2010,UKM6,2,0.0603
2018,NUTS,2010,UKM6,2,0.0687
2014,NUTS,2010,UKM7,2,1.0433
2015,NUTS,2010,UKM7,2,1.0464
2016,NUTS,2010,UKM7,2,1.0563
2017,NUTS,2010,UKM7,2,0.9308
2018,NUTS,2010,UKM7,2,1.0222
2014,NUTS,2010,UKM8,2,0.9148
2015,NUTS,2010,UKM8,2,0.9015
2016,NUTS,2010,UKM8,2,0.9053
2017,NUTS,2010,UKM8,2,1.1191
2018,NUTS,2010,UKM8,2,0.9454
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2005,NUTS,2010,UKN,1,0.4128
2006,NUTS,2010,UKN,1,0.4177
2007,NUTS,2010,UKN,1,0.4581
2008,NUTS,2010,UKN,1,0.4365
2009,NUTS,2010,UKN,1,0.4451
2010,NUTS,2010,UKN,1,0.4042
2011,NUTS,2010,UKN,1,0.3365
2012,NUTS,2010,UKN,1,0.32
2013,NUTS,2010,UKN,1,0.321
2014,NUTS,2010,UKN,1,0.3291
2015,NUTS,2010,UKN,1,0.3312
2016,NUTS,2010,UKN,1,0.3314
2017,NUTS,2010,UKN,1,0.3676
2018,NUTS,2010,UKN,1,0.3718
2005,NUTS,2010,UKN0,2,0.4128
2006,NUTS,2010,UKN0,2,0.4177
2007,NUTS,2010,UKN0,2,0.4581
2008,NUTS,2010,UKN0,2,0.4365
2009,NUTS,2010,UKN0,2,0.4451
2010,NUTS,2010,UKN0,2,0.4042
2011,NUTS,2010,UKN0,2,0.3365
2012,NUTS,2010,UKN0,2,0.32
2013,NUTS,2010,UKN0,2,0.321
2014,NUTS,2010,UKN0,2,0.3291
2015,NUTS,2010,UKN0,2,0.3312
2016,NUTS,2010,UKN0,2,0.3314
2017,NUTS,2010,UKN0,2,0.3676
2018,NUTS,2010,UKN0,2,0.3718
1981,NUTS,2010,US,0,0.0887
1982,NUTS,2010,US,0,0.0885
1983,NUTS,2010,US,0,0.0883
1984,NUTS,2010,US,0,0.0893
1985,NUTS,2010,US,0,0.0809
1987,NUTS,2010,US,0,0.1067
1989,NUTS,2010,US,0,0.1127
1991,NUTS,2010,US,0,0.1076
