year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_fte_rse_pnp
2019,NUTS,2010,ITF5,2,0.0026
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,0.0004
2005,NUTS,2010,ITF6,2,0.0004
2007,NUTS,2010,ITF6,2,0.0
2008,NUTS,2010,ITF6,2,0.0
2009,NUTS,2010,ITF6,2,0.0
2010,NUTS,2010,ITF6,2,0.0001
2011,NUTS,2010,ITF6,2,0.0006
2015,NUTS,2010,ITF6,2,0.0004
2016,NUTS,2010,ITF6,2,0.0007
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,0.0002
2019,NUTS,2010,ITF6,2,0.0004
2003,NUTS,2010,ITG,1,0.001
2004,NUTS,2010,ITG,1,0.001
2005,NUTS,2010,ITG,1,0.0031
2007,NUTS,2010,ITG,1,0.0046
2008,NUTS,2010,ITG,1,0.0063
2009,NUTS,2010,ITG,1,0.0045
2010,NUTS,2010,ITG,1,0.0082
2011,NUTS,2010,ITG,1,0.0059
2012,NUTS,2010,ITG,1,0.0058
2013,NUTS,2010,ITG,1,0.0073
2014,NUTS,2010,ITG,1,0.0052
2015,NUTS,2010,ITG,1,0.0067
2016,NUTS,2010,ITG,1,0.0071
2017,NUTS,2010,ITG,1,0.0074
2018,NUTS,2010,ITG,1,0.0051
2019,NUTS,2010,ITG,1,0.0063
2003,NUTS,2010,ITG1,2,0.0008
2004,NUTS,2010,ITG1,2,0.0015
2005,NUTS,2010,ITG1,2,0.0041
2007,NUTS,2010,ITG1,2,0.0064
2008,NUTS,2010,ITG1,2,0.0091
2009,NUTS,2010,ITG1,2,0.006
2010,NUTS,2010,ITG1,2,0.0115
2011,NUTS,2010,ITG1,2,0.008
2012,NUTS,2010,ITG1,2,0.0081
2013,NUTS,2010,ITG1,2,0.0099
2014,NUTS,2010,ITG1,2,0.0068
2015,NUTS,2010,ITG1,2,0.0087
2016,NUTS,2010,ITG1,2,0.0083
2017,NUTS,2010,ITG1,2,0.0092
2018,NUTS,2010,ITG1,2,0.0062
2019,NUTS,2010,ITG1,2,0.0081
2003,NUTS,2010,ITG2,2,0.0012
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,0.0008
2007,NUTS,2010,ITG2,2,0.0004
2008,NUTS,2010,ITG2,2,0.0
2009,NUTS,2010,ITG2,2,0.0011
2010,NUTS,2010,ITG2,2,0.0012
2011,NUTS,2010,ITG2,2,0.0015
2012,NUTS,2010,ITG2,2,0.0008
2013,NUTS,2010,ITG2,2,0.0017
2014,NUTS,2010,ITG2,2,0.0018
2015,NUTS,2010,ITG2,2,0.0023
2016,NUTS,2010,ITG2,2,0.0044
2017,NUTS,2010,ITG2,2,0.0033
2018,NUTS,2010,ITG2,2,0.0028
2019,NUTS,2010,ITG2,2,0.0025
2003,NUTS,2010,ITH,1,0.0056
2004,NUTS,2010,ITH,1,0.011
2005,NUTS,2010,ITH,1,0.0121
2007,NUTS,2010,ITH,1,0.0166
2008,NUTS,2010,ITH,1,0.0108
2009,NUTS,2010,ITH,1,0.0117
2010,NUTS,2010,ITH,1,0.0078
2011,NUTS,2010,ITH,1,0.0056
2012,NUTS,2010,ITH,1,0.0067
2013,NUTS,2010,ITH,1,0.0083
2014,NUTS,2010,ITH,1,0.0155
2015,NUTS,2010,ITH,1,0.0179
2016,NUTS,2010,ITH,1,0.0162
2017,NUTS,2010,ITH,1,0.0165
2018,NUTS,2010,ITH,1,0.0147
2019,NUTS,2010,ITH,1,0.0175
2003,NUTS,2010,ITH1,2,0.0384
2004,NUTS,2010,ITH1,2,0.0542
2005,NUTS,2010,ITH1,2,0.0539
2007,NUTS,2010,ITH1,2,0.0969
2008,NUTS,2010,ITH1,2,0.046
2009,NUTS,2010,ITH1,2,0.0638
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.0006
2012,NUTS,2010,ITH1,2,0.0013
2013,NUTS,2010,ITH1,2,0.0006
2014,NUTS,2010,ITH1,2,0.1355
2015,NUTS,2010,ITH1,2,0.1345
2016,NUTS,2010,ITH1,2,0.1121
2017,NUTS,2010,ITH1,2,0.1416
2018,NUTS,2010,ITH1,2,0.1177
2019,NUTS,2010,ITH1,2,0.1367
2003,NUTS,2010,ITH2,2,0.0152
2004,NUTS,2010,ITH2,2,0.0075
2005,NUTS,2010,ITH2,2,0.016
2007,NUTS,2010,ITH2,2,0.0218
2008,NUTS,2010,ITH2,2,0.0353
2009,NUTS,2010,ITH2,2,0.0273
2010,NUTS,2010,ITH2,2,0.0406
2011,NUTS,2010,ITH2,2,0.0297
2012,NUTS,2010,ITH2,2,0.0257
2013,NUTS,2010,ITH2,2,0.0214
2014,NUTS,2010,ITH2,2,0.0218
2015,NUTS,2010,ITH2,2,0.0181
2016,NUTS,2010,ITH2,2,0.0188
2017,NUTS,2010,ITH2,2,0.0116
2018,NUTS,2010,ITH2,2,0.0109
2019,NUTS,2010,ITH2,2,0.0111
2003,NUTS,2010,ITH3,2,0.0043
2004,NUTS,2010,ITH3,2,0.0127
2005,NUTS,2010,ITH3,2,0.0158
2007,NUTS,2010,ITH3,2,0.0193
2008,NUTS,2010,ITH3,2,0.0084
2009,NUTS,2010,ITH3,2,0.0125
2010,NUTS,2010,ITH3,2,0.0096
2011,NUTS,2010,ITH3,2,0.0065
2012,NUTS,2010,ITH3,2,0.0068
2013,NUTS,2010,ITH3,2,0.0096
2014,NUTS,2010,ITH3,2,0.01
2015,NUTS,2010,ITH3,2,0.0141
2016,NUTS,2010,ITH3,2,0.0126
2017,NUTS,2010,ITH3,2,0.0107
2018,NUTS,2010,ITH3,2,0.01
2019,NUTS,2010,ITH3,2,0.016
2003,NUTS,2010,ITH4,2,0.0031
2004,NUTS,2010,ITH4,2,0.0049
2005,NUTS,2010,ITH4,2,0.0054
2007,NUTS,2010,ITH4,2,0.0124
2008,NUTS,2010,ITH4,2,0.0131
2009,NUTS,2010,ITH4,2,0.0096
2010,NUTS,2010,ITH4,2,0.0133
2011,NUTS,2010,ITH4,2,0.0091
2012,NUTS,2010,ITH4,2,0.0123
2013,NUTS,2010,ITH4,2,0.0131
2014,NUTS,2010,ITH4,2,0.0165
2015,NUTS,2010,ITH4,2,0.0219
2016,NUTS,2010,ITH4,2,0.0134
2017,NUTS,2010,ITH4,2,0.0175
2018,NUTS,2010,ITH4,2,0.015
2019,NUTS,2010,ITH4,2,0.0143
2005,NUTS,2010,ITH5,2,0.0049
2007,NUTS,2010,ITH5,2,0.0053
2008,NUTS,2010,ITH5,2,0.006
2009,NUTS,2010,ITH5,2,0.0036
2010,NUTS,2010,ITH5,2,0.0018
2011,NUTS,2010,ITH5,2,0.0016
2012,NUTS,2010,ITH5,2,0.0037
2013,NUTS,2010,ITH5,2,0.0053
2014,NUTS,2010,ITH5,2,0.0056
2015,NUTS,2010,ITH5,2,0.0065
2016,NUTS,2010,ITH5,2,0.0085
2017,NUTS,2010,ITH5,2,0.0075
2018,NUTS,2010,ITH5,2,0.0069
2019,NUTS,2010,ITH5,2,0.0058
2003,NUTS,2010,ITI,1,0.005
2004,NUTS,2010,ITI,1,0.0073
2005,NUTS,2010,ITI,1,0.0262
2007,NUTS,2010,ITI,1,0.0192
2008,NUTS,2010,ITI,1,0.0209
2009,NUTS,2010,ITI,1,0.0196
2010,NUTS,2010,ITI,1,0.0272
2011,NUTS,2010,ITI,1,0.0256
2012,NUTS,2010,ITI,1,0.0247
2013,NUTS,2010,ITI,1,0.025
2014,NUTS,2010,ITI,1,0.0228
2017,NUTS,2010,ITI,1,0.0301
2018,NUTS,2010,ITI,1,0.0291
2019,NUTS,2010,ITI,1,0.0332
2003,NUTS,2010,ITI1,2,0.0023
2004,NUTS,2010,ITI1,2,0.0022
2005,NUTS,2010,ITI1,2,0.0073
2007,NUTS,2010,ITI1,2,0.0078
2008,NUTS,2010,ITI1,2,0.0087
2009,NUTS,2010,ITI1,2,0.0101
2010,NUTS,2010,ITI1,2,0.0095
2011,NUTS,2010,ITI1,2,0.0096
2012,NUTS,2010,ITI1,2,0.0122
2013,NUTS,2010,ITI1,2,0.0108
2014,NUTS,2010,ITI1,2,0.0105
2015,NUTS,2010,ITI1,2,0.015
2016,NUTS,2010,ITI1,2,0.0152
2017,NUTS,2010,ITI1,2,0.0144
2018,NUTS,2010,ITI1,2,0.016
2019,NUTS,2010,ITI1,2,0.0172
2003,NUTS,2010,ITI2,2,0.0014
2004,NUTS,2010,ITI2,2,0.0
2005,NUTS,2010,ITI2,2,0.0052
2007,NUTS,2010,ITI2,2,0.0019
2008,NUTS,2010,ITI2,2,0.0018
2009,NUTS,2010,ITI2,2,0.0006
2010,NUTS,2010,ITI2,2,0.0011
2011,NUTS,2010,ITI2,2,0.0006
2012,NUTS,2010,ITI2,2,0.0007
2013,NUTS,2010,ITI2,2,0.0003
2014,NUTS,2010,ITI2,2,0.0003
2017,NUTS,2010,ITI2,2,0.0007
2018,NUTS,2010,ITI2,2,0.0029
2019,NUTS,2010,ITI2,2,0.0022
2005,NUTS,2010,ITI3,2,0.0007
2007,NUTS,2010,ITI3,2,0.0
2008,NUTS,2010,ITI3,2,0.0003
2009,NUTS,2010,ITI3,2,0.0001
2010,NUTS,2010,ITI3,2,0.001
2011,NUTS,2010,ITI3,2,0.0004
2012,NUTS,2010,ITI3,2,0.0004
2013,NUTS,2010,ITI3,2,0.0002
2014,NUTS,2010,ITI3,2,0.0006
2015,NUTS,2010,ITI3,2,0.0004
2016,NUTS,2010,ITI3,2,0.0009
2017,NUTS,2010,ITI3,2,0.0015
2018,NUTS,2010,ITI3,2,0.0019
2019,NUTS,2010,ITI3,2,0.002
2003,NUTS,2010,ITI4,2,0.0088
2004,NUTS,2010,ITI4,2,0.0139
2005,NUTS,2010,ITI4,2,0.0504
2007,NUTS,2010,ITI4,2,0.0365
2008,NUTS,2010,ITI4,2,0.0389
2009,NUTS,2010,ITI4,2,0.0352
2010,NUTS,2010,ITI4,2,0.0511
2011,NUTS,2010,ITI4,2,0.048
2012,NUTS,2010,ITI4,2,0.044
2013,NUTS,2010,ITI4,2,0.0453
2014,NUTS,2010,ITI4,2,0.0404
2015,NUTS,2010,ITI4,2,0.0465
2016,NUTS,2010,ITI4,2,0.0439
2017,NUTS,2010,ITI4,2,0.0525
2018,NUTS,2010,ITI4,2,0.0489
2019,NUTS,2010,ITI4,2,0.057
1998,NUTS,2010,KR,0,0.0006
2002,NUTS,2010,LV,0,0.0
2003,NUTS,2010,LV,0,0.0
2011,NUTS,2010,ME,0,0.0047
2013,NUTS,2010,ME,0,0.0096
2014,NUTS,2010,ME,0,0.0102
2015,NUTS,2010,ME,0,0.0079
2017,NUTS,2010,ME,0,0.0042
2018,NUTS,2010,ME,0,0.0074
2019,NUTS,2010,ME,0,0.0008
2015,NUTS,2010,MK,0,0.0024
2016,NUTS,2010,MK,0,0.0096
2017,NUTS,2010,MK,0,0.0069
2018,NUTS,2010,MK,0,0.0063
2019,NUTS,2010,MK,0,0.0041
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
2000,NUTS,2010,PL,0,0.0001
2003,NUTS,2010,PL,0,0.0002
2004,NUTS,2010,PL,0,0.0002
2005,NUTS,2010,PL,0,0.0006
2006,NUTS,2010,PL,0,0.0007
2007,NUTS,2010,PL,0,0.0003
2008,NUTS,2010,PL,0,0.0001
2009,NUTS,2010,PL,0,0.0001
2010,NUTS,2010,PL,0,0.0003
2011,NUTS,2010,PL,0,0.0003
2012,NUTS,2010,PL,0,0.0009
2013,NUTS,2010,PL,0,0.0007
2014,NUTS,2010,PL,0,0.0006
2015,NUTS,2010,PL,0,0.0007
2016,NUTS,2010,PL,0,0.0039
2017,NUTS,2010,PL,0,0.0055
2018,NUTS,2010,PL,0,0.0055
2019,NUTS,2010,PL,0,0.0045
2003,NUTS,2010,PL1,1,0.0011
2004,NUTS,2010,PL1,1,0.0012
2005,NUTS,2010,PL1,1,0.0019
2006,NUTS,2010,PL1,1,0.0024
2007,NUTS,2010,PL1,1,0.0008
2008,NUTS,2010,PL1,1,0.0004
2009,NUTS,2010,PL1,1,0.0
2011,NUTS,2010,PL1,1,0.0014
2013,NUTS,2010,PL1,1,0.0016
2014,NUTS,2010,PL1,1,0.0013
2015,NUTS,2010,PL1,1,0.0014
2003,NUTS,2010,PL11,2,0.0002
2004,NUTS,2010,PL11,2,0.0
2005,NUTS,2010,PL11,2,0.0013
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,0.0
2009,NUTS,2010,PL11,2,0.0001
2013,NUTS,2010,PL11,2,0.0017
2003,NUTS,2010,PL12,2,0.001
2004,NUTS,2010,PL12,2,0.0012
2005,NUTS,2010,PL12,2,0.0012
2007,NUTS,2010,PL12,2,0.0008
2008,NUTS,2010,PL12,2,0.0004
2009,NUTS,2010,PL12,2,0.0
2010,NUTS,2010,PL12,2,0.0004
2012,NUTS,2010,PL12,2,0.0019
2013,NUTS,2010,PL12,2,0.0016
2003,NUTS,2010,PL2,1,0.0005
2004,NUTS,2010,PL2,1,0.0002
2005,NUTS,2010,PL2,1,0.0005
2006,NUTS,2010,PL2,1,0.001
2007,NUTS,2010,PL2,1,0.0002
2008,NUTS,2010,PL2,1,0.0003
2009,NUTS,2010,PL2,1,0.0002
2010,NUTS,2010,PL2,1,0.0001
2011,NUTS,2010,PL2,1,0.0002
2013,NUTS,2010,PL2,1,0.0011
2014,NUTS,2010,PL2,1,0.0009
2015,NUTS,2010,PL2,1,0.0006
2016,NUTS,2010,PL2,1,0.0029
2017,NUTS,2010,PL2,1,0.0059
2018,NUTS,2010,PL2,1,0.0052
2019,NUTS,2010,PL2,1,0.0026
2005,NUTS,2010,PL21,2,0.0007
2008,NUTS,2010,PL21,2,0.0002
2009,NUTS,2010,PL21,2,0.0005
2010,NUTS,2010,PL21,2,0.0003
2011,NUTS,2010,PL21,2,0.0005
2015,NUTS,2010,PL21,2,0.0014
2017,NUTS,2010,PL21,2,0.0068
2018,NUTS,2010,PL21,2,0.0045
2019,NUTS,2010,PL21,2,0.0028
2005,NUTS,2010,PL22,2,0.0003
2008,NUTS,2010,PL22,2,0.0004
2009,NUTS,2010,PL22,2,0.0
2010,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0052
2018,NUTS,2010,PL22,2,0.0057
2019,NUTS,2010,PL22,2,0.0024
2006,NUTS,2010,PL3,1,0.0
2009,NUTS,2010,PL3,1,0.0
2013,NUTS,2010,PL3,1,0.0001
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2005,NUTS,2010,PL4,1,0.0001
2006,NUTS,2010,PL4,1,0.0006
2007,NUTS,2010,PL4,1,0.0002
2009,NUTS,2010,PL4,1,0.0001
2015,NUTS,2010,PL4,1,0.0007
2016,NUTS,2010,PL4,1,0.0021
2018,NUTS,2010,PL4,1,0.0015
2019,NUTS,2010,PL4,1,0.0009
2005,NUTS,2010,PL41,2,0.0003
2006,NUTS,2010,PL41,2,0.001
2007,NUTS,2010,PL41,2,0.0003
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,0.0
2011,NUTS,2010,PL41,2,0.0
2018,NUTS,2010,PL41,2,0.0022
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,0.0008
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2014,NUTS,2010,PL5,1,0.0004
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2015,NUTS,2010,PL51,2,0.0004
2016,NUTS,2010,PL51,2,0.0017
2019,NUTS,2010,PL51,2,0.0019
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2012,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,0.0007
2005,NUTS,2010,PL6,1,0.0016
2006,NUTS,2010,PL6,1,0.0006
2011,NUTS,2010,PL6,1,0.0
2013,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,0.0028
2019,NUTS,2010,PL6,1,0.0046
2007,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2012,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,0.0022
2005,NUTS,2010,PL63,2,0.0045
2006,NUTS,2010,PL63,2,0.0017
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2016,NUTS,2010,PL63,2,0.001
2017,NUTS,2010,PL63,2,0.0025
2018,NUTS,2010,PL63,2,0.0029
2019,NUTS,2010,PL63,2,0.003
2016,NUTS,2010,PL7,1,0.0024
2018,NUTS,2010,PL7,1,0.0073
2019,NUTS,2010,PL71,2,0.0087
2016,NUTS,2010,PL8,1,0.0007
2018,NUTS,2010,PL82,2,0.0008
2016,NUTS,2010,PL9,1,0.0136
2017,NUTS,2010,PL9,1,0.0149
2018,NUTS,2010,PL9,1,0.0105
2019,NUTS,2010,PL9,1,0.012
2018,NUTS,2010,PL91,2,0.0176
2019,NUTS,2010,PL91,2,0.0194
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
1995,NUTS,2010,PT,0,0.027
1997,NUTS,2010,PT,0,0.0323
1999,NUTS,2010,PT,0,0.0351
2000,NUTS,2010,PT,0,0.0392
2001,NUTS,2010,PT,0,0.0432
2002,NUTS,2010,PT,0,0.0486
2003,NUTS,2010,PT,0,0.0538
2004,NUTS,2010,PT,0,0.0525
2005,NUTS,2010,PT,0,0.0508
2006,NUTS,2010,PT,0,0.0574
2007,NUTS,2010,PT,0,0.0638
2008,NUTS,2010,PT,0,0.0721
2009,NUTS,2010,PT,0,0.0745
2010,NUTS,2010,PT,0,0.0889
2011,NUTS,2010,PT,0,0.1058
2012,NUTS,2010,PT,0,0.0947
2013,NUTS,2010,PT,0,0.012
2014,NUTS,2010,PT,0,0.0114
2015,NUTS,2010,PT,0,0.0104
2016,NUTS,2010,PT,0,0.0102
2017,NUTS,2010,PT,0,0.01
2018,NUTS,2010,PT,0,0.0104
2019,NUTS,2010,PT,0,0.0111
2020,NUTS,2010,PT,0,0.0162
2000,NUTS,2010,PT1,1,0.0381
2001,NUTS,2010,PT1,1,0.0419
2002,NUTS,2010,PT1,1,0.0472
2003,NUTS,2010,PT1,1,0.0522
2004,NUTS,2010,PT1,1,0.0508
2005,NUTS,2010,PT1,1,0.0482
2006,NUTS,2010,PT1,1,0.0549
2007,NUTS,2010,PT1,1,0.0614
2008,NUTS,2010,PT1,1,0.0696
2009,NUTS,2010,PT1,1,0.0684
2010,NUTS,2010,PT1,1,0.0824
2011,NUTS,2010,PT1,1,0.1013
2012,NUTS,2010,PT1,1,0.0905
2013,NUTS,2010,PT1,1,0.0118
2014,NUTS,2010,PT1,1,0.0113
2015,NUTS,2010,PT1,1,0.0103
2016,NUTS,2010,PT1,1,0.0101
2017,NUTS,2010,PT1,1,0.0099
2018,NUTS,2010,PT1,1,0.0104
2019,NUTS,2010,PT1,1,0.0111
2020,NUTS,2010,PT1,1,0.0161
2000,NUTS,2010,PT11,2,0.041
2001,NUTS,2010,PT11,2,0.0453
2002,NUTS,2010,PT11,2,0.0507
2003,NUTS,2010,PT11,2,0.0552
2004,NUTS,2010,PT11,2,0.0507
2005,NUTS,2010,PT11,2,0.0442
2006,NUTS,2010,PT11,2,0.054
2007,NUTS,2010,PT11,2,0.0643
2008,NUTS,2010,PT11,2,0.0667
2009,NUTS,2010,PT11,2,0.0639
2010,NUTS,2010,PT11,2,0.0747
2011,NUTS,2010,PT11,2,0.0965
2012,NUTS,2010,PT11,2,0.0945
2013,NUTS,2010,PT11,2,0.0012
2014,NUTS,2010,PT11,2,0.0015
2015,NUTS,2010,PT11,2,0.0018
2016,NUTS,2010,PT11,2,0.0019
2017,NUTS,2010,PT11,2,0.0022
2018,NUTS,2010,PT11,2,0.002
2019,NUTS,2010,PT11,2,0.0025
2020,NUTS,2010,PT11,2,0.0081
2000,NUTS,2010,PT15,2,0.0033
2001,NUTS,2010,PT15,2,0.0031
2002,NUTS,2010,PT15,2,0.0023
2003,NUTS,2010,PT15,2,0.0016
2004,NUTS,2010,PT15,2,0.0008
2005,NUTS,2010,PT15,2,0.0
2006,NUTS,2010,PT15,2,0.0
2007,NUTS,2010,PT15,2,0.0
2009,NUTS,2010,PT15,2,0.0
2010,NUTS,2010,PT15,2,0.0
2011,NUTS,2010,PT15,2,0.0022
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.003
2000,NUTS,2010,PT16,2,0.0329
2001,NUTS,2010,PT16,2,0.0417
2002,NUTS,2010,PT16,2,0.0417
2003,NUTS,2010,PT16,2,0.0416
2004,NUTS,2010,PT16,2,0.041
2005,NUTS,2010,PT16,2,0.0397
2006,NUTS,2010,PT16,2,0.0431
2007,NUTS,2010,PT16,2,0.046
2008,NUTS,2010,PT16,2,0.053
2009,NUTS,2010,PT16,2,0.0495
2010,NUTS,2010,PT16,2,0.0689
2011,NUTS,2010,PT16,2,0.0885
2012,NUTS,2010,PT16,2,0.0759
2013,NUTS,2010,PT16,2,0.0009
2014,NUTS,2010,PT16,2,0.0009
2015,NUTS,2010,PT16,2,0.0009
2016,NUTS,2010,PT16,2,0.0007
2017,NUTS,2010,PT16,2,0.0012
2018,NUTS,2010,PT16,2,0.0014
2019,NUTS,2010,PT16,2,0.0018
2020,NUTS,2010,PT16,2,0.0094
2000,NUTS,2010,PT17,2,0.0499
2001,NUTS,2010,PT17,2,0.0477
2002,NUTS,2010,PT17,2,0.0627
2003,NUTS,2010,PT17,2,0.0772
2004,NUTS,2010,PT17,2,0.0792
2005,NUTS,2010,PT17,2,0.0792
2006,NUTS,2010,PT17,2,0.0879
2007,NUTS,2010,PT17,2,0.094
2008,NUTS,2010,PT17,2,0.113
2009,NUTS,2010,PT17,2,0.1171
2010,NUTS,2010,PT17,2,0.1377
2011,NUTS,2010,PT17,2,0.1578
2012,NUTS,2010,PT17,2,0.1332
2013,NUTS,2010,PT17,2,0.0389
2014,NUTS,2010,PT17,2,0.0362
2015,NUTS,2010,PT17,2,0.0324
2016,NUTS,2010,PT17,2,0.0312
2017,NUTS,2010,PT17,2,0.0299
2018,NUTS,2010,PT17,2,0.0316
2019,NUTS,2010,PT17,2,0.033
2020,NUTS,2010,PT17,2,0.0354
2000,NUTS,2010,PT18,2,0.0112
2001,NUTS,2010,PT18,2,0.019
2002,NUTS,2010,PT18,2,0.0101
2003,NUTS,2010,PT18,2,0.0028
2004,NUTS,2010,PT18,2,0.0036
2005,NUTS,2010,PT18,2,0.0043
2006,NUTS,2010,PT18,2,0.0055
2007,NUTS,2010,PT18,2,0.0069
2008,NUTS,2010,PT18,2,0.0073
2009,NUTS,2010,PT18,2,0.0046
2010,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0001
2017,NUTS,2010,PT18,2,0.0005
2018,NUTS,2010,PT18,2,0.0006
2019,NUTS,2010,PT18,2,0.0003
2020,NUTS,2010,PT18,2,0.0068
2000,NUTS,2010,PT2,1,0.0242
2001,NUTS,2010,PT2,1,0.0207
2002,NUTS,2010,PT2,1,0.0235
2003,NUTS,2010,PT2,1,0.0272
2004,NUTS,2010,PT2,1,0.0645
2005,NUTS,2010,PT2,1,0.1001
2006,NUTS,2010,PT2,1,0.0829
2007,NUTS,2010,PT2,1,0.0667
2008,NUTS,2010,PT2,1,0.0715
2009,NUTS,2010,PT2,1,0.0713
2010,NUTS,2010,PT2,1,0.0742
2011,NUTS,2010,PT2,1,0.0629
2012,NUTS,2010,PT2,1,0.061
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,0.0
2020,NUTS,2010,PT2,1,0.0067
2000,NUTS,2010,PT20,2,0.0242
2001,NUTS,2010,PT20,2,0.0207
2002,NUTS,2010,PT20,2,0.0235
2003,NUTS,2010,PT20,2,0.0272
2004,NUTS,2010,PT20,2,0.0645
2005,NUTS,2010,PT20,2,0.1001
2006,NUTS,2010,PT20,2,0.0829
2007,NUTS,2010,PT20,2,0.0667
2008,NUTS,2010,PT20,2,0.0715
2009,NUTS,2010,PT20,2,0.0713
2010,NUTS,2010,PT20,2,0.0742
2011,NUTS,2010,PT20,2,0.0629
2012,NUTS,2010,PT20,2,0.061
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,0.0
2020,NUTS,2010,PT20,2,0.0067
2000,NUTS,2010,PT3,1,0.0088
2001,NUTS,2010,PT3,1,0.0096
2002,NUTS,2010,PT3,1,0.006
2003,NUTS,2010,PT3,1,0.0032
2004,NUTS,2010,PT3,1,0.0042
2005,NUTS,2010,PT3,1,0.0051
2006,NUTS,2010,PT3,1,0.0043
2007,NUTS,2010,PT3,1,0.0034
2008,NUTS,2010,PT3,1,0.0033
2009,NUTS,2010,PT3,1,0.0032
2010,NUTS,2010,PT3,1,0.0041
2011,NUTS,2010,PT3,1,0.0161
2012,NUTS,2010,PT3,1,0.012
2013,NUTS,2010,PT3,1,0.0006
