year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_fte_f
2013,NUTS,2010,PL32,2,0.108
2014,NUTS,2010,PL32,2,0.1215
2015,NUTS,2010,PL32,2,0.1217
2011,NUTS,2010,PL33,2,0.0118
2012,NUTS,2010,PL33,2,0.0153
2014,NUTS,2010,PL33,2,0.0147
2015,NUTS,2010,PL33,2,0.0183
2011,NUTS,2010,PL34,2,0.0025
2012,NUTS,2010,PL34,2,0.008
2014,NUTS,2010,PL34,2,0.0113
2015,NUTS,2010,PL34,2,0.0133
2011,NUTS,2010,PL4,1,0.0137
2013,NUTS,2010,PL4,1,0.0323
2014,NUTS,2010,PL4,1,0.0295
2015,NUTS,2010,PL4,1,0.0419
2016,NUTS,2010,PL4,1,0.0522
2018,NUTS,2010,PL4,1,0.0698
2019,NUTS,2010,PL4,1,0.0741
2011,NUTS,2010,PL41,2,0.0206
2013,NUTS,2010,PL41,2,0.0508
2014,NUTS,2010,PL41,2,0.0418
2015,NUTS,2010,PL41,2,0.0593
2016,NUTS,2010,PL41,2,0.0766
2018,NUTS,2010,PL41,2,0.0899
2019,NUTS,2010,PL41,2,0.0971
2011,NUTS,2010,PL42,2,0.003
2012,NUTS,2010,PL42,2,0.0065
2013,NUTS,2010,PL42,2,0.0064
2014,NUTS,2010,PL42,2,0.0133
2015,NUTS,2010,PL42,2,0.0152
2016,NUTS,2010,PL42,2,0.018
2017,NUTS,2010,PL42,2,0.0355
2018,NUTS,2010,PL42,2,0.0413
2019,NUTS,2010,PL42,2,0.0347
2011,NUTS,2010,PL43,2,0.0061
2013,NUTS,2010,PL43,2,0.0079
2014,NUTS,2010,PL43,2,0.013
2015,NUTS,2010,PL43,2,0.0251
2016,NUTS,2010,PL43,2,0.0199
2018,NUTS,2010,PL43,2,0.0424
2019,NUTS,2010,PL43,2,0.0518
2011,NUTS,2010,PL5,1,0.028
2012,NUTS,2010,PL5,1,0.0369
2013,NUTS,2010,PL5,1,0.0476
2014,NUTS,2010,PL5,1,0.0701
2015,NUTS,2010,PL5,1,0.0874
2016,NUTS,2010,PL5,1,0.1119
2018,NUTS,2010,PL5,1,0.1685
2019,NUTS,2010,PL5,1,0.1792
2012,NUTS,2010,PL51,2,0.044
2013,NUTS,2010,PL51,2,0.0566
2014,NUTS,2010,PL51,2,0.0863
2015,NUTS,2010,PL51,2,0.106
2016,NUTS,2010,PL51,2,0.1191
2018,NUTS,2010,PL51,2,0.1908
2019,NUTS,2010,PL51,2,0.2061
2012,NUTS,2010,PL52,2,0.0144
2013,NUTS,2010,PL52,2,0.0188
2014,NUTS,2010,PL52,2,0.0208
2015,NUTS,2010,PL52,2,0.0337
2016,NUTS,2010,PL52,2,0.0885
2018,NUTS,2010,PL52,2,0.097
2019,NUTS,2010,PL52,2,0.0871
2011,NUTS,2010,PL6,1,0.03
2012,NUTS,2010,PL6,1,0.0334
2013,NUTS,2010,PL6,1,0.0381
2014,NUTS,2010,PL6,1,0.0443
2015,NUTS,2010,PL6,1,0.0462
2016,NUTS,2010,PL6,1,0.0747
2018,NUTS,2010,PL6,1,0.1081
2019,NUTS,2010,PL6,1,0.127
2012,NUTS,2010,PL61,2,0.0145
2013,NUTS,2010,PL61,2,0.0128
2014,NUTS,2010,PL61,2,0.0169
2015,NUTS,2010,PL61,2,0.0255
2016,NUTS,2010,PL61,2,0.0337
2017,NUTS,2010,PL61,2,0.0669
2018,NUTS,2010,PL61,2,0.0546
2019,NUTS,2010,PL61,2,0.0559
2012,NUTS,2010,PL62,2,0.0027
2013,NUTS,2010,PL62,2,0.0046
2014,NUTS,2010,PL62,2,0.0076
2015,NUTS,2010,PL62,2,0.0124
2016,NUTS,2010,PL62,2,0.0304
2018,NUTS,2010,PL62,2,0.0272
2019,NUTS,2010,PL62,2,0.0444
2011,NUTS,2010,PL63,2,0.0694
2012,NUTS,2010,PL63,2,0.069
2013,NUTS,2010,PL63,2,0.0803
2014,NUTS,2010,PL63,2,0.0908
2015,NUTS,2010,PL63,2,0.0839
2016,NUTS,2010,PL63,2,0.1354
2017,NUTS,2010,PL63,2,0.156
2018,NUTS,2010,PL63,2,0.2001
2019,NUTS,2010,PL63,2,0.2316
2016,NUTS,2010,PL7,1,0.0816
2017,NUTS,2010,PL7,1,0.095
2018,NUTS,2010,PL7,1,0.0922
2019,NUTS,2010,PL7,1,0.0993
2016,NUTS,2010,PL71,2,0.1134
2017,NUTS,2010,PL71,2,0.1283
2018,NUTS,2010,PL71,2,0.1209
2019,NUTS,2010,PL71,2,0.1306
2016,NUTS,2010,PL72,2,0.0124
2017,NUTS,2010,PL72,2,0.0222
2018,NUTS,2010,PL72,2,0.0276
2019,NUTS,2010,PL72,2,0.0315
2016,NUTS,2010,PL8,1,0.0662
2018,NUTS,2010,PL8,1,0.08
2019,NUTS,2010,PL8,1,0.0776
2016,NUTS,2010,PL81,2,0.0377
2018,NUTS,2010,PL81,2,0.0552
2019,NUTS,2010,PL81,2,0.0451
2016,NUTS,2010,PL82,2,0.1207
2018,NUTS,2010,PL82,2,0.1282
2019,NUTS,2010,PL82,2,0.1283
2016,NUTS,2010,PL84,2,0.0225
2018,NUTS,2010,PL84,2,0.0408
2019,NUTS,2010,PL84,2,0.0495
2016,NUTS,2010,PL9,1,0.3045
2017,NUTS,2010,PL9,1,0.4697
2018,NUTS,2010,PL9,1,0.4963
2019,NUTS,2010,PL9,1,0.449
2016,NUTS,2010,PL91,2,0.5107
2017,NUTS,2010,PL91,2,0.7857
2019,NUTS,2010,PL91,2,0.6901
2016,NUTS,2010,PL92,2,0.0234
2017,NUTS,2010,PL92,2,0.0355
2019,NUTS,2010,PL92,2,0.0588
2011,NUTS,2010,PT,0,0.146
2012,NUTS,2010,PT,0,0.1479
2013,NUTS,2010,PT,0,0.1232
2014,NUTS,2010,PT,0,0.1329
2015,NUTS,2010,PT,0,0.1357
2016,NUTS,2010,PT,0,0.1506
2017,NUTS,2010,PT,0,0.1792
2018,NUTS,2010,PT,0,0.1881
2019,NUTS,2010,PT,0,0.2155
2020,NUTS,2010,PT,0,0.253
2011,NUTS,2010,PT1,1,0.1411
2012,NUTS,2010,PT1,1,0.1428
2013,NUTS,2010,PT1,1,0.1204
2014,NUTS,2010,PT1,1,0.1315
2015,NUTS,2010,PT1,1,0.1347
2016,NUTS,2010,PT1,1,0.15
2017,NUTS,2010,PT1,1,0.1788
2018,NUTS,2010,PT1,1,0.1871
2019,NUTS,2010,PT1,1,0.2148
2020,NUTS,2010,PT1,1,0.2531
2011,NUTS,2010,PT11,2,0.1154
2012,NUTS,2010,PT11,2,0.117
2013,NUTS,2010,PT11,2,0.1259
2014,NUTS,2010,PT11,2,0.1404
2015,NUTS,2010,PT11,2,0.1407
2016,NUTS,2010,PT11,2,0.1484
2017,NUTS,2010,PT11,2,0.1831
2018,NUTS,2010,PT11,2,0.1805
2019,NUTS,2010,PT11,2,0.2219
2020,NUTS,2010,PT11,2,0.2728
2011,NUTS,2010,PT15,2,0.0236
2012,NUTS,2010,PT15,2,0.0197
2013,NUTS,2010,PT15,2,0.0128
2014,NUTS,2010,PT15,2,0.0132
2015,NUTS,2010,PT15,2,0.0148
2016,NUTS,2010,PT15,2,0.0264
2017,NUTS,2010,PT15,2,0.0229
2018,NUTS,2010,PT15,2,0.0218
2019,NUTS,2010,PT15,2,0.029
2020,NUTS,2010,PT15,2,0.0409
2011,NUTS,2010,PT16,2,0.1148
2012,NUTS,2010,PT16,2,0.1141
2013,NUTS,2010,PT16,2,0.0945
2014,NUTS,2010,PT16,2,0.1058
2015,NUTS,2010,PT16,2,0.1045
2016,NUTS,2010,PT16,2,0.1183
2017,NUTS,2010,PT16,2,0.152
2018,NUTS,2010,PT16,2,0.1669
2019,NUTS,2010,PT16,2,0.1968
2020,NUTS,2010,PT16,2,0.2032
2011,NUTS,2010,PT17,2,0.2359
2012,NUTS,2010,PT17,2,0.2406
2013,NUTS,2010,PT17,2,0.1686
2014,NUTS,2010,PT17,2,0.1756
2015,NUTS,2010,PT17,2,0.1859
2016,NUTS,2010,PT17,2,0.2111
2017,NUTS,2010,PT17,2,0.2353
2018,NUTS,2010,PT17,2,0.2479
2019,NUTS,2010,PT17,2,0.2614
2020,NUTS,2010,PT17,2,0.3145
2011,NUTS,2010,PT18,2,0.0503
2012,NUTS,2010,PT18,2,0.0526
2013,NUTS,2010,PT18,2,0.0489
2014,NUTS,2010,PT18,2,0.063
2015,NUTS,2010,PT18,2,0.0655
2016,NUTS,2010,PT18,2,0.0836
2017,NUTS,2010,PT18,2,0.1078
2018,NUTS,2010,PT18,2,0.1391
2019,NUTS,2010,PT18,2,0.1555
2020,NUTS,2010,PT18,2,0.1814
2011,NUTS,2010,PT2,1,0.0131
2012,NUTS,2010,PT2,1,0.0216
2013,NUTS,2010,PT2,1,0.005
2014,NUTS,2010,PT2,1,0.0055
2015,NUTS,2010,PT2,1,0.0081
2016,NUTS,2010,PT2,1,0.0187
2017,NUTS,2010,PT2,1,0.0138
2018,NUTS,2010,PT2,1,0.0217
2019,NUTS,2010,PT2,1,0.0196
2020,NUTS,2010,PT2,1,0.022
2011,NUTS,2010,PT20,2,0.0131
2012,NUTS,2010,PT20,2,0.0216
2013,NUTS,2010,PT20,2,0.005
2014,NUTS,2010,PT20,2,0.0055
2015,NUTS,2010,PT20,2,0.0081
2016,NUTS,2010,PT20,2,0.0187
2017,NUTS,2010,PT20,2,0.0138
2018,NUTS,2010,PT20,2,0.0217
2019,NUTS,2010,PT20,2,0.0196
2020,NUTS,2010,PT20,2,0.022
2011,NUTS,2010,PT3,1,0.0315
2012,NUTS,2010,PT3,1,0.0231
2013,NUTS,2010,PT3,1,0.0202
2014,NUTS,2010,PT3,1,0.0189
2015,NUTS,2010,PT3,1,0.0222
2016,NUTS,2010,PT3,1,0.0191
2017,NUTS,2010,PT3,1,0.0306
2018,NUTS,2010,PT3,1,0.0441
2019,NUTS,2010,PT3,1,0.0284
2020,NUTS,2010,PT3,1,0.0353
2011,NUTS,2010,PT30,2,0.0315
2012,NUTS,2010,PT30,2,0.0231
2013,NUTS,2010,PT30,2,0.0202
2014,NUTS,2010,PT30,2,0.0189
2015,NUTS,2010,PT30,2,0.0222
2016,NUTS,2010,PT30,2,0.0191
2017,NUTS,2010,PT30,2,0.0306
2018,NUTS,2010,PT30,2,0.0441
2019,NUTS,2010,PT30,2,0.0284
2020,NUTS,2010,PT30,2,0.0353
2011,NUTS,2010,RO,0,0.041
2012,NUTS,2010,RO,0,0.0569
2013,NUTS,2010,RO,0,0.0627
2014,NUTS,2010,RO,0,0.0619
2015,NUTS,2010,RO,0,0.045
2016,NUTS,2010,RO,0,0.0512
2017,NUTS,2010,RO,0,0.0476
2018,NUTS,2010,RO,0,0.0456
2019,NUTS,2010,RO,0,0.0457
2011,NUTS,2010,RO1,1,0.0198
2012,NUTS,2010,RO1,1,0.04
2013,NUTS,2010,RO1,1,0.02
2014,NUTS,2010,RO1,1,0.0364
2015,NUTS,2010,RO1,1,0.0244
2016,NUTS,2010,RO1,1,0.027
2017,NUTS,2010,RO1,1,0.0181
2018,NUTS,2010,RO1,1,0.0246
2019,NUTS,2010,RO1,1,0.0245
2011,NUTS,2010,RO11,2,0.0143
2012,NUTS,2010,RO11,2,0.0488
2013,NUTS,2010,RO11,2,0.0231
2014,NUTS,2010,RO11,2,0.0263
2015,NUTS,2010,RO11,2,0.0177
2016,NUTS,2010,RO11,2,0.0199
2017,NUTS,2010,RO11,2,0.0112
2018,NUTS,2010,RO11,2,0.0194
2019,NUTS,2010,RO11,2,0.019
2011,NUTS,2010,RO12,2,0.0269
2012,NUTS,2010,RO12,2,0.0283
2013,NUTS,2010,RO12,2,0.0157
2014,NUTS,2010,RO12,2,0.0496
2015,NUTS,2010,RO12,2,0.033
2016,NUTS,2010,RO12,2,0.0362
2017,NUTS,2010,RO12,2,0.0271
2018,NUTS,2010,RO12,2,0.032
2019,NUTS,2010,RO12,2,0.0319
2011,NUTS,2010,RO2,1,0.0071
2012,NUTS,2010,RO2,1,0.0123
2013,NUTS,2010,RO2,1,0.0193
2014,NUTS,2010,RO2,1,0.0091
2015,NUTS,2010,RO2,1,0.0106
2016,NUTS,2010,RO2,1,0.0115
2017,NUTS,2010,RO2,1,0.0123
2018,NUTS,2010,RO2,1,0.0092
2019,NUTS,2010,RO2,1,0.016
2011,NUTS,2010,RO21,2,0.0101
2012,NUTS,2010,RO21,2,0.0142
2013,NUTS,2010,RO21,2,0.0283
2014,NUTS,2010,RO21,2,0.0112
2015,NUTS,2010,RO21,2,0.0139
2016,NUTS,2010,RO21,2,0.0136
2017,NUTS,2010,RO21,2,0.0167
2018,NUTS,2010,RO21,2,0.0125
2019,NUTS,2010,RO21,2,0.024
2011,NUTS,2010,RO22,2,0.0024
2012,NUTS,2010,RO22,2,0.0091
2013,NUTS,2010,RO22,2,0.0037
2014,NUTS,2010,RO22,2,0.0054
2015,NUTS,2010,RO22,2,0.0047
2016,NUTS,2010,RO22,2,0.0078
2017,NUTS,2010,RO22,2,0.0044
2018,NUTS,2010,RO22,2,0.0034
2019,NUTS,2010,RO22,2,0.002
2011,NUTS,2010,RO3,1,0.0922
2012,NUTS,2010,RO3,1,0.1143
2013,NUTS,2010,RO3,1,0.138
2014,NUTS,2010,RO3,1,0.1334
2015,NUTS,2010,RO3,1,0.0954
2016,NUTS,2010,RO3,1,0.1109
2017,NUTS,2010,RO3,1,0.1087
2018,NUTS,2010,RO3,1,0.0802
2019,NUTS,2010,RO3,1,0.0736
2011,NUTS,2010,RO31,2,0.0197
2012,NUTS,2010,RO31,2,0.0449
2013,NUTS,2010,RO31,2,0.084
2014,NUTS,2010,RO31,2,0.071
2015,NUTS,2010,RO31,2,0.0441
2016,NUTS,2010,RO31,2,0.0503
2017,NUTS,2010,RO31,2,0.044
2018,NUTS,2010,RO31,2,0.0419
2019,NUTS,2010,RO31,2,0.0438
2011,NUTS,2010,RO32,2,0.1729
2012,NUTS,2010,RO32,2,0.1938
2013,NUTS,2010,RO32,2,0.201
2014,NUTS,2010,RO32,2,0.2057
2015,NUTS,2010,RO32,2,0.1522
2016,NUTS,2010,RO32,2,0.1733
2017,NUTS,2010,RO32,2,0.1764
2018,NUTS,2010,RO32,2,0.1193
2019,NUTS,2010,RO32,2,0.1028
2011,NUTS,2010,RO4,1,0.0061
2012,NUTS,2010,RO4,1,0.0067
2013,NUTS,2010,RO4,1,0.0087
2014,NUTS,2010,RO4,1,0.0094
2015,NUTS,2010,RO4,1,0.0119
2016,NUTS,2010,RO4,1,0.0132
2017,NUTS,2010,RO4,1,0.0097
2018,NUTS,2010,RO4,1,0.0421
2019,NUTS,2010,RO4,1,0.0455
2011,NUTS,2010,RO41,2,0.0081
2012,NUTS,2010,RO41,2,0.0068
2013,NUTS,2010,RO41,2,0.0029
2014,NUTS,2010,RO41,2,0.0072
2015,NUTS,2010,RO41,2,0.0085
2016,NUTS,2010,RO41,2,0.0074
2017,NUTS,2010,RO41,2,0.0074
2018,NUTS,2010,RO41,2,0.0052
2019,NUTS,2010,RO41,2,0.0025
2011,NUTS,2010,RO42,2,0.0035
2012,NUTS,2010,RO42,2,0.0066
2013,NUTS,2010,RO42,2,0.0158
2014,NUTS,2010,RO42,2,0.0123
2015,NUTS,2010,RO42,2,0.0161
2016,NUTS,2010,RO42,2,0.02
2017,NUTS,2010,RO42,2,0.0126
2018,NUTS,2010,RO42,2,0.0883
2019,NUTS,2010,RO42,2,0.0965
2011,NUTS,2010,RS,0,0.0039
2012,NUTS,2010,RS,0,0.0099
2013,NUTS,2010,RS,0,0.0134
2014,NUTS,2010,RS,0,0.0378
2015,NUTS,2010,RS,0,0.0369
2016,NUTS,2010,RS,0,0.046
2017,NUTS,2010,RS,0,0.0382
2018,NUTS,2010,RS,0,0.0357
2019,NUTS,2010,RS,0,0.0412
2020,NUTS,2010,RS,0,0.0397
2018,NUTS,2010,RS1,1,0.0579
2019,NUTS,2010,RS1,1,0.0663
2020,NUTS,2010,RS1,1,0.064
2018,NUTS,2010,RS11,2,0.0851
2019,NUTS,2010,RS11,2,0.1002
2020,NUTS,2010,RS11,2,0.1123
2018,NUTS,2010,RS12,2,0.0287
2019,NUTS,2010,RS12,2,0.0303
2020,NUTS,2010,RS12,2,0.0128
2018,NUTS,2010,RS2,1,0.0071
2019,NUTS,2010,RS2,1,0.0079
2020,NUTS,2010,RS2,1,0.0074
2018,NUTS,2010,RS21,2,0.0029
2019,NUTS,2010,RS21,2,0.0029
2020,NUTS,2010,RS21,2,0.004
2018,NUTS,2010,RS22,2,0.013
2019,NUTS,2010,RS22,2,0.015
2020,NUTS,2010,RS22,2,0.0121
2011,NUTS,2010,SE,0,0.3173
2013,NUTS,2010,SE,0,0.4138
2015,NUTS,2010,SE,0,0.39
2017,NUTS,2010,SE,0,0.4663
2019,NUTS,2010,SE,0,0.5224
2011,NUTS,2010,SI,0,0.2554
2012,NUTS,2010,SI,0,0.2473
2013,NUTS,2010,SI,0,0.2654
2014,NUTS,2010,SI,0,0.2636
2015,NUTS,2010,SI,0,0.2296
2016,NUTS,2010,SI,0,0.2314
2017,NUTS,2010,SI,0,0.2757
2018,NUTS,2010,SI,0,0.309
2019,NUTS,2010,SI,0,0.317
2011,NUTS,2010,SI0,1,0.2481
2012,NUTS,2010,SI0,1,0.2416
2013,NUTS,2010,SI0,1,0.2593
2014,NUTS,2010,SI0,1,0.2558
2015,NUTS,2010,SI0,1,0.2245
2016,NUTS,2010,SI0,1,0.2271
2017,NUTS,2010,SI0,1,0.2706
2018,NUTS,2010,SI0,1,0.3021
2019,NUTS,2010,SI0,1,0.3117
2013,NUTS,2010,SI03,2,0.2071
2014,NUTS,2010,SI03,2,0.2035
2015,NUTS,2010,SI03,2,0.188
2016,NUTS,2010,SI03,2,0.1977
2017,NUTS,2010,SI03,2,0.218
2018,NUTS,2010,SI03,2,0.245
2019,NUTS,2010,SI03,2,0.2678
2013,NUTS,2010,SI04,2,0.3163
2014,NUTS,2010,SI04,2,0.3135
2015,NUTS,2010,SI04,2,0.2642
2016,NUTS,2010,SI04,2,0.2585
2017,NUTS,2010,SI04,2,0.3271
2018,NUTS,2010,SI04,2,0.3646
2019,NUTS,2010,SI04,2,0.3581
2011,NUTS,2010,SK,0,0.0352
2012,NUTS,2010,SK,0,0.0394
2013,NUTS,2010,SK,0,0.0367
2014,NUTS,2010,SK,0,0.0369
2015,NUTS,2010,SK,0,0.0372
2016,NUTS,2010,SK,0,0.0321
2017,NUTS,2010,SK,0,0.0411
2018,NUTS,2010,SK,0,0.048
2019,NUTS,2010,SK,0,0.0504
2020,NUTS,2010,SK,0,0.0529
2011,NUTS,2010,SK01,2,0.1264
2012,NUTS,2010,SK01,2,0.1504
2013,NUTS,2010,SK01,2,0.17
2014,NUTS,2010,SK01,2,0.084
2015,NUTS,2010,SK01,2,0.0795
2016,NUTS,2010,SK01,2,0.1062
2017,NUTS,2010,SK01,2,0.1234
2018,NUTS,2010,SK01,2,0.1416
2019,NUTS,2010,SK01,2,0.1553
2020,NUTS,2010,SK01,2,0.1889
2011,NUTS,2010,SK02,2,0.0315
2012,NUTS,2010,SK02,2,0.0299
2013,NUTS,2010,SK02,2,0.0206
2014,NUTS,2010,SK02,2,0.0464
2015,NUTS,2010,SK02,2,0.05
2016,NUTS,2010,SK02,2,0.026
2017,NUTS,2010,SK02,2,0.0489
2018,NUTS,2010,SK02,2,0.0507
2019,NUTS,2010,SK02,2,0.0522
2020,NUTS,2010,SK02,2,0.0499
2011,NUTS,2010,SK03,2,0.0246
2012,NUTS,2010,SK03,2,0.0278
2013,NUTS,2010,SK03,2,0.0241
2014,NUTS,2010,SK03,2,0.0324
2015,NUTS,2010,SK03,2,0.0307
2016,NUTS,2010,SK03,2,0.0244
2017,NUTS,2010,SK03,2,0.0213
2018,NUTS,2010,SK03,2,0.03
2019,NUTS,2010,SK03,2,0.03
2020,NUTS,2010,SK03,2,0.0294
2011,NUTS,2010,SK04,2,0.0135
2012,NUTS,2010,SK04,2,0.0165
2013,NUTS,2010,SK04,2,0.0128
2014,NUTS,2010,SK04,2,0.0155
2015,NUTS,2010,SK04,2,0.0157
2016,NUTS,2010,SK04,2,0.0168
2017,NUTS,2010,SK04,2,0.0161
2018,NUTS,2010,SK04,2,0.0243
2019,NUTS,2010,SK04,2,0.024
2020,NUTS,2010,SK04,2,0.021
2011,NUTS,2010,TR,0,0.0924
2012,NUTS,2010,TR,0,0.1047
2013,NUTS,2010,TR,0,0.1164
2014,NUTS,2010,TR,0,0.1165
2015,NUTS,2010,TR,0,0.1235
2016,NUTS,2010,TR,0,0.1376
2017,NUTS,2010,TR,0,0.1622
2018,NUTS,2010,TR,0,0.1922
2019,NUTS,2010,TR,0,0.2106
2020,NUTS,2010,TR,0,0.2736
