year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_t_pc_act_hc
2018,NUTS,2010,PT15,2,0.6284
2019,NUTS,2010,PT15,2,0.7177
2020,NUTS,2010,PT15,2,0.773
2011,NUTS,2010,PT16,2,1.3539
2012,NUTS,2010,PT16,2,1.3375
2013,NUTS,2010,PT16,2,1.2492
2014,NUTS,2010,PT16,2,1.3273
2015,NUTS,2010,PT16,2,1.3559
2016,NUTS,2010,PT16,2,1.4857
2017,NUTS,2010,PT16,2,1.5653
2018,NUTS,2010,PT16,2,1.7098
2019,NUTS,2010,PT16,2,1.7987
2020,NUTS,2010,PT16,2,1.8537
2011,NUTS,2010,PT17,2,2.5576
2012,NUTS,2010,PT17,2,2.5899
2013,NUTS,2010,PT17,2,2.423
2014,NUTS,2010,PT17,2,2.4194
2015,NUTS,2010,PT17,2,2.4628
2016,NUTS,2010,PT17,2,2.598
2017,NUTS,2010,PT17,2,2.6395
2018,NUTS,2010,PT17,2,2.791
2019,NUTS,2010,PT17,2,2.8156
2020,NUTS,2010,PT17,2,2.9512
2011,NUTS,2010,PT18,2,0.5203
2012,NUTS,2010,PT18,2,0.592
2013,NUTS,2010,PT18,2,0.5345
2014,NUTS,2010,PT18,2,0.5583
2015,NUTS,2010,PT18,2,0.5989
2016,NUTS,2010,PT18,2,0.7144
2017,NUTS,2010,PT18,2,0.7734
2018,NUTS,2010,PT18,2,0.8296
2019,NUTS,2010,PT18,2,0.908
2020,NUTS,2010,PT18,2,0.9487
2011,NUTS,2010,PT2,1,0.48
2012,NUTS,2010,PT2,1,0.5242
2013,NUTS,2010,PT2,1,0.3975
2014,NUTS,2010,PT2,1,0.4433
2015,NUTS,2010,PT2,1,0.4244
2016,NUTS,2010,PT2,1,0.4445
2017,NUTS,2010,PT2,1,0.4714
2018,NUTS,2010,PT2,1,0.4399
2019,NUTS,2010,PT2,1,0.4198
2020,NUTS,2010,PT2,1,0.4505
2011,NUTS,2010,PT20,2,0.48
2012,NUTS,2010,PT20,2,0.5242
2013,NUTS,2010,PT20,2,0.3975
2014,NUTS,2010,PT20,2,0.4433
2015,NUTS,2010,PT20,2,0.4244
2016,NUTS,2010,PT20,2,0.4445
2017,NUTS,2010,PT20,2,0.4714
2018,NUTS,2010,PT20,2,0.4399
2019,NUTS,2010,PT20,2,0.4198
2020,NUTS,2010,PT20,2,0.4505
2011,NUTS,2010,PT3,1,0.4487
2012,NUTS,2010,PT3,1,0.3415
2013,NUTS,2010,PT3,1,0.3245
2014,NUTS,2010,PT3,1,0.3638
2015,NUTS,2010,PT3,1,0.3862
2016,NUTS,2010,PT3,1,0.3877
2017,NUTS,2010,PT3,1,0.4186
2018,NUTS,2010,PT3,1,0.5041
2019,NUTS,2010,PT3,1,0.5061
2020,NUTS,2010,PT3,1,0.5252
2011,NUTS,2010,PT30,2,0.4487
2012,NUTS,2010,PT30,2,0.3415
2013,NUTS,2010,PT30,2,0.3245
2014,NUTS,2010,PT30,2,0.3638
2015,NUTS,2010,PT30,2,0.3862
2016,NUTS,2010,PT30,2,0.3877
2017,NUTS,2010,PT30,2,0.4186
2018,NUTS,2010,PT30,2,0.5041
2019,NUTS,2010,PT30,2,0.5061
2020,NUTS,2010,PT30,2,0.5252
2011,NUTS,2010,RO,0,0.325
2012,NUTS,2010,RO,0,0.3536
2013,NUTS,2010,RO,0,0.3503
2014,NUTS,2010,RO,0,0.3462
2015,NUTS,2010,RO,0,0.3392
2016,NUTS,2010,RO,0,0.3483
2017,NUTS,2010,RO,0,0.338
2018,NUTS,2010,RO,0,0.3407
2019,NUTS,2010,RO,0,0.3358
2011,NUTS,2010,RO1,1,0.2085
2012,NUTS,2010,RO1,1,0.1907
2013,NUTS,2010,RO1,1,0.1637
2014,NUTS,2010,RO1,1,0.1878
2015,NUTS,2010,RO1,1,0.1814
2016,NUTS,2010,RO1,1,0.1844
2017,NUTS,2010,RO1,1,0.1698
2018,NUTS,2010,RO1,1,0.1789
2019,NUTS,2010,RO1,1,0.1894
2011,NUTS,2010,RO11,2,0.2081
2012,NUTS,2010,RO11,2,0.1917
2013,NUTS,2010,RO11,2,0.1626
2014,NUTS,2010,RO11,2,0.1875
2015,NUTS,2010,RO11,2,0.1895
2016,NUTS,2010,RO11,2,0.1852
2017,NUTS,2010,RO11,2,0.1795
2018,NUTS,2010,RO11,2,0.1913
2019,NUTS,2010,RO11,2,0.2116
2011,NUTS,2010,RO12,2,0.209
2012,NUTS,2010,RO12,2,0.1894
2013,NUTS,2010,RO12,2,0.165
2014,NUTS,2010,RO12,2,0.1881
2015,NUTS,2010,RO12,2,0.1714
2016,NUTS,2010,RO12,2,0.1833
2017,NUTS,2010,RO12,2,0.1579
2018,NUTS,2010,RO12,2,0.1629
2019,NUTS,2010,RO12,2,0.1618
2011,NUTS,2010,RO2,1,0.1594
2012,NUTS,2010,RO2,1,0.1635
2013,NUTS,2010,RO2,1,0.1666
2014,NUTS,2010,RO2,1,0.1702
2015,NUTS,2010,RO2,1,0.1759
2016,NUTS,2010,RO2,1,0.1751
2017,NUTS,2010,RO2,1,0.1746
2018,NUTS,2010,RO2,1,0.1721
2019,NUTS,2010,RO2,1,0.1796
2011,NUTS,2010,RO21,2,0.2006
2012,NUTS,2010,RO21,2,0.2056
2013,NUTS,2010,RO21,2,0.2103
2014,NUTS,2010,RO21,2,0.2065
2015,NUTS,2010,RO21,2,0.2077
2016,NUTS,2010,RO21,2,0.1991
2017,NUTS,2010,RO21,2,0.1879
2018,NUTS,2010,RO21,2,0.1747
2019,NUTS,2010,RO21,2,0.1993
2011,NUTS,2010,RO22,2,0.0997
2012,NUTS,2010,RO22,2,0.1027
2013,NUTS,2010,RO22,2,0.1013
2014,NUTS,2010,RO22,2,0.1147
2015,NUTS,2010,RO22,2,0.1266
2016,NUTS,2010,RO22,2,0.1377
2017,NUTS,2010,RO22,2,0.1536
2018,NUTS,2010,RO22,2,0.168
2019,NUTS,2010,RO22,2,0.1481
2011,NUTS,2010,RO3,1,0.5033
2012,NUTS,2010,RO3,1,0.5863
2013,NUTS,2010,RO3,1,0.5834
2014,NUTS,2010,RO3,1,0.5635
2015,NUTS,2010,RO3,1,0.555
2016,NUTS,2010,RO3,1,0.5945
2017,NUTS,2010,RO3,1,0.5779
2018,NUTS,2010,RO3,1,0.5968
2019,NUTS,2010,RO3,1,0.5756
2011,NUTS,2010,RO31,2,0.0951
2012,NUTS,2010,RO31,2,0.1287
2013,NUTS,2010,RO31,2,0.1648
2014,NUTS,2010,RO31,2,0.1488
2015,NUTS,2010,RO31,2,0.1099
2016,NUTS,2010,RO31,2,0.1199
2017,NUTS,2010,RO31,2,0.1022
2018,NUTS,2010,RO31,2,0.1029
2019,NUTS,2010,RO31,2,0.1009
2011,NUTS,2010,RO32,2,1.0019
2012,NUTS,2010,RO32,2,1.1582
2013,NUTS,2010,RO32,2,1.1194
2014,NUTS,2010,RO32,2,1.0893
2015,NUTS,2010,RO32,2,1.1055
2016,NUTS,2010,RO32,2,1.1563
2017,NUTS,2010,RO32,2,1.1352
2018,NUTS,2010,RO32,2,1.1653
2019,NUTS,2010,RO32,2,1.1158
2011,NUTS,2010,RO4,1,0.2198
2012,NUTS,2010,RO4,1,0.2393
2013,NUTS,2010,RO4,1,0.2565
2014,NUTS,2010,RO4,1,0.2379
2015,NUTS,2010,RO4,1,0.2546
2016,NUTS,2010,RO4,1,0.2537
2017,NUTS,2010,RO4,1,0.2459
2018,NUTS,2010,RO4,1,0.2232
2019,NUTS,2010,RO4,1,0.2217
2011,NUTS,2010,RO41,2,0.1679
2012,NUTS,2010,RO41,2,0.1599
2013,NUTS,2010,RO41,2,0.167
2014,NUTS,2010,RO41,2,0.1656
2015,NUTS,2010,RO41,2,0.1892
2016,NUTS,2010,RO41,2,0.1857
2017,NUTS,2010,RO41,2,0.1785
2018,NUTS,2010,RO41,2,0.1127
2019,NUTS,2010,RO41,2,0.1129
2011,NUTS,2010,RO42,2,0.2849
2012,NUTS,2010,RO42,2,0.3389
2013,NUTS,2010,RO42,2,0.3643
2014,NUTS,2010,RO42,2,0.326
2015,NUTS,2010,RO42,2,0.3309
2016,NUTS,2010,RO42,2,0.3329
2017,NUTS,2010,RO42,2,0.3279
2018,NUTS,2010,RO42,2,0.3575
2019,NUTS,2010,RO42,2,0.3498
2011,NUTS,2010,RS,0,0.4548
2012,NUTS,2010,RS,0,0.4418
2013,NUTS,2010,RS,0,0.4868
2014,NUTS,2010,RS,0,0.5031
2015,NUTS,2010,RS,0,0.5484
2016,NUTS,2010,RS,0,0.5494
2017,NUTS,2010,RS,0,0.5344
2018,NUTS,2010,RS,0,0.5328
2019,NUTS,2010,RS,0,0.5448
2020,NUTS,2010,RS,0,0.5644
2018,NUTS,2010,RS1,1,0.7925
2019,NUTS,2010,RS1,1,0.8069
2020,NUTS,2010,RS1,1,0.8376
2018,NUTS,2010,RS11,2,1.1247
2019,NUTS,2010,RS11,2,1.1743
2020,NUTS,2010,RS11,2,1.2252
2018,NUTS,2010,RS12,2,0.4739
2019,NUTS,2010,RS12,2,0.4558
2020,NUTS,2010,RS12,2,0.464
2018,NUTS,2010,RS2,1,0.1968
2019,NUTS,2010,RS2,1,0.1941
2020,NUTS,2010,RS2,1,0.1957
2018,NUTS,2010,RS21,2,0.1478
2019,NUTS,2010,RS21,2,0.1339
2020,NUTS,2010,RS21,2,0.1441
2018,NUTS,2010,RS22,2,0.2647
2019,NUTS,2010,RS22,2,0.2769
2020,NUTS,2010,RS22,2,0.2685
2011,NUTS,2010,RU,0,0.4946
2012,NUTS,2010,RU,0,0.4924
2011,NUTS,2010,SE,0,1.6554
2013,NUTS,2010,SE,0,2.0704
2015,NUTS,2010,SE,0,2.1761
2017,NUTS,2010,SE,0,2.0821
2019,NUTS,2010,SE,0,2.1137
2011,NUTS,2010,SE1,1,1.8828
2013,NUTS,2010,SE1,1,2.487
2015,NUTS,2010,SE1,1,2.6308
2017,NUTS,2010,SE1,1,2.3767
2019,NUTS,2010,SE1,1,2.373
2011,NUTS,2010,SE11,2,1.8656
2013,NUTS,2010,SE11,2,2.5799
2015,NUTS,2010,SE11,2,2.6856
2017,NUTS,2010,SE11,2,2.5701
2019,NUTS,2010,SE11,2,2.4614
2011,NUTS,2010,SE12,2,1.9081
2013,NUTS,2010,SE12,2,2.3493
2015,NUTS,2010,SE12,2,2.5487
2017,NUTS,2010,SE12,2,2.0846
2019,NUTS,2010,SE12,2,2.2386
2011,NUTS,2010,SE2,1,1.5352
2013,NUTS,2010,SE2,1,1.8063
2015,NUTS,2010,SE2,1,1.8687
2017,NUTS,2010,SE2,1,1.9977
2011,NUTS,2010,SE21,2,0.7483
2013,NUTS,2010,SE21,2,0.9762
2015,NUTS,2010,SE21,2,0.9152
2011,NUTS,2010,SE22,2,1.3082
2013,NUTS,2010,SE22,2,1.9212
2015,NUTS,2010,SE22,2,1.9366
2017,NUTS,2010,SE22,2,1.8772
2019,NUTS,2010,SE22,2,2.0756
2011,NUTS,2010,SE23,2,2.0296
2013,NUTS,2010,SE23,2,2.0645
2015,NUTS,2010,SE23,2,2.2154
2017,NUTS,2010,SE23,2,2.5735
2019,NUTS,2010,SE23,2,2.4857
2011,NUTS,2010,SE3,1,1.0645
2013,NUTS,2010,SE3,1,1.2357
2015,NUTS,2010,SE3,1,1.2688
2017,NUTS,2010,SE3,1,1.007
2011,NUTS,2010,SE31,2,0.7405
2013,NUTS,2010,SE31,2,0.9734
2015,NUTS,2010,SE31,2,1.0428
2017,NUTS,2010,SE31,2,0.7902
2019,NUTS,2010,SE31,2,0.8031
2011,NUTS,2010,SE32,2,0.5527
2013,NUTS,2010,SE32,2,0.6082
2015,NUTS,2010,SE32,2,0.5718
2011,NUTS,2010,SE33,2,1.9553
2013,NUTS,2010,SE33,2,2.11
2015,NUTS,2010,SE33,2,2.1182
2017,NUTS,2010,SE33,2,1.6582
2019,NUTS,2010,SE33,2,1.8799
2011,NUTS,2010,SI,0,1.2653
2012,NUTS,2010,SI,0,1.2512
2013,NUTS,2010,SI,0,1.2333
2014,NUTS,2010,SI,0,1.2365
2015,NUTS,2010,SI,0,1.1492
2016,NUTS,2010,SI,0,1.1583
2017,NUTS,2010,SI,0,1.4037
2018,NUTS,2010,SI,0,1.5296
2019,NUTS,2010,SI,0,1.5814
2011,NUTS,2010,SI0,1,1.2276
2012,NUTS,2010,SI0,1,1.2199
2013,NUTS,2010,SI0,1,1.2018
2014,NUTS,2010,SI0,1,1.1978
2015,NUTS,2010,SI0,1,1.122
2016,NUTS,2010,SI0,1,1.1343
2017,NUTS,2010,SI0,1,1.3716
2018,NUTS,2010,SI0,1,1.4891
2019,NUTS,2010,SI0,1,1.5487
2013,NUTS,2010,SI03,2,0.5743
2014,NUTS,2010,SI03,2,0.5655
2015,NUTS,2010,SI03,2,0.5096
2016,NUTS,2010,SI03,2,0.5206
2017,NUTS,2010,SI03,2,0.6339
2018,NUTS,2010,SI03,2,0.7432
2019,NUTS,2010,SI03,2,0.8198
2013,NUTS,2010,SI04,2,1.9088
2014,NUTS,2010,SI04,2,1.9202
2015,NUTS,2010,SI04,2,1.8109
2016,NUTS,2010,SI04,2,1.8148
2017,NUTS,2010,SI04,2,2.1934
2018,NUTS,2010,SI04,2,2.308
2019,NUTS,2010,SI04,2,2.3427
2011,NUTS,2010,SK,0,0.9019
2012,NUTS,2010,SK,0,0.9057
2013,NUTS,2010,SK,0,0.8801
2014,NUTS,2010,SK,0,0.9018
2015,NUTS,2010,SK,0,0.8728
2016,NUTS,2010,SK,0,0.9492
2017,NUTS,2010,SK,0,0.9583
2018,NUTS,2010,SK,0,1.031
2019,NUTS,2010,SK,0,1.0382
2020,NUTS,2010,SK,0,1.0439
2011,NUTS,2010,SK01,2,3.81
2012,NUTS,2010,SK01,2,3.7058
2013,NUTS,2010,SK01,2,3.5153
2014,NUTS,2010,SK01,2,3.4063
2015,NUTS,2010,SK01,2,3.1829
2016,NUTS,2010,SK01,2,3.6931
2017,NUTS,2010,SK01,2,3.5239
2018,NUTS,2010,SK01,2,3.8358
2019,NUTS,2010,SK01,2,3.7704
2020,NUTS,2010,SK01,2,3.9092
2011,NUTS,2010,SK02,2,0.3884
2012,NUTS,2010,SK02,2,0.4007
2013,NUTS,2010,SK02,2,0.4366
2014,NUTS,2010,SK02,2,0.5186
2015,NUTS,2010,SK02,2,0.5083
2016,NUTS,2010,SK02,2,0.463
2017,NUTS,2010,SK02,2,0.5076
2018,NUTS,2010,SK02,2,0.5418
2019,NUTS,2010,SK02,2,0.5451
2020,NUTS,2010,SK02,2,0.5497
2011,NUTS,2010,SK03,2,0.5986
2012,NUTS,2010,SK03,2,0.6252
2013,NUTS,2010,SK03,2,0.5839
2014,NUTS,2010,SK03,2,0.6242
2015,NUTS,2010,SK03,2,0.6214
2016,NUTS,2010,SK03,2,0.6857
2017,NUTS,2010,SK03,2,0.7056
2018,NUTS,2010,SK03,2,0.7234
2019,NUTS,2010,SK03,2,0.7049
2020,NUTS,2010,SK03,2,0.6805
2011,NUTS,2010,SK04,2,0.5862
2012,NUTS,2010,SK04,2,0.6022
2013,NUTS,2010,SK04,2,0.5958
2014,NUTS,2010,SK04,2,0.5909
2015,NUTS,2010,SK04,2,0.5946
2016,NUTS,2010,SK04,2,0.6018
2017,NUTS,2010,SK04,2,0.6271
2018,NUTS,2010,SK04,2,0.6662
2019,NUTS,2010,SK04,2,0.7027
2020,NUTS,2010,SK04,2,0.6793
2011,NUTS,2010,TR,0,0.5334
2012,NUTS,2010,TR,0,0.5884
2013,NUTS,2010,TR,0,0.6086
2014,NUTS,2010,TR,0,0.6464
2015,NUTS,2010,TR,0,0.6601
2016,NUTS,2010,TR,0,0.6444
2017,NUTS,2010,TR,0,0.6844
2018,NUTS,2010,TR,0,0.7333
2019,NUTS,2010,TR,0,0.7703
2020,NUTS,2010,TR,0,0.8576
2011,NUTS,2010,UK,0,1.3865
2012,NUTS,2010,UK,0,1.4197
2013,NUTS,2010,UK,0,1.4894
2014,NUTS,2010,UK,0,1.5514
2015,NUTS,2010,UK,0,1.5654
2016,NUTS,2010,UK,0,1.5956
2017,NUTS,2010,UK,0,1.6171
2018,NUTS,2010,UK,0,1.6506
2011,NUTS,2010,UKC,1,1.2345
2012,NUTS,2010,UKC,1,1.2568
2013,NUTS,2010,UKC,1,1.3568
2014,NUTS,2010,UKC,1,1.3364
2015,NUTS,2010,UKC,1,1.4143
2016,NUTS,2010,UKC,1,1.4347
2017,NUTS,2010,UKC,1,1.459
2018,NUTS,2010,UKC,1,1.5337
2011,NUTS,2010,UKC1,2,1.0553
2012,NUTS,2010,UKC1,2,1.1222
2013,NUTS,2010,UKC1,2,1.2706
2014,NUTS,2010,UKC1,2,1.1584
2015,NUTS,2010,UKC1,2,1.1868
2016,NUTS,2010,UKC1,2,1.1825
2017,NUTS,2010,UKC1,2,1.1688
2018,NUTS,2010,UKC1,2,1.226
2011,NUTS,2010,UKC2,2,1.3811
2012,NUTS,2010,UKC2,2,1.3621
2013,NUTS,2010,UKC2,2,1.4239
2014,NUTS,2010,UKC2,2,1.4768
2015,NUTS,2010,UKC2,2,1.5947
2016,NUTS,2010,UKC2,2,1.6321
2017,NUTS,2010,UKC2,2,1.6908
2018,NUTS,2010,UKC2,2,1.7875
2011,NUTS,2010,UKD,1,1.0534
2012,NUTS,2010,UKD,1,1.0769
2013,NUTS,2010,UKD,1,1.1261
2014,NUTS,2010,UKD,1,1.1942
2015,NUTS,2010,UKD,1,1.2268
2016,NUTS,2010,UKD,1,1.2414
2017,NUTS,2010,UKD,1,1.2704
2018,NUTS,2010,UKD,1,1.3052
2011,NUTS,2010,UKD1,2,0.3785
2012,NUTS,2010,UKD1,2,0.3397
2013,NUTS,2010,UKD1,2,0.33
2014,NUTS,2010,UKD1,2,0.3743
2015,NUTS,2010,UKD1,2,0.3589
2016,NUTS,2010,UKD1,2,0.3845
2017,NUTS,2010,UKD1,2,0.3848
2018,NUTS,2010,UKD1,2,0.4316
2011,NUTS,2010,UKD3,2,1.2673
2012,NUTS,2010,UKD3,2,1.3088
2013,NUTS,2010,UKD3,2,1.2925
2014,NUTS,2010,UKD3,2,1.3394
2015,NUTS,2010,UKD3,2,1.3869
2016,NUTS,2010,UKD3,2,1.4234
2017,NUTS,2010,UKD3,2,1.4268
2018,NUTS,2010,UKD3,2,1.4833
2011,NUTS,2010,UKD4,2,1.0064
2012,NUTS,2010,UKD4,2,1.0332
2013,NUTS,2010,UKD4,2,1.1598
2014,NUTS,2010,UKD4,2,1.1883
2015,NUTS,2010,UKD4,2,1.2263
2016,NUTS,2010,UKD4,2,1.1454
2017,NUTS,2010,UKD4,2,1.2903
2018,NUTS,2010,UKD4,2,1.3687
2011,NUTS,2010,UKD6,2,0.7602
2012,NUTS,2010,UKD6,2,0.7937
2013,NUTS,2010,UKD6,2,0.8458
2014,NUTS,2010,UKD6,2,0.893
2015,NUTS,2010,UKD6,2,0.9133
2016,NUTS,2010,UKD6,2,0.8621
2017,NUTS,2010,UKD6,2,0.8063
2018,NUTS,2010,UKD6,2,0.805
2011,NUTS,2010,UKD7,2,1.1306
2012,NUTS,2010,UKD7,2,1.1295
2013,NUTS,2010,UKD7,2,1.241
2014,NUTS,2010,UKD7,2,1.402
2015,NUTS,2010,UKD7,2,1.428
2016,NUTS,2010,UKD7,2,1.5167
2017,NUTS,2010,UKD7,2,1.5577
2018,NUTS,2010,UKD7,2,1.5143
2011,NUTS,2010,UKE,1,1.172
2012,NUTS,2010,UKE,1,1.2034
2013,NUTS,2010,UKE,1,1.3079
2014,NUTS,2010,UKE,1,1.3523
2015,NUTS,2010,UKE,1,1.4207
2016,NUTS,2010,UKE,1,1.4141
2017,NUTS,2010,UKE,1,1.4792
2018,NUTS,2010,UKE,1,1.4786
2011,NUTS,2010,UKE1,2,0.4575
2012,NUTS,2010,UKE1,2,0.6839
2013,NUTS,2010,UKE1,2,0.7033
2014,NUTS,2010,UKE1,2,0.7764
2015,NUTS,2010,UKE1,2,0.7218
2016,NUTS,2010,UKE1,2,0.7302
2017,NUTS,2010,UKE1,2,0.7487
2018,NUTS,2010,UKE1,2,0.7421
2011,NUTS,2010,UKE2,2,1.3724
2012,NUTS,2010,UKE2,2,1.1739
2013,NUTS,2010,UKE2,2,1.4013
2014,NUTS,2010,UKE2,2,1.4487
2015,NUTS,2010,UKE2,2,1.5941
2016,NUTS,2010,UKE2,2,1.5975
2017,NUTS,2010,UKE2,2,1.578
2018,NUTS,2010,UKE2,2,1.6514
2011,NUTS,2010,UKE3,2,1.4801
2012,NUTS,2010,UKE3,2,1.4709
2013,NUTS,2010,UKE3,2,1.5744
2014,NUTS,2010,UKE3,2,1.6252
2015,NUTS,2010,UKE3,2,1.7965
2016,NUTS,2010,UKE3,2,1.7817
2017,NUTS,2010,UKE3,2,1.8521
2018,NUTS,2010,UKE3,2,1.7863
2011,NUTS,2010,UKE4,2,1.221
2012,NUTS,2010,UKE4,2,1.2648
2013,NUTS,2010,UKE4,2,1.3584
2014,NUTS,2010,UKE4,2,1.3827
2015,NUTS,2010,UKE4,2,1.4167
2016,NUTS,2010,UKE4,2,1.406
2017,NUTS,2010,UKE4,2,1.506
2018,NUTS,2010,UKE4,2,1.5204
2011,NUTS,2010,UKF,1,1.3032
2012,NUTS,2010,UKF,1,1.3376
2013,NUTS,2010,UKF,1,1.4333
2014,NUTS,2010,UKF,1,1.4733
2015,NUTS,2010,UKF,1,1.4528
2016,NUTS,2010,UKF,1,1.503
2017,NUTS,2010,UKF,1,1.5027
2018,NUTS,2010,UKF,1,1.5395
2011,NUTS,2010,UKF1,2,1.7017
2012,NUTS,2010,UKF1,2,1.7173
2013,NUTS,2010,UKF1,2,1.9183
2014,NUTS,2010,UKF1,2,2.0074
2015,NUTS,2010,UKF1,2,1.9212
2016,NUTS,2010,UKF1,2,1.9796
2017,NUTS,2010,UKF1,2,2.0393
2018,NUTS,2010,UKF1,2,2.1028
2011,NUTS,2010,UKF2,2,1.2147
2012,NUTS,2010,UKF2,2,1.237
2013,NUTS,2010,UKF2,2,1.2744
2014,NUTS,2010,UKF2,2,1.3027
2015,NUTS,2010,UKF2,2,1.2625
2016,NUTS,2010,UKF2,2,1.3061
2017,NUTS,2010,UKF2,2,1.2639
2018,NUTS,2010,UKF2,2,1.2754
2011,NUTS,2010,UKF3,2,0.389
2012,NUTS,2010,UKF3,2,0.426
2013,NUTS,2010,UKF3,2,0.429
2014,NUTS,2010,UKF3,2,0.418
2015,NUTS,2010,UKF3,2,0.4965
2016,NUTS,2010,UKF3,2,0.5315
2017,NUTS,2010,UKF3,2,0.5044
2018,NUTS,2010,UKF3,2,0.514
2011,NUTS,2010,UKG,1,1.0336
2012,NUTS,2010,UKG,1,1.0672
2013,NUTS,2010,UKG,1,1.1579
2014,NUTS,2010,UKG,1,1.2693
2015,NUTS,2010,UKG,1,1.2854
2016,NUTS,2010,UKG,1,1.2501
2017,NUTS,2010,UKG,1,1.3614
2018,NUTS,2010,UKG,1,1.3939
2011,NUTS,2010,UKG1,2,0.727
2012,NUTS,2010,UKG1,2,0.8149
2013,NUTS,2010,UKG1,2,0.8335
2014,NUTS,2010,UKG1,2,0.9823
2015,NUTS,2010,UKG1,2,0.9317
2016,NUTS,2010,UKG1,2,0.8571
2017,NUTS,2010,UKG1,2,1.2117
2018,NUTS,2010,UKG1,2,1.3675
2011,NUTS,2010,UKG2,2,0.3621
2012,NUTS,2010,UKG2,2,0.3775
2013,NUTS,2010,UKG2,2,0.4065
2014,NUTS,2010,UKG2,2,0.4497
2015,NUTS,2010,UKG2,2,0.5206
2016,NUTS,2010,UKG2,2,0.51
2017,NUTS,2010,UKG2,2,0.5293
2018,NUTS,2010,UKG2,2,0.5566
2011,NUTS,2010,UKG3,2,1.6134
2012,NUTS,2010,UKG3,2,1.621
2013,NUTS,2010,UKG3,2,1.7888
2014,NUTS,2010,UKG3,2,1.914
2015,NUTS,2010,UKG3,2,1.9523
2016,NUTS,2010,UKG3,2,1.9128
2017,NUTS,2010,UKG3,2,1.9534
2018,NUTS,2010,UKG3,2,1.9014
2011,NUTS,2010,UKH,1,1.6179
2012,NUTS,2010,UKH,1,1.5868
2013,NUTS,2010,UKH,1,1.6658
2014,NUTS,2010,UKH,1,1.73
2015,NUTS,2010,UKH,1,1.7461
2016,NUTS,2010,UKH,1,1.7843
2017,NUTS,2010,UKH,1,1.8019
2018,NUTS,2010,UKH,1,1.8196
2011,NUTS,2010,UKH1,2,2.5064
2012,NUTS,2010,UKH1,2,2.4665
2013,NUTS,2010,UKH1,2,2.5875
2014,NUTS,2010,UKH1,2,2.6506
2015,NUTS,2010,UKH1,2,2.7009
2016,NUTS,2010,UKH1,2,2.7554
2017,NUTS,2010,UKH1,2,2.9113
2018,NUTS,2010,UKH1,2,2.9631
2011,NUTS,2010,UKH2,2,1.2394
2012,NUTS,2010,UKH2,2,1.2416
2013,NUTS,2010,UKH2,2,1.3687
2014,NUTS,2010,UKH2,2,1.3685
2015,NUTS,2010,UKH2,2,1.3844
2016,NUTS,2010,UKH2,2,1.3728
2017,NUTS,2010,UKH2,2,1.3398
2018,NUTS,2010,UKH2,2,1.3455
2011,NUTS,2010,UKH3,2,0.7717
2012,NUTS,2010,UKH3,2,0.7219
2013,NUTS,2010,UKH3,2,0.7098
2014,NUTS,2010,UKH3,2,0.776
2015,NUTS,2010,UKH3,2,0.7931
2016,NUTS,2010,UKH3,2,0.8476
2017,NUTS,2010,UKH3,2,0.7803
2018,NUTS,2010,UKH3,2,0.7548
2011,NUTS,2010,UKI,1,1.7328
2012,NUTS,2010,UKI,1,1.7793
2013,NUTS,2010,UKI,1,1.7166
2014,NUTS,2010,UKI,1,1.7718
2015,NUTS,2010,UKI,1,1.7519
2016,NUTS,2010,UKI,1,1.7671
2017,NUTS,2010,UKI,1,1.8088
2018,NUTS,2010,UKI,1,1.793
2011,NUTS,2010,UKI3,2,9.1597
2012,NUTS,2010,UKI3,2,9.0307
2013,NUTS,2010,UKI3,2,8.8889
2014,NUTS,2010,UKI3,2,8.8098
2015,NUTS,2010,UKI3,2,8.5993
2016,NUTS,2010,UKI3,2,8.5685
2017,NUTS,2010,UKI3,2,9.0715
2018,NUTS,2010,UKI3,2,8.8596
2011,NUTS,2010,UKI4,2,0.8394
2012,NUTS,2010,UKI4,2,0.8513
2013,NUTS,2010,UKI4,2,0.8502
2014,NUTS,2010,UKI4,2,0.8809
2015,NUTS,2010,UKI4,2,0.9274
2016,NUTS,2010,UKI4,2,0.9337
2017,NUTS,2010,UKI4,2,0.9458
2018,NUTS,2010,UKI4,2,0.9944
2011,NUTS,2010,UKI5,2,0.242
2012,NUTS,2010,UKI5,2,0.2622
2013,NUTS,2010,UKI5,2,0.2563
2014,NUTS,2010,UKI5,2,0.2599
2015,NUTS,2010,UKI5,2,0.245
2016,NUTS,2010,UKI5,2,0.2486
2017,NUTS,2010,UKI5,2,0.2259
2018,NUTS,2010,UKI5,2,0.2406
2011,NUTS,2010,UKI6,2,0.3738
2012,NUTS,2010,UKI6,2,0.3547
2013,NUTS,2010,UKI6,2,0.3073
2014,NUTS,2010,UKI6,2,0.3531
2015,NUTS,2010,UKI6,2,0.3436
2016,NUTS,2010,UKI6,2,0.3604
2017,NUTS,2010,UKI6,2,0.3943
2018,NUTS,2010,UKI6,2,0.3786
2011,NUTS,2010,UKI7,2,0.7266
2012,NUTS,2010,UKI7,2,0.8132
2013,NUTS,2010,UKI7,2,0.828
2014,NUTS,2010,UKI7,2,0.8446
2015,NUTS,2010,UKI7,2,0.9322
2016,NUTS,2010,UKI7,2,0.9027
2017,NUTS,2010,UKI7,2,1.0614
2018,NUTS,2010,UKI7,2,0.9332
