year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_act_fte_f
2015,NUTS,2010,IE02,2,0.7433
2017,NUTS,2010,IE02,2,0.4838
2011,NUTS,2010,IS,0,0.4171
2011,NUTS,2010,IT,0,0.1815
2012,NUTS,2010,IT,0,0.1851
2013,NUTS,2010,IT,0,0.195
2014,NUTS,2010,IT,0,0.1953
2015,NUTS,2010,IT,0,0.2019
2016,NUTS,2010,IT,0,0.2072
2017,NUTS,2010,IT,0,0.208
2018,NUTS,2010,IT,0,0.2108
2019,NUTS,2010,IT,0,0.2224
2011,NUTS,2010,ITC,1,0.1545
2012,NUTS,2010,ITC,1,0.1559
2013,NUTS,2010,ITC,1,0.1633
2014,NUTS,2010,ITC,1,0.1593
2015,NUTS,2010,ITC,1,0.1744
2016,NUTS,2010,ITC,1,0.1778
2017,NUTS,2010,ITC,1,0.1847
2018,NUTS,2010,ITC,1,0.1835
2019,NUTS,2010,ITC,1,0.1882
2011,NUTS,2010,ITC1,2,0.131
2012,NUTS,2010,ITC1,2,0.1324
2013,NUTS,2010,ITC1,2,0.1526
2014,NUTS,2010,ITC1,2,0.1369
2015,NUTS,2010,ITC1,2,0.1739
2016,NUTS,2010,ITC1,2,0.1548
2017,NUTS,2010,ITC1,2,0.1564
2018,NUTS,2010,ITC1,2,0.1569
2019,NUTS,2010,ITC1,2,0.1603
2011,NUTS,2010,ITC2,2,0.0271
2012,NUTS,2010,ITC2,2,0.0227
2013,NUTS,2010,ITC2,2,0.0615
2014,NUTS,2010,ITC2,2,0.0789
2015,NUTS,2010,ITC2,2,0.0495
2016,NUTS,2010,ITC2,2,0.0457
2017,NUTS,2010,ITC2,2,0.0764
2018,NUTS,2010,ITC2,2,0.0529
2019,NUTS,2010,ITC2,2,0.0487
2011,NUTS,2010,ITC3,2,0.1576
2012,NUTS,2010,ITC3,2,0.1721
2013,NUTS,2010,ITC3,2,0.1963
2014,NUTS,2010,ITC3,2,0.183
2015,NUTS,2010,ITC3,2,0.2375
2016,NUTS,2010,ITC3,2,0.1984
2017,NUTS,2010,ITC3,2,0.2125
2018,NUTS,2010,ITC3,2,0.1735
2019,NUTS,2010,ITC3,2,0.1948
2011,NUTS,2010,ITC4,2,0.1669
2012,NUTS,2010,ITC4,2,0.1659
2013,NUTS,2010,ITC4,2,0.1643
2014,NUTS,2010,ITC4,2,0.1668
2015,NUTS,2010,ITC4,2,0.1667
2016,NUTS,2010,ITC4,2,0.1867
2017,NUTS,2010,ITC4,2,0.1946
2018,NUTS,2010,ITC4,2,0.1982
2019,NUTS,2010,ITC4,2,0.201
2011,NUTS,2010,ITF,1,0.1812
2012,NUTS,2010,ITF,1,0.1789
2013,NUTS,2010,ITF,1,0.1863
2014,NUTS,2010,ITF,1,0.1922
2015,NUTS,2010,ITF,1,0.2058
2016,NUTS,2010,ITF,1,0.207
2017,NUTS,2010,ITF,1,0.2062
2018,NUTS,2010,ITF,1,0.2006
2019,NUTS,2010,ITF,1,0.2184
2011,NUTS,2010,ITF1,2,0.174
2012,NUTS,2010,ITF1,2,0.183
2013,NUTS,2010,ITF1,2,0.1932
2014,NUTS,2010,ITF1,2,0.1895
2015,NUTS,2010,ITF1,2,0.2331
2016,NUTS,2010,ITF1,2,0.2424
2017,NUTS,2010,ITF1,2,0.2767
2018,NUTS,2010,ITF1,2,0.2245
2019,NUTS,2010,ITF1,2,0.2347
2015,NUTS,2010,ITF2,2,0.2522
2016,NUTS,2010,ITF2,2,0.1992
2017,NUTS,2010,ITF2,2,0.1942
2018,NUTS,2010,ITF2,2,0.18
2019,NUTS,2010,ITF2,2,0.1594
2011,NUTS,2010,ITF3,2,0.2096
2012,NUTS,2010,ITF3,2,0.2015
2013,NUTS,2010,ITF3,2,0.211
2014,NUTS,2010,ITF3,2,0.2247
2015,NUTS,2010,ITF3,2,0.2331
2016,NUTS,2010,ITF3,2,0.2564
2017,NUTS,2010,ITF3,2,0.2471
2018,NUTS,2010,ITF3,2,0.2374
2019,NUTS,2010,ITF3,2,0.2663
2011,NUTS,2010,ITF4,2,0.1839
2012,NUTS,2010,ITF4,2,0.1769
2013,NUTS,2010,ITF4,2,0.1588
2014,NUTS,2010,ITF4,2,0.1574
2015,NUTS,2010,ITF4,2,0.1737
2016,NUTS,2010,ITF4,2,0.1679
2017,NUTS,2010,ITF4,2,0.167
2018,NUTS,2010,ITF4,2,0.1637
2019,NUTS,2010,ITF4,2,0.1749
2012,NUTS,2010,ITF5,2,0.1265
2013,NUTS,2010,ITF5,2,0.1101
2015,NUTS,2010,ITF5,2,0.1172
2016,NUTS,2010,ITF5,2,0.0859
2017,NUTS,2010,ITF5,2,0.0947
2018,NUTS,2010,ITF5,2,0.0959
2019,NUTS,2010,ITF5,2,0.1225
2011,NUTS,2010,ITF6,2,0.128
2015,NUTS,2010,ITF6,2,0.1913
2016,NUTS,2010,ITF6,2,0.1579
2017,NUTS,2010,ITF6,2,0.1438
2018,NUTS,2010,ITF6,2,0.185
2019,NUTS,2010,ITF6,2,0.1928
2011,NUTS,2010,ITG,1,0.1821
2012,NUTS,2010,ITG,1,0.1892
2013,NUTS,2010,ITG,1,0.207
2014,NUTS,2010,ITG,1,0.2112
2015,NUTS,2010,ITG,1,0.2213
2016,NUTS,2010,ITG,1,0.171
2017,NUTS,2010,ITG,1,0.1618
2018,NUTS,2010,ITG,1,0.1587
2019,NUTS,2010,ITG,1,0.1688
2011,NUTS,2010,ITG1,2,0.1648
2012,NUTS,2010,ITG1,2,0.1625
2013,NUTS,2010,ITG1,2,0.1803
2014,NUTS,2010,ITG1,2,0.1835
2015,NUTS,2010,ITG1,2,0.1931
2016,NUTS,2010,ITG1,2,0.1654
2017,NUTS,2010,ITG1,2,0.1489
2018,NUTS,2010,ITG1,2,0.1505
2019,NUTS,2010,ITG1,2,0.1644
2011,NUTS,2010,ITG2,2,0.219
2012,NUTS,2010,ITG2,2,0.2467
2013,NUTS,2010,ITG2,2,0.2667
2014,NUTS,2010,ITG2,2,0.2723
2015,NUTS,2010,ITG2,2,0.2818
2016,NUTS,2010,ITG2,2,0.1836
2017,NUTS,2010,ITG2,2,0.1918
2018,NUTS,2010,ITG2,2,0.1771
2019,NUTS,2010,ITG2,2,0.1782
2011,NUTS,2010,ITH,1,0.1775
2012,NUTS,2010,ITH,1,0.1866
2013,NUTS,2010,ITH,1,0.201
2014,NUTS,2010,ITH,1,0.2064
2015,NUTS,2010,ITH,1,0.1881
2016,NUTS,2010,ITH,1,0.2112
2017,NUTS,2010,ITH,1,0.2169
2018,NUTS,2010,ITH,1,0.2275
2019,NUTS,2010,ITH,1,0.2373
2011,NUTS,2010,ITH1,2,0.005
2012,NUTS,2010,ITH1,2,0.0117
2013,NUTS,2010,ITH1,2,0.0291
2014,NUTS,2010,ITH1,2,0.0407
2015,NUTS,2010,ITH1,2,0.0421
2016,NUTS,2010,ITH1,2,0.0729
2017,NUTS,2010,ITH1,2,0.0943
2018,NUTS,2010,ITH1,2,0.1053
2019,NUTS,2010,ITH1,2,0.1281
2011,NUTS,2010,ITH2,2,0.1468
2012,NUTS,2010,ITH2,2,0.1794
2013,NUTS,2010,ITH2,2,0.2053
2014,NUTS,2010,ITH2,2,0.2151
2015,NUTS,2010,ITH2,2,0.2335
2016,NUTS,2010,ITH2,2,0.2705
2017,NUTS,2010,ITH2,2,0.2535
2018,NUTS,2010,ITH2,2,0.3001
2019,NUTS,2010,ITH2,2,0.3051
2011,NUTS,2010,ITH3,2,0.1551
2012,NUTS,2010,ITH3,2,0.1636
2013,NUTS,2010,ITH3,2,0.1762
2014,NUTS,2010,ITH3,2,0.1783
2015,NUTS,2010,ITH3,2,0.1844
2016,NUTS,2010,ITH3,2,0.1838
2017,NUTS,2010,ITH3,2,0.1873
2018,NUTS,2010,ITH3,2,0.1992
2019,NUTS,2010,ITH3,2,0.2085
2011,NUTS,2010,ITH4,2,0.1964
2012,NUTS,2010,ITH4,2,0.2098
2013,NUTS,2010,ITH4,2,0.2067
2014,NUTS,2010,ITH4,2,0.2218
2015,NUTS,2010,ITH4,2,0.2304
2016,NUTS,2010,ITH4,2,0.2162
2017,NUTS,2010,ITH4,2,0.2274
2018,NUTS,2010,ITH4,2,0.2422
2019,NUTS,2010,ITH4,2,0.2355
2011,NUTS,2010,ITH5,2,0.2191
2012,NUTS,2010,ITH5,2,0.2257
2013,NUTS,2010,ITH5,2,0.2444
2014,NUTS,2010,ITH5,2,0.2507
2015,NUTS,2010,ITH5,2,0.1934
2016,NUTS,2010,ITH5,2,0.2471
2017,NUTS,2010,ITH5,2,0.255
2018,NUTS,2010,ITH5,2,0.2599
2019,NUTS,2010,ITH5,2,0.2728
2011,NUTS,2010,ITI,1,0.2123
2012,NUTS,2010,ITI,1,0.2143
2013,NUTS,2010,ITI,1,0.2188
2014,NUTS,2010,ITI,1,0.2116
2015,NUTS,2010,ITI,1,0.2216
2016,NUTS,2010,ITI,1,0.2353
2017,NUTS,2010,ITI,1,0.2256
2018,NUTS,2010,ITI,1,0.2325
2019,NUTS,2010,ITI,1,0.2472
2011,NUTS,2010,ITI1,2,0.2693
2012,NUTS,2010,ITI1,2,0.2747
2013,NUTS,2010,ITI1,2,0.2507
2014,NUTS,2010,ITI1,2,0.232
2015,NUTS,2010,ITI1,2,0.247
2016,NUTS,2010,ITI1,2,0.2435
2017,NUTS,2010,ITI1,2,0.2445
2018,NUTS,2010,ITI1,2,0.2714
2019,NUTS,2010,ITI1,2,0.275
2011,NUTS,2010,ITI2,2,0.2415
2012,NUTS,2010,ITI2,2,0.2381
2013,NUTS,2010,ITI2,2,0.2308
2014,NUTS,2010,ITI2,2,0.2352
2015,NUTS,2010,ITI2,2,0.2553
2016,NUTS,2010,ITI2,2,0.2464
2017,NUTS,2010,ITI2,2,0.2321
2018,NUTS,2010,ITI2,2,0.2737
2019,NUTS,2010,ITI2,2,0.2401
2011,NUTS,2010,ITI3,2,0.1328
2012,NUTS,2010,ITI3,2,0.1286
2013,NUTS,2010,ITI3,2,0.1506
2014,NUTS,2010,ITI3,2,0.1555
2015,NUTS,2010,ITI3,2,0.1665
2016,NUTS,2010,ITI3,2,0.1861
2017,NUTS,2010,ITI3,2,0.2105
2018,NUTS,2010,ITI3,2,0.1999
2019,NUTS,2010,ITI3,2,0.1932
2011,NUTS,2010,ITI4,2,0.191
2012,NUTS,2010,ITI4,2,0.1936
2013,NUTS,2010,ITI4,2,0.214
2014,NUTS,2010,ITI4,2,0.2093
2015,NUTS,2010,ITI4,2,0.2138
2016,NUTS,2010,ITI4,2,0.2411
2017,NUTS,2010,ITI4,2,0.2158
2018,NUTS,2010,ITI4,2,0.2089
2019,NUTS,2010,ITI4,2,0.2441
2011,NUTS,2010,LT,0,0.4052
2012,NUTS,2010,LT,0,0.3956
2013,NUTS,2010,LT,0,0.3929
2014,NUTS,2010,LT,0,0.3809
2015,NUTS,2010,LT,0,0.3533
2016,NUTS,2010,LT,0,0.3503
2017,NUTS,2010,LT,0,0.347
2018,NUTS,2010,LT,0,0.3426
2019,NUTS,2010,LT,0,0.3633
2015,NUTS,2010,LT01,2,0.5713
2016,NUTS,2010,LT01,2,0.5301
2017,NUTS,2010,LT01,2,0.5038
2018,NUTS,2010,LT01,2,0.4942
2019,NUTS,2010,LT01,2,0.4992
2015,NUTS,2010,LT02,2,0.2472
2016,NUTS,2010,LT02,2,0.253
2017,NUTS,2010,LT02,2,0.2541
2018,NUTS,2010,LT02,2,0.2511
2019,NUTS,2010,LT02,2,0.2801
2011,NUTS,2010,LU,0,0.2109
2012,NUTS,2010,LU,0,0.2225
2013,NUTS,2010,LU,0,0.262
2014,NUTS,2010,LU,0,0.2979
2015,NUTS,2010,LU,0,0.2829
2017,NUTS,2010,LU,0,0.2741
2019,NUTS,2010,LU,0,0.3001
2011,NUTS,2010,LV,0,0.2653
2012,NUTS,2010,LV,0,0.2597
2013,NUTS,2010,LV,0,0.24
2014,NUTS,2010,LV,0,0.2386
2015,NUTS,2010,LV,0,0.2407
2016,NUTS,2010,LV,0,0.205
2017,NUTS,2010,LV,0,0.2497
2018,NUTS,2010,LV,0,0.2347
2019,NUTS,2010,LV,0,0.2563
2011,NUTS,2010,ME,0,0.0965
2013,NUTS,2010,ME,0,0.0835
2014,NUTS,2010,ME,0,0.0904
2015,NUTS,2010,ME,0,0.1329
2017,NUTS,2010,ME,0,0.1082
2018,NUTS,2010,ME,0,0.1075
2019,NUTS,2010,ME,0,0.0984
2011,NUTS,2010,MK,0,0.081
2012,NUTS,2010,MK,0,0.0981
2015,NUTS,2010,MK,0,0.1636
2016,NUTS,2010,MK,0,0.1647
2017,NUTS,2010,MK,0,0.1348
2018,NUTS,2010,MK,0,0.1453
2019,NUTS,2010,MK,0,0.1346
2011,NUTS,2010,MT,0,0.1052
2012,NUTS,2010,MT,0,0.1159
2013,NUTS,2010,MT,0,0.136
2014,NUTS,2010,MT,0,0.1641
2015,NUTS,2010,MT,0,0.1399
2016,NUTS,2010,MT,0,0.1302
2017,NUTS,2010,MT,0,0.1436
2018,NUTS,2010,MT,0,0.1373
2019,NUTS,2010,MT,0,0.1495
2011,NUTS,2010,NL,0,0.1938
2012,NUTS,2010,NL,0,0.193
2011,NUTS,2010,PL,0,0.2263
2012,NUTS,2010,PL,0,0.21
2013,NUTS,2010,PL,0,0.2106
2014,NUTS,2010,PL,0,0.2258
2015,NUTS,2010,PL,0,0.232
2016,NUTS,2010,PL,0,0.2559
2017,NUTS,2010,PL,0,0.3414
2018,NUTS,2010,PL,0,0.3481
2019,NUTS,2010,PL,0,0.3742
2011,NUTS,2010,PL1,1,0.3293
2012,NUTS,2010,PL1,1,0.3193
2013,NUTS,2010,PL1,1,0.2043
2014,NUTS,2010,PL1,1,0.2067
2015,NUTS,2010,PL1,1,0.2065
2012,NUTS,2010,PL11,2,0.2136
2013,NUTS,2010,PL11,2,0.1755
2014,NUTS,2010,PL11,2,0.1831
2015,NUTS,2010,PL11,2,0.185
2012,NUTS,2010,PL12,2,0.2119
2013,NUTS,2010,PL12,2,0.2196
2014,NUTS,2010,PL12,2,0.2183
2015,NUTS,2010,PL12,2,0.2164
2011,NUTS,2010,PL2,1,0.2499
2012,NUTS,2010,PL2,1,0.2139
2013,NUTS,2010,PL2,1,0.2251
2014,NUTS,2010,PL2,1,0.2559
2015,NUTS,2010,PL2,1,0.2767
2016,NUTS,2010,PL2,1,0.256
2017,NUTS,2010,PL2,1,0.3577
2018,NUTS,2010,PL2,1,0.3576
2019,NUTS,2010,PL2,1,0.438
2011,NUTS,2010,PL21,2,0.3755
2012,NUTS,2010,PL21,2,0.2951
2013,NUTS,2010,PL21,2,0.328
2014,NUTS,2010,PL21,2,0.3799
2015,NUTS,2010,PL21,2,0.4104
2016,NUTS,2010,PL21,2,0.3518
2017,NUTS,2010,PL21,2,0.5534
2018,NUTS,2010,PL21,2,0.5508
2019,NUTS,2010,PL21,2,0.5537
2011,NUTS,2010,PL22,2,0.1612
2012,NUTS,2010,PL22,2,0.1573
2013,NUTS,2010,PL22,2,0.1536
2014,NUTS,2010,PL22,2,0.1678
2015,NUTS,2010,PL22,2,0.181
2016,NUTS,2010,PL22,2,0.1857
2017,NUTS,2010,PL22,2,0.2119
2018,NUTS,2010,PL22,2,0.2114
2019,NUTS,2010,PL22,2,0.3497
2011,NUTS,2010,PL3,1,0.1499
2012,NUTS,2010,PL3,1,0.1429
2013,NUTS,2010,PL3,1,0.1571
2014,NUTS,2010,PL3,1,0.1686
2015,NUTS,2010,PL3,1,0.1921
2011,NUTS,2010,PL31,2,0.2182
2012,NUTS,2010,PL31,2,0.2224
2013,NUTS,2010,PL31,2,0.2205
2014,NUTS,2010,PL31,2,0.2249
2015,NUTS,2010,PL31,2,0.2171
2012,NUTS,2010,PL32,2,0.0523
2013,NUTS,2010,PL32,2,0.0603
2014,NUTS,2010,PL32,2,0.0706
2015,NUTS,2010,PL32,2,0.1413
2012,NUTS,2010,PL33,2,0.0219
2013,NUTS,2010,PL33,2,0.1119
2014,NUTS,2010,PL33,2,0.1193
2015,NUTS,2010,PL33,2,0.1407
2011,NUTS,2010,PL34,2,0.2623
2012,NUTS,2010,PL34,2,0.2988
2013,NUTS,2010,PL34,2,0.2536
2014,NUTS,2010,PL34,2,0.2749
2015,NUTS,2010,PL34,2,0.2871
2011,NUTS,2010,PL4,1,0.2105
2012,NUTS,2010,PL4,1,0.1827
2013,NUTS,2010,PL4,1,0.1513
2014,NUTS,2010,PL4,1,0.1964
2015,NUTS,2010,PL4,1,0.2091
2016,NUTS,2010,PL4,1,0.1878
2017,NUTS,2010,PL4,1,0.241
2018,NUTS,2010,PL4,1,0.2406
2019,NUTS,2010,PL4,1,0.2214
2011,NUTS,2010,PL41,2,0.2181
2012,NUTS,2010,PL41,2,0.1807
2013,NUTS,2010,PL41,2,0.1241
2014,NUTS,2010,PL41,2,0.1767
2015,NUTS,2010,PL41,2,0.2011
2016,NUTS,2010,PL41,2,0.1923
2017,NUTS,2010,PL41,2,0.2211
2012,NUTS,2010,PL42,2,0.251
2013,NUTS,2010,PL42,2,0.2273
2014,NUTS,2010,PL42,2,0.2817
2015,NUTS,2010,PL42,2,0.2809
2016,NUTS,2010,PL42,2,0.2133
2017,NUTS,2010,PL42,2,0.3376
2018,NUTS,2010,PL42,2,0.3447
2019,NUTS,2010,PL42,2,0.3005
2012,NUTS,2010,PL43,2,0.0945
2013,NUTS,2010,PL43,2,0.1333
2014,NUTS,2010,PL43,2,0.1381
2015,NUTS,2010,PL43,2,0.1354
2016,NUTS,2010,PL43,2,0.1308
2017,NUTS,2010,PL43,2,0.1539
2011,NUTS,2010,PL5,1,0.2638
2012,NUTS,2010,PL5,1,0.2612
2013,NUTS,2010,PL5,1,0.3004
2014,NUTS,2010,PL5,1,0.2897
2015,NUTS,2010,PL5,1,0.2713
2016,NUTS,2010,PL5,1,0.2615
2017,NUTS,2010,PL5,1,0.3555
2018,NUTS,2010,PL5,1,0.347
2019,NUTS,2010,PL5,1,0.3542
2011,NUTS,2010,PL51,2,0.3014
2012,NUTS,2010,PL51,2,0.2993
2013,NUTS,2010,PL51,2,0.3519
2014,NUTS,2010,PL51,2,0.3405
2015,NUTS,2010,PL51,2,0.3195
2016,NUTS,2010,PL51,2,0.3033
2017,NUTS,2010,PL51,2,0.4156
2018,NUTS,2010,PL51,2,0.4006
2019,NUTS,2010,PL51,2,0.4032
2011,NUTS,2010,PL52,2,0.1425
2012,NUTS,2010,PL52,2,0.1395
2013,NUTS,2010,PL52,2,0.1355
2014,NUTS,2010,PL52,2,0.1359
2015,NUTS,2010,PL52,2,0.1312
2016,NUTS,2010,PL52,2,0.1242
2017,NUTS,2010,PL52,2,0.1589
2018,NUTS,2010,PL52,2,0.1752
2019,NUTS,2010,PL52,2,0.1867
2011,NUTS,2010,PL6,1,0.2407
2012,NUTS,2010,PL6,1,0.2323
2013,NUTS,2010,PL6,1,0.2226
2014,NUTS,2010,PL6,1,0.2265
2015,NUTS,2010,PL6,1,0.2189
2016,NUTS,2010,PL6,1,0.2302
2017,NUTS,2010,PL6,1,0.3224
2018,NUTS,2010,PL6,1,0.3042
2019,NUTS,2010,PL6,1,0.3378
2012,NUTS,2010,PL61,2,0.2337
2013,NUTS,2010,PL61,2,0.2342
2014,NUTS,2010,PL61,2,0.2265
2015,NUTS,2010,PL61,2,0.2337
2016,NUTS,2010,PL61,2,0.1963
2012,NUTS,2010,PL62,2,0.1851
2013,NUTS,2010,PL62,2,0.1601
2014,NUTS,2010,PL62,2,0.1855
2015,NUTS,2010,PL62,2,0.1645
2016,NUTS,2010,PL62,2,0.1935
2011,NUTS,2010,PL63,2,0.296
2012,NUTS,2010,PL63,2,0.2587
2013,NUTS,2010,PL63,2,0.2499
2014,NUTS,2010,PL63,2,0.2508
2015,NUTS,2010,PL63,2,0.2379
2016,NUTS,2010,PL63,2,0.2803
2017,NUTS,2010,PL63,2,0.3364
2018,NUTS,2010,PL63,2,0.3948
2019,NUTS,2010,PL63,2,0.3195
2016,NUTS,2010,PL7,1,0.2297
2017,NUTS,2010,PL7,1,0.262
2018,NUTS,2010,PL7,1,0.2572
2019,NUTS,2010,PL7,1,0.2989
2017,NUTS,2010,PL71,2,0.3298
2019,NUTS,2010,PL71,2,0.3704
2017,NUTS,2010,PL72,2,0.114
2019,NUTS,2010,PL72,2,0.1438
2016,NUTS,2010,PL8,1,0.225
2017,NUTS,2010,PL8,1,0.2663
2018,NUTS,2010,PL8,1,0.3485
2019,NUTS,2010,PL8,1,0.34
2016,NUTS,2010,PL81,2,0.3029
2017,NUTS,2010,PL81,2,0.3713
2018,NUTS,2010,PL81,2,0.5051
2019,NUTS,2010,PL81,2,0.5225
2016,NUTS,2010,PL82,2,0.1439
2017,NUTS,2010,PL82,2,0.1436
2018,NUTS,2010,PL82,2,0.1717
2019,NUTS,2010,PL82,2,0.1257
2016,NUTS,2010,PL84,2,0.2251
2017,NUTS,2010,PL84,2,0.2969
2018,NUTS,2010,PL84,2,0.3677
2019,NUTS,2010,PL84,2,0.3765
2016,NUTS,2010,PL9,1,0.3499
2017,NUTS,2010,PL9,1,0.4947
2018,NUTS,2010,PL9,1,0.492
2019,NUTS,2010,PL9,1,0.5133
2017,NUTS,2010,PL91,2,0.8254
2018,NUTS,2010,PL91,2,0.7929
2019,NUTS,2010,PL91,2,0.7988
2017,NUTS,2010,PL92,2,0.0404
2018,NUTS,2010,PL92,2,0.0441
2019,NUTS,2010,PL92,2,0.0511
2011,NUTS,2010,PT,0,0.4871
2012,NUTS,2010,PT,0,0.5014
2013,NUTS,2010,PT,0,0.5364
2014,NUTS,2010,PT,0,0.5134
2015,NUTS,2010,PT,0,0.5164
2016,NUTS,2010,PT,0,0.5422
2017,NUTS,2010,PT,0,0.5692
2018,NUTS,2010,PT,0,0.5954
2019,NUTS,2010,PT,0,0.596
2020,NUTS,2010,PT,0,0.6024
2011,NUTS,2010,PT1,1,0.467
2012,NUTS,2010,PT1,1,0.481
2013,NUTS,2010,PT1,1,0.5196
2014,NUTS,2010,PT1,1,0.5026
2015,NUTS,2010,PT1,1,0.5084
2016,NUTS,2010,PT1,1,0.536
2017,NUTS,2010,PT1,1,0.5634
2018,NUTS,2010,PT1,1,0.5895
2019,NUTS,2010,PT1,1,0.5901
2020,NUTS,2010,PT1,1,0.5992
2011,NUTS,2010,PT11,2,0.4031
2012,NUTS,2010,PT11,2,0.3975
2013,NUTS,2010,PT11,2,0.4764
2014,NUTS,2010,PT11,2,0.4559
2015,NUTS,2010,PT11,2,0.4504
2016,NUTS,2010,PT11,2,0.4866
2017,NUTS,2010,PT11,2,0.5129
2018,NUTS,2010,PT11,2,0.5465
2019,NUTS,2010,PT11,2,0.5625
2020,NUTS,2010,PT11,2,0.5804
2011,NUTS,2010,PT15,2,0.3554
2012,NUTS,2010,PT15,2,0.3099
2013,NUTS,2010,PT15,2,0.2818
2014,NUTS,2010,PT15,2,0.2949
2015,NUTS,2010,PT15,2,0.29
2016,NUTS,2010,PT15,2,0.2822
2017,NUTS,2010,PT15,2,0.2461
2018,NUTS,2010,PT15,2,0.2663
2019,NUTS,2010,PT15,2,0.3095
2020,NUTS,2010,PT15,2,0.3095
2011,NUTS,2010,PT16,2,0.4397
2012,NUTS,2010,PT16,2,0.4505
2013,NUTS,2010,PT16,2,0.4655
2014,NUTS,2010,PT16,2,0.452
2015,NUTS,2010,PT16,2,0.4391
2016,NUTS,2010,PT16,2,0.4651
2017,NUTS,2010,PT16,2,0.5074
2018,NUTS,2010,PT16,2,0.5336
2019,NUTS,2010,PT16,2,0.5269
2020,NUTS,2010,PT16,2,0.5424
2011,NUTS,2010,PT17,2,0.6517
2012,NUTS,2010,PT17,2,0.7068
2013,NUTS,2010,PT17,2,0.738
2014,NUTS,2010,PT17,2,0.713
2015,NUTS,2010,PT17,2,0.7418
2016,NUTS,2010,PT17,2,0.7644
2017,NUTS,2010,PT17,2,0.7971
2018,NUTS,2010,PT17,2,0.8215
2019,NUTS,2010,PT17,2,0.7993
2020,NUTS,2010,PT17,2,0.7967
2011,NUTS,2010,PT18,2,0.206
2012,NUTS,2010,PT18,2,0.2061
2013,NUTS,2010,PT18,2,0.1757
2014,NUTS,2010,PT18,2,0.1703
2015,NUTS,2010,PT18,2,0.1982
2016,NUTS,2010,PT18,2,0.2122
2017,NUTS,2010,PT18,2,0.2245
2018,NUTS,2010,PT18,2,0.2193
2019,NUTS,2010,PT18,2,0.217
2020,NUTS,2010,PT18,2,0.2129
2011,NUTS,2010,PT2,1,0.2385
2012,NUTS,2010,PT2,1,0.1909
2013,NUTS,2010,PT2,1,0.2116
2014,NUTS,2010,PT2,1,0.2035
2015,NUTS,2010,PT2,1,0.1612
2016,NUTS,2010,PT2,1,0.1614
2017,NUTS,2010,PT2,1,0.1773
2018,NUTS,2010,PT2,1,0.1728
2019,NUTS,2010,PT2,1,0.1606
2020,NUTS,2010,PT2,1,0.1537
2011,NUTS,2010,PT20,2,0.2385
2012,NUTS,2010,PT20,2,0.1909
2013,NUTS,2010,PT20,2,0.2116
2014,NUTS,2010,PT20,2,0.2035
2015,NUTS,2010,PT20,2,0.1612
2016,NUTS,2010,PT20,2,0.1614
2017,NUTS,2010,PT20,2,0.1773
2018,NUTS,2010,PT20,2,0.1728
2019,NUTS,2010,PT20,2,0.1606
2020,NUTS,2010,PT20,2,0.1537
2011,NUTS,2010,PT3,1,0.0988
2012,NUTS,2010,PT3,1,0.0959
2013,NUTS,2010,PT3,1,0.1121
2014,NUTS,2010,PT3,1,0.1197
2015,NUTS,2010,PT3,1,0.127
2016,NUTS,2010,PT3,1,0.1434
2017,NUTS,2010,PT3,1,0.1469
2018,NUTS,2010,PT3,1,0.1635
2019,NUTS,2010,PT3,1,0.1307
2020,NUTS,2010,PT3,1,0.1254
2011,NUTS,2010,PT30,2,0.0988
2012,NUTS,2010,PT30,2,0.0959
2013,NUTS,2010,PT30,2,0.1121
2014,NUTS,2010,PT30,2,0.1197
2015,NUTS,2010,PT30,2,0.127
2016,NUTS,2010,PT30,2,0.1434
2017,NUTS,2010,PT30,2,0.1469
2018,NUTS,2010,PT30,2,0.1635
2019,NUTS,2010,PT30,2,0.1307
2020,NUTS,2010,PT30,2,0.1254
2011,NUTS,2010,RO,0,0.098
2012,NUTS,2010,RO,0,0.0941
2013,NUTS,2010,RO,0,0.0932
2014,NUTS,2010,RO,0,0.087
2015,NUTS,2010,RO,0,0.0911
2016,NUTS,2010,RO,0,0.0935
2017,NUTS,2010,RO,0,0.0951
2018,NUTS,2010,RO,0,0.0931
2019,NUTS,2010,RO,0,0.0919
2011,NUTS,2010,RO1,1,0.0988
2012,NUTS,2010,RO1,1,0.0789
2013,NUTS,2010,RO1,1,0.0735
2014,NUTS,2010,RO1,1,0.0773
2015,NUTS,2010,RO1,1,0.0731
2016,NUTS,2010,RO1,1,0.0726
2017,NUTS,2010,RO1,1,0.0718
2018,NUTS,2010,RO1,1,0.0801
2019,NUTS,2010,RO1,1,0.0839
2011,NUTS,2010,RO11,2,0.101
2012,NUTS,2010,RO11,2,0.0503
2013,NUTS,2010,RO11,2,0.0496
2014,NUTS,2010,RO11,2,0.0702
2015,NUTS,2010,RO11,2,0.0606
2016,NUTS,2010,RO11,2,0.0625
2017,NUTS,2010,RO11,2,0.0606
2018,NUTS,2010,RO11,2,0.0568
2019,NUTS,2010,RO11,2,0.0651
2011,NUTS,2010,RO12,2,0.0959
2012,NUTS,2010,RO12,2,0.1173
2013,NUTS,2010,RO12,2,0.1052
2014,NUTS,2010,RO12,2,0.0867
2015,NUTS,2010,RO12,2,0.0892
2016,NUTS,2010,RO12,2,0.0855
2017,NUTS,2010,RO12,2,0.0865
