year,region_type,region_year_spec,region_id,region_level,impact_studies_3_lq
2020,NUTS,2016,AT13,2,0.21
2020,NUTS,2016,AT33,2,2.84
2020,NUTS,2016,BE10,2,1.2
2020,NUTS,2016,BE21,2,1.17
2020,NUTS,2016,BE23,2,1.49
2020,NUTS,2016,BE24,2,1.31
2020,NUTS,2016,CH01,2,0.63
2020,NUTS,2016,CH02,2,1.11
2020,NUTS,2016,CH04,2,1.34
2020,NUTS,2016,CZ06,2,1.71
2020,NUTS,2016,DE12,2,2.43
2020,NUTS,2016,DE13,2,0.53
2020,NUTS,2016,DE14,2,0.81
2020,NUTS,2016,DE21,2,0.98
2020,NUTS,2016,DE23,2,1.58
2020,NUTS,2016,DE30,2,2.57
2020,NUTS,2016,DE60,2,2.05
2020,NUTS,2016,DE71,2,1.08
2020,NUTS,2016,DE72,2,0.89
2020,NUTS,2016,DE73,2,2.06
2020,NUTS,2016,DE92,2,3.39
2020,NUTS,2016,DEA1,2,3.11
2020,NUTS,2016,DEA2,2,2.85
2020,NUTS,2016,DEA5,2,0.78
2020,NUTS,2016,DED4,2,1.49
2020,NUTS,2016,DEF0,2,4.51
2020,NUTS,2016,DK04,2,0.45
2020,NUTS,2016,EE00,2,1.26
2020,NUTS,2016,EL30,2,2.34
2020,NUTS,2016,EL61,2,2.34
2020,NUTS,2016,ES11,2,0.92
2020,NUTS,2016,ES21,2,1.19
2020,NUTS,2016,ES24,2,1.74
2020,NUTS,2016,ES30,2,1.19
2020,NUTS,2016,ES41,2,1.14
2020,NUTS,2016,ES51,2,0.92
2020,NUTS,2016,ES52,2,0.76
2020,NUTS,2016,ES61,2,1.77
2020,NUTS,2016,FI1B,2,1.2
2020,NUTS,2016,FI1D,2,1.11
2020,NUTS,2016,FR10,2,0.8
2020,NUTS,2016,FRF3,2,2.94
2020,NUTS,2016,FRL0,2,2.01
2020,NUTS,2016,IS00,2,2.07
2020,NUTS,2016,ITC1,2,0.31
2020,NUTS,2016,ITC3,2,0.89
2020,NUTS,2016,ITC4,2,1.68
2020,NUTS,2016,ITF3,2,0.64
2020,NUTS,2016,ITF4,2,0.31
2020,NUTS,2016,ITH2,2,3.35
2020,NUTS,2016,ITH3,2,0.57
2020,NUTS,2016,ITH4,2,0.5
2020,NUTS,2016,ITH5,2,1.12
2020,NUTS,2016,ITI1,2,1.54
2020,NUTS,2016,ITI3,2,1.07
2020,NUTS,2016,ITI4,2,0.55
2020,NUTS,2016,LU00,2,1.5
2020,NUTS,2016,NL11,2,4.73
2020,NUTS,2016,NL22,2,1.92
2020,NUTS,2016,NL31,2,1.69
2020,NUTS,2016,NL32,2,1.01
2020,NUTS,2016,NL33,2,0.63
2020,NUTS,2016,NL42,2,1.87
2020,NUTS,2016,NO01,2,0.9
2020,NUTS,2016,NO04,2,2.2
2020,NUTS,2016,PL91,2,0.32
2020,NUTS,2016,RS11,2,1.52
2020,NUTS,2016,RS21,2,9.75
2020,NUTS,2016,SE11,2,3.93
2020,NUTS,2016,SE12,2,1.64
2020,NUTS,2016,SE22,2,1.23
2020,NUTS,2016,SE23,2,2.71
2020,NUTS,2016,TR10,2,1.18
2020,NUTS,2016,TR42,2,2.33
2020,NUTS,2016,TR51,2,0.39
2020,NUTS,2016,UKC1,2,1.8
2020,NUTS,2016,UKD3,2,2.01
2020,NUTS,2016,UKD6,2,8.74
2020,NUTS,2016,UKD7,2,1.36
2020,NUTS,2016,UKE4,2,0.27
2020,NUTS,2016,UKF1,2,0.86
2020,NUTS,2016,UKF2,2,0.32
2020,NUTS,2016,UKG3,2,0.59
2020,NUTS,2016,UKH1,2,1.67
2020,NUTS,2016,UKH2,2,0.32
2020,NUTS,2016,UKI3,2,1.25
2020,NUTS,2016,UKI4,2,0.64
2020,NUTS,2016,UKJ1,2,0.72
2020,NUTS,2016,UKJ3,2,2.18
2020,NUTS,2016,UKK1,2,0.4
2020,NUTS,2016,UKL2,2,0.38
2020,NUTS,2016,UKM7,2,2.81
2020,NUTS,2016,UKM8,2,1.3
2020,NUTS,2016,UKN0,2,2.01
2020,NUTS,2016,AT130,3,0.21
2020,NUTS,2016,AT332,3,2.84
2020,NUTS,2016,BE100,3,1.2
2020,NUTS,2016,BE211,3,0.78
2020,NUTS,2016,BE213,3,2.48
2020,NUTS,2016,BE234,3,1.49
2020,NUTS,2016,BE242,3,2.93
2020,NUTS,2016,CH011,3,0.82
2020,NUTS,2016,CH013,3,0.47
2020,NUTS,2016,CH021,3,1.36
2020,NUTS,2016,CH040,3,1.34
2020,NUTS,2016,CZ064,3,1.71
2020,NUTS,2016,DE125,3,3.86
2020,NUTS,2016,DE131,3,0.65
2020,NUTS,2016,DE142,3,1.41
2020,NUTS,2016,DE212,3,0.99
2020,NUTS,2016,DE232,3,1.58
2020,NUTS,2016,DE300,3,2.57
2020,NUTS,2016,DE600,3,2.05
2020,NUTS,2016,DE712,3,1.43
2020,NUTS,2016,DE721,3,1.73
2020,NUTS,2016,DE731,3,2.11
2020,NUTS,2016,DE929,3,3.44
2020,NUTS,2016,DEA13,3,3.64
2020,NUTS,2016,DEA22,3,5.91
2020,NUTS,2016,DEA23,3,0.81
2020,NUTS,2016,DEA2B,3,104.86
2020,NUTS,2016,DEA2D,3,0.85
2020,NUTS,2016,DEA51,3,1.06
2020,NUTS,2016,DED41,3,1.44
2020,NUTS,2016,DED43,3,1.71
2020,NUTS,2016,DEF03,3,5.28
2020,NUTS,2016,DK042,3,0.45
2020,NUTS,2016,EE008,3,1.59
2020,NUTS,2016,EL303,3,2.4
2020,NUTS,2016,EL613,3,2.34
2020,NUTS,2016,ES111,3,1.26
2020,NUTS,2016,ES213,3,1.27
2020,NUTS,2016,ES243,3,1.74
2020,NUTS,2016,ES300,3,1.19
2020,NUTS,2016,ES415,3,2.47
2020,NUTS,2016,ES418,3,3.15
2020,NUTS,2016,ES511,3,0.83
2020,NUTS,2016,ES513,3,6.88
2020,NUTS,2016,ES523,3,1.03
2020,NUTS,2016,ES614,3,1.12
2020,NUTS,2016,ES618,3,3.68
2020,NUTS,2016,FI1B1,3,1.2
2020,NUTS,2016,FI1D9,3,2.24
2020,NUTS,2016,FR101,3,0.51
2020,NUTS,2016,FR104,3,1.0
2020,NUTS,2016,FR107,3,1.61
2020,NUTS,2016,FRF31,3,2.96
2020,NUTS,2016,FRL04,3,2.07
2020,NUTS,2016,IS001,3,2.1
2020,NUTS,2016,ITC11,3,0.36
2020,NUTS,2016,ITC33,3,0.89
2020,NUTS,2016,ITC47,3,0.78
2020,NUTS,2016,ITC48,3,4.02
2020,NUTS,2016,ITC4C,3,1.61
2020,NUTS,2016,ITF33,3,0.42
2020,NUTS,2016,ITF35,3,1.46
2020,NUTS,2016,ITF46,3,1.58
2020,NUTS,2016,ITH20,3,3.35
2020,NUTS,2016,ITH31,3,1.36
2020,NUTS,2016,ITH36,3,0.28
2020,NUTS,2016,ITH44,3,0.71
2020,NUTS,2016,ITH55,3,1.95
2020,NUTS,2016,ITH56,3,1.34
2020,NUTS,2016,ITI14,3,1.0
2020,NUTS,2016,ITI19,3,7.23
2020,NUTS,2016,ITI32,3,1.91
2020,NUTS,2016,ITI43,3,0.56
2020,NUTS,2016,LU000,3,1.5
2020,NUTS,2016,NL113,3,4.73
2020,NUTS,2016,NL226,3,2.18
2020,NUTS,2016,NL310,3,1.69
2020,NUTS,2016,NL329,3,1.01
2020,NUTS,2016,NL337,3,0.42
2020,NUTS,2016,NL33C,3,1.19
2020,NUTS,2016,NL423,3,1.87
2020,NUTS,2016,NO011,3,1.01
2020,NUTS,2016,NO043,3,3.41
2020,NUTS,2016,PL911,3,0.33
2020,NUTS,2016,RS110,3,1.52
2020,NUTS,2016,RS214,3,9.75
2020,NUTS,2016,SE110,3,3.93
2020,NUTS,2016,SE121,3,2.46
2020,NUTS,2016,SE224,3,1.27
2020,NUTS,2016,SE232,3,2.76
2020,NUTS,2016,TR100,3,1.18
2020,NUTS,2016,TR421,3,19.97
2020,NUTS,2016,TR510,3,0.39
2020,NUTS,2016,UKC14,3,2.23
2020,NUTS,2016,UKD33,3,1.9
2020,NUTS,2016,UKD34,3,3.87
2020,NUTS,2016,UKD61,3,59.92
2020,NUTS,2016,UKD72,3,1.41
2020,NUTS,2016,UKE42,3,0.35
2020,NUTS,2016,UKF14,3,1.08
2020,NUTS,2016,UKF21,3,0.38
2020,NUTS,2016,UKG31,3,0.71
2020,NUTS,2016,UKH12,3,1.87
2020,NUTS,2016,UKH23,3,0.36
2020,NUTS,2016,UKI31,3,1.45
2020,NUTS,2016,UKI32,3,0.51
2020,NUTS,2016,UKI33,3,2.08
2020,NUTS,2016,UKI42,3,0.91
2020,NUTS,2016,UKJ14,3,0.78
2020,NUTS,2016,UKJ32,3,2.14
2020,NUTS,2016,UKJ36,3,3.44
2020,NUTS,2016,UKK11,3,0.57
2020,NUTS,2016,UKL22,3,0.42
2020,NUTS,2016,UKM72,3,1.52
2020,NUTS,2016,UKM73,3,31.07
2020,NUTS,2016,UKM75,3,2.97
2020,NUTS,2016,UKM82,3,1.36
2020,NUTS,2016,UKN06,3,2.46
2021,NUTS,2021,CH,0,1.7
2021,NUTS,2021,DE,0,1.72
2021,NUTS,2021,DK,0,0.95
2021,NUTS,2021,ES,0,0.32
2021,NUTS,2021,FR,0,0.83
2021,NUTS,2021,IE,0,1.72
2021,NUTS,2021,IT,0,0.97
2021,NUTS,2021,NL,0,1.31
2021,NUTS,2021,SE,0,3.58
2021,NUTS,2021,SK,0,9.68
2021,NUTS,2021,TR,0,0.85
2021,NUTS,2021,UK,0,0.98
2021,NUTS,2021,CH0,1,1.7
2021,NUTS,2021,DE1,1,1.53
2021,NUTS,2021,DE2,1,2.19
2021,NUTS,2021,DE3,1,1.64
2021,NUTS,2021,DE7,1,2.74
2021,NUTS,2021,DEA,1,3.55
2021,NUTS,2021,DK0,1,0.95
2021,NUTS,2021,ES3,1,0.87
2021,NUTS,2021,FR1,1,0.77
2021,NUTS,2021,FRL,1,4.81
2021,NUTS,2021,IE0,1,1.72
2021,NUTS,2021,ITC,1,0.87
2021,NUTS,2021,ITF,1,1.17
2021,NUTS,2021,ITH,1,0.76
2021,NUTS,2021,ITI,1,1.4
2021,NUTS,2021,NL2,1,3.68
2021,NUTS,2021,NL3,1,0.78
2021,NUTS,2021,SE1,1,4.28
2021,NUTS,2021,SE2,1,2.7
2021,NUTS,2021,SK0,1,9.68
2021,NUTS,2021,TRB,1,15.71
2021,NUTS,2021,UKE,1,3.94
2021,NUTS,2021,UKH,1,4.58
2021,NUTS,2021,UKI,1,0.56
2021,NUTS,2021,UKJ,1,0.53
2021,NUTS,2021,CH03,2,3.95
2021,NUTS,2021,CH04,2,2.15
2021,NUTS,2021,CH05,2,24.88
2021,NUTS,2021,DE14,2,4.13
2021,NUTS,2021,DE21,2,3.18
2021,NUTS,2021,DE30,2,1.64
2021,NUTS,2021,DE72,2,8.18
2021,NUTS,2021,DEA2,2,6.55
2021,NUTS,2021,DK01,2,1.78
2021,NUTS,2021,ES30,2,0.87
2021,NUTS,2021,FR10,2,0.77
2021,NUTS,2021,FRL0,2,4.81
2021,NUTS,2021,IE05,2,6.13
2021,NUTS,2021,ITC4,2,1.19
2021,NUTS,2021,ITF3,2,3.52
2021,NUTS,2021,ITH4,2,5.82
2021,NUTS,2021,ITI1,2,2.36
2021,NUTS,2021,ITI2,2,9.79
2021,NUTS,2021,NL22,2,4.08
2021,NUTS,2021,NL33,2,1.76
2021,NUTS,2021,SE11,2,4.57
2021,NUTS,2021,SE12,2,3.6
2021,NUTS,2021,SE23,2,5.21
2021,NUTS,2021,SK01,2,11.78
2021,NUTS,2021,TRB1,2,17.56
2021,NUTS,2021,UKE4,2,8.9
2021,NUTS,2021,UKH1,2,5.46
2021,NUTS,2021,UKH3,2,14.22
2021,NUTS,2021,UKI3,2,0.69
2021,NUTS,2021,UKJ1,2,0.83
2021,NUTS,2021,CH031,3,4.19
2021,NUTS,2021,CH040,3,2.15
2021,NUTS,2021,CH055,3,24.88
2021,NUTS,2021,DE142,3,7.89
2021,NUTS,2021,DE212,3,3.24
2021,NUTS,2021,DE300,3,1.64
2021,NUTS,2021,DE724,3,17.73
2021,NUTS,2021,DEA23,3,8.78
2021,NUTS,2021,DEA2D,3,19.05
2021,NUTS,2021,DK011,3,2.15
2021,NUTS,2021,ES300,3,0.87
2021,NUTS,2021,FR104,3,1.17
2021,NUTS,2021,FRL04,3,4.96
2021,NUTS,2021,IE052,3,32.57
2021,NUTS,2021,ITC48,3,5.95
2021,NUTS,2021,ITC4C,3,0.77
2021,NUTS,2021,ITF35,3,13.67
2021,NUTS,2021,ITH44,3,8.91
2021,NUTS,2021,ITI19,3,14.68
2021,NUTS,2021,ITI21,3,9.79
2021,NUTS,2021,NL226,3,4.47
2021,NUTS,2021,NL33C,3,3.99
2021,NUTS,2021,SE110,3,4.57
2021,NUTS,2021,SE121,3,5.74
2021,NUTS,2021,SE232,3,5.24
2021,NUTS,2021,SK010,3,11.78
2021,NUTS,2021,TRB12,3,34.44
2021,NUTS,2021,UKE42,3,11.68
2021,NUTS,2021,UKH12,3,6.24
2021,NUTS,2021,UKH34,3,20.59
2021,NUTS,2021,UKI31,3,2.03
2021,NUTS,2021,UKJ14,3,0.89
