year,region_type,region_year_spec,region_id,region_level,arxiv_count
2010,NUTS,2010,DEB33,3,3
2010,NUTS,2010,DEB35,3,53
2010,NUTS,2010,DEC,1,55
2010,NUTS,2010,DEC0,2,55
2010,NUTS,2010,DEC01,3,54
2010,NUTS,2010,DEC02,3,1
2010,NUTS,2010,DED,1,520
2010,NUTS,2010,DED2,2,82
2010,NUTS,2010,DED21,3,82
2010,NUTS,2010,DED4,2,367
2010,NUTS,2010,DED41,3,244
2010,NUTS,2010,DED43,3,123
2010,NUTS,2010,DED5,2,71
2010,NUTS,2010,DED51,3,71
2010,NUTS,2010,DEE,1,54
2010,NUTS,2010,DEE0,2,54
2010,NUTS,2010,DEE02,3,30
2010,NUTS,2010,DEE03,3,24
2010,NUTS,2010,DEF,1,25
2010,NUTS,2010,DEF0,2,25
2010,NUTS,2010,DEF02,3,18
2010,NUTS,2010,DEF03,3,4
2010,NUTS,2010,DEF09,3,3
2010,NUTS,2010,DEG,1,35
2010,NUTS,2010,DEG0,2,35
2010,NUTS,2010,DEG03,3,33
2010,NUTS,2010,DEG05,3,2
2010,NUTS,2010,DK,0,499
2010,NUTS,2010,DK0,1,499
2010,NUTS,2010,DK01,2,275
2010,NUTS,2010,DK011,3,201
2010,NUTS,2010,DK012,3,74
2010,NUTS,2010,DK02,2,15
2010,NUTS,2010,DK021,3,15
2010,NUTS,2010,DK03,2,32
2010,NUTS,2010,DK031,3,32
2010,NUTS,2010,DK04,2,158
2010,NUTS,2010,DK042,3,158
2010,NUTS,2010,DK05,2,19
2010,NUTS,2010,DK050,3,19
2010,NUTS,2010,EE,0,59
2010,NUTS,2010,EE0,1,59
2010,NUTS,2010,EE00,2,59
2010,NUTS,2010,EE001,3,24
2010,NUTS,2010,EE008,3,35
2010,NUTS,2010,EL,0,493
2010,NUTS,2010,EL1,1,51
2010,NUTS,2010,EL11,2,2
2010,NUTS,2010,EL112,3,2
2010,NUTS,2010,EL12,2,44
2010,NUTS,2010,EL122,3,43
2010,NUTS,2010,EL126,3,1
2010,NUTS,2010,EL13,2,2
2010,NUTS,2010,EL133,3,2
2010,NUTS,2010,EL14,2,3
2010,NUTS,2010,EL142,3,1
2010,NUTS,2010,EL143,3,2
2010,NUTS,2010,EL2,1,79
2010,NUTS,2010,EL21,2,37
2010,NUTS,2010,EL213,3,37
2010,NUTS,2010,EL22,2,1
2010,NUTS,2010,EL222,3,1
2010,NUTS,2010,EL23,2,40
2010,NUTS,2010,EL232,3,40
2010,NUTS,2010,EL25,2,1
2010,NUTS,2010,EL252,3,1
2010,NUTS,2010,EL3,1,224
2010,NUTS,2010,EL30,2,224
2010,NUTS,2010,EL300,3,224
2010,NUTS,2010,EL4,1,139
2010,NUTS,2010,EL41,2,24
2010,NUTS,2010,EL411,3,24
2010,NUTS,2010,EL43,2,115
2010,NUTS,2010,EL431,3,25
2010,NUTS,2010,EL433,3,88
2010,NUTS,2010,EL434,3,2
2010,NUTS,2010,ES,0,3751
2010,NUTS,2010,ES1,1,158
2010,NUTS,2010,ES11,2,96
2010,NUTS,2010,ES111,3,81
2010,NUTS,2010,ES114,3,15
2010,NUTS,2010,ES12,2,31
2010,NUTS,2010,ES120,3,31
2010,NUTS,2010,ES13,2,31
2010,NUTS,2010,ES130,3,31
2010,NUTS,2010,ES2,1,237
2010,NUTS,2010,ES21,2,149
2010,NUTS,2010,ES212,3,20
2010,NUTS,2010,ES213,3,129
2010,NUTS,2010,ES22,2,6
2010,NUTS,2010,ES220,3,6
2010,NUTS,2010,ES23,2,4
2010,NUTS,2010,ES230,3,4
2010,NUTS,2010,ES24,2,78
2010,NUTS,2010,ES243,3,78
2010,NUTS,2010,ES3,1,1707
2010,NUTS,2010,ES30,2,1707
2010,NUTS,2010,ES300,3,1707
2010,NUTS,2010,ES4,1,219
2010,NUTS,2010,ES41,2,181
2010,NUTS,2010,ES412,3,5
2010,NUTS,2010,ES413,3,106
2010,NUTS,2010,ES415,3,45
2010,NUTS,2010,ES418,3,25
2010,NUTS,2010,ES42,2,11
2010,NUTS,2010,ES421,3,11
2010,NUTS,2010,ES43,2,27
2010,NUTS,2010,ES432,3,27
2010,NUTS,2010,ES5,1,784
2010,NUTS,2010,ES51,2,500
2010,NUTS,2010,ES511,3,498
2010,NUTS,2010,ES512,3,1
2010,NUTS,2010,ES514,3,1
2010,NUTS,2010,ES52,2,277
2010,NUTS,2010,ES521,3,31
2010,NUTS,2010,ES522,3,10
2010,NUTS,2010,ES523,3,236
2010,NUTS,2010,ES53,2,7
2010,NUTS,2010,ES532,3,7
2010,NUTS,2010,ES6,1,406
2010,NUTS,2010,ES61,2,277
2010,NUTS,2010,ES611,3,10
2010,NUTS,2010,ES614,3,155
2010,NUTS,2010,ES615,3,12
2010,NUTS,2010,ES616,3,11
2010,NUTS,2010,ES617,3,13
2010,NUTS,2010,ES618,3,76
2010,NUTS,2010,ES62,2,129
2010,NUTS,2010,ES620,3,129
2010,NUTS,2010,ES7,1,240
2010,NUTS,2010,ES70,2,240
2010,NUTS,2010,ES705,3,1
2010,NUTS,2010,ES709,3,239
2010,NUTS,2010,FI,0,501
2010,NUTS,2010,FI1,1,501
2010,NUTS,2010,FI19,2,73
2010,NUTS,2010,FI193,3,73
2010,NUTS,2010,FI1B,2,297
2010,NUTS,2010,FI1B1,3,297
2010,NUTS,2010,FI1C,2,102
2010,NUTS,2010,FI1C1,3,96
2010,NUTS,2010,FI1C5,3,6
2010,NUTS,2010,FI1D,2,29
2010,NUTS,2010,FI1D2,3,3
2010,NUTS,2010,FI1D6,3,26
2010,NUTS,2010,FR,0,4604
2010,NUTS,2010,FR1,1,2848
2010,NUTS,2010,FR10,2,2848
2010,NUTS,2010,FR101,3,1429
2010,NUTS,2010,FR102,3,13
2010,NUTS,2010,FR103,3,223
2010,NUTS,2010,FR104,3,1139
2010,NUTS,2010,FR105,3,32
2010,NUTS,2010,FR106,3,3
2010,NUTS,2010,FR107,3,3
2010,NUTS,2010,FR108,3,6
2010,NUTS,2010,FR2,1,160
2010,NUTS,2010,FR21,2,2
2010,NUTS,2010,FR212,3,1
2010,NUTS,2010,FR213,3,1
2010,NUTS,2010,FR22,2,8
2010,NUTS,2010,FR223,3,8
2010,NUTS,2010,FR23,2,37
2010,NUTS,2010,FR232,3,37
2010,NUTS,2010,FR24,2,72
2010,NUTS,2010,FR244,3,43
2010,NUTS,2010,FR246,3,29
2010,NUTS,2010,FR25,2,9
2010,NUTS,2010,FR251,3,9
2010,NUTS,2010,FR26,2,32
2010,NUTS,2010,FR261,3,32
2010,NUTS,2010,FR3,1,45
2010,NUTS,2010,FR30,2,45
2010,NUTS,2010,FR301,3,45
2010,NUTS,2010,FR4,1,206
2010,NUTS,2010,FR41,2,13
2010,NUTS,2010,FR411,3,13
2010,NUTS,2010,FR42,2,164
2010,NUTS,2010,FR421,3,164
2010,NUTS,2010,FR43,2,29
2010,NUTS,2010,FR431,3,29
2010,NUTS,2010,FR5,1,332
2010,NUTS,2010,FR51,2,259
2010,NUTS,2010,FR511,3,70
2010,NUTS,2010,FR512,3,13
2010,NUTS,2010,FR514,3,176
2010,NUTS,2010,FR52,2,58
2010,NUTS,2010,FR522,3,3
2010,NUTS,2010,FR523,3,55
2010,NUTS,2010,FR53,2,15
2010,NUTS,2010,FR532,3,3
2010,NUTS,2010,FR534,3,12
2010,NUTS,2010,FR6,1,258
2010,NUTS,2010,FR61,2,199
2010,NUTS,2010,FR612,3,199
2010,NUTS,2010,FR62,2,55
2010,NUTS,2010,FR623,3,55
2010,NUTS,2010,FR63,2,4
2010,NUTS,2010,FR633,3,4
2010,NUTS,2010,FR7,1,589
2010,NUTS,2010,FR71,2,589
2010,NUTS,2010,FR714,3,263
2010,NUTS,2010,FR715,3,8
2010,NUTS,2010,FR716,3,205
2010,NUTS,2010,FR717,3,99
2010,NUTS,2010,FR718,3,14
2010,NUTS,2010,FR8,1,164
2010,NUTS,2010,FR81,2,157
2010,NUTS,2010,FR813,3,157
2010,NUTS,2010,FR82,2,7
2010,NUTS,2010,FR823,3,2
2010,NUTS,2010,FR824,3,1
2010,NUTS,2010,FR826,3,4
2010,NUTS,2010,FR9,1,2
2010,NUTS,2010,FR94,2,2
2010,NUTS,2010,FR940,3,2
2010,NUTS,2010,HR,0,90
2010,NUTS,2010,HR0,1,90
2010,NUTS,2010,HR03,2,26
2010,NUTS,2010,HR031,3,13
2010,NUTS,2010,HR035,3,13
2010,NUTS,2010,HR04,2,64
2010,NUTS,2010,HR041,3,61
2010,NUTS,2010,HR04B,3,3
2010,NUTS,2010,HU,0,467
2010,NUTS,2010,HU1,1,387
2010,NUTS,2010,HU10,2,387
2010,NUTS,2010,HU101,3,386
2010,NUTS,2010,HU102,3,1
2010,NUTS,2010,HU2,1,8
2010,NUTS,2010,HU21,2,2
2010,NUTS,2010,HU213,3,2
2010,NUTS,2010,HU23,2,6
2010,NUTS,2010,HU231,3,6
2010,NUTS,2010,HU3,1,72
2010,NUTS,2010,HU31,2,2
2010,NUTS,2010,HU311,3,2
2010,NUTS,2010,HU32,2,32
2010,NUTS,2010,HU321,3,32
2010,NUTS,2010,HU33,2,38
2010,NUTS,2010,HU333,3,38
2010,NUTS,2010,IE,0,320
2010,NUTS,2010,IE0,1,320
2010,NUTS,2010,IE01,2,33
2010,NUTS,2010,IE013,3,33
2010,NUTS,2010,IE02,2,287
2010,NUTS,2010,IE021,3,182
2010,NUTS,2010,IE022,3,35
2010,NUTS,2010,IE023,3,43
2010,NUTS,2010,IE024,3,1
2010,NUTS,2010,IE025,3,26
2010,NUTS,2010,IS,0,77
2010,NUTS,2010,IS0,1,77
2010,NUTS,2010,IS00,2,77
2010,NUTS,2010,IS001,3,74
2010,NUTS,2010,IS002,3,3
2010,NUTS,2010,IT,0,4378
2010,NUTS,2010,ITC,1,782
2010,NUTS,2010,ITC1,2,240
2010,NUTS,2010,ITC11,3,236
2010,NUTS,2010,ITC12,3,4
2010,NUTS,2010,ITC3,2,84
2010,NUTS,2010,ITC33,3,84
2010,NUTS,2010,ITC4,2,458
2010,NUTS,2010,ITC41,3,7
2010,NUTS,2010,ITC46,3,3
2010,NUTS,2010,ITC47,3,14
2010,NUTS,2010,ITC48,3,81
2010,NUTS,2010,ITC4C,3,353
2010,NUTS,2010,ITF,1,544
2010,NUTS,2010,ITF1,2,35
2010,NUTS,2010,ITF11,3,29
2010,NUTS,2010,ITF12,3,1
2010,NUTS,2010,ITF14,3,5
2010,NUTS,2010,ITF3,2,136
2010,NUTS,2010,ITF32,3,12
2010,NUTS,2010,ITF33,3,50
2010,NUTS,2010,ITF35,3,74
2010,NUTS,2010,ITF4,2,350
2010,NUTS,2010,ITF45,3,10
2010,NUTS,2010,ITF47,3,340
2010,NUTS,2010,ITF5,2,2
2010,NUTS,2010,ITF51,3,2
2010,NUTS,2010,ITF6,2,21
2010,NUTS,2010,ITF61,3,21
2010,NUTS,2010,ITG,1,148
2010,NUTS,2010,ITG1,2,89
2010,NUTS,2010,ITG12,3,13
2010,NUTS,2010,ITG13,3,13
2010,NUTS,2010,ITG17,3,63
2010,NUTS,2010,ITG2,2,59
2010,NUTS,2010,ITG25,3,7
2010,NUTS,2010,ITG27,3,52
2010,NUTS,2010,ITH,1,1329
2010,NUTS,2010,ITH1,2,2
2010,NUTS,2010,ITH10,3,2
2010,NUTS,2010,ITH2,2,102
2010,NUTS,2010,ITH20,3,102
2010,NUTS,2010,ITH3,2,376
2010,NUTS,2010,ITH31,3,5
2010,NUTS,2010,ITH36,3,371
2010,NUTS,2010,ITH4,2,532
2010,NUTS,2010,ITH42,3,56
2010,NUTS,2010,ITH44,3,476
2010,NUTS,2010,ITH5,2,317
2010,NUTS,2010,ITH52,3,39
2010,NUTS,2010,ITH54,3,10
2010,NUTS,2010,ITH55,3,212
2010,NUTS,2010,ITH56,3,56
2010,NUTS,2010,ITI,1,1575
2010,NUTS,2010,ITI1,2,631
2010,NUTS,2010,ITI12,3,2
2010,NUTS,2010,ITI14,3,305
2010,NUTS,2010,ITI17,3,274
2010,NUTS,2010,ITI19,3,50
2010,NUTS,2010,ITI2,2,91
2010,NUTS,2010,ITI21,3,91
2010,NUTS,2010,ITI3,2,47
2010,NUTS,2010,ITI31,3,8
2010,NUTS,2010,ITI33,3,39
2010,NUTS,2010,ITI4,2,806
2010,NUTS,2010,ITI43,3,803
2010,NUTS,2010,ITI45,3,3
2010,NUTS,2010,LT,0,37
2010,NUTS,2010,LT0,1,37
2010,NUTS,2010,LT00,2,37
2010,NUTS,2010,LT00A,3,37
2010,NUTS,2010,LU,0,56
2010,NUTS,2010,LU0,1,56
2010,NUTS,2010,LU00,2,56
2010,NUTS,2010,LU000,3,56
2010,NUTS,2010,LV,0,20
2010,NUTS,2010,LV0,1,20
2010,NUTS,2010,LV00,2,20
2010,NUTS,2010,LV006,3,20
2010,NUTS,2010,ME,0,11
2010,NUTS,2010,ME0,1,11
2010,NUTS,2010,ME00,2,11
2010,NUTS,2010,ME000,3,11
2010,NUTS,2010,MT,0,5
2010,NUTS,2010,MT0,1,5
2010,NUTS,2010,MT00,2,5
2010,NUTS,2010,MT001,3,5
2010,NUTS,2010,NL,0,1871
2010,NUTS,2010,NL1,1,123
2010,NUTS,2010,NL11,2,79
2010,NUTS,2010,NL113,3,79
2010,NUTS,2010,NL13,2,44
2010,NUTS,2010,NL133,3,44
2010,NUTS,2010,NL2,1,396
2010,NUTS,2010,NL21,2,27
2010,NUTS,2010,NL213,3,27
2010,NUTS,2010,NL22,2,369
2010,NUTS,2010,NL221,3,1
2010,NUTS,2010,NL226,3,368
2010,NUTS,2010,NL3,1,1251
2010,NUTS,2010,NL31,2,293
2010,NUTS,2010,NL310,3,293
2010,NUTS,2010,NL32,2,416
2010,NUTS,2010,NL326,3,416
2010,NUTS,2010,NL33,2,542
2010,NUTS,2010,NL332,3,5
2010,NUTS,2010,NL333,3,100
2010,NUTS,2010,NL337,3,434
2010,NUTS,2010,NL339,3,3
2010,NUTS,2010,NL4,1,101
2010,NUTS,2010,NL41,2,95
2010,NUTS,2010,NL412,3,3
2010,NUTS,2010,NL414,3,92
2010,NUTS,2010,NL42,2,6
2010,NUTS,2010,NL423,3,6
2010,NUTS,2010,NO,0,342
2010,NUTS,2010,NO0,1,342
2010,NUTS,2010,NO01,2,135
2010,NUTS,2010,NO011,3,131
2010,NUTS,2010,NO012,3,4
2010,NUTS,2010,NO04,2,7
2010,NUTS,2010,NO042,3,1
2010,NUTS,2010,NO043,3,6
2010,NUTS,2010,NO05,2,67
2010,NUTS,2010,NO051,3,67
2010,NUTS,2010,NO06,2,133
2010,NUTS,2010,NO061,3,133
2010,NUTS,2010,PL,0,1145
2010,NUTS,2010,PL1,1,622
2010,NUTS,2010,PL11,2,89
2010,NUTS,2010,PL113,3,89
2010,NUTS,2010,PL12,2,533
2010,NUTS,2010,PL127,3,533
2010,NUTS,2010,PL2,1,242
2010,NUTS,2010,PL21,2,206
2010,NUTS,2010,PL213,3,206
2010,NUTS,2010,PL22,2,36
2010,NUTS,2010,PL224,3,2
2010,NUTS,2010,PL22A,3,34
2010,NUTS,2010,PL3,1,54
2010,NUTS,2010,PL31,2,8
2010,NUTS,2010,PL314,3,8
2010,NUTS,2010,PL32,2,7
2010,NUTS,2010,PL325,3,7
2010,NUTS,2010,PL33,2,20
2010,NUTS,2010,PL331,3,20
2010,NUTS,2010,PL34,2,19
2010,NUTS,2010,PL343,3,19
2010,NUTS,2010,PL4,1,65
2010,NUTS,2010,PL41,2,44
2010,NUTS,2010,PL415,3,44
2010,NUTS,2010,PL42,2,8
2010,NUTS,2010,PL424,3,8
2010,NUTS,2010,PL43,2,13
2010,NUTS,2010,PL432,3,13
2010,NUTS,2010,PL5,1,101
2010,NUTS,2010,PL51,2,100
2010,NUTS,2010,PL514,3,100
2010,NUTS,2010,PL52,2,1
2010,NUTS,2010,PL522,3,1
2010,NUTS,2010,PL6,1,61
2010,NUTS,2010,PL61,2,36
2010,NUTS,2010,PL613,3,36
2010,NUTS,2010,PL62,2,3
2010,NUTS,2010,PL622,3,3
2010,NUTS,2010,PL63,2,22
2010,NUTS,2010,PL633,3,22
2010,NUTS,2010,PT,0,475
2010,NUTS,2010,PT1,1,469
2010,NUTS,2010,PT11,2,162
2010,NUTS,2010,PT113,3,32
2010,NUTS,2010,PT114,3,129
2010,NUTS,2010,PT117,3,1
2010,NUTS,2010,PT16,2,132
2010,NUTS,2010,PT161,3,48
2010,NUTS,2010,PT162,3,81
2010,NUTS,2010,PT165,3,1
2010,NUTS,2010,PT16A,3,2
2010,NUTS,2010,PT17,2,175
2010,NUTS,2010,PT171,3,175
2010,NUTS,2010,PT3,1,6
2010,NUTS,2010,PT30,2,6
2010,NUTS,2010,PT300,3,6
2010,NUTS,2010,RO,0,138
2010,NUTS,2010,RO1,1,7
2010,NUTS,2010,RO11,2,7
2010,NUTS,2010,RO111,3,3
2010,NUTS,2010,RO113,3,4
2010,NUTS,2010,RO2,1,5
2010,NUTS,2010,RO21,2,5
2010,NUTS,2010,RO213,3,5
2010,NUTS,2010,RO3,1,122
2010,NUTS,2010,RO31,2,1
2010,NUTS,2010,RO311,3,1
2010,NUTS,2010,RO32,2,121
2010,NUTS,2010,RO321,3,121
2010,NUTS,2010,RO4,1,4
2010,NUTS,2010,RO41,2,4
2010,NUTS,2010,RO411,3,4
2010,NUTS,2010,SE,0,1127
2010,NUTS,2010,SE1,1,713
2010,NUTS,2010,SE11,2,479
2010,NUTS,2010,SE110,3,479
2010,NUTS,2010,SE12,2,234
2010,NUTS,2010,SE121,3,201
2010,NUTS,2010,SE123,3,33
2010,NUTS,2010,SE2,1,345
2010,NUTS,2010,SE21,2,19
2010,NUTS,2010,SE213,3,19
2010,NUTS,2010,SE22,2,120
2010,NUTS,2010,SE221,3,6
2010,NUTS,2010,SE224,3,114
2010,NUTS,2010,SE23,2,206
2010,NUTS,2010,SE231,3,2
2010,NUTS,2010,SE232,3,204
2010,NUTS,2010,SE3,1,69
2010,NUTS,2010,SE31,2,1
2010,NUTS,2010,SE311,3,1
2010,NUTS,2010,SE32,2,1
2010,NUTS,2010,SE321,3,1
2010,NUTS,2010,SE33,2,67
2010,NUTS,2010,SE331,3,52
2010,NUTS,2010,SE332,3,15
2010,NUTS,2010,SI,0,168
2010,NUTS,2010,SI0,1,168
2010,NUTS,2010,SI01,2,35
2010,NUTS,2010,SI012,3,33
2010,NUTS,2010,SI013,3,2
2010,NUTS,2010,SI02,2,133
2010,NUTS,2010,SI021,3,116
2010,NUTS,2010,SI023,3,12
2010,NUTS,2010,SI024,3,5
2010,NUTS,2010,SK,0,312
2010,NUTS,2010,SK0,1,312
2010,NUTS,2010,SK01,2,137
2010,NUTS,2010,SK010,3,137
2010,NUTS,2010,SK03,2,3
2010,NUTS,2010,SK032,3,3
2010,NUTS,2010,SK04,2,172
2010,NUTS,2010,SK041,3,162
2010,NUTS,2010,SK042,3,10
2010,NUTS,2010,TR,0,335
2010,NUTS,2010,TR1,1,98
2010,NUTS,2010,TR10,2,98
2010,NUTS,2010,TR100,3,98
2010,NUTS,2010,TR2,1,11
2010,NUTS,2010,TR21,2,7
2010,NUTS,2010,TR211,3,2
2010,NUTS,2010,TR212,3,5
2010,NUTS,2010,TR22,2,4
2010,NUTS,2010,TR221,3,2
2010,NUTS,2010,TR222,3,2
2010,NUTS,2010,TR3,1,32
2010,NUTS,2010,TR31,2,26
2010,NUTS,2010,TR310,3,26
2010,NUTS,2010,TR32,2,3
2010,NUTS,2010,TR321,3,2
2010,NUTS,2010,TR322,3,1
2010,NUTS,2010,TR33,2,3
2010,NUTS,2010,TR331,3,1
2010,NUTS,2010,TR332,3,2
2010,NUTS,2010,TR4,1,18
2010,NUTS,2010,TR41,2,5
2010,NUTS,2010,TR412,3,5
2010,NUTS,2010,TR42,2,13
2010,NUTS,2010,TR421,3,4
2010,NUTS,2010,TR422,3,5
2010,NUTS,2010,TR423,3,1
2010,NUTS,2010,TR424,3,3
2010,NUTS,2010,TR5,1,140
2010,NUTS,2010,TR51,2,139
2010,NUTS,2010,TR510,3,139
2010,NUTS,2010,TR52,2,1
2010,NUTS,2010,TR521,3,1
2010,NUTS,2010,TR6,1,11
2010,NUTS,2010,TR61,2,4
2010,NUTS,2010,TR611,3,3
2010,NUTS,2010,TR612,3,1
2010,NUTS,2010,TR62,2,7
2010,NUTS,2010,TR621,3,3
2010,NUTS,2010,TR622,3,4
2010,NUTS,2010,TR7,1,9
2010,NUTS,2010,TR71,2,1
2010,NUTS,2010,TR713,3,1
2010,NUTS,2010,TR72,2,8
2010,NUTS,2010,TR721,3,5
2010,NUTS,2010,TR722,3,3
2010,NUTS,2010,TR8,1,4
2010,NUTS,2010,TR82,2,3
2010,NUTS,2010,TR821,3,1
