year,region_type,region_year_spec,region_id,region_level,lockdown_social_distancing_2_lq
2021,NUTS,2021,UKK1,2,1.7
2021,NUTS,2021,UKK4,2,5.88
2021,NUTS,2021,UKL1,2,5.99
2021,NUTS,2021,UKM7,2,1.37
2021,NUTS,2021,UKM8,2,8.6
2021,NUTS,2021,AT130,3,7.99
2021,NUTS,2021,AT221,3,13.66
2021,NUTS,2021,AT312,3,25.19
2021,NUTS,2021,AT332,3,8.44
2021,NUTS,2021,BE100,3,3.66
2021,NUTS,2021,CY000,3,15.86
2021,NUTS,2021,DE212,3,4.38
2021,NUTS,2021,DE300,3,4.43
2021,NUTS,2021,DE404,3,18.32
2021,NUTS,2021,DK011,3,3.87
2021,NUTS,2021,EL303,3,2.88
2021,NUTS,2021,ES300,3,2.35
2021,NUTS,2021,FRH03,3,17.71
2021,NUTS,2021,FRK26,3,13.72
2021,NUTS,2021,NO0A1,3,38.38
2021,NUTS,2021,PT119,3,18.11
2021,NUTS,2021,SI041,3,9.89
2021,NUTS,2021,UKD33,3,3.75
2021,NUTS,2021,UKD72,3,2.11
2021,NUTS,2021,UKH12,3,1.87
2021,NUTS,2021,UKI31,3,2.74
2021,NUTS,2021,UKI32,3,0.9
2021,NUTS,2021,UKI33,3,1.19
2021,NUTS,2021,UKI51,3,33.58
2021,NUTS,2021,UKK11,3,2.31
2021,NUTS,2021,UKK43,3,6.47
2021,NUTS,2021,UKL18,3,8.1
2021,NUTS,2021,UKM75,3,1.78
2021,NUTS,2021,UKM82,3,9.25
