year,region_type,region_year_spec,region_id,region_level,sdg_03_project_specialisation
2015,NUTS,2013,AT,0,0.79
2015,NUTS,2013,BE,0,0.85
2015,NUTS,2013,BG,0,0.0
2015,NUTS,2013,CY,0,0.0
2015,NUTS,2013,CZ,0,0.65
2015,NUTS,2013,DE,0,0.92
2015,NUTS,2013,DK,0,1.3
2015,NUTS,2013,EE,0,0.79
2015,NUTS,2013,ES,0,0.9
2015,NUTS,2013,FI,0,0.86
2015,NUTS,2013,FR,0,1.21
2015,NUTS,2013,HR,0,0.6
2015,NUTS,2013,HU,0,0.84
2015,NUTS,2013,IE,0,1.24
2015,NUTS,2013,IT,0,0.88
2015,NUTS,2013,LT,0,0.32
2015,NUTS,2013,LU,0,0.42
2015,NUTS,2013,LV,0,0.43
2015,NUTS,2013,MT,0,0.0
2015,NUTS,2013,NL,0,1.42
2015,NUTS,2013,PL,0,0.28
2015,NUTS,2013,PT,0,0.88
2015,NUTS,2013,RO,0,0.12
2015,NUTS,2013,SE,0,1.18
2015,NUTS,2013,SI,0,0.39
2015,NUTS,2013,SK,0,0.32
2015,NUTS,2013,UK,0,1.38
2016,NUTS,2016,AT,0,0.8
2016,NUTS,2016,BE,0,0.81
2016,NUTS,2016,BG,0,0.0
2016,NUTS,2016,CY,0,0.42
2016,NUTS,2016,CZ,0,0.41
2016,NUTS,2016,DE,0,0.96
2016,NUTS,2016,DK,0,1.3
2016,NUTS,2016,EE,0,0.5
2016,NUTS,2016,ES,0,0.84
2016,NUTS,2016,FI,0,0.66
2016,NUTS,2016,FR,0,1.24
2016,NUTS,2016,HR,0,0.13
2016,NUTS,2016,HU,0,0.51
2016,NUTS,2016,IE,0,1.31
2016,NUTS,2016,IT,0,0.73
2016,NUTS,2016,LT,0,0.49
2016,NUTS,2016,LU,0,1.3
2016,NUTS,2016,LV,0,0.65
2016,NUTS,2016,MT,0,0.0
2016,NUTS,2016,NL,0,1.61
2016,NUTS,2016,PL,0,0.24
2016,NUTS,2016,PT,0,0.57
2016,NUTS,2016,RO,0,0.07
2016,NUTS,2016,SE,0,1.23
2016,NUTS,2016,SI,0,0.48
2016,NUTS,2016,SK,0,0.27
2016,NUTS,2016,UK,0,1.6
2017,NUTS,2016,AT,0,0.82
2017,NUTS,2016,BE,0,1.01
2017,NUTS,2016,BG,0,0.0
2017,NUTS,2016,CH,0,10.74
2017,NUTS,2016,CY,0,0.24
2017,NUTS,2016,CZ,0,0.54
2017,NUTS,2016,DE,0,1.05
2017,NUTS,2016,DK,0,1.28
2017,NUTS,2016,EE,0,0.77
2017,NUTS,2016,ES,0,0.96
2017,NUTS,2016,FI,0,0.52
2017,NUTS,2016,FR,0,1.33
2017,NUTS,2016,HR,0,0.32
2017,NUTS,2016,HU,0,0.62
2017,NUTS,2016,IE,0,0.93
2017,NUTS,2016,IT,0,0.76
2017,NUTS,2016,LT,0,0.33
2017,NUTS,2016,LU,0,1.33
2017,NUTS,2016,LV,0,0.0
2017,NUTS,2016,MT,0,0.0
2017,NUTS,2016,NL,0,1.26
2017,NUTS,2016,PL,0,0.28
2017,NUTS,2016,PT,0,0.76
2017,NUTS,2016,RO,0,0.22
2017,NUTS,2016,SE,0,1.17
2017,NUTS,2016,SI,0,0.24
2017,NUTS,2016,SK,0,0.07
2017,NUTS,2016,UK,0,1.56
2018,NUTS,2016,AT,0,0.72
2018,NUTS,2016,BE,0,0.91
2018,NUTS,2016,BG,0,0.48
2018,NUTS,2016,CY,0,0.0
2018,NUTS,2016,CZ,0,0.55
2018,NUTS,2016,DE,0,1.05
2018,NUTS,2016,DK,0,1.36
2018,NUTS,2016,EE,0,0.39
2018,NUTS,2016,ES,0,0.87
2018,NUTS,2016,FI,0,0.56
2018,NUTS,2016,FR,0,1.14
2018,NUTS,2016,HR,0,0.61
2018,NUTS,2016,HU,0,0.32
2018,NUTS,2016,IE,0,1.48
2018,NUTS,2016,IT,0,0.83
2018,NUTS,2016,LT,0,0.43
2018,NUTS,2016,LU,0,1.41
2018,NUTS,2016,LV,0,0.39
2018,NUTS,2016,MT,0,0.0
2018,NUTS,2016,NL,0,1.38
2018,NUTS,2016,PL,0,1.07
2018,NUTS,2016,PT,0,1.05
2018,NUTS,2016,RO,0,0.29
2018,NUTS,2016,SE,0,1.18
2018,NUTS,2016,SI,0,0.44
2018,NUTS,2016,SK,0,0.62
2018,NUTS,2016,UK,0,1.35
2019,NUTS,2016,AT,0,0.8
2019,NUTS,2016,BE,0,0.92
2019,NUTS,2016,BG,0,0.0
2019,NUTS,2016,CH,0,0.0
2019,NUTS,2016,CY,0,0.22
2019,NUTS,2016,CZ,0,0.81
2019,NUTS,2016,DE,0,1.07
2019,NUTS,2016,DK,0,1.12
2019,NUTS,2016,EE,0,0.62
2019,NUTS,2016,ES,0,0.88
2019,NUTS,2016,FI,0,0.71
2019,NUTS,2016,FR,0,1.14
2019,NUTS,2016,HR,0,0.28
2019,NUTS,2016,HU,0,0.59
2019,NUTS,2016,IE,0,1.47
2019,NUTS,2016,IT,0,0.9
2019,NUTS,2016,LT,0,0.34
2019,NUTS,2016,LU,0,1.4
2019,NUTS,2016,LV,0,0.4
2019,NUTS,2016,MT,0,0.0
2019,NUTS,2016,NL,0,1.36
2019,NUTS,2016,PL,0,0.28
2019,NUTS,2016,PT,0,0.73
2019,NUTS,2016,RO,0,0.26
2019,NUTS,2016,SE,0,1.5
2019,NUTS,2016,SI,0,0.21
2019,NUTS,2016,SK,0,0.19
2019,NUTS,2016,UK,0,1.51
2020,NUTS,2016,AT,0,0.64
2020,NUTS,2016,BE,0,0.95
2020,NUTS,2016,BG,0,0.0
2020,NUTS,2016,CH,0,0.0
2020,NUTS,2016,CY,0,0.28
2020,NUTS,2016,CZ,0,0.45
2020,NUTS,2016,DE,0,1.05
2020,NUTS,2016,DK,0,1.25
2020,NUTS,2016,EE,0,0.34
2020,NUTS,2016,ES,0,0.93
2020,NUTS,2016,FI,0,0.67
2020,NUTS,2016,FR,0,1.27
2020,NUTS,2016,HR,0,0.34
2020,NUTS,2016,HU,0,0.48
2020,NUTS,2016,IE,0,1.38
2020,NUTS,2016,IT,0,0.9
2020,NUTS,2016,LT,0,0.86
2020,NUTS,2016,LU,0,1.15
2020,NUTS,2016,LV,0,0.8
2020,NUTS,2016,MT,0,0.0
2020,NUTS,2016,NL,0,1.34
2020,NUTS,2016,PL,0,0.25
2020,NUTS,2016,PT,0,0.76
2020,NUTS,2016,RO,0,0.76
2020,NUTS,2016,SE,0,1.28
2020,NUTS,2016,SI,0,0.49
2020,NUTS,2016,SK,0,0.22
2020,NUTS,2016,UK,0,1.38
2021,NUTS,2021,AT,0,0.85
2021,NUTS,2021,BE,0,0.86
2021,NUTS,2021,BG,0,0.33
2021,NUTS,2021,CY,0,0.85
2021,NUTS,2021,CZ,0,0.53
2021,NUTS,2021,DE,0,1.09
2021,NUTS,2021,DK,0,1.1
2021,NUTS,2021,EE,0,0.78
2021,NUTS,2021,ES,0,0.93
2021,NUTS,2021,FI,0,0.65
2021,NUTS,2021,FR,0,1.1
2021,NUTS,2021,HR,0,0.28
2021,NUTS,2021,HU,0,0.61
2021,NUTS,2021,IE,0,1.57
2021,NUTS,2021,IT,0,0.92
2021,NUTS,2021,LT,0,0.83
2021,NUTS,2021,LU,0,1.06
2021,NUTS,2021,LV,0,0.97
2021,NUTS,2021,MT,0,0.0
2021,NUTS,2021,NL,0,1.31
2021,NUTS,2021,PL,0,0.31
2021,NUTS,2021,PT,0,0.77
2021,NUTS,2021,RO,0,0.86
2021,NUTS,2021,SE,0,1.24
2021,NUTS,2021,SI,0,0.51
2021,NUTS,2021,SK,0,0.93
2021,NUTS,2021,UK,0,1.39
2015,NUTS,2013,AT1,1,0.92
2015,NUTS,2013,AT2,1,0.33
2015,NUTS,2013,AT3,1,1.03
2015,NUTS,2013,BE1,1,0.44
2015,NUTS,2013,BE2,1,1.31
2015,NUTS,2013,BE3,1,1.49
2015,NUTS,2013,BG3,1,0.0
2015,NUTS,2013,BG4,1,0.0
2015,NUTS,2013,CY0,1,0.0
2015,NUTS,2013,CZ0,1,0.65
2015,NUTS,2013,DE1,1,1.11
2015,NUTS,2013,DE2,1,0.73
2015,NUTS,2013,DE3,1,1.05
2015,NUTS,2013,DE4,1,2.39
2015,NUTS,2013,DE5,1,0.7
2015,NUTS,2013,DE6,1,0.75
2015,NUTS,2013,DE7,1,0.84
2015,NUTS,2013,DE8,1,1.17
2015,NUTS,2013,DE9,1,0.99
2015,NUTS,2013,DEA,1,0.69
2015,NUTS,2013,DEB,1,0.89
2015,NUTS,2013,DEC,1,2.39
2015,NUTS,2013,DED,1,0.79
2015,NUTS,2013,DEE,1,2.05
2015,NUTS,2013,DEF,1,1.46
2015,NUTS,2013,DEG,1,0.99
2015,NUTS,2013,DK0,1,1.3
2015,NUTS,2013,EE0,1,0.79
2015,NUTS,2013,ES1,1,0.43
2015,NUTS,2013,ES2,1,0.51
2015,NUTS,2013,ES3,1,0.93
2015,NUTS,2013,ES4,1,0.88
2015,NUTS,2013,ES5,1,1.09
2015,NUTS,2013,ES6,1,0.74
2015,NUTS,2013,ES7,1,1.59
2015,NUTS,2013,FI1,1,0.86
2015,NUTS,2013,FR1,1,1.29
2015,NUTS,2013,FR2,1,0.72
2015,NUTS,2013,FR3,1,1.59
2015,NUTS,2013,FR4,1,1.27
2015,NUTS,2013,FR5,1,0.67
2015,NUTS,2013,FR6,1,0.46
2015,NUTS,2013,FR7,1,1.17
2015,NUTS,2013,FR8,1,2.03
2015,NUTS,2013,HR0,1,0.6
2015,NUTS,2013,HU1,1,0.6
2015,NUTS,2013,HU2,1,0.76
2015,NUTS,2013,HU3,1,1.76
2015,NUTS,2013,IE0,1,1.24
2015,NUTS,2013,ITC,1,1.11
2015,NUTS,2013,ITF,1,0.69
2015,NUTS,2013,ITG,1,0.49
2015,NUTS,2013,ITH,1,0.85
2015,NUTS,2013,ITI,1,0.72
2015,NUTS,2013,LT0,1,0.32
2015,NUTS,2013,LU0,1,0.42
2015,NUTS,2013,LV0,1,0.43
2015,NUTS,2013,MT0,1,0.0
2015,NUTS,2013,NL1,1,1.72
2015,NUTS,2013,NL2,1,1.28
2015,NUTS,2013,NL3,1,1.37
2015,NUTS,2013,NL4,1,1.75
2015,NUTS,2013,PL1,1,0.44
2015,NUTS,2013,PL2,1,0.0
2015,NUTS,2013,PL3,1,0.6
2015,NUTS,2013,PL4,1,0.0
2015,NUTS,2013,PL5,1,0.25
2015,NUTS,2013,PL6,1,0.0
2015,NUTS,2013,PT1,1,0.9
2015,NUTS,2013,PT2,1,0.0
2015,NUTS,2013,PT3,1,0.0
2015,NUTS,2013,RO1,1,0.32
2015,NUTS,2013,RO2,1,0.0
2015,NUTS,2013,RO3,1,0.1
2015,NUTS,2013,RO4,1,0.0
2015,NUTS,2013,SE1,1,1.58
2015,NUTS,2013,SE2,1,0.56
2015,NUTS,2013,SE3,1,0.18
2015,NUTS,2013,SI0,1,0.39
2015,NUTS,2013,SK0,1,0.32
2015,NUTS,2013,UKC,1,0.68
2015,NUTS,2013,UKD,1,1.06
2015,NUTS,2013,UKE,1,0.98
2015,NUTS,2013,UKF,1,1.34
2015,NUTS,2013,UKG,1,1.71
2015,NUTS,2013,UKH,1,0.94
2015,NUTS,2013,UKI,1,1.78
2015,NUTS,2013,UKJ,1,1.38
2015,NUTS,2013,UKK,1,0.35
2015,NUTS,2013,UKL,1,1.21
2015,NUTS,2013,UKM,1,1.31
2015,NUTS,2013,UKN,1,1.84
2016,NUTS,2016,AT1,1,0.9
2016,NUTS,2016,AT2,1,0.32
2016,NUTS,2016,AT3,1,0.96
2016,NUTS,2016,BE1,1,0.57
2016,NUTS,2016,BE2,1,1.02
2016,NUTS,2016,BE3,1,1.03
2016,NUTS,2016,BG3,1,0.0
2016,NUTS,2016,BG4,1,0.0
2016,NUTS,2016,CY0,1,0.42
2016,NUTS,2016,CZ0,1,0.41
2016,NUTS,2016,DE1,1,1.11
2016,NUTS,2016,DE2,1,0.92
2016,NUTS,2016,DE3,1,0.91
2016,NUTS,2016,DE4,1,0.31
2016,NUTS,2016,DE5,1,0.38
2016,NUTS,2016,DE6,1,1.27
2016,NUTS,2016,DE7,1,1.17
2016,NUTS,2016,DE8,1,0.42
2016,NUTS,2016,DE9,1,1.13
2016,NUTS,2016,DEA,1,0.81
2016,NUTS,2016,DEB,1,1.43
2016,NUTS,2016,DEC,1,1.69
2016,NUTS,2016,DED,1,0.76
