year,region_type,region_year_spec,region_id,region_level,sdg_14_project_specialisation
2015,NUTS,2013,AT,0,0.46
2015,NUTS,2013,BE,0,1.29
2015,NUTS,2013,CY,0,1.74
2015,NUTS,2013,CZ,0,1.73
2015,NUTS,2013,DE,0,0.99
2015,NUTS,2013,DK,0,1.08
2015,NUTS,2013,EE,0,2.6
2015,NUTS,2013,ES,0,1.08
2015,NUTS,2013,FI,0,0.53
2015,NUTS,2013,FR,0,1.63
2015,NUTS,2013,HR,0,0.44
2015,NUTS,2013,HU,0,0.79
2015,NUTS,2013,IE,0,0.62
2015,NUTS,2013,IT,0,0.82
2015,NUTS,2013,LT,0,0.65
2015,NUTS,2013,NL,0,1.0
2015,NUTS,2013,PT,0,1.44
2015,NUTS,2013,RO,0,1.92
2015,NUTS,2013,SE,0,0.56
2015,NUTS,2013,SI,0,0.41
2015,NUTS,2013,SK,0,0.43
2015,NUTS,2013,UK,0,1.06
2016,NUTS,2016,AT,0,0.39
2016,NUTS,2016,BE,0,0.7
2016,NUTS,2016,CY,0,5.15
2016,NUTS,2016,CZ,0,1.23
2016,NUTS,2016,DE,0,0.97
2016,NUTS,2016,DK,0,1.75
2016,NUTS,2016,EE,0,3.53
2016,NUTS,2016,ES,0,1.09
2016,NUTS,2016,FI,0,1.18
2016,NUTS,2016,FR,0,1.34
2016,NUTS,2016,HR,0,0.73
2016,NUTS,2016,HU,0,0.24
2016,NUTS,2016,IE,0,1.02
2016,NUTS,2016,IT,0,0.8
2016,NUTS,2016,LT,0,0.66
2016,NUTS,2016,LV,0,0.88
2016,NUTS,2016,MT,0,3.66
2016,NUTS,2016,NL,0,0.81
2016,NUTS,2016,PL,0,0.99
2016,NUTS,2016,PT,0,1.6
2016,NUTS,2016,RO,0,0.59
2016,NUTS,2016,SE,0,0.85
2016,NUTS,2016,SI,0,0.74
2016,NUTS,2016,UK,0,1.4
2017,NUTS,2016,AT,0,0.46
2017,NUTS,2016,BE,0,0.57
2017,NUTS,2016,CY,0,6.87
2017,NUTS,2016,DE,0,0.82
2017,NUTS,2016,DK,0,1.02
2017,NUTS,2016,EE,0,0.74
2017,NUTS,2016,ES,0,1.55
2017,NUTS,2016,FI,0,0.31
2017,NUTS,2016,FR,0,1.41
2017,NUTS,2016,HR,0,0.77
2017,NUTS,2016,HU,0,0.75
2017,NUTS,2016,IE,0,1.18
2017,NUTS,2016,IT,0,0.88
2017,NUTS,2016,NL,0,1.26
2017,NUTS,2016,PL,0,0.67
2017,NUTS,2016,PT,0,2.74
2017,NUTS,2016,SE,0,0.46
2017,NUTS,2016,SI,0,0.51
2017,NUTS,2016,UK,0,1.53
2018,NUTS,2016,AT,0,0.2
2018,NUTS,2016,BE,0,0.38
2018,NUTS,2016,DE,0,0.76
2018,NUTS,2016,DK,0,1.1
2018,NUTS,2016,EE,0,0.74
2018,NUTS,2016,ES,0,1.7
2018,NUTS,2016,FI,0,0.71
2018,NUTS,2016,FR,0,1.77
2018,NUTS,2016,HR,0,0.53
2018,NUTS,2016,HU,0,1.44
2018,NUTS,2016,IE,0,0.68
2018,NUTS,2016,IT,0,1.41
2018,NUTS,2016,NL,0,0.73
2018,NUTS,2016,PL,0,0.47
2018,NUTS,2016,PT,0,1.61
2018,NUTS,2016,SE,0,0.76
2018,NUTS,2016,SI,0,0.77
2018,NUTS,2016,UK,0,1.4
2019,NUTS,2016,AT,0,0.39
2019,NUTS,2016,BE,0,0.92
2019,NUTS,2016,CZ,0,0.89
2019,NUTS,2016,DE,0,1.05
2019,NUTS,2016,DK,0,1.36
2019,NUTS,2016,EE,0,1.24
2019,NUTS,2016,ES,0,1.45
2019,NUTS,2016,FI,0,1.11
2019,NUTS,2016,FR,0,1.53
2019,NUTS,2016,IE,0,1.87
2019,NUTS,2016,IT,0,0.64
2019,NUTS,2016,LT,0,0.49
2019,NUTS,2016,NL,0,0.96
2019,NUTS,2016,PT,0,1.7
2019,NUTS,2016,RO,0,0.65
2019,NUTS,2016,SE,0,0.55
